Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422)
4.922519433668164e-07,0.001608597992630375,2.6972802966784988e-16,3.1933045044807472e-18,4.300932172561061e-18,2.5406631420775017e-21,9.5199292370135376e-20,0.0,0.0,1.8898619381224102e-08,4.6362577854479859e-10,3.0987858390784655e-21,7.1140081734662007e-25,1.0977255610000835e-22,2.5051035128492023e-55,1.5395357590148978e-41,9.2091732239258846e-29,7.2119701186045682e-25,3.1942581414692568e-21,1.0198199326516742e-40,1.7531335283849792e-31,4.6270181810390043e-24,1.2031287046657907e-31,2.1621701868993574e-32,1.9109978040194603e-28,1.4290734551593326e-23,6.3473953583709348e-30,7.3712304626530696e-23,5.1883980641283696e-11,1.4718098928841598e-30,8.3643356316150465e-27,1.5320860612949234e-20,3.7457619936318831e-29,7.8394330575355029e-33,3.2697745930156837e-22,1.3520663150391995e-28,0.35999999999999999,0.0,0.0098828811676684638,0.10879962909512637,3.7805666870487923e-13,2.7409440848138714e-15,9.2087651204944346e-13,4.386611189841657e-15,0.0,4.4916424929223741e-11,8.1706358771671994e-19,1.7620020986402749e-24,1.2572723055385839e-07,1.1333051121689245e-12,0.0,2.0686512228961455e-22,0.0,0.0,0.0,0.0,1.3441759335583178e-07,3.0910864371640506e-06,4.1600556521486376e-07,3.116661610893101e-06,1.3268033662751795e-07,5.1575147910424678e-11,1.0215432233821935e-07,1.6589949919180119e-13,1.385466394128319e-13
5.160158636590943e-07,0.0016085974510294814,2.8194122286584867e-16,3.5077551787439792e-18,4.9031072307707047e-18,3.0542967680985631e-21,1.1745432841182553e-19,0.0,0.0,2.0676383642939772e-08,5.5669295765201673e-10,3.741088392388133e-21,8.5719993247010554e-25,1.2610578207628907e-22,1.4635938785419709e-55,1.8948568466655487e-41,1.0262162483953486e-28,8.6948837468468602e-25,3.8500226342943906e-21,1.3553822137901687e-40,3.7498390625279386e-31,5.5729522181591036e-24,6.4053755499726265e-32,2.3977188691627839e-32,2.636884840250023e-28,1.7159830500670267e-23,7.9751115493702471e-30,8.4571495437998503e-23,5.6904491666612835e-11,2.0380082938060515e-30,1.0849499646176358e-26,1.7267195531679379e-20,4.5040570000272741e-29,9.4048354276630978e-33,3.9113810214592432e-22,1.7803009967824263e-28,0.35999999999999999,0.0,0.0098825395618453438,0.10879946604865093,3.9571196035283558e-13,3.0061924745214707e-15,9.6216978800730164e-13,5.3325830807231873e-15,0.0,4.9183159251883631e-11,1.0291287318837824e-18,2.0288618096265191e-24,1.433201327403003e-07,1.3601018774953643e-12,0.0,2.4707140075746706e-22,0.0,0.0,0.0,0.0,1.4038385029121999e-07,3.2282346653153103e-06,4.3572330776262851e-07,3.256935950419033e-06,1.3856860394907576e-07,5.6565255374911185e-11,1.171628355337891e-07,1.8195166171870865e-13,1.5195206851876933e-13
5.397797839513722e-07,0.0016085969097171548,2.9402189495074027e-16,3.8361169899120091e-18,5.5749649755245529e-18,3.6396647774703454e-21,1.4385792845777351e-19,0.0,0.0,2.2521709928214882e-08,6.6265837208517658e-10,4.4770106082886302e-21,1.0240667664532379e-24,1.4390415423267967e-22,-6.2727371755094346e-56,2.1786821638843768e-41,1.2230730230340969e-28,1.0392563060463336e-24,4.6004726901507615e-21,1.7778838959031033e-40,-1.2188821063058465e-32,6.6545448923299809e-24,4.4130993294508995e-31,2.8606871764733028e-32,3.5839287448722862e-28,2.0427710962009613e-23,9.9134804516820704e-30,9.639463491804714e-23,6.2144116287347374e-11,2.779692924286562e-30,1.3897182612099814e-26,1.9343674731132218e-20,5.3686330943469042e-29,1.118323869447583e-32,4.6387184880220059e-22,2.3205041873035389e-28,0.35999999999999999,0.0,0.0098821982020268016,0.10879930300736851,4.1325018823380946e-13,3.2830181300218998e-15,1.0030686190829575e-12,6.426258186996207e-15,0.0,5.3616236713585828e-11,1.2824897051905074e-18,2.3210803651576602e-24,1.6239820954551247e-07,1.6182850647843828e-12,0.0,2.9276157313855681e-22,0.0,0.0,0.0,0.0,1.4629266948936245e-07,3.3638278130980261e-06,4.5540782527801339e-07,3.3958595927047927e-06,1.4439010359259718e-07,6.1773043703817548e-11,1.335029612461015e-07,1.9870407173528095e-13,1.6594227814011594e-13
5.635437042436501e-07,0.0016085963687004516,3.0596594181479804e-16,4.1782440979229558e-18,6.3237357263097925e-18,4.3024985449153338e-21,1.7503757230365589e-19,0.0,0.0,2.4432622599186564e-08,7.8254179762501415e-10,5.3148249457923895e-21,1.2138319706473739e-24,1.6321307298167359e-22,4.429485435677014e-55,3.1147600600974067e-41,1.4975541316498794e-28,1.2323944144127601e-24,5.4538940562351999e-21,2.3039421331704497e-40,-7.3367929262479014e-32,7.8835058134638889e-24,4.9144108006157863e-31,3.5006594963610551e-32,4.8042188887929964e-28,2.412646254146603e-23,1.220286987349957e-29,1.0921104154262023e-22,6.7600718054925754e-11,3.739232614662091e-30,1.7597650922863677e-26,2.1551007105030511e-20,6.3481213853246161e-29,1.3190635744338867e-32,5.4580845144841774e-22,2.9965240404950173e-28,0.35999999999999999,0.0,0.0098818570939052056,0.10879913997433685,4.3066529577054948e-13,3.5713081470193557e-15,1.0435606371266962e-12,7.6825850633338068e-15,0.0,5.8211233974201826e-11,1.5827077670687368e-18,2.6397395339327386e-24,1.8300493326806307e-07,1.9103454588671108e-12,0.0,3.4438647669851206e-22,0.0,0.0,0.0,0.0,1.5214227854148486e-07,3.4978205370297589e-06,4.7505917307211182e-07,3.5333908713482698e-06,1.5014288858656962e-07,6.7196374130631683e-11,1.5121621284757716e-07,2.1614984665520536e-13,1.8051152026871542e-13
5.87307624535928e-07,0.001608595827986064,3.1776947651984711e-16,4.5339861966270795e-18,7.1571754213692042e-18,5.0486167754711294e-21,2.1169962955912209e-19,0.0,0.0,2.6407105420841252e-08,9.1737765342536067e-10,6.2630620864230761e-21,1.4283748573021928e-24,1.8407513945386983e-22,2.6747000174658257e-55,3.4719652724446295e-41,1.7514917885411334e-28,1.4508569720268325e-24,6.4188273256960117e-21,2.9517361050367198e-40,-5.2420969486862129e-32,9.2718845842763591e-24,4.4446678519131302e-31,4.0901926552420534e-32,6.3587280920473944e-28,2.8288787055456532e-23,1.4886519012767866e-29,1.230482639914031e-22,7.327209633114907e-11,4.9665164429369451e-30,2.204992187825213e-26,2.3889736124616848e-20,7.4513224273048878e-29,1.5443151396991321e-32,6.3758213787624572e-22,3.8362373104912901e-28,0.35999999999999999,0.0,0.0098815162428484288,0.10879897695253149,4.4795150197942082e-13,3.8709462296669944e-15,1.0836341310655479e-12,9.1172306695516082e-15,0.0,6.2963631048250806e-11,1.9357721410490093e-18,2.9859096639777172e-24,2.051813915966943e-07,2.2388127515666952e-12,0.0,4.0240959603925986e-22,0.0,0.0,0.0,0.0,1.579310003659822e-07,3.630169999332538e-06,4.946774063762119e-07,3.6694903613406214e-06,1.5582511953896544e-07,7.2833043361682565e-11,1.7034186302099473e-07,2.3428189632981414e-13,1.9565387357537619e-13
6.110715448282059e-07,0.001608595287580317,3.2942883352893176e-16,4.9031887394751187e-18,8.0835662573306662e-18,5.8839080928851443e-21,2.5463693036019449e-19,0.0,0.0,2.8443106221994292e-08,1.0682118767303615e-09,7.3304965504979956e-21,1.669644629975806e-24,2.0653023539694401e-22,1.5917621585308042e-55,3.9505647181905237e-41,2.0215253887254181e-28,1.6966558886735431e-24,7.5040536224142505e-21,3.7422685259710194e-40,8.8175929020085836e-32,1.0832049970808258e-23,2.6045648818072404e-31,4.7223113962001731e-32,8.318260493410935e-28,3.2947922437132452e-23,1.8010554507719541e-29,1.3793206374209753e-22,7.9155989811284482e-11,6.519823658520276e-30,2.7362017521064874e-26,2.6360255516665137e-20,8.6871848593954474e-29,1.7956994293996959e-32,7.3982973917122671e-22,4.872055695602619e-28,0.35999999999999999,0.0,0.0098811756538968662,0.10879881394484289,4.6510321689215724e-13,4.1818128767305347e-15,1.1232780536995872e-12,1.0746568024549991e-14,0.0,6.7868821900151066e-11,2.348106020409761e-18,3.3606493577273565e-24,2.2896626359302221e-07,2.6062482172565057e-12,0.0,4.6730634583434788e-22,0.0,0.0,0.0,0.0,1.6365725413480637e-07,3.7608358927607523e-06,5.1426258034125527e-07,3.8041209008261313e-06,1.6143506570405735e-07,7.8680787090838172e-11,1.9091692214470811e-07,2.530929343559791e-13,2.1136325285337535e-13
6.348354651204838e-07,0.0016085947474891627,3.4094056932187172e-16,5.2856931683579262e-18,9.1117152444761784e-18,6.8143137871670397e-21,3.0473663059528865e-19,0.0,0.0,3.0538541532128923e-08,1.2360988331477548e-09,8.5261320816240419e-21,1.9396602064981309e-24,2.3061554554989239e-22,5.9384010024394999e-55,5.2129243761185765e-41,2.3566267888251839e-28,1.9718576422499064e-24,8.7185800991399524e-21,4.6993874199983261e-40,9.1985117153513462e-32,1.2576668404205678e-23,2.7470885083085044e-31,5.5177818083661805e-32,1.0764432917154372e-27,3.8137564296434209e-23,2.1623998051409805e-29,1.5388640373639844e-22,8.5250080078370333e-11,8.466737086728193e-30,3.3651189402153266e-26,2.8962823194668352e-20,1.0064784210504758e-28,2.0748410117961688e-32,8.5318887176242065e-22,6.1414716936024396e-28,0.35999999999999999,0.0,0.009880835331761522,0.10879865095407416,4.8211510832292852e-13,4.5037855694003503e-15,1.162482026556152e-12,1.2587662110753392e-14,0.0,7.2922124845740248e-11,2.8265713242415685e-18,3.765005166151269e-24,2.5439580298488721e-07,3.0152374597870056e-12,0.0,5.3956334736868592e-22,0.0,0.0,0.0,0.0,1.6931955590840526e-07,3.8897804577424262e-06,5.3381475003729064e-07,3.9372476060139323e-06,1.6697110571919146e-07,8.4737283546961585e-11,2.1297612352646013e-07,2.7257548948933641e-13,2.2763341854986401e-13
6.585993854127617e-07,0.001608594207718182,3.5230146337180121e-16,5.6813371444593371e-18,1.0250950758462999e-17,7.8458107922108356e-21,3.629883304032759e-19,0.0,0.0,3.2691301175541872e-08,1.4220982758442465e-09,9.859186964901471e-21,2.2404901375010657e-24,2.5636548078749541e-22,5.5455760200483349e-55,6.23936351947818e-41,2.7295064693925692e-28,2.2785801787413703e-24,1.0071625302530075e-20,5.8491370090422742e-40,1.6149442683015224e-31,1.4518682138475378e-23,2.2468874757067238e-31,6.3942121479848916e-32,1.379068465618951e-27,4.3891788378649248e-23,2.577876592727575e-29,1.709334433223347e-22,9.1551995176992822e-11,1.0885096805431135e-29,4.1044114264570634e-26,3.1697573683123229e-20,1.1593301937059802e-28,2.3833636242573782e-32,9.7829617760618264e-22,7.6876441438738194e-28,0.35999999999999999,0.0,0.0098804952808229582,0.10879848798293874,4.9898211536040618e-13,4.8367389601323432e-15,1.2012363426646647e-12,1.4658254140137586e-14,0.0,7.8118792916866738e-11,3.3784722306624541e-18,4.2000113017873068e-24,2.8150382853421965e-07,3.4683832622848802e-12,0.0,6.1967770130415758e-22,0.0,0.0,0.0,0.0,1.7491651898887738e-07,4.0169684920838616e-06,5.5333397045292677e-07,4.0688378794695982e-06,1.7243172802224511e-07,9.1000157062353342e-11,2.3655191525706573e-07,2.9272191712497313e-13,2.444579863535511e-13
6.823633057050396e-07,0.0016085936682725824,3.6350851923080306e-16,6.0899547805562407e-18,1.1511117158399638e-17,8.9843949973810985e-21,4.3049240737961679e-19,0.0,0.0,3.4899252806766544e-08,1.6272723652899444e-09,1.1339079220944394e-20,2.5742395950303493e-24,2.8381167200954404e-22,4.7479404520946633e-55,6.9905082868716435e-41,3.1293126855336368e-28,2.6189897924764832e-24,1.1572604456993564e-20,7.2200704265373418e-40,9.8839640305152569e-32,1.667128759051462e-23,3.0349920255564214e-31,7.3200668490272234e-32,1.750331094177641e-27,5.0244974139042206e-23,3.0529660736220939e-29,1.8909353903950351e-22,9.8059313196325327e-11,1.3863991151713023e-29,4.9677060603124516e-26,3.4564529195055246e-20,1.3282004752504289e-28,2.7228857912266883e-32,1.1157856260952741e-21,9.5600237333358366e-28,0.35999999999999999,0.0,0.0098801555051312943,0.10879832503405867,5.1569942274729465e-13,5.1805450619780863e-15,1.2395319674175483e-12,1.6976744273435844e-14,0.0,8.3454024139696397e-11,4.0115575075547177e-18,4.6666893707360074e-24,3.1032172128699963e-07,3.9682985692578943e-12,0.0,7.081562587222614e-22,0.0,0.0,0.0,0.0,1.8044685399954766e-07,4.142367353441521e-06,5.7282029649478273e-07,4.1988614119719454e-06,1.7781553095852059e-07,9.746698165193972e-11,2.6167445849745669e-07,3.1352441081262863e-13,2.6183043681115546e-13
7.061272259973175e-07,0.0016085931291571968,3.7455896427512494e-16,6.5113768743016934e-18,1.2902567537910323e-17,1.0236064946028203e-20,5.0846852620414129e-19,0.0,0.0,3.7160246372708998e-08,1.8526827600812944e-09,1.297541176067595e-20,2.9430529725994428e-24,3.1298301482138866e-22,8.6473501781004744e-55,8.3717637800671462e-41,3.5762043306282501e-28,2.9952979965837276e-24,1.3231114717785806e-20,8.8437673647631059e-40,4.7905419014029799e-32,1.9047913889712062e-23,3.6221005942512586e-31,8.3752190978908061e-32,2.2022515444829832e-27,5.7231729634012627e-23,3.5934355552409706e-29,2.0838525102329081e-22,1.0476956585309383e-10,1.7504782128417658e-29,5.9696026087546894e-26,3.7563609487024515e-20,1.5140224303050487e-28,3.0950166038929559e-32,1.2662868810597196e-21,1.1815018703213797e-27,0.35999999999999999,0.0,0.009879816008407016,0.10879816210996324,5.3226247054839284e-13,5.5350734379108474e-15,1.2773605376483333e-12,1.9562172878139782e-14,0.0,8.8922971621264214e-11,4.7340216597824751e-18,5.1660481237365576e-24,3.408784285220888e-07,4.5175996249503949e-12,0.0,8.0551489232427284e-22,0.0,0.0,0.0,0.0,1.8590936869834601e-07,4.265946954755245e-06,5.9227378298694374e-07,4.3272901781120055e-06,1.8312122258540379e-07,1.0413528459384071e-10,2.8837163202165225e-07,3.3497501377628036e-13,2.797441249474624e-13
7.298911462895954e-07,0.0016085925903764875,3.8545024882970694e-16,6.9454311417806227e-18,1.4436154688769437e-17,1.1606805959833089e-20,5.9826428347015194e-19,0.0,0.0,3.9472118487293074e-08,2.0993877889274793e-09,1.4777957586092504e-20,3.3491153243901555e-24,3.4390567967281389e-22,1.0525842860972815e-54,1.0042576191491456e-40,4.0668794113020904e-28,3.4097583937152634e-24,1.5056920437527066e-20,1.0754963433885256e-39,9.3763507678540863e-32,2.1662201478695295e-23,6.4772355306439035e-32,9.521668470129074e-32,2.7483476821041187e-27,6.488681792401163e-23,4.2053370790303501e-29,2.2882535489209709e-22,1.1168024206505777e-10,2.1922161902282949e-29,7.1256846032824068e-26,4.0694640622930216e-20,1.7177337242870486e-28,3.5013516696545284e-32,1.4304237358848592e-21,1.451670072218006e-27,0.35999999999999999,0.0,0.0098794767940427238,0.1087979992130875,5.4866696358194617e-13,5.9001913896502718e-15,1.3147143589130095e-12,2.2434200422425255e-14,0.0,9.452075344627458e-11,5.554504919043812e-18,5.6990832263060307e-24,3.7320047416938521e-07,5.1188992907093848e-12,0.0,9.122777697157198e-22,0.0,0.0,0.0,0.0,1.9130296753437672e-07,4.3876797528857142e-06,6.1169448467041663e-07,4.4540984258546274e-06,1.8834762018521316e-07,1.1100255000186491e-10,3.1666904279485742e-07,3.5706563040770023e-13,2.9819228986359214e-13
7.536550665818733e-07,0.0016085920519345435,3.9618004500592888e-16,7.3919424506826611e-18,1.6123220371558491e-17,1.3102574750017427e-20,7.013639437921506e-19,0.0,0.0,4.1832696704899036e-08,2.3684397133538554e-09,1.6756645038580331e-20,3.7946528012021758e-24,3.7660312317516791e-22,9.9064200428447712e-55,1.1473608776817414e-40,4.6014389272997616e-28,3.8646635572353401e-24,1.7059938491264921e-20,1.2991334303294159e-39,2.5185274525284296e-31,2.4527980921683126e-23,-3.5515849865420371e-33,1.0779564146986956e-31,3.4037423996128074e-27,7.3245085176805711e-23,4.8950044115772841e-29,2.5042885882408023e-22,1.1878879150540533e-10,2.7245236703108116e-29,8.4525273308051574e-26,4.3957362782074532e-20,1.9402745760173225e-28,3.9434692387387136e-32,1.6088126193808205e-21,1.773755059333612e-27,0.35999999999999999,0.0,0.0098791378651056846,0.10879783634577153,5.6490886576585548e-13,6.2757641454784182e-15,1.3515864010274093e-12,2.5613086113483274e-14,0.0,1.0024246236755811e-10,6.4820921106240844e-18,6.2667770478174227e-24,4.0731197541775133e-07,5.7748005644050066e-12,0.0,1.0289766307292147e-21,0.0,0.0,0.0,0.0,1.9662665095904485e-07,4.5075407307515874e-06,6.3108245620259352e-07,4.5792626603295992e-06,1.9349364949892278e-07,1.1806622238027966e-10,3.4659004231934193e-07,3.7978803770293755e-13,3.1716806428755456e-13
7.774189868741512e-07,0.0016085915138350892,4.0674624487724786e-16,7.850733052534451e-18,1.7975582993920051e-17,1.4729284569204676e-20,8.1939722266814357e-19,0.0,0.0,4.4239803680029262e-08,2.6608820897476591e-09,1.8921543096177119e-20,4.2819312504877385e-24,4.1109612295894858e-22,1.3106235320918881e-54,1.3220713880971307e-40,5.194886356070192e-28,4.3623419325899348e-24,1.9250223706064347e-20,1.5593692110103864e-39,6.9002698079473879e-32,2.7659251913452092e-23,2.7971057700423877e-31,1.2165149594686169e-31,4.1852714833123878e-27,8.2341390645279686e-23,5.6690493745371509e-29,2.7320902553173019e-22,1.2609262812888414e-10,3.3618634278957652e-29,9.9677030188937436e-26,4.735143722941963e-20,2.1825858601750434e-28,4.4229265140927641e-32,1.8020611746632853e-21,2.1559243271308836e-27,0.35999999999999999,0.0,0.0098787992243412285,0.1087976735102599,5.8098439929351327e-13,6.6616550465620798e-15,1.3879702919898963e-12,2.9119665390485571e-14,0.0,1.0608317524230263e-10,7.5263104352257899e-18,6.8700984693511302e-24,4.4323466521215969e-07,6.4878903225741655e-12,0.0,1.1561500706403631e-21,0.0,0.0,0.0,0.0,2.0187951450389166e-07,4.6255073732837344e-06,6.504377521567211e-07,4.7027616221382485e-06,1.9855834369438292e-07,1.2532371015162081e-10,3.7815574846169535e-07,4.0313389661201139e-13,3.366644840522779e-13
8.011829071664292e-07,0.0016085909760814852,4.1714695805207256e-16,8.3216228134230422e-18,2.0005523797894031e-17,1.6492790942431012e-20,9.541480722226817e-19,0.0,0.0,4.6691261202035309e-08,2.977747238295537e-09,2.1282846838575909e-20,4.813245905331792e-24,4.4740282271398062e-22,1.7260881237761295e-54,1.5425290935069283e-40,5.8424091197723016e-28,4.9051547678192243e-24,2.1637954435926973e-20,1.8606244853192741e-39,1.0666603904011292e-31,3.1070162430518478e-23,3.3131406067695979e-31,1.3671947958160781e-31,5.1115912920301217e-27,9.2210538676924693e-23,6.5343575468547015e-29,2.9717739886828467e-22,1.3358913366126603e-10,4.1203631041111534e-29,1.1689783272010168e-25,5.087645254273024e-20,2.4456072638956544e-28,4.9412561497869391e-32,2.0107669129690626e-21,2.6073471537723383e-27,0.35999999999999999,0.0,0.0098784608741768181,0.10879751070870103,5.9689004652030625e-13,7.0577257313374864e-15,1.4238603103757658e-12,3.2975326379453598e-14,0.0,1.1203796219059717e-10,8.6971262053476482e-18,7.5100027101270835e-24,4.8098792033558635e-07,7.2607333030625564e-12,0.0,1.2943428309823982e-21,0.0,0.0,0.0,0.0,2.0706074763742521e-07,4.7415596375180382e-06,6.697604270213781e-07,4.824576260464386e-06,2.0354084208283966e-07,1.3277238914908421e-10,4.1138507247203859e-07,4.2709476327460524e-13,3.5667449747839206e-13
8.249468274587071e-07,0.0016085904386767334,4.2738050882074609e-16,8.8044294426646058e-18,2.2225771659973835e-17,1.8398878016665164e-20,1.1075634265373793e-18,0.0,0.0,4.9184894094937126e-08,3.3200538254097306e-09,2.3850863096386557e-20,5.3909152819713218e-24,4.8553877671171785e-22,1.8071048907037008e-54,1.7631556178608365e-40,6.5401275226508185e-28,5.495493081580317e-24,2.4233418321003473e-20,2.2076792398091355e-39,-3.4389005817993463e-32,3.4774988316753063e-23,4.0491955420846464e-31,1.5304986618339347e-31,6.2032857295662621e-27,1.0288721289748926e-22,7.4980833727556438e-29,3.223438347635685e-22,1.4127566104431612e-10,5.017929498849556e-29,1.3638338823370284e-25,5.4531930178377706e-20,2.7302755014148977e-28,5.4999629425307438e-32,2.2355159439986863e-21,3.1382807535508339e-27,0.35999999999999999,0.0,0.0098781228167269131,0.10879734794314741,6.1262254767232368e-13,7.463836317543671e-15,1.4592513762648919e-12,3.7201985416428127e-14,0.0,1.1810189546021248e-10,1.0004940577599962e-17,8.1874311722942153e-24,5.2058879476301559e-07,8.0958663439682667e-12,0.0,1.4441050995546593e-21,0.0,0.0,0.0,0.0,2.1216963241354164e-07,4.8556799171566942e-06,6.890505351999646e-07,4.9446897012857475e-06,2.0844038859791895e-07,1.4040960606560928e-10,4.4629475089863216e-07,4.5166210011638494e-13,3.7719097464057653e-13
8.48710747750985e-07,0.0016085899016234824,4.3744543283920356e-16,9.2989687189153988e-18,2.4649486611610163e-17,2.0453245564332409e-20,1.2817618635962594e-18,0.0,0.0,5.1718533973363598e-08,3.6888045654072428e-09,2.6635996332840651e-20,6.0172801975155685e-24,5.2551700074535106e-22,2.0867922348556395e-54,2.0058307129294311e-40,7.2928146254571705e-28,6.1357746766247332e-24,2.7046998268728734e-20,2.6056420485706523e-39,3.5299987667543991e-32,3.8788113325010619e-23,3.1541905597279277e-31,1.7072112830635071e-31,7.4829719963266624e-27,1.1440591269848611e-22,8.5676447102399362e-29,3.487165361731226e-22,1.4914953782876994e-10,6.0743640415726996e-29,1.5833936677476308e-25,5.8317329453149071e-20,3.0375225903203085e-28,6.1005207199231281e-32,2.4768817840269484e-21,3.7601601182319416e-27,0.35999999999999999,0.0,0.0098777850537984276,0.10879718521555552,6.2817889801150701e-13,7.8798455815083269e-15,1.4941390407977542e-12,4.1822061746988503e-14,0.0,1.2427005797354593e-10,1.146058432544871e-17,8.9033113038098767e-24,5.6205205795930296e-07,8.9957928927891217e-12,0.0,1.6059918211465237e-21,0.0,0.0,0.0,0.0,2.1720554192473731e-07,4.967853001944349e-06,7.0830813101020179e-07,5.0630872109962935e-06,2.1325633005194117e-07,1.4823268185209369e-10,4.8289938208715064e-07,4.7682728678161368e-13,3.9820671649715881e-13
8.724746680432629e-07,0.0016085893649240338,4.4734047334676261e-16,9.8050547132385815e-18,2.7290242191338238e-17,2.2661496667596469e-20,1.4790421415003511e-18,0.0,0.0,5.4290022846667855e-08,4.0849840463655881e-09,2.9648734760533789e-20,6.6947048241696819e-24,5.673480306053737e-22,2.6399223148214976e-54,2.2875120794493899e-40,8.105286865855602e-28,6.8284412062228016e-24,3.008915869102962e-20,3.0600051456701242e-39,1.4071246724218955e-31,4.3124009616990446e-23,1.6212971478608839e-31,1.8981284562462906e-31,8.9754046133149263e-27,1.2680089214492599e-22,9.7507168559499798e-29,3.7630209172716755e-22,1.572080695082122e-10,7.3114790350927171e-29,1.8298134727418064e-25,6.2232052014279475e-20,3.368274192611391e-28,6.7443694280403418e-32,2.7354242426651619e-21,4.4856914307772755e-27,0.35999999999999999,0.0,0.0098774475868968602,0.10879702252778647,6.4355634575458936e-13,8.3056111343107678e-15,1.5285194744662772e-12,4.6858451511152234e-14,0.0,1.3053755153718361e-10,1.3075311699802642e-17,9.6585564790908217e-24,6.0539023777885686e-07,9.9629777976631974e-12,0.0,1.7805620204168045e-21,0.0,0.0,0.0,0.0,2.221679385738407e-07,5.0780660322197798e-06,7.2753326868364336e-07,5.1797561557622045e-06,2.179881141850543e-07,1.5623891505756828e-10,5.2121146694145125e-07,5.0258163087899637e-13,4.1971446386370542e-13
8.962385883355408e-07,0.001608588828580349,4.5706457698761082e-16,1.0322500008663906e-17,3.0162006741085391e-17,2.5029126106248689e-20,1.7018915678582452e-18,0.0,0.0,5.6897216564400326e-08,4.5095566841839862e-09,3.2899636730503186e-20,7.4255758173964784e-24,6.1103998604683927e-22,2.9169060800266147e-54,2.590674482688331e-40,8.9813663096542698e-28,7.5759553004596817e-24,3.3370432028659964e-20,3.5766187570285618e-39,1.7172570982722145e-31,4.779721872393898e-23,6.8281336041601997e-32,2.1028682241343182e-31,1.0707577226869884e-26,1.4010610140509158e-22,1.105522608258024e-28,4.0510551775825401e-22,1.6544854278729909e-10,8.7532142676881015e-29,2.105347393734024e-25,6.6275445861143837e-20,3.7234480233757672e-28,7.4329124201631446e-32,3.0116883888158807e-21,5.3289489211462452e-27,0.35999999999999999,0.0,0.009877110417232958,0.10879685988160628,6.5875238887065065e-13,8.7409895944753288e-15,1.5623894542306474e-12,5.2334501121469118e-14,0.0,1.3689950470017844e-10,1.4860793426735979e-17,1.0454065897079204e-23,6.5061366761857301e-07,1.0999842390624062e-11,0.0,1.9683781382616161e-21,0.0,0.0,0.0,0.0,2.2705637217823163e-07,5.1863084490105941e-06,7.4672600236520299e-07,5.2946859569399412e-06,2.2263528752296157e-07,1.644255851047038e-10,5.6124145361709637e-07,5.2891637851943082e-13,4.4170690621279977e-13
9.200025086278187e-07,0.0016085882925940562,4.666168892681652e-16,1.08511159158157e-17,3.3279123759105463e-17,2.756150946880383e-20,1.9529941629609858e-18,0.0,0.0,5.9537988097472663e-08,4.9634648079831933e-09,3.6399317437783322e-20,8.2122989600305207e-24,6.5659863799325247e-22,3.3110718153188881e-54,2.9181522502181137e-40,9.9262974299977254e-28,8.3807977587124247e-24,3.6901405591696655e-20,4.1617225466800365e-39,-6.2783736094736019e-32,5.282233299624493e-23,1.1511229616818582e-31,2.323668203060609e-31,1.2708821722854505e-26,1.5435513078936158e-22,1.2489342724821348e-28,4.3513030338226424e-22,1.7386822877833288e-10,1.0425753594197344e-28,2.4123468185554634e-25,7.0446808973014263e-20,4.1039523294899407e-28,8.1675139476282892e-32,3.3062035960345391e-21,6.3054750211460707e-27,0.35999999999999999,0.0,0.0098767735457299059,0.10879669727868711,6.7376477105984933e-13,9.1858367568787125e-15,1.5957463495536204e-12,5.8273980139699596e-14,0.0,1.4335108024761306e-10,1.6829108892800674e-17,1.1290724496339957e-23,6.9773053747389411e-07,1.2108759870747963e-11,0.0,2.1700053828879739e-21,0.0,0.0,0.0,0.0,2.3187047792055663e-07,5.292571940040009e-06,7.6588638611269689e-07,5.4078680428858188e-06,2.2719749305909106e-07,1.7278995549458867e-10,6.0299778581792762e-07,5.5582272462617132e-13,4.6417669028372969e-13
