Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253)
2.4851512818874663e-08,0.0012697999784918015,5.8018498003102971e-15,1.1898438028169751e-17,1.1910713351310045e-17,6.2298867974668243e-22,1.4929952563171385e-20,0.0,0.0,3.3268059868952439e-09,4.4380186123458788e-12,4.4369238174048957e-22,2.178573280448753e-25,2.8223088656853273e-22,2.131257881764998e-52,1.6612987410937434e-39,4.2491637249983665e-28,2.2350047595214812e-25,7.212893784561649e-22,6.8611968190984663e-41,8.3707090060863303e-45,1.5418539169374824e-24,4.8593294436693479e-31,1.9395688490803218e-31,5.7729198756634293e-31,4.6508785959865799e-24,2.6106171148471561e-25,2.9489416124476191e-22,8.1458580748992557e-11,4.9244135571110586e-33,3.226474881017667e-28,5.3824289558752169e-20,4.0733919436898457e-29,1.8336149423882206e-32,1.0141910276608553e-22,5.3658646230395028e-29,0.35999999999999999,0.0,0.0098847114884800646,0.10880071849907107,6.9575212039118475e-13,3.3055642518306526e-14,9.7900268237871378e-12,2.0891918902020073e-16,0.0,5.2978567227955628e-12,8.5861834742686119e-24,3.478101757291403e-25,6.6526442780096516e-09,7.3564805715606405e-15,0.0,2.0034336459929631e-23,0.0,0.0,0.0,0.0,3.1951403240727001e-07,2.4667803030630324e-06,2.1730320359225244e-07,2.2117569852047053e-06,6.2473494686713551e-08,8.1109444061440463e-11,3.9335648912243393e-09,1.9025582640365611e-13,1.4446172626870095e-13,7.8251414510209351e-21,3.8195460946039322e-22,1.4210270639292962e-14,9.1722946245008938e-15
2.8016375236873447e-08,0.001269799204236124,6.7190542227694384e-15,1.5762441619915685e-17,1.5785006646975058e-17,1.0396057567952099e-21,2.52929956042042e-20,0.0,0.0,4.2189870257495687e-09,7.1363730652496279e-12,7.6757475505575232e-22,3.5892136384330901e-25,4.2810244683270013e-22,4.5031581498699352e-52,3.0119268139527115e-39,7.487244782869048e-28,3.6967094109374847e-25,1.1880585807979823e-21,1.6314317252117226e-40,1.8323139011770854e-44,2.5391737063296112e-24,6.2150706716452765e-31,3.4244108283324418e-31,1.3617906476602818e-30,7.6518560821810964e-24,4.8604643422529025e-25,4.2882116665844341e-22,1.0366388306580401e-10,1.1669896350986338e-32,6.5979788323082189e-28,7.692321072646674e-20,6.9439329768779904e-29,3.2301739086262711e-32,1.6675936354250359e-22,1.0275434885867504e-28,0.35999999999999999,0.0,0.0098840387935826921,0.1088004257021498,7.912881833003887e-13,4.0174014198955255e-14,1.104098788010491e-11,3.4086752222410789e-16,0.0,6.8231423732635525e-12,1.3963197502070584e-23,5.9496150605149435e-25,9.0688796341887045e-09,1.1963718329716826e-14,0.0,3.0533896512198914e-23,0.0,0.0,0.0,0.0,3.5798516664882123e-07,2.7790793800581026e-06,2.4488614158459217e-07,2.4940412457530286e-06,7.0398689064312172e-08,1.0321461494165772e-10,5.6245304991107659e-09,2.4213855118062431e-13,1.8385501737789206e-13,1.4376127972742131e-20,7.0231960487674422e-22,2.2933766783414682e-14,1.2615606301845027e-14
3.1181237654872226e-08,0.0012697984301535195,7.6372433954458812e-15,2.0192867862252468e-17,2.0231752858660078e-17,1.6368037080841737e-21,4.0357408927732604e-20,0.0,0.0,5.2158440984797331e-09,1.0907480239525892e-11,1.245508984949824e-21,5.5953303656794538e-25,6.1796332729281802e-22,8.8722631732320898e-52,5.1935803441095598e-39,1.2327602439650177e-27,5.7856951642840213e-25,1.8516205249325103e-21,3.5053920773606587e-40,3.6675376257523408e-44,3.9566484940752733e-24,4.3285521848011286e-31,5.6467816797498576e-31,2.9244447589139092e-30,1.1911937659727643e-23,8.4473366406922855e-25,5.9813034619540758e-22,1.2853177657226318e-10,2.5177864513501768e-32,1.2489708831877124e-27,1.0572912587900843e-19,1.1125397992777221e-28,5.324923875415862e-32,2.5944558976070221e-22,1.8289259258277879e-28,0.35999999999999999,0.0,0.0098833663144730736,0.10880013286206247,8.870288945103387e-13,4.8226188559718066e-14,1.2289919914620226e-11,5.2818782169061718e-16,0.0,8.5397645621804819e-12,2.1533767463813345e-23,9.8429791808381609e-25,1.1992361800899341e-08,1.8450418382057248e-14,0.0,4.4612795369410952e-23,0.0,0.0,0.0,0.0,3.9639211093647195e-07,3.0908000153315137e-06,2.7244860790407142e-07,2.7758530595577984e-06,7.8309191363101605e-08,1.2796788080301147e-10,7.739848051376396e-09,3.0023981281289302e-13,2.2796972645816925e-13,2.4718900204794341e-20,1.2084220784794424e-21,3.5158150614558627e-14,1.6803340024120113e-14
3.4346100072871006e-08,0.0012697976562455642,8.5552471823466001e-15,2.518992575053999e-17,2.5253519234034622e-17,2.4600822702139849e-21,6.1382339123973431e-20,0.0,0.0,6.3169037215956504e-09,1.600176544437932e-11,1.9206983361685242e-21,8.3449602692383881e-25,8.5768026013667591e-22,1.6481314232161291e-51,8.5744321455420188e-39,1.9238574827680811e-27,8.6629590536853342e-25,2.7607408332070972e-21,6.947002835085375e-40,6.8354913382701596e-44,5.8982359962995514e-24,5.7326503438130232e-31,8.8239314969181e-31,5.8224107991418196e-30,1.7740087780709162e-23,1.3892886323914012e-24,8.0691333099993705e-22,1.5605771957326104e-10,5.0362393039565714e-32,2.2213628460274888e-27,1.4082735041931683e-19,1.696736681857681e-28,8.3258506803278829e-32,3.8615524981321051e-22,3.0702531232850218e-28,0.35999999999999999,0.0,0.0098826940615322437,0.10879983997963028,9.8296055131287619e-13,5.729504283460834e-14,1.3536619719695115e-11,7.850800050430034e-16,0.0,1.0446872448669251e-11,3.1821734569546336e-23,1.5812488409388561e-24,1.5468885886940998e-08,2.7265362282601003e-14,0.0,6.2982816571658167e-23,0.0,0.0,0.0,0.0,4.3472860271906658e-07,3.4018928836923449e-06,2.9999061696402666e-07,3.057146482905672e-06,8.6203749820574799e-08,1.553638816716117e-10,1.0326115218336476e-08,3.6454699069065693e-13,2.7679626606616975e-13,4.0297979781656835e-20,1.9711246975604835e-21,5.1709709694440613e-14,2.1804521296319686e-14
3.7510962490869786e-08,0.0012697968825138176,9.472357055473642e-15,3.0753289842393202e-17,3.0852892816840228e-17,3.5598548253626244e-21,8.9777734599450713e-20,0.0,0.0,7.5216497308607094e-09,2.2694909539714891e-11,2.8417483014668429e-21,1.2002563642130408e-24,1.1530865986267873e-21,2.911796971617243e-51,1.3630377925470585e-38,2.8753935035861304e-27,1.2508992596658622e-24,3.9695223478425715e-21,1.2891038237608299e-39,1.2019438403415163e-43,8.4792198136697167e-24,1.2152824208339756e-30,1.3201491300453915e-30,1.0893825348663746e-29,2.5478060561173629e-23,2.1838534209551668e-24,1.059234022290194e-21,1.8623673854936599e-10,9.4671326619465268e-32,3.7531083634953872e-27,1.8279055766693103e-19,2.4859848739422837e-28,1.2468943286001644e-31,5.542640651781951e-22,4.9133301023788906e-28,0.35999999999999999,0.0,0.0098820220450626557,0.1087995470556877,1.0790644671315153e-12,6.7462829403890787e-14,1.4780884501915327e-11,1.1275679344947627e-15,0.0,1.2543542418971949e-11,4.5404886108694242e-23,2.4733387073738788e-24,1.9543911486483154e-08,3.8903539049113916e-14,0.0,8.6417000621045794e-23,0.0,0.0,0.0,0.0,4.7298842602053638e-07,3.7123090236697212e-06,3.2751218319709708e-07,3.3378759143396567e-06,9.408112190240219e-08,1.8539674081076894e-10,1.3429582431457748e-08,4.3504625072971164e-13,3.3032412746910031e-13,6.2882727811312711e-20,3.0772466496953521e-21,7.3499980874619369e-14,2.7687682912504083e-14
4.0675824908868566e-08,0.001269796108959831,1.0388156654446491e-14,3.6882261986329752e-17,3.7032699178730755e-17,4.9913823942531618e-21,1.2710447419562437e-19,0.0,0.0,8.8295238051960565e-09,3.1287470933319009e-11,4.0626374066215544e-21,1.674897013168674e-24,1.5099772404824914e-21,4.9268931737202015e-51,2.0954914985516557e-38,4.1459680351361692e-27,1.7524043891793515e-24,5.5373714098314242e-21,2.2651630200069229e-39,2.0137005417611418e-43,1.1826127430892233e-23,1.6192170545571103e-30,1.9051185289989407e-30,1.935246722316711e-29,3.54999783932924e-23,3.3057248035679e-24,1.3591253407710857e-21,2.1906343065937903e-10,1.6897209053689646e-31,6.0741638147989524e-27,2.3217887830415595e-19,3.5232790803857341e-28,1.8017923509931984e-31,7.7183508473279805e-22,7.5559962672063186e-28,0.35999999999999999,0.0,0.0098813502752816817,0.1087992540910819,1.1753215380375724e-12,7.8811122906902549e-14,1.6022512810280824e-11,1.5735511322080318e-15,0.0,1.4828774777529399e-11,6.2914163073180946e-23,3.7747936010601344e-24,2.4262534078169045e-08,5.3905466415132356e-14,0.0,1.1574917356505127e-22,0.0,0.0,0.0,0.0,5.1116541534204406e-07,4.0219998682659579e-06,3.5501332105498073e-07,3.617996123321371e-06,1.0194007508295353e-07,2.1806006803383105e-10,1.7096123882509552e-08,5.1172255314209718e-13,3.8854188654953909e-13,9.4598851122498608e-20,4.6311131906094242e-21,1.0152487462355462e-13,3.4520821015260127e-14
4.3840687326867346e-08,0.0012697953355851378,1.1302389658664766e-14,4.3575897559978811e-17,4.3796184313541647e-17,6.8147043671082961e-21,1.75074713304746e-19,0.0,0.0,1.0239926029026485e-08,4.2104479775089679e-11,5.6426839569748994e-21,2.2781313760932272e-24,1.9341034351180709e-21,8.0220103796676846e-51,3.1265726162899186e-38,5.7991284296401819e-27,2.3928362870642521e-24,7.5289599858370932e-21,3.8016410372862217e-39,3.2387820964520141e-43,1.6076639513319777e-23,1.6374118878584698e-30,2.6667302536524147e-30,3.2900603871598213e-29,4.8211884895336377e-23,4.8465099059771955e-24,1.7105859511351117e-21,2.5453196630381781e-10,2.8862123185767533e-31,9.4778007830979925e-27,2.8954000023477712e-19,4.8555552832621289e-28,2.5263933440509849e-31,1.0476072828717179e-21,1.1235934680052077e-27,0.35999999999999999,0.0,0.0098806787623152443,0.10879896108667195,1.2717160701067516e-12,9.1420769384028631e-14,1.726130565682096e-11,2.1428542102826407e-15,0.0,1.7301491197206859e-11,8.5032798388581092e-23,5.631517977775646e-24,2.9669456988269672e-08,7.2856452497603778e-14,0.0,1.5187343926759083e-22,0.0,0.0,0.0,0.0,5.4925345949243968e-07,4.3309172751003747e-06,3.8249404500817513e-07,3.8974622783031193e-06,1.0977938761036259e-07,2.5334696314684999e-10,2.1371209113794536e-08,5.9455966050880143e-13,4.5143720993988958e-13,1.3795933549322071e-19,6.7560770152505966e-21,1.3686373220725657e-13,4.2371353046332921e-14
4.7005549744866125e-08,0.0012697945623912571,1.2214852047109897e-14,5.0833109940996137e-17,5.114717350955702e-17,9.0945548272099201e-21,2.3555248498968234e-19,0.0,0.0,1.175221549380396e-08,5.5495003903996171e-11,7.6465084645101641e-21,3.0312980634866972e-24,2.4311677246371507e-21,1.2626562892939741e-50,4.5423195485716168e-38,7.9048546456122814e-27,3.1962432321650618e-24,1.0014183629166778e-20,6.1351591114948537e-39,5.0305471019807224e-43,2.1379490468376424e-23,1.7951617969309078e-30,3.6373180874930946e-30,5.3861462831644323e-29,6.4051271088022965e-23,6.9132664841995838e-24,2.1175770717549412e-21,2.9263609342865655e-10,4.7473591288106458e-31,1.4330699205754409e-26,3.5540926899605478e-19,6.5336349788965183e-28,3.4525190114696539e-31,1.3909836441172664e-21,1.6234582033482458e-27,0.35999999999999999,0.0,0.0098800075161915388,0.10879866804332848,1.3682328880555687e-12,1.0537183599844108e-13,1.849706614910129e-11,2.857274324545865e-15,0.0,1.9960538523369182e-11,1.1249540029878512e-22,8.2264395363061611e-24,3.5808963770833246e-08,9.6385810650841375e-14,0.0,1.9574363470809373e-22,0.0,0.0,0.0,0.0,5.8724650535713492e-07,4.6390135561024127e-06,4.0995436954569908e-07,4.1762299743679778e-06,1.1759784926016078e-07,2.9125002119404802e-10,2.6299875049463548e-08,6.8354015011763869e-13,5.1899686439347935e-13,1.9589497102808448e-19,9.5960195706717883e-21,1.8067831480001182e-13,5.1306076376608543e-14
5.0170412162864905e-08,0.00126979378937969,1.3125350309985648e-14,5.8652711854872578e-17,5.9090165998136616e-17,1.1900280280128907e-20,3.1055453995344782e-19,0.0,0.0,1.3365710938663007e-08,7.18316866153013e-11,1.0143991307883759e-20,3.9573552593272643e-24,3.006819419494737e-21,1.9297708499723729e-50,6.4452712581276875e-38,1.0539843529643406e-26,4.1887183112498348e-24,1.306811523226964e-20,9.5718177042755816e-39,7.5813371678734123e-43,2.7894360137161315e-23,2.0957774021686414e-30,4.8523744284957648e-30,8.5332932338010951e-29,8.3486574829707015e-23,9.6296258758197042e-24,2.5840193796431565e-21,3.3336914227373732e-10,7.5568781064366724e-31,2.1083620900249536e-26,4.3030978926016891e-19,8.6121661816799287e-28,4.6146600555166418e-31,1.8120187382141359e-21,2.2881143729075499e-27,0.35999999999999999,0.0,0.0098793365468348906,0.10879837496193291,1.4648547572745828e-12,1.2074356099513338e-13,1.9729598938548081e-11,3.7406265057958045e-15,0.0,2.2804692355747284e-11,1.4608698311966226e-22,1.1785217702533455e-23,4.2724891064430953e-08,1.2516602912078206e-13,0.0,2.4837274783623193e-22,0.0,0.0,0.0,0.0,6.2513856159787182e-07,4.9462415066894558e-06,4.3739430917479789e-07,4.4542552603771327e-06,1.2539426207583964e-07,3.3176133821616285e-10,3.1926698528707326e-08,7.7864542751059969e-13,5.912067270738362e-13,2.7178441107197962e-19,1.3316829427876792e-20,2.3421172438286268e-13,6.1391127005080286e-14
5.3335274580863685e-08,0.0012697930165519213,1.4033708800816027e-14,6.7033408807061074e-17,6.7630380413425293e-17,1.53057654104734e-20,4.0225143100577659e-19,0.0,0.0,1.5079691428683885e-08,9.1510257441437912e-11,1.3210225925976976e-20,5.0808729033231279e-24,3.6666503701863388e-21,2.8731172113234009e-50,8.9545525973814871e-38,1.3786263039886537e-26,5.3984191865715167e-24,1.6770954633906578e-20,1.4499910215514714e-38,1.1128448630104454e-42,3.5791756755844911e-23,2.4038803119752629e-30,6.3499522688858806e-30,1.3136382691583992e-28,1.0701665478957338e-22,1.313689348242552e-23,3.1137899455971617e-21,3.7672402946237316e-10,1.1688379989676349e-30,3.0282617411121835e-26,5.1475252743605644e-19,1.1149561235145413e-27,6.0499341061264249e-31,2.3214058214474965e-21,3.155671412732067e-27,0.35999999999999999,0.0,0.0098786658640597196,0.10879808184337691,1.5615640118967452e-12,1.3761430522036316e-13,2.0958710585886787e-11,4.8187865773810317e-15,0.0,2.5832656763705032e-11,1.8664193342352888e-22,1.6582296234507837e-23,5.046060206184299e-08,1.5991188541754837e-13,0.0,3.108322988639311e-22,0.0,0.0,0.0,0.0,6.6292370226811922e-07,5.2525544342824855e-06,4.6481387842063082e-07,4.7314946654841674e-06,1.3316744109261429e-07,3.7487251642113099e-10,3.8295769479345888e-08,8.7985573863040957e-13,6.6805179478114353e-13,3.6948361919215251e-19,1.810785056306189e-20,2.9878725837253547e-13,7.2691939196933422e-14
5.6500136998862465e-08,0.001269792243909415,1.4939776148499351e-14,7.597379344532799e-17,7.677379940684218e-17,1.9389346965898666e-20,5.1296890284857815e-19,0.0,0.0,1.6893397068886783e-08,1.149490174335793e-10,1.6925468062752232e-20,6.4280231788624068e-24,4.4161906465971437e-21,4.1767946529471552e-50,1.2206190720790152e-37,1.7731180852097739e-26,6.8555861992761152e-24,2.1207974206610432e-20,2.1403704780279433e-38,1.5960507395502526e-42,4.5252891502349868e-23,2.7102936983801477e-30,8.1703688567680482e-30,1.9715375275316404e-28,1.3517024020699341e-22,1.7595124755500536e-23,3.7107192313462376e-21,4.226932621584634e-10,1.7625291240678206e-30,4.258071865522332e-26,6.0923641471018413e-19,1.4207931548008895e-27,7.798041300876428e-31,2.9304634927169512e-21,4.2698524185110639e-27,0.35999999999999999,0.0,0.0098779954775646932,0.10879778868856184,1.6583442257381496e-12,1.5606150547784122e-13,2.2184210104491974e-11,6.1197315502449337e-15,0.0,2.9043064024807013e-11,2.3504291628103858e-22,2.2947274464314675e-23,5.9058960655800615e-08,2.0137950938496074e-13,0.0,3.8425168647999689e-22,0.0,0.0,0.0,0.0,7.0059607033382399e-07,5.5579061860920157e-06,4.9221309182594212e-07,5.0079052249552095e-06,1.4091621504267357e-07,4.2057466948755106e-10,4.5450664795336647e-08,9.8715018227444804e-13,7.495161934120793e-13,4.9335463488438344e-19,2.4183297136365737e-20,3.758072009650903e-13,8.5273206483336606e-14
5.966499941686125e-08,0.0012697914714536165,1.58434129071078e-14,8.5472358487220356e-17,8.6527230889874437e-17,2.4233706574292603e-20,6.4518962287935026e-19,0.0,0.0,1.8806029752559405e-08,1.4258830004229865e-10,2.1375081169265584e-20,8.0265704920324949e-24,5.2609041519327005e-21,5.9446505188285152e-50,1.6355580935090313e-37,2.2467144831562972e-26,8.5925589277091205e-24,2.6469460554029963e-20,3.0878282025958178e-38,2.2424205187294647e-42,5.6469544926124453e-23,3.0105655857043064e-30,1.0356456942636302e-29,2.8927751446340464e-28,1.6850535724446164e-22,2.3184177603033468e-23,4.3785881972339415e-21,4.7126894300970752e-10,2.5983507920181058e-30,5.8750058967032854e-26,7.1424845034993822e-19,1.7853019405173837e-27,9.9012182329045165e-31,3.6511219180855083e-21,5.6804341884202913e-27,0.35999999999999999,0.0,0.0098773253969270079,0.10879749549839804,1.755179335695157e-12,1.7616162870137168e-13,2.3405908953223599e-11,7.6735775407266087e-15,0.0,3.2434476807807729e-11,2.9221973682222987e-22,3.1271576392585581e-23,6.8562306253193342e-08,2.5036540798979418e-13,0.0,4.6981750010676341e-22,0.0,0.0,0.0,0.0,7.3814988110024187e-07,5.8622511761827614e-06,5.1959196395071712e-07,5.2834445053036334e-06,1.4863942704213142e-07,4.6885842871401726e-10,5.34344229097467e-08,1.1005067245472742e-12,8.3558318893647929e-13,6.4829366801187721e-19,3.1783635255904035e-20,4.6675155366882561e-13,9.9198843595985862e-14
6.282986183486004e-08,0.0012697906991859494,1.6744478197650026e-14,9.552751070135778e-17,9.6898368706066393e-17,2.9925760302181096e-20,8.0155523533761195e-19,0.0,0.0,2.0816753942841411e-08,1.7488990842849199e-10,2.6649477819556211e-20,9.9058613717975067e-24,6.2061844176383596e-21,8.3027085924437377e-50,2.1579244944326134e-37,2.8092640663990552e-26,1.0643791140844137e-23,3.26506524206513e-20,4.3645418026863827e-38,3.0931360235578995e-42,6.9643925472612819e-23,3.354153738653266e-30,1.2953842369075948e-29,4.1593501492318774e-28,2.0760873258840925e-22,3.0104741828434076e-23,5.1211254845677098e-21,5.2244277547327941e-10,3.7536945912823996e-30,7.9694405237693367e-26,8.3026380587729215e-19,2.2154126957546274e-27,1.2404190211864455e-30,4.4959086351549765e-21,7.4437036584892802e-27,0.35999999999999999,0.0,0.0098766556315968649,0.10879720227380425,1.8520526129794181e-12,1.9799012687814611e-13,2.4623620878858231e-11,9.5126152282657741e-15,0.0,3.600539055787126e-11,3.5914815656732781e-22,4.2015400672980855e-23,7.9012429255696722e-08,3.077054513415308e-13,0.0,5.6877279888410684e-22,0.0,0.0,0.0,0.0,7.7557942554593713e-07,6.1655444118191435e-06,5.4695050937182116e-07,5.5580706287410598e-06,1.5633593525973168e-07,5.1971394961084655e-10,6.2289519060590066e-08,1.2199022143555038e-12,9.2623519916519094e-13,8.397585297920959e-19,4.1176932112285827e-20,5.7317670653184524e-13,1.145319491963122e-13
6.599472425285882e-08,0.0012697899271078158,1.7642829400588364e-14,1.0613757212126245e-16,1.0789583907173078e-16,3.6556558723852355e-20,9.848687323593764e-19,0.0,0.0,2.2924697486356767e-08,2.1233653015862937e-10,3.2844057165493811e-20,1.2096813521485107e-23,7.2573506262209128e-21,1.1397785521638582e-49,2.8074572932546281e-37,3.4711649325860165e-26,1.3045864052696779e-23,3.9851674886748966e-20,6.0570497928811059e-38,4.19663176050914e-42,8.4988520244393513e-23,3.6568251403193582e-30,1.6010647537454059e-29,5.8722754571936155e-28,2.5309517500335845e-22,3.8579344628252213e-23,5.9420046500072941e-21,5.7620606904960048e-10,5.3246150785276746e-30,1.0646205026960592e-25,9.5774593050432133e-19,2.7184042455482838e-27,1.5354121632978226e-30,5.4779339526753013e-21,9.6229316761360904e-27,0.35999999999999999,0.0,0.0098759861908920433,0.10879690901570718,1.9489471660367594e-12,2.216213936736865e-13,2.5837162078133411e-11,1.1671342786048109e-14,0.0,3.97542345061498e-11,4.3684865532957069e-22,5.5714932455582502e-23,9.0450547241084653e-08,3.742738121031798e-13,0.0,6.8241635809480596e-22,0.0,0.0,0.0,0.0,8.1287907355910102e-07,6.46774151905475e-06,5.7428874268262542e-07,5.8317422969108506e-06,1.6400461356637098e-07,5.7313091846042004e-10,7.205784128391679e-08,1.3453123988216554e-12,1.0214538054565745e-12,1.0737953664267367e-18,5.2660170819820649e-20,6.9671405152149371e-13,1.3133476970423648e-13
6.915958667085761e-08,0.001269789155220594,1.8538328281588116e-14,1.1730077511862332e-16,1.1952923910322147e-16,4.4221186249087835e-20,1.1980971815576585e-18,0.0,0.0,2.512895245742009e-08,2.5543113046258823e-10,4.0059138646219989e-20,1.4631903749076486e-23,8.4196437343605286e-21,1.5401586901634034e-49,3.6059955133852145e-37,4.2433233172097319e-26,1.5837497925083476e-23,4.8177469935273931e-20,8.2680446470500707e-38,5.6093693569809712e-42,1.0272593819981099e-22,3.9831758344419552e-30,1.9577433341875923e-29,8.1546122917735071e-28,3.0560693572409982e-22,4.8853330691344995e-23,6.8448414969042518e-21,6.3254974462869512e-10,7.4290122324767672e-30,1.4025902988968959e-25,1.0971466574771077e-18,3.3018963812251132e-27,1.8800564506506325e-30,6.6108759653768408e-21,1.2288866297420358e-26,0.35999999999999999,0.0,0.0098753170839927171,0.10879661572504064,2.0458466048221951e-12,2.4712872290839314e-13,2.7046351466868699e-11,1.4186496206268737e-14,0.0,4.3679372582693938e-11,5.2638514298347972e-22,7.2989795052522828e-23,1.0291728189041609e-07,4.5098186198405925e-13,0.0,8.1210188401879786e-22,0.0,0.0,0.0,0.0,8.5004327706991006e-07,6.7687987675172802e-06,6.016066784926158e-07,6.1044188138593284e-06,1.7164435216420793e-07,6.2909855904761384e-10,8.2780667179525273e-08,1.4767119390946548e-12,1.1212197647241241e-12,1.3570646449587136e-18,6.6560528483968321e-20,8.3906854030667001e-13,1.4966866434330787e-13
7.23244490888564e-08,0.00126978838352564,1.9430842447111441e-14,1.2901526218617202e-16,1.3180917793868224e-16,5.3018644496276767e-20,1.4443748512447239e-18,0.0,0.0,2.742857603123527e-08,3.0469632530082507e-10,4.8399892129894099e-20,1.7545154807499285e-23,9.6982226510396398e-21,2.0516347659134844e-49,4.5777092308520829e-37,5.1371562936932734e-26,1.9059562123566618e-23,5.7737723521463865e-20,1.1118266104555212e-37,7.3966425978281081e-42,1.2308874608018716e-22,4.3124025173928239e-30,2.3707083302115612e-29,1.1154782315259306e-27,3.6581304876871177e-22,6.1195816070197699e-23,7.8331915223227687e-21,6.9146434024070419e-10,1.0210149977110165e-29,1.8246262148935366e-25,1.2489063109090592e-18,3.9738419626604865e-27,2.2795405381601359e-30,7.9089652070254281e-21,1.5520248202998589e-26,0.35999999999999999,0.0,0.0098746483199364,0.10879632240274512,2.1427347833158034e-12,2.7458426820950968e-13,2.8251010756059075e-11,1.7097076984325183e-14,0.0,4.7779105243566533e-11,6.2886363291966916e-22,9.4550719023617986e-23,1.1645263669097808e-07,5.3877703541092109e-13,0.0,9.5923719835071842e-22,0.0,0.0,0.0,0.0,8.8706657307505763e-07,7.0686730943570191e-06,6.2890433142698948e-07,6.3760601082152111e-06,1.7925405819454891e-07,6.8760563984805166e-10,9.4498641479006197e-08,1.6140744272396191e-12,1.2255130222632217e-12,1.6968663581041427e-18,8.3236615856188905e-20,1.0020171891176325e-12,1.6959407129813759e-13
7.548931150685518e-08,0.0012697876120242831,2.0320241820436946e-14,1.4127909055348213e-16,1.4474732061672285e-16,6.3051724202487328e-20,1.7270067366827637e-18,0.0,0.0,2.9822591384545745e-08,3.6067373543633467e-10,5.7976264557301219e-20,2.0872121636570839e-23,1.1098160541950019e-20,2.6976199943255631e-49,5.7492640276639891e-37,6.1646129907812484e-26,2.2755083629470956e-23,6.8646789284175976e-20,1.4748492815896421e-37,9.633409477826661e-42,1.463192973730234e-22,4.7493520789887422e-30,2.8454865159230107e-29,1.505016262718844e-27,4.3440865222279108e-22,7.5900615539939498e-23,8.9105474460414083e-21,7.529400170935763e-10,1.3840524711714312e-29,2.3463508396081508e-25,1.4134538132570882e-18,4.7425187802762689e-27,2.7392810879159207e-30,9.3869689629603724e-21,1.9404349936437382e-26,0.35999999999999999,0.0,0.0098739799076130938,0.10879602904976701,2.2395954004108148e-12,3.0405900376416636e-13,2.9450964444674222e-11,2.0444377151747985e-14,0.0,5.205167147975278e-11,7.454308788026848e-22,1.2120740662273948e-22,1.3109597543115762e-07,6.3864166175291035e-13,0.0,1.1252833932769562e-21,0.0,0.0,0.0,0.0,9.2394358655230591e-07,7.3673221273414543e-06,6.5618171612623779e-07,6.6466267545615975e-06,1.8683265632406751e-07,7.4864048155535978e-10,1.0725175443188206e-07,1.7573724039255445e-12,1.3343127251835157e-12,2.1011644331633731e-18,1.0307967784371213e-19,1.1874075330293641e-12,1.9117047499940009e-13
7.865417392485397e-08,0.0012697868407178278,2.1206396372708809e-14,1.5409023552967283e-16,1.5835642881749484e-16,7.4426880102716988e-20,2.0494724756652324e-18,0.0,0.0,3.2309988622236378e-08,4.2392332267958767e-10,6.8902903155724145e-20,2.4649876773324943e-23,1.2624441302397152e-20,3.5045826774886033e-49,7.1498126856354547e-37,7.3381511432524538e-26,2.6969253939536052e-23,8.1023609009394879e-20,1.9321630341965176e-37,1.2405150818962346e-41,1.7266955454024854e-22,5.2017399447610578e-30,3.3878572315986789e-29,2.0050967907247553e-27,5.1211429136460727e-22,9.3287143110118183e-23,1.008033681592063e-20,8.1696656570072716e-10,1.8526097216605552e-29,2.9853760081881548e-25,1.5912067938372068e-18,5.6165211882410488e-27,3.2649171928037593e-30,1.1060175259548879e-20,2.4037540143713432e-26,0.35999999999999999,0.0,0.0098733118557606317,0.10879573566705833,2.3364121524792079e-12,3.3562268675919759e-13,3.0646039919071441e-11,2.4272001642434002e-14,0.0,5.6495250356168866e-11,8.7727297003461191e-22,1.5387656904609059e-22,1.4688600150348e-07,7.5159176218356246e-13,0.0,1.311753958249041e-21,0.0,0.0,0.0,0.0,9.6066903326287644e-07,7.6647042070786209e-06,6.8343884724571471e-07,6.9160799939848625e-06,1.9437908930891652e-07,8.1219096474899051e-10,1.210793210256819e-07,1.9065773764405119e-12,1.4475972360899307e-12,2.5786103296677071e-18,1.2651475412192631e-19,1.3971560317346911e-12,2.1445637464798328e-13
