Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253)
6.136752793980212e-06,0.0012684977209567007,9.2932448141978065e-14,7.0004286787872017e-14,4.0025508834250509e-12,4.3131693700631309e-15,3.4156197833930074e-11,0.0,0.0,1.1977233255854878e-06,1.7976541894852807e-05,4.3654459991102022e-14,2.4463986641733363e-17,4.5951580904366158e-17,1.175312145512251e-41,4.403849940557801e-30,2.4678229088064979e-20,1.2908545398012914e-16,4.3605795420765636e-14,3.6463787254406053e-27,2.1382969545026443e-31,8.443038667277032e-17,3.3419308454889493e-27,1.1455032146661671e-23,1.5371958348038548e-18,4.245757351571208e-17,1.0651567923787303e-15,3.2156418419303819e-17,5.2432103439948823e-07,5.0603339157243325e-19,1.1308655035865536e-17,6.1276318571748992e-15,5.2200041492274842e-22,9.8789983335062107e-25,7.090431435218569e-16,4.9625695506534413e-17,0.35999999999999999,0.0,0.0088497294948068871,0.10829009667650756,1.2457728756692212e-11,9.0389536009520483e-10,1.2642697155814447e-10,1.6919368458013663e-08,0.0,2.1133437517572592e-09,3.8402198027953288e-17,4.3748650371243284e-15,0.00048452451042886157,3.2894118823228146e-08,0.0,6.1539332877999784e-16,0.0,0.0,0.0,0.0,3.8960486526771735e-06,2.9565570528155185e-05,2.8047024790155942e-05,2.8374804084821506e-05,7.4752267867621746e-07,2.1171472660172596e-07,0.00046455390227525097,4.953602729042668e-10,3.7609268305469842e-10,2.0550403313559487e-11,1.0069362438942913e-12,2.9481553821528386e-07,7.2886326775509891e-10
6.269646632856948e-06,0.0012684724826991943,9.2765414816486357e-14,7.0845654502068613e-14,4.089152762334243e-12,4.427978938335016e-15,3.5854774949704887e-11,0.0,0.0,1.1975955096757147e-06,1.8381040633847458e-05,4.5622394679270269e-14,2.5690703871324075e-17,4.692660246897041e-17,1.0418347165250902e-41,5.6906513767931771e-30,2.5515761042860938e-20,1.3663136862064655e-16,4.5570155432396825e-14,3.9038952571735286e-27,2.3094865587939834e-31,8.8206220192301755e-17,3.4142015685015805e-27,1.1844034419864678e-23,1.6146158398928091e-18,4.3495136665174313e-17,1.1162679820732322e-15,3.2836673930450646e-17,5.3561799176489928e-07,5.4885210682779065e-19,1.1861224329212524e-17,6.2524210641068696e-15,5.3482858446178842e-22,1.0312297972813481e-24,7.2533058426066476e-16,5.3097930966174551e-17,0.35999999999999999,0.0,0.0088300241700767518,0.1082801666581896,1.2414110969437362e-11,9.2287253822425073e-10,1.2616631870495084e-10,1.7484659525332247e-08,0.0,2.1090690770098472e-09,3.9237638513239063e-17,4.5449810607043555e-15,0.00049452878854410734,3.3609730263658713e-08,0.0,6.4288865238850193e-16,0.0,0.0,0.0,0.0,3.8880032142890558e-06,2.9493841054542895e-05,2.8291439135396771e-05,2.8314425508961423e-05,7.4565555591237407e-07,2.1298561933105075e-07,0.00047414051212643155,4.9829808355584861e-10,3.7832318880746326e-10,2.151135165423041e-11,1.0539457857021712e-12,3.0427114563991649e-07,7.4391499264777522e-10
6.5354343106104205e-06,0.0012684223447388605,9.2433537495099382e-14,7.2471423846127305e-14,4.2604320855854124e-12,4.6591243563381075e-15,3.9370125204574706e-11,0.0,0.0,1.1973425425984679e-06,1.9187051156661228e-05,4.9682451389751154e-14,2.824044116519138e-17,4.8868220655321249e-17,3.0553111546917431e-42,1.497650146014823e-30,2.7204848924159779e-20,1.5245570610785644e-16,4.9622676175479324e-14,4.4522449471700557e-27,-2.1233355914729237e-32,9.5993582621209357e-17,3.5585711928143661e-27,1.2628593751901798e-23,1.7753030154474297e-18,4.5568601162318603e-17,1.221953131343573e-15,3.4191193464463434e-17,5.5814219786163291e-07,6.4213370924741157e-19,1.3008196768439606e-17,6.4999228379908703e-15,5.6047333169728472e-22,1.1209378531412517e-24,7.5776985678666869e-16,6.0493214721546545e-17,0.35999999999999999,0.0,0.0087908987015930164,0.10826043730417803,1.232764356254405e-11,9.6059623641627822e-10,1.2564820802074683e-10,1.8623947116908716e-08,0.0,2.1005584214022337e-09,4.0897483036858457e-17,4.8901525818768921e-15,0.00051440571163387174,3.5031499679313794e-08,0.0,6.9955274989322757e-16,0.0,0.0,0.0,0.0,3.8720111324616081e-06,2.935155984010395e-05,2.8753219948656396e-05,2.8194431984048445e-05,7.4195255401548376e-07,2.1535396618373626e-07,0.0004931852399552134,5.0376717444098394e-10,3.8247555059640579e-10,2.3495075599015458e-11,1.1509744813232019e-12,3.2327810031063558e-07,7.7382039314960434e-10
6.774643220588546e-06,0.0012683776021672971,9.2137256164323666e-14,7.3872682258503094e-14,4.4124322061795611e-12,4.8688773821331044e-15,4.2667889005766175e-11,0.0,0.0,1.1971177753446384e-06,1.9909085505555241e-05,5.3477395882186986e-14,3.0645235188504357e-17,5.0606142320186462e-17,1.4458280834227451e-42,6.2569234691680153e-31,2.8739642830127686e-20,1.6753812659400843e-16,5.3410395652828394e-14,4.9846316091304421e-27,2.6439868281447894e-32,1.0326958248992273e-16,3.6873410715681826e-27,1.3341532882299285e-23,1.9266015228176895e-18,4.7432919154566341e-17,1.320998933487699e-15,3.5403486618986521e-17,5.7833504054759853e-07,7.3526391201024673e-19,1.4088389825956809e-17,6.7203341921746601e-15,5.8354145899038509e-22,1.2051798221968206e-24,7.8681137505997296e-16,6.7676018562230137e-17,0.35999999999999999,0.0,0.008756006174627089,0.108242828189896,1.2250699422083688e-11,9.942871931840659e-10,1.2518559582605105e-10,1.9658414558965852e-08,0.0,2.0929469151321747e-09,4.2378890940397314e-17,5.2060820735212605e-15,0.00053214656770299935,3.6300426027380437e-08,0.0,7.524443823645128e-16,0.0,0.0,0.0,0.0,3.8577322691170553e-06,2.9224805327888682e-05,2.9139410052994279e-05,2.8087317762791392e-05,7.3865432753935632e-07,2.1730316391578969e-07,0.0005101806506198096,5.0826211096148078e-10,3.8588829908999196e-10,2.5350415633057697e-11,1.241706091064257e-12,3.4047937430472624e-07,8.0051201578488681e-10
7.013852130566671e-06,0.0012683332163762667,9.1843172874847387e-14,7.5218420136294377e-14,4.5624400866343144e-12,5.0802423473275028e-15,4.6091682709371224e-11,0.0,0.0,1.1968956214694547e-06,2.0627954550880031e-05,5.7405072429187912e-14,3.3154492280258048e-17,5.2335106559771494e-17,6.0432341611024401e-41,3.3274901052863488e-29,3.028688103750447e-20,1.834221360204194e-16,5.7330426255999783e-14,5.5547962190282922e-27,-1.848768717218883e-29,1.1079743861315277e-16,3.8088051810503571e-27,1.4060297832949301e-23,2.0842444435767737e-18,4.9295630863470789e-17,1.4237468961434895e-15,3.6609421933941725e-17,5.9845368120320508e-07,8.3760432791622737e-19,1.5214221736948167e-17,6.9385581449579711e-15,6.0659919926972585e-22,1.2927742631758529e-24,8.1570802074969954e-16,7.5372276036719783e-17,0.35999999999999999,0.0,0.0087214121090230922,0.10822535681224882,1.2174583328249507e-11,1.0277343326736946e-09,1.2472650541912948e-10,2.0700683568817474e-08,0.0,2.0853842802376425e-09,4.3848644719273682e-17,5.5266354449007647e-15,0.00054974868706280484,3.7559369827430912e-08,0.0,8.0711521885599141e-16,0.0,0.0,0.0,0.0,3.8435622857388391e-06,2.9099238594663585e-05,2.9499234625411554e-05,2.7981042769541335e-05,7.3538765718251834e-07,2.1909525732179853e-07,0.00052704061923543918,5.1238897400871504e-10,3.8902159535081452e-10,2.7271519696848224e-11,1.3356367203611542e-12,3.5775639668756555e-07,8.269949015832737e-10
7.253061040544796e-06,0.0012682891829035622,9.1551218732412234e-14,7.6511505007935418e-14,4.7104985587440626e-12,5.2932005230811061e-15,4.9640679084299095e-11,0.0,0.0,1.1966759610785401e-06,2.1343688376865366e-05,6.14647678142047e-14,3.5768381102689238e-17,5.4055184346310517e-17,-8.7010215633480742e-41,-3.9424995016417621e-29,3.184532836261063e-20,2.0011213326941218e-16,6.1382053761937198e-14,6.1636223683334878e-27,-5.1084314231389098e-30,1.1857577091704954e-16,3.9368756713294149e-27,1.478431549968582e-23,2.2482473132602657e-18,5.1156825919612425e-17,1.5301776589724382e-15,3.780905546697745e-17,6.1849868774910174e-07,9.4965834294182828e-19,1.6385918147636655e-17,7.1546229315318801e-15,6.2964756165120887e-22,1.3837514107271879e-24,8.4446062936476897e-16,8.3595250222744735e-17,0.35999999999999999,0.0,0.0086871117580025747,0.10820802145770236,1.2099290347462466e-11,1.0609403939448851e-09,1.2427094629745791e-10,2.1750029022026657e-08,0.0,2.0778728083866329e-09,4.5306881122234964e-17,5.8514726507433317e-15,0.00056721379618318688,3.8808448214047161e-08,0.0,8.6355092930225039e-16,0.0,0.0,0.0,0.0,3.8295014689796514e-06,2.8974824107450153e-05,2.983406440890887e-05,2.7875608363396328e-05,7.3215161544494925e-07,2.2074390851750118e-07,0.00054376682949024125,5.1617985626410025e-10,3.9189980501543051e-10,2.9257872513771769e-11,1.4327401743749218e-12,3.7509674192949388e-07,8.5327164818403508e-10
7.492269950522921e-06,0.001268245497370665,9.1261333846206928e-14,7.7754645642789715e-14,4.8566491915243692e-12,5.5077333340260174e-15,5.3314060938179228e-11,0.0,0.0,1.1964586848228793e-06,2.2056316246461256e-05,6.5655774637908002e-14,3.8487028601133482e-17,5.5766445378561496e-17,-1.718532709239398e-40,-9.057543722039896e-29,3.3413853527500645e-20,2.1761187291982929e-16,6.5564570223682315e-14,6.811961494321297e-27,6.6133998749811543e-30,1.2660321204266025e-16,4.074349835838466e-27,1.5513060915072574e-23,2.4186258064133667e-18,5.3016588366977019e-17,1.6402719855462522e-15,3.9002441888695146e-17,6.3847062859564762e-07,1.0719341895750019e-18,1.7603696497582259e-17,7.368556395784279e-15,6.5268748855677049e-22,1.4781407133587404e-24,8.7307004237037398e-16,9.235784951931778e-17,0.35999999999999999,0.0,0.008653100507732811,0.10819082044673492,1.2024813594541583e-11,1.0939080987793771e-09,1.2381891462329127e-10,2.2805790229806026e-08,0.0,2.0704141054730692e-09,4.6753735753413349e-17,6.1802721997031344e-15,0.00058454358709956013,4.0047777341364847e-08,0.0,9.2173736609314363e-16,0.0,0.0,0.0,0.0,3.8155496945857845e-06,2.8851530550491695e-05,3.0145201089578281e-05,2.7771012908223392e-05,7.289453823466475e-07,2.2226154917097414e-07,0.00056036093470066277,5.1966395536417876e-10,3.9454509572737338e-10,3.130896484765183e-11,1.5329905810792935e-12,3.9248915609561742e-07,8.7934480141220076e-10
7.731478860501046e-06,0.001268202155487227,9.0973465512510905e-14,7.8950401423151708e-14,5.0009323281157566e-12,5.7238223697372497e-15,5.7111020953299423e-11,0.0,0.0,1.1962436929648537e-06,2.2765866684667802e-05,6.9977391214166299e-14,4.1310523688576379e-17,5.746895799004179e-17,-2.3700875647998085e-41,1.1560382817807656e-30,3.4991420859792324e-20,2.3592451776824068e-16,6.9877273824343648e-14,7.5006340688351732e-27,-1.4433017070349315e-29,1.3487840701135816e-16,4.1966150262421836e-27,1.6246053448626893e-23,2.5953957215377528e-18,5.4874996821392093e-17,1.7540107637438439e-15,4.0189634424461262e-17,6.5837007073458496e-07,1.2049445821818205e-18,1.8867766225552813e-17,7.5803859716450125e-15,6.7571985758136851e-22,1.5759708528669008e-24,9.0153710551805736e-16,1.016726384892554e-16,0.35999999999999999,0.0,0.0086193738719405923,0.10817375213250234,1.1951144765215596e-11,1.1266401455010672e-09,1.2337039653459523e-10,2.3867365053204692e-08,0.0,2.0630092518228787e-09,4.8189342803283129e-17,6.5127301187163218e-15,0.00060173971882749807,4.1277472152622047e-08,0.0,9.8166056042498911e-16,0.0,0.0,0.0,0.0,3.801706529447816e-06,2.8729329977660897e-05,3.043388075769077e-05,2.766725252105491e-05,7.2576822390341488e-07,2.2365949434594824e-07,0.00057682455834260184,5.2286784223532457e-10,3.9697764086345697e-10,3.3424293447129962e-11,1.6363623878387144e-12,4.0992344650791586e-07,9.0521685740779161e-10
7.970687770479171e-06,0.001268159153042651,9.0687566789683062e-14,8.0101191102063456e-14,5.1433871296550218e-12,5.9414493932977325e-15,6.1030761511160746e-11,0.0,0.0,1.1960308945969453e-06,2.3472367546571962e-05,7.4428921479009471e-14,4.4238920639637544e-17,5.9162789189143853e-17,-6.6332034309933509e-41,-1.9857742895330343e-29,3.6577083102121149e-20,2.5505268723756987e-16,7.4319468747482109e-14,8.2304307180417187e-27,-4.2545861960031783e-30,1.4340001292787549e-16,4.3215755016253577e-27,1.698285345898014e-23,2.7785729667511457e-18,5.6732124735825828e-17,1.8713750060343285e-15,4.1370684914741523e-17,6.7819757829817098e-07,1.349206379059123e-18,2.0178328967278709e-17,7.7901386696058719e-15,6.9874548467240609e-22,1.6772697644480066e-24,9.2986266841985796e-16,1.1155184826566538e-16,0.35999999999999999,0.0,0.0085859274868014812,0.10815681489963178,1.1878274541614191e-11,1.1591392044102993e-09,1.2292537070256398e-10,2.4934204572419627e-08,0.0,2.0556589263902044e-09,4.961383485345853e-17,6.848558980327892e-15,0.00061880381862712964,4.2497646212956577e-08,0.0,1.043306718794782e-15,0.0,0.0,0.0,0.0,3.7879713104318457e-06,2.8608197151785983e-05,3.0701277193494696e-05,2.7564321649522208e-05,7.2261947536242634e-07,2.2494804565226038e-07,0.00059315929463460198,5.2581570407324188e-10,3.992158040099386e-10,3.5603360979910051e-11,1.7428303575106921e-12,4.2739038205715601e-07,9.3089026452881385e-10
8.209896680457296e-06,0.0012681164859063346,9.0403595368114837e-14,8.1209301003194705e-14,5.2840516205679683e-12,6.1605963476031217e-15,6.5072494512701698e-11,0.0,0.0,1.1958202067037295e-06,2.4175846073208819e-05,7.9009674908139102e-14,4.7272242220839997e-17,6.0848005191713101e-17,-8.2892756589835874e-41,-7.8216793430742662e-29,3.8169974413326055e-20,2.7499850209142774e-16,7.8890465059481416e-14,9.0021132980542821e-27,1.4152090137949639e-29,1.5216669871094314e-16,4.4555338556680903e-27,1.7723059028380011e-23,2.9681735461612655e-18,5.8588040738192938e-17,1.9923458496821854e-15,4.2545644282024636e-17,6.9795371149374296e-07,1.5052402687270233e-18,2.1535578745660956e-17,7.9978410691984507e-15,7.2176512815726599e-22,1.7820646531627079e-24,9.5804758471812097e-16,1.2200738657357187e-16,0.35999999999999999,0.0,0.0085527571060820175,0.10814000716312451,1.18061928899288e-11,1.1914079145214634e-09,1.2248381028080167e-10,2.6005808250597996e-08,0.0,2.048363501301364e-09,5.1027342741572448e-17,7.1874869863097861e-15,0.00063573748314198198,4.3708411593665367e-08,0.0,1.1066622196229664e-15,0.0,0.0,0.0,0.0,3.774343204462713e-06,2.8488109035125362e-05,3.0948504989857537e-05,2.746221351074383e-05,7.1949852829868289e-07,2.2613658486517892e-07,0.00060936670915871826,5.2852956484339823e-10,4.0127630637199497e-10,3.7845675959249634e-11,1.8523695641734775e-12,4.4488160296642006e-07,9.5636742506519991e-10
8.449105590435421e-06,0.0012680741500236796,9.0121512748727504e-14,8.2276892686599322e-14,5.4229627337148083e-12,6.381245359725882e-15,6.9235441197028602e-11,0.0,0.0,1.1956115531328299e-06,2.4876328937147733e-05,8.371896644574875e-14,5.0410482572057595e-17,6.2524671343759435e-17,-7.3212385121268419e-44,2.2334418913974304e-29,3.9769303731432459e-20,2.9576362559470714e-16,8.3589578605508982e-14,9.8164159290316041e-27,-1.6416897944868838e-29,1.6117714485412385e-16,4.5751892787760784e-27,1.8466302917431979e-23,3.1642135471781824e-18,6.0442809010954856e-17,2.1169045569755954e-15,4.3714562445898031e-17,7.1763902584908967e-07,1.6735704794827664e-18,2.2939702153968667e-17,8.203519316884564e-15,7.4477949335118916e-22,1.8903820119706886e-24,9.8609271260927984e-16,1.3305084736651461e-16,0.35999999999999999,0.0,0.0085198585965264185,0.10812332736735372,1.1734889290103632e-11,1.22344888137112e-09,1.2204568434251817e-10,2.7081719563554605e-08,0.0,2.0411231118772662e-09,5.2429995475334742e-17,7.5292571067549435e-15,0.00065254227942916588,4.4909878798590912e-08,0.0,1.1717136099976817e-15,0.0,0.0,0.0,0.0,3.7608212528116152e-06,2.8369044404488342e-05,3.1176622515147592e-05,2.7360920416249967e-05,7.1640482082219323e-07,2.2723365852190124e-07,0.00062544833950695393,5.3102948461162046e-10,4.0317437811041796e-10,4.0150752664458941e-11,1.9649553885899861e-12,4.6238953945959311e-07,9.8165069678920357e-10
8.688314500413546e-06,0.001268032141414251,8.984128360920816e-14,8.3306010134645101e-14,5.5601563520833226e-12,6.6033787439627827e-15,7.3518831963866883e-11,0.0,0.0,1.1954048637187727e-06,2.5573842280748309e-05,8.855611643661464e-14,5.3653609856924437e-17,6.419285182581756e-17,-5.4568131611169281e-41,2.2068415285495698e-29,4.1374349143502372e-20,3.1734930147682788e-16,8.8416130911188903e-14,1.067404599677271e-26,-9.9130976349886315e-30,1.704300431995552e-16,4.6984967231586958e-27,1.9212249965530656e-23,3.3667091288975098e-18,6.2296489634630653e-17,2.245032515493089e-15,4.4877488125632448e-17,7.372540716646053e-07,1.8547245099172244e-18,2.4390878532891593e-17,8.4071991273744453e-15,7.6778923674548119e-22,2.002247641640175e-24,1.013998914662938e-15,1.4469352011585475e-16,0.35999999999999999,0.0,0.0084872279334656884,0.10810677398513548,1.1664352909095735e-11,1.2552646755371987e-09,1.2161095898007024e-10,2.8161522037519365e-08,0.0,2.0339377104550577e-09,5.3821920178674448e-17,7.873626269469902e-15,0.00066921974590825712,4.610215671798914e-08,0.0,1.2384476025253659e-15,0.0,0.0,0.0,0.0,3.7474044049881243e-06,2.8250983550062533e-05,3.1386634727790944e-05,2.7260434020348808e-05,7.1333782991910287e-07,2.2824705455672871e-07,0.00064140569593583061,5.3333373996848863e-10,4.0492389532441756e-10,4.2518111058194793e-11,2.0805635135393874e-12,4.7990733822318852e-07,1.0067423943833759e-09
8.927523410391671e-06,0.0012679904561693626,8.9562875242257637e-14,8.4298586497713872e-14,5.69566734806556e-12,6.8269790038405485e-15,7.7921906199797208e-11,0.0,0.0,1.195200073647058e-06,2.6268411748917242e-05,9.3520450564413364e-14,5.7001568702603687e-17,6.5852610324044053e-17,2.3618396572876873e-41,-7.7627464027342548e-29,4.2984452436296265e-20,3.397563889557209e-16,9.3369449093909084e-14,1.1575685097005417e-26,2.2645444319010411e-29,1.7992409673303398e-16,4.833989097144881e-27,1.9960594518859087e-23,3.5756765115612628e-18,6.414913891133936e-17,2.376711238398547e-15,4.6034469453911533e-17,7.5679939360996179e-07,2.0492328787221121e-18,2.5889280142126512e-17,8.6089057866024412e-15,7.9079496986242593e-22,2.1176866659422124e-24,1.0417670576524621e-15,1.569463987643865e-16,0.35999999999999999,0.0,0.0084548611966342013,0.10809034551685923,1.1594572722346033e-11,1.2868578316474138e-09,1.2117959817632872e-10,2.9244835652371401e-08,0.0,2.0268071091419284e-09,5.5203242059414619e-17,8.2203645967766316e-15,0.00068577139324561419,4.7285352600839945e-08,0.0,1.3068510722783304e-15,0.0,0.0,0.0,0.0,3.7340915456075476e-06,2.813390803294286e-05,3.15794958505301e-05,2.7160745515124343e-05,7.1029706533038165e-07,2.2918387177699397e-07,0.00065724026201834671,5.3545898754872509e-10,4.0653750419973489e-10,4.4947276702230246e-11,2.1991699190717151e-12,4.9742879583619024e-07,1.0316447907713221e-09
9.166732320369796e-06,0.0012679490904500977,8.9286257135790328e-14,8.5256450431754721e-14,5.829529621043406e-12,7.0520288332873086e-15,8.2443912107990676e-11,0.0,0.0,1.1949971229477777e-06,2.6960062517474663e-05,9.8611299798476068e-14,6.0454282450266086e-17,6.7504010103102474e-17,1.6754543463567227e-41,2.2043919528685921e-29,4.4599013712428491e-20,3.6298539506280674e-16,9.8448865784176986e-14,1.2521989952697945e-26,-1.4794403317023171e-29,1.8965801940161079e-16,4.9517687880794706e-27,2.0711057968125069e-23,3.7911319669783938e-18,6.6000809687021324e-17,2.5119223647226337e-15,4.7185553954602066e-17,7.7627553043341908e-07,2.2576288922784699e-18,2.7435072326913824e-17,8.8086641560816725e-15,8.1379726316704606e-22,2.2367235473117633e-24,1.0693980127743762e-15,1.6982019036398955e-16,0.35999999999999999,0.0,0.0084227545661813355,0.10807404048966919,1.1525537623208023e-11,1.3182308477673615e-09,1.2075156448365459e-10,3.0331313573912103e-08,0.0,2.0197310138005683e-09,5.6574084393554876e-17,8.5692546863799032e-15,0.00070219870518318215,4.8459572041385124e-08,0.0,1.3769110538329285e-15,0.0,0.0,0.0,0.0,3.7208815152991735e-06,2.8017800489079475e-05,3.1756111911910598e-05,2.706184578410882e-05,7.0728206454395295e-07,2.3005058289494533e-07,0.0006729534952888013,5.3742041252861892e-10,4.0802673375153162e-10,4.7437780672456658e-11,2.3207508777544673e-12,5.1494829845396711e-07,1.0563601183649363e-09
9.405941230347921e-06,0.001267908040485279,8.9011400676986877e-14,8.6181332049955385e-14,5.9617761337730168e-12,7.2785111171698588e-15,8.7084106541075321e-11,0.0,0.0,1.1947959560061913e-06,2.7648819317713775e-05,1.0382800033986376e-13,6.4011655223402476e-17,6.9147113190029183e-17,-1.7253763443811561e-40,4.8188433241419886e-29,4.6217487009381563e-20,3.8703650444930257e-16,1.036537190475209e-13,1.3513593299921541e-26,-1.6342419321780564e-29,1.9963053593343947e-16,5.068941321060638e-27,2.1463386747836218e-23,4.0130918097884494e-18,6.7851551623175507e-17,2.6506476596101909e-15,4.8330787923802697e-17,7.9568301476929424e-07,2.4804484288770878e-18,2.9028413679804441e-17,9.0064986788109201e-15,8.3679664942386805e-22,2.3593821058188728e-24,1.0968926550855702e-15,1.8332532340605612e-16,0.35999999999999999,0.0,0.0083909043188693088,0.10805785745669372,1.1457236508163492e-11,1.3493861851178314e-09,1.203268195411652e-10,3.1420639187850952e-08,0.0,2.0127090502445504e-09,5.7934568524040694e-17,8.9200909339694132e-15,0.00071850313931640217,4.9624918978075108e-08,0.0,1.4486147383944523e-15,0.0,0.0,0.0,0.0,3.7077731266496091e-06,2.7902644473788726e-05,3.1917343160755833e-05,2.6963725519627797e-05,7.0429238881772772e-07,2.3085309166342248e-07,0.00068854682787890752,5.3923186307208275e-10,4.0940209789932365e-10,4.9989159473440998e-11,2.4452829499267726e-12,5.3246076720955687e-07,1.0808905702350242e-09
9.645150140326046e-06,0.0012678673025696052,8.8738278843749989e-14,8.7074868513118232e-14,6.0924389470033355e-12,7.5064089312569385e-15,9.1841754837921534e-11,0.0,0.0,1.1945965210893386e-06,2.8334706457752557e-05,1.091698935691453e-13,6.7673573829856274e-17,7.0781981170659083e-17,1.410114645528515e-40,-9.1680492085173602e-29,4.7839376140372146e-20,4.1190960685647369e-16,1.0898335231162883e-13,1.4551104720195008e-26,3.2489468032376751e-29,2.098403816699578e-16,5.2073478499065635e-27,2.2217350338558571e-23,4.2415723895028442e-18,6.9701411453273391e-17,2.7928690145269763e-15,4.9470217230540815e-17,8.1502237302503287e-07,2.7182297384315725e-18,3.0669456197952985e-17,9.2024333863309986e-15,8.5979362671803575e-22,2.4856855335857635e-24,1.1242518629370768e-15,1.9747195585907687e-16,0.35999999999999999,0.0,0.0083593068244477483,0.10804179499631736,1.1389658318833001e-11,1.3803262680572371e-09,1.1990532447127575e-10,3.2512523408744667e-08,0.0,2.0057407840631073e-09,5.9284813871134246e-17,9.2726788950234899e-15,0.00073468612782687909,5.0781495702450722e-08,0.0,1.5219494710043703e-15,0.0,0.0,0.0,0.0,3.694765176446552e-06,2.7788424339445142e-05,3.2064006359630511e-05,2.6866375310110023e-05,7.0132762011960411e-07,2.3159678463969883e-07,0.00070402166714299351,5.4090597204740745e-10,4.1067318787755529e-10,5.2600954953019082e-11,2.5727429789441005e-12,5.4996160881383115e-07,1.1052383012137667e-09
9.884359050304171e-06,0.0012678268730618478,8.846686597613361e-14,8.7938609284146631e-14,6.2215492520553708e-12,7.7357055416540382e-15,9.6716130664922562e-11,0.0,0.0,1.1943987699409266e-06,2.9017747841323471e-05,1.146363260066698e-13,7.1439909512859298e-17,7.2408675849571265e-17,1.138859729008643e-40,1.6181286642704317e-29,4.9464230223958445e-20,4.3760432242941644e-16,1.1443711430756795e-13,1.5635111447245629e-26,-1.2750454064932647e-29,2.2028630242899564e-16,5.3250316997115601e-27,2.2972739230225215e-23,4.4765900833455967e-18,7.1550433276351021e-17,2.9385684474535119e-15,5.0603887674284644e-17,8.3429412532604519e-07,2.9715132565492873e-18,3.2358345436229665e-17,9.3964919062823228e-15,8.8278866199788353e-22,2.6156564087354373e-24,1.1514765185939053e-15,2.1226998292563685e-16,0.35999999999999999,0.0,0.0083279585421952365,0.10802585171148978,1.132279208840257e-11,1.4110534842531011e-09,1.1948704017085787e-10,3.3606702237575313e-08,0.0,1.998825735800346e-09,6.0624937950799443e-17,9.6268346834155557e-15,0.0007507490781761976,5.1929402874892215e-08,0.0,1.5969027478251052e-15,0.0,0.0,0.0,0.0,3.6818564546217951e-06,2.7675125137891079e-05,3.219687696338034e-05,2.6769785706035746e-05,6.9838735861711183e-07,2.3228657808485907e-07,0.00071937939626934961,5.4245426752808036e-10,4.1184875613049928e-10,5.5272714217427981e-11,2.7031080864765783e-12,5.6744667084897854e-07,1.1294054289387757e-09
9.999999999999997e-06,0.0012677867483831488,8.8336262134972469e-14,8.8345922771728524e-14,6.2834175083535258e-12,7.8470512262577434e-15,9.9114195252791752e-11,0.0,0.0,1.1943037611946093e-06,2.9346937666752579e-05,1.1732343082747089e-13,7.329807086402518e-17,7.3192157457015271e-17,-1.5253161085094986e-40,1.325384086195033e-28,5.0250674926459706e-20,4.5032036599071712e-16,1.1711794735712817e-13,1.6175994108692032e-26,-5.3475584244164957e-29,2.254204613986167e-16,5.3732538032263549e-27,2.333837142729355e-23,4.592553737282756e-18,7.2444019311076718e-17,3.0102458606626521e-15,5.1149887179280006e-17,8.4358659497790306e-07,3.099677842161886e-18,3.3192004355212897e-17,9.4896399375721505e-15,8.9390460463966329e-22,2.6798099068474014e-24,1.1645897716675824e-15,2.1966024494287107e-16,0.35999999999999999,0.0,0.0083128921486047992,0.10801818656094567,1.1290718959011178e-11,1.4258323384099483e-09,1.1928596833077366e-10,3.4136412342815186e-08,0.0,1.9955017196903733e-09,6.1269200410516661e-17,9.7985546804891551e-15,0.00075847177246223115,5.2481257370846269e-08,0.0,1.6337141540501532e-15,0.0,0.0,0.0,0.0,3.6756512019155627e-06,2.7620678758964778e-05,3.225638509628602e-05,2.672336124442461e-05,6.9697461874734204e-07,2.3260206638033969e-07,0.0007267622077289967,5.4316080795519361e-10,4.1238520970306948e-10,5.6585692886276958e-11,2.7671655402823602e-12,5.7589270199017607e-07,1.1410244229512891e-09
