Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162)
1.0995866359733145e-07,0.0007612803669512623,2.2279985124083888e-16,1.7184075680592512e-18,1.8169327614319309e-18,6.322248899162319e-22,7.7747961717872488e-22,0.0,0.0,1.1983474055590916e-08,1.3169178321135937e-10,4.6105035853893393e-24,1.249710571371554e-27,4.437671577435893e-25,1.2986391232794657e-56,1.1608844593006894e-42,9.983560546775028e-30,2.5413076939188441e-27,5.0276089007140737e-24,9.0163935611918072e-44,2.9841915614755734e-48,8.1655306734380748e-27,-4.3720617549819851e-30,-8.7911254461165293e-33,8.4588102104615601e-32,2.5645336822644491e-26,6.0474790848892149e-33,3.1865508902189958e-25,1.8066259699217333e-11,1.3373174271459909e-33,1.2659641411107149e-27,7.9737807615274556e-21,7.5268311842682045e-32,2.8683072021525434e-35,5.9494730133151047e-25,9.1150355385807389e-30,0.35999999999999999,0.0,0.0098832928796836785,0.10879960571269738,1.0930748620153565e-15,2.0422546736215661e-15,1.0593426455484844e-12,1.0623809563655453e-16,0.0,3.3681926256638586e-14,2.8433963903541691e-26,9.1293050554975512e-28,1.5858553823442176e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9491789216026241e-08,3.0242796740424204e-06,1.8529903392865014e-07,3.1632055732879076e-06,2.1896652959486061e-07,1.8066153469101455e-11
1.1240480130541803e-07,0.0007612802473576681,2.278033161585243e-16,1.7969792225876188e-18,1.9066517981822306e-18,6.9032968059484588e-22,8.4967891863774433e-22,0.0,0.0,1.2514129393958152e-08,1.4370113768430006e-10,5.157098782819093e-24,1.395671146682304e-27,4.8522143217422974e-25,7.8598108628702039e-57,1.8871148611668925e-42,1.4296102635761713e-29,2.8377697568525677e-27,5.6125743725000251e-24,1.0576767539299165e-43,3.4840759290439685e-48,9.11420222491892e-27,1.6167332865337775e-31,1.1892846019383303e-32,1.0076581555575067e-31,2.8607768994210118e-26,6.8938596249816994e-33,3.4785046091247034e-25,1.887579963208176e-11,1.5946015066982872e-33,1.4369141053808107e-27,8.4715368659429282e-21,8.4092877251427427e-32,3.2079754969812416e-35,6.632081482326667e-25,1.0206607733017523e-29,0.35999999999999999,0.0,0.0098831440062830261,0.10879952996932049,1.1318275074124869e-15,2.1337823389951668e-15,1.0827997527364379e-12,1.1850759695907844e-16,0.0,3.538710395225382e-14,2.9856588686535763e-26,9.7185444633568767e-28,1.6670227352694622e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0163205456280095e-07,3.0909010684814535e-06,1.8939755597303557e-07,3.2335804139340629e-06,2.2379239940803826e-07,1.8875681132963007e-11
1.1485093901350461e-07,0.0007612801277730138,2.3280412843280948e-16,1.8772982195696314e-18,1.9991009534551223e-18,7.5232452816139748e-22,9.2680284721497476e-22,0.0,0.0,1.3055783072883029e-08,1.5650833891253874e-10,5.7542367793244501e-24,1.5643179210921379e-27,5.2949678033695437e-25,2.8231959637938884e-56,3.4287453849188369e-42,1.9391155209844876e-29,3.1612164385167808e-27,6.2506104847173336e-24,1.236283063126942e-43,4.0538454982846859e-48,1.0148896213596391e-26,1.2039247012508012e-30,1.0017215706710636e-32,1.1957475847928319e-31,3.1836069708514899e-26,7.8361335268420972e-33,3.7899289900396132e-25,1.9703065565670899e-11,1.894034944552985e-33,1.6263418991911049e-27,8.9878586127902077e-21,9.3721254556597046e-32,3.5788106044658784e-35,7.3753305044102093e-25,1.140245894713541e-29,0.35999999999999999,0.0,0.0098829951517356331,0.10879945421974727,1.1713154308455207e-15,2.2273144229049013e-15,1.1062559098557221e-12,1.3188123517466407e-16,0.0,3.7150808500023395e-14,3.132241193802146e-26,1.0335533435770202e-27,1.7506284985403432e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0377223148297021e-07,3.1574859209438577e-06,1.9349505318490288e-07,3.3039523061042046e-06,2.2861561778927528e-07,1.9702933693430991e-11
1.1729707672159119e-07,0.000761280008197364,2.3780224810719909e-16,1.9593638117326273e-18,2.0943423749170537e-18,8.1837579560141588e-22,1.0090711922303128e-21,0.0,0.0,1.3608394315475524e-08,1.7014724018026466e-10,6.4053095742029909e-24,1.7517678293386285e-27,5.7670812089249936e-25,2.136519231547006e-56,4.0775333910244213e-42,2.2725982517161749e-29,3.5134360756949586e-27,6.9452157047957026e-24,1.4400983137463673e-43,4.7014415579303853e-48,1.1275163805129483e-26,2.0179976804659878e-30,1.6465875722156615e-32,1.4136920961151525e-31,3.5347452849813664e-26,8.8826772145229052e-33,4.1216516214980345e-25,2.0548056783405037e-11,2.2413458493913604e-33,1.8357577405571765e-27,9.522964057122944e-21,1.0420626884073361e-31,3.9828636045102527e-35,8.1830795797716751e-25,1.2710240196570475e-29,0.35999999999999999,0.0,0.0098828463163145204,0.1087993784640307,1.2115361383277214e-15,2.3228508421612561e-15,1.1297111053719852e-12,1.464311125432521e-16,0.0,3.8974089575821545e-14,3.2832154671197914e-26,1.0981166496268438e-27,1.8367009985219343e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0591232054125605e-07,3.2240337203734673e-06,1.9759152581286386e-07,3.3743212407605898e-06,2.334361477223884e-07,2.0547910361823684e-11
1.1974321442967776e-07,0.0007612798886307987,2.4279763583218209e-16,2.0431752393656999e-18,2.1924412083163863e-18,8.8865356064475584e-22,1.096709551362363e-21,0.0,0.0,1.4171921496610043e-08,1.8465244338622373e-10,7.1138735897052793e-24,1.953539065218732e-27,6.2697972393320269e-25,2.4979446195372178e-56,3.8803727008714047e-42,2.4417746125374515e-29,3.8963064492747899e-27,7.7000610367792071e-24,1.6720341619612344e-43,5.4355405508432023e-48,1.249884067948549e-26,-1.0265280314315677e-30,-3.8393566500974981e-33,1.6654805198505786e-31,3.9159952394042971e-26,1.0042479874704452e-32,4.4745162095884565e-25,2.1410772561603937e-11,2.6429927743610061e-33,2.0667711336638208e-27,1.0077065500991745e-20,1.156033051242103e-31,4.4222834910506568e-35,9.0593656257606877e-25,1.4138094026765603e-29,0.35999999999999999,0.0,0.0098826975002921022,0.10879930270222227,1.2524870781735962e-15,2.420391512768019e-15,1.1531653330375991e-12,1.6223284663244451e-16,0.0,4.0857992132609554e-14,3.4386552984480741e-26,1.1656356819283513e-27,1.9252685614453052e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0805232075745989e-07,3.2905439563132301e-06,2.0168697410559598e-07,3.4446872103989591e-06,2.3825395223232732e-07,2.1410610338843481e-11
1.2218935213776434e-07,0.0007612797690733746,2.4779025270057595e-16,2.1287317316717005e-18,2.2934653412892949e-18,9.6333117429718825e-22,1.1899487214912238e-21,0.0,0.0,1.4746322243243188e-08,2.0005920977127218e-10,7.8836412873641695e-24,2.163792445097419e-27,6.8043521027132116e-25,9.9835835881658759e-57,3.8474906194895166e-42,2.2846557730514111e-29,4.3117871258943182e-27,8.5189754480202049e-24,1.9352667116515803e-43,6.2656355869200695e-48,1.3825982544666178e-26,-8.3248789480200115e-31,2.4966596564562775e-32,1.9555436615336476e-31,4.3292348344305368e-26,1.1325107469980058e-32,4.8493816112721483e-25,2.2291212168498752e-11,3.1061595139560598e-33,2.3210836854666261e-27,1.0650370326103023e-20,1.2797007952252015e-31,4.8993083159499128e-35,1.0008386384424493e-24,1.5694626306298184e-29,0.35999999999999999,0.0,0.0098825487039402114,0.1087992269343758,1.2941656484224769e-15,2.5199363498106217e-15,1.1766185917037051e-12,1.7936526280256884e-16,0.0,4.2803556810441112e-14,3.5986356337427014e-26,1.2362034099394403e-27,2.0163595116279738e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1019223343133562e-07,3.3570161188615363e-06,2.0578139831183473e-07,3.5150502052256158e-06,2.4306899438815393e-07,2.2291032813896389e-11
1.2463548984585092e-07,0.0007612796495251802,2.5278005976151436e-16,2.2160325065711358e-18,2.3974855590992938e-18,1.0425853098599836e-21,1.2890248723278341e-21,0.0,0.0,1.5331553422670295e-08,2.1640346949688913e-10,8.7184999677306656e-24,2.390683271674375e-27,7.3721989920035711e-25,1.6151253168244899e-56,4.2305947776318318e-42,2.4773981985639052e-29,4.7619240674710385e-27,9.4059552780292661e-24,2.2332593049647245e-43,7.201887306725203e-48,1.526318058619458e-26,5.9605483579460568e-31,1.6019185003098764e-32,2.2888203934497575e-31,4.7764204674386384e-26,1.2740754367373413e-32,5.2471203752296474e-25,2.31893748690399e-11,3.6388655096931252e-33,2.6004956692730776e-27,1.1243081081066803e-20,1.4136675740967387e-31,5.4162694876099761e-35,1.1034507949079773e-24,1.7388948992370591e-29,0.35999999999999999,0.0,0.0098823999275300788,0.10879915116054206,1.3365691964219102e-15,2.6214852680017049e-15,1.200070882472473e-12,1.9791056620402022e-16,0.0,4.4811819698836567e-14,3.7632327830211989e-26,1.30991448978555e-27,2.1100021694116141e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1233205670387748e-07,3.4234496987262348e-06,2.0987479868037487e-07,3.5854102185958365e-06,2.478812372973884e-07,2.3189176969727881e-11
1.270816275539375e-07,0.0007612795299862703,2.5776701787814609e-16,2.3050767732827727e-18,2.5045749272927396e-18,1.1265951827987053e-21,1.3941783476448869e-21,0.0,0.0,1.5927571320398581e-08,2.3372166445578011e-10,9.6224796041022426e-24,2.6424139142098429e-27,7.9746536557948972e-25,1.495573491497331e-56,5.7550377862864811e-42,2.9757135898278556e-29,5.2488315057105518e-27,1.0365129112075192e-23,2.5697434282898734e-43,8.2555883558988522e-48,1.6817188648388886e-26,8.5369689342416554e-31,5.2488656209229871e-32,2.6706773591477816e-31,5.2595701591571569e-26,1.4300119702769543e-32,5.6686225443397948e-25,2.4105259929025925e-11,4.249834717419794e-33,2.9068864567669296e-27,1.1855396689954261e-20,1.5585542603842446e-31,5.9755714427251263e-35,1.2142228432660418e-24,1.9230585043476999e-29,0.35999999999999999,0.0,0.0098822511713324741,0.10879907538077464,1.3796950306057217e-15,2.7250381821520647e-15,1.2235222027764011e-12,2.179536304773584e-16,0.0,4.688381330989466e-14,3.9325241058318975e-26,1.3868648753929735e-27,2.2062248507537681e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1447179156867546e-07,3.4898441870966735e-06,2.1396717546005671e-07,3.6557672410052964e-06,2.5269064410841156e-07,2.4105041987263072e-11
1.2952776526202407e-07,0.0007612794104567513,2.6275108787054964e-16,2.3958637324200611e-18,2.6148087762392009e-18,1.2155424771139346e-21,1.5056536063675719e-21,0.0,0.0,1.6534331655953356e-08,2.5205073394320624e-10,1.0599727611523412e-23,2.9094839068042638e-27,8.6128145495922118e-25,7.102671397450378e-56,6.5760364176181824e-42,2.8055248861599504e-29,5.7746920186029507e-27,1.1400755791126743e-23,2.9487115670170662e-43,9.4381150043501401e-48,1.849463583197479e-26,-6.1509383943162343e-30,-4.6061901326317066e-32,3.1069346947483678e-31,5.7807634975063882e-26,1.6014411958745388e-32,6.1147915465641228e-25,2.5038866614995906e-11,4.9485390502639786e-33,3.2422154458444033e-27,1.2487512594107408e-20,1.7150008654397108e-31,6.5796910477943253e-35,1.3336177711383095e-24,2.122947913620741e-29,0.35999999999999999,0.0,0.0098821024356176915,0.1087989995951236,1.4235404213039792e-15,2.8305950071568084e-15,1.246972548986441e-12,2.3958199403190539e-16,0.0,4.9020566604767239e-14,4.1065879878060283e-26,1.4671517895324638e-27,2.3050558661793135e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1661143534489134e-07,3.556199075664641e-06,2.1805852889976521e-07,3.7261212666166074e-06,2.5749717799714635e-07,2.5038627045502815e-11
1.3197390297011065e-07,0.0007612792909366273,2.6773223071798028e-16,2.488392573683814e-18,2.7282652952259091e-18,1.3096119804156421e-21,1.6237003002836228e-21,0.0,0.0,1.7151789437084548e-08,2.7142824253852727e-10,1.1654533624198405e-23,3.1863019411346978e-27,9.2881602901678177e-25,-6.3330184919110246e-57,4.2207024958985597e-42,2.5806305202153567e-29,6.3417744958899964e-27,1.2517258426697176e-23,3.3744520231336639e-43,1.0762466055533202e-47,2.0302582869553326e-26,3.2880908002441077e-30,1.1013917802810268e-31,3.6039972922043259e-31,6.3421577923568368e-26,1.7895484986547509e-32,6.5865445756600985e-25,2.5990194190745126e-11,5.7454158516654286e-33,3.6085431062553058e-27,1.3139619856816902e-20,1.8836716706570756e-31,7.2311969728850774e-35,1.462115193147429e-24,2.3396113276699379e-29,0.35999999999999999,0.0,0.009881953720655437,0.10879892380364622,1.4681025909346356e-15,2.9381556576019973e-15,1.2704219153218887e-12,2.6288655746578858e-16,0.0,5.1223104062320666e-14,4.2855041066126458e-26,1.5508740527052747e-27,2.4065235191535027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.187509926625292e-07,3.6225138567306086e-06,2.2214885924844146e-07,3.7964722822736056e-06,2.6230080220289564e-07,2.5989931317342014e-11
1.3442004067819723e-07,0.0007612791714260815,2.727104075378294e-16,2.5826624744068246e-18,2.8450259465814841e-18,1.408991987999133e-21,1.748573986146028e-21,0.0,0.0,1.7779898868178587e-08,2.9189246040210031e-10,1.2791408606382393e-23,3.5001674387232667e-27,1.000251321791376e-24,3.2668515520893856e-56,3.8929189403794965e-42,4.1065232192397311e-29,6.9524463777940961e-27,1.371925229614032e-23,3.8517040524319302e-43,1.2242913544851849e-47,2.2248971970390745e-26,-3.0710083238492281e-30,-1.9789377554663401e-31,4.1689603646045334e-31,6.9459988974589767e-26,1.9955939756419276e-32,7.084813139381974e-25,2.6959241915521196e-11,6.6520437061687994e-33,4.0080456119278332e-27,1.3811904658918837e-20,2.0652586732122402e-31,7.9327628755436067e-35,1.6002136310786945e-24,2.5741592143287227e-29,0.35999999999999999,0.0,0.009881805026714735,0.10879884800638716,1.5133787079539788e-15,3.047720047554516e-15,1.2938703029864326e-12,2.8796205624579461e-16,0.0,5.3492445032400495e-14,4.4693536010582714e-26,1.6381322922926691e-27,2.5106561044630146e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2089045533694923e-07,3.6887880233485007e-06,2.2623816675508991e-07,3.8668202876238681e-06,2.671014799819858e-07,2.6958953967292982e-11
1.368661783862838e-07,0.0007612790519250488,2.7768557943748433e-16,2.6786726005600818e-18,2.9651752817198058e-18,1.5138739679054604e-21,1.8805356867329323e-21,0.0,0.0,1.8418613425435463e-08,3.1348229608762512e-10,1.4015051995598407e-23,3.8384556786275699e-27,1.0756674749020774e-24,8.1512939189574048e-56,5.8279262646509375e-42,4.6289815183409148e-29,7.6091680258993949e-27,1.5011531489283536e-23,4.385656133979421e-43,1.3894413142759309e-47,2.4341118998153457e-26,-2.7717188977801154e-30,-7.7101954071207994e-32,4.8096244955895359e-31,7.5946156143495143e-26,2.2209103680093881e-32,7.6105433608796987e-25,2.7946009046511753e-11,7.6811700461624529e-33,4.4430097028453664e-27,1.4504548913727139e-20,2.2604798178310472e-31,8.687160568646115e-35,1.7484292417578605e-24,2.8277629971678861e-29,0.35999999999999999,0.0,0.0098816563540639821,0.10879877220340793,1.5593658919118546e-15,3.1592880908524163e-15,1.317317706613291e-12,3.149068326518112e-16,0.0,5.5829604030919216e-14,4.6582189418828937e-26,1.7290287828888101e-27,2.617481906772254e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2302983211320829e-07,3.7550210692147747e-06,2.3032645166877279e-07,3.9371652653782026e-06,2.7189917469217755e-07,2.7945694154201284e-11
1.3931231609437038e-07,0.0007612789324336817,2.8265770753367259e-16,2.7764221074189785e-18,3.0888008101629504e-18,1.6244523162563713e-21,2.0198515881128323e-21,0.0,0.0,1.9067885911551892e-08,3.3623724796528538e-10,1.5330306996546317e-23,4.2032169086211952e-27,1.1552133195353016e-24,4.3784164821914382e-56,7.9616593799547516e-42,4.5910059220165216e-29,8.3144892410590146e-27,1.639905904041594e-23,4.9818202579409542e-43,1.5733137614790536e-47,2.6587045405844107e-26,-1.3147977072714839e-30,7.3224597456822291e-32,5.5345169824811726e-31,8.2904161701809094e-26,2.466901695450781e-32,8.1646961661739816e-25,2.8950494839819792e-11,8.8467484009890118e-33,4.9158300961241876e-27,1.5217730698161431e-20,2.4700778490763486e-31,9.4972552003507037e-35,1.9072950193888299e-24,3.1016547579041165e-29,0.35999999999999999,0.0,0.0098815077029709673,0.10879869639475752,1.6060612170028755e-15,3.2728597012083804e-15,1.3407641246087321e-12,3.4382269207097755e-16,0.0,5.8235590949592323e-14,4.8521838399295196e-26,1.8236673328213092e-27,2.7270291992204113e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2516911907359081e-07,3.8212124887462711e-06,2.3441371423860613e-07,4.007507210902123e-06,2.7669384969943503e-07,2.8950151032364696e-11
1.4175845380245696e-07,0.0007612788129520492,2.8762675300249616e-16,2.8759101426426455e-18,3.2159921647925248e-18,1.7409234843875648e-21,2.1667915606904122e-21,0.0,0.0,1.9727668656191726e-08,3.6019722812346238e-10,1.6742128190143483e-23,4.592663694108861e-27,1.2390431804502128e-24,8.7849476596475947e-56,8.7942721748249199e-42,4.5371781543416831e-29,9.0710242224876188e-27,1.7886920318663201e-23,5.645977680107297e-43,1.7775630946340685e-47,2.8994916739593758e-26,-3.2544341303131847e-31,5.1628286230248508e-32,6.3527180758766632e-31,9.0358657472119094e-26,2.7350239508992833e-32,8.7482449775497174e-25,2.9972698550167824e-11,1.0163651667516925e-32,5.4289798907813933e-27,1.595162543415665e-20,2.6948133175440414e-31,1.0365978769065791e-34,2.0773560077140636e-24,3.3971114904940766e-29,0.35999999999999999,0.0,0.0098813590737030395,0.10879862058048657,1.6534617255601979e-15,3.3884347921793348e-15,1.3642095546532206e-12,3.7481392939153611e-16,0.0,6.0711412362529005e-14,5.0513328814217935e-26,1.9221528331096673e-27,2.8393262458305026e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2730831394768321e-07,3.8873617768485513e-06,2.3849995471374391e-07,4.0778461179084145e-06,2.8148546841229984e-07,2.9972323752211021e-11
1.4420459151054354e-07,0.0007612786934802065,2.9259267709708382e-16,2.9771358420902423e-18,3.3468422854963579e-18,1.8634870914839391e-21,2.3216311993801006e-21,0.0,0.0,2.0397913260025291e-08,3.8540278587304311e-10,1.8255667062481663e-23,5.0098601051299124e-27,1.3273156491598953e-24,7.7832232591380671e-57,9.1382332714581063e-42,4.9278133085001612e-29,9.8814876629922088e-27,1.9480393329374119e-23,6.3843926734342753e-43,2.004083454637695e-47,3.1573273877805915e-26,1.4025062453627568e-30,8.740001625244538e-32,7.2741945716396124e-31,9.833518328341057e-26,3.0268146875865592e-32,9.3621767457888325e-25,3.1012619429842471e-11,1.1648228293899969e-32,5.9850548378354092e-27,1.6706404479949791e-20,2.9354745111804639e-31,1.1296367348621377e-34,2.2591760227125435e-24,3.7154812337455938e-29,0.35999999999999999,0.0,0.0098812104665268845,0.10879854476064968,1.7015644108337879e-15,3.5060132770474366e-15,1.3876539930880206e-12,4.0798871797345921e-16,0.0,6.3258069678040388e-14,5.2557520051361655e-26,2.0245918476728733e-27,2.9544012958211111e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2944741837755751e-07,3.9534684291914939e-06,2.4258517334339882e-07,4.1481819761892663e-06,2.8627399430843711e-07,3.1012211457853725e-11
1.466507292186301e-07,0.0007612785740182429,2.9755544113508035e-16,3.0800983290137974e-18,3.4814476833220027e-18,1.9923461082673326e-21,2.4846522416643606e-21,0.0,0.0,2.1078570551988715e-08,4.1189514457056249e-10,1.9876293958066679e-23,5.4567633221653796e-27,1.4201731259794425e-24,1.2808026069432955e-55,1.0459649617637148e-41,5.4112009496084953e-29,1.0748702778461229e-26,2.1184964056524586e-23,7.2038955258446217e-43,2.2548207870660323e-47,3.4330914154000173e-26,-1.7184443765618653e-30,-6.1115165090302714e-32,8.3099128657842576e-31,1.0686023462325962e-25,3.3439008262463711e-32,1.0007492608736365e-24,3.2070256728430665e-11,1.3318493072505092e-32,6.5867838789535297e-27,1.7482234959660422e-20,3.1928796398601634e-31,1.2291569130260338e-34,2.4533390371156141e-24,4.0581904993396677e-29,0.35999999999999999,0.0,0.0098810618817084441,0.10879846893529786,1.7503662140927508e-15,3.6255950687882557e-15,1.4110974378497266e-12,4.4345941277424125e-16,0.0,6.5876558728835287e-14,5.4655285870326537e-26,2.1310927180686742e-27,3.0722825813860103e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3158643044301093e-07,4.0195319423050643e-06,2.4666937037684566e-07,4.2185147790903385e-06,2.910593909134745e-07,3.2069813286524922e-11
1.490968669267167e-07,0.0007612784545661943,3.0251500648630545e-16,3.1847967152924234e-18,3.619908142231123e-18,2.12770647902632e-21,2.6561419999440359e-21,0.0,0.0,2.1769590675086497e-08,4.3971612577476638e-10,2.1609560762858456e-23,5.9277888088630852e-27,1.5177515698414556e-24,1.7232262760909034e-56,1.1543582115650124e-41,5.3620704182497017e-29,1.1675592272674547e-26,2.3006307249889072e-23,8.111808287778761e-43,2.5319388472606331e-47,3.7276804559298093e-26,-1.5826987450346202e-30,1.4245955236927029e-31,9.4718138843361968e-31,1.1596117834873065e-25,3.6879930050031775e-32,1.0685207025804689e-24,3.3145609693324483e-11,1.5194088743928174e-32,7.2370191575038181e-27,1.8279280330681316e-20,3.467874218050985e-31,1.3354834447264403e-34,2.6604473388035922e-24,4.4267401650422628e-29,0.35999999999999999,0.0,0.009880913319512994,0.10879839310448747,1.7998640303700902e-15,3.7471800801302893e-15,1.4345398848771682e-12,4.8134219313415823e-16,0.0,6.8567870241576343e-14,5.6807512875872649e-26,2.2417653747517172e-27,3.19299831766354e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3372535346774268e-07,4.085551813485066e-06,2.5075254606341515e-07,4.2888445147069157e-06,2.958416218323233e-07,3.3145128369437553e-11
1.5154300463480327e-07,0.0007612783351241706,3.0747133458157812e-16,3.2912301010961768e-18,3.7623268772616035e-18,2.2697771511688293e-21,2.8363935702438701e-21,0.0,0.0,2.2470923078715713e-08,4.6890815501899428e-10,2.3461211782770394e-23,6.4288360029982e-27,1.6202212454989465e-24,3.0138851733900359e-56,1.1469916477642911e-41,5.643164522525426e-29,1.2665183168625802e-26,2.4950295585575243e-23,9.1159402361862853e-43,2.8376330800939456e-47,4.0420497991173987e-26,1.5587680602782648e-30,7.8597697323445683e-32,1.0772933341665771e-30,1.2566628952758146e-25,4.0608918463219789e-32,1.1396346369238571e-24,3.4238677569645414e-11,1.7296491496479554e-32,7.9387432303105013e-27,1.9097700455899128e-20,3.7613322154118715e-31,1.4489519781718816e-34,2.8811222275438998e-24,4.8227121252683254e-29,0.35999999999999999,0.0,0.0098807647802051264,0.10879831726826768,1.8500547078999143e-15,3.8707682235432176e-15,1.4579813328631413e-12,5.2175723635708198e-16,0.0,7.133298959462618e-14,5.9015100749815599e-26,2.3567213658711821e-27,3.3165767002021771e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3586418349152833e-07,4.1515275408985498e-06,2.5483470065249432e-07,4.3591711784108999e-06,3.0062065069748576e-07,3.423815583153591e-11
1.5398914234288984e-07,0.0007612782156922039,3.1242438690487821e-16,3.3993975775906799e-18,3.9088097738552591e-18,2.4187693460416706e-21,3.0257045279458961e-21,0.0,0.0,2.318251668699277e-08,4.9951411444779779e-10,2.5437171122021212e-23,6.9864430605384171e-27,1.7277664734563428e-24,-5.9789741777705778e-56,1.3324482775749372e-41,7.4219727035824155e-29,1.3720583992522022e-26,2.7022958435590618e-23,1.0224591462346071e-42,3.1744177329336669e-47,4.3772132971747769e-26,1.2309024332481697e-29,3.28481589334538e-31,1.2227210028115076e-30,1.3600454865124789e-25,4.4644692770556373e-32,1.214195242115487e-24,3.5349459600906865e-11,1.9648692104117613e-32,8.6950416407638671e-27,1.9937652533722126e-20,4.0741496719830096e-31,1.5699063676235085e-34,3.1159997304704393e-24,5.247753618454628e-29,0.35999999999999999,0.0,0.0098806162640488766,0.10879824142669411,1.9009350594592826e-15,3.9963594113164773e-15,1.4814217778810741e-12,5.6482783813957593e-16,0.0,7.4172898005912617e-14,6.1278959141385959e-26,2.4760734726578212e-27,3.4430459080826328e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3800292312528841e-07,4.2174586233430519e-06,2.5891583439351332e-07,4.4294947589986048e-06,3.0539644122383314e-07,3.5348894793037939e-11
1.5643528005097642e-07,0.0007612780962704453,3.1737412499526207e-16,3.5092982271441981e-18,4.0594653459708404e-18,2.5748964699707911e-21,3.2243768529156361e-21,0.0,0.0,2.390431991829495e-08,5.3157732531735933e-10,2.7543527407421442e-23,7.5990106344349104e-27,1.8404958582512826e-24,2.7858608486427385e-55,1.924041822409214e-41,8.5722283989564611e-29,1.4844984047692461e-26,2.9230478784455324e-23,1.14466545587663e-42,3.5448182133188264e-47,4.7341434063764872e-26,-6.5439380972677602e-30,-3.4828098087559605e-31,1.3849522539768316e-30,1.4700563327309018e-25,4.9006683945597787e-32,1.292307856385233e-24,3.6477955028826393e-11,2.2275259943594589e-32,9.5091028103589066e-27,2.0799291230238206e-20,4.4072443789191269e-31,1.6986985238525551e-34,3.3657304087980683e-24,5.7035785389227893e-29,0.35999999999999999,0.0,0.009880467771307749,0.10879816557981409,1.9525018636738299e-15,4.1239535555340948e-15,1.5048612193039935e-12,6.1068037591753894e-16,0.0,7.708857259934565e-14,6.360000736263508e-26,2.5999356717904288e-27,3.5724341030815372e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4014156651828487e-07,4.283344560331599e-06,2.6299594753594456e-07,4.4998152537216092e-06,3.1016895712293392e-07,3.6477344369283881e-11
1.58881417759063e-07,0.0007612779768588095,3.2232051045623606e-16,3.6209311209854092e-18,4.2144054348815061e-18,2.738374679813675e-21,3.4327181078979533e-21,0.0,0.0,2.4636280552384622e-08,5.6514166298646377e-10,2.978648764998165e-23,8.2246642663047832e-27,1.9585201241054326e-24,5.71594223028384e-56,1.8354689783726696e-41,7.2109734730004488e-29,1.6041674931799533e-26,3.1579227309960284e-23,1.2791461909099061e-42,3.951449227252371e-47,5.1137844588849625e-26,1.3571043506545422e-29,7.308393333433765e-31,1.5655956770774501e-30,1.5870010338729928e-25,5.371522577379244e-32,1.3740790001519293e-24,3.7624163093122928e-11,2.5202794356348196e-32,1.0384245367060458e-26,2.1682768008883758e-20,4.7615617634117137e-31,1.835690591474863e-34,3.6309832182014639e-24,6.1919859017642989e-29,0.35999999999999999,0.0,0.0098803193022445751,0.10879808972769166,2.0047518560519004e-15,4.2535505680582344e-15,1.5282996499856967e-12,6.59445126664928e-16,0.0,8.0080985316193125e-14,6.5979176944328803e-26,2.7284234516071875e-27,3.704769424938846e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4228012466342691e-07,4.3491848521110023e-06,2.6707504032931274e-07,4.570132642983906e-06,3.1493816227895409e-07,3.7623503669715863e-11
