Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908)
1.5505381032587497e-07,0.003384672317871538,2.8865593942726538e-13,2.2642414236645652e-13,2.1593367102236043e-13,2.1206841833801697e-13,1.3385444273202892e-13,3.3588216121555802e-14,2.1326683135773633e-13,1.8037087618473064e-13,2.4348287620853913e-15,5.8950143173840816e-15,1.4824411886719213e-13,1.3652896352501055e-13,3.3306627567326839e-15,7.5498567442447822e-15,1.7469914161678987e-15,5.0218275396304457e-15,1.788086346944287e-15,8.6198903624616259e-15,2.4256139320190447e-14,3.8130953026989042e-15,9.6507024981984574e-16,4.4706207455201693e-18,1.3000285191336316e-15,5.2831509990529572e-15,3.3068928803610493e-24,6.6793653893560299e-16,6.1266445444308803e-16,2.0643654855240051e-16,3.929285702122358e-16,5.4597856853122514e-17,2.2683100455857978e-17,5.0723235656099541e-15,1.0319302329787896e-23,4.250189996399931e-18,9.0851804828162255e-18,1.2390224213313465e-19,1.6030951814718313e-15,7.1606528738484573e-19,5.5918211002311302e-17,6.6208706330335259e-17,1.8355991647988374e-16,1.5310710517564481e-21,4.6530088708067683e-17,8.3198557739464097e-19,4.995543130851931e-21,2.5672177227216721e-18,7.3172610943790216e-17,1.7263702339126799e-16,1.9280390267071792e-16,1.403545787962445e-23,2.0144959914394397e-16,1.1044750792429052e-23,2.0934497519731803e-18,1.2712164811128598e-20,2.0994559852760254e-18,5.102889542896638e-18,5.9926279556905489e-21,1.6935265934472407e-18,6.0430526956872972e-27,1.7746642631073945e-23,2.0266639942384425e-27,1.1865834535712184e-26,5.6345326495071614e-21,8.282950964395648e-18,2.3001422189156931e-21,1.6197948146359141e-29,1.3735763727900735e-36,2.1380013912876369e-31,1.3143007961410416e-30,2.8674161926583411e-28,4.2736386747828531e-34,1.5409072947531805e-33,1.0629137728101115e-30,6.9829699974137563e-19,7.4292586761931259e-21,1.2081357786612697e-17,1.6154392523283228e-19,1.1706378357445118e-21,1.8179551599892915e-16,5.7683586552913646e-37,2.278835697579007e-37,1.1065531576971403e-32,8.2785903950051137e-24,2.1863926500993868e-19,3.0578440885695762e-34,5.6538994457296516e-35,1.4443650659301285e-34,4.0459641049997026e-42,6.5876082609681931e-29,1.807466282780366e-37,4.4283818424584843e-18,1.2940488364736511e-15,4.5831916522112394e-31,0.88130563799999995,0.0,0.0,0.0,0.0098911899991370959,9.9999999998540777e-05,0.10889010999921711,6.8458734506152562e-19,8.2020693891344979e-25
1.755624399036447e-07,0.0033846723178714644,3.1229758569543346e-13,2.3966907291898993e-13,2.2822795239588442e-13,2.253028357630506e-13,1.6405734701559144e-13,4.0913333364180211e-14,2.566887284200968e-13,2.2154649499122005e-13,2.83489192714983e-15,6.9095304614666218e-15,1.787486484083129e-13,1.6430817431984286e-13,4.2012421185893913e-15,9.7140662276235033e-15,2.0255208070920127e-15,5.8732137045132586e-15,2.3081560727377031e-15,9.651057531400284e-15,3.0410605232151489e-14,5.0200815250164594e-15,1.1674478284281131e-15,5.8876485728549704e-18,1.9721292159465831e-15,6.7171591355242389e-15,4.2548325820045073e-24,9.5186699339623175e-16,9.1123560431839814e-16,3.3546326626716466e-16,4.7153104291102967e-16,7.1450779926438156e-17,2.6596813296594359e-17,6.3678696005432987e-15,1.5654273919594464e-23,7.3209356782325564e-18,1.5215633048396763e-17,2.1350021489647714e-19,2.2065211123999657e-15,9.8758949554282762e-19,8.8197814823572954e-17,8.1108729604054449e-17,2.2837930631046427e-16,2.6722678713565674e-21,6.0871773729896895e-17,1.0395852134867844e-18,9.1824867164511295e-21,3.6292423365646535e-18,8.9253788932950123e-17,2.1333982853666646e-16,2.665657127985057e-16,1.8367908022873348e-23,2.5989957601569768e-16,1.6427222997340119e-23,3.5451526774142147e-18,2.1568442562687756e-20,2.829321444577554e-18,6.9958425270202357e-18,8.2176782937507119e-21,2.6138881419829256e-18,1.0233608766078453e-26,3.655949149360629e-23,4.1757594773157964e-27,1.8314427487008609e-26,9.7684078481302988e-21,1.1488895668430335e-17,4.4470920434431648e-21,3.1317110146632724e-29,3.2714849614885431e-36,3.8330035457769369e-31,2.3562759685961648e-30,5.1334377876169849e-28,6.8662496929034276e-34,2.7627722252248535e-33,2.1260195852017373e-30,9.4757880091154443e-19,1.0348965519231053e-20,1.2854971847341683e-17,2.5646515941979758e-19,2.2297969120402426e-21,2.375609824910148e-16,1.1537815656508383e-36,4.558113917821066e-37,2.4513919341503118e-32,1.0830280111126298e-23,3.2177709004780163e-19,7.5971191439320989e-34,1.5083835850662003e-34,3.9118846930148878e-34,1.0957857276399357e-41,1.0081286088693043e-28,5.3140296947314083e-37,6.3839232189533701e-18,1.8110457260715371e-15,5.5806840974037819e-31,0.88130563799999995,0.0,0.0,0.0,0.0098911899990220698,9.9999999998350852e-05,0.10889010999904775,9.6043809359683575e-19,1.1445333632184499e-24
1.9607106948141445e-07,0.003384672317871374,3.3387184560259611e-13,2.5114518256712972e-13,2.3883073797562519e-13,2.3723008985468148e-13,1.9603364052925347e-13,4.8973829213783511e-14,3.0132506014413324e-13,2.6495024665352935e-13,3.2664238174628092e-15,8.0037879120165385e-15,2.1009890724667343e-13,1.9285935279938447e-13,5.1255766231840459e-15,1.2036051567026093e-14,2.3222475175237182e-15,6.7810845317475337e-15,2.8746184337388173e-15,1.0666418150419182e-14,3.6983681182385238e-14,6.3501522601452116e-15,1.3758377073260484e-15,7.4494572933422738e-18,2.8378921733731358e-15,8.3176348567390945e-15,5.2718792714926252e-24,1.2939802228184335e-15,1.2875347699468783e-15,5.1454105970240526e-16,5.6034597671500102e-16,9.1063778650457875e-17,3.0771598827709215e-17,7.7893242150122859e-15,2.2526490470247337e-23,1.1838018003036685e-17,2.4035480071792566e-17,3.4533606806106424e-19,2.9203747317095792e-15,1.3091711630777706e-18,1.3205816295633849e-16,9.736027876515136e-17,2.7741016949249321e-16,4.371778248239591e-21,7.7516578498582991e-17,1.2668727545693651e-18,1.5708110142344475e-20,4.9296149585320258e-18,1.0661263191030865e-16,2.5740420041364181e-16,3.5573968595286124e-16,2.340991001372865e-23,3.2898964360399418e-16,2.3210934390867162e-23,5.6415097229619225e-18,3.4375495972522878e-20,3.7120289968670864e-18,9.3020633259918498e-18,1.0928771275189268e-20,3.8541333908417127e-18,1.6285054952024625e-26,6.9576642680619476e-23,7.9479888335335477e-27,2.7004314261379069e-26,1.5979985303628355e-20,1.5298524537766762e-17,8.0024446041808021e-21,5.6354479401550535e-29,7.0926568456472462e-36,6.4434120512663077e-31,3.9609827984978658e-30,8.6173638389913964e-28,1.0451265159644286e-33,4.6446409132256372e-33,3.9531583113598308e-30,1.2484134648717658e-18,1.3826988296825179e-20,1.3546970450320876e-17,3.856702451284132e-19,3.955913431321224e-21,3.0255121812832676e-16,2.1453704533842449e-36,8.4754849096812504e-37,5.0128517179459695e-32,1.3791747140394794e-23,4.5474572069517513e-19,1.7172580130079494e-33,3.6565193089235825e-34,9.6308638134098864e-34,2.6977386934937922e-41,1.4964586022333963e-28,1.4152165843609656e-36,8.796650789805406e-18,2.4347865273434629e-15,6.6198106333854965e-31,0.88130563799999995,0.0,0.0,0.0,0.0098911899989067627,9.9999999998161496e-05,0.10889010999887069,1.2937275352418286e-18,1.5340667193014522e-24
2.165796990591842e-07,0.0033846723178712697,3.536719912539427e-13,2.6119799162624027e-13,2.4808017557622055e-13,2.4814234254827987e-13,2.2960161153702977e-13,5.7784759751748246e-14,3.4684838981977164e-13,3.1020961978290547e-13,3.7315059779627057e-15,9.1837170745190684e-15,2.4203318481329657e-13,2.2196389331523782e-13,6.0916248059963677e-15,1.4481680371125879e-14,2.6377482396325066e-15,7.7476295027998134e-15,3.4797384323152167e-15,1.1673832121861849e-14,4.3931153622791374e-14,7.783823051618598e-15,1.588631518987123e-15,9.1331442240414888e-18,3.9147917785064271e-15,1.0084425842071924e-14,6.3430827098586513e-24,1.6940128043553969e-15,1.7464607651619051e-15,7.5299286068432827e-16,6.5966560228155143e-16,1.1364918172456201e-16,3.5217941658278983e-17,9.3335587614249758e-15,3.1074659662583769e-23,1.8179271124046532e-17,3.6192352894748559e-17,5.3045390726977596e-19,3.7463690276004401e-15,1.6816060463858847e-18,1.895809372156659e-16,1.1502867653933094e-16,3.3082949718657899e-16,6.7831619891342692e-21,9.6612315032439571e-17,1.51464156405843e-18,2.532751480558088e-20,6.4886180821561046e-18,1.2527245362376208e-16,3.0487704433795443e-16,4.6158903572230821e-16,2.9216048686573177e-23,4.0992453782668149e-16,3.1484198433478956e-23,8.5350199016918142e-18,5.2072382286749271e-20,4.7669577479715023e-18,1.2075366130670872e-17,1.418921935513289e-20,5.4801376544677829e-18,2.4637602429744011e-26,1.2378677274325332e-22,1.4142191844809051e-26,3.8397056277241951e-26,2.4934711431963078e-20,1.9722134223948724e-17,1.3558538701673658e-20,9.5481409229705805e-29,1.436477393620373e-35,1.0273953235157336e-30,6.3157471238975217e-30,1.3720066793591408e-27,1.5229585601156173e-33,7.406255737714957e-33,6.9100946299562027e-30,1.6057630595015934e-18,1.7873320183260043e-20,1.4174036529131583e-17,5.5519685949703511e-19,6.6140914415906864e-21,3.7751359479413273e-16,3.7501059211290577e-36,1.4815160395567191e-36,9.555027715743021e-32,1.7189290660709351e-23,6.2208480955581823e-19,3.5804556198001985e-33,8.1021119616545065e-34,2.1656475861335932e-33,6.0662231199760569e-41,2.15182849827391e-28,3.4129740384441146e-36,1.1695161530163758e-17,3.1696906875752864e-15,7.6932300054453281e-31,0.88130563799999995,0.0,0.0,0.0,0.0098911899987911504,9.9999999997972682e-05,0.10889010999868733,1.6868702256070031e-18,1.9912525496628763e-24
2.3708832863695394e-07,0.003384672317871154,3.7194727991515939e-13,2.700947481567386e-13,2.5623707911346342e-13,2.5825462401701134e-13,2.6462093306218114e-13,6.7358295056653542e-14,3.9301560573622311e-13,3.5701417290252795e-13,4.2318444773924429e-15,1.0454249745498805e-14,2.7435265455597501e-13,2.5145557676925102e-13,7.0897910944619379e-15,1.7023533524761256e-14,2.9724271314143824e-15,8.7744228096807912e-15,4.1165851717244975e-15,1.2678592670443078e-14,5.1220730530069042e-14,9.3033232500283013e-15,1.8046355243192644e-15,1.0917815971925065e-17,5.2168987478998719e-15,1.201770661999308e-14,7.4564331225728104e-24,2.1506927780930184e-15,2.2916156205376761e-15,1.0600252476820713e-15,7.6959006419199742e-16,1.3943571520246982e-16,3.994339383562708e-17,1.0998246330083513e-14,4.1410471630975176e-23,2.6757642572483241e-17,5.2384687083914244e-17,7.8092578925702919e-19,4.6853295715849573e-15,2.1052823992203199e-18,2.6290548098736562e-16,1.3418707123555041e-16,3.8885613577623679e-16,1.007614803338337e-20,1.183123553113873e-16,1.7839022323758666e-18,3.890363598565192e-20,8.3273500055122278e-18,1.4526062341894003e-16,3.5582543335490837e-16,5.8543102418890913e-16,3.5845124391732336e-23,5.038943677812716e-16,4.1311950814173796e-23,1.2387857862081803e-17,7.5658277005491972e-20,6.0147099768132446e-18,1.5373946950545704e-17,1.8067505046096836e-20,7.5673542333539039e-18,3.5759392549891024e-26,2.0860048419580214e-22,2.3834139502725133e-26,5.3021324002084058e-26,3.7451106955502856e-20,2.4764917189106977e-17,2.1874517439854357e-20,1.5404391941003252e-28,2.6975511488511111e-35,1.5689350467490184e-30,9.6447770842870898e-30,2.0920899508791785e-27,2.141546453342793e-33,1.1310635652070138e-32,1.1493942035232252e-29,2.0246996284748935e-18,2.2493105682182073e-20,1.4749021070980544e-17,7.7118077135873627e-19,1.0536946252028e-20,4.6325144944374215e-16,6.2377760321214786e-36,2.4642971795228447e-36,1.7242669167494861e-31,2.1050199126190518e-23,8.286661807854601e-19,6.9775066387221219e-33,1.6790286655236784e-33,4.5586663941226465e-33,1.276922623433796e-40,3.0031076151265948e-28,7.7059320666393491e-36,1.5104795813987321e-17,4.0190827512283757e-15,8.795553344242733e-31,0.88130563799999995,0.0,0.0,0.0,0.0098911899986752188,9.9999999997784397e-05,0.10889010999849857,2.1416848957905865e-18,2.5180628385213472e-24
2.781055877924934e-07,0.0033846723178709015,4.0476836402687016e-13,2.8526502612489269e-13,2.7009594598689909e-13,2.7673682526873694e-13,3.3856878852354371e-13,8.8831127794819763e-14,4.8653436167991388e-13,4.542210245762692e-13,5.3437561018636987e-15,1.3283201382142941e-14,3.3952819309395286e-13,3.1108228028600372e-13,9.1516820405804826e-15,2.2307492198871306e-14,3.7004321962851913e-15,1.1013293253701266e-14,5.4615757162061942e-15,1.4698986551276665e-14,6.6724287077321618e-14,1.2537998534742244e-14,2.242604702802875e-15,1.4717429030304148e-17,8.5409234019670911e-15,1.6385317160923892e-14,9.7708459607343071e-24,3.227056249139725e-15,3.6511872901334403e-15,1.915213767129849e-15,1.0211419237945885e-15,2.015778246561546e-16,5.0253945512206124e-17,1.46819750078445e-14,6.7795783119004597e-23,5.238167477485328e-17,9.9815812931169593e-17,1.5292694255551262e-18,6.9030855939557816e-15,3.1068260014072619e-18,4.656409371761678e-16,1.7726043157621685e-16,5.1962691078930236e-16,2.0035197189244673e-20,1.7015202049993549e-16,2.3910801561263083e-18,8.1726549508140985e-20,1.29324952972885e-17,1.8932329618462161e-16,4.6841167585805451e-16,8.9260503671557331e-16,5.1820334668786741e-23,7.3548618218290113e-16,6.5821568512916987e-23,2.3644866085685003e-17,1.4464713269667116e-19,9.1725829133305585e-18,2.3787226968949778e-17,2.7960394153764319e-20,1.3472228649338852e-17,6.8254423099533354e-26,5.2010825090826134e-22,5.9435443722453099e-26,9.4394352895093803e-26,7.7252994815518662e-20,3.6715165677093012e-17,5.0628473879054444e-20,3.565341596717368e-28,8.2408425804342192e-35,3.3024973008420387e-30,2.0301579582991757e-29,4.3894049301418872e-27,3.8919627256154652e-33,2.3809889950394743e-32,2.8269096418028251e-29,3.0679487307550023e-18,3.3460689822970132e-20,1.5783329844351808e-17,1.3671591861351633e-18,2.3820798320597671e-20,6.7044249435681947e-16,1.5341742794587405e-35,6.0609231144874428e-36,4.9438116299006746e-31,3.0273610795490259e-23,1.3805364885487965e-18,2.2746458710788711e-32,6.1914744951246887e-33,1.7453561700130643e-32,4.8888166464386542e-40,5.4053717280281902e-28,3.4466556186555092e-35,2.3550359587300433e-17,6.0711338692331521e-15,1.1070376151878709e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899984423356,9.9999999997409209e-05,0.10889010999810823,3.2417027826217928e-18,3.7871964712987959e-24
3.191228469480329e-07,0.0033846723178706287,4.3372292378120881e-13,2.9790052189789703e-13,2.8161427502963385e-13,2.9358650799558547e-13,4.1721930565203704e-13,1.134472384451732e-13,5.8083645694853974e-13,5.5490091042679348e-13,6.6104199963893993e-15,1.6515339960854833e-14,4.0473836831665047e-13,3.7099529038480459e-13,1.1264650117111633e-14,2.7753039222989865e-14,4.5075380580663428e-15,1.3503213386970733e-14,6.8692769647079085e-15,1.6753559463208677e-14,8.3352028078705972e-14,1.594846486749337e-14,2.6846173466617054e-15,1.8723968422876943e-17,1.2874632778997722e-14,2.142537627694801e-14,1.2156035687315043e-23,4.5055730543466826e-15,5.3798169697138396e-15,3.1479274283523637e-15,1.3139724707480189e-15,2.7951912106842598e-16,6.1730688057487404e-17,1.8831072321676086e-14,1.0219573410054019e-22,9.2421632189273084e-17,1.7248966752314328e-16,2.6988886754686378e-18,9.5708090657970769e-15,4.3125737522997057e-18,7.5784983927143223e-16,2.271378454069494e-16,6.7154492025641033e-16,3.5800154275581043e-20,2.3431376123294864e-16,3.097013566911127e-18,1.5244775171928141e-19,1.8929970785164808e-17,2.3898890117632948e-16,5.9568699694253682e-16,1.2887548757086726e-15,7.1857156690808152e-23,1.0323912149188378e-15,9.6984370520143694e-23,4.0806533747374572e-17,2.4993646304526409e-19,1.3355198765112487e-17,3.5033759565502637e-17,4.1186424892154326e-20,2.2355585340155998e-17,1.1779413407425401e-25,1.1309456119323005e-21,1.292542745812409e-25,1.5663638882226868e-25,1.4535829957210634e-19,5.1136525159843835e-17,1.0366122338234185e-19,7.299999235830543e-28,2.1538092655076984e-34,6.2575376760526311e-30,3.8467231180465938e-29,8.2864267483975807e-27,6.4894696282744072e-33,4.5117269799497123e-32,6.1405775277519828e-29,4.4200050011577661e-18,4.6719326944081712e-20,1.6709515003645134e-17,2.2230114551625604e-18,4.775673408251044e-20,9.3124166052124262e-16,3.3325256638417345e-35,1.3165524553543709e-35,1.2303251792118728e-30,4.1689401803195892e-23,2.1554490960911103e-18,6.2443941443283913e-32,1.8862313130621908e-32,5.5173607240620338e-32,1.5454171156151065e-39,8.9194068458714057e-28,1.2480421211209838e-34,3.4301810355892112e-17,8.603614116948732e-15,1.3421616137822542e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899982080179,9.9999999997035864e-05,0.1088901099977045,4.6007529693739468e-18,5.3522507866749607e-24
3.6630959967444107e-07,0.0033846723178703026,4.6350896629903176e-13,3.1027235896430346e-13,2.9290576830590195e-13,3.1160852912315389e-13,5.1299109605054816e-13,1.4568625829810123e-13,6.8953019249696991e-13,6.7354587359129166e-13,8.264734817328687e-15,2.0750258261880257e-14,4.7914238417859285e-13,4.3971884183613121e-13,1.3721850534260698e-14,3.4110254208079498e-14,5.5341253952750662e-15,1.6680121541697655e-14,8.530188857228118e-15,1.9180051892543144e-14,1.0376528296952892e-13,1.999350723322877e-14,3.1943798439921017e-15,2.3476357250507825e-17,1.9150569565258301e-14,2.8063977457682282e-14,1.4940542699440786e-23,6.2028529073118544e-15,7.8312251354030994e-15,5.1121082673634427e-15,1.6998516239215547e-15,3.9150501647695803e-16,7.6386771771396478e-17,2.4174260812024723e-14,1.5201262727838904e-22,1.6141165783434698e-16,2.9569130628936361e-16,4.7145416699246638e-18,1.3186550791593257e-14,5.94785259643348e-18,1.2275924698628731e-15,2.9350748763022611e-16,8.7443761921126985e-16,6.32690357251253e-20,3.2504763314518583e-16,4.0406746814193819e-18,2.8009940505290045e-19,2.7809711031456279e-17,3.0320872593731608e-16,7.6073273251219958e-16,1.8704561964683659e-15,1.0064605885589002e-22,1.4644610552455745e-15,1.4117704062882765e-22,6.9713740798210517e-17,4.2743860829473221e-19,1.9644141729723243e-17,5.2095389357321513e-17,6.125341927217451e-20,3.7504442648825766e-17,2.012390969494607e-25,2.4387110302539276e-21,2.7874652014174411e-25,2.6277822541627537e-25,2.7669012082032179e-19,7.0731755708456218e-17,2.1122321997514127e-19,1.4874702877862904e-27,5.6218808572778283e-34,1.1865769772855148e-29,7.2942972381310411e-29,1.5637237543660647e-26,1.080195930633347e-32,8.5557229143264451e-32,1.3389623026011162e-28,6.4125663862447655e-18,6.4759009129423767e-20,1.7687883955327409e-17,3.5924115663028008e-18,9.5216824931592882e-20,1.307338469188351e-15,7.2666456271013991e-35,2.8707750914443536e-35,3.0845717822990672e-30,5.7832976934972067e-23,3.3888808894649892e-18,1.720527131233185e-31,5.7879531881857869e-32,1.7608705361873578e-31,4.9321575843224612e-39,1.4591293617216943e-27,4.4931092861842631e-34,4.9718315196764792e-17,1.2116284240173636e-14,1.6205755468168336e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899979365718,9.9999999996608539e-05,0.1088901099972274,6.4874491272182005e-18,7.5295485498165342e-24
4.087776771282084e-07,0.0033846723178700064,4.8804649467845765e-13,3.201437533503602e-13,3.0196508366375691e-13,3.2706724172680009e-13,6.0363005135606109e-13,1.7830329561291741e-13,7.8698571022350546e-13,7.8179803490686172e-13,9.9372375850321344e-15,2.504512351873553e-14,5.4506906353636207e-13,5.0098354908627509e-13,1.5930852969554146e-14,3.983870709226934e-14,6.5475734372481275e-15,1.9825415627364245e-14,1.0036446966649518e-14,2.1435427905860799e-14,1.23235194292146e-13,2.3674840080585642e-14,3.6515829038240375e-15,2.7801657329210752e-17,2.6002583287408182e-14,3.4816077550959745e-14,1.7449647277934589e-23,7.9181206491813186e-15,1.0463416133701672e-14,7.4470928341786897e-15,2.0901416188449571e-15,5.1530323180737886e-16,9.0908746036906025e-17,2.9501259238566691e-14,2.0640228578630505e-22,2.492239113201831e-16,4.5057484150383371e-16,7.2804648541175082e-18,1.6930467818885634e-14,7.6419294235239793e-18,1.79350413120107e-15,3.6187378366477808e-16,1.0841955769547314e-15,9.8539852028213711e-20,4.2373012463816884e-16,5.0171461704682578e-18,4.4846300925803279e-19,3.7858576436076138e-17,3.675735903565685e-16,9.2658148370405427e-16,2.5242897394847432e-15,1.3247166188127005e-22,1.9441360815037515e-15,1.8862877301871539e-22,1.0582976844552571e-16,6.493483922470488e-19,2.6834156255243959e-17,7.1753265216590425e-17,8.4376318640193701e-20,5.6930604359734294e-17,3.0549339732585553e-25,4.4373813700836409e-21,5.0723314463170856e-25,3.9888939019461381e-25,4.6431905289858118e-19,9.1060437471986873e-17,3.6890968054349762e-19,2.5979261452230583e-27,1.2045042409059283e-33,1.9715419018031469e-29,1.2119748520810501e-28,2.5852632653027746e-26,1.6169335305130721e-32,1.4216129290204375e-31,2.48331950605104e-28,8.6568385464961202e-18,8.3493115771214349e-20,1.8523190471825278e-17,5.2344007931518229e-18,1.6349304918742998e-19,1.7245474791604949e-15,1.3477184305316154e-34,5.3243269821352963e-35,6.4061167801974687e-30,7.5390801904945362e-23,4.8779000983714541e-18,3.8004617694106137e-31,1.3832799944090612e-31,4.3814691696717934e-31,1.2272297034889695e-38,2.1418402324231304e-27,1.2681206303838789e-33,6.6556477712757447e-17,1.5826641389909115e-14,1.877351812742382e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899976904701,9.9999999996225829e-05,0.10889010999678925,8.4816503869048535e-18,9.8432604342177178e-24
4.5124575458197577e-07,0.0033846723178697167,5.1107388066283463e-13,3.2923677216020467e-13,3.1037881438824923e-13,3.4206800609581153e-13,6.982349028739577e-13,2.1432922328640435e-13,8.8378939024938858e-13,8.907179163438065e-13,1.1784306896869113e-14,2.9801123557744258e-14,6.0975972454010612e-13,5.6147455686823616e-13,1.8122235846481383e-14,4.5528851934688358e-14,7.645011231328055e-15,2.3239669639079478e-14,1.1536508634597588e-14,2.376579101883897e-14,1.4370321436846648e-13,2.7349105870343252e-14,4.1058021444964805e-15,3.2118792072261585e-17,3.3997459703499311e-14,4.2313555534960926e-14,1.9941972651903711e-23,9.7944536382512766e-15,1.3496918969573851e-14,1.037800860817187e-14,2.5193158478265155e-15,6.6341670330607468e-16,1.0668332011135569e-16,3.5318679744701272e-14,2.6986372017816707e-22,3.6601096632865498e-16,6.5466659673564522e-16,1.0693392361620012e-17,2.1126144730344012e-14,9.5411037255244642e-18,2.5148286490795391e-15,4.3868111129790235e-16,1.3206356840005705e-15,1.4576564933777331e-19,5.4000582419015888e-16,6.1187353490409595e-18,6.7847738831863753e-19,5.0099842660080198e-17,4.381841135818156e-16,1.1089261114268091e-15,3.3164255041020224e-15,1.7054817892500013e-22,2.5164013197524947e-15,2.433151460675502e-22,1.5315839029282216e-16,9.4029012709165787e-19,3.5627922276212324e-17,9.5949364535468041e-17,1.1283972442900809e-19,8.3230271097128801e-17,4.4211452520556361e-25,7.5329725825209138e-21,8.6113765551462972e-25,5.8316040109002436e-25,7.4309432376792816e-19,1.1387411961089997e-16,6.0544882755213853e-19,4.2636768195973191e-27,2.3736402121954736e-33,3.1147091172289819e-29,1.9147193995531694e-28,4.0621395356040605e-26,2.3233896923469014e-32,2.24597263854853e-31,4.3235748624382669e-28,1.1377372898405502e-17,1.0453308509100203e-19,1.9335839125013111e-17,7.3181940813515396e-18,2.6434342656899941e-19,2.2252353626227033e-15,2.3464445558347852e-34,9.2699232321411741e-35,1.2337521618468759e-29,9.6078865266195256e-23,6.7953004889536802e-18,7.7007076234557755e-31,2.9938498824403447e-31,9.8495464915789143e-31,2.7587964957328547e-38,3.0094057894986838e-27,3.1807416910377147e-33,8.6360457539312172e-17,2.0052500269902613e-14,2.1395748111116557e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899974425885,9.9999999995844841e-05,0.10889010999634452,1.0754034051258788e-17,1.2500450282858006e-23
4.937138320357431e-07,0.0033846723178694296,5.3300875426832875e-13,3.3777817643735759e-13,3.1836061054288024e-13,3.5673717664354693e-13,7.9665834882026315e-13,2.5374799195702019e-13,9.7979818863136607e-13,9.9984659454478999e-13,1.3804699231227796e-14,3.5016015918859827e-14,6.7310062139087496e-13,6.2109084521126324e-13,2.0288110037100129e-14,5.1157184104946125e-14,8.8252276475078098e-15,2.6919342955498074e-14,1.3020007814290934e-14,2.6174543117383134e-14,1.6514857543086772e-13,3.0988130148012392e-14,4.5563352696411459e-15,3.6394610041036859e-17,4.3124104910984982e-14,5.0565426219152024e-14,2.2407223619990129e-23,1.1817875818272318e-14,1.6926611119699843e-14,1.3955987200406607e-14,2.9856222724976746e-15,8.3827123763919627e-16,1.2369450940981267e-16,4.1627899251200987e-14,3.4230886979971556e-22,5.162159226511193e-16,9.152073886797127e-16,1.5083265096254919e-17,2.5760507072440585e-14,1.1639448724557148e-17,3.410303682464007e-15,5.2406681753403071e-16,1.5843057822273311e-15,2.0684427441052675e-19,6.7527022961306282e-16,7.3481423854170478e-18,9.8086853865007836e-19,6.4773383913973809e-17,5.150173052045134e-16,1.3077350317412771e-15,4.2614270941513403e-15,2.1549923556516431e-22,3.1865754242807161e-15,3.0514381373554003e-22,2.1327316668491941e-16,1.309972098098237e-18,4.6156382492666372e-17,1.250787211114182e-16,1.4710886816463278e-19,1.1787793623683715e-16,6.1564479779884001e-25,1.2094351404224013e-20,1.3826409825702428e-24,8.2592243402313009e-25,1.143296472340669e-18,1.3910141828961067e-16,9.4487361124961771e-19,6.6539667612210139e-27,4.3847147313635661e-33,4.7273137699968337e-29,2.9060434954108934e-28,6.1288703749284401e-26,3.2305269941771553e-32,3.4088720720008707e-31,7.1542341562108447e-28,1.46213588359255e-17,1.2781289387981014e-19,2.0136789385901313e-17,9.8942979647280036e-18,4.0713119321258326e-19,2.8180298923554229e-15,3.8826752649064165e-34,1.5339003436499846e-34,2.2346020359572991e-29,1.2014545942201606e-22,9.2139218263130201e-18,1.4568588738750329e-30,5.9951246667695881e-31,2.0432323524226056e-30,5.7229380227340953e-38,4.0823061140697184e-27,7.2521063704386359e-33,1.0927715694722538e-16,2.4785824181845933e-14,2.4072015133720842e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899971928802,9.9999999995465573e-05,0.1088901099958942,1.3300298446831766e-17,1.5508311873432431e-23
