Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908)
2.62143e-10,0.0033846723178707788,7.2550922793345241e-16,7.2497115701037495e-16,7.0178963171531264e-16,7.0165100367115837e-16,7.7976158161779961e-19,2.6529081635780952e-17,1.455927360803705e-18,9.7611795554741723e-19,1.2063367179755144e-17,5.0740994403159424e-19,9.7166625597499765e-19,9.4028989235968892e-19,4.3114908032014816e-22,1.4460590808446432e-23,1.0000117911069262e-17,4.215084382363941e-19,1.5066928988227376e-22,2.6731036772181064e-18,2.0620644841608787e-20,5.0481773023076587e-24,2.7235184125772106e-22,2.8669676279916501e-27,2.4492673557678053e-27,2.5262993997909148e-20,6.333833690899469e-33,5.5456542699026799e-25,3.3294085011661603e-27,5.8656265677216901e-28,1.0485979917553853e-18,9.8635169814347853e-24,8.9775613249554027e-23,2.719196149985131e-20,1.9429561135102516e-35,5.7755613890639546e-32,1.4006621746342533e-28,9.5006689996062152e-34,2.8195905602666869e-23,1.6691409224897846e-27,3.6810929434636881e-28,8.3954608596657553e-23,2.825711404182823e-24,1.1910491069481995e-36,8.1924786267543183e-24,5.4431417571659725e-28,3.8128236070597045e-38,9.9629515309998141e-29,8.422694938825663e-23,2.8291708048665161e-24,5.4839178245325138e-25,2.4902398284647414e-30,1.4045908863590797e-21,5.9936008393663142e-35,4.1608665161086039e-32,4.786388294957997e-35,2.3111038142884795e-25,7.7590615971624077e-27,4.410324634278733e-30,3.7599715341455595e-30,1.2009334163237951e-40,6.540153227113824e-43,5.7116374183743893e-47,2.6329950485283739e-38,4.683338901243155e-35,5.7676105052896866e-27,1.4245592506338802e-37,1.0020570114875725e-45,3.6951403485637526e-55,5.0738238642789807e-47,3.1167249906979891e-46,1.7462645231596781e-43,5.9115175094941207e-47,3.0690075711089002e-49,9.883760538404827e-49,1.514494306346267e-24,3.5383193107698404e-31,9.3145933236905049e-20,2.4663486053847985e-32,1.0044699373730185e-37,4.3919919655475589e-22,5.310656897734616e-55,2.0898914329463811e-55,5.2772514711854469e-53,1.4394580124749443e-30,1.0629590043342882e-28,2.1108330869928035e-55,2.9572015190488263e-58,6.2448056697760726e-58,1.7914622394693428e-65,2.3667974206492788e-34,5.3219727335127353e-63,1.0760819801384465e-26,1.8920126761798437e-23,2.4156828449888239e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999985474,9.9999999999997511e-05,0.10889010999999997,1.1424744313911369e-27,1.1277732358447337e-32
5.24287e-10,0.0033846723178707844,1.4495903994581353e-15,1.4474438314481427e-15,1.4011056894995869e-15,1.4005540260106136e-15,3.1144389503058829e-18,5.3216105084348746e-17,5.8111753986660296e-18,3.9002843306978424e-18,2.3190234412063876e-17,1.9351311409772627e-18,3.8796505588725081e-18,3.7530349473146424e-18,3.3010445614603706e-21,2.1899619738316998e-22,1.9222632023281616e-17,1.6108394840221619e-18,1.1621035917919303e-21,5.6807547914117771e-18,8.6904106816783499e-20,7.6941286024258331e-23,2.0961080684343464e-21,5.9053721151165191e-26,1.0122795089788431e-25,1.0042070020301838e-19,9.5921860276613134e-32,8.2423821668540216e-24,1.0093091352191239e-25,1.7456616431705267e-26,2.100291414643785e-18,7.5473842460034757e-23,6.5964369620818291e-22,1.0805538962923358e-19,8.0327340946057352e-34,2.722055086808183e-30,2.3424745379767805e-27,5.6810445651845998e-32,2.2509962915123826e-22,2.3648774503422156e-26,1.0512259771199728e-26,6.1775879638999934e-22,4.1270437010735282e-23,1.2628076961215994e-34,6.2808278825988462e-23,1.5305153806718755e-26,7.9784081076158028e-36,2.9159445449865593e-27,6.2157209944106104e-22,4.1359080854106885e-23,8.1042461518916176e-24,1.9228018997629052e-29,5.6239226232542423e-21,1.8182442591290116e-33,2.5236299654748879e-30,4.8966203668691409e-33,1.7851410548563922e-24,1.1867003953684807e-25,9.118743641049672e-29,1.5598035638004067e-28,7.2843413330503252e-39,2.7265251992001419e-40,2.6992538432442606e-44,1.0925882329696379e-36,3.8929625019627873e-33,8.8884377194241062e-26,1.3124392204313213e-35,9.2370465935107828e-44,4.0483340591259629e-53,8.471555094381758e-45,5.2058162921651689e-44,2.0231371736859237e-41,3.4276359474842682e-45,5.5745099016302678e-47,3.5923517877261325e-46,6.0735809644579854e-24,1.0243701669459326e-29,1.6151423799160206e-19,1.4292207696236437e-30,1.2203444563728538e-35,1.799484045454775e-21,1.9398798447893175e-52,7.6488566184451098e-53,3.8639679285213387e-50,1.110523749408316e-29,1.6430935228509374e-27,1.0256206543208154e-52,2.8697687394658791e-55,6.068612330706024e-55,1.7203019997688264e-62,9.4484223264418619e-34,1.0221221505743578e-59,9.0412912382574357e-26,1.5119933315816897e-22,9.6651777017735695e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999970937,9.9999999999995004e-05,0.10889010999999993,1.6467670371518224e-26,9.0245228028266792e-32
9.999999999999999e-10,0.0033846723178707935,2.7597014880280067e-15,2.7517531050156629e-15,2.6634584225392415e-15,2.6614256196669101e-15,1.1558768965559288e-17,1.0203627141128332e-16,2.1539682893763661e-17,1.4486694762933015e-17,4.1274588970153166e-17,6.5997588667643122e-18,1.4389576724684237e-17,1.3910606677115452e-17,2.2399864556316841e-20,2.8881020028212417e-21,3.4189117302789032e-17,5.5129043108592722e-18,7.9901475298143013e-21,1.201916815800576e-17,3.5475014369899473e-19,1.0263655038479794e-21,1.4327110725745953e-20,9.5349965127051076e-25,3.2726652904137851e-24,3.6971074265614629e-19,1.2650093781383226e-30,1.0516599038432226e-22,2.6571008503013568e-24,4.4482652547559783e-25,4.0085565739254327e-18,5.1083319445067533e-22,4.1375752930153954e-21,3.9755210128487657e-19,2.597360685908993e-32,1.6285937896224393e-28,3.5946903187112146e-26,3.9623328830062273e-30,1.6481017595259307e-21,2.8101305810402535e-25,2.5190624734510606e-25,3.8917082729620124e-21,5.0846447412404571e-22,1.4636551968187103e-32,4.2651411286498121e-22,3.4966184907291716e-25,1.8268321041538682e-33,7.1843228663420464e-26,3.9368374053981761e-21,5.1033663578352583e-22,1.0216106801544288e-22,1.3072647986009698e-28,2.0935281861841699e-20,4.7883867814532239e-32,1.326599165160777e-28,3.9170724472074516e-31,1.2287519980019963e-23,1.5910437971038612e-24,1.4802060615942366e-27,5.0695037344904827e-27,3.8292968900869965e-37,1.2478145175220241e-37,1.3242802916230745e-41,3.5515040390525962e-35,2.532203702888601e-31,1.2095528579554265e-24,1.5641914361298184e-33,1.1012099518499191e-41,6.3653249298834468e-51,1.0502618877758627e-42,6.4551231524743124e-42,1.955293846411579e-39,1.6595034935540734e-43,7.2281517925864969e-45,9.3186443367594905e-44,2.2711921484987318e-23,2.4783928209626171e-28,2.5654117694448017e-19,6.9133543291660865e-29,1.28457582938697e-33,6.9698626695799317e-21,5.0447189850190152e-50,1.9910496051316487e-50,2.0120360184322698e-47,7.5647321737026625e-29,2.2295226717341676e-26,4.3027419330512956e-50,2.4010254200770452e-52,5.0914981951285734e-52,1.4346664338138199e-59,3.5028075872947974e-33,1.7047671496544258e-56,7.2594705407493129e-25,1.1091894561213038e-21,3.5984851111230187e-35,0.88130563799999995,0.0,0.0,0.0,0.0098911899999944552,9.9999999999990464e-05,0.10889010999999983,2.0080840462058854e-25,6.636272374939213e-31
1.0485750000000002e-09,0.0033846723178707935,2.8934767813819447e-15,2.8849359757035415e-15,2.7923571156743917e-15,2.7901730738290941e-15,1.2421018537235777e-17,1.0702129300903421e-16,2.314571899446802e-17,1.5567671920895542e-17,4.3121180344908941e-17,7.076063470128331e-18,1.5462744082953421e-17,1.4947795164239156e-17,2.4350042880748085e-20,3.1606440912215066e-21,3.5717343402248322e-17,5.9113437038622259e-18,8.6873583150765062e-21,1.2666382821641828e-17,3.8209987187870286e-19,1.1233111020989996e-21,1.557601700764053e-20,1.0448314228545279e-24,3.5965003942831053e-24,3.9720791807948093e-19,1.3843847708228465e-30,1.150628489296291e-22,2.9181110700747545e-24,4.8846521798937663e-25,4.203409311000322e-18,5.5528768806961264e-22,4.492706490428356e-21,4.2711257738847886e-19,2.8543746727699272e-32,1.7921098278061625e-28,3.9378247551533051e-26,4.3611253322234873e-30,1.7934043442418228e-21,3.0729249565544686e-25,2.7655495979652655e-25,4.2260108794169265e-21,5.5616960379840661e-22,1.6118194100041358e-32,4.6365207396430832e-22,3.8380297297021598e-25,2.0125550469480474e-33,7.8881385758250648e-26,4.2753587664643401e-21,5.5822388025802345e-22,1.1176519933416243e-22,1.4211157494136324e-28,2.2498723001802961e-20,5.2587623365050571e-32,1.4594811784586177e-28,4.3120443331552746e-31,1.3359916690410102e-23,1.7413877130233717e-24,1.6220385944833959e-27,5.5712230444351688e-27,4.2128679247937381e-37,1.374950309957971e-37,1.459226780178476e-41,3.9029913041795344e-35,2.7867916337050517e-31,1.323984188301612e-24,1.722570714515488e-33,1.2127111802645944e-41,7.0111537808920803e-51,1.1566389794466879e-42,7.1089393859334003e-42,2.152882854295167e-39,1.8254552502601109e-43,7.9605254194164858e-45,1.0266501897467748e-43,2.4410860531817484e-23,2.7210013962849652e-28,2.6624436680819231e-19,7.6046823917811464e-29,1.4144976280193163e-33,7.4978094393063865e-21,5.5578538542840851e-50,2.1935744286261288e-50,2.2170902367387282e-47,8.2237706574315079e-29,2.4404013674861011e-26,4.7410471594485809e-50,2.6459008192436096e-52,5.6107708279647753e-52,1.5809843993789149e-59,3.7640011369815927e-33,1.8787363594742123e-56,7.9084137256676658e-25,1.2070097179660181e-21,3.8672349951632623e-35,0.88130563799999995,0.0,0.0,0.0,0.0098911899999941863,9.9999999999990003e-05,0.10889010999999982,2.1963141590291351e-25,7.2217520887539367e-31
2.0971510000000003e-09,0.003384672317870813,5.7642444425779848e-15,5.7304405296263852e-15,5.5456594500925211e-15,5.5371013339631107e-15,4.939270790589575e-17,2.162699606322443e-16,9.1809793787599312e-17,6.2004183764976557e-17,7.6141586796784948e-17,2.4105650145993116e-17,6.1408717853473416e-17,5.9286146641012591e-17,1.69234878348381e-19,4.2075825302319421e-20,6.2865823140917043e-17,2.0248291127330267e-17,6.1750631112303726e-20,3.0298413833648533e-17,1.790716399572122e-18,1.5243767592665384e-20,1.0886154835392919e-19,1.5846051488259067e-23,1.0961055305886167e-22,1.5600648793170192e-18,1.8429517367438927e-29,1.4541274902282174e-21,7.7921252043443867e-23,1.2393377394981486e-23,8.3639249046121696e-18,3.824231797096446e-21,2.6877008047071986e-20,1.6749049098443272e-18,8.6999566478050221e-31,1.0826890506021765e-26,6.6095409181164751e-25,2.8760109480256603e-28,1.4231597868935342e-20,3.556552151521869e-24,6.5089083425951279e-24,2.5622340511041185e-20,6.5436957079786138e-21,1.5972014365470457e-30,3.2095911287374913e-21,7.9273553795506612e-24,3.9068073893690391e-31,1.8683619652803709e-24,2.6172716633211466e-20,6.5818407503175087e-21,1.374885194664478e-21,9.8094210494037686e-28,8.9544062367971397e-20,1.4044765501572347e-30,7.7988664429371977e-27,3.1186748120847872e-29,9.4688592685217679e-23,2.3744524615673787e-23,2.4722905349014753e-26,1.7063964222955257e-25,2.2512213230222793e-35,5.3412984592206877e-35,5.8806902527413997e-39,1.1955206713438282e-33,1.7112566699143979e-29,1.858358546147769e-23,2.0827787362506162e-31,1.4665170652822533e-39,1.2642227161740995e-48,1.2473708903641188e-40,7.667313345141666e-40,1.9933401831917768e-37,8.4590745193964174e-42,8.7865539850738055e-43,2.2682074224551121e-41,9.8523250355104352e-23,6.2757136725711747e-27,4.3262880985842117e-19,3.5180054566286337e-27,1.5154407924730762e-31,3.1882993704751712e-20,1.2294546023572417e-47,4.8547803346355304e-48,9.8187177855673505e-45,5.7018099536401334e-28,3.4002186461386372e-25,2.0187841475764778e-47,2.2410005388800453e-49,4.7785256040615488e-49,1.3424184141709803e-56,1.492809279881101e-32,3.19062388744953e-53,7.3559771534288533e-24,9.6149016343415947e-21,1.547318283391217e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999883732,9.9999999999979988e-05,0.10889010999999947,2.6286004776318639e-24,5.7789988659852061e-30
4.194303e-09,0.0033846723178708486,1.1438545308763934e-14,1.1306135122659882e-14,1.0938029323979209e-14,1.0905176854804821e-14,1.9528200382329782e-16,4.4117441326144476e-16,3.6129637833771554e-16,2.4590542274882968e-16,1.2623476802357907e-16,7.3979342463433774e-17,2.4216779906501297e-16,2.3323523240569601e-16,1.085193349802249e-18,4.9661651810686404e-19,1.0318163411980651e-16,6.2558321981815335e-17,4.0979316661890324e-19,7.8611518946956869e-17,9.0637603810040143e-18,1.8518308115780104e-19,6.9084360231173193e-19,2.0442751604404753e-22,2.8446686106986593e-21,6.0804467450245721e-18,2.1752167023044711e-28,1.6153767194625244e-20,1.8482465824479354e-21,2.7689450412351935e-22,1.6329412266317459e-17,2.3886575219389065e-20,1.321040267660295e-19,6.5061853070092882e-18,2.2579445097183525e-29,5.6207661485314319e-25,1.1094044212942965e-23,1.5647535568062867e-26,1.1207146113018519e-19,3.6254178996500701e-23,1.3526274210862026e-22,1.3074152927603746e-19,6.2901016455902358e-20,1.1661414362739502e-28,2.01755581127441e-20,1.2240657835962968e-22,5.4780778814674828e-29,3.6301626122151208e-23,1.3563501373121339e-19,6.3379064141106224e-20,1.4367072338018545e-20,6.1340238404779898e-27,3.5049140872389307e-19,3.331630803555426e-29,3.705601601650701e-25,1.7993965954007513e-27,6.1778456591175595e-22,2.8761134341717834e-22,3.1806800626703345e-25,4.4175161373030001e-24,1.0696682784984126e-33,1.4993830614912261e-32,1.6822475153311463e-36,3.09506883339414e-32,8.8873347474952686e-28,2.3752340408922073e-22,2.1655193710229054e-29,1.5248878204870569e-37,2.2057645065406573e-46,1.0304582297019022e-38,6.3342950574238365e-38,1.5111730528025009e-35,3.2112655582090163e-40,7.3447282375339095e-41,3.7958880394976483e-39,4.0089049458135524e-22,1.1814035016874286e-25,7.2677119124027426e-19,1.3310779215719448e-25,1.4438824510825764e-29,1.3760772872568077e-19,2.0588076085307032e-45,8.1316512231327298e-46,3.2916192094297102e-42,3.5869859592407763e-27,4.3111005536279036e-24,7.5958714574501599e-45,1.6681359606147681e-46,3.5962503887535838e-46,1.008757759226171e-53,5.8625146843868371e-32,4.7955435585622925e-50,7.3815212482041258e-23,7.6266696332457803e-20,6.1863537239961162e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999767471,9.9999999999959971e-05,0.10889010999999833,2.7784861785765179e-23,4.6214461266571283e-29
6.291455e-09,0.003384672317870884,1.7046393653485669e-14,1.6769061203147933e-14,1.6218701012613403e-14,1.6150863444736086e-14,4.1166361394175434e-16,6.7244714125061781e-16,7.5927391777776906e-16,5.1947315619699058e-16,1.6703429783665254e-16,1.3314193596313522e-16,5.0959713657423047e-16,4.9002365114292747e-16,2.7757706833404946e-18,1.5954235591961274e-18,1.3513117246157855e-16,1.1295803106029759e-16,1.0668539633815515e-18,1.385339466614227e-16,2.1832368207579877e-17,6.0255249390813399e-19,1.7442686710331062e-18,6.7513638305513531e-22,1.1876898380727219e-20,1.2742529010396625e-17,6.9880721709107448e-28,5.0914965256801655e-20,7.5352549962215705e-21,1.1105740734645047e-21,2.3869992922845393e-17,5.9990008404048428e-20,2.8845378085589703e-19,1.3602696546846366e-17,9.4273169536385081e-29,2.8625691323258578e-24,4.1633167798028613e-23,8.0379731825108574e-26,3.1760280828397143e-19,1.1081938438516972e-22,5.3083205266577659e-22,2.9389076393501644e-19,1.8292191120686516e-19,6.3689079491099323e-28,5.080774798711168e-20,4.1578215540537873e-22,3.4748427009815257e-28,1.3645034085928889e-22,3.0759170386415413e-19,1.8436082268194805e-19,4.3703637400658256e-20,1.5410096071194905e-26,7.3089702083581708e-19,1.3583227418850509e-28,1.8492174069450107e-24,9.3342004639037631e-27,1.5868488456709845e-21,9.3159983905604339e-22,1.0457944675019316e-24,1.838030985046287e-23,5.3380057263231915e-33,1.097635391742656e-31,1.2346299638414995e-35,1.2877990675614554e-31,4.5153817113085759e-27,7.9011745194272082e-22,1.3088133350234588e-28,9.2163408950018453e-37,1.5003188677163769e-45,5.815096637216874e-38,3.5746062081743585e-37,8.4007673863642919e-35,1.48585824600068e-39,4.1529626145957778e-40,2.5127724350992953e-38,8.6176477042472492e-22,4.3937630872563857e-25,1.0086943340226235e-18,6.1506575187302768e-25,8.5760047655447903e-29,3.031797824287127e-19,1.3629980037668972e-44,5.3836102293765231e-45,2.5018983323769497e-41,9.0349840308627888e-27,1.431354632505349e-23,5.9364759099313577e-44,1.4651543513478901e-45,3.1664559165155447e-45,8.8804817885801456e-53,1.2291918250412674e-31,4.6984466093815522e-49,2.3389916260725814e-22,2.1701126489488867e-19,1.3134707012673568e-33,0.88130563799999995,0.0,0.0,0.0,0.009891189999965121,9.9999999999939954e-05,0.10889010999999678,8.6101963345062066e-23,1.3206592844044335e-28
8.388607e-09,0.003384672317870918,2.2588567299307744e-14,2.21217079227001e-14,2.1390169371009225e-14,2.127747639684412e-14,6.9711808739375535e-16,9.1007129167097895e-16,1.282206432626331e-15,8.8136255302031946e-16,2.0241876635035444e-16,1.9778022010728157e-16,8.6155299673282776e-16,8.2729990804341479e-16,5.3505255554790683e-18,3.6087267953289155e-18,1.6207575661541946e-16,1.6814520181805059e-16,2.0861123046231509e-18,2.0876590863854752e-16,4.1007279726315244e-17,1.3772741666851804e-18,3.3111704234479893e-18,1.5567333111045771e-21,3.2702407871251301e-20,2.151067155245654e-17,1.5806488221130073e-27,1.1402175773258901e-19,2.0398174274439109e-20,2.9775616949894097e-21,3.0972804816732464e-17,1.1361653211988946e-19,4.8423109898705359e-19,2.2913615590026738e-17,2.5957743854902531e-28,9.1950660452621398e-24,1.0744492766496733e-22,2.5965811146019037e-25,6.6456097473028148e-19,2.4267011076864178e-22,1.4002791183973201e-21,5.0815179485726004e-19,3.8020442637954054e-19,2.1494749968410629e-27,9.6402236159177339e-20,9.6134762796848782e-22,1.3219112865782102e-27,3.4459431505133282e-22,5.3573941596041161e-19,3.8313515457517933e-19,9.4618142916545562e-20,2.9190498309632885e-26,1.2231979661260571e-18,3.6770644559377228e-28,5.8514120732256592e-24,3.0321244794642058e-26,3.0607031508362796e-21,2.1175418126831626e-21,2.3981910424073815e-24,5.0397829296287903e-23,1.6890876194318378e-32,4.702895538551657e-31,5.299661517133652e-35,3.5310919517942887e-31,1.4459501662124058e-26,1.8387700153663452e-21,4.817352227545087e-28,3.3922872980205707e-36,6.9110166145189042e-45,2.0151650536206772e-37,1.2387514228171035e-36,2.8814876583261786e-34,4.408739825172786e-39,1.4410877421505032e-39,9.9139357317043462e-38,1.4854990906292849e-21,1.1009408025549049e-24,1.2837158047952518e-18,1.8227029694834362e-24,3.1149012467833328e-28,5.3026689374074644e-19,5.377942744863354e-44,2.124249094142297e-44,1.1075017776671496e-40,1.7144921905924969e-26,3.3294338214877098e-23,3.0425998278906826e-43,8.1061004314684697e-45,1.7552025340496291e-44,4.9220534099833745e-52,2.0701518078389256e-31,2.8081877257840624e-48,5.3458150889477861e-22,4.557161857151373e-19,2.2379711554137043e-33,0.88130563799999995,0.0,0.0,0.0,0.0098911899999534949,9.9999999999919936e-05,0.10889010999999482,1.9043687940162598e-22,2.7834476888773131e-28
9.999999999999999e-09,0.0033846723178709817,2.6812655813404356e-14,2.6177619299634686e-14,2.530745040111815e-14,2.5155591836009151e-14,9.5219739667071929e-16,1.0960233052855775e-15,1.7480428268841619e-15,1.2054405243687961e-15,2.2814388634520115e-16,2.4896080881401839e-16,1.1754505729512301e-15,1.1276467553649942e-15,7.8563681792387991e-18,5.8236760366789339e-18,1.8138435963945623e-16,2.1186267395089856e-16,3.0918500830444323e-18,2.6740687241504388e-16,5.9684461818470056e-17,2.2390243954472809e-18,4.8001346080216231e-18,2.5424831015247957e-21,6.0354558732684817e-20,2.9350500275530891e-17,2.5508128674434263e-27,1.8359976897169783e-19,3.7206091966688845e-20,5.4117041667475831e-21,3.6212219541024919e-17,1.6468546340738544e-19,6.4854739576352906e-19,3.1218820691208617e-17,4.7906954303304921e-28,1.9106699597574484e-23,1.9160460832789442e-22,5.4162300402482869e-25,1.0291731264380791e-18,3.8491672872402573e-22,2.514661754651238e-21,6.9548779962426272e-19,5.7838082778554925e-19,4.6316085712532416e-27,1.3986595741887926e-19,1.5545018685910665e-21,3.1608721500872278e-27,5.9548847731285624e-22,7.3657573697113726e-19,5.826180066351073e-19,1.4833774992367501e-19,4.231462027717082e-26,1.6559440437042008e-18,6.7069780561925849e-28,1.2018652141320473e-23,6.3421526675996579e-26,4.4888383002641368e-21,3.4244712805963232e-21,3.8964298380517789e-24,9.2602285899999676e-23,3.4693454649949759e-32,1.2615395761498367e-30,1.4238940690792425e-34,6.4881373886945067e-31,2.9934158019624821e-26,3.027162431103554e-21,1.1245427908345008e-27,7.9188620134569562e-36,2.4252183505413002e-44,4.4402298992425818e-37,2.7294844855323787e-36,6.3021334707107033e-34,8.5736367216638121e-39,3.1783446533157139e-39,2.4561797999891312e-37,2.0543691694337656e-21,1.8928801217836234e-24,1.4920313140618046e-18,3.5405024857271515e-24,7.1891192933649691e-28,7.3804550833975273e-19,1.3324554017409987e-43,5.2632096126871848e-44,3.0750625563134119e-40,2.4876245638635185e-26,5.4842788732985154e-23,1.204566321119899e-42,3.4787353987906619e-44,7.5489586449883846e-44,2.1167190892950501e-51,2.8159504947789255e-31,1.3089796998561541e-47,8.7837072839602725e-22,7.076221291576467e-19,3.0691860309260973e-33,0.88130563799999995,0.0,0.0,0.0,0.0098911899999445576,9.9999999999904581e-05,0.10889010999999309,3.0397553899611831e-22,4.3330438958454812e-28
1.2582911e-08,0.0033846723178709817,3.3521176241874954e-14,3.2575687744859637e-14,3.1484362638959706e-14,3.1261204972950378e-14,1.425864470370135e-15,1.4001930221767998e-15,2.6108114573799713e-15,1.8083207618775426e-15,2.6672603836688159e-16,3.3374374714407295e-16,1.7573938950823891e-15,1.6837519298223933e-15,1.2829232245400047e-17,1.0584991102323829e-17,2.0980553830348828e-16,2.8431829230672954e-16,5.1074378288158657e-18,3.6988098564967106e-16,9.6771628773277814e-17,4.103412009663793e-18,7.7034701227937725e-18,4.6815521822470195e-21,1.2579891572188988e-19,4.3915925785778752e-17,4.6363038683339044e-27,3.3335728909496835e-19,7.6700586118918277e-20,1.1125542499310661e-20,4.4214963793154156e-17,2.6442585041626991e-19,9.3710516154239448e-19,4.661780182109072e-17,9.9854242047602567e-28,4.4141660781403291e-23,3.8740181036130707e-22,1.2550230479329193e-24,1.7913071098503543e-18,6.871362570377771e-22,5.1100346897201504e-21,1.0369285903441667e-18,9.8050011873346427e-19,1.1003039924986495e-26,2.2481696037345082e-19,2.8206318541228781e-21,8.0850027506145743e-27,1.1625498168882795e-21,1.104786979266975e-18,9.8712179938265117e-19,2.609099335486524e-19,6.7948121633777686e-26,2.448352178383432e-18,1.3826559719810925e-27,2.7509638887470952e-23,1.4725041373697046e-25,7.3140066185185485e-21,6.2366771753710936e-21,7.1302404855368021e-24,1.9216398968878003e-22,7.9410311118745975e-32,3.4620693042003462e-30,3.9111035401866475e-34,1.3463914997790519e-30,6.8940288417166923e-26,5.6257109449484159e-21,2.8315006423299956e-27,1.9939082403463336e-35,7.5948712598892848e-44,1.0726671813641077e-36,6.5938846316197002e-36,1.5142673151794065e-33,1.8728518321027125e-38,7.6835301713140639e-39,6.4286007712790421e-37,3.1286647571287312e-21,3.6764324329121509e-24,1.820496856870256e-18,7.725923870193522e-24,1.7961384717613894e-27,1.131447365488757e-18,3.4875696034044192e-43,1.3776099342539925e-43,8.6015959366052536e-40,3.9987890445531951e-26,1.0200793565538697e-22,3.9386749383628663e-42,1.1667375688880686e-43,2.5335233722332095e-43,7.1037605512769085e-51,4.192008055488703e-31,4.4952169807621065e-47,1.6338384064521343e-21,1.2355695708348799e-18,4.6206375016137594e-33,0.88130563799999995,0.0,0.0,0.0,0.0098911899999302375,9.9999999999879943e-05,0.10889010999998996,5.4646358125942565e-22,7.5885090128925754e-28
1.6777215e-08,0.0033846723178710433,4.4218674950728214e-14,4.2644015260177388e-14,4.1196990807097731e-14,4.0833395969541609e-14,2.3973054818966649e-15,1.9135919515470206e-15,4.371154319867234e-15,3.0491396602437069e-15,3.2475220969328112e-16,4.7637925469789891e-16,2.9469958213110382e-15,2.8177206816026059e-15,2.4186937982607825e-17,2.3019564371118047e-17,2.5141801198597697e-16,4.0618335294982674e-16,9.795560781250556e-18,5.5985702951134103e-16,1.8206530483462574e-16,9.0358627529767503e-18,1.4082377898110731e-17,1.0366726075531772e-20,3.3254260784692051e-19,7.3888505366321257e-17,1.0082738415681457e-26,7.2932753466590786e-19,1.9963467291747249e-19,2.8983534190801965e-20,5.6061750356870688e-17,4.8501544190344256e-19,1.4599211241413287e-18,7.8182372596325524e-17,2.6396012239797372e-27,1.3567032643933111e-22,9.9351333764867731e-22,3.8722597234693851e-24,3.7046824574680559e-18,1.4646642384931014e-21,1.3076991575754603e-20,1.7057362094816421e-18,1.9176096701768613e-18,3.5139331269006456e-26,4.1286128032523682e-19,6.0234005903301324e-21,2.8907388264513585e-26,2.7831793385368643e-21,1.8333102615712434e-18,1.9279756555923377e-18,5.4162005800229934e-19,1.2464422079770841e-25,4.0282245755400679e-18,3.5987745073251348e-27,8.3419518166146362e-23,4.5498555054515215e-25,1.3710264680603384e-20,1.357956308216056e-20,1.5613747994030228e-23,5.0392240373493407e-22,2.4080193650856355e-31,1.3889311862358545e-29,1.5711681517841559e-33,3.5307281623790768e-30,2.1064334042954453e-25,1.2648103819536976e-20,9.9222680275035602e-27,6.9871779200375632e-35,3.0639168822911928e-43,3.5126383552336616e-36,2.1592919141762291e-35,4.9229970941594586e-33,5.2816169705842252e-38,2.5184287488302332e-38,2.3872309654738293e-36,5.4067868102837574e-21,8.7409018657251498e-24,2.3375855198370903e-18,2.1749615262359172e-23,6.2201948879463032e-27,1.9645530764583319e-18,1.2951515817461005e-42,5.1160130533251882e-43,3.5679520319664213e-39,7.3440133745681426e-26,2.2995180663456487e-22,1.8500285844821723e-41,6.1888522840353216e-43,1.347979103912706e-42,3.7791125848259138e-50,6.9755175613551321e-31,2.6424761483263807e-46,3.7188652094311305e-21,2.5683971249853304e-18,7.8323089921994087e-33,0.88130563799999995,0.0,0.0,0.0,0.00989118999990698,9.9999999999839949e-05,0.10889010999998372,1.1763722014969323e-21,1.584555061437258e-27
