Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409)
5.9632017562837755e-06,0.0017956985090814388,4.4067480776161009e-13,2.0996621441159329e-13,2.7112154130668895e-13,3.144316205464317e-13,8.4806128915410097e-12,1.4158883397021715e-11,3.9897046072501449e-12,4.5358012624729814e-12,4.4663098741330467e-13,2.8718235062684726e-12,2.0611644864486824e-12,2.8412772525835466e-12,8.7177607933297143e-14,5.5152885951758316e-13,2.0781018960589234e-13,1.6090578163841491e-12,2.9118592362889131e-14,1.1043941290718545e-13,2.757753067070348e-12,1.7299650153924061e-13,1.6539791309007022e-14,1.9238921043453639e-16,3.7758894940858776e-12,3.2711002575294271e-12,1.9531785764705424e-22,2.8516758893803351e-13,2.248677213573002e-12,1.0204247038558031e-11,1.13760495777337e-13,1.3332317219091071e-12,6.6154704992343364e-15,2.202508839194613e-12,2.0860908693618074e-20,5.9336528145077106e-13,1.1794262432850989e-12,3.7933290131834008e-14,1.6441098059453155e-12,5.9446520024777317e-16,2.8001130056367011e-12,4.5793940059341137e-14,3.545093308403342e-13,5.4780955192031138e-16,7.6302734686288705e-13,1.4726199282004153e-15,7.5993895138690029e-15,2.8221039766794233e-13,3.1597854177803613e-14,2.0341450567841975e-13,3.7568406312959264e-12,2.4913986102985569e-19,9.3940921459605092e-13,2.8439876710178583e-20,2.9708363822702563e-13,3.9602910964375358e-15,1.0664396157982022e-14,7.4727179142302843e-14,8.3267223074233413e-17,9.1927278305897389e-13,6.3671835607103113e-22,2.6243008847336245e-15,2.2556915976016358e-19,4.5026946811132679e-21,9.1174099345607364e-14,7.5811623639326151e-15,2.90051489749264e-14,3.4134754973320873e-22,1.6697159918269228e-26,8.706584836297313e-23,6.1590139738435493e-22,1.3327115595723264e-19,1.3067672925598067e-26,1.2638197232633522e-24,2.0300644125994218e-20,1.5306656524005731e-14,5.9316883342981768e-18,2.7019392635174762e-17,6.3803868354799604e-15,1.4548122228691678e-14,2.2745217328403039e-12,8.3493844830028317e-27,3.3458598635265261e-27,4.4794164135410381e-21,9.8769500022621714e-20,8.4948150807031097e-14,1.1074992238074027e-23,2.3927346971163454e-23,1.712448168236552e-22,3.482577110840735e-30,7.0070612202539253e-25,5.6709941220323114e-24,1.2132605697310045e-14,1.8187599714741851e-12,5.4622878705191076e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911899646446436,9.9999999923728076e-05,0.10889010993763509,8.1451270953631456e-16,9.0839286765785558e-26,1.8505984294455837e-27,2.8787594353374776e-21,4.8226436063913589e-15,2.2078825362532268e-21,2.2092401460289337e-22,7.1262378699103069e-23
6.4298825497315165e-06,0.0017956985090807995,4.6106724638158565e-13,2.1534538815338443e-13,2.8424227334870764e-13,3.2698445388455454e-13,9.5645941773711299e-12,1.6246043367540537e-11,4.1682890157366843e-12,4.7765094039326241e-12,4.9512566282319089e-13,3.1846442281214828e-12,2.117987811578826e-12,2.9984678001362532e-12,9.2059383562827875e-14,5.8247568451208821e-13,2.2962008745246012e-13,1.7785830595411265e-12,2.9930201097744808e-14,1.2667672826985975e-13,3.1864908093270888e-12,1.778251859929566e-13,1.7280682080781664e-14,1.9775928058587498e-16,4.1735050540436603e-12,3.8302453386661174e-12,2.0627733411836725e-22,3.1407282490661397e-13,2.5406727060954465e-12,1.2191107145691458e-11,1.2578989124796984e-13,1.5947085786159245e-12,7.3131866543739606e-15,2.5698495585993092e-12,2.3057641954962033e-20,7.2281986667038238e-13,1.4408534181966408e-12,4.6209445924177768e-14,1.7865707560031629e-12,6.4598926507229329e-16,3.3434030842346018e-12,5.0960256096470617e-14,3.9465194948382825e-13,6.6787375077320691e-16,9.0880024748406682e-13,1.6394958243371544e-15,9.2749900981620729e-15,3.4183257234565899e-13,3.5025695685688377e-14,2.2554823533774715e-13,4.5469538770738023e-12,2.9800184511116109e-19,1.054264955693553e-12,3.2132854996086245e-20,3.6280523825748244e-13,4.8365130143556888e-15,1.1997524904043032e-14,8.41017434664442e-14,9.3713535135805403e-17,1.1228824231348892e-12,7.7757481497831722e-22,3.4769060126366921e-15,2.9885459695654117e-19,5.4999961088542246e-21,1.2158270142409686e-13,8.2863249877949389e-15,3.8327984463016786e-14,4.5106348857400418e-22,2.5319882708075449e-26,1.4008347107082571e-22,9.9094659685838586e-22,2.1521533553135405e-19,2.1098951048806089e-26,2.0334127154582627e-24,3.4764220109708697e-20,1.8924056296753116e-14,6.4837149806953804e-18,2.9513508116378651e-17,7.6201263385718298e-15,1.9271829453430305e-14,2.7467297637946599e-12,1.4298062383692626e-26,5.7296816911357695e-27,8.2746230321908839e-21,1.1763897112781642e-19,1.0981159873544678e-13,1.7012815183813243e-23,3.7061312959201504e-23,2.8365957529257314e-22,5.7687354767108758e-30,9.5128307936535183e-25,1.013847433131697e-23,1.4351762164729245e-14,1.9903831563177543e-12,6.7118829324245098e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911899599706567,9.9999999916864588e-05,0.108890109929886,8.9139660692745291e-16,1.1162047672555325e-25,2.27395751636721e-27,3.7517637287017011e-21,5.7913159341112057e-15,3.188304337542967e-21,3.1902715766674622e-22,1.0290765332874326e-22
6.8965633431792574e-06,0.0017956985090803,4.8099511191019354e-13,2.2079051726001298e-13,2.9732924403565087e-13,3.3916217300779707e-13,1.0700842771174506e-11,1.8467619402915144e-11,4.3400932665008333e-12,5.0105800493529625e-12,5.4406115302434727e-13,3.5003309455738777e-12,2.1741716545708756e-12,3.1542357330475651e-12,9.6894486911865744e-14,6.1312403804268372e-13,2.5157323275883631e-13,1.9492358984110316e-12,3.0730360415528699e-14,1.439351779643977e-13,3.64401762313334e-12,1.8258398879016699e-13,1.7993407535544131e-14,2.0305160939154078e-16,4.5732816927487702e-12,4.4347633370537586e-12,2.1713111021533939e-22,3.4323250380213924e-13,2.8435397909031484e-12,1.4370477250723822e-11,1.3793248143256028e-13,1.8796987097597823e-12,8.0155599523784673e-15,2.966653826412788e-12,2.5266314672801513e-20,8.673218740217055e-13,1.7336912821474168e-12,5.5447624685057916e-14,1.9247424155053309e-12,6.9596213421224989e-16,3.9336937785221667e-12,5.6178447532691556e-14,4.3520129575786466e-13,8.0195503030433675e-16,1.0671773954588986e-12,1.8080655924471998e-15,1.1147325865181199e-14,4.0778687340644825e-13,3.8478701796566326e-14,2.4784600505302201e-13,5.4205633122260336e-12,3.5125774013335572e-19,1.1707638828015919e-12,3.5963330458244882e-20,4.3628374162209729e-13,5.8161658587835512e-15,1.335071224513271e-14,9.3618452895041644e-14,1.043182560352089e-16,1.3479323247178264e-12,9.3505609645602982e-22,4.5090849084321439e-15,3.8757536872025952e-19,6.60231419401826e-21,1.5838760414883909e-13,8.9838671596712275e-15,4.95945595738385e-14,5.8365435898122611e-22,3.7248701083063756e-26,2.1762433890140674e-22,1.5394685581031557e-21,3.354118767804474e-19,3.2878677708688306e-26,3.1589831985008966e-24,5.7198362860994676e-20,2.3054114063299579e-14,7.0297737356112721e-18,3.2023915595133718e-17,8.9694441402885836e-15,2.4993759934866851e-14,3.2683797998567642e-12,2.3524930122598906e-26,9.4271771607645719e-27,1.4618835011651761e-20,1.3813999097782619e-19,1.3920534159007593e-13,2.5315242087669321e-23,5.5542643229891976e-23,4.5270670140871822e-22,9.2066151290249213e-30,1.2797539887038152e-24,1.7376619284745037e-23,1.6757136183401929e-14,2.1593298151328865e-12,8.1477307179959456e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911899550056179,9.9999999909960728e-05,0.10889010992171121,9.6708184558211209e-16,1.354991459618851e-25,2.7604191494298991e-27,4.8175616719013064e-21,6.8514476908228933e-15,4.4763653191307867e-21,4.4791354988741024e-22,1.4448291171192113e-22
7.3632441366269984e-06,0.0017956985090799439,5.0051344781245203e-13,2.2633871698866309e-13,3.1039810184430145e-13,3.5103419468919898e-13,1.188876958548808e-11,2.0823759617083009e-11,4.5063340609537633e-12,5.2388045411600186e-12,5.9335127054742441e-13,3.8183220162694004e-12,2.2304422322547807e-12,3.309014056947743e-12,1.0169594284771771e-13,6.4355601831833265e-13,2.7363184642926423e-13,2.1207188024820386e-12,3.1529140381727491e-14,1.6219150860499093e-13,4.1296811767177759e-12,1.873325778488544e-13,1.8683021200639622e-14,2.0833255122781115e-16,4.9750342346417486e-12,5.0846651327880226e-12,2.279082601124356e-22,3.7261455501029064e-13,3.1567952554980249e-12,1.67439531455254e-11,1.5016972984796224e-13,2.187769781909709e-12,8.7213614190213478e-15,3.3929908441875429e-12,2.748590379516087e-20,1.0272968835829362e-12,2.0589759807560674e-12,6.5675035557250594e-14,2.0586666660780124e-12,7.4439885692583966e-16,4.5700102163011703e-12,6.1437985618494053e-14,4.7607455219429076e-13,9.5045131478107616e-16,1.2378865951958024e-12,1.9779841038081877e-15,1.322200879903591e-14,4.8012489323807514e-13,4.1950225921082807e-14,2.7026448404719804e-13,6.3783337106248668e-12,4.0882675627773518e-19,1.2885970560331473e-12,3.9925191723560378e-20,5.1772010167907142e-13,6.9019295844237322e-15,1.4720140717570491e-14,1.0325020630529885e-13,1.1505118326237549e-16,1.594166965212101e-12,1.1095928896330284e-21,5.7410409937980479e-15,4.9346808100840026e-19,7.8083973600985397e-21,2.0222440130351771e-13,9.6746926926084701e-15,6.3021454841078318e-14,7.4166899257734109e-22,5.3362582183245443e-26,3.2798033940959671e-22,2.3201238668129003e-21,5.0691698890921797e-19,4.9686212958303441e-26,4.7608968352558019e-24,9.0894244931480704e-20,2.7728781305913479e-14,7.5705702123711375e-18,3.454880670972754e-17,1.042723756342019e-14,3.1826643542511793e-14,3.8399021652969911e-12,3.738360427691847e-26,1.4980783011715629e-26,2.4833069107953013e-20,1.6023732540371229e-19,1.735006032869833e-13,3.66453455722206e-23,8.0912786284968181e-23,6.9959292669791623e-22,1.4227492895713578e-29,1.7082999822913604e-24,2.8704229729407432e-23,1.9345311658346951e-14,2.3253993955776637e-12,9.7807962726444261e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911899497486216,9.9999999903038612e-05,0.10889010991310932,1.0414784429643872e-15,1.6265792583276587e-25,3.3137039358393154e-27,6.1038777374552644e-21,8.0016491689169322e-15,6.133845587700424e-21,6.1376512638513654e-22,1.979823460019792e-22
7.82992493007474e-06,0.0017956985090797337,5.1966479295486665e-13,2.3201681586601933e-13,3.2345946554017704e-13,3.6266007941315729e-13,1.3127902659166216e-11,2.3314762056570485e-11,4.6680435202377944e-12,5.4618736792289905e-12,6.4293249101629186e-13,4.1382023997858556e-12,2.2873433912761899e-12,3.4631278395802437e-12,1.0647519667650766e-13,6.7384561470338215e-13,2.957684640072881e-13,2.2928151166294007e-12,3.2335194269872268e-14,1.8142324317007097e-13,4.642844893807207e-12,1.9212311702754089e-13,1.9353809690450961e-14,2.1366012802517429e-16,5.3787323774440992e-12,5.7799614684986807e-12,2.386349863263459e-22,4.0220087187927307e-13,3.4800147083763198e-12,1.9312981854882983e-11,1.6248914131524047e-13,2.5184593560555007e-12,9.4296957419575632e-15,3.8489171629352017e-12,2.9716241908860243e-20,1.2031539974778391e-12,2.4177127570997762e-12,7.6917834129457679e-14,2.1884743118320831e-12,7.9134666815186332e-16,5.2513751499331488e-12,6.6731111988297695e-14,5.172107104190038e-13,1.1137450125298471e-15,1.4206410579644531e-12,2.1489971334780961e-15,1.5504430095502377e-14,5.5888825468102988e-13,4.5435372294900485e-14,2.9277172246178792e-13,7.4208002293520001e-12,4.7062247789701359e-19,1.4075277823581135e-12,4.4013071350522937e-20,6.0729962869654458e-13,8.0962755145531867e-15,1.6102874477507211e-14,1.1297615021083829e-13,1.2588907677667113e-16,1.8612761618625969e-12,1.3015823569088745e-21,7.1935265684068558e-15,6.183165194420169e-19,9.1167262993588251e-21,2.537195548717617e-13,1.0360067123204623e-14,7.8831083028480142e-14,9.2772485768169198e-22,7.4723614505866027e-26,4.814293926226084e-22,3.4056182477839922e-21,7.4592824484970779e-19,7.3108735387932204e-26,6.9883487983265133e-24,1.4017595687161627e-19,3.2980057794633289e-14,8.1070937377038665e-18,3.7087076155808472e-17,1.199258962913547e-14,3.9885894356513849e-14,4.4616556264788787e-12,5.7652527319606344e-26,2.3103177101519562e-26,4.0811241315540713e-20,1.8389385123235754e-19,2.1306005771307898e-13,5.1791373754589633e-23,1.1499556721984805e-22,1.0514043277175738e-21,2.1382212529425559e-29,2.2649914645088364e-24,4.5954238509346565e-23,2.2112705511682133e-14,2.4884840586221876e-12,1.1629282586472897e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911899441988058,9.999999989612002e-05,0.10889010990407881,1.1145379801715009e-15,1.93399114385613e-25,3.9399703595589524e-27,7.6405100442269578e-21,9.2403707623058008e-15,8.2288327425310754e-21,8.2339496849369169e-22,2.6560374266531452e-22
8.29660572352248e-06,0.001795698509079672,5.3848558351535733e-13,2.3784240475508652e-13,3.36520503487377e-13,3.7408910116190529e-13,1.4417883800701267e-11,2.5941069998663441e-11,4.8260721961519997e-12,5.6803749009391036e-12,6.9276403908146601e-13,4.45970461853403e-12,2.3452447320830512e-12,3.6168043096706087e-12,1.1124109572871299e-13,7.0405082361257606e-13,3.1796566127055756e-13,2.4653869028527893e-12,3.3155386341242495e-14,2.0160870418345913e-13,5.1828892785625659e-12,1.969976722644876e-13,2.0009305453032658e-14,2.1908113927512158e-16,5.7844956041079515e-12,6.5206634878221467e-12,2.4933182764720213e-22,4.3198458550803581e-13,3.812831832626097e-12,2.2078871749668083e-11,1.7488365747508021e-13,2.8712757815169669e-12,1.0139992352517321e-14,4.3344770499314384e-12,3.1957989129230877e-20,1.3952865981490718e-12,2.8108773271325204e-12,8.9201170917914768e-14,2.3143829554003566e-12,8.36884219853577e-16,5.9768113661276133e-12,7.2052731394026556e-14,5.5856963694860345e-13,1.2922037276859441e-15,1.6151400123570259e-12,2.3209373892837063e-15,1.7999770247939307e-14,6.4410889845940099e-13,4.8930944783945141e-14,3.1534681580577304e-13,8.5483721546829872e-12,5.3655303055948965e-19,1.5273929446951858e-12,4.8222336389196277e-20,7.0519234004889292e-13,9.4014710112537634e-15,1.749685778396654e-14,1.2278164870665755e-13,1.3681562528493126e-16,2.1488957183126517e-12,1.5113888845048024e-21,8.887840989984937e-15,7.6395149286305572e-19,1.0525517139742061e-20,3.1349054414193727e-13,1.1041608332016393e-14,9.7251670626677734e-14,1.1445078415554187e-21,1.0259438408172926e-25,6.9036832163857352e-22,4.8836464880166426e-21,1.0719920469830067e-18,1.050615714332334e-25,1.0021292591071834e-23,2.1045849504081075e-19,3.8840005686381822e-14,8.6406099977890399e-18,3.9638311087970833e-17,1.3664771176149569e-14,4.9289591391433622e-14,5.1339290929375481e-12,8.6558817256080185e-26,3.4686835705951479e-26,6.5066946062796266e-20,2.0907063530735705e-19,2.5823795429853169e-13,7.167868147495205e-23,1.5992400838100898e-22,1.5414686247891973e-21,3.1348552701243414e-29,2.984165829526242e-24,7.1511503606890866e-23,2.5055565156681621e-14,2.648564839113508e-12,1.3713887117736427e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911899383553499,9.9999999889226527e-05,0.10889010989461798,1.1862518816271234e-15,2.2806644303761311e-25,4.6462209945009985e-27,9.4593585725542497e-21,1.05658949141657e-14,1.0835728597887971e-20,1.0842479812749052e-21,3.497487053427896e-22
8.763286516970221e-06,0.001795698509079761,5.5702213745329712e-13,2.4382940429601208e-13,3.4959066342893691e-13,3.8536241517530129e-13,1.5758436692729029e-11,2.8703250241821037e-11,4.9811479031746623e-12,5.8948214654888355e-12,7.4282073794721288e-13,4.7826637599598256e-12,2.4044273365956902e-12,3.770240951462917e-12,1.1599810681651447e-13,7.3419816844390914e-13,3.4021245117358094e-13,2.6383467225186344e-12,3.3993034710362712e-14,2.2272726989273953e-13,5.7492224272984552e-12,2.0197543981200084e-13,2.0652531601297365e-14,2.2461692585261798e-16,6.1925271530655685e-12,7.3067968587573475e-12,2.6000817704357456e-22,4.6195744392344289e-13,4.1549187882993331e-12,2.5042907728550698e-11,1.8734777806744209e-13,3.2457244890116897e-12,1.0851889047616815e-14,4.8497126089309562e-12,3.421226830117446e-20,1.6040768780746222e-12,3.2394263520057138e-12,1.0254948098562563e-13,2.4366454020117415e-12,8.8110290983157507e-16,6.7453817631551096e-12,7.7399361718278111e-14,6.0012366349210941e-13,1.4861845188752177e-15,1.8210827835900357e-12,2.4936893335829461e-15,2.0713059518367186e-14,7.3581457449932136e-13,5.2434840787852201e-14,3.3797596805430363e-13,9.7614046249675455e-12,6.0652599442393537e-19,1.6480783957826163e-12,5.2548840522593162e-20,8.1155608092488943e-13,1.0819621100646148e-14,1.8900626747401331e-14,1.3265625303215907e-13,1.4781918363314308e-16,2.4566411112683472e-12,1.7393507708569789e-21,1.0845792011514246e-14,9.3224750997837984e-19,1.2032886445702811e-20,3.8214339309271202e-13,1.1721061573862368e-14,1.1851685087422717e-13,1.3947674608630253e-21,1.3835354509740888e-25,9.6970882805819151e-22,6.8596935577453014e-21,1.5086912546791777e-18,1.4785557524668346e-25,1.4076189153420086e-23,3.0860540740691887e-19,4.5340806168348016e-14,9.1724846887624694e-18,4.2202564978058266e-17,1.5443319969516922e-14,6.0158069259842483e-14,5.8569819626733051e-12,1.2692536280204399e-25,5.0862979199341258e-26,1.0105526643791997e-19,2.3572875697692139e-19,3.093795559731605e-13,9.7368118994148554e-23,2.1818388480008771e-22,2.2110887186620579e-21,4.4966481498364681e-29,3.907606197681504e-24,1.0856830951556796e-22,2.8170154704520374e-14,2.8056731065296796e-12,1.6039067789506735e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911899322173605,9.9999999882379302e-05,0.10889010988472513,1.2566341394992539e-15,2.667353824382755e-25,5.4339933457857238e-27,1.1594630448730835e-20,1.1976459445202703e-14,1.4035428002173323e-20,1.4044188082239427e-21,4.5302845309960108e-22
9.229967310417962e-06,0.001795698509080004,5.7531440466984281e-13,2.4998624842406168e-13,3.6267780738113715e-13,3.9651429700874785e-13,1.7149368005686005e-11,3.1601983059182964e-11,5.1338661532090981e-12,6.1056691954630667e-12,7.9309284218187996e-13,5.1070153064057916e-12,2.46507682526074e-12,3.9235823533278206e-12,1.2074922103864106e-13,7.6430499909023728e-13,3.6250473170209745e-13,2.8116611300722279e-12,3.4849514087080914e-14,2.4475940293020742e-13,6.3412799262436553e-12,2.0706360396036511e-13,2.1285961473647712e-14,2.3027546360955179e-16,6.6031090614119687e-12,8.1384005706067311e-12,2.7067017878846656e-22,4.9211690244667661e-13,4.5059841453318766e-12,2.8206332660654396e-11,1.9987920798458843e-13,3.6413050901990644e-12,1.1565246391654143e-14,5.3946620452456057e-12,3.6480637613871424e-20,1.829896122255243e-12,3.704297699334581e-12,1.1698650200834211e-13,2.5555542110704408e-12,9.2410852919088372e-16,7.5561876574020877e-12,8.2769379873239224e-14,6.4185972836815879e-13,1.6960341827820151e-15,2.0381669410991237e-12,2.667198286084193e-15,2.3649182295156483e-14,8.3402818172577717e-13,5.5946129054408791e-14,3.6065299884767223e-13,1.106019003828769e-11,6.804478622333999e-19,1.7695193068781487e-12,5.6988897923451019e-20,9.2653651281448354e-13,1.2352668320542842e-14,2.0313349886662003e-14,1.4259402854859319e-13,1.5889313766315496e-16,2.7841039680049384e-12,1.9857802019410335e-21,1.3089704138688065e-14,1.1251234977319172e-18,1.3636833964662302e-20,4.6027306759127139e-13,1.2400318634380828e-14,1.4286575342857846e-13,1.6813179169663562e-21,1.8355262888937609e-25,1.3370099542587116e-21,9.4579716438501944e-21,2.0838323092255213e-18,2.0421546483165974e-25,1.9407929086435336e-23,4.429357579082452e-19,5.2514768351845325e-14,9.7041985409250479e-18,4.4780297467033816e-17,1.7328040260486269e-14,7.2613999667010634e-14,6.6310399307708287e-12,1.8217368771251508e-25,7.3002719877722915e-26,1.531624005910493e-19,2.6382906831025982e-19,3.6682130703711319e-13,1.3007215408570873e-22,2.9263689667603565e-22,3.1097248110999254e-21,6.3241860185521059e-29,5.0848432486747962e-24,1.6111901714558088e-22,3.1452744187864201e-14,2.9598913314053734e-12,1.8613344641765851e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911899257838921,9.9999999875598973e-05,0.10889010987439839,1.3257216549630731e-15,3.0954821300559866e-25,6.3061859821802498e-27,1.4082779180448004e-20,1.347024550547265e-14,1.7915191005441424e-20,1.7926390186415184e-21,5.7825966832875325e-22
9.696648103865703e-06,0.001795698509080402,5.9337895176899e-13,2.5631799684475017e-13,3.7578446395590148e-13,4.075774473456264e-13,1.8590540550338686e-11,3.4638023881985683e-11,5.2847527087678168e-12,6.3133720912381663e-12,8.4357531798934275e-13,5.4327236162827898e-12,2.5273409446985463e-12,4.0769328697487446e-12,1.2550158791915785e-13,7.9442082555067806e-13,3.8484148249781412e-13,2.9853208574489263e-12,3.5728972930172082e-14,2.6768687762610892e-13,6.958532283651715e-12,2.1228842731876073e-13,2.1911777756239771e-14,2.3608598182578414e-16,7.0165166911990965e-12,9.0155406670147023e-12,2.8133536630170792e-22,5.2247381962718493e-13,4.8657504168430356e-12,3.1570432157225771e-11,2.1247941864755806e-13,4.0575376112696108e-12,1.2280024718006584e-14,5.9693720590411665e-12,3.8764618378389627e-20,2.0731085527138073e-12,4.2064198044672669e-12,1.3253552009891531e-13,2.6713940979423336e-12,9.6600403712692005e-16,8.4084004089195635e-12,8.816207445462259e-14,6.8377220958344708e-13,1.9220929339871191e-15,2.2661023160969266e-12,2.8414408030672152e-15,2.6812930548218461e-14,9.3877336101902133e-13,5.9464408064160274e-14,3.8337517516736919e-13,1.2445031213631446e-11,7.5822894157850666e-19,1.8916677253294175e-12,6.1538999109159586e-20,1.050270156918289e-12,1.4002433316562822e-14,2.1734423416205079e-14,1.5259067839503196e-13,1.7003269867001405e-16,3.1308863145756479e-12,2.2509697739965284e-21,1.56423734306795e-14,1.3445389161068638e-18,1.5335410378347252e-20,5.4846167151449983e-13,1.308121306736103e-14,1.7054252597122327e-13,2.0070324659245059e-21,2.4016214035530471e-25,1.81309841086153e-21,1.2825808325929595e-20,2.8303310076458696e-18,2.7736661796200694e-25,2.6318835786352237e-23,6.2375039293180231e-19,6.0394388052779238e-14,1.0237186793164265e-17,4.7372046372097261e-17,1.9319050345148388e-14,8.6781880609113899e-14,7.4563362825988171e-12,2.5654039749716628e-25,1.0280379898793063e-25,2.2725889810099676e-19,2.933340085931572e-19,4.3089070779994406e-13,1.7120097992985129e-22,3.8653696346650091e-22,4.2974613046778099e-21,8.7396611986038299e-29,6.5769722556946759e-24,2.3438680890669866e-22,3.4899780748830755e-14,3.111318411169417e-12,2.1488273282831422e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911899190538641,9.9999999868905651e-05,0.10889010986363554,1.3935586912751104e-15,3.5735866024416674e-25,7.2801911920411686e-27,1.6963055785576454e-20,1.5045503176995047e-14,2.2569302390776812e-20,2.2583430570436415e-21,7.284857298511686e-22
9.999999999999997e-06,0.001795698509080958,6.0501569912358045e-13,2.6052973322522178e-13,3.8431734087099425e-13,4.147331785907143e-13,1.9554237410409302e-11,3.6685548112044871e-11,5.382061281456001e-12,6.4468855359055642e-12,8.7650503364171209e-13,5.6451820073314984e-12,2.5687273589462558e-12,4.1766674850460665e-12,1.2859292848512632e-13,8.1401129114162843e-13,3.9938609425963645e-13,3.0983989605094157e-12,3.6314058642020828e-14,2.8306219760952696e-13,7.3730329992404889e-12,2.1576480100707367e-13,2.2315366715538087e-14,2.3995205749913744e-16,7.2869027131095658e-12,9.6101599206981316e-12,2.8827311344519351e-22,5.4231634516351724e-13,5.1041522468612001e-12,3.3865403422030402e-11,2.2070771453045559e-13,4.3389492679771677e-12,1.2745450118723241e-14,6.3589286373235248e-12,4.0258438106111294e-20,2.2406979401735891e-12,4.5532202569642137e-12,1.4324982827804123e-13,2.7451856793719782e-12,9.9269194438678865e-16,8.9841932882579157e-12,9.1679677937110597e-14,7.1111129886580828e-13,2.0778859278523773e-15,2.419949670494072e-12,2.9550974236175105e-15,2.899372164599339e-14,1.0103732275463052e-12,6.1755243049168903e-14,3.9817006905827361e-13,1.3391492206567527e-11,8.1081614145356231e-19,1.9714376882603137e-12,6.4554157938080695e-20,1.1354539478111382e-12,1.5138210792240019e-14,2.266248677885243e-14,1.5911923354457634e-13,1.7730766000260567e-16,3.3664728964572698e-12,2.4335381709703716e-21,1.7478248630539218e-14,1.5023421668575982e-18,1.6489338239837283e-20,6.1145102935814643e-13,1.3525562755130078e-14,1.9043554169055526e-13,2.2411437461703703e-21,2.8406756298674582e-25,2.1921965844948846e-21,1.5507538411130616e-20,3.4253502383689588e-18,3.356736262903822e-25,3.1821837035237102e-23,7.7194064866441296e-19,6.5910195041338485e-14,1.0585009495064574e-17,4.906465244805901e-17,2.0670428903024682e-14,9.6969205075067461e-14,8.0203805668848276e-12,3.1748912621137734e-25,1.2722787149457043e-25,2.9061710288148556e-19,3.1324867544835761e-19,4.762427534380113e-13,2.031961567236704e-22,4.5973458382841681e-22,5.2576508597662129e-21,1.0692378707032646e-28,7.749112810306829e-24,2.9611391915007853e-22,3.7226978940568321e-14,3.2083117554076572e-12,2.3521453951967528e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911899145196075,9.9999999864610882e-05,0.10889010985640452,1.4370101778922264e-15,3.9117063770420581e-25,7.9690164196601208e-27,1.9065318776838534e-20,1.6112326196643988e-14,2.6057403593065079e-20,2.6073728756140952e-21,8.4107537417363779e-22
