Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409)
0.00032367350028011124,0.001795753273976341,6.0998873135235657e-08,5.5849212498086039e-08,5.7739149482698358e-08,4.3392029006072877e-08,1.5830613942431079e-05,3.0495878897867562e-05,5.6616967830146262e-07,6.5562861437376552e-07,2.6924848587238625e-07,1.73360343777605e-06,5.5814716150860123e-07,6.5892368928629884e-07,2.0381694897174408e-08,1.2892686816100315e-07,1.0911369322394703e-07,8.4640822723944557e-07,7.9136258394397685e-09,1.2465270005270662e-07,3.396103401685236e-06,4.6963710615033253e-08,2.3382376170717183e-09,5.223273534965939e-11,2.968563809618391e-06,1.546310899778842e-05,4.565802722623165e-17,2.0969565322713862e-07,1.9069306141294444e-06,8.0346374618242385e-05,7.6190472993104534e-08,4.4512269811954217e-06,3.4832692121197133e-09,1.0049392698049864e-05,1.6401010511042613e-14,1.1659699081177054e-06,1.6272930709927634e-05,7.4435042840173514e-08,4.1823040515148734e-07,1.5124693423417899e-10,1.051239045290714e-05,2.8489398256242974e-08,2.209631928249553e-07,1.0852399278396437e-09,2.166307156813161e-06,9.1859904293237613e-10,1.5224609263593351e-08,2.2735361297572835e-06,1.7031787302968195e-08,1.0977809921124398e-07,2.7657390520541834e-05,8.3180033876528618e-13,7.2859432733120022e-07,2.4118110684533847e-14,6.5067960295129856e-07,8.6637741820884774e-09,8.4691206696238219e-09,5.9473405779477834e-08,6.6278284223419836e-11,3.8763339396438916e-06,1.3945555967412236e-15,1.7088619622395473e-07,1.4688723017129957e-11,1.8986804342548132e-14,6.6393159508413974e-06,9.3652360012743453e-07,4.8528395947013761e-09,5.7027263605349742e-17,6.0176053156900557e-15,1.407627357856313e-10,9.9575177212214305e-10,2.2619457520010509e-07,2.2164534473055476e-14,2.0404448715035735e-12,1.5133096951799888e-07,9.9087567510623732e-06,7.3127018351565024e-10,1.1496107477136206e-10,7.0873314936696309e-06,1.8817256229427533e-06,2.2133121423700846e-05,6.2240512318265002e-14,2.4941739008299364e-14,1.6263357815388551e-06,2.8041663048745555e-13,3.6928870498569604e-06,3.5749793721811842e-09,8.5757450671740471e-09,6.2405510655735877e-07,1.2691258998395908e-14,6.1665493882082624e-10,3.8560833308437715e-07,1.254637889879185e-07,5.153782454528644e-07,8.4705932007341497e-16,0.88130563799999995,0.0,0.0,0.0,0.0097833175191691206,0.00010003946384387644,0.10873429571068714,2.3055366291437817e-10,1.408711878078423e-12,2.8698595970967862e-14,3.7906315748803262e-07,4.7674743713743607e-08,1.6622090930461899e-07,1.6608409988420868e-08,5.3576658541002269e-09
0.0003242786483243108,0.0017957546467393885,6.1898265485352444e-08,5.6971729265402744e-08,5.8617171797932445e-08,4.4024610770429114e-08,1.6170455084063189e-05,3.0938306810585551e-05,5.7436207126564225e-07,6.6516120763021993e-07,2.7381201383175103e-07,1.762930231464026e-06,5.6942253959654828e-07,6.6906760101099912e-07,2.0695908380540066e-08,1.3091081388867744e-07,1.1092384418102746e-07,8.6042222174900718e-07,8.0737806098041363e-09,1.2647765682755016e-07,3.4456049456150909e-06,4.7912782582202382e-08,2.3719315512808224e-09,5.3288357250190353e-11,3.0329538052484102e-06,1.5795890984136768e-05,4.6360619706346358e-17,2.1378243022250944e-07,1.9405241748760279e-06,8.2165365639575512e-05,7.7572005640632015e-08,4.5434189307648287e-06,3.5409443817339778e-09,1.0271767654575539e-05,1.6756762213007611e-14,1.1752588767797357e-06,1.6643668390698565e-05,7.5025724262575427e-08,4.2572741215486369e-07,1.5395815693518184e-10,1.076288339011075e-05,2.8970654625852085e-08,2.2468883317720709e-07,1.093844192957136e-09,2.2101930730190546e-06,9.3408938767143301e-10,1.5344738958227325e-08,2.3234884536404198e-06,1.7313508778614656e-08,1.1159057263453474e-07,2.8233130503406874e-05,8.4902829614510125e-13,7.4188827427486449e-07,2.4542994649672538e-14,6.5590303758717843e-07,8.7330545309521923e-09,8.6239747949933854e-09,6.0559164342740585e-08,6.7488367924761195e-11,3.9542284805596704e-06,1.4057506149561785e-15,1.7311933203860987e-07,1.4880674870568936e-11,1.9368343496531914e-14,6.7909583236843285e-06,9.5830928077311428e-07,4.8534388342768258e-09,5.7032542268429595e-17,6.1056503490399461e-15,1.4283319867144893e-10,1.0103981703762969e-09,2.2952171535887786e-07,2.2490557153075756e-14,2.0703935328572368e-12,1.5355598699943506e-07,1.0251624750281657e-05,7.4825518325015247e-10,1.1762996690169597e-10,7.2854824566710117e-06,1.9143974237259808e-06,2.2679204923381027e-05,6.3155633846369171e-14,2.5308457107901621e-14,1.6540025616841282e-06,2.8609743037310095e-13,3.7775185604879734e-06,3.6902135384143364e-09,8.8525070198636108e-09,6.472580257111619e-07,1.3163131282997987e-14,6.3958450647101146e-10,4.0202271732107864e-07,1.2892431398921028e-07,5.2503247402567125e-07,8.7843948773092002e-16,0.88130563799999995,0.0,0.0,0.0,0.0097809560044601514,0.00010003988543050128,0.10873101713523162,2.3486802352273285e-10,1.4608990712066144e-12,2.9761765234855398e-14,3.9514595392844697e-07,4.8856507781034367e-08,1.7409199028274977e-07,1.7394332584126361e-08,5.6111947922784905e-09
0.0003248232815640904,0.0017957559089088358,6.2712609597527069e-08,5.7996019941912835e-08,5.9412149985428371e-08,4.4597076272217698e-08,1.6481492820315911e-05,3.1337931125215358e-05,5.8177358323551389e-07,6.7378807083057027e-07,2.7795576895044215e-07,1.7895574040029545e-06,5.7971268419585084e-07,6.7825401507706971e-07,2.098047186846856e-08,1.3270741261492923e-07,1.1256655362822962e-07,8.7313891569314408e-07,8.2199504503064523e-09,1.2812712981796525e-07,3.4903382370688345e-06,4.8778928714752162e-08,2.4024105282921763e-09,5.4251745413593188e-11,3.0918650431407531e-06,1.6100430176300135e-05,4.69968653138967e-17,2.1750743612532126e-07,1.9710565273282897e-06,8.383263919250568e-05,7.8828685651011265e-08,4.627612773904771e-06,3.5932805276469825e-09,1.0475427635125204e-05,1.708224415501305e-14,1.1836890851959574e-06,1.6983676654871738e-05,7.5561748695637518e-08,4.3254483447268318e-07,1.5642361515217416e-10,1.0992795661114173e-05,2.9407592749165947e-08,2.2807113434864095e-07,1.1016521889621849e-09,2.2502467633084043e-06,9.4815227249962675e-10,1.5453739960823367e-08,2.3692276531019726e-06,1.7569145764947682e-08,1.1323511002982359e-07,2.8759513287253111e-05,8.6476164543621786e-13,7.5398248073811783e-07,2.4929161317846107e-14,6.6061089635464995e-07,8.7954892177959694e-09,8.764863444249723e-09,6.1546940406563873e-08,6.8589252221715708e-11,4.0253061531030636e-06,1.4158406358578977e-15,1.7514674826093336e-07,1.5054943850912343e-11,1.971649264930045e-14,6.9300339796471851e-06,9.7822657430175555e-07,4.8545793393323093e-09,5.7044330747196854e-17,6.1859666159298063e-15,1.4472217458416479e-10,1.0237607347088943e-09,2.3255721442460014e-07,2.2788002259236644e-14,2.0977152555943826e-12,1.5558581254546347e-07,1.0568717302721438e-05,7.6378275350292716e-10,1.2006884548718279e-10,7.4677000233664809e-06,1.9439684518594792e-06,2.31808722477476e-05,6.3990475401976605e-14,2.5643004486955507e-14,1.6792502398919371e-06,2.9128216912416669e-13,3.8551484498119349e-06,3.7959847066003179e-09,9.1065488396509541e-09,6.6870649216438791e-07,1.3599323684194723e-14,6.6078056274223823e-10,4.1731479188765155e-07,1.3209603824492873e-07,5.3382189227904958e-07,9.0744372692540528e-16,0.88130563799999995,0.0,0.0,0.0,0.0097787936174859869,0.00010004026068039571,0.10872801814354653,2.387958009199652e-10,1.5091349474820534e-12,3.0744437381003617e-14,4.1012727715164701e-07,4.993571048698203e-08,1.814736438669896e-07,1.8131354857536926e-08,5.8489490958874427e-09
0.00032536791480387004,0.0017957571967622589,6.3531522554490494e-08,5.903363462697883e-08,6.0211546854322305e-08,4.5172464603893428e-08,1.6797489307769299e-05,3.1738824642952746e-05,5.8922067800964998e-07,6.8245918331799172e-07,2.8213386681543692e-07,1.8164032944524219e-06,5.9013804018701238e-07,6.8749327827284292e-07,2.1266681016271753e-08,1.3451426812639121e-07,1.1422198032667036e-07,8.8595309784384183e-07,8.3680499382510767e-09,1.2978291505135577e-07,3.5352346134832646e-06,4.965645873745144e-08,2.43303267094618e-09,5.5227797434423084e-11,3.1516933188109637e-06,1.6409786385705806e-05,4.7636743248713423e-17,2.2127689539751158e-07,2.0018692196150976e-06,8.552886127712339e-05,8.0097909849939932e-08,4.712968076374947e-06,3.6460179583324364e-09,1.0682460374376054e-05,1.7412792806453088e-14,1.1921872603731485e-06,1.7329776649052222e-05,7.6102047813922708e-08,4.3942834450233277e-07,1.5891297432522332e-10,1.1226998294226134e-05,2.9848103621196408e-08,2.3148084853812737e-07,1.1095223623518297e-09,2.2908289964935766e-06,9.6232919740794919e-10,1.556359802666965e-08,2.4157155127531613e-06,1.7826737841818441e-08,1.1489210819059155e-07,2.9293745460507073e-05,8.8071203942292164e-13,7.6619898401085016e-07,2.5318873852283448e-14,6.6532641429126817e-07,8.8580184238193952e-09,8.9071861017972217e-09,6.2544708202810983e-08,6.9701274894890284e-11,4.0973076300076441e-06,1.4259470721153338e-15,1.7719098845877771e-07,1.5230658956061172e-11,2.0069166777544319e-14,7.071603802905957e-06,9.9843960282911452e-07,4.8562881561933376e-09,5.7062771098601621e-17,6.2673126010894153e-15,1.4663565668723106e-10,1.0372966551668248e-09,2.3563209478319911e-07,2.3089306298526885e-14,2.1253896975340929e-12,1.5764185762430303e-07,1.0894025100984787e-05,7.7954015046025614e-10,1.225427885676132e-10,7.6536517385109236e-06,1.9736916177378595e-06,2.3692335149391305e-05,6.483610071957197e-14,2.5981873260036108e-14,1.7048316121972296e-06,2.9653532521053094e-13,3.9341820022599333e-06,3.9037057877207812e-09,9.3652807352561681e-09,6.9069786840567415e-07,1.4046557120363766e-14,6.8251341804287722e-10,4.3311167442541428e-07,1.353220830664418e-07,5.4270638630109098e-07,9.3717910762820561e-16,0.88130563799999995,0.0,0.0,0.0,0.0097765957744769209,0.00010004063161294119,0.10872497297482271,2.4276596048004809e-10,1.5585867597410215e-12,3.1751880849138158e-14,4.2560137380433826e-07,5.1029613915686675e-08,1.8914776193979883e-07,1.8897546947229542e-08,6.0961132291662479e-09
0.00032591254804364967,0.0017957585106926056,6.4354942659843018e-08,6.0084605406682562e-08,6.1015276537290934e-08,4.5750724454758512e-08,1.711849326373438e-05,3.2140895459798732e-05,5.9670263293952604e-07,6.9117380395220182e-07,2.8634599915558345e-07,1.8434658545431146e-06,6.0069895657021723e-07,6.9678437485213823e-07,2.1554504413084013e-08,1.3633117785080493e-07,1.1588998447938918e-07,8.9886365376730656e-07,8.5180843570301768e-09,1.3144469137585506e-07,3.5802850960416367e-06,5.0545401725965052e-08,2.4637949799923735e-09,5.6216545707457984e-11,3.212445560826747e-06,1.6724004290736208e-05,4.8280181772066936e-17,2.2509080274421173e-07,2.0329601302610063e-06,8.7254374653523986e-05,8.1379619509277262e-08,4.7994890243794034e-06,3.6991520889424727e-09,1.089290003920335e-05,1.7748446453112136e-14,1.2007548461113466e-06,1.7682046928892309e-05,7.6646712373182572e-08,4.4637760024588676e-07,1.6142611079311635e-10,1.1465546116849482e-05,3.0292153363290562e-08,2.3491770508465036e-07,1.1174560377414852e-09,2.3319410412136935e-06,9.766190390289474e-10,1.5674331475181485e-08,2.4629594235821347e-06,1.8086262672147012e-08,1.1656141953208715e-07,2.9835889108263929e-05,8.9688026048363574e-13,7.7853723512238145e-07,2.5712105428749665e-14,6.7005082074927619e-07,8.9206583873174878e-09,9.0509366353217164e-09,6.3552422270584736e-08,7.0824385336400331e-11,4.1702349981954482e-06,1.4360725585122709e-15,1.7925220556802815e-07,1.540783333179401e-11,2.042637610529049e-14,7.2157000400486912e-06,1.0189501227352894e-06,4.8585649979396901e-09,5.7087859624251127e-17,6.3496677647678107e-15,1.4857391314542237e-10,1.0510078287406553e-09,2.3874680346422905e-07,2.3394513075015043e-14,2.1534206710650367e-12,1.5972445445018831e-07,1.1227694991010299e-05,7.9552872319339613e-10,1.2505191211249578e-10,7.8433926698735516e-06,2.0035616958042504e-06,2.421372845699327e-05,6.5692646434673894e-14,2.632511818131295e-14,1.7307509885382355e-06,3.0185706286083347e-13,4.0146376414190866e-06,4.0133736781935505e-09,9.6286949881413089e-09,7.1323857948741027e-07,1.4504962256891119e-14,7.047894493495081e-10,4.4942605812671609e-07,1.3860249916232221e-07,5.5168569927551107e-07,9.6765420757421454e-16,0.88130563799999995,0.0,0.0,0.0,0.0097743621094875093,0.00010004099787171218,0.10872188120265097,2.4677838541920499e-10,1.6092687733882812e-12,3.278438625730112e-14,4.4158058376142964e-07,5.2138120514474179e-08,1.9712473025262754e-07,1.9693942841129643e-08,6.3530207444585962e-09
0.0003264571812834293,0.0017957598510947262,6.5182808989364658e-08,6.1148960950235416e-08,6.1823253148691117e-08,4.6331805031218354e-08,1.7444553216371971e-05,3.2544050757854543e-05,6.0421873282517193e-07,6.9993120156848379e-07,2.9059184910009022e-07,1.8707429797880499e-06,6.1139574916159527e-07,7.0612628707200083e-07,2.1843910580581159e-08,1.3815793875131079e-07,1.1757042353200865e-07,9.1186944733330368e-07,8.6700585258442339e-09,1.3311213572318045e-07,3.6254806521636078e-06,5.144578395502799e-08,2.4946944891107702e-09,5.7218019511993067e-11,3.2741285524668574e-06,1.7043128275711745e-05,4.8927108980694943e-17,2.2894914972915312e-07,2.0643270612043163e-06,8.9009522023022615e-05,8.2673752377871499e-08,4.88717952113478e-06,3.7526782453856546e-09,1.1106780595124373e-05,1.8089242578228397e-14,1.209393262959154e-06,1.8040566191153501e-05,7.7195831615216885e-08,4.533922444690906e-07,1.6396289538434362e-10,1.1708493872027027e-05,3.0739707311944432e-08,2.383814272598491e-07,1.1254545176867695e-09,2.3735840296528498e-06,9.9102064890058242e-10,1.5785958310420449e-08,2.5109667258194884e-06,1.8347697500353359e-08,1.1824289373921177e-07,3.0386005673677897e-05,9.132670381173206e-13,7.9099664842940763e-07,2.610882825456357e-14,6.7478536859129861e-07,8.9834256563634981e-09,9.1961085108708191e-09,6.4570034319586993e-08,7.1958529784436946e-11,4.2440901144619727e-06,1.4462197802205869e-15,1.813305549309198e-07,1.5586480330730912e-11,2.0788129729423781e-14,7.3623550068547609e-06,1.0397598343534975e-06,4.8614102984349542e-09,5.7119600080627984e-17,6.4330709296840747e-15,1.5053722690395057e-10,1.0648962569768205e-09,2.4190178133743534e-07,2.3703665789176013e-14,2.1818121982971639e-12,1.6183393240157182e-07,1.1569874146409536e-05,8.1174977716740237e-10,1.2759632320386834e-10,8.0369782114661385e-06,2.0335735602953969e-06,2.4745186928661509e-05,6.6560248016476428e-14,2.6672793537571665e-14,1.7570127328805893e-06,3.072475286405526e-13,4.0965338329385282e-06,4.1249841839463885e-09,9.8967812692099361e-09,7.3633486694915283e-07,1.4974666027139567e-14,7.2761485387599023e-10,4.6627078346068077e-07,1.4193730944315688e-07,5.6075955136385381e-07,9.9887737071138574e-16,0.88130563799999995,0.0,0.0,0.0,0.0097720922580291532,0.00010004135909049451,0.10871874240239238,2.5083294872172405e-10,1.6611948649968993e-12,3.3842236302167394e-14,4.5807738898575416e-07,5.3261124724178411e-08,2.0541524025142531e-07,2.0521606857820822e-08,6.6200149784092854e-09
0.0003270018145232089,0.0017957612183651145,6.6015061439731803e-08,6.2226726657867942e-08,6.2635390864450158e-08,4.691565611022558e-08,1.7775717494724101e-05,3.2948196890821264e-05,6.1176827057170161e-07,7.0873065565449782e-07,2.9487109200368971e-07,1.8982325144009887e-06,6.2222870026237161e-07,7.1551799627739622e-07,2.2134868008371217e-08,1.3999434755252787e-07,1.1926315233329674e-07,9.2496932194984414e-07,8.823976794138945e-09,1.3478492348198346e-07,3.6708122058756891e-06,5.2357628864508837e-08,2.52572826757726e-09,5.8232244974044377e-11,3.3367489272653935e-06,1.7367202420126113e-05,4.9577452886865467e-17,2.3285192178353552e-07,2.0959677402661375e-06,9.0794645947174084e-05,8.3980243488287425e-08,4.9760431832825794e-06,3.8065916693877581e-09,1.1324135795597893e-05,1.8435217837880524e-14,1.2181039078881978e-06,1.840541325189032e-05,7.7749493246361086e-08,4.6047190511871005e-07,1.6652319356801641e-10,1.1955896197903731e-05,3.1190730018354699e-08,2.4187173219317769e-07,1.1335190823825731e-09,2.41575895645993e-06,1.00553285309274e-09,1.589849621694058e-08,2.5597447062109684e-06,1.8611019176972433e-08,1.199363779247459e-07,3.0944155945434714e-05,9.2987304827307862e-13,8.035766029142474e-07,2.6509013599824352e-14,6.7953133256919689e-07,9.0463370672215375e-09,9.3426947892142861e-09,6.5597493181854232e-08,7.3103651269204127e-11,4.318874604028645e-06,1.4563914693258067e-15,1.8342619424773139e-07,1.5766613508181053e-11,2.1154435612597399e-14,7.5116010801906103e-06,1.0608703804018828e-06,4.8648229004106611e-09,5.7157977396951255e-17,6.5175656628494223e-15,1.5252587981888941e-10,1.0789639337172954e-09,2.4509746501765117e-07,2.4016807224552136e-14,2.2105682820498396e-12,1.6397061801422144e-07,1.1920709995557378e-05,8.2820457302867589e-10,1.3017611997852336e-10,8.2344640727107739e-06,2.0637221978947842e-06,2.5286845190653069e-05,6.743903976501377e-14,2.7024953147078316e-14,1.7836212627742243e-06,3.1270685131217809e-13,4.1798890797231098e-06,4.2385320590615275e-09,1.0169526698805481e-08,7.5999278310821195e-07,1.5455791516338993e-14,7.5099564342830858e-10,4.836588336467559e-07,1.4532650894261691e-07,5.6992764011286718e-07,1.0308566940829062e-15,0.88130563799999995,0.0,0.0,0.0,0.0097697858571712832,0.00010004171489326622,0.10871555615124753,2.5492951332220343e-10,1.714378500516858e-12,3.4925705315105648e-14,4.7510440914037641e-07,5.439851313251709e-08,2.1403029558268111e-07,2.1381634283679498e-08,6.897449257510004e-09
0.00032754644776298854,0.0017957626129016563,6.6851640764649305e-08,6.3317925082405391e-08,6.3451604024209404e-08,4.7502228088450156e-08,1.8112034218781687e-05,3.3353239469649653e-05,6.1935054777856761e-07,7.1757145698918342e-07,2.9918339785812712e-07,1.9259322670399231e-06,6.3319805841481763e-07,7.2495848370900406e-07,2.2427345181551606e-08,1.4184020091634776e-07,1.2096802329604302e-07,9.3816210178428509e-07,8.9798430325066095e-09,1.3646272885107934e-07,3.7162706478912094e-06,5.3280957000474142e-08,2.5568934224994712e-09,5.9259245000691802e-11,3.400313164461083e-06,1.7696270487200798e-05,5.0231141480630896e-17,2.3679907629780909e-07,2.1278798234924363e-06,9.2610088780224271e-05,8.529902538149141e-08,5.0660833370646147e-06,3.8608875234103921e-09,1.1544999171096601e-05,1.8786408035852492e-14,1.2268881538264682e-06,1.8776667025447156e-05,7.830778340628103e-08,4.6761619574864305e-07,1.6910686560830988e-10,1.220780760723403e-05,3.1645185228126374e-08,2.4538833045419551e-07,1.1416509892358224e-09,2.4584666775565874e-06,1.020154450191228e-09,1.6011962553944432e-08,2.609300595285151e-06,1.8876204170811134e-08,1.2164171669559934e-07,3.1510400043992827e-05,9.4669891263563962e-13,8.1627644711437648e-07,2.6912631827025856e-14,6.842900071885648e-07,9.10940971617876e-09,9.4906881262499434e-09,6.6634744739712124e-08,7.4259689531875162e-11,4.3945898586048168e-06,1.4665904002503377e-15,1.8553928353110726e-07,1.5948246618215118e-11,2.1525300573741447e-14,7.6634706899936555e-06,1.0822833444141177e-06,4.868802645906334e-09,5.7202990735514632e-17,6.6030497426459443e-15,1.5454010420210444e-10,1.0932125023311014e-09,2.4833428462632192e-07,2.4333979528415687e-14,2.239692214208213e-12,1.6613483464377922e-07,1.2280350151179467e-05,8.4489432539494286e-10,1.327913915709885e-10,8.4359062679239393e-06,2.0940027203668761e-06,2.5838837678707411e-05,6.8329154672382675e-14,2.7381650303969588e-14,1.8105810488552286e-06,3.1823514168088503e-13,4.2647219171881868e-06,4.354011086430336e-09,1.0446915894765368e-08,7.8421818502667651e-07,1.5948457838897328e-14,7.7493763795865716e-10,5.0160333033108517e-07,1.4877006482530599e-07,5.7918964087258476e-07,1.0635999688736168e-15,0.88130563799999995,0.0,0.0,0.0,0.0097674425456284845,0.0001000420648941354,0.10871232202831754,2.5906793228947773e-10,1.7688326373327738e-12,3.6035057266876999e-14,4.9267439735267153e-07,5.55501646291667e-08,2.2298121765517032e-07,2.2275151904762717e-08,7.1856870697806605e-09
0.0003280366176787902,0.0017957638916273049,6.7608213425140233e-08,6.4311504252232185e-08,6.4189609849509995e-08,4.8032428765831552e-08,1.8419164206030752e-05,3.3718465708650156e-05,6.2620201977865298e-07,7.2556295346721804e-07,3.0309246288309112e-07,1.9510399298240262e-06,6.4318728705518534e-07,7.3349578664551524e-07,2.269184799247762e-08,1.4350937608106953e-07,1.2251266483951111e-07,9.5011405092277712e-07,9.1217909787167918e-09,1.379767738035027e-07,3.7572841875524175e-06,5.4121785158530442e-08,2.5850520306617106e-09,6.0194483646887432e-11,3.4583332075360383e-06,1.7996737458770176e-05,5.082226144040897e-17,2.4038942612096735e-07,2.1568307557825442e-06,9.4270192697257108e-05,8.6496376986462918e-08,5.1481278885922186e-06,3.9100767104571234e-09,1.1746803223646613e-05,1.9106966871937463e-14,1.2348580190905138e-06,1.9116338445898319e-05,7.8814271857489778e-08,4.7410098528413007e-07,1.7145203552547174e-10,1.2438428079697839e-05,3.2057099236310621e-08,2.485755066034255e-07,1.1490283035361338e-09,2.497359760501771e-06,1.0334064096261309e-09,1.6114890145935783e-08,2.6545719359570459e-06,1.9116444067506961e-08,1.2318652696415193e-07,3.2026989095725375e-05,9.6203063556404199e-13,8.2780824614074531e-07,2.7278798143378313e-14,6.8858476637857435e-07,9.1663272791918243e-09,9.6250788044007767e-09,6.7576597144530943e-08,7.5309405753532776e-11,4.4635303527210822e-06,1.4757950540288865e-15,1.8745611768338873e-07,1.6113010384248412e-11,2.1862981758942091e-14,7.8024233021889968e-06,1.1018148393037419e-06,4.8728691729162585e-09,5.7249173011452502e-17,6.6808972362468426e-15,1.5637500548604715e-10,1.1061925442079755e-09,2.5128294382527849e-07,2.462291532324234e-14,2.2662216092004263e-12,1.6810643312400048e-07,1.2611676066444387e-05,8.6011695624475845e-10,1.3517553331764913e-10,8.6206334419634879e-06,2.121364022458287e-06,2.634457759120926e-05,6.9140048172920116e-14,2.7706600941011729e-14,1.8351489176795573e-06,3.232696474016868e-13,4.3423501528522902e-06,4.4595873859458158e-09,1.0700521963872019e-08,8.0651092649190174e-07,1.6401820106489711e-14,7.9696991538967654e-10,5.1824009207917315e-07,1.5191569022405976e-07,5.8760545044791215e-07,1.0937283495794175e-15,0.88130563799999995,0.0,0.0,0.0,0.0097653017094310353,0.00010004237460745077,0.10870937004103286,2.6282816561537895e-10,1.818938041432086e-12,3.7055815855334179e-14,5.0896226892113631e-07,5.6598739759367865e-08,2.3133383157836862e-07,2.3108909041598317e-08,7.4546468905655596e-09
0.00032852678759459186,0.0017957651930543465,6.8368201784094212e-08,6.5315990326964754e-08,6.4930785711074116e-08,4.8564758503182252e-08,1.8730541238125107e-05,3.4084271405874203e-05,6.3307895697097782e-07,7.3358687640975483e-07,3.070277835041463e-07,1.9763143851235504e-06,6.5328731291527139e-07,7.4207103527163322e-07,2.2957533376325346e-08,1.4518588883220498e-07,1.2406690930153154e-07,9.621394036300866e-07,9.265321685551918e-09,1.3949438005340709e-07,3.7983864429587732e-06,5.497194000315335e-08,2.6133126936560123e-09,6.1140097883863028e-11,3.5171273958549317e-06,1.8301316128776334e-05,5.1415979925423662e-17,2.4401566167660893e-07,2.1859977660458e-06,9.5955381049089362e-05,8.7703568280150917e-08,5.2311298647869153e-06,3.9595680562702739e-09,1.1951499977054862e-05,1.9431802949959185e-14,1.2428895598231279e-06,1.9461320908267874e-05,7.9324638454784669e-08,4.8063749962998306e-07,1.7381591209788051e-10,1.2672784468761406e-05,3.2471736402731545e-08,2.5178352447280952e-07,1.1564620486378674e-09,2.5366854136469093e-06,1.0467450854034136e-09,1.621859574632756e-08,2.7004843779958814e-06,1.9358156272521443e-08,1.2474069531063268e-07,3.2550225155530476e-05,9.7754127521856392e-13,8.3943607536988537e-07,2.7647697559300614e-14,6.9289185257518424e-07,9.2234022688686839e-09,9.7605970947810639e-09,6.8526292757617054e-08,7.6367865597776331e-11,4.5332263866443819e-06,1.485026127409121e-15,1.8938733755827249e-07,1.6279010692133588e-11,2.2204363736428299e-14,7.9435509829971898e-06,1.1215935942888167e-06,4.8773937351588034e-09,5.7300709783925387e-17,6.7597579692381225e-15,1.5823108407308742e-10,1.1193223937504287e-09,2.5426557154581256e-07,2.4915179659668482e-14,2.2930555505528719e-12,1.7010082186648793e-07,1.2950360844858025e-05,8.7553166586649356e-10,1.3758852666408466e-10,8.8086520969418379e-06,2.1488249403122798e-06,2.685889452540451e-05,6.9960315019902619e-14,2.8035307774029587e-14,1.8600083005276785e-06,3.2836014730225859e-13,4.4212038212434613e-06,4.5667161144426051e-09,1.0957860600617576e-08,8.2927189808379916e-07,1.6864704668465155e-14,8.1946528779167289e-10,5.3534806350187163e-07,1.551052318706014e-07,5.9609678107430159e-07,1.1244870117892491e-15,0.88130563799999995,0.0,0.0,0.0,0.0097631304235687947,0.00010004267900561209,0.10870637863429713,2.6662205353362995e-10,1.8700916449279849e-12,3.8097928598212218e-14,5.2570985483323908e-07,5.765866504511661e-08,2.3997664412536179e-07,2.3971599055878812e-08,7.7329401092748003e-09
