Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702),S(9711),S(9715),S(9934),S(9933),S(9877),S(9356),S(3622),S(10634),S(10654),S(11179),S(11193),S(12065),S(11559)
0.0,0.003758814195451411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.003758814195451411,6.6920828648029798e-21,6.6920828257516732e-21,6.4734443863884546e-21,6.4734443880384003e-21,5.6043292746432234e-29,1.6939111859638377e-22,7.034960829326761e-29,4.7075736496305676e-29,8.075227258794067e-23,1.7638580141695457e-29,4.689365719915629e-29,4.5361584576634159e-29,1.8006828968515671e-37,3.9332007040329996e-44,6.6776204347467047e-23,1.4585811858956435e-29,6.1404674290028684e-38,1.5788079243081896e-23,6.6183214696742871e-31,1.3412517374037418e-44,1.1729975739603233e-37,1.3152008776802047e-52,9.64271457508439e-58,1.4890504769976292e-30,1.7673129495001909e-53,1.6685702759925566e-45,6.8658534438671495e-53,1.2242424282004689e-53,7.3011649172997489e-24,2.3812296868012348e-39,2.7619309343305753e-38,1.6348412134269205e-30,1.4318270897991668e-67,2.2315282449695174e-47,1.4060500547844759e-52,5.5653821864585834e-54,9.4925887240166566e-39,7.1424996658191071e-48,1.3892851501085213e-53,2.7893177579137631e-38,6.0926589750286207e-45,6.8846591039845537e-62,1.9691022705480799e-39,1.1536914177572801e-53,1.5038043574443983e-68,1.6543682072503501e-54,2.7904164048484901e-38,6.0950586100093036e-45,1.4886851822462799e-45,3.541642907153344e-49,5.1161698615834243e-32,1.0180832456191503e-62,5.5246726614933556e-65,5.4321068826318545e-73,8.0459343181367296e-41,1.7574596300841317e-47,1.7233248726062019e-55,1.2611471299619327e-60,1.2034351683650734e-74,2.0418059137300434e-78,8.238287647052972e-87,1.8539022940344389e-70,2.5759288356413062e-72,1.9667633309183978e-47,4.2171550782152855e-58,2.0548930071947444e-68,7.6467308439509559e-80,9.1830517147938623e-82,5.8754255141662004e-83,2.4267738490725756e-80,1.0675568540926147e-78,2.3804473758918633e-88,5.9770327985591574e-93,6.2394254305681242e-35,1.4799368167691972e-56,1.2266258544133167e-24,9.8740685654192392e-63,1.0484678753768468e-75,1.7531920970336977e-32,3.6070918365128585e-102,2.9116114573345275e-105,5.9907396584857107e-108,2.9281620004002136e-49,1.6754671025489999e-52,-9.7954963536486177e-104,-9.6313929377148105e-112,-2.8834482445369506e-111,-2.0706179965892433e-116,3.7076702874866565e-44,-5.1371600560648016e-119,2.4897448471619378e-42,6.3574670459525371e-39,8.4744086291040182e-48,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,4.7813867149425334e-48,2.6146836043830079e-49,6.3332431776070327e-51,6.5114993297195817e-54,5.0542587732566963e-51,5.1668247668180994e-53,7.7796327176730547e-59,6.4429842169784361e-60,7.1312132126583606e-53,3.6465187632983217e-59,2.3663002292268916e-61,5.1686684064141498e-68,3.1371512410963559e-75,2.1978438505650471e-75,3.3093910426338891e-81,3.3093890258894115e-81,1.9978467588561985e-82,7.2795841859321227e-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0000000000000002e-15,0.003758814195451411,2.1988272177688855e-20,2.1988271921065978e-20,2.1269888478604839e-20,2.1269888489447325e-20,3.682844936310308e-28,5.5657083535218743e-22,4.6229742301226226e-28,3.0935483898528166e-28,2.6532883624922182e-22,1.159106518617502e-28,3.0815831700528625e-28,2.9809041085315392e-28,1.697786562235854e-36,4.8322174950484038e-43,2.1940747982815019e-22,9.5849607092144501e-29,5.7895831154128572e-37,5.1875161656751324e-23,4.3491842785658948e-30,1.6478234108063332e-43,1.1059690333436711e-36,1.9915868130127222e-51,1.7356863598169222e-56,9.785188698712482e-30,2.2746385919880577e-52,2.0021550106841758e-44,1.0798440803923439e-51,1.8187795813367341e-52,2.3989542262571925e-23,2.2451591810223166e-38,2.6041057696528642e-37,1.0743242081952706e-29,2.9814062319579567e-66,2.1040121935401252e-46,2.1290030703951677e-51,6.8374511813763293e-53,8.9501551367505456e-38,8.7750684755342313e-47,2.1037741855204638e-52,2.6299276614704012e-37,7.4852654425976066e-44,1.0425316113491745e-60,1.8565819560989621e-38,1.7470180720303897e-52,2.7068423972364904e-67,2.5051857920012385e-53,2.6309635508057926e-37,7.4882135795654986e-44,1.828955814689295e-44,4.3507607824075521e-48,3.3620544994849329e-31,1.8905267212111334e-61,1.1837321378306463e-63,1.3191014601569432e-71,7.586166066832859e-40,2.159164505677048e-46,2.6096022133252718e-54,2.2700618902906344e-59,2.9041582544262798e-73,4.2586163661178827e-77,1.9536421761537258e-85,3.8594472353668597e-69,6.0985392019942782e-71,2.4163090539253551e-46,5.1810759578129167e-57,3.1077876803598781e-67,1.373065161427381e-78,1.8960645692145744e-80,1.3751814549800212e-81,5.7391682599646672e-79,2.2196889290145183e-77,5.5951113473849877e-87,1.5756412307084334e-91,4.1001939092119403e-34,2.2410467612126294e-55,4.0303381202434983e-24,1.7773320625766301e-61,2.5460394613730449e-74,1.152097799587932e-31,1.0538634483459676e-100,9.3368491881205918e-104,2.0922524849202458e-106,3.5969774661235175e-48,2.536861987134511e-51,4.0583582493532746e-102,3.7151861437239438e-110,1.1122530963000848e-109,8.0233990377621497e-115,2.4364690296175563e-43,1.8438125627086399e-117,2.3474744216523526e-41,5.9941833005432472e-38,7.915984105029915e-47,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.8742736431874522e-47,3.1883017528915711e-48,7.8373036590495284e-50,9.9183216411718655e-53,6.2095193554134323e-50,4.8715766805926563e-52,9.5577344905577573e-58,7.9156445457072583e-59,6.7237137701485729e-52,4.4800075482756765e-58,2.907168175684983e-60,7.8268389143190514e-67,5.6468050558499245e-74,3.9561161738423329e-74,6.9024326985554499e-80,6.9024279160017833e-80,4.166935019334105e-81,8.943493199205274e-62,1.9102149136023473e-111,1.3385517274727064e-119,6.9885432921624282e-127,6.0938355948461361e-134,5.5387685517316455e-143,2.9799504903814998e-148,4.0151175467987827e-148
7e-15,0.003758814195451411,4.8756602930007721e-20,4.8756601535318216e-20,4.7163664344287256e-20,4.7163664403213875e-20,2.00154610587521e-27,1.2341354406427014e-21,2.5124858915449328e-27,1.6812762688580529e-27,5.883374720863971e-22,6.2994857103015032e-28,1.6747734007317578e-27,1.6200565071989107e-27,2.7421800351788517e-35,2.4441999216945284e-41,4.8651192423544291e-22,5.2092129333857264e-28,9.3510471232688391e-36,1.1502781642480394e-22,2.3636927610246571e-29,8.3349114934044436e-42,1.7863059636745739e-35,3.2890482426471706e-49,9.6631391775923548e-54,5.3180368053226603e-29,1.2988370181466376e-50,9.5840390649211354e-43,2.0291449057170566e-49,2.8309401085267563e-50,5.3194204927155745e-23,3.6262687256190394e-37,4.206017386955242e-36,5.8387178943260437e-29,5.5403520937575448e-63,3.3982962362532717e-45,3.5121647714042225e-49,3.4583667206390683e-51,1.4455855922716963e-36,4.4385361854927484e-45,3.4743908901568289e-50,4.2477240926042419e-36,3.7861438238248198e-42,1.721689572830216e-58,2.9986584212675288e-37,2.885207931756449e-50,1.5069694503528905e-64,4.1373293218939747e-51,4.2493975398781387e-36,3.7876351175993521e-42,9.2510975402222278e-43,2.1982467008111627e-46,1.8272035995782725e-30,1.1862187430426063e-58,2.575816833324689e-60,1.0131892059472935e-67,1.2252799089720954e-38,1.0921344253879791e-44,4.30968344368818e-52,1.2638185928753104e-56,1.9371095814006745e-69,8.1886719228599748e-74,1.3216834101383728e-81,7.1415173797857405e-66,3.9697598157103431e-67,1.2222017351187427e-44,2.6206588065122836e-55,5.0381556266474417e-65,7.2410678892747835e-76,2.9791412631064255e-77,7.2354410524722933e-78,3.6452905009555236e-75,4.0083497242330045e-74,3.089190464904084e-83,3.1028000141535839e-87,2.2283664487666893e-33,3.7010995443462561e-53,8.9368111373185024e-24,9.8951978847627297e-59,1.9556004168267232e-70,6.2614058881185652e-31,7.4720511021215189e-96,2.3976088175071796e-98,1.9732667862614164e-100,1.8164999956883067e-46,4.1829063300665894e-49,5.7420521358384341e-97,2.2583459554543305e-104,6.7610479499262318e-104,4.1018040463203376e-109,1.3241678926365347e-42,4.0705979536254497e-111,3.7915356405721148e-40,9.6815139508235207e-37,1.1790115391795651e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.9712802181832931e-45,1.4850959881190198e-46,3.777948029133251e-48,1.5636313479400633e-50,3.1408688457790488e-48,7.868320280276755e-51,4.8338283839389289e-56,4.0037112203412932e-57,1.0859793611509621e-50,2.2660429326287372e-56,1.4704821129596968e-58,1.2926053498453577e-64,3.1431664873942004e-71,2.2025244808163789e-71,1.3272349444130704e-76,1.3272317087454987e-76,8.0125727991013595e-78,4.523768272790698e-60,6.8494546446375918e-107,1.9198702212300922e-114,4.0094420958859103e-121,1.3984540421689977e-127,5.0841021478162645e-136,1.0941312510300015e-140,1.4742098795951758e-140
1.5e-14,0.003758814195451411,1.0229326263528133e-19,1.0229325646517547e-19,9.8951211799616248e-20,9.895121206030773e-20,8.8548395669962222e-27,2.5892649844350531e-21,1.1115236826603913e-26,7.4379659931402166e-27,1.2343535868184961e-21,2.7868878933909152e-27,7.4091970746822817e-27,7.1671294475109303e-27,2.550275228082036e-34,4.7008336409317669e-40,1.0207198636428345e-21,2.3045522423268123e-27,8.6966393181472817e-35,2.4133398580413433e-22,1.0457018319740598e-28,1.6030211624788835e-40,1.6612957311858162e-34,1.2903284088585733e-47,7.6649162082576444e-52,2.3526990924894546e-28,2.5771932008548093e-49,1.8179531497716032e-41,8.212647367639476e-48,1.0953860045479112e-48,1.1160353788084391e-22,3.3724928031934903e-36,3.9116634194553059e-35,2.5830483345817355e-28,8.4416423405768437e-61,3.160475980530567e-44,1.3756865198675353e-47,6.6510320814120139e-50,1.344421632805945e-35,8.5364327233269744e-44,1.3630793004107355e-48,3.9504520772576937e-35,7.2817327827712852e-41,6.7542486057027337e-57,2.7888045966693655e-36,1.1319305962236096e-48,1.1953244031979312e-62,1.6231677278277107e-49,3.952008894754732e-35,7.2846011798807327e-41,1.7792259634855277e-41,4.2208261720390877e-45,8.0835492187488635e-30,9.5013567245103172e-57,4.1501660913419758e-58,3.2745882212244375e-65,1.139532059414765e-37,2.1004600267098658e-43,1.6907347184642017e-50,1.0024760368669385e-54,5.2907650454679158e-67,1.3065598882812258e-71,4.2298440268963276e-79,1.0821550452244493e-63,1.2068613661741616e-64,2.3506138753499075e-43,5.0402147820037634e-54,1.9251190782287767e-63,5.3321687999209101e-74,3.7465888251988796e-75,1.7403772231900086e-75,1.0750284292489462e-72,5.8913767055675024e-72,7.7980992161432795e-81,1.5695140571858322e-84,9.8582945933926953e-33,1.4520234593392647e-51,1.8749679789531021e-23,7.8492175489211397e-57,6.3204781317645376e-68,2.7700494949395232e-30,7.5423187961735126e-93,4.8029902180331643e-95,7.9078259260778945e-97,3.4852774956615695e-45,1.6372237952689653e-47,7.2267353129220193e-94,5.6867907290412554e-101,1.7025161873816955e-100,8.5611928756571012e-106,5.8581183290435171e-42,1.6996183347108579e-107,3.5262122350355167e-39,9.0039893339563165e-36,9.7613495312389327e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.714530444680977e-44,2.5540461111167071e-45,6.5526463663613407e-47,5.5460254264065542e-49,6.0407423626239364e-47,7.3176648137577626e-50,9.2949802445666865e-55,7.6998139282816188e-56,1.0099778433410913e-49,4.3581783032953486e-55,2.8281139925593206e-57,5.0711725715375188e-63,2.4925236209425059e-69,1.7470955094795888e-69,2.1177008218449397e-74,2.1176904658711404e-74,1.2785046871970031e-75,8.7004732932999099e-59,6.0433420200641575e-103,3.3880088706703078e-110,1.4151351591337759e-116,9.8718405290411607e-123,7.1775344686953202e-131,3.0893069281844123e-135,4.1624771116811853e-135
3.1e-14,0.003758814195451411,2.0936657484837245e-19,2.0936654913030427e-19,2.025262896061338e-19,2.0252629069274157e-19,3.6908505199626575e-26,5.2995254048562063e-21,4.6330230509866301e-26,3.1002731684754436e-26,2.5263811885397146e-21,1.1616195184588999e-26,3.0882815965541448e-26,2.9873835338146495e-26,2.1524221207323309e-33,7.9924658342042424e-39,2.0891319448485007e-21,9.6057448129146319e-27,7.3399330554437602e-34,4.9394976393282101e-22,4.3587006166432355e-28,2.7254949001474173e-39,1.4021270542663791e-33,4.4046083075145774e-46,5.2436019946620571e-50,9.8064550636425808e-28,4.4482687520790465e-48,3.0706341525841901e-40,2.8471069504059031e-46,3.7142540051697979e-47,2.2842223428567729e-22,2.8463699501637e-35,3.3014182771666247e-34,1.076659010894408e-27,1.0607187980724482e-58,2.6674311946219055e-43,4.6813179990740089e-46,1.1307200709582928e-48,1.13468954048567e-34,1.451374086941908e-42,4.653212106555223e-47,3.3341569012784599e-34,1.2380540464005863e-39,2.3055181015871031e-55,2.3537399551079577e-35,3.8641323714472638e-47,8.1769713239061404e-61,5.5411108773777487e-48,3.3354716487693636e-34,1.2385418220668966e-39,3.0250767879747963e-40,7.1530125361358179e-44,3.369364046271483e-29,6.3363654556702328e-55,5.5425318916450992e-56,8.7519392742427384e-63,9.6176115609731053e-37,3.5712533388466104e-42,5.7714198903049422e-49,6.8579840974920089e-53,1.0797077206353144e-64,1.7894442673306985e-69,1.1590024695744585e-76,1.3468269332476497e-61,3.0062547432196733e-62,3.9965723793577206e-42,8.569505295358079e-53,6.248520197672395e-62,3.1718114304192923e-72,3.5287955224657485e-73,3.0100850869519984e-73,2.5463221582281392e-70,6.9713700413133226e-70,1.4704246301470924e-78,5.9230056747821257e-82,4.1091094853373653e-32,4.9568548015227909e-50,3.8375107575072831e-23,5.3699963666924366e-55,1.6892925581293538e-65,1.1546075932254871e-29,5.6581483294779415e-90,7.0912538944278934e-92,2.335270176220547e-93,5.8979586281346048e-44,5.5633338230379781e-46,7.9075008836922956e-91,1.2445727170247854e-97,3.726017276909375e-97,1.3974083774569668e-102,2.4417650669400019e-41,5.5488052731737174e-104,2.9761389213664312e-38,7.5993520071740149e-35,6.7665508798704781e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,9.7159227172508332e-43,3.5893600510470136e-44,9.2459008812728604e-46,1.5764421765482445e-47,1.0270719726846892e-45,6.176063068285712e-49,1.5797721636902327e-53,1.3090169650111127e-54,8.5241413665660479e-49,7.4098316147970205e-54,4.808402996796981e-56,1.7311715670420064e-61,1.7042292051843634e-67,1.1952324143137882e-67,2.900383033113762e-72,2.9003546531950865e-72,1.7511368988674717e-73,1.4793039784806417e-57,1.5425909155347578e-99,1.7298498327883312e-106,1.44517864919713e-112,2.0163543196306175e-118,2.9318225682440491e-126,2.5238028003956614e-130,3.4005411048736582e-130
6.300000000000001e-14,0.003758814195451411,4.2351317048473251e-19,4.235130656822432e-19,4.0967637680263056e-19,4.0967638123061935e-19,1.5040413341730829e-25,1.0720051576973557e-20,1.8879815169837916e-25,1.2633779831941079e-25,5.1104178812184436e-21,4.7336322038210499e-26,1.2584912005484401e-25,1.2173746331572709e-25,1.7616300865033217e-32,1.3112469225084032e-37,4.2259409169806312e-21,3.9143695579219895e-26,6.0073074831078553e-33,9.9919507764730021e-22,1.7762216205136594e-27,4.4714614379334247e-38,1.147558126500492e-32,1.4467712677366296e-44,3.4467895514083905e-48,3.9961810377261872e-27,7.3528829867296266e-47,5.0212418854208891e-39,9.4256052717924724e-45,1.2160617518988125e-45,4.6205974908017424e-22,2.3295844481101387e-34,2.701999019357728e-33,4.387440801309037e-27,1.1971569117671655e-56,2.1831379126231655e-42,1.5281264545584428e-44,1.854723747692539e-47,9.2868118807825542e-34,2.3810972896140553e-41,1.5286032184438056e-45,2.7287955252679567e-33,2.0311463677187554e-38,7.5723393852100329e-54,1.9263968141032295e-34,1.2693893606429502e-45,5.3746019186793901e-59,1.8202967202761674e-46,2.7298728738753292e-33,2.03194689004725e-38,4.9629383149854811e-39,1.1659542831236477e-42,1.3730344477987186e-28,3.8854633798663263e-53,6.801878635862537e-54,2.148745376242234e-60,7.8714562152223927e-36,5.8590204788840224e-41,1.8957260872699693e-47,4.5079786629814424e-51,1.7995187708906996e-62,2.3530689714888062e-67,3.0473532429597276e-74,1.4976201607996581e-59,6.6889040097125245e-60,6.5568060326120735e-41,1.4059214142104702e-51,1.8687350132277009e-60,1.62089943283607e-70,2.7143657015196008e-71,3.9812841681829122e-71,5.2677723969344591e-68,7.2066793290737809e-68,2.2632479612148947e-76,1.8244056560583913e-79,1.6744853409533184e-31,1.6283576245379706e-48,7.7624725141553215e-23,3.5302840235321959e-53,4.1476318340883448e-63,4.7051119076355409e-29,3.442710184942666e-87,8.3609560381392208e-89,5.507279775802278e-90,9.5864141859732847e-43,1.8109156317987822e-44,7.8553294671502311e-88,2.4728369051345208e-94,7.4032205617411409e-94,1.8459059508394339e-99,9.9503222334779654e-41,1.4660442111174685e-100,2.4358422741966718e-37,6.2196539077513352e-34,4.0692684959506112e-43,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.5939802707981742e-41,4.3668660563197526e-43,1.12710098094451e-44,3.8658825788892598e-46,1.6850541977234354e-44,5.0547146503328967e-48,2.5898760554677777e-52,2.1471747596021955e-53,6.9764539185659398e-48,1.215645416555657e-52,7.8886130747627693e-55,5.6869843271819148e-60,1.1190423941454375e-65,7.8571351629080334e-66,3.8139556305912342e-70,3.8138809908840927e-70,2.3030025083269283e-71,2.4270479958981391e-56,3.4134736662588883e-96,7.6559113048758951e-103,1.2792211215833395e-108,3.5696381414375537e-114,1.0378603625122592e-121,1.7868325377495459e-125,2.4075764408700505e-125
1.2700000000000001e-13,0.003758814195451411,8.5180624659818314e-19,8.5180582367304339e-19,8.2397627752965713e-19,8.2397629539861889e-19,6.0694843454939189e-25,2.1561125245742486e-20,7.6188546191946275e-25,5.098299948282812e-25,1.0278417225186773e-20,1.9102100634928481e-25,5.078578345499499e-25,4.9126539330667113e-25,1.4242227923823222e-31,2.1220870461240297e-36,8.4994981013861968e-21,1.5796060311615595e-25,4.8567310627199074e-32,2.0097407347206964e-21,7.1680786072887932e-27,7.2365080065515468e-37,9.2776505042991784e-32,4.6837798535727408e-43,2.2322451065235481e-46,1.6126375675164143e-26,1.1944556135069535e-45,8.1129567061170396e-38,3.0640823931095062e-43,3.9312296683323834e-44,9.2933526656850035e-22,1.8833947347591063e-33,2.1844551354668567e-32,1.770528181993982e-26,1.20806724069892e-54,1.7650041612369367e-41,4.8865831720494924e-43,3.0005364760020632e-46,7.508177095694153e-33,3.8533993650634299e-40,4.9498268979313653e-44,2.2061223104401264e-32,3.2871216764349716e-37,2.4511201945802686e-52,1.557431531433832e-33,4.1104746253356002e-44,3.4802545105164871e-57,5.8944634427719239e-45,2.2069954230954154e-32,3.28841811268516e-37,8.0318419112102619e-38,1.8629095929998364e-41,5.5408171516698441e-28,2.1988714535626713e-51,7.7039477916247971e-52,4.8687639744946633e-58,6.3638429666251642e-35,9.4821114194422177e-40,6.13723638562018e-46,2.9195076938725003e-49,2.482172534700281e-60,3.0477549037694504e-65,7.8881360548289357e-72,1.4819783698322243e-57,1.3245476339525883e-57,1.0611406911566164e-39,2.2753225012603196e-50,5.1302925522566222e-59,6.8866038067737759e-69,1.7366619330513158e-69,3.978415783188896e-69,9.5638037622180758e-66,6.5375513869115904e-66,2.8958603181204638e-74,4.6717965920489094e-77,6.7573127016653521e-31,5.2728859915786195e-47,1.5611900882347322e-22,2.2868514081379604e-51,9.3986031163637349e-61,1.8987441256809844e-28,1.7203793285991988e-84,7.8659420717011307e-86,1.0363551118700469e-86,1.5231642374715831e-41,5.7589503211343076e-43,7.1609488541458492e-85,4.5086970563174871e-91,1.3498231972330123e-90,2.0283287695023714e-96,4.0154024251993437e-40,3.2221005183380573e-97,1.9693810320583669e-36,5.028450735039462e-33,2.1393795503425549e-42,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.5795981107542332e-40,4.6469533815449458e-42,1.2005699882706262e-43,8.286500973999135e-45,2.7271635632325996e-43,4.0865348532912507e-47,4.1852388526547561e-51,3.4736262669247006e-52,5.6401619519703188e-47,1.9673217876353379e-51,1.2766493311637118e-53,1.8415237450942903e-58,7.2317356632419568e-64,5.0891471435504166e-64,4.9400194732845702e-68,4.9398261598420876e-68,2.9837021943191098e-69,3.928181308589914e-55,7.2237876957036639e-93,3.2404032188255888e-99,1.0828745404119964e-104,6.0434901458448207e-110,3.5128345762065899e-117,1.2095551055030989e-120,1.6297805664146829e-120
2.55e-13,0.003758814195451411,1.7083919381881568e-18,1.7083902392039028e-18,1.6525749843213372e-18,1.6525750561052244e-18,2.4382480706982475e-24,4.324335787689064e-20,3.060663814199854e-24,2.0481020186753229e-24,2.0614119760891797e-20,7.673551501202025e-25,2.0401784174978659e-24,1.9735224234430592e-24,1.1451461370503963e-30,3.413846809923956e-35,1.7046369440826947e-20,6.3454839065909194e-25,3.9050715693319128e-31,4.031052165973371e-21,2.8797581339718543e-26,1.1641570465115169e-35,7.4596971187339985e-31,1.5065201484467324e-41,1.4361359612363531e-44,6.4783149063246476e-26,1.9251676617703961e-44,1.3040739926080162e-36,9.8796623822516212e-42,1.264027551305563e-42,1.863888252822595e-21,1.5143410474175556e-32,1.7563682225769163e-31,7.1125943178280809e-26,1.0777628571512482e-52,1.419160196479145e-40,1.5342035403139877e-41,4.8234955165242174e-45,6.0370779134325804e-32,6.1987082524538711e-39,1.5928162592890807e-42,1.7737945973747511e-31,5.2879618146437591e-36,7.8816847467738597e-51,1.252252599041359e-32,1.322730569915404e-42,2.2384116885926132e-55,1.8968528699138279e-43,1.7745000160975163e-31,5.2900502897927903e-36,1.292085078207377e-36,2.9224003043192261e-40,2.2258742981530547e-27,1.125582370018324e-49,7.8945555279277778e-50,9.981767506925138e-56,5.1168743236288119e-34,1.5254168532708409e-38,1.9740250175877088e-44,1.8782985458743315e-47,2.8541322643875256e-58,3.9206856104380774e-63,2.0262842157161241e-69,1.2949963050838851e-55,2.3164129457699608e-55,1.707094813211334e-38,3.6604140360064788e-49,1.2648928932912077e-57,2.3364200316233257e-67,9.4148353394892508e-68,2.9980902864043605e-67,1.5399225080803303e-63,5.2595373767147301e-64,3.1355333552609662e-72,1.0124116062127062e-74,2.7145721940390848e-30,1.6968003451707384e-45,3.1308777492108366e-22,1.4719529028914157e-49,1.9271287956821882e-58,7.6278379692025955e-28,7.1098509155278401e-82,5.8181110663689663e-83,1.533319429048859e-83,2.3641066822830762e-40,1.7890709597876547e-41,5.890417717257269e-82,7.417916759494987e-88,2.2207949760432858e-87,1.8864012790128972e-93,1.6130765816290039e-39,5.9937785453856346e-94,1.5836072289584474e-35,4.0432138724891064e-32,1.0073905995244632e-41,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999976,0.0001,0.10889011,4.1496711338636959e-39,4.4222986610375579e-41,1.1430826162737936e-42,1.5871926181409963e-43,4.3876221056898793e-42,3.2857089379124934e-46,6.7131931454804964e-50,5.5839082397099085e-51,4.5348384654275708e-46,3.1647235872371697e-50,2.0537007241472627e-52,5.9258859317596779e-57,4.6327767551398468e-62,3.2749616518714963e-62,6.3551542642541672e-66,6.3546571359214372e-66,3.8403331795552298e-67,6.3203497502626626e-54,1.5019002204962087e-89,1.3474278800204529e-95,9.0055818603001936e-101,1.0051986178634733e-105,1.1676196428305411e-112,8.0405356047373056e-116,1.0834352008208785e-115
