Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556)
0.0007505033537927163,0.003097940234635093,8.2604820924858308e-08,3.8757900642891962e-08,7.162644350888514e-08,6.0763719735467843e-08,3.2782015428503546e-05,3.0474666881705762e-05,5.0570543194385452e-07,5.7886862759822283e-07,2.0270776610908706e-07,7.7798763473128583e-07,2.5456606046374189e-07,5.3833811431727417e-07,1.7241201096519844e-08,6.4903333599236475e-08,8.928508813108941e-08,4.1291315525711036e-07,4.7228594162881079e-09,2.8853802816330553e-07,4.7216359491810216e-06,1.6669751706096597e-08,2.0675854855892511e-09,1.8437796667747033e-11,1.3515657725024286e-06,2.68745643898143e-05,2.2502497932689392e-17,1.7401644475642664e-07,1.1872239092973671e-06,8.94186044702174e-05,4.7001895037070174e-08,1.5346725257138473e-06,1.6791469269316998e-09,1.8351923552478482e-05,7.2012075835092499e-15,8.266083094856848e-07,1.6334076376945265e-05,3.1047031852652971e-08,2.487299750438601e-07,8.7933561763101833e-11,1.6238500726058787e-05,1.2980814483393086e-08,6.0012058485148861e-08,4.5448412147881335e-10,8.0461598582786974e-07,2.4646146033895068e-10,3.8137816768640066e-09,8.577891436275149e-07,8.3942371146272813e-09,3.224586148971251e-08,2.9602501656204677e-05,2.7778322831835084e-13,2.9298841035386509e-07,1.4491944984235041e-14,6.8477407772805603e-07,5.3583153105866995e-09,4.4505177968231928e-09,1.8582243800412888e-08,2.0594437000716263e-11,1.5355166809520099e-06,1.4245596556889133e-15,6.0011593397962218e-08,5.0130362655910989e-12,7.2563852556484125e-15,5.9957122070105938e-06,4.2419573238166286e-07,3.3646328690214263e-09,2.264561550586078e-17,2.4570119391414997e-15,9.0441597234643905e-11,6.4883074988955118e-10,1.4827186390369709e-07,1.4017676617327805e-14,7.6473772233949284e-13,6.0968637286988409e-08,1.3231674675510174e-05,3.2686539074686987e-10,1.1376343718246754e-10,7.8267134662379386e-06,2.373908842277792e-06,2.1904325196696532e-05,2.4390440772755644e-14,9.7879200916802681e-15,1.5701308109264414e-06,1.0089311983463233e-13,3.0720201005785422e-06,2.6891695694068934e-09,3.8494944311081857e-09,7.5784489908802398e-07,1.4926594863757304e-14,1.2518936479267303e-09,1.2002589309594627e-06,1.1991526562457685e-07,3.0581023910603146e-07,9.7387146233207194e-16,0.88130563799999995,0.0,0.0,0.0,0.0097789545535688516,0.0001005878047293282,0.10873634260281309,1.3439728607946788e-10,1.6446573597951421e-12,3.314156044212559e-14,1.1574792307188546e-06,5.2417388760021081e-08,1.952092225046784e-07,1.1484666351265592e-08,3.7017566727413188e-09,1.6967714456220941e-09,2.8841501724321967e-09
0.00075116335455813,0.0030979426445777052,8.3147142927017867e-08,3.911257536691146e-08,7.2150280083475485e-08,6.1183186351441751e-08,3.3101640665096021e-05,3.0655226967748798e-05,5.0917657484740964e-07,5.8263019252489168e-07,2.0433624283414541e-07,7.8422602543889574e-07,2.5690190719505937e-07,5.4229488758267445e-07,1.7367986150395159e-08,6.5379698580672144e-08,8.9986390489926366e-08,4.1615022228751172e-07,4.7662455611325565e-09,2.9017229821996803e-07,4.748254932263121e-06,1.6822651786107776e-08,2.0817483599878767e-09,1.8606921144863595e-11,1.3646633986129154e-06,2.7145884199544052e-05,2.2667657430912964e-17,1.755809118798881e-07,1.1966705933707051e-06,9.0363879765927916e-05,4.7397016727473753e-08,1.5494829546472261e-06,1.6923109678235769e-09,1.8540678038362868e-05,7.2709931303514356e-15,8.2995148706645914e-07,1.6504427701020633e-05,3.1172145621740043e-08,2.5085062366962993e-07,8.8683286061590777e-11,1.6420885877126289e-05,1.3084826287055325e-08,6.0492037346767399e-08,4.5631507344438585e-10,8.1216474091575445e-07,2.4843281936066853e-10,3.8290845141224227e-09,8.6675814688282529e-07,8.4600051844701714e-09,3.2498038727132254e-08,2.9892704248713556e-05,2.8046399852699245e-13,2.9545884336283695e-07,1.4607258370192744e-14,6.874134491098272e-07,5.3788899014674897e-09,4.4880925356082873e-09,1.8738870716633841e-08,2.0768032843106144e-11,1.5493617335602599e-06,1.4300504330260562e-15,6.0365809886320143e-08,5.0426255522791239e-12,7.3218129968937663e-15,6.0584817756414133e-06,4.2850703550736343e-07,3.3673866487478016e-09,2.2663819548062848e-17,2.4735919190850516e-15,9.1060090596011465e-11,6.5326783994278046e-10,1.492858865083371e-07,1.4113542786764158e-14,7.6995623593352624e-13,6.1385956050533169e-08,1.3432253595073525e-05,3.3018474797224397e-10,1.1491355946019908e-10,7.921733341408704e-06,2.3896934990328204e-06,2.2154128810958947e-05,2.4557388716027046e-14,9.8549165494885296e-15,1.5818604807595209e-06,1.0183968225782917e-13,3.104893422466598e-06,2.7231297944071012e-09,3.898102745823231e-09,7.6866166075836193e-07,1.5139643116725495e-14,1.2697634252379786e-09,1.220919900941266e-06,1.2126137305694173e-07,3.083988037891638e-07,9.877674623557514e-16,0.88130563799999995,0.0,0.0,0.0,0.0097778060643057014,0.0001005925233711679,0.10873484291414004,1.3553449670778131e-10,1.6681246948625089e-12,3.361445170967084e-14,1.1773986904137572e-06,5.296565291506142e-08,1.9946955052363678e-07,1.1735141568124434e-08,3.7824902770891521e-09,1.733801319174183e-09,2.9470936244758681e-09
0.0007518233553235438,0.0030979450763087184,8.3690702212896618e-08,3.9469344233920799e-08,7.2675702004165827e-08,6.1603766962901812e-08,3.3423800947459542e-05,3.083578478341026e-05,5.1265661011538179e-07,5.8639976900405455e-07,2.0597136905089601e-07,7.9048965763163242e-07,2.5925163751740293e-07,5.4626381226419612e-07,1.7495161423197354e-08,6.5857511509390043e-08,9.0690396950749836e-08,4.1939964853880317e-07,4.8098905329629187e-09,2.918063023869437e-07,4.7748671328335791e-06,1.6976459167614294e-08,2.0959471871636966e-09,1.8777049300212952e-11,1.377852093157072e-06,2.741945893763588e-05,2.2833318943885836e-17,1.7715394953081996e-07,1.2061565866420514e-06,9.1317620969815627e-05,4.779395623583629e-08,1.5643916427084922e-06,1.7055252735744677e-09,1.8731049080618964e-05,7.341263914444207e-15,8.3330798744752011e-07,1.6676310376205264e-05,3.1297752453684274e-08,2.5298167061015023e-07,8.9436686727282362e-11,1.6605009738865602e-05,1.3189258260304801e-08,6.0973937679670722e-08,4.5815323933026626e-10,8.1976110137472738e-07,2.5041207317122087e-10,3.8444469489747681e-09,8.7580581439184196e-07,8.5260241169433448e-09,3.2751168681889508e-08,3.0185207323060791e-05,2.8316255439975983e-13,2.9794072899091253e-07,1.4723051626252432e-14,6.9005793606502042e-07,5.3995032862863894e-09,4.5258423465825534e-09,1.8896222079805281e-08,2.0942431734696416e-11,1.5632863838868634e-06,1.4355518524709136e-15,6.0721674871426214e-08,5.0723525452714884e-12,7.387616898750754e-15,6.1218166163993215e-06,4.3284706196219475e-07,3.3702378516377629e-09,2.2682675528684652e-17,2.4903047190379559e-15,9.1682382977444012e-11,6.577321842785895e-10,1.5030612154504557e-07,1.4209996283563044e-14,7.7520662895342932e-13,6.1805872087560658e-08,1.3635327163471416e-05,3.3352618220340409e-10,1.1607064076222486e-10,8.0177033923740937e-06,2.4054989733227785e-06,2.2406400435644894e-05,2.4725375695900197e-14,9.9223299742328419e-15,1.5936704133045924e-06,1.0279221411176176e-13,3.1380748476870941e-06,2.7573264906155869e-09,3.9470488620244826e-09,7.7958060757858743e-07,1.5354704025870978e-14,1.2878021571521798e-09,1.2418750564581454e-06,1.2261611123871339e-07,3.1099987024091335e-07,1.0017946946490411e-15,0.88130563799999995,0.0,0.0,0.0,0.0097766477875519328,0.00010059726732542614,0.10873333127335399,1.3667719594111616e-10,1.691813653105576e-12,3.4091808915260605e-14,1.1976016998964401e-06,5.3516838057228249e-08,2.0381619184337385e-07,1.1990685967938066e-08,3.8648577898245059e-09,1.7715813835362676e-09,3.0113122704216987e-09
0.0007524833560889576,0.0030979475299505468,8.423548112099913e-08,3.9828200883304217e-08,7.3202688416137311e-08,6.2025446655321867e-08,3.3748506725096991e-05,3.1016326899516431e-05,5.1614541074276107e-07,5.9017723032803941e-07,2.0761308598116145e-07,7.9677830205619534e-07,2.6161521030261308e-07,5.5024472940136782e-07,1.7622721827448135e-08,6.633675296852068e-08,9.1397081441075781e-08,4.2266131152438215e-07,4.8537935854890215e-09,2.9343994560990837e-07,4.8014709737704571e-06,1.713117111541136e-08,2.110181448218178e-09,1.8948178109501605e-11,1.3911318454195116e-06,2.7695298632938933e-05,2.2999475739625258e-17,1.787355202758146e-07,1.2156815770442025e-06,9.2279873874557368e-05,4.8192700343456624e-08,1.5793984413775764e-06,1.7187893461246617e-09,1.8923044362750115e-05,7.4120198790532195e-15,8.3667785279821398e-07,1.6849733163396487e-05,3.1423853849981773e-08,2.5512305381738217e-07,9.0193741827122925e-11,1.6790881962644213e-05,1.3294106585739488e-08,6.1457741550651295e-08,4.5999864116181586e-10,8.2740496657748962e-07,2.5239914817724167e-10,3.8598691568615384e-09,8.8493253398286013e-07,8.5922914284765482e-09,3.3005241671567059e-08,3.0480019911175522e-05,2.8587886905862227e-13,3.0043398512460321e-07,1.4839320943743608e-14,6.9270765251472823e-07,5.4201563446250351e-09,4.5637659956852665e-09,1.905429264131524e-08,2.1117627859259078e-11,1.5772903637432026e-06,1.4410641510176322e-15,6.1079195598954129e-08,5.1022178498330691e-12,7.4537956939419243e-15,6.1857199665080882e-06,4.372157796186198e-07,3.3731863210261185e-09,2.2702184527489934e-17,2.5070041562531446e-15,9.230843634285692e-11,6.622235100325802e-10,1.5133257858169771e-07,1.4307038012295367e-14,7.8048857419807993e-13,6.222839045342508e-08,1.3840914551948583e-05,3.368896683132017e-10,1.1723465229140665e-10,8.1146299101481889e-06,2.4213247399855919e-06,2.2661155223275123e-05,2.4894403734764694e-14,9.9901611775029188e-15,1.6055611070371858e-06,1.0375070277934958e-13,3.1715663124494243e-06,2.7917582618379246e-09,3.9963307512003799e-09,7.9060171547121128e-07,1.5571777117136232e-14,1.3060098100601889e-09,1.263127163102845e-06,1.2397942351543903e-07,3.1361336324018713e-07,1.0159531559539881e-15,0.88130563799999995,0.0,0.0,0.0,0.0097754796765226974,0.0001006020365503352,0.10873180762934133,1.3782535074834192e-10,1.7157242286459154e-12,3.4573631940437367e-14,1.2180909242665834e-06,5.4070914973467021e-08,2.0825067766843102e-07,1.2251389312789154e-08,3.9488881432249295e-09,1.8101249466082136e-09,3.0768287317456348e-09
0.0007531433568543713,0.0030979500056251344,8.478146199816823e-08,4.0189138675435826e-08,7.3731218342423336e-08,6.2448210476360078e-08,3.407576836638348e-05,3.1196839883385019e-05,5.1964284942209671e-07,5.9396244994925637e-07,2.0926133406418133e-07,8.0309172624821553e-07,2.639925825526833e-07,5.5423747906519118e-07,1.7750662245146733e-08,6.6817403423397957e-08,9.2106417575652122e-08,4.2593508729668539e-07,4.8979539376966939e-09,2.9507313346686094e-07,4.8280648884085732e-06,1.7286784771117608e-08,2.1244506230788207e-09,1.9120304412186389e-11,1.4045026338876431e-06,2.797341323690604e-05,2.3166121045309911e-17,1.803255856912048e-07,1.2252452479806567e-06,9.3250684061473404e-05,4.8593235809836987e-08,1.5945031886945779e-06,1.7321026814828054e-09,1.9116671513394293e-05,7.4832609099170417e-15,8.4006112355922038e-07,1.7024704791724336e-05,3.1550451246735611e-08,2.5727470987053653e-07,9.0954428942896256e-11,1.6978512138673757e-05,1.339936739102151e-08,6.1943430787365206e-08,4.6185130000733592e-10,8.3509622939829102e-07,2.54393969779833e-10,3.875351305115803e-09,8.9413869055781471e-07,8.6588046065847156e-09,3.3260247900275735e-08,3.0777150959223705e-05,2.8861291319295363e-13,3.0293852809329543e-07,1.4956062458713746e-14,6.9536271253378089e-07,5.4408499572305113e-09,4.601862224655375e-09,1.921307705328044e-08,2.1293615290534868e-11,1.5913733943214769e-06,1.4465875659799595e-15,6.1438379322477721e-08,5.1322220718854139e-12,7.5203480650086352e-15,6.2501950521443083e-06,4.4161315270957273e-07,3.3762318936499439e-09,2.2722341834677606e-17,2.5239292143084921e-15,9.29383271840629e-11,6.6674236594683539e-10,1.523652656162511e-07,1.4404668729100608e-14,7.8580271970188041e-13,6.2653515914618554e-08,1.404903486104407e-05,3.4027517838600573e-10,1.1840556429938353e-10,8.2125191787849349e-06,2.4371702878824885e-06,2.2918408248434119e-05,2.5064474739451141e-14,1.005841092451019e-14,1.6175330613762401e-06,1.0471513482861046e-13,3.205369748794011e-06,2.8264236823545432e-09,4.0459463406962891e-09,8.0172494479568904e-07,1.5790861609935332e-14,1.3243863247883438e-09,1.284678985609749e-06,1.253512516782348e-07,3.1623920597839786e-07,1.0302427482049968e-15,0.88130563799999995,0.0,0.0,0.0,0.0097743016847487551,0.00010060683100205522,0.10873027193134006,1.3897892740369526e-10,1.7398562564977213e-12,3.5059917460566904e-14,1.2388690277911702e-06,5.462785396553287e-08,2.127745601606238e-07,1.2517342585669503e-08,4.0346106631441268e-09,1.8494454985357829e-09,3.1436659401447743e-09
0.0007538033576197851,0.0030979525034539423,8.5328627206467371e-08,4.055215070923228e-08,7.4261270695386222e-08,6.2872043435092336e-08,3.4405596157369293e-05,3.1377310303046782e-05,5.2314879858115736e-07,5.9775530150767584e-07,2.1091605296174822e-07,8.0942969500508937e-07,2.6638370940343612e-07,5.5824190041965671e-07,1.7878977528499765e-08,6.7299443229398815e-08,9.2818378667779347e-08,4.2922085051796291e-07,4.9423707746065855e-09,2.9670577219289431e-07,4.8546473210861959e-06,1.744329715578153e-08,2.1387541906975864e-09,1.9293424914332602e-11,1.4179644261844708e-06,2.8253812622243146e-05,2.3333248049992127e-17,1.8192410636663834e-07,1.2348472784095705e-06,9.4230096894314821e-05,4.8995548877617407e-08,1.609705709230849e-06,1.745464769991619e-09,1.9311938105172518e-05,7.5549868348956107e-15,8.4345783843440434e-07,1.7201233957182441e-05,3.1677546014057466e-08,2.5943657398907207e-07,9.1718725175502137e-11,1.716790979438181e-05,1.3505036758020416e-08,6.2430986981769817e-08,4.6371123597043244e-10,8.4283477620545721e-07,2.5639646244072504e-10,3.8908935529284136e-09,9.034246660200821e-07,8.7255611103889176e-09,3.3516177465274603e-08,3.1076609326457121e-05,2.9136465505421e-13,3.0545427277715242e-07,1.5073272252954204e-14,6.9802323031271675e-07,5.4615850055628934e-09,4.6401297527166147e-09,1.9372569869329431e-08,2.1470387993048628e-11,1.605535186230908e-06,1.4521223349126636e-15,6.1799233302373988e-08,5.162365817922639e-12,7.5872726444800857e-15,6.3152450879750974e-06,4.4603914181502479e-07,3.3793743580508453e-09,2.2743149814738026e-17,2.5408226979704794e-15,9.3571983852474989e-11,6.7128823802651423e-10,1.534041912548666e-07,1.4502889247631856e-14,7.9114844877008858e-13,6.3081252961056627e-08,1.425970711645573e-05,3.4368268169040261e-10,1.1958334608405998e-10,8.3113774745264886e-06,2.4530351201946105e-06,2.3178174504681088e-05,2.5235590506145612e-14,1.0127079936069858e-14,1.6295867766240112e-06,1.0568549601183533e-13,3.2394870843098508e-06,2.8613212965193263e-09,4.0958935158184858e-09,8.12950240423697e-07,1.6011956418635937e-14,1.3429316166532601e-09,1.3065332874029127e-06,1.2673153598314736e-07,3.1887732007661479e-07,1.0446634502768532e-15,0.88130563799999995,0.0,0.0,0.0,0.0097731137660833269,0.00010061165063468749,0.10872872412894521,1.4013789149232094e-10,1.7642097002580467e-12,3.5550664742089946e-14,1.2599386734678489e-06,5.5187624862506152e-08,2.173894125803996e-07,1.2788638004516534e-08,4.122055073421264e-09,1.8895567127052399e-09,3.2118471382985489e-09
0.0007544633583851988,0.0030979550235579042,8.5876959123507415e-08,4.0917229796408725e-08,7.4792824284036574e-08,6.3296930511804887e-08,3.4738000300694879e-05,3.1557724731145155e-05,5.2666313041575146e-07,6.0155565885988431e-07,2.1257718159150987e-07,8.1579196997726434e-07,2.6878854414186349e-07,5.6225783177097482e-07,1.8007662502836467e-08,6.7782852637008916e-08,9.3532937740040792e-08,4.3251847449003803e-07,4.9870432466118707e-09,2.9833776871731892e-07,4.8812167276107202e-06,1.7600705167598272e-08,2.1530916291347679e-09,1.9467536186114718e-11,1.4315171790166126e-06,2.8536506581709607e-05,2.3500849906361398e-17,1.8353104182382736e-07,1.2444873429251615e-06,9.521815751371943e-05,4.9399625866451424e-08,1.6250058140729281e-06,1.7588750964748835e-09,1.9508851653675693e-05,7.6271974236856081e-15,8.468680343837744e-07,1.7379329321381109e-05,3.1805139456160138e-08,2.6160858004683341e-07,9.2486607150298169e-11,1.7359084392956451e-05,1.361111071605065e-08,6.2920391505849849e-08,4.6557846819002275e-10,8.5062048686208434e-07,2.584065496875949e-10,3.9064960513156511e-09,9.1279083921006479e-07,8.7925583722132128e-09,3.3773020357808211e-08,3.1378403784214503e-05,2.9413406045313027e-13,3.0798113254546297e-07,1.5190946354992572e-14,7.0068932012178357e-07,5.4823623716931156e-09,4.6785672761894996e-09,1.9532765550881094e-08,2.1647939829131667e-11,1.6197754395399857e-06,1.4576686955359911e-15,6.216176480481692e-08,5.1926496949184808e-12,7.6545680150754053e-15,6.3808732767382089e-06,4.5049370385210931e-07,3.3826134779333761e-09,2.2764602670937061e-17,2.5579634202899963e-15,9.4209493531388117e-11,6.758617517110926e-10,1.5444936216945807e-07,1.4601700198662839e-14,7.9652650265692557e-13,6.3511605804355897e-08,1.4472950265298244e-05,3.4711214469173956e-10,1.2076796601027202e-10,8.4112110650240784e-06,2.4689187546742389e-06,2.3440468901765265e-05,2.5407752719701549e-14,1.0196168888313125e-14,1.6417227539144491e-06,1.0666177126554325e-13,3.2739202418762295e-06,2.8964496213674443e-09,4.1461701209477625e-09,8.2427753182513133e-07,1.6235060154253999e-14,1.3616455756676081e-09,1.3286928301862989e-06,1.2812021517440167e-07,3.2152762560325105e-07,1.0592151162583911e-15,0.88130563799999995,0.0,0.0,0.0,0.0097719158747082199,0.00010061649540028777,0.10872716417211441,1.4130220792036937e-10,1.7887843143548324e-12,3.6045868836475578e-14,1.2813025226292696e-06,5.5750197032761315e-08,2.2209682942051117e-07,1.306536902274888e-08,4.2112514961902654e-09,1.9304724471274199e-09,3.2813958832554501e-09
0.0007551233591506126,0.0030979575660574346,8.6426440137110524e-08,4.1284368445788092e-08,7.5325857800117771e-08,6.3722856645309868e-08,3.5072990904108487e-05,3.1738069749828309e-05,5.3018571688331569e-07,6.053633961093825e-07,2.1424465802371518e-07,8.2217830980457439e-07,2.7120703798231841e-07,5.6628511049784845e-07,1.8136711962974118e-08,6.8267611784335083e-08,9.4250067487560163e-08,4.3582783100616145e-07,5.0319704657562857e-09,2.9996903077017528e-07,4.9077715771831916e-06,1.7759005568428844e-08,2.1674624155836119e-09,1.9642634646873122e-11,1.4451608367742726e-06,2.882150481688782e-05,2.3668919728140735e-17,1.8514635040036479e-07,1.2541651113233904e-06,9.6214910803101963e-05,4.9805452574486286e-08,1.6404032991624374e-06,1.7723331396079728e-09,1.9707419609284784e-05,7.6998923803691208e-15,8.5029174637137594e-07,1.755899950582605e-05,3.1933232801544882e-08,2.6379066043702471e-07,9.3258050968986791e-11,1.7552045323743332e-05,1.3717585245467098e-08,6.341162548092457e-08,4.6745301469883229e-10,8.5845323393848052e-07,2.6042415405048927e-10,3.9221589419814349e-09,9.2223758545350515e-07,8.8597937933472279e-09,3.4030766452229111e-08,3.1682543003936106e-05,2.9692109245913193e-13,3.1051901917047818e-07,1.5309080734792446e-14,7.0336109626972358e-07,5.5031829377949518e-09,4.7171734673444323e-09,1.9693658454841252e-08,2.1826264545226975e-11,1.634093842538342e-06,1.4632268856506212e-15,6.2525981101280309e-08,5.2230743102941625e-12,7.7222327038500321e-15,6.4470828072722987e-06,4.5497679164381367e-07,3.3859490230938214e-09,2.2786702889742356e-17,2.5750774851891342e-15,9.4850779008879181e-11,6.8046235309596846e-10,1.5550078561067208e-07,1.4701102267696209e-14,8.0193621724641622e-13,6.3944578357155663e-08,1.4688783162171359e-05,3.5056353069893472e-10,1.2195939139320532e-10,8.5120262073380329e-06,2.484820725700517e-06,2.3705306252133439e-05,2.5580962945366327e-14,1.026567840937932e-14,1.6539414952548032e-06,1.0764394461186652e-13,3.308671138772286e-06,2.9318071474264066e-09,4.1967739609245646e-09,8.3570673131472384e-07,1.6460171089917942e-14,1.3805280635891917e-09,1.3511603732408807e-06,1.2951722637434328e-07,3.2419004092049509e-07,1.0738976862137041e-15,0.88130563799999995,0.0,0.0,0.0,0.0097707079651814955,0.00010062136524863332,0.10872559201121806,1.4247184084504428e-10,1.8135799967308722e-12,3.6545527687162627e-14,1.3029632342633164e-06,5.6315539338894059e-08,2.2689842914247183e-07,1.3347630497665261e-08,4.3022305060126924e-09,1.9722067680318053e-09,3.3523360855078706e-09
0.0007557833599160263,0.003097960131072736,8.6977052677858486e-08,4.1653558953068398e-08,7.5860349885393628e-08,6.4149806773269122e-08,3.5410578010722288e-05,3.1918331951376104e-05,5.337164298223996e-07,6.0917838756264108e-07,2.1591841981213561e-07,8.2858847092887199e-07,2.7363914075297704e-07,5.7032357339873867e-07,1.826612068548167e-08,6.8753700737249065e-08,9.4969740396112065e-08,4.3914879087451976e-07,5.0771515183560353e-09,3.0159946665540616e-07,4.9343103484405336e-06,1.7918195028672642e-08,2.1818660268215841e-09,1.9818716614774827e-11,1.458895335540025e-06,2.9108816967111284e-05,2.3837450604011964e-17,1.867699896481267e-07,1.2638802502517352e-06,9.7220401468411881e-05,5.0213014830441079e-08,1.6558979502486659e-06,1.7858383740707445e-09,1.9907649377713638e-05,7.7730713647654129e-15,8.5372900805532148e-07,1.7740253104015248e-05,3.2061827229097167e-08,2.6598274655588153e-07,9.4033032381031136e-11,1.7746801925282583e-05,1.3824456289415844e-08,6.3904669874767472e-08,4.6933489280159915e-10,8.6633288510488686e-07,2.6244919740185911e-10,3.9378823603968257e-09,9.3176527765935284e-07,8.9272647557775095e-09,3.4289405545905982e-08,3.1989035589156488e-05,2.9972571229686968e-13,3.1306784331828083e-07,1.5427671323891082e-14,7.0603867307274445e-07,5.5240475860484689e-09,4.7559469815520941e-09,1.9855242870132078e-08,2.2005355812422467e-11,1.6484900756495689e-06,1.4687971430724634e-15,6.2891889465887179e-08,5.2536402716881255e-12,7.7902652006890767e-15,6.5138768587238237e-06,4.5948835521782321e-07,3.3893807752305501e-09,2.2809445956298018e-17,2.5923658115773975e-15,9.5495903429302499e-11,6.8509049516849916e-10,1.5655846716509672e-07,1.4801095982900723e-14,8.0737812833078215e-13,6.4380174317307986e-08,1.4907224596136775e-05,3.5403680088705703e-10,1.2315758887427882e-10,8.6138291507369463e-06,2.500740579037989e-06,2.397270130039244e-05,2.575522266246231e-14,1.0335609092920606e-14,1.6662435031938648e-06,1.0863199945845004e-13,3.3437416882933604e-06,2.9673923358020316e-09,4.2477028055885371e-09,8.4723773977577917e-07,1.6687287273605448e-14,1.3995789234480213e-09,1.3739386738691874e-06,1.3092250556965922e-07,3.2686448323829119e-07,1.0887109925711802e-15,0.88130563799999995,0.0,0.0,0.0,0.0097694899923190612,0.00010062626012798397,0.1087240075969086,1.4364675392083208e-10,1.8385964650404104e-12,3.7049635604591284e-14,1.3249234654434079e-06,5.6883620337132162e-08,2.3179584642457353e-07,1.3635518225412635e-08,4.3950229801266976e-09,2.0147738826507821e-09,3.424691895672609e-09
0.0007564433606814401,0.003097962718722694,8.7528779192769579e-08,4.202479332801978e-08,7.6396279078783538e-08,6.4577765798193139e-08,3.5750771571814911e-05,3.2098497944897267e-05,5.3725514095210996e-07,6.1300050787308846e-07,2.1759840374888522e-07,8.3502220702760547e-07,2.7608480032790394e-07,5.7437305651420559e-07,1.8395883422010218e-08,6.9241099469811211e-08,9.5691928658777636e-08,4.4248122355676504e-07,5.1225854545160901e-09,3.0322898549068234e-07,4.9608315336464673e-06,1.8078270090432008e-08,2.1963019392014869e-09,1.9995778266055255e-11,1.4727205996451322e-06,2.9398452583146001e-05,2.4006435590822363e-17,1.8840191604308299e-07,1.2736324219716101e-06,9.8234673961578503e-05,5.0622298083140543e-08,1.6714895386965857e-06,1.7993902690577063e-09,2.0109548301015505e-05,7.8467339740873539e-15,8.5717985125077299e-07,1.7923098669118074e-05,3.2190923848139482e-08,2.6818476840767589e-07,9.4811526643568962e-11,1.7943363463514712e-05,1.3931719746281093e-08,6.4399505431913361e-08,4.7122411878667028e-10,8.7425930112026915e-07,2.6448160072044468e-10,3.9536664335099632e-09,9.4137428528531574e-07,8.9949686138657395e-09,3.4548927331958188e-08,3.2297890046988076e-05,3.0254787858734191e-13,3.1562751417087784e-07,1.554671400029047e-14,7.0872216483650827e-07,5.5449571984370875e-09,4.794886451640273e-09,2.0017512988735333e-08,2.2185207194329579e-11,1.6629638082301571e-06,1.4743797055957473e-15,6.3259497175852828e-08,5.2843481870006325e-12,7.858663943177429e-15,6.5812585962937444e-06,4.6402834065697021e-07,3.3929085023900829e-09,2.2832833326128221e-17,2.609622788289075e-15,9.6144809328294887e-11,6.8974576569049706e-10,1.5762241269806343e-07,1.4901681898808856e-14,8.1285174008128688e-13,6.481839709020827e-08,1.5128293261354665e-05,3.5753191338856976e-10,1.2436252410471471e-10,8.716626132974713e-06,2.5166778766633739e-06,2.4242668693636134e-05,2.5930533233314503e-14,1.0405961485642502e-14,1.6786292810101182e-06,1.0962591834636978e-13,3.379133797945565e-06,3.0032036300386529e-09,4.2989543851889859e-09,8.5887044200040666e-07,1.6916406436361406e-14,1.4187979717424507e-09,1.397030486321021e-06,1.3233598718773308e-07,3.2955086815970675e-07,1.1036549266693663e-15,0.88130563799999995,0.0,0.0,0.0,0.009768261911304579,0.00010063117998446865,0.10872241088023861,1.4482691009620942e-10,1.8638335350875679e-12,3.7558188877021e-14,1.3471858702888967e-06,5.7454408123828445e-08,2.3679073888640219e-07,1.3929129348594869e-08,4.4896602297063223e-09,2.058188197554511e-09,3.4984878028857293e-09
