Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702),S(9711),S(9715),S(9934),S(9933),S(9877),S(9356),S(3622),S(10634),S(10654),S(11179),S(11193),S(12065),S(11559),S(10226),S(11013),S(13044),S(13047),S(14368),S(13836),C5H8(9850),S(15615),CHO(330),S(16928),S(16826),S(456),S(18023),CHO3(881),S(10202),S(18746),S(18747),S(18745),S(18626),S(19256),S(19255),S(18650),S(19434),S(18838),S(19740),S(19976),S(19862),S(20255),S(19528),S(19527),S(19431),S(19864),S(20911),S(19731),S(21226),S(21404),S(18071),C3H5O(710),S(9658),S(21554),S(1365),S(10662),S(22631),S(22862),CH3O(947),S(21555),S(22518),CHO3(3648),S(681),S(592),S(9957),C2H4O(401),S(10329),S(26965),S(17013),S(879),S(28193),S(5168),CH2O(413),S(21386),S(10206),S(29956),S(30018),S(18827)
0.0,0.0027096760922266567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0027096760922266567,6.6942570436020304e-21,6.6942570050674447e-21,6.4755457154507112e-21,6.4755457074333086e-21,5.6531310654065802e-29,2.3503035624059668e-22,9.7619969351086024e-29,6.5324183120571363e-29,1.1188980238868865e-22,3.3902588230400068e-29,6.507152093524819e-29,6.2945537806326253e-29,2.49889776867943e-37,7.5716553388666848e-44,9.2524577822293058e-23,2.8034929528465813e-29,8.5213818653562077e-38,2.1905776266539701e-23,1.2738482626923234e-30,2.5819770154123868e-44,1.6278498857945253e-37,2.5320138613992099e-52,1.8565025025463429e-57,1.9284816184398435e-30,3.402507270369731e-53,3.2086487303825686e-45,1.3218440761243657e-52,3.2657692160006748e-53,9.9372420132517655e-24,6.3493291513666295e-39,5.3091013791852102e-38,2.0818838631630774e-30,2.7571501674971895e-67,3.0481916713096461e-47,3.7461652267935749e-52,1.0545570839114757e-53,1.8273383657242401e-38,1.3751650986279321e-47,2.6750137487687287e-53,5.3618993347624823e-38,1.624654482963303e-44,1.3046176198667893e-61,5.2504249560582894e-39,3.0766858063448902e-53,3.9529890971244042e-68,6.1198910788803231e-54,5.3640116777334467e-38,1.6252944902965873e-44,2.8618411498084079e-45,9.4450636873307127e-49,9.6594954592302443e-32,1.9603906424866901e-62,1.0638701342082892e-64,1.4510662334589816e-72,1.5192784322828345e-40,4.603410736525044e-47,4.5143314150239727e-55,3.3038042210155951e-60,2.3177309966230884e-74,7.4457093365745809e-78,3.0045908822517636e-86,4.8574560658418539e-70,6.7493411533139931e-72,3.6106323442736441e-47,7.9912374675989916e-58,5.4018940192750361e-68,2.7886539160193638e-79,3.3490423638498612e-81,2.142766458817836e-82,4.4604314009569294e-80,1.9621658256987432e-78,1.2042800003306256e-87,3.0238368072684983e-92,1.2010122549154597e-34,2.7173441967811685e-56,1.2270973494540417e-24,1.8143815404488961e-62,2.7975740112486322e-75,3.2405157431509356e-32,1.8251180110486747e-101,1.4732452482869681e-104,3.0313270408979278e-107,7.8089896536723085e-49,4.4683631890400619e-52,2.092515745246949e-95,2.8540938654716278e-103,6.1602321694779698e-103,4.4241450440225646e-108,3.785693579707333e-44,4.8077987786780817e-87,6.647935688044506e-42,1.2238220935140847e-38,1.1945584858566598e-47,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,9.20573273249242e-48,3.6856906852781532e-49,8.9278458721442755e-51,9.1793565165671913e-54,1.3497661137557091e-50,1.177318577361842e-52,2.4590394117409267e-58,2.0365381381003777e-59,1.8276032791854981e-52,9.3456187590964692e-59,5.3924857131241998e-61,1.6339219506011529e-67,9.9174499278350217e-75,6.9483170508805519e-75,1.45133280617381e-80,1.4513319216559761e-80,6.3163859089359683e-82,2.2960177997380576e-62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4883016248065906e-72,0.0,0.0,0.0,0.0,0.0,3.1586796964187268e-92,2.0474878357451432e-102,8.4266163252404434e-68,2.3704037052881078e-74,3.4264645664338175e-84,9.1058166096973796e-64,5.213449365766214e-67,1.9274573090363561e-86,1.0232762820028219e-80,2.666314616503091e-86,2.1257279837668533e-86,1.7676329728142855e-87,5.3434267138020203e-88,2.2306887961223808e-93,1.4003464733785516e-93,1.9842027460567119e-90,4.3983101393973482e-100,4.4016386986971709e-100,3.2390641539760463e-103,1.497139272893757e-110,3.2415155217139637e-103,5.8682943013620042e-111,1.2861757804504415e-100,1.2861595615396242e-100,2.4972015034797403e-103,4.0200956294509843e-109,4.1470073395261624e-110,4.1645157997811889e-110,8.8253605460042825e-117,6.4992939769959903e-120,7.7742440684405184e-77,4.0891011763464914e-71,1.8370157640605651e-67,1.5089730418339826e-130,1.9685761778951333e-58,1.913555022365073e-66,3.622488062256997e-76,2.6859683049760119e-85,4.1734121053445396e-60,1.1112588087474638e-133,1.1112587810367535e-133,3.1274813412423856e-96,3.4386291905698276e-92,6.5601051664851474e-92,4.2835362827229667e-104,5.3462931253545298e-67,1.5804508039542518e-96,1.4610545143614949e-102,4.2437062485424313e-99,1.4477293294321576e-85,9.7926668492224555e-90,1.5363096778736162e-99,1.8164211503983935e-65,6.4992939772023772e-120,9.2920359293345398e-84,9.2991618943023541e-89,9.4074167986914055e-95,1.1734225189205849e-95
3.0000000000000002e-15,0.0027096760922266567,2.1995415846600547e-20,2.1995415593373284e-20,2.1276792786855841e-20,2.1276792734170059e-20,3.7149146796013323e-28,7.7224262284235426e-22,6.4150265049158488e-28,4.2927320165681782e-28,3.6763780868120785e-22,2.2278839482110249e-28,4.2761284895244893e-28,4.1364210220411864e-28,2.3561033134756925e-36,9.302318240265802e-43,3.0400923388350475e-22,1.8422950379884277e-28,8.0344449071923893e-37,7.1976164170607577e-23,8.3710049801188863e-30,3.1721428327964973e-43,1.5348297406617235e-36,3.8341864112740903e-51,3.3417000997951231e-56,1.2672878906323598e-29,4.3792324023497577e-52,3.8500220164594882e-44,2.0789629145207238e-51,4.8516371723442056e-52,3.2650938538589622e-23,5.9865095543693535e-38,5.0057229913748641e-37,1.3680950762982871e-29,5.7410454818363409e-66,2.8740089897688774e-46,5.6723418320403561e-51,1.2955951914164735e-52,1.7229190387137096e-37,1.6894880585156269e-46,4.0507341966473786e-52,5.0555038466685606e-37,1.9960036542519175e-43,1.97555905037688e-60,4.9504000533981053e-38,4.6589802533444401e-52,7.115365841804542e-67,9.2672620411005423e-53,5.0574955272102312e-37,1.9967899527537735e-43,3.5159756192938673e-44,1.1602867040783409e-47,6.3476684773495368e-31,3.6403415873414059e-61,2.2794646683850571e-63,3.523666531139455e-71,1.4324623758925413e-39,5.6556183135111383e-46,6.835976923531252e-54,5.9468398051234464e-59,5.5931730378740706e-73,1.5529594948595758e-76,7.1251372029496046e-85,1.011223449266254e-68,1.5979137220904752e-70,4.4359194000885528e-46,9.8178052548136788e-57,8.1697387654476639e-67,5.0073729282829264e-78,6.9149117994110211e-80,5.0152824765983235e-81,1.0548640830251598e-78,4.0797805424206751e-77,2.8305937570142548e-86,7.9713151049179653e-91,7.8923663522793136e-34,4.1148347258421225e-55,4.0318845124487276e-24,3.2658862572465321e-61,6.7934323934754748e-74,2.1294819690312095e-31,5.3323424141740923e-100,4.724348356537938e-103,1.0586840844972152e-105,9.5926247080982718e-48,6.7656479107439721e-51,6.2769355147027908e-94,9.376902615597556e-102,2.0238962720283441e-101,1.4457717079674623e-106,2.487741471035094e-43,1.2500763733017781e-85,6.2680550368963299e-41,1.1538894179792136e-37,1.1158425284035753e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.1309897388129842e-46,4.4942697660586724e-48,1.1048088793678305e-49,1.3982003112693726e-52,1.6582843631076209e-49,1.1100428097751946e-51,3.0210735322178127e-57,2.5020253355230638e-58,1.7231683783489036e-51,1.1481756904897783e-57,6.6250507517714057e-60,2.4742236152013493e-66,1.7851194586642197e-73,1.2506957623348353e-73,3.02705962514343e-79,3.0270575275783001e-79,1.317416444454699e-80,2.8208227569756179e-61,9.3633794793932081e-111,9.1016751605151248e-119,4.7522621645032674e-126,5.7482803787846245e-133,5.2252102064247844e-142,3.8997236665123388e-147,3.7879763182061263e-147,2.2537140096265168e-71,8.3389247269223526e-143,6.2315659468975102e-152,8.4992475303702652e-157,7.8571850361128355e-163,4.4636898546426383e-157,7.4905773392009669e-91,5.4404632490119007e-101,1.516789545773111e-66,4.9439809530738302e-73,8.1256103087420029e-83,1.6388978823151283e-62,1.0872912119283458e-65,4.460882117881826e-85,1.5495316251597576e-79,4.7943101105317993e-85,3.8229945663054332e-85,3.1810354151232329e-86,9.6181519242288781e-87,4.6521302651119613e-92,2.9203561669715985e-92,3.5715644160356378e-89,9.1677990521744502e-99,9.1747307606813195e-99,7.6769237435180615e-102,3.9760738792311674e-109,7.6827291255944298e-102,1.5584895535870036e-109,2.6825932588768112e-99,2.6825547969913652e-99,5.9212803399174004e-102,1.0417554436495928e-107,1.0970726625282097e-108,1.1064621409553776e-108,2.5963902630373153e-115,2.0977637124252794e-118,1.8434555930214991e-75,7.3597134699470077e-70,2.7806460563565747e-66,5.3006659121923817e-129,2.980986168548458e-57,3.4443984418984415e-65,7.555473999354171e-75,6.3695798220427047e-84,6.3197386499545095e-59,4.2210922507440793e-132,4.221092153588438e-132,8.1126472594310705e-95,8.4922936916462633e-91,1.8075591996198913e-90,1.1339079085724727e-102,9.6232981374600555e-66,4.8063017171914937e-95,4.8606492903490729e-101,1.2905561112762079e-97,3.9291275805283557e-84,2.9375136221402776e-88,5.0096486621714893e-98,2.7505747727377821e-64,2.0977637124977875e-118,1.4070774297398785e-82,1.6738462807571074e-87,1.9611152835717074e-93,2.4469992373493382e-94
7e-15,0.0027096760922266567,4.8772442844057499e-20,4.8772441467822411e-20,4.7178973519850775e-20,4.7178973233515055e-20,2.0189752967685516e-27,1.7123642296666601e-21,3.4864272628642962e-27,2.3330064703773871e-27,8.1519615007483919e-22,1.2108050039582703e-27,2.3239827719082391e-27,2.2480547837378374e-27,3.8054594396774324e-35,4.7052352244959267e-41,6.7410683163234478e-22,1.0012461325790092e-27,1.2976833257876792e-35,1.5959959179094015e-22,4.5494666939133981e-29,1.6045119360747584e-41,2.4789803358457231e-35,6.3320468276084161e-49,1.8604343417466798e-53,6.8874331252598124e-29,2.5005764188977497e-50,1.8428262058964403e-42,3.9065971964194847e-49,7.5510454415706824e-50,7.2399910379764874e-23,9.6691082941686528e-37,8.0849838094162549e-36,7.435298133061686e-29,1.066858769489808e-62,4.6419555283456135e-45,9.3575121303630188e-49,6.5530880316019241e-51,2.782775126476641e-36,8.5456356402343608e-45,6.6898025146658603e-50,8.165386334007175e-36,1.0096039199705137e-41,3.2625366367542933e-58,7.9956369662347254e-37,7.6943224433211128e-50,3.961306763683158e-64,1.5304931386796759e-50,8.1686038347308375e-36,1.0100016636656176e-41,1.7784255785925886e-42,5.8624131756428358e-46,3.4498199403340647e-30,2.2841461270800191e-58,4.9600254967147984e-60,2.7064272084834426e-67,2.3136416156980656e-38,2.8606870677198352e-44,1.1289417699920393e-51,3.3108017477948263e-56,3.7306214678676475e-69,2.9861034021329509e-73,4.8202686771027728e-81,1.8711655413927477e-65,1.0401391074586306e-66,2.2437478818066899e-44,4.9659781738198319e-55,1.3244274370380175e-64,2.6407096053398472e-75,1.0864784689718311e-76,2.6387359957206307e-77,6.7000719103011812e-75,7.3673302688120062e-74,1.562823703042368e-82,1.5697225957590645e-86,4.28932991272127e-33,6.7956693198786281e-53,8.9402220395989493e-24,1.8182640721459703e-58,5.2178722827196597e-70,1.1573278465635003e-30,3.7806805297030242e-95,1.2131549837286449e-97,9.9846876424844865e-100,4.8443444444507762e-46,1.1155539214582723e-48,6.2414963933130176e-89,3.4052531982891226e-96,7.3498541736620441e-96,4.4594742146601098e-101,1.3520333223604503e-42,1.9298607045146879e-81,1.0123874550197286e-39,1.8637061713794519e-36,1.6619420918416231e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.720685847782109e-45,2.0934088711826142e-46,5.3256943470006864e-48,2.2042728217262253e-50,8.3878470003930174e-48,1.7928810987439033e-50,1.5279066743449501e-55,1.2655153979444065e-56,2.7831716832426281e-50,5.8076129042537184e-56,3.3510241544488689e-58,4.0861776841510421e-64,9.936435255253111e-71,6.9630687273818218e-71,5.8205480389261214e-76,5.8205338478033119e-76,2.533235799783668e-77,1.4268169020709459e-59,3.3573077833518673e-106,1.3053976144059755e-113,2.7263549866959155e-120,1.3191073314468828e-126,4.7960845179511477e-135,1.4317797617922771e-139,1.3907540061527148e-139,3.7220329108607927e-69,7.6544198933797481e-136,2.2879243361140498e-144,1.2481969899025431e-148,4.6156142025115026e-154,2.5584356690102075e-151,5.0680015029100535e-87,1.3141022566037838e-96,8.4445258760765551e-64,9.5067105950664605e-70,5.4976664389175736e-79,9.1096552607995822e-60,2.0873461499692246e-62,1.9340884178605826e-81,2.5590413167074807e-77,2.6198269315274961e-82,2.0959311734065545e-82,1.7640396828277038e-83,5.3547083419456505e-84,8.9276485383604227e-89,5.6009169622483825e-89,1.9884493093410305e-86,1.7398366432579276e-95,1.7411276119606058e-95,5.1258647185807389e-98,9.4735058752130443e-105,5.1296688098924983e-98,3.7132487438182126e-105,5.158328997194905e-96,5.158068782101987e-96,3.9957674175062458e-98,1.5244703728953631e-103,2.3700501107790356e-104,2.6655625057896426e-104,2.244704219115715e-110,6.6123253855780925e-113,1.2448402684898847e-71,4.0908349106139702e-67,4.5648032789755669e-64,6.1005251242413786e-123,4.9231108319538228e-55,1.9176488964247811e-62,1.4528507656347999e-71,4.3095987280836501e-80,1.0437111258845018e-56,1.7970536390225417e-125,1.7970536299011457e-125,1.1796477364198037e-90,7.4341203874069334e-87,5.6727920944262303e-86,2.487739624427284e-98,5.3574385121340636e-63,5.4667539170168536e-90,2.021495043795668e-95,1.4680561819127875e-92,1.0795506628428015e-79,2.9209289570439989e-83,1.456849862299114e-92,4.542455954363836e-62,6.6123253864166489e-113,2.3237449705364946e-80,9.3187877348840156e-85,3.7312090682427681e-90,4.6886467557969032e-91
1.5e-14,0.0027096760922266567,1.0232649384309586e-19,1.0232648775463253e-19,9.8983329567057562e-20,9.8983328300308606e-20,8.9319461795099724e-27,3.5926079062333065e-21,1.542395284796041e-26,1.0321220181315356e-26,1.7103106230068481e-21,5.3565903901425681e-27,1.0281299027194699e-26,9.9453934847109936e-27,3.5391422599419444e-34,9.0493906618055873e-40,1.4143002108527879e-21,4.4295042871990507e-27,1.2068680001109935e-34,3.3484726807800479e-22,2.0126895518831931e-28,3.0858943749276933e-40,2.3054949459971919e-34,2.4841280429293955e-47,1.4757179852428773e-51,3.046999633442717e-28,4.9617204144543113e-49,3.4955097878267982e-41,1.5811336788702469e-47,2.9217000422557531e-48,1.5189786370454659e-22,8.992435076056578e-36,7.5191614388695943e-35,3.2893750161169364e-28,1.6255343688263584e-60,4.3170992454373344e-44,3.6652545359934167e-47,1.2602706037011658e-49,2.5880328561400901e-35,1.6435428108612212e-43,2.6245553463186413e-48,7.5939356912156876e-35,1.9417278081850793e-40,1.2799035641465742e-56,7.4360789951840376e-36,3.0186500082734911e-48,3.1420961856861447e-62,6.0044660520762541e-49,7.5969289536575441e-35,1.9424928405990623e-40,3.4203711592037894e-41,1.1256342149455214e-44,1.5262004266217601e-29,1.829550660445005e-56,7.9915739909654224e-58,8.7470258865233839e-65,2.1517269570282563e-37,5.5018471526045462e-43,4.428957247978773e-50,2.6261666637936983e-54,1.0189272895899676e-66,4.7645331854492919e-71,1.5426309078115794e-78,2.835376857133438e-63,3.1621623865598877e-64,4.3153144491819171e-43,9.5508752764532224e-54,5.0607379362150147e-63,1.9445579893819651e-73,1.3663338372251305e-74,6.3469329783859994e-75,1.9759093291927134e-72,1.0828321411794893e-71,3.9449804591232967e-80,7.9400849513463921e-84,1.8975998278479494e-32,2.6660917814103112e-51,1.8756765062684408e-23,1.4423107196194991e-56,1.686402264798911e-67,5.1200234602151964e-30,3.8161534542126024e-92,2.4301908284266538e-94,4.0012574514788066e-96,9.2947302769490864e-45,4.366367598438782e-47,8.0815287341367816e-86,8.821666911981283e-93,1.9040591159296898e-92,9.5756485095155949e-98,5.9813947876194754e-42,8.2452883167593344e-79,9.4154169734967029e-39,1.7332816299156392e-35,1.3759652950898714e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.1002339271038851e-43,3.6002118352246928e-45,9.2371238189929787e-47,7.8183051072606863e-49,1.6132086010008835e-46,1.6674039777128872e-49,2.9380079873401568e-54,2.4337940443203414e-55,2.588392640308809e-49,1.1169517450204374e-54,6.4448508447638392e-57,1.6030898935813489e-62,7.8795371721992805e-69,5.5232251030892193e-69,9.2870301562163389e-74,9.286984736962438e-74,4.0420542139831148e-75,2.7441616485192872e-58,2.9619910484955309e-102,2.3034929507896903e-109,9.6220526014643184e-116,9.3111091000832716e-122,6.7704194757517666e-130,4.0423655613085414e-134,3.9265451092031587e-134,1.4602436889415634e-67,1.0806040406346069e-130,6.4595727385903244e-139,7.0481254135410821e-143,5.2125496663878083e-148,7.5980591179561228e-146,1.6221388715473053e-84,8.4249761411885648e-94,6.6983631841923789e-62,1.5169041552627531e-67,1.7596691866201312e-76,7.2094272397335148e-58,3.3230250810240729e-60,4.1222721452554578e-79,1.003959379361424e-75,2.024787864866732e-80,1.6271801262081993e-80,1.3914853445272361e-81,4.2473827946031183e-82,1.420521851414969e-86,8.9043841468664481e-87,1.577308897125903e-84,2.726060874209354e-93,2.728031995368087e-93,1.6111758779390484e-95,5.9614514493299752e-102,1.6123413761686093e-95,2.3366152119215544e-102,8.2307243666111807e-94,8.2298915359181995e-94,1.2743054079571657e-95,6.3044407821576225e-101,1.3245018621640546e-101,1.7027629380435338e-101,2.8451064354468386e-107,1.6768473118893812e-109,3.9737070616919647e-69,3.2375182573685686e-65,1.7754529121585732e-62,3.0678438409985209e-119,1.9314443443503539e-53,1.5211452911529866e-60,2.3182325911497444e-69,1.3794137158857115e-77,4.0947288008036192e-55,1.8075908730084604e-121,1.8075908718423188e-121,4.6639535930836854e-88,2.5258618221329655e-84,3.8600146068952491e-83,1.4151650775979195e-95,4.249393107437113e-61,7.445005408903494e-87,5.5079770021512123e-92,1.9996007902783813e-89,6.9837185909121906e-77,3.7820378153519675e-80,2.9630222068051389e-89,1.7820312668951824e-60,1.6768473123138749e-109,9.1162809352879518e-79,7.3916973083977378e-83,5.8665581275623657e-88,7.4455459280073318e-89
3.1e-14,0.0027096760922266567,2.0943458385767171e-19,2.0943455847990502e-19,2.0259201998634338e-19,2.0259201470631616e-19,3.7229897903316325e-26,7.3530971110176982e-21,6.4289701941589817e-26,4.3020633850114569e-26,3.5005307295116357e-21,2.2327109449502194e-26,4.2854233006713683e-26,4.145411939227136e-26,2.9870197183437369e-33,1.5385971711177051e-38,2.8946797042322303e-21,1.8462872729500215e-26,1.0185915943090593e-33,6.8534590483387643e-22,8.389284153308467e-28,5.246707593969753e-39,1.9458285817042004e-33,8.4797041857939369e-46,1.0095442777092571e-49,1.2700417062366896e-27,8.5639873052102459e-48,5.9040715606161912e-40,5.4813670566501796e-46,9.9068517082843541e-47,3.1089380892266319e-22,7.5895724290353031e-35,6.3461183521974484e-34,1.3710678944877906e-27,2.0425317230405127e-58,3.6436140424806966e-43,1.2472430623656289e-45,2.1425426661867083e-48,2.1842951887539027e-34,2.794370244992348e-42,8.9595758080255758e-47,6.4092250411736248e-34,3.3013578930738115e-39,4.3688593645963395e-55,6.2760164622258055e-35,1.0304913723074439e-46,2.1494408160409574e-60,2.0497799273853141e-47,6.4117528857607001e-34,3.302658846058738e-39,5.815377652770166e-40,1.9076050308481707e-43,6.3614690170060302e-29,1.2201085829340985e-54,1.0672683662214104e-55,2.3377959386792319e-62,1.8160488507903185e-36,9.3543680075192482e-42,1.5118488882227641e-48,1.7965712936111023e-52,2.0793579605196389e-64,6.5254210843023191e-69,4.2267814063450795e-76,3.5288430520412308e-61,7.8768361763023811e-62,7.337005066449928e-42,1.6238634151630708e-52,1.6426036165321232e-61,1.1567048047093863e-71,1.2868055567693436e-72,1.0976477155695794e-72,4.6801527192583449e-70,1.2813334935283139e-69,7.4381452052310498e-78,2.9961803000249032e-81,7.9095277392090036e-32,9.1013882997499641e-50,3.8389323005020319e-23,9.8674842060094154e-55,4.5072816884064727e-65,2.1341187894033094e-29,2.8626029561748067e-89,3.5877105821111756e-91,1.1815231318558969e-92,1.5728988223551034e-43,1.4837031196716177e-45,8.6318014536051477e-83,1.8846216756144049e-89,4.0677526713558334e-89,1.5257195431201884e-94,2.4931486699378182e-41,2.7121531599104638e-76,7.9466360498459022e-38,1.4628867743003612e-34,9.5381611197796488e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.870632704451728e-42,5.0595982617255487e-44,1.3033736946637934e-45,2.222329711124358e-47,2.7428378805454342e-45,1.4072712238289018e-48,4.9934049309792166e-53,4.1375828739967362e-54,2.1845838881183132e-48,1.8990549699936922e-53,1.0957543151561908e-55,5.4725032409349833e-61,5.3874826107059934e-67,3.7785122509975754e-67,1.2719206323672422e-71,1.2719081857131876e-71,5.5362069539876503e-73,4.6657568038849728e-57,7.5604935824594864e-99,1.1760981425980809e-105,9.8261646333997092e-112,1.9017911744465024e-117,2.7654348468733135e-125,3.3022914623549445e-129,3.2076887327564468e-129,4.9849682348949167e-66,4.4143376378728319e-126,5.2770249458514234e-134,1.1515586257532289e-137,1.7033082193782069e-142,2.1051507314909449e-141,4.4458695414538612e-82,4.6193280295602364e-91,4.5824692045531448e-60,2.0776437599661856e-65,4.8228357047266043e-74,4.9097164931324053e-56,4.5308491907291094e-58,6.7750170450501416e-77,3.4272183404239529e-74,1.3178144452609841e-78,1.0679237793355033e-78,9.4150288206546483e-80,2.9056132912422444e-80,1.9348290850834393e-84,1.2108065430936045e-84,1.0791096864556872e-82,3.6040796639199479e-91,3.6065592756546954e-91,4.262773773148183e-93,3.1520249702063839e-99,4.2657093282210211e-93,1.2354062064393841e-99,1.1273368942883909e-91,1.1271086647600334e-91,3.4674340249285369e-93,2.0129386942092085e-98,5.7669685282465885e-99,9.2690728331160095e-99,3.0450053603008152e-104,3.5895887310781379e-106,1.0832673774591236e-66,2.2048091442218636e-63,5.9590071631551068e-61,1.2910747724484245e-115,6.5934725658822165e-52,1.0406813358692927e-58,3.175309664145335e-67,3.7807328843251708e-75,1.3978533423210709e-53,1.5214465557048061e-117,1.5214465610148687e-117,1.3349668050954547e-85,7.139859702499336e-82,2.182446486112026e-80,6.332276588459025e-93,2.9067703975732565e-59,8.419984194978867e-84,1.2459256704526532e-88,2.2621414762506454e-86,3.7290100096154039e-74,4.0395588217935495e-77,4.4272625386913772e-86,6.082912739585401e-59,3.589588732888138e-106,3.1118824938124962e-77,5.0565908646566408e-81,7.8073902773984213e-86,1.0107269821246077e-86
