Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247)
0.0011500555506927291,0.0020205644981629756,7.8641319907443329e-09,1.1174371872482385e-08,4.0270383529607905e-09,2.8119450645605378e-09,2.5806968827928411e-06,1.942497603164684e-05,1.1477462203163988e-07,2.546364247774438e-07,6.8761124789091727e-08,1.5512425891493845e-06,2.6857448537399474e-07,1.1679815317959567e-07,2.0611615395794438e-09,4.5678867967040604e-08,2.6553789729874106e-08,7.1423611671685099e-07,1.483970620126652e-09,1.3536712377046909e-08,1.2878108281376021e-06,2.9555343293821891e-08,2.5069323526039137e-10,2.4551033511845854e-11,3.7383863974858786e-06,2.9508860537221524e-06,5.3949256694820889e-18,5.279618494578088e-08,1.1044607791808679e-06,4.6841150967682983e-05,2.1688290006148717e-08,8.9028775182195424e-06,1.5525774041323508e-09,1.6766233695333912e-06,3.0705281939335206e-15,3.7809251098341422e-07,9.6008719576410342e-06,4.6772957207504716e-08,2.2972583023771156e-07,2.5284315390945376e-11,3.6044028335875374e-06,1.2639453029222884e-08,3.4104269614416032e-07,6.8575842856371942e-10,4.1272331184141467e-06,7.4914352316242969e-10,3.7348265937657651e-08,4.9108106366295205e-06,7.1854788928558064e-09,1.6282471565009607e-07,2.0224026672588588e-05,3.1451054878475445e-13,6.2956216948687185e-07,2.1585155307648017e-15,1.0430626710633875e-07,2.5365342379401284e-09,1.9021611204623125e-09,4.4050532369957533e-08,3.6680806708749096e-11,5.7543633457091815e-06,4.7009168130205034e-17,6.1703764317453945e-07,1.1846506823518161e-11,4.2872142687575272e-15,3.9508077833547208e-06,1.0424392302710215e-06,8.2925661944740543e-10,4.6316772267160567e-18,1.3981166532732662e-15,2.3179311358888162e-11,3.4223868297217612e-10,1.0255043933107966e-07,1.5387157746828135e-15,3.8994049402683488e-13,1.3031061415989341e-07,4.3392662107316071e-06,3.3193153862878192e-10,1.9906714439563246e-11,3.2587033167631373e-06,3.6055879953268444e-07,1.1982344192591742e-05,1.2662646953210847e-14,5.4612263192281703e-15,8.3219709103814823e-07,1.014667098369705e-13,2.8846700574301032e-06,1.2014356527346239e-09,9.5149078756070409e-09,2.7454855811172676e-07,1.0463296362465208e-15,5.8636779978042419e-11,6.7769007779921046e-08,8.6884074871092272e-08,5.3616436591667553e-07,5.0443578937881303e-17,0.88130563799999995,0.0,0.0,0.0,0.0098139826894840781,9.9932108823143278e-05,0.10877549678506369,8.9404275308651578e-11,1.8779567551392654e-13,2.1515777420020708e-15,6.7575022960019223e-08,1.563629651680185e-08
0.0011506650826577252,0.0020205642719958792,7.9094241369637728e-09,1.1250068168738625e-08,4.0490295011174746e-09,2.826812746981889e-09,2.5995866260079173e-06,1.952568879406617e-05,1.1537633855219815e-07,2.5606966475790331e-07,6.9161588195510036e-08,1.5602648740825679e-06,2.7039922925703119e-07,1.1744254394181352e-07,2.0725505399769872e-09,4.5930987781241875e-08,2.6704995077491681e-08,7.1829757045662841e-07,1.4940658618193262e-09,1.3611793502995888e-08,1.2949121146240034e-06,2.9756210984316506e-08,2.5200280395897205e-10,2.4717906225690804e-11,3.7655116980916986e-06,2.9714774427114958e-06,5.4247024069094301e-18,5.3141950837375327e-08,1.1114559233945566e-06,4.7182925535868665e-05,2.1823145313668992e-08,8.9635749953562045e-06,1.5614062144947904e-09,1.6885671588261943e-06,3.0928077003373334e-15,3.7905998809766821e-07,9.6724004883591352e-06,4.6892307519773208e-08,2.3111651229439487e-07,2.5437379091954894e-11,3.6325875280130026e-06,1.271277184553923e-08,3.4301843458399035e-07,6.8750485518798566e-10,4.1548514704801798e-06,7.5348376513975794e-10,3.7442993661274593e-08,4.9451427045314109e-06,7.2262780195765309e-09,1.6374808067626805e-07,2.0361519299359035e-05,3.166548010585477e-13,6.3349667471323621e-07,2.172186660873832e-15,1.0459143688782308e-07,2.5434509571683557e-09,1.9140687634589025e-09,4.4326015520661522e-08,3.6910226397633514e-11,5.7939461834666974e-06,4.7137689594691504e-17,6.1955628637929765e-07,1.189486226367618e-11,4.3167049884703624e-15,3.9803786065736045e-06,1.050881632224248e-06,8.2901912466907029e-10,4.6303178127396687e-18,1.404963110798025e-15,2.3292048650059127e-11,3.4390323035451967e-10,1.0304915746040468e-07,1.5461987809762017e-15,3.9183426187462994e-13,1.3093787714355907e-07,4.3896227918676553e-06,3.3461311439388404e-10,2.0066527367926027e-11,3.2896161747072592e-06,3.621779249633804e-07,1.2076910495505574e-05,1.272359985219245e-14,5.4875144703022488e-15,8.3673595448946535e-07,1.021456984795587e-13,2.9058376803078059e-06,1.2131850037112565e-09,9.6081308154994103e-09,2.7774363528964218e-07,1.0585063673808485e-15,5.931951031589275e-11,6.8668032282413345e-08,8.7731606475876895e-08,5.3975029946898925e-07,5.1031739229391871e-17,0.88130563799999995,0.0,0.0,0.0,0.0098134384125009872,9.9931606635476745e-05,0.10877471111697284,9.0001285246771588e-11,1.8998533010527158e-13,2.1766646459923733e-15,6.8471631835640861e-08,1.5763761712092467e-08
0.0011512746146227213,0.0020205640449520723,7.9548994240035689e-09,1.1326190654922716e-08,4.0710948224112569e-09,2.8417272649685419e-09,2.6186010584544425e-06,1.962665507747769e-05,1.1597988057005877e-07,2.5750833810055122e-07,6.9563667879288117e-08,1.5693234090972602e-06,2.7223429736082976e-07,1.1808915424609985e-07,2.0839789132408336e-09,4.618397512489078e-08,2.6856777863689488e-08,7.2237445875683543e-07,1.5042183829018954e-09,1.3687127812348592e-08,1.3020367956633006e-06,2.99582156316141e-08,2.5331629756173601e-10,2.4885723659919688e-11,3.792812358002858e-06,2.9921928966321076e-06,5.4545816043384003e-18,5.3489528347610866e-08,1.11848502595481e-06,4.7526926730445698e-05,2.1958633354254037e-08,9.0246180569983743e-06,1.5702685790605156e-09,1.7005858357897606e-06,3.1152312402852143e-15,3.8003046056944693e-07,9.7444186078967916e-06,4.7012024685671667e-08,2.3251330160537206e-07,2.5591114990702254e-11,3.6609784042511772e-06,1.278638309299256e-08,3.450020183328031e-07,6.89256627772803e-10,4.182622239856365e-06,7.5784124514935046e-10,3.7538008390737315e-08,4.9796823155695554e-06,7.2672316963823745e-09,1.6467492799708829e-07,2.0499802648459048e-05,3.1881126178409427e-13,6.3744979091998568e-07,2.1859241594430451e-15,1.0487727272124323e-07,2.5503836665511892e-09,1.9260329616550509e-09,4.4602803090165995e-08,3.7140732685470864e-11,5.8337578655479286e-06,4.72665112381441e-17,6.2208195155878881e-07,1.1943352518746945e-11,4.3463662063653561e-15,4.0101527352509703e-06,1.0593786700973947e-06,8.2879476888073896e-10,4.6290316056777542e-18,1.4118463813788278e-15,2.340538859684545e-11,3.4557667584694463e-10,1.0355054124795018e-07,1.553721784094225e-15,3.9373812433350424e-13,1.3156838350403438e-07,4.4404991478671013e-06,3.3731196147579639e-10,2.0227358794684642e-11,3.3207781575515153e-06,3.6379809422192558e-07,1.2172173898947876e-05,1.2784867919171363e-14,5.5139385490196724e-15,8.4129667018204537e-07,1.0282843425807777e-13,2.9271468706766026e-06,1.2250113100877373e-09,9.7019656071469981e-09,2.8096823366997384e-07,1.0707956065220529e-15,6.0008555668106473e-11,6.9577506875127042e-08,8.858609249505906e-08,5.4335584385871657e-07,5.1625367356393045e-17,0.88130563799999995,0.0,0.0,0.0,0.0098128907803340035,9.9931101104588639e-05,0.10877392081483579,9.060155015949246e-11,1.9219534084849095e-13,2.2019847707060276e-15,6.9378682804222115e-08,1.5892000502238218e-08
0.0011518841465877174,0.002020563817032787,8.0005580103258392e-09,1.1402740844092871e-08,4.0932342405887394e-09,2.8566885555103939e-09,2.6377408426377369e-06,1.9727872951612668e-05,1.165852446787449e-07,2.589524460460813e-07,6.9967364845935885e-08,1.5784182145484197e-06,2.7407972664619264e-07,1.1873798189054073e-07,2.0954466212054322e-09,4.6437829093580621e-08,2.7009138078966547e-08,7.2646678029789051e-07,1.5144283903833554e-09,1.3762714673218334e-08,1.309184804070646e-06,3.0161361305458623e-08,2.5463370827514553e-10,2.5054489198035882e-11,3.8202892555115208e-06,3.0130329562016217e-06,5.4845631549535945e-18,5.3838922715266594e-08,1.1255481529692935e-06,4.7873166051511883e-05,2.2094755322776577e-08,9.0860079545935632e-06,1.5791644949985777e-09,1.7126797533924264e-06,3.1377995351911898e-15,3.8100395766070951e-07,9.8169291253947949e-06,4.7132112293240421e-08,2.339162044886539e-07,2.574552378267031e-11,3.6895767370178584e-06,1.2860286915636236e-08,3.4699345077047301e-07,6.9101379892365061e-10,4.2105459287494068e-06,7.6221597066794464e-10,3.763331296599628e-08,5.0144303717870367e-06,7.3083399090508779e-09,1.6560525707364521e-07,2.0638879811194745e-05,3.209799751716946e-13,6.4142155505104216e-07,2.1997281556919989e-15,1.0516378619952427e-07,2.5573326463002605e-09,1.9380538298890319e-09,4.4880897669307012e-08,3.7372327733460243e-11,5.8737992612306117e-06,4.739563828530893e-17,6.2461466243677651e-07,1.1991978044202882e-11,4.3761985700958906e-15,4.0401313425574062e-06,1.0679305967081642e-06,8.2858374505783893e-10,4.6278196834439057e-18,1.4187663933821745e-15,2.3519334667990453e-11,3.4725907066486481e-10,1.04054606325935e-07,1.5612850185902814e-15,3.9565213923026919e-13,1.3220215396762808e-07,4.4918995521935574e-06,3.4002815899964446e-10,2.0389213050970367e-11,3.352190872497865e-06,3.6541929450691119e-07,1.2268138759344061e-05,1.2846453168181006e-14,5.5404994240054879e-15,8.4587935099756031e-07,1.0351492951918251e-13,2.9485984083142769e-06,1.2369146800704011e-09,9.7964130935459281e-09,2.8422251799542688e-07,1.0831979815198947e-15,6.0703951405692212e-11,7.0497527803955808e-08,8.9447567784694048e-08,5.4698105968519398e-07,5.2224494462953331e-17,0.88130563799999995,0.0,0.0,0.0,0.0098123397774447646,9.993059221215021e-05,0.10877312585876542,9.1205080012869707e-11,1.9442582368975797e-13,2.2275394445400006e-15,7.0296272630941545e-08,1.6021014128246138e-08
0.0011524936785527135,0.002020563588238832,8.0464000513806578e-09,1.1479720247388942e-08,4.11544767764032e-09,2.8716965550083367e-09,2.6570066432103651e-06,1.9829340464165286e-05,1.1719242745630151e-07,2.6040198976060223e-07,7.0372680067940719e-08,1.5875493099366913e-06,2.7593555402184163e-07,1.193890246357384e-07,2.1069536250547118e-09,4.6692548768174777e-08,2.7162075702771963e-08,7.3057453345189863e-07,1.524696091021302e-09,1.3838553441182094e-08,1.3163560714264987e-06,3.0365652070179092e-08,2.5595502827249652e-10,2.5224206219060024e-11,3.8479432709353019e-06,3.0339981628749566e-06,5.514646950199916e-18,5.4190139526898121e-08,1.1326453699015083e-06,4.8221655034468769e-05,2.2231512469014137e-08,9.1477459380047824e-06,1.5880939588088017e-09,1.7248492652389648e-06,3.1605133081331602e-15,3.8198050863190619e-07,9.8899348613754441e-06,4.7252573930079306e-08,2.3532522713376556e-07,2.5900606149197937e-11,3.7183838061722126e-06,1.2934483452625385e-08,3.4899273514527539e-07,6.9277642124319149e-10,4.238623038034588e-06,7.6660794888553519e-10,3.7728910226798641e-08,5.0493877761410649e-06,7.3496026405127814e-09,1.6653906730149654e-07,2.0778753879835653e-05,3.2316098537567934e-13,6.4541200369007988e-07,2.2135987775815167e-15,1.0545098897840407e-07,2.5642981781398024e-09,1.9501314821052782e-09,4.5160301828568445e-08,3.7605013685873126e-11,5.9140712393430249e-06,4.7525075989240842e-17,6.2715444295681214e-07,1.2040739299736134e-11,4.4062027269805733e-15,4.0703156065448487e-06,1.0765376653554577e-06,8.2838634703941331e-10,4.6266836851526299e-18,1.4257237857755737e-15,2.3633890483694128e-11,3.489504682599336e-10,1.0456136828215302e-07,1.5688887183511979e-15,3.9757636691550978e-13,1.3283920931721154e-07,4.5438282996270821e-06,3.4276178623646979e-10,2.0552094469837896e-11,3.3838559349085567e-06,3.6704151408179064e-07,1.2364809452040625e-05,1.2908357618751146e-14,5.5671979662552471e-15,8.5048411060753736e-07,1.0420519657679598e-13,2.97019307581133e-06,1.2488952201680338e-09,9.8914741062681758e-09,2.8750665281910128e-07,1.0957141195015374e-15,6.1405732861664599e-11,7.1428191902642752e-08,9.031606706967397e-08,5.5062600731328061e-07,5.2829151791740624e-17,0.88130563799999995,0.0,0.0,0.0,0.0098117853882638759,9.9930079939756366e-05,0.10877232622884155,9.1811884733225994e-11,1.9667689494193912e-13,2.2533300000924686e-15,7.1224498685495317e-08,1.6150803789418521e-08
0.0011531032105177095,0.002020563358571347,8.0924257001614464e-09,1.1557130375865294e-08,4.1377350548023769e-09,2.8867511995800596e-09,2.67639912730158e-06,1.9931055637036241e-05,1.1780142546447695e-07,2.6185697032600494e-07,7.0779614505566906e-08,1.5967167144218518e-06,2.7780181634390325e-07,1.2004228020155471e-07,2.1184998852375223e-09,4.6948133212828335e-08,2.7315590703190205e-08,7.3469771627543352e-07,1.5350216912893436e-09,1.391464345747525e-08,1.3235505279018829e-06,3.0571091983896341e-08,2.5728024969324771e-10,2.5394878096867985e-11,3.8757752869014435e-06,3.0550890589490552e-06,5.5448328795489286e-18,5.4543184426310458e-08,1.1397767414723173e-06,4.8572405256267138e-05,2.2368906072189518e-08,9.2098332552324787e-06,1.5970569663044542e-09,1.73709472565922e-06,3.1833732840863339e-15,3.8296014274821334e-07,9.9634386494506733e-06,4.7373413184102763e-08,2.3674037558332477e-07,2.6056362755454879e-11,3.7474008974673162e-06,1.3008972838363949e-08,3.5099987457047216e-07,6.9454454733597815e-10,4.2668540670325694e-06,7.7101718669496304e-10,3.7824803012664323e-08,5.0845554326175782e-06,7.391019870552201e-09,1.6747635800343915e-07,2.0919427947703134e-05,3.2535433648458698e-13,6.4942117329145368e-07,2.2275361516212758e-15,1.0573889278552865e-07,2.5712805455269712e-09,1.9622660315861866e-09,4.5441018121201986e-08,3.7838792672635237e-11,5.9545746681713901e-06,4.7654829635402517e-17,6.2970131731545073e-07,1.2089636749896253e-11,4.4363793239342535e-15,4.1007067108827976e-06,1.0852001298758176e-06,8.2820234125669288e-10,4.6256223015814905e-18,1.4327189437795751e-15,2.3749059732470844e-11,3.5065092309245565e-10,1.0507084326709959e-07,1.5765331257068411e-15,3.9951086889714947e-13,1.3347957042842352e-07,4.596289709354641e-06,3.4551292262228425e-10,2.0716007386718762e-11,3.4157749695596771e-06,3.6866474244741404e-07,1.2462190374138595e-05,1.2970583299426024e-14,5.5940350506523175e-15,8.5511106359648323e-07,1.0489924770662163e-13,2.991931658988545e-06,1.2609530358410496e-09,9.987149465799493e-09,2.9082080247169391e-07,1.1083446467465536e-15,6.2113935323694911e-11,7.236959668101929e-08,9.119162491889231e-08,5.5429074683446788e-07,5.343937051949849e-17,0.88130563799999995,0.0,0.0,0.0,0.0098112275971854405,9.9929564268911976e-05,0.10877152190510496,9.2421974200980479e-11,1.989486706729243e-13,2.2793577671549057e-15,7.216345903313489e-08,1.6281370640092082e-08
0.0011537127424827056,0.0020205631280314582,8.1386351081387132e-09,1.1634972737988808e-08,4.1600962930699782e-09,2.9018524252990376e-09,2.6959189640745093e-06,2.0033016471668494e-05,1.1841223525509181e-07,2.6331738876057836e-07,7.1188169105680244e-08,1.6059204469486337e-06,2.7967855042713421e-07,1.206977462790515e-07,2.1300853616672479e-09,4.7204581479244254e-08,2.746968303959592e-08,7.3883632658749091e-07,1.5454053974507143e-09,1.399098405165274e-08,1.3307681025256006e-06,3.0777685099801407e-08,2.586093646580922e-10,2.5566508201255957e-11,3.9037861879143566e-06,3.0763061874073718e-06,5.5751208310015404e-18,5.4898062685511473e-08,1.1469423317898041e-06,4.8925428328020862e-05,2.2506937332686226e-08,9.272271152702229e-06,1.6060535127827183e-09,1.7494164895707015e-06,3.20638018956816e-15,3.8394288928396333e-07,1.0037443334001052e-05,4.7494633643975348e-08,2.381616557596318e-07,2.6212794253369948e-11,3.7766293014790969e-06,1.3083755204420122e-08,3.5301487207609749e-07,6.9631822981499289e-10,4.2952395137555445e-06,7.7544369080538198e-10,3.7920994163158369e-08,5.1199342460214086e-06,7.432591576595899e-09,1.6841712844683662e-07,2.1060905108926276e-05,3.2756007253132986e-13,6.5344910022391293e-07,2.2415404031236916e-15,1.0602750940600978e-07,2.5782800332927651e-09,1.9744575913204053e-09,4.5723049092531869e-08,3.807366681707741e-11,5.9953104155338173e-06,4.7784904535155547e-17,6.322553099177232e-07,1.2138670863235322e-11,4.4667290075231496e-15,4.1313058438672667e-06,1.0939182445315192e-06,8.2803146673251542e-10,4.6246340729507014e-18,1.4397515685419729e-15,2.3864845955993143e-11,3.5236048745463753e-10,1.0558304746714204e-07,1.5842184835253214e-15,4.0145570421596089e-13,1.3412325827246249e-07,4.6492881204521883e-06,3.4828164772070038e-10,2.0880956139025453e-11,3.4479496090074081e-06,3.702889701392665e-07,1.2560285940611158e-05,1.3033132248035657e-14,5.6210115560848927e-15,8.5976032530631928e-07,1.0559709515219549e-13,3.0138149463191257e-06,1.2730882322144477e-09,1.0083439986360549e-08,2.9416513109752548e-07,1.1210901888242249e-15,6.2828594041734319e-11,7.3321840205240611e-08,9.2074275760984008e-08,5.5797533810912558e-07,5.405518171081689e-17,0.88130563799999995,0.0,0.0,0.0,0.0098106663885737105,9.9929045181047202e-05,0.10877071286756429,9.303535825778902e-11,2.0124126653322281e-13,2.3056240707368539e-15,7.3113252311671175e-08,1.6412715800599731e-08
0.0011543222744477017,0.0020205628966203358,8.1850284250089664e-09,1.1713248838451006e-08,4.1825313122776959e-09,2.9170001679879352e-09,2.7155668244110403e-06,2.0135220952913947e-05,1.1902485337360023e-07,2.6478324603275698e-07,7.1598344781931723e-08,1.6151605257235869e-06,2.8156579304120332e-07,1.2135542053451776e-07,2.1417100138135978e-09,4.7461892608889082e-08,2.7624352662894161e-08,7.4299036197425253e-07,1.5558474155566501e-09,1.4067574543444163e-08,1.3380087233642459e-06,3.0985435466389072e-08,2.5994236527490693e-10,2.573909989813434e-11,3.931976860059688e-06,3.0976500918076899e-06,5.6055106913496713e-18,5.5254779599430731e-08,1.1541422044379822e-06,4.9280735889005144e-05,2.2645607423003023e-08,9.3350608754311417e-06,1.6150835930363363e-09,1.7618149123844525e-06,3.2295347523951408e-15,3.8492877751861557e-07,1.0111951768590879e-05,4.7616238898712523e-08,2.3958907348292738e-07,2.6369901283637734e-11,3.8060703128768986e-06,1.3158830678919662e-08,3.5503773060022841e-07,6.9809752129918581e-10,4.3237798750734292e-06,7.798874677257921e-10,3.8017486517977341e-08,5.155525121831251e-06,7.4743177340155792e-09,1.6936137785135016e-07,2.1203188458267309e-05,3.297782374990697e-13,6.574958205236106e-07,2.2556116563771832e-15,1.0631685067228363e-07,2.5852969274019501e-09,1.9867062736248256e-09,4.6006397273176092e-08,3.8309638230304847e-11,6.0362793488172421e-06,4.7915306021189894e-17,6.3481644534676903e-07,1.2187842111724941e-11,4.4972524239923452e-15,4.162114197744393e-06,1.1026922639415129e-06,8.2787404172659029e-10,4.6237207764863067e-18,1.446821897657993e-15,2.3981252697488173e-11,3.5407921366163779e-10,1.0609799653352124e-07,1.5919450266454582e-15,4.0341093191581873e-13,1.3477029386484529e-07,4.7028278887980453e-06,3.5106804120129679e-10,2.1046945065705695e-11,3.4803814924697178e-06,3.7191418859077176e-07,1.2659100581627859e-05,1.3096006506716641e-14,5.648128363298543e-15,8.6443201172849874e-07,1.0629875112897162e-13,3.0358437285342576e-06,1.2853009137661258e-09,1.0180346478505231e-08,2.97539802679922e-07,1.133951370690275e-15,6.3549744233683819e-11,7.4285021016060066e-08,9.2964053896072838e-08,5.6167984079597294e-07,5.4676616479274232e-17,0.88130563799999995,0.0,0.0,0.0,0.0098101017467685982,9.9928522657530248e-05,0.1087698990962017,9.3652046711136982e-11,2.0355479835506153e-13,2.3321302379297938e-15,7.4073977647520532e-08,1.654484036224063e-08
0.0011549318064126978,0.0020205626643391822,8.2316057985976217e-09,1.1791960181862294e-08,4.205040031263315e-09,2.9321943633000329e-09,2.7353433809799215e-06,2.0237667047749545e-05,1.1963927635852353e-07,2.6625454305830547e-07,7.2010142429007279e-08,1.6244369683873771e-06,2.8346358090745333e-07,1.220153006062588e-07,2.1533738006593932e-09,4.7720065632098698e-08,2.777959951541345e-08,7.4715981977868147e-07,1.5663479514166302e-09,1.4144414242555275e-08,1.3452723174875978e-06,3.1194347126852583e-08,2.6127924363780843e-10,2.5912656549022875e-11,3.9603481910554078e-06,3.1191213162975971e-06,5.6360023460706518e-18,5.5613340806755616e-08,1.1613764224552908e-06,4.9638339608097552e-05,2.2784917592547995e-08,9.3982036669290118e-06,1.6241472013292569e-09,1.7742903500208203e-06,3.2528377017247839e-15,3.8591783673112712e-07,1.0186966816329163e-05,4.7738232536999316e-08,2.4102263446812075e-07,2.6527684475358828e-11,3.8357252305762914e-06,1.3234199385787535e-08,3.5706845296504047e-07,6.9988247440617637e-10,4.3524756466554292e-06,7.8434852371156355e-10,3.8114282916677449e-08,5.191328966212363e-06,7.5161983159560059e-09,1.7030910538502624e-07,2.134628109110867e-05,3.3200887531772578e-13,6.615613699729986e-07,2.2697500346041345e-15,1.0660692846610941e-07,2.5923315150021218e-09,1.9990121900041207e-09,4.6291065174124886e-08,3.8546709007089266e-11,6.0774823349338398e-06,4.8046039448424557e-17,6.3738474837102073e-07,1.2237150970894141e-11,4.527950219233294e-15,4.1931329688681883e-06,1.11152244309716e-06,8.2773030844230872e-10,4.6228837622035396e-18,1.4539306349709291e-15,2.4098283637330562e-11,3.5580715605357579e-10,1.0661570625947541e-07,1.5997129920366643e-15,4.053766133424783e-13,1.354206982484819e-07,4.7569133876872577e-06,3.5387218284539556e-10,2.1213978507244709e-11,3.5130722661019098e-06,3.7354039017748695e-07,1.2758638743140049e-05,1.3159208120267414e-14,5.6753863541868453e-15,8.6912623952979917e-07,1.0700422782288558e-13,3.0580187987097327e-06,1.297591184322931e-09,1.0277869748260295e-08,3.0094498103382542e-07,1.1469288166587062e-15,6.4277421083961534e-11,7.5259238147596711e-08,9.3860993490901819e-08,5.6540431434356408e-07,5.5303705954790936e-17,0.88130563799999995,0.0,0.0,0.0,0.0098095336560845049,9.9927996679663965e-05,0.10876908057097183,9.427204933304693e-11,2.0588938203182835e-13,2.3588775965259278e-15,7.5045734675228299e-08,1.6677745383726257e-08
0.0011555413383776939,0.002020562431189252,8.2783673750374372e-09,1.1871108272868913e-08,4.2276223688715759e-09,2.9474349468980693e-09,2.7552493084049119e-06,2.0340352703235807e-05,1.2025550074155024e-07,2.6773128069454511e-07,7.2423562943292577e-08,1.6337497926009624e-06,2.8537195070546632e-07,1.2267738410629061e-07,2.1650766807034053e-09,4.7979099567957611e-08,2.7935423531893285e-08,7.5134469713070718e-07,1.5769072106160602e-09,1.4221502447728699e-08,1.3525588108851453e-06,3.1404424119195307e-08,2.6261999182853612e-10,2.6087181511144406e-11,3.9889010703854609e-06,3.1407204056691819e-06,5.6665956793129689e-18,5.5973751833866276e-08,1.1686450482868702e-06,4.9998251187401755e-05,2.2924869089000997e-08,9.4617007690806554e-06,1.6332443314616938e-09,1.7868431589518741e-06,3.2762897681654707e-15,3.8691009619865024e-07,1.0262491350698599e-05,4.7860618146941136e-08,2.4246234431647877e-07,2.6686144445127049e-11,3.865595358100233e-06,1.3309861446238907e-08,3.5910704191025205e-07,7.0167314174762899e-10,4.3813273228596322e-06,7.8882686483579932e-10,3.8211386198312424e-08,5.2273466860692332e-06,7.5582332933673752e-09,1.7126031016420589e-07,2.1490186103494048e-05,3.3425202985982067e-13,6.6564578437229511e-07,2.2839556598677208e-15,1.0689775472353146e-07,2.5993840845390222e-09,2.0113754516989946e-09,4.6577055297940658e-08,3.8784881235185369e-11,6.1189202402816932e-06,4.8177110196244068e-17,6.3996024396044357e-07,1.2286597920141191e-11,4.5588230387545595e-15,4.2243633580593398e-06,1.1204090373925076e-06,8.2759985803201833e-10,4.6221207420747302e-18,1.4610778011860355e-15,2.4215942450674576e-11,3.5754436889349705e-10,1.071361931042695e-07,1.6075226266617348e-15,4.0735280976350017e-13,1.3607449255034477e-07,4.8115490093207017e-06,3.5669415255506689e-10,2.1382060805550355e-11,3.5460235836149719e-06,3.7516756830540494e-07,1.2858904888287803e-05,1.3222739141655007e-14,5.7027864141663827e-15,8.7384312611419916e-07,1.0771353738764007e-13,3.0803409524676959e-06,1.3099591473100732e-09,1.0376010596163561e-08,3.043808297901952e-07,1.1600231503423539e-15,6.5011659739916727e-11,7.6244591170265908e-08,9.4765128568753246e-08,5.691488179719192e-07,5.5936481176799435e-17,0.88130563799999995,0.0,0.0,0.0,0.0098089621008070633,9.9927467228677711e-05,0.10876825727179815,9.489537585718327e-11,2.0824513312048888e-13,2.3858674704630668e-15,7.6028623581907129e-08,1.6811431887235029e-08
