Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754)
0.005081960414555347,0.0025263531087682586,2.815057942204225e-13,3.5873344408712966e-13,2.394043536352129e-14,1.8640761677042881e-14,1.2860911565199996e-10,5.023385319667168e-09,3.1315350738517136e-12,3.5910764328617884e-11,2.6523645724609522e-12,3.5050368474318498e-10,2.4840848789897308e-11,1.73599323006245e-12,1.2502312382943804e-14,1.6241822741826431e-12,1.3703025460167412e-12,2.1283750598863788e-10,3.324628285214003e-14,5.2588594546273529e-13,2.9102973883421947e-10,3.4907635116157443e-12,2.765921515755507e-15,1.8766996899189887e-15,1.0294054407384111e-09,9.1053221530596364e-11,4.0996299177210844e-23,1.8568645456692063e-12,6.5038817393018658e-11,6.6152287817161984e-09,9.7167148302229291e-13,5.4896539825621703e-09,1.8619663909824555e-13,5.8468265737877683e-11,5.3223604185217803e-20,1.8788701361258913e-11,1.5653692929453506e-09,5.7475737596962092e-12,2.4228063302201955e-11,4.7797481904326e-16,4.2120962654651985e-10,7.4813302768344731e-13,1.1724726293856919e-10,7.8926638091525419e-14,3.3346713590336618e-09,1.0371743191360107e-13,2.8665285399660095e-11,3.7838933522820061e-09,5.8627761792520898e-13,7.8234958356244527e-11,3.3263477149065998e-09,1.7835417498813984e-17,1.4590868360308129e-10,8.3835132027116036e-21,4.2773464871740978e-12,2.3581457024013421e-13,5.1266616601130105e-14,6.0874154963841126e-12,3.2813640310655458e-15,1.7913882050292436e-09,2.039812058490295e-22,5.5590230688436897e-10,1.2204176679902956e-15,8.6773079352603025e-20,4.1716254258808345e-10,9.2537683883258962e-13,1.6886563596291652e-11,3.0961305586860887e-20,2.1557062445439635e-20,2.1993268697057401e-16,9.387137989825224e-15,4.1606824544686274e-12,4.1786672313388809e-21,3.707491884256542e-18,8.732289962768501e-12,9.4706206325185865e-11,7.5527435956316191e-17,3.2253344895934377e-17,1.6426376557777304e-12,1.07517365268466e-11,1.4897899686334151e-09,1.0916123819484871e-19,5.2142987820229114e-20,1.5824114241270448e-11,7.5911344447652064e-18,7.7609917291030704e-10,3.5288597188380057e-17,1.4966058544421091e-15,8.9172278326916442e-15,3.0677147658143347e-24,2.189061618564392e-19,6.4175684534731867e-16,1.032687028976987e-10,2.7853885601102669e-10,1.0060060153044404e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911672197758982,9.999999006501252e-05,0.10889007589914726,1.0838449829132352e-14,7.12002362648338e-16,3.5019747604087869e-18
0.00512509021447038,0.0025263531046272425,3.0573085451508776e-13,3.8962239205549722e-13,2.6002865102057445e-14,2.0245637934244842e-14,1.3966165304056652e-10,5.4544491880947274e-09,3.4011345626343953e-12,3.9000810718927063e-11,2.880998850597046e-12,3.8071715649328574e-10,2.6979736439974673e-11,1.88554601635633e-12,1.3579364412994158e-14,1.7641026434331228e-12,1.4883905394832097e-12,2.3117910522029897e-10,3.6108902250127345e-14,5.7101344352139874e-13,3.1600170162191969e-10,3.7913299093272822e-12,3.0040443067519605e-15,2.0382898146298356e-15,1.1179023623333888e-09,9.8888674421673144e-11,4.4528056301986258e-23,2.0170290178156922e-12,7.0622890818222e-11,7.1852852689034934e-09,1.0554679060146652e-12,5.9623463697306956e-09,2.0224242050664436e-13,6.3498226743343864e-11,5.779918242854741e-20,2.0405158012622428e-11,1.6999319223117661e-09,6.2420571490515947e-12,2.6311771765529506e-11,5.1908252662555645e-16,4.5731121478084711e-10,8.1262233959331601e-13,1.273540132551933e-10,8.5716910139868573e-14,3.6216868369121134e-09,1.1265790678527671e-13,3.1131428634329667e-11,4.1095586363174492e-09,6.3680072475192577e-13,8.4976936882757006e-11,3.6126256034281967e-09,1.9371154742169888e-17,1.5849228659984732e-10,9.1033011011451579e-21,4.6433551586135886e-12,2.5599300255788158e-13,5.5688015689129719e-14,6.6124142105480065e-12,3.5643596707148715e-15,1.9457410187119891e-09,2.2143569319890569e-22,6.0369827146593428e-10,1.3253480467776384e-15,9.4249777544678304e-20,4.5306207389005692e-10,1.01409392969151e-12,1.7183107402066187e-11,3.1505014191298971e-20,2.3817969947576508e-20,2.4376523075735053e-16,1.0404355486277859e-14,4.6117441214769613e-12,4.6316786370086179e-21,4.1092466883578638e-18,9.7527597143805289e-12,1.0287901770550155e-10,8.2768289601901343e-17,3.5038658897948268e-17,1.8048590404287134e-12,1.1656516594676612e-11,1.6180559974523167e-09,1.219179998522097e-19,5.8236503056490715e-20,1.7963421102196429e-11,8.2445041012614482e-18,8.4280385138648386e-10,4.1536624101642542e-17,1.7615677175366242e-15,1.0485412730903617e-14,3.6072035015078383e-24,2.5740297955472142e-19,7.5350383400814617e-16,1.1211591539817146e-10,3.0248633651140727e-10,1.1834691882907289e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911652588692094,9.9999989212415393e-05,0.10889007296351101,1.1770287865712434e-14,8.3652708984937444e-16,4.1144480815404495e-18
0.005168220014385414,0.0025263531001290663,3.3204399743580387e-13,4.231745339997195e-13,2.8242926927590863e-14,2.198877968360295e-14,1.5166599417766486e-10,5.9225820323039914e-09,3.693962212649314e-12,4.2357189793811625e-11,3.1293250468085053e-12,4.13532872732091e-10,2.9303038982306802e-11,2.0479807964070166e-12,1.4749192659932742e-14,1.9160756473212293e-12,1.6166505984835943e-12,2.5110064771426613e-10,3.9218337420755251e-14,6.2002227972353615e-13,3.4312129529611461e-10,4.1178112212531498e-12,3.262683224966203e-15,2.2138122850082672e-15,1.2140223235105937e-09,1.0739949603828293e-10,4.8364036310690407e-23,2.1909837076102678e-12,7.6688378972776397e-11,7.804508661808009e-09,1.1464799102554136e-12,6.4757946279673407e-09,2.1967038405198489e-13,6.8961652715463755e-11,6.2768896576392616e-20,2.216081381174808e-11,1.8460783843609033e-09,6.7791223304068883e-12,2.8575147494704603e-11,5.6373473658629952e-16,4.9651703112399335e-10,8.8266637670314806e-13,1.383313007255159e-10,9.3091919626191929e-14,3.9334434792290815e-09,1.2236846264544859e-13,3.3809941468192695e-11,4.4632933624999101e-09,6.916761121018315e-13,9.229969970389346e-11,3.9235771518013174e-09,2.1039304334010875e-17,1.7215960404945654e-10,9.8851434311935583e-21,5.0408078834261535e-12,2.7790497658167364e-13,6.0490194372834741e-14,7.1826269572255849e-12,3.8717275154572174e-15,2.1134075458878251e-09,2.4038970740335219e-22,6.5560651422858155e-10,1.4393064452096573e-15,1.0237137889911464e-19,4.9205498240812131e-10,1.1120909030633607e-12,1.7441553044019345e-11,3.1978870189579254e-20,2.6251158785981567e-20,2.6948555407470681e-16,1.1502146940158245e-14,5.0985524060910382e-12,5.1205911769928361e-21,4.5428245750680598e-18,1.0864186508163549e-11,1.1176214004151986e-10,9.0766532449421717e-17,3.8066182038293787e-17,1.9831514112964903e-12,1.2638811176576384e-11,1.757380423534264e-09,1.3581180384565465e-19,6.4873148672672212e-20,2.0349564756685298e-11,8.9541952015760207e-18,9.1525016778753635e-10,4.8897115215395628e-17,2.0737039597242701e-15,1.2331504976788817e-14,4.242298236112198e-24,3.0272203828725901e-19,8.8491439530582768e-16,1.2172364803811341e-10,3.2849752894094351e-10,1.392443306743495e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911631289435864,9.999998828624447e-05,0.10889006977483298,1.2782428224833922e-14,9.8302972770149812e-16,4.83501948271267e-18
0.005211349814300448,0.002526353095243002,3.6062500991616913e-13,4.5961914368042052e-13,3.0675857430536499e-14,2.3882057325410078e-14,1.6470416961274273e-10,6.430976865081333e-09,4.012012251230697e-12,4.6002832531027079e-11,3.3990323764828142e-12,4.4917405898891165e-10,3.1826633700584222e-11,2.2244025736951694e-12,1.6019755440258719e-14,2.0811351569270017e-12,1.7559555864117405e-12,2.7273770794893445e-10,4.2595838278185501e-14,6.732467552727032e-13,3.725734887872468e-10,4.4724386273473947e-12,3.5435996475119835e-15,2.4044666258335168e-15,1.3184226717405631e-09,1.1664384790140384e-10,5.2530335343381983e-23,2.3799110970962357e-12,8.3276733962759615e-11,8.4771314967345103e-09,1.2453262625904482e-12,7.0335077106986934e-09,2.3859913439507515e-13,7.4895878330626449e-11,6.8166733628277446e-20,2.4067631864830982e-11,2.004807241513855e-09,7.3624288793869604e-12,3.1033651542920773e-11,6.122364668907085e-16,5.3909460276220966e-10,9.5874162206356248e-13,1.502537996453713e-10,1.011019213478042e-13,4.2720718883182194e-09,1.3291515670766376e-13,3.6719075978308591e-11,4.8475151148597553e-09,7.5127724954216354e-13,1.0025308391409254e-10,4.2613273529556729e-09,2.285126656469875e-17,1.8700356280664004e-10,1.0734383375814851e-20,5.472396284588585e-12,3.0169888395052031e-13,6.5705803846176468e-14,7.8019307514395815e-12,4.2055574350559367e-15,2.2955337436108088e-09,2.6097160853376958e-22,7.119811508830302e-10,1.5630702823841567e-15,1.1119339244646198e-19,5.3440806347765502e-10,1.220461236701929e-12,1.7662707678157963e-11,3.2384353488702253e-20,2.8865995320762258e-20,2.9718735956525194e-16,1.2684511755321056e-14,5.6228794931798366e-12,5.6471846965269996e-21,5.0098051246436183e-18,1.2071323406526235e-11,1.2141825877212954e-10,9.9611408404305163e-17,4.1357191499835215e-17,2.1790821284260036e-12,1.3705293069982027e-11,1.908715782702621e-09,1.5090206759971622e-19,7.2081306556896017e-20,2.3004162816473428e-11,9.7250579054483164e-18,9.9393303739533253e-10,5.756889174637048e-17,2.4414451750313867e-15,1.4505014980092452e-14,4.9900315965821984e-24,3.5607874924103656e-19,1.039474545788308e-15,1.3215754487194508e-10,3.5675039797040939e-10,1.6385487093921172e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911608154448084,9.9999987280165284e-05,0.10889006631132621,1.3881795744242526e-14,1.1554140015070212e-15,5.68288938824626e-18
0.005254479614215482,0.0025263530899356707,3.9166908969238482e-13,4.9920515376640271e-13,3.3318200513182827e-14,2.5938358128145566e-14,1.7886526849305781e-10,6.9831009039447758e-09,4.3574496627035462e-12,4.9962634921328529e-11,3.6919550342117571e-12,4.8788309898063114e-10,3.4567759224217524e-11,2.4160111124172478e-12,1.7399693458692408e-14,2.2604036913072923e-12,1.9072531810795543e-12,2.9623748041212624e-10,4.626447673991791e-14,7.3104992769077366e-13,4.0455916237123862e-10,4.8576346119283802e-12,3.8487057683907413e-15,2.6115552108272665e-15,1.4318173242836301e-09,1.2668488186102012e-10,5.7055287120862112e-23,2.5850956055510401e-12,9.0432960924338049e-11,9.2077493498971971e-09,1.352678996685721e-12,7.6392954141387265e-09,2.5915744171602767e-13,8.1341442470797593e-11,7.4029605425682281e-20,2.6138596735557668e-11,2.1772030482860864e-09,7.9959488397922962e-12,3.370406844744127e-11,6.6491884539486982e-16,5.8533452213518979e-10,1.0413654313465956e-12,1.6320258969207902e-10,1.0980146106992513e-13,4.6398853835298823e-09,1.4436971241261358e-13,3.9878642681099579e-11,5.264848925695944e-09,8.1600960396095148e-13,1.0889119636172756e-10,4.6281835216739906e-09,2.4819419137149697e-17,2.0312508246779948e-10,1.1656822104136997e-20,5.9410395697497894e-12,3.2753566321944554e-13,7.1370303527894502e-14,8.4745360507183374e-12,4.5681190385606664e-15,2.493363773261728e-09,2.8332060988469319e-22,7.7320673047297905e-10,1.6974837901767051e-15,1.2077608413810558e-19,5.8041107469795861e-10,1.3404452099058025e-12,1.7848261445497683e-11,3.2724562937516509e-20,3.1673565938229451e-20,3.2697794451705745e-16,1.3956029580487544e-14,6.1867537285403744e-12,6.2134963090441795e-21,5.5119970851498121e-18,1.337916278167419e-11,1.3191574560233009e-10,1.0940414228668058e-16,4.4934863941202562e-17,2.3943807545916337e-12,1.4863208643251502e-11,2.0730963757443202e-09,1.6725120011997168e-19,7.9890787584119738e-20,2.5949958852356278e-11,1.0562358314487536e-17,1.0793899927901949e-09,6.7786383770672271e-17,2.8747319818265034e-15,1.7064307261089921e-14,5.870482210955317e-24,4.189058796263214e-19,1.2212916916268843e-15,1.4348894610792852e-10,3.8743820570874094e-10,1.9284112895688795e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911583025698153,9.9999986187300472e-05,0.10889006254933468,1.5075910495723691e-14,1.358280228542702e-15,6.6806844014198276e-18
0.0052976094141305155,0.0025263530841708425,4.2538816486629693e-13,5.4220284483504284e-13,3.6187921535065164e-14,2.8171674453122739e-14,1.9424604441124798e-10,7.5827188170769308e-09,4.7326249939754054e-12,5.4263626011691792e-11,4.0100848553366678e-12,5.2992320781985941e-10,3.7545132455209792e-11,2.6241092136828462e-12,1.8898389408486976e-14,2.455100160063689e-12,2.0715723876404171e-12,3.2175979116218269e-10,5.0249303215352514e-14,7.9382606613762631e-13,4.3929646619312402e-10,5.2760293941851301e-12,4.1800776748009675e-15,2.8364920960262229e-15,1.5549816111096091e-09,1.3759116837098561e-10,6.1969658376330115e-23,2.8079325155067353e-12,9.820592273761466e-11,1.0001352131710192e-08,1.4692680761639594e-12,8.2972942132606657e-09,2.814851266561457e-13,8.8342362897751716e-11,8.0397599046739927e-20,2.8387801131282018e-11,2.3644437226390174e-09,8.6839932411026635e-12,3.6604619740576249e-11,7.22141349206372e-16,6.3555242677969066e-10,1.1310996034303395e-12,1.7726571549447649e-10,1.1924973963145632e-13,5.0393956646672466e-09,1.5681001442638298e-13,4.3310142764865783e-11,5.7181450642276763e-09,8.8631342411600125e-13,1.1827278521493861e-10,5.0266509242055585e-09,2.6957201105703196e-17,2.2063377785503162e-10,1.2658758049129698e-20,6.4499033464551063e-12,3.5558983715064913e-13,7.7522207933910736e-14,9.2050160703356376e-12,4.9618774764579015e-15,2.708248455818366e-09,3.0758767524787507e-22,8.3970083182431249e-10,1.8434637134373248e-15,1.3118488641122962e-19,6.3037870249419734e-10,1.4734519290468358e-12,1.8000697096143937e-11,3.3004050623397811e-20,3.4687010735724794e-20,3.5898280569848664e-16,1.5322056852199917e-14,6.7925470434594531e-12,6.8219081986342365e-21,6.0515159976323569e-18,1.4793080660880922e-11,1.4332919770732445e-10,1.2025973736760826e-16,4.8824450436564306e-17,2.630961384771806e-12,1.6120426715787982e-11,2.2516452961097707e-09,1.8492640643477595e-19,8.8333693542811254e-20,2.9210893992694122e-11,1.1471814128834753e-17,1.1722048356315765e-09,7.9825984641288309e-17,3.385284972899827e-15,2.0078184702792817e-14,6.9073197245809061e-24,4.9289244380813858e-19,1.4352056568366832e-15,1.5579538511532349e-10,4.2077081817034563e-10,2.2698417896935241e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911555731594682,9.9999985000183132e-05,0.10889005846317311,1.6372938619033253e-14,1.5970498442563304e-15,7.8550697850180776e-18
0.005340739214045549,0.002526353077909177,4.6201232857976395e-13,5.8890568289064761e-13,3.9304531443893387e-14,3.0597199702279625e-14,2.1095157359360562e-10,8.233917924565426e-09,5.1400904592662065e-12,5.8935150590725823e-11,4.3555850872103644e-12,5.7558025169029981e-10,4.0779075758739459e-11,2.8501117148250654e-12,2.0526032782340336e-14,2.6665482828443605e-12,2.2500306208927674e-12,3.4947819781504352e-10,5.4577516828702204e-14,8.6200331445347411e-13,4.7702229361830145e-10,5.7304788006099643e-12,4.5399695707315213e-15,3.0808126283677624e-15,1.6887575343159791e-09,1.4943716217718507e-10,6.7306861373658941e-23,3.0499378032062455e-12,1.0664867145956547e-10,1.0863358139808478e-08,1.5958865056065421e-12,9.011995365082124e-09,3.0573402261791113e-13,9.5946434854782956e-11,8.7314248735262411e-20,3.0830539995454113e-11,2.5678085501362358e-09,9.4312408815222931e-12,3.9755087473601815e-11,7.8429424158170122e-16,6.9009114828748001e-10,1.2285542622925252e-12,1.9253879498060287e-10,1.2951100818288965e-13,5.4733298445984565e-09,1.7032064678753357e-13,4.703691163184754e-11,6.2104983775204155e-09,9.6266676915738133e-13,1.2846164408536306e-10,5.4594497708684828e-09,2.9279204181298237e-17,2.3964872302365655e-10,1.3747029629373704e-20,7.0024199600742928e-12,3.8605063395001119e-13,8.4203355074544735e-14,9.9983386504656203e-12,5.3895106184151352e-15,2.9416544741722927e-09,3.3393648880216648e-22,9.119168803701975e-10,2.0020054939963441e-15,1.424908439399799e-19,6.8465269809643877e-10,1.621084939225144e-12,1.8123142055816114e-11,3.3228550637717406e-20,3.7922118763587521e-20,3.9335067842882204e-16,1.6788941871769885e-14,7.4430700166185275e-12,7.4752430928589456e-21,6.6308691413064703e-18,1.6319011373827158e-11,1.5574003195361889e-10,1.3230906553750844e-16,5.305346874636094e-17,2.8909488176171114e-12,1.7485491556833613e-11,2.4455820736348455e-09,2.0400187083927088e-19,9.7445460003896586e-20,3.2812215699931115e-11,1.2459633420653624e-17,1.2730116015697562e-09,9.4013595333549155e-17,3.9869233965315355e-15,2.362775629353636e-14,8.1284473430301328e-24,5.8002955401513701e-19,1.6869195762659317e-15,1.6916112919071757e-10,4.569761242371039e-10,2.6720495750597408e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911526085819421,9.9999983710705872e-05,0.10889005402495235,1.7781747532395231e-14,1.8781122224816803e-15,9.2374715947319884e-18
0.005383869013960583,0.0025263530711079583,5.0179139989458549e-13,6.3963231808453582e-13,4.2689221181572721e-14,3.3231432514322993e-14,2.2909597041656219e-10,8.9411355665320994e-09,5.5826174395754342e-12,6.400906792403557e-11,4.7308052952230528e-12,6.2516471774226478e-10,4.4291655347527832e-11,3.095555246497199e-12,2.2293690159103094e-14,2.8961857204842732e-12,2.4438413891873865e-12,3.7958118302311144e-10,5.9278650627457229e-14,9.3604658154166768e-13,5.1799388030509213e-10,6.2240837109786561e-12,4.930829232363405e-15,3.3461839002478814e-15,1.8340594849035256e-09,1.6230370892346171e-10,7.3103184388273525e-23,3.3127585711158907e-12,1.1581880900445353e-10,1.1799651104496345e-08,1.7333957935492739e-12,9.7882754892784901e-09,3.3206901985747045e-13,1.042055558826038e-10,9.4826831476636135e-20,3.3483412697862313e-11,2.7886868827219834e-09,1.0242769588147963e-11,4.3176948701816843e-11,8.5180122506667712e-16,7.4932304676505358e-10,1.3343920639809668e-12,2.091256787012972e-10,1.4065499742604173e-13,5.9446489813251927e-09,1.8499347614829621e-13,5.1084274787114832e-11,6.7452693316068342e-09,1.0455887966083502e-12,1.3952705078507497e-10,5.9295337014392449e-09,3.1801272085277992e-17,2.60299276121888e-10,1.4929061740835964e-20,7.6023104887203576e-12,4.1912319985340941e-13,9.1459196349893387e-14,1.0859900680855699e-11,5.8539276096421211e-15,3.1951743895857022e-09,3.6254450402318062e-22,9.9034720650819268e-10,2.1741899849251741e-15,1.5477109882276764e-19,7.4360419958997959e-10,1.785172047414597e-12,1.8219190294713673e-11,3.3404652474435607e-20,4.1397510354408253e-20,4.3025785127669876e-16,1.836420896467017e-14,8.141654133905494e-12,8.1768468781363314e-21,7.2530282679426046e-18,1.7963642021054135e-11,1.6923714094812616e-10,1.4570130119729755e-16,5.7651914964268062e-17,3.1767090011371467e-12,1.8967680394157167e-11,2.6562309919425829e-09,2.2456118792061416e-19,1.0726601754722754e-19,3.6780629199732474e-11,1.3532556821023505e-17,1.3824988688963697e-09,1.1073347777144929e-16,4.6959411544158581e-15,2.7808640732779369e-14,9.5667599190465745e-24,6.8266451578604005e-19,1.9831543203918038e-15,1.8367776847368085e-10,4.9630157829787565e-10,3.1458925449578804e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911493886058872,9.9999982310065296e-05,0.10889004920438967,1.9311965955073795e-14,2.2089979102487004e-15,1.0864928732416955e-17
0.005422685833884114,0.00252635306448727,5.4051370591085383e-13,6.8901199124936894e-13,4.5983632051715884e-14,3.5795463188505406e-14,2.4675836511331624e-10,9.6294999992956924e-09,6.0133512997155787e-12,6.8948165900449129e-11,5.0960187349035471e-12,6.7342680837626149e-10,4.7710971430490887e-11,3.3344529329523907e-12,2.4014206559008036e-14,3.1196990494669802e-12,2.6324844025024243e-12,4.0888150264446049e-10,6.3854964818899419e-14,1.0081172900924406e-12,5.5787378473011812e-10,6.7045829403620293e-12,5.311272534014082e-15,3.6045093173907155e-15,1.9755049203915634e-09,1.7482857259350497e-10,7.874492759082191e-23,3.5685703437445963e-12,1.2474543079658322e-10,1.2711099525545748e-08,1.8672377058461437e-12,1.0543944642061676e-08,3.5770182122197748e-13,1.1224530648292352e-10,1.0214001986721425e-19,3.6065519646419744e-11,3.0036958006468716e-09,1.1032650587985764e-11,4.6507896110885057e-11,9.1751464747412412e-16,8.0697795145503107e-10,1.4374072498841001e-12,2.252702011894889e-10,1.5150172554105266e-13,6.4034519060648043e-09,1.9927499090478935e-13,5.5023677006463819e-11,7.2658395994332511e-09,1.12629983032288e-12,1.5029741409908849e-10,6.387132961030052e-09,3.4256376701381717e-17,2.803991183615546e-10,1.6079704637594938e-20,8.1860433638773555e-12,4.5130497563782936e-13,9.8521539624112745e-14,1.1698486635089177e-11,6.3059595705932121e-15,3.44196588713858e-09,3.9038198132956217e-22,1.0666885608110869e-09,2.3417883856302656e-15,1.6672543577549358e-19,8.0099221480789411e-10,1.948637042523612e-12,1.8286247370749641e-11,3.3527599409265447e-20,4.4748651272244101e-20,4.6581652680355837e-16,1.9881919672426921e-14,8.8147064993779466e-12,8.852808549212694e-21,7.8524551925396578e-18,1.9551594328236863e-11,1.823933625982698e-10,1.5904273949517804e-16,6.2133348064244521e-17,3.4581059145704942e-12,2.0410098341762009e-11,2.8612898930723732e-09,2.4441197633297775e-19,1.1674813259590673e-19,4.0689462732284485e-11,1.4576987984028927e-17,1.4890759542452131e-09,1.2831924503769497e-16,5.4416736628329021e-15,3.2203936978169993e-14,1.107883468625912e-23,7.9056298156555306e-19,2.2943462520493097e-15,1.9780885988519917e-10,5.3458380982677054e-10,3.6441296977687413e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911462541439142,9.9999980946560135e-05,0.10889004451186253,2.0801590205936422e-14,2.5566951594739856e-15,1.2575073325928515e-17
0.005461502653807644,0.002526353057355494,5.8222465887284632e-13,7.4220353817629621e-13,4.9531951013026063e-14,3.8557162760112834e-14,2.6578417832784012e-10,1.0370931445034775e-08,6.4772915819621153e-12,7.4268440515396126e-11,5.4893816567807698e-12,7.2540877979779976e-10,5.1394249421128571e-11,3.5917636679631165e-12,2.5867333025721594e-14,3.3604398303548475e-12,2.8356679630020815e-12,4.4044027891006328e-10,6.8784559588626466e-14,1.0857456547128535e-12,6.008288158538827e-10,7.2221755659929282e-12,5.7210450611835519e-15,3.8827768476724952e-15,2.1278723567770762e-09,1.8832028654058264e-10,8.4821512241643279e-23,3.8441015121501844e-12,1.3436112216776296e-10,1.369292521518607e-08,2.011396323916748e-12,1.1357949574211753e-08,3.8531038848808307e-13,1.2090564568781219e-10,1.1001791118094528e-19,3.8846597853454409e-11,3.2353005518749678e-09,1.1883397941251855e-11,5.0095911570617038e-11,9.8829954651614766e-16,8.6908027685326233e-10,1.5483624059128131e-12,2.4265907240784611e-10,1.6318428419903562e-13,6.8976713606310603e-09,2.1465726201471504e-13,5.9266643642043361e-11,7.8265957613691133e-09,1.2132320220772155e-12,1.6189794955840151e-10,6.8800551357612343e-09,3.6901009288456451e-17,3.0204829839482245e-10,1.7319168709914941e-20,8.814585472306173e-12,4.859571264071007e-13,1.0612826408898748e-13,1.2601712608681143e-11,6.792835143560494e-15,3.7078115551372072e-09,4.2035635389644348e-22,1.1489171436713039e-09,2.5223114992890287e-15,1.7960273796957785e-19,8.6281272942401098e-10,2.1288429808269976e-12,1.8337877250706314e-11,3.3622260664552791e-20,4.8330183192023698e-20,5.0377570356162569e-16,2.1502088257709251e-14,9.5331844219931844e-12,9.5743921318877576e-21,8.492348282849503e-18,2.124824982075725e-11,1.9658497400166971e-10,1.7375048991168157e-16,6.696636039768524e-17,3.764658544052658e-12,2.196347190228639e-11,3.0821824183645703e-09,2.6562164934321292e-19,1.2687934529394983e-19,4.4940566962158477e-11,1.5702042276158604e-17,1.6038785903145488e-09,1.4870802227906076e-16,6.3062661474605634e-15,3.7297625476436994e-14,1.2831171143331422e-23,9.1560600420451434e-19,2.6547390668416301e-15,2.1303124599260024e-10,5.7582247882269655e-10,4.2216307382094021e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911428777233093,9.999997947774456e-05,0.10889003945712301,2.2406253548244059e-14,2.9594739252140401e-15,1.455613567297431e-17
