Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702),S(9711),S(9715),S(9934),S(9933),S(9877),S(9356),S(3622),S(10634),S(10654),S(11179),S(11193),S(12065),S(11559),S(10226),S(11013),S(13044),S(13047),S(14368),S(13836),C5H8(9850),S(15615),CHO(330),S(16928),S(16826),S(456),S(18023),CHO3(881),S(10202),S(18746),S(18747),S(18745)
0.0,0.0034440354947503954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0034440354947503954,1.1458097656339149e-22,1.1458097640777475e-22,1.1122031361595832e-22,1.1122031330704508e-22,2.3192485139535716e-31,1.0597036255607066e-23,1.2215375088320197e-30,8.2120493660198472e-31,5.0238837167731864e-24,1.1976549926662804e-30,8.17878082545809e-31,7.9388969794659736e-31,1.1720902569352441e-39,2.7941724502706646e-46,4.1962984285071824e-24,1.0003650698195457e-30,4.3135243550624321e-40,1.0589435131849793e-24,3.9817159247048163e-32,1.0283108154148957e-46,6.4365157404810051e-40,4.0306749504840292e-55,1.5606620109131972e-60,1.273152817868965e-32,3.9249402061081176e-56,1.2758527898495136e-47,1.5131365580668232e-55,8.4636549723656659e-56,3.279465723748046e-25,9.1225656992370779e-41,6.1410380287173918e-40,1.3299937537967107e-32,2.768850725020606e-71,7.1651108131640071e-51,4.4212420539814107e-55,1.8588627447877523e-57,9.2992142036427976e-41,9.1777771287956932e-51,7.5948255707012629e-57,4.360537625133543e-40,1.0395184235080035e-46,1.1011281743277866e-65,7.6198038071498838e-41,6.3813948502925946e-56,2.6250043843286824e-72,1.5900894433975692e-56,4.3582260234233834e-40,1.0389673511196601e-46,1.236481379992143e-47,1.6238039817778305e-51,2.3408799805655219e-33,2.6805203202652752e-66,1.2194562530539203e-68,1.191536453872735e-76,8.4851697072512029e-43,2.0227987846335537e-49,7.9287744015637783e-58,3.0623028810591488e-63,4.9777055610357104e-79,2.0093658950819338e-82,1.5149280460999247e-91,5.3979425656391401e-74,6.4223117889497346e-76,5.0488272864086798e-50,7.6480211058188468e-62,1.7874377861985082e-72,3.2576566779249748e-84,2.523315082912777e-86,1.5241393561146224e-87,9.9818770425959575e-86,4.6906986509261144e-84,6.7926841325436744e-93,1.529812908004689e-97,1.5323024301971096e-36,4.9822780006170844e-60,1.0038201636252916e-26,1.093690508990269e-66,1.3024539755243417e-79,4.870496842805735e-34,1.6090305272969248e-107,1.0366157050707364e-110,1.5699485426253156e-113,1.3561523218268214e-51,5.312460299858639e-55,-7.998956992561584e-109,-7.8158255454132213e-117,-6.8830233094531338e-117,-1.367778830675876e-122,6.4838032425620765e-48,1.6874753355057539e-92,7.3107440930590678e-44,6.2594876048057392e-41,3.0693346018148405e-51,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,6.1727430410388093e-51,8.9817180930126206e-53,1.1915122177604791e-54,9.0173012334870125e-58,2.0193869905559147e-53,5.3984415199060738e-56,8.2230086554567443e-62,7.0026673315548213e-63,1.2369898963911045e-55,4.6214751484507728e-62,6.0707357070109802e-65,1.4472163169582364e-71,6.2599927962623918e-79,2.5542671889879605e-79,3.890764046059433e-85,3.8907632303724859e-85,1.1748662634456457e-86,4.0075996630144527e-66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2348807622798078e-77,0.0,0.0,0.0,0.0,0.0,7.1187567113793682e-98,1.1075108382600511e-108,2.5015637230355875e-72,5.5364378374864046e-79,3.9163876744660425e-89,2.8258191606736615e-67,1.1092679625060955e-70,7.016651642768328e-92,8.3295696874997643e-86,1.7297940125741335e-91,1.2646420361602576e-91,1.0795188366047919e-92
3.0000000000000002e-15,0.0034440354947503954,3.7648034911146543e-22,3.7648034808884148e-22,3.6543817040246886e-22,3.6543816837246742e-22,1.5240775894271815e-30,3.481883355839441e-23,8.0272464450822472e-30,5.3964895669293476e-30,1.6507042525901944e-23,7.8703033113232609e-30,5.3746273791513076e-30,5.2169894214007584e-30,1.1051135683112783e-38,3.4328401701973893e-45,1.3787834394429716e-23,6.5738268440968857e-30,4.0670369189264107e-39,3.4793858673958592e-24,2.6165561903915887e-31,1.2633531989312589e-45,6.0687144699915523e-39,6.103588275693254e-54,2.8091895981796699e-59,8.3664325463669391e-32,5.0530410133727086e-55,1.5567514591920343e-46,2.3803648754919974e-54,1.274524628563546e-54,1.0775387531843422e-24,8.6012755253060109e-40,5.7901207102974714e-39,8.7399586827231246e-32,5.766607156982873e-70,6.7556753073223079e-50,6.6946798331069962e-54,2.2837429670348006e-56,8.7678305142034007e-40,1.1275553225192395e-49,1.15007347109553e-55,4.1113633734680978e-39,1.2771224665621822e-45,1.6674208694453234e-64,7.184385869793848e-40,9.6632536249594113e-55,4.7250036041559479e-71,2.4078494730747279e-55,4.1091838773161007e-39,1.2764454368541246e-45,1.5191055064967858e-46,1.9948328282424751e-50,1.5382925677113179e-32,4.979209365361903e-65,2.6136040586099067e-67,2.8942035298692472e-75,8.0003022804753247e-42,2.4851526361382322e-48,1.200641963014488e-56,5.5121412549015953e-62,1.2018399998288889e-77,4.1909598701185561e-81,3.5925314295074841e-90,1.1240425280684769e-72,1.5208470473796586e-74,6.2028446606911122e-49,9.3961395750000453e-61,2.7038040285933658e-71,5.8526444731774072e-83,5.2143223433689001e-85,3.5731418214462828e-86,2.3610846653831248e-84,9.7550454153860824e-83,1.5977499608501944e-91,4.035458568506558e-96,1.0069415988369369e-35,7.5445918011072159e-59,3.2982613165142232e-26,1.9686427845107178e-65,3.1636189399221918e-78,3.2006122345113104e-33,4.7038515003938592e-106,3.3261712494475572e-109,5.4860240154980538e-112,1.6659781675590171e-50,8.0439879840959966e-54,3.3135364676347332e-107,3.0143656855219129e-115,2.6546074986946413e-115,5.2975398884762297e-121,4.2607849568774627e-47,4.3903895967585434e-91,6.8929873577004968e-43,5.9018025976246128e-40,2.8686901177162873e-50,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,7.5836550146239601e-50,1.0958557511621227e-51,1.4760275418292351e-53,1.3746869888530705e-56,2.4809611787154011e-52,5.0899574441551193e-55,1.0102509999493609e-60,8.6032653417154034e-62,1.1663045513413187e-54,5.6778113601569507e-61,7.4583300227501536e-64,2.1914983805860913e-70,1.126789565843044e-77,4.5976775838026055e-78,8.1150136186361777e-84,8.1150116842954009e-84,2.4504338056644723e-85,4.9236224585551153e-65,1.4617256353245916e-117,1.0433788729683097e-125,2.4859697448426385e-133,2.3658279163601936e-140,6.0416918267063284e-150,3.4734158342870106e-155,2.577104408011489e-155,9.441390100377494e-76,1.6781509933207867e-150,1.6456148878931671e-160,1.2299956481212719e-165,8.6361748253222954e-172,3.7953513058000436e-167,1.6881613704132355e-96,2.9428129266938145e-107,4.5028125927502884e-71,1.1547422822516367e-77,9.2874303266233634e-88,5.0861572258134588e-66,2.3134914951619096e-69,1.6250818471359782e-90,1.2613339588075192e-84,3.1112411622768749e-90,2.275170811768254e-90,1.9428562773624182e-91
7e-15,0.0034440354947503954,8.3480423658687568e-22,8.3480423102913566e-22,8.1031940262060267e-22,8.1031939158798709e-22,8.2830301843480249e-30,7.7206979706562504e-23,4.3626337906794362e-29,2.9328747064416282e-29,3.6602546998076723e-23,4.2773354806376669e-29,2.9209930685727349e-29,2.8353202590361803e-29,1.7849243365790201e-37,1.7363768265466674e-43,3.0573002862149547e-23,3.5727293013115369e-29,6.5688759542248348e-38,7.7151602136692214e-24,1.4220414477836704e-30,6.3902113833916294e-44,9.8018878781390401e-38,1.0080004821519642e-51,1.5639850013098221e-56,4.546973301903174e-31,2.8877522186764259e-53,7.752402956762478e-45,4.4769297837038149e-52,2.0698372354178348e-52,2.3893251603843892e-24,1.3892352751693627e-38,9.3519095113810141e-38,4.7499765872756213e-31,1.07610558722036e-66,1.0911430292696967e-48,1.1047851367822929e-51,1.1551327198521851e-54,1.4161374256809361e-38,5.7033227758537251e-48,1.8993543153097192e-53,6.6404648170673501e-38,6.4598534357219178e-44,2.753717024903716e-62,1.1603863179863427e-38,1.5958919145607504e-52,2.6305842464765162e-68,3.9765798167810052e-53,6.6369448082943622e-38,6.4564290514929685e-44,7.683836148383017e-45,1.008247740542734e-48,8.3602860142778994e-32,3.1347206788695695e-62,5.7067786808873082e-64,2.2307315812651971e-71,1.2921691668992782e-40,1.2570239301477479e-46,1.9828464195990192e-54,3.0688235664923818e-59,8.0859797414856686e-74,8.0587394225230737e-78,2.4304961345638629e-86,2.0911243343652308e-69,9.9533514206009774e-71,3.1374836125857363e-47,4.7526946154612928e-59,4.395390181065686e-69,3.133910349579925e-80,8.3480282818988244e-82,1.9531440914873527e-82,1.5058164421668253e-80,1.7687632254782584e-79,8.9898485518947418e-88,8.0989908394797177e-92,5.4725087547454003e-35,1.245994973690564e-56,7.3135042047391136e-26,1.0960327450334556e-62,2.4383920969636191e-74,1.739463254125537e-32,3.4008198732340931e-101,8.7237633694618387e-104,5.2848413306286094e-106,8.4175424887681864e-49,1.3270067497398418e-51,4.7064152251721707e-102,1.8394688349143022e-109,1.6199325981355257e-109,2.7476629482071662e-115,2.315643886985451e-46,6.8477437327904111e-87,1.1133219223109515e-41,9.5323052077490034e-39,4.2925308133937878e-49,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.8359140718041501e-48,5.1304039438666648e-50,7.159638261156057e-52,2.181097366553651e-54,1.2549048099665748e-50,8.2210272450486805e-54,5.1097264388037492e-59,4.3515808115544043e-60,1.8837554818006984e-53,2.8719103505718759e-59,3.7725127091060024e-62,3.6192651031995825e-68,6.2724450380306913e-75,2.5597052720178047e-75,1.5604161109266425e-80,1.5604148021999927e-80,4.7119207372542507e-82,2.4904370292212306e-63,5.3519181484408524e-113,1.5280886970248928e-120,1.4563405404957035e-127,5.5438366947960537e-134,5.6628210251516092e-143,1.3022396747495957e-147,9.6619833209241769e-148,1.5592525832887425e-73,1.572962425932137e-143,6.1697247151555656e-153,1.8445896268047765e-157,5.1805703303318418e-163,2.2213547299369871e-161,1.1421887519849077e-92,7.1081919167270534e-103,2.506901996294392e-68,2.2204557237270423e-74,6.2837883602797385e-84,2.8285376952344334e-63,4.4436539562068491e-66,7.1179042913393265e-87,2.0830835072633724e-82,1.7087141799923301e-87,1.2549972883608353e-87,1.0789167013664274e-88
1.5e-14,0.0034440354947503954,1.7514519637387577e-21,1.7514519391513166e-21,1.7000818104314575e-21,1.7000817616231709e-21,3.6644124117382741e-29,1.6198327486840167e-22,1.9300290810645599e-28,1.2975037273627924e-28,7.6793478573749813e-23,1.8922908094448789e-28,1.2922472804247168e-28,1.2543456247740832e-28,1.6600109066811682e-36,3.339506975699394e-42,6.4143275534423134e-23,1.5805734739636843e-28,6.109170749019284e-37,1.61867096533914e-23,6.2911116586787023e-30,1.2290050350194833e-42,9.115931611551633e-37,3.9545521291292809e-50,1.2405898850598704e-54,2.011580321411322e-30,5.7312916621139353e-52,1.4853111604184775e-43,1.8123838819839467e-50,8.0894988778920462e-51,5.0128982743837559e-24,1.2920133462193577e-37,8.6974327328211388e-37,2.1013889384060901e-30,1.6486034606496231e-64,1.0147821880115557e-47,4.3295126680029209e-50,2.2215784972525607e-53,1.3170343062015261e-37,1.0968970442130342e-46,7.4516021782521137e-52,6.1757423257689127e-37,1.2423976518834192e-42,1.0803234240778715e-60,1.0791797999830014e-37,6.2610432337475563e-51,2.0866316305385002e-66,1.5601032111489897e-51,6.1724689546981247e-37,1.2417390887365716e-42,1.4778015200191385e-43,1.9369211391210583e-47,3.6985907680275764e-31,2.519836363503488e-60,9.2275806256432361e-62,7.2353120634156053e-69,1.2017403018209539e-39,2.4175865962473663e-45,7.7790348031551354e-53,2.4342638179738678e-57,2.2281888466155395e-71,1.2858642735430922e-75,7.7787262352889319e-84,3.1907654263662655e-67,3.0469757227172011e-68,6.0342053393313896e-46,9.1406769893936532e-58,1.6860119665588289e-67,2.3550331009829035e-78,1.0676795449116746e-79,4.898745318887875e-80,4.4628592479032295e-78,2.612651940067105e-77,2.3078379164755721e-85,4.1661727804745247e-89,2.4210379211735713e-34,4.8883260786391622e-55,1.5343893850504652e-25,8.6941356292135392e-61,7.9088814173764275e-72,7.6953860476580236e-32,3.493160774722489e-98,1.7820978963292989e-100,2.159710122205511e-102,1.6162685073989398e-47,5.1978321598516032e-50,5.9443682539853041e-99,4.6484596909083236e-106,4.0936782252518773e-106,5.8101104901906642e-112,1.0244407738706619e-45,2.9436724254657073e-84,1.0354103188902262e-40,8.865222410301395e-38,3.5757293425093803e-48,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,7.3774640221866492e-47,8.8764638733915923e-49,1.2496595723010521e-50,7.7839955981895969e-53,2.4135137952000874e-49,7.6456727667952181e-53,9.8265935481254936e-58,8.3690360938373206e-59,1.7519234442374878e-52,5.5234259489549193e-58,7.2554969379183321e-61,1.419915114593225e-66,4.9745143158734717e-73,2.0304182048986243e-73,2.489803174407131e-78,2.4897989855785086e-78,7.5184436163573822e-80,4.7897690537158945e-62,4.9041022668990677e-109,2.8005885218593001e-116,5.3383196306395785e-123,4.0643190862962133e-129,8.3028218361168924e-138,3.8186961354911408e-142,2.8332874082209337e-142,6.1173077706845624e-72,2.3063681269441672e-138,1.8092331940208163e-147,1.0818259816661299e-151,6.0766684840572595e-157,6.8515090274163474e-156,3.6558857801336521e-90,4.5572525796761356e-100,1.9885467134066605e-66,3.5430312014126787e-72,2.0113107222582136e-81,2.2401445803964957e-61,7.0793399728676885e-64,1.5264427347487574e-84,8.1723130144884716e-81,1.3297710270299519e-85,9.8259276536496103e-86,8.5273916307926351e-87
3.1e-14,0.0034440354947503954,3.5847472268467871e-21,3.5847471243620806e-21,3.4796063995515425e-21,3.4796061961101691e-21,1.5273905913365329e-28,3.3153587665398284e-22,8.0446953807597878e-28,5.408220431975064e-28,1.5717503225173824e-22,7.887376980258444e-28,5.3863105643409405e-28,5.2283298455283883e-28,1.401042854486072e-35,5.6779124468567108e-41,1.312835638273916e-22,6.588088582934792e-28,5.1561184284289298e-36,3.3129811521533661e-23,2.6222447914035056e-29,2.0895853976410571e-41,7.6938182788886246e-36,1.3499489634257161e-48,8.4871806560033631e-53,8.3846105498687017e-30,9.8934184142239391e-51,2.5208070087429785e-42,6.2837896818539531e-49,2.7564689664241909e-49,1.026004570076103e-23,1.0904546521063441e-36,7.3405884005623213e-36,8.7589481591412782e-30,2.0915662387074851e-62,8.5647237219764494e-47,1.4747426161866058e-48,3.7770349649425391e-52,1.1115747148230635e-36,1.864967621555974e-45,2.5438050611525956e-50,5.2122924483359764e-36,2.1123512444909943e-41,3.6878198876550852e-59,9.1082394272684911e-37,2.1373713557548467e-49,1.4275024135815005e-64,5.3258312885093737e-50,5.2095302310063819e-36,2.1112316585932126e-41,2.51259061514037e-42,3.2858205068448197e-46,1.5416370308312058e-30,1.6912757016022543e-58,1.2402465649953672e-59,1.9461704444251076e-66,1.0142647751123294e-38,4.1104428335698972e-44,2.6554975354512221e-51,1.6653403186573179e-55,4.6080301370934495e-69,1.76119835565902e-73,2.131580474007115e-81,4.0194453603447215e-65,7.6820165482885807e-66,1.0259516761886975e-44,1.5541210923109927e-56,5.5117041717110037e-66,1.4527343127420676e-76,1.0226350284035912e-77,9.0165563018512546e-78,1.0655063238751066e-75,3.1163048712287605e-75,4.4257500392643729e-83,1.5989571319565716e-86,1.0091306735813748e-33,1.6687633012592999e-53,3.1404288630149985e-25,5.9480694077176535e-59,2.1273640096529842e-69,3.2075709935928757e-31,2.6684982759962798e-95,2.6905259993998521e-97,6.5218176330977516e-99,2.7391708049937578e-46,1.7688044830089488e-48,6.5459593791688083e-96,1.0238397479979163e-102,9.0164749118177343e-103,9.6534877145363411e-109,4.2700463210886427e-45,9.7306535180420421e-82,8.738847103388826e-40,7.4822329512892505e-37,2.5011005224247387e-47,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.254333880302414e-45,1.2585783221223387e-47,1.7792475982761688e-49,2.2322801805590596e-51,4.1035276429913668e-48,6.4528744637168967e-52,1.6704905955749263e-56,1.4228595614125122e-57,1.4786131048702795e-51,9.3910349181581421e-57,1.233586763435581e-59,4.8472252209608888e-65,3.4019104875866253e-71,1.3890583169360119e-71,3.4101330192160763e-76,3.4101215391084841e-76,1.0297812743259839e-77,8.14370748324291e-61,1.2629197952703851e-105,1.4426337570829018e-112,5.5001083132162536e-119,8.3752853321576747e-125,3.4216872709913158e-133,3.1474811855934299e-137,2.3352802727177576e-137,2.0883095098489471e-70,9.5055667001934435e-134,1.4912544405511863e-142,1.783375531013586e-146,2.0034651900772025e-151,2.7858872389141393e-151,1.0020009855389897e-87,2.4987456890388613e-97,1.3604312562312617e-64,4.8528606288121297e-70,5.5126508321756877e-79,1.5277641153683557e-59,9.6663106842279469e-62,2.5211501362692002e-82,2.7897744353732061e-79,8.7669986157266804e-84,6.5529250663449699e-84,5.7922245271606693e-85
6.300000000000001e-14,0.0034440354947503954,7.2513369882800764e-21,7.2513365706494519e-21,7.038654671785427e-21,7.0386538427511112e-21,6.2241985518644468e-28,6.7064112607188488e-22,3.2782562800181168e-27,2.2038788718695682e-27,3.1793690172507057e-22,3.2141329692065295e-27,2.1949504135600617e-27,2.1305723827479027e-27,1.146671078420922e-34,9.3152227372798569e-40,2.6556311221569864e-22,2.684668800281611e-27,4.2199820808541168e-35,6.7016027212578776e-23,1.0685791671851318e-28,3.4281903562146827e-40,6.2969484461898548e-35,4.4344108399932233e-47,5.5792302412093858e-51,3.4167698542642164e-29,1.6354556886035105e-49,4.1319517480702418e-41,2.0804321817060126e-47,9.0469193785730846e-48,2.0754345346881246e-23,8.9247346326010214e-36,6.0078205086188292e-35,3.5693142189306741e-29,2.3971722387887205e-60,7.0097234854461351e-46,4.8234404589048562e-47,6.1961457207073792e-51,9.0976302056188387e-36,3.0596661274287179e-44,8.3566193844866641e-49,4.2659373951766926e-35,3.4655250537108279e-40,1.2113789306964225e-57,7.4545628757089957e-36,7.0214209926018133e-48,9.3838142237159238e-63,1.749580846649467e-48,4.2636774916037061e-35,3.4636886446866739e-40,4.1221601795654259e-41,5.3667184012985563e-45,6.282256060039356e-30,1.0489363853374555e-56,1.5393670976333058e-57,4.8325209340831463e-64,8.3011690603544019e-38,6.7436285115991717e-43,8.7229777845167751e-50,1.0947478932774037e-53,7.8236737013796913e-67,2.3161853114415293e-71,5.6054001525412303e-79,4.5546798012278485e-63,1.7417693093487195e-63,1.6831872178159789e-43,2.5497037268939892e-55,1.6691365920751646e-64,7.8824261692807001e-75,7.9291760065903684e-76,1.2974454189490802e-75,2.2284634119360458e-73,3.2568773751440342e-73,6.8683688583560264e-81,4.9659358827457117e-84,4.112262537940435e-33,5.4820418552573232e-52,6.3523540228702568e-25,3.910350289865925e-57,5.2825176272427316e-67,1.3071029789681998e-30,1.6412689898709692e-92,3.2325335910157432e-94,1.5672613312494232e-95,4.4651856259533117e-45,5.7741564445365019e-47,6.5765766201189162e-93,2.0573467402520018e-99,1.8118091875566319e-99,1.3028293704929244e-105,1.7400664916809645e-44,2.8536198896586231e-79,7.1522703507935317e-39,6.1237983612401593e-36,1.5209956865043166e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.0578662224559402e-44,1.5483532831874454e-46,2.1933957778814055e-48,5.5350689297578807e-50,6.7323144822632446e-47,5.2812258465254723e-51,2.7397960134993849e-55,2.3341414705815738e-56,1.2101519167437131e-50,1.5406896960504913e-55,2.0237957135738563e-58,1.5923308408268651e-63,2.2346424407854243e-69,9.1312632284508283e-70,4.4845893926380364e-74,4.4845591951347866e-74,1.3543092024952567e-75,1.3360700434432405e-59,2.8062614647762336e-102,6.4113826287083864e-109,4.8888050002819871e-115,1.4888962379499256e-120,1.2163742988232351e-128,2.2377946055768376e-132,1.6603389900526515e-132,6.8602888203888207e-69,3.3796716375524083e-129,1.0602960641537263e-137,2.5359531485960587e-141,5.6978402077690102e-146,3.2950364798389831e-146,2.6359523107054612e-85,1.3147765183001964e-94,8.943319742274713e-63,6.3823759672078559e-68,1.4502457044293491e-76,9.9809335707302722e-58,1.2634229558360866e-59,3.69534661869524e-80,9.1642692092376285e-78,5.3730674804483507e-82,4.1012594950116949e-82,3.7541736613505818e-83
1.2700000000000001e-13,0.0034440354947503954,1.458451345201689e-20,1.458451176668951e-20,1.4156747592229759e-20,1.4156744246704138e-20,2.5117446507288169e-27,1.348851808287674e-21,1.3229239881697813e-26,8.8936449704495947e-27,6.3945568922744209e-22,1.2970350683499237e-26,8.857614054225536e-27,8.5978193540278242e-27,9.2704839316820312e-34,1.5075567637675828e-38,5.3411809627127388e-22,1.0833746859582553e-26,3.4117305203882426e-34,1.3478850641346264e-22,4.3122014317792712e-28,5.548120207407787e-39,5.0909077983740799e-34,1.4357687469837959e-45,3.6137071665249453e-49,1.3788174908985657e-28,2.6568399609764271e-48,6.6840511284943272e-40,6.763311153986893e-46,2.9282387180092876e-46,4.1742963811396272e-23,7.2153829150511217e-35,4.8571081138776951e-34,1.4403758415386592e-28,2.4703315171764374e-58,5.6671487555870123e-45,1.5483703584755089e-45,1.0026150299236521e-49,7.3552288067179183e-35,4.9516603718050944e-43,2.7060487181594969e-47,3.4488519614522572e-34,5.6084930329529216e-39,3.9220403905978631e-56,6.026793866950342e-35,2.273664967374234e-46,6.0777314051162655e-61,5.6655051253179531e-47,3.4470262056322685e-34,5.6055222923178169e-39,6.6711767943180024e-40,8.6086712158215421e-44,2.5351754909056118e-29,6.0471475320314139e-55,1.7759909734002405e-55,1.1153803825782799e-61,6.7112552699109792e-37,1.0913775450539462e-41,2.824320037485096e-48,7.0907693520740691e-52,1.1058787117134299e-64,3.00065280291779e-69,1.4514130806539625e-76,4.6212118105173758e-61,3.536253276572773e-61,2.7240481948874102e-42,4.1263947559771565e-54,4.6734574930211978e-63,3.6500636975698515e-73,5.0225982991909399e-74,1.436691504671323e-73,4.0953751264044007e-71,2.9906948272040822e-71,8.7056440324123462e-79,1.2597753763682405e-81,1.6594840369391547e-32,1.7752068268623685e-50,1.2775589227721634e-24,2.5330975935293421e-55,1.2192780808264726e-64,5.2747545038834422e-30,8.1652051354947965e-90,3.0728082565225132e-91,2.9799675741162421e-92,7.1351727349900883e-44,1.8465823618546852e-45,6.1066206803721008e-90,3.8208169568900223e-96,3.3648163384162446e-96,1.4660229085559117e-102,7.0219503263706737e-44,7.8447184872493283e-77,5.7824535178589137e-38,4.950953665002926e-35,8.0843872882005041e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.3304002897222126e-43,1.6664116116499975e-45,2.3630370963365249e-47,1.1998844073586038e-48,1.0895565628195904e-45,4.2695930419638861e-50,4.4313712710283767e-54,3.7768420672172122e-55,9.7836125921642203e-50,2.4933884886226463e-54,3.2751557861096324e-57,5.156142881703414e-62,1.4452276056987475e-67,5.9143721909890488e-68,5.8094875090986129e-72,5.8094092750719115e-72,1.7545910472741663e-73,2.1622936731022222e-58,5.9510774098326183e-99,2.7192773300462022e-105,4.1470109286449867e-111,2.5259692410445025e-116,4.1259344945705621e-124,1.5181135365154651e-127,1.1263727860602595e-127,2.2215130672040242e-67,1.1467499015371102e-124,7.1936251461060447e-133,3.4409410902285328e-136,1.5462368528857903e-140,8.0325000630117307e-141,6.8304738199424662e-83,6.8139991124038584e-92,5.7929610115052372e-61,8.2692176823002273e-66,3.7581904423311954e-74,6.38570128642067e-56,1.6169161066130554e-57,5.0781694348911233e-78,2.9673821178953626e-76,3.0650470454476986e-80,2.4240251444723581e-80,2.3652133510007785e-81
