Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702),S(9711),S(9715),S(9934),S(9933),S(9877),S(9356),S(3622),S(10634),S(10654),S(11179),S(11193),S(12065),S(11559),S(10226),S(11013),S(13044),S(13047),S(14368),S(13836),C5H8(9850),S(15615),CHO(330),S(16928),S(16826),S(456)
0.0,0.0026074955013529384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0026074955013529384,7.9248374881378384e-21,7.9248374397859739e-21,7.6648026002008593e-21,7.664802590765566e-21,7.10993533922608e-29,2.752339815799079e-22,1.2044276406289832e-28,8.058511710372594e-29,1.3104765907447189e-22,4.1263439334226292e-29,8.02722849990189e-29,7.7638339163363327e-29,3.2123038804240199e-37,1.011469468693866e-43,1.0831851403735413e-22,3.4106633862234898e-29,1.0919409168636446e-37,2.5576450634572074e-23,1.5586218267493364e-30,3.4382329064283008e-44,2.1075420453598038e-37,3.5029262984571489e-52,2.6376388221003271e-57,2.4396123084266904e-30,4.773174418649752e-53,4.2906971603939369e-45,1.8545367181813377e-52,4.5759919259413487e-53,1.1790125777545577e-23,8.2634680174535393e-39,6.7702560179933195e-38,2.635582208152453e-30,4.2778237098034651e-67,4.4714185471500973e-47,5.4056087764481897e-52,1.6109086681663087e-53,2.4108185081413851e-38,1.9734235802479079e-47,3.9781317643962143e-53,6.9406702224044438e-38,2.1854333988574322e-44,2.055219376210847e-61,6.8302371945906464e-39,4.338148621942554e-53,6.4713423024319133e-68,8.8033825430910052e-54,6.9436842446662507e-38,2.1863823885938877e-44,3.8032542645061462e-45,1.3423181737748447e-48,1.1942457411004276e-31,3.0036329383532424e-62,1.6424068079615714e-64,2.337407961927276e-72,1.9976128066902061e-40,6.289954097343031e-47,6.4083052331236582e-55,4.8165133822786339e-60,3.8364294096362715e-74,1.303431436699364e-77,5.6391508423966677e-86,7.7322190151483421e-70,1.0814488181286752e-71,5.0117575579632792e-47,1.2520238977752702e-57,9.1046159531878779e-68,5.053840729425994e-79,6.1793451922235889e-81,3.9625982145997288e-82,8.0936419575824552e-80,3.5506556276459478e-78,2.3140855982941581e-87,5.8370915161324522e-92,1.5259992761640127e-34,4.1027511298074408e-56,1.4988346571299048e-24,2.8707840209027657e-62,4.6133869142350082e-75,4.081158380502718e-32,3.7900922092754323e-101,3.0883597985143607e-104,6.4365837930533717e-107,1.1093051561035265e-48,6.4454547807582826e-52,-1.0115952207867341e-102,-1.4396651176847069e-110,-3.1338767922316723e-110,-2.3735841036799895e-115,5.5401445790835319e-44,-5.9922213316319403e-118,8.7478815669177314e-42,1.614335477899042e-38,1.7485506024231157e-47,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.3208741960871898e-47,5.4060862976244867e-49,1.3424664884332457e-50,1.3981014824899761e-53,1.9291188145106439e-50,1.7550153271700467e-52,3.8214172111698557e-58,3.1613839217836788e-59,2.6954490695221841e-52,1.3967833808100929e-58,8.5247263682443775e-61,2.684210427017376e-67,1.6526606731040338e-74,1.1841262710549708e-74,2.5784462312364635e-80,2.5784445891112583e-80,1.1073760655589846e-81,3.6657168150100153e-62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5215117363927259e-72,0.0,0.0,0.0,0.0,0.0,6.0438777034088182e-92,4.1573614803387461e-102,1.416799424010718e-67,4.1416298328137251e-74,6.3511756317417663e-84,1.4312948596486681e-63
3.0000000000000002e-15,0.0026074955013529384,2.6038751558230233e-20,2.603875124048942e-20,2.5184351055855927e-20,2.5184350993852575e-20,4.6722431959384086e-28,9.0434025540756402e-22,7.9148101421255357e-28,5.2955933877186715e-28,4.3058502743487403e-22,2.7115969059014184e-28,5.2750358337829229e-28,5.1019479584772792e-28,3.0287432634002525e-36,1.2426623265008271e-42,3.5590357550864159e-22,2.2412926615820355e-28,1.0295441798169361e-36,8.4036962607493803e-23,1.0242374806177381e-29,4.2241142166397318e-43,1.9871108706891535e-36,5.3044227157365208e-51,4.7477434520461765e-56,1.6031737637872936e-29,6.1433397838055289e-52,5.1422763413561582e-44,2.916759082024253e-51,6.7916201238212528e-52,3.873898526955347e-23,7.7912687722306178e-38,6.3833827092800101e-37,1.7319539786927714e-29,8.9073671313452005e-66,4.2159084564545419e-46,8.185017029301839e-51,1.9791108027566844e-52,2.2730574628927889e-37,2.4244911000160387e-46,6.0240267030890704e-52,6.5440588217315505e-37,2.6849604360130476e-43,3.1121815466233503e-60,6.4399370843390121e-38,6.5691948600184105e-52,1.1648391483175726e-66,1.3330834029121032e-52,6.5469006722452971e-37,2.6861263427742332e-43,4.6725686239579635e-44,1.6489796085952086e-47,7.8479006227286884e-31,5.5775371926652255e-61,3.5190126649070122e-63,5.6759480882992507e-71,1.8834633033103118e-39,7.7276570451782875e-46,9.7039895407469907e-54,8.6697124180436143e-59,9.2579312904938543e-73,2.7185805992963582e-76,1.3372781290007509e-84,1.6096708582245696e-68,2.5603140621934582e-70,6.1573016643194786e-46,1.5382006618125485e-56,1.3769554570167266e-66,9.0745833978326153e-78,1.2758329061821318e-79,9.2739317708353893e-81,1.9140803188751896e-78,7.3825381440530919e-77,5.4389687842196812e-86,1.5387094016199697e-90,1.0027995389168638e-33,6.212736213347816e-55,4.9247338132384627e-24,5.1674103897097957e-61,1.1202730455241025e-73,2.6819043295943691e-31,1.1073021216433917e-99,9.9033917258467344e-103,2.2479109564803803e-105,1.3626764346955359e-47,9.7591899128336876e-51,4.1911597828202733e-101,5.5533715922962284e-109,1.2088631960906611e-108,9.1975572440728883e-114,3.6406663988854722e-43,2.1507589536181945e-116,8.2480045998068886e-41,1.5220877588786469e-37,1.6332896867509756e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.6227878761140802e-46,6.5919144763575791e-48,1.6612079832137714e-49,2.1295099469256666e-52,2.3700606924909691e-49,1.6547280741472115e-51,4.6948322376549905e-57,3.8839742978829365e-58,2.541422762092415e-51,1.7160476471699043e-57,1.0473230921910543e-59,4.0646599580741334e-66,2.9747528721189041e-73,2.1314250802075625e-73,5.3778914031960423e-79,5.3778875090243258e-79,2.3096680149792967e-80,4.5035963852068156e-61,2.0754993794853246e-110,2.1023160296367969e-118,1.1345131771352016e-125,1.4260702118333506e-132,1.3667711290437656e-141,1.0609964583692713e-146,1.0129337299118628e-146,3.8182893916831507e-71,2.1947518083274244e-142,1.7839640837980394e-151,2.4953721704401192e-156,2.400787468755967e-162,1.1923248019996074e-162,1.4332612999632663e-90,1.1046694394292193e-100,2.5502365517038161e-66,8.6382494588448799e-73,1.5061348545554059e-82,2.5763303582580031e-62
7e-15,0.0026074955013529384,5.7738100068282779e-20,5.7738098341430603e-20,5.5843558818158933e-20,5.5843558481184123e-20,2.5392625110673025e-27,2.0052764129480042e-21,4.3015270116546407e-27,2.8780398069862629e-27,9.5477460700348213e-22,1.4736920748066159e-27,2.8668671680623363e-27,2.7727976490216887e-27,4.8918734187575705e-35,6.2855495075718613e-41,7.8917676335777493e-22,1.2180923496735449e-27,1.6628681656566103e-35,1.8634317361575847e-22,5.5665179555462551e-29,2.1366128942021937e-41,3.2094821629765718e-35,8.7600935696314954e-49,2.643223224167667e-53,8.7128995146873044e-29,3.5078541545094318e-50,2.4542907020737782e-42,5.480838749488796e-49,1.0537836605102288e-49,8.5899492756009593e-23,1.2584063663188898e-36,1.0310107510685333e-35,9.4127918132041038e-29,1.6549426341464961e-62,6.8093241297075168e-45,1.3502378482026252e-48,1.0010280934975478e-50,3.6713319698990421e-36,1.226336876189176e-44,9.9487011436005314e-50,1.0569621742661749e-35,1.3580868288087331e-41,5.1396048979480325e-58,1.0401461659974576e-36,1.0849047204365699e-49,6.4849497965264531e-64,2.2015939102595799e-50,1.0574212621916442e-35,1.3586765915937222e-41,2.3634449375613033e-42,8.3314210052472832e-46,4.2651635175578393e-30,3.4992024155472947e-58,7.6561986303151114e-60,4.3589381617891358e-67,3.0420756450285284e-38,3.9087516251137713e-44,1.6025847235746268e-51,4.8267116019686232e-56,6.1727355024764386e-69,5.227407324083274e-73,9.0469707299268441e-81,2.9778021823018165e-65,1.6661895205442048e-66,3.1144461931981078e-44,7.7804258759206097e-55,2.2319458564942482e-64,4.7819721121653056e-75,2.0029694208998556e-76,4.8696328996925026e-77,1.2155305704635482e-74,1.3329144527391135e-73,3.0004906361551092e-82,3.0275506820684294e-86,5.4499980092618595e-33,1.0260362571706468e-52,1.0920006391750851e-23,2.8769267725917436e-58,8.6033761719381284e-70,1.4575575884552867e-30,7.8442098244182189e-95,2.5407102199012328e-97,2.118083726905484e-99,6.8814445234230521e-46,1.609104122476391e-48,5.9288639768485238e-96,3.3751018683407319e-103,7.3469626804816358e-103,4.699041253802068e-108,1.9786229053314285e-42,4.7451797403115195e-110,1.3321799909923038e-39,2.4584022516586592e-36,2.4321471170231396e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,8.2082604767923015e-45,3.0697995355772141e-46,8.005638521404168e-48,3.3562595642036289e-50,1.1988118327840583e-47,2.6726267346484214e-50,2.3743973712626974e-55,1.9644975713158856e-56,4.1047732542309049e-50,8.6799776943972444e-56,5.297480028528368e-58,6.7127861159089805e-64,1.6558195231686947e-70,1.1866404355346821e-70,1.0340811572136706e-75,1.0340785226076305e-75,4.4412187561464676e-77,2.2779906340593527e-59,7.4308533966979454e-106,3.01076625649752e-113,6.4990384219639878e-120,3.2676884851444893e-126,1.2526674867304982e-134,3.8896741299193804e-139,3.7134796230944572e-139,6.3059456363627419e-69,2.0116165164509022e-135,6.5401493075226086e-144,3.6592746084918221e-148,1.4082288904501808e-153,6.9938166923844153e-154,9.6972119025495374e-87,2.6682446236853301e-96,1.4198098762898223e-63,1.6610358544356214e-69,1.0190278061420546e-78,1.4343578217857276e-59
1.5e-14,0.0026074955013529384,1.2113679341657298e-19,1.2113678577697983e-19,1.1716196762658291e-19,1.1716196613580663e-19,1.1233696647708246e-26,4.2071493165866746e-21,1.9029953739458902e-26,1.2732447535501547e-26,2.0031510762963437e-21,6.5195998067156581e-27,1.2683019374770151e-26,1.2266855663854289e-26,4.5495255200941343e-34,1.2088744759235794e-39,1.6557209288463488e-21,5.3888296185504652e-27,1.546496146318983e-34,3.9095663537326651e-22,2.4626348254918925e-28,4.1092627473986328e-40,2.9848742923449323e-34,3.4366729488365647e-47,2.0966332483773424e-51,3.8545857344672509e-28,6.9603686386266751e-49,4.6518626393382466e-41,2.2182758102373462e-47,4.0743158291174031e-48,1.8022051886830379e-22,1.1703392107079606e-35,9.5885602326591853e-35,4.1642179596078487e-28,2.5209560595628063e-60,6.3327892715934671e-44,5.2886328832450454e-47,1.9251443258655118e-49,3.41440730663271e-35,2.358556907638473e-43,3.9030916042292683e-48,9.8299103686435164e-35,2.6119495576740293e-40,2.0162796007165922e-56,9.6735362847986115e-36,4.2563163056063548e-48,5.1438321859428438e-62,8.6373426693810355e-49,9.8341812275114476e-35,2.613083916438724e-40,4.5455136609990587e-41,1.5996648801992704e-44,1.8869084398483158e-29,2.8023366587654318e-56,1.2333665613470073e-57,1.4085601829042146e-64,2.8291831008302464e-37,7.5175479161523338e-43,6.2871025623909587e-50,3.8286006040043134e-54,1.6852643624121568e-66,8.3406718227693928e-71,2.895334493657979e-78,4.5108435689251401e-63,5.0638510002428028e-64,5.9898950155068584e-43,1.4963793645179888e-53,8.5268991780295196e-63,3.5178237471775091e-73,2.5172794734835722e-74,1.1687873967095278e-74,3.5839364505911764e-72,1.9586635658293928e-71,7.5691676050818915e-80,1.5304360041260217e-83,2.4110794979083554e-32,4.0253671338505143e-51,2.29103834257481e-23,2.282078675097665e-56,2.7801447951149225e-67,6.4482412942410436e-30,7.9124979153256686e-92,5.0856059706058681e-94,8.4814225958510903e-96,1.3202781038614644e-44,6.2979361131686031e-47,7.4606256176513473e-93,8.497524589037409e-100,1.849753524215408e-99,9.8021338387039484e-105,8.7534267225750245e-42,1.9801492349635259e-106,1.2389557686203461e-38,2.286360113239579e-35,2.0131129008102449e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.5786577105236324e-43,5.2780269623374691e-45,1.3881581861153048e-46,1.1901119976034602e-48,2.3056380933933892e-46,2.4855786833330536e-49,4.5656880943688649e-54,3.7780440271389329e-55,3.8175021739956044e-49,1.6693803153529303e-54,1.0188378760130863e-56,2.6335638503091195e-62,1.3130502928599071e-68,9.4126366276396206e-69,1.649936248448052e-73,1.6499278163060644e-73,7.0864507039130048e-75,4.3812034157852159e-58,6.5377777823056626e-102,5.298098774450491e-109,2.2873540312862411e-115,2.300175143815599e-121,1.7634483301331137e-129,1.0951426883948808e-133,1.0455372379100378e-133,2.4739750637401877e-67,2.8320341301661237e-130,1.8414001837418426e-138,2.060552972277213e-142,1.5859600202053307e-147,7.8765023703921742e-148,3.1038324540883737e-84,1.7106658501319798e-93,1.1262201805024408e-61,2.6503703749745796e-67,3.2616576319299716e-76,1.1377830382841684e-57
3.1e-14,0.0026074955013529384,2.4793416542589531e-19,2.4793413358275195e-19,2.3979875837870853e-19,2.3979875216489726e-19,4.6823992067687509e-26,8.6108974780671979e-21,7.9320136418124517e-26,5.307104701344574e-26,4.0998932555832573e-21,2.7174710275613247e-26,5.2865018549909892e-26,5.113037466455454e-26,3.8397780388043453e-33,2.0553544123399249e-38,3.3888004190451156e-21,2.2461488239506927e-26,1.3052361962639769e-33,8.0018771784708929e-22,1.0264748792031903e-27,6.9866604819713906e-39,2.5192218988785441e-33,1.1731245790687714e-45,1.4343121634975228e-49,1.6066574256092462e-27,1.2013656049464078e-47,7.8543683131752866e-40,7.690154276192085e-46,1.3810018487892883e-46,3.6886261564894874e-22,9.8776055887984973e-35,8.0926743382211966e-34,1.735717408156287e-27,3.1662914351570677e-58,5.3448474746456408e-43,1.7995728217229485e-45,3.2728600244003898e-48,2.8817537514925008e-34,4.0100439587102052e-42,1.3324174145333275e-46,8.2963685416195551e-34,4.4408785556912503e-39,6.8824002473475521e-55,8.1644188240175283e-35,1.4529990317841434e-46,3.518772265651241e-60,2.9485795431948573e-47,8.2999752203669916e-34,4.4428075251283031e-39,7.7283633780517813e-40,2.7108074665652464e-43,7.8649627539813958e-29,1.8682990878692942e-54,1.6466671130834876e-55,3.7635174046019134e-62,2.3878188027698391e-36,1.2781506924122789e-41,2.1461330760508839e-48,2.6191564931400382e-52,3.4371189637749507e-64,1.1423194664700437e-68,7.9333395851897712e-76,5.6110455798629001e-61,1.2607051821980899e-61,1.0184168030595936e-41,2.5441808673497594e-52,2.7667253907945364e-61,2.0888896624175343e-71,2.3696485776821273e-72,2.0150839983505959e-72,8.486040832851001e-70,2.3169272006145449e-69,1.4264657760305433e-77,5.772333368166767e-81,1.0049800991913835e-31,1.374161906156496e-49,4.6890465029580772e-23,1.5612702485929384e-54,7.4283701591861527e-65,2.6877442264752793e-29,5.9322049471284262e-89,7.5023750388662943e-91,2.5026118607384718e-92,2.2340766182325525e-43,2.13990324312593e-45,8.1610038295508413e-90,1.8591598024512301e-96,4.0470518777927115e-96,1.598726573069493e-101,3.6485793928137803e-41,6.4596731947798474e-103,1.0456822816460741e-37,1.9296840745019805e-34,1.394954454013945e-43,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.6840542571340848e-42,7.4147292911883448e-44,1.9579626338038094e-45,3.3815795955505294e-47,3.9201341137245895e-45,2.0978006740732628e-48,7.7596747407266629e-53,6.4228558189744104e-54,3.2219425207507211e-48,2.8382998489006303e-53,1.7322327406169274e-55,8.9902712757551662e-61,8.9776576903397118e-67,6.4393129403155334e-67,2.2596928782345425e-71,2.2596697709725309e-71,9.7059734607666911e-73,7.4491359574067726e-57,1.6676636000796355e-98,2.7032648453157619e-105,2.3343261810031662e-111,4.6949844449907584e-117,7.1981489479886205e-125,8.9404757537849674e-129,8.5355471979633649e-129,8.445635005053576e-66,1.1561369498726627e-125,1.5032948234509982e-133,3.3643924148448379e-137,5.1789972798116256e-142,2.5720962166432039e-142,8.5068171827782507e-82,9.3794058760471542e-91,7.7046614353602751e-60,3.6301026366589435e-65,8.9394171697355007e-74,7.784078619021961e-56
6.300000000000001e-14,0.0026074955013529384,5.0152885069552104e-19,5.0152872093304138e-19,4.8507223242411826e-19,4.8507220710252397e-19,1.9081026054981931e-25,1.7418403217617148e-20,3.2323374099881092e-25,2.1626735687353583e-25,8.293334577590718e-21,1.1073749645210323e-25,2.1542775284603171e-25,2.0835897444692342e-25,3.1426255409272221e-32,3.3720159867142143e-37,6.854924036812235e-21,9.1531059227412961e-26,1.0682579338087249e-32,1.6186665185890929e-21,4.1829889685788675e-27,1.146233182168006e-37,2.0618338299134147e-32,3.8533149588282547e-44,9.4281512116106518e-48,6.5472094517295337e-27,1.985823712082848e-46,1.284141568229356e-38,2.5458885255558035e-44,4.5205834808614973e-45,7.4614698742269616e-22,8.0842180182999779e-34,6.6233222176119282e-33,7.0731350346322345e-27,3.5711298981546725e-56,4.3744389565161197e-42,5.8737532469742784e-44,5.368435365495593e-47,2.3585572640282202e-33,6.5787983074100902e-41,4.3770537491850661e-45,6.7900267653205977e-33,7.2856617655460115e-38,2.2604599343207404e-53,6.6820817062402867e-34,4.7731672525913819e-45,2.3128121031340822e-58,9.6862731133498321e-46,6.7929820318755855e-33,7.288827444077847e-38,1.2679103641546231e-38,4.4182264229764307e-42,3.2050156332105564e-28,1.1450423426865877e-52,2.0197581137634041e-53,9.2352228960999377e-60,1.9542876008174029e-35,2.0969382899287093e-40,7.0493223141672857e-47,1.721649136464842e-50,5.7237493698079527e-62,1.50210204523e-66,2.0858787966970971e-73,6.2340477437731229e-59,2.8027209071913316e-59,1.6708217760458027e-40,4.173999632404106e-51,8.269626120979713e-60,1.0645111103718869e-69,1.8223479234504479e-70,2.6536772864933317e-70,1.7547560953755589e-67,2.3940167876999144e-67,2.1950765031771586e-75,1.7775805581809238e-78,4.095350908680085e-31,4.5142040721234839e-48,9.4847938604166344e-23,1.0263924067243957e-52,1.8228972498507004e-62,1.0952746627541142e-28,3.6081893379582481e-86,8.8391436967964966e-88,5.8975555486993767e-89,3.6306973149760121e-42,6.9645931462800166e-44,8.102931080656421e-87,3.6920313025786532e-93,8.0368911524274975e-93,2.1098850168033259e-98,1.4868152202870453e-40,1.7051262742616137e-99,8.558430114208096e-37,1.5793407657671033e-33,8.3850528411511561e-43,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,4.4034169586358734e-41,9.0165990670211966e-43,2.3856755259153389e-44,8.2886974020165665e-46,6.4315013738469502e-44,1.7168966474084785e-47,1.2720690072009164e-51,1.0535193998119855e-52,2.6369462212521176e-47,4.6564627780333165e-52,2.8418455988773534e-54,2.9533109453901504e-59,5.8947789856153075e-65,4.2328848604948416e-65,2.9713424998018363e-69,2.9712817299707506e-69,1.2764344943937568e-70,1.2221449674146736e-55,3.6890432776928743e-95,1.1960148193823781e-101,2.0655932745433264e-107,8.3090367220705943e-113,2.547203103142667e-120,6.3274730759396352e-124,6.0409456230768957e-124,2.7745000955831263e-64,4.0922053991577628e-121,1.0639615920324152e-128,4.7622131791791126e-132,1.4661464827220337e-136,7.2814789799334336e-137,2.2378095312866925e-79,4.9350050460466927e-88,5.0647136655068799e-58,4.7740034856753321e-63,2.3516333481787737e-71,5.1173265878095154e-54
1.2700000000000001e-13,0.0026074955013529384,1.0087179862387989e-18,1.0087174625890069e-18,9.7561875067995046e-19,9.7561864849606663e-19,7.7000526052606441e-25,3.5033452361282396e-20,1.3043932857044256e-24,8.7273621877499732e-25,1.6680045080371101e-20,4.4686841165048409e-25,8.6934782041359926e-25,8.4082202031107813e-25,2.5407055469908833e-31,5.457160932973276e-36,1.3787029825689503e-20,3.6936335559891559e-25,8.6365209635611708e-32,3.255690662923594e-21,1.6880639397438628e-26,1.8550301699025396e-36,1.6669278631355646e-31,1.2474601883532487e-42,6.1058941708404326e-46,2.6420895108474192e-26,3.2259029763368528e-45,2.0746172825653984e-37,8.2761593122326427e-43,1.4612452826922536e-43,1.5007164437258781e-21,6.5358091075252006e-33,5.354663626873466e-32,2.8543235704367893e-26,3.6003795899886417e-54,3.536593309826398e-41,1.8779045546840637e-42,8.6847984584672383e-46,1.9068397946768665e-32,1.06466451295331e-39,1.4173478191775209e-43,5.4894275634334269e-32,1.1790726085554337e-36,7.3168148538986394e-52,5.4022348918073588e-33,1.5456128092728455e-43,1.497599838430306e-56,3.1365761406864015e-44,5.4918223205061056e-32,1.1795852584172964e-36,2.0519270412503872e-37,7.057865091463024e-41,1.2933691846621835e-27,6.4745868876469975e-51,2.285695501806457e-51,2.0908137860215749e-57,1.5799791755102951e-34,3.39362738777158e-39,2.2821292939814774e-45,1.1149825454000134e-48,7.886376073601441e-60,1.9455194746683928e-64,5.399205308122802e-71,6.1622466865884696e-57,5.543984278097551e-57,2.7040243183409059e-39,6.7551124562733681e-50,2.2682552177360433e-58,4.5054618210844107e-68,1.1653200675390331e-68,2.6357479607906992e-68,3.1841798062346081e-65,2.1706216535492706e-65,2.8070590033379908e-73,4.5493446311188265e-76,1.6526611935141837e-30,1.4617703710602089e-46,1.9075212900926049e-22,6.6487669731289609e-51,4.1272480095355316e-60,4.4199630517846055e-28,1.8016541865621522e-83,8.3034101395417555e-85,1.1081414372097698e-85,5.7671194398680772e-41,2.2142219942929673e-42,7.3804645458084824e-84,6.7259930773490735e-90,1.4641304721542809e-89,2.3160658473857035e-95,5.9999659622809368e-40,3.7437940031660462e-96,6.9194486183321213e-36,1.2768614552580391e-32,4.406367259183797e-42,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999976,0.0001,0.10889011,7.1262028297234305e-40,9.5903058665584692e-42,2.5399587694222215e-43,1.7758282109278385e-44,1.0408941577024557e-42,1.3880105522719967e-46,2.0554990911140128e-50,1.7042871053981102e-51,2.1318513256694322e-46,7.535692841505802e-51,4.5989676280653744e-53,9.5629835325702409e-58,3.8092152397686288e-63,2.7414946392787922e-63,3.8483256237867533e-67,3.8481682466218847e-67,1.6535977518986115e-68,1.9780063024832301e-54,7.8056788727565426e-92,5.0613596198003521e-98,1.7482568776680897e-103,1.4065080099332775e-108,8.6193583510635302e-116,4.282172714048549e-119,4.0883358462243359e-119,8.9846465467248381e-63,1.3854137681460569e-116,7.2008544906008438e-124,6.4458032256878523e-127,3.9689371800383889e-131,1.9711418627808184e-131,5.7984206018249364e-77,2.5574231343391724e-85,3.2803195979225418e-56,6.1847812086229564e-61,6.0934948936316632e-69,3.3149117010254141e-52
