Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790)
3.93215e-10,0.0026544484056661537,2.1146801677878712e-13,2.1005375270154441e-13,2.0230492206101981e-13,2.0288499992845102e-13,2.0914513152084698e-15,2.2949345646195828e-15,8.3073105260306468e-16,5.5763011981667891e-16,9.7780958925504402e-16,6.7659060866916148e-17,5.5165435436295548e-16,5.3039753562341996e-16,1.1627509786397796e-18,5.9159011297305288e-20,7.9683723412070689e-16,5.6210732010086609e-17,3.727131658961998e-19,7.6276412637995472e-16,1.2024981574653384e-17,1.8890777205971625e-20,9.027964602404113e-19,2.3883114372656882e-23,5.8239086999178149e-23,4.5174399139357885e-17,1.2173190294798597e-28,2.2145789360084346e-21,7.9689469805152742e-23,4.8929343387249857e-24,1.5578897025406262e-16,5.7802345645220165e-21,6.7631847106735571e-20,5.3436571878193759e-17,6.0225932768492736e-30,2.0118233661449119e-26,3.5818600760134623e-24,2.1715291061365857e-28,6.9650679886692982e-20,5.5732200573388986e-23,4.6234627275918193e-23,1.0222942441934018e-19,5.3433230520861238e-21,7.1964826984610326e-31,4.7938052916035538e-21,5.4077269900539827e-24,3.3329220001160787e-32,7.6243732612584956e-25,1.0417950343122052e-19,5.3532731087731665e-21,1.997266736180148e-21,1.4475781561520616e-26,4.0882633066301655e-19,1.7594994341941051e-29,1.881232488495144e-26,2.5291632414130815e-29,6.0933914850916154e-22,3.1435827450536221e-23,3.9769190317545751e-26,9.6887359259344342e-26,4.5500909472605403e-34,2.1346455852665194e-36,1.5112372830726603e-39,8.5737816044143826e-33,2.2545063891076561e-29,1.0551919487294735e-22,1.7888399590134053e-31,3.8201827725311888e-39,4.8768947650483261e-48,3.4371857074888448e-38,7.7637870720142541e-38,1.7767212421361757e-35,4.7111652516760091e-39,1.5661768327999546e-40,6.6934331960350262e-40,9.1861045213725981e-22,8.6364187204049735e-26,8.5875114993462075e-17,3.2077698987980344e-26,1.6470674911751525e-31,2.6054713787123498e-19,2.6536720459226919e-45,9.4354741233999398e-46,4.0324162408042925e-43,8.2777883757908685e-27,1.2643964784342918e-24,3.4753557808839115e-47,7.8607288011458878e-50,5.653852438729918e-49,1.5708331976602902e-55,7.5098281456088009e-29,8.869477445466252e-53,2.991728347221548e-23,4.6737909924244941e-20,2.6580909744062035e-31,0.88130563799999995,0.0,0.0,0.0,0.0098911899995829857,9.9999999999814403e-05,0.10889010999999509,3.5535932866080932e-23,1.1993689962264129e-28,5.8927082295872694e-30,1.6891946738096009e-27
5.24287e-10,0.0026544484056665206,2.8200557533806029e-13,2.7959719725543865e-13,2.6925564173957268e-13,2.702431831501888e-13,3.564169090758025e-15,3.1101736210082257e-15,1.4148717875695213e-15,9.5087711115042298e-16,1.2817429835413296e-15,1.110785461635113e-16,9.3943730862353478e-16,9.0280839488714917e-16,2.4137749337430711e-18,1.4570971396420733e-19,1.0434694315803013e-15,9.261335443170701e-17,7.7685601719172726e-19,1.2279450173125507e-15,2.390407454763038e-17,4.6665064111281955e-20,1.8685655487888877e-18,6.1831380196674287e-23,1.7726189859705103e-22,7.7007130902220912e-17,2.998279509377319e-28,5.4687299860314506e-21,2.3177523342828806e-22,1.4261561238846657e-23,2.0724638956277007e-16,1.1839265007433935e-20,1.3609629582128044e-19,9.1013643398967235e-17,1.8332076929723484e-29,6.1555186094817334e-26,9.5996281130502168e-24,6.7888406017251022e-28,1.4669931420180493e-19,1.3292165765431076e-22,1.306345279277854e-22,2.0607161272334486e-19,1.2884370196576254e-20,2.4688143490391989e-30,9.8458258407600774e-21,1.5242547997613918e-23,1.2811295680934031e-31,2.1789096141891193e-24,2.1071065112645299e-19,1.2908854438817235e-20,4.8901475436060136e-21,2.9699082422020047e-26,6.9580643815071686e-19,5.1181657954258784e-29,6.3336167715846333e-26,9.1638232726337418e-29,1.2655982616558001e-21,7.7643811092295626e-23,1.0294959033263261e-25,2.9487823458106474e-25,1.5319184020883206e-33,9.1630461136475472e-36,6.6158462243856987e-39,2.6095862349313747e-32,7.9106088919013126e-29,2.6350638243457246e-22,6.2042737358425488e-31,1.3250808996160566e-38,1.9388925412765138e-47,1.34385817189329e-37,3.0355360489508268e-37,6.6514887001536441e-35,1.5453039652167925e-38,6.1798005113137814e-40,2.9624603571438887e-39,1.5850024963403044e-21,2.4338408917868492e-25,1.1374666116387987e-16,1.0511249292183473e-25,6.3181680448283101e-31,4.5288020697507202e-19,1.1753145804636098e-44,4.1800133094808609e-45,1.9817327801696727e-42,1.7020898070776341e-26,3.1419918853280229e-24,1.8706889748276212e-46,4.5556618164034665e-49,3.2791505930974149e-48,9.1038284158063584e-55,1.2772965759589274e-28,5.524294293837071e-52,7.1758140590669809e-23,9.8530323693133172e-20,4.5314538289821993e-31,0.88130563799999995,0.0,0.0,0.0,0.0098911899994439806,9.9999999999752536e-05,0.10889010999999246,8.429818203263797e-23,2.0710319041234495e-28,1.0175340123400549e-29,3.6092721444627673e-27
7.864310000000001e-10,0.0026544484056672518,4.2313221208314651e-13,4.1816040869570679e-13,4.0262274756579999e-13,4.0466042813337461e-13,7.3667405331082786e-15,4.7962226091082984e-15,2.9215800349827701e-15,1.9673718976191219e-15,1.870312806865358e-15,2.1610055748782499e-16,1.9394037281349061e-15,1.8623261190760336e-15,6.4260129540380179e-18,4.8549858178694508e-19,1.519560943574225e-15,1.8119105617205884e-16,2.0818446073769648e-18,2.3871530143484486e-15,6.107189607330353e-17,1.5624826910758893e-19,4.9476507958531118e-18,2.1855411502688617e-22,7.8795337127225182e-22,1.5925939129197875e-16,9.9901427109912365e-28,1.8311642472273655e-20,9.7345004886171436e-22,6.0143507451387118e-23,3.0955368962837887e-16,3.0833113472085372e-20,3.4415203960469472e-19,1.8795577995020409e-16,8.1494560902910409e-29,2.9951989862505057e-25,3.6154794820441712e-23,3.3925631723497015e-27,3.9971368172727738e-19,4.217997395228582e-22,5.2449519858403704e-22,5.2293845731886042e-19,4.1444353366347808e-20,1.400143822988001e-29,2.5752563608878033e-20,6.0698611129678986e-23,8.5577834563959822e-31,8.8836414504085892e-24,5.3763024119239736e-19,4.1524656919482823e-20,1.6137815539982795e-20,7.7477263803403109e-26,1.4348348807311137e-18,2.1499510651298952e-28,3.2853721788872305e-25,5.2542552905562681e-28,3.3714508326273193e-21,2.5985629836705702e-22,3.6375532827414528e-25,1.3104229245830685e-24,7.9465015105541859e-33,7.2116710887355226e-35,5.3455303718062475e-38,1.1597596265478148e-31,4.3313248439692082e-28,8.9804146420027796e-22,3.6077607864382804e-30,7.7061344920100171e-38,1.739442141397651e-46,8.620999135892196e-37,1.94739565440192e-36,4.0226624021732959e-34,7.6760132033370961e-38,4.0123516500635567e-39,2.3025068766118895e-38,3.3434792100130769e-21,9.7103961621499094e-25,1.6900584279189744e-16,5.2121911093845825e-25,3.9822028171291466e-30,9.6446262640054309e-19,9.1435175891882275e-44,3.2529831333038865e-44,1.821955893186846e-41,4.4571648548772533e-26,1.0616832969634095e-23,2.6757315959726345e-45,7.2100035634782817e-48,5.1955314081425567e-47,1.4410768844021529e-53,2.631431406380356e-28,9.6428466827285317e-51,2.349733780974497e-22,2.6887326855907275e-19,9.3714643618121452e-31,0.88130563799999995,0.0,0.0,0.0,0.0098911899991659703,9.9999999999628842e-05,0.10889010999998604,2.6547088480188057e-22,4.3379354316681176e-28,2.1313032857067359e-29,9.9877186022164279e-27
9.999999999999999e-10,0.002654448405667982,5.3816700539149851e-13,5.3044353754429236e-13,5.1066037262655193e-13,5.1382461426459775e-13,1.1454908150018689e-14,6.2341410590742967e-15,4.53951774704812e-15,3.0616374687338142e-15,2.3296264492515826e-15,3.2063065554702482e-16,3.0128363683677735e-15,2.8913254496767864e-15,1.1700440043541394e-17,1.0142374831587589e-18,1.8892245948048507e-15,2.6997475826236169e-16,3.8092750997266332e-18,3.5938049660128588e-15,1.0920371436648968e-16,3.2756124961555519e-19,8.9689160741724278e-18,4.7158240123503943e-22,1.9533609552801707e-21,2.4777415033520033e-16,2.0870047731880122e-27,3.8404095866364391e-20,2.341027919111417e-21,1.4507844738844786e-22,3.9216947355016893e-16,5.5221182568985987e-20,6.0259083719272581e-19,2.920838258550384e-16,2.0203500656101885e-28,8.0311270620819595e-25,8.1653273229059116e-23,9.2240758781372789e-27,7.4025094254814039e-19,8.5298262610070566e-22,1.2256381538456743e-21,9.1852860389710186e-19,8.4410916073609398e-20,4.0827495401822995e-29,4.6266819801622369e-20,1.4072145219058187e-22,2.7323693752289234e-30,2.0935352521264974e-23,9.4819528330464883e-19,8.4575323405493805e-20,3.3486380677443954e-20,1.3887920891942394e-25,2.2267732596157421e-18,5.1707741336142066e-28,8.9417659494367651e-25,1.5084685536931425e-27,6.1407761127135675e-21,5.4451582708843866e-22,7.8457028551012842e-25,3.2476850663481105e-24,2.1628103016013734e-32,2.516672487476661e-34,1.8893977183287958e-37,2.8743807068387578e-31,1.212532180691162e-27,1.9061700015907319e-21,1.0711619447709843e-29,2.2881133804169972e-37,5.6829958610589489e-46,2.633608544121984e-36,5.9491508117377771e-36,1.1923536838793065e-33,2.0326039229743387e-37,1.2330163137433069e-38,7.8177801591797416e-38,5.2820861142403721e-21,2.2569841761240118e-24,2.1356408868478767e-16,1.3785886231347978e-24,1.2104884165641157e-29,1.5322393088065557e-18,3.1059453213249818e-43,1.1051777877437903e-43,6.7745424832087526e-41,8.0124503627277929e-26,2.2396404456310353e-23,1.0658277751730864e-44,3.205868678924893e-47,2.3127614751390182e-46,6.4090215492724438e-53,4.0811804787997305e-28,4.6933115653266267e-50,4.9002256109352304e-22,4.9850486916895533e-19,1.4578705463080759e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899989394744,9.9999999999528106e-05,0.10889010999997953,5.3427010975259396e-22,6.7901571398848716e-28,3.3361226454924804e-29,1.8650120108511859e-26
1.0485750000000002e-09,0.002654448405667982,5.6433835145585722e-13,5.5590590735499764e-13,5.3515559487439108e-13,5.3861003314393006e-13,1.2508844551785989e-14,6.5692451157675625e-15,4.9564411429388953e-15,3.3438763739416935e-15,2.4315635058035824e-15,3.4678281298327875e-16,3.2894135787481098e-15,3.1563577673744046e-15,1.3151453932326422e-17,1.1660692546083181e-18,1.9710202336397283e-15,2.9225105656674099e-16,4.2854227359852901e-18,3.901118910047816e-15,1.2238837003705087e-16,3.7680721116592894e-19,1.0073125879956174e-17,5.4484233171302479e-22,2.3021337438299151e-21,2.7060146147997162e-16,2.3994303018394971e-27,4.4180887690641051e-20,2.7477472892988091e-21,1.7035664490373028e-22,4.1086793688494486e-16,6.188530272954995e-20,6.7251787062898858e-19,3.1891918313242423e-16,2.3810953763649139e-28,9.5647073604091656e-25,9.4992600884839845e-23,1.1004213146235965e-26,8.3454980661977411e-19,9.7559725383434369e-22,1.4327690567056341e-21,1.0257289584459874e-18,9.6652327409657271e-20,4.9113549469311336e-29,5.1879567621726011e-20,1.6431025503037326e-22,3.3200880078653636e-30,2.4502314423095243e-23,1.0596519703077138e-18,9.6840705020313534e-20,3.8458078691009799e-20,1.5566185381425181e-25,2.4306897696340281e-18,6.0691850245767572e-28,1.0666422044244167e-24,1.810970760942277e-27,6.9027054188019091e-21,6.2633181561370776e-22,9.0639379730609674e-25,3.8274118240581551e-24,2.5799681834179766e-32,3.0858057821887375e-34,2.3195297106891278e-37,3.3874852294282472e-31,1.451337831434719e-27,2.1970234982307587e-21,1.2912669860858047e-29,2.7582974552621533e-37,6.9163795345083603e-46,3.184251420469474e-36,7.1930303902552679e-36,1.4367958016984984e-33,2.4162687004509681e-37,1.4917907057513158e-38,9.5585894419739489e-38,5.7864265709394632e-21,2.6363365994980356e-24,2.2364075909839449e-16,1.6385613231211476e-24,1.4628281783858882e-29,1.6803009396624581e-18,3.7977285898417124e-43,1.3513543217518307e-43,8.3559029583149602e-41,8.9853572941498788e-26,2.5788725670057586e-23,1.322022919367194e-44,4.0135066452262364e-47,2.8956631628623929e-46,8.0237519888858838e-53,4.4543498382079949e-28,5.9160089278827019e-50,5.6333247125832552e-22,5.6212020022062779e-19,1.5921493841298833e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899988879601,9.9999999999505188e-05,0.10889010999997789,6.1059710066006426e-22,7.4237743143496569e-28,3.6474298338826671e-29,2.1054724343210818e-26
1.3107190000000003e-09,0.0026544484056687124,7.0562731485169473e-13,6.9278074241032822e-13,6.6680034878954128e-13,6.7206062742072147e-13,1.907941346546012e-14,8.4353265159920285e-15,7.5531129613803942e-15,5.1053809542922024e-15,2.9686433094533855e-15,5.0001111121054484e-16,5.0114498376809452e-15,4.8051656574848747e-15,2.342672752712268e-17,2.378217347264768e-18,2.4001171345348933e-15,4.2345655618624836e-16,7.6779247267869478e-18,5.7878769537710827e-15,2.1557257006643506e-16,7.7166804200323413e-19,1.7841382678133715e-17,1.1441891015410462e-21,5.5683468821558623e-21,4.1305435115031695e-16,4.8936779662800176e-27,9.0562959992229727e-20,6.4635538320991171e-21,4.0225833510569775e-22,5.1105168455034641e-16,1.0809971539626744e-19,1.1429563139400177e-18,4.8611444735731006e-16,5.7595217124947774e-28,2.5461348539912937e-24,2.1026215156546603e-22,2.9672438668072996e-26,1.5159828486996379e-18,1.9216860893775997e-21,3.2687663630896135e-21,1.750989539544502e-18,1.9135897411058596e-19,1.4193384566666513e-28,9.0946017559370939e-20,3.7048145291930851e-22,1.0522635997165359e-29,5.6311146588067132e-23,1.8176201358612467e-18,1.9172983290567334e-19,7.7837170105007463e-20,2.7209731120948695e-25,3.6981246943804369e-18,1.4277570632834155e-27,2.8445128865398308e-24,5.0801170372783007e-27,1.2298526103085024e-20,1.2817650300684214e-21,1.9022389062029621e-24,9.2536956877487231e-24,6.8802906238350351e-32,1.0709105807494854e-33,8.1468311028958734e-37,8.1902936608938207e-31,3.9727987943362382e-27,4.5634289474939122e-21,3.8150293782963104e-29,8.1497522942337788e-37,2.5179304973994735e-45,9.5069338950828129e-36,2.1475906143737678e-35,4.1704303501924366e-33,6.2517632024685674e-37,4.4780664967793742e-38,3.1795956398967152e-37,8.9965796255845212e-21,5.9707011797602594e-24,2.7780040555051331e-16,4.2338896928732435e-24,4.3649137301898864e-29,2.6243608021051217e-18,1.2638176631424088e-42,4.4977369978588345e-43,3.0525469977350455e-40,1.5759133886705572e-25,5.318361746179929e-23,5.3996654699336099e-44,1.7551094418191746e-46,1.2676039627088731e-45,3.51066272385688e-52,6.7725166634053305e-28,2.7942136806280373e-49,1.1569553991899188e-21,1.0224795012890813e-18,2.4297813578574358e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899986099498,9.9999999999381576e-05,0.1088901099999679,1.1969539801724121e-21,1.1384232576516012e-27,5.5932721927383967e-29,3.8522379083156085e-26
1.8350070000000003e-09,0.0026544484056701696,9.8844323912918374e-13,9.6390026039952459e-13,9.2740842511432388e-13,9.3744727100612628e-13,3.6550454802699501e-14,1.2452414184061292e-14,1.4440499623741439e-14,9.8026148463945105e-15,3.993291885973618e-15,8.5176570918069086e-16,9.5747978427771482e-15,9.1654369219847266e-15,5.8630302587811322e-17,7.7450186704172957e-18,3.2099996999537118e-15,7.2797073252100642e-16,1.9498974755621682e-17,1.0655808873136128e-14,5.3810693684016522e-16,2.5441011385492941e-18,4.3895736010115274e-17,3.9358699858943305e-21,2.7357182988950642e-20,7.9300227014027224e-16,1.5936993381016095e-26,3.0057997040466817e-19,2.9841753533574259e-20,1.8894474098368589e-21,7.0773909174482218e-16,2.576726542884455e-19,2.5423764431010005e-18,9.3015617794855441e-16,2.8298210217437635e-27,1.7545280812097357e-23,8.4542572369767145e-22,2.1128601670992812e-25,3.9793853511140751e-18,5.7835890195033465e-21,1.3873228194732702e-20,3.9513032080766785e-18,5.7232425254042191e-19,1.2610560047427073e-27,2.1851051916701322e-19,1.4780423367213968e-21,1.3515387774434544e-28,2.3989318152938228e-22,4.1474484018799085e-18,5.7330262526381286e-19,2.4830586158057893e-19,6.4920211264455266e-25,7.0395970038021776e-18,6.592705756116353e-27,1.8967159275433057e-23,3.8818062994852213e-26,3.0766953543931733e-20,4.211104008602059e-21,6.5213250676321328e-24,4.533234879462488e-23,4.5878450443309566e-31,2.1174862153208041e-32,1.6869587064359195e-35,4.0125112776123109e-30,2.8344282506607356e-26,1.5660173613198856e-20,3.8530009599606129e-28,8.2320450092630722e-36,4.1092964357061523e-44,8.9855346788887019e-35,2.0298895015988703e-34,3.6380693754237662e-32,3.7234048068780967e-36,4.2955972805112126e-37,4.6630805669572805e-36,1.799590731903277e-20,2.4495026025213071e-23,3.8519140033999525e-16,2.5072718847549669e-23,4.3097993088494899e-28,5.2554989950804015e-18,1.8559647800163985e-41,6.6082326131354702e-42,7.0554807825984197e-39,3.7888322826006851e-25,1.7882603154083636e-22,1.5658926790539547e-42,8.5282641163179758e-45,6.2235944452330285e-44,1.7185716645097443e-50,1.2879061452890152e-27,2.3713701921486901e-47,3.9759793068141028e-21,2.6935876145225091e-18,4.6603766907504714e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899980539276,9.9999999999134554e-05,0.10889010999994229,3.5706751683461003e-21,2.1964671557885432e-27,1.0791626846513567e-28,1.0233713837538986e-25
2.8835830000000006e-09,0.0026544484056730717,1.5549351746959995e-12,1.4958863032507743e-12,1.4381800166236541e-12,1.462278334180367e-12,8.8454130253772886e-14,2.1621056725418783e-14,3.4805757338358042e-14,2.3836443646119799e-14,5.9196081820767121e-15,1.664160342331773e-15,2.3039424873623487e-14,2.1980705479330116e-14,2.0436231383831249e-16,3.8336816690490966e-17,4.7031771481564586e-15,1.4419644838276435e-15,7.0039969347377425e-17,2.4494910573403792e-14,1.9226910312419348e-15,1.2934897603493798e-17,1.4658854451504894e-16,2.0890684305758136e-20,2.4937928627152038e-19,1.9302552570845503e-15,7.8886020701121913e-26,1.5728633656359332e-18,2.5155438464156208e-19,1.6796810639415238e-20,1.0866800360208323e-15,8.1551098959994328e-19,6.968972209383255e-18,2.2478384607905981e-15,2.5797329642292784e-26,2.790729724086907e-22,6.1100751063901149e-21,3.4753475658706114e-24,1.518809444287739e-17,2.5715966419887786e-20,1.0375971970767067e-19,1.1270989889779923e-17,2.3795682388442335e-18,2.7317607630023574e-26,7.0061056783079613e-19,9.0809132525732254e-21,4.9767969226004838e-27,1.7032004956992911e-21,1.2065407382561755e-17,2.3805914810489031e-18,1.1850722825988678e-18,2.056536186137354e-24,1.6787977063827365e-17,5.5581081846842618e-26,2.8175806138436375e-22,6.6906822244812763e-25,1.0687528222489407e-19,2.1146852534496531e-20,3.4190845692343003e-23,4.0854996902024295e-22,6.8153815183981002e-30,1.4823373082348294e-30,1.2315307700481261e-33,3.61639963825411e-29,4.5404428244332449e-25,8.6026552895687751e-20,1.1162333471966172e-26,2.3851942990733538e-34,1.9518728611793743e-42,2.0898993081667299e-33,4.7213909793279109e-33,7.8087255657175941e-31,4.4878452029812532e-35,1.0130000034768443e-35,2.0585056896559258e-34,4.7556781922787017e-20,1.6617981521721019e-22,5.9686798590884551e-16,2.9796948673205313e-22,1.1675247917570165e-26,1.3595181353144275e-17,8.2028347490563671e-40,2.9218703640865111e-40,5.9722236650067689e-37,1.2155789602686228e-24,9.4625466748189647e-22,1.3701160882046275e-40,1.4283074701785919e-42,1.0670987701804461e-41,2.9405245300010711e-48,3.0681638541801587e-27,8.0176866980504988e-45,2.3079041470669957e-20,1.0361812481393018e-17,1.1305646256026249e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911899969418692,9.9999999998641621e-05,0.10889010999986909,1.5749328319774729e-20,5.3585345897400083e-27,2.6327417204948797e-28,3.9700285595405894e-25
3.8273014e-09,0.0026544484056756712,2.0656725985306335e-12,1.9631818141573682e-12,1.8861765630261806e-12,1.9279275580927103e-12,1.5426386444719619e-13,3.1169316690287331e-14,6.0509507409102956e-14,4.1730196344637513e-14,7.5636371843184325e-15,2.4710155028853894e-15,3.999380760881461e-14,3.8056609549845715e-14,4.3684664038569964e-16,9.6835055430432649e-17,5.9495825015560387e-15,2.1602707434445349e-15,1.5278284868726179e-16,4.1390753932816179e-14,4.2031211889957218e-15,3.3208419103986832e-17,3.0330679429161496e-16,5.4483853526301024e-20,8.21412594264376e-19,3.384181751198722e-15,1.9925839824198293e-25,4.1289025262587852e-18,8.0531348709572859e-19,5.5388365302180089e-20,1.411953850392627e-15,1.63381867904412e-18,1.2541805066465221e-17,3.9179166051577077e-15,8.4973499726500664e-26,1.1185625942483219e-21,1.8718139819606793e-20,1.4041003282393455e-23,3.4371675976333279e-17,6.2028967346002825e-20,3.1815465204886401e-19,2.1015786711152775e-17,5.4021317089067527e-18,1.1835333068434751e-25,1.4144591898580646e-18,2.4661986733222704e-20,2.4534947332062472e-26,5.0086504297317931e-21,2.2790045754483288e-17,5.3979061648005532e-18,2.9369953967154814e-18,4.1216901734973757e-24,2.8919786784783246e-17,1.7794132061182343e-25,1.1046131984148771e-21,2.7223629916927163e-24,2.2771622268834476e-19,5.3795024707896405e-20,8.8369368513255517e-23,1.3366650957637283e-21,2.6719345976758572e-29,8.3309956184534067e-30,6.9615275184417889e-33,1.1832066923691656e-28,1.8153359696999206e-24,2.3032174339496477e-19,5.2833608695089937e-26,1.1289904389706724e-33,1.3166771633443139e-41,9.2400118621768462e-33,2.0874708043129322e-32,3.3937968043013375e-30,1.6317787469445666e-34,4.4913891238107578e-35,1.0604499109223355e-33,8.8709703879945545e-20,4.8178034538482897e-22,7.8412199914720985e-16,1.0765663742809979e-21,5.4284714281583077e-26,2.4690864394611762e-17,4.2265341719028358e-39,1.5056025553405506e-39,3.4769639610485904e-36,2.4547707349879536e-24,2.4857799295084564e-21,1.0060941325173847e-39,1.1224549725909281e-41,8.40888903538739e-41,2.3168311446454695e-47,5.2825337165661977e-27,6.6804480701490324e-44,6.4355181235001579e-20,2.3574653591788837e-17,1.9753388167177998e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911899959409997,9.9999999998199565e-05,0.10889010999977838,3.7915796154656994e-20,9.3858778091368347e-27,4.6114459001682523e-28,9.0628342457297724e-25
4.7710198e-09,0.002654448405678259,2.5771318245585705e-12,2.419895495307917e-12,2.3234147071023965e-12,2.3873527572004326e-12,2.3778439357915568e-13,4.1948852448440167e-14,9.2988986138531532e-14,6.4563460279138936e-14,9.1694058137214529e-15,3.3054404346830162e-15,6.1363309704506577e-14,5.8247757378022447e-14,7.8508887072211934e-16,1.9648755474302576e-16,7.1494616861345884e-15,2.9085032130531284e-15,2.7984586506632718e-16,6.2156563118771798e-14,7.7246350818315577e-15,6.8464481210609267e-17,5.2749833260584275e-16,1.1346032712863663e-19,2.0795797559175306e-18,5.2458953529768585e-15,4.0431429373970505e-25,8.7363780137165986e-18,1.9908457398833834e-18,1.4160687889287564e-19,1.7238087703154727e-15,2.7702089781029727e-18,1.9197817627427264e-17,6.0382722542447002e-15,2.1513098942932075e-25,3.3786911904794381e-21,4.5335675148854924e-20,4.2665870536397342e-23,6.4980013643084777e-17,1.2223392267043181e-19,7.6313548944062764e-19,3.3414330573167358e-17,9.9222698425744763e-18,3.8147071616354561e-25,2.412590188581604e-18,5.1862294010277957e-20,8.9823707808450345e-26,1.1400818486742316e-20,3.662192579560846e-17,9.8993089040367715e-18,5.8691274578111397e-18,6.9901052336245033e-24,4.4038306947727718e-17,4.3990678603415893e-25,3.2681001635033456e-21,8.2889149970565382e-24,4.0777868621813966e-19,1.0976075735731579e-19,1.8214228700173613e-22,3.3570217534767573e-21,7.9051889030896634e-29,3.5475627027931546e-29,2.9818518617092284e-32,2.9716436894846135e-28,5.4550300416686006e-24,4.9296439315754643e-19,1.8784401712634387e-25,4.0140861178940432e-33,5.1332983217883795e-41,3.0431295425509824e-32,6.8749715808238273e-32,1.1024824552744391e-29,4.4935406699650325e-34,1.4825134647635008e-34,4.0975580871033455e-33,1.4567313755636393e-19,1.089619452387564e-21,9.6846972930955303e-16,2.9438872017649652e-21,1.8943149256678233e-25,3.924987253557226e-17,1.6334035569589696e-38,5.8189624244530038e-39,1.5553960113340178e-35,4.1876770702774688e-24,5.2376893320947897e-21,4.5738332139772986e-39,5.9081209164949942e-41,4.4589100094797899e-40,1.2281707748736368e-46,8.0397426898169514e-27,4.0683537511336529e-43,1.4390998385916862e-19,4.4799658580233252e-17,3.0499429632403479e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911899949401041,9.9999999997759406e-05,0.10889010999966453,7.4732916692087987e-20,1.4513924710836815e-26,7.1309450660070474e-28,1.7258390221639334e-24
