Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790)
7.191328757199687e-07,0.0026544484087186095,2.3415394394190635e-10,3.6574635591844726e-11,3.5025546753065412e-11,7.4351885514904218e-11,1.2502909096093575e-09,3.3660103984464213e-10,8.4522497970796224e-11,2.1039079209256071e-10,7.8815669146091334e-12,4.1808620277743771e-12,4.2023165817695874e-11,3.760687962399392e-11,2.6593238787941586e-12,1.3883061137035916e-12,4.256709583972843e-12,2.7694452061552958e-12,2.3960851954720588e-12,1.4949274473330774e-10,3.1471619785182974e-10,1.218306994142069e-12,9.5422597920971133e-13,2.1061636484427073e-15,9.9950285018576138e-12,9.7160772437404458e-11,2.8567310529245861e-21,1.0375797504164533e-11,3.579533852782035e-12,3.8727027326465021e-11,1.9861289020360937e-12,3.9044973084524515e-13,3.0998405474898831e-14,5.8470340160749145e-11,1.0340359827859605e-18,4.2630771835854369e-12,8.0608192662970062e-12,5.5548513770106289e-14,4.72649723628083e-12,1.0781068416183688e-14,3.0497589497353848e-11,1.761505769899177e-13,1.1410506699271301e-13,7.9528605499293079e-16,2.6794843908624766e-13,1.2890466013586602e-15,7.701586987362689e-16,2.3453884727847435e-14,1.4410785913100389e-13,7.6213857956013669e-14,5.0162162062349935e-12,9.8606544503307229e-19,1.7402247337599236e-12,7.9104408613860523e-19,1.5351297673747525e-12,4.5675101312999315e-15,9.0429274746340032e-14,5.5590519996289035e-14,9.617630595773452e-17,2.7043697269200153e-13,3.7133728445263631e-20,6.232404410089526e-17,5.4339195220781969e-20,2.3940290818446184e-20,7.1090654600760505e-14,8.2718445184383535e-14,4.5436394448998643e-14,9.7105895300946202e-22,1.1377669086833494e-25,1.0608344230416588e-21,2.3966892287824856e-21,3.364724052958473e-19,6.3464894443002374e-25,5.2299062315226127e-24,1.240899427747052e-20,1.4054228223694759e-13,2.4057704681685409e-16,3.6626051852981339e-14,2.0051380918238902e-13,1.7418826635436067e-14,5.897793883617082e-12,4.9514769948195628e-26,1.7645665185864231e-26,5.7122141828058214e-21,4.6536927106794616e-19,8.69311339924454e-14,4.0775419801424196e-23,8.0085889002544579e-24,4.4853769622539643e-22,1.233330489313792e-28,1.9108376474393012e-20,4.5328598698442722e-23,1.1990680907692183e-12,1.0661602251841917e-11,2.1232622495050603e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911891437289262,0.00010000000431497763,0.10889010887275991,2.1055961046875136e-14,1.0165810688831362e-22,4.99464073050647e-24,1.7120855525072968e-18
7.385707472341244e-07,0.002654448408836486,2.3824150652710608e-10,3.6708881025260515e-11,3.5265303364048347e-11,7.4833287080359361e-11,1.2985240511774341e-09,3.5264485322979456e-10,8.5208288168470547e-11,2.148644296194596e-10,8.1312688163080395e-12,4.3138832012740084e-12,4.2275234122557913e-11,3.7939816769679925e-11,2.6833197578605727e-12,1.4008771160199749e-12,4.3840467129588282e-12,2.8527095456190144e-12,2.4117501850469973e-12,1.550682345139234e-10,3.2701456141042725e-10,1.2263174367257831e-12,9.6201185056865952e-13,2.1200149160025994e-15,1.0306221424829754e-11,1.0187502109266309e-10,2.8825985272143773e-21,1.0700517688726263e-11,3.6916609253775455e-12,4.140442536637049e-11,2.0497809325773782e-12,4.1342480996266959e-13,3.1934243278083903e-14,6.1282816647452881e-11,1.066230461748011e-18,4.5546358400531625e-12,8.6068763307973265e-12,5.9347818459129968e-14,4.7968345541829931e-12,1.0941692140548127e-14,3.2375368891394628e-11,1.8187375169192204e-13,1.1783115322668217e-13,8.497835057421443e-16,2.8289634792525634e-13,1.331315341443773e-15,8.2324500646483397e-16,2.5028823295507689e-14,1.4852001984953732e-13,7.8556334031345242e-14,5.3511001439601701e-12,1.0440883094870703e-18,1.8123796900577544e-12,8.1582314694082371e-19,1.6368624050186521e-12,4.8703021713165993e-15,9.4282010459954332e-14,5.7971214562839748e-14,1.0029580447383714e-16,2.9048443455597981e-13,3.9594570737781839e-20,6.8803862275782224e-17,5.9989177844350344e-20,2.571498207599493e-20,7.9069577286633195e-14,8.3961079184085127e-14,5.0126245374813594e-14,1.0712896763831725e-21,1.315003521441123e-25,1.2185123696888249e-21,2.752923003815142e-21,3.8633763855774215e-19,7.2594211263326441e-25,6.0072715337326614e-24,1.4431348234760173e-20,1.5148193048815694e-13,2.4419643867308804e-16,3.7138809611817155e-14,2.11301083770763e-13,1.9166113523900483e-14,6.2990938956121702e-12,5.7584440342305344e-26,2.0521468784868348e-26,6.7791430345976358e-21,4.9133066080222908e-19,9.4755919212228235e-14,4.7112591546128407e-23,9.2816184568552241e-24,5.3279126995594033e-22,1.4649993660815124e-28,2.0489227547303272e-20,5.5499532728766149e-23,1.2823971980875684e-12,1.0981237230390881e-11,2.2451173479419885e-25,0.88130563799999995,0.0,0.0,0.0,0.009891189117567421,0.00010000000461548424,0.108890108834288,2.1687666097450737e-14,1.0749304503183496e-22,5.2813214549430125e-24,1.8558481098539087e-18
7.580086187482801e-07,0.0026544484089555936,2.4224722065145751e-10,3.683700683540248e-11,3.5499873562920529e-11,7.5294222108931531e-11,1.3471952709337656e-09,3.6895070379192835e-10,8.5862030245547373e-11,2.1924992589925368e-10,8.377497511188848e-12,4.4450601211333431e-12,4.2513074855314325e-11,3.826297137055221e-11,2.7065981443697668e-12,1.4130710478638725e-12,4.5096921898588683e-12,2.9348716515735897e-12,2.4265081376550213e-12,1.6068203026297946e-10,3.3940429431225913e-10,1.2338633185059123e-12,9.6943314689715873e-13,2.1330628377920019e-15,1.0612367151733015e-11,1.0667169715478316e-10,2.9076900999084494e-21,1.1019557352529668e-11,3.802521437601712e-12,4.4163598459792669e-11,2.1124916449087495e-12,4.3681088091453821e-13,3.2857729149738652e-14,6.4148905674897942e-11,1.0979027828570485e-18,4.8552195320507645e-12,9.1697258509266919e-12,6.326473854643811e-14,4.8637126528640999e-12,1.109441571211044e-14,3.4299018363575395e-11,1.8751892962191896e-13,1.2150667032295638e-13,9.0597216292018303e-16,2.9808612254305152e-13,1.3730124228389384e-15,8.779912315881874e-16,2.6652860411784779e-14,1.528745631823573e-13,8.086830863188304e-14,5.6963472124279445e-12,1.103149129013669e-18,1.8839108214684367e-12,8.4032230951023186e-19,1.7416539413825453e-12,5.1822024401375411e-15,9.8103756258632755e-14,6.0333030034589131e-14,1.0438265029880564e-16,3.1112365537579271e-13,4.2129405681994665e-20,7.5722300923159463e-17,6.6021634074061327e-20,2.754205850307758e-20,8.7627452724624838e-14,8.5143093078818017e-14,5.5131107864425554e-14,1.17825277659931e-21,1.5132251852698302e-25,1.3960255176622167e-21,3.1539694433669976e-21,4.4249785364401211e-19,8.2858434762687935e-25,6.882428121671116e-24,1.6735985887609073e-20,1.6293418003573461e-13,2.4763924564939508e-16,3.7640671435458234e-14,2.2224544386485015e-13,2.1027192030477266e-14,6.7131542481660222e-12,6.6780490600150422e-26,2.3798682641386784e-26,8.0180255902773387e-21,5.1771212288956289e-19,1.0300889889194143e-13,5.4195500744999824e-23,1.0707966762694369e-23,6.2958984481761286e-22,1.7311626673007423e-28,2.191231934335575e-20,6.7547084683000928e-23,1.3689330050223838e-12,1.1295673476671758e-11,2.3701009049976021e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911890912659409,0.00010000000492741689,0.10889010879554832,2.230910042898794e-14,1.134778744737842e-22,5.5753666012591568e-24,2.0077357895420165e-18
7.774464902624358e-07,0.002654448409075901,2.4617261983875321e-10,3.6959432260797196e-11,3.57294477648888e-11,7.573599405113561e-11,1.3962925024002599e-09,3.8551286734043303e-10,8.6485857401986833e-11,2.2354875692250651e-10,8.6201886250562223e-12,4.5743576118453832e-12,4.2737766581833636e-11,3.8576960303158192e-11,2.7292051974724288e-12,1.4249122525770434e-12,4.6336206050071066e-12,3.0159143413168948e-12,2.440428346159315e-12,1.6633260419901817e-10,3.5188165963613507e-10,1.2409801458757172e-12,9.7651415623509058e-13,2.1453688082061053e-15,1.0913389048923283e-11,1.1154904648011497e-10,2.9320558625396396e-21,1.1332895772319012e-11,3.9120947878339367e-12,4.7003101935400005e-11,2.1742465760078142e-12,4.6058152183764734e-13,3.3768664519408649e-14,6.706776043782739e-11,1.1290450179688928e-18,5.1646908853916931e-12,9.7491300713362148e-12,6.7297483870608131e-14,4.9273171287850436e-12,1.1239666894198747e-14,3.6267491617516545e-11,1.930844035369459e-13,1.251304753451774e-13,9.6382633405693078e-16,3.1350208639378348e-13,1.4141246119186306e-15,9.3437230483415069e-16,2.8325330663800377e-14,1.5717046538511108e-13,8.3149224772504466e-14,6.0518168107044875e-12,1.1631811757855076e-18,1.9547519615770424e-12,8.6453702106941065e-19,1.8494647194701308e-12,5.5030928852905465e-15,1.0189072253484587e-13,6.2673594869386699e-14,1.0843273807550919e-16,3.3232833096394056e-13,4.4737274002516948e-20,8.309278300874578e-17,7.2448269607866063e-20,2.941919153491286e-20,9.6780826154769532e-14,8.626774987794124e-14,6.0460525985930756e-14,1.2921522280114847e-21,1.7338958659345487e-25,1.5953325073530656e-21,3.6042535990118656e-21,5.05587226414339e-19,9.4371555808192811e-25,7.8650275801448145e-24,1.9355348060445098e-20,1.7490717924488658e-13,2.5091495554495144e-16,3.8066152261308207e-14,2.333391970359064e-13,2.3005416077396131e-14,7.1398005335517044e-12,7.723236759194154e-26,2.7523438019047177e-26,9.4523557821570993e-21,5.4448643038980402e-19,1.1169677208623612e-13,6.2084291272424079e-23,1.2300296652033387e-23,7.4031668455284034e-22,2.0356238806500385e-28,2.3376618333126468e-20,8.1743100274577363e-23,1.4586989175548297e-12,1.1604877011510669e-11,2.4981537501349217e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911890648268087,0.00010000000525085837,0.10889010875654626,2.2920198671878599e-14,1.1960655000489719e-22,5.8764791570489391e-24,2.1679532942318478e-18
7.968843617765915e-07,0.00265444840919738,2.500192173654535e-10,3.707653067725073e-11,3.595419521223702e-11,7.615977928967827e-11,1.4458043578081491e-09,4.023256354063992e-10,8.7081697683476297e-11,2.2776240783530283e-10,8.8593005249119084e-12,4.7017527554146494e-12,4.2950272548383025e-11,3.8882320307921771e-11,2.7511810607592923e-12,1.4364219028894638e-12,4.7558161557255124e-12,3.0958267662784858e-12,2.4535728246937913e-12,1.7201853555350277e-10,3.6444318914899744e-10,1.2476997002090277e-12,9.8327683163010364e-13,2.1569877984032642e-15,1.1209234955935724e-11,1.1650536885322226e-10,2.9557393824401575e-21,1.1640538699091966e-11,4.0203657340704665e-12,4.9921487086843915e-11,2.2350370891803488e-12,4.8471094983471868e-13,3.4666923052911271e-14,7.0038542138186941e-11,1.1596517708138977e-18,5.4829092308457129e-12,1.0344846563164094e-11,7.1444221313633779e-14,4.9878244518981628e-12,1.1377841250525948e-14,3.827976906941423e-11,1.9856901595383152e-13,1.2870179093026867e-13,1.0233197026418418e-15,3.2912897819593316e-13,1.4546427988818833e-15,9.9236252501285523e-16,3.0045552542870145e-14,1.6140705043894826e-13,8.5398714120489882e-14,6.4173650749725291e-12,1.2241193356495416e-18,2.0248482027817167e-12,8.8846391326848842e-19,1.960254446456763e-12,5.8328535569446899e-15,1.056397440848548e-13,6.4990926050200514e-14,1.1244263492387522e-16,3.54071691565696e-13,4.7417201043712377e-20,9.0928464080914724e-17,7.9280556953125219e-20,3.1344011392561099e-20,1.065452646690148e-13,8.7338152626891582e-14,6.6123852163551553e-14,1.4131879091870051e-21,1.9790391520025692e-25,1.8186087855782642e-21,4.1086903574648326e-21,5.7629726633854807e-19,1.0725788882880032e-24,8.9658047600801669e-24,2.2325565752492227e-20,1.8740883551973617e-13,2.5403262941277231e-16,3.8535693034889543e-14,2.4457519314290225e-13,2.5104082484691711e-14,7.5788534825860469e-12,8.9084242894627903e-26,3.1747113657565831e-26,1.1109110718459691e-20,5.7162707758682902e-19,1.2082566385748873e-13,7.0841682962837073e-23,1.4071970145795952e-23,8.6648721223385209e-22,2.3825498838964495e-28,2.48811424767209e-20,9.8397942705165056e-23,1.5517171095243697e-12,1.1908833948332717e-11,2.629197424668618e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911890382523144,0.00010000000558588746,0.10889010871728735,2.3520928878786982e-14,1.2588125960662303e-22,6.1847666229540301e-24,2.3366991222724659e-18
8.163222332907472e-07,0.0026544484093199987,2.5378850583688196e-10,3.7188647795902675e-11,3.617427476769109e-11,7.6566670447452835e-11,1.4957199130822405e-09,4.1938366829207957e-10,8.7651337871289339e-11,2.3189236975343961e-10,9.0948062176067218e-12,4.8272304812598897e-12,4.3151477302894374e-11,3.9179534858028701e-11,2.7725618508300853e-12,1.4476190396963981e-12,4.8762693963435929e-12,3.1746023026378696e-12,2.4659985934873366e-12,1.7773847673235611e-10,3.7708559758792162e-10,1.2540512055188907e-12,9.8974151667695094e-13,2.1679703341048676e-15,1.1499868872833782e-11,1.2153900429818612e-10,2.9787798402474339e-21,1.1942507864508184e-11,4.1273225323534669e-12,5.2917307649028933e-11,2.2948582270831639e-12,5.0917392019236982e-13,3.5552425977842484e-14,7.3060419101759016e-11,1.1897193170114859e-18,5.8097319915100041e-12,1.095663030743958e-11,7.5703092886031372e-14,5.0454042408521405e-12,1.1509332558239291e-14,4.0334851451441335e-11,2.0397196849390964e-13,1.3222007226296218e-13,1.0844255902509954e-15,3.4495187408393971e-13,1.4945606039724419e-15,1.0519358226674938e-15,3.1812836243010514e-14,1.6558387783368963e-13,8.7616531696503919e-14,6.7928464721153022e-12,1.2858998536101091e-18,2.0941521990581979e-12,9.1210039079440294e-19,2.073982472812366e-12,6.1713634401427936e-15,1.0934807654667865e-13,6.7283302592277882e-14,1.1640936145153998e-16,3.7632679560592131e-13,5.0168203521482453e-20,9.92422977888467e-17,8.6529792557428609e-20,3.3314133086728821e-20,1.169356009990919e-13,8.835728422194556e-14,7.2130294265853182e-14,1.5415566092755959e-21,2.250211193210697e-25,2.0681156933930798e-21,4.6723886427352156e-21,6.5536360888912294e-19,1.2164969312069406e-24,1.0195900070497507e-23,2.5685665701149384e-20,2.0044688279433251e-13,2.5700093353318273e-16,3.8944152681994347e-14,2.559466624827396e-13,2.7326445285698291e-14,8.0301312624123768e-12,1.0249184284338451e-25,3.6525206097433766e-26,1.3018113192076476e-20,5.9910814478310427e-19,1.3040128465136275e-13,8.0533051309958282e-23,1.6036795372790321e-23,1.0097177282655281e-21,2.7763849311032071e-28,2.6424916690358027e-20,1.1785296184710996e-22,1.6480088983345631e-12,1.2207543287885529e-11,2.7631665602538655e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911890115447165,0.00010000000593258007,0.10889010867777681,2.4111292389004328e-14,1.3229291434608196e-22,6.4997824425065744e-24,2.5141672053609139e-18
8.357601048049029e-07,0.0026544484094437252,2.5748196146804719e-10,3.7296113003728628e-11,3.6389840822641357e-11,7.6957706114190997e-11,1.5460285630847628e-09,4.3668140086890378e-10,8.8196469110972419e-11,2.3594013119142187e-10,9.3266873911534445e-12,4.9507804286147626e-12,4.3342213423247563e-11,3.9469054685311167e-11,2.793381187033676e-12,1.4585213867146002e-12,4.9949748092718493e-12,3.2522369174716541e-12,2.4777592586671537e-12,1.8349113014434426e-10,3.8980572390899556e-10,1.2600621345552697e-12,9.9592746450038336e-13,2.178363950168663e-15,1.1785264936530847e-11,1.2664832478004601e-10,3.0012137062239249e-21,1.2238833559644952e-11,4.2329555552093343e-12,5.5989125913455005e-11,2.3537071761658045e-12,5.3394569400216235e-13,3.6425124350772779e-14,7.6132566935575234e-11,1.2192449808892814e-18,6.1450157959967605e-12,1.1584235406703452e-11,8.0072230238055346e-14,5.100220384712296e-12,1.1634501197884945e-14,4.2431756543739086e-11,2.092926734769678e-13,1.356849175310959e-13,1.1471171666976923e-15,3.6095615670546497e-13,1.5338732214114333e-15,1.1130659708460288e-15,3.3626490063955597e-14,1.697006501202536e-13,8.9802512177401611e-14,7.1781151161047813e-12,1.3484602520651477e-18,2.1626215808165471e-12,9.3544432605841323e-19,2.1906080224061564e-12,6.5185011415348728e-15,1.1301325428959942e-13,6.9549177256219265e-14,1.2033023905962453e-16,3.9906678303018986e-13,5.2989295089346304e-20,1.0804707282320122e-16,9.4207129020089615e-20,3.5327178844682308e-20,1.2796607661145536e-13,8.9328026912702663e-14,7.8488942231506937e-14,1.6774525970410814e-21,2.5499743802493548e-25,2.3463101841757564e-21,5.3008993458001996e-21,7.4355890246693945e-19,1.3768589147242249e-24,1.1567446428942204e-23,2.9477189930397418e-20,2.1402892492473478e-13,2.598283057018372e-16,3.9517181574271019e-14,2.6744711097091664e-13,2.9675723946591882e-14,8.493451320381945e-12,1.1762093035840631e-25,4.1916788635460047e-26,1.5211814294392532e-20,6.2690424463016812e-19,1.4042903115164665e-13,9.1226376998709761e-23,1.8209055207703483e-23,1.1717099415296503e-21,3.2218081190199532e-28,2.8006940224884364e-20,1.4047747145131562e-22,1.7475949976393656e-12,1.2501011689594688e-11,2.8999664319316781e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911889847062614,0.00010000000629101021,0.10889010863802005,2.4691294069887422e-14,1.3885069943901848e-22,6.8219779043956326e-24,2.7005477377114794e-18
8.551979763190586e-07,0.0026544484095685403,2.6110104717227122e-10,3.7399234155063386e-11,3.6601039496348538e-11,7.733386126907497e-11,1.5967200745051678e-09,4.5421413103407386e-10,8.8718675358483116e-11,2.3990717160135628e-10,9.5549356305949741e-12,5.072397503494718e-12,4.3523255602063274e-11,3.9751294971628677e-11,2.8136700171367452e-12,1.4691452487518793e-12,5.1119311262825652e-12,3.3287294256763189e-12,2.488904600602441e-12,1.8927525582408447e-10,4.0260055073581692e-10,1.265757995128685e-12,1.0018527069472763e-12,2.18821269438753e-15,1.2065408673959481e-11,1.3183173959390482e-10,3.023074530938567e-21,1.2529556184074835e-11,4.337257532522302e-12,5.9135514808528088e-11,2.4115835864882298e-12,5.5900213535424741e-13,3.7285000812167923e-14,7.925417021185454e-11,1.2482272651314378e-18,6.4886164801542442e-12,1.2227415153848875e-11,8.4549754680310878e-14,5.1524298198291906e-12,1.1753737188555113e-14,4.4569522416141922e-11,2.1453079047935883e-13,1.3909607970267114e-13,1.211367449947682e-15,3.7712757634058406e-13,1.5725777560376215e-15,1.1757265839261579e-15,3.5485820769295006e-14,1.7375723156908517e-13,9.195657099772962e-14,7.5730248492680412e-12,1.4117395762596461e-18,2.2302196656626378e-12,9.5849411242635944e-19,2.3100902018035462e-12,6.8741449158631338e-15,1.1663313010274173e-13,7.1787201278514558e-14,1.2420293253509067e-16,4.2226491784096639e-13,5.587948656331697e-20,1.1735538203479015e-16,1.0232354816147195e-19,3.7380781875728273e-20,1.3965023794657598e-13,9.0253140705105886e-14,8.5208746026241549e-14,1.821067149782012e-21,2.8786944106173473e-25,2.6555946102742334e-21,5.9996499318408168e-21,8.4170118013108679e-19,1.5551357719651642e-24,1.3092243265781603e-23,3.374472658042017e-20,2.2816241282902324e-13,2.625226862604696e-16,3.9740392135664709e-14,2.7907036704177944e-13,3.215509692134038e-14,8.9686304193465866e-12,1.3464942325044191e-25,4.7985266250626969e-26,1.7725903493207623e-20,6.5499062827823806e-19,1.5091393364193805e-13,1.0299178512530881e-22,2.0603645560632767e-23,1.3542692262670467e-21,3.7237835864868279e-28,2.9626220232646085e-20,1.666749892870487e-22,1.8504954219326297e-12,1.2789254460286188e-11,3.0395728496178353e-25,0.88130563799999995,0.0,0.0,0.0,0.009891188957739154,0.00010000000666124941,0.1088901085980217,2.5260982161706004e-14,1.4552030358268802e-22,7.1496672271027554e-24,2.8960265458525967e-18
8.746358478332143e-07,0.002654448409694407,2.6464720955995971e-10,3.749828799415847e-11,3.6808003324318025e-11,7.7696024176741762e-11,1.6477847074902029e-09,4.7197617434326572e-10,8.9219400315444092e-11,2.4379496104486845e-10,9.7795560014966602e-12,5.192083959788624e-12,4.3695302088441619e-11,4.0026623081540988e-11,2.8334557007609083e-12,1.479505049648046e-12,5.2271428247139695e-12,3.4040824035832228e-12,2.4994794813190167e-12,1.9508969011756052e-10,4.1546725150979189e-10,1.2711617760638038e-12,1.007533679553878e-12,2.1975564020421495e-15,1.2340300894700175e-11,1.3708770566529473e-10,3.0443919944589061e-21,1.2814730667951633e-11,4.4402244063125706e-12,6.2355058626081201e-11,2.4684905326506157e-12,5.8431985279695553e-13,3.8132081743864647e-14,8.2424424596390145e-11,1.2766662534878846e-18,6.8403886793334366e-12,1.2885921501792402e-11,8.9133771869335223e-14,5.2021806662210836e-12,1.1867340128908813e-14,4.6747213091850517e-11,2.1968630167691331e-13,1.4245353570231392e-13,1.2771492286834614e-15,3.9345234192928116e-13,1.6106736920781341e-15,1.2398910383892377e-15,3.7390131696582841e-14,1.7775369018000988e-13,9.4078740971669589e-14,7.9774288689036619e-12,1.4756787515466735e-18,2.2969173203530725e-12,9.8124885311818279e-19,2.4323879246905762e-12,7.2381724420259749e-15,1.2020597847918946e-13,7.3996288633635621e-14,1.2802556166321889e-16,4.4589455704708287e-13,5.8837784093797219e-20,1.2717956758485053e-16,1.1088981319448224e-19,3.9472583622491645e-20,1.5200074605096522e-13,9.1135230607697753e-14,9.2298476396195461e-14,1.9725877145190382e-21,3.2405018512760729e-25,2.9988542644828698e-21,6.7751590570220432e-21,9.5066485635611422e-19,1.7528999398352386e-24,1.4784572818380898e-23,3.8536770578524691e-20,2.42854600092045e-13,2.650917803390439e-16,4.0241961529082485e-14,2.9081067895646791e-13,3.4767690015558968e-14,9.4554840281581533e-12,1.537708282251804e-25,5.4799599352051433e-26,2.0600253548968443e-20,6.8334334347474651e-19,1.6186054962053323e-13,1.1590235971559411e-22,2.3236081701514928e-23,1.5593340500134843e-21,4.2876414306672882e-28,3.1281828460109912e-20,1.9689313079161054e-22,1.9567292668615362e-12,1.3072298717497108e-11,3.1818555139316311e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911889306455645,0.00010000000704336622,0.10889010855778737,2.5820387428694538e-14,1.5233869157688736e-22,7.4846665652708262e-24,3.1007839579735083e-18
8.921299321959545e-07,0.0026544484098085705,2.6777758552239901e-10,3.7584167615195214e-11,3.6990751964468309e-11,7.8010682569187041e-11,1.6940541907614568e-09,4.8815423529161535e-10,8.9652781901464086e-11,2.4722742111894145e-10,9.9786255784268911e-12,5.2981576924107431e-12,4.3842976813357325e-11,4.0268779751893302e-11,2.8508528071168585e-12,1.4886137294561116e-12,5.329349227891754e-12,3.4709304692806106e-12,2.50854282689232e-12,2.0034768620553702e-10,4.2710653092174833e-10,1.2757927182830355e-12,1.0124501767296863e-12,2.2055637615203484e-15,1.2583224763780897e-11,1.4187886630796297e-10,3.0631350138924269e-21,1.3066698351313755e-11,4.5317518685419782e-12,6.5314036438245389e-11,2.5188826353202036e-12,6.0731043561934643e-13,3.8883564711463777e-14,8.5318594279908302e-11,1.3017979544613278e-18,7.1638495560442533e-12,1.3491475906915481e-11,9.3348865083882341e-14,5.2449703170040895e-12,1.1965045160080485e-14,4.874051598059069e-11,2.2425584037710559e-13,1.4542944818049359e-13,1.3376396518555598e-15,4.0826469532003238e-13,1.6444409600739894e-15,1.298902704677317e-15,3.9141893114589693e-14,1.8129929870325158e-13,9.5961529183682738e-14,8.3493886651833411e-12,1.5337408192886685e-18,2.3561563915700496e-12,1.0014755881377034e-18,2.5448291223080652e-12,7.5728639699245027e-15,1.2338019468027598e-13,7.5959007863878454e-14,1.3142187863011425e-16,4.6750830615268503e-13,6.1557659080962008e-20,1.3647242221620767e-16,1.1899280231180702e-19,4.1385929735179331e-20,1.6369573821433464e-13,9.1894365918803187e-14,9.9002636045963151e-14,2.115867925757912e-21,3.5953337261133876e-25,3.3391423609631782e-21,7.543954695704836e-21,1.0587509669760925e-18,1.9489278158323389e-24,1.6462256038172581e-23,4.3341164079426371e-20,2.5656110762326416e-13,2.6730274644804932e-16,4.0708254466364239e-14,3.0147258557233137e-13,3.7235471251904235e-14,9.9034810331550605e-12,1.7294151277825904e-25,6.1631494580021651e-26,2.3531474308860939e-20,7.0906931523180635e-19,1.7211069363864082e-13,1.2856344141792466e-22,2.5821890030363949e-23,1.7648374945271252e-21,4.8527052018726609e-28,3.2802191509120522e-20,2.2793174961157825e-22,2.0552049352093026e-12,1.3322623923319641e-11,3.3121659042839866e-25,0.88130563799999995,0.0,0.0,0.0,0.009891188906154964,0.00010000000739748116,0.10889010852137852,2.6315127832042017e-14,1.5858372825568787e-22,7.7914961497074844e-24,3.2931440112767854e-18
