Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129)
9.999999999999998e-08,0.0027841138579591156,2.4995476751300055e-16,2.4550346224090432e-16,2.3829334894033514e-16,2.0003859176874583e-16,1.227409463213437e-17,1.324394662250603e-16,1.9612764028249747e-16,1.5910216648675527e-16,3.8713713218363101e-18,5.8239047489300652e-17,1.5412427758824863e-16,1.4637233353436228e-16,4.1262758045784266e-19,5.1235591298156564e-18,2.9658171324929722e-18,4.8217158522321817e-17,1.7915222679655563e-19,3.6856520424636221e-18,1.1946353272377924e-17,2.1042696414792339e-18,2.8644303509110112e-19,1.5033240926567504e-21,2.3376897889717169e-19,1.0368862968063685e-18,3.5724077058511661e-28,8.8282755334713943e-20,9.1916516870018275e-20,4.2559525581789776e-20,1.1887761096981951e-18,2.4278933846234174e-19,7.1417416139301081e-20,1.155150341915964e-18,7.5477783871514653e-29,4.2883148811566406e-23,1.8036130515662643e-22,5.6027517013825129e-24,7.768396286883127e-19,4.5634513373579016e-23,1.5940339337481748e-21,2.9723652834451914e-20,4.0877767861146633e-19,3.8982616222583289e-26,2.0121715777054436e-19,6.0395682689986215e-22,6.2097347587681826e-25,3.1957717151210723e-21,3.1723093406941397e-20,4.0964466593921405e-19,3.6982662061221376e-20,3.817649090341918e-27,7.8823110661993957e-19,7.1825805778655568e-29,1.8689387425266769e-23,4.5437662858738485e-25,3.9723928730525309e-22,4.9762612705974016e-21,3.5643356718878857e-24,5.5405175459812106e-22,3.9383284809168459e-33,2.3798060997635114e-27,2.1941662606009134e-32,1.640710235832639e-31,1.159819032664413e-25,1.0236731745315398e-21,2.2179327289965469e-26,6.6469013444674626e-35,3.9576815778180821e-43,3.152119934059028e-39,6.6647009255469275e-38,2.2778400501815235e-35,1.6948826160475962e-41,4.2207914706067659e-41,5.8341717579681286e-38,7.7462693705158865e-22,1.8030261350491321e-25,6.9692614592846775e-22,1.099430496035362e-24,9.7318147758735635e-27,1.4323936735458017e-19,2.8216446653729915e-45,1.2603685151353263e-45,9.9931591628316544e-41,2.2069903358715021e-27,4.2887203480749575e-23,4.2447945902893567e-41,2.999244167097876e-41,8.9196449191397751e-42,1.5047418780057947e-50,5.9600966051964058e-35,1.1605286324216583e-45,1.0195259130302706e-21,6.2838746161408555e-19,3.7424805012733143e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899999990817,9.9999999999986439e-05,0.10889010999999908,5.9627740280140666e-23
1.34217727e-07,0.0027841138579591156,3.0462212065015009e-16,2.9818987648397653e-16,2.8927335935689545e-16,2.3555182671557843e-16,1.88682989466273e-17,1.7865340603561229e-16,2.9613700973906203e-16,2.4470780629002802e-16,4.5380030464858546e-18,7.9118744179707039e-17,2.362843334092731e-16,2.2367692189285175e-16,6.6486352661310118e-19,8.9651393674140447e-18,3.4258586042720002e-18,6.5380172694799754e-17,2.8945431103609376e-19,4.0405960105689577e-18,1.7292211960293024e-17,3.6775650156134529e-18,4.4150815507047214e-19,2.6292279375640507e-21,4.4071778947110461e-19,1.5963892816995944e-18,6.2509541052466627e-28,1.5871458550138363e-19,1.7331956382889583e-19,8.1321657312131561e-20,1.3542668259548304e-18,3.9674166179387231e-19,9.8595722725455427e-20,1.79159788946251e-18,1.4229606467893616e-28,8.4034305221094601e-23,3.42366110857486e-22,1.0981882101490735e-23,1.3520397024939719e-18,7.9897623643197171e-23,3.0150474249473059e-21,4.3437880796339808e-20,6.7047654496616055e-19,7.664839116646813e-26,3.284400926900398e-19,1.0045435633308574e-21,1.2411212488312541e-24,5.8157678240078923e-21,4.6624680557443755e-20,6.710129602528906e-19,6.3055592927919524e-20,6.2384867627775165e-27,1.1650177940818929e-18,1.354361663792332e-28,3.6636569311850642e-23,8.9177427259960856e-25,6.2054969094463809e-22,8.5267676268541792e-21,6.1123494359790166e-24,1.033785829066691e-21,7.7202554936623317e-33,4.805608773270578e-27,4.4307737624855557e-32,3.0613443057991804e-31,2.2614328247706265e-25,1.8045931540744759e-21,4.4342683955600951e-26,1.3289017252041199e-34,7.991210959305558e-43,6.227068221219556e-39,1.3166235889508831e-37,4.4958937444401199e-35,3.2379606641707823e-41,8.3384095215981969e-41,1.1712167516208158e-37,1.2576213131344791e-21,3.2303737792201783e-25,8.1924250365688699e-22,2.0998221351715917e-24,1.9460002726860193e-26,2.3015441987054033e-19,5.6644869838158844e-45,2.5302060700606344e-45,2.0224349287068846e-40,3.6024264538674897e-27,7.7821185970528289e-23,8.6045315190939005e-41,6.0988699330836227e-41,1.8139774306147254e-41,3.0601742985640397e-50,8.4098701567551219e-35,2.3640033832054505e-45,1.7336330351218907e-21,1.1044095182534344e-18,6.4099643474138631e-30,0.88130563799999995,0.0,0.0,0.0,0.009891189999998766,9.999999999998179e-05,0.10889010999999864,1.0574333377641177e-22
2.68435455e-07,0.0027841138579591134,4.0959480901964142e-16,3.9693494158548664e-16,3.8436955246444003e-16,2.9120616742696124e-16,5.3749751674059316e-17,3.6764015926392081e-16,7.6948339743810441e-16,6.8781137689385977e-16,7.2417258924882259e-18,1.636576038548383e-16,6.508831530613665e-16,6.0310465417277199e-16,2.4182058559575491e-18,4.6430105950165645e-17,5.2917515263777742e-18,1.3451152473105652e-16,1.0574329810143089e-18,4.553565683141367e-18,4.0128360965758819e-17,1.8681970937840805e-17,1.1951132615634675e-18,1.3390131935949558e-20,4.5738155891573049e-18,4.8877264568240611e-18,3.2373446747248277e-27,1.0954107628608744e-18,1.8265768364856538e-18,1.1306865815778687e-18,1.8986734943464985e-18,1.6455138198366719e-18,2.0817568214772788e-19,5.5382428871389515e-18,1.4767645980018025e-27,1.7384113103964613e-21,4.9734420294157688e-21,2.2789254345064442e-22,7.2053885417914831e-18,4.3474705904143875e-22,3.4529800004957738e-20,1.2375983898288861e-19,2.7404565471357231e-18,1.7647654608839016e-24,1.3548469831902996e-18,4.2605040498097001e-21,4.7890268823943311e-23,4.7613170579335548e-20,1.3552097038795413e-19,2.7155760163655687e-18,3.5748057595344446e-19,2.5875304900498914e-26,3.1930541480938212e-18,1.4273345377165075e-27,7.7786570237348568e-22,1.9234954993772784e-23,2.2085134578520314e-21,4.2693889331901982e-20,3.0678519583484309e-23,1.0476218078385912e-20,1.6391607920558128e-31,3.7195875833444419e-25,3.430690606386995e-30,3.1023187335558024e-30,4.6050160744490557e-24,1.0083252599270593e-20,1.8427594635015668e-24,5.5225565908384781e-33,6.7101150057290125e-41,1.6813678054375042e-37,3.5550190633064017e-36,1.1432209389404771e-33,3.975136737937932e-40,2.2521327576335187e-39,6.3335435593203266e-36,5.1562493793831223e-21,1.9302123974136671e-24,1.0420107898093129e-21,2.5546488491752379e-23,8.2972496566849019e-25,9.1308814941746369e-19,3.0632057352757064e-43,1.3682773343138961e-43,2.1904411469066056e-38,1.4860653348361517e-26,6.4308294357957163e-22,1.0528569088359795e-38,1.4038272109663722e-38,4.4428118153313038e-39,7.49459162289069e-48,2.6678143868689188e-34,1.158469640949061e-42,8.2337768020643696e-21,6.3445277997280292e-18,3.1705158346822288e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911899999975204,9.9999999999963576e-05,0.10889010999999642,6.2877563714728066e-22
4.0265318300000003e-07,0.002784113857959111,4.6272516235698446e-16,4.456395551586747e-16,4.3094937609891893e-16,3.1583262788404862e-16,9.3667307713042062e-17,5.6530491031352975e-16,1.270319849416319e-15,1.1789891171887571e-15,1.0060110918060357e-17,2.5141921860461303e-16,1.1008388284844627e-15,1.0054401135427923e-15,4.7816598764299073e-18,1.0453999395502181e-16,7.21866551301297e-18,2.0572600436400409e-16,2.0852428663707079e-18,4.847935119159603e-18,6.3635429457442492e-17,4.153069820031346e-17,1.998510300065311e-18,2.9788464920324535e-20,1.376703912717264e-17,9.095194711389306e-18,7.2890635497492874e-27,2.788784336845193e-18,5.5483808515909143e-18,3.8022437395392417e-18,2.5785334233377731e-18,3.5635134506617793e-18,3.210854880532817e-19,1.0219682028101622e-17,4.4450151737285304e-27,6.6874347518073236e-21,1.7629076844648447e-20,8.7728261821562632e-22,1.6856201778457179e-17,1.0230322885212271e-21,1.0986747168566312e-19,2.3039534611218582e-19,5.8370581618478849e-18,7.0632670853693008e-24,2.9243139594579517e-18,9.1734311183549172e-21,2.2058978137770588e-22,1.3634420544059908e-19,2.5398729424185353e-19,5.7454634225824504e-18,9.0751877974553182e-19,5.6035848987619399e-26,5.9033714104166079e-18,4.3356506789216863e-27,3.028522782683087e-21,7.514683693474823e-23,4.6496194441518371e-21,1.0089529479072821e-19,7.2547106618328977e-23,3.2801877919775475e-20,6.3818676380208503e-31,2.0631213868714847e-24,1.9029955726065319e-29,9.7136099608063441e-30,1.8315619665949476e-23,2.390967999486997e-20,8.7610277602603144e-24,2.6255887411922467e-32,3.8225423791480141e-40,7.2547999379393792e-37,1.5339277025976096e-35,4.7966250311096154e-33,1.2860817891986006e-39,9.7181373520893556e-39,3.3138009939795778e-35,1.11509995948134e-20,4.6655241332491466e-24,1.1551673345941046e-21,8.2219519851321528e-23,3.9844646863921688e-24,1.9527799836706396e-18,1.602717189648784e-42,7.1590488504959739e-43,1.3545367287018768e-37,3.2075554604843999e-26,1.8631561090827324e-21,6.4899631759097288e-38,9.8552205850569159e-38,3.1716007409522593e-38,5.3501414381209091e-47,5.9610365528196775e-34,9.4115259642508719e-42,1.854168449103541e-20,1.5315678679748852e-17,7.2461647804543555e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911899999962645,9.9999999999945361e-05,0.10889010999999396,1.5326734242278619e-21
6.71088639e-07,0.002784113857959103,5.0457027692700061e-16,4.823703040177554e-16,4.6535325378981723e-16,3.364983628678692e-16,1.8426859216454384e-16,1.0026802849080593e-15,2.2840006272078587e-15,2.207070513269285e-15,1.6245668353167302e-17,4.4323445370408099e-16,2.0085031815619635e-15,1.7911465964146991e-15,1.1090790807576769e-17,2.799857253677193e-16,1.1310817725082745e-17,3.5704366238931582e-16,4.7565744495914714e-18,5.2898515232143087e-18,1.1168148420035431e-16,1.0790795693305156e-16,3.6296976353170386e-18,7.7452661513626264e-20,6.1551843618102578e-17,2.0833300835190224e-17,1.9522038111795554e-26,8.896278718348041e-18,2.5475491669810038e-17,2.0846887009517654e-17,4.6267079154044418e-18,1.0322766284893715e-17,5.61143027310117e-19,2.2447523021123609e-17,1.9873477168450793e-26,5.0266742271017465e-20,1.1893553120999965e-19,6.6011199594116502e-21,5.1454895507865011e-17,3.1411350556897997e-21,5.8257073263612773e-19,5.4922559165067069e-19,1.6100544695237816e-17,5.9121031142070502e-23,8.3693105589001586e-18,2.5564876202778924e-20,2.4889976729945883e-21,6.2089196113251299e-19,6.0298643845243626e-19,1.5524710362028755e-17,3.5242956112287025e-18,1.6232563095197753e-25,1.5364810331586722e-17,1.9907229459706464e-26,2.3674123065866055e-20,5.9041192470247847e-22,1.4564654820918327e-20,3.5882736860949322e-19,2.5817125038183562e-22,1.9163859335514819e-19,4.9887399684701748e-30,4.0227172383163175e-23,3.7109631404768067e-28,5.6749888067968328e-29,1.7851872074062792e-22,7.3982560408647627e-20,1.1276468998363061e-22,3.3794419233851664e-31,1.107513728763922e-38,9.9013966887339532e-36,2.0935161409662734e-34,5.7103441793611282e-32,7.0685312722946793e-39,1.326463513313638e-37,7.6273812041818182e-34,3.2416696303672241e-20,1.471924091444035e-23,1.2666227485773018e-21,4.3981449871082791e-22,5.330772349366696e-23,5.6094031609087857e-18,3.6889941399726483e-41,1.6478105763052123e-41,5.3626193976961862e-36,9.1799913935558969e-26,8.8468303100430175e-21,2.4205073118698482e-36,5.8168189651552657e-36,2.0656277729557109e-36,3.4844151261510101e-45,1.8524635459963668e-33,1.0844139206668927e-39,5.472286333013747e-20,4.8803741642531175e-17,2.1688496049456512e-28,0.88130563799999995,0.0,0.0,0.0,0.009891189999993704,9.9999999999908891e-05,0.1088901099999887,4.9326301123120224e-21
9.999999999999997e-07,0.0027841138579590874,5.2649722938691119e-16,5.0002904004054542e-16,4.810875585937118e-16,3.522227590918743e-16,3.1319428667148718e-16,1.6573661597528271e-15,3.4938770170169521e-15,3.4488999490913093e-15,2.5335096991529205e-17,7.2540722474719275e-16,3.0372282718948677e-15,2.662942037234134e-15,2.0533584590696234e-17,5.6411929851585328e-16,1.6892147905470463e-17,5.6422799497648885e-16,8.5308797004396303e-18,5.8145758124264882e-18,1.7243222190389829e-16,2.0850635356409312e-16,5.5781679487559041e-18,1.4971290018130843e-19,2.0911357925707957e-16,4.309803552314945e-17,3.9333285414830047e-26,2.0485043353239912e-17,9.0271782059797629e-17,8.6138036306352958e-17,8.2996070604716855e-18,2.7193916196967878e-17,8.901811445163605e-19,4.3301405336969309e-17,6.7517303053794388e-26,3.068201794718902e-19,6.9085597412422083e-19,4.0322023744583113e-20,1.2999365655343288e-16,7.9618995595459473e-21,2.6489438328843585e-18,1.205556040267377e-18,3.883207573142243e-17,4.1274514275791023e-22,2.1346798245447719e-17,6.2023714503642095e-20,2.2491908542181082e-20,2.5316453683217401e-18,1.2805323850301163e-18,3.5773206933234934e-17,1.2789312672292665e-17,4.2762667865883629e-25,4.0549903611715019e-17,7.0540803382712572e-26,1.5369900423989212e-19,3.84574562277841e-21,4.5947514289115581e-20,1.2412880421706582e-18,8.9345477422250569e-22,1.1671180643169307e-18,3.2388291016566673e-29,7.004024878196238e-22,6.4617564343027218e-27,3.4561842036698772e-28,2.005747100139767e-21,1.8837305364121231e-19,1.3018356949971006e-21,3.9014691100795526e-30,2.5870332748193383e-37,1.9984088186117847e-34,4.2253672703958577e-33,1.1012919054435687e-30,3.7261403154179572e-38,2.6773958789966227e-36,2.945793496984888e-32,8.6243317311395094e-20,3.7894286051598532e-23,1.3796205164605256e-21,2.0040193266139504e-21,6.5555178168040023e-22,1.480805278748649e-17,1.4247420180698156e-39,6.3640879386110389e-40,4.0507481211251318e-34,2.3414600421063419e-25,3.9061803031707236e-20,7.6890878156511297e-35,3.0105798857303241e-34,1.2964353212151394e-34,2.186869026595391e-43,4.9001398139206104e-33,1.351889906610555e-37,1.3841784795851294e-19,1.2701706572116473e-16,5.4907094382913286e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911899999904306,9.9999999999864127e-05,0.10889010999998175,1.2910843646926667e-20
1.207959551e-06,0.0027841138579590874,5.4036090127254525e-16,5.1119406274867547e-16,4.9103582840223042e-16,3.621647640397976e-16,3.9470965135974783e-16,2.0713019391823504e-15,4.2588410183370538e-15,4.2340667828150371e-15,3.1082035901554537e-17,9.0381554300091048e-16,3.6876564214049284e-15,3.2141488665922027e-15,2.6503944353742304e-17,7.4376736575276375e-16,2.0421034578059986e-17,6.9522365486512137e-16,1.0917245507072036e-17,6.1463412681760059e-18,2.108428626836426e-16,2.7211132400690903e-16,6.8101199563959699e-18,1.9540060991196762e-19,3.0241188368464364e-16,5.7175275709578079e-17,5.185926834641088e-26,2.781222804758921e-17,1.3124028924361441e-16,1.274194260727705e-16,1.0621857209430418e-17,3.7860974792638091e-17,1.0982208391868522e-18,5.6486611192507152e-17,9.7640885920967703e-26,4.6903025773002705e-19,1.052461964730799e-18,6.164261294271201e-20,1.7965106404910349e-16,1.1009906228122726e-20,3.955441792759028e-18,1.6205316281795229e-18,5.3204455491899986e-17,6.3632973178158965e-22,2.9552025648348113e-17,8.5075407275753805e-20,3.5139073876944482e-20,3.7397502492923694e-18,1.7089218161637054e-18,4.8575647817522554e-17,1.8647270214921317e-17,5.9536757576013166e-25,5.6473587957871143e-17,1.0255470301372495e-25,2.3590934755417757e-19,5.9039832347259086e-21,6.5789836987425821e-20,1.7992381381812907e-18,1.2951231020477761e-21,1.783880806029979e-18,4.9712102259328034e-29,1.1178090552365822e-21,1.0312675235194635e-26,5.2826024244419229e-28,3.1610419254659845e-21,2.6069830120635417e-19,2.0536451538066446e-21,6.1545656270792782e-30,4.1527027333379275e-37,3.1993320683755047e-34,6.7645584073446357e-33,1.7614970239284404e-30,5.6351336870264618e-38,4.2863551061019779e-36,4.7600939317650156e-32,1.2027607283124239e-19,5.2547084807091081e-23,1.4510651907993895e-21,2.9930132388150137e-21,1.0363303706356513e-21,2.0624048441553976e-17,2.3022340385376943e-39,1.02837004188863e-39,6.5779933908985584e-34,3.2414663213120687e-25,5.8165710362760329e-20,1.2397597985859315e-34,4.8772901410920754e-34,2.1030673458792913e-34,3.5475217126400842e-43,6.8270826423590687e-33,2.1997878776987691e-37,1.9133536157479968e-19,1.7646871040792325e-16,7.5910092799483747e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911899999883611,9.9999999999835816e-05,0.10889010999997736,1.7955198756449892e-20
1.744830463e-06,0.0027841138579590714,5.6673152216019192e-16,5.3068111809518251e-16,5.0801528050393261e-16,3.8507977282100139e-16,6.3115200982446755e-16,3.3395621432775547e-15,6.1697879370916623e-15,6.1957638112721925e-15,4.8431914638499091e-17,1.4446231988856995e-15,5.2174100236323681e-15,4.5195663667404497e-15,4.2924871429868546e-17,1.2528187614356726e-15,3.0428590115752017e-17,1.0680446129028194e-15,1.7138635854066221e-17,7.0409628284176279e-18,3.1337151122092148e-16,4.423996158528231e-16,9.8879805825929121e-18,3.1773314816558439e-19,6.937260917712744e-16,1.0626850504355035e-16,8.7352937675425656e-26,5.054326625274406e-17,3.0924609574884131e-16,3.2109410067587227e-16,1.7824973029468208e-17,8.184157657683676e-17,1.6907962156677548e-18,9.9377264233483135e-17,2.2398601666229127e-25,1.4194100501474391e-18,3.1649647426074331e-18,1.8658964041212984e-19,3.6433440373584945e-16,2.2356767455800085e-20,1.0846862019370856e-17,3.1361477005508265e-18,1.072725304060158e-16,2.0328516714357137e-21,6.206658898926478e-17,1.7193613195252244e-19,1.215112515320918e-19,9.9070435711353589e-18,3.1895248759358323e-18,9.3989435095483086e-17,4.73796094185269e-17,1.2869691952222924e-24,1.2242900806225497e-16,2.4165326911148946e-25,7.3526223817000554e-19,1.8417865849820087e-20,1.5594943572019822e-19,4.4233723945401448e-18,3.1844983057723034e-21,5.6967559319437682e-18,1.5493846360706475e-28,4.8440974400807034e-21,4.469142702885136e-26,1.6869791800153344e-27,1.2685617401742868e-20,5.3035419703331067e-19,7.9272647439482495e-21,2.3757207871097649e-29,1.9504323709991262e-36,1.5737720557960396e-33,3.3275302370221283e-32,8.791950545083049e-30,1.7835710890717359e-37,2.1085141348017075e-35,2.7741126933608427e-31,2.6193120473821827e-19,1.0735549337299905e-22,1.6655248140061744e-21,8.2092856811736961e-21,4.1001513912739937e-21,4.4776925940607356e-17,1.3417088598904052e-38,5.99319402749362e-39,4.460107547713098e-33,6.8078924737280831e-25,1.6174773128758157e-19,6.3534935067600102e-34,2.7954705791098338e-33,1.2772884809174687e-33,2.1545666719188703e-42,1.4252744801620746e-32,1.5494210315921803e-36,3.9437977247086655e-19,3.6224944920875897e-16,1.557536172437504e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911899999827822,9.9999999999762565e-05,0.10889010999996546,3.6937862977769833e-20
2.281701375e-06,0.002784113857959054,5.9076497209314395e-16,5.4723786488749678e-16,5.2267906231823266e-16,4.0698008063156184e-16,8.9224615914439767e-16,4.8037010216521668e-15,8.0172406456027441e-15,8.0881648542263515e-15,6.8234978522767462e-17,2.064605830010823e-15,6.6084820006956019e-15,5.7361665901900856e-15,5.9463416665406027e-17,1.7724864759320835e-15,4.1302340145643862e-17,1.4743556797221454e-15,2.3091021948711164e-17,7.9834188538967729e-18,4.197057234326741e-16,6.0727875694308422e-16,1.2863618895628633e-17,4.3618569754339147e-19,1.230457891127585e-15,1.6804267407982245e-16,1.2358683110218711e-25,7.5439456479941563e-17,5.6088307840552652e-16,6.1016746829168431e-16,2.5822512223294419e-17,1.4465116781191299e-16,2.3370073105190292e-18,1.5071718656364656e-16,3.9728269090506908e-25,3.0922975058873284e-18,6.9001575403598091e-18,4.0655757787553261e-19,6.0303009270579167e-16,3.7029365061046027e-20,2.2299022613042058e-17,5.1022642246572297e-18,1.7857165980864848e-16,4.6025260699633972e-21,1.0691529786015965e-16,2.8657977633532952e-19,2.8939073815623628e-19,2.0000728975835947e-17,5.0168542385763683e-18,1.5082314923042159e-16,9.3342460105398687e-17,2.2746602129420954e-24,2.1397653708935521e-16,4.3828924414934809e-25,1.6396819547720064e-18,4.1094773670431366e-20,2.8920980014646947e-19,8.384659702945392e-18,6.0368572184548791e-21,1.311053381058458e-17,3.4552271400753326e-28,1.3718611774061105e-20,1.265686982017226e-25,3.8824198047181664e-27,3.4605508825661051e-20,8.7938154988699193e-19,2.0723411634869677e-20,6.2105964226819652e-29,7.472769023441902e-36,5.9819316976107064e-33,1.2647993960665914e-31,3.3331510311482475e-29,4.58359049935843e-37,8.0145321891405743e-35,1.1496234160300804e-30,4.6569030084470537e-19,1.7841429341065613e-22,1.9199342609170488e-21,1.6878218520529555e-20,1.0932693927408902e-20,7.9479400664132921e-17,5.5601933868048572e-38,2.4836477117087307e-38,2.0217304858920173e-32,1.1727216894894246e-24,3.4017722771060643e-19,2.5508092043434836e-33,1.1764486068998704e-32,5.5605711408307391e-33,9.3797216062417676e-42,2.4285201206957318e-32,7.33703405891378e-36,6.6632185389877677e-19,6.034772250517197e-16,2.6170014436936937e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911899999769588,9.9999999999689123e-05,0.10889010999995304,6.1607166289623075e-20
3.355443199e-06,0.002784113857959018,6.3660376345942885e-16,5.7662861473140402e-16,5.4981205599472942e-16,4.490370318434949e-16,1.4693520239026477e-15,8.1666002891869413e-15,1.1569255456403911e-14,1.1716672976087594e-14,1.1324691060818903e-16,3.4801933160894095e-15,9.1043258408283759e-15,8.0109537625474345e-15,9.1661786781743051e-17,2.7908708389409903e-15,6.4979997919435727e-17,2.3616680790276275e-15,3.4040762812320903e-17,9.9886781664622202e-18,6.4262959664325557e-16,9.1228345425392245e-16,1.8584754845499424e-17,6.5531235693355514e-19,2.6155087361333064e-15,3.2114642358391313e-16,1.9459380238016694e-25,1.2792431326689616e-16,1.2327543196109553e-15,1.4260343039247347e-15,4.3051930087935782e-17,3.2146139557219389e-16,3.7490092868225005e-18,2.7242291627370997e-16,8.4447942668913723e-25,8.6725328008662054e-18,1.9490957614799489e-17,1.1403949699060429e-18,1.1998357867085624e-15,7.3727362627320685e-20,5.8955984507930405e-17,1.0090477131697047e-17,3.6170127371592196e-16,1.3547710357671855e-20,2.2851259608858626e-16,5.8123027824796386e-19,9.0256108536056942e-19,5.2037690794831794e-17,9.4136964310423191e-18,2.8889155676359353e-16,2.3652367991584454e-16,5.0550312369083733e-24,4.5597657313011319e-16,9.633077055584143e-25,4.7549953791850784e-18,1.1923938011957397e-19,6.6091426501664859e-19,1.9620211903730472e-17,1.412762982630836e-20,4.0014255751094837e-17,1.001998534935737e-27,5.4645781520136746e-20,5.0417149944256555e-25,1.1849413981407032e-26,1.338407699635821e-19,1.7531779096952627e-18,7.4665861001327596e-20,2.2376602896692657e-28,5.8949447486050269e-35,4.9199727753540263e-32,1.0402624618472266e-30,2.7762404025721474e-28,2.3505954957034415e-36,6.5917825355474815e-34,1.070429442302511e-29,1.0434022868978418e-18,3.5651320862033854e-22,2.5214378431599155e-21,4.4635889781332135e-20,4.0555212967293505e-20,1.777884219755461e-16,5.1771706545611134e-37,2.312558026293659e-37,2.1173240724752165e-31,2.5064875556565704e-24,9.4279068728124799e-19,2.2111471022299458e-32,1.1068034324092256e-31,5.5193028989477163e-32,9.3100965043901126e-41,5.1475312892239168e-32,8.2197590001232699e-35,1.3806401470490658e-18,1.2081233581883034e-15,5.3710989637806367e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911899999647203,9.999999999954178e-05,0.10889010999992706,1.2347773967676552e-19
4.429185023e-06,0.0027841138579589816,6.7981387464639565e-16,6.0126311257112662e-16,5.7451904299101058e-16,4.8856353428854997e-16,2.1295818324646313e-15,1.2179420546175421e-14,1.4904485660882248e-14,1.5109660914097253e-14,1.6629215065889646e-16,5.1573717898364132e-15,1.1190624302515713e-14,1.0069649409074379e-14,1.2193150132308818e-16,3.7539252918686931e-15,9.1565135772741102e-17,3.3615371227312509e-15,4.3417823594515789e-17,1.2189190060492678e-17,8.8300750239613816e-16,1.1748576215362758e-15,2.3956715886059615e-17,8.439594126668996e-19,4.452545531704824e-15,5.2031889648439921e-16,2.6174288907382821e-25,1.8331950461366985e-16,2.16059954070554e-15,2.6241487316281234e-15,6.1845434989008966e-17,5.8575839078585798e-16,5.341185028714185e-18,4.2324421763582669e-16,1.4376106263880434e-24,1.8295943230247098e-17,4.1481311036829245e-17,2.4060669967721643e-18,1.9759267940290254e-15,1.2146467821426091e-19,1.2037010511097101e-16,1.671359716500496e-17,6.077297586266089e-16,2.9545618163411215e-20,4.0320833112663473e-16,9.7732704566959228e-19,2.04141099195721e-18,1.054658831333428e-16,1.4905194877287186e-17,4.6291428752791047e-16,4.7156969130701743e-16,9.2111486042626742e-24,7.8751157672598601e-16,1.6883512199897854e-24,1.0295146294775399e-17,2.5825390323863228e-19,1.1966222657437445e-18,3.6053814774110005e-17,2.5962199294885604e-20,9.0121550969484109e-17,2.1694493288416369e-27,1.4746385517206131e-19,1.3605372814092387e-24,2.6687678208141313e-26,3.5742757026254581e-19,2.8911841132864809e-18,1.8908077641492467e-19,5.6665596816032431e-28,2.0491848952829346e-34,1.8914400029799524e-31,3.9991971979755209e-30,1.0976460505840156e-27,7.9890254375595114e-36,2.5341710707959035e-33,4.6597911662047717e-29,1.9133946495970512e-18,5.8870653201741457e-22,3.2628748991143695e-21,9.1165177571126865e-20,1.0491222562079586e-19,3.2570926201651574e-16,2.2537254646247071e-36,1.0067026767783611e-36,1.0230355453616126e-30,4.4226755413426712e-24,2.0143847049201464e-18,8.3128710807856483e-32,4.5230858570357976e-31,2.3883885375658146e-31,4.0287878210189538e-40,8.9684513115756312e-32,3.9865312345219247e-34,2.3727549614605839e-18,1.9958417287740117e-15,9.1484790917444737e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911899999515468,9.9999999999393665e-05,0.10889010999989936,2.041243975588677e-19
