Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795)
0.0018330356819886246,0.0029626689801299337,2.0041030931810798e-09,2.1476511559955024e-09,1.209571099318783e-09,8.8303800640751232e-10,6.2900419017490011e-07,5.6711015340287242e-06,3.5707504256288829e-08,6.5858808959986299e-08,1.7564655252105481e-08,3.7287596073398554e-07,4.6375444219282231e-08,3.3846216485114344e-08,5.5310088882374784e-10,1.1504034453441517e-08,6.7521471643900612e-09,1.7059582679358782e-07,2.6461089168892136e-10,3.9244300765390815e-09,3.5323083596816639e-07,4.8824559035307278e-09,6.7558587031961524e-11,3.7867207729730726e-12,7.9366544964950226e-07,8.2638092627043728e-07,1.0575779750042866e-18,1.2465388767192918e-08,3.2362960910513813e-07,1.1455664632813623e-05,4.5166064153688969e-09,1.8703735184725969e-06,3.2036946256197355e-10,4.5050858965570567e-07,4.1882349757269854e-16,2.0158751188418955e-07,2.1065434501564833e-06,2.0391724856989343e-08,6.0983153002997527e-08,5.0958955494138767e-12,7.7268336532170061e-07,2.7470390685480733e-09,6.9644603966129289e-08,3.0259641186719542e-10,8.6037142949517362e-07,1.3210698525083772e-10,1.5906381104455547e-08,8.7411222490732973e-07,1.5386437646100243e-09,3.2820427469908659e-08,5.727959536505022e-06,4.5004997796219255e-14,1.2332525320815786e-07,4.0971652552052614e-16,6.2092027044205475e-08,1.2177429193817929e-09,3.5703568539494291e-10,7.6274952761763746e-09,5.9304465297460676e-12,1.2496237361519884e-06,1.9514480018670365e-17,1.9597056333135397e-07,2.6585027444782867e-12,6.0131684397022566e-16,8.6392960956254184e-07,1.6580231586654774e-07,8.2113746732602733e-10,2.7109275567570064e-18,3.3860434370330977e-16,7.194348732241856e-12,1.2593796305339859e-10,4.0219975231487097e-08,3.9101881126536505e-16,8.651030703734382e-14,4.1804793657610638e-08,4.2027609368321679e-07,4.302277298405267e-11,3.0987974753433569e-12,4.5737830931977785e-07,1.3043067583892583e-07,2.6011065331899766e-06,2.9166799851913492e-15,1.2791051166833957e-15,2.6997906668505165e-07,1.4422866321734965e-14,5.9921517913742794e-07,1.1292354203037289e-10,8.2670755444393455e-10,2.6809189642249705e-08,6.9410981800455774e-17,5.7231229412989037e-12,5.9341446147496107e-09,1.0752887633331659e-08,1.1475866078263987e-07,3.0456137984193221e-18,0.88130563799999995,0.0,0.0,0.0,0.0098731355904654455,9.9984090625084772e-05,0.10886312673985479,1.5212014786264661e-11,1.3671616871338469e-14,1.3694645355995144e-16,5.8391030154899859e-09,2.3236616087386229e-09,2.9830825643202041e-09,4.9872890344992524e-10,1.520409109865864e-10,1.3161505419348775e-11
0.0018341504049539988,0.0029626688948048057,2.0196967281334013e-09,2.1655392805784905e-09,1.2189911853944036e-09,8.8975475946863837e-10,6.3430720086733185e-07,5.7136314715376704e-06,3.5978628184798662e-08,6.6367676692951439e-08,1.7704261221646871e-08,3.7583876684841772e-07,4.6761998169138747e-08,3.4110732401523052e-08,5.5742509039639317e-10,1.1593956244189871e-08,6.8051229122081526e-09,1.7193388289005833e-07,2.6681711487531161e-10,3.9544600965470409e-09,3.5592986392872368e-07,4.9231549314645668e-09,6.8071161318036116e-11,3.8182868997601492e-12,8.0037588803539241e-07,8.3328253618436106e-07,1.0658445797118285e-18,1.2568650473429375e-08,3.2625986813186075e-07,1.1553068405984193e-05,4.553313797916219e-09,1.8859939961284731e-06,3.2288226209807483e-10,4.5428856407028722e-07,4.2236465878644273e-16,2.0231764236187487e-07,2.1243981058890138e-06,2.0465540500576972e-08,6.1470772680476665e-08,5.1366422636941648e-12,7.7938581321806747e-07,2.7688494896992206e-09,7.0197398757840462e-08,3.0369202652437717e-10,8.6747413706076926e-07,1.3315557821477476e-10,1.5963957899853101e-08,8.8142443041629577e-07,1.5507049209615181e-09,3.3077631577096767e-08,5.775305635839611e-06,4.5380858385193467e-14,1.2432932777208874e-07,4.1304645499186953e-16,6.2393664909202103e-08,1.2236561808965038e-09,3.5994373976364199e-10,7.6896084924359931e-09,5.9787415502312977e-12,1.2600699569483536e-06,1.9609279727585227e-17,1.9710017047472469e-07,2.6738268007719496e-12,6.0634355094353203e-16,8.7127230239774532e-07,1.6772536056421797e-07,8.1920803932355223e-10,2.7045522326281755e-18,3.4034210220110444e-16,7.2322966383030925e-12,1.2660224583570115e-10,4.0432179081222944e-08,3.9308185833421087e-16,8.6966446657626778e-14,4.2033452893909387e-08,4.2615054855196443e-07,4.3521467378475141e-11,3.133825637420846e-12,4.6319538919206284e-07,1.3148661443871147e-07,2.6237932821957359e-06,2.9326333188044311e-15,1.2861014243989182e-15,2.7179820008794517e-07,1.4541932818633664e-14,6.0426105102425133e-07,1.1469533966086902e-10,8.396871937524421e-10,2.7247223224930612e-08,7.0545083255052797e-17,5.8166381573389494e-12,6.0336647385860717e-09,1.0877254887308918e-08,1.1570602423596296e-07,3.0953333213480153e-18,0.88130563799999995,0.0,0.0,0.0,0.0098729844218333335,9.9983953421247491e-05,0.10886290409679762,1.5337538698717075e-11,1.3894805492614035e-14,1.3918209916399866e-16,5.9369523380382787e-09,2.3485956244804468e-09,3.0343353389717285e-09,5.0729661437399303e-10,1.5465283624498591e-10,1.3387621353181254e-11
0.001835265127919373,0.002962668808897297,2.035399167278197e-09,2.1835694706073723e-09,1.228475868854021e-09,8.9651576082791882e-10,6.3965380986735966e-07,5.7564388974073233e-06,3.6251531038644514e-08,6.6880042039400513e-08,1.7844867137366611e-08,3.7882278052922425e-07,4.7151627439411518e-08,3.437707660568351e-08,5.617792051032165e-10,1.1684499773150059e-08,6.8584715594419655e-09,1.732813512062633e-07,2.6904090069509611e-10,3.9846938558424608e-09,3.5864714489474977e-07,4.9641777952118024e-09,6.8587092788955453e-11,3.8501042072666091e-12,8.0714169105308346e-07,8.4023964150334788e-07,1.0741683414664669e-18,1.2672709689743257e-08,3.2891008614945303e-07,1.1651278500959754e-05,4.5902949807801712e-09,1.9017393675147338e-06,3.2541273740391523e-10,4.5809932693591296e-07,4.2593503652051606e-16,2.0304746764762229e-07,2.1424016479170251e-06,2.0539324645795009e-08,6.1961975202844775e-08,5.1776883705349229e-12,7.8614645754650899e-07,2.7908157971325858e-09,7.0754142024368289e-08,3.0478716745421135e-10,8.7463273863956347e-07,1.3421166120594462e-10,1.6021509049362683e-08,8.8879570394372625e-07,1.5628508261716276e-09,3.3336641828675901e-08,5.8230257838419516e-06,4.5759724173534642e-14,1.2534092122483768e-07,4.1640165281751663e-16,6.2695644340526105e-08,1.2295760980289229e-09,3.6287359046469443e-10,7.7521870436421738e-09,6.0273984063707833e-12,1.2705996218712432e-06,1.9704186785053389e-17,1.9823402497723346e-07,2.6892084760184245e-12,6.11410411142782e-16,8.7867636798139978e-07,1.6966702969613567e-07,8.1728340674240836e-10,2.6981927228443929e-18,3.4208642490117107e-16,7.2703846764837191e-12,1.2726898164805973e-10,4.0645166361306328e-08,3.9515252191922414e-16,8.7424268094048196e-14,4.2262959547512141e-08,4.3210641262041122e-07,4.4024985443184905e-11,3.1691935098548155e-12,4.6907899771136525e-07,1.325493741238834e-07,2.6466774095813951e-06,2.9486457759026808e-15,1.2931236606197847e-15,2.7362727485114106e-07,1.4661936297052376e-14,6.0934857188260128e-07,1.1649261533879032e-10,8.5285369797427278e-10,2.7692060253244696e-08,7.1696799335266218e-17,5.9116059982784508e-12,6.1348102754666113e-09,1.1003099911099797e-08,1.1666084456303158e-07,3.1458245361677528e-18,0.88130563799999995,0.0,0.0,0.0,0.0098728320308235015,9.998381506382353e-05,0.1088626796964433,1.5464049790109824e-11,1.4121458203518982e-14,1.4145244401349879e-16,6.0363984211982956e-09,2.3737950949757706e-09,3.086460418887246e-09,5.1601011894283823e-10,1.5730920769581638e-10,1.3617585387647117e-11
0.0018363798508847472,0.0029626687224045467,2.051210981470516e-09,2.2017427284150813e-09,1.2380254576085054e-09,9.0332120056236082e-10,6.4504435374032683e-07,5.7995249996968293e-06,3.6526220333158966e-08,6.739592254028367e-08,1.7986478432387287e-08,3.8182811676691487e-07,4.7544353811772311e-08,3.4645258015615687e-08,5.6616337921806999e-10,1.1775668075008534e-08,6.9121950709938963e-09,1.7463828122828104e-07,2.7128237371239044e-10,4.015132346930594e-09,3.6138276686014639e-07,5.0055267890843493e-09,6.9106395534897714e-11,3.8821744752721703e-12,8.1396328725729132e-07,8.4725264901818209e-07,1.0825495392501155e-18,1.2777571590269004e-08,3.315803905782598e-07,1.1750301134342442e-05,4.6275516050460725e-09,1.9176105276157669e-06,3.2796098141438092e-10,4.6194111142183233e-07,4.2953485692865118e-16,2.0377698416243372e-07,2.160555265403191e-06,2.0613076924887953e-08,6.2456781753056496e-08,5.2190356400604878e-12,7.9296579553193466e-07,2.8129388325642342e-09,7.1314855042366355e-08,3.058818290455829e-10,8.8184762604237255e-07,1.352752745881067e-10,1.6079034246358092e-08,8.9622648353631736e-07,1.5750819245277976e-09,3.3597467674074748e-08,5.8711226349361698e-06,4.6141616696423729e-14,1.2636007904278392e-07,4.1978228031444318e-16,6.2997956336846929e-08,1.2355024937799106e-09,3.6582536963839765e-10,7.8152337470924718e-09,6.0764192892056703e-12,1.2812133249002935e-06,1.9799198362108011e-17,1.993721271540672e-07,2.7046477744934877e-12,6.1651771039063517e-16,8.8614229624754028e-07,1.7162745787879771e-07,8.153636757732718e-10,2.6918493778848198e-18,3.438373552806923e-16,7.3086135705612862e-12,1.2793818316028984e-10,4.0858941106694725e-08,3.9723084124830922e-16,8.7883780007554373e-14,4.2493316586020079e-08,4.3814476123592916e-07,4.453336192709735e-11,3.2049036305659286e-12,4.7502977388783194e-07,1.3361896467900679e-07,2.6697605888562741e-06,2.9647175635327505e-15,1.3001719161459574e-15,2.7546632780557601e-07,1.478288332513047e-14,6.1447806925359115e-07,1.1831567505911017e-10,8.6620931688634672e-10,2.8143796534500903e-08,7.2866378093327999e-17,6.0080469251365226e-12,6.2376064455486256e-09,1.1130439631555207e-08,1.1762317393870182e-07,3.1970983097481992e-18,0.88130563799999995,0.0,0.0,0.0,0.0098726784083539992,9.9983675543792585e-05,0.10886245352626624,1.5591554955153299e-11,1.4351623784958273e-14,1.4375797673916763e-16,6.1374660233286103e-09,2.3992625653418373e-09,3.1394723830878085e-09,5.2487185318335882e-10,1.6001076797866575e-10,1.3851461829626157e-11
0.0018386092968154955,0.0029626685476518556,2.083165019878589e-09,2.2385224809466178e-09,1.2573205804822519e-09,9.1706615259113472e-10,6.5595860295109615e-07,5.8865379646388894e-06,3.708098818268738e-08,6.8438299158505097e-08,1.8272738917831584e-08,3.8790321738268001e-07,4.833918552195623e-08,3.5187168083211375e-08,5.7502249012032001e-10,1.195989112207675e-08,7.0207745516049684e-09,1.7738072444702208e-07,2.7581888265752339e-10,4.0766274903216115e-09,3.6690938530684122e-07,5.0892124005763273e-09,7.0155170972278131e-11,3.9470810554566334e-12,8.2777558684642064e-07,8.614480089719737e-07,1.0994853575368488e-18,1.2989724233315388e-08,3.3698177047520534e-07,1.1950809073878134e-05,4.7028977614910976e-09,1.9497338164811689e-06,3.3311114750120406e-10,4.6971868492217789e-07,4.3682373745468417e-16,2.0523507846154393e-07,2.1973175239802562e-06,2.0760484605469865e-08,6.3457291901572215e-08,5.3026407671130863e-12,8.0678256030157306e-07,2.8576584577179865e-09,7.244827552146328e-08,3.0806969461672259e-10,8.9644783501495817e-07,1.3742525413650752e-10,1.6194005705955118e-08,9.1126832551747174e-07,1.5998014787592148e-09,3.412460396179294e-08,5.968457131505229e-06,4.6914568629928351e-14,1.2842127025902308e-07,4.2662047227954674e-16,6.3603542137927323e-08,1.2473740154546875e-09,3.7179524368034207e-10,7.9427429160796991e-09,6.1755619272875545e-12,1.3026952358065107e-06,1.9989523796436847e-17,2.0166107575689639e-07,2.7356992577636366e-12,6.2685477635366722e-16,9.0126171712483613e-07,1.7560513284547353e-07,8.1153933917926202e-10,2.6792125702942721e-18,3.4735921621948669e-16,7.3854968966093283e-12,1.2928403527811883e-10,4.1288869553360935e-08,4.0141060813495847e-16,8.8807910809764053e-14,4.2956594049199811e-08,4.5047327451938583e-07,4.5564829907075472e-11,3.277360827684524e-12,4.8713540714516818e-07,1.3577867459273015e-07,2.7165308591705547e-06,2.9970399837646406e-15,1.3143468593609565e-15,2.7917451624470491e-07,1.5027634461265898e-14,6.2486431460272649e-07,1.2204038158029789e-10,8.93496977043439e-10,2.906835527226367e-08,7.5260129281939943e-17,6.2054309892149747e-12,6.4482532466166466e-09,1.1389671665990695e-08,1.1957056976640997e-07,3.3020375946209108e-18,0.88130563799999995,0.0,0.0,0.0,0.009872367432448563,9.9983392979547783e-05,0.10886199582601354,1.5849575246601064e-11,1.4822691349228491e-14,1.4847658704847036e-16,6.3445664679454872e-09,2.4510117655460791e-09,3.2482164024587128e-09,5.4304994216090672e-10,1.655524827209939e-10,1.4331214113046126e-11
0.0018408387427462439,0.0029626683705238125,2.1155634177929692e-09,2.2758866592782639e-09,1.2768790087447251e-09,9.3099112441034508e-10,6.6705268579529324e-07,5.9746797804248858e-06,3.7642991332225362e-08,6.9494946824368573e-08,1.8563086247574962e-08,3.9406499073887962e-07,4.9146669802298199e-08,3.5736533767502891e-08,5.8400359045211843e-10,1.2146649601385078e-08,7.1308770931147719e-09,1.8016160889036583e-07,2.8042765114553804e-10,4.1389534485252585e-09,3.7251042122881042e-07,5.1742303575000453e-09,7.1217599331540378e-11,4.0130210625200757e-12,8.4181627192982764e-07,8.758719176013155e-07,1.116654260773483e-18,1.3205150187208001e-08,3.4246503613273262e-07,1.2154642765857728e-05,4.7793654792054181e-09,1.9823711179894103e-06,3.3833350469388962e-10,4.7762317948668375e-07,4.4423313951034363e-16,2.0669190466482703e-07,2.2346945666546154e-06,2.0907761412482309e-08,6.4472473564818396e-08,5.3874718873396273e-12,8.208401654595383e-07,2.9030151129989575e-09,7.3597830747078798e-08,3.1025559040332905e-10,9.1127793838011427e-07,1.3960584041386891e-10,1.6308870458745665e-08,9.265535132128276e-07,1.6248671416419095e-09,3.4659116106281237e-08,6.0673306457546983e-06,4.7699888762434818e-14,1.3051326766624056e-07,4.3356233275071781e-16,6.4210350823471127e-08,1.2592693401021112e-09,3.7785442620025092e-10,8.0721586895338462e-09,6.27618711095687e-12,1.3245205032217832e-06,2.0180233562789887e-17,2.0396701867273665e-07,2.7669812829983033e-12,6.3735706511252588e-16,9.1663455458501847e-07,1.7965947501387886e-07,8.0773586609491192e-10,2.6666445707987332e-18,3.5090804756431575e-16,7.4629527240720522e-12,1.3063990910391464e-10,4.1721998475526468e-08,4.056214900705042e-16,8.9738912158187663e-14,4.3423310557224811e-08,4.6314494977882176e-07,4.6616152527226328e-11,3.3512177830862279e-12,4.995174936755132e-07,1.3796580995942271e-07,2.7641177438940412e-06,3.029602342826936e-15,1.3286270273479311e-15,2.8292306274663549e-07,1.5276239441273926e-14,6.3542245354469556e-07,1.2587195192782957e-10,9.2156850389017861e-10,3.002168785379117e-08,7.7728378087308057e-17,6.408958729951127e-12,6.6658140303632503e-09,1.1655089769535811e-08,1.2154863431308375e-07,3.4102406103507114e-18,0.88130563799999995,0.0,0.0,0.0,0.0098720514203636551,9.9983105655163676e-05,0.1088615308944481,1.6111655413405446e-11,1.530840965248359e-14,1.5334195152481102e-16,6.5584587360824651e-09,2.5038639242652896e-09,3.360688792750355e-09,5.6185116510259583e-10,1.7128416412698396e-10,1.4827413667306561e-11
0.0018430681886769922,0.00296266819099753,2.148410755474095e-09,2.3138434701671971e-09,1.2967031892950025e-09,9.4509761442105112e-10,6.7832937740786836e-07,6.0639597782427159e-06,3.8212288910679258e-08,7.056600573501144e-08,1.8857564069280164e-08,4.0031436045013528e-07,4.9966985036701367e-08,3.6293426050044059e-08,5.9310784467109525e-10,1.2335967666569659e-08,7.2425184458783437e-09,1.8298133114636382e-07,2.851096994231864e-10,4.2021181241213855e-09,3.7818657455609919e-07,5.2605994496994981e-09,7.2293791399542428e-11,4.0800090725500824e-12,8.5608887552999628e-07,8.9052771616907195e-07,1.1340584694291827e-18,1.3423891559683839e-08,3.4803122318680704e-07,1.236185343433163e-05,4.8569680376841796e-09,2.0155297672504245e-06,3.4362879778669863e-10,4.8565651496128719e-07,4.517649275167394e-16,2.0814744904088999e-07,2.2726962240754534e-06,2.1054905909520919e-08,6.550249794959563e-08,5.4735433074090818e-12,8.3514273707417042e-07,2.9490155563122099e-09,7.4763691509192914e-08,3.1243949386304654e-10,9.2634114388070588e-07,1.4181735742671815e-10,1.6423627225339569e-08,9.4208564764408626e-07,1.6502824729614198e-09,3.5201079804788629e-08,6.1677649366174018e-06,4.8497753591918305e-14,1.3263643947659352e-07,4.4060917286658137e-16,6.4818311450894744e-08,1.2711870725666879e-09,3.8400398731349512e-10,8.2035038799255086e-09,6.3783125819518924e-12,1.3466939923300313e-06,2.0371305365105979e-17,2.0628995825002434e-07,2.798493882055937e-12,6.4802691779113677e-16,9.3226485758013006e-07,1.8379158457936745e-07,8.0395408582251655e-10,2.6541481163491443e-18,3.5448422519965894e-16,7.5409874319771242e-12,1.3200591630334464e-10,4.215836344405679e-08,4.0986383287530552e-16,9.067686040090764e-14,4.3893492714248283e-08,4.761688699391295e-07,4.7687613709256954e-11,3.4264952636582573e-12,5.1218131664189738e-07,1.4018042571906658e-07,2.8125351168447007e-06,3.0624064968656452e-15,1.3430132341165938e-15,2.8671226700258755e-07,1.552875203830763e-14,6.4615519164817792e-07,1.2981291401522393e-10,9.5044248818887482e-10,3.1004601371843051e-08,8.0273214132476014e-17,6.6188025192337303e-12,6.8905038196233034e-09,1.1926835554946718e-08,1.2355779449269037e-07,3.5217989215820851e-18,0.88130563799999995,0.0,0.0,0.0,0.0098717302974212252,9.9982813496287971e-05,0.10886105862881353,1.6377851863251858e-11,1.5809189724206615e-14,1.5835818738640359e-16,6.7793539144590147e-09,2.5578400327821495e-09,3.4770150778697949e-09,5.8129649525935653e-10,1.7721220603683802e-10,1.5340614163667922e-11
0.0018452976346077406,0.0029626680090501832,2.1817116171944528e-09,2.3524012011695898e-09,1.3167955603147105e-09,9.5938711026653422e-10,6.897914891515508e-07,6.154387201396128e-06,3.878893955781208e-08,7.1651615950617538e-08,1.9156216087451214e-08,4.0665225124887402e-07,5.0800311384086847e-08,3.6857915699724052e-08,6.0233641382104518e-10,1.2527869398846026e-08,7.3557143635326506e-09,1.8584028785489342e-07,2.898660579214427e-10,4.2661293962762511e-09,3.8393854281255165e-07,5.348338654117302e-09,7.3383857021711727e-11,4.1480598068016173e-12,8.7059697649595009e-07,9.0541878368153594e-07,1.1517001973153544e-18,1.3645990758582379e-08,3.5368137398032658e-07,1.2572492956348622e-05,4.9357187789289677e-09,2.049217174821852e-06,3.4899777167085363e-10,4.9382063499116157e-07,4.5942099007828083e-16,2.0960170447122776e-07,2.3113324669078669e-06,2.1201917328690702e-08,6.6547536928351226e-08,5.5608693896218576e-12,8.4969446698215994e-07,2.9956665525283685e-09,7.5946028762356605e-08,3.1462139237232586e-10,9.4164069067052433e-07,1.4406012949441387e-10,1.6538275247370216e-08,9.5786837187860621e-07,1.6760510324676111e-09,3.5750570748626157e-08,6.2697819889777047e-06,4.9308341431788547e-14,1.3479115566599224e-07,4.4776231225693389e-16,6.5427353739776849e-08,1.283125830655372e-09,3.9024500232746345e-10,8.336801409571881e-09,6.4819561675035422e-12,1.3692206170435626e-06,2.0562717115430511e-17,2.0862989689642267e-07,2.8302370875985595e-12,6.5886669896151717e-16,9.4815673213864409e-07,1.8800257194556043e-07,8.0019482092141879e-10,2.6417259215732969e-18,3.5808813821425636e-16,7.6196076637637425e-12,1.3338217317063073e-10,4.2598001507077332e-08,4.141379967316571e-16,9.1621835059828343e-14,4.4367168442086933e-08,4.8955433397787337e-07,4.8779499989445913e-11,3.5032142393214271e-12,5.2513223452338832e-07,1.4242256608656406e-07,2.8617970668071305e-06,3.0954543939587007e-15,1.3575063339932359e-15,2.9054243106400095e-07,1.5785226552079164e-14,6.5706527203479828e-07,1.3386582766309866e-10,9.8013776006815414e-10,3.201792092744288e-08,8.2896773665219519e-17,6.8351385775325474e-12,7.1225436528506253e-09,1.2205053351728272e-08,1.2559848127176471e-07,3.6368061155767738e-18,0.88130563799999995,0.0,0.0,0.0,0.0098714039880620687,9.998251642760846e-05,0.10886057892524763,1.6648221537658092e-11,1.6325451674045615e-14,1.6352950280606229e-16,7.0074689961937599e-09,2.6129613550206187e-09,3.5973248725319379e-09,6.0140758926917415e-10,1.8334321062596098e-10,1.5871387309140522e-11
0.001847527080538489,0.002962667824658993,2.2154705868324379e-09,2.3915682174447872e-09,1.3371585491202232e-09,9.7386108728178719e-10,7.0144186760184244e-07,6.2459712014226051e-06,3.9373001405900857e-08,7.2751917338608679e-08,1.94590860435084e-08,4.1307958857615528e-07,5.1646830709038176e-08,3.743007324951146e-08,6.1169045523819353e-10,1.2722378798872334e-08,7.4704805983934889e-09,1.8873887556517024e-07,2.9469776691655085e-10,4.3309951173293297e-09,3.8976702083449497e-07,5.4374671274096298e-09,7.4487905042844626e-11,4.2171881260741456e-12,8.8534419818191562e-07,9.2054853562776788e-07,1.1695816508378155e-18,1.3871490478183703e-08,3.5941653715329958e-07,1.2786613843008868e-05,5.0156310959762766e-09,2.0834408238728029e-06,3.5444117107023555e-10,5.0211750630203088e-07,4.6720323928603521e-16,2.1105467020895797e-07,2.3506134023228484e-06,2.1348795545215847e-08,6.7607762975253886e-08,5.6494645465570269e-12,8.6449961132052003e-07,3.0429748712285922e-09,7.7145013556959091e-08,3.1680128286981468e-10,9.5717984806438708e-07,1.4633448112034733e-10,1.6652814268932475e-08,9.7390536967122427e-07,1.7021763789172917e-09,3.6307664597328305e-08,6.3734040054150485e-06,5.0131832342646223e-14,1.3697778783752902e-07,4.5502307852460043e-16,6.6037408160754236e-08,1.2950842468094516e-09,3.9657855141815959e-10,8.4720743020739654e-09,6.5871357738309976e-12,1.3921053381116172e-06,2.0754446961853677e-17,2.1098683716393613e-07,2.862210934245959e-12,6.6987879573387786e-16,9.6431433990705164e-07,1.9229355751545223e-07,7.9645888210789312e-10,2.6293806619624541e-18,3.6172018912050998e-16,7.6988203233637898e-12,1.3476880055995627e-10,4.3040951167546554e-08,4.1844435596574591e-16,9.2573918773265231e-14,4.4844366972524589e-08,5.0331085376231334e-07,4.9892100422534816e-11,3.581395874492776e-12,5.3837567913852279e-07,1.4469226463552862e-07,2.9119178925535158e-06,3.1287480735796226e-15,1.3721072213855628e-15,2.9441385939085078e-07,1.6045717787908415e-14,6.6815547440981091e-07,1.3803328648743015e-10,1.0106733856999053e-09,3.3062489165169918e-08,8.5601238354881808e-17,7.0581468753157552e-12,7.3621605157759844e-09,1.2489890154075729e-08,1.2767112950671705e-07,3.7553578441967655e-18,0.88130563799999995,0.0,0.0,0.0,0.0098710724158737623,9.9982214372880347e-05,0.10886009167882062,1.6922821885115701e-11,1.6857624877701327e-14,1.6886019877319659e-16,7.2430268142811593e-09,2.6692494025096377e-09,3.7217518793326373e-09,6.2220678605169337e-10,1.8968398806833423e-10,1.6420322852515189e-11
0.0018497565264692373,0.0029626676378012393,2.2496922509333482e-09,2.4313529633164258e-09,1.3577945730556333e-09,9.8852100967442002e-10,7.132833954732493e-07,6.3387208324369116e-06,3.9964532044893511e-08,7.3867049521356258e-08,1.9766217706780682e-08,4.1959729835412978e-07,5.2506726616314805e-08,3.8009968969980419e-08,6.2117112193774954e-10,1.2919519778756351e-08,7.5868328955417745e-09,1.9167749064840005e-07,2.9960587659556005e-10,4.3967231106378651e-09,3.9567270051696369e-07,5.5280042097357111e-09,7.560604329854354e-11,4.2874090334054734e-12,9.0033420958704612e-07,9.3592042483287467e-07,1.187705028261531e-18,1.4100433698817381e-08,3.6523776769973038e-07,1.300426925573735e-05,5.096718445682877e-09,2.1182082717276017e-06,3.5995974037023808e-10,5.105491192808016e-07,4.7511361131767321e-16,2.1250635193510305e-07,2.3905492777792497e-06,2.1495541085444467e-08,6.8683349163464828e-08,5.7393432408703106e-12,8.7956249238684885e-07,3.0909472837624313e-09,7.8360816992191091e-08,3.18979171937341e-10,9.7296191614904705e-07,1.4864073689916973e-10,1.6767244540884431e-08,9.9020036644109655e-07,1.7286620687389315e-09,3.6872436962987841e-08,6.4786534109482395e-06,5.0968408169424476e-14,1.39196709210563e-07,4.6239280731580373e-16,6.6648406013703755e-08,1.3070609698092054e-09,4.0300571944193794e-10,8.6093456821382512e-09,6.693869385643497e-12,1.4153531640793238e-06,2.0946473313082174e-17,2.1336078180747635e-07,2.894415459371272e-12,6.8106561821743511e-16,9.8074189967596727e-07,1.9666567204995504e-07,7.9274707247694908e-10,2.6171149877512729e-18,3.6538079001165723e-16,7.778632580464529e-12,1.3616592397757398e-10,4.348725241760045e-08,4.2278329938157056e-16,9.3533197383185264e-14,4.5325118892844852e-08,5.1744816110528081e-07,5.1025706770152015e-11,3.6610615366944402e-12,5.5191715764239089e-07,1.4698954395174007e-07,2.9629121089044647e-06,3.162289669772745e-15,1.386816832175073e-15,2.9832685900300727e-07,1.6310281066960762e-14,6.7942861606243358e-07,1.4231791404283354e-10,1.0420686798688958e-09,3.4139166715900804e-08,8.8388836438667295e-17,7.2880112265278491e-12,7.6095875441245295e-09,1.2781495717622732e-08,1.2977617802892074e-07,3.8775516538060595e-18,0.88130563799999995,0.0,0.0,0.0,0.0098707355035699291,9.9981907254902149e-05,0.10885959678351087,1.7201710884629121e-11,1.7406147219910541e-14,1.7435466151092434e-16,7.486256241260112e-09,2.7267259334560024e-09,3.8504340607236554e-09,6.4371713691207729e-10,1.9624156571277738e-10,1.6988029299094997e-11
