Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702)
0.0005218860607391437,0.0026735443253615193,1.8625001165563647e-08,9.2881639474820692e-09,1.6508676119327879e-08,1.3729133209527044e-08,4.3076976292531528e-06,8.7760701303061427e-06,1.596488027699508e-07,1.8133289233495595e-07,5.8292290115282683e-08,3.2057933256816354e-07,8.0080052955529798e-08,1.6663212679044796e-07,4.8604058338842987e-09,2.6220744602680729e-08,2.5043776583352055e-08,1.6567176206561206e-07,1.2038058682999668e-09,4.7928980164340425e-08,1.1219581945369856e-06,6.0559532157664923e-09,5.9198393170520832e-10,6.404907867056442e-12,4.8027710807092297e-07,4.0313314182579132e-06,7.6580647719372888e-18,4.1961990965119934e-08,4.4600531798627777e-07,1.6930690055216289e-05,1.3573022289774e-08,6.4906799263181828e-07,6.1008245818115228e-10,2.6034555521605808e-06,1.9067013493504825e-15,5.3309415293711976e-07,3.2495638433328539e-06,2.6197272968160667e-08,8.6285164604151194e-08,2.5378664446364512e-11,2.2325546061444025e-06,4.8259187324202723e-09,3.1929192737729224e-08,3.840872458908107e-10,3.3539372242078743e-07,1.1874802452263127e-10,4.6934070474077468e-09,2.9404164854952517e-07,3.0403127141043574e-09,1.674319238997267e-08,6.614571216218681e-06,9.073711549134018e-14,1.1361416426152747e-07,4.0821688989811712e-15,3.2509733600543614e-07,3.2980792253026009e-09,1.3366314779286626e-09,7.9330442660704342e-09,8.4076951897809387e-12,6.3454625979471819e-07,5.312708207630694e-16,4.0126208016668191e-08,2.6587183527827665e-12,2.2423266308055758e-15,1.2657961531102453e-06,1.1423361203744427e-07,4.4027703380058052e-09,3.1185981098927655e-17,1.2268934179762135e-15,3.6990207026542561e-11,2.9736557449267019e-10,7.0923179670296327e-08,5.0152764918055129e-15,3.8104066790724719e-13,3.7520138982867504e-08,8.6629305284263533e-07,7.6855402941097137e-11,1.6480760176753966e-11,9.156531756610522e-07,5.053415084510305e-07,3.9496231846682045e-06,1.1993771532405419e-14,4.8687574147121726e-15,4.6461251798964418e-07,3.250430492220423e-14,6.6676674662114491e-07,2.2637184278160416e-10,4.5837915486242217e-10,4.516163004623557e-08,6.8627757433036223e-16,4.9892754040339791e-11,3.0339935441303207e-08,1.5148078242371036e-08,1.0052845970715919e-07,4.3016332979624424e-17,0.88130563799999995,0.0,0.0,0.0,0.0098686782371929377,0.00010003793691872292,0.10885689565012503,3.7989120731473701e-11,8.2270270851132867e-14,1.5173062533658735e-15,2.9649316559745333e-08,6.4351607944641618e-09,5.9114340340205061e-09,4.5801817510031103e-10,1.4663240293817242e-10,4.7153165665817047e-11,8.9513825017943177e-11,1.5649495096278361e-10,8.6859600599084974e-10
0.0005230117376907472,0.0026735449311993554,1.9052043442726428e-08,9.5290849645069648e-09,1.6903657725495853e-08,1.4047170684068298e-08,4.4165584692669604e-06,8.9722548104319909e-06,1.6334150000820319e-07,1.854770832350261e-07,5.9738908439738028e-08,3.2853219141647482e-07,8.215839197394117e-08,1.7063040329804995e-07,4.9770565204294837e-09,2.684986250252479e-08,2.5658304065880143e-08,1.697355512354058e-07,1.2350566461534698e-09,4.8996512332208038e-08,1.1469219470196229e-06,6.213118607788035e-09,6.056653211032151e-10,6.5711324286930107e-12,4.928028372382963e-07,4.1346104660238768e-06,7.8418057640115309e-18,4.3055438399206414e-08,4.5697225339738986e-07,1.7373171423665794e-05,1.3917229127890729e-08,6.6610450528329567e-07,6.2504732273813645e-10,2.6707258181614165e-06,1.956428784409816e-15,5.3953469164298868e-07,3.332768420415478e-06,2.6513563185248588e-08,8.8448842810862241e-08,2.6015058983753477e-11,2.2921822264354888e-06,4.945577502630758e-09,3.2720598898027874e-08,3.8872466696467868e-10,3.4408622558113646e-07,1.2169139360419375e-10,4.750045755384447e-09,3.0166060468971223e-07,3.1148562157889999e-09,1.7153566511083477e-08,6.7818650438878953e-06,9.311875344663111e-14,1.1649890277727281e-07,4.1825468421378697e-15,3.3044764760374644e-07,3.3523313310037019e-09,1.3705814984028537e-09,8.1344829444385483e-09,8.6211904413093067e-12,6.508781537736073e-07,5.4001424656140422e-16,4.0848817577942348e-08,2.7065976756546921e-12,2.3000395043909618e-15,1.2983486509139054e-06,1.1826839023035038e-07,4.3779769109067747e-09,3.101011663914622e-17,1.247256285734292e-15,3.7619450710355737e-11,3.0242408658656889e-10,7.2129946368712106e-08,5.1006120597097539e-15,3.875195171063098e-13,3.8169511783380416e-08,9.0361651304821988e-07,7.9569018583185872e-11,1.7045564782914569e-11,9.4939774900670686e-07,5.1889539930392787e-07,4.0566517468707055e-06,1.2201351495252214e-14,4.9530225256729572e-15,4.741729625452825e-07,3.3346729453788575e-14,6.8395081618877456e-07,2.3764466254979995e-10,4.8120930852018791e-10,4.7449711922664528e-08,7.210473400596322e-16,5.2420178934976164e-11,3.1889660402189912e-08,1.5702363505161735e-08,1.0307053537344092e-07,4.5192582254601468e-17,0.88130563799999995,0.0,0.0,0.0,0.0098680984930832692,0.00010003876833594879,0.1088560564589227,3.894950507263156e-11,8.6432425540379315e-14,1.5940686521295497e-15,3.1162430498444859e-08,6.6621541983397715e-09,6.2275927052325357e-09,4.8251033393839378e-10,1.5447345432135222e-10,4.9674964297736635e-11,9.4301110962944908e-11,1.6486459903954568e-10,9.1504278442392648e-10
0.0005241374146423508,0.0026735455531990346,1.9487369900119377e-08,9.775993348105139e-09,1.7306879354690535e-08,1.4371461453314279e-08,4.5281138033205394e-06,9.1722199075801603e-06,1.6710662228181683e-07,1.8970115594634586e-07,6.1218013073272274e-08,3.3666350378134597e-07,8.4288507958324507e-08,1.7471276773164259e-07,5.0961620466079798e-09,2.7492210322645321e-08,2.6286396388006346e-08,1.7388896963228423e-07,1.2670864961712625e-09,5.0084359468922766e-08,1.1723597909981479e-06,6.3741997108299603e-09,6.1961452423353671e-10,6.7414985518471014e-12,5.056501037731751e-07,4.2404944746700246e-06,8.0294107038089341e-18,4.4175722736350717e-08,4.6818806558258739e-07,1.7827170817022643e-05,1.4269481709094665e-08,6.8357671761870509e-07,6.4034225143319503e-10,2.7397222876981553e-06,2.0074327372549248e-15,5.4597854846216367e-07,3.4181068507049491e-06,2.6830006173677443e-08,9.0662990998133023e-08,2.666629817576109e-11,2.3534385782344678e-06,5.0679191909517494e-09,3.352973569402401e-08,3.9336430228240907e-10,3.5299693678047718e-07,1.2470070855691983e-10,4.8067093762995628e-09,3.0947579561738155e-07,3.1910427138007775e-09,1.7572978549606656e-08,6.9532841822746847e-06,9.5561300593811593e-14,1.1945132370231537e-07,4.2852027177498553e-15,3.3583561000776748e-07,3.4069638803140849e-09,1.4053287900458369e-09,8.3406491881984578e-09,8.8396964118661057e-12,6.6761279140552273e-07,5.4881920093058485e-16,4.1580705262718613e-08,2.7550917571150186e-12,2.3591755766313401e-15,1.3317390177840455e-06,1.2242146272912116e-07,4.3533049902942215e-09,3.0835109580918314e-17,1.2678680958994499e-15,3.8256477922485753e-11,3.0754517073822688e-10,7.3351641649066063e-08,5.1870032914001369e-15,3.9407836427349986e-13,3.8827009023514813e-08,9.4252812538775256e-07,8.2362135341749669e-11,1.7627307791755208e-11,9.8428585886962987e-07,5.3278374899592887e-07,4.1666512231643846e-06,1.2411528534664385e-14,5.0383418951665153e-15,4.838984807246491e-07,3.421030139915885e-14,7.0158042590844275e-07,2.4944900966669557e-10,5.0511639813108787e-10,4.9850206359606368e-08,7.5752533070853875e-16,5.5071752206821216e-11,3.3517843763925339e-08,1.6276912529154078e-08,1.0567322266248155e-07,4.7475521765698362e-17,0.88130563799999995,0.0,0.0,0.0,0.0098675039975281379,0.00010003961631879053,0.10885519661951684,3.9932776658369759e-11,9.0798629166129035e-14,1.674594314635354e-15,3.275203773154605e-08,6.8970072896036602e-09,6.5607130071961763e-09,5.0831617156741923e-10,1.6273507391221278e-10,5.2332049442773479e-11,9.9345220096406975e-11,1.7368328656697664e-10,9.6398091796775163e-10
0.0005252630915939543,0.0026735461917850234,1.9931062239904475e-08,1.002901537787942e-08,1.7718444214203366e-08,1.4702069320387198e-08,4.6424244385486814e-06,9.3760063851769616e-06,1.7094489872116041e-07,1.940058724666883e-07,6.2730122469655204e-08,3.4497610983686498e-07,8.6471500291739344e-08,1.7888030567668e-07,5.2177541809590528e-09,2.8147958726721567e-08,2.692826122277282e-08,1.781333854353286e-07,1.2999119901806474e-09,5.1192729605389373e-08,1.1982765386794192e-06,6.5392796887174944e-09,6.3383421180507892e-10,6.9160942040674614e-12,5.1882640609008966e-07,4.3490437843559933e-06,8.220929435585633e-18,4.5323378986090276e-08,4.7965702224848484e-07,1.8292970099145397e-05,1.4629922839276978e-08,7.0149445684942611e-07,6.5597228294837247e-10,2.8104863733716345e-06,2.0597429771281019e-15,5.5242494861397625e-07,3.505631682901583e-06,2.7146563550915412e-08,9.2928518273697041e-08,2.7332649422695673e-11,2.4163673514111224e-06,5.1929864076610279e-09,3.4356883967186867e-08,3.9800558700827736e-10,3.6213062291741901e-07,1.2777701406803213e-10,4.8633909148005243e-09,3.1749195395862224e-07,3.268897243138898e-09,1.8001565833285538e-08,7.1289202254341718e-06,9.8066130744625241e-14,1.2247264079562398e-07,4.3901755881962166e-15,3.4125975982454147e-07,3.4619619712242168e-09,1.4408876886577661e-09,8.5516278382765618e-09,9.0633030337055025e-12,6.847585877422787e-07,5.5768329240845035e-16,4.2321899205818396e-08,2.8042024613488452e-12,2.41976458435991e-15,1.3659878894414153e-06,1.2669526315183035e-07,4.3287688409421831e-09,3.0661060908641276e-17,1.2887324059007737e-15,3.8901374546073099e-11,3.1272951736522616e-10,7.4588429742342216e-08,5.2744618003783548e-15,4.0071808651770423e-13,3.9492705857768895e-08,9.8309134649733784e-07,8.5236385328465791e-11,1.8226373629653599e-11,1.0203501866018988e-06,5.47012051344852e-07,4.2797028538176857e-06,1.2624326674695658e-14,5.1247252755288445e-15,4.9379113438080501e-07,3.5095482738390824e-14,7.1966675104652461e-07,2.6180701317482395e-10,5.3014530273588615e-10,5.2368241047814835e-08,7.9578946683646272e-16,5.7853135480304775e-11,3.5228333687025518e-08,1.6872393080648935e-08,1.0833768047955652e-07,4.9870003554185929e-17,0.88130563799999995,0.0,0.0,0.0,0.0098668944028289067,0.00010004048112384027,0.10885431567452468,4.0939372564097269e-11,9.5378161436475719e-14,1.7590543860487798e-15,3.4421881980740202e-08,7.1399551871205228e-09,6.9116965010051156e-09,5.3550548973285273e-10,1.7143960842075119e-10,5.5131611553146585e-11,1.0465980259781063e-10,1.8297488387205058e-10,1.015542800818042e-09
0.0005263887685455578,0.0026735468473915655,2.0383199383260384e-08,1.0288278725148107e-08,1.8138453572846935e-08,1.5039056056272331e-08,4.7595521839740608e-06,9.5836540214502643e-06,1.7485703415736581e-07,1.9839196635793908e-07,6.4275753144788533e-08,3.5347283863130067e-07,8.8708480839779536e-08,1.831340841907282e-07,5.3418641544067837e-09,2.8817275445837629e-08,2.7584105003130837e-08,1.8247015837402067e-07,1.3335498897962017e-09,5.2321823935018061e-08,1.2246768402604084e-06,6.7084426499140337e-09,6.483269634762935e-10,7.0950083524635288e-12,5.3233936617694237e-07,4.460319778349124e-06,8.4164109471002035e-18,4.6498946110386738e-08,4.9138339086101911e-07,1.8770856708141953e-05,1.4998695569501821e-08,7.1986768893788716e-07,6.7194242486520803e-10,2.8830602694526982e-06,2.1133897638782239e-15,5.5887320264611826e-07,3.595396568541557e-06,2.7463201121151209e-08,9.524633570858458e-08,2.8014380702655212e-11,2.4810132605986671e-06,5.3208215922212129e-09,3.520232338223717e-08,4.0264801766031785e-10,3.714921113625808e-07,1.3092135045772485e-10,4.920084123499206e-09,3.2571390270068555e-07,3.3484446815582199e-09,1.8439464800165241e-08,7.3088661852529893e-06,1.0063463710800827e-13,1.2556407081786385e-07,4.4975045136874398e-15,3.4671859563948691e-07,3.5173103148349799e-09,1.4772725678874406e-09,8.7675039487984931e-09,9.292100465633843e-12,7.0232404638290698e-07,5.6660406739828174e-16,4.3072426969711555e-08,2.8539316146175903e-12,2.4818365773197294e-15,1.4011163306474938e-06,1.3109224376332815e-07,4.3043836799049125e-09,3.0488078354927949e-17,1.3098524735337771e-15,3.9554230972260364e-11,3.1797785312513872e-10,7.5840483779933235e-08,5.3629998295328111e-15,4.0743960710795341e-13,4.0166681826216887e-08,1.0253718282751818e-06,8.8193412975834468e-11,1.8843150741665164e-11,1.0576240768761155e-06,5.6158570515066522e-07,4.3958898595093788e-06,1.2839771341302801e-14,5.2121829881851226e-15,5.0385300490046531e-07,3.6002741312200939e-14,7.3822120993220946e-07,2.7474146935909556e-10,5.5634225806490536e-10,5.5009140367187808e-08,8.3592065789806519e-16,6.0770207474467397e-11,3.7025153254654806e-08,1.7489488339455123e-08,1.1106507346656881e-07,5.2381064984402796e-17,0.88130563799999995,0.0,0.0,0.0,0.0098662693549522763,0.00010004136300822285,0.10885341315939906,4.1969732001107632e-11,1.0018065649701275e-13,1.8476265484073788e-15,3.6175876629779107e-08,7.3912370429718898e-09,7.2814912960753145e-09,5.6415169216456234e-10,1.806105577161147e-10,5.8081212299361972e-11,1.1025921336584823e-10,1.9276449397814042e-10,1.0698676608165996e-09
0.0005275144454971614,0.002673547520462838,2.0843857331082579e-08,1.0553912424881763e-08,1.8567006630496987e-08,1.5382481295405585e-08,4.8795598489520785e-06,9.7952013160783691e-06,1.7884370784462711e-07,2.0286014132838516e-07,6.5855419383162356e-08,3.6215650636950477e-07,9.1000573606060592e-08,1.8747515031486098e-07,5.4685226166131426e-09,2.9500325041708052e-08,2.8254132732836073e-08,1.8690063845714119e-07,1.3680171411913345e-09,5.3471836336871453e-08,1.2515651726848646e-06,6.881773620702706e-09,6.6309526311849748e-10,7.2783309353543737e-12,5.4619672897968174e-07,4.5743848833422522e-06,8.6159033004610417e-18,4.7702967828925441e-08,5.0337143486882716e-07,1.9261123700780465e-05,1.5375943267564509e-08,7.3870651642286885e-07,6.8825764897518871e-10,2.9574869553213138e-06,2.168403845518902e-15,5.6532270966515466e-07,3.6874562738955031e-06,2.7779889033827077e-08,9.7617355630068592e-08,2.8711760363570806e-11,2.5474220584015526e-06,5.4514669812850935e-09,3.6066332208760852e-08,4.0729115443966922e-10,3.8108628854097963e-07,1.3413475286391863e-10,4.9767835314978641e-09,3.3414655565620882e-07,3.4297097254598426e-09,1.8886810864516959e-08,7.4932164839595421e-06,1.0326823198609084e-13,1.2872683294645758e-07,4.6072285176995885e-15,3.5221058096055541e-07,3.5729932652358677e-09,1.5144978314028989e-09,8.9883627391359784e-09,9.5261790421901302e-12,7.2031775622049373e-07,5.7557901498011435e-16,4.3832315657235624e-08,2.9042810127276334e-12,2.5454219066681508e-15,1.4371458395988734e-06,1.3561487541500753e-07,4.2801627816401042e-09,3.0316255874426208e-17,1.3312328160371443e-15,4.0215144238806629e-11,3.2329095810791432e-10,7.7107989037153556e-08,5.4526304805010382e-15,4.1424391750982544e-13,4.0849021206077869e-08,1.0694374706877612e-06,9.1234874991190431e-11,1.9478031504085133e-11,1.0961415430541555e-06,5.7651000144249168e-07,4.5152974724806403e-06,1.3057889474728661e-14,5.3007259692705155e-15,5.1408619435778066e-07,3.6932550684562167e-14,7.5725546697369112e-07,2.8827584142685439e-10,5.8375485608967489e-10,5.7778429766123914e-08,8.780028687922112e-16,6.3829068831705891e-11,3.8912507130168355e-08,1.8128896788941899e-08,1.1385657118556834e-07,5.5013932751621231e-17,0.88130563799999995,0.0,0.0,0.0,0.0098656284935052779,0.00010004226222938332,0.10885248860244841,4.3024296007489147e-11,1.0521611059611189e-13,1.9404951619910876e-15,3.8018111152879576e-08,7.6510959080749844e-09,7.6710943099058187e-09,5.9433195928450903e-10,1.9027263075856064e-10,6.1188802590265349e-11,1.1615854622949029e-10,2.030785124980842e-10,1.1271018912408846e-09
0.0005284069110251315,0.00267354806680329,2.1215182850259607e-08,1.076912721368434e-08,1.8912910709288095e-08,1.5659371512389901e-08,4.976793938551616e-06,9.9657175324434351e-06,1.820578517564606e-07,2.0646140588941318e-07,6.713234668644178e-08,3.6917585071063079e-07,9.2857722710231602e-08,1.9097957326752468e-07,5.5707717867111159e-09,3.0051730951501408e-08,2.8795563005456065e-08,1.9048072036629907e-07,1.3959444048947918e-09,5.4398585481530137e-08,1.2732326210778957e-06,7.0222138687243204e-09,6.7500136161840234e-10,7.4268669415702376e-12,5.5743316883368899e-07,4.6668427966052183e-06,8.7769476276472846e-18,4.8678130888465844e-08,5.1306465168944289e-07,1.9658816100098511e-05,1.5681152828568634e-08,7.5398008802080406e-07,7.0144128997655167e-10,3.0178400450177348e-06,2.2130128021147057e-15,5.7043659436271533e-07,3.7621114338211745e-06,2.8030986167724329e-08,9.9535575893154625e-08,2.9275959763534733e-11,2.6013564676904411e-06,5.5570709908275365e-09,3.6764720851940499e-08,4.1097260435315552e-10,3.8886143877508547e-07,1.3673218669704143e-10,5.0217375640513743e-09,3.409852345585788e-07,3.4953756453473835e-09,1.9248281194495694e-08,7.6425676346052614e-06,1.0540341801179572e-13,1.3128585486078231e-07,4.6959484736724705e-15,3.5658729026395824e-07,3.6173673832346991e-09,1.5446177755804611e-09,9.167062876290463e-09,9.7155756715598035e-12,7.3489372215261335e-07,5.8273138962839558e-16,4.4441445390432459e-08,2.9446412866216584e-12,2.5969297743906793e-15,1.4663658434839679e-06,1.3929148013930417e-07,4.2610870684603954e-09,3.0180929372928048e-17,1.348370273536197e-15,4.0744925568905537e-11,3.275498888439242e-10,7.8124008427525475e-08,5.524477504088236e-15,4.196980658818925e-13,4.1396000085244941e-08,1.1056889189046789e-06,9.3707335219788815e-11,1.9994509496007121e-11,1.1275859119212193e-06,5.8859499239415239e-07,4.6123134416355439e-06,1.3232737967533324e-14,5.3717040514203277e-15,5.2232248983111986e-07,3.7686071030287938e-14,7.7269517927331902e-07,2.9944853866029641e-10,6.0638455827355275e-10,6.0069024494651268e-08,9.1281082009767812e-16,6.6359160393223191e-11,4.0476092162579458e-08,1.8652165801918914e-08,1.1611607765392969e-07,5.7191484753304782e-17,0.88130563799999995,0.0,0.0,0.0,0.0098651089209982386,0.00010004298764659338,0.10885173960836063,4.3877876288330097e-11,1.0938075699023148e-13,2.0173035151359365e-15,3.9544213958921597e-08,7.8633775112653664e-09,7.994750855985956e-09,6.1940344920838041e-10,1.9829915241407799e-10,6.3770378740290293e-11,1.2105931414001208e-10,2.1164673934809869e-10,1.1746479012688665e-09
0.0005292993765531015,0.0026735486246377647,2.1591945150564234e-08,1.0988493637579941e-08,1.9264293374326796e-08,1.5940372468529358e-08,5.0759105970646076e-06,1.0138726192997099e-05,1.8531957163256762e-07,2.1011500829271651e-07,6.843124252177484e-08,3.7631584595244057e-07,9.4750798539284736e-08,1.945400086550092e-07,5.6746564166296506e-09,3.0611949024091546e-08,2.9346137267856982e-08,1.941212072704135e-07,1.4244123481367101e-09,5.5338689328983454e-08,1.2952115859846067e-06,7.1653711962119942e-09,6.8708330319417922e-10,7.5782767666960672e-12,5.6889500828875847e-07,4.7611258384336944e-06,8.9405656465613173e-18,4.9671797453192413e-08,5.229271412304677e-07,2.0064629523783806e-05,1.5991851045124238e-08,7.6955791231511914e-07,7.1484737637563564e-10,3.0794074073703444e-06,2.2585166059387872e-15,5.7555073273187919e-07,3.8382725260637789e-06,2.8282088334383133e-08,1.0148826642961978e-07,2.9850297869546654e-11,2.656452177485407e-06,5.6644886001836388e-09,3.7475092484520692e-08,4.1465410551439162e-10,3.9678844614056906e-07,1.3937418957757751e-10,5.0666905843287165e-09,3.479620357310245e-07,3.5621487009689103e-09,1.9615840428812971e-08,7.794795812078857e-06,1.0758113744503704e-13,1.3389108950663632e-07,4.786217760199037e-15,3.6098305662359626e-07,3.661933702317291e-09,1.57528221535249e-09,9.3489911323727774e-09,9.9083937984563498e-12,7.4974867980438089e-07,5.8991490712774794e-16,4.5056489198113797e-08,2.9853934208003015e-12,2.6494235316285301e-15,1.4961771422718057e-06,1.4304987895477565e-07,4.2421328590197596e-09,3.004646127723475e-17,1.3656760365702111e-15,4.1279887513334715e-11,3.3185046672064067e-10,7.914996250330196e-08,5.5970270517965699e-15,4.2520544210142011e-13,4.1948338648614548e-08,1.1431425835755961e-06,9.6234754589531149e-11,2.052281504115272e-11,1.1598513383343213e-06,6.0090615721964521e-07,4.7114530311998474e-06,1.3409299748989142e-14,5.4433776268036375e-15,5.3066887507108716e-07,3.8454308460913634e-14,7.8845001246931596e-07,3.1102579894305231e-10,6.2983411020938774e-10,6.2446869031972957e-08,9.4894462234742321e-16,6.8985605630978e-11,4.2101618302647757e-08,1.9190270904301909e-08,1.1841720259117488e-07,5.9451792855339629e-17,0.88130563799999995,0.0,0.0,0.0,0.0098645789924667049,0.00010004372425142317,0.10885097621678425,4.4747170124244281e-11,1.137036774339512e-13,2.0970309082051643e-15,4.1130676857615766e-08,8.0813300515560391e-09,8.3320622115100889e-09,6.4553241182928276e-10,2.0666421908972263e-10,6.6460864477475123e-11,1.2616683250806506e-10,2.2057647152074808e-10,1.2241994468485391e-09
0.0005301918420810716,0.002673549194201185,2.1974177857151972e-08,1.1212077705073256e-08,1.9621200921329418e-08,1.6225510760495408e-08,5.1769424587939248e-06,1.0314244544432528e-05,1.8862916862332317e-07,2.1382125584142751e-07,6.9752358917342495e-08,3.8357787134220634e-07,9.6680376487946409e-08,1.9815694766733428e-07,5.7801908913960006e-09,3.118105642393204e-08,2.9905955225402031e-08,1.9782275531161513e-07,1.4534296482214933e-09,5.6292233501880769e-08,1.3175040381590227e-06,7.3112891286744306e-09,6.9934218590982547e-10,7.7326064512797123e-12,5.8058626974882451e-07,4.8572665147220722e-06,9.1067798939538219e-18,5.0684243422727781e-08,5.32961013113703e-07,2.0478717638424288e-05,1.6308109422944139e-08,7.8544520063688692e-07,7.2847832461915791e-10,3.1422115195409649e-06,2.3049312262540486e-15,5.8066495075103364e-07,3.91596836470143e-06,2.8533186812248998e-08,1.0347588176133273e-07,3.0434908373137104e-11,2.7127334100388451e-06,5.7737404812263437e-09,3.8197583214247248e-08,4.183355289628805e-10,4.0486982100119462e-07,1.4206126782557913e-10,5.1116409661632277e-09,3.5507953058557454e-07,3.6300408905940361e-09,1.9989554313028896e-08,7.9499499377596701e-06,1.098021188133808e-13,1.3654314538033397e-07,4.8780556867649463e-15,3.6539707541189784e-07,3.7066840290176145e-09,1.606498342005443e-09,9.5341900365625582e-09,1.0104678505634944e-11,7.6488701495536855e-07,5.9712825256382715e-16,4.5677460262369541e-08,3.0265382886950049e-12,2.7029186767176302e-15,1.5265910405198373e-06,1.4689132811703088e-07,4.2233061718524194e-09,2.9912894179026384e-17,1.3831522287027587e-15,4.1820086435756519e-11,3.361931448475288e-10,8.0185959166910103e-08,5.6702867538828427e-15,4.307666223169006e-13,4.2506085755206874e-08,1.181835443867961e-06,9.8817975156346133e-11,2.1063148708621808e-11,1.1929556820654513e-06,6.1344595579041226e-07,4.8127614864078186e-06,1.3587590437478892e-14,5.5157530355542513e-15,5.3912642842327051e-07,3.9237506266405212e-14,8.0452611637728304e-07,3.2302020056515725e-10,6.5412903080515084e-10,6.4914996490056187e-08,9.864503668133816e-16,7.1711753289667032e-11,4.3791441136272781e-08,1.9743580288354761e-08,1.207605333176336e-07,6.1797724995608575e-17,0.88130563799999995,0.0,0.0,0.0,0.0098640385197471606,0.00010004447217204485,0.108850198183154,4.5632398950650641e-11,1.1819035696516731e-13,2.179778501462543e-15,4.2779790089585172e-08,8.3050794903114397e-09,8.6835965303549466e-09,6.7276282975227714e-10,2.1538191161651248e-10,6.9264791058464268e-11,1.3148970338355842e-10,2.2988275259901297e-10,1.2758399557159225e-09
0.0005310843076090417,0.002673549775732543,2.2361913255993273e-08,1.1439945877129743e-08,1.9983678634702793e-08,1.6514811999754144e-08,5.2799225483493427e-06,1.0492289196246068e-05,1.9198693206046349e-07,2.1758044214596957e-07,7.1095946276000173e-08,3.909632970792979e-07,9.8647036184310341e-08,2.0183087154419184e-07,5.8873893065300236e-09,3.1759128738520365e-08,3.0475115742041983e-08,2.015860149616429e-07,1.4830050471671766e-09,5.7259300037665583e-08,1.340111863526269e-06,7.4600115124318122e-09,7.1177906364040983e-10,7.8899023753853215e-12,5.9251102287327647e-07,4.9552977414170502e-06,9.2756124460076181e-18,5.1715744802836709e-08,5.431683696825117e-07,2.0901236382551362e-05,1.6629999223717191e-08,8.0164721454330095e-07,7.4233653028411927e-10,3.2062751719994548e-06,2.352272819937516e-15,5.8577911297966497e-07,3.995228219670022e-06,2.8784274772703251e-08,1.0549887583654396e-07,3.1029924797259677e-11,2.7702248147822698e-06,5.8848471772385004e-09,3.8932328284303743e-08,4.2201677348887369e-10,4.1310809469216509e-07,1.4479392455466778e-10,5.1565874219051714e-09,3.6234032689062181e-07,3.6990641076910483e-09,2.0369488004805974e-08,8.1080794753235434e-06,1.1206709766597206e-13,1.3924263070429618e-07,4.9714814962528861e-15,3.6982853302949622e-07,3.7516100784117334e-09,1.6382733461481044e-09,9.7227021101387492e-09,1.0304474867750335e-11,7.8031314190035938e-07,6.0437009636067085e-16,4.6304371755515621e-08,3.0680767630894705e-12,2.757430808762546e-15,1.5576190196874108e-06,1.5081709125053793e-07,4.20461310795504e-09,2.9780271259912426e-17,1.4008002323431444e-15,4.2365580734117416e-11,3.4057839268773422e-10,8.1232110688705719e-08,5.7442645494791285e-15,4.3638220350387741e-13,4.3069292660804257e-08,1.2218054411343602e-06,1.014578438355767e-10,2.1615712475002248e-11,1.2269170747550017e-06,6.2621678635606125e-07,4.9162848897079302e-06,1.3767626417539774e-14,5.5888369288190666e-15,5.4769623825905844e-07,4.0035909769181202e-14,8.2092974205510907e-07,3.354445782972938e-10,6.7929536113854683e-10,6.7476525025022095e-08,1.0253754371016427e-15,7.4541045973789456e-11,4.5547997865836577e-08,2.0312467920913643e-08,1.2314665784088683e-07,6.4232229080555969e-17,0.88130563799999995,0.0,0.0,0.0,0.009863487312143265,0.0001000452315364202,0.10884940526012926,4.6533784449186486e-11,1.2284643356491257e-13,2.2656502758940216e-15,4.4493922999049788e-08,8.5347530900198499e-09,9.0499447795092777e-09,7.0114045054836166e-10,2.2446687587150158e-10,7.2186871668753367e-11,1.3703687419193947e-10,2.3958123036979964e-10,1.3296562045202031e-09
