Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3)
9.999999999999999e-10,0.003818245650866619,6.9877095278068686e-14,6.9247991659362544e-14,6.6817762088760204e-14,6.7043179161423534e-14,9.1140518324245817e-16,9.3941580478326811e-16,5.0751539203691789e-16,3.4175067358212898e-16,3.7549578227939234e-16,4.7689279183592323e-17,3.3742481215316216e-16,3.2466559585373615e-16,1.1582340078312471e-18,1.2016871578589858e-19,3.0743624875388564e-16,4.0061606623222049e-17,3.9516901111141452e-19,3.14822331474495e-16,8.9296539512521837e-18,4.0741743928882496e-20,7.9976662142742527e-19,5.230160390956143e-23,2.9962537460074356e-22,1.8588979505778306e-17,1.3477327691819833e-28,4.3618300303920453e-21,2.8363904354487256e-22,1.9231396574815458e-23,4.9910455599521122e-17,5.7247916720613262e-21,6.9690545276605927e-20,2.139799912254897e-17,1.1495029088633936e-29,8.1995856163504296e-26,1.7721542717405582e-24,1.012191637816822e-27,5.9879386463121676e-20,3.869761141095655e-23,4.1822322151623463e-23,9.1458757345834403e-20,9.8005324114182447e-21,5.651416410659065e-30,4.8028378978653367e-21,1.5666037853371656e-23,5.9444267429148719e-31,2.1443456365800223e-24,9.3997235356880727e-20,9.8355987618415187e-21,4.0135161718012164e-21,5.9274376336305221e-27,2.4286013156250979e-19,2.382089837454468e-29,7.6507389282326805e-26,1.4834715142005375e-28,4.6473761007152432e-22,4.9109752317199588e-23,6.3114623929271186e-26,3.6105663354872193e-25,8.1101491313448648e-34,6.2710255333532338e-35,2.3250356612273092e-38,1.1995651730988873e-32,9.7177566319969387e-29,1.3021838089480068e-22,1.181327035863855e-30,1.251151060463876e-38,1.3894493400184161e-47,3.6519656381343103e-38,1.2162653647335823e-37,2.554723240270841e-35,2.0733212251370733e-39,1.5950465190180781e-40,2.2456769463996749e-39,4.2237090334355958e-22,1.0106730906604332e-25,1.7616059806873567e-17,6.9412214687794962e-26,1.1247979589729899e-30,1.3632285324948268e-19,4.110090605660232e-45,1.5237119415270188e-45,1.9701920402547662e-42,3.4322047730830312e-27,1.3548100295263e-24,3.1488922827561324e-46,1.6647203172696673e-48,9.8808994461090753e-48,1.1245869659048193e-54,5.0564350528427064e-30,1.862069624219813e-51,3.0393095435946009e-23,4.0377203571349401e-20,4.0717937566471375e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911899998617766,9.9999999999921048e-05,0.10889010999999746
1.0485750000000002e-09,0.003818245650866619,7.3270474927859638e-14,7.2594501681505835e-14,7.004606617544224e-14,7.0288275415288955e-14,9.7937412282242917e-16,9.8647518660942917e-16,5.4533890845334837e-16,3.6725568933130446e-16,3.9261497239114526e-16,5.1077014900333234e-17,3.6256845146748636e-16,3.4884454167442263e-16,1.2590709516602616e-18,1.3146476781701295e-19,3.214087400063849e-16,4.2919375328603965e-17,4.2969542368253274e-19,3.3616636484585625e-16,9.6817916275330447e-18,4.4577436043659889e-20,8.6912817322504911e-19,5.7276503162052098e-23,3.2917400390067448e-22,1.9975186493333536e-17,1.4744218162017497e-28,4.7719501582549302e-21,3.1144988632571672e-22,2.1117259851960449e-23,5.2324988190038248e-17,6.2198888306452186e-21,7.5602749811349336e-20,2.2992092334423314e-17,1.2628658140814878e-29,9.0209562944319098e-26,1.9402042526812142e-24,1.1137476835595737e-27,6.515712659930184e-20,4.2281585004658085e-23,4.5894300453769771e-23,9.92587619387139e-20,1.0713722159943504e-20,6.2220125547762601e-30,5.2188816623669245e-21,1.7188161022798697e-23,6.5478760357687022e-31,2.3537348450622734e-24,1.0203281942561056e-19,1.0752141630785901e-20,4.3897339978329648e-21,6.4403714973435519e-27,2.6096104460154372e-19,2.615656982310827e-29,8.4164115142654521e-26,1.6327276202282629e-28,5.0527154244588602e-22,5.3733735776141653e-23,6.9118653387750264e-26,3.9666526757700217e-25,8.9217992260401677e-34,6.9094923876144423e-35,2.5617956511571186e-38,1.3178708831820284e-32,1.0693107551714142e-28,1.4250908281885286e-22,1.3008014484994397e-30,1.3776874870242471e-38,1.5304398340645387e-47,4.0211106800080106e-38,1.3392070386860029e-37,2.8124815928115116e-35,2.2800142622610396e-39,1.7563257957054292e-40,2.4738631151169924e-39,4.54203742693257e-22,1.1089613650428858e-25,1.8434193653790833e-17,7.6331333166587447e-26,1.2385104326250218e-30,1.4677761133732433e-19,4.5277265496688875e-45,1.6785404634362131e-45,2.1708785170734928e-42,3.729641413956037e-27,1.4826491660036118e-24,3.4696364693069133e-46,1.8344943331725318e-48,1.0888599126989417e-47,1.2392769828805046e-54,5.4329256245796567e-30,2.0520882493721231e-51,3.3219836173869031e-23,4.3938404359658056e-20,4.4309202803122127e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911899998550632,9.9999999999917212e-05,0.10889010999999729
1.5728630000000002e-09,0.0038182456508668913,1.0988176490078226e-13,1.0845173339731072e-13,1.046250970576462e-13,1.0513738456848443e-13,2.075812391099811e-15,1.5161556800911173e-15,1.1544639492473045e-15,7.7949558905043211e-16,5.6470120322734441e-16,9.9715518242323291e-17,7.6729753825783768e-16,7.3746942479801792e-16,3.4459937245534641e-18,4.512351417205969e-19,4.6095837177774676e-16,8.4311573922806387e-17,1.1898799748131888e-18,6.5656507541828436e-16,2.548705138710739e-17,1.5433974800823714e-19,2.3459521880559226e-18,2.0483660679559265e-22,1.4696749813141479e-21,4.23505879019985e-17,5.0607552099862832e-28,1.6433992873875223e-20,1.3416800773134674e-21,9.1216693222733331e-23,7.8136339223348706e-17,1.6651203647978743e-20,1.9069613067046661e-19,4.8651553753165998e-17,5.6385178614657486e-29,4.829634229857754e-25,7.0928305883446822e-24,6.0577607655635793e-27,1.856899397752531e-19,1.3620076602554274e-22,1.8747069702210424e-22,2.5469293711226178e-19,3.5064713001377939e-20,3.7141308804141748e-29,1.403932554965857e-20,6.8129493816539187e-23,4.4976784491065539e-30,9.7518478813484055e-24,2.6364968264156399e-19,3.5203066010320623e-20,1.4846268758166614e-20,1.7257154535089904e-26,5.5205827741600035e-19,1.1268560866022063e-28,4.4014291954044118e-25,9.0839506457507271e-28,1.3899651772780365e-21,1.8601565096291289e-22,2.4716635970727913e-25,1.770950722771852e-24,4.6657525646017999e-33,5.4244441412910264e-34,2.0278987339009393e-37,5.8839049919845279e-32,5.7694507622767995e-28,5.0043306980417806e-22,8.204750711004686e-30,8.6900414767089373e-38,1.060832769615235e-46,2.4323551367181635e-37,8.1009369094872704e-37,1.6528123960567852e-34,1.1261272476315948e-38,1.0676552048466309e-39,1.7443493840111984e-38,9.8227227519251477e-22,4.4559688148572261e-25,2.7015444471977993e-17,3.7640895012758248e-25,7.660330945419723e-30,3.2581915481237661e-19,3.1934700874975309e-44,1.1840230870949185e-44,1.7450182553045095e-41,1.0039405169929421e-26,5.1968196976326136e-24,2.7989930412345997e-45,1.6584864418945109e-47,9.8628280829116562e-47,1.1220531396634599e-53,1.1482669581260889e-29,2.0621507496718013e-50,1.1353675034531634e-22,1.2552122167965048e-19,1.2658145531250435e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911899997825951,9.9999999999875823e-05,0.10889010999999484
2.0971510000000003e-09,0.0038182456508671623,1.4647770551695994e-13,1.4404825292113931e-13,1.3894112170018966e-13,1.3981126803342065e-13,3.5327141507276822e-15,2.06751959727178e-15,1.9626066448438158e-15,1.3282755806414782e-15,7.26746096727678e-16,1.5786472257601321e-16,1.3039848433820682e-15,1.2521027677377464e-15,7.0004593485521072e-18,1.0765009752264062e-18,5.9136885673709271e-16,1.341696598477339e-16,2.442010117290826e-18,1.0644373792363583e-15,5.1036767232136415e-17,3.7103496021761508e-19,4.7037964615894317e-18,5.0219810954368384e-22,4.2656646951153531e-21,7.2113998185314367e-17,1.2073324431508638e-27,3.937089763576678e-20,3.7993167928697431e-21,2.5915382433816366e-22,1.0364986402409285e-16,3.3163882706622126e-20,3.6008156652203213e-19,8.2691581990609999e-17,1.636582355712478e-28,1.6194131567949498e-24,1.8018282600251253e-23,2.0528711507422667e-26,3.9050444386250208e-19,3.096130611322808e-22,5.0930369990976243e-22,4.8881931895669243e-19,8.0200696139091365e-20,1.3489999051816125e-28,2.8074543265921815e-20,1.7910038280885121e-22,1.8304634406332917e-29,2.6674991271959078e-23,5.0909836960688634e-19,8.0535926760131742e-20,3.4977279793633081e-20,3.4388043221191332e-26,9.373976391014945e-19,3.1911086229977033e-28,1.4481216671077877e-24,3.1220286288797178e-27,2.834796682915504e-21,4.4693578323817212e-22,6.0567244791109234e-25,5.1383767615449112e-24,1.5350928985475054e-32,2.4688754857954277e-33,9.2870822855673682e-37,1.7072286065471689e-31,1.9407015417331901e-27,1.2178231886093348e-21,3.1354360595150981e-29,3.320977546968871e-37,4.9413602295121098e-46,8.9243428176863264e-37,2.9722752224574947e-36,5.9421285710447316e-34,3.5276324246623694e-38,3.9306360963700123e-39,7.2547764262997513e-38,1.7023781284155235e-21,1.1893872869064357e-24,3.544861818475027e-17,1.1773761864340051e-24,2.8797042739441806e-29,5.7504546215418945e-19,1.32844342829349e-43,4.9257593601345408e-44,8.1014969162135973e-41,2.008283107618446e-26,1.2626648269089936e-23,1.4886595420863674e-44,9.4915040788599911e-47,5.6526887112757712e-46,6.429228565171056e-53,1.9494077360529813e-29,1.2702203029145968e-49,2.7436808367149865e-22,2.645399226447929e-19,2.6677488954442326e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911899997101271,9.9999999999834447e-05,0.10889010999999173
3.1457270000000003e-09,0.003818245650867701,2.1963163630010127e-13,2.1463610729061995e-13,2.0696282756616349e-13,2.0875148816066913e-13,7.2852548034725852e-15,3.22110016541589e-15,4.0403545746078314e-15,2.7449954368131426e-15,1.0333869960744962e-15,2.905591156152687e-16,2.6828135741428072e-15,2.5721335083342275e-15,1.8036593142353587e-17,3.410440023021537e-18,8.3579680630449636e-16,2.488210846713474e-16,6.394212395042157e-18,2.0778703685824567e-15,1.3109433488924754e-16,1.1901871484357255e-18,1.1850142871326228e-17,1.6461398373205651e-21,1.7713459871527449e-20,1.4892653122354838e-16,3.8249246928474343e-27,1.2590671972119645e-19,1.5281260253678518e-20,1.0500283446730439e-21,1.5388752360518072e-16,8.2751110866202179e-20,8.2411511187862652e-19,1.7024262103654378e-16,6.7961527318148216e-28,8.3095310208309921e-24,6.4132715198032565e-23,1.0672507483886627e-25,1.0613476091578027e-18,9.1948233419190135e-22,1.9327500932279983e-21,1.1507195636633379e-18,2.3727731325669295e-19,7.7134219761953661e-28,7.046835186849979e-20,6.365806630567229e-22,1.2440960077157009e-28,1.0131492817526439e-22,1.2098392332439573e-18,2.3831579768887694e-19,1.0870069629522935e-19,8.5849590162513757e-26,1.9242534096505324e-18,1.2835538684214181e-27,7.2306960064208027e-24,1.6491609283988422e-26,7.3422879202032919e-21,1.4311232489675647e-21,1.9819667251234776e-24,2.1311793725195411e-23,7.6649913568481303e-32,2.0028484423454877e-32,7.5989350568396162e-36,7.0809782362991603e-31,9.9776453319398848e-27,3.9826361933035097e-21,1.9573938529648693e-28,2.0732940925720974e-36,5.5887433348296021e-45,5.1850069046893958e-36,1.7269024486277579e-35,3.3628986173230499e-33,1.6282122835237614e-37,2.293593460244462e-38,5.1099943756527527e-37,3.6167002937678645e-21,4.3614003531229228e-24,5.2105083216861911e-17,5.4202239053273226e-24,1.7538795428708889e-28,1.2473092686327912e-18,9.3596175116387557e-43,3.4708163990975936e-43,6.7931211049563435e-40,5.0426586391803434e-26,4.1197919168218102e-23,2.0893883279436057e-43,1.4744910527740802e-45,8.8002974732692597e-45,1.0006077601202031e-51,4.0052327165861478e-29,2.1818635716695364e-48,9.0453450803022491e-22,7.2153462415416211e-19,7.2762272364275095e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911899995651909,9.9999999999751722e-05,0.10889010999998402
4.194303e-09,0.003818245650868237,2.92724002367273e-13,2.8428307382065874e-13,2.7403582606436801e-13,2.7705723109348384e-13,1.2344012721442436e-14,4.4543969150817762e-15,6.8350539208331623e-15,4.6603588801038347e-15,1.3178820607700512e-15,4.4391368521205235e-16,4.5355916826197878e-15,4.3423565605138834e-15,3.5928915370627188e-17,7.8658165804852339e-18,1.0589536334062605e-15,3.8259031823839906e-16,1.2916024931135973e-17,3.3929059380329577e-15,2.6300243625909334e-16,2.7735482404404193e-18,2.3118704880646672e-17,3.8863087294471251e-21,4.9406884365759041e-20,2.5278379962809754e-16,8.8217816662209517e-27,2.9320475370390658e-19,4.175093439978569e-20,2.888801232155024e-21,2.0283189631094869e-16,1.6022345121475385e-19,1.4752127152713959e-18,2.8810610099863729e-16,1.8956237435545156e-27,2.6716355887302454e-23,1.640631760181103e-22,3.4568124862480384e-25,2.2110908874457685e-18,2.026436098883871e-21,5.0769275794749034e-21,2.1169648086719168e-18,5.1662102361219999e-19,2.6451920638698298e-27,1.3710228056668807e-19,1.5761081438175233e-21,4.7514698115867025e-28,2.6467367224451584e-22,2.244160382899069e-18,5.1889540638678616e-19,2.4692724551696197e-19,1.6627324041901507e-25,3.2440719685225695e-18,3.5069697765949441e-27,2.2847406716159192e-23,5.3850566083421417e-26,1.468208808792033e-20,3.3281258308514054e-21,4.6698451448466719e-24,5.936428997385278e-23,2.4219745478403439e-31,8.5209524577882226e-32,3.2476777104629154e-35,1.9724357605899516e-30,3.2087898346988888e-26,9.4264268449008057e-21,7.1325865500310383e-28,7.5550566439793798e-36,2.3236804785458761e-44,1.7974593978899669e-35,5.9866062195250794e-35,1.148700344632067e-32,4.8666587615733911e-37,7.9701442918665904e-38,1.9977370911895487e-36,6.2999200982274374e-21,1.1116065140815731e-23,6.8506261880806902e-17,1.6168303443238024e-23,6.2947554049730898e-28,2.1995111853931493e-18,3.659651233067701e-42,1.3571771461493644e-42,2.9505496021689655e-39,9.8129832078056585e-26,9.7350128679075183e-23,1.0192474924172499e-42,8.1048678789753204e-45,4.8487096942413021e-44,5.5112306649692829e-51,6.7648388907315706e-29,1.3253810503459145e-47,2.174603606415266e-21,1.5078214018230272e-18,1.5205100777955673e-26,0.88130563799999995,0.0,0.0,0.0,0.0098911899994202513,9.9999999999669052e-05,0.10889010999997399
5.2428790000000005e-09,0.003818245650868768,3.6574639162006518e-13,3.5293610668037351e-13,3.4010703817617053e-13,3.4469110028539786e-13,1.8786934096192116e-14,5.7732393549717391e-15,1.0386276479228687e-14,7.1071841182879727e-15,1.5867454164822423e-15,6.115664843269449e-16,6.8872240838264913e-15,6.5846422319401072e-15,6.2406614096042556e-17,1.5427375235916674e-17,1.2663634014096109e-15,5.3004346389125107e-16,2.2741378613265099e-17,5.015734408320366e-15,4.6259314579771431e-16,5.4959361126853486e-18,3.9297327923661255e-17,7.7749577764934843e-21,1.1461355550046456e-19,3.8556451555285909e-16,1.7302328189138773e-26,5.8171134142547088e-19,9.5154954233363433e-20,6.6376694410326002e-21,2.5033396351643238e-16,2.7057298961085785e-19,2.3024852237438916e-18,4.3809679037227983e-16,4.3974853668014758e-27,7.0459547004772657e-23,3.5926354768408666e-22,9.1703131939677697e-25,4.0076554291152586e-18,3.8299170166268055e-21,1.119043784517608e-20,3.4016673701448686e-18,9.5687055795093085e-19,7.3663634333711013e-27,2.3254022154031309e-19,3.2546555703520653e-21,1.4601005944376224e-27,5.7696268107355942e-22,3.6345303170288691e-18,9.6095786638677395e-19,4.7749518121269953e-19,2.8084817955088391e-25,4.9093431795633438e-18,7.9929198545307031e-27,5.9338016415753129e-23,1.4365317372294222e-25,2.558062252834872e-20,6.5773703731329294e-21,9.3184122198856501e-24,1.3747515802952398e-22,6.2902302644947436e-31,2.8970615112351029e-31,1.1084680991195034e-34,4.5677792570428519e-30,8.4585473579339117e-26,1.8962040331020405e-20,2.1088167725905977e-27,2.2337573119101139e-35,8.8998362171955629e-44,5.0586215622122751e-35,1.6848308862643547e-34,3.1941382579690009e-32,1.1986793515973508e-36,2.2473849441961145e-37,6.2822053568092095e-36,9.8574770863701722e-21,2.371863525361242e-23,8.4709537736447815e-17,3.9740648335028529e-23,1.8358766804293131e-27,3.4632963869353298e-18,1.1509756290032729e-41,4.268568167050809e-42,1.0239047386871806e-38,1.6646281794530824e-25,1.9556489234389301e-22,4.1108613013462324e-42,3.4996490908072576e-44,2.097910598583425e-43,2.384151489234284e-50,1.0266344131395866e-28,6.1958029274858427e-47,4.4692224008767197e-21,2.7414613802529113e-18,2.7644251720184607e-26,0.88130563799999995,0.0,0.0,0.0,0.0098911899992753117,9.9999999999586477e-05,0.10889010999996149
7.340031000000001e-09,0.003818245650869819,5.1155102274109239e-13,4.8729128720039812e-13,4.6927818315963334e-13,4.7795393739171502e-13,3.5810868890998288e-14,8.6742615220425932e-15,1.9730518270850687e-14,1.360947654779871e-14,2.1040373305422818e-15,9.6419680047324372e-16,1.3059707939062305e-14,1.2449232946807296e-14,1.4803156447816292e-16,4.546994354450534e-17,1.6585829621479796e-15,8.4263519536577133e-16,5.5681579173825356e-17,9.1099538445422885e-15,1.1418628403447788e-15,1.6655940730568891e-17,8.8305773711585194e-17,2.391641470382889e-20,5.0177928925176943e-19,7.3968250426274003e-16,5.099609676355407e-26,1.7915902172082142e-18,3.9843013989837825e-19,2.887902687093144e-20,3.4120154037590467e-16,6.0186134613170858e-19,4.3073830755211578e-18,8.3455220951029834e-16,1.9252544307064484e-26,4.4595593864774454e-22,1.5240387957036528e-21,5.8823040126522593e-24,1.0458719596815001e-17,1.0649918807791042e-20,4.379701214633462e-20,6.8162351213384659e-18,2.4399030350381712e-18,5.3805843885627471e-26,5.2140807181683901e-19,1.0146368812432212e-20,1.5015793257299585e-26,2.1076191488070027e-21,7.3929882725168056e-18,2.4471090679313957e-18,1.3648077768852514e-18,6.2488613778382934e-25,9.2249175848988323e-18,3.3468887603840274e-26,3.5849543762576632e-22,9.2472973630976132e-25,6.0949225525642831e-20,1.9716088701681229e-20,2.835405573248556e-23,5.9632651216705235e-22,3.8003101183476922e-30,4.5936962134079918e-30,1.7805365965125517e-33,1.9813952487466205e-29,5.3152524449670385e-25,5.9744378358959213e-20,1.9746822597355571e-26,2.0917591327502253e-34,1.447109055875016e-42,3.8501746027924623e-34,1.2823622370244166e-33,2.3590512802998143e-31,6.0937028490110749e-36,1.7186533998930814e-36,7.2361691080506558e-35,1.9994319900342118e-20,8.3074225063129656e-23,1.165982116759087e-16,2.0036624720500748e-22,1.6367745223771652e-26,6.9816057552451421e-18,1.3262221645935359e-40,4.919132837947379e-41,1.8270369038654567e-37,3.7331753540723218e-25,6.1531992370473519e-22,1.062880868473964e-40,1.4982480394289812e-42,9.1588773620476384e-42,1.0398378610694273e-48,1.94855689161408e-28,4.6708960671016202e-45,1.5253029120914745e-20,7.2131222239749773e-18,7.271739333166099e-26,0.88130563799999995,0.0,0.0,0.0,0.0098911899989854273,9.9999999999421637e-05,0.10889010999992907
9.437183000000001e-09,0.003818245650870855,6.5701539156055503e-13,6.1781472292750258e-13,5.9459376672131769e-13,6.0860479450796714e-13,5.8233794706624699e-14,1.1925765524905544e-14,3.1982734078241067e-14,2.2227558453302474e-14,2.6038044289133072e-15,1.3307346591794085e-15,2.1129668571838486e-14,2.0088327162171473e-14,2.8121208361239008e-16,9.9583132841496109e-17,2.0308656999959226e-15,1.1696749541911253e-15,1.0866828794838035e-16,1.425441221198039e-14,2.2488448500427854e-15,3.7325325393010544e-17,1.5978062715400183e-16,5.403357617368878e-20,1.4323574408685434e-18,1.2113808601595381e-15,1.1168589190789343e-25,4.098249921954288e-18,1.1052458217144283e-18,8.290919703905943e-20,4.2712830020995352e-16,1.0829399390419298e-18,6.6450586265107547e-18,1.3574860908291985e-15,5.4957915009731952e-26,1.5835037267549079e-21,4.4852484967123268e-21,2.1010751035756461e-23,2.1459010844820283e-17,2.2666432272002494e-20,1.1749531235677964e-19,1.123145088531563e-17,4.7450068681301286e-18,2.042476877303635e-25,9.4354540476047274e-19,2.2433442813527504e-20,6.7216344834900703e-26,5.2838678313309074e-21,1.2324656358776119e-17,4.7504854457569192e-18,2.9277726811048476e-18,1.1245410224622888e-24,1.4788852000193288e-17,9.2844354752688385e-26,1.2398417026835724e-21,3.2921934528330853e-24,1.1607389317242815e-19,4.3698554615992991e-20,6.3361957027924664e-23,1.687877906949556e-21,1.3143241485932001e-29,2.4892215616761177e-29,9.688665126868576e-33,5.6082976402424896e-29,1.8751668408954675e-24,1.3799433081003478e-19,8.5991215843019128e-26,9.1090944080740356e-34,7.7881961366529431e-42,1.4961047797084958e-33,4.9830454505242547e-33,9.0514825585321503e-31,1.8967188488579901e-35,6.6914608808598625e-36,3.4402836820998358e-34,3.4449850543357704e-20,2.0374523856360142e-22,1.4780683182785307e-16,6.1979568660604451e-22,6.9570700907609628e-26,1.1823401196946387e-17,6.3060406866772103e-40,2.3391018312148834e-40,1.0451277417297927e-36,6.7563118617812373e-25,1.4217875694633328e-21,6.6792604528153751e-40,1.1033508828758262e-41,6.7952732002259858e-41,7.7132274019016969e-48,3.1621313277208455e-28,4.0247225405835004e-44,3.7745681995229563e-20,1.4907300909808696e-17,1.50232847087753e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911899986955341,9.9999999999257299e-05,0.10889010999988698
9.999999999999999e-09,0.0038182456508718756,6.9599068764618977e-13,6.5221186531862619e-13,6.2759001269301971e-13,6.4323507620206002e-13,6.5148107152333407e-14,1.2858350245928336e-14,3.574955126002585e-14,2.4896019698834244e-14,2.7367115164132052e-15,1.4298252769456975e-15,2.3605639725364275e-14,2.2426733733294837e-14,3.2599151910945282e-16,1.1919527919169676e-16,2.1292697016107266e-15,1.258255062517275e-15,1.2687616555312896e-16,1.5795822548733956e-14,2.631957220789479e-15,4.4960846941240678e-17,1.8282515903879876e-16,6.5197347055278546e-20,1.8346026298662849e-18,1.3580255411578933e-15,1.3368158596177874e-25,4.9719578001307859e-18,1.4047574996899168e-18,1.0657516253583805e-19,4.4948754219961615e-16,1.2380844466839676e-18,7.3027970825666498e-18,1.5189977727028604e-15,7.0391724980241994e-26,2.1516730382901476e-21,5.8436202008676237e-21,2.8589443597479223e-23,2.5374993146540969e-17,2.7009322492519732e-20,1.4837318075604445e-19,1.2560111088574725e-17,5.5040042478273962e-18,2.8224094487929871e-25,1.0800957160586925e-18,2.6769980376757582e-20,9.7324884994464307e-26,6.5281229962504383e-21,1.3819344419089377e-17,5.5069922225112593e-18,3.4880782333569078e-18,1.2856844033789018e-24,1.6481068380802854e-17,1.1800478680322862e-25,1.6721253822130129e-21,4.4709273784042346e-24,1.346248990970339e-19,5.2458479758312363e-20,7.6193454348292504e-23,2.155801864170308e-21,1.7725777085714034e-29,3.8258719457535139e-29,1.4908415916277927e-32,7.163075566231805e-29,2.5419802079304949e-24,1.6757838448846094e-19,1.2392898995470248e-25,1.3127913497774474e-33,1.2335374046866264e-41,2.081936270545616e-33,6.9342721657148805e-33,1.2557011073551367e-30,2.4838196979496903e-35,9.3160598815892055e-36,5.08237900714263e-34,3.9144023044791502e-20,2.506806074897602e-22,1.5606992756202424e-16,8.1005384422617713e-22,9.9533421366253184e-26,1.3349553301310806e-17,9.316308762254944e-40,3.4557432457709692e-40,1.6375768373819859e-36,7.7342517899217504e-25,1.7273591415359405e-21,1.1030276522663398e-39,1.9153846034677741e-41,1.1830533481356021e-40,1.3427857357534241e-47,3.5372633200596141e-28,7.3880254727833111e-44,4.6752561456412958e-20,1.7663646589127664e-17,1.779880417715725e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911899986177335,9.9999999999213308e-05,0.10889010999987406
1.1534335e-08,0.0038182456508718756,8.0210798082374828e-13,7.4462659042725535e-13,7.1617866070798249e-13,7.367129760043774e-13,8.5924859263151317e-14,1.5529635384919621e-14,4.7047352693050437e-14,3.293502599877131e-14,3.0964243281424183e-15,1.7015152162510547e-15,3.1022327174384684e-14,2.9421257085155676e-14,4.6749261239590729e-16,1.8360080982799824e-16,2.3942982462999428e-15,1.5014843097365294e-15,1.8508494255071443e-16,2.0343544617939102e-14,3.8612935837780231e-15,7.0265351056147532e-17,2.5395070975063667e-16,1.0225418000253187e-19,3.2589754071557813e-18,1.8009069484544851e-15,2.059145954814805e-25,7.901197172758217e-18,2.4573230255906396e-18,1.9079304173371988e-19,5.089357387839804e-16,1.716996147352809e-18,9.1611833326020856e-18,2.0048095835021803e-15,1.2504378748130767e-25,4.2656264357939182e-21,1.0758285527035681e-20,5.6813025047983685e-23,3.8122192167237039e-17,4.1251736244835669e-20,2.5640775256691242e-19,1.6491211346862624e-17,7.8748681863773466e-18,5.7571981206144633e-25,1.5023498668102739e-18,4.0825355728202756e-20,2.1400901025010045e-25,1.076237155188638e-20,1.8262013894981782e-17,7.8667096242863444e-18,5.3183007755676303e-18,1.7831284499524189e-24,2.1522083750579428e-17,2.0642566428283214e-25,3.2713494610723651e-21,8.852252963128359e-24,1.932733769665131e-19,8.1333965784734493e-20,1.1856021661570159e-22,3.8075392498301572e-21,3.4678773143833364e-29,9.1718644966481681e-29,3.5795794256527763e-32,1.2651334836396027e-28,5.017994364915129e-24,2.6667943757566509e-19,2.7068384210375458e-25,2.867396110440273e-33,3.0847520119413034e-41,4.2972649539018905e-33,1.4312865370145333e-32,2.5787914695398363e-30,4.603665372966088e-35,1.9243898296465373e-35,1.1521401782656751e-33,5.3692234664092576e-20,4.0990877720866406e-22,1.7835489171660973e-16,1.4957234512447373e-21,2.1492838916254541e-25,1.7997466968620659e-17,2.1120438877189073e-39,7.8344431922166233e-40,4.0286047988342163e-36,1.0758394919451818e-24,2.751988096080468e-21,2.9004061316569594e-39,5.3244510993126946e-41,3.2988653836332677e-40,3.7440254678345453e-47,4.666206106971357e-28,2.1733734102807756e-43,7.7691437776546442e-20,2.6664064786218121e-17,2.6859613988375112e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911899984056306,9.9999999999093571e-05,0.10889010999983539
