Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702),S(9711),S(9715),S(9934),S(9933),S(9877),S(9356),S(3622),S(10634),S(10654),S(11179)
0.0,0.0022920035461226626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0022920035461226626,1.3971172342683978e-20,1.3971172239027467e-20,1.3506078263233238e-20,1.3506078247355378e-20,1.5364740724465792e-28,4.6802817002090018e-22,2.4390874357109528e-28,1.6312111191214513e-28,2.2294912262104982e-22,7.986384104907118e-29,1.6247738729696788e-28,1.5706858835889172e-28,7.4687680516738407e-37,2.6754287995191511e-43,1.8400203293323915e-22,6.5912389871569074e-29,2.511857949068042e-37,4.3055299036619291e-23,3.070894360763479e-30,8.9978655034714717e-44,5.0189775721312275e-37,1.0422878271561454e-51,8.5827746284153979e-57,5.3782136196175527e-30,1.4887455084189016e-52,1.1426138647843788e-44,5.7855972336603932e-52,1.4259098509411837e-52,2.0958072715557916e-23,2.0043510543884438e-38,1.5329208253102224e-37,5.8248558404799105e-30,1.8711232983751805e-66,1.6213855192293046e-46,1.8541185120176814e-51,6.6923990429487784e-53,6.1184754817307662e-38,6.6428502725303174e-47,1.5097653878289998e-52,1.652903022257409e-37,5.9209556998075212e-44,9.4704846255827468e-61,1.6542100456060451e-38,1.3770357626476349e-52,3.392475079222182e-67,2.9896559619991032e-53,1.6538455128173756e-37,5.9243316931111152e-44,9.8949976395396249e-45,4.3757028875049927e-48,2.4373136605191743e-31,1.2596542405396687e-61,7.0664045093783953e-64,1.1599097709064231e-71,5.0158103519312604e-40,1.7967412620016759e-46,2.0812953602290149e-54,1.7109083865841123e-59,2.086508941613375e-73,8.5639315411616531e-77,4.6820452673953996e-85,3.6901534811487191e-69,5.2765828018770023e-71,1.5081464525727818e-46,5.6633299528234532e-57,5.2642605422038998e-67,3.7301790019101352e-78,4.8436460911711251e-80,3.1294670021889891e-81,5.9946343314965592e-79,2.6056222039513102e-77,2.0786876803282276e-86,5.3247184963670527e-91,3.4140948666283762e-34,1.6375598193275469e-55,2.9364839714705514e-24,1.3415907114861023e-61,2.4770868694656068e-74,8.8622215906922397e-32,4.4205648428208399e-100,3.7182015640668395e-103,8.0910553407317337e-106,3.6106268468292585e-48,2.2080723789870779e-51,-1.0581962132258501e-101,-1.7369725790551432e-109,-3.8908532591938804e-109,-3.5230018549100725e-114,1.9941654218214853e-43,-9.4280789952804797e-117,2.2016446173241545e-41,4.0949703998227521e-38,6.290817502864187e-47,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,4.4442688538233388e-47,1.9582540672974544e-48,5.286007523604256e-50,5.7478759098916986e-53,6.4081995878245542e-50,6.7191222744836475e-52,1.6822943740533105e-57,1.3866882159475481e-58,9.953132366743241e-52,5.3941629884336642e-58,3.9768121817881202e-60,1.4245557762989053e-66,9.2030654763994701e-74,7.1097050491377903e-74,1.7801633341905304e-79,1.7801620200486326e-79,7.3134892759775707e-81,1.7670892151901074e-61,0.0,0.0,0.0,0.0
3.0000000000000002e-15,0.0022920035461226626,4.5905280181661062e-20,4.5905279500489709e-20,4.4377113583993996e-20,4.4377113479653768e-20,1.0096829551255882e-27,1.5378069120697194e-21,1.6028288703309236e-27,1.0719387303089175e-27,7.3254684983020302e-22,5.248194062962711e-28,1.0677085361941214e-27,1.0321649988705604e-27,7.0419802725703606e-36,3.2869548857939238e-42,6.0457788872151912e-22,4.3313846772509645e-28,2.3683229142108432e-36,1.4146752907230478e-22,2.0180170191218387e-29,1.1054518972727312e-42,4.7321783395891184e-36,1.5783187872819762e-50,1.5448971442217014e-55,3.5342545717761621e-29,1.9160819908760969e-51,1.3634335037802343e-43,9.0993499379561827e-51,2.1088816116024486e-51,6.8862239826192e-23,1.8898164059973444e-37,1.4453249610212714e-36,3.8277623044002847e-29,3.8959635442959233e-65,1.5287347263713081e-45,2.8074418766424164e-50,8.2220641787609093e-52,5.7688483595801235e-37,8.1612133347190796e-46,2.2862155654960394e-51,1.5584509625767099e-36,7.274315129933186e-43,1.4340979072084543e-59,1.5596835208748565e-37,2.0852249990499325e-51,6.1064405565277005e-66,4.5271923723529295e-52,1.5593396127152226e-36,7.2784627925506083e-43,1.2156708690689555e-43,5.3753349675643427e-47,1.601663268738135e-30,2.3390263843124362e-60,1.5139976569514834e-62,2.816542304996771e-70,4.7291920393450276e-39,2.2074246972602644e-45,3.1516703105135582e-53,3.0796305575152178e-58,5.0347602984298917e-72,1.7861877523795437e-75,1.1103081516303779e-83,7.6817326260985613e-68,1.2491771888260279e-69,1.8528654867723568e-45,6.9578047107246259e-56,7.961271029935429e-66,6.6973121376399049e-77,9.9994263094279854e-79,7.3219272363945128e-80,1.4176437232675587e-77,5.4174537308769563e-76,4.8852127349666379e-85,1.4035196591543579e-89,2.2435480982090671e-33,2.4797328891277232e-54,9.6484278876641955e-24,2.4148628287959945e-60,6.0149695726853494e-73,5.8237462029097076e-31,1.291393163816267e-98,1.1922105752459383e-101,2.8255029770352384e-104,4.4352819749897523e-47,3.3432665676396377e-50,4.3843031819480516e-100,6.7003216924426566e-108,1.5008853755524964e-107,1.3652352328842879e-112,1.3104515442375206e-42,3.3841996455937733e-115,2.0758370057066893e-40,3.8609721704297195e-37,5.8756603210997387e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.4601001132331893e-46,2.3875785310780935e-47,6.5400445526980805e-49,8.7537355096987269e-52,7.872932812874183e-49,6.3351693739472369e-51,2.0667928127062597e-56,1.7036397130019548e-57,9.3843793530283919e-51,6.6271123547665208e-57,4.8857954232894781e-59,2.1571834894351767e-65,1.6565303313772461e-72,1.279745371425367e-72,3.7129035950944982e-78,3.7129004787108433e-78,1.5253833246462459e-79,2.1709960517213154e-60,3.020063437804294e-109,3.5121760440333339e-117,2.118198341884128e-124,3.0290488032940421e-131
7e-15,0.0022920035461226626,1.0178996669911543e-19,1.0178996299709755e-19,9.8401421207811979e-20,9.8401420640745619e-20,5.4874071254655091e-27,3.4099201103211933e-21,8.7110259035792725e-27,5.8257537882213114e-27,1.6243412944848239e-21,2.8522751170915868e-27,5.8027634689048285e-27,5.6095920193125003e-27,1.1373849809184496e-34,1.66258463105408e-40,1.3405843408994947e-21,2.3540100770370906e-27,3.8251959771588825e-35,3.1368962780758346e-22,1.0967509436019035e-28,5.5915208192335763e-41,7.6431774034781925e-35,2.6065397959519019e-48,8.6009252788223184e-53,1.9207902008561048e-28,1.0940574449916239e-49,6.4379819572040574e-42,1.7097998893456039e-48,3.2347665688155203e-49,1.5269453760319793e-22,3.0523353486579624e-36,2.3344130481660266e-35,2.0803052286784126e-28,7.2338149062986286e-62,2.4691353707433357e-44,4.6310152821555413e-48,4.1586764689345469e-50,9.317563456837596e-36,4.1280384806504556e-44,3.7756912665080074e-49,2.5171276468392176e-35,3.6794387235153319e-41,2.3683263025403289e-57,2.5191216973518454e-36,3.4437543407740812e-49,3.3995910866190504e-63,7.4766776769611603e-50,2.5185631910275943e-35,3.6815367523396618e-41,6.1490165195582967e-42,2.7157141920777373e-45,8.7046918940471215e-30,1.4668295599968345e-57,3.2924700122480476e-59,2.1620261656917747e-66,7.638353127785419e-38,1.1165445021896718e-43,5.2048770562327458e-51,1.7145268323250741e-55,3.3527812115045473e-68,3.4345441803391903e-72,7.5114251083740519e-80,1.4198897830774633e-64,8.1225005540991977e-66,9.3720427620207272e-44,3.5193507015952523e-54,1.289891107959482e-63,3.5199321385918901e-74,1.5655302393177858e-75,3.8177617544510266e-76,8.9972785284583999e-74,9.7753366947762724e-73,2.6875435592156715e-81,2.7538802233848187e-85,1.2193197704796442e-32,4.0952886526811862e-52,2.1394214962069156e-23,1.3444607905427939e-57,4.6172264941414606e-69,3.1650815310989464e-30,9.1221338346325456e-94,3.0490211336386682e-96,2.6539524086286543e-98,2.239603507588487e-45,5.5119347150714389e-48,6.1990027048932102e-95,4.0701392379480953e-102,9.117206107182839e-102,6.9606719176897245e-107,7.1220186005048224e-42,7.4511223336541137e-109,3.3527988166324692e-39,6.2360547480852981e-36,8.7436251853784838e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.7617843385972951e-44,1.1110373061084488e-45,3.1488791568235834e-47,1.37835955372657e-49,3.9822482787805838e-47,1.0232213133112624e-49,1.0452548530311981e-54,8.6168946134650977e-56,1.5157156136028604e-49,3.3520726981566888e-55,2.4712889178420846e-57,3.562584897678308e-63,9.2205277372964627e-70,7.1247782284113282e-70,7.1392666826899422e-75,7.1392455989659486e-75,2.9331231813809163e-76,1.0981245248272297e-58,1.0753800940506108e-104,5.0024777424461256e-112,1.2068019680241203e-118,6.9029676566177343e-125
1.5e-14,0.0022920035461226626,2.1355933247112625e-19,2.1355931609340129e-19,2.0645002263588469e-19,2.064500201271838e-19,2.4276287364082747e-26,7.1541478257857907e-21,3.8537574440735289e-26,2.577313343002337e-26,3.4079249762548287e-21,1.2618433774766402e-26,2.5671423273256141e-26,2.4816832404762389e-26,1.0577871393392612e-33,3.1975810883061305e-39,2.8125929700452323e-21,1.0414116075393811e-26,3.5574976550936925e-34,6.5813612277490336e-22,4.8520450148364137e-28,1.0753946443105288e-39,7.1082872775764727e-34,1.0225684488065082e-46,6.8223247278873747e-51,8.4975734433751181e-28,2.1708394811934284e-48,1.2168289574472684e-40,6.9200732658081711e-47,1.247168140608248e-47,3.2035915075797081e-22,2.8387226005195703e-35,2.1710395384380848e-34,9.2032676012213273e-28,1.1009946748142067e-59,2.2963380780890375e-43,1.8137305783584419e-46,7.9977778872698333e-49,8.6655079175067035e-35,7.9392600830444595e-43,1.4812847327972756e-47,2.3409660342496301e-34,7.0765006079392714e-40,9.2909376588243564e-56,2.3428253282314628e-35,1.3510584845076297e-47,2.6965212567218335e-61,2.9332651646137462e-48,2.3423014668545095e-34,7.0805359118720937e-40,1.1826137190967886e-40,5.2138222273720927e-44,3.8509558527513715e-29,1.174072257177154e-55,5.3010754660224344e-57,6.9826304949423437e-64,7.1037992268899492e-37,2.147405323559737e-42,2.0419193880374009e-49,1.3599770708827849e-53,9.1413808782641242e-66,5.4800031432836923e-70,2.403888037766984e-77,2.1485730562491676e-62,2.4659332545179682e-63,1.8024888771013427e-42,6.7686302523612713e-53,4.9248399857216438e-62,2.5804908499060354e-72,1.9633965685529337e-73,9.0950540119314208e-74,2.6508814394506152e-71,1.4354002273239017e-70,6.7654837210705204e-79,1.3891784571267012e-82,5.394271780920555e-32,1.6066713466077338e-50,4.4885410329125674e-23,1.0664725728465515e-55,1.4912263795418037e-66,1.4002335928078393e-29,9.1813287810831239e-91,6.0874693374575152e-93,1.0600046362841359e-94,4.296370785865307e-44,2.1570696321516935e-46,7.7963203837374065e-92,1.0241863649882312e-98,2.2942042415968424e-98,1.4492081952356964e-103,3.1507805426795637e-41,3.1033831256076207e-105,3.1181769842149918e-38,5.7996476049708222e-35,7.2308168303179863e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.3116112479054893e-43,1.9085784185853769e-44,5.4550851165221867e-46,4.8832173703861818e-48,7.6589424500616938e-46,9.5160841576473077e-49,2.0098466829506757e-53,1.657154950707142e-54,1.4096383556816869e-48,6.4468839179394749e-54,4.7528999011159786e-56,1.3976730886080988e-61,7.3116602128601428e-68,5.651473132484294e-68,1.1391014393334365e-72,1.1390946915097615e-72,4.6800994830690911e-74,2.1119965370178355e-57,9.3643506032552604e-101,8.7126970647192075e-108,4.2038268342422014e-114,4.80928689740135e-120
3.1e-14,0.0022920035461226626,4.3709803496355974e-19,4.3709796669837631e-19,4.2254717021379141e-19,4.2254715975709701e-19,1.0118776573064126e-25,1.4642608532488746e-20,1.6063126646955744e-25,1.0742688348646578e-25,6.9750715098146392e-21,5.2595567148379891e-26,1.070029298783029e-25,1.0344084372333243e-25,8.9276693756252414e-33,5.4365924647285345e-38,5.7565931276312087e-21,4.3407644021631735e-26,3.0025117168459638e-33,1.3470383026834522e-21,2.0224319430929167e-27,1.8284088489946104e-38,5.9993645757366352e-33,3.4905629591565125e-45,4.6671394887860794e-49,3.5419341682151581e-27,3.7468723311220805e-47,2.0517481534754539e-39,2.3989898333773414e-45,4.2214399417720445e-46,6.5568844746740051e-22,2.3958664491978329e-34,1.8323399499109883e-33,3.8360794789657202e-27,1.3808100294090234e-57,1.9380987660564976e-42,6.1705867686652492e-45,1.3596524036644404e-47,7.3136731948629656e-34,1.3498398679641312e-41,5.0567272716257367e-46,1.9757551363285314e-33,1.2031564860371646e-38,3.1713394353489232e-54,1.9773323183070475e-34,4.6121663448967086e-46,1.8446000910738909e-59,1.0013444385792247e-46,1.9768828188657798e-33,1.2038426609357154e-38,2.0106988679815915e-39,8.8338816012899507e-43,1.6051453808585288e-28,7.8195749537129546e-54,7.0703460014789597e-55,1.8638054643533516e-61,5.995574373987359e-36,3.6510652883456049e-41,6.9701456980072034e-48,9.3035812561097775e-52,1.8606051971639436e-63,7.5051846514679089e-68,6.5866443854044466e-75,2.6676801783181236e-60,6.1279221574571626e-61,3.0646356346903074e-41,1.1508185979394331e-51,1.5961489431591731e-60,1.5230869748544767e-70,1.845658314325739e-71,1.5513498412286273e-71,6.2695164589502779e-69,1.6959906997337807e-68,1.273185847601869e-76,5.2320733990168908e-80,2.2484270315817877e-31,5.4847766186653542e-49,9.186628600897116e-23,7.2961987148422452e-54,3.9804636039212013e-64,5.8364291055373382e-29,6.8722293094687523e-88,8.9593704395152079e-90,3.1204503139640308e-91,7.2681864342461469e-43,7.3274611894403172e-45,8.5196584677459266e-89,2.2385538541227053e-95,5.0144277126266729e-95,2.3575182309080775e-100,1.3132996311723045e-40,1.0097616655248813e-101,2.6317548906980622e-37,4.8948927129803504e-34,5.0040552751594838e-43,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,9.0308567411511685e-42,2.6778039777396191e-43,7.6842909622864485e-45,1.3857459244919773e-46,1.3022048093465734e-44,8.0314503148545712e-48,3.4156731148489428e-52,2.8172020117439794e-53,1.189723208817124e-47,1.0961054252639404e-52,8.0808794764122268e-55,4.771261658594836e-60,4.9989808907956975e-66,3.8662172491942944e-66,1.5600452043523235e-70,1.5600267132556475e-70,6.4100553228590529e-72,3.5909217106214814e-56,2.3827233077336091e-97,4.4344396358060637e-104,4.279474666028275e-110,9.7920003417191161e-116
6.300000000000001e-14,0.0022920035461226626,8.8417532374210173e-19,8.8417504555791786e-19,8.5474124425676448e-19,8.5474120164521982e-19,4.1234551640169002e-25,2.9619551048406958e-20,6.5458084692052181e-25,4.3777028804215323e-25,1.4109281258427427e-20,2.1432771506353488e-25,4.3604258899883517e-25,4.2152686990655313e-25,7.3067494707379381e-32,8.9192653831346267e-37,1.164452504106402e-20,1.7688688237419945e-25,2.4573746444048473e-32,2.7248794222910513e-21,8.2416444732636153e-27,2.9996880094573938e-37,4.9101222479149071e-32,1.1465161349625639e-43,3.0678067916722992e-47,1.4433557904104324e-26,6.1934559750689065e-46,3.3522034661343505e-38,7.9420275317015526e-44,1.380882543969862e-44,1.3263473224605089e-21,1.9608681588253257e-33,1.4996474744709267e-32,1.5632213845429233e-26,1.5537709166562148e-55,1.5862168057320237e-41,2.0133980542552749e-43,2.2301652712928276e-46,5.9858396962924607e-33,2.2145147985224231e-40,1.6611542751976628e-44,1.6170208891044669e-32,1.9738817931633204e-37,1.0415680633687028e-52,1.6183246902947223e-33,1.5151131142685307e-44,1.2123818974162187e-57,3.2894727059896471e-45,1.6179447818656262e-32,1.9750078068671339e-37,3.2987329683379818e-38,1.4393086159395395e-41,6.5410555243885552e-28,4.7839191751735542e-52,8.6568981223440926e-53,4.56543063472761e-59,4.9070164293412289e-35,5.9899421515304986e-40,2.2894275452258541e-46,6.1154402600446197e-50,3.0896219378425992e-61,9.8687309104606085e-66,1.7317396776975299e-72,2.9554903010035516e-58,1.3584739964815001e-58,5.0278606702226644e-40,1.8880388010498835e-50,4.761454568015589e-59,7.688049578581636e-69,1.4202146984633938e-69,2.0148677262077138e-69,1.2943911624064609e-66,1.7496734594913464e-66,1.9602397834482746e-74,1.6120496610477963e-77,9.1624694700491582e-31,1.8017776817043876e-47,1.8582197773350428e-22,4.7965721752492644e-52,9.750613549036001e-62,2.3783865888684122e-28,4.1804217593508595e-85,1.054283319374168e-86,7.3445317513509186e-88,1.1806052967223529e-41,2.3836651844058606e-43,8.4440494356833159e-86,4.4375819191342327e-92,9.940334585573719e-92,3.1016255315560655e-97,5.3517640011215699e-40,2.6571419334527202e-98,2.1539779545233431e-36,4.0062015761372193e-33,3.0032076899186929e-42,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999976,0.0001,0.10889011,1.4815836821663249e-40,3.2511302470812706e-42,9.3479156582943475e-44,3.3912772936136225e-45,2.136447078243488e-43,6.5731253743759036e-47,5.5988105950560088e-51,4.6208280485761763e-52,9.7370831815458609e-47,1.7982462883633161e-51,1.3257159315248816e-53,1.5673536291959258e-58,3.2821137223952287e-64,2.5414167368457444e-64,2.0512828636052445e-68,2.0512342364397657e-68,8.4297354918381705e-70,5.8914644530536035e-55,5.2645958388725484e-94,1.9596237440977072e-100,3.7823308122999722e-106,1.7309068844214698e-111
1.2700000000000001e-13,0.0022920035461226626,1.7783294364741078e-18,1.7783283138763417e-18,1.7191285078922657e-18,1.7191283359358448e-18,1.6639995725412448e-24,5.957352048563169e-20,2.6415273260027119e-24,1.7666002457365838e-24,2.8377367492937133e-20,8.6489247141982247e-25,1.7596276742832097e-24,1.7010499873029154e-24,5.9072469007700255e-31,1.4434609082452492e-35,2.3420115269635488e-20,7.1380543849156969e-25,1.9867049131137278e-31,5.4807086998272036e-21,3.3259765217273166e-26,4.8545944871074876e-36,3.9696761179494137e-31,3.7115986186907554e-42,1.9867328574072023e-45,5.8245800824186293e-26,1.0061021925657135e-44,5.4138511019405621e-37,2.5817803130981788e-42,4.4620203084818638e-43,2.6676661985414357e-21,1.5852897119161058e-32,1.2123949336186477e-31,6.3082901907639132e-26,1.5616756031752678e-53,1.2824029369896668e-40,6.4329010643412771e-42,3.6076699388627621e-45,4.8394143895033995e-32,3.5837902906333711e-39,5.3790086689627711e-43,1.3072821301425829e-31,3.1944089829093261e-36,3.3712348033077965e-51,1.3083571751111584e-32,4.9061028510536996e-43,7.8500232714310703e-56,1.065180683270008e-43,1.3080306060035518e-31,3.1962321755226938e-36,5.3384938099605223e-37,2.2976884515253697e-40,2.6396123625055002e-27,2.6973074120157489e-50,9.7688143659359412e-51,1.0306443318717891e-56,3.9671590798267777e-34,9.6939329650871124e-39,7.4115397371828477e-45,3.9604077029760745e-48,4.241118520650486e-59,1.2781257909237151e-63,4.4822299552689962e-70,2.9107930137570139e-56,2.6773725412562051e-56,8.1369815906578993e-39,3.0555565940637007e-49,1.3020536686545012e-57,3.2121437546797032e-67,9.108372950858242e-68,1.9695380700165641e-67,2.344756003284814e-64,1.5836693504993079e-64,2.5138131337568178e-72,4.1372888165087343e-75,3.6974764677813197e-30,5.8344123648630212e-46,3.7370912729634257e-22,3.1071100288546297e-50,2.2013710795895385e-59,9.5979460262119456e-28,2.0916032406367378e-82,9.8997593362948995e-84,1.3794569224287294e-84,1.8735222463002505e-40,7.5711612251215351e-42,7.6693022365819157e-83,8.061227909812975e-89,1.8057457483493883e-88,3.3932940596676836e-94,2.1596760442579093e-39,5.8144725455137364e-95,1.7414922437926782e-35,3.2389235989457686e-32,1.5758008238300212e-41,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999959,0.0001,0.10889011,2.3976842030036019e-39,3.4523933503084051e-41,9.9362889146599355e-43,7.2539940960871572e-44,3.4577146375439085e-42,5.3139390739656989e-46,9.0449734802972312e-50,7.4747208427473191e-51,7.8719702797817349e-46,2.9101420801887436e-50,2.1453867490568849e-52,5.0751164564952589e-57,2.1205923224776241e-62,1.6459334826522899e-62,2.6565306503103996e-66,2.6564047327851473e-66,1.0920205098402398e-67,9.5351868992901645e-54,1.1132804632347575e-90,8.2879248447654722e-97,3.199352473508316e-102,2.9282448095218168e-107
2.55e-13,0.0022920035461226626,3.5666358026395895e-18,3.566631292918344e-18,3.4478994973688194e-18,3.4478988065841675e-18,6.6846569363863445e-24,1.1948179694436131e-19,1.0611597817819938e-23,7.096829001956467e-24,5.6912207001578273e-20,3.4743353190745711e-24,7.0688143802545279e-24,6.8334928890185263e-24,4.7496706037188737e-30,2.3220967940362984e-34,4.6970201402896886e-20,2.8674136693645571e-24,1.5974008358157079e-30,1.0992955401454944e-20,1.336201101402549e-25,7.8096237536159375e-35,3.191811013855561e-30,1.1937351047615137e-40,1.278091331448866e-43,2.3398558926626973e-25,1.6215667082865196e-43,8.7001454612040283e-36,8.3244434677677457e-41,1.4343458208217859e-41,5.3503084534639755e-21,1.2746345635432844e-31,9.7478880955409785e-31,2.5341718430559949e-25,1.3872000891149888e-51,1.0311099838511278e-39,2.0163886466023151e-40,5.7986912361662791e-44,3.8912113895732623e-31,5.7649295749037462e-38,1.7309000184613214e-41,1.0510739464736822e-30,5.1386931432408658e-35,1.0838698754590131e-49,1.0519720401097001e-31,1.5787196534908479e-41,5.0481653887187061e-54,3.4276972484058902e-42,1.0516782303373009e-30,5.1416289896618894e-35,8.5878671978609749e-36,3.5984931089681096e-39,1.0603929589000129e-26,1.3736860077555806e-48,9.9596230424699707e-49,2.1022208103471632e-54,3.1897774127220429e-33,1.5594741865786506e-37,2.3837286185703589e-43,2.5477904675913657e-46,4.8480908659232399e-57,1.6439532751571523e-61,1.1511716198922335e-67,2.5310211983568215e-54,4.6592593478035795e-54,1.3090219881553656e-37,4.9155553773329574e-48,3.1939201782376416e-56,1.0697197956641293e-65,4.9353020597879768e-66,1.4456120444555751e-65,3.7680203618425918e-62,1.2715830094734663e-62,2.7198430213568163e-70,8.9592436279013271e-73,1.4853651162087744e-29,1.8774749070052893e-44,7.4938652809799768e-22,1.9998954871562085e-48,4.4908780803736242e-57,3.8557783415372143e-27,8.6216125180340734e-80,7.2651603719247662e-81,2.0249922554235123e-81,2.9011009342886147e-39,2.3466403526499971e-40,6.2765762632803071e-80,1.3195440022674268e-85,2.9558347262419691e-85,3.1430264669480617e-91,8.6758886827380931e-39,1.0772160868270605e-91,1.4003567067854207e-34,2.6043123505978036e-31,7.4091156718078399e-41,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999924,0.0001,0.10889011,3.8569764512072135e-38,3.2795236194172371e-40,9.4432990704495469e-42,1.3868968742992851e-42,5.5629681436056621e-41,4.2723107553806922e-45,1.4499665166197823e-48,1.2013494694272996e-49,6.3292046155845095e-45,4.6813126476256473e-49,3.4509575763517332e-51,1.6330129008290968e-55,1.3579144841470723e-60,1.0589732305474487e-60,3.4165287174429823e-64,3.4162050319995779e-64,1.4052579897019993e-65,1.5341380325214702e-52,2.3137065575217523e-87,3.4449236047089099e-93,2.6596305172172924e-98,4.8685209826597056e-103
