Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702),S(9711),S(9715),S(9934),S(9933),S(9877),S(9356),S(3622),S(10634),S(10654),S(11179),S(11193),S(12065),S(11559),S(10226),S(11013),S(13044),S(13047),S(14368),S(13836),C5H8(9850),S(15615),CHO(330),S(16928),S(16826),S(456),S(18023),CHO3(881),S(10202),S(18746),S(18747),S(18745),S(18626)
0.0,0.0017125673744658781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0017125673744658781,1.2722711098000183e-23,1.2722711091492481e-23,1.2372140248251235e-23,1.2372140163929637e-23,1.2864574329309519e-32,4.6129008218909872e-24,2.6147151686850335e-31,1.7637216818492347e-31,2.1820524062624046e-24,1.0461098395618521e-30,1.7559278035605481e-31,1.7075436896302977e-31,1.4852879100013552e-40,7.1207011001404427e-47,1.8315766695416542e-24,8.7808632549777003e-31,5.6947104699641774e-41,4.778992694625385e-25,3.264176542309872e-32,2.7301327072551664e-47,7.4415817792272937e-41,6.5355087227117948e-56,1.7958093310641977e-61,2.0063000449722339e-33,5.3993083712070967e-57,3.5699968427423847e-48,2.0654302783526689e-56,4.3385760304527358e-56,1.2212698867957475e-25,1.1455396431386168e-40,2.9501896147559836e-40,2.0673587249211093e-33,1.0092542350400943e-72,3.4132990247167399e-52,1.4273058013495853e-55,1.737926385833832e-58,2.8615395060686659e-41,9.3913776307852013e-52,4.9134067419820284e-58,1.7421836574882908e-40,8.3522992609774981e-47,6.9447752237481732e-67,9.6154596575023511e-41,2.8062014303538416e-56,3.3294332134708184e-73,1.8351806771849787e-56,1.7404909585561741e-40,8.344184183862148e-47,3.5146017867086889e-48,6.4650522545539154e-52,1.6855383532349604e-33,1.1591398256663234e-67,4.8166312025402996e-70,9.0235893383238315e-78,2.7966878716492062e-43,1.3407756350582423e-49,3.209606222091457e-58,8.7949962706347412e-64,7.9858457886666752e-81,3.6621484156840268e-83,1.1159033607578956e-92,4.9197942046978179e-75,5.3946581353339405e-77,7.6379130456281828e-51,5.1392384176498469e-63,1.5620442559199255e-73,3.7705221735575797e-85,2.2949039331454657e-87,1.3417095803455863e-88,4.7851943800634982e-88,2.3295468402558495e-86,1.2114465577056e-93,2.5754004892438698e-98,7.8171531205575292e-37,2.5062089859388337e-61,7.564742378751301e-28,3.0877247704566764e-68,7.2530057026546071e-81,2.6986302223896592e-34,1.0644090365651604e-108,6.0776125484621497e-112,7.8150541802414106e-115,5.4261302342850628e-52,1.7196423295900471e-55,-3.8501439811118731e-110,-7.2129536926624966e-118,-1.7034134019938106e-118,-1.6867622840452482e-124,5.5085671274657194e-49,5.4283636585514832e-94,7.9282220793559797e-44,1.9329850261150183e-41,3.9082767212027474e-52,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,6.3378787821548884e-52,1.1092088711916791e-53,1.0594980911657394e-55,6.8078682021990322e-59,7.4376741684438433e-54,1.0567643881600604e-56,3.1084453965325512e-62,2.6903319975476975e-63,2.9798984227485012e-56,9.440699028433855e-63,5.6079559199725126e-66,2.6885411073963564e-72,9.721048014918752e-80,2.9609794705697828e-80,8.7097203667144369e-86,8.7097193463499462e-86,9.4378567609695986e-88,1.0682196020580866e-66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7091832317354331e-78,0.0,0.0,0.0,0.0,0.0,1.8250560582921489e-99,1.317116048297826e-110,1.104559348439163e-73,4.9161810223074547e-80,5.5016502504609164e-90,1.0332097132288624e-67,3.2835753011237836e-71,2.3124552471886794e-93,9.8519814800987568e-87,4.1422847845318194e-92,2.8907889989472677e-92,2.5063722921433736e-93,1.2242530721218084e-94
3.0000000000000002e-15,0.0017125673744658781,4.1803193037784002e-23,4.1803192995019094e-23,4.0651317381049626e-23,4.0651316826936271e-23,8.4538630755004977e-32,1.5156674151395229e-23,1.7182413803836948e-30,1.1590170981983302e-30,7.1695973155992678e-24,6.8744346098341849e-30,1.1538954064345974e-30,1.122100131464886e-30,1.4004140862522586e-39,8.7482887971969477e-46,6.0180347408632801e-24,5.7702803336600089e-30,5.3692976121012512e-40,1.5702403577070021e-24,2.1450302399510083e-31,3.3541626294704156e-46,7.016348176325376e-40,9.8966208096742969e-55,3.2324549591040329e-60,1.3184256390224353e-32,6.9531334162738456e-56,4.3709593262565813e-47,3.2499473623271219e-55,6.551569659753702e-55,4.0127439310902779e-25,1.0800800730362978e-39,2.7816067881156246e-39,1.3585499099850069e-32,2.1021519883819907e-71,3.2182526134657061e-51,2.1612585877939501e-54,2.1351648319480458e-57,2.6980229462236352e-40,1.1537977168688296e-50,7.4403011391835384e-57,1.6426298106554585e-39,1.0261393833605929e-45,1.0516364956228172e-65,9.0660034688017484e-40,4.2493897918553926e-55,5.992975486219105e-72,2.7789873564907254e-55,1.6410338416420733e-39,1.0251423897821109e-45,4.3179383432329225e-47,7.9423698952709948e-51,1.1076394911902991e-32,2.1537148870537064e-66,1.0325522233120997e-68,2.1922241320180341e-76,2.6368767481275762e-42,1.6472384460449131e-48,4.8602575997006879e-57,1.583098437899226e-62,1.9287426416729925e-79,7.6381905391506266e-82,2.6462768942022264e-91,1.0246033940516296e-73,1.2776323265883623e-75,9.3837213738704938e-50,6.3139203518270859e-62,2.3630599279276484e-72,6.7757396514848277e-84,4.7443759205594479e-86,3.1474578150261659e-87,1.1319801123203885e-86,4.8451687746105417e-85,2.850606097994474e-92,6.7958998655553961e-97,5.1369863396566179e-36,3.7951162554824565e-60,2.4855502240197248e-27,5.5579043294026383e-67,1.7620721203923823e-79,1.773385349485156e-33,3.1126779984941526e-107,1.9507108462586273e-110,2.7316589019676759e-113,6.6658966403716699e-51,2.6038739105385821e-54,1.5947263548699994e-108,2.7815148798202275e-116,6.5688342206432093e-117,6.5312263961686984e-123,3.6199154029366248e-48,1.4129071751749093e-92,7.4751806931503129e-43,1.8225287323204784e-40,3.6538431521628737e-51,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,7.7865363362796435e-51,1.3537132665599304e-52,1.3131876955374902e-54,1.0383071092697277e-57,9.1377138606663363e-53,9.9637692831555407e-56,3.8189351769271667e-61,3.3052603916556681e-62,2.8096178650285524e-55,1.1598570822905334e-61,6.8897686989210134e-65,4.0712166037227109e-71,1.7497765099773328e-78,5.3297549618447785e-79,1.8165959771807467e-84,1.8165957352089869e-84,1.9684646902084757e-86,1.3123833656833963e-65,2.1064721919636906e-119,2.9072530680014266e-127,4.5701846097450607e-135,8.746635114316193e-142,1.1299605791294618e-151,1.2922722906485197e-156,3.6227245530550132e-157,1.1673900252670743e-76,9.8106574512156273e-152,3.2005553826619771e-162,1.7377950580663967e-167,2.4077088145120199e-173,1.1108033489216642e-169,4.3279850976329336e-98,3.4997618055922404e-109,1.9882060951972365e-72,1.0253745731265761e-78,1.3046766947833792e-88,1.8596834009832601e-66,6.8483009153710749e-70,5.3582110434010213e-92,1.4918687425026875e-85,7.4513012463029137e-91,5.2013668088748704e-91,4.5109571207197671e-92,2.203652105199573e-93
7e-15,0.0017125673744658781,9.2694033068574525e-23,9.2694032836156581e-23,9.0139873954999757e-23,9.0139870943514404e-23,4.5944906067267056e-31,3.3608277609791959e-23,9.338267799414616e-30,6.2990057203156442e-30,1.5897780557268623e-23,3.7361005367150686e-29,6.271170427784425e-30,6.0983700167592357e-30,2.2618775445463703e-38,4.4249997065143025e-44,1.3344319322416998e-23,3.1360175567721327e-29,8.6722168705605825e-39,3.4818366772385185e-24,1.1657770946720155e-30,1.696579765370457e-44,1.1332460082142841e-38,1.6344197717907279e-52,1.7996381528400377e-57,7.1653530269666733e-32,3.9770255236262778e-54,2.193802686435642e-45,6.1179225459141446e-53,1.0729928210308353e-52,8.8978236109047875e-25,1.7444905691376829e-38,4.4927080841539538e-38,7.3834195602280545e-32,3.9306301436314792e-68,5.1979544413410302e-50,3.5671153110888901e-52,1.0799848062083254e-55,4.3577155859078928e-39,5.8360633670626025e-49,1.228771516604624e-54,2.65308869948158e-38,5.1903416021164724e-44,1.7367655038809178e-63,1.4642949235182007e-38,7.0178840030175097e-53,3.3365224563439861e-69,4.5895108567996908e-53,2.650511030860823e-38,5.1852987672414236e-44,2.1840674241784413e-45,4.0148822681352034e-49,6.0197799113825362e-32,1.3586541871627985e-63,2.2592022827978752e-65,1.6931932619383488e-72,4.2589497307511379e-41,8.3319502904954889e-47,8.0266810770180015e-55,8.8137488910493065e-60,1.3036064221872112e-75,1.4687422565599452e-78,1.79032848543742e-87,1.9109471512607107e-70,8.3828530940790574e-72,4.7464149725868902e-48,3.1936621371871902e-60,3.8462851292665101e-70,3.6506393831108874e-81,7.6657526638914515e-83,1.7460126082130272e-83,7.2342239134189266e-83,8.803252002909185e-82,1.6188169114638684e-88,1.3766377593731847e-92,2.7918404136211971e-35,6.2676651442835753e-58,5.511386064927789e-27,3.0943386129633529e-64,1.3609619149651499e-75,9.6379558906724004e-33,2.2719858748138325e-102,5.1688533064827401e-105,2.6586038397603978e-107,3.3687194975505916e-49,4.2964800255310052e-52,2.270495548377762e-103,1.7014434813591908e-110,4.0181348228372884e-111,3.4137778039454533e-117,1.9673448365711328e-47,2.2186257902405222e-88,1.2073547267901407e-41,2.9436599281627956e-39,5.4804939126253222e-50,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.9385359529330475e-49,6.3537666048499925e-51,6.3901032493710931e-53,1.652782659459937e-55,4.6219823422451539e-51,1.6092860283113474e-54,1.9315976794617269e-59,1.6718186815962524e-60,4.537948959228938e-54,5.8667051824460579e-60,3.4849064152121471e-63,6.7235838334780149e-69,9.7406013968930828e-76,2.9672392812351316e-76,3.4930504965467412e-81,3.4930488594377513e-81,3.7850922033047264e-83,6.6381746312714344e-64,7.7455982591797433e-115,4.2760718940985112e-122,2.6887867604747875e-129,2.0583717008135925e-135,1.0636213499892631e-144,4.8656149573466016e-149,1.3640147641492374e-149,1.9279413626253682e-74,9.2350859702935867e-145,1.2050945043123494e-154,2.6172882672540417e-159,1.4504973541443308e-164,7.2254249687459946e-164,2.9282184734330111e-94,8.4533517856625954e-105,1.1069185534456937e-69,1.9716979297600054e-75,8.8273363951253779e-85,1.0344340040061164e-63,1.3156712854868465e-66,2.3626577199037831e-88,2.463768263832185e-83,4.1011082803785725e-88,2.8755218368643608e-88,2.5063532125058717e-89,1.2268406735250494e-90
1.5e-14,0.0017125673744658781,1.9447570202889478e-22,1.9447570100067791e-22,1.8911697585439816e-22,1.8911696253158927e-22,2.0326025009802518e-30,7.0511484961427279e-23,4.1312492539219894e-29,2.7866799482983463e-29,3.3354079883237243e-23,1.6528470342700943e-28,2.7743656066467591e-29,2.6979187021774427e-29,2.1035836084096613e-37,8.5104245546762645e-43,2.7996832239870456e-23,1.3873709602247978e-28,8.0653064431327492e-38,7.3050273860371839e-24,5.1573963261070785e-30,3.2629642173084095e-43,1.0539392750916062e-37,6.4121233451773436e-51,1.4275210472639115e-55,3.1699494549550323e-31,7.8950054114313912e-53,4.2112850883518392e-44,2.4772787852953368e-51,4.2016402793776922e-51,1.8667983308125824e-24,1.6224054608360714e-37,4.1782906480428734e-37,3.2664219740720574e-31,6.0375081610269971e-66,4.8341788929732496e-49,1.3981985830539221e-50,2.0770635496225382e-54,4.0527568700634364e-38,1.12242740435009e-47,4.8207557538039612e-53,2.4674115741029436e-37,9.9823570237018828e-43,6.8136180752689614e-62,1.3618188326488541e-37,2.7532694464013042e-51,2.6466086704254704e-67,1.8005668252833472e-51,2.4650143860703052e-37,9.9726586009089025e-43,4.2005216405641342e-44,7.714543166689028e-48,2.6631506827358264e-31,1.0940590753068367e-61,3.6593602157451366e-63,5.5013347789328927e-70,3.9608947729116297e-40,1.6024509617584975e-45,3.1490121055951275e-53,6.9913020037732154e-58,3.6077846063119895e-73,2.3435579797064716e-76,5.7299464467071934e-85,2.925456846209172e-68,2.574642971844722e-69,9.1286043512609004e-47,6.1422367628907144e-59,1.4779781925032835e-68,2.7663569512066924e-79,9.8965547765462045e-81,4.4528639699545633e-81,2.1494297246414422e-80,1.3036330554255507e-79,4.194835921506073e-86,7.1479696407544667e-90,1.2351102075358775e-34,2.4589511098850805e-56,1.1562902197614329e-26,2.4545447039550581e-62,4.4218958574447511e-73,4.2638258323684992e-32,2.3562437297103955e-99,1.0670686011290997e-101,1.09795991249573e-103,6.4703538309556412e-48,1.6834258809470051e-50,2.8726751136872038e-100,4.3070931270443342e-107,1.0171647464565123e-107,7.2665875302667149e-114,8.7035299495658257e-47,9.5762827969434259e-86,1.1228622363528179e-40,2.7376587947457479e-38,4.5798642366615427e-49,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,7.5748378611013779e-48,1.1027180195062035e-49,1.1189809716167853e-51,5.9173414657231119e-54,8.8892915629392873e-50,1.4966462441371438e-53,3.7147624958589396e-58,3.2152681669365478e-59,4.2203636747515601e-53,1.1283185306349474e-58,6.7022962210753911e-62,2.6377825795334477e-67,7.7252510759711165e-74,2.3536364846877279e-74,5.5734346109232945e-79,5.5734293710957697e-79,6.0394552506972847e-81,1.276683918083957e-62,7.1507160491386395e-111,7.895690201700037e-118,9.9298369173169567e-125,1.5203558441963857e-130,1.5711438385011103e-139,1.4374674669910063e-143,4.029762263416702e-144,7.5636909557072741e-73,1.3642541310092005e-139,3.5603890998116769e-149,1.5465179757341714e-153,1.7141574018520643e-158,2.8330690751258891e-158,9.3723732467590591e-92,5.4195663696128589e-102,8.7804185155759467e-68,3.1461131771015317e-73,2.825455002505323e-82,8.1949620874762297e-62,2.0966659760413863e-64,5.0874955289353413e-86,9.6655729111033773e-82,3.201095229935249e-86,2.2584091017569132e-86,1.9823992979052948e-87,9.7313925182954643e-89
3.1e-14,0.0017125673744658781,3.9803899554450171e-22,3.9803899125871649e-22,3.8707113465919665e-22,3.8707107912743466e-22,8.4722389123006431e-30,1.4431790140403137e-22,1.7219760642908777e-28,1.1615364302265404e-28,6.8266409907825189e-23,6.8893220587239843e-28,1.1564035921408923e-28,1.124539193106649e-28,1.7754129724460349e-36,1.4469608594443676e-41,5.7301633093930004e-23,5.782776879895904e-28,6.8070758577051191e-37,1.4951401082585348e-23,2.1496910650766754e-29,5.5477638260733059e-42,8.8952176366023239e-37,2.1888967745298847e-49,9.7660978459676433e-54,1.3212877431866897e-30,1.3629999177432802e-51,7.1537105962135179e-43,8.5900742850172474e-50,1.4330279331092341e-49,3.8208304052834362e-24,1.3693017908881377e-36,3.5264504011120126e-36,1.361499070047201e-30,7.6954697380666488e-64,4.0800122263806477e-48,4.7645881175299576e-49,3.5313746429126842e-53,3.4205196226092975e-37,1.9083779001902344e-46,1.6456971948905227e-51,2.0824736581700205e-36,1.6972156540645505e-41,2.3259367708457441e-60,1.1493680575242299e-36,9.3989774968024107e-50,1.8106103335853381e-65,6.1466963635680528e-50,2.0804505881114137e-36,1.695566794350078e-41,7.1417922549667504e-43,1.3092568902637891e-46,1.1100474771608627e-30,7.3651431574231737e-60,4.9330813754161569e-61,1.4841686822318718e-67,3.3429748991204851e-39,2.7245231318688948e-44,1.0749737685639597e-51,4.7829598578269757e-56,7.5087341409712171e-71,3.2099112632639308e-74,1.5701906136372274e-82,3.7067076166173924e-66,6.5289193893337387e-67,1.5520700716455344e-45,1.044314546039635e-57,4.8475006763843093e-67,1.732941464332908e-77,9.5921747419719068e-79,8.4096870116412494e-79,5.1526593483912196e-78,1.5613183935684267e-77,8.1405398256903072e-84,2.7760889654641318e-87,5.1481538280135901e-34,8.3943084635963284e-55,2.3665312299937188e-26,1.6792718848950783e-60,1.1929594653324454e-70,1.7772318570999982e-31,1.8225048591793274e-96,1.6340641452314157e-98,3.3630233152113541e-100,1.0972342766407389e-46,5.7320881706579641e-49,3.1728091128009281e-97,9.5147357069335654e-104,2.2470039992549254e-104,1.2182768552945217e-110,3.6277794360167187e-46,3.1760434818744839e-83,9.4769339883541494e-40,2.3105793284179726e-37,3.2186420331651252e-48,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.2878935864843871e-46,1.570762627431965e-48,1.6006871196011302e-50,1.7048231099709202e-52,1.5113827691451879e-48,1.2631339354889053e-52,6.3152413281878216e-57,5.4664210858320678e-58,3.5619569239782757e-52,1.9183870915645804e-57,1.1395105252432227e-60,9.0045545531754662e-66,5.2833661559238389e-72,1.6101153743221076e-72,7.6333671380268807e-77,7.6333527777811675e-77,8.2717521371611191e-79,2.170613456463811e-61,1.8446027650187302e-107,4.074121883196666e-114,1.0248153548533165e-120,3.1382960543211602e-126,6.4856173169460221e-135,1.1867713345237148e-138,3.3269677009018519e-139,2.5820256720313699e-71,5.6322447105415543e-135,2.9396702886143463e-144,2.5537635386311025e-148,5.6611845549732762e-153,3.4928355252244873e-153,2.568667218476073e-89,2.9714388093778039e-99,6.0070080572245121e-66,4.3092269580819497e-71,7.7441167497849289e-80,5.59223371209739e-60,2.8645358225427383e-62,8.4306180348918451e-84,3.2993704814873371e-80,2.1223336574267292e-84,1.5152171130296235e-84,1.3485069904167313e-85,6.6572299522382995e-87
6.300000000000001e-14,0.0017125673744658781,8.0516540495565963e-22,8.0516538749086131e-22,7.8297927229287197e-22,7.8297904599807881e-22,3.4524823528294342e-29,2.9193074124630138e-22,7.0171430627625263e-28,4.7333227368418816e-28,1.3808999546465285e-22,2.8074106774930768e-27,4.7124060888096296e-28,4.582556917331603e-28,1.4530651878836329e-35,2.3738855692181559e-40,1.1591033489280754e-22,2.3564917252651262e-27,5.5711712989460678e-36,3.0244117591551285e-23,8.7600974759107101e-29,9.1016714093984105e-41,7.2802289585048119e-36,7.1903592476966535e-48,6.4200525908089685e-52,5.3843011866799105e-30,2.253263875129297e-50,1.1731128134347436e-41,2.8441559041456133e-48,4.7054483481290308e-48,7.7288950942505194e-24,1.1206892769934513e-35,2.8861741753847803e-35,5.5481637622758384e-30,8.8868920877641302e-62,3.3392232116669614e-47,1.559632298734157e-47,5.7932695015221843e-52,2.7995074976054757e-36,3.1308949262810475e-45,5.4062732409762956e-50,1.7043620336579934e-35,2.7844330247222399e-40,7.6404093611984589e-59,9.4068709338056983e-36,3.0876130319293288e-48,1.1902438273028373e-63,2.0192275259014156e-48,1.7027065106921237e-35,2.7817281892979751e-40,1.1716747551112779e-41,2.1401915462591526e-45,4.5235039975235375e-30,4.5920397984630764e-58,6.1550715402137771e-59,3.704714087840009e-65,2.7360197249266183e-38,4.4698596165801654e-43,3.5312089865203023e-50,3.1442313588175326e-54,1.2861582739885619e-68,4.2214963828529001e-72,4.1292805693369898e-80,4.2394842296328356e-64,1.4941077659789766e-64,2.5463440455688489e-44,1.7132974173609709e-56,1.4765646718783946e-65,9.6562694382502856e-76,7.5241708114652231e-77,1.2555751717786867e-76,1.0837815282895186e-75,1.6410714374297221e-75,1.278136296150308e-81,8.7227223101269319e-85,2.0979006598751812e-33,2.7576138119717035e-53,4.786764412009824e-26,1.1039809011403118e-58,2.9778382071113884e-68,7.2422774754649105e-31,1.1353519614030106e-93,1.9953432822692537e-95,8.2138059153673297e-97,1.7907952858930306e-45,1.873437926767644e-47,3.2043920535233715e-94,1.9219709892222289e-100,4.5389356901836086e-101,1.6623312495718608e-107,1.4783374074307621e-45,9.3349329586029618e-81,7.7563445517024184e-39,1.8910825608985578e-36,1.9690445104373898e-47,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.1129301367613132e-45,1.9437833400198251e-47,1.984957206987797e-49,4.2519098215828709e-51,2.4795962698299121e-47,1.0337521662243925e-51,1.0358569622056691e-55,8.9674052470899169e-57,2.9152293564855125e-51,3.1472929871448027e-56,1.869389105754312e-59,2.9579252619285712e-64,3.4709439203815558e-70,1.0583581454864229e-70,1.003786613461338e-74,1.0037828362613428e-74,1.0877667154851525e-76,3.5610051700158966e-60,4.1020176140133643e-104,1.8120578124187386e-110,9.1163069047488663e-117,5.5834237508486701e-122,2.3072144736385565e-130,8.4437285578989784e-134,2.3670970918160031e-134,8.4818892276664463e-70,2.0041022512394514e-130,2.0918478685982175e-139,3.634359559240502e-143,1.611330592857804e-147,8.5677350058424833e-148,6.7568258583400331e-87,1.5633753694537302e-96,3.9489778319482024e-64,5.6674570871188965e-69,2.0373108270967025e-77,3.6577312452814086e-58,3.7484511854846259e-60,1.2384700224207955e-81,1.0837273986365417e-78,1.3140294262861238e-82,9.5905617299623082e-83,8.765249418416482e-84,4.3759723710140078e-85
1.2700000000000001e-13,0.0017125673744658781,1.6194175132983777e-21,1.6194174428200965e-21,1.5747948276571101e-21,1.5747939144565455e-21,1.3932318929798437e-28,5.8715644875691244e-22,2.8317321096535849e-27,1.9101086655354214e-27,2.777328687453012e-22,1.1328965823376651e-26,1.9016678088267398e-27,1.8492677857918656e-27,1.1747492781513791e-34,3.8418207686416263e-39,2.3312413896677657e-22,9.5093380096294196e-27,4.5040896393507218e-35,6.0829427073491951e-23,3.5350870090910843e-28,1.4729867975218059e-39,5.8858694342636966e-35,2.3281588776242165e-46,4.1584416202197075e-50,2.1727943302198256e-29,3.6605667167332487e-49,1.8980837637444469e-40,9.2463282623041484e-47,1.5233548539606789e-46,1.5545026631636278e-23,9.0603706969587626e-35,2.3333544745706945e-34,2.2389196704175489e-29,9.2557808438249241e-60,2.6996166356280095e-46,5.0146892447000226e-46,9.3746475961978382e-51,2.2633379140933646e-35,5.0669666571263812e-44,1.7506749456610181e-48,1.3778920485827689e-34,4.5061702743376019e-39,2.4738051360225218e-57,7.6051183861479756e-35,9.9981299449163438e-47,7.7092977730222475e-62,6.5385831871529644e-47,1.3765539981225122e-34,4.5017937790829883e-39,1.8961737052715419e-40,3.4387205486648669e-44,1.8254385610563726e-29,2.6705832889590221e-56,7.1633478614936071e-57,8.625528289032244e-63,2.2119744703985562e-37,7.2338912807217749e-42,1.1433677496755221e-48,2.0366059419997007e-52,1.8394161390727507e-66,5.4692224370843866e-70,1.0692839226758145e-77,4.356356229217693e-62,3.0721164432369867e-62,4.120974452906145e-43,2.7727259963380692e-55,4.173214072366773e-64,4.6585743724949127e-74,4.7975250489678797e-75,1.46020753065396e-74,2.0045899356676984e-73,1.516721122418994e-73,1.6309840119908517e-79,2.2277885739765554e-82,8.4659777277219453e-33,8.9298031937264669e-52,9.626235636375059e-26,7.1515410233701905e-57,6.9333010736659693e-66,2.9225550359893904e-30,5.6991926961650799e-91,1.9262326624932941e-92,1.5860346531889664e-93,2.868437725711983e-44,6.0053383869208561e-46,3.0013867835683901e-91,3.6005592195714958e-97,8.5030991278395748e-98,1.8938966892260617e-104,5.9657403034775566e-45,2.5696432282279113e-78,6.2708185495350508e-38,1.5288974906462847e-35,1.0528161729686371e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.4195328184743052e-44,2.1045627139395946e-46,2.1513685730041369e-48,9.272389146791299e-50,4.0129644611596418e-46,8.356784563969937e-51,1.675679301900957e-54,1.4509939415326717e-55,2.356836912574791e-50,5.0934302380010277e-55,3.0250586797483448e-58,9.577420456239855e-63,2.2453237312038373e-68,6.8539513620937303e-69,1.3001825043882023e-72,1.3001727193911086e-72,1.4090444418907002e-74,5.7626757464011416e-59,8.7022523146971499e-101,7.6884835557437198e-107,7.7360099423071514e-113,9.4761045207562753e-118,7.8278852794177719e-126,5.7295497835179572e-129,1.6062119348251375e-129,2.746427254302422e-68,6.8026748485482285e-126,1.4198575826807905e-134,4.9333662727887199e-138,4.3745162994215369e-142,2.2989575309669133e-142,1.7506002659319285e-84,8.1011486370989513e-94,2.5579671056780963e-62,7.3430867787304493e-67,5.2796222735350933e-75,2.3456068963365402e-56,4.8083118998472364e-58,1.7041848163837599e-79,3.5084969641905879e-77,7.6239215786001088e-81,5.782184128714199e-81,5.552842035485551e-82,2.83403468770331e-83
