Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702),S(9711),S(9715),S(9934),S(9933),S(9877),S(9356),S(3622),S(10634),S(10654),S(11179),S(11193),S(12065),S(11559),S(10226),S(11013),S(13044),S(13047),S(14368),S(13836),C5H8(9850),S(15615),CHO(330),S(16928),S(16826),S(456),S(18023),CHO3(881),S(10202),S(18746),S(18747),S(18745),S(18626),S(19256),S(19255),S(18650),S(19434),S(18838),S(19740),S(19976),S(19862),S(20255),S(19528),S(19527),S(19431),S(19864),S(20911),S(19731)
0.0,0.0019734888751315642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0019734888751315642,1.2091683732476297e-23,1.2091683726135866e-23,1.1758994528458219e-23,1.1758994459701844e-23,1.1831750798770106e-32,3.8641268784639686e-24,2.1543210021377115e-31,1.4532911976121326e-31,1.8278039823022151e-24,7.6042207016380502e-31,1.4468549937968811e-31,1.4070463908458024e-31,1.209057777501596e-40,5.0300482264973921e-47,1.5343950095759348e-24,6.3835501128220407e-31,4.6400116230472511e-41,4.0065600059227649e-25,2.369259551426719e-32,1.9303860099860998e-47,6.0447898960764284e-41,4.5686802031560471e-56,1.2454624406695818e-61,1.6487392376687987e-33,3.7603511869946162e-57,2.5279777545007192e-48,1.4381729310984061e-56,2.6604573216732194e-56,1.0198305360432767e-25,7.171251427178415e-41,2.1151229375795576e-40,1.7001784754767343e-33,6.8157087303232421e-73,2.4455119201036463e-52,8.6582202151896426e-56,1.0799407098167491e-58,2.030453030414979e-41,6.4959685114517823e-52,3.3627762259174149e-58,1.2437879662438475e-40,5.1745363897172442e-47,4.2764523440894887e-67,6.0200834054539485e-41,1.7145291220267102e-56,1.7791343066669625e-73,9.7913684797517586e-57,1.2425675376094844e-40,5.1694590259492466e-47,2.4894893718488803e-48,3.9409946153746466e-52,1.2202989571441869e-33,7.8591859960011003e-68,3.2590166080266518e-70,5.2925553829709602e-78,1.98863092508228e-43,8.2733097172889367e-50,1.958059497339573e-58,5.3231253510283288e-64,5.2920057634169191e-81,1.6852985024332495e-83,5.0287674569488971e-93,2.8995817197754245e-75,3.1735068853325399e-77,5.3470934344530617e-51,3.1691770431146825e-63,8.2756097882737335e-74,1.7170126737212826e-85,1.0392025095232111e-87,6.0710430654736864e-89,3.0841663737830944e-88,1.5027415014558418e-86,4.7577857294500861e-94,1.0101106921648869e-98,5.6124531090532745e-37,1.7103345146223414e-61,7.1259397325158287e-28,2.0734779254802178e-68,4.2239603417958725e-81,1.945501549311293e-34,4.0858031558417424e-109,2.326439019842781e-112,2.9802459240990786e-115,3.3080484347376794e-52,1.0431959959212189e-55,-1.6295472994506441e-110,-2.6463424993764853e-118,-7.0993910659203588e-119,-6.9174500153366774e-125,3.9068860528321623e-49,2.6656444402762002e-94,4.9461794136112237e-44,1.3717020852167269e-41,2.4769825497049396e-52,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,4.3842506275853701e-52,7.0248698140375929e-54,6.6590168334018538e-56,4.2626782789355801e-59,4.5255333849925288e-54,6.4077614998316316e-57,1.6340979618170995e-62,1.4148393639860504e-63,1.7995238807947588e-56,5.6796066588873484e-63,3.34202047007709e-66,1.3903821364355246e-72,5.0065822149073653e-80,1.5146921600743424e-80,3.8627786782746467e-86,3.8627782318162301e-86,4.7871825667048441e-88,5.5708366519429548e-67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9496316801869106e-78,0.0,0.0,0.0,0.0,0.0,9.0156488384461528e-100,6.3919470476012959e-111,6.3986331187169124e-74,2.4713770166201455e-80,2.3870413717632475e-90,5.3677756249173732e-68,1.6974836570737191e-71,1.1362263606780589e-93,4.3442005688363834e-87,1.5852806583440032e-92,1.1051374241881223e-92,9.5853201838589703e-94,5.3367858260287905e-95,2.7212809135168542e-100,1.9545090163818593e-100,3.77522364237504e-97,3.6706765861517404e-107,3.6712634331339939e-107,2.3601614557519158e-110,5.832808325720584e-119,2.3605387892871507e-110,1.9864845013145104e-119,2.6765684088198494e-108,2.6765556372538969e-108,6.4140654197723673e-111,1.318624073567658e-116,1.3681109043628722e-117,3.141057592832766e-118
3.0000000000000002e-15,0.0019734888751315642,3.9729817510142241e-23,3.9729817468476539e-23,3.8636695830342101e-23,3.8636695378514528e-23,7.7751504807762807e-32,1.2696416904533758e-23,1.4156966469644935e-30,9.5501992485524755e-31,6.0056391488956437e-24,4.9970583816809782e-30,9.5079041921607105e-31,9.2463048003500115e-31,1.1399685979523003e-39,6.1797728346366711e-46,5.0415815033885863e-24,4.1949035788611451e-30,4.3748675112208171e-40,1.3164410745665154e-24,1.556941954520254e-31,2.3716168436429677e-46,5.6993730459070236e-40,6.9182826072281846e-55,2.2418311507747658e-60,1.0834571385532333e-32,4.8425499973943468e-56,3.0953232668558077e-47,2.2629740787918903e-55,4.0176654393397609e-55,3.3508717816417843e-25,6.7614647481461858e-40,1.9942584051659513e-39,1.1172600630512891e-32,1.4196310937112396e-71,2.3057679255256484e-51,1.3110474866039094e-54,1.3267831847481898e-57,1.9144271327828098e-40,7.9807605906132958e-51,5.092203663678151e-57,1.1727140600213884e-39,6.3572862652942881e-46,6.4757654435073832e-66,5.6760779029311424e-40,2.5962864414340319e-55,3.2024395654809778e-72,1.4826926961825984e-55,1.1715633731440535e-39,6.351048370983415e-46,3.058514899887873e-47,4.8415456008192661e-51,8.0191074527161532e-33,1.4602687331098394e-66,6.9864785907305858e-69,1.2858011297277786e-76,1.8749946334106455e-42,1.0164350912706507e-48,2.9650595906921308e-57,9.5816203745307521e-63,1.2781375314387508e-79,3.5150490908805737e-82,1.192532614239988e-91,6.0387271523258039e-74,7.5159254591802727e-76,6.5692859676007063e-50,3.8935597763027482e-62,1.2519362791215875e-72,3.0855392024471151e-84,2.1484191898495835e-86,1.4241983242023425e-87,7.2958856384896573e-87,3.1255235520162589e-85,1.1195450393699497e-92,2.6654743116787687e-97,3.6881834739565266e-36,2.5899349823363601e-60,2.3413737185117043e-27,3.7322600963743063e-67,1.02619112080134e-79,1.2784723169397444e-33,1.1948301151918595e-107,7.4671444710124371e-111,1.0417159781041301e-113,4.0638754245063363e-51,1.5796027036076639e-54,6.7495458652482105e-109,1.0204989361908002e-116,2.7377110117301035e-117,2.6784509221765874e-123,2.567382180512328e-48,6.9382714012252425e-93,4.6635405258079856e-43,1.2933191049569576e-40,2.3157431518259692e-51,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.3863647492108745e-51,8.5734234832339107e-53,8.2535726566439369e-55,6.5013193951046376e-58,5.5599409566269897e-53,6.0415989753719671e-56,2.0076000263416835e-61,1.7382289875735465e-62,1.6966935850596494e-55,6.9778012027242143e-62,4.1059079731739806e-65,2.1054345803323994e-71,9.0117865583343205e-79,2.7264423255357132e-79,8.0566415528232115e-85,8.0566404940805026e-85,9.9846838081095087e-87,6.8441677538233117e-66,8.6730146482034316e-120,1.0377874755635795e-127,1.6158687533995299e-135,2.6836528278823529e-142,3.4128267618785366e-152,3.3861821645762527e-157,1.0869750305730642e-157,5.9808684007165156e-77,2.5979731401126972e-152,8.262053475770449e-163,4.453145601281489e-168,5.3517408489552542e-174,2.7436891959811088e-170,2.1379946040377996e-98,1.698430093776523e-109,1.1517535516046093e-72,5.1545847662280654e-79,5.660696581474324e-89,9.661509939515682e-67,3.5403121640407256e-70,2.6327901554916837e-92,6.5783505799647531e-86,2.8516719326577638e-91,1.988467885740333e-91,1.7251629000992407e-92,9.6061884097908437e-94,5.6755995443606366e-99,4.0762856805173429e-99,6.7953943757812795e-96,7.6520484313266453e-106,7.6532711201145422e-106,5.5944247304044609e-109,1.549215953446233e-117,5.5953187112003177e-109,5.2761776072023237e-118,5.5825500596911274e-107,5.5825197728903813e-107,1.520963568597031e-109,3.4305591847591353e-115,3.6217995502895933e-116,8.3458164616457916e-117
7e-15,0.0019734888751315642,8.8096548858874819e-23,8.8096548632430667e-23,8.5672670290650943e-23,8.5672667835066496e-23,4.2256251052254991e-31,2.8152924557292472e-23,7.6940031064709198e-30,5.1903255015881353e-30,1.3316835892296719e-23,2.7157892866565707e-29,5.1673390481761703e-30,5.0251654621716164e-30,1.8412195847754528e-38,3.1258110739215634e-44,1.1179145475949485e-23,2.2798361395591766e-29,7.0660651469454723e-39,2.919064539472446e-24,8.4616397692696649e-31,1.1995953474453797e-44,9.2053467958782476e-39,1.1425496556748072e-52,1.2481182063335e-57,5.8883513695527933e-32,2.7698860743650541e-54,1.5537497275357297e-45,4.2600798896884994e-53,6.5808747777225901e-53,7.4301940815865093e-25,1.0920776956654371e-38,3.2210240875801429e-38,6.0720628024172313e-32,2.6545613319187638e-68,3.724157803315272e-50,2.1638653792751951e-52,6.7109867232208695e-56,3.0920897215456601e-39,4.03677565799432e-49,8.409814075426532e-55,1.8941063287585041e-38,3.2155962102447279e-44,1.0694658228889266e-63,9.1677149209665731e-39,4.287778851504147e-53,1.7829237139603529e-69,2.4486749301903444e-53,1.8922478391926307e-38,3.2124410554469781e-44,1.5470357844066618e-45,2.4474178057749194e-49,4.3582106430502497e-32,9.212442047780342e-64,1.5287119738158039e-65,9.9316177292440044e-73,3.0283968875160695e-41,5.1412642917054697e-47,4.8967761777134059e-55,5.3344766901887851e-60,8.639695026808061e-76,6.7590672322883128e-79,8.06803936502806e-88,1.1263219041930319e-70,4.9316563415719713e-72,3.3228349774658305e-48,1.969413275258018e-60,2.0377973120823315e-70,1.6626437939900726e-81,3.472029707112994e-83,7.9029810833907945e-84,4.6628730351335592e-83,5.6790700509435066e-82,6.3590375824982161e-89,5.4005365204316025e-93,2.0044475483013652e-35,4.2772986075960005e-58,5.1917000312011645e-27,2.0779193077677863e-64,7.9263848000568496e-76,6.9482145251540293e-33,8.7230752319002304e-103,1.9790386638055159e-105,1.0140868374123486e-107,2.0537550118821577e-49,2.606409855419753e-52,9.6103239079643936e-104,6.2427767656962205e-111,1.6747612904017376e-111,1.4002498832563775e-117,1.3953161077931155e-47,1.0896659983990722e-88,7.5323234066627004e-42,2.0889062410528835e-39,3.4736325525123259e-50,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.7244965656594382e-49,4.0242399044010594e-51,4.0165626671278727e-53,1.0349603166013257e-55,2.8122952874554467e-51,9.7580277592297734e-55,1.0154354217602907e-59,8.7920692605780353e-61,2.7404118888981716e-54,3.5294615375516134e-60,2.0768079883472411e-63,3.4771148073643926e-69,5.0166638356648933e-76,1.517900411041757e-76,1.5491812519179583e-81,1.5491805356012917e-81,1.9199273642260204e-83,3.4618573817469741e-64,3.1893266184765703e-115,1.526512153530511e-122,9.50732661233455e-130,6.3159522625947939e-136,3.2126965828732398e-145,1.275045663766984e-149,4.0929367973074292e-150,9.8774006205146329e-75,2.4457226216344151e-145,3.1110968136104602e-155,6.707335427134047e-160,3.2243203440313562e-165,1.7662059908356815e-164,1.4465251251411889e-94,4.1024169671224834e-105,6.4123013275772587e-70,9.9117792191205035e-76,3.8299821247129123e-85,5.3741634176867901e-64,6.8015551394750779e-67,1.1610967113065982e-88,1.0863956405322733e-83,1.5696053192716319e-88,1.0993581731925617e-88,9.5854000723261516e-90,5.3479483475762427e-91,1.0905081095201725e-95,7.827859414198121e-96,3.783227908783632e-93,1.455796041561829e-102,1.4560259984030148e-102,3.7447342224317109e-105,3.7006972310112366e-113,3.7453257670881869e-105,1.2603472034882303e-113,1.0734509088787927e-103,1.0734304178354202e-103,1.027688084015231e-105,5.3435926559540677e-111,7.9573397465581538e-112,2.013176401937155e-112
1.5e-14,0.0019734888751315642,1.848300024406288e-22,1.8483000143884007e-22,1.7974460991139029e-22,1.7974459904788622e-22,1.8694164318580944e-30,5.9065940216377159e-23,3.4038266732559022e-29,2.2961998718442378e-29,2.7939180542703291e-23,1.2014627463572442e-28,2.2860306577109323e-29,2.2231330606912755e-29,1.7123652220609401e-37,6.0117487914630115e-43,2.3454232526623901e-23,1.0085974783420719e-28,6.5715604014656287e-38,6.1243101011969946e-24,3.7434284874368076e-30,2.3071345351436658e-43,8.5611390784174327e-38,4.4824298503967713e-51,9.9004105023352059e-56,2.605004702568701e-31,5.4986844687930157e-53,2.9827139828908553e-44,1.7250094391764942e-51,2.5770280779667255e-51,1.5588839077974341e-24,1.0156508382098123e-37,2.9956049580107515e-37,2.6862785571882914e-31,4.0776842152455781e-66,3.4635267718064214e-49,8.4817209117281147e-51,1.2906806300484403e-54,2.8757012177571685e-38,7.7637740769944211e-48,3.2993652637102691e-53,1.7615477654711423e-37,6.1844188688354984e-43,4.1956948768046982e-62,8.5261309676190237e-38,1.6821903453344043e-51,1.4142585770216669e-67,9.6066994590527974e-52,1.7598193996380328e-37,6.1783508426639632e-43,2.9753480497017754e-44,4.7027033617268191e-48,1.9280724406052053e-31,7.4186302037991637e-62,2.4762425815474511e-63,3.2270000631798883e-70,2.8164607643336224e-40,9.8879924625708772e-46,1.9210945208164574e-53,4.2314514930659044e-58,2.3913047291212269e-73,1.0784928190755891e-76,2.5821785950729069e-85,1.724405026089438e-68,1.5147801109857714e-69,6.3906857031185809e-47,3.787692033055278e-59,7.8307691060083407e-69,1.2601281127489506e-79,4.4833843905011278e-81,2.0162048353413487e-81,1.3855170857541162e-80,8.4103566597223336e-80,1.6481690052250562e-86,2.8047416231015676e-90,8.8676760132687745e-35,1.6780839693171907e-56,1.0892226455727325e-26,1.6482830703526888e-62,2.5754618171379335e-73,3.0738867337164724e-32,9.0485668004730418e-100,4.0865450931398021e-102,4.1890144611777743e-104,3.9447071865052995e-48,1.0212376150798835e-50,1.215965627048344e-100,1.5803815433698756e-107,4.2397194267624435e-108,2.9810314050471665e-114,6.1728762964834293e-47,4.7038124222329985e-86,7.0052004417245298e-41,1.9427218933165608e-38,2.9030086917673976e-49,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.2399217378711844e-48,6.9846992749856548e-50,7.0339880760086313e-52,3.705664812552227e-54,5.4087860888431683e-50,9.0750467915571414e-54,1.9528450145099315e-58,1.6909082909760899e-59,2.5486267003150977e-53,6.7880654850068446e-59,3.9942001937654472e-62,1.3641375570701328e-67,3.9787177576275689e-74,1.2040164654639622e-74,2.4718529572187333e-79,2.4718506645207906e-79,3.0634332297407645e-81,6.6580145766769767e-63,2.9447287645589784e-111,2.8190131475233089e-118,3.5115264594665852e-125,4.6656489645724271e-131,4.7462767113527148e-140,3.76738903214805e-144,1.209343947173314e-144,3.8751049179990287e-73,3.6133772913514897e-140,9.1926712126951428e-150,3.9637455736886456e-154,3.8108712087464742e-159,6.777650916385615e-159,4.6299296256556518e-92,2.6301329771345683e-102,5.0864362983210108e-68,1.5815601637887931e-73,1.2259015697493977e-82,4.257532759229493e-62,1.083909509458529e-64,2.5004340962275864e-86,4.262047379681981e-82,1.2252311819128953e-86,8.6348576495579772e-87,7.5817309909574469e-88,4.2419072645819732e-89,1.7381399609616685e-93,1.2467062500730897e-93,3.000911047461366e-91,2.2887705497273981e-100,2.2891263659260318e-100,1.1810465848567851e-102,2.3368294970053993e-110,1.1812302189271614e-102,7.9585252119580434e-111,1.7127924447398232e-101,1.7127268603357771e-101,3.2832845888003778e-103,2.2928271776948874e-108,4.532198147096426e-109,1.2883095032577036e-109
3.1e-14,0.0019734888751315642,3.7829687314129923e-22,3.7829686896567087e-22,3.6788845195336214e-22,3.6788840667240418e-22,7.7920512815085683e-30,1.208919729487917e-22,1.4187738020744748e-28,9.5709586231751785e-29,5.7183674499284852e-23,5.0078854676727211e-28,9.5285715151023277e-29,9.266403390843423e-29,1.4452276209721215e-36,1.0221311375326505e-41,4.8004243051302536e-23,4.2039928431403391e-28,5.5463652230655023e-37,1.253479575230189e-23,1.5603252077920374e-29,3.9226432191504357e-42,7.2255773692124875e-37,1.5301613477890522e-49,6.7731713548426139e-54,1.0858095992266583e-30,9.4930064586080042e-52,5.0668150674754398e-43,5.9815689775933359e-50,8.7894520891057117e-50,3.1906130656670039e-24,8.5720450491014924e-37,2.5282726930002382e-36,1.1196858848829953e-30,5.1979996264604676e-64,2.9231946639596223e-48,2.8903105461825244e-49,2.1943876181196384e-53,2.4270867951740356e-37,1.3200154965057156e-46,1.1263288790988124e-51,1.4867324342369325e-36,1.0514854919996922e-41,1.4322696232789866e-60,7.1960143968488842e-37,5.7425856899105154e-50,9.6753090120178937e-66,3.2794964914835881e-50,1.4852738029208508e-36,1.050453845645616e-41,5.0587383763862994e-43,7.981165630018631e-47,8.0365410676568794e-31,4.9945106097802396e-60,3.3383757486913104e-61,8.7064887213192122e-68,2.3770797862951504e-39,1.6811796075903768e-44,6.5580176605830799e-52,2.8948652249407184e-56,4.9776313555864805e-71,1.4771865284669702e-74,7.0760182365961018e-83,2.1851949671724812e-66,3.8417583645965015e-67,1.0865617503990405e-45,6.4399109407116259e-58,2.5685373634793358e-67,7.8964514702504808e-78,4.3467360879364549e-79,3.8098825278287077e-79,3.3217212592529418e-78,1.0073745733334339e-77,3.1993680979348098e-84,1.0896013670108744e-87,3.6962013524481391e-34,5.7286031682687247e-55,2.2292774524902399e-26,1.1276696411610397e-60,6.9486614240242621e-71,1.2812466053549275e-31,7.0009628332181099e-97,6.2600661439041836e-99,1.2835154417523842e-100,6.6894733290590888e-47,3.4773738786059141e-49,1.3430976375396864e-97,3.4914294012957449e-104,9.3665252882166737e-105,4.9988627098011254e-111,2.5729602372742207e-46,1.5601817204513349e-83,5.912375139546151e-40,1.6396539730169917e-37,2.0404008908682353e-48,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,8.9090512474447462e-47,9.9503808424323495e-49,1.0063106178608522e-50,1.067738148397701e-52,9.1961735094079314e-49,7.6591555937782097e-53,3.3199292829508684e-57,2.8748008623542933e-58,2.151023937656175e-52,1.1541194771494156e-57,6.7908868862749952e-61,4.6567542403053237e-66,2.721095786746501e-72,8.2367271014976752e-73,3.3854824799619662e-77,3.3854761965361988e-77,4.1957807482067173e-79,1.1319976747156863e-61,7.596448455331126e-108,1.4546315206547206e-114,3.6241946670506466e-121,9.6310311402780514e-127,1.9593220452735039e-135,3.1104762731893144e-139,9.9847315280663017e-140,1.3228540093142268e-71,1.4918034709361865e-135,7.5902326871051834e-145,6.545527541124091e-149,1.2586183578850384e-153,7.8971333847112923e-154,1.268928846086456e-89,1.4420641366826143e-99,3.4798208072673123e-66,2.1662621718129734e-71,3.3600007104262589e-80,2.90537542955889e-60,1.4808937781394027e-62,4.143873653616151e-84,1.4548781484852386e-80,8.1243881479465679e-85,5.794094433326538e-85,5.1576119198399974e-86,2.9017107007380382e-87,2.3755145516508191e-91,1.7012641821799249e-91,2.0529532090401043e-89,3.0455417851518922e-98,3.0460007602295506e-98,3.1449527520682536e-100,1.2437350197222651e-107,3.1454268565324443e-100,4.2357603449419056e-108,2.3458903735691468e-99,2.3457106353589365e-99,8.9655475210925305e-101,7.5511979588496048e-106,2.0296093551915392e-106,7.0377696272388816e-107
6.300000000000001e-14,0.0019734888751315642,7.652304686913455e-22,7.6523045167544092e-22,7.441759872393301e-22,7.4417580271707571e-22,3.1753023947572581e-29,2.445440440704104e-22,5.7815781920344687e-28,3.9002166818517216e-28,1.1567188104632707e-22,2.0407243847171931e-27,3.8829436581903329e-28,3.7761087088100189e-28,1.1828303198108353e-35,1.6769112845762199e-40,9.7103609802933869e-23,1.713136454862532e-27,4.5393625479343053e-36,2.5355745165175256e-23,6.3584035770612305e-29,6.4355025634538825e-41,5.9137238792562807e-36,5.0264707510848681e-48,4.4525642692163352e-52,4.4247201453198126e-30,1.5693548364744465e-50,8.3089755826488645e-42,1.9804904629327471e-48,2.8861058434527103e-48,6.4540720157153643e-24,7.0156991531108546e-36,2.0692318268881646e-35,4.5627672955922477e-30,6.0037848805439559e-62,2.3924485345638577e-47,9.4612684699795562e-48,3.5999325525094803e-52,1.9864373720368975e-36,2.1656246742156148e-45,3.7000988351961485e-50,1.2167912962423329e-35,1.7250589744153909e-40,4.7048419013916117e-59,5.8895017801936167e-36,1.8864732302417625e-48,6.3602956827982713e-64,1.0773369818404717e-48,1.2155976602826752e-35,1.7233666266998268e-40,8.2993292093577312e-42,1.3046746217070787e-45,3.274934411912834e-30,3.1143550202300983e-58,4.1658218964861677e-59,2.1735271866306125e-65,1.9454960411121394e-38,2.7581505475355305e-43,2.1542631842771464e-50,1.9030347841741571e-54,8.527776050918864e-69,1.9427201532540322e-72,1.860855560944655e-80,2.4998020184676731e-64,8.793488828269227e-65,1.7826258388655027e-44,1.0565307621465088e-56,7.8248668957707865e-66,4.4025642216670826e-76,3.4106723091356789e-77,5.6926984895885213e-77,6.9876792069764499e-76,1.0589698651469563e-75,5.024856404713029e-82,3.4246932467396222e-85,1.5062221350115978e-33,1.8819032861122631e-53,4.5091851731996453e-26,7.4134860003644318e-59,1.7347109551753029e-68,5.221127091856766e-31,4.3628037843525701e-94,7.647250922622462e-96,3.1361261756029373e-97,1.0918174743508628e-45,1.136551674619656e-47,1.3566250759492112e-94,7.0534875648123837e-101,1.8922531385234877e-101,6.8226263640619429e-108,1.048493818174162e-45,4.5858984132737875e-81,4.8389517546268589e-39,1.3419669670561735e-36,1.2484122418657543e-47,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.4616273091506705e-45,1.2315033384397732e-47,1.2480607772321645e-49,2.6633465697669759e-51,1.508737672856991e-47,6.2683243969942717e-52,5.4455653840231367e-56,4.7160145324739426e-57,1.7604746023907826e-51,1.8934426204436028e-56,1.1140681219335536e-59,1.5297205723415764e-64,1.7876639995067053e-70,5.4142663225167014e-71,4.4520005619292409e-75,4.4519840341641503e-75,5.5177279014611445e-77,1.8571159561684108e-60,1.6893175858057624e-104,6.4698925831621478e-111,3.2239704465970245e-117,1.7135062298212046e-122,6.9704265987147399e-131,2.2131507632363516e-134,7.1042913637458797e-135,4.3455754923602917e-70,5.3083089973682558e-131,5.4012348634294136e-140,9.3153742368240797e-144,3.5824475943292726e-148,1.9083235966230356e-148,3.3379619015877294e-87,7.587352882190551e-97,2.2876201170138583e-64,2.8490523634852552e-69,8.8394514057122223e-78,1.9003799703783281e-58,1.9379080640401859e-60,6.0877533380270642e-82,4.7788658116968506e-79,5.0313853973989124e-83,3.6682982080970051e-83,3.3527043333531778e-84,1.9071459167954155e-85,3.1106546071380711e-89,2.2209905476335282e-89,1.3495036201932586e-87,3.7893924628157832e-96,3.7899305960904929e-96,7.8282266204925102e-98,6.1809736071562282e-105,7.8293390390398634e-98,2.1050220779177644e-105,3.0849996616481566e-97,3.0845269012082307e-97,2.341280406629813e-98,2.1982084415504046e-103,7.7920290306473794e-104,3.6760226605015961e-104
