Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796)
0.00013172996455096256,0.0019867202897709815,1.2534737748615022e-10,5.2201391973438992e-11,9.5962710581034834e-11,8.6291400838367391e-11,2.7261159346161295e-08,5.3727778804063626e-08,7.9169186419252595e-10,9.6246229659403824e-10,2.7194633423622732e-10,1.1845742985953198e-09,3.8466379056991061e-10,7.8511390343094014e-10,2.7536558536384958e-11,1.177654782043136e-10,1.2106458096227619e-10,6.3690218793049759e-10,7.0443336638147408e-12,4.1310875027319258e-10,7.654596426210002e-09,2.8462072473107779e-11,3.7656296721629694e-12,3.3661742934256856e-14,1.6524431353174282e-09,2.1156079080688209e-08,5.2917431848927747e-20,1.7936464325123953e-10,1.5646447268133325e-09,7.1076292781410136e-08,6.6333449906947435e-11,2.0150970788165684e-09,3.0069028731791991e-12,1.3907746076160517e-08,1.3698856684291145e-17,5.3397889924602031e-09,1.6169622650276948e-08,2.6135595883837487e-10,3.2817960716960184e-10,1.529989398652082e-13,1.2166581023574534e-08,2.2560014438065355e-11,1.1857841649668673e-10,3.8056837656732556e-12,1.0850831906157174e-09,5.6540194524295489e-13,3.5312951161178297e-11,1.2298980516374392e-09,1.4826834225789618e-11,6.4600483109132952e-11,2.6332655933294003e-08,5.3825292571716438e-16,4.5481275467059468e-10,2.9430079966916489e-17,2.380076102631448e-09,2.4604112025197689e-11,7.2290215287825115e-12,3.4685403400696998e-11,4.1098904502280081e-14,2.014189347126252e-09,7.1202623045795659e-18,2.3222865678130627e-10,2.7485203789362378e-14,1.4731204647786471e-17,5.8802412589950998e-09,9.0908428663504475e-12,3.7672439197779818e-09,4.5855049146252806e-17,6.187393864200319e-18,1.5531422205498066e-13,9.3883056084721283e-13,2.0067676181500861e-10,2.9367135705740907e-17,1.8930102869472881e-15,9.5285116468816942e-11,8.752616376749841e-10,8.5782853764334013e-15,2.4682557232041939e-14,3.2560039784138732e-10,2.2442156989030082e-09,1.6861779898792879e-08,5.3463776698175985e-17,2.108553762022125e-17,6.2888670212395897e-10,2.0057398463621921e-16,3.1824117016508462e-09,5.3408015947954847e-15,8.7723526590759277e-15,9.2401415942091771e-13,2.6892445326162957e-20,1.4376359874558805e-15,8.7376316392480115e-13,3.3239985794125516e-11,3.9973870805356125e-10,1.9169005569896264e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910894878356404,0.00010000052500912418,0.10888995737807095,2.2044992278993571e-13,2.6849081352399746e-18,6.179754121865412e-20,8.5227373939544378e-13,1.8116051378289413e-11,1.3312896519113074e-13
0.00013350489868625887,0.0019867202964619283,1.3286942371339472e-10,5.5364423177433186e-11,1.0183286239910526e-10,9.1509099865630687e-11,2.8893273489913137e-08,5.69178894718422e-08,8.3950551824005944e-10,1.020130458085741e-09,2.8872478931744716e-10,1.2576576497220974e-09,4.0793715560048368e-10,8.330517504886472e-10,2.9217661819704758e-11,1.2495484612590429e-10,1.2848842153310061e-10,6.75956527834602e-10,7.4704531122490562e-12,4.3727355309449216e-10,8.1022347037328418e-09,3.0183729206080165e-11,3.9930486808327731e-12,3.5697924663670961e-14,1.7507222630026088e-09,2.2446800463417117e-08,5.6147944668375308e-20,1.9052429768252453e-10,1.6585349561240521e-09,7.5459888975507179e-08,7.044224147700073e-11,2.1374670057867446e-09,3.1912819623243764e-12,1.4754239208574198e-08,1.4513596897683979e-17,5.6541674231834846e-09,1.7148956891617598e-08,2.7674318396197667e-10,3.4791708091995636e-10,1.6220062534081824e-13,1.2888870929767491e-08,2.3951530577313861e-11,1.2589217068426119e-10,4.0297387416889535e-12,1.1506017351758192e-09,6.0027490073056984e-13,3.7391908845002977e-11,1.3052336883277073e-09,1.5735817345748853e-11,6.856081485307077e-11,2.7945084283251163e-08,5.7093917780380761e-16,4.8294729879744818e-10,3.1196102030441534e-17,2.5197488819494195e-09,2.604798051826601e-11,7.6761280865094408e-12,3.6830591689681031e-11,4.3640748019691604e-14,2.1367571650081846e-09,7.5381089542865769e-18,2.4673556643940755e-10,2.9202155545646361e-14,1.5627630631730921e-17,6.2431700246669201e-09,9.9059891955621334e-12,3.9387014875399077e-09,4.7942033519445157e-17,6.8530986866323469e-18,1.7230607497925867e-13,1.0415415077655119e-12,2.2263637047048713e-10,3.2580715601622728e-17,2.1001114501459825e-15,1.0583805261585271e-10,9.3278418901706625e-10,9.3474617521816504e-15,2.6195802161838588e-14,3.6072637552387192e-10,2.3833737724345913e-09,1.7896932440214656e-08,5.9384951452501641e-17,2.3420785171972673e-17,7.0534695954329213e-10,2.1268486761739727e-16,3.3775479297135418e-09,6.0088255485563682e-15,9.8696959538623444e-15,1.0411407762119307e-12,3.0301290405655391e-20,1.6198698998273257e-15,9.8967056172670758e-13,3.5200515951967902e-11,4.2359301417630908e-10,2.1597427656883777e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910833629372967,0.00010000055725675955,0.10888994808539652,2.3360515761327926e-13,3.0250452744578781e-18,6.9626352418906677e-20,9.6505986976638672e-13,1.918367958011018e-11,1.5002240613060958e-13
0.00013527983282155519,0.0019867203035444795,1.4087986419306197e-10,5.8734361315429756e-11,1.0809036794806159e-10,9.7067772987506388e-11,3.06248078094852e-08,6.0295693961979855e-08,8.9043960506260638e-10,1.0815362578597507e-09,3.0661493636317375e-10,1.3355831307843591e-09,4.3273032668940278e-10,8.8414652234304761e-10,3.1009456369527927e-11,1.3261757890826834e-10,1.3640081410778844e-10,7.1758087042894398e-10,7.9243927795637319e-12,4.6290206363065654e-10,8.5769674893544643e-09,3.2017784845324015e-11,4.2353092803676401e-12,3.786703913501746e-14,1.85526897288236e-09,2.3817065576978258e-08,5.959116203538274e-20,2.0243035336588769e-10,1.7584675946092041e-09,8.011682630886386e-08,7.4824463986386841e-11,2.2677699563472512e-09,3.3877941288877739e-12,1.5652721507131855e-08,1.5380295778923633e-17,5.9876504799255415e-09,1.8187264977557086e-08,2.9306548001083718e-10,3.6893685160457436e-10,1.7200012090567927e-13,1.365443936605876e-08,2.543521597811269e-11,1.336903447440441e-10,4.2674088097037305e-12,1.2203375620687967e-09,6.3745761573181013e-13,3.9597189115924869e-11,1.3852173647640054e-09,1.6704602446713227e-11,7.2781688363132985e-11,2.9656942277115283e-08,6.0574442117499703e-16,5.1295144858227532e-10,3.3075778401382239e-17,2.667945401622953e-09,2.7579962811696594e-11,8.1529402876227204e-12,3.9118300969623393e-11,4.635146528774688e-14,2.2672887707584287e-09,7.9814553210303449e-18,2.6209749523467141e-10,3.1020302289924147e-14,1.6582301487127503e-17,6.6282271421034645e-09,1.0804126828871468e-11,4.1137651257967086e-09,5.0072910480862428e-17,7.5824738842359486e-18,1.909567367730682e-13,1.1542794853194801e-12,2.467403414333082e-10,3.6108102529488544e-17,2.3274306011228058e-15,1.1743636837339037e-10,9.9390168813997886e-10,1.0194948068418163e-14,2.7809427856759873e-14,3.9951603169334209e-10,2.5307595707995933e-09,1.8996170200373272e-08,6.5892681012928274e-17,2.5987363623375112e-17,7.9022990787744088e-10,2.2557530107901323e-16,3.5844891023023158e-09,6.7591273810874995e-15,1.1102188442258913e-14,1.1727197670134118e-12,3.4130756393913653e-20,1.8245901572984455e-15,1.1202474909460798e-12,3.728165662149231e-11,4.4898656338345113e-10,2.4325822562262669e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910768595599982,0.00010000059135326679,0.10888993821899655,2.476092527810188e-13,3.4071981314523659e-18,7.8422223913346188e-20,1.0921135596991314e-12,2.0316856906656858e-11,1.69070328287887e-13
0.0001370547669568515,0.0019867203110431053,1.4941306879208907e-10,6.232585203979172e-11,1.1476273254989571e-10,1.0299149474669237e-10,3.2462301328400209e-08,6.38729894483558e-08,9.4471432525339589e-10,1.1469425001079749e-09,3.2569586145685814e-10,1.4186952081670561e-09,4.5915080901449826e-10,9.3862226486217627e-10,3.2919797581858443e-11,1.4078726926965902e-10,1.4483637291155716e-10,7.6195729903001006e-10,8.4081203852477061e-12,4.9009100237702273e-10,9.0805838867039287e-09,3.3972189216079109e-11,4.4934587781196756e-12,4.017848850620062e-14,1.9665203224629288e-09,2.5272146112122807e-08,6.3262178699327259e-20,2.1513621141853112e-10,1.8648663683536551e-09,8.506542744335036e-08,7.9499620540369226e-11,2.4065650031765294e-09,3.5972989921678681e-12,1.6606626135330005e-08,1.6302576564988427e-17,6.3415042761606587e-09,1.9288352722415544e-08,3.1038481619598303e-10,3.9132933857914761e-10,1.8243958024287412e-13,1.4466079562968551e-08,2.7017627058316409e-11,1.4200739721270027e-10,4.5195962408234656e-12,1.2945862335248688e-09,6.7711439154945586e-13,4.193716285641016e-11,1.4701571072998159e-09,1.7737426138103576e-11,7.7281561194569818e-11,3.1474813749309948e-08,6.4281798983067458e-16,5.4495852638079584e-10,3.5077079129682923e-17,2.8252351832070232e-09,2.9205946267662761e-11,8.6615763913778646e-12,4.155869406790723e-11,4.9243098288865229e-14,2.4063464214644396e-09,8.4520051918681669e-18,2.7836655755435756e-10,3.2945811970882441e-14,1.759932940224621e-17,7.0368542613109284e-09,1.1794650992633687e-11,4.2921631028359097e-09,5.2244372435522738e-17,8.3806671104101721e-18,2.1140467351790041e-13,1.2778814818250309e-12,2.7316774530816964e-10,3.9975501769623912e-17,2.576655396717799e-15,1.3016926206317445e-10,1.0588496787451264e-09,1.1129609473958206e-14,2.9530931277625476e-14,4.4232889071428414e-10,2.6868828874808781e-09,2.0163757791028115e-08,7.3037013902023586e-17,2.8805011572991528e-17,8.8436461153856017e-10,2.392999187075176e-16,3.8039971588459667e-09,7.6019213212451539e-15,1.248660697339986e-14,1.3205296454363949e-12,3.8432605030117439e-20,2.0545639706149179e-15,1.2673036775536398e-12,3.9491619063341131e-11,4.7602750175935887e-10,2.7391191930226826e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910699525347583,0.00010000062740670134,0.10888992774075036,2.625218481731244e-13,3.8365493443157474e-18,8.830444257325408e-20,1.2351969924277224e-12,2.1520034454416417e-11,1.9055375305781144e-13
0.0001388297010921478,0.001986720318983964,1.5850589778604415e-10,6.6154604141075919e-11,1.2187944142030125e-10,1.0930607822944188e-10,3.4412756574727187e-08,6.7662387334985015e-08,1.0025657981604937e-09,1.2166310527709555e-09,3.4605233083637307e-10,1.5073630893117596e-09,4.8731392252499336e-10,9.9671918704505252e-10,3.4957107653817462e-11,1.4949993384196733e-10,1.5383220347916977e-10,8.0928100251858891e-10,8.9237467141118526e-12,5.1894397480866454e-10,9.6150003266896927e-09,3.6055470152669648e-11,4.768620191423184e-12,4.2642358539851748e-14,2.0849453945662085e-09,2.6817688747633279e-08,6.7177178585180646e-20,2.2869909986565314e-10,1.9781859511084362e-09,9.0325326139170373e-08,8.4488613463000949e-11,2.5544520304834971e-09,3.8207180438798397e-12,1.7619630088918544e-08,1.728432798514139e-17,6.7170841433359081e-09,2.0456293273507612e-08,3.2876752840508111e-10,4.1519154446519501e-10,1.9356422617334916e-13,1.5326780919859316e-08,2.8705791295669481e-11,1.5088026245365977e-10,4.7872668851111007e-12,1.3736648808037977e-09,7.1942133457678829e-13,4.4420790804621327e-11,1.5603828549689108e-09,1.8838830031569558e-11,8.2080219726414213e-11,3.3405750362904842e-08,6.823201189460831e-16,5.7911143775771424e-10,3.7208556373704994e-17,2.9922284591613103e-09,3.0932239088151181e-11,9.2043069573371593e-12,4.4162664529884338e-11,5.2328554837681567e-14,2.5545334148916252e-09,8.951584145055447e-18,2.9559833145131987e-10,3.498526247601432e-14,1.868312672524626e-17,7.4705949437083868e-09,1.2888105381922175e-11,4.4735872824308509e-09,5.4452668666702565e-17,9.2531235269748542e-18,2.337969545658496e-13,1.4132364899366666e-12,3.0210878870278878e-10,4.4210748250495286e-17,2.8495783516633183e-15,1.4413174333547215e-10,1.1278814921191805e-09,1.2161394776203601e-14,3.1368430829737338e-14,4.8955664625428349e-10,2.8522884132389163e-09,2.1404264302171979e-08,8.0871259336158785e-17,3.1894753601945907e-17,9.8865021840308444e-10,2.5391734115219454e-16,4.0368875187550198e-09,8.5487228650309242e-15,1.4041863833082644e-14,1.4865721086900447e-12,4.3265093573749191e-20,2.3129058075750801e-15,1.4328718139107323e-12,4.183923186967923e-11,5.0483187689514593e-10,3.0835194516758275e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910626149007006,0.00010000066553204318,0.10888991660982443,2.7840694111989026e-13,4.3189338497768732e-18,9.9407308987271248e-20,1.3962899799490003e-12,2.279799705194371e-11,2.1479149897835166e-13
0.00014060463522744412,0.001986720327395035,1.681978702860708e-10,7.0237461377734478e-11,1.2947208949486952e-10,1.1603919105142177e-10,3.6483673012791596e-08,7.1677372972341321e-08,1.0642471275629584e-09,1.2909041423151687e-09,3.6777516061156e-10,1.6019823331753767e-09,5.1734333222242331e-10,1.0586947278959561e-09,3.713041301550873e-11,1.5879417325879069e-10,1.6342806677936953e-10,8.5976113879856333e-10,9.4735353300074883e-12,5.4957196760900526e-10,1.0182269750797183e-08,3.8276772745624676e-11,5.061997315704415e-12,4.5269465020567896e-14,2.2110475691692471e-09,2.8459742075983718e-08,7.1353506728422328e-20,2.431803197287634e-10,2.0989141170607435e-09,9.5917560917198421e-08,8.981383485978461e-11,2.7120745505033724e-09,4.0590387247645251e-12,1.8695671753998807e-08,1.8329723094680813e-17,7.1158407976922409e-09,2.1695446628342133e-08,3.4828462102421779e-10,4.4062750523064604e-10,2.0542256048627198e-13,1.6239743343064222e-08,3.0507237906490684e-11,1.6034851190761146e-10,5.0714545664638761e-12,1.4579137047514048e-09,7.6456712517763693e-13,4.7057664332389494e-11,1.6562480337801077e-09,2.0013680850587121e-11,8.7198866780436466e-11,3.545730515816893e-08,7.2442269718653266e-16,6.1556329441161763e-10,3.947938489266222e-17,3.1695790719516465e-09,3.2765600283225091e-11,9.7835647504102657e-12,4.6941884144828407e-11,5.5621664894990273e-14,2.7124969113265235e-09,9.4821482230300102e-18,3.1385210306242167e-10,3.7145670559526098e-14,1.9838426602345792e-17,7.9311020895922807e-09,1.4096330441292649e-11,4.6576921683834958e-09,5.6693593705996263e-17,1.020558702201656e-17,2.5828939268230911e-13,1.5612863537704692e-12,3.3376499722942465e-10,4.8843333329288504e-17,3.148098546474896e-15,1.5942476964623957e-10,1.2012698429570917e-09,1.3301476352078896e-14,3.3330721720200848e-14,5.4162567231251334e-10,3.0275583286631765e-09,2.2722585231458342e-08,8.9452063801858855e-17,3.5278930474815957e-17,1.1040604355275706e-09,2.6949045339802262e-16,4.2840329798932199e-09,9.6125220694335204e-15,1.5789291243170514e-14,1.673101020669572e-12,4.8693818326428192e-20,2.6031224871951904e-15,1.6192356181624533e-12,4.4333990138169406e-11,5.3552418636536651e-10,3.470475259161606e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910548177768738,0.00010000070585169097,0.10888990478247862,2.9533318886666952e-13,4.8609238189574691e-18,1.1188209239640457e-19,1.5776174313670562e-12,2.4155889781935661e-11,2.4214541306605676e-13
0.00014237956936274043,0.001986720336306252,1.7853134120557074e-10,7.4592477964481466e-11,1.3757451737849354e-10,1.2322047704119383e-10,3.8683082630333732e-08,7.5932369542784241e-08,1.1300295201568438e-09,1.3700857146216497e-09,3.9096160373688417e-10,1.7029765359257433e-09,5.4937160581426021e-10,1.1248246740706743e-09,3.9449383544265407e-11,1.6871133986659924e-10,1.73666551130932e-10,9.1362173924516118e-10,1.0059912791631508e-11,5.8209387636666481e-10,1.0784591377985178e-08,4.0645900617616519e-11,5.3748800437002953e-12,4.8071402571632092e-14,2.3453669264814606e-09,3.0204785236212011e-08,7.5809744635360365e-20,2.5864550165160619e-10,2.2275740110094415e-09,1.0186467453158341e-07,9.5499261223394225e-11,2.8801226714023829e-09,4.3133186947189135e-12,1.9838969589920583e-08,1.9443239196667161e-17,7.5393268475016611e-09,2.3010480471118805e-08,3.6901208541968216e-10,4.6774876378815853e-10,2.1806658473367733e-13,1.7208392558113159e-08,3.2430029968685439e-11,1.7045452294141674e-10,5.3732657201269802e-12,1.5476975589666593e-09,8.1275382280638339e-13,4.9858048475087915e-11,1.7581312310029973e-09,2.1267191493767506e-11,9.2660213394722439e-11,3.7637568222990407e-08,7.6931005946503197e-16,6.5447806590786263e-10,4.1899404747393682e-17,3.3579875467244081e-09,3.4713271433454005e-11,1.0401955105826208e-11,4.9908852679950853e-11,5.9137239498077422e-14,2.8809309051032145e-09,1.004579312465924e-17,3.3319112746379882e-10,3.9434522715612288e-14,2.1070304710733827e-17,8.4201458601185791e-09,1.54326311490733e-11,4.8440943067615419e-09,5.8962480057276501e-17,1.1244099189814689e-17,2.8504662937337817e-13,1.7230262846841654e-12,3.6834932770678034e-10,5.3904421211596979e-17,3.474222667205077e-15,1.761553513210486e-10,1.2793085867131208e-09,1.4562408463104371e-14,3.5427336387339546e-14,5.9899969097726247e-10,3.2133150897419205e-09,2.4123965811022129e-08,9.8839470006417018e-17,3.8981222389125738e-17,1.2316480912774538e-09,2.8608669740882586e-16,4.5463678798960978e-09,1.0807978866223606e-14,1.7752965159566779e-14,1.8826552348132912e-12,5.4792669906124542e-20,2.9291642481350603e-15,1.8289614786265609e-12,4.6986108556245202e-11,5.6823795592275635e-10,3.9052738503224284e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910465302260199,0.00010000074849599269,0.10888989221185981,3.1337422742641131e-13,5.4699248210922591e-18,1.2589924405893871e-19,1.7816803399286806e-12,2.559924651296063e-11,2.7302632499395952e-13
0.00014415450349803674,0.001986720345749647,1.895516872726908e-10,7.9238997971686621e-11,1.4622295374355095e-10,1.308816839449448e-10,4.1019587866024065e-08,8.0442806498483348e-08,1.2002034598134116e-09,1.4545228660963556e-09,4.1571575520495897e-10,1.8107990959795934e-09,5.8354080054255788e-10,1.1954043312989084e-09,4.1924373667505053e-11,1.7929571351359227e-10,1.8459325247828131e-10,9.7110265713732265e-10,1.0685479403814416e-11,6.1663706731481977e-10,1.1424321103047726e-08,4.3173359363255666e-11,5.7086499498331113e-12,5.1060596030934428e-14,2.488482790854913e-09,3.2059758398363955e-08,8.0565789273129025e-20,2.751648747931224e-10,2.3647265438975769e-09,1.0819081973385044e-07,1.0157055251247742e-10,3.0593362269918753e-09,4.5846903106026469e-12,2.1054042033006678e-08,2.0629678931175615e-17,7.9892036606937802e-09,2.4406392447772443e-08,3.9103123605664291e-10,4.9667486872093133e-10,2.315520327398923e-13,1.823639648497715e-08,3.4482798065651496e-11,1.8124365569667551e-10,5.6938842871078126e-12,1.6434076212900103e-09,8.6419770928064889e-13,5.2832927346277996e-11,1.8664379779161837e-09,2.2604943124103027e-11,9.8488575067752967e-11,3.9955204663606614e-08,8.1717982292087202e-16,6.9603126213954727e-10,4.4479166359040311e-17,3.5582043499608195e-09,3.6783010374702982e-11,1.1062266784413972e-11,5.3076949968042617e-11,6.2891132479928077e-14,3.0605793557615119e-09,1.0644763953866727e-17,3.5368290744850805e-10,4.1859808172917674e-14,2.2384202158986414e-17,8.9396221376683985e-09,1.6911967542967562e-11,5.0323721156514073e-09,6.1254196124423703e-17,1.2374996502465848e-17,3.1424215860589497e-13,1.8995050046580327e-12,4.060862004745752e-10,5.9426853680359296e-17,3.8300652942621827e-15,1.9443661990059247e-10,1.3623146608045811e-09,1.5958307024838239e-14,3.7668610796934451e-14,6.6218261202429038e-10,3.4102244264523406e-09,2.5614025851263369e-08,1.0909695522607381e-16,4.3026664099459923e-17,1.3725497680640824e-09,3.0377838109631468e-16,4.8248925440768622e-09,1.2151645285278216e-14,1.9960067658901143e-14,2.1180958807171922e-12,6.1644918434270976e-20,3.295482763894082e-15,2.0649342410490974e-12,4.9806578839270034e-11,6.0311634945125795e-10,4.3938755322826453e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910377191096226,0.00010000079360381666,0.10888987884778285,3.3260900794440599e-13,6.1542851644732417e-18,1.4165091391066085e-19,2.0112908369091637e-12,2.7134020820925135e-11,3.0790084046255106e-13
0.00014592943763333305,0.001986720355759509,2.013075022955258e-10,8.4197738788456918e-11,1.5545616434952399e-10,1.3905679730537708e-10,4.3502402007449831e-08,8.522519284136441e-08,1.2750799388763143e-09,1.5445873466796372e-09,4.4214897613088334e-10,1.9259350612986078e-09,6.2000308014860051e-10,1.2707497509363907e-09,4.4566465402160825e-11,1.9059468562185329e-10,1.9625696331325458e-10,1.0324605615822921e-09,1.1353020521212023e-11,6.5333797483311798e-10,1.2103982558461436e-08,4.587040222078052e-11,6.0647861457678603e-12,5.4250354466554783e-14,2.6410164209642451e-09,3.4032095199569053e-08,8.5642935781751804e-20,2.9281354822557836e-10,2.5109729175315002e-09,1.1492187165717819e-07,1.0805515586666868e-10,3.2505080736519826e-09,4.8743653188405762e-12,2.234572868841315e-08,2.1894192577143494e-17,8.4672486000248903e-09,2.5888533968185983e-08,4.1442906460494397e-10,5.2753389879559777e-10,2.4593861513328689e-13,1.9327682743476893e-08,3.667477548666123e-11,1.9276443811145765e-10,6.0345768705876382e-12,1.7454631566453824e-09,9.1913017101762542e-13,5.5994051984399379e-11,1.9816026469099079e-09,2.403290831939645e-11,1.0470997262665743e-10,4.2419494998748667e-08,8.6824376756160165e-16,7.4041064757625878e-10,4.722997799765794e-17,3.7710333409913854e-09,3.8983126876416683e-11,1.1767483332046702e-11,5.646049041287697e-11,6.6900305053266879e-14,3.2522394838349244e-09,1.1281465545221486e-17,3.753994913268761e-10,4.4430054140413785e-14,2.3785949591540574e-17,9.4915615565576579e-09,1.8551171103950958e-11,5.2220662204921944e-09,6.3563150293058884e-17,1.3604904272731681e-17,3.4605828269507687e-13,2.0918244796481767e-12,4.4721144428704825e-10,6.5445142031556e-17,4.2178483644276988e-15,2.1438785464704827e-10,1.450630231791973e-09,1.7505053776326606e-14,4.006575719576908e-14,7.3172155648794327e-10,3.6189985710565198e-09,2.7198786185665574e-08,1.2029144617856077e-16,4.7441650783040658e-17,1.5279904760274005e-09,3.2264300417555289e-16,5.1206780375348108e-09,1.3662219019026014e-14,2.2441302596161437e-14,2.382648752548286e-12,6.9344447205283565e-20,3.7070970944124773e-15,2.3303977291504342e-12,5.2807231799174139e-11,6.4031281165241243e-10,4.9430024078475175e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910283489337721,0.00010000084132316656,0.10888986463649716,3.5312215111320804e-13,6.9234201669475917e-18,1.5935381085311984e-19,2.2696118924824383e-12,2.8766619437714545e-11,3.4729909681845261e-13
0.00014770437176862936,0.001986720366372553,2.138508016826016e-10,8.9490878673428838e-11,1.6531560775487232e-10,1.4778218053347599e-10,4.6141392140091694e-08,9.0297195441819397e-08,1.354991746650329e-09,1.6406771345473654e-09,4.7038033702837686e-10,2.0489030603220551e-09,6.5892136230439345e-10,1.3511990118524904e-09,4.7387513336478516e-11,2.0265895156623309e-10,2.0870987028650681e-10,1.0979699771537234e-09,1.2065518410603591e-11,6.923427356471982e-10,1.2826278857212144e-08,4.8749078000726243e-11,6.4448714078571812e-12,5.765492786167937e-14,2.8036338482554403e-09,3.6129757192510841e-08,9.1063963918799818e-20,3.1167180458472555e-10,2.6669572790904996e-09,1.2208554701584444e-07,1.1498241391464534e-10,3.454487556056438e-09,5.1836397638551486e-12,2.3719212851839257e-08,2.3242301583387525e-17,8.9753626212437326e-09,2.7462635595235922e-08,4.3929861180916392e-10,5.6046301329578443e-10,2.6129027591596374e-13,2.0486457335076112e-08,3.9015835023886544e-11,2.0506875933546608e-10,6.3966981510883263e-12,1.8543133722042338e-09,9.7779862129536293e-13,5.9353990601405939e-11,2.1040904665458515e-09,2.555747528712726e-11,1.113522377326934e-10,4.5040378051219407e-08,9.2272876199352185e-16,7.8781698771516823e-10,5.0163955712126576e-17,3.9973354181626392e-09,4.1322520331893063e-11,1.2520794951962372e-11,6.0074779955764422e-11,7.1182893310874642e-14,3.4567652324496552e-09,1.1958473371851205e-17,3.9841779047585636e-10,4.715436339065108e-14,2.5281792505865916e-17,1.0078139124962389e-08,2.0369190162578324e-11,5.4126803727400777e-09,6.5883302112639868e-17,1.4940728162108763e-17,3.8068599685815405e-13,2.3011392217458961e-12,4.919721488683623e-10,7.1995445497104193e-17,4.6398997633800224e-15,2.3613446346187619e-10,1.5446250703073876e-09,1.9220527834411071e-14,4.2630943845020075e-14,8.0821007477128184e-10,3.84039972950172e-09,2.8884696769392798e-08,1.3249330831623734e-16,5.2253933817061749e-17,1.6992883288557218e-09,3.427636010858497e-16,5.4348712333103712e-09,1.5360831454296169e-14,2.5231370705691729e-14,2.6799524781027996e-12,7.79971545955796e-20,4.1696686311834428e-15,2.6290006117153277e-12,5.6000804340045122e-11,6.799917436075541e-10,5.5602391865966982e-21,0.88130563799999995,0.0,0.0,0.0,0.0098910183816855648,0.00010000089181184232,0.10888984952043938,3.7500431971593338e-13,7.7879533569982187e-18,1.7925245272686799e-19,2.5602022662238298e-12,3.0503938284744405e-11,3.9182360950527111e-13
