Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796)
4.300989746797812e-07,0.0019867201773437555,3.3965224744068219e-13,2.4573465775258637e-13,2.30670482957899e-13,2.3222618874444858e-13,5.5628759561302488e-13,2.9512920006016903e-13,1.010031957999408e-12,1.0281822588228563e-12,1.5757861220258223e-14,6.5651965506019406e-14,7.6224473810795725e-13,6.8488233297202044e-13,2.0728917948817265e-14,8.6036228604943415e-14,9.7391714985956814e-15,4.8782927760201846e-14,1.1267908441748108e-14,1.1095977320100935e-14,1.1358573324942299e-13,4.4183415936375911e-14,4.7622215423948965e-15,5.223172179425998e-17,5.4813305659734776e-14,4.8868486107441939e-14,3.8660024395240988e-23,1.34794378374786e-14,2.5318148468590069e-14,2.4554967800787616e-14,4.2943436851464256e-15,2.3784785208689392e-15,2.2692913963022631e-16,4.254609141227654e-14,4.5440543544497249e-22,5.8706534193652883e-16,1.1819832540890839e-15,2.8704379410560374e-17,4.1793062455688022e-14,1.9397126630586666e-17,5.2245013891740943e-15,8.5346698026696758e-16,4.2226427358384738e-15,3.7632688985531733e-19,1.8578454466946906e-15,1.9828345434428695e-17,2.8770111619453656e-18,2.507106725323296e-16,8.3577599112353404e-16,3.4804326634843351e-15,5.921946627676787e-15,6.3530538008752063e-22,6.8839237796299794e-15,4.7621946192996788e-22,2.879688451885409e-16,2.9625922909849986e-18,7.421088806030833e-17,3.2925242187483383e-16,3.8973738669483541e-19,2.687892712706269e-16,8.6149068763747231e-25,5.306111910469673e-20,6.2768934089193588e-24,1.9658464237240942e-24,2.3295423037877378e-18,2.1764205663302e-16,1.6243883667723865e-18,1.9772116776432958e-26,1.4542711217318013e-32,7.3681149710364068e-29,4.4538126377991292e-28,9.0260817207143524e-26,5.0353979073842311e-32,8.977383721714193e-31,1.6395305999780259e-27,2.7017828404147382e-17,2.0350718506999381e-19,8.827992837400762e-18,1.4464881781092033e-17,8.2462505241867803e-19,4.8063952120804118e-15,9.1991284710972746e-34,3.6280131282704696e-34,4.6569890002049622e-29,3.4341278661362665e-22,2.3149863323285936e-17,5.0022069226565788e-30,3.2551482947736537e-30,6.5032556321193353e-30,1.8928083620594434e-37,2.14426913199462e-27,2.1960248188551396e-32,1.0190331344414319e-16,4.0663143718425688e-14,2.8845078213090435e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899972486186,9.9999999992647379e-05,0.10889010999546325,2.2300489980192896e-17,4.0396689064712254e-27,9.2979570672529108e-29,1.6872117160919691e-23,1.4216589893198498e-17,1.6538887118652917e-26
4.68831046288433e-07,0.0019867201773434546,3.5103815999298074e-13,2.5145173221607692e-13,2.3598934894389257e-13,2.4109444388470632e-13,6.285134844587376e-13,3.4425991764800134e-13,1.1061807569832462e-12,1.1336946239321284e-12,1.832042216203039e-14,7.6569937357563752e-14,8.3149897690792506e-13,7.4883564324566103e-13,2.3021604212125219e-14,9.5880605681160757e-14,1.1153964931172378e-14,5.6066239348401387e-14,1.2585041762635729e-14,1.2131403039583389e-14,1.2872743649419064e-13,4.9529354383304833e-14,5.2201023588221014e-15,5.8554718070265686e-17,6.8455615383431491e-14,5.767649186372794e-14,4.3083554626857465e-23,1.5876614453365056e-14,3.1355158278425799e-14,3.2139498571172042e-14,5.0217372074837443e-15,2.9836288851130455e-15,2.6108330845818156e-16,4.9568724329161155e-14,5.675009923426777e-22,8.1165105845686934e-16,1.6171405572863922e-15,3.9689307606183506e-17,5.0054875708891391e-14,2.324151040986266e-17,6.9162821159514539e-15,1.0196777608235219e-15,5.068435896711425e-15,5.2486301328719084e-19,2.3037705161347897e-15,2.3828612343828917e-17,4.0854296617363921e-18,3.2407419235108687e-16,9.8117455351274426e-16,4.1008934996783889e-15,7.605003165967667e-15,7.9694548354082492e-22,8.6248112786266314e-15,5.8977212788168923e-22,3.9435639560899679e-16,4.0589771672232033e-18,9.5599741022962393e-17,4.2705840817039394e-16,5.0555707660200398e-19,3.7929798320530751e-16,1.1797608426537018e-24,8.3361381752450142e-20,9.8617492632086092e-24,2.7740751040047809e-24,3.5671686064396135e-18,2.6110142394155893e-16,2.4752963832287428e-18,3.0129406305417427e-26,2.5919887177090439e-32,1.1192136154541265e-28,6.7653235041183767e-28,1.3538305574636967e-25,6.8896907649369983e-32,1.3636858569357592e-30,2.6861066128625219e-27,3.4061114003757228e-17,2.4435796807031788e-19,9.2216531632576554e-18,1.911438564043754e-17,1.2444889944386725e-18,6.0443254110568482e-15,1.5071308622469287e-33,5.9439253433194061e-34,8.2917625575280013e-29,4.2583999268630007e-22,3.1067765791759452e-17,9.1274978575806033e-30,6.2641292393098661e-30,1.2957677428793984e-29,3.7713855712967475e-37,2.7928521267930412e-27,4.7964588502672897e-32,1.243249337342083e-16,4.915024422396457e-14,3.2080234232352944e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899969841097,9.9999999991984403e-05,0.10889010999495841,2.6969565875014921e-17,4.4927915260160345e-27,1.034089270404442e-28,2.0553761034246358e-23,1.8653884540760909e-17,2.6381100540660043e-26
5.075631178970848e-07,0.0019867201773431566,3.6223297088474819e-13,2.5700507174171827e-13,2.4122369268594338e-13,2.4985120703726176e-13,7.0337884989316377e-13,3.9714602773287152e-13,1.2011885234523907e-12,1.2381011082814217e-12,2.1075436797875854e-14,8.8331708704317429e-14,8.990376906669304e-13,8.1177502506726745e-13,2.528050089982851e-14,1.0558195930329709e-13,1.2654036628146938e-14,6.3802109950156236e-14,1.3876883063223056e-14,1.3204389040458909e-14,1.4453463401522885e-13,5.4776250650754422e-14,5.67255176674217e-15,6.4760633456794232e-17,8.361543199997269e-14,6.7243211994726599e-14,4.7442817859370498e-23,1.8389016347238823e-14,3.8028932185629459e-14,4.099578917875849e-14,5.7924907621547328e-15,3.6845340358793401e-15,2.9737951866443255e-16,5.7103277699637633e-14,6.9317677507663568e-22,1.0888696178394223e-15,2.1503813783855794e-15,5.3249514690563286e-17,5.8975633683943429e-14,2.739335950827995e-17,8.9342575459985107e-15,1.2021340187934356e-15,5.9997245553533619e-15,7.094638326978834e-19,2.8129552707966291e-15,2.8236643163375998e-17,5.6069751901310198e-18,4.1078430306678173e-16,1.1375968435138456e-15,4.7696471258377516e-15,9.585058535617704e-15,9.8416253656639409e-22,1.0601550701987374e-14,7.1530196594184949e-22,5.2460448400441155e-16,5.4016667671962895e-18,1.2048403619464977e-16,5.4143834542348418e-16,6.4101240410420316e-19,5.2069790071439948e-16,1.5694124468330305e-24,1.255110067031056e-19,1.4848688158937766e-23,3.8082331505000765e-24,5.2840225641271566e-18,3.0806623654586695e-16,3.630979168478295e-18,4.4196429269260365e-26,4.395020062859869e-32,1.6557962191822612e-28,1.0008811245741635e-27,1.9777424609612855e-25,9.2237719533908429e-32,2.0175055489196318e-30,4.2442840531766727e-27,4.2229229489692889e-17,2.8852233960157316e-19,9.6246536055274406e-18,2.4648148083493863e-17,1.809789708867191e-18,7.4821732114781582e-15,2.3814014453366239e-33,9.3919370185215678e-34,1.4090377725171071e-28,5.1996050686029195e-22,4.0803512040026609e-17,1.5818004017817017e-29,1.1371122830181305e-29,2.4276149175641945e-29,7.0656463658470577e-37,3.5549467695057008e-27,9.7142631174635804e-32,1.4912244083485187e-16,5.8373523344716298e-14,3.5384611393559748e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899967164107,9.9999999991320587e-05,0.10889010999444761,3.2045020939244881e-17,4.9556088351453013e-27,1.1406142250621639e-28,2.4630654927620947e-23,2.3883808235528184e-17,4.0544434846796073e-26
5.850272611143884e-07,0.0019867201773425707,3.8415177763392225e-13,2.6766411495997213e-13,2.5147392329377806e-13,2.6704690199429296e-13,8.6089907796014374e-13,5.1404660772273205e-13,1.3878408773709468e-12,1.4436064522662704e-12,2.7144492518168865e-14,1.1430742548179497e-13,1.0291513328487017e-12,9.347233725662228e-13,2.9697532147416329e-14,1.2455548799911323e-13,1.5902045433161395e-14,8.0589454797167798e-14,1.637969673085979e-14,1.5464128270624574e-14,1.7816917322888829e-13,6.4948481617500279e-14,6.5614376318657223e-15,7.6792248050221867e-17,1.1833383211123891e-13,8.8690171819974677e-14,5.5968494714027163e-23,2.373674381929977e-14,5.3237116733732823e-14,6.2746185480218782e-14,7.4580709991161026e-15,5.4005561560068408e-15,3.7619944734867442e-16,7.3723312510061353e-14,9.8099438973810616e-22,1.8229710240725168e-15,3.5500778568549937e-15,8.9161173692865863e-17,7.8705058412453924e-14,3.6577969891484334e-17,1.4049566611636119e-14,1.6151094321816049e-15,8.1158149957751264e-15,1.202501318407797e-18,4.0353629982053261e-15,3.8262500712569543e-17,9.7364949205385309e-18,6.2884936577524464e-16,1.4826160197532831e-15,6.2481723491671525e-15,1.4534412047963576e-14,1.4425254471218428e-21,1.527575362004996e-14,1.001359165521478e-21,8.6597233592403816e-16,8.9220284029027627e-18,1.8114743353310717e-16,8.2203500185211017e-16,9.7333824995969805e-19,9.1604051468957268e-16,2.5906522540392758e-24,2.5769102343251571e-19,3.0488280584324119e-23,6.6996546984220666e-24,1.0709762480556544e-17,4.1204212916641763e-16,7.1426732003001877e-18,8.6940933734948086e-26,1.1222852719648055e-31,3.4230714308849003e-28,2.0691483182473084e-27,3.9928279865740784e-25,1.5764102781648237e-31,4.1709455809507834e-30,9.837099682911748e-27,6.2267977133630556e-17,3.8634768898867239e-19,1.0458469448365081e-17,3.863376889049644e-17,3.5070946470735531e-18,1.1016807833646313e-14,5.5194520413009912e-33,2.1768013701125568e-33,3.7186832797671554e-28,7.4591722172122999e-22,6.6753601872998295e-17,4.2232843350956074e-29,3.3105088750408685e-29,7.5467872707734997e-29,2.1965004585657668e-36,5.4571756199194294e-27,3.5143216492361154e-31,2.0596244691269323e-16,7.8933801971021701e-14,4.2222169534855378e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899961712513,9.999999998999023e-05,0.10889010999340831,4.3362747324498153e-17,5.9132883230251424e-27,1.3610397839391076e-28,3.4006338439346084e-23,3.6908536687860509e-17,8.7861948565978715e-26
6.62491404331692e-07,0.001986720177341999,4.0560052419997211e-13,2.7780125772097977e-13,2.6149339325638155e-13,2.8384598249071351e-13,1.0285940442818443e-12,6.455561121799843e-13,1.5701075263290281e-12,1.6447267715449534e-12,3.3929040271572046e-14,1.4342321639129269e-13,1.1529349385472761e-12,1.0539425641572609e-12,3.398121255989269e-14,1.4295675543623371e-13,1.9467484074211761e-14,9.9061966869514898e-14,1.8768630268680994e-14,1.7877318387733657e-14,2.1453483891478923e-13,7.4661709896610036e-14,7.4294355055074769e-15,8.8281025576173579e-17,1.5866119248911516e-13,1.1328240300717365e-13,6.4237028332642726e-23,2.948151087498779e-14,7.0845387895498693e-14,9.023976219936563e-14,9.2800104550108246e-15,7.5792405408072149e-15,4.6299700520535092e-16,9.2436107558998395e-14,1.3153106318135135e-21,2.8320864076085923e-15,5.4576790396007892e-15,1.3853029826032216e-16,1.0080693614561412e-13,4.6869599700631313e-17,2.0767023421261769e-14,2.0907778742532623e-15,1.056334261951945e-14,1.8861455754460172e-18,5.5529732356968184e-15,4.9870922202658891e-17,1.5554363252925279e-17,9.1399761243992065e-16,1.8690254283494947e-15,7.9081995602918835e-15,2.0963821957066453e-14,2.0244696886594193e-21,2.0928887435240982e-14,1.3325606354802883e-21,1.3303548831246247e-15,1.371273560615292e-17,2.5690427456978579e-16,1.1746869533530605e-15,1.3910373780913882e-18,1.4950946405081828e-15,3.9799041881163228e-24,4.7612495756933217e-19,5.6334560297738698e-23,1.0934689357757535e-23,1.983238216800916e-17,5.2864821519617033e-16,1.2769815214055498e-17,1.5543478013077548e-25,2.5255527358984476e-31,6.6263419414543194e-28,4.0054336029569869e-27,7.5713023299084554e-25,2.5701578548531875e-31,8.0742007630598783e-30,2.0829634199047447e-26,8.7785326397477123e-17,4.9611250398799094e-19,1.1329054276325609e-17,5.6939069241181989e-17,6.1939285031259844e-18,1.5526703847741248e-14,1.1687215324069182e-32,4.609290511252029e-33,8.7271264433029995e-28,1.0264410117739125e-21,1.0312820029195693e-16,9.8089490361187916e-29,8.2153569440571589e-29,1.9828286458084178e-28,5.7710165621466557e-36,7.9271355555093575e-27,1.0406558160449817e-30,2.7265687522211779e-16,1.0215823506638281e-13,4.9399441508340639e-30,0.88130563799999995,0.0,0.0,0.0,0.009891189995612764,9.9999999988655848e-05,0.10889010999234544,5.6151170018415092e-17,6.9185467449185732e-27,1.59241641073889e-28,4.507541780208144e-23,5.3649238365068223e-17,1.725100484134982e-25
8.174196907662993e-07,0.001986720177340901,4.4731517536413794e-13,2.9669059859331764e-13,2.8095903575755393e-13,3.1633714229398629e-13,1.3936247049889702e-12,9.5131233031552607e-13,1.9219969012954722e-12,2.0344159569042215e-12,4.9509361245559605e-14,2.1048225154981162e-13,1.382805711554726e-12,1.2819880980315109e-12,4.2172100989495975e-14,1.7813983485066012e-13,2.7491756499735404e-14,1.407505354408038e-13,2.3216120218872095e-14,2.3170251383657118e-14,2.9561438613892625e-13,9.2750311561397757e-14,9.1051981117584846e-15,1.0967626428056368e-16,2.5490910170364224e-13,1.7216499197073753e-13,8.0046399939149087e-23,4.2069106619132307e-14,1.128975727778655e-13,1.6397644144137722e-13,1.3363174014850197e-14,1.3514013115608164e-14,6.5904960270692936e-16,1.3625495388947188e-13,2.1132116127469499e-21,5.8316084840617418e-15,1.1079153615096136e-14,2.8528923067172042e-16,1.5149268418106762e-13,7.0477510349268541e-17,3.9704848726993531e-14,3.2202267387845338e-15,1.6401228652802371e-14,3.9377258399633397e-18,9.5741758530476407e-15,7.7591099142906688e-17,3.3315293735493219e-17,1.7195690320261581e-15,2.7586392456889078e-15,1.174056529681217e-14,3.8986031841886268e-14,3.6096974889986914e-21,3.5192227570219323e-14,2.1235381418233955e-21,2.6959485039564804e-15,2.780614510332028e-17,4.5474878036089555e-16,2.1017626205125529e-15,2.4892062623532057e-18,3.3725714057451596e-15,8.0652291300897246e-24,1.3116974564866851e-18,1.5520886413178755e-22,2.4666013146399572e-23,5.6312348590123711e-17,7.964002673702196e-16,3.3510315253226723e-17,4.0788919829605843e-25,9.7472073649693789e-31,2.2298290129462488e-27,1.347867859632845e-26,2.4915744956991945e-24,6.4281948852661902e-31,2.7171393003199923e-29,8.3857782259619227e-26,1.5777446924672624e-16,7.4829432339754206e-19,1.3174187041526224e-17,1.0833572470389204e-16,1.5950601441047075e-17,2.7902585655993639e-14,4.7051521100539162e-32,1.8556542046544493e-32,4.3380556371222708e-27,1.7697437562542715e-21,2.1707576395808691e-16,4.0794221678148472e-28,3.8947024354786707e-28,1.0925295231411283e-27,3.1797756561443455e-35,1.4908720567853473e-26,7.7309577362877613e-30,4.3651067481259361e-16,1.5592155040553533e-13,6.4955016544660536e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899944545099,9.9999999985974007e-05,0.10889010999014828,8.5765888546795655e-17,9.097274727714932e-27,2.0938862023789836e-28,7.2674652539658553e-23,9.9450579738689591e-17,5.4980998875163664e-25
9.56855148557446e-07,0.0019867201773399665,4.8377204031063323e-13,3.12312853907959e-13,2.9794616796216834e-13,3.4440412735444787e-13,1.7547891527543094e-12,1.2737837446036877e-12,2.2249987850332263e-12,2.3716658249391842e-12,6.5646988710019183e-14,2.8012117776916456e-13,1.5712470508308564e-12,1.4764490007082735e-12,4.9147036828949801e-14,2.0809239432374103e-13,3.5653939508756601e-14,1.8326387494373067e-13,2.6858796194956447e-14,2.8473005598111454e-14,3.7830083587081648e-13,1.0756407329336267e-13,1.0548118420545577e-14,1.2719798820305376e-16,3.5768127130232629e-13,2.3655867052865636e-13,9.350545898554979e-23,5.4525908074058824e-14,1.5805660559780744e-13,2.5371390594703649e-13,1.7499025353471542e-14,2.0901426411448798e-14,8.5914012280745713e-16,1.8313374574220845e-13,2.9651991301773095e-21,9.8556737857786897e-15,1.8571201355459921e-14,4.8219073951352981e-16,2.0366323931332895e-13,9.478268080991084e-17,6.3928215027312433e-14,4.4262629892866265e-15,2.2660003674770443e-14,6.7123926747482424e-18,1.4448588666755186e-14,1.0733966663544467e-16,5.767926913419077e-17,2.7577741655294798e-15,3.6826050742243267e-15,1.5730785267742585e-14,6.2048107969160333e-14,5.5829401195179768e-21,5.1405088741753622e-14,2.9729537270346758e-21,4.5128791249313567e-15,4.656366398046255e-17,6.8657516119993158e-16,3.1941824545075837e-15,3.7833261071500663e-18,6.1119662527150877e-15,1.3500778877895834e-23,2.7274244109363444e-18,3.2273974760114696e-22,4.470115837609337e-23,1.2103900507619109e-16,1.0723468222524382e-15,6.7651929542052005e-17,8.2346271257025082e-25,2.6341661322533296e-30,5.735490348009291e-27,3.4669401205546263e-26,6.3512504976349799e-24,1.3758127229785534e-30,6.9890590273350624e-29,2.4121170416435371e-25,2.4577137641393377e-16,1.008318194754086e-18,1.4943989854496525e-17,1.7382224389115712e-16,3.1825688387103582e-17,4.3436423236451801e-14,1.3534092905909455e-31,5.3376823110305712e-32,1.4139643892094972e-26,2.6707595151768192e-21,3.8089653280475898e-16,1.1436915999743351e-27,1.1675333102271102e-27,3.5938979067616739e-27,1.0459894137091937e-34,2.399664541089745e-26,2.9764217145520494e-29,6.1991212813656269e-16,2.1175704792420602e-13,8.0578079368368871e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899933633359,9.9999999983544215e-05,0.10889010998808865,1.1653111046927877e-16,1.1285448999117046e-26,2.5975302114577647e-28,1.0430802498312967e-22,1.5621350054933004e-16,1.2923696872548137e-24
9.999999999999997e-07,0.001986720177339083,4.9485474342133431e-13,3.1690257271708623e-13,3.031085263815067e-13,3.528737265433284e-13,1.8726272001546031e-12,1.3824127366608084e-12,2.3162496388389858e-12,2.4735991137895368e-12,7.1018296889929374e-14,3.0332810085730439e-13,1.6262912281913006e-12,1.5347209068950606e-12,5.1235385005928771e-14,2.170590505853368e-13,3.8347432659581147e-14,1.9731031095041652e-13,2.7922083554184362e-14,3.021816254208026e-14,4.0577842757025556e-13,1.1188781418488194e-13,1.0982656743821031e-14,1.3231210465452743e-16,3.9231820195871927e-13,2.5872466809835243e-13,9.7534588989668496e-23,5.85804875940063e-14,1.733571716909828e-13,2.8627770705088825e-13,1.8861461534010125e-14,2.3618311444354051e-14,9.252753691154812e-16,1.990925684586197e-13,3.2523413890263368e-21,1.1387495622487628e-14,2.1415847374579846e-14,5.571467368548937e-16,2.2093259071492755e-13,1.0282897875029269e-16,7.2939058522820098e-14,4.8333574586066206e-15,2.4776448071035162e-14,7.7724772687551788e-18,1.6218064662973501e-14,1.1740386568778656e-16,6.7046732945631244e-17,3.1463135101659138e-15,3.9905417004989214e-15,1.7062171570113679e-14,7.0649750929102995e-14,6.3086442375454686e-21,5.7059914681110547e-14,3.2607486337191673e-21,5.2023612299418461e-15,5.368274479490564e-17,7.685544391998661e-16,3.5814458960982172e-15,4.2421067053997875e-18,7.2009125377596871e-15,1.5563441181185452e-23,3.3369732722942812e-18,3.9487228662625931e-22,5.2665398188649979e-23,1.4969850011002038e-16,1.1637529587878516e-15,8.215613643032911e-17,1.000008687680703e-24,3.4768735397237628e-30,7.5518244092911017e-27,4.5648622840366097e-26,8.3583801037095198e-24,1.7319713354632734e-30,9.202427576850661e-29,3.2876226494812996e-25,2.7837124135168614e-16,1.0944689419788796e-18,1.5510747050461434e-17,1.9813510302480744e-16,3.8535108704414199e-17,4.917759014419573e-14,1.8446453367145047e-31,7.2750586726647518e-32,2.0040013316150825e-26,2.997840200307708e-21,4.4614928310653355e-16,1.5266881340724483e-27,1.5880681809556751e-27,5.0370467566779424e-27,1.4660104181373227e-34,2.7435200962006029e-26,4.3871998798000167e-29,6.8375402773897553e-16,2.3032447426827477e-13,8.5769567840612396e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899930160842,9.999999998278919e-05,0.10889010998743537,1.2676309062573788e-16,1.201257071937186e-26,2.7648891385153006e-28,1.1551963843590584e-22,1.7697439916099714e-16,1.6431326868318798e-24
1.0962906063485926e-06,0.001986720177339083,5.1926648886619042e-13,3.2675826322641288e-13,3.1448139570029593e-13,3.7142442254523099e-13,2.1457364802112145e-12,1.6396106485428158e-12,2.515806495135167e-12,2.6972006831920133e-12,8.361058290432166e-14,3.57775086792068e-13,1.7439624854828734e-12,1.6617740481664397e-12,5.5785928135506969e-14,2.3659536302962578e-13,4.4627255682459337e-14,2.3008513912549225e-13,3.0193704175617809e-14,3.4292100879719448e-14,4.7036733118414041e-13,1.2112442354084938e-13,1.1932940542478121e-14,1.4323714516857002e-16,4.7408561192444753e-13,3.1208912366797737e-13,1.0631315040012866e-22,6.7947568991388459e-14,2.0965986935152125e-13,3.6756673405296275e-13,2.20349613666457e-14,3.0470497766078287e-14,1.0796279717569975e-15,2.3722186251505044e-13,3.9301981890041438e-21,1.5340557155274188e-14,2.8745581894046796e-14,7.5058437972776041e-16,2.612093833047325e-13,1.2159639216588516e-16,9.5826367794641613e-14,5.796254600240221e-15,2.9788108667229312e-14,1.051479499764525e-17,2.0640951988745485e-14,1.4124222333853681e-16,9.1380283355893058e-17,4.1382663416240177e-15,4.7130632535704305e-15,2.0188343941779284e-14,9.2559731878770541e-14,8.1389247132461838e-21,7.0754304701462661e-14,3.9435816471246712e-21,6.9784262938485857e-15,7.2022849260798162e-17,9.6887736663285979e-16,4.5292659869490215e-15,5.3649863497910391e-18,1.0098635741531386e-14,2.0876737117633095e-23,5.0517622895744344e-18,5.9779846033284023e-22,7.3858512299117678e-23,2.3190721761328853e-16,1.3770438470797386e-15,1.2260776128538573e-16,1.4923880285903168e-24,6.1095818666636024e-30,1.331645760319962e-26,8.0494188027321537e-26,1.4746751602385597e-23,2.8252129167390116e-30,1.6227205336513803e-28,6.1792291674619449e-25,3.6108826503398396e-16,1.2955244081583206e-18,1.680568762343602e-17,2.5980453239588379e-16,5.7186134206637316e-17,6.3711826103136281e-14,3.4670927470422446e-31,1.3673798493060536e-31,4.0327915820549458e-26,3.8153937251197451e-21,6.2054922799633288e-16,2.7414900836465455e-27,2.9506858695969764e-27,9.8822201254250091e-27,2.876171546645134e-34,3.6301533374773194e-26,9.3721980907669306e-29,8.3860215813162304e-16,2.7376700622514161e-13,9.8029467858671646e-30,0.88130563799999995,0.0,0.0,0.0,0.0098911899922243321,9.9999999981098485e-05,0.10889010998594986,1.5070503652428092e-16,1.3729695634693119e-26,3.1601134530234177e-28,1.4313615606112702e-22,2.2905924788136456e-16,2.6936692593581517e-24
1.2357260641397392e-06,0.00198672017733825,5.5383414538562066e-13,3.4013183707854808e-13,3.3060325284694088e-13,3.9745700101779484e-13,2.5654675588982126e-12,2.0475404207916441e-12,2.795140310883191e-12,3.0119621242518422e-12,1.0324398250899382e-13,4.4275808502479387e-13,1.9024778178931858e-12,1.8389030751250233e-12,6.2124425757917221e-14,2.638033722138308e-13,5.4340779281439195e-14,2.8083792390229226e-13,3.3252908455265806e-14,4.0631396296208833e-14,5.7194773085936275e-13,1.3356300079780046e-13,1.3263097285764952e-14,1.5794945881352717e-16,6.0266273159349285e-13,3.9904694370441374e-13,1.1853895709522945e-22,8.2245101383658621e-14,2.6728532750399778e-13,5.0725253675952576e-13,2.6938497341967535e-14,4.2430180405767603e-14,1.3187313170820844e-15,2.9866254986347902e-13,4.9961103394426678e-21,2.2467110141989606e-14,4.1936912745629141e-14,1.0993226915076076e-15,3.2340501958199005e-13,1.5057989738038994e-16,1.3613552922070266e-13,7.3159711239178621e-15,3.7709964745142629e-14,1.5475133858958718e-17,2.8261497505386799e-14,1.7893747565903601e-16,1.3564593708050575e-16,5.9013036075579896e-15,5.8407402250990339e-15,2.5072560287235985e-14,1.3137520880160867e-13,1.133346493321466e-20,9.3138421411848307e-14,5.0274836334701718e-21,1.0174547692067367e-14,1.0503121398410719e-16,1.3003496736068779e-15,6.1009853395042575e-15,7.2270480273189201e-18,1.5569950841416327e-14,3.0438289368567205e-23,8.5950933059153519e-18,1.0171187184728679e-21,1.1387413826253863e-22,4.0755251193212657e-16,1.7066829182477997e-15,2.0514699162105958e-16,2.4970600095162337e-24,1.2783658690259931e-29,2.8450710265848814e-26,1.719764362412222e-25,3.1622630950309828e-23,5.5731766079577937e-30,3.4669977111835562e-28,1.4370579999916654e-24,5.0711940264787519e-16,1.6063139358424185e-18,1.8749020536343171e-17,3.6819415218047989e-16,9.507644650401614e-17,8.9241177820360162e-14,8.0631688395603384e-31,3.180018057285782e-31,1.0276481773029167e-25,5.2240223774142696e-21,9.5480432996111967e-16,5.8852702496602426e-27,6.5953735610168012e-27,2.3788701048794995e-26,6.9235692584402478e-34,5.2403730075545551e-26,2.5265027630177221e-28,1.0936921821299696e-15,3.4118760610983794e-13,1.1760631700257221e-29,0.88130563799999995,0.0,0.0,0.0,0.0098911899910360847,9.9999999978636641e-05,0.1088901099837308,1.878660570211906e-16,1.6471631839309636e-26,3.7912148057693742e-28,1.9001513852814736e-22,3.1909229308928946e-16,5.1270479399605763e-24
