Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410)
0.002568279448450022,0.0018705638206276396,5.4218496761794543e-11,7.1536540853056734e-11,7.7640765917359085e-12,5.9857438897141566e-12,1.7759629847518531e-08,4.9655584692931252e-07,6.484810081779773e-10,4.5152186162434264e-09,4.9655121566847303e-10,3.7973246784777049e-08,3.851253139730449e-09,4.4235693194372998e-10,4.4675187100865838e-12,3.3649650511222811e-10,2.4190652790632873e-10,2.1862769104172239e-08,7.9471598801738857e-12,9.2789772532912203e-11,2.9810325957077676e-08,5.1001816458526287e-10,8.4061368138012554e-13,3.3047721903426567e-13,9.3503422494017788e-08,1.4731404450465804e-08,1.6250441655228074e-20,3.3937248393957942e-10,9.356472087856146e-09,6.7636099118137871e-07,1.8418843840747093e-10,4.0336970022009565e-07,2.8075572848095233e-11,9.1456619621949338e-09,1.5643647268002321e-17,5.3729610514403245e-09,1.5811784114149393e-07,1.3756362988112241e-09,3.1302041787244249e-09,1.2803708399556544e-13,5.0566580925546612e-08,1.3592366259838632e-10,1.2369869170536696e-08,1.9292436456083588e-11,2.3250685042561967e-07,1.6066713451378784e-11,3.8380094388260116e-09,2.7944765777668416e-07,9.9999068816027745e-11,7.707623442036787e-09,3.2281117741008878e-07,3.5958526047147074e-15,1.6571433548215664e-08,3.8312602708324694e-18,8.9816533508024946e-10,4.3009386123495703e-11,1.2095796260328756e-11,8.8857618657995148e-10,5.7727130362153694e-13,1.6317806328629189e-07,1.1094829586141089e-19,5.4711731022538353e-08,3.0145502397023053e-13,2.5232635670969808e-17,4.9896444029167296e-08,1.4362551453074442e-09,1.0704593806656551e-10,3.8621457672525944e-19,1.0479492609625362e-17,1.0701322331510595e-13,2.9123037299158073e-12,1.0942404375335886e-09,3.4562570296253043e-18,2.2517040159318904e-15,2.3019588687306689e-09,1.1555748617193365e-08,2.1011625180823797e-13,1.8631620275464139e-14,1.6847965716156951e-09,1.8202293580537332e-09,1.5515362682576181e-07,6.834727661035589e-17,3.1281728700252918e-17,6.5742659359639579e-09,1.4481021889736762e-15,7.1129378475599123e-08,4.0074451649592359e-13,1.0196179129298051e-11,7.5993986081101583e-11,7.2348550470000255e-20,3.8000254974127938e-15,7.1610096785183503e-12,1.3940803768482304e-09,2.1858369055476954e-08,2.8842783032146315e-21,0.88130563799999995,0.0,0.0,0.0,0.0098892628482115472,9.9998962757361816e-05,0.10888714950456159,1.5845497084884796e-12,2.1059292926839812e-17,1.485893420766003e-19,7.8792710927185767e-12,1.9286174215504485e-10,8.7661559211699025e-12,3.8173845363232215e-12
0.002576139854484537,0.0018705637132795134,5.6394310250431275e-11,7.4423442406441834e-11,8.0738141979692788e-12,6.2241841564211153e-12,1.8480775285964593e-08,5.1631567519791278e-07,6.7430726405528585e-10,4.6961265102665705e-09,5.1639111488238641e-10,3.9490434595421808e-08,4.0067054584811535e-09,4.6001717130763222e-10,4.6459058117249539e-12,3.4993261679446351e-10,2.5154581721315672e-10,2.2733912477603285e-08,8.2679569788304635e-12,9.6505692605757022e-11,3.1003742409881832e-08,5.3060529525726715e-10,8.7408675130489227e-13,3.438171683152587e-13,9.7294687535762833e-08,1.5326505300926328e-08,1.6899312432927491e-20,3.5305582552256053e-10,9.7334868861972126e-09,7.0379024430849185e-07,1.9159164664185135e-10,4.1964888472474548e-07,2.9194272463474805e-11,9.5148734093997468e-09,1.6277947438093542e-17,5.57726555001529e-09,1.645345393971691e-07,1.4279428056177756e-09,3.2558820980356346e-09,1.3317778386347245e-13,5.262993837919682e-08,1.4135363592243795e-10,1.2864014207627575e-08,2.0026159046397453e-11,2.4187535800272484e-07,1.6708539111373588e-11,3.9839848319066835e-09,2.9073170981310834e-07,1.0398340713486337e-10,8.0147158512156566e-09,3.3583307267529128e-07,3.7409739377177148e-15,1.7237829905626812e-08,3.9856392609249404e-18,9.3110823275887469e-10,4.4586839961141125e-11,1.258224500426084e-11,9.2431093573873641e-10,6.0048682980231355e-13,1.6978062273372703e-07,1.1501765616230749e-19,5.6868484422240914e-08,3.133384745756899e-13,2.6253606156104452e-17,5.1923606810321959e-08,1.5455926407465274e-09,1.0698630443750623e-10,3.8599902159692514e-19,1.089042345259282e-17,1.1122495400981863e-13,3.0269235743816722e-12,1.1373092188355908e-09,3.5922936568044011e-18,2.3403221484800411e-15,2.3932014801973892e-09,1.2151103393613749e-08,2.2610951068754058e-13,1.9561456124451315e-14,1.8031328315574632e-09,1.8939789542509355e-09,1.6145563397964705e-07,7.1056353688600878e-17,3.2521640784594397e-17,6.8427926381923654e-09,1.5064512500260715e-15,7.4012341676493512e-08,4.3360574645899618e-13,1.1032370546141273e-11,8.2254328985504188e-11,7.8308584384950091e-20,4.1130724173299172e-15,7.7523825826323911e-12,1.4548775662799264e-09,2.2741898020912466e-08,3.1217179419488461e-21,0.88130563799999995,0.0,0.0,0.0,0.0098891850160593691,9.99989206852226e-05,0.10888703013576337,1.6485902217743182e-12,2.2792936650193665e-17,1.6082151820631585e-19,8.529732158207004e-12,2.0102750933506003e-10,9.4918205419070767e-12,4.1333843083070227e-12
0.0025840002605190516,0.0018705636016708063,5.8655997862334707e-11,7.7425583078438255e-11,8.3956303431812877e-12,6.4718947079300243e-12,1.9231076593936544e-08,5.3684215129467133e-07,7.011371043404965e-10,4.8841507650709373e-09,5.3700716434410892e-10,4.1066971791507992e-08,4.1683656952051363e-09,4.7836711199665872e-10,4.8312620007318611e-12,3.6389362888352647e-10,2.6156013543284165e-10,2.3638946606169315e-08,8.6015663565175572e-12,1.0036764637886738e-10,3.2244028142491551e-08,5.5201462023192195e-10,9.0886014682548661e-13,3.5768988527364308e-13,1.0123874201389443e-07,1.5945411853119796e-08,1.7573532250829011e-20,3.6728436682981761e-10,1.0125506371450188e-08,7.323251469674279e-07,1.9928797989147736e-10,4.3657797475733096e-07,3.0356493777098727e-11,9.8988361877722346e-09,1.6937810168214651e-17,5.7887646852539753e-09,1.7121035507036864e-07,1.4820911796556773e-09,3.3865253365424444e-09,1.3852158412302857e-13,5.4777592659130062e-08,1.4699595371942376e-10,1.337748201049617e-08,2.0785729499310888e-11,2.5161669302542612e-07,1.7375462439163739e-11,4.1351033645157188e-09,3.0246677493596667e-07,1.0812272866398403e-10,8.3337528806194521e-09,3.4937437490337064e-07,3.8918888753368369e-15,1.7930637790772678e-08,4.1461623364125222e-18,9.6511852239835673e-10,4.6215401700220309e-11,1.308797606542032e-11,9.614621274428345e-10,6.2462257645927059e-13,1.7664812562980935e-07,1.1921886893451626e-19,5.9107321208815963e-08,3.2567419473124402e-13,2.7315545522026051e-17,5.4032780158426165e-08,1.6632895419083964e-09,1.0692448377007367e-10,3.8577556024128327e-19,1.1316849098921605e-17,1.1559651980276794e-13,3.1458932397238596e-12,1.1820126343253391e-09,3.7334934234050153e-18,2.4323031387846978e-15,2.4879558595014284e-09,1.2780728785517869e-08,2.4332527891386049e-13,2.0542252892784531e-14,1.9302063184566616e-09,1.9706767464068534e-09,1.6801252492852708e-07,7.386969838484352e-17,3.3809274907054315e-17,7.1219570318688342e-09,1.5671223598651642e-15,7.7011441677458035e-08,4.6913681515816301e-13,1.1936513597906925e-11,8.9027611712323159e-11,8.475695237075229e-20,4.4517691566220727e-15,8.3924624181027485e-12,1.5184687624273856e-09,2.3660810272294141e-08,3.3785916581473013e-21,0.88130563799999995,0.0,0.0,0.0,0.0098891040718629801,9.9998876916975544e-05,0.10888690601004568,1.7151947616782409e-12,2.4668476509527259e-17,1.7405487958767724e-19,9.2337287341554448e-12,2.0954922074483538e-10,1.0277382156239755e-11,4.4754664368613835e-12
0.0025918606665535663,0.0018705634856370707,6.1006834699340481e-11,8.0547462563681044e-11,8.7299742167530212e-12,6.7292181331210113e-12,2.0011701982156048e-08,5.5816344391051485e-07,7.2900757075656387e-10,5.0795608659815766e-09,5.5842842901957481e-10,4.2705080540182679e-08,4.336476451706613e-09,4.9743248365251773e-10,5.0238474498465245e-12,3.7839913618820233e-10,2.7196336722252249e-10,2.4579126038020955e-08,8.9484888208834675e-12,1.0438114805804415e-10,3.3532950336153029e-08,5.7427827478198629e-10,9.4498182927587321e-13,3.7211619351162285e-13,1.0534166795596268e-07,1.6589057685711481e-08,1.8274047401961174e-20,3.820792930527897e-10,1.0533112756739884e-08,7.6200972914263241e-07,2.0728868681266493e-10,4.5418235330285384e-07,3.1563847854897822e-11,1.0298127410994129e-08,1.7624253018371011e-17,6.0076686535295526e-09,1.7815564519973141e-07,1.5381352222020735e-09,3.5223236662998945e-09,1.4407624718302088e-13,5.7012992074717544e-08,1.528585612906313e-10,1.3910995475591816e-08,2.157190361253599e-11,2.6174532309152667e-07,1.8068422386585689e-11,4.2915154638148541e-09,3.1467051013612438e-07,1.1242276817702842e-10,8.6651764528867439e-09,3.634553329943692e-07,4.0488236950527396e-15,1.8650873193958831e-08,4.3130679011259098e-18,1.0002203037615968e-09,4.7896224948037001e-11,1.3613731406397928e-11,1.0000842609871142e-09,6.4971395104390297e-13,1.8379102692500688e-07,1.2355491116626003e-19,6.1431138243843157e-08,3.3847814579497059e-13,2.8420070444712029e-17,5.6227253898017643e-08,1.7899730965709384e-09,1.068606008238024e-10,3.8554464226658592e-19,1.1759265826457275e-17,1.2013350987313029e-13,3.2693648322605403e-12,1.2284079245861966e-09,3.880037128971098e-18,2.5277645641188734e-15,2.5863492212687835e-09,1.3446809747187855e-08,2.6185525693065806e-13,2.1577043049217815e-14,2.0666733763571599e-09,2.050435332162367e-09,1.7483452117608161e-07,7.6791087818375276e-17,3.5146359809828775e-17,7.4121680953745089e-09,1.6302056257756955e-15,8.0131298037165384e-08,5.0755109044281106e-13,1.2914040915878907e-11,9.6355448356089505e-11,9.1733272291471937e-20,4.8181967013471802e-15,9.0852384944175864e-12,1.5849923501229491e-09,2.4616496361882385e-08,3.6564739712492894e-21,0.88130563799999995,0.0,0.0,0.0,0.0098890198936845627,9.9998831385059782e-05,0.10888677694227639,1.7844640415839573e-12,2.669740871480628e-17,1.8837054073298603e-19,9.9956409433188737e-12,2.1844304257193794e-10,1.1127763154596248e-11,4.8457743260903726e-12
0.002599721072588081,0.0018705633650078904,6.3450211908425165e-11,8.3793748580622223e-11,9.0773100754917781e-12,6.9965083179622091e-12,2.0823865626579611e-08,5.8030863259703419e-07,7.5795692206505802e-10,5.2826356902026773e-09,5.8068496658369332e-10,4.4407058840438472e-08,4.5112893972649698e-09,5.1723988259218619e-10,5.2239311054341632e-12,3.9346939416925908e-10,2.8276985752154726e-10,2.5555746889625092e-08,9.3092439060259876e-12,1.085519022496988e-10,3.4872336968610912e-08,5.9742959555869219e-10,9.8250133310934618e-13,3.8711769516305956e-13,1.0960978350789449e-07,1.7258411522938571e-08,1.9001836084249975e-20,3.97462616460668e-10,1.0956909673750323e-08,7.9288973162374244e-07,2.1560543537923116e-10,4.7248835069988777e-07,3.2817999144109944e-11,1.0713345818005726e-08,1.8338333052705644e-17,6.234190602311309e-09,1.8538117231918803e-07,1.5961294889298414e-09,3.6634736147235075e-09,1.498498117734445e-13,5.9339726227203465e-08,1.589496734616628e-10,1.4465302008328686e-08,2.2385447834098006e-11,2.7227624852530251e-07,1.8788389739882295e-11,4.4533736787559937e-09,3.2736123477684739e-07,1.1688945019965276e-10,9.0094431077927929e-09,3.7809694862424589e-07,4.2120131195624621e-15,1.9399588969449301e-08,4.4866031293717746e-18,1.0364374376329871e-09,4.9630451837107597e-11,1.4160279901994135e-11,1.0402338116012904e-09,6.7579764481668763e-13,1.9122018010700803e-07,1.2802873032529698e-19,6.3842917577623095e-08,3.5176675850457191e-13,2.9568859227003187e-17,5.8510447588652322e-08,1.9263155784467986e-09,1.0679437071347672e-10,3.8530523915446816e-19,1.2218287555876861e-17,1.2484173501327641e-13,3.3974964893857287e-12,1.2765544274650988e-09,4.0321121974427663e-18,2.6268286626356935e-15,2.6885127838659475e-09,1.4151680528035858e-08,2.8179772406270265e-13,2.2669047145853503e-14,2.2132390809938494e-09,2.1333709921262451e-09,1.8193224724630849e-07,7.982441798322534e-17,3.6534678642655266e-17,7.7138495905564732e-09,1.6957944729766923e-15,8.337670940310009e-08,5.4907849157988122e-13,1.3970806844591205e-11,1.0428276999360111e-10,9.9280319877606265e-20,5.2146019157104959e-15,9.8350235399531045e-12,1.6545941849013218e-09,2.5610399395304252e-08,3.957064537277692e-21,0.88130563799999995,0.0,0.0,0.0,0.009888932355002442,9.9998784019287359e-05,0.10888664274046118,1.856502577000718e-12,2.8892143149439338e-17,2.0385606281617807e-19,1.0820203511271545e-11,2.2772590806571533e-10,1.204828771754784e-11,5.2466263269241575e-12
0.002607581478622596,0.0018705632396066466,6.5989640115810542e-11,8.7169282043577639e-11,9.4381175113606318e-12,7.2741307035119845e-12,2.1668829404142447e-08,6.0330772892723351e-07,7.8802466216717217e-10,5.4936637719281318e-09,6.0380784371659435e-10,4.6175281870879792e-08,4.6930655700303585e-09,5.3781679323477155e-10,5.4317909117086938e-12,4.0912533586509114e-10,2.9399442218662003e-10,2.6570147814941439e-08,9.6843704986843177e-12,1.1288580907350984e-10,3.6264078441161154e-08,6.2150316079246238e-10,1.0214698019893368e-12,4.0271679694822285e-13,1.1404965163481293e-07,1.7954478443758599e-08,1.9757909217909832e-20,4.134570783260026e-10,1.1397522869536356e-08,8.2501266774474317e-07,2.2425028367596945e-10,4.9152327657733186e-07,3.4120666718507986e-11,1.1145112510628292e-08,1.9081148295209593e-17,6.4685464239536766e-09,1.9289811967418928e-07,1.6561292370315239e-09,3.8101786670119129e-09,1.5585060122547046e-13,6.1761531805791231e-08,1.6527778149854644e-10,1.504117416002625e-08,2.3227138522275705e-11,2.8322501980141907e-07,1.9536367947496496e-11,4.6208325327778218e-09,3.4055795321315718e-07,1.2152889350394112e-10,9.3670243483024111e-09,3.9332100140904159e-07,4.3817006014807906e-15,2.0177875515299773e-08,4.6670242512652959e-18,1.0737934760008736e-09,5.1419209679995595e-11,1.4728417945202753e-11,1.0819692770216341e-09,7.0291166311662047e-13,1.9894685127765102e-07,1.3264323573452055e-19,6.6345727699801753e-08,3.6555693986816873e-13,3.0763653975358198e-17,6.0885915464917382e-08,2.0730372617365246e-09,1.0672653262815546e-10,3.8506001742972927e-19,1.2694361327556828e-17,1.2972705659139687e-13,3.530447724886499e-12,1.3265123003004381e-09,4.1899086411981603e-18,2.729618734252121e-15,2.7945817401457062e-09,1.4897835149679779e-08,3.0325797268910966e-13,2.3821685183745558e-14,2.3706607114667883e-09,2.2196037400282604e-09,1.8931674602568911e-07,8.2973702879581065e-17,3.7976068565275131e-17,8.0274405183257475e-09,1.7639857531413588e-15,8.6752660094530988e-08,5.9396670270952941e-13,1.5113118408354709e-11,1.1285808087223789e-10,1.0744427262503009e-19,5.6434103555823173e-15,1.0646479462851459e-11,1.7274280257236994e-09,2.6644016855396708e-08,4.2821982977509126e-21,0.88130563799999995,0.0,0.0,0.0,0.0098888413245549599,9.9998734746748632e-05,0.10888650320551692,1.9314188171850593e-12,3.1266077471253716e-17,2.206059765116135e-19,1.1712533980256506e-11,2.3741555451798531e-10,1.3044714414450887e-11,5.6805299301007654e-12
0.0026138380618614854,0.0018705631362595132,6.8081997560836115e-11,8.9951796969074257e-11,9.7352649155799423e-12,7.5027434737890815e-12,2.2365704345709726e-08,6.2224506112097423e-07,8.1278393362466418e-10,5.6675172032538e-09,6.228533555904674e-10,4.76317018914049e-08,4.8429095010072297e-09,5.5476412856979443e-10,5.602988438480262e-12,4.2201987400181015e-10,3.032377443883197e-10,2.7405495175860053e-08,9.9936007204725733e-12,1.1645610540173706e-10,3.7410572351102461e-08,6.4134782676558827e-10,1.0535579849347611e-12,4.1557567785065312e-13,1.1771091093215705e-07,1.852830781844062e-08,2.0380625758730948e-20,4.266406629585607e-10,1.1760684987935886e-08,8.5150250866040736e-07,2.3137410618364979e-10,5.0721419016773233e-07,3.5193398378719202e-11,1.1501038688675389e-08,1.9693697861467437e-17,6.6608294568605627e-09,1.9909734313766715e-07,1.7053573996579312e-09,3.9310609216817134e-09,1.6079514109304062e-13,6.3759735539582912e-08,1.704899449236689e-10,1.5515491593773151e-08,2.3917733061035066e-11,2.9224920025173941e-07,2.0152440714352811e-11,4.7582305807432992e-09,3.5143680760419536e-07,1.2534939756519821e-10,9.6614858509325219e-09,4.0587008416376086e-07,4.5215777743951354e-15,2.0819249224177794e-08,4.8157309182328308e-18,1.1043569481236133e-09,5.2882708583856668e-11,1.5196614130259466e-11,1.1163629601981267e-09,7.2525600224907884e-13,2.0531741467954288e-07,1.3641867107501912e-19,6.840503350476804e-08,3.7690346603876885e-13,3.1748750346260376e-17,6.2845106865274839e-08,2.1977527863944285e-09,1.0667082344384368e-10,3.8485863825566038e-19,1.3086042940389156e-17,1.337463242206306e-13,3.6398297969913908e-12,1.3676137942380296e-09,4.3197314140548126e-18,2.8141863240624289e-15,2.8818926860373897e-09,1.5523022834268525e-08,3.2149920811775932e-13,2.4784891247199674e-14,2.5042613697567248e-09,2.2906806713922253e-09,1.9540712874955027e-07,8.5566045190027779e-17,3.9162552546644471e-17,8.2858616494288966e-09,1.8201902716327993e-15,8.9536533871747281e-08,6.3227517599879509e-13,1.6088006706268151e-11,1.2018159144922257e-10,1.14416473999167e-19,6.0096229689234134e-15,1.133979007200963e-11,1.7878187851458828e-09,2.7496156184356288e-08,4.5598484036945969e-21,0.88130563799999995,0.0,0.0,0.0,0.0098887662814883624,9.999869411445828e-05,0.10888638819188366,1.9931809610003688e-12,3.3293314250619175e-17,2.3490967513653234e-19,1.2474901892870226e-11,2.4543124060398923e-10,1.3896215364435573e-11,6.0513236084163456e-12
0.002620094645100375,0.0018705630296779881,7.0239397743087818e-11,9.2821989837033781e-11,1.0041518087951588e-11,7.7383367911399522e-12,2.3084874320751883e-08,6.4175903859893933e-07,8.3829872833146516e-10,5.8467534679328565e-09,6.4248474831546147e-10,4.9132920842948205e-08,4.9974773934613565e-09,5.7223170820618881e-10,5.7794434564800685e-12,4.3531039397690473e-10,3.1276356210504179e-10,2.8266370486589156e-08,1.0312580961178884e-11,1.2013679880150951e-10,3.8592488220162613e-08,6.6181816414784617e-10,1.0866249617353585e-12,4.2883998489060313e-13,1.2148885496455415e-07,1.9120264606450315e-08,2.1022465469223345e-20,4.4023868915627151e-10,1.2135249301218041e-08,8.7883679602061014e-07,2.3872021806325899e-10,5.2339959780673457e-07,3.6298912440326734e-11,1.1868192465509347e-08,2.0325769467026799e-17,6.858325192757336e-09,2.0549461422824801e-07,1.7559200057142729e-09,4.0557055118222006e-09,1.6589357479843236e-13,6.5822667041715634e-08,1.758623703344381e-10,1.6004392025100096e-08,2.4627057261206726e-11,3.0155670265880868e-07,2.0787454854178247e-11,4.8993555452241062e-09,3.6265898303752743e-07,1.2928663224617784e-10,9.964943607320304e-09,4.1881422795746975e-07,4.6658631311207606e-15,2.1480660675300683e-08,4.9691065321524967e-18,1.135668146580672e-09,5.4382008290269716e-11,1.5679440130127867e-11,1.1518313072761825e-09,7.4829852180434554e-13,2.1188996825062124e-07,1.4028647132799729e-19,7.0525641895280381e-08,3.8858776205553015e-13,3.2765080973138442e-17,6.4867024901619657e-08,2.3299452937464169e-09,1.0661313445378027e-10,3.8465010442937631e-19,1.3489168557737523e-17,1.3788490812130981e-13,3.7524589932528269e-12,1.4099357517382827e-09,4.4534091310891935e-18,2.9012642122577295e-15,2.9718384830799398e-09,1.6177477111702701e-08,3.4083377306012629e-13,2.5790740778630035e-14,2.6456908718246675e-09,2.3639889928872024e-09,2.016924516628707e-07,8.8236618655283317e-17,4.0384841989228686e-17,8.5523524429701014e-09,1.8781593796602142e-15,9.2409088014716607e-08,6.7302520825764426e-13,1.7125045912574677e-11,1.2797698756235288e-10,1.2183792453400564e-19,6.3994326920095185e-15,1.2078080711011492e-11,1.8504454765327944e-09,2.8375249825341804e-08,4.8553681822331356e-21,0.88130563799999995,0.0,0.0,0.0,0.0098886888690707352,9.9998652186686492e-05,0.10888626956128987,2.0568961349913256e-12,3.5451024809095207e-17,2.5013396559060895e-19,1.3286689110793127e-11,2.5372616656609944e-10,1.4803108764961855e-11,6.4462378236765003e-12
0.0026263512283392645,0.0018705629197641217,7.2463782082788216e-11,9.578255217925697e-11,1.0357140705082381e-11,7.9811113209758944e-12,2.3827045057988273e-08,6.6186610877752918e-07,8.6459073031621197e-10,6.0315318581087311e-09,6.6271912968046986e-10,5.0680246637613342e-08,5.1569144100851063e-09,5.902346556333727e-10,5.9613089347705645e-12,4.4900841633915635e-10,3.2258001532307819e-10,2.9153509190951223e-08,1.0641610910535482e-11,1.2393114318995032e-10,3.9810868225837839e-08,6.8293340245295849e-10,1.1206988009554576e-12,4.4252217887795793e-13,1.2538714869757734e-07,1.9730908189964595e-08,2.1683984711794855e-20,4.5426378480787949e-10,1.2521563206428688e-08,9.0704206401524296e-07,2.4629529539443492e-10,5.4009468471831201e-07,3.7438153346886393e-11,1.2246919348664572e-08,2.0977976283098245e-17,7.0611456354538168e-09,2.1209618393880182e-07,1.8078457206777879e-09,4.1842250199391045e-09,1.7115050740286101e-13,6.7952425846684623e-08,1.8139973357927521e-10,1.6508300859635432e-08,2.5355513949198617e-11,3.1115616128842471e-07,2.1441962917301036e-11,5.0442876057996439e-09,3.7423505244269811e-07,1.3334395877094587e-10,1.0277656619383832e-08,4.3216553794315175e-07,4.8146920408542091e-15,2.2162713843170357e-08,5.1272933447833691e-18,1.1677383396829193e-09,5.5917648092764692e-11,1.6177337129424272e-11,1.1884067247575313e-09,7.7206027605802095e-13,2.1867079069503468e-07,1.442480284419523e-19,7.2709220485893432e-08,4.0061901627372998e-13,3.3813616748290681e-17,6.695365785787545e-08,2.4700512766463555e-09,1.065543117896975e-10,3.8443746854355751e-19,1.3903983923844663e-17,1.421459475458677e-13,3.8684207466321792e-12,1.4535103811768271e-09,4.5910435253605038e-18,2.9909184336013997e-15,3.0644931273247371e-09,1.6862701679113391e-08,3.6132546845967899e-13,2.6841260130244295e-14,2.7954115778472794e-09,2.4395943890054644e-09,2.0817889230260314e-07,9.0987620286197205e-17,4.1643942438542709e-17,8.8271561730627264e-09,1.9379468532730565e-15,9.5373105499562642e-08,7.1636917065094105e-13,1.8228116647628765e-11,1.3627429542796799e-10,1.2973721008656307e-19,6.8143410620077575e-15,1.2864248758057812e-11,1.9153975531942959e-09,2.9282131544302832e-08,5.1698929053571701e-21,0.88130563799999995,0.0,0.0,0.0,0.0098886090142595515,9.999860892271298e-05,0.10888614720311825,2.1226247141939532e-12,3.7747498231946283e-17,2.6633733368009251e-19,1.4151075262478299e-11,2.623104679332098e-10,1.5768979726810116e-11,6.8668336464109778e-12
0.002632607811578154,0.0018705628064172154,7.4757145065380338e-11,9.883625460320846e-11,1.0682403234131034e-11,8.2312727569813623e-12,2.4592944148247616e-08,6.8258311905446369e-07,8.9168216388216249e-10,6.2220159321128168e-09,6.8357406078507768e-10,5.2275021630879126e-08,5.321369946731705e-09,6.0878848181340146e-10,6.1487417688088037e-12,4.6312575728391432e-10,3.3269544923114363e-10,3.0067665249127998e-08,1.0980998996470212e-11,1.278424785496795e-10,4.1066781962405551e-08,7.0471333164765081e-10,1.1558082689943142e-12,4.5663508382127553e-13,1.2940956883558692e-07,2.0360814395604481e-08,2.2365754126526994e-20,4.6872915764944746e-10,1.2919984034142527e-08,9.3614565689661237e-07,2.5410627156127962e-10,5.5731507794286551e-07,3.8612089319838671e-11,1.2637574950162291e-08,2.1650950175531896e-17,7.2694035239330847e-09,2.189084957682059e-07,1.8611633976183378e-09,4.3167351230866976e-09,1.7657067054708268e-13,7.0151179665009172e-08,1.8710683122865707e-10,1.7027654472477047e-08,2.6103508613139462e-11,3.2105645768431093e-07,2.2116531701984669e-11,5.1931074725895267e-09,3.8617589830381836e-07,1.3752482283340606e-10,1.0599890394949621e-08,4.4593646987745735e-07,4.9682038113800978e-15,2.2866029885561078e-08,5.2904376754720398e-18,1.2005785590884763e-09,5.7490155936324741e-11,1.6690758666283202e-11,1.2261225222892484e-09,7.9656290608636097e-13,2.256663479738141e-07,1.4830470513221209e-19,7.4957473119623534e-08,4.130066166631262e-13,3.4895357520045462e-17,6.9107055768340369e-08,2.6185313308592099e-09,1.0649444560448608e-10,3.8422105511966867e-19,1.4331231127450616e-17,1.4653281626484399e-13,3.9878068723644454e-12,1.4983714558625747e-09,4.7327412729105041e-18,3.0832199560833143e-15,3.1599322876027193e-09,1.7580281895703893e-08,3.8304161586055005e-13,2.7938574149279295e-14,2.9539125699163318e-09,2.5175640866119385e-09,2.1487282005674041e-07,9.3821296759978856e-17,4.2940882171797862e-17,9.1105229312504234e-09,1.9996080086205648e-15,9.8431454018125164e-08,7.624685802711965e-13,1.9401332616462832e-11,1.4510540746998665e-10,1.3814469319934577e-19,7.2559429464195075e-15,1.3701375613778484e-11,1.9827683501132767e-09,3.0217659726431119e-08,5.5046288143317185e-21,0.88130563799999995,0.0,0.0,0.0,0.0098885266418677845,9.9998564280572992e-05,0.10888602100355772,2.1904288540535196e-12,4.0191541780481108e-17,2.835819213376634e-19,1.5071441675258884e-11,2.7119466156940135e-10,1.6797643611299707e-11,7.3147723995882762e-12
