Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702),S(9711),S(9715),S(9934),S(9933),S(9877),S(9356),S(3622),S(10634),S(10654),S(11179),S(11193)
0.0,0.0018872363119560693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0018872363119560693,2.8415659895601734e-21,2.8415659778183872e-21,2.7507520632868867e-21,2.7507520510539921e-21,1.802114234398639e-29,1.8417630758666586e-22,5.8614635851862587e-29,3.9253755292663732e-29,8.7509025863636566e-23,3.8070300693573577e-29,3.9103493735854767e-29,3.785378086310902e-29,1.2186698586452166e-37,5.3017534431196028e-44,7.2524511749064233e-23,3.1551374069250715e-29,4.2232177932477373e-38,1.7425892896896112e-23,1.3946734943097808e-30,1.8372867090001612e-44,7.657122758315164e-38,1.484457841386513e-52,9.5101992019770691e-58,9.4487932359211242e-31,1.860050248927132e-53,2.2472165581524687e-45,7.220184868774494e-53,3.1505472365142773e-53,7.1615543693229291e-24,8.8682652929238462e-39,4.7067072095184227e-38,9.9574201746230295e-31,9.0305150257305537e-68,8.2097980996100525e-48,3.0935236695763068e-52,4.0356302749972511e-54,1.3646967873062484e-38,6.6992773239316563e-48,1.0876124120220311e-53,4.4077030924346989e-38,1.9175460242115763e-44,4.2712027672519978e-62,7.3497175098376035e-39,2.8605210354464225e-53,1.8581624032113139e-68,8.9814138846518628e-54,4.4085446314910635e-38,1.9179121034210104e-44,2.0585225943963663e-45,8.4375121930128891e-49,9.8551924732506426e-32,6.8460927835957488e-63,3.5765238864968798e-65,6.862789738024886e-73,1.1349400127523089e-40,4.937491590369622e-47,3.9893056248824969e-55,2.5506023184459601e-60,5.4707659420672121e-75,4.3527041086796591e-78,1.233369305073848e-86,2.3995510067809199e-70,3.2253904910404464e-72,1.9744965187691735e-47,2.6890684067693624e-58,2.1908335598951179e-68,1.367090724308588e-79,1.4983123548875904e-81,9.4750392390204748e-83,6.2751267513684569e-81,2.7992184019364273e-79,7.6524140042926077e-88,1.8774923845276716e-92,1.086464344253739e-34,9.6929276562422445e-57,4.4474699129721216e-25,5.115349662339096e-63,1.1731577569543504e-75,2.9344635349035235e-32,7.8261017385744843e-102,6.0225948936803121e-105,1.1612390560005185e-107,6.991585214777985e-49,3.6994516840128271e-52,-2.3507087453705019e-103,-4.5106500909233244e-111,-5.3413614038186001e-111,-2.9279189210508691e-116,6.1300406024088512e-45,-6.6501130113766486e-119,8.7900832965522047e-42,9.1478446344234902e-39,3.2510999963917408e-48,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,4.4882529353966955e-48,9.9247454789429363e-50,2.118782933730489e-51,2.0414219899091959e-54,1.1729413059658629e-50,6.8620032109181475e-53,2.0250190276956666e-58,1.6865550746433113e-59,1.2960172736193699e-52,6.1969730521911195e-59,2.334013825140466e-61,1.0153992602977637e-67,5.7339431101980046e-75,3.5850384022540692e-75,1.0579985035012045e-80,1.0579979879770288e-80,2.8224647643988573e-82,1.6451864231680065e-62,0.0,0.0,0.0,0.0,0.0
3.0000000000000002e-15,0.0018872363119560693,9.336573854824557e-21,9.3365737776642502e-21,9.0381852033916401e-21,9.0381851230040495e-21,1.1842464883695752e-28,6.0515073722779859e-22,3.8518188868795364e-28,2.5795324754887207e-28,2.8752952995949512e-22,2.5017620369996457e-28,2.5696581394138783e-28,2.4875341485120679e-28,1.1490313927142113e-36,6.5135818392862089e-43,2.3829471999388154e-22,2.0733755442657701e-28,3.9818904808151867e-37,5.7256514839923857e-23,9.1649979010782994e-30,2.2572376510417661e-43,7.219572226313389e-37,2.2478901445467309e-51,1.7118338330731825e-56,6.2092067261976544e-30,2.3940682326471131e-52,2.7105937440100312e-44,1.135600042486247e-51,4.7003480164042129e-52,2.3530821783588184e-23,8.3615059255431195e-38,4.4377513827937201e-37,6.543447268841419e-30,1.880457062131029e-66,7.7406655042132234e-47,4.6841550680174189e-51,4.9580485534115178e-53,1.2867141129062812e-37,8.2305386532158917e-47,1.6469556241906455e-52,4.1558330493241709e-37,2.3558416520101118e-43,6.4678077485814948e-61,6.9297325670615745e-38,4.3316449765568656e-52,3.3446863927676613e-67,1.3600423910932584e-52,4.156626528809029e-37,2.3562914109335481e-43,2.5290414464386265e-44,1.0365202648231997e-47,6.4762693668107022e-31,1.27134861160396e-61,7.6634273019307441e-64,1.6665711586664738e-71,1.070086147915493e-39,6.0660603253139053e-46,6.0409400858574149e-54,4.5910787821639311e-59,1.3203315001673932e-73,9.0784832396658381e-77,2.9248346245650092e-85,4.9956795681582479e-69,7.6365536281909175e-71,2.4258098382808976e-46,3.3037121987974955e-57,3.3135264138421384e-67,2.4550699768848474e-78,3.0941663200865456e-80,2.2185908144176401e-81,1.484087624269646e-79,5.820465057636914e-78,1.7989325172552935e-86,4.9500429345697124e-91,7.1396228968038845e-34,1.467785958096565e-55,1.4613073712701831e-24,9.2076281792059465e-62,2.8489162017318832e-74,1.9283617775328599e-31,2.2867966433254044e-100,1.9315484946581988e-103,4.0560735121092829e-106,8.5886043758913056e-48,5.601467303171974e-51,9.7390138358864936e-102,1.7398918947387829e-109,2.060321904553933e-109,1.1344376039702088e-114,4.0283123377667446e-44,2.3866180759207845e-117,8.287793490382981e-41,8.6251107093394868e-38,3.0372362195682645e-47,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.5141381880603333e-47,1.2103676159684746e-48,2.6225673961316763e-50,3.1100757136539896e-53,1.4410422642054233e-49,6.469884150497195e-52,2.4878580874043271e-57,2.0720477550387607e-58,1.2219588163618168e-51,7.6134218891101512e-58,2.8675007743544263e-60,1.537603703381674e-66,1.0320981471370224e-73,6.4530598033570646e-74,2.2066779131755969e-79,2.206676690650129e-79,5.8868477419381062e-81,2.0212289590082859e-61,2.5484370270900734e-111,3.5069684083297394e-119,1.5494791624017894e-126,2.6910042759554544e-133,1.8702485028634526e-142
7e-15,0.0018872363119560693,2.0702836964644641e-20,2.0702836545295168e-20,2.0041192328546594e-20,2.0041191891657562e-20,6.4361219180543101e-28,1.3418560616971853e-21,2.0933796864956611e-27,1.4019197699789349e-27,6.3756466580163059e-22,1.3596512297758871e-27,1.3965532645959798e-27,1.3519206533427115e-27,1.8558570072384042e-35,3.2946547384846747e-41,5.2839196868263108e-22,1.1268328869134388e-27,6.4313478358835431e-36,1.2696015994394324e-22,4.9809794286392248e-29,1.1417404437910323e-41,1.166069324743338e-35,3.7123338694774257e-49,9.5303651570612964e-54,3.3745679626072692e-29,1.3671542927284093e-50,1.313934570199414e-42,2.1341173055000702e-49,7.4154307269011173e-50,5.2177041437013647e-23,1.3505078958286901e-36,7.1676241545850919e-36,3.5562203710506467e-29,3.4977464568314631e-63,1.2502328735675729e-45,7.7279514733161266e-49,2.5077803202420697e-51,2.0782380978045761e-36,4.1631085201420823e-45,2.7199547943947001e-50,6.7122808745287532e-36,1.1916138981970024e-41,1.0681310383825351e-58,1.119255198247619e-36,7.153723855775805e-50,1.8620817082490593e-64,2.2461158600597906e-50,6.7135628842004118e-36,1.1918414196552124e-41,1.2792208207607664e-42,5.2375041496082478e-46,3.5197117087519037e-30,7.9823906106990794e-59,1.668617588038696e-60,1.2808863890171648e-67,1.7283490450538918e-38,3.0682932710116813e-44,9.9764615292000417e-52,2.5560111294551032e-56,8.8224769799791585e-70,1.7456618309433468e-73,1.9787290390116256e-81,9.2552214022190635e-66,4.9769784586877941e-67,1.2270074294496548e-44,1.6710612071794223e-55,5.3751083305422479e-65,1.2995042861172528e-75,4.8815690309126306e-77,1.1784942316012296e-77,9.4347384017276525e-76,1.0520014637660845e-74,9.9733783463219074e-83,9.7882257043263693e-87,3.88023005833839e-33,2.4240566863653383e-53,3.2402634153372443e-24,5.1262983532313928e-59,2.1896193808801016e-70,1.0480227972180949e-30,1.6283014573288433e-95,4.9831376434680128e-98,3.8432737132065256e-100,4.3378258649106684e-46,9.2370954768406753e-49,1.3788807803697052e-96,1.0583461269825733e-103,1.2532592431437173e-103,5.8169337431842496e-109,2.1892999765068313e-43,5.2847480117437216e-111,1.3386047992340593e-39,1.3930859996638294e-36,4.5282111747450544e-46,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.7891208784514043e-45,5.6441083255437187e-47,1.2659134642354539e-48,4.9098706246327532e-51,7.288996016631011e-48,1.0449775169994551e-50,1.2582571322777044e-55,1.0480365231540894e-56,1.9736437864059936e-50,3.8509619895874304e-56,1.4504102074626344e-58,2.5393450349785287e-64,5.7450075615752107e-71,3.5926224701010517e-71,4.243072128734945e-76,4.2430638577042124e-76,1.1319629347428764e-77,1.0223653490081364e-59,9.1977326216373278e-107,5.0629270437502078e-114,8.9477948547127735e-121,6.2159118167165228e-127,1.7280241625655756e-135
1.5e-14,0.0018872363119560693,4.3435361024668963e-20,4.3435359169467159e-20,4.2047203707603064e-20,4.2047201774806372e-20,2.8473401150868544e-27,2.8152669502182861e-21,9.2611106797162476e-27,6.2020926680643778e-27,1.3376324744853717e-21,6.0150819661939888e-27,6.1783511131323403e-27,5.980896385813259e-27,1.7259777681015502e-34,6.3364752177736545e-40,1.1085844340148522e-21,4.9850965804114317e-27,5.9812615908100236e-35,2.6636763728452667e-22,2.203586995748317e-28,2.1958633608322297e-40,1.0844649234727259e-34,1.4563924299367917e-47,7.5596218581752308e-52,1.4929081976562646e-28,2.7128152010900743e-49,2.5004195232529507e-41,8.6377119942844526e-48,2.8785800011015677e-48,1.0946948628294882e-22,1.2559947617823181e-35,6.666000550212884e-35,1.5732711787746209e-28,5.3359164864335411e-61,1.1627372739350197e-44,3.027324788585059e-47,4.8229232583840019e-50,1.93280021406411e-35,8.0067214748696804e-44,1.067098399568106e-48,6.2425191721287455e-35,2.2917779368163418e-40,4.1903409990846759e-57,1.0409259882856648e-35,2.8065595946087441e-48,1.4770075286770752e-62,8.8120067444139948e-49,6.2437120781467103e-35,2.2922155989115496e-40,2.4602693529265577e-41,1.0057690889937123e-44,1.5571205307616025e-29,6.3988022803076263e-57,2.6905880414918273e-58,4.1430122782489106e-65,1.6073938020996534e-37,5.9011256138099239e-43,3.9138844846191562e-50,2.0274649584086198e-54,2.414381019139812e-67,2.7853423958743912e-71,6.3326700151051818e-79,1.4046368660854414e-63,1.5154270179649235e-64,2.3598566835097956e-43,3.21388520805375e-54,2.0556924757766521e-63,9.6158685218608747e-74,6.1595571044851757e-75,2.8639327464947675e-75,2.7853844840204112e-73,1.5478785951817271e-72,2.5259970955934064e-80,4.9677429770008781e-84,1.7166139417879258e-32,9.5101183716691941e-52,6.7980942524802726e-24,4.0663620352615434e-57,7.0823487155570146e-68,4.6364535312762824e-30,1.6493290203520018e-92,1.0022209814681384e-94,1.546320146690934e-96,8.3243721538681815e-45,3.6161054598285758e-47,1.7367619844003618e-93,2.6671223664796247e-100,3.1583225497900819e-100,1.2175332695992268e-105,9.6854615752425077e-43,2.2128120950155602e-107,1.2449284579189384e-38,1.2955960367324043e-35,3.7539620851275411e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.3641961956420312e-44,9.7192990655833873e-46,2.1986512212778228e-47,1.7437980092484277e-49,1.4018675685506901e-46,9.7183877495596865e-50,2.419568549196227e-54,2.0155528802871973e-55,1.8355186773311031e-49,7.4063803955915542e-55,2.7894885621907459e-57,9.9623290046823081e-63,4.5558523328002833e-69,2.8497004128618011e-69,6.7700420427380799e-74,6.770015570939932e-74,1.8061520639095165e-75,1.966277517893206e-58,8.2136753130828052e-103,9.0429399292921774e-110,3.1964287032374827e-116,4.4410916224668476e-122,2.4692649228491053e-130
3.1e-14,0.0018872363119560693,8.890040050625597e-20,8.8900392773454916e-20,8.605921498070513e-20,8.6059206924476256e-20,1.1868206089463479e-26,5.7620896855715466e-21,3.8601908446407614e-26,2.5851395702073986e-26,2.7377582399351667e-21,2.5071783027649972e-26,2.5752435678748358e-26,2.492940964822002e-26,1.4567157067170509e-33,1.077340543662253e-38,2.2689612365650046e-21,2.0778649276856366e-26,5.0481543062259762e-34,5.4518334049456829e-22,9.1849469601205895e-28,3.7334536627634564e-39,9.152842809570122e-34,4.9715082921485095e-46,5.1716018098730465e-50,6.2226950838956845e-28,4.6824040171066117e-48,4.2299158293039432e-40,2.9944983476084274e-46,9.7762534666568124e-47,2.2405439813007325e-22,1.0600527120534578e-34,5.6260532680889464e-34,6.5576615785347422e-28,6.7191357336865955e-59,9.8134381559070302e-44,1.0304017831075312e-45,8.1993998993163033e-49,1.6312799168943954e-34,1.3613140314386902e-42,3.6428128952923125e-47,5.2686297254539023e-34,3.8965127672222733e-39,1.4303624534075239e-55,8.7853596589942383e-35,9.5808778390280958e-47,1.0104030596943343e-60,3.0082019389331221e-47,5.2696375524708609e-34,3.8972571560187982e-39,4.1829873251009921e-40,1.7048801006514857e-43,6.4903492629784102e-29,4.2735195676124766e-55,3.5984734497871111e-56,1.1088992212251884e-62,1.3566324086994555e-36,1.0033222428527275e-41,1.3360352913500603e-48,1.3870066183508584e-52,4.9417688159719493e-65,3.8148079794962825e-69,1.7352181854138995e-76,1.7529040031668928e-61,3.7850594816423511e-62,4.0122879046290387e-42,5.4643179961654922e-53,6.68324530003321e-62,5.7691926153100967e-72,5.8165519331657451e-73,5.0275631822150597e-73,6.6088178650914133e-71,1.8347861557235868e-70,4.7755759128443493e-78,1.8796404612694125e-81,7.1551462470720999e-32,3.2465272413471067e-50,1.3913430940981856e-23,2.7819814333837858e-55,1.895654978955026e-65,1.9325548710764832e-29,1.240921555291559e-89,1.4855011504833134e-91,4.58434688137333e-93,1.4091845742155078e-43,1.2291861179610016e-45,1.9031109808386024e-90,5.8455118181939932e-97,6.9220786188646357e-97,1.9950005369098685e-102,4.037067283762476e-42,7.2521288847414658e-104,1.0507190707377807e-37,1.0934808327943338e-34,2.6072486935631352e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,9.120295326869979e-43,1.3685201623468397e-44,3.1083459269373937e-46,4.9661463393289684e-48,2.3834997432434114e-45,8.2021391862675716e-49,4.1125029088447633e-53,3.4265717037160248e-54,1.5491630748186858e-48,1.259242007711671e-53,4.7426574789390732e-56,3.4008391822556619e-61,3.1151041123814673e-67,1.949478385387235e-67,9.271936505220575e-72,9.271863961942291e-72,2.4737491576822424e-73,3.3431185757673121e-57,2.1025888107475961e-99,4.6303819133202201e-106,3.2736457827976272e-112,9.0970695263864199e-118,1.0116191106645073e-125
6.300000000000001e-14,0.0018872363119560693,1.7983044491559714e-19,1.7983041340403088e-19,1.7408319158688854e-19,1.7408315875734548e-19,4.8363568776963786e-26,1.1655738989376265e-20,1.5730480061948209e-25,1.0534581332095452e-25,5.5379703638394594e-21,1.0216787832887316e-25,1.0494253692124441e-25,1.0158865756704493e-25,1.1922312521871273e-32,1.7674836839776371e-37,4.5896823297427606e-21,8.4673321479170224e-26,4.1316046506176291e-33,1.1028177410197209e-21,3.7429269186130585e-27,6.1251052258485344e-38,7.4910634522020404e-33,1.6330000038165616e-44,3.3995037106871336e-48,2.5357775669475345e-27,7.7399275610654186e-47,6.9222639826690124e-39,9.913591426665581e-45,3.2033173892748282e-45,4.5322431043667252e-22,8.6758735943690517e-34,4.6045513724364939e-33,2.6722779364819708e-27,7.6091541099186181e-57,8.0316887271525591e-43,3.365065909888714e-44,1.3449851696500384e-47,1.3351129739875043e-33,2.2333531848773061e-41,1.1966857637823008e-45,4.3120100178057066e-33,6.392564673330765e-38,4.698055093768402e-54,7.1902736791560167e-34,3.1473557834441055e-45,6.641389988705116e-59,9.8821123001981208e-46,4.3128365282810387e-33,6.3937867905011561e-38,6.8625610243288061e-39,2.7803037548612361e-42,2.6448529901246567e-28,2.6272864068343662e-53,4.427442744179315e-54,2.7295238820576272e-60,1.1103207872896478e-35,1.6460517472486932e-40,4.3885018936052438e-47,9.1173644179792888e-51,8.2705187439521253e-63,5.0164863149192873e-67,4.5625429990815369e-74,1.9572989467108648e-59,8.4568301695846294e-60,6.5825912409950114e-41,8.9647680369715632e-52,2.0044279546058941e-60,2.9891557708257384e-70,4.4721576921788073e-71,6.7791965358006144e-71,1.3704186998310727e-68,1.9011681144065486e-68,7.3478272094157723e-76,5.7876382646539958e-79,2.9157619826757506e-31,1.0665071548976585e-48,2.8142804520270066e-23,1.8289043850784315e-53,4.6662325459686273e-63,7.8752703761555215e-29,7.5521828997256251e-87,1.7552173906309345e-88,1.0834345387781435e-89,2.2920389029252894e-42,4.0038294696438369e-44,1.8953979152879988e-87,1.1644172286218991e-93,1.3788692450699219e-93,2.6475236782486367e-99,1.6451258051649641e-41,1.9249677494220881e-100,8.5995857120097228e-37,8.9495413811633782e-34,1.5716612342670062e-43,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.4962676384730486e-41,1.6689317375953175e-43,3.7982515727745592e-45,1.2207238366726046e-46,3.9104183766980196e-44,6.7127349965558369e-48,6.7427216070955397e-52,5.6206055812380732e-53,1.2678862408487777e-47,2.0658913191808146e-52,7.7805095258342766e-55,1.1171590917554271e-59,2.0455939962131081e-65,1.2814371793760458e-65,1.2191788218604228e-69,1.2191597434129288e-69,3.2530979213500717e-71,5.4847596127945898e-56,4.6589237697497022e-96,2.0520641743870752e-102,2.9016224512131621e-108,1.6126644742781368e-113,3.5866679669642552e-121
1.2700000000000001e-13,0.0018872363119560693,3.6169039551905831e-19,3.6169026835578746e-19,3.5013096103935517e-19,3.5013082855752618e-19,1.9516873892696739e-25,2.3443052928210522e-20,6.347953996748063e-25,4.251177555583253e-25,1.1138236989070251e-20,4.1228552041751982e-25,4.2349028094824457e-25,4.099558326143236e-25,9.638746750499893e-32,2.8604315427903596e-36,9.230994472684736e-21,3.4168865783552457e-25,3.3402555892996833e-32,2.218098518406859e-21,1.5104492172559768e-26,9.9126656321367991e-37,6.0562959232232121e-32,5.286809361014847e-43,2.2016760187616759e-46,1.0232972793482261e-26,1.2573263821495107e-45,1.1188672283273223e-37,3.2227087724853579e-43,1.035954307583541e-43,9.1156448942995521e-22,7.0141232730590928e-33,3.7225707503459242e-32,1.0783811106065804e-26,7.7136187320656238e-55,6.4933214111486765e-42,1.0770202941309434e-42,2.1760042914141463e-46,1.0794082563402544e-32,3.6143225832876777e-40,3.8750565403035915e-44,3.4860418885664283e-32,1.0345333902638538e-36,1.5208051280481324e-52,5.8130738675093231e-33,1.0191504801111478e-43,4.3007547432206147e-57,3.1999764453682903e-44,3.4867127851258844e-32,1.0347314559949833e-36,1.1105980041559783e-37,4.4463816167974579e-41,1.0673180885948807e-27,1.4930416118346972e-51,5.0354414329298637e-52,6.2104368804455984e-58,8.9765552011040607e-35,2.6639182766476194e-39,1.4207721616550067e-45,5.9048366131485413e-49,1.1470352897129201e-60,6.4977940077494053e-65,1.1811020550802874e-71,1.9473850862903383e-57,1.6837241972968677e-57,1.0653144315025878e-39,1.450830140905639e-50,5.5271256163455401e-59,1.2944411845879063e-68,2.8445321395815563e-69,6.9199002698034099e-69,2.4944832272795105e-66,1.7291220721314284e-66,9.3481120704929136e-74,1.473644134187716e-76,1.176642607430914e-30,3.4535410079594047e-47,5.6596353651109635e-23,1.1847358689480401e-51,1.0617595116817336e-60,3.1780311139236753e-28,3.7567878254975996e-84,1.6494975193963677e-85,2.0365764814939202e-86,3.6466683888962563e-41,1.2749558109196695e-42,1.7350109813194407e-84,2.1318640042211934e-90,2.524494492697173e-90,2.9239138839024784e-96,6.6388179964542565e-41,4.252175505480758e-97,6.952612476006808e-36,7.2355018307866824e-33,8.2818520413439479e-43,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.4214827159157353e-40,1.7802774386387598e-42,4.0556661330478075e-44,2.6229272722896698e-45,6.3286456488407917e-43,5.42666489594654e-47,1.0898463140273208e-50,9.0928737406478791e-52,1.0250269069570044e-46,3.3432998959770287e-51,1.2590761855563128e-53,3.6172986477912528e-58,1.3221230189390433e-63,8.2987413079755596e-64,1.5789698588236634e-67,1.5789204494508923e-67,4.2139810708423651e-69,8.876475915722987e-55,9.8660398692261218e-93,8.6912475876603159e-99,2.457883875650304e-104,2.7320937567822669e-109,1.2152715118953414e-116
2.55e-13,0.0018872363119560693,7.2540974386597511e-19,7.2540923302334067e-19,7.0222576490614989e-19,7.0222523269825071e-19,7.8403623288837351e-25,4.701774212143866e-20,2.5501128818395065e-24,1.7077929544026094e-24,2.2338139792444886e-20,1.6561800436398344e-24,1.7012544399494987e-24,1.6468832486223658e-24,7.7499207511559865e-31,4.6015829916299798e-35,1.8513098619125646e-20,1.3725890983233213e-24,2.6857039556870637e-31,4.4487079778609391e-21,6.0678905027057716e-26,1.5946584316903258e-35,4.8695728369428759e-31,1.7005673329467217e-41,1.4165393127897419e-44,4.1107890769374211e-26,2.0264790018508965e-44,1.7987634552342617e-36,1.0391024476852675e-41,3.331532761481679e-42,1.8282462643823428e-21,5.6396260432561013e-32,2.9930280948157419e-31,4.3320714447610058e-26,6.9159670797067653e-53,5.2208778879513095e-41,3.3872109349456289e-41,3.4983867044702427e-45,8.6791606789798903e-32,5.8141914718779151e-39,1.2469787899235645e-42,2.8028176238611112e-31,1.6642044839340421e-35,4.8906864761481144e-51,4.6739411393164621e-32,3.27950612558273e-42,2.7664038065918337e-55,1.029736149257149e-42,2.803361381016533e-31,1.6645240222165899e-35,1.7865765887675269e-36,6.9877071963526512e-40,4.2876623729610356e-27,7.6870688512723332e-50,5.1898439683261483e-50,1.2806148189665035e-55,7.2175322325249532e-34,4.2854766627952892e-38,4.5701030120904852e-44,3.7991326946581754e-47,1.327731363544565e-58,8.3596813719976206e-63,3.0343874485613663e-69,1.7113828735383128e-55,2.9613230561893791e-55,1.7138115502963028e-38,2.3339686625076015e-49,1.3706244340976766e-57,4.4877858783235316e-67,1.5154973027643853e-67,5.2828657596897225e-67,4.025672691462392e-64,1.3942728562732694e-64,9.9508987317529894e-72,3.1397505279024812e-74,4.7268478057704879e-30,1.1113516247580982e-45,1.1348266910265745e-22,7.6257397307053884e-50,2.1896343497039056e-58,1.2766902267288655e-27,1.5296786560167033e-81,1.2091492830415587e-82,2.9862362244598288e-83,5.6744801656296873e-40,3.9707377981987285e-41,1.4354047451929502e-81,3.5276590401654714e-87,4.177361338513024e-87,2.7324911175675092e-93,2.6669575582090817e-40,7.9482425274284172e-94,5.5904345158919219e-35,5.8178291899760275e-32,3.9065409026583113e-42,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.8953722488703175e-39,1.6977170322598542e-41,3.8694725337103708e-43,5.0343765156188794e-44,1.0181442122801855e-41,4.3627155683827762e-46,1.7488433981421631e-49,1.4617096821088674e-50,8.2414148871195909e-46,5.3781693773701952e-50,2.0251802400533216e-52,1.1638809334748093e-56,8.471933785197171e-62,5.3387782310441403e-62,2.0308519112666097e-65,2.0307248642991282e-65,5.4221929765858178e-67,1.4280060226214381e-53,2.0519220397253729e-89,3.6151867761417087e-95,2.044725063829477e-100,4.545687777135611e-105,4.043966502669053e-112
