Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341)
2.5580112168464772e-05,0.003256062478875215,1.9325784169313258e-12,5.0931498474384443e-13,1.0426625707586811e-12,1.2171543036728332e-12,1.0852050325369957e-10,1.2876822448415134e-10,9.7823336950095019e-12,1.3119764900985861e-11,1.8348747226258856e-12,6.7827552601641221e-12,3.2163429510820351e-12,7.4373075494370137e-12,2.3763479391669104e-13,8.6148033994951562e-13,8.8502489777972213e-13,3.9417312607978581e-12,6.0520862073364594e-14,2.3196537277685039e-12,3.6001901034808604e-11,2.0568973532571868e-13,3.9882464392873823e-14,2.2696525488988398e-16,1.2729169611188642e-11,5.1324946879810466e-11,2.9603178205055862e-22,1.281341664190511e-12,1.0189537512455907e-11,1.2398847631524639e-10,3.8303696986628243e-13,6.3473287098832859e-12,1.5945721555026732e-14,3.4030438935276399e-11,6.6793503233996897e-20,1.1191893297794877e-11,2.1309664517869792e-11,4.0301738014865186e-13,3.3076086279156044e-12,1.1582085280127781e-15,3.2996628896329701e-11,1.1263096256874805e-13,5.0146024583777994e-13,5.8957179327350461e-15,3.7204565302654252e-12,2.0485923511069754e-15,4.7600703003302109e-14,1.1578146440479869e-12,7.9749553475601361e-14,2.950611112640051e-13,4.8557580903327186e-11,1.1335941045761694e-18,2.2638619207953366e-12,1.2253475860406654e-19,5.721730947371883e-12,4.2902422813145633e-14,3.4772937365619524e-14,1.3973817776651384e-13,1.5450187881079325e-16,6.7178258750592839e-12,1.1754999340326711e-20,4.3955942652177401e-14,3.627963250336269e-18,3.1271428002396738e-20,3.5424619395313619e-12,1.8129118150537287e-14,1.4516780614228142e-12,9.2622335064679389e-21,4.2926097534056542e-24,7.2674975162187735e-20,5.244602381045283e-19,1.1888140565450169e-16,1.10711568823519e-23,5.8701090392164764e-22,2.6661133383205336e-17,3.2559296170249113e-13,1.3892680237114822e-17,1.7246710737417323e-16,7.4486888052207003e-14,7.1868131690142337e-13,2.6817317119577678e-11,1.0542263913255482e-23,4.2331529869036965e-24,2.6884195822583835e-17,4.6032203985179251e-19,2.0531799266211705e-12,3.2229256107688422e-21,4.3403444359368144e-21,2.0150044555158404e-19,3.9157255972596179e-27,3.9349039329300056e-22,2.9020549063949546e-20,1.1770090510666326e-13,4.4275018781484959e-12,1.3360715691884343e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911897546557475,0.00010000000021948509,0.10889010960797274,1.9317486087060288e-15,2.2738215619486745e-24,4.5610033152577668e-26,3.0961444966058018e-19,5.7536517240616803e-14,3.4623573401222947e-19,1.953613106225651e-20,6.2946490512847994e-21,3.0014618193451259e-21,5.1286751789609483e-21,9.75310301206664e-21
2.6979799906085936e-05,0.0032560624789216186,1.9998513597960199e-12,5.2573907652849741e-13,1.0857000971367769e-12,1.2592514666455483e-12,1.1847827000144988e-10,1.4159518276246875e-10,1.0127016192993576e-11,1.3589047941580518e-11,1.9345736302939729e-12,7.1515153347509035e-12,3.3214158614622436e-12,7.755006340371547e-12,2.4780156167164557e-13,8.9835172663512159e-13,9.3195388355587289e-13,4.1508907930813414e-12,6.2499210713160426e-14,2.5320846511416123e-12,3.9347802317472348e-11,2.1241408317453713e-13,4.1287891825667831e-14,2.3438514413589555e-16,1.3417594091119348e-11,5.6864123938716935e-11,3.087019521140626e-22,1.3519590383453825e-12,1.0936414447500867e-11,1.3836003974368307e-10,4.0402462350066155e-13,6.9272771898965793e-12,1.6791987705469708e-14,3.7733448569098699e-11,7.0405858496747965e-20,1.2562151263104225e-11,2.4063051664502952e-11,4.5236035853616268e-13,3.4367800484344701e-12,1.2034415163309186e-15,3.6467412569333749e-11,1.1877968625397122e-13,5.2885445221695971e-13,6.6180273147383108e-15,4.0545898095550249e-12,2.1605196206417694e-15,5.3440855339329681e-14,1.2924434961247149e-12,8.39959767186111e-14,3.1078096293626175e-13,5.4196512377710236e-11,1.2371693731894795e-18,2.391871867049828e-12,1.3151636211596844e-19,6.4666785100814059e-12,4.8488334244608639e-14,3.6745835528286189e-14,1.4767149965515689e-13,1.6327343514480337e-16,7.3613920734289005e-12,1.3285455455107419e-20,5.2267889708067124e-14,4.3140023365740881e-18,3.4267223739422052e-20,4.138608787417164e-12,1.9137992972861569e-14,1.7255769370265026e-12,1.1009807863656175e-20,5.6064430909488112e-24,9.8143888251300196e-20,7.0825709928468415e-19,1.6064238340737483e-16,1.4960240258135637e-23,7.9272989708913498e-22,3.6987339263949341e-17,3.7726183099916076e-13,1.4665842507143036e-17,1.8232586723293474e-16,8.2781812782127937e-14,8.608394326809057e-13,2.9943090919573077e-11,1.4625420980700429e-23,5.8727086990105114e-24,3.9559347334057595e-17,5.0166345250347568e-19,2.3818284787750977e-12,4.2512353648405478e-21,5.7327610705978585e-21,2.7890486783688803e-19,5.4199129736233678e-27,5.3304798585194854e-22,4.2483859799107454e-20,1.2917421006887584e-13,4.607023952041427e-12,2.3208854371727011e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911897308866271,0.0001000000002780439,0.1088901095714799,2.0100796843943076e-15,3.9374820291454138e-24,7.8980993146423841e-26,3.8178149297549066e-19,6.329003670617491e-14,4.3146629912018985e-19,2.4345199589797994e-20,7.8441469114250716e-21,3.7395376646492662e-21,6.3899678255718123e-21,1.2154758156262217e-20
2.83794876437071e-05,0.0032560624789707325,2.0667351741595564e-12,5.4234252027976566e-13,1.1287155696378059e-12,1.3014511826996641e-12,1.2880930596030951e-10,1.5499416281546534e-10,1.0471277748186298e-11,1.40551512325109e-11,2.0344572149770127e-12,7.5209579098718391e-12,3.4275904978791471e-12,8.0720183387378661e-12,2.5795414619955472e-13,9.3517938312825182e-13,9.7894377024024627e-13,4.3603195810086475e-12,6.4502226541106207e-14,2.7514481856529127e-12,4.2803477861487483e-11,2.1922441367825787e-13,4.2691555535039384e-14,2.4189993879529182e-16,1.4105729531983726e-11,6.2670393043661775e-11,3.2135709468257553e-22,1.4227739474847217e-12,1.1688549484210082e-11,1.5350332469377126e-10,4.2505537784535137e-13,7.5181548655981672e-12,1.7639351328146577e-14,4.1616392918730797e-11,7.4016697105396766e-20,1.4009210553758727e-11,2.6995399172934202e-11,5.0446897057109555e-13,3.5651092243116863e-12,1.2483794778991156e-15,4.0081475542503042e-11,1.2493926200173445e-13,5.562965938920283e-13,7.3808494269846006e-15,4.394495844961064e-12,2.2726423166784351e-15,5.9609062255007507e-14,1.4341704196260628e-12,8.8247467131581303e-14,3.265193167799467e-13,6.013224990030563e-11,1.3426965301404018e-18,2.5200931822676786e-12,1.4056119714124148e-19,7.2566574939289431e-12,5.4411921418766591e-14,3.8721869292091239e-14,1.5561733650315696e-13,1.7205882766780294e-16,8.018339318247313e-12,1.4908426288267424e-20,6.1568265992703308e-14,5.0816230683533017e-18,3.7325308145711154e-20,4.7898389947038763e-12,2.0170832575967951e-14,2.0319676176722175e-12,1.2964691745665361e-20,7.2374162094008158e-24,1.3039246456460317e-19,9.4097951783129387e-19,2.1353790535301708e-16,1.9886250499251451e-23,1.0532097234545936e-21,5.0369459758547665e-17,4.3393197803897703e-13,1.5457369631774047e-17,1.92314612525907e-16,9.153350115884282e-14,1.0209130447787502e-12,3.3234993411830161e-11,1.9916938633602574e-23,7.9974709609976362e-24,5.697002386479568e-17,5.4371911287107431e-19,2.7389746640863671e-12,5.5256067920284665e-21,7.4611508894732301e-21,3.7936999311753338e-19,7.3722351162264084e-27,7.1257300998992418e-22,6.0946075806064324e-20,1.4104073961949928e-13,4.783974849208346e-12,9.2141465508041522e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911897060826818,0.00010000000034374462,0.10889010953347815,2.0872886273983331e-15,1.5846968537804827e-24,3.1787048802359846e-26,4.6720393990026339e-19,6.9245302304367928e-14,5.3138951015239973e-19,2.9983355653760636e-20,9.6608390676891725e-21,4.6057323730512037e-21,7.8705369582327873e-21,1.4971991388195045e-20
2.9779175381328262e-05,0.003256062479022569,2.1334662006174944e-12,5.5911501717767485e-13,1.1717503518469789e-12,1.3435077939875526e-12,1.3951355913370251e-10,1.689686244265875e-10,1.0816017120891564e-11,1.4519117739402315e-11,2.134624307551605e-12,7.8914350529951864e-12,3.5349634559812664e-12,8.3890374574404069e-12,2.6808918488714264e-13,9.7192594919559368e-13,1.0260483306938728e-12,4.570252427795774e-12,6.6520851980453858e-14,2.9775061744427336e-12,4.6367569039712097e-11,2.2608400627638178e-13,4.4097247961938029e-14,2.4946903963949729e-16,1.4794167564590201e-11,6.8744311486499583e-11,3.3398437307363563e-22,1.4938541075681025e-12,1.2445431816845177e-11,1.6942095898847361e-10,4.4616440375484791e-13,8.1192268817884618e-12,1.8488722613504593e-14,4.5679504081761655e-11,7.7629123461189904e-20,1.5532360139359401e-11,3.0107945464921054e-11,5.5931761248750557e-13,3.6928535174344534e-12,1.2931125561581e-15,4.3838111193806404e-11,1.3111557794317629e-13,5.8381300887854091e-13,8.1838092984651008e-15,4.7397770373111311e-12,2.3850684626932814e-15,6.6102289038791448e-14,1.5830117849258577e-12,9.2508908126139701e-14,3.4229438557078662e-13,6.6365475906316534e-11,1.4500443342910675e-18,2.6486425951056723e-12,1.4966312108371619e-19,8.0910421401859417e-12,6.0668492144726708e-14,4.0702815802548958e-14,1.6358282340015218e-13,1.8086594529795361e-16,8.6877388777232923e-12,1.6622626250661533e-20,7.1910822319421402e-14,5.9352618666502257e-18,4.0441357982144118e-20,5.4972420032263538e-12,2.1228686075512452e-14,2.3726095787107355e-12,1.5138111240230832e-20,9.1861118339747343e-24,1.7069799668994371e-19,1.2318451054992059e-18,2.7969303162515332e-16,2.6047088021526957e-23,1.3787694460918354e-21,6.7460598449376381e-17,4.958205820876337e-13,1.6268064978620252e-17,2.0243862294026465e-16,1.0075371803462534e-13,1.1999462017935281e-12,3.6693450498433562e-11,2.6675065148660887e-23,1.071113709670844e-23,8.0470529552989522e-17,5.8643982700501044e-19,3.1250879043969835e-12,7.0892541237057123e-21,9.5817484513099632e-21,5.0797896076330471e-19,9.8714718049394123e-27,9.4096796748689269e-22,8.5849483725754146e-20,1.5329406522213075e-13,4.9589066052989242e-12,5.5837202252696387e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911896802404697,0.00010000000041686685,0.10889010949396009,2.1636163345550431e-15,9.4437544270752464e-24,1.8942996954346447e-25,5.6795223969136569e-19,7.5398773762899025e-14,6.476172571254279e-19,3.6541333485007257e-20,1.1773767358744092e-20,5.610913038521573e-21,9.5880267284564719e-21,1.8245846310196178e-20
3.1178863118949426e-05,0.0032560624790771314,2.200068748843568e-12,5.7607230468242449e-13,1.2148827913320137e-12,1.3858554615681696e-12,1.5059146458234951e-10,1.8352260754686486e-10,1.1161410928299053e-11,1.4981982856326402e-11,2.2351686754065788e-12,8.2633129328079189e-12,3.6434906465810196e-12,8.7063172971341569e-12,2.7824669695699989e-13,1.0087679453980853e-12,1.0733157945878814e-12,4.7809118044779922e-12,6.856652981402498e-14,3.2103848108990782e-12,5.0038603705924417e-11,2.3303845184004e-13,4.5505526237510763e-14,2.5714284391250303e-16,1.5483447692525154e-11,7.508670050485665e-11,3.4664444318542999e-22,1.5652394069137607e-12,1.3206696818327553e-11,1.8611614398505253e-10,4.6734780304375088e-13,8.7298664038458217e-12,1.9341059358553975e-14,4.9923233930760944e-11,8.1245968563253365e-20,1.7130881886731863e-11,3.3401902881766489e-11,6.1688042338455305e-13,3.8202814021347871e-12,1.3377347451452513e-15,4.7736886741801544e-11,1.3731469927271885e-13,6.1143055790442673e-13,9.0265281755936256e-15,5.0900992423559717e-12,2.4979072080834089e-15,7.2917469900198728e-14,1.7389906987292299e-12,9.6784732728936367e-14,3.5812243644405496e-13,7.2897156103404984e-11,1.5591008373555156e-18,2.7776375722794927e-12,1.5881774892625973e-19,8.9691857513239503e-12,6.7253197093730284e-14,4.2690508264899059e-14,1.7157534110152103e-13,1.8970294865526768e-16,9.3687888201562923e-12,1.8426726736213844e-20,8.3348798246030275e-14,6.8793129550467989e-18,4.3611640262296621e-20,6.261838711088081e-12,2.2312650787191894e-14,2.7492447417223277e-12,1.7541180445968568e-20,1.1576721740427483e-23,2.2052776830560107e-19,1.5914425304640137e-18,3.6149325770834313e-16,3.3664906790543864e-23,1.7812580725030613e-21,8.9004768589249803e-17,5.6314619855070364e-13,1.7098770765787062e-17,2.1271030632695018e-16,1.1045464375684085e-13,1.3989675548638386e-12,4.0319037068193393e-11,3.5193996032935211e-23,1.4131838723961388e-23,1.1169533214584883e-16,6.2978425220672302e-19,3.5406092546244273e-12,8.9860879919291821e-21,1.2158566574595942e-20,6.7057949095177573e-19,1.3031260780962318e-26,1.2280061818355599e-21,1.1894489502567945e-19,1.6592889472486269e-13,5.1323117725087139e-12,4.1093700061490539e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911896533556195,0.00010000000049768529,0.10889010945291766,2.2392777417501841e-15,6.9682849729952605e-24,1.397751312359178e-25,6.8645114753545732e-19,8.1747486535008814e-14,7.8182282289268746e-19,4.4113859819633338e-20,1.4213733503121393e-20,6.773934779876183e-21,1.1575936366907007e-20,2.202975280316177e-20
3.257855085657059e-05,0.0032560624791344323,2.2666636080747279e-12,5.9320397115560844e-13,1.2581498577113955e-12,1.4284206005865906e-12,1.6204399344753474e-10,1.9866073498924182e-10,1.1507916126855039e-11,1.5444491340866873e-11,2.3361884545839594e-12,8.6369472259977752e-12,3.7531200480370694e-12,9.0242527219906507e-12,2.8842884469830684e-13,1.0457029102785559e-12,1.1207980939092504e-12,4.9925264955007166e-12,7.0635224137863961e-14,3.4499457675374437e-12,5.3815696182890885e-11,2.4007236310756901e-13,4.6918314475476922e-14,2.649043502985156e-16,1.6174144889926193e-11,8.1698625734111511e-11,3.5933646013834504e-22,1.6369918701318841e-12,1.3972103846665256e-11,2.0359253373903188e-10,4.8863373449882218e-13,9.3495367024876046e-12,2.0197262322910337e-14,5.4348194798196995e-11,8.4870249428389249e-20,1.8804054645451672e-11,3.6878468421242025e-11,6.7713143481486418e-13,3.9476640298563787e-12,1.3823410279064067e-15,5.177762869408326e-11,1.4354273291231958e-13,6.3917663654968457e-13,9.9086256539384483e-15,5.4451808730740381e-12,2.611270843290524e-15,8.0051524493267076e-14,1.9021354025501283e-12,1.0107966726690152e-13,3.7402105526312542e-13,7.9728472237806686e-11,1.6697701824341523e-18,2.9072059239684308e-12,1.6802218689656892e-19,9.89043231775433e-12,7.4161117137492691e-14,4.4686943651616404e-14,1.79602943991673e-13,1.9857874347132199e-16,1.0060787495565216e-11,2.0319380007063276e-20,9.5934936420899383e-14,7.9181295438327293e-18,4.6832888811035619e-20,7.0845887318201363e-12,2.3423822337796502e-14,3.1635978697434788e-12,2.0184903974841436e-20,1.4437085091500672e-23,2.8148967972672269e-19,2.0313752385212407e-18,4.6160157945754607e-16,4.2987703543551741e-23,2.2736644657688673e-21,1.1584340241543907e-16,6.3612889092372287e-13,1.7950326650814233e-17,2.2313600061872451e-16,1.206490200154518e-13,1.6189907474258266e-12,4.4112440836551202e-11,4.5806447923915464e-23,1.8393175282515755e-23,1.5259838547904732e-16,6.7371754842102881e-19,3.9859542006279888e-12,1.1267568329698094e-20,1.5260609022645402e-20,8.738481458420935e-19,1.6981346530878275e-26,1.5852123468051182e-21,1.6233820930861192e-19,1.7894095636406052e-13,5.3046563816126063e-12,1.9853043766823537e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911896254229806,0.00010000000058647085,0.1088901094103412,2.31447622490241e-15,3.3984186637057547e-24,6.8168053115825512e-26,8.2546031406358566e-19,8.82890375464377e-14,9.3580230562190654e-19,5.2802138473092147e-20,1.7013220686937305e-20,8.1084412118081487e-21,1.3857078763993997e-20,2.6371690184963188e-20
3.397823859419175e-05,0.0032560624791944876,2.33337494539001e-12,6.1050168143018142e-13,1.3015866729962317e-12,1.4711355684666719e-12,1.7387250847809648e-10,2.143880902458594e-10,1.1855905509303069e-11,1.5907270107743112e-11,2.4377713401139469e-12,9.01266020326533e-12,3.8638264287917261e-12,9.3432159967803372e-12,2.9863987717983216e-13,1.0827387099279772e-12,1.1685408650021946e-12,5.205299516291742e-12,7.2722398872749941e-14,3.6961148847970929e-12,5.7698152941282111e-11,2.4716810931772634e-13,4.8337165149458273e-14,2.7273407428331455e-16,1.6866766782959828e-11,8.8581408222324388e-11,3.7206312719584333e-22,1.7091646444397963e-12,1.4741496379570381e-11,2.2185435464436595e-10,5.1004255601079221e-13,9.9777999452928388e-12,2.1058146861931532e-14,5.8955177377469265e-11,8.850462970493565e-20,2.0551162868403464e-11,4.0538839940593471e-11,7.4004487982126636e-13,4.0752172572467255e-12,1.4270070066085168e-15,5.5960457050722598e-11,1.4980506661942569e-13,6.6707527417022952e-13,1.082972425829014e-14,5.8047980632071406e-12,2.7252576218742649e-15,8.7501395757509807e-14,2.0724808715991412e-12,1.0539791365367091e-13,3.9000585576374488e-13,8.6860888482298481e-11,1.7819741752193921e-18,3.0374636243570088e-12,1.7727455274735238e-19,1.0854122402860316e-11,8.1387307407586273e-14,4.6693913008972148e-14,1.8767283765829451e-13,2.0750129672630372e-16,1.0763152619164541e-11,2.2299231284848354e-20,1.0972148022375941e-13,9.0560236352529712e-18,5.0102393097152917e-20,7.966393857429675e-12,2.4563038610870907e-14,3.617376436414445e-12,2.3080176128234031e-20,1.7824629107379877e-23,3.5537363863598433e-19,2.5645601312252822e-18,5.8297059630922854e-16,5.4290444920208357e-23,2.8704466751061016e-21,1.4892018112760942e-16,7.149903865741589e-13,1.8823374905431234e-17,2.3372135320475959e-16,1.3135026204378641e-13,1.8610143965629338e-12,4.8074498746607037e-11,5.8885568441714382e-23,2.3644980917898627e-23,2.0548356117239304e-16,7.1821201725829856e-19,4.4615148729754767e-12,1.3989532798412018e-20,1.8963678641721276e-20,1.1253424431386796e-18,2.1868592996269661e-26,2.0256103089260495e-21,2.1852719420179449e-19,1.9232697861464058e-13,5.4763402202497204e-12,5.2319656384609519e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911895964365615,0.00010000000068349081,0.10889010936621989,2.3893862529310181e-15,9.4579619719133463e-25,1.8971497018915039e-26,9.8814807735258886e-19,9.5021571728393527e-14,1.1114465591503023e-18,6.2712826820167159e-20,2.0206565020252453e-20,9.6302632405659463e-21,1.6458318153959946e-20,3.1324204916791653e-20
3.5377926331812916e-05,0.0032560624792573145,2.4002822426780436e-12,6.2796612099962317e-13,1.3452295775152794e-12,1.5139810464773516e-12,1.8607867124214436e-10,2.3071012031877854e-10,1.2205733733625608e-11,1.6370934511890473e-11,2.539983876175519e-12,9.3906900783073455e-12,3.9756368098605192e-12,9.6635784821275155e-12,3.0888557973453094e-13,1.1198903268125924e-12,1.2165795709118222e-12,5.4193854572848769e-12,7.4827988192213574e-14,3.9487829595157284e-12,6.168551789600518e-11,2.5432514707648251e-13,4.9763576676382493e-14,2.8063141227168879e-16,1.7561719084539593e-11,9.57366026212076e-11,3.8482959394916e-22,1.7818012400007187e-12,1.5514789462582613e-11,2.4090642038280365e-10,5.3159628679954711e-13,1.0614310652147807e-11,2.1924309105042901e-14,6.3745153513897704e-11,9.2151238242264404e-20,2.2371504882820178e-11,4.4384230703429428e-11,8.0559549140177898e-13,4.2030814116781818e-12,1.4717818452141472e-15,6.0285756361650574e-11,1.5610586337653063e-13,6.951452238433633e-13,1.1789453831673505e-14,6.1687804160051792e-12,2.8399445679646025e-15,9.5264085847678455e-14,2.2500692156400906e-12,1.0974264219958081e-13,4.06088640362835e-13,9.4296167795640091e-11,1.8956511147097294e-18,3.1684935876443693e-12,1.8657382494967366e-19,1.1859601602300324e-11,8.8926860768740083e-14,4.8712723537215996e-14,1.9579030493035225e-13,2.1647644978638053e-16,1.1475420067370342e-11,2.4364936129565095e-20,1.2476017248507015e-13,1.0297265917801029e-17,5.3417992629132896e-20,8.9081089190268249e-12,2.5730798504401925e-14,4.1122704902481712e-12,2.6237780026204921e-20,2.1771989977022483e-23,4.4414903110632197e-19,3.2052093237528237e-18,7.2886278253198216e-16,6.7876955264575494e-23,3.5875137083317415e-21,1.8928902969420445e-16,7.9995432180222427e-13,1.9718297555758231e-17,2.4447144110863341e-16,1.425723853391631e-13,2.1260218733923253e-12,5.2206206812965314e-11,7.4848097473536598e-23,3.0054593867686404e-23,2.7305560172227914e-16,7.632465759335893e-19,4.967665763656928e-12,1.721310799705375e-20,2.3350349455692224e-20,1.4335829856325946e-18,2.7858579583336047e-26,2.5638468142869967e-21,2.9046358451287711e-19,2.0608449933712918e-13,5.6476798790555288e-12,6.2983027213333677e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911895663895428,0.00010000000078900935,0.10889010932054173,2.464145977809644e-15,1.067831077516834e-23,2.1419363522895084e-25,1.178132102971223e-18,1.0194368534121847e-13,1.3107528150946662e-18,7.3958449640167146e-20,2.3829872572156916e-20,1.1354554425700464e-20,1.9405084629155492e-20,3.6940689641180495e-20
3.677761406943408e-05,0.003256062479322923,2.4674438017077176e-12,6.4560631556843255e-13,1.3891248762891784e-12,1.5571591723389318e-12,1.9866441236627307e-10,2.4763260127401753e-10,1.2557561110742715e-11,1.6836044730916348e-11,2.6428819603723263e-12,9.7712665175506415e-12,4.0885753758822371e-12,9.9855443534848707e-12,3.1919042227496694e-13,1.1572641338400641e-12,1.264941041586676e-12,5.6349144235586556e-12,7.6955343516316739e-14,4.2081455716497124e-12,6.5777176005349121e-11,2.6155646257286043e-13,5.119805315306363e-14,2.8861071439859122e-16,1.8259361261890509e-11,1.0316594136026539e-10,3.9767241021175683e-22,1.8549251836388551e-12,1.6291962953683788e-11,2.6075399826720943e-10,5.5328106528301206e-13,1.1258789980809049e-11,2.2796359411521166e-14,6.8719244040684413e-11,9.5811961377977573e-20,2.4264395387705647e-11,4.8415873178298996e-11,8.7375859045456909e-13,4.3313731628129903e-12,1.5167063386351259e-15,6.4754086963435163e-11,1.6244856519411583e-13,7.234013517695544e-13,1.278745282368743e-14,6.5369954385634379e-12,2.9553913739817445e-15,1.0333666628977861e-13,2.4349477917945713e-12,1.1411646256890557e-13,4.2227891613082854e-13,1.0203629291816311e-10,2.0107512022889048e-18,3.3003667064158444e-12,1.9591976101316434e-19,1.2906228090957681e-11,9.677496429791422e-14,5.0744415512778073e-14,2.0395947785306402e-13,2.2550877055905203e-16,1.2197210288284094e-11,2.6515175945491179e-20,1.4110226344181522e-13,1.1646086422837601e-17,5.6777920595080729e-20,9.9105550249783391e-12,2.6927503461407577e-14,4.6499528144697517e-12,2.9668388642651333e-20,2.6464003849856046e-23,5.5002410965775946e-19,3.9692586931073221e-18,9.0286969024263081e-16,8.4081704936851885e-23,4.442698121722488e-21,2.3812210353478625e-16,8.9124643349768603e-13,2.0635403395255266e-17,2.5539306885787149e-16,1.5432979403697595e-13,2.4149812436604718e-12,5.6508678044480345e-11,9.4157525239313992e-23,3.7808124554270108e-23,3.5847375658256256e-16,8.0880483157888713e-19,5.5047698853576803e-12,2.1002136890374336e-20,2.8511646703006971e-20,1.8081373072602287e-18,3.5137230525069242e-26,3.2161583726662488e-21,3.8161924228149736e-19,2.2021168701674958e-13,5.8189408184389277e-12,5.6783301602770228e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911895352744739,0.00010000000090328853,0.10889010927329423,2.5388712411904601e-15,1.0509957102327178e-24,2.1081669153923017e-26,1.3995957023012255e-18,1.0905430089611456e-13,1.5357901702170876e-18,8.6656235452005039e-20,2.7921345226332219e-20,1.3305238328065649e-20,2.2739562567683538e-20,4.3287781373065798e-20
3.817730180705524e-05,0.00325606247939134,2.534907413816253e-12,6.6341835042927127e-13,1.4332898173087841e-12,1.6005470417315194e-12,2.1163198337061539e-10,2.6516164051222209e-10,1.2911779796209835e-11,1.7303067113469645e-11,2.7465220106015961e-12,1.0154558662544821e-11,4.2026392159663031e-12,1.0309437753168e-11,3.2954473114278291e-13,1.1948053550725829e-12,1.3136580766398843e-12,5.8520130982738703e-12,7.9104004755844385e-14,4.4738278673714113e-12,6.9973255016826227e-11,2.6886023790004372e-13,5.2642438896121773e-14,2.9666997325616371e-16,1.8960069315539331e-11,1.1087130058480798e-10,4.1057275954733281e-22,1.9285840778466906e-12,1.7073072642116413e-11,2.8140265549056739e-10,5.7515009568576074e-13,1.1911005498490209e-11,2.3674652296378984e-14,7.3878678119099785e-11,9.9488771874255883e-20,2.6229165357254384e-11,5.2635019196041597e-11,9.4451008748623947e-13,4.4602269212290339e-12,1.561827681532282e-15,6.9366129412261127e-11,1.6883677650256853e-13,7.5186063148567655e-13,1.3823368267086348e-14,6.909336186466548e-12,3.0716693791185353e-15,1.1171627765320124e-13,2.6271672618412302e-12,1.1852199485359616e-13,4.3858666464451768e-13,1.1008338559043649e-10,2.127232925051215e-18,3.4331486090733031e-12,2.0531303235716088e-19,1.3993377256233411e-11,1.0492693432685567e-13,5.2790121624135816e-14,2.1218502328783871e-13,2.346034205695934e-16,1.2928197469228858e-11,2.8748667497140105e-20,1.5879852641085099e-13,1.3106675818279013e-17,6.0180660340793328e-20,1.0974526954083551e-11,2.8153641422920309e-14,5.2320793572237571e-12,3.3382567509958865e-20,3.1774771496704877e-23,6.7533041181613949e-19,4.8735338530111391e-18,1.1089277763169047e-15,1.0327128424273431e-22,5.4548411363459928e-21,2.9671583134556629e-16,9.8909464711312799e-13,2.1575064491742393e-17,2.6648948386825731e-16,1.6663719889811864e-13,2.7288456434464745e-12,6.0983099857443382e-11,1.1732648174108095e-22,4.7111415049347141e-23,4.6539696576627274e-16,8.5487355199404934e-19,6.0731817471073716e-12,2.5430736961499083e-20,3.4543976219386764e-20,2.2596800681447183e-18,4.391198464974254e-26,4.0010625477999818e-21,4.960429054317676e-19,2.3470719313278307e-13,5.9903722056458115e-12,1.9504919003350364e-26,0.88130563799999995,0.0,0.0,0.0,0.0098911895030834255,0.00010000000102658945,0.10889010922446356,2.6136707685244428e-15,3.2925614505779424e-23,6.6044687910534516e-25,1.6572032992562242e-18,1.1635261713351382e-13,1.7888017169799615e-18,1.0093182292784606e-19,3.2520636622970515e-20,1.549065626593413e-20,2.6474021096436273e-20,5.0413777606558202e-20
