Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341)
0.0007562310218171734,0.0032561379048577014,3.4088913062998714e-08,1.169087130466409e-08,2.6540086236004686e-08,2.3931066086323942e-08,1.1124275612727128e-05,1.3357712626821254e-05,1.93075692946405e-07,2.3246834608398848e-07,6.7727854915927983e-08,2.5031787993453718e-07,7.4283443807227901e-08,1.9253862511356858e-07,6.1578449578663493e-09,2.2318289220668178e-08,3.0664932250217339e-08,1.365591464893178e-07,1.399006077786941e-09,1.3738343150035592e-07,2.1679414241831691e-06,4.7529720835477852e-09,7.8643444269416652e-10,5.244733479871076e-12,3.8286779066137801e-07,8.6465215799414328e-06,7.6692672192056843e-18,5.364413109707429e-08,3.978526908314541e-07,2.6733721782757497e-05,1.4918100321397166e-08,4.2081108088749584e-07,5.5248504426693132e-10,5.8328043895236324e-06,2.0090411973392808e-15,4.9195422442793574e-07,4.9622876093036522e-06,1.7706896712299394e-08,7.8072038484085475e-08,2.7338563586720324e-11,4.6479287996878881e-06,4.1641101728142936e-09,1.8537516000909655e-08,2.5930927049132446e-10,2.284850411576442e-07,7.5737683696138171e-11,2.09764387505957e-09,2.3623841202396371e-07,2.7668352591770284e-09,1.0235012073149018e-08,9.44591410816212e-06,7.5154385630238079e-14,8.9919379099160914e-08,4.7844399468169834e-15,3.9714252712367076e-07,2.9765845647600031e-09,1.3844549775207794e-09,5.5631727524542114e-09,6.1511177571342567e-12,4.5273550841556418e-07,8.1590871613535673e-16,2.7562825908954156e-08,2.2749463495789469e-12,2.1074873232980657e-15,1.7937493147331187e-06,1.0567822659636916e-07,3.3863490213116481e-09,2.1595836881833708e-17,1.0384367034251861e-15,3.9538000064877807e-11,2.853266786586606e-10,6.5351975734551634e-08,6.0860336385896809e-15,3.1921595331607586e-13,2.5832858438278618e-08,2.2049680509784018e-06,8.0939540360511625e-11,2.9940637107615979e-11,1.8553579571881863e-06,9.4503250897160537e-07,5.9786279043898353e-06,1.0214753250895359e-14,4.1016446795977836e-15,6.7458887250851045e-07,2.8269872185541022e-14,8.9739836565302564e-07,4.5009658831995687e-10,6.1951504595012488e-10,1.1698150888989758e-07,2.2732812281328553e-15,2.0050124536459714e-10,1.6919174561242142e-07,2.6928116427762182e-08,9.7658624379443113e-08,1.4772587305484033e-16,0.88130563799999995,0.0,0.0,0.0,0.0098566329392439644,0.0001002584520989433,0.10884071729154991,4.2599187951426704e-11,2.5109164755319751e-13,5.0365862225904858e-15,1.6288322330347526e-07,1.2722305261889416e-08,1.60684911126215e-08,9.0622585634521056e-10,2.9199437479484421e-10,1.3905231892614384e-10,2.3771924899852246e-10,4.5328821447933298e-10
0.0007572644287836167,0.003256139120251936,3.4544546480785182e-08,1.1878523941793718e-08,2.6923583552042129e-08,2.4262154043984203e-08,1.1296068560050427e-05,1.3526661087761074e-05,1.9574152859933101e-07,2.3556408424951536e-07,6.8756183312916125e-08,2.5411653339779385e-07,7.5476490246335641e-08,1.9532645159837171e-07,6.2470209098284935e-09,2.2641339560830731e-08,3.1123096449059643e-08,1.3859838186965004e-07,1.4214820884412949e-09,1.3908148132852953e-07,2.1947042821321376e-06,4.8292974707521437e-09,7.9728313248129683e-10,5.328957516152906e-12,3.8907896518095974e-07,8.7835267980285025e-06,7.7802774924163576e-18,5.4511598225561489e-08,4.0375775901232272e-07,2.7169247584774416e-05,1.5150493327544913e-08,4.2773534087534203e-07,5.6073531268301529e-10,5.9260387074181408e-06,2.0416335693958175e-15,4.9512466003905523e-07,5.0408958809465887e-06,1.7820878546471593e-08,7.9286014286641121e-08,2.7763664606232313e-11,4.7273468117030315e-06,4.2272715955024884e-09,1.8818549025915013e-08,2.6097829210342811e-10,2.3217050382249551e-07,7.6885905497900535e-11,2.1111281920513454e-09,2.400556372863533e-07,2.8081346999234371e-09,1.0387707688473921e-08,9.5930584671431849e-06,7.6391019153197081e-14,9.1321430292886456e-08,4.8554526853495781e-15,4.0045231584152765e-07,3.0013694048355917e-09,1.4060496123895211e-09,5.6499073714968313e-09,6.2470210011694253e-12,4.5990936082973617e-07,8.2270850532775986e-16,2.7833949335583852e-08,2.2973240012527772e-12,2.1408817086710055e-15,1.8223409413261569e-06,1.0772434260346189e-07,3.3767603990600672e-09,2.153452825680753e-17,1.0485928919005125e-15,3.9926898193397028e-11,2.8813316890017861e-10,6.599480188328238e-08,6.1458981421361173e-15,3.2235340256065207e-13,2.6087426320397846e-08,2.2609770096150255e-06,8.2506068829571978e-11,3.0522326057546658e-11,1.8932480668325322e-06,9.5854320412967104e-07,6.0806381758422777e-06,1.0315413737644022e-14,4.1420640165156426e-15,6.8227856345955611e-07,2.8725865530895363e-14,9.1181583558064008e-07,4.6231076456382676e-10,6.363285599722268e-10,1.2026802438208522e-07,2.3371475147712621e-15,2.0613331130518712e-10,1.7413629112814284e-07,2.7511051857745532e-08,9.9168547511974947e-08,1.5187620682486923e-16,0.88130563799999995,0.0,0.0,0.0,0.0098560821179374744,0.00010026196005232298,0.1088399548202289,4.3257691943255785e-11,2.5814602643367646e-13,5.1780882909571044e-15,1.6764421533730215e-07,1.2988072126152915e-08,1.6602944183921709e-08,9.3636086832543924e-10,3.0170415506670478e-10,1.4367723791618353e-10,2.4562585609271422e-10,4.6836499643841336e-10
0.00075829783575006,0.0032561403551556838,3.5004822516221547e-08,1.2068953007168895e-08,2.7311647073183752e-08,2.4596875296257233e-08,1.1470421009633623e-05,1.3697223821657337e-05,1.9843648699907211e-07,2.3869107532335854e-07,6.9798045818491251e-08,2.5796511959784639e-07,7.6687227089174007e-08,1.9814766029372725e-07,6.337265156736449e-09,2.2968254931017209e-08,3.158713738483509e-08,1.4066373987551636e-07,1.4442916275376841e-09,1.4079455380172365e-07,2.2217030686839536e-06,4.9067543734131388e-09,8.0825008133698859e-10,5.4144302124015042e-12,3.9538575011685083e-07,8.9226539322413903e-06,7.8926159116946597e-18,5.5391831594276972e-08,4.0973889899261122e-07,2.7611806723357316e-05,1.5386090518168139e-08,4.3476742458795039e-07,5.690912683840238e-10,6.0207408200375228e-06,2.0747276488092761e-15,4.9830291171955262e-07,5.1207430288242246e-06,1.7935138036327763e-08,8.0516928680468533e-08,2.819469712189273e-11,4.808144253653137e-06,4.2912626010792444e-09,1.910326869457937e-08,2.6265137278491143e-10,2.3591168556904809e-07,7.8049190631054153e-11,2.1246448292725737e-09,2.4393401607399542e-07,2.8499628041038006e-09,1.0542355468373813e-08,9.7424182769109635e-06,7.7646909426500814e-14,9.2742867059895611e-08,4.9273802522003547e-15,4.0376777893409084e-07,3.0261960757570784e-09,1.4279430999422577e-09,5.7378410660594697e-09,6.3442501314427533e-12,4.6718759475688217e-07,8.2951995222859145e-16,2.8106997879013279e-08,2.3198605458658552e-12,2.174761992528662e-15,1.8513856656586987e-06,1.0980317359748583e-07,3.3673125050486195e-09,2.1474115624176046e-17,1.0588437382951272e-15,4.0319371751407865e-11,2.9096546129202419e-10,6.6643536981662781e-08,6.2063129294402716e-15,3.2551963592507195e-13,2.6344302040938136e-08,2.3183609629086006e-06,8.4097624613310866e-11,3.1113787325529193e-11,1.9318435106675085e-06,9.7220125273281762e-07,6.1844243121165972e-06,1.0416986783100955e-14,4.1828497833921001e-15,6.9004400196964564e-07,2.9188752875473526e-14,9.2646598681932015e-07,4.7481599665292314e-10,6.5354282629784852e-10,1.2363879353943571e-07,2.4026510886098893e-15,2.1190973521803944e-10,1.7921958361174187e-07,2.8105648288485771e-08,1.0069932612004704e-07,1.5613292648565141e-16,0.88130563799999995,0.0,0.0,0.0,0.0098555226764383379,0.00010026551119714198,0.10883918100950893,4.3925288032784242e-11,2.6538123090941058e-13,5.3232174959116134e-15,1.7253880631514614e-07,1.325885850388571e-08,1.7155197775857699e-08,9.6749922243274155e-10,3.1173722149192924e-10,1.484561907032426e-10,2.5379579477492398e-10,4.8394392952823948e-10
0.0007593312427165033,0.0032561416098550893,3.5469748070105157e-08,1.226218895664975e-08,2.7704299591162793e-08,2.4935241637476346e-08,1.1647365720068523e-05,1.3869400431765856e-05,2.0116065837981147e-07,2.4184935630076012e-07,7.0853545449537112e-08,2.6186401644189899e-07,7.791584971998313e-08,2.0100242299552392e-07,6.4285832107257304e-09,2.3299055093553204e-08,3.2057096478788111e-08,1.4275540344924316e-07,1.4674383875631688e-09,1.4252261019339356e-07,2.2489371442824209e-06,4.9853552805996248e-09,8.1933564854177958e-10,5.5011653519993394e-12,4.0178933410031757e-07,9.063931944729256e-06,8.006289267998188e-18,5.6284964531899765e-08,4.1579667472159564e-07,2.8061502340449194e-05,1.5624920010798069e-08,4.4190867134989905e-07,5.7755365156762851e-10,6.1169314126212951e-06,2.1083296729219011e-15,5.014891628736057e-07,5.2018469934690305e-06,1.8049681713151952e-08,8.1764939288162602e-08,2.8631716331618298e-11,4.890343457483267e-06,4.3560894522718977e-09,1.9391702680847058e-08,2.6432860809032252e-10,2.3970924058222987e-07,7.9227652195321417e-11,2.1381945502335898e-09,2.478744369187768e-07,2.8923232653544773e-09,1.0698968967012393e-08,9.8940222631074652e-06,7.8922295648039253e-14,9.4183861216753273e-08,5.0002294296054667e-15,4.07088667237654e-07,3.0510626965425729e-09,1.4501380981292365e-09,5.8269844560078821e-09,6.4428168925964565e-12,4.7457131921479486e-07,8.3634254494394446e-16,2.8381979735013881e-08,2.3425566598704184e-12,2.2091333374088868e-15,1.8808900709308753e-06,1.1191508964895346e-07,3.3580073610924395e-09,2.1414611846916115e-17,1.0691904431509616e-15,4.0715466734042715e-11,2.93823887758886e-10,6.7298257043027703e-08,6.2672850794188866e-15,3.2871502258604952e-13,2.6603515055609019e-08,2.3771503152038632e-06,8.5714490250165578e-11,3.171513611067659e-11,1.971155351213087e-06,9.8600661529762147e-07,6.2900156703200677e-06,1.0519484034556526e-14,4.2240066570945294e-15,6.9788587599994243e-07,2.9658615160512356e-14,9.4135233378889333e-07,4.8761731469695582e-10,6.7116477403957999e-10,1.2709556469056592e-07,2.4698259246415492e-15,2.178335121216497e-10,1.8444517149568431e-07,2.8712079726838239e-08,1.0225114786953099e-07,1.6049823934419063e-16,0.88130563799999995,0.0,0.0,0.0,0.0098549544944854465,0.00010026910591497919,0.10883839571427714,4.4602057953398659e-11,2.7280101277329155e-13,5.4720490937541453e-15,1.7757041262239712e-07,1.3534729794687605e-08,1.7725834089797205e-08,9.9967371847794895e-10,3.2210414247570819e-10,1.5339421510431423e-10,2.6223767759449873e-10,5.0004143786436076e-10
0.0007603646496829466,0.0032561428846392872,3.5939329055464727e-08,1.245826221644792e-08,2.8101563117020151e-08,2.527726416485613e-08,1.182693568327473e-05,1.4043190030194003e-05,2.0391412726751941e-07,2.4503895727581325e-07,7.1922783725821456e-08,2.6581359623506545e-07,7.9162553385975099e-08,2.0389090585077213e-07,6.5209804034238384e-09,2.3633759151284757e-08,3.2533014422478874e-08,1.4487355224555982e-07,1.4909260588160985e-09,1.4426560670694511e-07,2.2764057887960769e-06,5.0651126723947873e-09,8.3054017005414987e-10,5.5891767084561349e-12,4.0829091028894896e-07,9.207390042995535e-06,8.121304125666605e-18,5.7191129907345648e-08,4.2193164192740239e-07,2.8518438642633084e-05,1.5867009658335201e-08,4.4916042444434198e-07,5.8612318913079322e-10,6.2146313627283473e-06,2.1424459028320989e-15,5.046836030625387e-07,5.2842259051913553e-06,1.8164516328599764e-08,8.3030202656913796e-08,2.9074777056823839e-11,4.9739670190971048e-06,4.4217583196767769e-09,1.9683878244410229e-08,2.6601009680336789e-10,2.4356382400490431e-07,8.0421401599574777e-11,2.1517781444522862e-09,2.5187779728374498e-07,2.9352197104579663e-09,1.0857561488497808e-08,1.0047899359491503e-05,8.0217417722751587e-14,9.5644583023252884e-08,5.074006900944057e-15,4.1041473716727494e-07,3.0759674278753084e-09,1.4726372413074726e-09,5.9173480648479683e-09,6.5427329227720318e-12,4.8206164126467513e-07,8.4317578304119368e-16,2.8658903235769183e-08,2.3654130309777142e-12,2.2440008967429945e-15,1.9108608098332858e-06,1.1406046179316564e-07,3.3488469415130478e-09,2.1356029484143868e-17,1.0796342263546262e-15,4.1115229741724223e-11,2.9670878459354006e-10,6.7959039078992773e-08,6.3288217639560481e-15,3.3193993655484251e-13,2.6865095233948207e-08,2.4373759924674168e-06,8.7356949000242143e-11,3.2326487454663347e-11,2.0111947760057166e-06,9.9995919990062183e-07,6.3974419891590318e-06,1.062291730293581e-14,4.2655393801963889e-15,7.0580488230210193e-07,3.0135533445786327e-14,9.5647843194407103e-07,5.0071975464379137e-10,6.8920134037302416e-10,1.306401037247893e-07,2.5387063391145317e-15,2.2390766712897616e-10,1.8981667645723061e-07,2.9330520284825091e-08,1.0382419890563482e-07,1.6497437491161799e-16,0.88130563799999995,0.0,0.0,0.0,0.0098543774507176621,0.00010027274458623421,0.10883759878835665,4.5288082773752723e-11,2.8040916155900298e-13,5.6246590978181838e-15,1.8274252115650836e-07,1.3815751074539782e-08,1.8315453461521695e-08,1.032918177104191e-09,3.3281581534501234e-10,1.5849650584794089e-10,2.7096038535635145e-10,5.1667445715633829e-10
0.0007613980566493899,0.00325614417980039,3.6413570382989441e-08,1.265720317231952e-08,2.8503458853347443e-08,2.5622953265930602e-08,1.2009164120735502e-05,1.4218591228273369e-05,2.0669697234650892e-07,2.4825990135949067e-07,7.3005860569075638e-08,2.6981422530129135e-07,8.0427533114741529e-08,2.0681326921455825e-07,6.6144618815221058e-09,2.3972385531603104e-08,3.3014931164281467e-08,1.4701836257401826e-07,1.5147583277908614e-09,1.460234944127775e-07,2.3041082005185224e-06,5.1460390143410845e-09,8.418639579696676e-10,5.6784780392786765e-12,4.1489167601543513e-07,9.3530576772169505e-06,8.2376668169320076e-18,5.8110460074065643e-08,4.2814434772015452e-07,2.8982720896899939e-05,1.6112387031238257e-08,4.5652403065142087e-07,5.9480059443999864e-10,6.3138617386944642e-06,2.177082621551576e-15,5.0788642781824435e-07,5.3678980837431264e-06,1.827964884795925e-08,8.4312874164325862e-08,2.9523933709443557e-11,5.0590377976072337e-06,4.4882752731300464e-09,1.9979822190457711e-08,2.6769594083827582e-10,2.4747609168434089e-07,8.163054839595806e-11,2.1653964266542625e-09,2.5594500351469723e-07,2.9786556985880569e-09,1.1018146084299725e-08,1.0204078704475911e-05,8.1532516180191112e-14,9.7125201090012966e-08,5.1487192459659798e-15,4.1374575104096034e-07,3.1009084745323457e-09,1.4954431387036511e-09,6.0089423134272879e-09,6.644009746644833e-12,4.8965966550512234e-07,8.5001917821501554e-16,2.8937776853031475e-08,2.3884303584185333e-12,2.2793698125003063e-15,1.9413046044070973e-06,1.162396619234591e-07,3.3398331353100782e-09,2.1298380549933427e-17,1.0901763090642447e-15,4.1518707987602928e-11,2.9962049251052465e-10,6.8625961121234369e-08,6.390930249931481e-15,3.3519475673594769e-13,2.7129072847153309e-08,2.4990694452843464e-06,8.9025284763548574e-11,3.2947956182384158e-11,2.0519730979368762e-06,1.0140588615289089e-06,6.5067333895209937e-06,1.0727298557987083e-14,4.3074527590451995e-15,7.1380172653826896e-07,3.0619588878239261e-14,9.7184787782567129e-07,5.1412835469104626e-10,7.0765946559406313e-10,1.3427419344603473e-07,2.6093269769774943e-15,2.301352543426657e-10,1.9533779413690797e-07,2.996114407284018e-08,1.0541866373968897e-07,1.6956358407953334e-16,0.88130563799999995,0.0,0.0,0.0,0.0098537914226824817,0.00010027642758998077,0.10883679008452143,4.5983442848436539e-11,2.8820950314103224e-13,5.7811242503885499e-15,1.8805869001958022e-07,1.4101987045967684e-08,1.8924674871153058e-08,1.0672674684508982e-09,3.4388347558441342e-10,1.6376841898635293e-10,2.7997307466424549e-10,5.3386044909510979e-10
0.0007634648705822765,0.003256146832436511,3.7376048627980134e-08,1.3063809421551015e-08,2.932122760035147e-08,2.6325369113153958e-08,1.2381730428027713e-05,1.457422030908033e-05,2.1235107611313078e-07,2.5479587591117605e-07,7.5213921213481941e-08,2.7797006503164464e-07,8.3013099248476578e-08,2.1276024892026724e-07,6.8046973234813008e-09,2.4661475473777209e-08,3.3996916850532904e-08,1.513886551289254e-07,1.5634713760909927e-09,1.4958372167049648e-07,2.3602107053784285e-06,5.3114483047852963e-09,8.6487046009115201e-10,5.8610055372138946e-12,4.2839558407837042e-07,9.6511405498171711e-06,8.4744598279193768e-18,5.9989141031713937e-08,4.40805118045431e-07,2.9933749600726339e-05,1.6613113687409966e-08,4.7159220406122037e-07,6.1248178920243716e-10,6.5169989852829332e-06,2.2479427554364258e-15,5.1431804182405792e-07,5.5391964647057556e-06,1.8510836484887167e-08,8.6931056677227859e-08,3.0440750194019866e-11,5.2336137517522523e-06,4.6238771924120699e-09,2.0583120086842326e-08,2.710811175561052e-10,2.5547630520181687e-07,8.4095462719997331e-11,2.1927404348637447e-09,2.6427462303161335e-07,3.0671601768768538e-09,1.1345342345513777e-08,1.0523461695000506e-05,8.4223606958089203e-14,1.0014679134616284e-07,5.3009743293944276e-15,4.2042169127736289e-07,3.1508925674061284e-09,1.5419854945241431e-09,6.1958638481617608e-09,6.8506912496454441e-12,5.0518322358058356e-07,8.6373455104955055e-16,2.9501409039778552e-08,2.4349507382948207e-12,2.3516322096146441e-15,2.0036385943372942e-06,1.2070103731646299e-07,3.322252631951916e-09,2.1185929187588433e-17,1.111560342001035e-15,4.2337001867914152e-11,3.0552572481003261e-10,6.9978542007193388e-08,6.5168921273121621e-15,3.4179565385714186e-13,2.7664343527803371e-08,2.6269881188046321e-06,9.2440725601478984e-11,3.4221703633573064e-11,2.1357923132767811e-06,1.0426985669879982e-06,6.7310338309256763e-06,1.0938953723576281e-14,4.392441037223189e-15,7.300317967140469e-07,3.1609436019894048e-14,1.0033314045139978e-06,5.4188417689529772e-10,7.4586813875003778e-10,1.4181823650089583e-07,2.7559290638238841e-15,2.4306307950233429e-10,2.0684402406730627e-07,3.1259637104450177e-08,1.0867256398724783e-07,1.7909032831989209e-16,0.88130563799999995,0.0,0.0,0.0,0.0098525919186017979,0.00010028392810371307,0.10883513674905326,4.7402486308051378e-11,3.0440224077588632e-13,6.1059304320058249e-15,1.9913780105736445e-07,1.4690359696873901e-08,2.0204496108187676e-08,1.1394254550690648e-09,3.6713344816423224e-10,1.7484337063246215e-10,2.9890645009942738e-10,5.6996391679228804e-10
0.000765531684515163,0.0032561495701592925,3.835720160948247e-08,1.3482249417310034e-08,3.0157758446919934e-08,2.7042557578559532e-08,1.2765334851410558e-05,1.4936266196690115e-05,2.181234786797533e-07,2.6145732220113887e-07,7.7478491896817066e-08,2.8633433591811796e-07,8.5674100587341085e-08,2.1884452263704989e-07,6.9993268031855026e-09,2.5366458071997877e-08,3.5003356764139153e-08,1.5586761797371982e-07,1.613606885594564e-09,1.5320279568567589e-07,2.4172365790614714e-06,5.481682371204294e-09,8.8835715974104923e-10,6.0488573493839401e-12,4.4231070638138004e-07,9.9584209039160318e-06,8.7167140561552085e-18,6.1922052562493795e-08,4.537831751761944e-07,3.0915451596722058e-05,1.7127314087100096e-08,4.8712401694220413e-07,6.3060264498781312e-10,6.7265154493484121e-06,2.3209607031035441e-15,5.2078568104977239e-07,5.7158924648384758e-06,1.8743304347765049e-08,8.9620702808833955e-08,3.1382591614087929e-11,5.4142594179645796e-06,4.7629415966571412e-09,2.1201801034795554e-08,2.744850121993941e-10,2.6371513219862738e-07,8.6623231657505439e-11,2.2202335646381064e-09,2.728707217014867e-07,3.1578636817134264e-09,1.1680656588943138e-08,1.0852408293449775e-05,8.6997501349719227e-14,1.0324994293318455e-07,5.4570450644181613e-15,4.2711471635800602e-07,3.2010015837135215e-09,1.5897854617350351e-09,6.3878300719010678e-09,7.062950995846223e-12,5.2115076130049498e-07,8.7748502381016257e-16,3.0072946973201413e-08,2.4821236330263314e-12,2.4259613436692723e-15,2.0679471966645069e-06,1.2530220374220988e-07,3.3052800268536261e-09,2.107734788413688e-17,1.1333525065998311e-15,4.3170737022220931e-11,3.1154238933714175e-10,7.1356642079686021e-08,6.6452305345692891e-15,3.4852083241028039e-13,2.8209577288401848e-08,2.7611685317147482e-06,9.5963093398070077e-11,3.553729036537212e-11,2.2227060180803474e-06,1.0719234886761402e-06,6.9631656146242367e-06,1.1154548461054265e-14,4.4790112159946857e-15,7.4658191450644292e-07,3.2628806291607851e-14,1.0358325088058158e-06,5.7092498897371849e-10,7.8584618108251004e-10,1.4974226758314672e-07,2.9099153941765915e-15,2.5664195407041208e-10,2.1899493112288714e-07,3.2608947408918533e-08,1.1201428764431803e-07,1.8909687276925512e-16,0.88130563799999995,0.0,0.0,0.0,0.0098513549811716627,0.00010029161045653656,0.10883343450969581,4.8859814978950589e-11,3.2141050163468668e-13,6.447094995409031e-15,2.1083765917904525e-07,1.5300355929665976e-08,2.1570642605279209e-08,1.2164487577790113e-09,3.9195107082673961e-10,1.8666531864244061e-10,3.1911686968590649e-10,6.0850262053925042e-10
0.0007675984984480496,0.0032561523954112966,3.9357031390077082e-08,1.3912763275946495e-08,3.1013189631596204e-08,2.7774574845285031e-08,1.3160251004818644e-05,1.5304698817393405e-05,2.240145891564697e-07,2.6824416595390759e-07,7.9800306682553176e-08,2.9490972450081801e-07,8.8412080225651003e-08,2.2506714708795515e-07,7.1983842707956186e-09,2.6087454369979842e-08,3.6034539818267722e-08,1.6045652358565606e-07,1.6651940390328564e-09,1.5688013456932483e-07,2.4751763813583354e-06,5.6568398261685883e-09,9.1232565405744938e-10,6.2421423105734055e-12,4.566467333647163e-07,1.0275142762311269e-05,8.964471096072865e-18,6.3910226435079685e-08,4.6708254524826344e-07,3.1928706625156205e-05,1.7655196541747405e-08,5.0313031782632306e-07,6.4916831046582827e-10,6.9425863626894261e-06,2.3961873153836866e-15,5.2729110422969589e-07,5.8981394076242394e-06,1.8977115110793506e-08,9.2383003659805299e-08,3.2349875086895074e-11,5.6011670302380373e-06,4.9055129817428629e-09,2.183606119800986e-08,2.7790854196511094e-10,2.7219781794240492e-07,8.9214656983010061e-11,2.2478831535549978e-09,2.8174086385242779e-07,3.2507918882611266e-09,1.2024182774423606e-08,1.1191158584584434e-05,8.9856136862187517e-14,1.0643593236558202e-07,5.616979871394292e-15,4.3382316854038204e-07,3.2512229828192941e-09,1.6388628113210612e-09,6.5849198578628968e-09,7.2808762156715197e-12,5.3757097302888604e-07,8.9126719075087972e-16,3.0652463747029135e-08,2.5299550755309411e-12,2.5023976874855491e-15,2.1342866625828939e-06,1.3004615513416124e-07,3.2889289261202306e-09,2.0972723115538169e-17,1.1555629709934936e-15,4.4020310055210291e-11,3.1767334819660919e-10,7.2760916866035945e-08,6.7760065192030234e-15,3.5537347416775979e-13,2.876503039741688e-08,2.9018814261486978e-06,9.9594673123536922e-11,3.6895620730119661e-11,2.3128092543506949e-06,1.1017305020097401e-06,7.203383479443516e-06,1.1374184103348199e-14,4.567203984708608e-15,7.6345805792337092e-07,3.3678348682600138e-14,1.0693814436002236e-06,6.0129078750745377e-10,8.2764868896410527e-10,1.5806108337463136e-07,3.0715735096851618e-15,2.7089722686186125e-10,2.3182280963691808e-07,3.4010456167587637e-08,1.1544524013598887e-07,1.9960190017345001e-16,0.88130563799999995,0.0,0.0,0.0,0.0098500795925326335,0.00010029947761785801,0.10883168215256286,5.0356040830622876e-11,3.3926604106683255e-13,6.805254913419984e-15,2.2318935672050771e-07,1.5932474569667428e-08,2.302879194288936e-08,1.2986571850046319e-09,4.1843938883692086e-10,1.9928339100861217e-10,3.40688321828842e-10,6.4963672803817063e-10
0.0007696653123809362,0.003256155310680968,4.0375522981593399e-08,1.4355589027668102e-08,3.1887644272871955e-08,2.8521464471742261e-08,1.3566755756256496e-05,1.5679479228103856e-05,2.3002471333002157e-07,2.7515621439701235e-07,8.2180066572468501e-08,3.0369879388308147e-07,9.122856873973756e-08,2.314290697449792e-07,7.4019001858212917e-09,2.6824572669958813e-08,3.7090739618594683e-08,1.6515657562804721e-07,1.7182617894835228e-09,1.6061506942424389e-07,2.5340192894459186e-06,5.8370184730710091e-09,9.3677711863807787e-10,6.4409683633424863e-12,4.7141338430791686e-07,1.0601553711830309e-05,9.2177681637321552e-18,6.595467847686423e-08,4.807070780804737e-07,3.2974410777456592e-05,1.8196962927363966e-08,5.1962196036056213e-07,6.6818365592567664e-10,7.1653898203292942e-06,2.4736735945302436e-15,5.3383614570512127e-07,6.0860935847872668e-06,1.9212334146971503e-08,9.521912225627533e-08,3.334300790005259e-11,5.7945329044520446e-06,5.051633786601973e-09,2.2486087492377494e-08,2.8135266360880225e-10,2.8092959248779073e-07,9.1870502701710142e-11,2.275696857132714e-09,2.9089274933077997e-07,3.3459690772207594e-09,1.2376009657033858e-08,1.1539955538806999e-05,9.2801451917434937e-14,1.097059980257325e-07,5.7808250504937747e-15,4.4054551275882461e-07,3.3015451410377381e-09,1.6892367321954041e-09,6.787209711148376e-09,7.5045515217918184e-12,5.544524612265438e-07,9.0507789815893422e-16,3.1240034950361456e-08,2.5784513046862909e-12,2.5809812861006911e-15,2.2027143281177346e-06,1.349358870791395e-07,3.2732121348005943e-09,2.0872136234326392e-17,1.1782019848742727e-15,4.4886124970597347e-11,3.2392151688840948e-10,7.4192034174925629e-08,6.909282272447219e-15,3.6235681966696345e-13,2.9330964722671168e-08,3.0494061419525492e-06,1.0333775074311233e-10,3.8297589335130174e-11,2.4061990888601692e-06,1.1321155905668359e-06,7.451948264829498e-06,1.1597964197465778e-14,4.6570609217585341e-15,7.8066635848393601e-07,3.4758710300087359e-14,1.1040091183930152e-06,6.3302122630980579e-10,8.7133028563692572e-10,1.6678967601890672e-07,3.2411947504056753e-15,2.8585458205352326e-10,2.4536119587763775e-07,3.5465533173999309e-08,1.1896678940742028e-07,2.1062434069689401e-16,0.88130563799999995,0.0,0.0,0.0,0.009848764718443646,0.00010030753252106917,0.10882987844866712,5.1891759468335234e-11,3.580010349647219e-13,7.1810555944301261e-15,2.362251817389034e-07,1.6587203303089306e-08,2.4584972800688535e-08,1.3863903036774131e-09,4.4670781383775053e-10,2.1274975365116896e-10,3.6370998859194823e-10,6.935363120706813e-10
