Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123)
3.198156699999999e-08,0.0022530638471074966,1.6243249941554469e-15,3.4997229871308962e-17,3.8163799053207915e-17,2.3185501465551381e-16,4.5113625440279081e-19,0.0,0.0,4.47948758478439e-14,2.0253737884945646e-18,9.3146750952199134e-26,2.7051759458412524e-26,5.5168164810655066e-26,8.3817493391614673e-46,2.5352671494340792e-32,6.453673733150325e-27,3.3679423949466269e-14,3.6517017865117212e-18,6.8160059379710303e-43,7.5109958944329515e-46,3.1211396120928939e-27,3.5968960905557095e-27,1.848419483301072e-29,2.400734952330699e-28,3.7889903288818841e-20,8.2521690659874595e-31,2.05874506089307e-26,1.2713608728518794e-13,3.4645784016416429e-17,3.621817861529929e-17,4.0092534425633821e-13,2.4907884449086854e-23,1.6092702814257695e-33,9.4189554198447759e-27,2.9425130407374952e-27,0.88168480800000004,0.0,0.0094599999985965893,0.10884999999886026,4.9774235207048356e-13,3.9770679307361834e-13,3.307029851442757e-13,1.9968140562457154e-15,1.4163924671971154e-15,7.1282436853958902e-16,2.2066206420978354e-15,2.6321061766172763e-13,2.6108466391060763e-15,2.5213821516653596e-13,2.2747456814073372e-13,3.2279961953634319e-13,1.1137836626977357e-14,1.1084658191277715e-15,1.2183974163253945e-14,5.8685951668364114e-15,4.7090136471734898e-15,8.6785701744790568e-17
3.575644059999999e-08,0.0022530638471074376,1.812431992531723e-15,4.4721786503542848e-17,4.88935275330051e-17,2.96275473052586e-16,6.5420010275111647e-19,0.0,0.0,5.3868269697639439e-14,2.7131820005143907e-18,1.389648327382853e-25,3.7155771518338012e-26,7.3097919264170039e-26,1.1265505060917477e-45,3.0275079851202438e-32,7.9103643882247513e-27,3.9619697836861807e-14,4.8699600284532843e-18,1.3028288524729977e-42,1.2958696381277548e-45,4.2860423899570705e-27,4.3698512134497209e-27,2.2828401761560101e-29,4.1995917746461738e-28,4.9126415404709752e-20,1.3085748246160872e-30,2.551941786833908e-26,1.5357599869417686e-13,4.6189044378751765e-17,4.384729284814873e-17,4.2790463612799613e-13,3.2912483893181264e-23,2.4301374139470662e-33,1.3232842546656922e-26,4.5721063348802476e-27,0.88168480800000004,0.0,0.009459999998430892,0.10884999999864023,5.3274805736335755e-13,4.2014432105814474e-13,3.5086299265064147e-13,2.2250410538599688e-15,1.5684607818236968e-15,7.8971580679170892e-16,2.4804074661806543e-15,3.1025371752174447e-13,2.9458744694668664e-15,3.0378913439278642e-13,2.7425308070512262e-13,3.8116501986702142e-13,1.4715931863024035e-14,1.2467284265589167e-15,1.4993567146420491e-14,7.2292140500870767e-15,5.8108258574123561e-15,1.0677535095981715e-16
3.953131419999999e-08,0.0022530638471073617,1.9878810593519378e-15,5.5464888698125512e-17,6.078617348600269e-17,3.6744247435716332e-16,9.1004074585604675e-19,0.0,0.0,6.3594710960475848e-14,3.5318585425100601e-18,1.9834345642575609e-25,4.9305896493378698e-26,9.3679505712686628e-26,1.4488838981536127e-45,3.5311434294953975e-32,9.4738068690253289e-27,4.5657227270268188e-14,6.2865405938921122e-18,2.3088461961479042e-42,2.10543630037773e-45,5.6858370995628812e-27,5.1932374569856576e-27,2.756606456458341e-29,6.9065801982464814e-28,6.1662525058671345e-20,1.9747409338247121e-30,3.0829229798407231e-26,1.816775852859368e-13,5.9605687324904639e-17,5.1951630839845227e-17,4.5219705027713549e-13,4.1947567618569084e-23,3.493590430488882e-33,1.7886210657863118e-26,6.7480882862547641e-27,0.88168480800000004,0.0,0.0094599999982651842,0.10884999999841069,5.6467728527690053e-13,4.4039584404329222e-13,3.6943802103499517e-13,2.4547546507055878e-15,1.7202692431132808e-15,8.6655527073465796e-16,2.7537466789935457e-15,3.5844717426419405e-13,3.2831322062818995e-15,3.582277976521561e-13,3.2359067034949333e-13,4.4114845961624307e-13,1.8818508813671341e-14,1.3849060889930713e-15,1.7956121962745685e-14,8.717257516650542e-15,7.0185916130597777e-15,1.2879965880170205e-16
4.330618779999999e-08,0.0022530638471072745,2.1503037801391337e-15,6.7162970171509601e-17,7.3776432343863289e-17,4.4493500624682622e-16,1.2239595253214612e-18,0.0,0.0,7.3942213032680738e-14,4.4904769326871543e-18,2.7309834336461495e-25,6.3636098802447082e-26,1.1691473843215267e-25,1.7999590071356626e-45,4.0411106938996053e-32,1.1135448658057905e-26,5.1741617859999411e-14,7.9049303184848128e-18,3.8448448115473458e-42,3.2563283382838988e-45,7.3356381371461901e-27,6.062670231339614e-27,3.2697283937820927e-29,1.0785125098077783e-27,7.5409642354327284e-20,2.8603787418276591e-30,3.6483046154546083e-26,2.1129940344395585e-13,7.492740041701971e-17,6.0482489953213356e-17,4.7414571335482998e-13,5.1951971311928234e-23,4.8274245286923734e-33,2.3439791029959449e-26,9.5517697763986849e-27,0.88168480800000004,0.0,0.0094599999980994713,0.10884999999817331,5.9393705463726025e-13,4.5895539162400927e-13,3.8680988853350465e-13,2.6858473435965132e-15,1.8717103132528981e-15,9.4328677531830259e-16,3.0265850718931039e-15,4.0743813126449637e-13,3.6225583141481751e-15,4.1507588208553883e-13,3.7514333682716805e-13,5.0231781204669207e-13,2.3439974477155059e-14,1.522971935762438e-15,2.1041772517810227e-14,1.0330268156810559e-14,8.3305947807334713e-15,1.5285452625871731e-16
4.7081061399999986e-08,0.0022530638471071757,2.3001695019459816e-15,7.9747822666527686e-17,8.7793118767435192e-17,5.2830135681996569e-16,1.6010558073612928e-18,0.0,0.0,8.4881741955874594e-14,5.5977772507488365e-18,3.6506220697321229e-25,8.0271132780549627e-26,1.4278191125395153e-25,2.1729159739657878e-45,4.5533954243853647e-32,1.2887497589288394e-26,5.783350006957577e-14,9.7271603239853044e-18,6.0856191896975638e-42,4.8338042411899943e-45,9.2494811332531175e-27,6.9744164594625416e-27,3.8176174732327003e-29,1.6131894109988523e-27,9.026848107274775e-20,4.0047930463151205e-30,4.2449162575161745e-26,2.4232094264934851e-13,9.2172097650765389e-17,6.9396468819152803e-17,4.9405884777792525e-13,6.2853419382712217e-23,6.4586115142275442e-33,2.9949986224992812e-26,1.3062954067869508e-26,0.88168480800000004,0.0,0.009459999997933748,0.10884999999792938,6.2089092600304467e-13,4.7621775364183549e-13,4.0327690717490082e-13,2.9182328738891694e-15,2.0227036814339322e-15,1.0198684186154423e-15,3.298828214141005e-15,4.5695125307791584e-13,3.9640541109504064e-15,4.7399792437399473e-13,4.2860469919542125e-13,5.6433308063929427e-13,2.8570040739865692e-14,1.6608779307982488e-15,2.4221553647511948e-14,1.2066185500723824e-14,9.7453857464261922e-15,1.7893498848556854e-16
5.0855934999999985e-08,0.0022530638471070672,2.4389997770152422e-15,9.314841893796181e-17,1.0276050076905615e-16,6.1707122440502559e-16,2.0460131161424017e-18,0.0,0.0,9.6389060287137391e-14,6.8618711907257938e-18,4.7604807135517774e-25,9.9320199140591339e-26,1.7123610580759375e-25,2.5702646486866674e-45,5.0656577920432705e-32,1.4724206619228707e-26,6.3910084563664076e-14,1.1753101177329752e-17,9.2354338812762447e-42,6.9293086592639401e-45,1.1439608392945551e-26,7.9257282357266315e-27,4.4053651114903322e-29,2.328172757152792e-27,1.0612508274073203e-19,5.4503247488675332e-30,4.870472767451655e-26,2.7465336028185164e-13,1.1133726484192115e-16,7.8658422927445396e-17,5.1218991291735181e-13,7.4564000684961947e-23,8.4121581209421939e-33,3.7465128916659243e-26,1.7358326682179428e-26,0.88168480800000004,0.0,0.009459999997768016,0.10884999999767986,6.4583447384230857e-13,4.9243086247274802e-13,4.1901485694763352e-13,3.1518517078346942e-15,2.1732105247033078e-15,1.0962805159528845e-15,3.5703301343290964e-15,5.0682492605189058e-13,4.3074814323651975e-15,5.3472503990035661e-13,4.8372693917007781e-13,6.2698602595589057e-13,3.4191675864849893e-14,1.7985487161216086e-15,2.7472365748199709e-14,1.3923556181401131e-14,1.1261914655042735e-14,2.0703485762359885e-16
5.463080859999998e-08,0.00225306384710695,2.5684636405934451e-15,1.0730250306982579e-16,1.186108623686435e-16,7.1083249404249109e-16,2.5630386188314016e-18,0.0,0.0,1.0844415923255299e-13,8.2903456036970369e-18,6.0781824845235189e-25,1.208812078953821e-25,2.0223162261671767e-25,2.9854066337984178e-45,5.5766373219286843e-32,1.6641674924217854e-26,6.9959601143754579e-14,1.3981386137339324e-17,1.3525180357980562e-41,9.6450596108348763e-45,1.3916969314140597e-26,8.9145253223358888e-27,5.0212938905802433e-29,3.2604953991537302e-27,1.2286587710362911e-19,7.2416273446633548e-30,5.5234609416654582e-26,3.0822931453286941e-13,1.3240877871239713e-16,8.823974914614397e-17,5.2874741548311315e-13,8.6993767836845196e-23,1.0710286153782693e-32,4.6027560169084087e-26,2.2510184755414147e-26,0.88168480800000004,0.0,0.0094599999976022753,0.10884999999742545,6.6900838591523834e-13,5.0775445245888391e-13,4.3412988950909037e-13,3.3866447711340776e-15,2.3231905751977431e-15,1.1725024600776113e-15,3.840969096803601e-15,5.5696214573457502e-13,4.6527224716814751e-15,5.9704033579923199e-13,5.4030855596204433e-13,6.9014295853638741e-13,4.0284522181056243e-14,1.9359211915593499e-15,3.0779174200878816e-14,1.5901306604154159e-14,1.2879362541310526e-14,2.3714705509785815e-16
5.840568219999998e-08,0.002253063847106828,2.6895966879656614e-15,1.2216193265859109e-16,1.3529102880404827e-16,8.0926658385183973e-16,3.1560304113335089e-18,0.0,0.0,1.2102910901170568e-13,9.8905958620017246e-18,7.6209336475579079e-25,1.450494628909829e-25,2.3573499528553547e-25,3.4189969935810407e-45,6.0851989275907699e-32,1.8636059308282644e-26,7.5971973206179622e-14,1.6410771133314096e-17,1.921204529497072e-41,1.3092558908844308e-44,1.6692214100505304e-26,9.9388632249887786e-27,5.6862250233957522e-29,4.450088331778532e-27,1.4039266840442735e-19,9.4247540081282862e-30,6.2024725814516783e-26,3.4298588008785247e-13,1.5537382382124405e-16,9.8114446027079969e-17,5.4392016175441357e-13,1.0006503414647394e-22,1.3373086990298695e-32,5.5678428562690678e-26,2.8587213264293057e-26,0.88168480800000004,0.0,0.0094599999974365311,0.1088499999971668,6.906304570039907e-13,5.2234553029297994e-13,4.4873162119228436e-13,3.6225532880808614e-15,2.4725949599305251e-15,1.2485084840005958e-15,4.1106717730251205e-15,6.0726268427915016e-13,4.9996978880901803e-15,6.6074664642246341e-13,5.9816638598730547e-13,7.5366851080889266e-13,4.6829459359132629e-14,2.0729572726384378e-15,3.4131148346347775e-14,1.7998386504914369e-14,1.4596901048196509e-14,2.6926403105808205e-16
6.595542939999999e-08,0.0022530638471065685,2.9097290279101468e-15,1.5383811738651705e-16,1.7096379542274078e-16,1.0191032247661674e-15,4.5846266900054232e-18,0.0,0.0,1.4772485409530732e-13,1.3635401289829148e-17,1.1449619581561302e-24,2.0157884005240958e-25,3.1012973544742642e-25,4.3181927454470324e-45,7.0911385555872824e-32,2.2841188775984051e-26,8.7850835734830074e-14,2.1868841354430258e-17,3.598268113586342e-41,1.1618187463005563e-44,2.3177766925911893e-26,1.2087090650547438e-26,7.0939020514229718e-29,7.7788125301534892e-27,1.7748071379324565e-19,1.5161043509385991e-29,7.6326768947798797e-26,4.1581206221188462e-13,2.0694312011818886e-16,1.1865149128151513e-16,5.7078048754050287e-13,1.2787659000218902e-22,1.9868085753501431e-32,7.8406533036172412e-26,4.3775993128449424e-26,0.88168480800000004,0.0,0.0094599999971050203,0.10884999999663923,7.299910282775406e-13,5.4992076398394059e-13,4.7681899623587243e-13,4.0975391158393717e-15,2.7695435702458554e-15,1.3998017296510658e-15,4.647015267829149e-15,7.0796642819751787e-13,5.6985746191432495e-15,7.9163091421954204e-13,7.1705950646313421e-13,8.8132028521125707e-13,6.1206201719926599e-14,2.34588703017224e-15,4.0926090873345541e-14,2.2546468896687842e-14,1.8328974753952947e-14,3.3947984824396163e-16
7.350517659999998e-08,0.0022530638471062988,3.1066156489199599e-15,1.8787409425632385e-16,2.0943697894778977e-16,1.2445776643653157e-15,6.3596907778483396e-18,0.0,0.0,1.7636403230312231e-13,1.8152266048292422e-17,1.638072494412156e-24,2.6960756559374072e-25,3.9412879027955794e-25,5.2613753317095646e-45,8.0794705759862713e-32,2.731628044655431e-26,9.9516188034838818e-14,2.8115343186436939e-17,6.2108703078418227e-41,-6.9832540957793065e-32,3.0974152473471349e-26,1.4358870150577939e-26,8.6410392639575759e-29,1.2685859982178172e-26,2.1674762613340696e-19,2.30591472589016e-29,9.1520424992656986e-26,4.9275656914543691e-13,2.659251945456451e-16,1.4010923696521572e-16,5.9394052506188496e-13,1.5748381867529706e-22,2.8039926982408504e-32,1.0594907770529577e-25,6.342625782424616e-26,0.88168480800000004,0.0,0.0094599999967734799,0.10884999999610111,7.6525540944160358e-13,5.7599680242701914e-13,5.0384858738479633e-13,4.5764841157720249e-15,3.0638299510865967e-15,1.5500391677371119e-15,5.1788532485607094e-15,8.0841769777165357e-13,6.4035591577255511e-15,9.2616993388347573e-13,8.3927816154701067e-13,1.0092297681502894e-12,7.7173495950966479e-14,2.6170697261712038e-15,4.7788862248843213e-14,2.7561112680889747e-14,2.2452503352147343e-14,4.1761444877949056e-16
8.105492379999998e-08,0.00225306384710602,3.2864409999714665e-15,2.2403553790141621e-16,2.5043885753301032e-16,1.4841407132319148e-15,8.5063520103893567e-18,0.0,0.0,2.0685926477633705e-13,2.3494415849321227e-17,2.2544786593718014e-24,3.4978201433230094e-25,4.8745727629826888e-25,6.2435764176959012e-45,9.0499832271773083e-32,3.2044536220304243e-26,1.1097540185628717e-13,3.5137082022466882e-17,1.0055936404376315e-40,-8.3836708081164275e-32,4.015315717758568e-26,1.6745663544755882e-26,1.0320217668631631e-28,1.9583783588572978e-26,2.5766591941557242e-19,3.3543431299961764e-29,1.0754041321367486e-25,5.7354485088722408e-13,3.3218977090081582e-16,1.6236513943211018e-16,6.1429963678592635e-13,1.8845686689213987e-22,3.8016056321788229e-32,1.385801390554227e-25,8.8004851438027391e-26,0.88168480800000004,0.0,0.0094599999964419222,0.10884999999555517,7.9744356905294634e-13,6.0109086487958901e-13,5.3015516111042691e-13,5.0591401793902306e-15,3.3553006667436072e-15,1.6991363584645561e-15,5.7058069247825719e-15,9.0831776851083003e-13,7.1142124070556757e-15,1.0634480899234445e-12,9.6396127581245332e-13,1.1369645770257345e-12,9.4588344261979002e-14,2.8863010357258958e-15,5.4674546009586456e-14,3.3036998918312173e-14,2.6962647069626731e-14,5.0359490521280861e-16
8.860467099999998e-08,0.0022530638471057376,3.453893373565075e-15,2.6215185811594135e-16,2.937646062267801e-16,1.7366654311297744e-15,1.1047378942980152e-17,0.0,0.0,2.3914386015260111e-13,2.9712778467221141e-17,3.0068767169763884e-24,4.4270719038563049e-25,5.8987956014463066e-25,7.2616627182038787e-45,1.0004815968430796e-31,3.7014114407536332e-26,1.2225893306581004e-13,4.2921670332769865e-17,1.547320409093048e-40,2.0679015507108305e-33,5.0781780722586401e-26,1.9241304031828723e-26,1.2130424604327411e-28,2.8927346225800296e-26,2.998304473086004e-19,4.7061891961458676e-29,1.2434062828704979e-25,6.5797848719097244e-13,4.0561543096732837e-16,1.853276675064072e-16,6.3253231392080675e-13,2.2046075394707576e-22,4.9910836376213114e-32,1.7655435075736903e-25,1.1795070297707897e-25,0.88168480800000004,0.0,0.0094599999961103385,0.10884999999500336,8.2731282025967939e-13,6.2550814280358771e-13,5.5592607180383701e-13,5.5453240127993447e-15,3.6438582369951976e-15,1.8470365947109582e-15,6.2276326203841233e-15,1.0075046323339648e-12,7.8302133090167283e-15,1.2027874108668451e-12,1.090466881408013e-12,1.2642726008697016e-12,1.1331984181720898e-13,3.1534444222688561e-15,6.1556547595225127e-14,3.8969725084797892e-14,3.1855074287137342e-14,5.9734458507269671e-16
9.615441819999997e-08,0.0022530638471054544,3.6122964818883821e-15,3.0210106306794142e-16,3.39261920676724e-16,2.0013467367892173e-15,1.4003763044106443e-17,0.0,0.0,2.7316650623550671e-13,3.6856538711825058e-17,3.9076620266838599e-24,5.4895906849914162e-25,7.0120600998554795e-25,8.3167034101710462e-45,1.0947222567061051e-31,4.2216844897138018e-26,1.3340748813900666e-13,5.1458885264731914e-17,2.2843294963824916e-40,7.2738126718846899e-32,6.2923639540430516e-26,2.1841378183329677e-26,1.407258234997169e-28,4.1212557403926425e-26,3.429469800399142e-19,6.4084450222792643e-29,1.4188790822252854e-25,7.4591114916757505e-13,4.8610224705150648e-16,2.0892830778861981e-16,6.4914410612817064e-13,2.5324873967309972e-22,6.3829085003255304e-32,2.2011313041273491e-25,1.5368421573687338e-25,0.88168480800000004,0.0,0.0094599999957787357,0.10884999999444712,8.5542559146619573e-13,6.4943239418692328e-13,5.8126956619716024e-13,6.0349049447626927e-15,3.9294510908698467e-15,1.9937061092761524e-15,6.7441906750687448e-15,1.1058895947190948e-12,8.551333224573912e-15,1.3436844566528135e-12,1.2183155552913264e-12,1.3910041509500969e-12,1.3325266049696489e-13,3.41841553510065e-15,6.8419563122948942e-14,4.5355424461890479e-14,3.7125742433077694e-14,6.9878466589851083e-16
9.999999999999998e-08,0.0022530638471051734,3.6903140393780406e-15,3.2312367447574236e-16,3.6323199465128795e-16,2.1406368517386153e-15,1.5675735651110951e-17,0.0,0.0,2.9115089223054362e-13,4.086654275787829e-17,4.4274594930338566e-24,6.083832007897488e-25,7.6128494847443872e-25,8.8687132689304228e-45,1.1423610805267323e-31,4.495459800787074e-26,1.3904799901409293e-13,5.6094161838479628e-17,2.7480829923183422e-40,6.5983683181457105e-32,6.9709846382679565e-26,2.3204776715715152e-26,1.5113062674012704e-28,4.8770659291685914e-26,3.6520346463271276e-19,7.4258385001440571e-29,1.5110458232552574e-25,7.920079506087915e-13,5.297883660041496e-16,2.2117714061160891e-16,6.571138564263047e-13,2.7019053899416525e-22,7.172845805898009e-32,2.4452265646642745e-25,1.7424284662391014e-25,0.88168480800000004,0.0,0.0094599999956098187,0.10884999999416244,8.6921534172999308e-13,6.6147100466695865e-13,5.9403873059953648e-13,6.2855543849336589e-15,4.0737747376193336e-15,2.0679349501655278e-15,7.0052562216872209e-15,1.1556764020184543e-12,8.920557928000828e-15,1.4159211151703722e-12,1.283829138846909e-12,1.4553016038242092e-12,1.4383452852076891e-13,3.5525298188593448e-15,7.1904687078578331e-14,4.8781041926829589e-14,3.9954581419966812e-14,7.5338542128793537e-16
1.0370416539999997e-07,0.0022530638471051734,3.764060783686682e-15,3.4379131409095404e-16,3.8681219721508042e-16,2.2775791647680962e-15,1.7395344666751467e-17,0.0,0.0,3.0888579846523146e-13,4.4973716800383e-17,4.9690218427747771e-24,6.6909577911363872e-25,8.2128669189614077e-25,9.4099767439281931e-45,1.1880773010970838e-31,4.7646904408459606e-26,1.4446396177328938e-13,6.074092469666402e-17,3.258367753122941e-40,1.3484894388639857e-32,7.6640236844433963e-26,2.4542478983213472e-26,1.614829453334795e-28,5.6971414630993443e-26,3.868030020975215e-19,8.5099180533663838e-29,1.6015680734856967e-25,8.3722811730996164e-13,5.7357388572805566e-16,2.3311347456716249e-16,6.6452997383676695e-13,2.8664018860070696e-22,7.9869776972944072e-32,2.69490074939843e-25,1.9561586181631073e-25,0.88168480800000004,0.0,0.0094599999954471103,0.10884999999388752,8.8221823673122159e-13,6.7298660884041595e-13,6.0625686993756438e-13,6.5277873113771066e-15,4.2120585250975966e-15,2.1391266919998826e-15,7.2554068703182035e-15,1.2034182241162952e-12,9.2774027733528781e-15,1.4857478654841762e-12,1.3471332560602755e-12,1.5170608998410332e-12,1.542858592960149e-13,3.6811628793227916e-15,7.5253814819143145e-14,5.2190505882158033e-14,4.2770758501944703e-14,8.0783542276222542e-16
1.1125391259999997e-07,0.002253063847104896,3.9107334357346335e-15,3.8715890919022542e-16,4.3632931260573399e-16,2.5649434357947344e-15,2.1240806999419716e-17,0.0,0.0,3.4627019780488269e-13,5.4111119348981557e-17,6.2029388067924186e-24,8.0365751503878099e-25,9.5001925641335753e-25,1.0545454575267589e-44,1.2809035631044169e-31,5.3300442969303194e-26,1.5546998617730214e-13,7.0763209943741464e-17,4.515716253329244e-40,-2.353789357493611e-32,9.1990904032393578e-26,2.7341907451096508e-26,1.8359801427127035e-28,7.6781133186055599e-26,4.3127220683017768e-19,1.1061692956006983e-28,1.7912929408407042e-25,9.3184526282872574e-13,6.6798520101978427e-16,2.5784457925423149e-16,6.789732053450302e-13,3.2052491747973273e-22,9.8126392064841421e-32,3.2491139446918132e-25,2.4415379014092362e-25,0.88168480800000004,0.0,0.0094599999951154659,0.10884999999332529,9.0800087378519032e-13,6.9624262644012172e-13,6.3092916522355824e-13,7.0239092953640454e-15,4.4916891307883769e-15,2.2832949521580757e-15,7.7612704285927999e-15,1.3000638463667893e-12,1.0008310664966644e-14,1.6286981005994653e-12,1.4766518040383155e-12,1.6423880169372564e-12,1.7633628473810943e-13,3.9416669342453628e-15,8.2053894628438121e-14,5.947161775556545e-14,4.8786365806710509e-14,9.2441680234646156e-16
1.2635340699999996e-07,0.0022530638471043567,4.1932738055752789e-15,4.7872845040159664e-16,5.4099185793837405e-16,3.1717679032256947e-15,3.0365121480110817e-17,0.0,0.0,4.2593219065295449e-13,7.5630424281689631e-17,9.235990939089079e-24,1.1181725556464264e-24,1.2331980670090372e-24,1.295310486798225e-44,1.4662204547492701e-31,6.5267717688320129e-26,1.7747507110532404e-13,9.3022566655732943e-17,8.0861444445684717e-40,-3.2753271351509252e-32,1.278260712104082e-25,3.3227603950191578e-26,2.3203033377736628e-28,1.3106401402810327e-25,5.2176204082081313e-19,1.7729856563775429e-28,2.1913040615424971e-25,1.1307150030982438e-12,8.7756475528612314e-16,3.0882750405642911e-16,7.0588518533038571e-13,3.8951455258995855e-22,1.4164994622310325e-31,4.5477745847816853e-25,3.6269738465688062e-25,0.88168480800000004,0.0,0.0094599999944521163,0.10884999999219519,9.5746580245062976e-13,7.4206021257810717e-13,6.7944502828058493e-13,8.025701156449412e-15,5.0421159890196935e-15,2.5678926010642605e-15,8.7570378746962029e-15,1.490643780242122e-12,1.1484330586238197e-14,1.9164148812313437e-12,1.736981729038351e-12,1.8907091349849117e-12,2.2321873471243527e-13,4.4559393306961568e-15,9.5536290784199281e-14,7.535899483800719e-14,6.1914654104534224e-14,1.1798547578830117e-15
1.3974427972086725e-07,0.0022530638471038983,4.4347655721130271e-15,5.6516470068699405e-16,6.398490994317546e-16,3.7446525751509826e-15,4.0146565310693396e-17,0.0,0.0,5.0194159366106061e-13,9.8573286084388703e-17,1.2619124216255863e-23,1.4504803348377767e-24,1.5129530684520821e-24,1.5252432954270927e-44,1.6316355488353873e-31,7.6612474904813225e-26,1.971455872896678e-13,1.1524432111893398e-16,1.2737671441350527e-39,-9.9237953787567514e-34,1.6563236347617356e-25,3.8760132945618835e-26,2.7988444688387008e-28,1.9923679776095156e-25,6.0369265556875735e-19,2.5688609103169416e-28,2.5685501213141047e-25,1.3175950300795414e-12,1.0866782262448161e-15,3.5564206303107745e-16,7.2823470704189165e-13,4.5198985269052309e-22,1.8853251666039061e-31,5.9233149189563193e-25,4.9399148337896862e-25,0.88168480800000004,0.0,0.0094599999938637692,0.10884999999118845,9.9972503059820408e-13,7.8202257875299387e-13,7.216080250859083e-13,8.9246849589548859e-15,5.5206360637397636e-15,2.8161930514561212e-15,9.6226880487025681e-15,1.6566363070032014e-12,1.2808981905115761e-14,2.1729210044308279e-12,1.9686425617533445e-12,2.1082742427206703e-12,2.6763403361572494e-13,4.9046157126084147e-15,1.0735500996657565e-13,9.091050316050114e-14,7.4762228563579199e-14,1.43082102389609e-15
1.5313515244173456e-07,0.002253063847103458,4.669982557420692e-15,6.5637138314647516e-16,7.441732423953385e-16,4.3492359648665732e-15,5.1612202178062974e-17,0.0,0.0,5.8290483991274634e-13,1.2540083035009716e-16,1.6722810965692419e-23,1.8359323985199651e-24,1.8197506983857818e-24,1.771704010960543e-44,1.799252160980139e-31,8.8644802581868469e-26,2.1709715186501602e-13,1.3982589002495914e-16,1.9163440302211464e-39,-2.1645899554868719e-32,2.0942446348512348e-25,4.4580697471257898e-26,3.3261031070731941e-28,2.9066362061895492e-25,6.8728462494498359e-19,3.5914588495469571e-28,2.9666043673261201e-25,1.5141565762168183e-12,1.3179007634674064e-15,4.0388744294719342e-16,7.4967474888394947e-13,5.1572420100734243e-22,2.4370334224164332e-31,7.5219274377066986e-25,6.5235425166949348e-25,0.88168480800000004,0.0,0.0094599999932753545,0.1088499999901788,1.0410232583923919e-12,8.2143222739669144e-13,7.6300905887040595e-13,9.8335397034395906e-15,5.9904069582398943e-15,3.0607534772984268e-15,1.0472438385678905e-14,1.8198069579223776e-12,1.414824255509779e-14,2.4301717902632503e-12,2.2005483683627648e-12,2.3233137169750708e-12,3.1450331756634475e-13,5.3465062248296795e-15,1.1903948309863078e-13,1.0781870768257511e-13,8.8722025844622877e-14,1.704313352763307e-15
1.6652602516260187e-07,0.002253063847103044,4.9003407009958929e-15,7.5223651175430843e-16,8.5380627446125695e-16,4.9847861734974024e-15,6.485128273252782e-17,0.0,0.0,6.6875402415534626e-13,1.5635645628317174e-16,2.1613750353857155e-23,2.2773431069628837e-24,2.1539004460172669e-24,2.036109498369724e-44,1.9698764672673171e-31,1.0136770768063388e-25,2.3742021605155195e-13,1.6680703700019719e-16,2.7772698129363267e-39,-1.0482495330265678e-32,2.5950537176588104e-25,5.0684684660312007e-26,3.9047308312720792e-28,4.1003645398798528e-25,7.7268994274729054e-19,4.8757360767224063e-28,3.3852420126000372e-25,1.7202476204353493e-12,1.5716035090883504e-15,4.535161243581682e-16,7.7052347661520204e-13,5.808269373090956e-22,3.0764081549516222e-31,9.3557875548348144e-25,8.4024785109876843e-25,0.88168480800000004,0.0,0.0094599999926868843,0.10884999998916707,1.0816976614772871e-12,8.6033985968809086e-13,8.0368375632421796e-13,1.0752265968130075e-14,6.4517406927410558e-15,3.3016929763963127e-15,1.130682817740524e-14,1.9801833799663581e-12,1.550209151342479e-14,2.6878354402496079e-12,2.4323879178856004e-12,2.5358201018543831e-12,3.6368500500743066e-13,5.7818129207679973e-15,1.3058750993524932e-13,1.2606709967014247e-13,1.0377488933332518e-13,1.9999233250268088e-15
