Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971)
2.0971510000000003e-09,0.0021892766759127056,3.0831710189374769e-17,5.1607608468757748e-20,3.1376044299155988e-19,3.3571649887719104e-19,4.0757144483897535e-21,0.0,0.0,7.4348995933810476e-16,3.6483192261074018e-21,5.7244037808226452e-29,7.4774794158029394e-30,3.3428625921015247e-28,1.9303948497253402e-48,4.9092750732656864e-33,3.3752958758101167e-29,2.284121487495791e-14,2.4832243202506528e-19,2.3908967814463614e-49,1.596430974375259e-49,6.1838856365378805e-30,8.332100547173234e-30,1.610324591652048e-31,1.5383334133353184e-31,3.047480971461913e-21,3.9910571279922336e-35,2.3861586738601662e-29,7.1679131126984431e-16,2.700586481037176e-18,2.2718194907032149e-19,2.8979737908802072e-14,7.3728530195839516e-25,1.2559412678004015e-38,9.5286587416771379e-31,2.9439956602454034e-32,0.88168480800000004,0.0,0.0094599999999089926,0.10884999999999026,3.5279985358247623e-14,3.450191663097646e-14,2.8249826382995658e-14,1.682251235991936e-16,1.3634420396264046e-16,6.8181935580267706e-17,6.1099287294638098e-17,1.7700122740575571e-15,7.223525300736131e-17,1.3600551396602792e-15,1.2207205204120616e-15,2.1518917428746833e-15,8.7729536586438391e-16,2.9763299986240176e-17,1.5924654697728018e-17,2.4742943281912359e-17,1.9520259854884436e-17,1.52595769153352e-17,4.6253541100650823e-18,1.2595543161088891e-17,2.9242763395658919e-17,6.7111053242757139e-19,4.9347510931096039e-27,3.4625405917893309e-18,2.0876011479466343e-20,1.0277800711845291e-18,2.1358637226879512e-19,2.3486123013500729e-17,2.1987845462152757e-14,1.4140633271897362e-15,1.5053623228019791e-18
3.1457270000000003e-09,0.002189276675912784,5.7210803495523025e-17,1.2576132786051615e-19,6.8960766285407843e-19,8.2699569382114368e-19,1.1640689337430759e-20,0.0,0.0,1.2222347780419517e-15,8.0617367227993425e-21,1.9106640925165261e-28,2.1430083050131958e-29,8.7788141563380414e-28,7.8364635229795469e-48,9.084027164893935e-33,6.7663274681148821e-29,3.3885582123258729e-14,5.1044252827051818e-19,2.7603002574015879e-48,6.1714828780526722e-49,1.7001628913314727e-29,1.9419865158564014e-29,3.2681874480445964e-31,6.5741270012714724e-31,6.2081190977588723e-21,1.6724190432832638e-34,6.1251715489700277e-29,1.4647956167281738e-15,5.550562734165623e-18,4.6560471364730197e-19,4.2805875550267622e-14,1.8199786263559035e-24,4.6862478853526747e-38,3.1662440690194787e-30,1.3929691292117743e-31,0.88168480800000004,0.0,0.0094599999998634856,0.10884999999998048,5.2124441354400127e-14,5.0563577806432082e-14,4.1347397740037417e-14,2.3032206744215572e-16,1.8511033512150154e-16,9.2467785782238067e-17,1.1116618817676326e-16,3.5894806466803258e-15,1.3075035064628994e-16,2.7868400891160128e-15,2.4997276226324534e-15,4.3680709950943231e-15,1.7986586970900848e-15,5.384611633420496e-17,3.5939168666445628e-17,5.0808592708011608e-17,4.0069771296315424e-17,3.1312040366285091e-17,1.3023897822144454e-17,2.2788866902909295e-17,6.0110347658658679e-17,1.459157467498036e-18,1.3215521862863241e-26,8.284411619675797e-18,7.0924533940702457e-20,3.0538021807963339e-18,5.8783944048818765e-19,3.4526881783952051e-17,3.2168363698420926e-14,2.8683297863350649e-15,3.0639938041762152e-18
4.194303e-09,0.002189276675912859,8.9885088570017528e-17,2.4299774956433661e-19,1.2445878340026484e-18,1.6098722526378336e-18,2.5382983348139788e-20,0.0,0.0,1.7711385632643651e-15,1.4528786764655203e-20,4.6099049061099406e-28,4.6281854940677598e-29,1.7734975383124804e-27,2.0192832712992473e-47,1.3926664807418414e-32,1.1210938669024015e-28,4.4687638681486163e-14,8.6224762955262412e-19,1.1890293576350227e-47,1.6160712089157172e-48,3.571322193569363e-29,3.5569835376258553e-29,5.5077257880822695e-31,1.8518347105288677e-30,1.0397176929697027e-20,4.7126030996087457e-34,1.2136297685999181e-28,2.4607356530991357e-15,9.3750365991668629e-18,7.8428683559687261e-19,5.6205478430279998e-14,3.4878628510094876e-24,1.2103203145099298e-37,7.5879240187095038e-30,4.1332184727682081e-31,0.88168480800000004,0.0,0.0094599999998179803,0.10884999999996761,6.8458366937642745e-14,6.5882394579105786e-14,5.3807650764343683e-14,2.849757390455192e-16,2.2704119711062897e-16,1.1322177146768873e-16,1.6823616894286941e-16,5.9862146783458982e-15,1.970318833156185e-16,4.6923477019249904e-15,4.2072514775111293e-15,7.2913100289228788e-15,3.0307924343184783e-15,8.1060558622996269e-17,6.5384225059215295e-17,8.577148238798793e-17,6.7620623903897803e-17,5.2828743285147285e-17,2.7772834276704573e-17,3.4582958730030014e-17,1.0156442507150528e-16,2.5215450892897264e-18,2.7320976750568941e-26,1.5712455582126805e-17,1.7422857895884482e-19,6.7633751748507743e-18,1.2114144841284227e-18,4.5119947926954655e-17,4.1845037444591546e-14,4.7846677210179675e-15,5.1270662049317457e-18
5.2428790000000005e-09,0.002189276675912926,1.2852913907028374e-16,4.1431884272931219e-19,2.0253958567240187e-18,2.7609564158579506e-18,4.8275119136952722e-20,0.0,0.0,2.3941896766656506e-15,2.3467568416575196e-20,9.4628478202419895e-28,8.6263612806618308e-29,3.1155129390601131e-27,4.2261192409023418e-47,1.9220732393740255e-32,1.6738566142911649e-28,5.5237149129692704e-14,1.3082398428369652e-18,4.1157794674219654e-47,3.5960585735089582e-48,6.5170547892005727e-29,5.7145937694526198e-29,8.3714263244272662e-31,4.3410593491242467e-30,1.5637018922263559e-20,1.1066868744395564e-33,2.0925192176902348e-28,3.7127899952945269e-15,1.4222578315704185e-17,1.186514641000272e-18,6.9161321869404349e-14,5.825971272184368e-24,2.6150432231000856e-37,1.5442486713845142e-29,1.0065288818547695e-30,0.88168480800000004,0.0,0.0094599999997724716,0.1088499999999516,8.4261719089335517e-14,8.0445361190315984e-14,6.5622886055072639e-14,3.3499286553108352e-16,2.6456353899027023e-16,1.3162846380450115e-16,2.2994313746265835e-16,8.9651502184600355e-15,2.6833028062771152e-16,7.0945733711263204e-15,6.3596701992182225e-15,1.0929858053840348e-14,4.5867534438165422e-15,1.1022460380456785e-16,1.0578584649128589e-16,1.3009097987697251e-16,1.02527877173221e-16,8.0089287092356882e-17,5.1190873784391158e-17,4.7737314111346468e-17,1.5417141696216636e-16,3.8365387983013033e-18,4.9230651774025745e-26,2.6285337585614725e-17,3.6475273991659794e-19,1.2863288287520191e-17,2.1361559781959972e-18,5.5257980544153982e-17,5.1012391970620435e-14,7.1674329564436692e-15,7.7041599621768133e-18
7.340031000000001e-09,0.002189276675913044,2.1965037302611982e-16,9.6478294498795824e-19,4.5650158764649083e-18,6.4906409636851796e-18,1.4550842706306175e-19,0.0,0.0,3.8604661435323323e-15,5.0706731334953885e-20,3.1572981739216078e-27,2.3489029784347728e-28,7.4983349532804839e-27,1.2058531922008511e-46,3.0227303489265421e-32,3.0893951767617705e-28,7.5608284519665528e-14,2.4764480567163098e-18,4.0928456123379618e-46,1.3731548386331444e-47,1.720561100943263e-28,1.1600413356489862e-28,1.6177096728370379e-30,1.951996447921881e-29,2.9013454589328302e-20,5.08193525571449e-33,4.8301894301749472e-28,6.9421203045601927e-15,2.6915812267968928e-17,2.2311735737680977e-18,9.3799315415448022e-14,1.2591072972122398e-23,9.4513342646760804e-37,5.0003543105922097e-29,4.7016569316154129e-30,0.88168480800000004,0.0,0.0094599999996814489,0.10884999999991077,1.1434913383985538e-13,1.0750265025578174e-13,8.7508102230706283e-14,4.3067529101544807e-16,3.3506563952039893e-16,1.6570601534676801e-16,3.5876984913094974e-16,1.6485428076114242e-14,4.1655360053528505e-16,1.3315453557918147e-14,1.193594945995898e-14,2.013989828028936e-14,8.6317040641876897e-15,1.7033911559403182e-16,2.239817072163855e-16,2.4635069124153481e-16,1.9402671900283913e-16,1.5157573081223204e-16,1.3556227293415365e-16,7.732189248341994e-17,2.9239100288578761e-16,7.0145731987068426e-18,1.2606885256751925e-25,5.8824324480634488e-17,1.290658015495591e-18,3.6109913061753638e-17,4.9479104110892499e-18,7.4327917120334334e-17,6.7972664775139685e-14,1.318737509714958e-14,1.4272626007401338e-17
9.437183000000001e-09,0.002189276675913138,3.2586365897261967e-16,1.8181298128881471e-18,8.7093334871642025e-18,1.2310685781455085e-17,3.4012783365497479e-19,0.0,0.0,5.6125337168293288e-15,9.1922164840247345e-20,7.6202651573879675e-27,4.9336524124086721e-28,1.4316929800289244e-26,2.5509150285716097e-46,4.1418747031564785e-32,4.9024675548445427e-28,9.505285625301392e-14,4.0005836226435722e-18,1.8412358182873713e-45,3.656764810045506e-47,3.5561836836184225e-28,1.9466531812157444e-28,2.708328899936474e-30,5.8246727540120863e-29,4.5966660875604768e-20,1.5025426253327197e-32,8.9080819679243674e-28,1.1085179935860121e-14,4.3470427705195279e-17,3.581164272382798e-18,1.1682075945223714e-13,2.202229269252808e-23,2.3671544203293525e-36,1.1767863460996195e-28,1.3903246080068862e-29,0.88168480800000004,0.0,0.0094599999995904193,0.10884999999985906,1.4251130060946031e-13,1.3201380976344169e-13,1.0726087953114149e-13,5.2325679970942055e-16,4.02160960276126e-16,1.9750112814039753e-16,4.9221912679913732e-16,2.590347748430312e-14,5.6959870602447163e-16,2.1326136680109075e-14,1.9121546500223722e-14,3.1708820784439759e-14,1.3864220187990864e-14,2.3170387955225792e-16,3.9385747696348393e-16,3.9842500167934964e-16,3.1362584353175649e-16,2.4508729037327749e-16,2.7761775200071605e-16,1.1097533478756619e-16,4.7343972650160995e-16,1.0794076820811654e-17,2.5320579866948216e-25,1.076311338052274e-16,3.2568205982467989e-18,7.6942619942795229e-17,8.9636718820281405e-18,9.1966664860758213e-17,8.3256553789317005e-14,2.0733490183198768e-14,2.2593122514566858e-17
9.999999999999999e-09,0.0021892766759132147,3.5619293684617151e-16,2.1044825760289591e-18,1.0177819780858808e-17,1.4270740272030374e-17,4.1765553343632828e-19,0.0,0.0,6.1298174245244931e-15,1.057530944507792e-19,9.3624302688940304e-27,5.8605293322141229e-28,1.659727047285974e-26,3.0156717056070052e-46,4.4385978038393282e-32,5.4538734859445897e-28,1.0012309874480697e-13,4.467633856759413e-18,2.7030495136406839e-45,4.6320111467975534e-47,4.2119492788308474e-28,2.1889870468823251e-28,3.0647420301682538e-30,7.6109143833557567e-29,5.1060839553905821e-20,1.9440940509594142e-32,1.023539270458742e-27,1.2340982555375023e-14,4.8542148751988543e-17,3.992180258676951e-18,1.2274185117109574e-13,2.4975747331843977e-23,2.9274782947394049e-36,1.4355287514673941e-28,1.798398983225282e-29,0.88168480800000004,0.0,0.0094599999995659892,0.1088499999998435,1.4976364525630094e-13,1.3820584906912672e-13,1.1224240297804692e-13,5.4805173809255976e-16,4.2005638103568486e-16,2.0589104891589147e-16,5.2836186590057981e-16,2.8712545594781118e-14,6.1101999917800163e-16,2.3758838900743462e-14,2.1304972211150848e-14,3.5166278806752218e-14,1.5458327142810146e-14,2.4819151845242068e-16,4.4866232421925465e-16,4.4513698050395227e-16,3.5034872932062514e-16,2.7381951853375845e-16,3.273153957554951e-16,1.2063503369548794e-16,5.290872087366149e-16,1.1885556470026057e-17,2.9732922130353407e-25,1.2375881752670124e-16,4.0495637710728175e-18,9.1578397466621539e-17,1.0224803935494649e-17,9.6497996138929611e-17,8.7107830191073212e-14,2.2985717185637727e-14,2.5095476160977997e-17
1.1534335e-08,0.0021892766759132147,4.4279740977325809e-16,3.0083688366298638e-18,1.4946905076967831e-17,2.0469873970871292e-17,6.8338187235753904e-19,0.0,0.0,7.641207232678473e-15,1.4941194909452127e-19,1.5282036356563658e-26,8.888586292168434e-28,2.3781976641979536e-26,4.5057359590470765e-46,5.2397263402606984e-32,7.0964376892187433e-28,1.1362704511991803e-13,5.8655862899075826e-18,6.0788517728284616e-45,8.0695985720995437e-47,6.3503132117550925e-28,2.9167528464177838e-28,4.1733442644161476e-30,1.4085910310584409e-28,6.6118567553345019e-20,3.5233203850970142e-32,1.4354489881293057e-27,1.6073850776194446e-14,6.3720301128174902e-17,5.2173878134302153e-18,1.3833089958460909e-13,3.3935205827531626e-23,4.8390900522656604e-36,2.3066651172786975e-28,3.2572021225394368e-29,0.88168480800000004,0.0,0.0094599999994993862,0.10884999999979747,1.6887794468373281e-13,1.5425660262364635e-13,1.2513601771986412e-13,6.1553659054887143e-16,4.6860357808688205e-16,2.2845604735851217e-16,6.2759957912996399e-16,3.6975642180903955e-14,7.2469003697798731e-16,3.0998760678528367e-14,2.7805472093576178e-14,4.5349934876156534e-14,2.0212178567709073e-14,2.9318057711686964e-16,6.1787575978924385e-16,5.8516182050482769e-16,4.6040406330659569e-16,3.5996421523491426e-16,4.8767599993520651e-16,1.4831892626097117e-16,6.9596409251911196e-16,1.5026973353535652e-17,4.3911799355670505e-25,1.7423664341082554e-16,6.7804654527227341e-18,1.393820672384851e-16,1.40570845820186e-17,1.0841611546344918e-16,9.7068670870180256e-14,2.9613703280093176e-14,3.2496276679333045e-17
1.3631487000000001e-08,0.002189276675913274,5.6676263276111077e-16,4.5595987184411074e-18,2.3821420331354849e-17,3.1149891587418525e-17,1.241465545368656e-18,0.0,0.0,9.9372470300953686e-15,2.254729738960805e-19,2.7170807309697374e-26,1.4477852289797411e-27,3.6013476120237767e-26,7.0431498481300877e-46,6.2986279813134945e-32,9.6608911626673162e-28,1.3138548756453203e-13,8.0568390644713981e-18,1.6612230683642234e-44,1.5812496474887671e-46,1.0293842062457487e-27,4.0563757930994792e-28,6.1023279491185909e-30,2.986913596001418e-28,8.9111496504339751e-20,7.1372873876812297e-32,2.1150621696897655e-27,2.1844458040597856e-14,8.750429707688725e-17,7.1213951929414451e-18,1.5843202397308692e-13,4.8099566715192467e-23,8.6868604974030499e-36,4.0148856574376824e-28,6.5922354101869902e-29,0.88168480800000004,0.0,0.0094599999994083445,0.10884999999972694,1.9357484937604932e-13,1.7448746856386071e-13,1.4136610763305508e-13,7.0844370772970659e-16,5.3538113249991049e-16,2.591444056265017e-16,7.639410116552169e-16,4.9479840665938155e-14,8.8088823660908034e-16,4.2210061763668751e-14,3.7880532347928469e-14,6.080079808147585e-14,2.7605588879203974e-14,3.5445399786681035e-16,8.9749312256146937e-16,8.054920822003235e-16,6.3351830460229607e-16,4.9561099075425683e-16,7.7389774711533715e-16,1.8906509210428418e-16,9.5867063886836241e-16,1.9614986319637866e-17,6.9047148552050006e-25,2.5988318212288491e-16,1.2457948987785815e-17,2.2694847623248645e-16,2.007538891772619e-17,1.239086974786027e-16,1.0959544505813019e-13,3.9653017172956844e-14,4.3833939562663996e-17
1.7825791e-08,0.0021892766759133474,8.2591240174253498e-16,8.7854066519715745e-18,5.1620134921224875e-17,6.041070305372807e-17,3.3289265199259568e-18,0.0,0.0,1.5298740431700244e-14,4.4141569293882247e-19,6.7561346181157737e-26,3.1463896876270101e-27,6.8850854498695423e-26,1.3758211466148213e-45,8.2905518584165244e-32,1.590062305786705e-27,1.6464026164089306e-13,1.3368693733459151e-17,8.5192552295728383e-44,4.7726375792221159e-46,2.2300320714240468e-27,6.7994694926662936e-28,1.1807790372868969e-29,1.0361453950198819e-27,1.4246159937766264e-19,2.1935710557888754e-31,3.8582708630382116e-27,3.5528438751171868e-14,1.4513060179655855e-16,1.1670934012782498e-17,1.9475302611776742e-13,8.2315259448108032e-23,2.1681265017222048e-35,9.6088851491807401e-28,2.0179692065020142e-28,0.88168480800000004,0.0,0.0094599999992262419,0.10884999999956209,2.3838305769162115e-13,2.0971431447134097e-13,1.6960470949337813e-13,8.9621748875390156e-16,6.70193940818119e-16,3.2011915471485002e-16,1.0391715588563672e-15,7.8104855697930152e-14,1.1963829381483693e-15,6.8837280160047215e-14,6.1844952602420392e-14,9.6323308316016629e-14,4.529238973897759e-14,4.7667309411854097e-16,1.6243652906851934e-15,1.3435262028570507e-15,1.0561237861157491e-15,8.2738784895657616e-16,1.5930903194446048e-15,2.7986980377586067e-16,1.6003296628745235e-15,2.9649119864505014e-17,1.4042308948962893e-24,4.9144399186990941e-16,3.2733084929624341e-17,4.8727699997906989e-16,3.437086876576678e-17,1.5278761037562095e-16,1.3136319413911813e-13,6.2673746519225251e-14,7.0399717961265284e-17
2.1600664599999998e-08,0.002189276675913368,1.0593639329924577e-15,1.3900776218720988e-17,9.1369950425597684e-17,9.6061338292205819e-17,6.896839176490575e-18,0.0,0.0,2.0952891531049154e-14,7.2058398772948293e-19,1.2882995952973433e-25,5.4709477901359775e-27,1.0789946894132262e-25,2.1407731120268331e-45,9.9329981076698283e-32,2.280409769885224e-27,1.9225973974963789e-13,1.9137144804663006e-17,2.6569567249057719e-43,1.0659257032170105e-45,3.8800927682606355e-27,9.7343502905269116e-28,1.9746338735848755e-29,2.5687917194942764e-27,1.972326351527591e-19,4.8775481370040441e-31,5.8304877194178117e-27,5.0001301149129693e-14,2.0767183656936289e-16,1.6521630091946026e-17,2.2351854536697829e-13,1.1858569480127172e-22,4.1132947006037513e-35,1.77717845653915e-27,4.4477382726526297e-28,0.88168480800000004,0.0,0.0094599999990623278,0.10884999999939084,2.7409550660098393e-13,2.3656316577483436e-13,1.9118873244327987e-13,1.0677632163770865e-15,7.9342148821860427e-16,3.751266890394272e-16,1.289136401930216e-15,1.0705693107986282e-13,1.4832850884756148e-15,9.7002765226557524e-14,8.7243104691134379e-14,1.3244682027079116e-13,6.4173698408199543e-14,5.8656415536973531e-16,2.4681400695372304e-15,1.9339590056892362e-15,1.5198641025658983e-15,1.1924085373268048e-15,2.6313178372758222e-15,3.7089108064404182e-16,2.304147611958388e-15,3.9386634930450996e-17,2.3028872727566866e-24,7.7238011900762089e-16,6.5021329624231373e-17,8.3127772272750047e-16,4.913478258008594e-17,1.7747515230550968e-16,1.4799172881854293e-13,8.6011209360327473e-14,9.8220657668517602e-17
2.576514721249638e-08,0.0021892766759133504,1.3072886207568091e-15,2.094799808699531e-17,1.5571080728481657e-16,1.4548743878073852e-16,1.3696050732366445e-17,0.0,0.0,2.8042343702034785e-14,1.1368478970071748e-18,2.316186949562577e-25,9.0758618538156828e-27,1.609026384297825e-25,3.1160161144789407e-45,1.1603890023644325e-31,3.1943083148267725e-27,2.2050803049169496e-13,2.6502496824183922e-17,7.5191535666704131e-43,2.262447252734655e-45,6.4510522410138719e-27,1.3416601990396773e-27,3.2757064037095438e-29,6.0224965571004071e-27,2.6327906310484166e-19,1.0148858644605113e-30,8.3967847761193355e-27,6.8029686125953478e-14,2.874789482890119e-16,2.2600663971718713e-17,2.5152760629596141e-13,1.6319228192747147e-22,7.3189022184389404e-35,3.0987985936194469e-27,9.1072986647105359e-28,0.88168480800000004,0.0,0.0094599999988814708,0.10884999999918123,3.091348355373707e-13,2.6201228869094936e-13,2.1179194696744424e-13,1.2590754354110446e-15,9.3073391948166467e-16,4.3594037061209904e-16,1.567682806907594e-15,1.4155531391666211e-13,1.8033376300386063e-15,1.3201063384475567e-13,1.1887255622971612e-13,1.7572083695448621e-13,8.7858683643352161e-14,7.0834715641061709e-16,3.5977979113784072e-15,2.6968225124520221e-15,2.1192221356560583e-15,1.6654839967967211e-15,4.1114714939022135e-15,4.8000776638059148e-16,3.2123143642727727e-15,5.0698371162561912e-17,3.5784333160630505e-24,1.1643753790948419e-15,1.2146730007031004e-16,1.3414603799104091e-15,6.6864808203391611e-17,2.04543569870069e-16,1.6387602733503222e-13,1.1388927346814218e-13,1.3282175463227055e-16
2.992962982499276e-08,0.002189276675913301,1.5397713885331728e-15,2.9380107733531826e-17,2.4566363532824741e-16,2.0501743570689275e-16,2.4760322162774999e-17,0.0,0.0,3.5970128872039572e-14,1.6812405430117328e-18,3.7899186602491887e-25,1.3935772885363041e-26,2.236245371036259e-25,4.1856037167695996e-45,1.3150538840249402e-31,4.285712720189316e-27,2.4671347054040492e-13,3.4842370919729227e-17,1.798507888992062e-42,4.3368914906530804e-45,9.9302868920958386e-27,1.7508392680794726e-27,5.1598221026267924e-29,1.2517191627902515e-26,3.3370168215842636e-19,1.884964294489196e-30,1.1323645518780128e-26,8.7962017528350769e-14,3.7779161593479625e-16,2.9350859822222372e-17,2.7615723736644514e-13,2.1141058063224383e-22,1.1825213077647713e-34,4.9324407224366209e-27,1.6574445605926361e-27,0.88168480800000004,0.0,0.0094599999987005877,0.10884999999895376,3.4024020387330456e-13,2.8402665906237565e-13,2.2981564950837172e-13,1.45214249912644e-15,1.0690422437844869e-15,4.9690932698140022e-16,1.8490869004242088e-15,1.7799826343315859e-13,2.1270239203783161e-15,1.7054203718952488e-13,1.5375400916442187e-13,2.2168438350193669e-13,1.1417518969285065e-13,8.3103867780762679e-16,4.9214036751857941e-15,3.5722349419331068e-15,2.8074131320181711e-15,2.2102818246996386e-15,5.9315541217427909e-15,5.9690090029330483e-16,4.2523097650833644e-15,6.2461377477500831e-17,5.14188885482163e-24,1.6428095735534881e-15,2.0527099975418125e-16,1.9939507971060652e-15,8.5671942857326641e-17,2.3258604893667212e-16,1.7780041755077209e-13,1.4342109947464993e-13,1.7138761816241101e-16
3.409411243748914e-08,0.0021892766759132208,1.7547607760692177e-15,3.9080055469406851e-17,3.6494528521622545e-16,2.7395658467626518e-16,4.1608251508860965e-17,0.0,0.0,4.4686052138463259e-14,2.3676897966735765e-18,5.7829292763965164e-25,2.021548861234941e-26,2.9534003112429375e-25,5.317397517804354e-45,1.4590205429611447e-31,5.5779705939999758e-27,2.7113396015194478e-13,4.4088886380041707e-17,3.7960321105137091e-42,7.6941412069024475e-45,1.4434547494908381e-26,2.1963151369631791e-27,7.7739355391354945e-29,2.3720509542931579e-26,4.0725044251431193e-19,3.2163273736363498e-30,1.4570640141970438e-26,1.0958552107555698e-13,4.7786594707593338e-16,3.6691315779428097e-17,2.9787550017350261e-13,2.6225666958606151e-22,1.780166755801248e-34,7.3411114102585743e-27,2.7624204020470852e-27,0.88168480800000004,0.0,0.0094599999985196786,0.10884999999871156,3.6797364107114982e-13,3.0334597668378224e-13,2.4585924722641221e-13,1.6468481596750115e-15,1.2082038868641608e-15,5.5812254506221314e-16,2.1329650208175507e-15,2.1582740960163506e-13,2.4539943840785145e-15,2.1206978190751395e-13,1.9141840645204426e-13,2.6964918229675289e-13,1.4279948518641838e-13,9.547012538731111e-16,6.421169152991887e-15,4.5565429289524574e-15,3.5818021953278659e-15,2.8251308821607556e-15,8.0694107954084771e-15,7.2039367708953958e-16,5.4185941941953339e-15,7.4571172886122448e-17,6.9740937965565876e-24,2.2063955770263105e-15,3.2182110168289321e-16,2.789904034210915e-15,1.0527772464803409e-16,2.6265035167100148e-16,1.9023556274398624e-13,1.7416543569762055e-13,2.1402772522964223e-16
3.825859504998552e-08,0.002189276675913119,1.9521720045616477e-15,4.9923825924560266e-17,5.1665666285780246e-16,3.5155115448771703e-16,6.5952013497386239e-17,0.0,0.0,5.4146158804687322e-14,3.2092471904771559e-18,8.3633893600661669e-25,2.8081275251981348e-26,3.7539598584438702e-25,6.4846582589931243e-45,1.593538775339323e-31,7.0973333598640512e-27,2.939943612555168e-13,5.4183154457970281e-17,7.2778455962759184e-42,1.2844497061180905e-44,2.0074458500798812e-26,2.6743440736444421e-27,1.1264895909328193e-28,4.1792488395616373e-26,4.8293265801040266e-19,5.1405338386639923e-30,1.8107390473153868e-26,1.3272904228652606e-13,5.8705757443038253e-16,4.4552998505347591e-17,3.1708494323074103e-13,3.1495079777987701e-22,2.5397601271518002e-34,1.0380465008013354e-26,4.3023697841427797e-27,0.88168480800000004,0.0,0.0094599999983387435,0.10884999999845708,3.928154152121548e-13,3.2053820934881844e-13,2.6036916711647607e-13,1.8431406516755706e-15,1.348147362981055e-15,6.1965683934172799e-16,2.418890794011947e-15,2.5463145736509594e-13,2.7839059549621519e-15,2.5614684228599287e-13,2.3146570292826598e-13,3.1910240536156541e-13,1.7345084788119791e-13,1.0793064739890038e-15,8.0784297277931717e-15,5.646787530213226e-15,4.4402617132081014e-15,3.5087246717199001e-15,1.0497504506432655e-14,8.4949109084647529e-16,6.7064571857197269e-15,8.695479026104539e-17,9.051498205182562e-24,2.8527407934088085e-15,4.7608477342611103e-16,3.7275869075832008e-15,1.25501542465041e-16,2.9567749309731735e-16,2.0152975742617511e-13,2.0579595963084009e-13,2.6106023835684036e-16
4.2423077662481895e-08,0.002189276675912998,2.1328936834165581e-15,6.179178355341802e-17,7.0327450418886557e-16,4.3706696586904189e-16,9.9661335227894306e-17,0.0,0.0,6.4312018189459811e-14,4.2182512481414541e-18,1.1595009810171085e-24,3.770428700688433e-26,4.632272227660585e-25,7.6672338441255505e-45,1.7197073036184478e-31,8.8710901956687832e-27,3.1549203509392675e-13,6.5073753309450155e-17,1.2931259259441078e-41,2.0413740034446361e-44,2.6955936941470615e-26,3.1818664880286143e-27,1.5774819575502757e-28,6.9411188057839469e-26,5.5995749560690782e-19,7.8008321821064016e-30,2.1911230894659821e-26,1.5725260850905822e-13,7.0480464755670084e-16,5.2876583252417123e-17,3.3413369381379385e-13,3.6886816359829735e-22,3.4747943696368203e-34,1.4100927633634446e-26,6.3512963121293679e-27,0.88168480800000004,0.0,0.0094599999981577823,0.10884999999819241,4.1517834189251424e-13,3.3604703539117333e-13,2.7368479211614658e-13,2.0409442179523187e-15,1.4887647892939593e-15,6.8154667414500239e-16,2.706523164027614e-15,2.9410175496674553e-13,3.1165259895752119e-15,3.0239129098139087e-13,2.7355227179203382e-13,3.6965508769650457e-13,2.0588415851006845e-13,1.2048297566242557e-15,9.8748667780262046e-15,6.8405333457020871e-15,5.3810250788939735e-15,4.2600104934463222e-15,1.3186478193523599e-14,9.833447067934633e-16,8.1118613709791679e-15,9.9561062549372502e-17,1.1349116995298583e-23,3.5787674658161705e-15,6.7255361513230617e-16,4.8034111001678399e-15,1.4621546067539031e-16,3.3251800234683436e-16,2.1194612207229909e-13,2.380663449896984e-13,3.1297366982502618e-16
