Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971)
1e-12,0.0021892766759125243,4.110641382788922e-21,4.9719834745243526e-27,6.8549033491132205e-26,2.7851301613259684e-26,5.311358822477643e-31,0.0,0.0,2.6366370652575131e-19,7.2839794648916975e-28,8.0447446610039973e-40,6.3480125444573817e-40,5.6632693544166758e-38,2.0967896490231655e-61,1.8545607532613028e-39,1.0170012594185107e-35,1.1220476424122045e-17,6.451722075850277e-26,3.0511384238753391e-69,1.8559536415560181e-62,8.5102468198856322e-40,2.6046148980559898e-39,1.1238011144531372e-37,1.1534341788111844e-44,8.1452925120547696e-28,3.0497262548982498e-51,4.4789228423649394e-39,1.8981077572053262e-22,7.0191337299100735e-25,5.9575834411330053e-26,1.4398571645200789e-17,1.645084154507843e-34,1.8707495642014438e-54,1.1032304956020455e-43,1.0681981234679447e-45,0.88168480800000004,0.0,0.009459999999999958,0.10885,1.7518992904468109e-17,1.7518774619860682e-17,1.4398364320628535e-17,1.1448563104053197e-19,9.4244903970523936e-20,4.7122509382231284e-20,2.5225133645425567e-23,4.8026691338521322e-22,3.0569442280827572e-23,3.555693511827287e-22,3.2096044617460184e-22,5.8214965504685992e-22,2.2978668574048848e-22,1.255141485577887e-23,2.3996606919648484e-24,6.476240847685377e-24,5.1150726611809745e-24,4.0093424219536125e-24,5.0494876983711154e-28,5.8653430165957733e-24,7.6224605073192977e-24,3.1786528829536805e-26,2.4462282475549918e-35,2.8105239944176194e-25,5.8694388779219202e-31,6.2586604903208181e-29,7.4614615561075726e-30,1.1796838618277439e-20,1.1220239184511259e-17,3.8340500155665899e-22,4.0282882650836521e-25
1.023e-12,0.0021892766759125243,4.2052348291527372e-21,5.1439387245317496e-27,7.0939966066649517e-26,2.8822945275815907e-26,5.528713166886344e-31,0.0,0.0,2.6972682377560608e-19,7.5380426801621493e-28,8.3740996691127746e-40,6.6078070158552026e-40,5.8950224049177917e-38,2.1889882077496293e-61,1.9192425510499523e-39,1.0524720901823702e-35,1.1478471541803826e-17,6.6767495862599318e-26,3.1922313414653286e-69,1.9375588280024893e-62,8.8585089318543112e-40,2.7111968282850744e-39,1.1629731124135453e-37,1.2041526227801289e-44,8.4293886915963485e-28,3.1884888989302453e-51,4.662208747718575e-39,1.9643111065408107e-22,7.2639517967498908e-25,6.1653758549187807e-26,1.4729640434775608e-17,1.7124033953071083e-34,1.9558677997341315e-54,1.1517391560643058e-43,1.1150829255541409e-45,0.88168480800000004,0.0,0.0094599999999999563,0.10885,1.7921810123103317e-17,1.7921584225078139e-17,1.4729425879063381e-17,1.1711768503544597e-19,9.64116156404706e-20,4.8205867218934595e-20,2.6104902394520459e-23,4.9701791086870795e-22,3.1635598750438106e-23,3.6797113871493683e-22,3.3215510737646615e-22,6.0245417747003348e-22,2.3780133404607816e-22,1.2989165232471242e-23,2.4833660539658079e-24,6.702123246023536e-24,5.2934793602511664e-24,4.1491827050299296e-24,5.2561309371713676e-28,6.0699009975274415e-24,7.88832161473984e-24,3.2896454675847905e-26,2.545378834507708e-35,2.9085806914500936e-25,6.1096704911661693e-31,6.5148078896723116e-29,7.7669379123558712e-30,1.2068084785124224e-20,1.1478226027647915e-17,3.9677760022406128e-22,4.1687892356559389e-25
2.047e-12,0.0021892766759125243,8.4265954836058215e-21,2.0351600121187193e-26,2.8392787439839074e-25,1.1550736304228986e-25,4.4259605283550064e-30,0.0,0.0,5.3974372200940907e-19,3.017287970764678e-27,6.7432168129734457e-39,5.2946438069128566e-39,4.7185558788552667e-37,3.5049952586590655e-60,7.6789516062470912e-39,4.2114727347938093e-35,2.2964584839139452e-17,2.6720657014784696e-25,2.0134837053427556e-67,3.1011594620962971e-61,7.0919028427027907e-39,2.1689023416809153e-38,4.6373748005910114e-37,1.9285730533834821e-43,3.3734232243920422e-27,1.0208533768234653e-49,3.7314557086926593e-38,7.861171718402002e-22,2.9070660466896261e-24,2.4673980625328904e-25,2.9468906337633979e-17,1.370356133060302e-33,6.2580321792573018e-53,1.8437069734272296e-42,1.7637765932378955e-44,0.88168480800000004,0.0,0.0094599999999999112,0.10885,3.5855341488597815e-17,3.5854437475661831e-17,2.9468047721487911e-17,2.342538289232713e-19,1.9283793322447942e-19,9.641920419048368e-20,1.0443824069873876e-22,1.989036295967481e-21,1.2656222769097008e-22,1.4726373626813484e-21,1.3292905891094362e-21,2.4109901719358676e-21,9.516872756947109e-22,5.1965090522933514e-23,9.9443190042975872e-24,2.682200077378893e-23,2.1184572514653287e-23,1.6605037041062488e-23,4.2092073495997499e-27,2.4280031471183453e-23,3.1569281079040654e-23,1.325166076896999e-25,1.8177026517935533e-34,1.1660497787829326e-24,4.9017933596831982e-30,5.2227847488962171e-28,6.2545406150427308e-29,2.4143962318449299e-20,2.2963602320178466e-17,1.5878811731081584e-21,1.6683421513297457e-24
4.095e-12,0.002189276675912525,1.6908890387621052e-20,8.1092053042942963e-26,1.136161449613643e-24,4.6339099438072842e-25,3.5422949904862413e-29,0.0,0.0,1.0800830046466784e-18,1.2076217901008794e-26,5.4600989735421342e-38,4.2452439507483587e-38,3.7754311664231088e-36,5.6084760888016438e-59,3.0707468486419024e-38,1.6845292875369727e-34,4.5935699387619665e-17,1.0690772791803952e-24,1.2808467661781399e-65,4.9603719487284988e-60,5.6764534653957039e-38,1.7334390025436134e-37,1.8420663301455077e-36,3.0875566290815182e-42,1.3496408352180519e-26,3.2668345892330069e-48,2.985119165971131e-37,3.1451342211519922e-21,1.1630989610931735e-23,9.8718016849722294e-25,5.8945468751022441e-17,1.0959695214774228e-32,2.0000579224473561e-51,2.9499778464583937e-41,2.8101616008993886e-43,0.88168480800000004,0.0,0.0094599999999998227,0.10885,7.1720037344570517e-17,7.1716420773979957e-17,5.8942033844912397e-17,4.6833645338972185e-19,3.8553294418642012e-19,1.927674215238428e-19,4.1757309618214782e-22,7.9575967123647001e-21,5.0600900706271368e-22,5.891932986874814e-21,5.3183363421258378e-21,9.6457535140333762e-21,3.8076067976641344e-21,2.0776414800374921e-22,3.98327893313649e-23,1.0731157738510639e-22,8.4756800150396999e-23,6.6434292938560667e-23,3.3711502528491264e-26,9.7047148853783754e-23,1.2630563971854068e-22,5.3708543600133393e-25,1.1961656322053095e-33,4.6814664709955539e-24,3.9403371396351327e-29,4.1918815398109985e-27,5.0645140726787336e-28,4.8293822758048116e-20,4.5931768708193013e-17,6.352688866646136e-21,6.6747247971517446e-24
8.191e-12,0.002189276675912525,3.4031694185321752e-20,3.2481276327485157e-25,4.5464611343862881e-24,1.8637276317821276e-24,2.8349791765042261e-28,0.0,0.0,2.1619834449562135e-18,4.8342424219597143e-26,4.4713679563816019e-37,3.40983106653486e-37,3.0198959466648055e-35,8.9687914369687394e-58,1.2271502649244319e-37,6.7349838653774096e-34,9.1873480858829223e-17,4.2766362216931782e-24,8.1940897312824663e-64,7.9279815519194229e-59,4.5437617548181626e-37,1.3834332015889484e-36,7.2653821244815298e-36,4.9425150624609628e-41,5.3986136193857243e-26,1.0449222121497369e-46,2.3869272970999038e-36,1.2580916063037035e-20,4.6527474709863728e-23,3.9489360795526461e-24,1.1789071705601362e-16,8.7586978700884259e-32,6.3809290340493432e-50,4.7177931625755362e-40,4.5009049429556385e-42,0.88168480800000004,0.0,0.0094599999999996458,0.10885,1.4343996287069166e-16,1.4342549812410984e-16,1.178769793002045e-16,9.3574501594806633e-19,7.702940048981975e-19,3.8515079160598616e-19,1.668200531123814e-21,3.1829487165188466e-20,2.0213262390350227e-21,2.3569534098424572e-20,2.1274375203323283e-20,3.8582190498326652e-20,1.5231302060407785e-20,8.2996219124660994e-22,1.5971219130708239e-22,4.2926620701018349e-22,3.3904204065597435e-22,2.6574589893409798e-22,2.7017274771033516e-25,3.8745444613765492e-22,5.0525212161636346e-22,2.2034269270197376e-24,7.0671154338169673e-33,1.8856497783564611e-23,3.181104384553157e-28,3.3737750995927983e-26,4.1467172430150097e-27,9.6585961638352236e-20,9.1857759492794337e-17,2.5410080387035854e-20,2.6699252651138088e-23
1e-11,0.002189276675912526,4.1733595807038926e-20,5.420842370701885e-25,7.5608049134648648e-24,3.1160227701140103e-24,7.2201210157015721e-28,0.0,0.0,2.6408843571484953e-18,8.0426061783018513e-26,1.174897992016804e-36,8.7270743592358554e-37,7.685164388025043e-35,3.86317226776629e-57,2.0378717242380366e-37,1.1190028551890908e-33,1.1215799238611489e-16,7.1096394303578461e-24,1.2277635561365649e-62,3.4121270136373579e-58,1.1574691613202325e-36,3.5097139477978882e-36,1.1905799646491802e-35,2.1325027452074442e-40,8.9742159243346028e-26,8.1895903899602869e-46,6.071497476928781e-36,2.0913953960329644e-20,7.7348932877306233e-23,6.564705460312784e-24,1.4391695350775752e-16,2.2262241936773342e-31,4.9780726204112196e-49,2.0325497957638133e-39,1.9517747917087986e-41,0.88168480800000004,0.0,0.0094599999999995677,0.10885,1.7510673682668907e-16,1.7508269475886776e-16,1.4389412050566783e-16,1.1415112652717289e-18,9.3967101539925435e-19,4.6984179125139163e-19,2.7693728847137043e-21,5.2908637543941469e-20,3.355288472824994e-21,3.9182862368566625e-20,3.5366258898304661e-20,6.4133805692778324e-20,2.5320571645000379e-20,1.3777227063136855e-21,2.6616110785642561e-22,7.1360539436353791e-22,5.6361661108990241e-22,4.4176548474495068e-22,6.8938039359426049e-25,6.4277809669630963e-22,8.3993401483665559e-22,3.7592383188887044e-24,1.3752703418543736e-32,3.1575322317146699e-23,8.1992339962130272e-28,8.6588196178435785e-26,1.0887616382658004e-26,1.179075003453284e-19,1.1213186111162433e-16,4.2238040217270377e-20,4.4382845633337998e-23
1.6383e-11,0.002189276675912526,6.8909515127890616e-20,1.3087198463767857e-24,1.8196822791772516e-23,7.5347070531280556e-24,2.2692957035379102e-27,0.0,0.0,4.3306712684383404e-18,1.936321748661133e-25,3.7427806434733437e-36,2.7488801245532396e-36,2.4146418374317132e-34,1.4329644910627022e-56,4.8984770723854872e-37,2.6909514585067046e-33,1.8373125776956662e-16,1.7105802769720237e-23,5.2707630206318255e-62,1.2654347081883388e-57,3.6383108023410217e-36,1.1012229151253747e-35,2.8279367940019471e-35,7.9130210748316962e-40,2.1590616981542268e-25,3.3399328907906501e-45,1.9072388277286828e-35,5.0316817917443331e-20,1.8610148538299184e-22,1.5794366022718506e-23,2.3574971595744293e-16,6.9909075423589131e-31,2.0291555502473737e-48,7.539679685586064e-39,7.2504209334383043e-41,0.88168480800000004,0.0,0.0094599999999992902,0.10885,2.8684195969077489e-16,2.8678412434408587e-16,2.3569479066292179e-16,1.8675510493695394e-18,1.5373125068465977e-18,7.6867133836948106e-19,6.6548251417420434e-21,1.2728576129605879e-19,8.0621325514769437e-21,9.4274003522970572e-20,8.5089030388114567e-20,1.5429188185982363e-19,6.0920244258850282e-20,3.3104785756741828e-21,6.4176278521101807e-22,1.716887336252128e-21,1.3560209687901577e-21,1.06284509570718e-21,2.1685414790984588e-24,1.5436796232390908e-21,2.0208486220368341e-21,9.2488702228685887e-24,3.7342591813519379e-32,7.645329744033875e-23,2.5905547601091363e-27,2.7306934134148004e-25,3.467266846023745e-26,1.9313988374313316e-19,1.8366839545822009e-16,1.0161497089520675e-19,1.0677885116422911e-22
3.2767e-11,0.0021892766759125278,1.4118887773145056e-19,5.3223232108787789e-24,7.2868378140269155e-23,3.0773274866398771e-23,1.8173375841944596e-26,0.0,0.0,8.6875902266117013e-18,7.7655234634072467e-25,3.2623558906205501e-35,2.2319169454517474e-35,1.9294441956950978e-33,2.2857335477898037e-55,1.9511457462490863e-36,1.0738368216232754e-32,3.673757032222915e-16,6.8410563908315509e-23,3.4170358023361413e-60,2.0148753959341953e-56,2.9155205867384728e-35,8.7216478925167016e-35,1.0750723589480111e-34,1.267466739782718e-38,8.6323312559334943e-25,1.0662074203959197e-43,1.5219438948855655e-34,2.0119279846395245e-19,7.4426563170617842e-22,6.3160244124729877e-23,4.7134178992870399e-16,5.5665669950552991e-30,6.4122120756222136e-47,1.2033974559969757e-37,1.178433277463023e-39,0.88168480800000004,0.0,0.0094599999999985789,0.10885,5.7349462044691922e-16,5.7326349069484183e-16,4.7112231590769218e-16,3.7192426956427633e-18,3.0614318926240399e-18,1.5307757041399053e-18,2.647399544510752e-20,5.0883583156135611e-19,3.2061523930583386e-20,3.7702536927185335e-19,3.4025499438192556e-19,6.1681221670620037e-19,2.436173734770705e-19,1.316626053834777e-20,2.5899649702531087e-21,6.8654638149152557e-21,5.4223805637071174e-21,4.2498620902019851e-21,1.745969233546333e-23,6.1256422095836976e-21,8.0813304424736973e-21,4.0412473054657176e-23,1.816018158167697e-31,3.139526367494284e-22,2.145678545031576e-26,2.2345211248139444e-24,3.0084715518434788e-25,3.8612608824594821e-19,3.6712446367551311e-16,4.0621738739668715e-19,4.2692800571168845e-22
6.5535e-11,0.002189276675912531,2.9580155561791642e-19,2.2010105342717334e-23,2.9211439483167339e-22,1.2814644788074539e-22,1.4568577185151352e-25,0.0,0.0,1.7479565673866504e-17,3.1222411225370221e-24,3.0469095405462604e-34,1.8362323764940678e-34,1.5398119986700964e-32,3.6340101637653067e-54,7.7389820585904644e-36,4.2748423322566839e-32,7.343804465136052e-16,2.7352774332392238e-22,2.2457847425698145e-58,3.1931919810856275e-55,2.3398383447831254e-34,6.8398048036408459e-34,3.9343582719554803e-34,2.0322350049980296e-37,3.4496343382537741e-24,3.3952980134789005e-42,1.2113703260451509e-33,8.0413680397903425e-19,2.9757949974999855e-21,2.5249094668984353e-22,9.4202277814679392e-16,4.4116644212084731e-29,2.0014787543777416e-45,1.9159347464289526e-36,1.9461978001641549e-38,0.88168480800000004,0.0,0.0094599999999971564,0.10884999999999999,1.1461952820720625e-15,1.1452724982756677e-15,9.4114673839180421e-16,7.3759157453388464e-18,6.0707602669765893e-18,3.035614460641274e-18,1.0474617434224277e-19,2.0327901425787388e-18,1.2676812449758933e-19,1.5074535098621675e-18,1.3601449176075911e-18,2.4642905083927298e-18,9.739132958986973e-19,5.2066857106458491e-20,1.0540334990101956e-20,2.7443958030494729e-20,2.1674936821241354e-20,1.6986578930032147e-20,1.4141320299333263e-22,2.411868187977424e-20,3.2307354326732582e-20,1.8803315331058902e-22,8.552894289568259e-31,1.3200849220957419e-21,1.8348871871191261e-25,1.8659999098872729e-23,2.7670076151038888e-24,7.7161026750957572e-19,7.3337721177219437e-16,1.6228533152327798e-18,1.7061260789614065e-21
9.999999999999999e-11,0.002189276675912537,4.7939952378614383e-19,5.9772208857057876e-23,7.557155839064364e-22,3.5143748389914103e-22,6.8453982495850182e-25,0.0,0.0,2.6891080618304001e-17,8.1153856016537285e-24,1.8021780137816958e-33,8.9962820540931758e-34,7.1762162849692859e-32,3.2558184353601278e-53,1.9678359079962173e-35,1.0934411880221797e-31,1.1197952272319291e-15,7.0457257851241863e-22,1.0953965073675622e-56,2.7898082819040221e-54,1.1011768366276653e-33,3.0922748143032249e-33,9.0617886220301854e-34,1.813814250695203e-36,8.8780399179062325e-24,5.8195581358223857e-41,5.6192258478876926e-33,2.0701064414889989e-18,7.6651772211887764e-21,6.5019835546380156e-22,1.4360233635052965e-15,2.031020967604277e-28,3.3033067488761704e-44,1.687127285947922e-35,1.8313779557380589e-37,0.88168480800000004,0.0,0.0094599999999956611,0.10884999999999996,1.7472860260055053e-15,1.7449147026615206e-15,1.4337730322031673e-15,1.1127627562328518e-17,9.1571635953732043e-18,4.5791657678550258e-18,2.6530484150624341e-19,5.2290784941599563e-18,3.2074151908335926e-19,3.8828631268007553e-18,3.5022764281309992e-18,6.3396291991235566e-18,2.5080528287507317e-18,1.3177081084915312e-19,2.7909426560634074e-20,7.0666198046655943e-20,5.5809485819573405e-20,4.3731895036912326e-20,6.7596105499502556e-22,6.063298060903109e-20,8.3201913093156358e-20,5.8819956910299882e-22,2.578622652835965e-30,3.6667496574017703e-21,9.6054386030751433e-25,9.3707905940641805e-23,1.5745901573438988e-23,1.1760245004392874e-18,1.1172164797960093e-15,4.1746637632594747e-18,4.3910684026239733e-21
1.31071e-10,0.002189276675912537,6.4491736707513264e-19,9.3815624446614689e-23,1.1736628505752878e-21,5.5273955208795798e-22,1.1703293007770783e-24,0.0,0.0,3.5375780483054251e-17,1.261682161240769e-23,3.1521974663503833e-33,1.5451233556564724e-33,1.2257565989875776e-31,5.8634000870426866e-53,3.0441985467051699e-35,1.693816889240297e-31,1.4672556262366891e-15,1.093169534094655e-21,2.0626756921362751e-56,5.0170117150277345e-54,1.8829715202134062e-33,5.2634082322583405e-33,1.3684286472231006e-33,3.265799313783011e-36,1.3771873945626576e-23,1.0759931279024392e-40,9.5930102355032346e-33,3.2114075471635128e-18,1.1892764485724811e-20,1.0087408448883091e-21,1.8813763937584241e-15,3.4643118412817958e-28,6.1008767287573376e-44,3.0353858395837411e-35,3.306953562232973e-37,0.88168480800000004,0.0,0.0094599999999943132,0.10884999999999993,2.2891833277538298e-15,2.2855061122791858e-15,1.8778871066268686e-15,1.4509883122046671e-17,1.1939628061254861e-17,5.9707132121155361e-18,4.1005221848151295e-19,8.110606867059421e-18,4.9561305087429093e-19,6.0243502066759595e-18,5.4334578633108293e-18,9.8333372641082525e-18,3.8911153392757737e-18,2.0362578101422684e-19,4.3568067041934052e-20,1.0963205382910615e-19,8.6582576547186219e-20,6.7843420258350727e-20,1.1578683902494752e-21,9.355147113033504e-20,1.2908454287500907e-19,9.489589106113687e-22,4.1322476811008351e-30,5.7823225571752687e-21,1.6610771637897996e-24,1.613653414108466e-22,2.7446676683824303e-23,1.5406133480051969e-18,1.4632565174216575e-15,6.4751802997642626e-18,6.8116064249225266e-21
2.62143e-10,0.0021892766759125486,1.5001409719315342e-18,4.2094705238116443e-22,4.7380436911185491e-21,2.5280298591736237e-21,9.4432431201899431e-24,0.0,0.0,7.2414968552982095e-17,5.1488034881876313e-23,3.6820630245086436e-32,1.3444041568359748e-32,9.7067112501269533e-31,9.2662727601738831e-52,1.178320216596337e-34,6.6542784717885395e-31,2.9284869731364433e-15,4.3651171079217281e-21,1.4916699487422846e-54,7.7656907951946451e-53,1.5220776999937905e-32,3.9104589834581612e-32,4.5374446148642174e-33,5.2718150002164577e-35,5.487448185189261e-23,3.3775814642887873e-39,7.5215651214962991e-32,1.2804584745971677e-17,4.7487419596236562e-20,4.0251637010970997e-21,3.7520842972512434e-15,2.6722993852458426e-27,1.779205026434893e-42,4.7626078347303994e-34,5.9012253067605933e-36,0.88168480800000004,0.0,0.0094599999999886251,0.10884999999999978,4.5655490285381244e-15,4.5509508620333893e-15,3.7382452658656553e-15,2.8115431469310731e-17,2.3121645037604592e-17,1.1564109794245679e-17,1.5728629668681338e-18,3.227873562991701e-17,1.8963668949995094e-18,2.4051526190119106e-17,2.1676785728646688e-17,3.9143601228597746e-17,1.5528085288167757e-17,7.7958191726902184e-19,1.8498551490404139e-19,4.3740414864398411e-19,3.4541343499645313e-19,2.7057320331525495e-19,9.6529320648038672e-21,3.5296793147106377e-19,5.1520342522982176e-19,5.1687345905780296e-21,2.1653622351786501e-29,2.6964135073676015e-20,1.6490006552229071e-23,1.4708127564477868e-21,2.9180630564042159e-22,3.0706743627122913e-18,2.9126004866326111e-15,2.5771435622789487e-17,2.7142334936411428e-20
5.24287e-10,0.0021892766759125724,3.8185133253518306e-18,2.0398879952699492e-21,1.9330636248304097e-20,1.2583981266781413e-20,7.6948187433056894e-23,0.0,0.0,1.514618923239029e-16,2.1409274884726963e-22,4.7860644759200427e-31,1.2153306651612451e-31,7.6032061021266458e-30,1.4222412953294337e-50,4.4241155001914615e-34,2.5783392688068578e-30,5.8330184405032725e-15,1.7400257733324692e-20,1.1600487053779638e-52,1.1751458618906281e-51,1.2375879821273712e-31,2.7328555761252813e-31,1.4761389896525553e-32,8.59564787748397e-34,2.1780786603932163e-22,1.0408604139404291e-37,5.7847287195868188e-31,5.0893290359133789e-17,1.8928369976971314e-19,1.6022690324872259e-20,7.4617739434654027e-15,1.9933349362549286e-26,4.8003587394553788e-41,7.3339065565398863e-33,1.13280242148967e-34,0.88168480800000004,0.0,0.0094599999999772488,0.10884999999999921,9.0801778873203818e-15,9.0226577283329336e-15,7.407346928610336e-15,5.3055295103754224e-17,4.356345876529897e-17,2.1792405915521451e-17,5.8107457089458849e-18,1.2782251360096235e-16,6.9750458758020373e-18,9.5814920696566348e-17,8.6253358932730515e-17,1.5507633412348271e-16,6.1822826566157438e-17,2.8699983133447478e-18,8.1809115927913655e-19,1.7410628882105029e-18,1.3746639154755457e-18,1.0762528664276008e-18,8.2497409647904174e-20,1.2699488519936316e-18,2.0521563085726764e-18,2.9095914534720508e-20,1.2842415217580368e-28,1.3599486148807135e-19,1.859990542152614e-22,1.4269575473622591e-20,3.1716423612778168e-21,6.0985454438702868e-18,5.7703385130677729e-15,1.0206495519852812e-16,1.077298028614277e-19
9.999999999999999e-10,0.0021892766759126184,1.0093739570367563e-17,1.004510216537451e-20,7.5198255083200796e-20,6.3883803820450505e-20,5.8964258872620084e-22,0.0,0.0,3.1280581215173666e-16,8.5559921537522093e-22,6.0547769731530351e-30,1.0324046917700994e-30,5.3531821067766535e-29,1.8639841610096545e-49,1.4679024002226193e-33,9.1380572797285898e-30,1.1039832775243372e-14,6.4332926887422518e-20,8.9349360295482681e-51,1.5814426638619484e-50,9.2870711109071286e-31,1.6000714403703511e-30,4.5785399626339236e-32,1.3101561408881295e-32,7.9864154036176856e-22,2.8208063282437188e-36,3.9464273404450793e-30,1.8711877405279804e-16,6.9974902373136528e-19,5.9078803905479644e-20,1.4080546625770954e-14,1.2891970506105092e-25,1.0417622769372847e-39,9.9599528624630352e-32,2.1655736806457828e-33,0.88168480800000004,0.0,0.0094599999999566056,0.10884999999999734,1.7137012925593915e-14,1.6929062739943406e-14,1.3884485213071974e-14,9.2132799518166329e-17,7.5346631046758379e-17,3.7696297322669334e-17,1.8801006749295763e-17,4.6663078825606491e-16,2.2411743176253073e-17,3.5356756594881018e-16,3.1778923844563554e-16,5.6661699810353556e-16,2.2803243391841099e-16,9.2308265471383653e-18,3.5260095130355247e-18,6.4234994838324028e-18,5.0699973257127405e-18,3.9663596941784505e-18,6.6165251457148022e-19,3.9768724991683761e-18,7.5803938693174365e-18,1.4508016120121288e-19,8.0082389938556305e-28,6.8137243156655619e-19,2.2054994866570166e-21,1.328142710173169e-19,2.9616301552819539e-20,1.1474918396359594e-17,1.0812626461412888e-14,3.7267917416962053e-16,3.9485682926431118e-19
1.0485750000000002e-09,0.0021892766759126184,1.0734502204249003e-17,1.0862513668345485e-20,8.0902891250186193e-20,6.9122022831796626e-20,6.4199375538091626e-22,0.0,0.0,3.2928062134475239e-16,9.211033672726789e-22,6.6241591075053211e-30,1.1254136892049228e-30,5.8221586686860343e-29,2.0397928808238743e-49,1.5726151536025649e-33,9.8078693352757902e-30,1.1571499991211827e-14,6.9125216364818167e-20,9.8354360811527785e-51,1.7309241923738053e-50,1.0109002912183274e-30,1.7355493950509291e-30,4.895325771015387e-32,1.435159028316376e-32,8.5795040038916545e-22,3.098210325892982e-36,4.2903287858685337e-30,2.0102874260614805e-16,7.5187257955480803e-19,6.3475258736812865e-20,1.4756388747056255e-14,1.4004828937145395e-25,1.1432348630228835e-39,1.0902076073718042e-31,2.3751331288319447e-33,0.88168480800000004,0.0,0.0094599999999544979,0.10884999999999714,1.7959695429507283e-14,1.7736384851046069e-14,1.454586506219892e-14,9.6122999022762758e-17,7.8592007131859909e-17,3.9320241854566114e-17,2.012744081780976e-17,5.0122646241542515e-16,2.3987982571370328e-17,3.7988665906404529e-16,3.4143134061088946e-16,6.0863936821499185e-16,2.4500407790782432e-16,9.8803299902995305e-18,3.8025147463037295e-18,6.901622548857608e-18,5.4473273974204151e-18,4.2614681716806387e-18,7.2078997606961653e-19,4.2532761630613414e-18,8.144881574116714e-18,1.5692329935767467e-19,8.694825606387016e-28,7.3706087284640891e-19,2.4117104447469974e-21,1.4491885631566906e-19,3.2316562677130098e-20,1.202389922338591e-17,1.1327493906891288e-14,4.0031156110569526e-16,4.241753370778882e-19
1.5728630000000002e-09,0.002189276675912664,1.9784811209188498e-17,2.6883083232859065e-20,1.7787766116786164e-19,1.7332755162373733e-19,1.8843348204632657e-21,0.0,0.0,5.266737707622648e-16,2.0519441941046949e-21,2.3320786779535613e-29,3.4071429782806534e-30,1.6225271576444665e-28,7.1531165964916305e-49,3.0876685964494862e-33,2.0246801372335886e-29,1.7240528112179066e-14,1.4619945864607598e-19,4.9397769766985622e-50,6.2200323049239286e-50,2.9149254879877746e-30,4.3853136940964669e-30,9.7661961205003965e-32,5.5841602351433449e-32,1.803925735703486e-21,1.3741252678592361e-35,1.1753114667669654e-29,4.2351572681975416e-16,1.5900810578682254e-18,1.3399092136787216e-19,2.1928349745928181e-14,3.7248174293620312e-25,4.6534918076377353e-39,3.8752985012518729e-31,1.0002838357771988e-32,0.88168480800000004,0.0,0.009459999999931747,0.10884999999999416,2.6692101718907397e-14,2.6227260502117984e-14,2.1491247329585791e-14,1.3408563554374602e-16,1.0916360358882486e-16,5.4608456422881476e-17,3.8907020482059508e-17,1.0506513074974827e-15,4.6164773722114677e-17,8.0211316450267759e-16,7.2033904649392344e-16,1.276598411929679e-15,5.1730957617853778e-16,1.9021012614527666e-17,8.7657731127287065e-18,1.4579818262021275e-17,1.1504847303749549e-17,8.9964748409683052e-18,2.1373896338115191e-18,8.09316606569434e-18,1.7219754530042186e-17,3.710543838770762e-19,2.3875759344509865e-27,1.8184063955781316e-18,8.4592283470849449e-21,4.5552327017360909e-19,9.8451568203414898e-20,1.7819219609603416e-17,1.6731623754142707e-14,8.3924597005318028e-16,8.9149499739590233e-19
