Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979),S(986),S(2393),S(1847),S(1351)
1e-12,0.002012663539540813,6.3190416731512013e-20,1.2759302568556413e-25,1.264640601671003e-24,6.4536274818984118e-25,1.2073172520430048e-29,0.0,0.0,1.6083025711111018e-18,8.2134509294974045e-27,1.201840955098159e-37,1.0957456699125836e-37,3.474007681537007e-36,1.1554466156759973e-55,3.922880783564591e-37,1.5686444667233243e-33,1.2120650375447046e-16,1.1577472956887622e-24,2.5185645023375226e-65,2.5306666755933013e-59,1.0407414081659862e-37,6.178919201570068e-37,1.0137737742790351e-35,2.5090444639440662e-42,2.0988192842876424e-26,1.8839389310118705e-44,5.4927588143742172e-37,4.0385742419219827e-21,1.2469599794298719e-23,1.0153629657860804e-24,1.4399052217866222e-16,8.5697469269368583e-33,1.729875046350618e-47,3.4167969377511319e-37,3.5050874281275561e-37,0.88168480800000004,0.0,0.0094599999999995538,0.10885,1.8036621417212847e-16,1.8036391533458026e-16,1.4398725442331334e-16,7.0775164235021621e-19,5.7879905158085865e-19,2.8940030729607173e-19,1.6564778168416556e-22,5.1613497714620964e-21,2.015461651166536e-22,3.8812901253899244e-21,3.3427877410498609e-21,6.4332142688347427e-21,2.6526933894975503e-21,8.242779506737469e-23,2.5968552733024053e-23,1.2920937547206601e-22,1.0176008304984692e-22,8.6912360126598052e-23,5.8101261227099048e-27,6.6480722424771296e-23,1.3359769187696029e-22,2.1202091507716745e-25,3.406391935821595e-34,2.8863416164939002e-24,7.2726813567550143e-30,6.8560790991162423e-28,5.314166965531102e-29,9.4279184090133741e-20,1.2119703280285979e-16,4.445799990057908e-21,3.4467515053963124e-24,5.6601783031305651e-21,1.3447127320881776e-24,3.8819250804986012e-27,8.7234354802194989e-36,5.6726654731985787e-29,6.9020391222553169e-29,1.1088788936729603e-31,9.5046797808340281e-31,3.8201802108929999e-36,6.1673938713540373e-38,8.8412771481335473e-39,6.5846413245100477e-32,6.1760716504286572e-32,1.2315586154564263e-43,5.8017442158589211e-46,5.3042017946919183e-27,1.3321872537406354e-30,1.1825153431477512e-30,9.9740879276667996e-34,9.2654395579957955e-34,2.651062125062548e-42,4.8845211702692384e-35,8.4396360230244142e-49,1.6383418836103519e-30,2.7683741313147993e-41,3.200156354050253e-42,3.2001563540533238e-42
1.023e-12,0.002012663539540813,6.464559940071984e-20,1.3200227017747222e-25,1.3087517240291668e-24,6.6788213440760951e-25,1.2567244383469827e-29,0.0,0.0,1.6452903722571935e-18,8.4999424646192441e-27,1.2510331765658908e-37,1.1405910622310574e-37,3.6161724430933105e-36,1.2027468620048695e-55,4.0596985052110736e-37,1.6233548578692698e-33,1.2399344008280702e-16,1.1981280139196693e-24,2.6355991179409717e-65,2.6419416672517165e-59,1.0833324720697488e-37,6.4317618337892982e-37,1.0491216304900101e-35,2.6193720349286194e-42,2.1720229723766655e-26,1.9710450533838277e-44,5.7175324603076696e-37,4.1794338125956835e-21,1.2904523152165614e-23,1.0507774569547192e-24,1.4730132408212743e-16,8.9204317565070036e-33,1.8098575011944434e-47,3.5720515454264593e-37,3.6643522167694242e-37,0.88168480800000004,0.0,0.0094599999999995434,0.10885,1.8451339962536985e-16,1.845110206079948e-16,1.4729794235310732e-16,7.240228998472847e-19,5.9210563828668751e-19,2.9605362790398941e-19,1.7142487476018628e-22,5.3413695255687466e-21,2.0857518343374578e-22,4.0166642599857291e-21,3.4593795989554479e-21,6.6575948450259191e-21,2.7452157044503438e-21,8.5302514585874912e-23,2.6874496087029855e-23,1.3371602520225456e-22,1.0530933606192125e-22,8.9943744744995202e-23,6.0479058969951392e-27,6.8799270517155924e-23,1.3825755992739923e-22,2.1943008455007927e-25,3.5443572959770383e-34,2.987069051650259e-24,7.5703905399399224e-30,7.1367022078677346e-28,5.531797588974744e-29,9.6446959609759783e-20,1.2398363880176134e-16,4.6008614434438517e-21,3.5669690658511716e-24,5.857587110147015e-21,1.3997391791311279e-24,4.0178646894384253e-27,9.0768564291362166e-36,5.9047963205966317e-29,7.1844761614793742e-29,1.1543367272784368e-31,9.8938532062423185e-31,3.9876774203837349e-36,6.4375409804713576e-38,9.2428260706178067e-39,6.8548100772548092e-32,6.4298052695712172e-32,1.2884874406709624e-43,6.0699841384905701e-46,5.4892852890396723e-27,1.386711857073756e-30,1.2309065147830506e-30,1.0382899226153726e-33,9.6451543256361455e-34,2.7736371915321168e-42,5.0854363503142797e-35,8.8298177731286399e-49,1.6954730263185979e-30,2.889936050400747e-41,3.3456707584075302e-42,3.3456707584107412e-42
2.047e-12,0.002012663539540814,1.2972283192539993e-19,5.2203512023587336e-25,5.2391579638772566e-24,2.6797809007157616e-24,1.0062476814481864e-28,0.0,0.0,3.2930201614161133e-18,3.4029056835725163e-26,1.004209323350357e-36,9.1437332297487914e-37,2.8947588705428008e-35,9.673633708051208e-55,1.6242166302051522e-36,6.4954676126091844e-33,2.4807047156546875e-16,4.7949822671110803e-24,2.7624881902275309e-63,4.2319161967011744e-58,8.6760037595106834e-37,5.1449162604259126e-36,4.1909529582013392e-35,4.1959137049520276e-41,8.6922971591353993e-26,1.172642867595172e-42,4.576007874740588e-36,1.6725910587353369e-20,5.1644665837879424e-23,4.2052438221613759e-24,2.9469951748693427e-16,7.1381367287773104e-32,1.0760921126717398e-45,1.0623221798556313e-35,1.0892493422260461e-35,0.88168480800000004,0.0,0.0094599999999990855,0.10885,3.6914643856767762e-16,3.6913691803016017e-16,2.9468598455035189e-16,1.4481366681664218e-18,1.1842782275432472e-18,5.9214234848366309e-19,6.8571820047601815e-22,2.1375521569720678e-20,8.3428332879931484e-22,1.6074792462130243e-20,1.3844494859537147e-20,2.6643029308774225e-20,1.0986400993576363e-20,3.4121049955510616e-22,1.0768711153388371e-22,5.3513630792231078e-22,4.2145019910844207e-22,3.5995674520910603e-22,4.8455952970402789e-26,2.7519226258836584e-22,5.534217630061221e-22,8.8791841177528953e-25,2.5123620099261716e-33,1.1992747211923119e-23,6.0857936989391065e-29,5.72825541485158e-27,4.4725985445860425e-28,1.9295665106870558e-19,2.4803124969792926e-16,1.8411372481192358e-20,1.4274786221532115e-23,2.3434955381000614e-20,1.1198285526182118e-23,1.6455783166941734e-26,6.4809651942906242e-35,4.7245399921289881e-28,5.7481779576394864e-28,9.461113413476498e-31,7.9799617941808822e-30,5.92267561839597e-35,9.3658748114682569e-37,2.6933826157776672e-37,5.683686588711852e-31,5.4223323730735727e-31,7.4991479284837227e-42,3.6143629800216775e-44,2.2023476645160478e-26,1.1123399020397577e-29,9.8528912468012497e-30,8.4895643279827174e-33,7.8717115265040785e-33,1.6501114284386345e-40,4.3598508547410509e-34,5.2298303287936969e-47,6.7770928157494434e-30,4.4800416579076272e-40,1.0377762796141371e-40,1.0377762796152629e-40
4.095e-12,0.0020126635395408153,2.6103681416786071e-19,2.0827349814954131e-24,2.0973373337048014e-23,1.0776730937832656e-23,8.0564772554308939e-28,0.0,0.0,6.5923540869815304e-18,1.3624340938104479e-25,8.0810204741088521e-36,7.3386374207000846e-36,2.3165885115265614e-34,7.8148567421283253e-54,6.4944485367872052e-36,2.5977805162592608e-32,4.9621565233657967e-16,1.918458678158763e-23,3.4504231962054656e-61,6.7797730746946669e-57,6.9493621567754415e-36,4.1113626463497836e-35,1.6707260496876581e-34,6.7197849294197673e-40,3.477544899934031e-25,6.5838269187025824e-41,3.660608184601248e-35,6.6916357107737179e-20,2.0662857063875159e-22,1.6824800720484707e-23,5.8947804428588941e-16,5.7081210108169713e-31,6.0325501740427639e-44,2.9803686439522911e-34,3.054246289627127e-34,0.88168480800000004,0.0,0.0094599999999981695,0.10885,7.383850395228461e-16,7.3834695162102733e-16,5.8942390700824828e-16,2.8951229757514292e-18,2.3675860730659402e-18,1.1838059625120367e-18,2.7408641571240216e-21,8.5515097292602071e-20,3.3343689198204601e-21,6.4313615403195951e-20,5.5390180687206372e-20,1.0658938699662556e-19,4.3955302005903053e-20,1.3637717335807966e-21,4.3192211228690388e-22,2.1410372522077015e-21,1.6861760940247517e-21,1.4401473606763469e-21,3.8845352518385465e-25,1.0998650392855264e-21,2.2150758900132048e-21,3.6303016654105537e-24,1.637388640262495e-32,4.8288933982944703e-23,4.9114154074664994e-28,4.6085947260132861e-26,3.6500417290789041e-27,3.8596225112999793e-19,4.9605875448003332e-16,7.3650902163923345e-20,5.7109456590005621e-23,9.3702894167003173e-20,8.9509862210858464e-23,6.8873877713740866e-26,4.3248930221182154e-34,3.7772803422827241e-27,4.5952688695747049e-27,7.9298166783097517e-30,6.4814443981510407e-29,8.2909695296754885e-34,1.2805196882988435e-35,7.3812814923006279e-36,4.8686688761891465e-30,4.7883914639957503e-30,4.0977760709915378e-40,2.0641982908591655e-42,8.8555131550855391e-26,8.93802398087022e-29,7.8840819489246289e-29,7.0801858504001477e-32,6.5398309236566262e-32,9.2614549829794632e-39,3.9731638978712061e-33,2.9599778854303922e-45,2.7049207139700072e-29,6.8471971322601371e-39,3.1737375160972319e-39,3.1737375161021298e-39
8.191e-12,0.0020126635395408196,5.2829996749120735e-19,8.3724955935833177e-24,8.3994916637358124e-23,4.3550793516277905e-23,6.4526501016093894e-27,0.0,0.0,1.3206520328428409e-17,5.457772157614492e-25,6.5402900359771985e-35,5.9059281073544428e-35,1.8536668344326564e-33,6.3716926523361887e-53,2.5948283382045297e-35,1.0383810962679726e-31,9.9247048996975314e-16,7.674544574679467e-23,4.8761696094873921e-59,1.0870117265912952e-55,5.5706044275679702e-35,3.2803004008053826e-34,6.6365087115106306e-34,1.0764402962141364e-38,1.3909720039425772e-24,3.398756315906559e-39,2.9268265663620923e-34,2.6766193702183466e-19,8.2658866747357189e-22,6.7303352781461316e-23,1.1789636658782525e-15,4.5605892810293379e-30,3.1026534108034551e-42,7.6814220634580083e-33,7.8707294381081125e-33,0.88168480800000004,0.0,0.0094599999999963377,0.10884999999999999,1.4767523561044007e-15,1.4766000183840482e-15,1.1787471576360189e-15,5.784149993278017e-18,4.7300670858636868e-18,2.3650851231590166e-18,1.0943130830447172e-20,3.420300220739222e-19,1.3310196316083442e-20,2.5726887252693305e-19,2.2157124215298951e-19,4.2632811630573116e-19,1.7582968117488063e-19,5.4444098153084267e-21,1.7363863640890687e-21,8.5647194770516173e-21,6.7450561023451025e-21,5.7608900327840552e-21,3.1190593122156437e-24,4.3905319290389019e-21,8.8679220760853274e-21,1.514125000996296e-23,9.5959641253536202e-32,1.9561975413728403e-22,3.9959975584608584e-27,3.726641984735036e-25,3.0330372967265808e-26,7.7191828825106888e-19,9.9184306208822703e-16,2.9453112335908575e-19,2.2843051445530415e-22,3.743699715995053e-19,7.1453168377704194e-22,3.0021181553093143e-25,2.7014710996243799e-33,3.0166874988899558e-26,3.6693092690463996e-26,6.9355454951597696e-29,5.3371077871033091e-28,1.0649784017115188e-32,1.6335867962999298e-34,1.8882825664302358e-34,4.4266959126512181e-29,4.5770885783478423e-29,2.0820794378736616e-38,1.1395143938135666e-40,3.5776558441461329e-25,7.2098377073489387e-28,6.3072008117215175e-28,6.1276446780526979e-31,5.6147238721858064e-31,4.7745549904814094e-37,4.0226335845642822e-32,1.6139425073068143e-43,1.0769075661531092e-28,1.0470167739699187e-37,9.7060314350552117e-38,9.7060314350848e-38
1e-11,0.0020126635395408266,6.5042602662845961e-19,1.4029836235948513e-23,1.3980565547751315e-22,7.3178101573146014e-23,1.6450994918601377e-26,0.0,0.0,1.614136094223548e-17,9.0866662672693698e-25,1.6938928453568653e-34,1.5155524465664714e-34,4.7196435986106173e-33,1.6649301070795036e-52,4.3081941521551451e-35,1.7248215303714944e-31,1.2116102631630547e-15,1.275866595605239e-22,1.6484220343589569e-57,4.7024715119074323e-55,1.4218303354965706e-34,8.3187759916963355e-34,1.0954809063063124e-33,4.649761688470209e-38,2.3121346507229088e-24,3.7755241027133893e-38,7.444007728600937e-34,4.4492887427332073e-19,1.3741715249058988e-21,1.1188583878330244e-22,1.4392471391749426e-15,1.1587604631295275e-29,3.4196220259169767e-41,4.5541631583631747e-32,4.6715469960012534e-32,0.88168480800000004,0.0,0.0094599999999955293,0.10884999999999999,1.8027555476057288e-15,1.8025023408495503e-15,1.438887309198137e-15,7.0557553216510001e-18,5.7698312910380585e-18,2.8850011676378099e-18,1.8155089423551912e-20,5.6850364488016279e-19,2.2077680347123913e-20,4.2768394058664689e-19,3.6833693447609669e-19,7.0863420603594384e-19,2.9229702561377813e-19,9.0315059592703791e-21,2.9017124103869381e-21,1.4238161559487598e-20,1.1212944440360841e-20,9.5768775539510938e-21,7.9792659213216035e-24,7.2827437128491887e-21,1.4754584300722541e-20,2.6252617877991951e-23,1.8689600298847259e-31,3.2951683171427046e-22,1.0409032644034136e-26,9.6252084011070981e-25,8.1136379641462061e-26,9.423271424310943e-19,1.2105675769686323e-15,4.8947182185803752e-19,3.7970759465553592e-22,6.2154035695589789e-19,1.8133151985926749e-21,5.4415458708511632e-25,5.7408278876566495e-33,7.6605435353217042e-26,9.3155060594375819e-26,1.9861898576641762e-28,1.4110557939456006e-27,3.5604772189678765e-32,5.6815107375567989e-34,1.1680844401720266e-33,1.3274874849398221e-28,1.4474077238761226e-28,2.3792268761253522e-37,1.495281599754363e-39,6.0095421931754214e-25,1.8560195611796431e-27,1.6053939304751054e-27,1.7264653332816458e-30,1.5625026173851272e-30,5.2851451082980897e-36,1.3700024072442489e-31,2.1041650611585826e-42,1.7815489993351763e-28,4.5043446642295538e-37,7.5856638984429884e-37,7.5856638984943523e-37
1.6383e-11,0.0020126635395408266,1.0813440119646012e-18,3.3991585998368076e-23,3.3673210435352712e-22,1.7771713271023226e-22,5.1729842329800858e-26,0.0,0.0,2.6496854384983144e-17,2.1891105792933864e-24,5.3630199332223292e-34,4.7792436325860625e-34,1.4832153098747661e-32,5.2913521377606979e-52,1.0353751913596147e-34,4.1469051627002824e-31,1.9848381085432891e-15,3.0697829459260429e-22,7.2927735761719121e-57,1.7459508443733236e-54,4.473143892908385e-34,2.6096879748831168e-33,2.6191796981227612e-33,1.7258114616480432e-37,5.562428279467439e-24,1.5898102428405152e-37,2.3382740375682496e-33,1.0704097258356395e-18,3.3063005348509194e-21,2.6919374820826199e-22,2.3576492453401001e-15,3.6382208821868767e-29,1.4390889974679943e-40,1.7913019839804242e-31,1.8377792366444356e-31,0.88168480800000004,0.0,0.0094599999999926757,0.10884999999999997,2.9530476268500506e-15,2.9524385068513743e-15,2.3567837090991872e-15,1.1542575007115205e-17,9.4386068143260672e-18,4.7195086921862518e-18,4.3602260070200629e-20,1.367608749563542e-18,5.3013473918230224e-20,1.0289881857083459e-18,8.861950959456337e-19,1.7047424264604579e-18,7.0324841287385678e-19,2.1688462668451768e-20,7.0135289684407179e-21,3.425672475030508e-20,2.6977748896720398e-20,2.3041470338699128e-20,2.5128353144054227e-23,1.7487822660367732e-20,3.5525488103850958e-20,6.5458732362032347e-23,5.0776211517979289e-31,8.0196848797402958e-22,3.3037226646916512e-26,3.0438115772971581e-24,2.6040378738131517e-25,1.5436094620723881e-18,1.9823301963614595e-15,1.1773139879823104e-18,9.1348404734656873e-22,1.4936733418811893e-18,5.6903385126159925e-21,1.4048990375164934e-24,1.6465103386832978e-32,2.4046244519591381e-25,2.9237935088219725e-25,6.5472131699416486e-28,4.5067402783274268e-27,1.2365766854427973e-31,1.9964483936585313e-33,4.6233592989147708e-33,4.4495397874968201e-28,4.9395292617102064e-28,1.0039599372042076e-36,6.3692619279251182e-39,1.4590377221287052e-24,5.860957897502931e-27,5.0445001660200205e-27,5.6561240532018778e-30,5.0946065196256265e-30,2.2248927737287812e-35,4.7846394157642358e-31,8.9591711877264587e-42,4.2678542884458088e-28,1.6703418143238532e-36,3.092669916586467e-36,3.0926699166086823e-36
3.2767e-11,0.0020126635395408417,2.2613192630041304e-18,1.4030956952174708e-22,1.3529260790865848e-21,7.3885757259706646e-22,4.1556027822757891e-25,0.0,0.0,5.3325592916282782e-17,8.8036110292538094e-24,4.5431784753743789e-33,3.9087352533959544e-33,1.1868497286716893e-31,4.5630432968512282e-51,4.1207866193966806e-34,1.6533790670153382e-30,3.9690054304792482e-15,1.2277648284301586e-21,1.1131819712779505e-54,2.814513101360846e-53,3.6044323939774614e-33,2.0645895209965519e-32,1.0223248793381777e-32,2.7723059213858593e-36,2.2235862623522527e-23,6.8380191777578023e-36,1.8653243774898088e-32,4.2793174509568341e-18,1.3223471941120615e-20,1.0765120983644701e-21,4.7138782638068016e-15,2.8939676667081327e-28,6.0791861535602932e-39,3.8332679034218635e-30,3.9499575784088228e-30,0.88168480800000004,0.0,0.0094599999999853499,0.10884999999999992,5.9038821464621841e-15,5.9014477541580023e-15,4.7104204268276997e-15,2.2982117323737138e-17,1.8790915567731439e-17,9.3962704696928896e-18,1.7304504536487287e-19,5.4658126288819291e-18,2.1023687442338325e-19,4.1148424726508179e-18,3.5437138670186049e-18,6.8137460010411455e-18,2.8121554322041904e-18,8.6040290843248713e-20,2.8591341760461988e-20,1.3699639511061126e-19,1.0788074427394762e-19,9.2140603466422587e-20,2.0377586889820261e-22,6.9359110050004439e-20,1.4251538857314193e-19,3.0009024735686058e-22,2.5218618485586847e-30,3.3623387676734667e-21,2.8158801217242032e-25,2.5333302788985936e-23,2.3588129898160507e-24,3.0861062866589318e-18,3.9589891275227932e-15,4.7023231540056101e-18,3.6516726738850517e-21,5.9439848678753322e-18,4.5107750735403831e-20,7.3550443605422129e-24,1.058629231100543e-31,1.9096697948748867e-24,2.3203422735197632e-24,6.9996021032853749e-27,3.9694455318391206e-26,1.3179606058834714e-30,2.4990104370765541e-32,1.1561659558951748e-31,5.1898791078097842e-27,6.2536472276327148e-27,4.8617475186440238e-35,3.9302449805223656e-37,6.0576713083103445e-24,4.8350366468774825e-26,4.0331204532041329e-26,5.7726503164057652e-29,5.0131445519643761e-29,9.4851140607285105e-34,7.0047000921449833e-30,5.7018282124376952e-40,1.6775525621123788e-27,2.9480868763729605e-35,1.0883530629623376e-34,1.0883530629799015e-34
6.5535e-11,0.002012663539540871,4.9153537115444198e-18,5.9651775244249172e-22,5.4611677657633555e-21,3.1783218173028911e-21,3.352807300775982e-24,0.0,0.0,1.0797586489726744e-16,3.5590239921687911e-23,4.2116677988546404e-32,3.2589574884080417e-32,9.4975373454009759e-31,4.2145866711100777e-50,1.631887734695106e-33,6.571353676190047e-30,7.9350709061300437e-15,4.9096327531750468e-21,1.7251114701784265e-52,4.5687372445797445e-52,2.9238212821722456e-32,1.6156440907097199e-31,3.9247557097452056e-32,4.4716560814717529e-35,8.8828474042399851e-23,2.8381601821432655e-34,1.4837637846647997e-31,1.7097907640835227e-17,5.2877465709599821e-20,4.3037355984019797e-21,9.4217718549755103e-15,2.288865311757762e-27,2.4327303269530424e-37,7.890898476253926e-29,8.2155717486272677e-29,0.88168480800000004,0.0,0.0094599999999706984,0.10884999999999979,1.1798538467462521e-14,1.178881809788278e-14,9.4079755549965467e-15,4.5561349689323346e-17,3.7243598268921129e-17,1.8624980851513965e-17,6.8147347864734926e-19,2.1825287327093313e-17,8.2671902680260964e-19,1.6449559900023627e-17,1.4165634656381863e-17,2.7211955851600152e-17,1.1241370498926587e-17,3.3856700511022072e-19,1.1859616248838206e-19,5.4771733949907023e-19,4.3126206857944035e-19,3.6834969294655839e-19,1.6727839437437507e-21,2.7282708621615829e-19,5.7329347688559659e-19,1.4929626837599349e-21,1.2499981013391668e-29,1.4666498546849408e-20,2.535791601814229e-24,2.1793012738692968e-22,2.302314380209366e-23,6.1675434956792825e-18,7.8951298764609864e-15,1.8753129014320675e-17,1.458785708208915e-20,2.353428688923305e-17,3.5435571521601934e-19,4.4930641469166334e-23,7.752953140209316e-31,1.5056773044579514e-23,1.8269547552225468e-23,8.9077837318349637e-26,3.7182875018213815e-25,1.3542719964201445e-29,3.4758209042035553e-31,3.2020015438737317e-30,7.2848551212407905e-26,9.4480853003236112e-26,2.5292509937499988e-33,2.9221247956738296e-35,2.597470593599354e-23,4.0951640295083009e-25,3.2223428107992969e-25,6.7413065565961634e-28,5.4337438072362549e-28,3.8636054747023302e-32,1.2708899954598249e-28,4.8475611677799052e-38,6.5086532754341393e-27,5.9651418405153236e-34,4.3880160159953264e-33,4.3880160161348014e-33
9.999999999999999e-11,0.002012663539540929,8.3193492036939445e-18,1.6855587110401526e-21,1.4299472030833462e-20,9.1228920299125774e-21,1.5949397200109707e-23,0.0,0.0,1.6754696279544042e-16,9.332087777526755e-23,2.8478036737974463e-31,1.6297416463377124e-31,4.4464338570492227e-30,2.5007310740168073e-49,4.1391372234945375e-33,1.677135379848475e-29,1.2101769407414703e-14,1.2649229617611058e-20,1.50762911401503e-50,4.1666762610635408e-51,1.4009463594682668e-31,7.2775916313875644e-31,9.6320380666642289e-32,4.0390609359569694e-34,2.2848493205878776e-22,6.5401930322819153e-33,6.8752426717121192e-31,4.3991052178040149e-17,1.3622962558971838e-19,1.1083725813160616e-20,1.4363895052829164e-14,1.0499621482370049e-26,5.2313135446880289e-36,9.1568691701436709e-28,9.7253913355756571e-28,0.88168480800000004,0.0,0.0094599999999552872,0.10884999999999956,1.7983764810789298e-14,1.795878179102462e-14,1.4328479935042309e-14,6.8716331677844855e-17,5.6150430607699473e-17,2.8083118006135552e-17,1.7134618418095792e-18,5.6098568790972758e-17,2.0739016200026413e-18,4.2358687400823805e-17,3.6475043542729924e-17,6.9962187527059958e-17,2.8945652599113132e-17,8.5021506112971546e-19,3.2300204602094663e-19,1.4107061478169065e-18,1.1105551333589356e-18,9.4863507048825072e-19,8.1678189759589943e-21,6.8497063943228066e-19,1.4909530905487148e-18,4.975424749134654e-21,4.0664341122168459e-29,4.2781501133544459e-20,1.4355171911791227e-23,1.1414267451580888e-21,1.3879546116724448e-22,9.4010296836580505e-18,1.1999334032182938e-14,4.8104219515184268e-17,3.7522836318724745e-20,5.9687514926191603e-17,1.6065022366903237e-18,1.943317260868646e-22,3.872433530017209e-30,6.870333587106262e-23,8.3166456582425536e-23,7.6665817393247309e-25,2.1477757024639076e-24,8.1932570271228686e-29,3.1301572345449731e-30,5.5830506868359451e-29,6.8233832313247983e-25,9.2916415454858522e-25,7.7764677588272403e-32,1.4273782756474678e-33,7.4073854174047851e-23,2.0974749215107959e-24,1.5049276300817213e-24,5.1352894789423125e-27,3.6346856071264899e-27,8.5838632894311553e-31,1.4988594457978208e-27,3.1877800937454431e-36,1.6185365975535774e-26,7.4520777476782065e-33,1.072475603781957e-31,1.072475603843238e-31
1.31071e-10,0.002012663539540929,1.1388130400170891e-17,2.6673544929809021e-21,2.2267409121214815e-20,1.4482060492874877e-20,2.7305516299549668e-23,0.0,0.0,2.2125169463336682e-16,1.4536639202881676e-22,5.0354733366652611e-31,2.8051890823199105e-31,7.5987724059098381e-30,4.3752435636430983e-49,6.3994810176766699e-33,2.5966891410549714e-29,1.5858145125778716e-14,1.9626656403477628e-20,2.851239583089798e-50,7.511149628679139e-51,2.4003428262955162e-31,1.2381969174878103e-30,1.4777286002594332e-31,7.2772382094337782e-34,3.543884807901729e-22,1.2180462587021336e-32,1.1735786426229669e-30,6.8235848171526137e-17,2.1137353853430463e-19,1.7196044860390142e-20,1.8819334190519891e-14,1.79018093534594e-26,9.7281482102364414e-36,1.6700617068880521e-27,1.7752405152709315e-27,0.88168480800000004,0.0,0.0094599999999413955,0.10884999999999935,2.3559890379148687e-14,2.352114772485924e-14,1.8764429205096043e-14,8.9591087092478616e-17,7.3195380197085291e-17,3.660984887894122e-17,2.6438233805246137e-18,8.6996730066591465e-17,3.1982657677849773e-18,6.5716369123654592e-17,5.6587495117014579e-17,1.0850251679989363e-16,4.4906475147637616e-17,1.3114776970961082e-18,5.0727870951261409e-19,2.1887106527710198e-18,1.7229536482512524e-18,1.4717758499920352e-18,1.4023244291089124e-20,1.0565276492096823e-18,2.3182445995035022e-18,8.1149453884283701e-21,6.6055167553034671e-29,6.8127830608989189e-20,2.5010618469496011e-23,1.9739804492279478e-21,2.4316690097146911e-22,1.2316092772202612e-17,1.5699369642873112e-14,7.4564911026930475e-17,5.8199254129881128e-20,9.228049181104117e-17,2.7353414813944619e-18,3.2902028259800645e-22,6.6645757470263591e-30,1.1706696139207401e-22,1.4167253116467847e-22,1.377512624503703e-24,3.7488332319676618e-24,1.4358761274590283e-28,5.638713517820645e-30,1.0327632984636892e-28,1.2318075441778465e-24,1.6816505860679684e-24,1.4559116648188641e-31,2.687849391486106e-33,1.1743635627486276e-22,3.6192088292484061e-24,2.5711532226200842e-24,9.1571280339464247e-27,6.4215746573386895e-27,1.5974102885991953e-30,2.7355424440711676e-27,6.0179361814379959e-36,2.4909147792012146e-26,1.363252792859927e-32,1.9997783465290711e-31,1.9997783466443411e-31
