Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383)
1e-12,0.0025565590296081886,2.5232327760149146e-25,5.6780325296184432e-32,2.750826367253587e-30,4.9491671982413427e-31,1.2442364794864958e-35,0.0,0.0,5.3124208143894826e-22,2.0664250075636985e-31,4.557020434285838e-47,1.6166086904544143e-47,3.5949750290846352e-44,9.8246407198592842e-71,1.0194348488763549e-47,3.340506192560051e-43,2.2749434783554707e-21,2.6414588654974493e-30,3.6081223339734053e-79,2.5190375029154751e-73,5.1852516336427844e-47,2.4749437842852031e-47,1.6089675622272747e-44,7.8561019478814798e-53,8.7246487661849949e-33,4.3829777576063936e-53,5.182132919023432e-46,9.4471348534919105e-27,3.0621627260605027e-29,2.9786669724659549e-30,3.7801428212120494e-21,1.5328893386790085e-40,3.373118208668457e-57,8.2315964156187733e-45,1.0551172558632693e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.1321814916095121e-21,4.1321416062159731e-21,3.7801243536812015e-21,2.2954789739402853e-22,1.9280024955198844e-22,9.6400122192264431e-23,4.3730841863015481e-26,1.0757415680636176e-25,5.2148839136216009e-26,7.7600995510123667e-26,8.3023639760622545e-26,1.1798045144906636e-25,4.4505773754653804e-26,2.1816419607619803e-26,4.5283056315025234e-28,2.7121034520298408e-28,2.2192712415033241e-28,1.2931607987220255e-28,8.3010734374668671e-32,9.4710741317130666e-28,4.5671984868874559e-28,4.9266047448350706e-29,2.3400370294229111e-39,6.5239426346777632e-29,7.398754935298378e-35,1.2469869799597615e-32,9.7647253339620282e-33,1.2619530600101306e-23,2.2749033148273158e-21,6.5749600276592839e-26,3.6374200244533627e-28,1.791145974419107e-26,3.4240277643290495e-30,6.2224153739407151e-32,7.778092653277995e-40,2.0778603497375388e-33,2.4778396844948365e-33,9.6148106671660456e-36,1.7772193003054923e-35,1.7468737462170852e-43,2.2398554556421156e-44,2.3195085593051333e-45,5.5660648077338502e-37,7.3839421495921001e-37,2.1779244023585869e-50,1.0121416756374361e-52,1.9722768922188883e-31,3.8932770077747376e-35,1.7279650962852933e-35,2.063540564723474e-38,2.064969942320382e-38,5.0595000537333204e-50,6.6130762347626945e-40
1.023e-12,0.0025565590296081886,2.5812540690763558e-25,5.8749081969034881e-32,2.8467742066119513e-30,5.1217910149512812e-31,1.2951540927528822e-35,0.0,0.0,5.4345725916479383e-22,2.1384995107557959e-31,4.744344245665347e-47,1.682765884688863e-47,3.7420888667372215e-44,1.0226671310391246e-70,1.054990439036391e-47,3.4570188803052827e-43,2.3272517109169351e-21,2.7335893981039666e-30,3.7764445761544087e-79,2.6297965874812512e-73,5.3974442456814113e-47,2.5762203109287672e-47,1.6650431434578323e-44,8.2015495836785772e-53,9.0289526752184508e-33,4.5856887200952706e-53,5.3941957645698595e-46,9.7766379615601623e-27,3.1689668433730863e-29,3.0825588006934869e-30,3.8670602035681306e-21,1.5956179641216074e-40,3.5291235036459124e-57,8.6058497141180377e-45,1.1030798478586678e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.2271935805113025e-21,4.227152303974925e-21,3.8670410919180679e-21,2.3482537083864892e-22,1.972328685884774e-22,9.8616431620398593e-23,4.525606584950149e-26,1.1132619311462367e-25,5.3967661652813151e-26,8.0307615575583516e-26,8.5919390674490737e-26,1.2209544465374924e-25,4.6058075219728233e-26,2.2577322220979256e-26,4.6862443031293232e-28,2.8066976167251939e-28,2.296676159767815e-28,1.3382643310261926e-28,8.6407701895723153e-32,9.8013954057368138e-28,4.7264960853004268e-28,5.0984607901664889e-29,2.4350201750735233e-39,6.7514922563419007e-29,7.701532006986868e-35,1.2980168362131155e-32,1.016434145582987e-32,1.2909692867231437e-23,2.3272101465468419e-21,6.8042851708736267e-26,3.7642881882875626e-28,1.8536164936520382e-26,3.5641448019835388e-30,6.4396695697813178e-32,8.0934914620026469e-40,2.162890101215514e-33,2.5792372932363109e-33,1.0008337666696638e-35,1.8499458850143285e-35,1.8235607906259168e-43,2.3380118454842064e-44,2.4248780346017112e-45,5.7940039203031701e-37,7.6865376744435018e-37,2.2786114582058868e-50,1.0589354898287786e-52,2.0410667724229647e-31,4.0525983530148268e-35,1.7986773885461996e-35,2.1480000824985178e-38,2.1494827828968599e-38,5.2935002420342975e-50,6.8842050728148667e-40
2.047e-12,0.0025565590296081886,5.1649225432129176e-25,2.3312363793812182e-31,1.139475720032347e-29,2.0500004816165009e-30,1.0369016974801103e-34,0.0,0.0,1.0873112729402905e-21,8.5586066348451342e-31,4.0298615380894268e-46,1.3475176623422278e-46,2.9952269824896017e-43,8.1817306645914306e-70,4.2214682549579704e-47,1.3835316492833722e-42,4.6560369380603458e-21,1.0939915383371005e-29,4.8648656671870824e-77,4.2074726128023408e-72,4.3205713388483051e-46,2.0611408761856737e-46,6.634072618652027e-44,1.3137367016167946e-51,3.6134094996271949e-32,2.8127611597546423e-51,4.3173838557094978e-45,3.9126257036982753e-26,1.2682310264226314e-28,1.2336454502654592e-29,7.7366335067938706e-21,1.2770517076035077e-39,2.1645384458647054e-55,2.6388601284621243e-43,3.3510629583043489e-43,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.457174274127884e-21,8.4570090882280698e-21,7.7365570236967899e-21,4.6970661603098041e-22,3.9451280517580057e-22,1.9725639189171071e-22,1.8108253039810457e-25,4.4552725476189512e-25,2.1593980726541585e-25,3.2139491881057336e-25,3.4385088548676419e-25,4.8862569808290905e-25,1.8432589853412661e-25,9.0338126588528172e-26,1.8752755521015037e-27,1.1232251475321788e-27,9.1911826249206108e-28,5.3556561309781171e-28,6.9160999523132761e-31,3.9213757547014583e-27,1.8915496027098836e-27,2.0419845716918605e-28,1.7654692423395246e-38,2.702195425107441e-28,6.1657047655819956e-34,1.0391071295888673e-31,8.1420846549157087e-32,2.5827694462108988e-23,4.6558706015236643e-21,2.7230547676885594e-25,1.5064699596710013e-27,7.4166884971775886e-26,2.8524459745820442e-29,2.5926710578705823e-31,5.8069947643444319e-39,1.7310453793511713e-32,2.0642614125136868e-32,8.0297491310548657e-35,1.480475235271528e-34,2.7938476951272986e-42,3.4284169039221637e-43,7.1215570194641139e-44,4.6826236172786996e-36,6.2701116961031593e-36,1.3390311871365239e-48,6.2497471767289975e-51,8.168082477798429e-31,3.2438656040723753e-34,1.4397926049106982e-34,1.7234488262496566e-37,1.7232144762525004e-37,3.2473903280531733e-48,5.6498445286297065e-39
4.095e-12,0.0025565590296081886,1.0334097455859481e-24,9.28861397696969e-31,4.5604436628506325e-29,8.203818231608447e-30,8.3000385507757102e-34,0.0,0.0,2.1750715273691639e-21,3.4244337217659464e-30,3.6063557482138826e-45,1.0791064581288754e-45,2.3964658102741801e-42,6.5400060021534172e-69,1.6884625782070498e-46,5.5355433963555086e-42,9.3133343791858507e-21,4.3769663155395089e-29,6.30453287709009e-75,6.7246783401111092e-71,3.457461929187858e-45,1.6476598381588165e-45,2.6309404422766809e-43,2.1037923160091706e-50,1.4456883161283069e-31,1.6604902989413701e-49,3.4539719562908921e-44,1.5653942113305585e-25,5.0740834937075735e-28,4.9356712346663134e-29,1.5475221273857312e-20,1.0215928600658819e-38,1.2775772381635711e-53,7.7862826506811903e-42,9.7434895336956606e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.6916644719103655e-20,1.6915983857827541e-20,1.5474915290428328e-20,9.3914513545341695e-22,7.8880098426679387e-22,3.9440044937564771e-22,7.2422580196779681e-25,1.7824854470449384e-24,8.636322504434737e-25,1.285882932917107e-24,1.37570698736809e-24,1.9549149550486073e-24,7.3747174899783576e-25,3.6129862009021511e-25,7.5014175467808798e-27,4.4937311909114503e-27,3.6771601809641072e-27,2.1426544397219239e-27,5.5333623904422731e-30,1.5679692704599789e-26,7.5678493804792148e-27,8.182299000011501e-28,1.1872918038862012e-37,1.081305819620239e-27,4.9351857339151284e-33,8.316306376831215e-31,6.5246468653143615e-31,5.1661588967184334e-23,9.3126689245763127e-21,1.0894366828170246e-24,6.0271718593675492e-27,2.9661169476259008e-25,2.2816648503833498e-28,1.0497063597745516e-30,3.8493915811775486e-38,1.3847351064713112e-31,1.6512838524345814e-31,6.4548403078263381e-34,1.1841219131502051e-33,4.1164032117578121e-41,4.6991323520435987e-42,1.9569274711188758e-42,3.8185368660690842e-35,5.2049160065819238e-35,7.3645666337712799e-47,3.4669134584677142e-49,3.2677123060154531e-30,2.5955634710307269e-33,1.152135267229776e-33,1.3855718234922798e-36,1.3830993698475794e-36,1.9174781752266019e-46,4.7448242635310774e-38
8.191e-12,0.0025565590296081886,2.0679795640555025e-24,3.7090935759187332e-30,1.8254945684426879e-28,3.2832905391396513e-29,6.6447086758182964e-33,0.0,0.0,4.3508009144933863e-21,1.3700279706771553e-29,3.5495765477593508e-44,8.6462365672326573e-45,1.9167475709300172e-41,5.221060445142826e-68,6.7502000029614451e-46,2.2144525620423274e-41,1.8626837338117541e-20,1.7508984693712361e-28,8.2321136302168082e-73,1.0731015647336976e-69,2.7663076496989205e-44,1.315525455745225e-44,1.0342702996562713e-42,3.3695136686029373e-49,5.7830763381898712e-31,9.1965147443973088e-48,2.7620137151577873e-43,6.2618670095899467e-25,2.029763114156667e-27,1.9743640036893875e-28,3.0950161773104894e-20,8.1682188731118374e-38,7.07224405950836e-52,2.1545283194339446e-40,2.6438978462268776e-40,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.3833622068550849e-20,3.3830978721142099e-20,3.094893791217892e-20,1.8767281449530731e-21,1.5762921094847944e-21,7.8814588399374229e-22,2.8949317642428031e-24,7.1301505859738735e-24,3.4521574865662055e-24,5.1439359023560497e-24,5.5030924841758938e-24,7.8198833791897083e-24,2.9500727136198638e-24,1.4441962421524772e-24,2.9996408550955258e-26,1.7974505173500123e-26,1.4708357049680827e-26,8.5703852561415272e-27,4.425431433039528e-29,6.2647744077634119e-26,3.0272707112248783e-26,3.2830953954389352e-27,7.1820507196832197e-37,4.3269430026596782e-27,3.9505192810147674e-32,6.6555087846260128e-30,5.2348510630767082e-30,1.0332094313280304e-22,1.8624175698301844e-20,4.3577519931855515e-24,2.4109546695981988e-26,1.1855344813327928e-24,1.824028138868322e-27,4.2983541517471155e-30,2.2968360768901606e-37,1.1071183200014661e-30,1.3202210446763785e-30,5.2112249096405641e-33,9.4645697372028385e-33,5.682116494457474e-40,5.8519697020179925e-41,4.8921773151129475e-41,3.1692116431744039e-34,4.4638368818819613e-34,3.6857323617566902e-45,1.7647452122988932e-47,1.3069547642979514e-29,2.0762516035217159e-32,9.2176707673933408e-33,1.1188460803905229e-35,1.1131788722827742e-35,1.0622310822187514e-44,4.1571689257239754e-37
1e-11,0.0025565590296081886,2.5255461921032396e-24,6.1650895799296834e-30,3.036854419146181e-28,5.4609345291665711e-29,1.6929807291046261e-32,0.0,0.0,5.3118970988966115e-21,2.2778499990132194e-29,1.1943773927985337e-43,2.2054264704917253e-44,4.877334500323551e-41,1.3251332938088562e-67,1.1214435422199989e-45,3.681411762150255e-41,2.2739185289711907e-20,2.9107200389538375e-28,2.4539277644590207e-71,4.6067428338051322e-69,7.0424733687063001e-44,3.3393626585843684e-44,1.6888342285699781e-42,1.4550823195719663e-48,9.6137909409967323e-31,1.0956349556556526e-46,7.0262458540873698e-43,1.04096276097058e-24,3.3743087346610801e-27,3.2821582562339274e-28,3.7782701651314491e-20,2.0775200728732566e-37,8.415932238132309e-51,1.3656232243250287e-39,1.6460149103371211e-39,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.1303277729885809e-20,4.1298883860288069e-20,3.7780667353178407e-20,2.2896722970155559e-21,1.9231320042138897e-21,9.615657187662951e-22,4.8087771338530636e-24,1.1852833586726697e-23,5.7343496994543623e-24,8.5514892300173002e-24,9.1482697962230225e-24,1.2999403970320989e-23,4.9042402865671622e-24,2.3989313912626817e-24,4.9846779732421865e-26,2.9878322602030876e-26,2.4449236572067175e-26,1.4246161535653711e-26,1.1259933369554022e-28,1.0401446422114402e-25,5.0324702575536777e-26,5.4753703300381897e-27,1.4089825343348686e-36,7.1957184611591605e-27,1.0063874086373914e-31,1.6949429323927546e-29,1.3377811439982611e-29,1.2612886639653426e-22,2.2734761155459616e-20,7.2439099487494856e-24,4.007886830557878e-26,1.9691087720143111e-24,4.6382339833981821e-27,7.3211545173724734e-30,4.5017851632197508e-37,2.8156668473568253e-30,3.3576122085013191e-30,1.3432300357905816e-32,2.4061686744596087e-32,2.0163552698464848e-39,1.8970770396806258e-40,2.8021508143164866e-40,8.4698758965091555e-34,1.2418899012500391e-33,3.9373414600525995e-44,1.9440552342278729e-46,2.1723245891334402e-29,5.2841304528767634e-32,2.3464475633962441e-32,2.8845373487406296e-35,2.856848124877795e-35,1.2656340973889272e-43,1.1879103760044249e-36
1.6383e-11,0.0025565590296081886,4.1400557481168945e-24,1.4830994772633873e-29,7.3110998182840437e-28,1.3144683334220093e-28,5.322045652321875e-32,0.0,0.0,8.7030949679103114e-21,5.4810716722410204e-29,4.1562437210452127e-43,6.9364073219478176e-44,1.5323673013490452e-40,4.1585898622153006e-67,2.6966350668744829e-45,8.8575314825974049e-41,3.7249476597078868e-20,7.0031142228376106e-28,1.0822067680172219e-70,1.7075085686476753e-68,2.2130790551914744e-43,1.0480409018850951e-43,3.9984426079266327e-42,5.4003724639382459e-48,2.3130347773343986e-30,4.6370525265871893e-46,2.2072455772709538e-42,2.5044871341347313e-24,8.1184959627869272e-27,7.8966694303587462e-28,6.189110521273618e-20,6.5258542455889614e-37,3.5615867060030762e-50,5.4239635308877528e-39,6.5210360145025294e-39,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.7659724433203109e-20,6.7649153900735148e-20,6.1886211312216356e-20,3.746732840196776e-21,3.1469457400103594e-21,1.5734721893871927e-21,1.1561720745916245e-23,2.8516673052622359e-23,1.3786993643547836e-23,2.0574934719493111e-23,2.201016409295979e-23,3.1275180605584067e-23,1.1799459533732776e-23,5.7676845459174255e-24,1.1988819446503731e-25,7.1880570609942304e-26,5.8819625732593446e-26,3.4272960867951254e-26,3.5375259992424127e-28,2.4997564425211328e-25,1.2107754228928316e-25,1.3210743966050921e-26,3.8463692354325271e-36,1.7318103066798845e-26,3.163465558035258e-31,5.3271206439660914e-29,4.2109992803050784e-29,2.066059112790087e-22,3.7238833556254572e-20,1.7427628152378328e-23,9.6426120839606559e-26,4.7339261835235044e-24,1.4568071410503813e-26,1.7987011197188203e-29,1.2281879147764678e-36,8.8442269635034523e-30,1.0546483296779142e-29,4.2440108310518911e-32,7.5567158197438028e-32,7.1260848049586445e-39,6.5260048912468744e-40,1.0963262957791073e-39,2.7173104160210489e-33,4.0488087282117532e-33,1.6529628675644879e-43,8.1809085736784646e-46,5.2257549882074705e-29,1.6603030782027266e-31,7.3733881639109195e-32,9.1147238417636917e-35,9.0093306231166053e-35,5.3565795610999761e-43,3.9125709645874152e-36
3.2767e-11,0.0025565590296081886,8.2959319609387301e-24,5.9371724962099907e-29,2.931477691948265e-27,5.26656215270403e-28,4.2672312833466091e-31,0.0,0.0,1.7411022321245526e-20,2.1929811784293825e-28,6.4765162019571658e-42,5.5783352178950769e-43,1.2241073703993475e-39,3.2979404617648264e-66,1.0758018252840325e-44,3.5418415223143619e-40,7.447729675067635e-20,2.8005872759237085e-27,1.4256653816554601e-68,2.7019269447686777e-67,1.7703105369345729e-42,8.3141276792000738e-43,1.498416764844822e-41,8.6684341416682816e-47,9.2496658798147301e-30,2.0842665930479343e-44,1.7618210414191892e-41,1.0014889376323245e-23,3.2466347510241489e-26,3.15772890802365e-27,1.2373726249010959e-19,5.2061853508211397e-36,1.5964649579811676e-48,1.2163153179848374e-37,1.4399028154704142e-37,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3528053444092335e-19,1.3523827930073682e-19,1.2371770114405095e-19,7.4662146100629363e-21,6.2710364598412584e-21,3.1355155264670111e-21,4.6098958601812319e-23,1.1402408560161588e-22,5.4970276719882845e-23,8.228516306665123e-23,8.8014380362352752e-23,1.2505364579924452e-22,4.7186559412375622e-23,2.2996007954923699e-23,4.7872983860902475e-25,2.8735490318315168e-25,2.351453411594793e-25,1.3700995300581846e-25,2.8252061315208787e-27,9.9491640204462789e-25,4.8415662417252584e-25,5.3457132312613855e-26,1.8461243116565728e-35,6.9347791368387178e-26,2.5353412624921157e-30,4.2655233175104194e-28,3.4049610087481534e-28,4.1304088100560871e-22,7.4434756885993791e-20,6.9676655749540438e-23,3.8557008682336836e-25,1.8868455663886713e-23,1.1614650562789654e-25,7.8299662179865876e-29,6.0599561802877589e-36,7.0543113987821107e-29,8.4118750347995519e-29,3.5156709651945446e-31,6.0215402148948941e-31,7.950413919259979e-38,6.6147256722348182e-39,2.2325903639058656e-38,2.4630990598220133e-32,3.9988291672909926e-32,6.7245923458535135e-42,3.5451836026324574e-44,2.0884520734548338e-28,1.3269772710213747e-30,5.8968372424962044e-31,7.5525082619619556e-34,7.3689256469875475e-34,2.4071002192624122e-41,4.0979009894997317e-35
6.5535e-11,0.0025565590296081886,1.6654401483177695e-23,2.3804872494321613e-28,1.178206854048683e-26,2.113452188897462e-27,3.4290547452010326e-30,0.0,0.0,3.4840219068645601e-20,8.7759112130944826e-28,1.4023458718962823e-40,4.5057791405261298e-42,9.7638194024926882e-39,2.5939308639516809e-65,4.2803343988850805e-44,1.4149584992639895e-39,1.4886316971135486e-19,1.1196536496615921e-26,1.8711917212446847e-66,4.2296446831785191e-66,1.415914833991565e-41,6.5412127603007038e-42,5.3176373238829886e-41,1.3957787096485183e-45,3.697707857980464e-29,8.3722548961074135e-43,1.403052889975534e-40,4.0033143925142609e-23,1.2979797782301153e-25,1.2622792372900178e-26,2.4728682351943083e-19,4.1416856964352695e-35,6.3758437418370529e-47,2.4365127055172833e-36,2.8682759695973092e-36,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.70396692384145e-19,2.7022789572730279e-19,2.472086958365746e-19,1.4823998391258785e-20,1.2451126427994013e-20,6.2255525487244918e-21,1.8321409292054058e-22,4.5573351539570797e-22,2.184616877234811e-22,3.2900747664391366e-22,3.5183024639405107e-22,4.9981386580429824e-22,1.8864682124497965e-22,9.1387105886793355e-23,1.9083004901502002e-24,1.1480313323130886e-24,9.3947559406140033e-25,5.4736114382358068e-25,2.2523968732833542e-26,3.9401319348245861e-24,1.9353076447425849e-24,2.1861194947568789e-25,8.2054850660011738e-35,2.7797304722864369e-25,2.0354414991150046e-29,3.418259900847369e-27,2.7802732905503634e-27,8.2537091753451306e-22,1.4869327652297403e-19,2.7842250140864849e-22,1.5411294179087966e-24,7.4937008129689221e-23,9.2280602026377431e-25,3.641453268537684e-28,2.9119106491339333e-35,5.6097092247724483e-28,6.6889738304625705e-28,3.0077099292245771e-30,4.7811189092831813e-30,7.9204568987595866e-37,6.3602431087130391e-38,4.3045663651046283e-37,2.428306221205334e-31,4.401732223197982e-31,2.5791193799057193e-40,1.5262072127902281e-42,8.3387037613729167e-28,1.0595098913883359e-29,4.7142022072441932e-30,6.4563270530653949e-33,6.1410725942411901e-33,9.6599695567388095e-40,4.9150520115135774e-34
9.999999999999999e-11,0.0025565590296081886,2.5543269039721371e-23,6.1615247307740892e-28,3.0609677132968859e-26,5.4762504903613537e-27,1.6182254162108099e-29,0.0,0.0,5.3200048074036284e-20,2.2637803243783786e-27,2.075125476160668e-39,2.1411187599488104e-41,4.5463213376576377e-38,1.1799466141260942e-64,1.0938190743792493e-43,3.6354091802384676e-39,2.2695487949031992e-19,2.8836121511509241e-26,1.2928942952145709e-64,3.611843219445215e-65,6.625157364537222e-41,2.9735739493749368e-41,1.1632730008953973e-40,1.2555729024295072e-44,9.5222590017613285e-29,1.6608022164187466e-41,6.5146263874626024e-40,1.0307976034127487e-22,3.342881008563179e-25,3.2502787666979308e-26,3.7693520913092165e-19,1.9194941197525364e-34,1.2504193415962766e-45,2.4685630058193381e-35,2.9284205259341849e-35,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.122468619672572e-19,4.1181270585403053e-19,3.7673431839905032e-19,2.2395889582176727e-20,1.8811224045235788e-20,9.4055851228268503e-21,4.6737512146190323e-22,1.1731897997223127e-21,5.5724908008128403e-22,8.4749617527978171e-22,9.0593411850516881e-22,1.286653561387189e-21,4.8584425830389683e-22,2.3309580498032038e-22,4.89153233038922e-24,2.9534197499089224e-24,2.4170163245779226e-24,1.4080675657342634e-24,1.0479493243444155e-25,9.9943879037743268e-24,4.9829979093889472e-24,5.8265721654502687e-25,2.2274411809258626e-34,7.1889772296012578e-25,9.5882513770992126e-29,1.6049074495644321e-26,1.3465907722564183e-26,1.257919038232557e-21,2.2651807381043117e-19,7.1647859249354779e-22,3.9676204708052964e-24,1.9094190109161097e-22,4.2671493198208611e-24,1.1541758206777583e-27,9.0080571747788894e-35,2.5980826573606723e-27,3.0976941086321083e-27,1.5762984222870906e-29,2.211123309839324e-29,4.1835127801572784e-36,3.5309504411414412e-37,4.572517335156219e-36,1.5147914646302535e-30,3.053625584295541e-30,5.2868162646880452e-39,3.7947329775568278e-41,2.143142135159872e-27,4.9424972273606418e-29,2.2040338921585037e-29,3.3667356725680409e-32,3.063230438592617e-32,1.9120970594479426e-38,3.8113651242032021e-33
1.31071e-10,0.0025565590296081886,3.3556790114706682e-23,9.5702180597389838e-28,4.7583204670383901e-26,8.507891460179564e-27,2.767956038821341e-29,0.0,0.0,6.9751861421678649e-20,3.5134621676557546e-27,3.819474665518544e-39,3.665180695908212e-41,7.7647048286448848e-38,2.0098470539963281e-64,1.6940403263526088e-43,5.6371971712019976e-39,2.9735637418181052e-19,4.4738618131203149e-26,2.441599377672253e-64,6.4866916650067511e-65,1.1321410800387628e-40,5.0646145416714234e-41,1.7325933108267495e-40,2.2616684086717336e-44,1.4773227479591455e-28,3.0825762581299714e-41,1.1122828915836917e-39,1.5991775304882301e-22,5.1864070821937794e-25,5.0425066320173358e-26,4.9381624755641512e-19,3.2765801539158052e-34,2.3202217775084116e-45,4.4743727411015064e-35,5.3098780595527924e-35,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.4012809275550277e-19,5.3945470891358553e-19,4.9350468307738147e-19,2.9222125798425425e-20,2.4545000138818244e-20,1.2272458533821612e-20,7.2355290523699912e-22,1.8199933456475105e-21,8.6267380278400557e-22,1.3149258098457202e-21,1.4054716612402491e-21,1.9960078681173795e-21,7.5377466790371179e-22,3.6084949682813642e-22,7.5809852974011634e-24,4.5810194459228553e-24,3.7490536969231679e-24,2.1840144461981203e-24,1.7896412184899732e-25,1.5452440630054248e-23,7.7305616468857453e-24,9.1085250141696759e-25,3.4957876856110579e-34,1.1164015848389271e-24,1.6397285345439483e-28,2.7436047954949014e-26,2.3099255972588893e-26,1.6478712407048892e-21,2.9667894067590577e-19,1.1113963585199198e-21,6.1551586546018201e-24,2.9552301321172909e-22,7.2821526757047513e-24,1.8664067063184141e-27,1.4503875213319861e-34,4.4345863194689856e-27,5.2873109100444983e-27,2.7262160998669117e-29,3.7734734562772724e-29,7.240999330632571e-36,6.1407937544628826e-37,8.3066815007625542e-36,2.6614937811142091e-30,5.4097137415260162e-30,9.8204906106859343e-39,7.0781819813231917e-41,3.3234811116458902e-27,8.4431007241253477e-29,3.7660254599846594e-29,5.8198733570532329e-32,5.271172011200899e-32,3.5488102059192243e-38,6.8042961460846441e-33
2.62143e-10,0.0025565590296081886,6.8092133654942481e-23,3.8669327231898599e-27,1.9407783413574847e-25,3.4458586507006101e-26,2.2550085655752902e-28,0.0,0.0,1.3978719123803954e-19,1.4078370470109389e-26,1.1606645869033805e-37,3.0110175952168156e-40,6.1385777913415539e-37,1.5187626172837051e-63,6.635169004947529e-43,2.2301949286827428e-38,5.9323282560275904e-19,1.7857320828613562e-25,3.1744876087138632e-62,9.5827676844370303e-64,9.0468486118475014e-40,3.8051949750090074e-40,5.0458456521192166e-40,3.7112219015858577e-43,5.8951785577106723e-28,1.0758951584582898e-39,8.7393021165359748e-39,6.3795123541301351e-22,2.0701411413468051e-24,2.0117091800423749e-25,9.8460678472556087e-19,2.5640913023500405e-33,7.9127791032837893e-44,7.7921755372935917e-34,9.5119388598707616e-34,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.0775946659311028e-18,1.0749155056272542e-18,9.8336806381003757e-19,5.6804297529956502e-20,4.771388979252722e-20,2.3856786808689723e-20,2.8223401479947362e-21,7.2564644566749393e-21,3.3644047433738426e-21,5.250711580243989e-21,5.6070777056827589e-21,7.9580680934624643e-21,3.00858047560284e-21,1.4071033255272567e-21,2.991998521222487e-23,1.8236752754081374e-23,1.4926627505952814e-23,8.6933289261130858e-24,1.4126780234242519e-24,5.9473392995488649e-23,3.0837628393647427e-23,3.9072577894595808e-24,1.4662063763504283e-33,4.4998122018141666e-24,1.329834023867687e-27,2.2084175117920348e-25,1.9722146913318921e-25,3.2842341408546594e-21,5.9054011788843176e-19,4.4272879442303315e-21,2.4545471684817241e-23,1.1494603384131616e-21,5.6706262818861926e-23,1.0778540861831224e-26,7.9451604259943164e-34,3.4653966750906584e-26,4.1310689218140077e-26,2.7149350680736284e-28,2.9527772020680054e-28,6.2909113698298316e-35,6.3201043741165031e-36,1.7024377399234468e-34,3.2456151907460365e-29,7.2604045698900129e-29,3.9142786226268022e-37,3.8291539234822669e-39,1.32003009446092e-26,6.7028965637488868e-28,3.0042403350528484e-28,5.6786946646414366e-31,4.6970609776225029e-31,1.2328683022733934e-36,1.0698322686460443e-31
