Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383)
5.24287e-10,0.0025565590296081886,1.3999709042733951e-22,1.5772145852740939e-26,8.0795508540193469e-25,1.4116758815272722e-25,1.8725794418328215e-27,0.0,0.0,2.8069849435919428e-19,5.6507921067368656e-26,3.7092603852549837e-36,2.5004338699744785e-39,4.7970413234153946e-36,1.1071464519988379e-62,2.5470482927417934e-42,8.6936205440287554e-38,1.1805793222087125e-18,7.1125672361816857e-25,4.1316284872155831e-60,1.3290726872253628e-62,7.2192077741995546e-39,2.710218416655963e-39,1.3120304341198725e-39,6.2445238802322471e-42,2.3468358752037191e-27,3.6699850800639751e-38,6.7483582480516054e-38,2.5381367786397187e-21,8.245353471808139e-24,8.0047500663299734e-25,1.9571977111865938e-18,1.9648624244125888e-32,2.5805662710829603e-42,1.32646661720158e-32,1.7225072274886626e-32,0.88168480800000004,0.0,0.0094599999999999945,0.10885,2.1446019387685279e-18,2.1339990896697903e-18,1.9523023909614158e-18,1.0752030571659962e-19,9.0316229354520868e-20,4.5157533554282464e-20,1.0752673351781692e-20,2.8839291802751679e-20,1.2813585210875425e-20,2.0929498961620489e-20,2.2310570355523491e-20,3.1626202039302981e-20,1.1982416855181347e-20,5.357465360319925e-21,1.1665612912825059e-22,7.2274026227385645e-23,5.9170128125371625e-23,3.4443532372745616e-23,1.1015318320190282e-23,2.2103772289352991e-22,1.2268948269769804e-22,1.7361627871204754e-23,6.1826934395795457e-33,1.8246122953399817e-23,1.0923477406679424e-26,1.7859379251564819e-24,1.741073705689481e-24,6.5224531342001167e-21,1.1699428636051946e-18,1.7564342662572126e-20,9.7580595460095621e-23,4.3542784445663031e-21,4.3045087995556437e-22,7.0106318440778352e-26,4.9790583431616335e-33,2.649161673598477e-25,3.1570610994921753e-25,3.0789299218983482e-27,2.2907507290371732e-27,5.3563344728148461e-34,7.289790056737266e-35,3.897941765513299e-33,4.3149682493208323e-28,1.0322677526391363e-27,1.6991497902388107e-35,2.5347511082903278e-37,5.2089600783717724e-26,5.2835344721948538e-27,2.3896602921351489e-27,6.1038946285122753e-30,4.3130364026652911e-30,4.1660537590519947e-35,1.8399406434407692e-30
9.999999999999999e-10,0.0025565590296081886,2.8015716288964949e-22,6.0807992909100818e-26,3.260210170807433e-24,5.4847898932064429e-25,1.4859755942401102e-26,0.0,0.0,5.3940765742146197e-19,2.1171628937956935e-25,1.1175663371709362e-34,1.9160910829751865e-38,3.3703476147314039e-35,7.1350204820823768e-62,8.7783876778321099e-42,3.0745992089121029e-37,2.230684147500505e-18,2.6255514210738956e-24,4.9139427262610201e-58,1.5353798626778903e-61,5.2772844058129807e-38,1.6316499236429572e-38,2.9838911923758048e-39,1.0070670297795899e-40,8.6544488247069343e-27,1.1425222144026309e-36,4.6378210931634201e-37,9.3493421812941014e-21,3.0437006428098105e-23,2.94929423648115e-24,3.690123053841234e-18,1.3320192451289543e-31,7.3850439249289181e-41,2.0659867025146996e-31,3.009674312232152e-31,0.88168480800000004,0.0,0.0094599999999999893,0.10885,4.0525572743466619e-18,4.0139008865130529e-18,3.6723240580853191e-18,1.8591239536914526e-19,1.5615718774766355e-19,7.8076656731578423e-20,3.6605585321173853e-20,1.0601072591294302e-19,4.359679370409442e-20,7.7354493262603003e-20,8.2198604992386958e-20,1.1624430950726283e-19,4.4226779203926372e-20,1.8216813636698738e-20,4.1483878831720462e-22,2.6445305226357234e-22,2.1660304340692966e-22,1.259631573603721e-22,7.7286459230224157e-23,7.2175429710290444e-22,4.5207061296909958e-22,7.3046342038643995e-23,2.4838634540365078e-32,6.9376065120675719e-23,8.4331329529888162e-26,1.3347926664042852e-23,1.4388083694996162e-23,1.227434218680799e-20,2.1920434434683893e-18,6.4347809634751858e-20,3.5885349226131317e-22,1.4658100680545998e-20,2.8682664846960341e-21,4.6248234746030714e-25,3.2631692024913895e-32,1.7900231604772941e-24,2.1320605288012128e-24,3.6587659853073255e-26,1.6290423087204524e-26,4.2107815108744734e-33,8.7374979172588494e-34,9.2238404349251401e-32,5.5769008429193224e-27,1.3907646915937387e-26,7.2845335060922988e-34,1.8305751910675024e-35,1.8918784175085142e-25,3.7793178017676332e-26,1.7368894964677211e-26,6.5549567982357593e-29,3.628259206776916e-29,1.2730609358251943e-33,2.9865474570473457e-29
1.0485750000000002e-09,0.0025565590296081886,2.9446889185197923e-22,6.5406598099126524e-26,3.5106096569967382e-24,5.9006950989025605e-25,1.6185875048910929e-26,0.0,0.0,5.6582442046083596e-19,2.2756459810933962e-25,1.2278933864547291e-34,2.0862110225860849e-38,3.665510889977379e-35,7.7505260095985681e-62,9.4146690294680006e-42,3.29977572244082e-37,2.3379102310604439e-18,2.8210198336018541e-24,5.4114860546764004e-58,1.6785861787789468e-61,5.7424320646938455e-38,1.7705835014136946e-38,3.1546047031108123e-39,1.1035222527748016e-40,9.2985184612779776e-27,1.2554376094243502e-36,5.0424810654797199e-37,1.0044833585636507e-20,3.2702993572346406e-23,3.1687099221779352e-24,3.8670718623023228e-18,1.447968390108291e-31,8.1127797824557025e-41,2.2633998328718592e-31,3.2994033103027356e-31,0.88168480800000004,0.0,0.0094599999999999893,0.10885,4.2473783753586349e-18,4.2058574438946301e-18,3.8479552737143734e-18,1.9391700267412206e-19,1.6288020047581463e-19,8.1438024632680898e-20,3.9245423204337092e-20,1.1389069222015466e-19,4.6740063601192298e-20,8.3116042974656791e-20,8.8313765356904355e-20,1.2488465477900479e-19,4.7519247354030112e-20,1.9529880217862392e-20,4.4528618552960693e-22,2.8407643062344025e-22,2.326785003732134e-22,1.3530821579639127e-22,8.4053397845954477e-23,7.7288240920457194e-22,4.857036824940725e-22,7.8732301830962851e-23,2.6743590551595932e-32,7.4596937665204558e-23,9.1826996911029503e-26,1.4528520011274081e-23,1.5679468437962144e-23,1.2861666919851715e-20,2.2964100167317961e-18,6.9124864094423227e-20,3.8553203785943479e-22,1.5710222790121977e-20,3.1171915571667657e-21,5.0254781888871826e-25,3.5455299286206154e-32,1.9457516610452427e-24,2.3175282706870478e-24,4.000923243235285e-26,1.7719928029886318e-26,4.5860504591458699e-33,9.5552468670042847e-34,1.0125883887596206e-31,6.1022974584705727e-27,1.5222350409130168e-26,8.0110063898527827e-34,2.0149067829206838e-35,2.0318692744953647e-25,4.111273400042596e-26,1.8898422903200514e-26,7.1619558886879972e-29,3.9546999738849061e-29,1.3987990895949036e-33,3.2727158633144904e-29
2.0971510000000003e-09,0.0025565590296081886,6.410880933603287e-22,2.7839207066792221e-25,1.6633326531949657e-23,2.5446778578387993e-24,1.5181913698468715e-25,0.0,0.0,1.148831830061072e-18,9.2218062295071042e-25,4.2321049884671652e-33,1.7151534523201774e-37,2.6855158020924321e-34,5.2391521471058302e-61,3.2538036142439206e-41,1.199567649318704e-36,4.5851715715923143e-18,1.1096534694401406e-23,7.1579447686178502e-56,1.8889170420658641e-60,4.5359215953173984e-37,1.0247920880121287e-37,7.4109436029497316e-39,2.1343413929122483e-39,3.6500376915086498e-26,4.4090445757956004e-35,3.5508761184108412e-36,3.9343270377175921e-20,1.2863693886023002e-22,1.2416876214982154e-23,7.5506284053940745e-18,9.9642973218355436e-31,2.4510697755147643e-39,3.9602202255603875e-30,6.8984748864614156e-30,0.88168480800000004,0.0,0.0094599999999999788,0.10885,8.33159475992094e-18,8.1723276199366838e-18,7.4776996420335811e-18,3.2271092817276873e-19,2.7094045292647337e-19,1.3546237792181621e-19,1.3327630473990479e-19,4.4423627184800085e-19,1.5858226428822549e-19,3.2752707972880159e-19,3.4603835975466036e-19,4.8702077310295725e-19,1.8687077078807916e-19,6.6166818098165083e-20,1.6447261929633263e-21,1.1007411131161149e-21,9.0234441101909518e-22,5.2370534338818337e-22,6.196303938261282e-22,2.4564161288726013e-21,1.9053936237681718e-21,3.4563505652863981e-22,1.2115038076684691e-31,3.0700018276251537e-22,8.0229633231947071e-25,1.185196879893494e-22,1.3694099450412984e-22,2.5002564682385509e-20,4.4270928244638127e-18,2.6783684746539909e-19,1.504396254930842e-21,5.212679920929542e-20,2.0810007314886427e-20,3.848151237657482e-24,2.6793858419751029e-31,1.3361887616908781e-23,1.5901313421657462e-23,5.6493691136519167e-25,1.3772390338084907e-25,4.0441743991486529e-32,1.3552169567837893e-32,2.8467778582497358e-30,9.0162162692259342e-26,2.3048604342228396e-25,3.8105336166268076e-32,1.7346559207876592e-33,7.7779009498824729e-25,3.1301742355630883e-25,1.4773709281776183e-25,8.7944871485183309e-28,3.4682940155993859e-28,4.7389200758116274e-32,5.6749176914728003e-28
4.194303e-09,0.0025565590296081886,1.4512396861270936e-21,1.223062367707425e-24,9.1552294670350865e-23,1.139402394539489e-23,1.6449102922618439e-24,0.0,0.0,2.3624543399732639e-18,3.778993241556787e-24,1.5367234425073635e-31,1.3482355995055154e-36,1.8263053134641999e-33,3.4076623544196037e-60,1.0084038049861372e-40,4.0914559323366567e-36,8.8255510837811584e-18,4.2954529400092809e-23,9.5042446417525876e-54,1.8976389755480175e-59,3.532843603066766e-36,5.1455450391015816e-37,1.8191830783079142e-38,4.7497431061222241e-38,1.4070934100377617e-25,1.6211353287592658e-33,2.2656286655461557e-35,1.5106876472125669e-19,4.9794479205076128e-22,4.7717507577127014e-23,1.4410529689897028e-17,6.1504205396073514e-30,7.0417342814594631e-38,7.2467461763024516e-29,1.5440304649508944e-28,0.88168480800000004,0.0,0.0094599999999999563,0.10885,1.6041992150546051e-17,1.5454931336236863e-17,1.4144513531355747e-17,4.7878206425486288e-19,4.0126220079320875e-19,2.0059401238796113e-19,4.0710255608259731e-19,1.6923405478608283e-18,4.8382212972695735e-19,1.2704965359906118e-18,1.329600989393622e-18,1.8545376321699344e-18,7.2300869169500785e-19,2.0120221355879273e-19,5.8234413393548181e-21,4.1677403776553235e-21,3.4215897074869424e-21,1.9787693732963129e-21,4.3566190910516766e-21,6.8809833226097897e-21,7.3558069811005902e-21,1.354232398819748e-21,5.8407906153234271e-31,1.2565220706512019e-21,7.4116741313515515e-24,9.5547637988894048e-22,1.0696729572913167e-21,4.7263434005252467e-20,8.2503058273764525e-18,1.0078082079306314e-18,5.7293650628776762e-21,1.5203083411530451e-19,1.2240482534211452e-19,3.0384956979634497e-23,1.9280165295119501e-30,8.3104789586551619e-23,9.8787453191826739e-23,7.8200349306652847e-24,1.0698346666209761e-24,3.7535431505122232e-31,1.8801748202831685e-31,7.8404017090856051e-29,1.3625516270265566e-24,3.5314572685366281e-24,1.6076066673140118e-30,1.3814970979155063e-31,2.8971430059643219e-24,2.3043465751462217e-24,1.1290791631685913e-24,1.059530422535469e-26,2.8218716672227434e-27,1.6305438353828786e-30,9.2179990755799387e-27
8.388607e-09,0.0025565590296081886,3.3421041459643753e-21,5.4708274631647458e-24,6.0496173407513918e-22,5.2152882087190257e-23,2.137708669878762e-23,0.0,0.0,4.9563106538163693e-18,1.5765892150222708e-23,5.904832810111131e-30,9.893748778991535e-36,1.1014080366576716e-32,2.0425656630539734e-59,2.6765837013218569e-40,1.2912558138439633e-35,1.6400076361904123e-17,1.6135867493631001e-22,1.1740004351461383e-51,0.0,2.6806690143973707e-35,2.2404611735635024e-36,5.5147561906796443e-38,1.2416023106423322e-36,5.2421852064684762e-25,6.2790119389920102e-32,1.2499049997075664e-34,5.5923680562897261e-19,1.8704770987333489e-21,1.7687884049520284e-22,2.636331349936139e-17,3.264783805243554e-29,1.898171200302868e-36,1.3980538722045814e-27,3.4431070311067764e-27,0.88168480800000004,0.0,0.0094599999999999112,0.10884999999999996,2.9825972062888727e-17,2.7816442431863441e-17,2.5470387900071429e-17,6.2633197335143253e-19,5.2217770684073298e-19,2.6087902713195298e-19,1.0945101468578366e-18,6.1753591759666711e-18,1.2992489596889465e-18,4.7812959995759046e-18,4.9269916585635044e-18,6.7610841473152307e-18,2.7132237794181249e-18,5.3625499333835797e-19,1.9745103932881936e-20,1.5228076035743606e-20,1.2533410537844531e-20,7.2103495438708046e-21,2.8967884947459277e-20,1.6865106375128169e-20,2.7622010402614337e-20,4.4458063611620466e-21,2.9964171211239417e-30,4.9858403560527242e-21,7.2951329133161414e-23,7.3793797354106221e-21,6.9669871665989785e-21,8.4844720370599008e-20,1.4474046983800004e-17,3.5993740565706406e-18,2.0860796824592817e-20,3.7416182779007628e-19,6.0654874557038183e-19,2.377549649543405e-22,1.2020179561927562e-29,4.581174871739758e-22,5.4394993853590731e-22,9.6179172617752848e-23,8.0677238961979263e-24,3.7032462579550184e-30,2.3150741275390169e-30,1.9202769160048116e-27,2.0287547456313649e-23,5.2976015075109305e-23,5.368615633460439e-29,8.8807748077025493e-30,1.0408667486399922e-23,1.6154069159462437e-23,8.2752727029519055e-24,1.1651341058477713e-25,2.1035189131601455e-26,5.6226685102135542e-29,1.3783146188565251e-25
9.999999999999999e-09,0.0025565590296081886,4.1101721349299754e-21,8.9711153183369039e-24,1.3632594290324457e-21,8.6545916629796633e-23,7.8425054819462794e-23,0.0,0.0,6.0526109843936994e-18,2.5673922987759274e-23,5.0039669405168605e-29,2.1074648414084102e-35,1.9665522183121532e-32,3.53050661628255e-59,3.2922561618021888e-40,1.7983260702273176e-35,1.8750185343474812e-17,2.4078754894870662e-22,2.7098002360488804e-50,1.0268389278630523e-51,5.9006487061967785e-35,3.4458014032563566e-36,1.0211331393531938e-37,7.7334066947541638e-36,7.7637622086290085e-25,5.3363311579992307e-31,2.1106719039897375e-34,8.2531948503054201e-19,2.7911489191312834e-21,2.6123558048842571e-22,2.9908195528961812e-17,5.4146121506748004e-29,1.0617614158747859e-35,6.4985903171144877e-27,1.6571025414493895e-26,0.88168480800000004,0.0,0.0094599999999998938,0.10884999999999995,3.4106427593138333e-17,3.1321449823481471e-17,2.8688562637394207e-17,6.5085703292129559e-19,5.4118490196741855e-19,2.7020581392708955e-19,1.3861115495357127e-18,9.0147973246771919e-18,1.6449534117019479e-18,7.1377978180806666e-18,7.2746476626310393e-18,9.8614774259036792e-18,4.0450035349161688e-18,6.7501419727948041e-19,2.8310291136641608e-20,2.2438054289399921e-20,1.8504518908156804e-20,1.062747190651475e-20,5.8073845749096878e-20,2.0734807716797181e-20,4.1335125267022884e-20,5.9413418327713663e-21,5.4793437955640408e-30,7.6027362728875806e-21,2.0327110799380557e-22,1.6011993779598923e-20,1.2748894585788267e-20,9.5409397640204532e-20,1.6118187683852354e-17,5.1776591777282394e-18,3.0393267438105688e-20,4.4934058502542426e-19,9.6266737733129104e-19,5.3288357943177252e-22,2.1725907648551607e-29,8.0201526914759005e-22,9.5187301233355514e-22,2.7061371451987306e-22,1.7356458744388258e-23,1.0327443930791443e-29,6.5164237164424704e-30,9.2232957915689347e-27,7.076879777263734e-23,1.8535572414098002e-22,3.0569160754232321e-28,9.0781236337279341e-29,1.5265887657606918e-23,3.3319113347425059e-23,1.755173630640027e-23,3.0401298958771987e-25,4.4322565545804101e-26,4.0192388221963729e-28,4.7157485907855165e-25
1.6777215e-08,0.0025565590296081886,7.3405212154072442e-21,2.3692665775854482e-23,4.5525164958870803e-21,2.3119653233786436e-22,3.1835804774357387e-22,0.0,0.0,1.0663443379032159e-17,6.7345231732811208e-23,2.3566246694405127e-28,6.8099403219674252e-35,5.6051854537000978e-32,9.7885055943934259e-59,5.8816583959277061e-40,3.9309679196179594e-35,2.8634300417535349e-17,5.7485041033008593e-22,1.3612946439889988e-49,5.3455295416856168e-51,1.9443275903260659e-34,8.5152350453150759e-36,2.9964240779013099e-37,3.5036711381487037e-35,1.8369039433177846e-24,2.5139099433117864e-30,5.7308951364381247e-34,1.9444130432627734e-18,6.6633209288633555e-21,6.1602411663893091e-22,4.4817300672299569e-17,1.4456384648185868e-28,4.7289946488364442e-35,2.7950484487245641e-26,7.1784573808130355e-26,0.88168480800000004,0.0,0.009459999999999821,0.10884999999999988,5.2109216128548747e-17,4.6062849761041455e-17,4.222359853639899e-17,7.5400480729587118e-19,6.2112557933197276e-19,3.0943251987020961e-19,2.6125320442564572e-18,2.0956938573282091e-17,3.0989211264365265e-18,1.704879995840136e-17,1.7148445976019882e-17,2.2901146726657027e-17,9.6462179721500893e-18,1.258609234826395e-18,6.4333852859404558e-20,5.2761862801881617e-20,4.361787438004106e-20,2.4999243990013939e-20,1.8048802660644871e-19,3.7010041615839431e-20,9.9009899673882477e-20,1.2231281922633226e-20,1.5922065032354561e-29,1.8608906872494227e-20,7.5137151558589621e-22,5.2319140074440521e-20,3.7066506546334819e-20,1.3984243741493962e-19,2.3033133333054827e-17,1.1815628684475575e-17,7.0485040723057745e-20,7.6552825694453993e-19,2.4604351676527797e-18,1.7741388616414329e-21,6.2546369183751209e-29,2.2483844704897288e-21,2.6675205139594963e-21,1.0042524940709692e-21,5.6423125376413063e-23,3.8187569816476791e-29,2.4186507584350779e-29,3.9938415609488191e-26,2.8308341429544981e-22,7.421198096104193e-22,1.3655789993869711e-27,4.3523912859892603e-28,3.5694439477434037e-23,1.0551205134971454e-22,5.6566792397772364e-23,1.0926008507193192e-24,1.422648780325659e-25,1.8558610842322392e-27,1.8752366334605162e-24
3.3554431e-08,0.002556559029608188,1.4009762552290075e-20,9.1672700689352736e-23,3.5284012900659615e-20,9.1462457590603909e-22,4.9218251939796395e-21,0.0,0.0,2.3417767757759252e-17,2.9388986654795971e-22,9.3329867267450465e-27,4.7184674561114606e-34,2.3225776486243542e-31,1.4111473820830843e-52,1.0556053298835252e-39,1.4309999540094446e-34,4.5263446999969887e-17,1.8822812625337383e-21,1.4152300864883098e-47,1.0263416486754031e-48,1.3153227315961062e-33,2.8184320288890464e-35,2.7929629312112242e-36,9.8480230867775093e-34,5.8194546291256131e-24,9.9527211360053115e-29,2.1435579303803465e-33,6.14651025234842e-18,2.1815821916946511e-20,1.9494067959222061e-21,6.8039684911508098e-17,5.2514467885670168e-28,1.0665897443952689e-33,5.5348510104477624e-25,1.3663504556320864e-24,0.88168480800000004,0.0,0.0094599999999996406,0.10884999999999964,8.2377494554646852e-17,6.7512681408091432e-17,6.2036012206758643e-17,9.1153694890996925e-19,7.3517121584370612e-19,3.623447081832586e-19,5.7332531653197572e-18,6.3887554489063134e-17,6.7993503810431464e-18,5.5763548311751869e-17,5.4195084593358666e-17,6.9543619534151708e-17,3.1453978143234961e-17,2.6751023546743485e-18,2.0091432822683103e-19,1.7033018991427367e-19,1.4193905918770635e-19,8.2070209382179567e-20,1.030777002215949e-18,7.5424120293639403e-20,3.3038819246241222e-19,2.985340402944372e-20,8.3132656823255326e-29,6.4047129982872086e-20,7.7155545493288657e-21,3.261378797079174e-19,1.6454688339776453e-19,2.0579339252958313e-19,3.2078874159096099e-17,3.4512570103069803e-17,2.1496659450969929e-19,1.3366335272362466e-18,8.1336245256274892e-18,1.2309470650831483e-20,2.746500904464421e-28,1.0105936970645534e-20,1.1986183242598063e-20,8.9287901584974208e-21,3.4916410963229354e-22,3.9237043040106987e-28,2.1510201575513404e-28,7.0529594422703504e-25,3.5235978766259893e-21,9.2560193135867467e-21,2.7194331088814423e-26,1.6392691205219442e-26,1.1617360394885105e-22,6.2563847783059194e-22,3.5112767829032732e-22,8.3431874166163089e-24,8.5974896067131088e-25,5.4515088715227358e-26,2.2861373045079025e-23
6.7108863e-08,0.0025565590296081878,2.1650893959520696e-20,2.9588227154377478e-22,2.5570091983217822e-19,3.0269841601667956e-21,7.1643872202869808e-20,0.0,0.0,5.159593246730486e-17,1.2921729431568577e-21,3.4700028718035031e-25,3.9110423978862376e-33,7.7801483013251344e-31,7.2742162207972937e-52,1.5527222358398218e-39,8.1245878966973508e-34,6.2640774767422508e-17,5.5022864519425368e-21,1.6032976459828746e-45,-2.5658541216885078e-49,8.14447223959841e-33,8.0841042924804444e-35,2.7640618798441681e-35,2.5547915844261865e-32,1.593994592747079e-23,3.6938085609798523e-27,6.5861232122084449e-33,1.7232056885574598e-17,6.3755376434828423e-20,5.4557105445178569e-21,8.9459614978519674e-17,1.547052479221852e-27,2.125631749381668e-32,1.027243886878004e-23,2.3552329615027744e-23,0.88168480800000004,0.0,0.0094599999999992815,0.10884999999999902,1.1370839271949261e-16,8.5791345921818322e-17,7.9259883534688873e-17,1.1954307895661812e-18,9.3652367916439924e-19,4.4725933473620815e-19,1.2001975216247939e-17,1.7088007383538775e-16,1.4236747813426284e-17,1.6210369898668525e-16,1.51264450075642e-16,1.8459316633341931e-16,9.1162861957739727e-17,5.2879485867661357e-18,6.0079613356272611e-19,5.1276201409004266e-19,4.3339692792048348e-19,2.6066743720447086e-19,5.2316366248502589e-18,1.4764439217622728e-19,1.0072384542125367e-18,6.8739819231116197e-20,4.0230470121480695e-28,2.0364557414280474e-19,7.4454631708342641e-20,1.7302280356367229e-18,6.2327621193657215e-19,2.8403342668375859e-19,3.8852756833827841e-17,8.8513745382188279e-17,6.050785894652021e-19,2.1426544279777501e-18,2.2411089945966579e-17,7.9159567813703796e-20,1.0348714150819084e-27,4.3003891284780359e-20,5.1009749838973963e-20,6.8458467041272418e-20,1.8454868781740927e-21,3.787499869951472e-27,1.649448779827766e-27,1.0670321443157526e-23,3.771537503891939e-20,9.9174467389280987e-20,4.4147120601042198e-25,4.8212520696748031e-25,3.7421342139880112e-22,3.3885633304473006e-21,2.0093635772130854e-21,5.2721402473552075e-23,4.7033488832795617e-24,1.3339658017550264e-24,2.524058932329537e-22
9.999999999999998e-08,0.002556559029608186,2.4383066846706559e-20,5.352348470071932e-22,9.0995697657302434e-19,5.6307135881809573e-21,4.784873068741001e-19,0.0,0.0,8.1355044281525859e-17,3.4222861617463242e-21,5.8519778003112011e-24,2.2777511067375665e-32,1.4587740100930989e-30,-1.6120025381841119e-52,1.7366513666353789e-39,3.2748312361491736e-33,6.9116390067174734e-17,9.8063115273298231e-21,1.1667535753944298e-43,-1.1436949682266623e-49,2.6939821345057035e-32,1.4114533955649337e-34,1.2796545009439364e-34,2.9622218529536271e-31,2.6035278841629949e-23,6.2162112242267896e-26,1.1805163663225605e-32,2.985546534549101e-17,1.135370516595467e-19,9.3996495611250919e-21,9.5926721247742661e-17,2.5908519045611912e-27,1.9065485385819465e-31,8.8974133294834051e-23,1.9008516885786885e-22,0.88168480800000004,0.0,0.0094599999999989293,0.10884999999999835,1.2480706270220077e-16,9.1270901261046444e-17,8.4837536816506138e-17,1.4720613248708955e-18,1.1318273185998424e-18,5.1894433913020979e-19,1.8150745653339271e-17,2.8469193281754752e-16,2.1545644021540116e-17,2.8567027107054008e-16,2.5959822389499603e-16,3.046015542900225e-16,1.6040079140971062e-16,7.520470282276913e-18,1.1608536111016054e-18,9.9218838814057889e-19,8.5312845947726066e-19,5.4472975365208741e-19,1.3988442085234485e-17,2.1524591439470922e-19,1.9036747771811436e-18,1.0996550383473347e-19,1.0548090200658062e-27,4.0282318306434946e-19,3.5484704136103537e-19,4.6545673303942501e-18,1.3024501197774254e-18,3.8929642632754897e-19,4.0774591025452956e-17,1.4462311116894514e-16,1.2527736118566521e-18,2.7997383471233949e-18,3.7939530895266271e-17,2.7517067185505471e-19,2.1584081687916116e-27,1.0895964073903474e-19,1.2932993602935626e-19,2.5575542126250434e-19,4.9571740086215235e-21,1.8053478218781713e-26,6.1625708165619493e-27,7.2825135981183448e-23,1.8639786824690001e-19,4.9036652298576068e-19,3.1406723831281996e-24,5.6054785479485725e-24,9.0547132084863793e-22,1.1305169720364622e-20,7.1848840207906413e-21,1.8868047554160071e-22,1.5757783613007672e-23,1.3603405147930037e-23,1.5562404589106329e-21
1.34217727e-07,0.002556559029608186,2.7225435779423225e-20,7.8424117001615939e-22,1.5906009791702837e-18,8.3394585838208129e-21,9.0173985601287006e-19,0.0,0.0,1.1231442290749097e-16,5.6383127038748555e-21,1.1578986194257894e-23,4.2404916297746489e-32,2.1669900797484351e-30,-1.0856626935239916e-51,1.9279988650857514e-39,5.8365179344823944e-33,7.5853184738758908e-17,1.4283929769312664e-20,2.3638859003615091e-43,-5.3455283417852206e-51,4.6493238563813503e-32,2.0388187429745265e-34,2.3233665771199423e-34,5.7781349233963491e-31,3.6537784292591198e-23,1.2298860338848192e-25,1.7234702367067383e-32,4.2988010580729031e-17,1.6532655873685074e-19,1.3502658483404519e-20,1.0265466369619803e-16,3.6767506309876578e-27,3.668856990100623e-31,1.7085008347278447e-22,3.6333473544312952e-22,0.88168480800000004,0.0,0.0094599999999985616,0.10884999999999764,1.3635337256468447e-16,9.6971462134910449e-17,9.064015219273582e-17,1.7598491303493318e-18,1.335008090864068e-18,5.9352059687246272e-19,2.4547512910186073e-17,4.0309413703487346e-16,2.9149328111894741e-17,4.1422062279268242e-16,3.7230139671113831e-16,4.2945021053468624e-16,2.3243127694849884e-16,9.8430357168061273e-18,1.7434997467683055e-18,1.4909513461940251e-18,1.2897889178889508e-18,8.4024908444299827e-19,2.3098433589497088e-17,2.8557399189645238e-19,2.8362668420958854e-18,1.5285393366173154e-19,1.7336306323671529e-27,6.1003417265677953e-19,6.4654844792439062e-19,7.6968532703234708e-18,2.0090169789292237e-18,4.9880497220154286e-19,4.2773938074729293e-17,2.0299552196868089e-16,1.9265919555475242e-18,3.4833242675923584e-18,5.4094276568508231e-17,4.7908744271814626e-19,3.3272602493051222e-27,1.7757556693538603e-19,2.1080899069541042e-19,4.5060657668086582e-19,8.1943640376273234e-21,3.289484270332916e-26,1.0857719475322347e-26,1.3748682510423823e-22,3.4107713525643034e-19,8.9733642989318017e-19,5.9487397660433872e-24,1.0935470817483955e-23,1.4581563122482355e-21,1.9541074615250038e-20,1.2569147435620477e-20,3.3012315188980802e-22,2.7258074093119557e-23,2.6367704721717206e-23,2.9126622579357762e-21
