Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979),S(986),S(2393),S(1847),S(1351),S(1244)
6.834709430891394e-07,0.0029514736748469167,8.3991538496372902e-13,3.581303592370113e-13,4.4004740729983171e-12,4.1120210127582991e-12,1.8479989788902139e-11,0.0,0.0,1.5644974944528339e-10,2.1393209475407708e-13,2.2057544025394686e-13,4.1629943738820598e-17,2.143447134565263e-15,3.4676812847160822e-38,1.9849147729464443e-27,7.8895274476280577e-21,1.298894960987719e-10,8.2657290214930911e-13,2.2981486848787251e-25,2.2887826886670385e-30,4.6911429304561738e-16,1.6463357371933207e-22,3.4327003281816076e-22,3.7251008445943792e-18,6.866828340412102e-16,1.6538895205650672e-14,2.1199750500966878e-15,4.157723908410393e-10,4.3876067458515255e-12,1.0757490951933812e-13,3.5147423413042139e-11,9.326392579610129e-19,4.6466288093089524e-20,9.3755098716437989e-13,1.2166991866785666e-12,0.88168480800000004,0.0,0.0094599995823200188,0.10884999944609117,3.2439690628391374e-11,2.4318337724516069e-11,1.380639844757861e-11,2.5439368714828224e-12,5.5946906588982765e-13,7.1765200032797653e-13,3.5238570714317747e-13,1.5631425683748403e-11,1.3095632935349599e-12,5.9737937561797404e-11,1.0155418604235757e-10,3.8797719489872902e-11,1.3110308872222837e-10,4.4867233528647865e-13,2.6893346121917117e-12,2.6312956251018178e-11,1.6544861377122611e-11,1.6739389987508873e-11,1.3489141162528753e-12,2.8115480610891852e-13,8.6027144133081798e-11,6.0135984289305397e-14,2.4673009864228505e-21,4.796120738420149e-13,3.6096326632887157e-12,2.3341430010191752e-13,2.7965323751368741e-14,1.3862614043736129e-12,3.2583037991456005e-12,3.9820472836953755e-12,1.6106109138731671e-12,1.0692518031975025e-11,5.4716184748064288e-12,1.2511202205957671e-11,6.1284756445838499e-22,4.947620749639062e-14,1.5452701202785288e-13,3.6541131243572963e-13,6.3645745426192631e-16,3.3102710078124584e-17,2.5756222266655691e-18,9.2757627208546858e-14,1.2735738234011152e-12,1.8281077913758722e-12,4.1188633307669237e-16,1.2296241564771486e-15,8.3535149088543868e-14,4.9381024377122048e-14,8.7876644009158156e-14,3.4237400931228284e-15,2.2090483508540454e-16,1.2588614264986273e-14,3.0420586120750152e-13,4.2348061765432018e-15,1.7356796987086687e-16,2.5466883867429486e-18,3.1315090663668574e-17,7.9847586896919906e-14,9.2879279165517862e-16
7.360230919510844e-07,0.002951473674997122,8.6056964108747094e-13,3.8387094221590237e-13,4.5873569654596621e-12,4.5896749596488448e-12,2.1159437000885903e-11,0.0,0.0,1.7695682970892775e-10,2.6170988572335674e-13,2.8611817426420068e-13,5.3576715819542251e-17,2.4959290973805847e-15,3.8884440819038502e-38,2.1720550549702057e-27,9.0219213395587013e-21,1.4206907135022072e-10,1.0134949558202463e-12,3.177394871608139e-25,3.1261069324329017e-30,6.0381365591097192e-16,1.8406324935658169e-22,3.913838273167355e-22,4.6487509892646596e-18,7.61034880287212e-16,2.1589342778161223e-14,2.4623946668958052e-15,4.6470700353378358e-10,5.1635704886771118e-12,1.2171536260464356e-13,3.6838427343936518e-11,1.0340808628358708e-18,5.5297202002073738e-20,1.1151549828333927e-12,1.4741432623669732e-12,0.88168480800000004,0.0,0.0094599995482327944,0.1088499993977845,3.3148654408270948e-11,2.4876781335026972e-11,1.394425775208023e-11,2.7561484758898558e-12,5.9838920545928913e-13,7.702037893796751e-13,3.7699405434821742e-13,1.5805742575744928e-11,1.4193216986124746e-12,6.1613399230730036e-11,1.0844957669214123e-10,3.9836272088813065e-11,1.4468494135776041e-10,4.8173998110990367e-13,2.7631238343983581e-12,2.9530575011857857e-11,1.8507916871096541e-11,1.8496209812384296e-11,1.3861453826790323e-12,2.8987955599602402e-13,9.6021137422097496e-11,6.4605006241068047e-14,2.5353648464405994e-21,4.8519030152614838e-13,3.974549994055098e-12,2.3614567202383822e-13,3.0051963089884656e-14,1.4676627829706425e-12,3.2659143122018525e-12,3.9935836793233384e-12,1.7144200768541588e-12,1.0735491658260348e-11,5.4938682681058233e-12,1.386737682178824e-11,6.5857143787059454e-22,5.7515365933415664e-14,1.8461082508927932e-13,4.2391343719281562e-13,6.4390594452942049e-16,3.644930237906397e-17,2.9879828134580363e-18,1.1756423758975753e-13,1.4120891882892119e-12,2.0269370421586612e-12,5.2219701909484663e-16,1.5685790806554258e-15,8.9063858254768815e-14,5.266853452918745e-14,9.7199018011683363e-14,3.6531643952529123e-15,2.3561851945246618e-16,1.4980860174101279e-14,3.5238709298483695e-13,5.904449264180914e-15,1.9199055522829922e-16,2.9500485726030475e-18,3.6299893610540418e-17,1.0238635727479019e-13,1.0768099451794117e-15
7.885752408130295e-07,0.002951473675151753,8.7919041872691038e-13,4.0832427007870456e-13,4.7617455211243311e-12,5.0783450635912823e-12,2.394645201635337e-11,0.0,0.0,1.9826616880772805e-10,3.1548267220127687e-13,3.6298566738961093e-13,6.7330899667448166e-17,2.8569946785442541e-15,4.3188385114989076e-38,2.361048025699309e-27,1.020419207384124e-20,1.5437397589550318e-10,1.2239785504997407e-12,4.2760685570567066e-25,4.1533641857463978e-30,7.5889619416421938e-16,2.0402323432834588e-22,4.414443045789825e-22,5.6995185490463049e-18,8.3657454833212536e-16,2.7580784401333426e-14,2.8127248662906167e-15,5.1496679810355759e-10,6.0094111643435604e-12,1.3650407752491566e-13,3.8444553288044416e-11,1.1371651001232408e-18,6.4766639157022441e-20,1.3054820322922322e-12,1.757719910437586e-12,0.88168480800000004,0.0,0.0094599995139413515,0.10884999934913822,3.3759378533235059e-11,2.5372188338462317e-11,1.4063684394000128e-11,2.9581479162834481e-12,6.365751668287525e-13,8.2004293261582795e-13,4.0113558635604594e-13,1.5955293086751358e-11,1.5237956551084955e-12,6.3230143908648568e-11,1.1504669306847139e-10,4.0754251637627987e-11,1.5844815308980852e-10,5.1309520493298858e-13,2.8283110212477947e-12,3.2836687141635209e-11,2.0525089158041782e-11,2.0275720178026669e-11,1.4190321682355103e-12,2.9740058997733471e-13,1.0622015408767306e-10,6.8841657130997079e-14,2.5954870836071452e-21,4.8995947014414281e-13,4.3327947070825511e-12,2.3847974452336421e-13,3.202989461010752e-14,1.5438659689325537e-12,3.2715854177654614e-12,4.0021075664529407e-12,1.8112339298791573e-12,1.076688535985142e-11,5.5101172463674472e-12,1.5238049536707392e-11,7.0191332852272041e-22,6.6091646113581259e-14,2.1705481369416049e-13,4.842967491503796e-13,6.5027094024079096e-16,3.9734703495032499e-17,3.4136035893712059e-18,1.4588228261638619e-13,1.5520941103795163e-12,2.227904489425273e-12,6.4814930858994694e-16,1.9572693709855816e-15,9.42148443558694e-14,5.5730771856156514e-14,1.0604441088182816e-13,3.8668163275104803e-15,2.4932372119827414e-16,1.754526767257701e-14,4.0161781347711821e-13,8.009424368038797e-15,2.0947079467681198e-16,3.3621952129674033e-18,4.1394938544687792e-17,1.2827223301483125e-13,1.2281118325573569e-15
8.411273896749745e-07,0.002951473675310422,8.9605505099546147e-13,4.3152880358754254e-13,4.9256844208462255e-12,5.576968890965539e-12,2.6834215749517972e-11,0.0,0.0,2.2032484593426105e-10,3.7547246350299499e-13,4.5180570112224272e-13,8.2926988316645189e-17,3.2239204265600849e-15,4.7571311752601352e-38,2.5516640736675779e-27,1.1434000887740205e-20,1.6678284362834204e-10,1.4585994339085441e-12,5.6232601052677171e-25,5.3647377084731305e-30,9.3474894729362042e-16,2.244676444500943e-22,4.9336041735857649e-22,6.8825862196952135e-18,9.1307057262922583e-16,3.4583445541612694e-14,3.1683978554087577e-15,5.6643646251850938e-10,6.925781616574252e-12,1.5190841736378272e-13,3.9968808350721764e-11,1.2415737611950721e-18,7.4822804738757198e-20,1.5074765478198687e-12,2.0671091520427395e-12,0.88168480800000004,0.0,0.009459999479453177,0.10884999930017569,3.4286308787421983e-11,2.5813311744965905e-11,1.4168597941550607e-11,3.1506860417301511e-12,6.7413023493796245e-13,8.674916242441719e-13,4.2487600049282356e-13,1.6085444223991646e-11,1.6233697514005168e-12,6.4623865592667717e-11,1.2134684940488685e-10,4.1568483614953741e-11,1.723627647595029e-10,5.4294049054140597e-13,2.8860971623713516e-12,3.6223187840941192e-11,2.2592577087749821e-11,2.2076344669522462e-11,1.4481811055027173e-12,3.0388427529458117e-13,1.1660186066433132e-10,7.2873250059469603e-14,2.6487765986995205e-21,4.9409530974863603e-13,4.6830600050234194e-12,2.4050283559218532e-13,3.3911858709148774e-14,1.6156020597228763e-12,3.2758738568193808e-12,4.0084873625249193e-12,1.9020178167810752e-12,1.0790064087801179e-11,5.522109464190526e-12,1.6621200651638829e-11,7.431524184822833e-22,7.5195511241405982e-14,2.5174677850407815e-13,5.4614346807501165e-13,6.5578784427988511e-16,4.2946928571865943e-17,3.8495397121863559e-18,1.7775091414822204e-13,1.6933804459773311e-12,2.4307113487521805e-12,7.8991954963392358e-16,2.3963801817019844e-15,9.9039916857591418e-14,5.8598593970145652e-14,1.1441126338083359e-13,4.0668530455135489e-15,2.6215856577967858e-16,2.0267598686532972e-14,4.5154838354257727e-13,1.0609699473859491e-14,2.2600546287728123e-16,3.7802011465045206e-18,4.6563746118447709e-17,1.575648841361252e-13,1.3816131790075499e-15
8.936795385369196e-07,0.002951473675472787,9.1139727189099055e-13,4.5353455406523661e-13,5.0808052232158576e-12,6.0846270032531167e-12,2.981699860150751e-11,0.0,0.0,2.4308418280043693e-10,4.4188668982160134e-13,5.5313746589482936e-13,1.0038734812550602e-16,3.5944577248377416e-15,5.2034662459692643e-38,2.7437185843760387e-27,1.2709222851458314e-20,1.7927750927267939e-10,1.7178375209300087e-12,7.24855335350884e-25,6.8069848675688983e-30,1.1316218767686813e-15,2.453560427729195e-22,5.4704734313580755e-22,8.2028850409429326e-18,9.9032877945544565e-16,4.2662896982755552e-14,3.5272963010539219e-15,6.1901439848757053e-10,7.9132221613448198e-12,1.6789696812352806e-13,4.1414408712558112e-11,1.3470395725045625e-18,8.5412970476963284e-20,1.7200653002655759e-12,2.4018942853537168e-12,0.88168480800000004,0.0,0.0094599994447746166,0.10884999925091696,3.4741900919357251e-11,2.6207650298041172e-11,1.4261996402982275e-11,3.3346230008476738e-12,7.1114187964739745e-13,9.128532376641024e-13,4.4827096239069772e-13,1.620029163136645e-11,1.7184869537212442e-12,6.5826100170966191e-11,1.2735398440543576e-10,4.2293387026720293e-11,1.8640321332971263e-10,5.7146699763229513e-13,2.937512302452638e-12,3.9683098588125368e-11,2.4707204490711072e-11,2.3896915455510904e-11,1.4741125889138925e-12,3.0947749650447083e-13,1.2714751815254658e-10,7.6725660919783193e-14,2.6961846350167033e-21,4.97732846909425e-13,5.0243522304678668e-12,2.4228133835667787e-13,3.5709946051818213e-14,1.6835001084385142e-12,3.2791726420528647e-12,4.0133360698249118e-12,1.9876181944447957e-12,1.0807398571182858e-11,5.5310736411654512e-12,1.8015244899219504e-11,7.8255364257923871e-22,8.4818753025716729e-14,2.8858369600175146e-13,6.0909913623814406e-13,6.6063772470312949e-16,4.6076864577759561e-17,4.2932926835698932e-18,2.131824236826299e-13,1.8357848504525805e-12,2.6351231436404161e-12,9.4756409954337714e-16,2.8861933761491809e-15,1.0358475109577302e-13,6.1299237143789962e-14,1.2231553418328628e-13,4.2551810759096273e-15,2.7424498057295375e-16,2.3133368857124805e-14,5.0189089832822164e-13,1.3765810450856433e-14,2.4162599868388258e-16,4.2016560456588675e-18,5.1776267540586771e-17,1.903021959791856e-13,1.5364199512350188e-15
9.462316873988646e-07,0.0029514736756385508,9.2541403511321487e-13,4.7439899094124401e-13,5.2284130542231562e-12,6.6005211142026245e-12,3.2889946092125596e-11,0.0,0.0,2.6649933155127268e-10,5.1491934719572789e-13,6.6747447771741578e-13,1.1972436629390652e-16,3.9667647185547174e-15,5.6555508454827597e-38,2.9368217081368023e-27,1.4027947193930842e-20,1.9184254991204901e-10,2.0020892317096803e-12,9.1818654633569064e-25,8.4641782620769946e-30,1.3496521573992981e-15,2.6665270346308577e-22,6.0243381927868628e-22,9.6651253871266788e-18,1.0681868913590234e-15,5.187991663868325e-14,3.8876879337175491e-15,6.7261086988005733e-10,8.9721773077198593e-12,1.844396039798541e-13,4.2784696258072321e-11,1.4533390895958417e-18,9.6484367877718856e-20,1.9421753680991333e-12,2.7615830791746131e-12,0.88168480800000004,0.0,0.0094599994099111,0.10884999920137935,3.5136848332192074e-11,2.6561650378516322e-11,1.4346187302902081e-11,3.5108458643701877e-12,7.4768360135126189e-13,9.564030926996947e-13,4.7136726596323354e-13,1.6302962600797928e-11,1.8096053931692083e-12,6.6864472044473054e-11,1.3307412005150922e-10,4.2941324723661096e-11,2.0054773974332057e-10,5.9884851099307409e-13,2.9834388758975889e-12,4.3210408422282755e-11,2.6866313550427306e-11,2.5736563017171313e-11,1.4972723468489511e-12,3.1430884741712722e-13,1.3784138669136412e-10,8.0422467801926212e-14,2.7385259664786262e-21,5.0097501233197965e-13,5.3559396037250278e-12,2.4386585339601063e-13,3.7435185975995542e-14,1.7480954614734382e-12,3.2817565039361421e-12,4.0170839104037692e-12,2.0687646707833196e-12,1.0820550542814732e-11,5.5378710844588959e-12,1.9418932956484739e-11,8.2035867378075889e-22,9.4954282399385623e-14,3.2747236052059437e-13,6.728655583820552e-13,6.6495857939753275e-16,4.9117800176366562e-17,4.74276058575256e-18,2.5216683807452507e-13,1.9791786300185069e-12,2.8409551380363487e-12,1.1210398369897687e-15,3.4266552912617866e-15,1.0788887174673882e-13,6.3856290256782345e-14,1.2978407814255246e-13,4.4334532594618735e-15,2.8568857234009161e-16,2.6128091471046843e-14,5.5241010249705725e-13,1.7538425940352927e-14,2.5638540845330853e-16,4.6245903605625935e-18,5.7007941463973888e-17,2.2650415005575206e-13,1.6918013312733905e-15
9.987838362608098e-07,0.0029514736758074482,9.3827223164812497e-13,4.9418375297624397e-13,5.369554312278864e-12,7.1239552357130899e-12,3.604890471037011e-11,0.0,0.0,2.9052890719022616e-10,5.9475204767566452e-13,7.952476661307614e-13,1.4094227621110478e-16,4.3393471853354847e-15,6.1130581371602326e-38,3.1308084834246268e-27,1.5388427432746749e-20,2.0446488487601884e-10,2.3116777400552062e-12,1.1453285093023893e-24,1.0349188787803903e-29,1.5888848241377023e-15,2.8832597318454964e-22,6.5945456686274898e-22,1.1273822465482816e-17,1.1465099431929034e-15,6.2290431282177423e-14,4.2481687349365929e-15,7.2714638998498384e-10,1.010301029297424e-11,2.0150752654326058e-13,4.4083081498500686e-11,1.5602864036239695e-18,1.0798491818497578e-19,2.1727487948518909e-12,3.1456259471145475e-12,0.88168480800000004,0.0,0.0094599993748673041,0.108849999151578,3.5480307746495295e-11,2.6880866430871109e-11,1.4422960436697438e-11,3.6802130558579346e-12,7.8381650202434611e-13,9.9838333223375033e-13,4.9420381962971439e-13,1.6395868571426932e-11,1.8971691816981124e-12,6.7762973288782062e-11,1.3851488607494299e-10,4.352290983119507e-11,2.1477785504478474e-10,6.2523804934832209e-13,3.0246336333076926e-12,4.6799935784435929e-11,2.90676739979818e-11,2.7594630207925126e-11,1.5180425243785126e-12,3.1848996981794416e-13,1.4867021705700516e-10,8.3984462679976331e-14,2.776499155243611e-21,5.0390036170517789e-13,5.677307736122706e-12,2.4529493994552947e-13,3.9097311617327731e-14,1.8098380721346419e-12,3.283820384094927e-12,4.0200344238253719e-12,2.1460742087073147e-12,1.0830691654783495e-11,5.5431090178006344e-12,2.0831271293272829e-11,8.5678077962222137e-22,1.0559595344425751e-13,3.6832947208660097e-13,7.3719409474905228e-13,6.6885556435924299e-16,5.2065017737704953e-17,5.19619080647749e-18,2.9467590048055949e-13,2.1234594748645544e-12,3.0480604694459722e-12,1.3102219330976287e-15,4.0174356420980529e-15,1.1198575752602308e-13,6.6289741157126454e-14,1.3684978853891042e-13,4.6030706929875598e-15,2.9657882880374829e-16,2.9237476722804177e-14,6.0291550893015379e-13,2.1987982808130868e-14,2.7034865783494796e-16,5.0474093381254686e-18,6.2238875443507173e-17,2.6617612088542912e-13,1.8471653896787838e-15
9.999999999999997e-07,0.0029514736759792496,9.3855726033751181e-13,4.9462933597858757e-13,5.372751112686801e-12,7.1361528161270788e-12,3.6122998100785391e-11,0.0,0.0,2.9109196349669508e-10,5.9668142313096224e-13,7.9836674489297852e-13,1.4145556154978935e-16,4.3479626603261357e-15,6.1237108548945633e-38,3.1353073641344439e-27,1.5420392849116101e-20,2.0475757773102127e-10,2.3191443857588481e-12,1.1510093583931086e-24,1.0395643021463555e-29,1.594672055519359e-15,2.888317645785801e-22,6.6079300626151316e-22,1.1312819832091633e-17,1.1483270696031493e-15,6.2545898640561002e-14,4.2565025631960226e-15,7.2841899071662813e-10,1.0130033488340538e-11,2.0190850996521376e-13,4.4112304972337642e-11,1.5627677660649162e-18,1.0825573616368664e-19,2.1781766293133826e-12,3.15479714477297e-12,0.88168480800000004,0.0,0.0094599993740542183,0.1088499991504225,3.5487711338285278e-11,2.6887881476506121e-11,1.4424661079002916e-11,3.6840579071454361e-12,7.8464827257490234e-13,9.9933798600916599e-13,4.9472949732262302e-13,1.6397918840680029e-11,1.8991568758066796e-12,6.7782281823244838e-11,1.386375577369867e-10,4.3535658843093028e-11,2.1510805196857966e-10,6.2583810582153307e-13,3.025536327001567e-12,4.6883704396907071e-11,2.9119102568462425e-11,2.7637843467267174e-11,1.5184976167014798e-12,3.1857982843221873e-13,1.4892232323275422e-10,8.4065447067091618e-14,2.7773311868894498e-21,5.0396482448982107e-13,5.6846208861885582e-12,2.4532642452310708e-13,3.9135098975001468e-14,1.8112362766126814e-12,3.2838631884823791e-12,4.0200951214615599e-12,2.1478221841810235e-12,1.083089784541073e-11,5.5432154764622405e-12,2.0864051399702505e-11,8.5760881379824063e-22,1.0584817135070883e-13,3.6929768568683855e-13,7.3868772405301497e-13,6.689414195363979e-16,5.2132085519283964e-17,5.206718898874833e-18,2.9570105533659767e-13,2.126808240684479e-12,3.0528673949814159e-12,1.3147845223410964e-15,4.0316991578476622e-15,1.1207834787169429e-13,6.6344732275867528e-14,1.3700881585063586e-13,4.6069032976248536e-15,2.9682492485480518e-16,2.9310679560746951e-14,6.0408285731140876e-13,2.2099448438323472e-14,2.7066292629741543e-16,5.0571820965982048e-18,6.2359786803397073e-17,2.6713526037056675e-13,1.8507566275131814e-15
1.051335985122755e-06,0.0029514736759792496,9.5011462957254651e-13,5.1295219653541147e-13,5.5050717857507977e-12,7.6543199627021952e-12,3.929028153962226e-11,0.0,0.0,3.1513466548568967e-10,6.8155497577007133e-13,9.3682867438172187e-13,1.6403872404765194e-16,4.711002665987854e-15,6.5759003875246866e-38,3.3255597236840522e-27,1.6789029071398293e-20,2.1713343086282151e-10,2.6468615904111491e-12,1.4092901719480643e-24,1.2474364577898281e-29,1.8492904921316675e-15,3.1034772385585977e-22,7.18050383779051e-22,1.3033316500646586e-17,1.2251861435781666e-15,7.3945530640684466e-14,4.6076097142736532e-15,7.8255034201416971e-10,1.1306015579962302e-11,2.190732830251668e-13,4.5313000100703381e-11,1.6677274677027577e-18,1.1986380896406254e-19,2.4107541513002782e-12,3.5534313248190434e-12,0.88168480800000004,0.0,0.009459999339647307,0.1088499991015264,3.5780097739448159e-11,2.717007903660013e-11,1.4493713018977898e-11,3.8435197109868431e-12,8.1959105281010909e-13,1.0390018638078891e-12,5.1681275983103337e-13,1.6480892281408349e-11,1.9815901600747298e-12,6.8542304367522798e-11,1.43685116413527e-10,4.4047274995943477e-11,2.2907786460173776e-10,6.5076708908761688e-13,3.0617479744461412e-12,5.0447209747671245e-11,3.1309406441229712e-11,2.9470610412677525e-11,1.5367520944993443e-12,3.2211716162687413e-13,1.5962282958052185e-10,8.7429526889075418e-14,2.8107055602196571e-21,5.0657025709239548e-13,5.9881216525873506e-12,2.4659871984506803e-13,4.0704697332342322e-14,1.8691029383933246e-12,3.2855047734728643e-12,4.0224050704674727e-12,2.2200622547346754e-12,1.0838658463662446e-11,5.5472209306565708e-12,2.2251460617800536e-11,8.9200345303056575e-22,1.1673840641670186e-13,4.1108124119863719e-13,8.0187892679121963e-13,6.7241082582326576e-16,5.4915445045337612e-17,5.6521325710165679e-18,3.406665567077042e-13,2.2685450955605839e-12,3.2563210140812949e-12,1.514919418777783e-15,4.6579793945366477e-15,1.1590339108473554e-13,6.8616297897801025e-14,1.4354797155556247e-13,4.7652046703029851e-15,3.069905542292497e-16,3.2447588973310471e-14,6.5325407969970763e-13,2.7174383900930587e-14,2.8358549960954704e-16,5.4688317479691385e-18,6.7453084173227207e-17,3.0931169920515844e-13,2.0020364352810853e-15
1.1038881339847001e-06,0.002951473676153752,9.6106377371117213e-13,5.3076774440170218e-13,5.6356500690505775e-12,8.1910799380953453e-12,4.2610935395970945e-11,0.0,0.0,3.4028122590782577e-10,7.7548775172259441e-13,1.092533315689908e-12,1.8900608587347122e-16,5.0807683926213984e-15,7.0425398298276314e-38,3.5208883040315374e-27,1.8228231793989888e-20,2.2983880268605057e-10,3.0078418024659402e-12,1.7130671095467943e-24,1.4846158071517627e-29,2.1307802549445086e-15,3.32692890667815e-22,7.7816721858507469e-22,1.4947788664886372e-17,1.3041231111049667e-15,8.6891546413062472e-14,4.9651077801686556e-15,8.3875981642422615e-10,1.2581429419046471e-11,2.3711076720834418e-13,4.6477871023545098e-11,1.7755349348481925e-18,1.3207192623382312e-19,2.6551951858067802e-12,3.9843783697612563e-12,0.88168480800000004,0.0,0.0094599993042547015,0.10884999905123639,3.6042872988037692e-11,2.7433400771508799e-11,1.4559542091634845e-11,4.001481763987935e-12,8.5504908201526248e-13,1.078435140733593e-12,5.3922071638547404e-13,1.6559509018860002e-11,2.0632394276849625e-12,6.922025762739254e-11,1.4859452155771556e-10,4.4522287224675399e-11,2.4343445688188185e-10,6.7554726061081664e-13,3.0953432891453962e-12,5.4148369717444245e-11,3.3589918546375408e-11,3.1364107241842687e-11,1.5536846062016288e-12,3.2527317054326981e-13,1.7068977434875201e-10,9.0772850761755486e-14,2.84166350035927e-21,5.0903313047070397e-13,6.2881943073339091e-12,2.4780099370523474e-13,4.2264459053384029e-14,1.9262026768647086e-12,3.2869106018887079e-12,4.024352634910853e-12,2.2911592792524556e-12,1.0845050663968385e-11,5.5505175684083272e-12,2.3678852995356686e-11,9.261826123859653e-22,1.2837692917693746e-13,4.5566258139593566e-13,8.6675033796914268e-13,6.7568927241794237e-16,5.7667366552713862e-17,6.1093895801997802e-18,3.9008396585392285e-13,2.4143687980227359e-12,3.4656410348217935e-12,1.7348886322961565e-15,5.3475518649475695e-15,1.1966515721548496e-13,7.0849925242863543e-14,1.4991383879989889e-13,4.9208343380347305e-15,3.1698627155495334e-16,3.5744964483852245e-14,7.0330352691223595e-13,3.3156754691299831e-14,2.9616551198026876e-16,5.8878337975001089e-18,7.2637790827410799e-17,3.5589505942082805e-13,2.156034231772352e-15
1.1564402828466453e-06,0.0029514736763307735,9.7122473143136387e-13,5.4769275785255918e-13,5.761849912464685e-12,8.7337635979604357e-12,4.600809404419181e-11,0.0,0.0,3.6593582893304358e-10,8.7670021449523821e-13,1.2626250434717454e-12,2.1583254019897925e-16,5.4478776234296407e-15,7.5129509123059975e-38,3.7166634779028236e-27,1.970461536071284e-20,2.4257305443014761e-10,3.3947676738850623e-12,2.0596298828105212e-24,1.7476276555097682e-29,2.433217815710778e-15,3.5533908073038001e-22,8.3975491090186162e-22,1.7021273941953289e-17,1.3832446188101415e-15,1.0117018067570824e-13,5.3199446022564832e-15,8.9571862460306173e-10,1.3929438733828042e-11,2.5559520582000184e-13,4.7581061338388917e-11,1.8836036777708111e-18,1.4456216957937961e-19,2.9051171152447597e-12,4.4378273457452584e-12,0.88168480800000004,0.0,0.0094599992686926794,0.10884999900071862,3.6274287007144224e-11,2.76743744174343e-11,1.4621311973183032e-11,4.1547333043918091e-12,8.9022550607600042e-13,1.1168326001315668e-12,5.614499178460326e-13,1.6632873017382311e-11,2.1424458300835362e-12,6.9812084878310873e-11,1.5325342108885385e-10,4.4954718295901802e-11,2.5783635197811991e-10,6.9967312671757195e-13,3.1259026155164358e-12,5.7900080524581707e-11,3.5907852754013e-11,3.3274807467496589e-11,1.5690840091827435e-12,3.2802891192756597e-13,1.8186305229218698e-10,9.4027306410278388e-14,2.8698189123762049e-21,5.113267064517293e-13,6.5774603831299809e-12,2.4892028852515247e-13,4.3782627711945696e-14,1.9813991013227308e-12,3.2881099888323232e-12,4.0259890150624243e-12,2.3597262512170548e-12,1.0850294821623936e-11,5.5532199514768248e-12,2.5112920972321665e-11,9.5945040198570724e-22,1.4050734417078187e-13,5.0201612008412237e-13,9.3166866758971202e-13,6.7874143011691205e-16,6.0320183095719668e-17,6.5669773923529307e-18,4.428640112103465e-13,2.5608763071179394e-12,3.6759426216133312e-12,1.9698444368679166e-15,6.0852764882892928e-15,1.2329067726353659e-13,7.3002342171287728e-14,1.5598102724485935e-13,5.0707815220494145e-15,3.2661844953269532e-16,3.9116697119980439e-14,7.5296671259078115e-13,3.9993252110925036e-14,3.0815516904727685e-16,6.3036022480001931e-18,7.7782842753822933e-17,4.0590288574203922e-13,2.3088566142026419e-15
