Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107)
6.55359e-10,0.0029258854228701664,1.7928500795853061e-17,1.0727513422735204e-20,1.1349276119700256e-20,2.979459621827995e-29,4.0784518303633528e-24,0.0,0.0,5.0748258878558408e-16,8.0184487233606121e-22,2.1488909469147989e-30,4.3607937517812953e-30,6.9488286963545566e-30,1.6500183903500188e-50,1.3105155087267252e-34,6.4399672223827183e-29,2.1662324284743327e-16,6.3694719634317835e-22,1.7274020433859919e-51,1.0613540457678997e-52,4.1942872574440378e-31,2.279149347156249e-29,3.6562332691990323e-31,2.6557831750445506e-36,1.0436309386391629e-23,1.0859713714668788e-36,1.9980930520634615e-29,5.9210143609864445e-16,6.0272696346994222e-21,1.0796436835928416e-19,5.3337841499392221e-14,1.2748097111027267e-27,4.4503814265833455e-43,2.1315683485622144e-31,3.4135657180037658e-33,0.88168480800000004,0.0,0.0094599999998789853,0.10884999999999663,6.6195469304212874e-14,6.5693581018806521e-14,5.2771027730754765e-14,1.8949896059456872e-16,1.5477271905425335e-16,8.5795460113242314e-17,1.6818510830871892e-17,7.9120839999201671e-16,1.9957327380230742e-17,5.737700095953148e-16,4.8236933073940417e-16,9.7551112132829577e-16
8.912886e-10,0.0029258854228702883,2.5527393115245152e-17,1.975226461204526e-20,2.1149991173684157e-20,6.6953859164642969e-29,9.5122604112180427e-24,0.0,0.0,7.136203321809097e-16,1.4623542243706314e-21,5.0317338405421564e-30,1.0837320772595175e-29,1.8375898311807333e-29,5.7490632010767497e-50,2.881722697551279e-34,1.1455807859244024e-28,3.849563200155531e-16,1.4316037185311648e-21,9.4956920593691987e-51,4.8774424872739539e-52,1.1109903378499707e-30,4.8817716799580687e-29,5.9319135876311252e-31,1.0229606422362398e-35,2.3390623309364004e-23,3.5185971277857451e-36,4.4344414477935895e-29,1.0513745658267419e-15,1.3546292963336627e-20,1.919543366183258e-19,7.237785613552639e-14,3.4315925761065125e-27,1.5217102514463303e-42,5.8048881787446126e-31,1.0214495928277989e-32,0.88168480800000004,0.0,0.0094599999998354195,0.10884999999999422,8.976376124321532e-14,8.8877325884565792e-14,7.1376913108088713e-14,2.511766854397531e-16,2.0485164684937917e-16,1.1669192466464648e-16,2.8532873823664921e-17,1.4008466189102901e-15,3.3704350354919057e-17,1.0189782998392354e-15,8.5727806782901471e-16,1.728400142187775e-15
9.999999999999999e-10,0.00292588542287041,2.9295768111026901e-17,2.5326012454442435e-20,2.7294987112464302e-20,9.4309306843025157e-29,1.3714745135226657e-23,0.0,0.0,8.1418790555528294e-16,1.8653868075805677e-21,7.3297824953653746e-30,1.6134879899745664e-29,2.8167560736107795e-29,9.6711528837452035e-50,4.0038316059281836e-34,1.4432904724481769e-28,4.8390089961323123e-16,2.0167715853549514e-21,1.8655406137008784e-50,9.0814381945101039e-52,1.7050581208813665e-30,6.6768396164235374e-29,7.1818822515111268e-31,1.8102257609349601e-35,3.289160037933904e-23,6.1445826624342882e-36,6.1966970523348423e-29,1.3210093680448201e-15,1.9082785289412249e-20,2.4135918507768291e-19,8.1112673630090177e-14,5.3239053971147952e-27,2.6953174874998856e-42,9.0802967747441852e-31,1.6507467252577679e-32,0.88168480800000004,0.0,0.0094599999998153453,0.10884999999999281,1.0056155464101672e-13,9.9451199432577103e-14,7.985900274797426e-14,2.7843770463381295e-16,2.2689915803237728e-16,1.3093090568838796e-16,3.4963578206061315e-17,1.7571749843108192e-15,4.1202639912364532e-17,1.2804097900382699e-15,1.0776717478232106e-15,2.1689388601485546e-15
1.1272182e-09,0.00292588542287041,3.3705663337179463e-17,3.1848623401993966e-20,3.4486094230383143e-20,1.2632168837649791e-28,1.8632652016343762e-23,0.0,0.0,9.3187589102006146e-16,2.3370308097488632e-21,1.0019046117938829e-29,2.2334284346286306e-29,3.9626135169213649e-29,1.4260930861654169e-49,5.3169659738755662e-34,1.7916816296048222e-28,5.9968959625565669e-16,2.7015571985947959e-21,2.9374450666579468e-50,1.4001113285460189e-51,2.4002587533379897e-30,8.7774961414508269e-29,8.644642950713042e-31,2.7315132369828978e-35,4.4010003795020382e-23,9.217610449253572e-36,8.2589553430904617e-29,1.6365462316629872e-15,2.5561798419931728e-20,2.991746109876813e-19,9.1334488076292846e-14,7.5383615712197782e-27,4.0687171500716927e-42,1.2913304038449682e-30,2.3871740774296878e-32,0.88168480800000004,0.0,0.0094599999997918537,0.10884999999999119,1.1319754166758597e-13,1.118251469652702e-13,8.9785065481274433e-14,3.1033958237647607e-16,2.5269999112974244e-16,1.4759390088185024e-16,4.2489032171888107e-17,2.1741639408986075e-15,4.9977422507170699e-17,1.5863468270595837e-15,1.3355847841766902e-15,2.6844739625322803e-15
1.3631478e-09,0.0029258854228705294,4.2424197386352017e-17,4.7034755269581533e-20,5.1436092772278756e-20,2.1080796321375787e-28,3.2157273071592997e-23,0.0,0.0,1.16155502930277e-15,3.4243853057860947e-21,1.7668438728766005e-29,4.0015075225873617e-29,7.3254633836683209e-29,3.1386290991387845e-49,8.6919259735816405e-34,2.5784059699125274e-28,8.5801955868614188e-16,4.5089201161104796e-21,8.8167445958321962e-50,3.7493700780105079e-51,4.4450906039532677e-30,1.402101481510376e-28,1.1777417291933043e-30,6.4946411891258176e-35,7.3251481034600299e-23,1.9942017330380375e-35,1.3617533346765143e-28,2.3397729409955129e-15,4.2660979874102456e-20,4.2824899971353075e-19,1.1021259714135844e-13,1.4164936675727983e-26,9.0369174979674619e-42,2.4541028506972606e-30,4.8252535120715204e-32,0.88168480800000004,0.0,0.0094599999997482878,0.1088499999999876,1.3650498938149112e-13,1.3455292356857111e-13,1.0800907581810909e-13,3.6745542622300074e-16,2.9870787141365956e-16,1.7850122628842531e-16,5.829655337297968e-17,3.0997718355750823e-15,6.8308454734063971e-17,2.2682972123033712e-15,1.9110595126813461e-15,3.8299581328237678e-15
1.835007e-09,0.0029258854228707623,6.1073266788449894e-17,8.4989178986530259e-20,9.4360270662275353e-20,4.4900445766730713e-28,7.2138406291591398e-23,0.0,0.0,1.6468981566523395e-15,6.1139994297304713e-21,4.1375283061124893e-29,9.3950669778540425e-29,1.783715205379474e-28,1.0801563258694868e-48,1.7908566370350366e-33,4.4865065538492978e-28,1.4734316902904784e-15,9.6031541974531644e-21,5.2820355923825167e-49,1.8411374262747709e-50,1.0855250411481137e-29,2.7873801335683824e-28,1.9037272021210086e-30,2.5374175177826729e-34,1.5531919927942624e-22,6.0495536197726128e-35,2.8440177934124409e-28,4.012968612838423e-15,9.0853484990696575e-20,7.3597844741983248e-19,1.4779044726343531e-13,3.5354810137447128e-26,2.9437642948165748e-41,6.2344150676909142e-30,1.4056332886979812e-31,0.88168480800000004,0.0,0.0094599999996611561,0.10884999999997913,1.8283388133246816e-13,1.79514669840538e-13,1.4404465828188458e-13,4.7782187437280282e-16,3.8718804488923041e-16,2.4032848935008598e-16,9.3472920068229083e-17,5.2916874020621166e-15,1.0886151238849025e-16,3.8911721879275584e-15,3.2821536652258509e-15,6.5457022152795599e-15
2.3068662e-09,0.0029258854228709943,8.1661098918531644e-17,1.359188544167027e-19,1.5291509393063116e-19,8.1474134362661218e-28,1.3711886327856443e-22,0.0,0.0,2.174273609337718e-15,9.676930990922003e-21,8.2274709459806283e-29,1.8413543957349519e-28,3.5805464276738466e-28,2.7176686399184535e-48,3.1503757761430961e-33,6.9571376678093393e-28,2.2480472958999065e-15,1.7423167486380552e-20,1.8438513916906611e-48,5.701319493209234e-50,2.1851173175603986e-29,4.7481709566008733e-28,2.7964321190910198e-30,7.1103760151386754e-34,2.8061770849388578e-22,1.4487087913101709e-34,5.0659903999862672e-28,6.1153451536602605e-15,1.6482612373339637e-19,1.1237399777509352e-18,1.8508010142858821e-13,7.2521029091358493e-26,7.4776618776466141e-41,1.2992348812922694e-29,3.2482442383913095e-31,0.88168480800000004,0.0,0.0094599999995740244,0.10884999999996861,2.2870190589139511e-13,2.236862425978288e-13,1.7942129125780715e-13,5.8280166122774882e-16,4.7067264547360993e-16,3.0217673279366235e-16,1.3368771304147063e-16,8.0274194589737605e-15,1.5484410897778999e-16,5.9308155291004402e-15,5.0082098102557071e-15,9.940788853629989e-15
2.7787253999999998e-09,0.0029258854228712185,1.042720941477607e-16,2.0195258158878328e-19,2.2999312698125827e-19,1.344895892859833e-27,2.3674308567352786e-22,0.0,0.0,2.7463730321785103e-15,1.4243771150889128e-20,1.4906093051889583e-28,3.2485234798465759e-28,6.4263758732451464e-28,5.9521524652098212e-48,5.0414351928506183e-33,1.0067789416455923e-27,3.1910807136856059e-15,2.8755771128143159e-20,5.4732714544817527e-48,1.521401374469994e-49,3.9333641612415975e-29,7.3677026543050809e-28,3.8789876553486599e-30,1.7188792815992579e-33,4.6117080700763093e-22,3.0531463751076301e-34,8.2076112125616876e-28,8.6702094717616173e-15,2.7201626152355789e-19,1.5963495608811676e-18,2.2206372168130377e-13,1.3289727249585544e-25,1.6572117290442641e-40,2.4185950030559672e-29,6.6186000210389595e-31,0.88168480800000004,0.0,0.0094599999994868927,0.10884999999995597,2.7408279988540568e-13,2.6703269233031181e-13,2.1411168215037153e-13,6.834147575268069e-16,5.4999929714933387e-16,3.6404837227676244e-16,1.7810829856383835e-16,1.1328538449282923e-14,2.0524126174444276e-16,8.4099899867844554e-15,7.1098666869872545e-15,1.4044583667416991e-14
3.7224437999999998e-09,0.0029258854228716544,1.5538439590207435e-16,3.8786594785799227e-19,4.5211793588669258e-19,3.0861416997611521e-27,6.0225047481687249e-22,0.0,0.0,4.026241319101113e-15,2.6900740822445303e-20,4.2938762393237354e-28,8.4276526102955733e-28,1.7028207923737353e-27,2.2064735481366109e-47,1.0758087551874159e-32,1.8507037273042867e-27,5.5819142712307516e-15,6.5956146203754842e-20,4.2755812440261375e-47,8.7989616320612188e-49,1.0510600164287415e-28,1.4761033690720606e-27,6.7053864103078068e-30,8.3748369770936452e-33,1.0466740683250041e-21,1.1766090700426291e-33,1.8004993451085868e-27,1.5126943302170714e-14,6.2381184148615472e-19,2.7970043263298142e-18,2.9510681879098585e-13,3.6976288660938711e-25,6.9723571278398067e-40,7.0100866343155635e-29,2.285417326941159e-30,0.88168480800000004,0.0,0.0094599999993126294,0.10884999999992438,3.6338752986099227e-13,3.5131856658043066e-13,2.8150167695102858e-13,8.7694265719763427e-16,7.0093573529057335e-16,4.8786949769702094e-16,2.7482565768708257e-16,1.9564984982130893e-14,3.1389323693178701e-16,1.4677056447321115e-14,1.2439342525479409e-14,2.4315307512336702e-14
4.6661622e-09,0.0029258854228720725,2.1405605515033733e-16,6.5232326662265725e-19,7.7498430047708984e-19,5.9001706404052667e-27,1.2565590063525768e-21,0.0,0.0,5.4854626144744728e-15,4.467185596177747e-20,9.91224322244651e-28,1.7573215594415315e-27,3.5794004662912291e-27,5.8433411156458678e-47,1.9253045572169107e-32,3.0128225392213969e-27,8.6343578444202998e-15,1.2603351487595635e-19,1.7752808954624557e-46,3.0721446006687088e-48,2.2272582202515332e-28,2.5058178712154221e-27,1.0486610280591324e-29,2.6879626384486945e-32,1.9803829020150245e-21,3.2538659619969425e-33,3.301811598490295e-27,2.3341154967816632e-14,1.1918401106504271e-18,4.3335112879691014e-18,3.6693249525166795e-13,8.0818446285931291e-25,2.0167466159385463e-39,1.5861707302129808e-28,5.8522312864308513e-30,0.88168480800000004,0.0,0.009459999999138366,0.10884999999988468,4.5078557913583492e-13,4.3250950344855995e-13,3.4634189129448956e-13,1.0632949048729968e-15,8.4446429185130364e-16,6.1180008362484661e-16,3.7917488115873921e-16,2.9888832293647611e-14,4.2994491823694793e-16,2.2651333809978055e-14,1.9245160595974828e-14,3.7234715676723986e-14
5.6098806e-09,0.002925885422872472,2.7990136674941741e-16,1.0053394386654951e-18,1.2136014354839556e-18,1.0032468672343192e-26,2.3084976775237374e-21,0.0,0.0,7.1226888349248515e-15,6.8192533532333909e-20,1.9811565957225276e-27,3.1916169874418012e-27,6.509780368033601e-27,1.2832891501811268e-46,3.0775584481635498e-32,4.5249006739196536e-27,1.2335188756635179e-14,2.1418494029567901e-19,5.6288655367234991e-46,8.4590025283984037e-48,4.0835058868778703e-28,3.8281383564417003e-27,1.5326511880668913e-29,6.9406935320561244e-32,3.3335355984358056e-21,7.4130020101925018e-33,5.3959176742436275e-27,3.3266335351246102e-14,2.0251505745241705e-18,6.2006718796320789e-18,4.3755644435097945e-13,1.5195588104687811e-24,4.7388571538013823e-39,3.0774160271356656e-28,1.2594968821227822e-29,0.88168480800000004,0.0,0.0094599999989641026,0.10884999999983719,5.3631993660081069e-13,5.1075357629343448e-13,4.0876855619374062e-13,1.2458582021024559e-15,9.8380997458504251e-16,7.3584893952507695e-16,4.8794885142675787e-16,4.2180154670753945e-14,5.5002750300262494e-16,3.228669624266952e-14,2.7498043821589515e-14,5.2670047025108921e-14
6.553599e-09,0.0029258854228728544,3.5253433878094316e-16,1.4567044229206479e-18,1.782783383484872e-18,1.5731609987163684e-26,3.8840507063896792e-21,0.0,0.0,8.9364719803191182e-15,9.8110769200514688e-20,3.5804118472333109e-27,5.27401210957133e-27,1.0729235250107235e-26,2.4876735783725005e-46,4.5498731676124315e-32,6.4146814518744603e-27,1.667085799386129e-14,3.356571646467178e-19,1.5111298110580134e-45,2.0027811095639637e-47,6.7860526889962282e-28,5.4402625529440336e-27,2.1317847987770326e-29,1.5585161737530501e-31,5.1752201828774111e-21,1.4858861528214846e-32,8.1417243495821733e-27,4.4855866854704061e-14,3.1732352755322096e-18,8.3930840660112848e-18,5.0699553370923372e-13,2.5791045648996197e-24,9.740554254730591e-39,5.37902083812526e-28,2.4171158450994938e-29,0.88168480800000004,0.0,0.0094599999987898357,0.10884999999978229,6.2003501452755155e-13,5.8619732950454495e-13,4.6891557384595194e-13,1.4266345569581975e-15,1.1209838841597365e-15,8.6002496695336693e-16,5.9915444006926176e-16,5.6321146134221018e-14,6.7215697718703365e-16,4.3536129461850538e-14,3.7167750119529923e-14,7.0489960687087403e-14
8.4410358e-09,0.002925885422873574,5.1680783777898402e-16,2.6879383615625157e-18,3.364256384446217e-18,3.2727590941839636e-26,9.1484657108021668e-21,0.0,0.0,1.3088282029840312e-14,1.7950857293236141e-19,9.4395273623555367e-27,1.1858822189738266e-26,2.38366816884861e-26,7.2143433279325051e-46,8.4852393258538298e-32,1.1401335372363549e-26,2.7197919096324747e-14,6.974211305191083e-19,7.8501985145095668e-45,8.2262870502405249e-47,1.5334041001858596e-27,9.5111062799026325e-27,3.7014734391905616e-29,5.946659672013807e-31,1.05570660610559e-20,4.5978528112506703e-32,1.5739455845036518e-26,7.2864855627321549e-14,6.5914613358225059e-18,1.3733900347200499e-17,6.4238353858479341e-13,6.0194447950412027e-24,3.1489529230886349e-38,1.3251308895894132e-27,7.0491255573568298e-29,0.88168480800000004,0.0,0.0094599999984413038,0.10884999999965123,7.8216948690751785e-13,7.2918970819787815e-13,5.8282834589803609e-13,1.7857907371229206e-15,1.3921017693369657e-15,1.108790576569229e-15,8.2563945050428707e-16,8.9749656647416688e-14,9.1965679096879182e-16,7.0708449825209701e-14,6.0647407037481715e-14,1.1283029004486783e-13
9.999999999999999e-09,0.002925885422874233,6.6991702242877828e-16,4.0762995448547588e-18,5.1797527038433497e-18,5.3529545964590035e-26,1.636863794377093e-20,0.0,0.0,1.7037718494442355e-14,2.7144056561763318e-19,1.81259192160922e-26,2.0337168050462217e-26,4.0330315806760992e-26,1.458445896737495e-45,1.2757021230643963e-31,1.6810935074319658e-26,3.7697376955215349e-14,1.139518321349296e-18,2.3019818453959846e-44,2.0861946943119573e-46,2.6316895012878472e-27,1.3694234986583e-26,5.3995044715042799e-29,1.4562896121426007e-30,1.6993941546338312e-20,9.7656009302403384e-32,2.4290758759843206e-26,1.0065323483884232e-13,1.0767436810519782e-17,1.9081398038351652e-17,7.5078395901026648e-13,1.0536326509567082e-23,6.8894772234594165e-38,2.4153868114033356e-27,1.4496730786034323e-28,0.88168480800000004,0.0,0.0094599999981534247,0.10884999999952308,9.1096857260264973e-13,8.399827022047472e-13,6.7106238586276737e-13,2.0827829266073133e-15,1.6158791374697443e-15,1.3147195470679287e-15,1.0137963811178779e-15,1.2204128564393935e-13,1.1246740000735118e-15,9.763862376735093e-14,8.4064068598041015e-14,1.5398010936728999e-13
1.03284726e-08,0.002925885422874233,7.04020235665183e-16,4.4157603088782736e-18,5.627360999144926e-18,5.880564627469699e-26,1.8295440138217157e-20,0.0,0.0,1.7929196173671804e-14,2.9396042680305604e-19,2.0516301555519354e-26,2.2534430415668112e-26,4.4556028354023144e-26,1.6649944265138735e-45,1.3777424416296409e-31,1.8107326168605967e-26,4.011172430109672e-14,1.2515660007903292e-18,2.7904725940347731e-44,2.4742780125167118e-46,2.9159237338374274e-27,1.4667298028732397e-26,5.8063942957465915e-29,1.7184321687948456e-30,1.8608168967333404e-20,1.1249968106368237e-31,2.6370814296058892e-26,1.0702514186614458e-13,1.1825660736400196e-17,2.0313647554311585e-17,7.7323680681864983e-13,1.1715749260941858e-23,7.9776557905634006e-38,2.706924731872406e-27,1.6612065250427555e-28,0.88168480800000004,0.0,0.0094599999980927683,0.10884999999949393,9.3753617122069748e-13,8.6254461831196982e-13,6.8903343034408042e-13,2.1456710802639259e-15,1.6633172649817792e-15,1.3581652979826375e-15,1.0532678506884184e-15,1.2933621100217071e-13,1.1676742910241382e-15,1.038094468774233e-13,8.9448322119598191e-14,1.6330775845381333e-13
1.22159094e-08,0.00292588542287484,9.1137777749795274e-16,6.7061143032823423e-18,8.6765096794937349e-18,9.5916533141575077e-26,3.2839721713532605e-20,0.0,0.0,2.3447000026733847e-14,4.4674722558266491e-19,3.9267373103033886e-26,3.8358100570598352e-26,7.4408573854137265e-26,3.2970893661276626e-45,2.0422283558958007e-31,2.6606818034461358e-26,5.5307797126203917e-14,2.038885074605333e-18,8.0618118378708791e-44,6.1684571651143654e-46,4.9565542001967377e-27,2.084922560278937e-26,8.4769674478203383e-29,4.1889741828932082e-30,2.9775610607898822e-20,2.3728754176305607e-31,4.0189537294184796e-26,1.4700321264400563e-13,1.9259794292010681e-17,2.8088983931032154e-17,8.9970582140809221e-13,2.0248388898650834e-23,1.7331793128392238e-37,4.8934957764198311e-27,3.4115043987806352e-28,0.88168480800000004,0.0,0.0094599999977442294,0.10884999999931272,1.0864904460470618e-12,9.8727454554998307e-13,7.884315430386086e-13,2.507229221633759e-15,1.9360519803075319e-15,1.6082184796418207e-15,1.2807568895714145e-15,1.7428915962800052e-13,1.4153950944023422e-15,1.4247872703446701e-13,1.2332953588629079e-13,2.2101533780398429e-13
1.4103346199999998e-08,0.0029258854228753997,1.1363754876295644e-15,9.6152226006722979e-18,1.2603853968644571e-17,1.459071111924933e-25,5.4530692328532255e-20,0.0,0.0,2.962975451462413e-14,6.4299824783814013e-19,6.8595473908181163e-26,6.0342734636179509e-26,1.1462747691118661e-25,5.8450636190341595e-45,2.8375179095122474e-31,3.690453933657954e-26,7.2688699712481718e-14,3.0978543781588545e-18,2.0266002344100255e-43,1.3451175455258324e-45,7.7773599966355119e-27,2.8000363891023121e-26,1.172333473464337e-28,9.0889736164819255e-30,4.4429359896808103e-20,4.513590228923743e-31,5.7214836444485687e-26,1.9250191330141705e-13,2.925553000263422e-17,3.7018536777145478e-17,1.0219423107219798e-12,3.2128238364145304e-23,3.3841552101547818e-37,8.1036650281384431e-27,6.3579654660881318e-28,0.88168480800000004,0.0,0.0094599999973956871,0.10884999999910965,1.2293708882828062e-12,1.1042610897064512e-12,8.8179293563428322e-13,2.869538032831477e-15,2.2095009607224557e-15,1.8590154842126884e-15,1.5090422372172892e-15,2.2393195812770679e-13,1.6638774754358155e-15,1.8638104348918235e-13,1.6206171837399726e-13,2.8516345481401652e-13
1.5990782999999998e-08,0.002925885422875914,1.3768238326844724e-15,1.3189388502623806e-17,1.7488585569473169e-17,2.1049086604656391e-25,8.5297703502107464e-20,0.0,0.0,3.646606992522406e-14,8.876032246868369e-19,1.117120250889808e-25,8.9430155609295556e-26,1.6616923360499305e-25,9.5447642938686719e-45,3.7580681375396391e-31,4.8963212919808063e-26,9.2165595732529097e-14,4.4640595986542674e-18,4.5677260071895909e-43,2.6466553575141308e-45,1.1489993798974616e-26,3.6073476727714931e-26,1.5542439999351022e-28,1.8036208349929557e-29,6.2863616392523185e-20,7.937418757785254e-31,7.7386387181466997e-26,2.4326244156593936e-13,4.2146920008234825e-17,4.7063688450328384e-17,1.1400950048600319e-12,4.7774765067029924e-23,6.0913864445836053e-37,1.2551890408618233e-26,1.100249596889697e-27,0.88168480800000004,0.0,0.0094599999970471412,0.10884999999888643,1.3664924102528588e-12,1.2142527613072435e-12,9.6975908635605766e-13,3.2322252087963254e-15,2.4831974997435822e-15,2.1106166798576609e-15,1.7387113626308278e-15,2.7770160511519982e-13,1.9136149164162142e-15,2.3521147347261782e-13,2.0543137681148263e-13,3.550819291217656e-13
1.97656566e-08,0.0029258854228768295,1.8962122954356832e-15,2.2490193731527942e-17,3.0410877763506622e-17,3.8994227309939281e-25,1.8239991846627938e-19,0.0,0.0,5.2055571399348076e-14,1.5408836268243511e-18,2.5292320299548435e-25,1.7245663370657317e-25,3.0645656286201481e-25,2.1391234394445927e-44,5.9583608842823277e-31,7.8221984540535108e-26,1.3707694829517661e-13,8.2528769260409674e-18,1.8268604647484634e-42,8.18925423098511e-45,2.2010200380797513e-26,5.4821062406808918e-26,2.4895943882545751e-28,5.8223722372352274e-29,1.1204711428061597e-19,2.0538552847932982e-30,1.2693079525617771e-25,3.5963526242535772e-13,7.787981209650109e-17,7.0354432054269753e-17,1.3647308934431892e-12,9.1740602774097528e-23,1.6400714984325779e-36,2.5971035606748026e-26,2.7856566861943331e-27,0.88168480800000004,0.0,0.0094599999963500339,0.10884999999838599,1.6246446442100607e-12,1.4158986782308682e-12,1.1317471838457316e-12,3.9604507633251518e-15,3.033169620984074e-15,2.6164600391080294e-15,2.2008217990958623e-15,3.9565549129089107e-13,2.4155976277154952e-15,3.4652417576152402e-13,3.0527525125003926e-13,5.0986038820963537e-13
2.3099731175281698e-08,0.0029258854228775295,2.3885780582740175e-15,3.3257018631326136e-17,4.5636748552096678e-17,6.1230199005794715e-25,3.1964763799484457e-19,0.0,0.0,6.7894463546695589e-14,2.3242026700251541e-18,4.5809856180986968e-25,2.777484953031688e-25,4.7492442696855474e-25,3.8044570848083446e-44,8.2757264986670997e-31,1.0947737971155101e-25,1.8294882655675282e-13,1.2937771541983703e-17,4.9553748473373526e-42,1.8589668315645803e-44,3.5249619542019083e-26,7.4073315963266993e-26,3.5027794265171172e-28,1.3726195747572292e-28,1.7011168339679341e-19,4.1057902425459041e-30,1.8037313271425356e-25,4.7780847365373557e-13,1.2203812649218922e-16,9.4291946922473249e-17,1.5509533033708384e-12,1.4604713251366805e-22,3.3733174830225479e-36,4.3873761864892912e-26,5.5058656727164479e-27,0.88168480800000004,0.0,0.0094599999957343146,0.10884999999789124,1.8362773301701688e-12,1.5766239404435655e-12,1.2618051180689099e-12,4.6081705963538865e-15,3.523014776978045e-15,3.0664468099091963e-15,2.611377153686629e-15,5.0923982470363645e-13,2.8609437260283914e-15,4.5860482663161835e-13,4.069870378093949e-13,6.6048509340892567e-13
2.6433805750563396e-08,0.0029258854228781427,2.9037715442233471e-15,4.6561564360399325e-17,6.4737581199135035e-17,9.0301709709756716e-25,5.1932792762685239e-19,0.0,0.0,8.5616194685836134e-14,3.3271479609082219e-18,7.6121672345188151e-25,4.1757119805042512e-25,6.8827440954721803e-25,6.1776149467559078e-44,1.0919849765536115e-30,1.4551868529405339e-25,2.3423503950537119e-13,1.9051389261332119e-17,1.1593495985144806e-41,3.749855320371891e-44,5.2724362923731017e-26,9.5662294997104661e-26,4.6894019741317998e-28,2.8674996619765221e-28,2.4269411460102648e-19,7.4240438249915901e-30,2.4235481462407042e-25,6.0936413852717102e-13,1.7963342172701906e-16,1.2119850502198937e-16,1.7265570832328899e-12,2.160781354308541e-22,6.2473164460705784e-36,6.8522295706973487e-26,9.8892129243042445e-27,0.88168480800000004,0.0,0.0094599999951185797,0.10884999999735409,2.0340545685737275e-12,1.7238563787707612e-12,1.381935822146545e-12,5.2602500703399748e-15,4.0169117709738832e-15,3.5197398910476423e-15,3.0245663619268519e-15,6.296501268170331e-13,3.3086280284301102e-15,5.8221297153124234e-13,5.203496761701729e-13,8.2165903841760856e-13
2.9767880325845095e-08,0.002925885422878688,3.4347084745674305e-15,6.250323009542667e-17,8.794998023483749e-17,1.2697454413797319e-24,7.9597718304096624e-19,0.0,0.0,1.051673796460949e-13,4.5740646491752055e-18,1.1850333464904357e-24,5.9600720765230384e-25,9.489580955811645e-25,9.3692966147101343e-44,1.3869513056017506e-30,1.8608221957190322e-25,2.9058288240301905e-13,2.6749303756984457e-17,2.4300635466948854e-41,6.9218085215043238e-44,7.4910621740352335e-26,1.1942951562597364e-25,6.0487558478445053e-28,5.4658450092746912e-28,3.3029640078260282e-19,1.2439268876731202e-29,3.1237237105122138e-25,7.5342769019484148e-13,2.5211879785292356e-16,1.5090549782205194e-16,1.8922900634020989e-12,3.0264217143440363e-22,1.0683608354338058e-35,1.0087829119080753e-25,1.6506107293158343e-26,0.88168480800000004,0.0,0.009459999994502824,0.10884999999678023,2.2193031388471079e-12,1.8598332685437382e-12,1.4939168314596565e-12,5.9164771583218286e-15,4.5147081237509262e-15,3.9766034227253166e-15,3.4410706984068252e-15,7.5533419394067217e-13,3.7593933792599151e-15,7.1614759490460505e-13,6.4443806480330039e-13,9.9138273758601015e-13
3.643602947640849e-08,0.00292588542287961,4.5207682016962819e-15,1.0254467585844024e-16,1.4745514803359532e-16,2.2599606713555285e-24,1.6418515686364582e-18,0.0,0.0,1.49559684100521e-13,7.8938205695810142e-18,2.4905219111459667e-24,1.0838544316567662e-24,1.6206949223447066e-24,1.8573836758469134e-43,2.060813466916164e-30,2.7981147359083542e-25,4.1721626517447775e-13,4.7473249520890677e-17,8.4427787762134407e-41,1.9401198532747682e-43,1.3517743875792934e-25,1.7297184833656314e-25,9.2883431934128962e-28,1.6283429650046945e-27,5.5159050681345513e-19,2.9554861626265088e-29,4.7464942346482809e-25,1.0761234470340785e-12,4.471248612517614e-16,2.181059084996137e-16,2.1969614238834423e-12,5.2729738766341814e-22,2.6217230954701879e-35,1.9227790296140676e-25,3.9072064843466076e-26,0.88168480800000004,0.0,0.0094599999932712571,0.10884999999554143,2.5569712392091992e-12,2.1052233266248954e-12,1.6990104577840263e-12,7.2430409877267435e-15,5.5233222980199406e-15,4.9020207825001367e-15,4.2846616992993e-15,1.0176637650603169e-12,4.6704685692059679e-15,1.0107597305761247e-12,9.2142428072922051e-13,1.3500482488621651e-12
