Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424)
1.0485750000000002e-09,0.002978305669255037,3.774367509516546e-24,3.7608554675855838e-28,3.9673723422693673e-26,4.1956625101995132e-27,1.3577211083877232e-28,0.0,0.0,3.429836860066578e-20,5.5224781457699841e-27,2.3946534336163188e-37,1.3608641164829793e-41,5.9770996329534046e-38,8.78411733924053e-68,2.1168953063557024e-45,2.8849079832897077e-40,5.4174299260707801e-20,3.0388633189247965e-26,7.1435970768338066e-63,2.7639493066703028e-66,4.0049784851520846e-41,8.2082668823612133e-42,2.9848114790594087e-42,2.5284218286427636e-44,5.4274171424594848e-29,1.350476973113103e-39,6.2277127051915714e-40,1.922845592087666e-22,3.6640588758182798e-25,3.7544105740183451e-26,9.9801247566824628e-20,2.7776817844623141e-34,3.5896356343673716e-44,5.1725776022295966e-34,8.0609602993952922e-34,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.0439620801445075e-19,1.0357873503262459e-19,9.9496606023225611e-20,1.2275318550781206e-20,1.0388060011065535e-20,5.1926800794071178e-21,2.093290303932189e-21,2.4823350872522714e-21,2.4756614830803714e-21,1.7770858227384882e-21,2.0127650745124141e-21,2.6015299659343338e-21,9.4735305550005441e-22,1.0443601664706626e-21,9.2666440443479888e-24,3.5547930487515649e-24,2.9375730550899568e-24,1.4963629743880986e-24,1.4837142932743529e-24,1.6312720027885349e-23,7.0660312830744424e-24,3.0719491635194324e-24,3.8080769198435911e-34,1.5730147596149218e-24,1.4080563801330326e-27,2.5997026431450524e-25,5.2062561367539917e-25,6.2104959481412804e-22,5.3525221218589448e-20,1.3494951611758582e-21,1.5636786540499503e-23,2.0540707612892628e-22,3.4226984613916583e-23,6.7525630487301526e-27,6.7348040699621638e-34,5.2573402788019316e-26,6.2178596399586197e-26,7.6777659566863224e-28,3.0970219619271105e-28,1.3899292038142747e-35,3.1816097996402962e-36,2.8860117175966202e-34,5.8559661695023031e-29,1.705283169753041e-28
2.0971510000000003e-09,0.002978305669255037,7.685726790904794e-24,1.5211678150812503e-27,1.8689810585866242e-25,1.7049086266126123e-26,1.268294208036717e-27,0.0,0.0,6.8965706744317899e-20,2.2192217981405407e-26,7.4190895132266225e-36,1.0849987862090567e-40,4.4319128436742736e-37,8.693884056426578e-67,7.549126388778629e-45,1.0582061826352539e-39,1.0651664177291677e-19,1.197922194333332e-25,8.4257374859058984e-61,3.1362939558284522e-65,3.1571973302793779e-40,4.8971562567185651e-41,6.7168364252286111e-42,4.9901020109880931e-43,2.1376809223219096e-28,4.2262863796922769e-38,4.4473740965463954e-39,7.5516082081348366e-22,1.4443725319301393e-24,1.4745712291514476e-25,1.9538841504973263e-19,1.9775524301165789e-33,1.0218997843744259e-42,8.079487781518441e-33,1.4490220447942674e-32,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.0529681661605972e-19,2.0214142478488877e-19,1.942175880891151e-19,2.0889745429350593e-20,1.7678214079506703e-20,8.8350329079799996e-21,7.2837200835439029e-21,9.7232365558924158e-21,8.6113033062251291e-21,7.0166613071578207e-21,7.9051182816970863e-21,1.018778014592716e-20,3.7342309692025549e-21,3.6295931466514025e-21,3.3023234022914192e-23,1.3764085414731427e-23,1.1381272361831364e-23,5.7748097328110652e-24,1.0634629195139718e-23,5.3668828861181526e-23,2.7688007860560599e-23,1.2185543241946162e-23,1.4939740798415555e-33,5.9505141663456905e-24,1.0847257036916336e-26,1.9690614305280173e-24,4.1329111294250439e-24,1.2126783446662232e-21,1.0402085049758277e-19,5.2664094897029878e-21,6.127284611989907e-23,6.9966629659923217e-22,2.3534674308741061e-22,4.5508167163218126e-26,4.1070746120602525e-33,3.6931535958342681e-25,4.3665222093312844e-25,8.5097113988648367e-27,2.073013294906761e-27,1.0840659888819603e-34,3.5445440801292825e-35,6.4033190443407701e-33,7.2475412799791466e-28,2.2005549081716859e-27
4.194303e-09,0.002978305669255037,1.5793555080435569e-23,6.1854931911208085e-27,9.8001378495495925e-25,6.9874605981876929e-26,1.3145217860322549e-26,0.0,0.0,1.3933029663703736e-19,8.9547426948085536e-26,2.2645352789695318e-34,8.2718167538118372e-40,3.0769951211017698e-36,7.0891918851464427e-66,2.4560515337194828e-44,3.6299801470635207e-39,2.0601723310827641e-19,4.6563012548657622e-25,9.445155367776206e-59,3.133719446916591e-64,2.455262675309903e-39,2.5412274585544218e-40,1.4965952604802116e-41,1.0966163393771159e-41,8.295041206718476e-28,1.2978588919396476e-36,2.9020552322532621e-38,2.9143650701471275e-21,5.6142318469677516e-24,5.6914327697801549e-25,3.748081501549457e-19,1.2855781612011959e-32,2.6571849071228291e-41,1.2378669405722761e-31,2.7287546170746203e-31,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9719881868241033e-19,3.8542782830541029e-19,3.7047650243136564e-19,3.1805853283554649e-20,2.6908681251783239e-20,1.3444204312355536e-20,2.3013174223179672e-20,3.7336255140126251e-20,2.7195163256385142e-20,2.7331616384973123e-20,3.05103191780067e-20,3.9101937234919507e-20,1.4513000972510022e-20,1.1442080162704624e-20,1.093310553012087e-22,5.2036333247390854e-23,4.3076557920403236e-23,2.1712748587856265e-23,7.0980103631928657e-23,1.5616002268061843e-22,1.0674867678824125e-22,4.4785450080268386e-23,5.8372551603517686e-33,2.1739401960489756e-23,8.2550431929018096e-26,1.4394609036632941e-23,3.0542974189351964e-23,2.3127713257521093e-21,1.967735371997476e-19,2.0082005744348659e-20,2.353037370072944e-22,2.1172564962118924e-21,1.4474807628206709e-21,3.1277421924434516e-25,2.5729853889368071e-32,2.3708304512967652e-24,2.8018856803154827e-24,9.886881269214863e-26,1.3444972487951902e-26,8.3013459538003261e-34,4.128964974061937e-34,1.4886144536873076e-31,8.9758620650754345e-27,2.7969931975793877e-26
8.388607e-09,0.002978305669255037,3.2499366638137215e-23,2.5129772908825605e-26,5.8517575939631114e-24,2.8727922759257039e-25,1.5498174963537438e-25,0.0,0.0,2.8370683630073386e-19,3.6384718343313707e-25,7.0361511504091945e-33,-3.0215371425786892e-35,8.4887971483191691e-36,4.6410574953231016e-65,6.9499622501009868e-44,-1.5466357402467576e-35,3.8624629014410756e-19,1.7624108279770434e-24,1.0851499791395542e-56,1.6904220584154653e-35,-1.7658067971944452e-36,-1.6818537463923814e-35,-1.0678865755665695e-38,2.6762111573729342e-40,3.1290053488762609e-27,3.9830531671943431e-35,1.6520728564593566e-37,1.0886574473384985e-20,2.124974608581548e-23,2.1264192073778575e-24,6.9207834443719539e-19,7.3023094116540891e-32,6.237930189623213e-40,1.8953190596834514e-30,5.2667533407384872e-30,0.88168480800000004,0.0,0.0094599999999999979,0.10885,7.4511197378807372e-19,7.0392575307050492e-19,6.7715423065175768e-19,4.2136619403905891e-20,3.5605780917929579e-20,1.7782780032177617e-20,6.4233957515481238e-20,1.3819224729121145e-19,7.5870104563171966e-20,1.0368685968788806e-19,1.1398267388759553e-19,1.4459582899038426e-19,5.4917390007838495e-20,3.1801204599307695e-20,3.3234542261297063e-22,1.8968895077998398e-22,1.5734014393325767e-22,7.8515435633751928e-23,4.3483256261326647e-22,3.9195551181047558e-22,4.0067069038737493e-22,1.4356588511707503e-22,2.3163822233700102e-32,7.6046507282117306e-23,6.3118268925853043e-25,1.0045656225074099e-22,1.9800885620950118e-22,4.2195757178657722e-21,3.5431344585750655e-19,7.3410958867589927e-20,8.7003623226093448e-22,5.4249829469254029e-21,7.6052621588262509e-21,2.1248451219690169e-24,1.51778832476991e-31,1.3544016220505263e-23,1.5999122864544607e-23,1.1143707891041703e-24,8.5546831433333418e-26,6.3669221154368935e-33,4.6600173788281782e-33,3.3644727275097715e-30,1.1112975890239247e-25,3.5184264635795432e-25
9.999999999999999e-09,0.002978305669255037,3.8719716138052261e-23,3.9421068343717027e-26,1.2244465100439131e-23,4.5402514343767789e-25,5.193698167032243e-25,0.0,0.0,3.4140151259332018e-19,5.8079261867423946e-25,4.7576218310186475e-32,-3.7844345783874801e-35,3.2968720503635025e-35,8.2217808270307251e-65,8.7594248007762593e-44,-1.6089386724162278e-35,4.4356088193272671e-19,2.6454842860971681e-24,2.0267343792423253e-55,1.9317496531448352e-35,-2.128880099752388e-36,-1.5403947585875824e-35,-6.7753844560402336e-39,1.5546180075305959e-39,4.682026641656172e-27,2.734325399300544e-34,2.8453990009192711e-37,1.617339945097916e-20,3.189696004266193e-23,3.1593681548839364e-24,7.8866445006979519e-19,1.2599407258645425e-31,3.0723454486488896e-39,7.2643843997020498e-30,2.3378840651581952e-29,0.88168480800000004,0.0,0.0094599999999999979,0.10885,8.5592011632507507e-19,7.9793814589362172e-19,7.6789606487750088e-19,4.3498901848251107e-20,3.6729638815388726e-20,1.8341705341171669e-20,8.2287484459761147e-20,2.0385439695733515e-19,9.7182659224098641e-20,1.5578851532792797e-19,1.6933927376676326e-19,2.1313684555244718e-19,8.2414224253982595e-20,4.0616149927466669e-20,4.4864903343892342e-22,2.7903670904297599e-22,2.3180833401578003e-22,1.1501351963639856e-22,8.2276757127915115e-22,4.799646147570821e-22,6.0005954079136137e-22,1.9115611928385623e-22,3.7092958028536339e-32,1.0994956865161149e-22,1.4685358509498171e-24,2.0807366403259016e-22,3.69448429011386e-22,4.7786634650365675e-21,3.9899939731021979e-19,1.0731722746820905e-19,1.281697320467155e-21,6.5704421771502643e-21,1.2480988572161198e-20,4.3975122797668622e-24,2.7532754174280444e-31,2.4117245223476785e-23,2.8483748314052843e-23,3.0998318159433147e-24,1.7094268045210865e-25,1.4828504774679861e-32,1.2968842116341296e-32,1.6066753437829787e-29,3.5052172103431174e-25,1.1175014776209345e-24
1.6777215e-08,0.002978305669255037,6.4881332786546315e-23,9.9527561167489856e-26,3.9130987012537496e-23,1.1553270121029894e-24,2.051917292057307e-24,0.0,0.0,5.840544380995505e-19,1.4932241967545275e-24,2.1808009368773261e-31,-6.9930372876116618e-35,1.3592666047389503e-34,2.3281627726265679e-64,1.6369682968941776e-43,-1.8709730528826425e-35,6.8461524371083212e-19,6.3595246762897482e-24,1.0094403262270468e-54,2.9467279948118325e-35,-3.6558979235825967e-36,-9.4544493937184651e-36,9.6419215742337035e-39,6.9674841674400391e-39,1.1213741251777609e-26,1.2559185221808124e-33,7.8643036667121071e-37,3.8408788049865926e-20,7.6677133554988972e-23,7.5037565823329968e-24,1.194887391267158e-18,3.4878001608439319e-31,1.337049509603986e-38,2.9845660449898504e-29,9.9554863387412458e-29,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.3219582620312462e-18,1.1933365364952444e-18,1.1495391029459423e-18,4.9228404841036292e-20,4.1456373138132176e-20,2.0692439760394125e-20,1.5821721334010147e-19,4.800170125635212e-19,1.8681924392835903e-19,3.7491825098429096e-19,4.0215869091087038e-19,5.014074322806146e-19,1.9806072234940797e-19,7.7690147209432635e-20,9.3780008215504093e-22,6.5481652657744749e-22,5.4500749452480712e-22,2.6851757629669011e-22,2.4543490413212626e-21,8.5011430054216812e-22,1.4386514347555616e-21,3.9131166721575275e-22,9.5676275720620917e-32,2.5253944961749435e-22,4.9902852986088444e-24,6.6069089425046743e-22,1.0904909334696578e-21,7.130081068589599e-21,5.8694007998328593e-19,2.499205974432215e-19,3.0130662055917179e-21,1.1388027630834373e-20,3.2987374155535247e-20,1.3955921650935132e-23,7.9495010784983817e-31,6.858625197563081e-23,8.0991727972515468e-23,1.1450306376159023e-23,5.3010151315634606e-25,5.0416325326191132e-32,4.7914191663872556e-32,6.9490150066828158e-29,1.3573591571159369e-24,4.337718095241803e-24
3.3554431e-08,0.002978305669255037,1.1784492998080769e-22,3.6496778664356906e-25,2.7701959875548413e-22,4.3086232220986347e-24,2.8909830314237727e-23,0.0,0.0,1.2154050009947909e-18,6.1936437914494891e-24,7.1334014397781719e-30,3.0071500601455957e-34,6.4395107176901127e-34,-2.3637504554934052e-56,-8.142243432136977e-36,7.4422290593691217e-35,1.1063066955912351e-18,2.1217432940992346e-23,8.1092407759415413e-53,-6.6427044923566751e-36,1.7412008162029196e-35,4.780957809862845e-35,2.3245953881715688e-38,1.8163037776882992e-37,3.6899596145308462e-26,4.1250097433376408e-32,3.0564214226082514e-36,1.2386183534891815e-19,2.5581334309632016e-22,2.4198816414354481e-23,1.8548879397531717e-18,1.3699113425488279e-30,2.6754354981420809e-37,4.9022439892612729e-28,1.7849627112940993e-27,0.88168480800000004,0.0,0.009459999999999991,0.10885,2.1389371549038195e-18,1.8045790454289436e-18,1.7421881463680769e-18,5.4013884364001531e-20,4.5148871462029614e-20,2.2495230903765424e-20,3.5418499106209565e-19,1.5122749915066785e-18,4.181913947739628e-19,1.2527865671243551e-18,1.2964849717727859e-18,1.5749811422462559e-18,6.6008648563526489e-19,1.7115081842207671e-19,2.5093278639706845e-21,2.0916967393430711e-21,1.7511446250491837e-21,8.535808983967211e-22,1.2911431130174116e-20,1.6278187146220203e-21,4.811711655500952e-21,9.3452337509442654e-22,4.1263303813257778e-31,7.8398327497019442e-22,4.1373626781837974e-23,4.0033731794820984e-21,5.163477725275487e-21,1.073635289162346e-20,8.5968433247091842e-19,7.658921895983304e-19,9.4537838234815142e-21,1.9512051129030367e-20,1.166423932843865e-19,8.6730527660570507e-23,3.669886722567253e-30,3.1502130625566386e-22,3.7196119780092532e-22,1.0542475370013584e-22,3.1044092771835967e-24,4.1831786740735459e-31,4.4129946871907503e-31,1.287551876555312e-27,1.5828769271838017e-23,5.0846509144990417e-23
6.7108863e-08,0.002978305669255037,1.8114721150015144e-22,1.1646780099544551e-24,1.9367543603873298e-21,1.4002902230336073e-23,4.0445856686774542e-22,0.0,0.0,2.5393084555303282e-18,2.5834529061136993e-23,2.3886047447356782e-28,5.4181586971160303e-36,1.5967728467594482e-33,-1.5876662732487026e-54,-3.1563291551143856e-34,4.516108942782705e-35,1.5686632287986633e-18,6.3355182830429019e-23,5.9896852391596961e-51,2.0935823960581176e-37,3.675239594261302e-35,1.7220071883021531e-35,2.9146984740235947e-38,4.4753041640322021e-36,1.0715464610229738e-25,1.3816299928116219e-30,9.6988025477207961e-36,3.5447991962798747e-19,7.638178340277339e-22,6.9207130831818065e-23,2.5003018989123648e-18,4.3861699609728561e-30,5.0261413310057924e-36,8.2147416509111521e-27,3.0041783427965602e-26,0.88168480800000004,0.0,0.0094599999999999823,0.10884999999999999,3.0357983475536289e-18,2.3623852980426835e-18,2.2880556360128107e-18,6.0003840225644096e-20,4.9488094158825478e-20,2.4495079906562641e-20,7.4910216102260576e-19,4.2019437736853782e-18,8.8459138433751626e-19,3.742411403900577e-18,3.705314723428701e-18,4.3546025397913569e-18,1.9666856426194533e-18,3.5095227422948186e-19,6.4404125465887377e-21,6.0976494091570853e-21,5.1558360087642545e-21,2.5214847475738913e-21,6.3261929931855703e-20,2.8373392836872284e-21,1.457444102732559e-20,2.0675920839108773e-21,1.8026826567454518e-30,2.2434012613326683e-21,3.5211425412302133e-22,2.1708460985615462e-20,2.1666564514422122e-20,1.4132557463246009e-20,1.0878129538582155e-18,2.0656874302386783e-18,2.6335624997534011e-20,2.8257284683294063e-20,3.4002334396455162e-19,5.0112190491011774e-22,1.5209059693007124e-29,1.357442845097257e-21,1.6029242894672186e-21,8.7829970069725218e-22,1.6530222042913769e-23,3.5615305651471807e-30,3.6770925157493667e-30,2.1586348965634998e-26,1.6924923495745064e-22,5.4517083397027988e-22
9.999999999999998e-08,0.002978305669255037,2.0494353474738656e-22,2.1287182669329682e-24,7.0947908923183927e-21,2.6052516675536438e-23,2.7729343935815159e-21,0.0,0.0,3.8792973312782982e-18,6.5816083094618537e-23,3.951949985760685e-27,-4.6703941372899514e-34,3.1328729540132415e-33,-1.7698953740709898e-54,-4.1112873090222764e-34,5.5495939837036991e-35,1.7426552621029327e-18,1.1401742816211134e-22,2.3216491572519577e-49,3.2612154320100955e-35,7.3274086744469562e-35,2.2876139426721747e-35,7.3469871607470253e-38,5.1524207853638961e-35,1.8536145221873544e-25,2.2845382261114697e-29,1.7590510047379712e-35,6.1941189221942815e-19,1.3744732945130794e-21,1.2073910668109016e-22,2.7062157682346858e-18,7.8594494980768173e-30,4.5392292808811048e-35,7.0004449845675631e-26,2.463164874873598e-25,0.88168480800000004,0.0,0.0094599999999999736,0.10884999999999996,3.3707099458522976e-18,2.5285418688744849e-18,2.4549593738860957e-18,6.551433898459314e-20,5.3440440474923532e-20,2.6156145999720021e-20,1.1363499351637062e-18,7.1786848578656026e-18,1.3420538201097489e-18,6.7240592946938003e-18,6.4578132580440552e-18,7.3967073814714676e-18,3.527821571739802e-18,5.125827977041676e-19,1.1153707942118315e-20,1.1215046460661566e-20,9.5966130185171327e-21,4.8068817607732556e-21,1.7242455099313208e-19,3.7633913617288458e-21,2.6867311931685487e-20,3.2217596465847397e-21,4.6737865868249561e-30,4.0771316849639904e-21,1.6289753418232528e-21,6.179504805517156e-20,5.1118155611839936e-20,1.5714832943694559e-20,1.1499378733002192e-18,3.4741575767681133e-18,4.6479853927954126e-20,3.2874177434453628e-20,5.8917619025016892e-19,1.5816759131279292e-21,3.5712913572732324e-29,3.4570160673635295e-21,4.0827280302372671e-21,3.708793116709408e-21,4.6697505847238375e-23,1.647949929461449e-29,1.5528348761430568e-29,1.7232968834814932e-25,8.7799481024883578e-22,2.8317168926056402e-21
1.34217727e-07,0.002978305669255037,2.2969962914684883e-22,3.1316409184150573e-24,1.2460865221267376e-20,3.8588125205613186e-23,5.2369373632748773e-21,0.0,0.0,5.2733316431168051e-18,1.0741020314444906e-22,7.8147986073752608e-27,-9.5855249922553537e-34,4.7309282025952859e-33,-1.9594742756271293e-54,-5.1047615512427327e-34,6.6247623182255018e-35,1.9236648725575788e-18,1.6672302116020481e-22,4.674624151984815e-49,6.6321844268461638e-35,1.1126879776453371e-34,2.8760331727641426e-35,1.195804223821337e-37,1.0047072320518365e-34,2.6672255388068807e-25,4.5174826679908317e-29,2.5800511811295077e-35,8.9502929978139274e-19,2.0097581689139514e-21,1.7434950882015235e-22,2.920434710133376e-18,1.1472815949814556e-29,8.7386522175469569e-35,1.342863068826676e-25,4.7131414507852646e-25,0.88168480800000004,0.0,0.0094599999999999632,0.10884999999999995,3.7191294498578153e-18,2.7013999911090173e-18,2.628594798463472e-18,7.1247091311384307e-20,5.7552195786200823e-20,2.7884207456051429e-20,1.5392164768985773e-18,1.0275486095480557e-17,1.8179669738571949e-18,9.8259652439253045e-18,9.3213276274429717e-18,1.0561508676665015e-17,5.151922405728347e-18,6.8073232464584473e-19,1.6057103501675537e-20,1.6538842207187004e-20,1.4216498776422081e-20,7.1844551199511812e-21,2.8599000073964615e-19,4.726793666556763e-21,3.9655988122831766e-20,4.4224779608172237e-21,7.6606900334308827e-30,5.9848214990136245e-21,2.95733574833184e-21,1.034984374122437e-19,8.1757610364865794e-20,1.7360925945246386e-20,1.2145684615758229e-18,4.9394351973500421e-18,6.7436555004192943e-20,3.767728216590323e-20,8.483780559525989e-19,2.7058116358289377e-21,5.7043744261386499e-29,5.6412708511375815e-21,6.6625490748928046e-21,6.6534481155439432e-21,7.8081519162068509e-23,2.9918485225062862e-29,2.7857598760351697e-29,3.2915292112539357e-25,1.615326043516284e-21,5.2104856413816661e-21
2.68435455e-07,0.0029783056692550365,2.5255076035436534e-22,7.2064774774973697e-24,6.8841827168862658e-20,9.2650178147815251e-23,5.8632374067246809e-20,0.0,0.0,1.084426728982792e-17,4.4292044001060929e-22,2.3918706227689263e-25,-1.3046059487159774e-33,1.0860828706300426e-32,4.0300914946651961e-55,-1.4999304318091836e-34,3.4571441628022568e-35,2.1098349504501247e-18,3.9373385277921795e-22,5.3231097965413322e-47,-6.1152433616832895e-36,2.7492974271836875e-34,1.0110124028328235e-35,3.9659377057344756e-37,2.0002954385575091e-33,5.655478491233572e-25,1.3813477686711176e-27,6.0565235956988482e-35,2.0480161322067673e-18,4.7428001890916967e-21,3.9690014352998719e-22,3.090783235075146e-18,2.4908104329171751e-29,1.3774246115240579e-33,2.0505898755410251e-24,6.7907560461516233e-24,0.88168480800000004,0.0,0.0094599999999999251,0.10884999999999988,4.0557239866924201e-18,2.8472592750934621e-18,2.791816832653424e-18,9.3679830748981995e-20,7.3616463046876822e-20,3.3693209272002275e-20,3.1185111521868802e-18,2.2718314720037881e-17,3.6849046464723021e-18,2.3012721801036577e-17,2.1157985133005653e-17,2.3023476015273349e-17,1.204856066702852e-17,1.246771661061296e-18,4.0069724330330371e-20,4.4083454533194081e-20,3.8883925485505922e-20,2.1038834167666351e-20,1.1880148646176312e-18,8.01257629267528e-21,9.9995422535421654e-20,9.2811684371243923e-21,3.0825962486266343e-29,1.5464206797699348e-20,2.3767511664129165e-20,4.3370563371269791e-19,2.7349682993593615e-19,2.5857057811257152e-20,1.2714586384325688e-18,1.0832480152219653e-17,1.8799219564467354e-19,5.1830278141094096e-20,1.9158571945668663e-18,1.4078537933498886e-20,1.9025781300720818e-28,2.2999667944969795e-20,2.7173631121619542e-20,4.510196447925399e-20,3.2569302342158935e-22,2.4047268180414729e-28,1.8884684730621904e-28,4.4991390223781537e-24,1.3665448735450969e-20,4.4111296874991748e-20
5.36870911e-07,0.0029783056692550365,2.6178752473810574e-22,1.4704660232247403e-23,3.0885193799721456e-19,2.0472880346779736e-22,5.3773889358997873e-19,0.0,0.0,2.2211706563082656e-17,1.817334046717557e-21,6.5679354862235341e-24,-1.5381508925360895e-33,2.4509067192431959e-32,-3.2789294328462237e-55,2.2255681101608496e-35,3.5155854517000521e-35,2.210069837439301e-18,8.7533782958236968e-22,6.9750380604364153e-45,2.8608104142875565e-36,8.3162532594667939e-34,-1.249487555823024e-35,2.4770922890063971e-36,3.3995565517785853e-32,1.0293342336554562e-24,3.7889636773334286e-26,1.3319126703509349e-34,4.4324897328925568e-18,1.0468569147432723e-20,8.5000154377481592e-22,3.146336143864694e-18,4.5824214728054056e-29,1.9140255334403407e-32,2.8045011683787611e-23,8.8020285315230181e-23,0.88168480800000004,0.0,0.0094599999999998487,0.10884999999999971,4.1885900537208311e-18,2.9357072204292393e-18,2.9199456116525228e-18,1.3884533765194646e-19,1.0579489341991164e-19,4.2885600504631824e-20,6.2771176377286593e-18,4.6961261335216025e-17,7.4310548486227623e-18,4.9900704399924483e-17,4.5046421781041696e-17,4.6473424350341484e-17,2.6115942677232606e-17,2.1345067472825462e-18,1.0282600401803759e-19,1.2212909262226005e-19,1.1178240040971709e-19,6.6451424693235527e-20,4.5185599249489855e-18,1.4320721594599456e-20,2.4875670511698414e-19,1.8809363254671404e-20,1.1538931944231803e-28,3.9773272739419539e-20,1.7895052029840162e-19,1.5968559211035032e-18,7.8126278470132699e-19,6.1551132831125185e-20,1.3215884145230436e-18,2.2588373437425685e-17,7.4903235103155639e-19,7.9328257114745495e-20,4.126899885205837e-18,7.2501532010846314e-20,5.4269413169424276e-28,9.2879617204993256e-20,1.0989977482892975e-19,2.6421441633490052e-19,1.1964665501425976e-21,1.8106581852378047e-27,1.1063165307152026e-27,5.3356846585878023e-23,1.0215137532983816e-19,3.2985525439895126e-19
9.999999999999997e-07,0.0029783056692550356,2.6946708940216456e-22,2.5399052840275615e-23,9.8820098155346241e-19,4.0467264542324487e-22,3.472016916210595e-18,0.0,0.0,4.2615589319431709e-17,6.713694192121836e-21,1.3329452148097396e-22,1.0654253293165205e-32,5.282746591510239e-32,-3.4155198032643904e-56,3.2417688285910111e-36,3.3015818739217768e-34,2.3178138573010621e-18,1.8687401780102248e-21,7.8654382986477447e-43,3.9681811638430643e-37,3.7327332020349339e-33,-6.9460928785362553e-37,1.3114297247605544e-35,4.1420963742397139e-31,1.5408070930835106e-24,7.681745088333713e-25,2.6770729233276934e-34,8.7363950746348052e-18,2.0905461419226579e-20,1.6433693207935329e-21,3.186737465431359e-18,6.8889932073295684e-29,1.958464870534033e-31,2.846382002234906e-22,8.8366445835318849e-22,0.88168480800000004,0.0,0.0094599999999997134,0.10884999999999942,4.2868777514254504e-18,3.0418693834055919e-18,3.096249292452565e-18,2.1833618474262345e-19,1.6161700739460239e-19,5.4340549616144075e-20,1.1744794970177519e-17,8.6191922642851148e-17,1.3993419405401283e-17,9.6340006990557032e-17,8.6149091937374697e-17,8.2531672935662537e-17,5.0454802925575134e-17,3.2195153261332117e-18,2.4607685929489777e-19,3.2690863976453578e-19,3.1303392349615521e-19,2.0642029885276404e-19,1.3968466809964677e-17,2.5122941199545489e-20,5.9618077023528083e-19,3.3074031105678574e-20,3.5402168368925431e-28,9.1715798328446489e-20,1.0865939875219816e-18,4.6000948747394331e-18,1.6860924816167495e-18,1.7017383480285065e-19,1.397863661795872e-18,4.2593753621249156e-17,3.5689073465514783e-18,1.2912429905672942e-19,8.1620329382286253e-18,3.2565214430468283e-19,1.1704506390107271e-27,3.3518054222372284e-19,3.9873730365923967e-19,1.148545449389403e-18,3.443082194376232e-21,1.0994645966279891e-26,4.8092260240069878e-27,4.6470779268476143e-22,5.8698665905476948e-19,1.8957522366028359e-18
1.0737418230000002e-06,0.0029783056692550356,2.7068986964124835e-22,2.7101869669372975e-23,1.0963704706117161e-18,4.365087441560081e-22,3.9392279286824999e-18,0.0,0.0,4.5864401683993532e-17,7.4933181280017501e-21,1.5347258780368604e-22,1.2595591319130683e-32,5.7336468687438726e-32,1.261525394989311e-56,2.1427479576770795e-37,3.7712999359515306e-34,2.334969420686446e-18,2.0269148681462437e-21,9.1067082863672977e-43,4.4884436840326378e-39,4.1946626912068124e-33,1.1842904991191342e-36,1.4808008361639552e-35,4.7474930003327773e-31,1.6222464627216541e-24,8.8445426550188244e-25,2.891256337061932e-34,9.4216852744035211e-18,2.2567277705131901e-20,1.769693465781148e-21,3.1931703740408527e-18,7.2562575589412311e-29,2.2398257258963178e-31,3.2549430264011192e-22,1.0103510629580375e-21,0.88168480800000004,0.0,0.0094599999999996926,0.10884999999999938,4.3025276300000429e-18,3.0587730753080011e-18,3.1243212817371881e-18,2.3099313097102329e-19,1.7050529479865162e-19,5.6164466208554763e-20,1.2615387000881423e-17,9.2438432635490795e-17,1.5038313231121306e-17,1.0373431435154832e-16,9.2693672918112255e-17,8.8273054870038859e-17,5.4330162878305336e-17,3.3922760368625863e-18,2.6888600574094387e-19,3.5951470463511432e-19,3.4507823802186324e-19,2.2870687119065771e-19,1.5473130147752371e-17,2.6842926804066793e-20,6.5149943737236944e-19,3.5345325733476762e-20,3.9201797022000431e-28,9.9986357486001424e-20,1.2311137024283108e-18,5.0782862054198674e-18,1.8301641733758505e-18,1.8746930652516517e-19,1.4100086034919748e-18,4.5779114332986329e-17,4.0179025138616392e-18,1.3705308392082673e-19,8.8045278158877963e-18,3.6596010182128322e-19,1.2704052960364505e-27,3.7376095608640628e-19,4.4472751768952757e-19,1.2893532372433694e-18,3.8008000253676441e-21,1.2456968280877091e-26,5.3988225380781313e-27,5.3020523039398425e-22,6.6418465530630466e-19,2.1450825007571435e-18
