Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979)
6.017955448998937e-06,0.003717433276966963,6.6973017629096172e-14,3.5473105305902893e-14,1.9604240961715276e-12,1.806037237750991e-12,5.8024273583739667e-11,0.0,0.0,1.9917132294800998e-10,1.1295341205277897e-12,3.5684021958246928e-12,2.0942311457240365e-19,3.5047382103805914e-20,3.3876673512660559e-41,3.1923297573573779e-29,1.365219767396605e-21,4.8173221607264318e-11,4.1680804189287992e-12,1.0791097168323809e-24,-2.4882622004533511e-32,4.3769668013252969e-20,1.0632179808705919e-23,5.8558345357367967e-23,7.3147926640576402e-18,1.6846938136456547e-16,2.1722951430139316e-13,1.2229644405176567e-21,3.3915479324258393e-10,7.2122864968737639e-12,7.6389292186611653e-14,5.2593674221668222e-12,1.3170542362321449e-19,4.8454656583245425e-20,2.2091629617022182e-12,7.8779889538273359e-12,0.88168480800000004,0.0,0.0094599996949916599,0.10884999950762778,5.6369604895883206e-12,4.591457651975793e-12,2.27113281179661e-12,2.1173168386211103e-12,2.8623392520712148e-13,4.0820623464409854e-13,3.6069402421631064e-13,5.2022870789240729e-12,2.1980342244379014e-12,2.4032087814444325e-11,3.9445026764959707e-11,1.5611393946009341e-11,1.1224361728164389e-10,5.0853388082220825e-13,7.7415204392172051e-13,3.1806325737328813e-11,2.0139806711548891e-11,1.7285866481694614e-11,7.8099312530071284e-13,6.4482289360041827e-14,9.5158946047344157e-11,4.8405812515950697e-14,6.4370107379021022e-22,1.1652722246347549e-13,7.0310576185152453e-12,1.1233205183073012e-13,4.4670424476224777e-14,8.2472089174853125e-13,4.0493348954156896e-13,1.0231464629125379e-12,1.9912329428769049e-12,1.6965642548167244e-12,1.7471713231847597e-12,2.0597551765053617e-11,5.2105246484287146e-22,2.3603239673098058e-13,1.4903101776651521e-12,2.2347389618111492e-12,2.5086641651589038e-16,2.1675569865045939e-17,5.0839111105853801e-18,1.1774803619652735e-12,3.1020312265650832e-12,5.2069710542073049e-12,7.1299779291901786e-15,2.4370594183797322e-14,6.8508092587651095e-14,7.9635016944368516e-14,1.4522869703273094e-12,3.9887076008054149e-15,2.7280866369725729e-16,4.3535682617467619e-14,4.0037929166433783e-12,5.6555620535192045e-13
6.291467417206359e-06,0.0037174332770491775,6.7561153325396268e-14,3.5933983358900745e-14,2.0092518892593437e-12,1.9131551598368443e-12,6.225790563391423e-11,0.0,0.0,2.1197207692916353e-10,1.2615352067986994e-12,3.9950495021649031e-12,2.3618130111167774e-19,3.9086649317769065e-20,5.5543508539105884e-41,3.4126450630577476e-29,1.4687781651225693e-21,5.0605436313805469e-11,4.6534374480427147e-12,1.2508501370492361e-24,1.6802544200091937e-32,4.881949894865245e-20,1.1296299011368381e-23,6.3011080523070656e-23,8.2633551862636898e-18,1.7728055426299417e-16,2.446658871963089e-13,1.3317733258215636e-21,3.6033348908601347e-10,7.9351437115504029e-12,8.1510718238870826e-14,5.3326415375154647e-12,1.3860445359994511e-19,5.1131615960766098e-20,2.3276493857309686e-12,8.6639060564690598e-12,0.88168480800000004,0.0,0.0094599996789055795,0.10884999948199316,5.6636212424120682e-12,4.6404133562456175e-12,2.2874156260118203e-12,2.1850436787375488e-12,2.9751768691918921e-13,4.2103993995833858e-13,3.7492611086726525e-13,5.2399063893863959e-12,2.268401213430044e-12,2.4154885944467325e-11,4.0082499353145408e-11,1.5781409622209255e-11,1.1810055523316619e-10,5.2453949632051537e-13,7.8260370103155787e-13,3.3870103271166028e-11,2.1467674713520351e-11,1.8252990433377684e-11,7.8952651402795261e-13,6.4810944629036649e-14,1.0109190667667001e-10,4.9930786189930562e-14,6.5073390336810861e-22,1.1737175376536044e-13,7.2768470726830667e-12,1.1314656331567809e-13,4.6078690799973242e-14,8.4750868598998173e-13,4.0493394124890989e-13,1.0231477672580312e-12,2.0471058617476556e-12,1.6965675880615285e-12,1.7471747952181622e-12,2.1734619926592758e-11,5.3747881519572191e-22,2.5682783876965958e-13,1.6165763204476685e-12,2.3600321817862988e-12,2.5268543170991548e-16,2.2433299797850528e-17,5.3689469157906123e-18,1.2880363654061009e-12,3.2734084099966515e-12,5.4946400082009458e-12,7.7996657871714879e-15,2.6673153631951844e-14,7.0438235464964371e-14,8.1880738719357722e-14,1.5666633210583739e-12,4.1012522655104109e-15,2.8050220441193853e-16,4.5872919289069107e-14,4.3207311722366373e-12,6.5525217091742444e-13
6.564979385413781e-06,0.0037174332771325994,6.8125670961753839e-14,3.6376440899440091e-14,2.0569745929487531e-12,2.0211904046416449e-12,6.6594497234458481e-11,0.0,0.0,2.2490761152309617e-10,1.4017951015461641e-12,4.4436145430244664e-12,2.6492293755744101e-19,4.3330263951983235e-20,6.0629406179607595e-41,3.587935704723298e-29,1.5747742657156246e-21,5.3037129471667441e-11,5.163586243111166e-12,1.4385202721113207e-24,1.383663841016524e-32,5.4182917493041245e-20,1.1967423199544885e-23,6.7571277611882267e-23,9.2840518472599042e-18,1.8610822115264525e-16,2.7375000328725475e-13,1.4445232942382537e-21,3.8173548341531309e-10,8.6935954971251732e-12,8.670111210304962e-14,5.4015058171535163e-12,1.4551663429775625e-19,5.3732832169951214e-20,2.4422478691555845e-12,9.480639675727398e-12,0.88168480800000004,0.0,0.0094599996626634104,0.10884999945616632,5.6887034527035346e-12,4.6879159526425433e-12,2.303354620750598e-12,2.2516133918379882e-12,3.0873431161774059e-13,4.3366778965812224e-13,3.8907349853797339e-13,5.2767239633321369e-12,2.3375655596886865e-12,2.4269318808562911e-11,4.0677849779198186e-11,1.5946098758761515e-11,1.2395707815711038e-10,5.4028827268415331e-13,7.9078895489229926e-13,3.5964346198228062e-11,2.2820811742519428e-11,1.9229857760318543e-11,7.9779037611121768e-13,6.5117303660830829e-14,1.0709627249684689e-10,5.1431280241981617e-14,6.5754463714530734e-22,1.1819826580371274e-13,7.5121348965508618e-12,1.1394369223633367e-13,4.7464345128750223e-14,8.6983117891034136e-13,4.04934139796614e-13,1.0231483749222127e-12,2.1018337286807811e-12,1.6965693257421221e-12,1.7471766101486932e-12,2.2879810717024527e-11,5.5364141505955535e-22,2.7842552287958379e-13,1.746786529560721e-12,2.4842600592670104e-12,2.5446562712262262e-16,2.3158654857039868e-17,5.6515591245918055e-18,1.4011485280323051e-12,3.446010394402222e-12,5.7843648816235003e-12,8.484848803827348e-15,2.9029631810049552e-14,7.2328785627524036e-14,8.4080384664998258e-14,1.6841718723840851e-12,4.2114875458967989e-15,2.8803789420339921e-16,4.8133505003955676e-14,4.6463920093163021e-12,7.5313833878205564e-13
6.838491353621202e-06,0.003717433277217182,6.8669432066030852e-14,3.6803047678387353e-14,2.1036238461854623e-12,2.1301077124226243e-12,7.1031725108176619e-11,0.0,0.0,2.3796980586158473e-10,1.550397074679511e-12,4.9133617432588086e-12,2.9569255785164387e-19,4.7772371034413042e-20,3.6768487009723134e-41,3.6731092197459883e-29,1.6830908417148546e-21,5.5467880610997212e-11,5.6978053971348218e-12,1.6425118194423887e-24,-3.3741866712392516e-32,5.9864107764845611e-20,1.264522860237949e-23,7.2232558520320969e-23,1.0378649179263401e-17,1.9495086078243064e-16,3.0445683692696108e-13,1.5611160313869313e-21,4.0335045656920832e-10,9.4876310428766375e-12,9.1956471952872488e-14,5.4664554726137398e-12,1.5244073620558055e-19,5.625730035975747e-20,2.5529199892657297e-12,1.0327264711408054e-11,0.88168480800000004,0.0,0.0094599996462675917,0.10884999943015143,5.7124914382428813e-12,4.7341406272107826e-12,2.3189627396959674e-12,2.3170655855683893e-12,3.1988495802890535e-13,4.4609623654071286e-13,4.0313764926118296e-13,5.3127735506042334e-12,2.405568483303374e-12,2.4376932075154435e-11,4.1235787742536341e-11,1.6106138274813213e-11,1.2981200753322184e-10,5.5578827239581744e-13,7.9874182303602415e-13,3.808843799226149e-11,2.419879139828102e-11,2.0216409943925298e-11,8.058191816291862e-13,6.5405483340250345e-14,1.1317031685008653e-10,5.2908064049814238e-14,6.6416167571096989e-22,1.1900748967215645e-13,7.7374772734686875e-12,1.1472413742636738e-13,4.8828098765928246e-14,8.9170291214649468e-13,4.0493437127339021e-13,1.0231490490397772e-12,2.1554533714469519e-12,1.6965705291651068e-12,1.747177854770473e-12,2.4032952405623738e-11,5.6954856108505715e-22,3.008207022430345e-13,1.8808741020670664e-12,2.6073586388390511e-12,2.5620856341140531e-16,2.385334966585985e-17,5.9316022410231066e-18,1.5165336599392856e-12,3.6198112765683498e-12,6.0761021939626789e-12,9.1838108347215884e-15,3.1434086588831201e-14,7.4181025639718765e-14,8.6235449782299008e-14,1.804748738391518e-12,4.3194884453668596e-15,2.9542085511951067e-16,5.0316670971414685e-14,4.9805973015175574e-12,8.5939368457881928e-13
7.112003321828624e-06,0.0037174332773028834,6.9194751603847568e-14,3.7215909691309756e-14,2.1492316247801754e-12,2.2398758886068787e-12,7.5567333881269535e-11,0.0,0.0,2.5115148121818918e-10,1.7074194805100998e-12,5.4035527948758943e-12,3.285328561263118e-19,5.2407055028664874e-20,6.2214572659603579e-41,3.8949767860154821e-29,1.7936857221428861e-21,5.7897335226052068e-11,6.2553702982927113e-12,1.8631510771651105e-24,1.5961531668852744e-32,6.5867156736555961e-20,1.3329426587538669e-23,7.6995903311076293e-23,1.1548844467795178e-17,2.0380718002130676e-16,3.367598744599386e-13,1.6815329770396179e-21,4.2516926441712193e-10,1.0317233879981172e-11,9.7273242031880048e-14,5.5279216695092671e-12,1.5937574221532854e-19,5.8705001747075585e-20,2.6596733921593218e-12,1.1202894792454298e-11,0.88168480800000004,0.0,0.0094599996297204947,0.10884999940395262,5.7352087721724231e-12,4.7792256611906316e-12,2.3342510700642164e-12,2.3814370614555875e-12,3.3097079505266377e-13,4.5833152663396383e-13,4.1712003722244533e-13,5.3480831510368335e-12,2.472448282904856e-12,2.4478949791145252e-11,4.1760483924026803e-11,1.6262061917459519e-11,1.3566437613014438e-10,5.7104730637655958e-13,8.0648920179262668e-13,4.0241828723363769e-11,2.5601200867443889e-11,2.1212590207210817e-11,8.1364021147066377e-13,6.5678743281416267e-14,1.193124756035866e-10,5.4361883591757158e-14,6.7060749459389031e-22,1.198000874465789e-13,7.9534183245664981e-12,1.1548854456172536e-13,5.0170641799546809e-14,9.1313736300538209e-13,4.0493453401197809e-13,1.0231496010527983e-12,2.2079976414759197e-12,1.6965714838858457e-12,1.7471788454438365e-12,2.5193880284500603e-11,5.8520830238451876e-22,3.2400870937515455e-13,2.0187744549753291e-12,2.7292741102323846e-12,2.5791568255968664e-16,2.4519061662481585e-17,6.2089538488706464e-18,1.6339244638909372e-12,3.7947862131859618e-12,6.3698102438392469e-12,9.8949320268913876e-15,3.3880908177050109e-14,7.5996085519750848e-14,8.8347247499085392e-14,1.9283320598301596e-12,4.4253207427719497e-15,3.0265558659700426e-16,5.2422558983230425e-14,5.3231746266293742e-12,9.7417688286965075e-13
7.3855152900360455e-06,0.003717433277389661,6.9703471934328972e-14,3.7616755662421937e-14,2.1938298633792527e-12,2.3504671081595722e-12,8.019913627240532e-11,0.0,0.0,2.6444627213963628e-10,1.8729363208353853e-12,5.9134544393519376e-12,3.6348486144818836e-19,5.7228498131827526e-20,7.7754248515666577e-41,4.095621356984672e-29,1.906442929113073e-21,6.0325193807886519e-11,6.8355608393164928e-12,2.1007323138446394e-24,2.5232566220675623e-32,7.2196062989553647e-20,1.4019763189377427e-23,8.1854898082795169e-23,1.2796269290642143e-17,2.1267606211187401e-16,3.7063158180450077e-13,1.8056739332829109e-21,4.4718376448604091e-10,1.1182382808666002e-11,1.0264825840140063e-13,5.5862806329101895e-12,1.6632073423189876e-19,6.1076703410060844e-20,2.7625525242346257e-12,1.2106681978165904e-11,0.88168480800000004,0.0,0.0094599996130244213,0.10884999937757374,5.757030203184808e-12,4.823282949815996e-12,2.3492310856287958e-12,2.4447619584677164e-12,3.4199300393962322e-13,4.703793030326218e-13,4.3102215176136736e-13,5.3826763589778223e-12,2.5382404708044896e-12,2.457634136869372e-11,4.2255621969457891e-11,1.6414292786525781e-11,1.4151338243628045e-10,5.8607241896601716e-13,8.1405231404957411e-13,4.2424021419090439e-11,2.702764051438398e-11,2.2218343049636445e-11,8.2127495799106466e-13,6.5939664083538178e-14,1.2552131810077807e-10,5.5793410609460291e-14,6.7689980261461567e-22,1.2057661224697713e-13,8.1604845923110325e-12,1.1623745260012039e-13,5.1492594957026565e-14,9.3414758076884688e-13,4.049345640028366e-13,1.0231497845054879e-12,2.2594981555358626e-12,1.6965720477003588e-12,1.7471794392237676e-12,2.6362435569527058e-11,6.006278791906181e-22,3.4798496191420228e-13,2.1604250412488232e-12,2.8499621059240447e-12,2.5958818821659284e-16,2.5157414093482989e-17,6.4835130137710901e-18,1.7530691458955369e-12,3.9709112564957973e-12,6.6654488331325128e-12,1.0616686460614756e-14,3.6364811050475607e-14,7.7775056788291642e-14,9.041704767431838e-14,2.0548618662511565e-12,4.5290480766746145e-15,3.0974643898902984e-16,5.4452038350992385e-14,5.6739568287012636e-12,1.0976274678457189e-12
7.659027258243467e-06,0.0037174332774774837,7.0197229066760762e-14,3.8007002253684651e-14,2.2374500537068839e-12,2.4618563152515853e-12,8.4925012864519055e-11,0.0,0.0,2.7784851540815359e-10,2.0470177319812462e-12,6.4423446114836576e-12,4.0058800398791918e-19,6.2230972768993023e-20,3.9144100184787282e-41,4.1545455879308068e-29,2.0212417111329146e-21,6.2751208763821734e-11,7.4376675033155902e-12,2.3555440815906535e-24,-4.3962040895051812e-32,7.8854743020766195e-20,1.4716010307835035e-23,8.6802045909869679e-23,1.4122492415909128e-17,2.2155660717676791e-16,4.0604378743414763e-13,1.9334281193575693e-21,4.6938666988230153e-10,1.2083052626140276e-11,1.0807869999338731e-13,5.6418676417131737e-12,1.7327497048369808e-19,6.3373793296478207e-20,2.8616307233962848e-12,1.3037816067585823e-11,0.88168480800000004,0.0,0.0094599995961816095,0.10884999935101848,5.7780964734975288e-12,4.8664018660302843e-12,2.3639124136485156e-12,2.5070717821236891e-12,3.529527948899939e-13,4.8224480377114773e-13,4.4484551701158175e-13,5.4165766032651537e-12,2.6029777906969042e-12,2.4669870760710017e-11,4.2724442347128109e-11,1.656317132067655e-11,1.4735834804907949e-10,6.0087013425822609e-13,8.2144820337591065e-13,4.4634561621407171e-11,2.8477722900452528e-11,2.3233613840092707e-11,8.2874066878604157e-13,6.6190280615790181e-14,1.317955240872347e-10,5.7203265974671902e-14,6.8305281189243461e-22,1.2133754632361391e-13,8.3591814039097418e-12,1.1697131687734681e-13,5.2794531100252823e-14,9.5474664948983457e-13,4.0493459693566651e-13,1.0231497554461786e-12,2.3099870797542713e-12,1.6965721529573669e-12,1.747179545894035e-12,2.7538464553718319e-11,6.1581397359721608e-22,3.7274496528634868e-13,2.3057652901598008e-12,2.9693866026853003e-12,2.6122709723503625e-16,2.5769964802594e-17,6.7551977842722585e-18,1.8737310370083867e-12,4.1481632261024446e-12,6.9629790518080457e-12,1.1347639860458692e-14,3.8880826194142635e-14,7.9519052111992505e-14,9.2446145304061772e-14,2.1842799742348293e-12,4.6307353590523824e-15,3.1669784883522995e-16,5.6406549680910591e-14,6.0327817076136925e-12,1.2298669570065323e-12
8.20605119465831e-06,0.003717433277656138,7.1145084621714274e-14,3.8760161831936352e-14,2.3218828092982765e-12,2.6869401089727124e-12,9.4650847464634234e-11,0.0,0.0,3.0495570311503777e-10,2.4211378157768387e-12,7.5542828987897456e-12,4.8139793047373296e-19,7.2756591653339438e-20,6.7199639555018442e-41,4.5199802296864475e-29,2.2568107046325348e-21,6.7596887091284483e-11,8.7048685449085198e-12,2.9177849402750057e-24,-3.9697521020600174e-33,9.3176711495056172e-20,1.6125430311464347e-23,9.6963776828352264e-23,1.7017318524333281e-17,2.3934971830047396e-16,4.8137548613470107e-13,2.1996905584558035e-21,5.1433217476548715e-10,1.3990837434658542e-11,1.1909606008457952e-13,5.7458568866025568e-12,1.8720885444420968e-19,6.7752021097075106e-20,3.0487855867277868e-12,1.4979066088268663e-11,0.88168480800000004,0.0,0.0094599995620643865,0.10884999929739318,5.8183821034110664e-12,4.9500981748234194e-12,2.3924154585838202e-12,2.6287673308943473e-12,3.7469030255457997e-13,5.0545040265512452e-13,4.7226252478984886e-13,5.4823858265623762e-12,2.7294136705688887e-12,2.4847619603128106e-11,4.3594182830449209e-11,1.6851912274473601e-11,1.5903396209212705e-10,6.298100815435054e-13,8.3579071766573063e-13,4.9139038312441968e-11,3.1447323196618574e-11,2.5292496196316304e-11,8.4321812181635605e-13,6.6666664523159883e-14,1.4453519888584251e-10,5.9960505568369822e-14,6.9498471377788962e-22,1.22814679143975e-13,8.7333728431514732e-12,1.1839589358512109e-13,5.534070087560992e-14,9.9476281356235871e-13,4.049344322095066e-13,1.0231491893561497e-12,2.4080558989864891e-12,1.6965712674016878e-12,1.7471786293026893e-12,2.9912353272613867e-11,6.4551310915956654e-22,4.2459869343352237e-13,2.6072816268527948e-12,3.2043366512307661e-12,2.6440854599758187e-16,2.6923537521414023e-17,7.2896974263867446e-18,2.1187327536572904e-12,4.5059589089069743e-12,7.5635649248419194e-12,1.2831848681638881e-14,4.3990845323202336e-14,8.2906448922621466e-14,9.6387272836877044e-14,2.4515573588004842e-12,4.8282422579993085e-15,3.301996065632079e-16,6.0098565097989869e-14,6.7739357540261288e-12,1.5211150803223643e-12
8.69837273743167e-06,0.0037174332778202013,7.1958768602932446e-14,3.9411599864759556e-14,2.3948439925073397e-12,2.8920365849566881e-12,1.0370594779526461e-10,0.0,0.0,3.29674186503241e-10,2.7877749081891377e-12,8.6130987552101362e-12,5.6184997387101112e-19,8.2794118636142542e-20,7.9528842724974414e-41,4.8463227535805423e-29,2.4751924743060164e-21,7.1949840535923785e-11,9.9135456267888671e-12,3.484913863038985e-24,6.1993873254156312e-33,1.0723210864006475e-19,1.7412254074665434e-23,1.0638984495718901e-22,1.9906734568838642e-17,2.5539673559465027e-16,5.5415666148136022e-13,2.4512043021822835e-21,5.5536803184574407e-10,1.5829009759106532e-11,1.2917859835837055e-13,5.8325468643810794e-12,1.9977563616800263e-19,7.1459324952783019e-20,3.2053382530786491e-12,1.6812322564325078e-11,0.88168480800000004,0.0,0.0094599995308780899,0.10884999924856187,5.8529578636327517e-12,5.0228210368454364e-12,2.4171386112842533e-12,2.7351210943452629e-12,3.9405409560704482e-13,5.2576610272685871e-13,4.9668552550023891e-13,5.5394620420012393e-12,2.8399092390476458e-12,2.4999261210562868e-11,4.4312101882472271e-11,1.7102602295626839e-11,1.6952323747041301e-10,6.5514571022426078e-13,8.4824204795910774e-13,5.3286083536278192e-11,3.419716623003237e-11,2.7177515384141216e-11,8.5578622750427878e-13,6.7073159174017456e-14,1.5621289192543898e-10,6.2374321272749253e-14,7.05343010522642e-22,1.2409574863063121e-13,9.0461015788964388e-12,1.1963137347387235e-13,5.7569720025250214e-14,1.0295006064134469e-12,4.0493440614188283e-13,1.023149248685619e-12,2.493175396352639e-12,1.6965709437506758e-12,1.7471782906983571e-12,3.207296799640221e-11,6.7151292688879455e-22,4.7390426665180828e-13,2.890694247432965e-12,3.4112478988388784e-12,2.6716769255837244e-16,2.7887630438600917e-17,7.7604102003951174e-18,2.3423426847964432e-12,4.831611153069158e-12,8.1101957236261296e-12,1.4186488631224812e-14,4.8655989516559292e-14,8.5846440089664094e-14,9.9807825610701479e-14,2.7014377466784338e-12,4.9996599352783824e-15,3.4191794269371339e-16,6.3186893942567276e-14,7.46695453771891e-12,1.8141845671187367e-12
9.190694280205028e-06,0.0037174332779872222,7.2740050520244659e-14,4.0042021617000162e-14,2.4651249375718584e-12,3.0994177795952214e-12,1.1303595733168667e-10,0.0,0.0,3.5467621030423753e-10,3.1831143730592225e-12,9.7231147608350236e-12,6.4982212837146997e-19,9.3336177863847564e-20,-5.1873185818656011e-41,4.8113215427229852e-29,2.6991370446140968e-21,7.6294232166100273e-11,1.1183072761691306e-11,4.1109942049205558e-24,-1.880077549185976e-31,1.2241367395986976e-19,1.8715556661094087e-23,1.1605602891025709e-22,2.3073363954702822e-17,2.7147214709070441e-16,6.3148908449714621e-13,2.7135486826518438e-21,5.9692920576725655e-10,1.7781748428368615e-11,1.3940861276432673e-13,5.9138435245553559e-12,2.1236480283887308e-19,7.4961993914923326e-20,3.3514325315724631e-12,1.8723182877351003e-11,0.88168480800000004,0.0,0.0094599994992480459,0.10884999919921101,5.8862669511917075e-12,5.093328891156353e-12,2.4410365807422586e-12,2.8386493043342534e-12,4.132373328278311e-13,5.4557524000319016e-13,5.2088069891912364e-13,5.5946232569042206e-12,2.9474683011981166e-12,2.5144777520504135e-11,4.4979812611126475e-11,1.7345520037159886e-11,1.7999255387161581e-10,6.7984932680403284e-13,8.6030648048220775e-13,5.7519180096914694e-11,3.7018102371764056e-11,2.9092574461921955e-11,8.6796351268386369e-13,6.7463284741391446e-14,1.6808530572240757e-10,6.4727900100894923e-14,7.1537922268417644e-22,1.2533375252733707e-13,9.3384687657537985e-12,1.2082530291961742e-13,5.9743098587027161e-14,1.0631052568194419e-12,4.0493465742327046e-13,1.0231496527789548e-12,2.5755038778985316e-12,1.6965714472036016e-12,1.7471787898671227e-12,3.4255621044885229e-11,6.9686374239206991e-22,5.2568359896170395e-13,3.1852007624792504e-12,3.6138001166116102e-12,2.6983404616688813e-16,2.8788951888488319e-17,8.2212064024576046e-18,2.5678299882607497e-12,5.1605863903236782e-12,8.6624044124171047e-12,1.5552519260015681e-14,5.3361350631042941e-14,8.8689904024471592e-14,1.0311603955803635e-13,2.959852527416348e-12,5.1654468649313093e-15,3.5325141708768204e-16,6.6068900222368238e-14,8.1837348409996629e-12,2.1369085731367361e-12
9.683015822978387e-06,0.0037174332781570807,7.3492668452645216e-14,4.0654316122357856e-14,2.5329013703736825e-12,3.3089963489617454e-12,1.2263092459364481e-10,0.0,0.0,3.7994443052611331e-10,3.6074697386117397e-12,1.0880929633390413e-11,7.4549891031245812e-19,1.0435562733497548e-19,9.6546245504232875e-41,5.4190690055371762e-29,2.9285475229620834e-21,8.0629404427665885e-11,1.25100971327473e-11,4.7968163405091878e-24,2.9089403491261118e-32,1.3874189960725898e-19,2.0034587630885424e-23,1.2597458659046634e-22,2.6524539300194554e-17,2.8757353205731154e-16,7.1321480108301499e-13,2.9867020853570686e-21,6.3899201562360801e-10,1.9848819421898623e-11,1.4977758721979627e-13,5.9906137707627308e-12,2.2497452806310639e-19,7.8276399967806031e-20,3.4878744354387749e-12,2.070811976694066e-11,0.88168480800000004,0.0,0.00945999946718485,0.1088499991493576,5.9185242981455961e-12,5.161810013575833e-12,2.4641596003702748e-12,2.9395237695750262e-12,4.3224879061703022e-13,5.6490847345291708e-13,5.4485911254986031e-13,5.6479858141021556e-12,3.052269380097107e-12,2.5285323143481795e-11,4.5605840451786587e-11,1.7581351639495112e-11,1.9044023366142214e-10,7.0395916783553203e-13,8.7201847510366292e-13,6.183650771595939e-11,3.990828030241909e-11,3.103739929834479e-11,8.7978489380609612e-13,6.7840117476176538e-14,1.8014707738897846e-10,6.7024885162077657e-14,7.2512211874535331e-22,1.2653139217269939e-13,9.6125541783538311e-12,1.2198030694993912e-13,6.1864200886734059e-14,1.0956482700229279e-12,4.0493461242747534e-13,1.0231498277821465e-12,2.6552154581802353e-12,1.6965720935574159e-12,1.7471794822218271e-12,3.6459582330764777e-11,7.2160479795371312e-22,5.7991406238703787e-13,3.4905112315195053e-12,3.8119922523271901e-12,2.724134692500636e-16,2.9633913491261337e-17,8.6720836374079477e-18,2.7942976745247183e-12,5.4927745055780949e-12,9.2200061547069649e-12,1.6924504189157538e-14,5.8088072425374438e-14,9.1442838896207854e-14,1.0631888901240603e-13,3.2265261406614263e-12,5.3259524247625229e-15,3.6422392224071509e-16,6.8760476192496845e-14,8.9235081373107836e-12,2.4894805743381379e-12
9.999999999999997e-06,0.0037174332783296684,7.3963577722846274e-14,4.1040000207713306e-14,2.5752926489572616e-12,3.4450611712138317e-12,1.2894455898692274e-10,0.0,0.0,3.9634744981070147e-10,3.8961870054326792e-12,1.1650219732582692e-11,8.1126015375183141e-19,1.1169157301357521e-19,2.5647266438134784e-40,5.9796995147576484e-29,3.0789791013629768e-21,8.3415499437526329e-11,1.3393485796218268e-11,5.2703388961193098e-24,2.5173053531526794e-31,1.4987106650329597e-19,2.089187548591739e-23,1.3248307154801686e-22,2.8900427027094757e-17,2.9795334364632798e-16,7.6808826338408151e-13,3.1681417290973764e-21,6.6633021053263692e-10,2.1240104507604108e-11,1.5652386867854034e-13,6.037979926920545e-12,2.3310351192749558e-19,8.0318414505369151e-20,3.5709905854402919e-12,2.2023813176372012e-11,0.88168480800000004,0.0,0.0094599994463162029,0.10884999911700065,5.9388103532404373e-12,5.2049023301160086e-12,2.4786597592943877e-12,3.0031454469473384e-12,4.4440260825715537e-13,5.7711823234914608e-13,5.601881967028568e-13,5.6814447658753291e-12,3.1183670846664339e-12,2.5373559283258877e-11,4.5990062623267368e-11,1.7729706217506268e-11,1.971549242976328e-10,7.1918539896642536e-13,8.793859287169766e-13,6.4660033032950209e-11,4.1804967290295771e-11,3.2305216492858359e-11,8.8722108710789897e-13,6.8076710784132597e-14,1.8801101910671985e-10,6.8475500827116132e-14,7.31250853776351e-22,1.2728232063605693e-13,9.7802257656232609e-12,1.2270450172129603e-13,6.3203732563244927e-14,1.1160719333255622e-12,4.0493443914280565e-13,1.023149753398669e-12,2.7052331467091043e-12,1.696572175250834e-12,1.7471795935641158e-12,3.7889571339052359e-11,7.3722942449242957e-22,6.1611774572832796e-13,3.6926771054800254e-12,3.937309390606024e-12,2.7403078369965593e-16,3.0150818221212497e-17,8.9571738844630335e-18,2.9402614553147759e-12,5.7083076561686657e-12,9.5817941167892098e-12,1.7808787872128452e-14,6.1134973702445909e-14,9.3170180626905768e-14,1.0832851070593512e-13,3.4024751352024855e-12,5.4266606980931753e-15,3.7110859647774457e-16,7.0400088221302083e-14,9.4116460233541569e-12,2.732324263122656e-12
