Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979)
6.291455e-09,0.003717433275781923,1.608068174648899e-16,3.5134093042036536e-19,3.8239219338998512e-18,2.3625282260743202e-18,5.8757014859843771e-20,0.0,0.0,1.6965029483878581e-15,1.1229996453847815e-20,1.8830675903114485e-25,7.8102506316483037e-29,1.7432344968437286e-27,5.2280763665170519e-47,2.0701255768587909e-32,1.6394559848493426e-28,6.1550432860795728e-14,9.8754930897293649e-19,7.0555524913360781e-43,4.3191663290781659e-48,8.4268390823268353e-29,8.5945681862573379e-29,9.9266301896449168e-31,6.045445445386687e-30,1.1661475469249205e-20,1.0169050601747713e-26,1.6941891837581816e-28,4.2074238985509573e-15,1.0743831173610493e-17,8.9673843579746004e-19,7.725069520607019e-14,3.9095024413939131e-24,2.1104756393364155e-30,1.6899183654171483e-22,1.9759913623743073e-22,0.88168480800000004,0.0,0.009459999999756068,0.10884999999996307,9.3202385423092915e-14,8.9794019318446831e-14,7.3264959769931921e-14,2.6144562884054446e-16,2.0773159114159124e-16,1.03503044950943e-16,1.1495903094961538e-16,6.8927658019991819e-15,1.3269537181315465e-16,5.1169421177445704e-15,4.3578318372898105e-15,8.3755088972005982e-15,2.7141647532883866e-15,5.5107286522263205e-17,1.1360439215805664e-16,1.200298744270463e-16,9.5161249435176059e-17,7.7140735511578797e-17,3.645208614939957e-17,4.3918433377585693e-17,1.9306681564005515e-16,2.3267876783478919e-18,3.5146034390156237e-26,2.6469744353660587e-17,3.3305161930392825e-19,8.574745245206161e-18,8.3413419952191743e-19,3.9227796084286634e-17,4.9442238910456105e-14,5.0174988757972112e-15,3.7680336413140444e-18,5.6768312246581978e-15,2.1651917016688298e-15,2.0220417698874913e-18,9.9892269637071458e-27,6.2830603444752057e-20,7.2970234017671764e-20,4.6899830690304932e-20,1.9100538339869654e-20,1.0213561347475016e-24,1.0633211231243516e-25,2.7071903387977222e-23,9.1012757867183224e-20,1.5172138003099877e-19,1.2520445679933723e-25,2.7947352985864606e-26,2.3426419611961121e-20,8.4384429645033094e-21,1.8563028372744786e-21,1.6950990301148496e-22,2.6817463916725717e-23,1.1801704467191007e-24,2.1125240464080821e-22,5.7035187507156971e-28
8.388607e-09,0.003717433275782138,2.6267052748645397e-16,7.3988790558812778e-19,8.9359232381526483e-18,5.010490746965601e-18,1.7135306434808502e-19,0.0,0.0,2.6000618025960371e-15,2.2004661998116818e-20,8.1155743457966569e-25,1.8907700390786501e-28,3.7972712645141099e-27,1.4169000469758951e-46,3.1976377659061977e-32,2.9136361835344238e-28,8.1444214932745666e-14,1.7251977077648178e-18,4.4318133709523265e-42,1.386537147990261e-47,1.998871046856347e-28,1.627309751776071e-28,1.9690619780167956e-30,2.2889238973821788e-29,2.0085881338000078e-20,4.3837028620621688e-26,3.5541652581275745e-28,7.2366579978354855e-15,1.8765598605705642e-17,1.5577425059533515e-18,1.0138999247976424e-13,7.8799842100900549e-24,8.0422113104122402e-30,5.89200253017374e-22,6.8787646699616388e-22,0.88168480800000004,0.0,0.0094599999996747512,0.10884999999993678,1.2208826270933803e-13,1.1631611336038268e-13,9.4707651097578795e-14,3.2998092295429373e-16,2.5928254801049317e-16,1.287100971284371e-16,1.7167312929722289e-16,1.1738807814963738e-14,1.9700861111381317e-16,8.8625334921731692e-15,7.5581761047010714e-15,1.4296875765625904e-14,4.7220284690180916e-15,8.1800860120561845e-17,2.1521421357643461e-16,2.0947272553554597e-16,1.6595041725770067e-16,1.3655214608010175e-16,8.2409655220291755e-17,6.5141318160079751e-17,3.5342801395014966e-16,3.9686611310707795e-18,7.6720909704989477e-26,5.2566568311354249e-17,9.2393824523243068e-19,2.0220535729389576e-17,1.711829888889448e-18,5.1217879058924337e-17,6.1400472681492088e-14,8.3223384722857715e-15,6.4555904658737183e-18,8.9475130716537179e-15,4.1102545673588764e-15,5.1500782376706143e-18,2.0353215638872445e-26,1.255925410885945e-19,1.4511002841447223e-19,1.2526881904575582e-19,4.5068320466053934e-20,2.8366434059629866e-24,2.8424378576275312e-25,9.2508577278635723e-23,2.7395992522092646e-19,4.5738510545450497e-19,4.4827853871663615e-25,1.224684079283131e-25,4.6034545168450776e-20,1.9765137088104063e-20,4.1430890676748029e-21,4.5943016836259378e-22,6.3807653699312592e-23,4.7247789857089143e-24,6.4290997522749521e-22,3.0328012443624727e-27
9.999999999999999e-09,0.003717433275782335,3.5428861760947929e-16,1.1722509621626506e-18,1.5295807373531299e-17,7.9703092166851841e-18,3.3743972300553153e-19,0.0,0.0,3.4111641802711725e-15,3.3605642624407818e-20,2.0234530998905978e-24,3.2511153816586481e-28,6.1040634457224815e-27,2.5676513877051061e-46,4.1225436616766118e-32,4.1743988354554136e-28,9.6521170010563749e-14,2.4302493658226075e-18,1.458245415384795e-41,2.9051005660939545e-47,3.4117842325427716e-28,2.3837380822247532e-28,3.1164991447495948e-30,5.3287115603431398e-29,2.7989842008126674e-20,1.0919173492896826e-25,5.5646903893344554e-28,1.0076660857160304e-14,2.6431153918906146e-17,2.1848903627915783e-18,1.1940631950910756e-13,1.2001667108247869e-23,1.8404981003989089e-29,1.2817336275277923e-21,1.4920231715639707e-21,0.88168480800000004,0.0,0.0094599999996122664,0.10884999999991225,1.4357778455522027e-13,1.3564032222201118e-13,1.1028478989078225e-13,3.8149721089433535e-16,2.975434916702488e-16,1.4722767431065168e-16,2.170140877635256e-16,1.6220054916092421e-14,2.4821309251042601e-16,1.2399491100921082e-14,1.0588221502791557e-14,1.9789512546615087e-14,6.6307850082933972e-15,1.0300157182408178e-16,3.1892986603964172e-16,2.949164345622329e-16,2.3352232432049545e-16,1.9436626342636912e-16,1.3546885835684629e-16,8.2880986968860443e-17,5.1340791940136686e-16,5.4172331916419857e-18,1.2382446492048216e-25,8.0058094439952304e-17,1.737657606099392e-18,3.405655749655946e-17,2.6005928373934003e-18,6.0147518783601497e-17,6.9403616246571418e-14,1.1275991013212826e-14,8.9634653640861971e-18,1.1745334431934831e-14,6.0028681090815711e-15,9.1822413009108155e-18,3.0808808398746843e-26,1.907425988138414e-19,2.1969190095422785e-19,2.259879985971957e-19,7.5929751663118071e-20,5.3380667257211524e-24,5.129984361177589e-25,1.9567157898690279e-22,5.3948446143631505e-19,9.0139263427404372e-19,9.7289422632315885e-25,3.0309907739775216e-25,6.9754481528238454e-20,3.320912131761027e-20,6.7904329194287677e-21,8.4112997147603494e-22,1.0810448468723796e-22,1.1165962586432106e-23,1.274426693973415e-21,8.5436322009685348e-27
1.0485759000000001e-08,0.003717433275782335,3.8418272006914496e-16,1.3253992614887927e-18,1.7627587504062781e-17,9.020272612762015e-18,4.0107141734626408e-19,0.0,0.0,3.6755897171555177e-15,3.7669094539363253e-20,2.5137376011515154e-24,3.7477337164610729e-28,6.9236439905923762e-27,2.993604682350974e-46,4.4113413393188599e-32,4.6024835744012161e-28,1.0103055487959467e-13,2.6663588059252551e-18,1.8884685419105629e-41,3.4967042649092482e-47,3.9271273204388556e-28,2.6401370006686609e-28,3.5301075903825232e-30,6.5426278783524456e-29,3.0616434724637567e-20,1.3562409985819887e-25,6.2698747947740755e-28,1.102014026671071e-14,2.8997976987789869e-17,2.3942744464172707e-18,1.247467652286009e-13,1.342671137059221e-23,2.251843892073344e-29,1.5535148826550655e-21,1.80729932262475e-21,0.88168480800000004,0.0,0.0094599999995934308,0.10884999999990412,1.4993558253310883e-13,1.4128587854048679e-13,1.1482734055622805e-13,3.9683187158297946e-16,3.0884733575515013e-16,1.5266481248616453e-16,2.3098285893398809e-16,1.7700101292286809e-14,2.6395362526363546e-16,1.3578047631963956e-14,1.1598973516200159e-14,2.160600588902895e-14,7.2685717067229363e-15,1.0951023003127063e-16,3.5456632922429703e-16,3.2352364117036322e-16,2.5613876366556647e-16,2.1386808833424586e-16,1.5448896891885744e-16,8.847287413738172e-17,5.6790124611538068e-16,5.8857874884549566e-18,1.4060803589082088e-25,8.961369066861266e-17,2.044273124771296e-18,3.9060671249365845e-17,2.9050557572632585e-18,6.2791106347670241e-17,7.161414164473515e-14,1.2237004372604675e-14,9.7949604505633188e-18,1.2637281742469946e-14,6.6412624609238055e-15,1.0675385801292787e-17,3.4385518597117935e-26,2.1326755067537399e-19,2.4543958693153213e-19,2.632545310279144e-19,8.7092582509077307e-20,6.2807702768461812e-24,5.9764924951040937e-25,2.3578532737183321e-22,6.4082822410699353e-19,1.0708925718152186e-18,1.1781544517961978e-24,3.7596193990127902e-25,7.7987144358739941e-20,3.8070020369936856e-20,7.74024089036542e-21,9.8328766123284772e-22,1.2416401997211399e-22,1.3741412647504689e-23,1.5159131959702178e-21,1.0821773637244317e-26
1.2582911000000002e-08,0.0037174332757825127,5.2265802918774745e-16,2.1387008859745283e-18,3.1099645440324326e-17,1.4611140149966498e-17,8.1671084498739834e-19,0.0,0.0,4.922718577667298e-15,5.9059786293778945e-20,6.4058352746783069e-24,6.552761800905436e-28,1.1272731591058771e-26,5.3909304636456967e-46,5.667151931980472e-32,6.7403090992880747e-28,1.2031570533348969e-13,3.8082849032692152e-18,6.4577597615005952e-41,7.6295360502438347e-47,6.8483675694605036e-28,3.8865025547176041e-28,5.9357791831363501e-30,1.5802140435328172e-28,4.3131402582243662e-20,3.4498981269887065e-25,9.904856495820418e-28,1.5516539530929959e-14,4.1410016534478417e-17,3.4009393690509749e-18,1.4734454580454847e-13,2.0561709518460163e-23,5.2442724253764158e-29,3.4568285102698265e-21,4.0038287928886099e-21,0.88168480800000004,0.0,0.0094599999995121069,0.10884999999986558,1.7678741141602582e-13,1.6481101894539026e-13,1.3373379734060905e-13,4.6349691944832058e-16,3.5790615427766214e-16,1.7613244040012269e-16,2.9150208253419073e-16,2.4673616579838734e-14,3.3210978227402673e-16,1.9221551337131308e-14,1.645004987561889e-14,3.0186081311583006e-14,1.0339622832592909e-14,1.376187317856658e-16,5.3352624395665907e-16,4.6186933910304974e-16,3.6545950212197166e-16,3.0952718363695859e-16,2.5705719218325484e-16,1.1378607419258729e-16,8.3870964021143468e-16,8.0006597440662454e-18,2.302442803881038e-25,1.3845873942154855e-16,3.9255996995189024e-18,6.6506902968520723e-17,4.3752459048644629e-18,7.4056255890617501e-17,8.0364268132091388e-14,1.6650005299318092e-14,1.3747146580116289e-17,1.6654532052228135e-14,9.6893014756814366e-15,1.943568728089215e-17,5.1629738927691619e-26,3.2673705635685507e-19,3.7486295646227927e-19,4.7689887575344759e-19,1.4832792954356087e-19,1.2067037102944473e-23,1.0830596150589768e-24,5.0355651288025865e-22,1.2832494331288359e-18,2.1458814322697597e-18,2.5737868916746751e-24,9.3702035028341005e-25,1.2008182851900983e-19,6.4790269279844279e-20,1.2918082563338395e-20,1.8166515981930142e-21,2.12866059505311e-22,3.3039237074485205e-23,3.05630487834245e-21,3.0709579121648789e-26
1.6777215000000004e-08,0.0037174332757828198,8.4200631141909778e-16,4.5397956312813361e-18,7.7186897146442065e-17,3.1191561046511996e-17,2.5671753251778933e-18,0.0,0.0,7.9287864981477592e-15,1.2209266510280501e-19,2.8809660891909624e-23,1.5740347797501342e-27,2.4023748603401413e-26,1.303844574571783e-45,8.2256529688742178e-32,1.252383377932303e-27,1.5800675605009441e-13,6.683813044108034e-18,5.1327003146260409e-40,2.7388296591948595e-46,1.6516355571707584e-27,7.0341470183040589e-28,1.4616730745552196e-29,6.6564293090161679e-28,7.3686591323885429e-20,1.5442891567498932e-24,2.0016405816016191e-27,2.6511500194687839e-14,7.2653907766386908e-17,5.904905948667409e-18,1.9035118687460402e-13,3.9421476657618673e-23,1.9997286468833665e-28,1.2333686235051534e-20,1.414502197965687e-20,0.88168480800000004,0.0,0.0094599999993494402,0.10884999999977252,2.2765868989126309e-13,2.078972218864074e-13,1.6827064109667462e-13,5.9773178157222545e-16,4.5613645220408595e-16,2.225548673622142e-16,4.1476530076142022e-16,4.1317385608385754e-14,4.707938983388378e-16,3.3142613362537722e-14,2.8473099571747472e-14,5.0770969966070894e-14,1.8002508511063353e-14,1.9449775798445022e-16,1.0133151697454957e-15,8.1029255138265597e-16,6.4055337739096592e-16,5.5714842497289659e-16,5.6483395474364843e-16,1.7008103381834418e-16,1.5549732199844341e-15,1.2655699516492617e-17,4.9544335494568815e-25,2.7333510953558956e-16,1.0965239885820414e-17,1.51036282031474e-16,7.9740583709204396e-18,9.6114280854747866e-17,9.4293021549018047e-14,2.6646895606134854e-14,2.3386549902377216e-17,2.5467415416462927e-14,1.7072523533995421e-14,5.0003272741289392e-17,9.3745713875692969e-26,6.324540334686468e-19,7.2246175636283448e-19,1.1779085060007931e-18,3.3696625748413553e-19,3.3729084991042998e-23,2.6763099742425683e-24,1.6349157702221525e-21,3.8048577912818137e-18,6.3682302822936621e-18,8.6244761682333729e-24,3.9247764315747938e-24,2.3691325608534486e-19,1.4776805377340613e-19,2.8943090383631101e-20,4.6645978669523847e-21,4.9023043020339626e-22,1.3284182513925527e-22,9.1759463300891282e-21,1.6214220122019119e-25
2.0971519000000006e-08,0.0037174332757830674,1.2036840292363629e-15,8.1209132271122437e-18,1.5772603874504627e-16,5.6037680044103185e-17,6.3192383536912182e-18,0.0,0.0,1.1611003291115643e-14,2.1772431123667771e-19,9.1293712973745846e-23,3.1037706562878626e-27,4.2754870048444955e-26,2.4959675907939981e-45,1.0739434131809956e-31,2.0651576805214602e-27,1.9456980343331651e-13,1.0329172543086326e-17,2.3096951177893071e-39,7.5457014975358342e-46,3.285220581678225e-27,1.0977708449768421e-27,3.1097778297660451e-29,2.0203195655767336e-27,1.1085658328761575e-19,4.873756683503969e-24,3.3985880003084854e-27,3.9942994059874456e-14,1.1224365078307499e-16,9.0278336103273919e-18,2.3059783127149514e-13,6.4011486087123093e-23,5.5862452253655891e-28,3.2996762731079913e-20,3.7518501670463741e-20,0.88168480800000004,0.0,0.0094599999991867596,0.10884999999966076,2.7502651593493802e-13,2.4633984100612483e-13,1.990607039595969e-13,7.3510418591524736e-16,5.5663489854199961e-16,2.6957442928828348e-16,5.392313951520865e-16,6.0976854419688499e-14,6.1103771104354779e-16,5.0310872992896209e-14,4.3394817731159828e-14,7.5257986853281971e-14,2.7598548400482063e-14,2.5161409713260259e-16,1.6586032130709221e-15,1.2523295630790462e-15,9.8927769789073878e-16,8.8188030744923708e-16,1.025697969407472e-15,2.3336952328036603e-16,2.5129444291671681e-15,1.7639069257482189e-17,8.8772715653791469e-25,4.6014603115161437e-16,2.4278197325020936e-17,2.8080674608271703e-16,1.2171414091357731e-17,1.1840244136818171e-16,1.047782453418955e-13,3.7684176884175973e-14,3.5196645919243223e-17,3.4999771227892316e-14,2.5736214587019038e-14,1.041993244602441e-16,1.4278476158956665e-25,1.04542069422863e-18,1.1908178947627186e-18,2.317008962577801e-18,6.266245314968636e-19,7.4711700903936988e-23,5.2659493936009467e-24,4.0048491003259447e-21,8.7745785792358918e-18,1.4694371867713785e-17,2.1563996997680337e-23,1.1590241651367605e-23,4.0100199357149223e-19,2.7714930558712575e-19,5.4178885018249768e-20,9.5097303478127119e-21,9.2528805505451792e-22,3.8536487689757241e-22,2.1405370696789103e-20,5.6549361798732208e-25
2.5699652717577875e-08,0.003717433275783287,1.6455272628410443e-15,1.3720938068450035e-17,3.0407120975715864e-16,9.506632380796177e-17,1.4718017282420599e-17,0.0,0.0,1.6559241922580154e-14,3.7326426621680159e-19,2.7710605259916429e-22,5.7752302093558354e-27,7.1435491166734705e-26,4.3843764094760838e-45,1.3488164751405841e-31,3.3373640063223375e-27,2.3450328165134783e-13,1.5332842886073535e-17,1.0968585666284335e-38,1.9718003019748678e-45,6.1794854651884494e-27,1.627675072562709e-27,6.4396888196193195e-29,5.7977683193655503e-27,1.5964335706022925e-19,1.4712829731843058e-23,5.4167807871739904e-27,5.7710442214952464e-14,1.665577238523891e-16,1.3239033892799262e-17,2.7289589590577872e-13,9.7761879094524555e-23,1.4569671568913086e-27,8.2778611487132558e-20,9.3209318573537469e-20,0.88168480800000004,0.0,0.0094599999990033438,0.10884999999951575,3.2461279171379326e-13,2.849616820556315e-13,2.3006281532332908e-13,8.9335256659623139e-16,6.7236514149121868e-16,3.234130851824729e-16,6.8156049202999498e-16,8.6025042739550103e-14,7.7172938882641699e-16,7.3182249245894043e-14,6.340637786015012e-14,1.0669586740446762e-13,4.0593177195672747e-14,3.1671631701707599e-16,2.5786850501265619e-15,1.860007144294904e-15,1.4684440492942205e-15,1.3423762500305765e-15,1.7369902638433337e-15,3.1232021322769699e-16,3.8903620767367191e-15,2.3510430596136472e-17,1.4881696828735295e-24,7.3283220985716294e-16,5.0082966272936661e-17,4.8508900982021223e-16,1.73292257169564e-17,1.4530346448876536e-16,1.1380427998492929e-13,5.0850582505605461e-14,5.111166436929708e-17,4.6337456154898403e-14,3.6541287821764025e-14,2.0372421270657951e-16,2.0299898343321421e-25,1.6415436107935586e-18,1.8660620659011643e-18,4.1933307539289809e-18,1.0826614297367119e-18,1.5417335194801176e-22,9.532333019907643e-24,9.0065363701477252e-21,1.8742859445456332e-17,3.140183234617378e-17,4.9330699415070528e-23,3.1555815925317415e-23,6.4764847708524348e-19,4.8663046076527633e-19,9.6149738649917881e-20,1.7864368959416237e-20,1.6325286050573678e-21,1.0445864922988142e-21,4.6440892169900462e-20,1.8793863921517021e-24
3.042778643515574e-08,0.0037174332757834577,2.1095334169353262e-15,2.1082799376010386e-17,5.2382525142633944e-16,1.4659554374160605e-16,2.9859939561602901e-17,0.0,0.0,2.2336729489721301e-14,5.8843133382935194e-19,6.9821871451665788e-22,9.689841673169031e-27,1.083005940523215e-25,6.8218513048699872e-45,1.6144271591362717e-31,5.0889857108846622e-27,2.7314951165105735e-13,2.1255202354326465e-17,3.8954604630062348e-38,4.4881120227350792e-45,1.0460986661475383e-26,2.2390615012113838e-27,1.2012565823555707e-28,1.3925770725269346e-26,2.1472356103557302e-19,3.6897787518231116e-23,7.8776873379566137e-27,7.7994661896365687e-14,2.3081040919924334e-16,1.8131244038288573e-17,3.1218154640084348e-13,1.3704112741895202e-22,3.2165330454943927e-27,1.7759850430581456e-19,1.983437177735838e-19,0.88168480800000004,0.0,0.009459999998819895,0.10884999999935359,3.7054496613475893e-13,3.1937964845048139e-13,2.578401473958998e-13,1.0548897847371976e-15,7.9030663846676948e-16,3.7813452469505701e-16,8.2660859324927536e-16,1.1348213651854091e-13,9.358106428746685e-16,9.941574851276541e-14,8.6516215021321345e-14,1.4143795934590725e-13,5.5753078046176507e-14,3.8295269425581948e-16,3.6917375042617492e-15,2.5808325987273454e-15,2.0366932606423759e-15,1.9043268051913655e-15,2.6506180238237615e-15,3.9853145569351348e-16,5.5882806396794922e-15,2.9576001360060009e-17,2.2548784707940627e-24,1.0691185703374281e-15,9.0835344139516959e-17,7.517297751631622e-16,2.2750703331463927e-17,1.7576669264183243e-16,1.2087994685253436e-13,6.4392532728310608e-14,6.9971262756268319e-17,5.8098518937885529e-14,4.8067353349373432e-14,3.5451172880974857e-16,2.6627197216848399e-25,2.3783241801348386e-18,2.7002333356016546e-18,6.7439755190672743e-18,1.6779638946457417e-18,2.7969122354000624e-22,1.5332661252153188e-23,1.7446904295213698e-20,3.4904417074775749e-17,5.8497519111903627e-17,9.6753403984714532e-23,7.1506670013194904e-23,9.6559859360684943e-19,7.710928742993071e-19,1.5517333946223619e-19,2.9722361826568709e-20,2.5955310168102185e-21,2.3772586910175432e-21,8.8018433457886832e-20,5.0350827214808632e-24
3.5155920152733614e-08,0.0037174332757835818,2.5850464492225262e-15,3.026139538224313e-17,8.3076013563193339e-16,2.1110451643827548e-16,5.4676291226258613e-17,0.0,0.0,2.8925883241266847e-14,8.7233520692706242e-19,1.5348780304608687e-21,1.5117008177619505e-26,1.5330656830330393e-25,9.787048990192387e-45,1.8717066106033572e-31,7.4524626657200121e-27,3.1058169889318639e-13,2.806791472819867e-17,1.1548815626606173e-37,9.2322736412871316e-45,1.64110675906778e-26,2.9244285709050569e-27,2.0624624854850054e-28,2.9383133021022112e-26,2.7518581341175404e-19,8.0786123768724329e-23,1.0752670238312533e-26,1.0056984933262585e-13,3.0468454863134474e-16,2.3655963512259447e-17,3.4869022633614966e-13,1.8105158385450168e-22,6.2884281670129799e-27,3.3973588510464185e-19,3.768530466393792e-19,0.88168480800000004,0.0,0.0094599999986364185,0.10884999999917667,4.131824698812872e-13,3.5027769704910858e-13,2.829758187586415e-13,1.2197649978025666e-15,9.1033629944087471e-16,4.3378922356526755e-16,9.7459480607249629e-16,1.4281257487276067e-13,1.1035459070118956e-15,1.2867208223967787e-13,1.124558992834812e-13,1.7885144281197132e-13,7.2940569949919943e-14,4.5049150575839586e-16,4.9819531389518183e-15,3.4122714704272868e-15,2.6921036350832105e-15,2.5684542224571536e-15,3.7568733442133929e-15,4.9126066854090048e-16,7.6093321789650008e-15,3.580470218124969e-17,3.1794437546360151e-24,1.4648903390190142e-15,1.5005221013886564e-16,1.078720284420573e-15,2.835301003676593e-17,2.1160221366119322e-16,1.2666448362114741e-13,7.8058982574254784e-14,9.2203395121854387e-17,7.0143761748902957e-14,6.0068178224477934e-14,5.6691088419890674e-16,3.316482205996486e-25,3.2583561122756932e-18,3.6965994550810578e-18,9.9970950207286683e-18,2.408051888116633e-18,4.6210858392788356e-22,2.2731012220289565e-23,3.0387514832563265e-20,5.8868896746943479e-17,9.8683584780465166e-17,1.7010354696517646e-22,1.4198951262330676e-22,1.3626645258348741e-18,1.1384050359887685e-18,2.3433332190193811e-19,4.5479477206152195e-20,3.8411362768246844e-21,4.7624915845322929e-21,1.5144687101291355e-19,1.1556259470884491e-23
3.9884053870311486e-08,0.003717433275783669,3.0643225732048626e-15,4.1271619324193341e-17,1.2369883340056232e-15,2.8879670016370252e-16,9.2592833092024159e-17,0.0,0.0,3.6308666780061672e-14,1.2338710845892272e-18,3.0478675676801194e-21,2.2359022529381148e-26,2.0629754115252911e-25,1.3249426863314809e-44,2.1213189561701816e-31,1.0583702881802306e-26,3.4687099145526223e-13,3.5744415796095428e-17,3.0240502486771011e-37,1.7563071090806473e-44,2.4310975200120006e-26,3.6776027495426078e-27,3.3130548048747993e-28,5.62789860523829e-26,3.4023197490868203e-19,1.598635014818622e-22,1.4019057786835648e-26,1.2524929183101105e-13,3.8788245960679929e-16,2.9768732650248508e-17,3.8264247600171268e-13,2.2910482972840236e-22,1.1225340898194439e-26,5.9614147948443322e-19,6.5756192693569827e-19,0.88168480800000004,0.0,0.0094599999984529039,0.10884999999898699,4.5285039850590705e-13,3.7822427518067855e-13,3.0593626737075062e-13,1.3882411996341995e-15,1.0325223575360311e-15,4.9048849632957485e-16,1.1254696774114689e-15,1.7359089151125067e-13,1.2749963594958142e-15,1.6064746138765231e-13,1.4097962921526038e-13,2.1842706749042459e-13,9.2026767568556637e-14,5.1936811654838609e-16,6.431536561661163e-15,4.3521011830928953e-15,3.4329796409773337e-15,3.3350290485902881e-15,5.0409283236628665e-15,5.8985002359172226e-16,9.9544561175989618e-15,4.2182519149397452e-17,4.2494396601112378e-24,1.9149720743618451e-15,2.3102421697392314e-16,1.4621899247595852e-15,3.4109237641575021e-17,2.5465515676064334e-16,1.3156911393205182e-13,9.1698039675431046e-14,1.1846819128880144e-16,8.2380544185606287e-14,7.239168190087287e-14,8.5048906711838825e-16,3.9881662953018747e-25,4.2844054415089642e-18,4.8586850642527675e-18,1.3971649225662059e-17,3.26428479006716e-18,7.1157187831543221e-22,3.1770530118111894e-23,4.8927885576028896e-20,9.2173814639261223e-17,1.5454133611431745e-16,2.7590696882475036e-22,2.5570951891632221e-22,1.8494398757761382e-18,1.5981335661236875e-18,3.3723134381775194e-19,6.5561416321963261e-20,5.4017788323371034e-21,8.6741715669416901e-21,2.4263766002884988e-19,2.3679095242770971e-23
4.461218758788936e-08,0.0037174332757837253,3.5416902090023715e-15,5.4101011496553111e-17,1.752798932893273e-15,3.7968578991310799e-16,1.474604738991358e-16,0.0,0.0,4.4467141604886087e-14,1.6817430984229591e-18,5.5928759687371909e-21,3.1759438492219504e-26,2.6707538343995875e-25,1.7162365144950272e-44,2.3636008528061497e-31,1.4655165671694804e-26,3.8208643921432016e-13,4.4259781871047745e-17,7.1924290958005141e-37,3.1366211486078795e-44,3.4441497124458848e-26,4.4933686241347833e-27,5.0409449200842045e-28,9.9968804205415279e-26,4.09159941892723e-19,2.9246626812847861e-22,1.7662143056939153e-26,1.5187527016740685e-13,4.8012417860453576e-16,3.6428665477583339e-17,4.1424480850308086e-13,2.8060152242440849e-22,1.8673389091220229e-26,9.7802936797455213e-19,1.0737776952374421e-18,0.88168480800000004,0.0,0.0094599999982693493,0.10884999999878618,4.8984393841175752e-13,4.0369475474896985e-13,3.2709931999705944e-13,1.560578983480763e-15,1.1569156657082445e-15,5.4833345311770939e-16,1.2791511200165999e-15,2.0547487726431849e-13,1.450263096178007e-15,1.9506850012991611e-13,1.7186156268805326e-13,2.5974981113982212e-13,1.12890664769166e-13,5.8961250652465294e-16,8.0223599509598493e-15,5.3983678872468531e-15,4.2578013674889615e-15,4.2040576467829633e-15,6.4857253148847149e-15,6.9370991674612932e-16,1.2623643838858265e-14,4.8702976586608521e-17,5.4507265191805459e-24,2.4137441753054995e-15,3.3675039485443714e-16,1.8973017121920638e-15,4.0009328883166567e-17,3.0676052059580173e-16,1.3586179457384653e-13,1.0521489142272165e-13,1.4964108441814936e-16,9.474631026645574e-14,8.4937237006803226e-14,1.2139134467681051e-15,4.6766069411156569e-25,5.4592569737159675e-18,6.1901734439867475e-18,1.8683930905352464e-17,4.2358621723081358e-18,1.0373287792503023e-21,4.2488284433514732e-23,7.4193960580069341e-20,1.3624469182670819e-16,2.2846420634499458e-16,4.2086759138553628e-22,4.2725127966755616e-22,2.4401100290582264e-18,2.1628877881301944e-18,4.6821956425562181e-19,9.0504710291320369e-20,7.3201502686856636e-21,1.4674738793554658e-20,3.6825253326187424e-19,4.4473888984808396e-23
