Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979),S(986),S(2393)
1.5450670838242012e-07,0.0044831733042293475,1.5047597835308285e-08,4.5488600938147892e-09,4.8511393751929399e-09,2.977648103732489e-08,3.450179785239573e-09,0.0,0.0,4.4592108028569569e-08,6.5559868519406862e-11,2.0802591570116984e-12,4.8627591292110929e-14,2.8320560196347075e-14,2.3427129600222881e-26,8.0429459541237406e-20,1.5492555786090173e-14,2.0223770410365221e-07,4.628779757992176e-10,7.6276078624016774e-20,1.3177204296131619e-24,7.7375708442361601e-15,5.9295260825635562e-16,6.6798507370173013e-16,3.7617257628300406e-13,1.6698237679195426e-12,2.0187062442117756e-12,1.1706017304009162e-14,3.7891187468627527e-07,4.6407077149117291e-09,1.8082153321919408e-10,8.2378487484353601e-08,1.3807017287534496e-14,6.2007637591378109e-18,1.4283975852265028e-11,2.04353664993532e-11,0.88168480800000004,0.0,0.0094597660727345941,0.10884992883769481,7.6760948384023008e-09,7.2481513512232802e-09,2.6058223175061931e-09,1.3057627127685035e-09,5.1421204230752466e-10,3.9018216949139305e-10,1.5741862198564019e-11,1.3266878515223254e-10,3.1839818193220035e-11,5.3451127921166654e-10,9.5254194583860693e-09,4.9023668666694075e-10,8.7173963729222925e-09,1.1932956044011726e-11,9.1439430826563824e-11,2.0478110035526469e-08,1.3342171201127955e-08,1.2453432842863743e-08,2.174497922310241e-12,1.2772514113864632e-11,4.9844086619406965e-08,4.4146639267321719e-12,3.9986736820904931e-20,9.5540567198958242e-12,3.3985668259917786e-12,2.2525048603947498e-13,9.9642182310751057e-14,3.9979474510337634e-10,1.1384443903453646e-09,6.0209468999472157e-11,2.1513795726022665e-11,1.551447063816328e-09,3.751822391507904e-11,2.0759559329905456e-10,1.3085364119433457e-20,1.6879922844862972e-12,3.2274218353484837e-12,6.730037128691266e-13,1.0420655639976349e-15,1.5114695153156057e-15,3.1589319298626181e-16,2.1453633669612084e-12,2.1380949812148764e-12,1.9870008425279879e-12,1.3864676308685097e-15,3.3195434245813295e-15,3.1669953753768311e-12,9.3624744417837332e-14,1.4146772525591395e-13,1.6638679374331454e-14,8.8142441940947936e-16,2.2689790662462312e-14,1.7285057073520117e-13,1.7834615222948119e-14,3.2445414601150437e-15,5.7234832217951285e-13
1.6023414057656512e-07,0.004483173423650085,1.5399255724061207e-08,4.8008804667497541e-09,5.115801445110909e-09,3.1775063878688291e-08,3.7970490100699809e-09,0.0,0.0,4.7554601283334559e-08,7.2937003884547376e-11,2.2971981589041151e-12,5.4997791901080622e-14,3.1304373296083225e-14,2.5907586688203244e-26,8.6877538428065257e-20,1.6998126709213883e-14,2.1049690416899975e-07,5.0039761054136629e-10,8.9272220942873717e-20,1.5259542603033372e-24,8.5109787362845822e-15,6.2151808570424082e-16,7.303231888847277e-16,4.3038788487791924e-13,1.7476543145053972e-12,2.2293290429067263e-12,1.28859689390933e-14,3.9696676526248202e-07,5.0145328796920813e-09,1.9355163464910891e-10,8.441300079733717e-08,1.4534056462834223e-14,6.5015305617078572e-18,1.4930696821250236e-11,2.1639641099820995e-11,0.88168480800000004,0.0,0.009459755976386465,0.10884992475645665,7.7109420102861316e-09,7.2941515610016826e-09,2.6270979857639275e-09,1.3461979925386416e-09,5.282907170697789e-10,4.0257447174208636e-10,1.6173641740085599e-11,1.3375508754416126e-10,3.2827277452485557e-11,5.3696983728091254e-10,9.796414519710988e-09,4.9339788515363376e-10,9.0899297124579519e-09,1.2312819279847167e-11,9.2034758944284479e-11,2.1547901358414779e-08,1.4134807980429213e-08,1.3158518399165515e-08,2.188667490683346e-12,1.2831217124486015e-11,5.2280523242379497e-08,4.5566523187510565e-12,4.0247247095105403e-20,9.6325833528740601e-12,3.4242031152663081e-12,2.2710221048299043e-13,1.0285110600215059e-13,4.1883358180835063e-10,1.1384471936483113e-09,6.0209613379064053e-11,2.2563277413121048e-11,1.5514507894326487e-09,3.7518311597994544e-11,2.1684312620982024e-10,1.3506721132158922e-20,1.8080905161726237e-12,3.4708104834435339e-12,6.9794794219295851e-13,1.0506322420452346e-15,1.5228716411592399e-15,3.2760226442519539e-16,2.2995821115116058e-12,2.2334577329876098e-12,2.0756260759843339e-12,1.4862569730487326e-15,3.5668672465031287e-15,3.3228783103239389e-12,9.8242046049845297e-14,1.4869254741164271e-13,1.7467878200261072e-14,9.2493620182152469e-16,2.3720650136369443e-14,1.8268974146678532e-13,2.0090501492042893e-14,3.4099008556604784e-15,6.3281701601519915e-13
1.6596157277071011e-07,0.004483173544021253,1.5741015683214075e-08,5.0537548208408467e-09,5.3813219463289091e-09,3.3819158274851912e-08,4.162373888622136e-09,0.0,0.0,5.0585237113676678e-08,8.0823318004292719e-11,2.5269263861659349e-12,6.1933273672989827e-14,3.4464158597824443e-14,2.8566049951376436e-26,9.3674846971029705e-20,1.8579617995107384e-14,2.1877979786403934e-07,5.3944322349984752e-10,1.0375571889333873e-19,1.757501806632651e-24,9.3332307975969201e-15,6.5039818982902407e-16,7.9557101167620838e-16,4.8977775358163235e-13,1.8264235608057041e-12,2.4515361599365968e-12,1.4130329797510519e-14,4.1521872788977161e-07,5.4033511882522891e-09,2.0663574812978117e-10,8.639022646002814e-08,1.5275183934984582e-14,6.8017455679722514e-18,1.5572389733905795e-11,2.286219861434763e-11,0.88168480800000004,0.0,0.0094597457919253138,0.10884992060244014,7.7455386788313617e-09,7.3393830858870076e-09,2.6483892002991502e-09,1.385977455985255e-09,5.4208910005766603e-10,4.1479497111274382e-10,1.6596818703254162e-11,1.3484259674101036e-10,3.3798713681623219e-11,5.3941146883022923e-10,1.0059625699571489e-08,4.9650558531096124e-10,9.4635622250455919e-09,1.2687413991518029e-11,9.2619933145269866e-11,2.2633365344981672e-08,1.4945707824902219e-08,1.3876744412966007e-08,2.2025952069477812e-12,1.2889514919853473e-11,5.4746763294109024e-08,4.6966677277948651e-12,4.0503311601926262e-20,9.711242496212695e-12,3.4491093890546897e-12,2.2895711436989601e-13,1.0601542949894965e-13,4.378688751680159e-10,1.138449995535561e-09,6.0209757712076272e-11,2.3612994407034062e-11,1.5514545226990586e-09,3.7518399436712463e-11,2.2616642386614533e-10,1.3922221912743524e-20,1.9314139145181135e-12,3.7215916138047815e-12,7.2253289603650574e-13,1.0592136496063752e-15,1.5339490302120635e-15,3.3914268568751672e-16,2.4562950341163663e-12,2.3296019576639184e-12,2.1649775641738752e-12,1.5876643890753878e-15,3.8184968591676032e-15,3.4788200107909208e-12,1.0286124103262075e-13,1.5592630885159015e-13,1.8297566386461223e-14,9.6846655515541168e-16,2.4743506071959005e-14,1.9256373810411607e-13,2.2509840080561215e-14,3.5754571837415575e-15,6.9663878813826673e-13
1.716890049648551e-07,0.0044831736653285145,1.6073267453635609e-08,5.3071993679279319e-09,5.647420562476027e-09,3.5907490832919263e-08,4.5462045362439935e-09,0.0,0.0,5.368208189157307e-08,8.9232341321640224e-11,2.7696888921344529e-12,6.9460287543189444e-14,3.7801330720601952e-14,3.140840202065443e-26,1.0082773844806322e-19,2.0236896519101293e-14,2.2708588787265415e-07,5.8002059607004838e-10,1.1981350113687321e-19,2.0139478746046315e-24,1.0205857070894112e-14,6.7958714584476884e-16,8.6371198489931071e-16,5.5458884868175058e-13,1.9061418415366826e-12,2.6853805311108286e-12,1.5439450803542313e-14,4.3366415100391975e-07,5.8072057354715889e-09,2.2006840024518745e-10,8.8312237446779284e-08,1.6030444566214363e-14,7.1013665438985378e-18,1.6208998765278298e-11,2.4102786441371793e-11,0.88168480800000004,0.0,0.0094597355205078837,0.10884991637756032,7.779877827990427e-09,7.3838711295319737e-09,2.6696786038795629e-09,1.4251207141025296e-09,5.5561787790320567e-10,4.268473571399581e-10,1.7011721377466534e-11,1.3593039786385902e-10,3.47546065618328e-11,5.4183565640408268e-10,1.0315334205311035e-08,4.9956161017762982e-10,9.8382711056521224e-09,1.3056853533955516e-11,9.3195307763119879e-11,2.373420553435837e-08,1.577465205558426e-08,1.4607851889903903e-08,2.2162895285517025e-12,1.2947395175383803e-11,5.7242340632068102e-08,4.8347529744050648e-12,4.0755085731127327e-20,9.7899648817623364e-12,3.4733684459166747e-12,2.3081356046836979e-13,1.091361218209509e-13,4.568863040481463e-10,1.1384527926492551e-09,6.0209901818794958e-11,2.4662127343504904e-11,1.5514582591343861e-09,3.7518487323648427e-11,2.3556558006969002e-10,1.4331993685719274e-20,2.0578995288759992e-12,3.9796479530083444e-12,7.4676778203215247e-13,1.0678022109084492e-15,1.5447385202441887e-15,3.5051877928268961e-16,2.6152778915879699e-12,2.426528646531432e-12,2.2550562286045342e-12,1.6905445278710374e-15,4.0740543087904617e-15,3.6346971199316659e-12,1.074786648319071e-13,1.6316302277634299e-13,1.912707547170347e-14,1.0119808955761641e-15,2.575826704164779e-14,2.0246252296491536e-13,2.5095325533579178e-14,3.7410737446364203e-15,7.6382375607665095e-13
1.774164371590001e-07,0.0044831737875578054,1.6396378302539054e-08,5.5609496605047535e-09,5.9138365827778863e-09,3.8038837813005217e-08,4.9485722496152695e-09,0.0,0.0,5.6843272914702974e-08,9.8177293801615832e-11,3.0257299119492017e-12,7.760501496220039e-14,4.1317053458772045e-14,3.4440248149872741e-26,1.0834189927937223e-19,2.1969740469233679e-14,2.3541468177016677e-07,6.2213542956849699e-10,1.3753183052161837e-19,2.2969126093449262e-24,1.1130388634209854e-14,7.0907931854579626e-16,9.3472665786053104e-16,6.2506631852591107e-13,1.9868190896736235e-12,2.9309060111563491e-12,1.6813607159617169e-14,4.52299510143555e-07,6.2261387115253153e-09,2.3384441058888579e-10,9.0181026734855087e-08,1.6799872202299235e-14,7.4003607139770656e-18,1.6840489156970505e-11,2.5361171326020137e-11,0.88168480800000004,0.0,0.0094597251632701513,0.10884991208366161,7.8139529221939982e-09,7.4276389702416302e-09,2.6909500329786534e-09,1.4636461675174632e-09,5.6888709854851371e-10,4.3873512253647408e-10,1.7418658387643803e-11,1.3701763857816001e-10,3.569540608510011e-11,5.4424190802738528e-10,1.0563811107783171e-08,5.0256763298385072e-10,1.0214033791325333e-08,1.3421245173552501e-11,9.3761206772482667e-11,2.4850136266278943e-08,1.6621424757929813e-08,1.5351591587591874e-08,2.2297581857281692e-12,1.3004846187272786e-11,5.976680217240169e-08,4.9709485072373884e-12,4.100271152238152e-20,9.8686859375327206e-12,3.4970465315836431e-12,2.3267002250038456e-13,1.1221409811130741e-13,4.7587254847532324e-10,1.1384555817621203e-09,6.0210045523737054e-11,2.5709913707409483e-11,1.5514619940623497e-09,3.7518575146142627e-11,2.4504062415176361e-10,1.4736156604480805e-20,2.1874867964556771e-12,4.2448657130481512e-12,7.7066114383322487e-13,1.0763908635657021e-15,1.5552695842279148e-15,3.6173455598984933e-16,2.7763185375044772e-12,2.524238124236143e-12,2.3458623712151741e-12,1.7947598803243709e-15,4.3331821101883795e-15,3.7903948167589764e-12,1.1209090634156966e-13,1.7039711151061993e-13,1.9955783083012e-14,1.0554470302754509e-15,2.6764875699560267e-14,2.1237675486509919e-13,2.784941165300241e-14,3.9066231856648873e-15,8.3437874313673131e-13
1.831438693531451e-07,0.004483173910695342,1.6710695340467264e-08,5.8147593962372676e-09,6.1803276479313726e-09,4.0212022347646373e-08,5.3694908248823853e-09,0.0,0.0,6.0067015305105376e-08,1.0767109149506743e-10,3.2952927004662404e-12,8.6393539077238001e-14,4.501225261949365e-14,3.7666905671851188e-26,1.162223700965207e-19,2.3777845993181058e-14,2.437656918803196e-07,6.6579334557025464e-10,1.5699612710175291e-19,2.6080493110309838e-24,1.2108356325237474e-14,7.3886920795268927e-16,1.0085929384824899e-15,7.0145353630411123e-13,2.0684648493990305e-12,3.1881479965272845e-12,1.8253002546484948e-14,4.7112136527225368e-07,6.6601914109774547e-09,2.4795888126813453e-10,9.1998510079360421e-08,1.7583490464029851e-14,7.698702927256132e-18,1.7466842921922657e-11,2.6637135317086419e-11,0.88168480800000004,0.0,0.009459714721328177,0.10884990772252134,7.8477579368286443e-09,7.4707082642003601e-09,2.7121884520347351e-09,1.5015711760176821e-09,5.8190624222525824e-10,4.5046159690872297e-10,1.7817920884789694e-11,1.3810352565481546e-10,3.662153671925777e-11,5.4662976212453272e-10,1.0805317500466322e-08,5.0552520154557026e-10,1.0590827947565244e-08,1.3780691133054168e-11,9.4317928822760402e-11,2.5980882025481178e-08,1.7485812681894218e-08,1.6107723451856577e-08,2.2430083022526337e-12,1.3061856985903733e-11,6.2319707127030419e-08,5.10529281330531e-12,4.1246319881346589e-20,9.9473455307399196e-12,3.5201969546377175e-12,2.3452507907231607e-13,1.152502289637601e-13,4.948152342667497e-10,1.138458359868745e-09,6.021018866332877e-11,2.6755644689733454e-11,1.5514657231017683e-09,3.751866279865019e-11,2.5459152536583796e-10,1.5134824975351179e-20,2.3201174036954651e-12,4.5171343851516551e-12,7.9422095483875835e-13,1.084973030496515e-15,1.5655659390625617e-15,3.7279375885764693e-16,2.9392162191890723e-12,2.6227300941806254e-12,2.4373957165679551e-12,1.9001803232427492e-15,4.5955420353680195e-15,3.9458063442604248e-12,1.1669479387365052e-13,1.7762338380637428e-13,2.0783110387886283e-14,1.0988350252921574e-15,2.7763301826465973e-14,2.222977418810615e-13,3.0774324496246371e-14,4.0719869827683108e-15,9.0830750640370965e-13
1.888713015472901e-07,0.004483174034727604,1.7016547484082328e-08,6.0683993146241728e-09,6.4466685951037451e-09,4.2425911927935003e-08,5.8089577937491209e-09,0.0,0.0,6.3351579090686344e-08,1.1772635315465046e-10,3.5786193582598491e-12,9.5851818093268682e-14,4.8887628577210703e-14,4.1093396906948485e-26,1.2447356858648402e-19,2.5660833503584694e-14,2.5213843519410572e-07,7.1099988626278574e-10,1.7829080767471624e-19,2.9490422294404214e-24,1.3141289538677162e-14,7.6895144523762713e-16,1.0852863313491472e-15,7.8399186566889524e-13,2.1510882890830739e-12,3.4571339923033261e-12,1.9757773209473796e-14,4.9012635826891462e-07,7.1094042417220512e-09,2.6240718671363264e-10,9.3766528786821071e-08,1.8381313492920869e-14,7.9963741852781188e-18,1.8088055408612945e-11,2.7930472558837905e-11,0.88168480800000004,0.0,0.0094597041957787658,0.10884990329585284,7.8812873803813622e-09,7.5130993003279451e-09,2.7333798907747047e-09,1.5389121972789558e-09,5.9468428110965276e-10,4.620299738377523e-10,1.8209784386670203e-11,1.3918732168214166e-10,3.7533400815863066e-11,5.4899879274724595e-10,1.104010469598179e-08,5.0843575901449494e-10,1.0968631458112519e-08,1.4135289430782147e-11,9.4865751553168402e-11,2.7126176859474995e-08,1.8367605171739724e-08,1.6876016111316746e-08,2.2560464990263352e-12,1.3118417455264237e-11,6.4900626344409062e-08,5.237822747466515e-12,4.1486032480285366e-20,1.0025887720088964e-11,3.5428629516185374e-12,2.3637740782125599e-13,1.1824534791376716e-13,5.1370288051349449e-10,1.1384611242249253e-09,6.0210331089385882e-11,2.779866220604017e-11,1.5514694424018748e-09,3.7518750188598471e-11,2.6421819704625657e-10,1.5528108240685191e-20,2.4557351620152094e-12,4.7963465606989575e-12,8.1745469783312173e-13,1.0935425928378318e-15,1.5756468203444944e-15,3.8369990059242347e-16,3.1037809372090865e-12,2.7220036815073887e-12,2.5296554517963646e-12,2.0066827038894878e-15,4.8608140117445835e-15,4.100832561728765e-12,1.2128738186712564e-13,1.8483701329871229e-13,2.1608519676974741e-14,1.1421170801125807e-15,2.8753536767074206e-14,2.3221739869155845e-13,3.3872074613911156e-14,4.2370549484299834e-15,9.856109503016574e-13
1.945987337414351e-07,0.004483174159641329,1.7314247124461021e-08,6.3216561758385431e-09,6.7126503913577482e-09,4.4679416120288677e-08,6.2669555833472759e-09,0.0,0.0,6.6695296450455196e-08,1.2835540688286851e-10,3.8759506507203368e-12,1.0600566070723273e-13,5.2943668528799878e-14,4.4724444274145033e-26,1.3309931340111577e-19,2.7618253649415114e-14,2.6053243334807771e-07,7.5776051481951125e-10,2.0149914109818879e-19,3.3216043563082822e-24,1.4230715094953796e-14,7.9932078893526201e-16,1.1647801622486412e-15,8.7292044782650432e-13,2.2346982144692056e-12,3.737884130510366e-12,2.1327991927614752e-14,5.093112105861028e-07,7.573816733822368e-09,2.7718496380054821e-10,9.5486852465186768e-08,1.9193346659161616e-14,8.2933604722268308e-18,1.8704132576523585e-11,2.9240986770826912e-11,0.88168480800000004,0.0,0.0094596935877000396,0.10884989880530845,7.9145362982901411e-09,7.5548312021691004e-09,2.7545113848996763e-09,1.5756849012418442e-09,6.0722972963600353e-10,4.7344333260891857e-10,1.8594510329973568e-11,1.4026834195341552e-10,3.8431381419838951e-11,5.51348611482687e-10,1.1268414467548917e-08,5.1130066007178886e-10,1.1347422419912426e-08,1.4485134554117499e-11,9.5404934929397938e-11,2.8285763860693676e-08,1.9266594119155899e-08,1.7656246421992441e-08,2.2688789741125824e-12,1.3174518376102756e-11,6.7509141737128008e-08,5.3685737970062716e-12,4.1721963226886247e-20,1.0104260520768484e-11,3.5650799386878624e-12,2.3822577986109537e-13,1.2120025745446751e-13,5.3252484988178248e-10,1.138463872296027e-09,6.0210472665275911e-11,2.8838356077004649e-11,1.551473148432161e-09,3.7518837231177023e-11,2.7392050053881596e-10,1.5916111768372771e-20,2.594285895893986e-12,5.0823977745895994e-12,8.4036943473506354e-13,1.1020938642464268e-15,1.5855279841991732e-15,3.9445629630397981e-16,3.2698328567659287e-12,2.8220574737246429e-12,2.6226402643621633e-12,2.1141504581953822e-15,5.128695110494017e-15,4.2553815215484843e-12,1.258659383235617e-13,1.9203351818979625e-13,2.2431512079813742e-14,1.1852674091327536e-15,2.9735589019430465e-14,2.4212820796737839e-13,3.7144468602489699e-14,4.4017247675879552e-15,1.0662873266818649e-12
2.0032616593558008e-07,0.004483174285423513,1.7604091539486381e-08,6.5743318147716124e-09,6.9780791479699897e-09,4.697148448923453e-08,6.7434526042835117e-09,0.0,0.0,7.0096559110637403e-08,1.3957029679294824e-10,4.1875258233640254e-12,1.1688070352459811e-13,5.7180658444837084e-14,4.8564467323471763e-26,1.4210284872810487e-19,2.9649592975004919e-14,2.6894721264908286e-07,8.0608061579784064e-10,2.2670311870122097e-19,3.7274752252560207e-24,1.5378156178887161e-14,8.299721214009345e-16,1.2470457884787813e-15,9.6847600901553544e-13,2.3193030819022949e-12,4.0304116448065115e-12,2.2963671863135832e-14,5.2867272105473734e-07,8.0534675483048128e-09,2.9228810228339744e-10,9.7161181731027643e-08,2.0019587235804684e-14,8.589651841520482e-18,1.9315088888318797e-11,3.0568489321617365e-11,0.88168480800000004,0.0,0.0094596828981518798,0.10884989425248226,7.9475002633452388e-09,7.5959220836815949e-09,2.7755709202630609e-09,1.6119042636457509e-09,6.1955068671187039e-10,4.8470465535793599e-10,1.8972347372359141e-11,1.4134595154537362e-10,3.9315844567134077e-11,5.5367886660466215e-10,1.1490479335190835e-08,5.1412118312059507e-10,1.172717914222279e-08,1.4830317991020474e-11,9.5935723716275881e-11,2.9459394705460415e-08,2.0182573935624939e-08,1.8448199056302361e-08,2.281511561969758e-12,1.3230151405949076e-11,7.0144845784341952e-08,5.4975802906363658e-12,4.1954219351638488e-20,1.0182415685272666e-11,3.5868772320763583e-12,2.4006905460432197e-13,1.2411573378929892e-13,5.5127130161312782e-10,1.1384666017064923e-09,6.021061326215471e-11,2.98741613642687e-11,1.5514768377754285e-09,3.7518923844206421e-11,2.8369824890878072e-10,1.6298937475541503e-20,2.7357173418913618e-12,5.3751863681425541e-12,8.6297186948120169e-13,1.1106215669392664e-15,1.5952224727593146e-15,4.050660930292072e-16,3.4372017636511124e-12,2.922889559030792e-12,2.7163483776735363e-12,2.2224732578807498e-15,5.3988986114784796e-15,4.409368069427955e-12,1.3042793293968609e-13,1.9920874211640795e-13,2.3251625408201569e-14,1.2282621297000611e-15,3.0709480823241876e-14,2.5202318552506988e-13,4.0593120025727632e-14,4.565901560524176e-15,1.1503324221216623e-12
2.0605359812972508e-07,0.0044831744120614,1.7886364094659124e-08,6.8262422620163821e-09,7.2427752067438466e-09,4.9301104696820951e-08,7.2384042719387521e-09,0.0,0.0,7.3553815880636996e-08,1.5138278966642812e-10,4.5135824181510164e-12,1.2850239035795741e-13,6.1598694703780773e-14,5.2617582278034718e-26,1.5148686957220841e-19,3.1754279284152144e-14,2.7738230412555755e-07,8.5596549557011447e-10,2.5398333896988189e-19,4.1684187207328476e-24,1.6585131346651206e-14,8.6090044545405529e-16,1.3320527962305332e-15,1.0708926871741246e-12,2.4049110113011534e-12,4.3347233075878407e-12,2.4664770286799642e-14,5.482077638011767e-07,8.5483944859933737e-09,3.077127355441117e-10,9.8791150862029774e-08,2.0860025035660755e-14,8.8852417037226139e-18,1.9920945681962397e-11,3.1912797767345128e-11,0.88168480800000004,0.0,0.0094596721281763243,0.10884988963891257,7.9801753632147097e-09,7.6363891752910593e-09,2.7965473801245024e-09,1.6475846419543447e-09,6.3165487122909223e-10,4.9581684045560481e-10,1.9343532487422669e-11,1.4241956256208319e-10,4.0187141149605136e-11,5.5598924221220665e-10,1.1706522874029934e-08,5.1689854014313508e-10,1.2107880147345641e-08,1.5170928644989353e-11,9.6458349475947387e-11,3.0646829239566155e-08,2.1115341539325896e-08,1.9251666129789448e-08,2.2939497813164499e-12,1.3285309058547611e-11,7.2807341095344878e-08,5.6248755617292862e-12,4.2182902286527935e-20,1.0260308497613321e-11,3.6082793533105328e-12,2.4190617490133967e-13,1.269925305441114e-13,5.6993314700071267e-10,1.1384693102429768e-09,6.0210752759490794e-11,3.0905555847006884e-11,1.5514805071799319e-09,3.7519009949443264e-11,2.9355121044035735e-10,1.6676684315707884e-20,2.8799790569761924e-12,5.6746133682856317e-12,8.8526840269563249e-13,1.119120809203485e-15,1.6047411948984128e-15,4.1553229540001524e-16,3.6057265616993189e-12,3.024497562483139e-12,2.8107775846996872e-12,2.3315466845096034e-15,5.6711531405419499e-15,4.562713465765972e-12,1.3497102586747842e-13,2.0635883604315104e-13,2.4068432113747252e-14,1.2710791560756011e-15,3.1675245525650378e-14,2.6189584855850793e-13,4.4219459746447574e-14,4.7294974691691327e-15,1.2377397336092772e-12
2.1178103032387007e-07,0.004483174539542475,1.8161335278655507e-08,7.0772169232169431e-09,7.5065722890869267e-09,5.1667300748401882e-08,7.7517539663845726e-09,0.0,0.0,7.7065570317119459e-08,1.6380438159307101e-10,4.8543560956501929e-12,1.4089595330112676e-13,6.6197695392190545e-14,5.688760359567422e-26,1.61253547584155e-19,3.3931686720210045e-14,2.8583724359311457e-07,9.0742038279333185e-10,2.8341890562856629e-19,4.646220905378778e-24,1.7853153598964669e-14,8.9210088117120037e-16,1.419769186177069e-15,1.1804018765031174e-12,2.491529798776166e-12,4.6508198357516416e-12,2.6431192175933003e-14,5.6791328625620281e-07,9.058634496449292e-09,3.234552316504288e-10,1.0037833038764685e-07,2.1714643010028284e-14,9.1801262593398967e-18,2.0521729880962103e-11,3.3273734721456606e-11,0.88168480800000004,0.0,0.0094596612787978818,0.10884988496608428,8.0125581881017283e-09,7.6762489307480193e-09,2.8174304950183337e-09,1.6827398374630737e-09,6.4354965235266959e-10,5.0678271302774146e-10,1.970829189835039e-11,1.4348863151302122e-10,4.1045608440156027e-11,5.5827945822808424e-10,1.1916760023541558e-08,5.1963388520264822e-10,1.2489504171870731e-08,1.5507053161202669e-11,9.6973032311547013e-11,3.1847835100913168e-08,2.2064696351711309e-08,2.0066446858735881e-08,2.3061988769406782e-12,1.3339984702546582e-11,7.5496240020899149e-08,5.7504920766088777e-12,4.240810843238577e-20,1.0337897577127541e-11,3.6293070428949308e-12,2.4373616240592632e-13,1.2983138168461033e-13,5.8850200715285358e-10,1.1384719958731005e-09,6.0210891046832609e-11,3.1932057627467675e-11,1.5514841536856482e-09,3.7519095475726296e-11,3.0347911194337078e-10,1.7049448661641874e-20,3.0270223344720738e-12,5.9805823795852803e-12,9.0726517651513899e-13,1.1275870639525026e-15,1.6140933772460323e-15,4.2585778668941898e-16,3.7752548087704616e-12,3.1268786801745399e-12,2.9059252797340714e-12,2.4412719285651062e-15,5.945201875321289e-15,4.7153450263312879e-12,1.3949305704731514e-13,2.1348024106774891e-13,2.4881537349263052e-14,1.3136980988014219e-15,3.26329254947072e-14,2.7174018618595672e-13,4.8024745712209188e-14,4.8924312642552367e-15,1.3285006338822947e-12
2.1750846251801507e-07,0.004483174667854467,1.8429263608191537e-08,7.3270978102152651e-09,7.7693167007559769e-09,5.4069131362509804e-08,8.2834339354303342e-09,0.0,0.0,8.0630378504884533e-08,1.7684630457807026e-10,5.2100804657378642e-12,1.5408639547934839e-13,7.0977411264824844e-14,6.1378046763555244e-26,1.7140455696939186e-19,3.6181140574722946e-14,2.9431157173124256e-07,9.6045042891852543e-10,3.1508733829851593e-19,5.162687879294359e-24,1.9183729518281704e-14,9.2356866282249421e-16,1.5101615477952322e-15,1.2972320887466819e-12,2.5791669289512387e-12,4.9786962696116215e-12,2.8262793685390251e-14,5.8778630725064213e-07,9.584223687037984e-09,3.3951218472047811e-10,1.0192422961116646e-07,2.2583417814145857e-14,9.4743040384099657e-18,2.1117472953145781e-11,3.4651126968456685e-11,0.88168480800000004,0.0,0.009459650351023809,0.10884988023543114,8.0446458151932017e-09,7.7155171161269855e-09,2.838210795113685e-09,1.7173831469301711e-09,6.5524207571694695e-10,5.1760503331605057e-10,2.0066841885183897e-11,1.4455265681856844e-10,4.1891571360365951e-11,5.6054927014004555e-10,1.2121397393589234e-08,5.2232832154672337e-10,1.2872030168843095e-08,1.5838776185737708e-11,9.7479982327587289e-11,3.3062187373187654e-08,2.3030440300262889e-08,2.0892347243631224e-08,2.3182638547237733e-12,1.3394172554081309e-11,7.8211164302676488e-08,5.8744615365374393e-12,4.2629929801671452e-20,1.0415144691165491e-11,3.6499780631395712e-12,2.4555811314967867e-13,1.3263300383568888e-13,6.0697017293872648e-10,1.1384746567373782e-09,6.0211028023412911e-11,3.2953222860141368e-11,1.5514877746181305e-09,3.7519180358832386e-11,3.1348164187766582e-10,1.7417324609739037e-20,3.1768001263716872e-12,6.2929994864750457e-12,9.2896811067418272e-13,1.1360161482488258e-15,1.6232869213873769e-15,4.3604534575401816e-16,3.945642286388965e-12,3.2300297115268175e-12,3.0017884884073713e-12,2.5515555103841733e-15,6.2208018110886321e-15,4.8671957814883006e-12,1.4399203609163927e-13,2.2056967211505199e-13,2.5690577130165475e-14,1.3561001692613113e-15,3.3582570435323846e-14,2.8155063190131563e-13,5.2010072239804259e-14,5.0546279727710643e-15,1.4226045272647714e-12
