Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979),S(986),S(2393)
5.0366376491081746e-09,0.004483170631140998,2.377966994908731e-10,1.9940660057697446e-12,2.4970086562550615e-12,9.8082132454903346e-12,4.0085272500236411e-14,0.0,0.0,4.5764377373399286e-11,1.7406502634437596e-15,1.9484485260627931e-18,8.0289126391233467e-19,1.5023690784520831e-18,8.7685190840130746e-31,3.0821028308371454e-22,9.7515140923224176e-19,2.8150002563621422e-09,1.9266517823195618e-13,1.9983990902841602e-29,8.5900105306251316e-32,5.024350542260464e-19,2.045505831250627e-18,2.8554976110377141e-20,6.4368366589432362e-20,7.9676178756984877e-15,1.3257553270104601e-18,2.0120811995514738e-19,2.32109620564505e-09,2.0380622744280026e-12,1.3257084423450026e-13,2.2865697236972697e-09,2.5936691107899022e-17,2.8920421937730274e-22,9.2525631547341855e-16,9.4206529030056685e-16,0.88168480800000004,0.0,0.0094599936546070264,0.10884999966206287,2.2309360337118812e-09,2.1694325396096689e-09,1.204399143443722e-09,5.1043103218366496e-12,3.746096214016772e-12,2.1142546331588863e-12,1.0528849164768523e-13,3.880612999527492e-11,1.1567067999512394e-13,4.8442674153836383e-11,4.2805898267852465e-11,7.1611850972860037e-11,3.4758706387497909e-11,5.822642947673322e-14,6.9848246248716735e-12,8.4776155297352884e-11,6.3644347356060109e-11,6.578112342807146e-11,1.5244430582318454e-13,1.3029570683370715e-12,1.9058019717720978e-10,1.3368257605163633e-14,2.4275760484014528e-21,1.163444143709715e-12,1.7178137060658686e-14,2.5468476657563351e-14,2.7937074521184624e-16,1.3612490108994422e-12,8.4950721793079676e-10,3.0968860119804547e-11,3.9452449204356985e-14,5.2307155257333057e-10,1.2075984831741149e-11,3.125470788479453e-13,2.6891497428570077e-23,2.3534875060890033e-16,2.5759811085353274e-16,1.7826039743115371e-16,1.1710416462110373e-16,7.5938870038700694e-18,8.3274074076595856e-20,1.2640808470789597e-17,2.8497699636500611e-15,2.6433109497561826e-15,7.6324342339045043e-21,4.031893520613485e-21,4.1984634092843558e-15,1.1426344276106997e-16,7.8776795845790488e-17,1.2786032203636869e-17,1.0336389957967205e-18,1.0957414205434034e-18,2.0859668594412128e-17,3.8237925214169242e-22,2.0080046254135675e-18,1.4686559978084067e-18
5.136072235812081e-09,0.004483170632101801,2.4607859035373342e-10,2.1057023911768081e-12,2.6371820965954432e-12,1.0359591465839225e-11,4.3186424373089175e-14,0.0,0.0,4.7699161516690448e-11,1.8492820181554389e-15,2.1589281645434452e-18,8.593337989862713e-19,1.6036326299275192e-18,9.4800213504723066e-31,3.1921339665729102e-22,1.0307125379532369e-18,2.8852762754855933e-09,2.0118428056225534e-13,2.3359526617532985e-29,9.6317953667479462e-32,5.3675694443162933e-19,2.141251248867538e-18,3.0355941432939071e-20,7.1015141908782022e-20,8.2714978677702192e-15,1.47484181137091e-18,2.1419001161273147e-19,2.4049529091267905e-09,2.1276081869096344e-12,1.3823375801716624e-13,2.3398762331693925e-09,2.7267038280051591e-17,3.1655736828729261e-22,1.0078063966741701e-15,1.0261956932930073e-15,0.88168480800000004,0.0,0.0094599935289213094,0.10884999965101093,2.2697913026098258e-09,2.2042106389388155e-09,1.2194490500718393e-09,5.3178651990316885e-12,3.8979387065087287e-12,2.2008646123607851e-12,1.0971363456005571e-13,3.9717659004832802e-11,1.206462323303479e-13,5.0074026079093206e-11,4.4539938469835562e-11,7.3668308614540984e-11,3.6142655380203835e-11,6.0709502184501769e-14,7.27073462008834e-12,8.8013733425718756e-11,6.5896609528079367e-11,6.8000431587588092e-11,1.5902704353690387e-13,1.3436910992466579e-12,1.9920107602098228e-10,1.4034987204565311e-14,3.7900160307374284e-21,1.2095361605250713e-12,1.8302978646768119e-14,2.6529921770539813e-14,2.9371317360539141e-16,1.3938252000178647e-12,8.5535736053645099e-10,3.152504595253846e-11,4.0706197270709333e-14,5.3522047536020819e-10,1.2373353458884169e-11,3.3250831170441234e-13,5.828329532457827e-23,2.4937438882510064e-16,2.7301401296807164e-16,1.9057791776197078e-16,1.220051870362596e-16,8.0917518071442924e-18,8.8969600861049367e-20,1.3771325823716526e-17,3.0401479524462962e-15,2.8200254014001747e-15,8.3239140458784061e-21,4.465607066491834e-21,4.3571465534311695e-15,1.18786217984434e-16,8.2491439146660018e-17,1.3419447230789226e-17,1.0754054409411548e-18,1.200448960238606e-18,2.2162413960277369e-17,4.3183615778555578e-22,2.0980172637218522e-18,1.5956650668775127e-18
5.2355068225159874e-09,0.004483170633068884,2.544652693022253e-10,2.2211549282088688e-12,2.7821657239284303e-12,1.0929964449836046e-11,4.6459840833671457e-14,0.0,0.0,4.9677011805484159e-11,1.9624796309438271e-15,2.38728750842777e-18,9.1844746337214333e-19,1.7092841559270228e-18,1.0231688229203616e-30,3.3037150504568027e-22,1.0884202914380926e-18,2.9560722897965762e-09,2.0991698149546416e-13,2.7220729704045642e-29,1.0774643881552925e-31,5.7263588853212377e-19,2.2391485341246341e-18,3.2234697866723689e-20,7.8203249482554851e-20,8.5805736617607192e-15,1.6370804528848512e-18,2.277638752624203e-19,2.4900251907897844e-09,2.2193703002738196e-12,1.4402763717305052e-13,2.393441163073532e-09,2.8634527543678274e-17,3.4580117154769218e-22,1.0956994928811369e-15,1.1157839296603228e-15,0.88168480800000004,0.0,0.0094599934032140107,0.10884999963984077,2.3084315853340494e-09,2.2386800692842287e-09,1.2342604764136959e-09,5.5367995155228166e-12,4.0531669811719492e-12,2.2894704541703003e-12,1.1424233667781381e-13,4.0623020660114023e-11,1.2575226716134921e-13,5.172160200033255e-11,4.630872672881603e-11,7.5729846925371845e-11,3.7553164292382691e-11,6.325312760632197e-14,7.5606665001407931e-12,9.1305361437043872e-11,6.817867271174147e-11,7.0245482220715445e-11,1.6571208128543323e-13,1.3847627762297591e-12,2.0800999644113639e-10,1.4722074606842354e-14,1.7815885122855593e-21,1.2561440910298831e-12,1.9473073922116918e-14,2.760471748297488e-14,3.0851002015870132e-16,1.4269224415299817e-12,8.6103914627075795e-10,3.2071334124960088e-11,4.197889298862913e-14,5.4728762768830705e-10,1.2668875658157143e-11,3.5324638649932125e-13,6.7086833044383484e-24,2.6398456236280182e-16,2.890876907129079e-16,2.034980091548727e-16,1.2696841245896088e-16,8.6110441302935426e-18,9.5125186924758137e-20,1.4978948814981856e-17,3.2383457420371306e-15,3.0040045231776803e-15,9.0633040300109845e-21,4.9361280358557403e-21,4.5184283546078713e-15,1.2338513968965229e-16,8.6299920820634812e-17,1.4067221204246913e-17,1.1178891658767496e-18,1.3124820346125719e-18,2.3514320434497189e-17,4.8653199355777256e-22,2.1902165112793668e-18,1.7305129460560901e-18
5.334941409219894e-09,0.004483170634042188,2.6295520949338166e-10,2.3404698288710133e-12,2.9320151190048989e-12,1.1519569522564983e-11,4.9911364192405137e-14,0.0,0.0,5.169802503339123e-11,2.0803448118048681e-15,2.6346313405704583e-18,9.8029663991766075e-19,1.8194024856322152e-18,1.1024770762886378e-30,3.4168317424319818e-22,1.1483151257790004e-18,3.0273853396876845e-09,2.18864928856539e-13,3.16255753797336e-29,1.2025927265683003e-31,6.1010579013110234e-19,2.3391852190789245e-18,3.4193064961032441e-20,8.5965308905510712e-20,8.8948204337520311e-15,1.8133157970231198e-18,2.4194675709262186e-19,2.5763015372316016e-09,2.3133649095526518e-12,1.4995311847367196e-13,2.4472614053362283e-09,3.0039245554809767e-17,3.7701709828338002e-22,1.1891509136079136e-15,1.2110517736980564e-15,0.88168480800000004,0.0,0.0094599932774848648,0.10884999962855407,2.3468560664444944e-09,2.2728427001839052e-09,1.2488375399826881e-09,5.761140177972713e-12,4.2117724110047589e-12,2.3800725425287454e-12,1.1887753369197612e-13,4.1521980438431957e-11,1.3099112683531872e-13,5.3384930900475183e-11,4.811224192456499e-11,7.7795802260476977e-11,3.899018783546706e-11,6.5858661960011338e-14,7.8544897027606339e-12,9.4650665994494325e-11,7.0490153587950077e-11,7.2515922909216273e-11,1.7249641866965289e-13,1.4261629190683962e-12,2.1700581991857942e-10,1.5429613805236099e-14,5.4159620578288749e-21,1.3032421126737643e-12,2.0688939814881731e-14,2.8692266672770157e-14,3.237575998059945e-16,1.4605523525107733e-12,8.6655929186442436e-10,3.2607754599912074e-11,4.3270890463204298e-14,5.5927033646747436e-10,1.2962320427023168e-11,3.7476956521932691e-13,1.0273978618763887e-22,2.7919196153004286e-16,3.0583575838122979e-16,2.1703846585822222e-16,1.3199108519668699e-16,9.1486624790331899e-18,1.0127331580572575e-19,1.6267877201679877e-17,3.444457276710213e-15,3.1953357431851663e-15,9.8529015683648516e-21,5.4457825765267145e-21,4.6823362828326924e-15,1.2806108711597623e-16,9.0202979255129896e-17,1.4729297135541172e-17,1.1610985945282043e-18,1.4321612874722034e-18,2.491604890573495e-17,5.4690467242699528e-22,2.2846201762677857e-18,1.8734919990475958e-18
5.4343759959238e-09,0.0044831706350216575,2.7154691572797769e-10,2.4636924171788819e-12,3.0867846399040104e-12,1.2128639811943718e-11,5.3546914633864584e-14,0.0,0.0,5.3762290097856081e-11,2.2029796972875856e-15,2.9021114849986308e-18,1.044945929016038e-18,1.9340658818746808e-18,1.1860523957770997e-30,3.5314700778037804e-22,1.2104375723128297e-18,3.0992124624713488e-09,2.2802975997903991e-13,3.6638459156851621e-29,1.3393426489380067e-31,6.492004941247488e-19,2.441347612314018e-18,3.6232909389951076e-20,9.4335396727775714e-20,9.214213483745445e-15,2.0044302880186115e-18,2.5675597888065375e-19,2.6637706738116496e-09,2.4096082039674333e-12,1.5601083067666777e-13,2.5013338652289688e-09,3.1481263907254654e-17,4.1028767044623824e-22,1.2883711851688096e-15,1.3122154004274112e-15,0.88168480800000004,0.0,0.0094599931517336134,0.10884999961715204,2.3850639284304864e-09,2.3067005289328551e-09,1.2631842478686297e-09,5.9909160740642865e-12,4.3737502708901097e-12,2.4726727358093496e-12,1.2361683014131287e-13,4.241433376581236e-11,1.3636114569709662e-13,5.5063548915657183e-11,4.9950460099498816e-11,7.9865542294623074e-11,4.0453679121375634e-11,6.8525047133992444e-14,8.1520714713906669e-12,9.8049273452051827e-11,7.2830677057051919e-11,7.4811415101603713e-11,1.7937677893941146e-13,1.4678834326518229e-12,2.2618733480092595e-10,1.6157825695324173e-14,3.9475801442063976e-21,1.350804087319136e-12,2.1951096093662672e-14,2.9791913156164648e-14,3.3946504742789045e-16,1.4947261232914039e-12,8.7192393789074579e-10,3.3134377275664912e-11,4.4582577006100275e-14,5.7116602253608184e-10,1.3253793523101508e-11,3.9708579249026706e-13,5.8538635619482612e-23,2.9501075881452093e-16,3.2327588231830108e-16,2.3121648928505712e-16,1.37070152121727e-16,9.7085160951770284e-18,1.079902794451255e-19,1.7641403838019105e-17,3.6585740497072709e-15,3.394104223769202e-15,1.0695184707942921e-20,5.9970054621188024e-21,4.848892030646336e-15,1.3281422082598358e-16,9.4201338939376414e-17,1.5405678515896952e-17,1.2050333958510615e-18,1.5598116621368958e-18,2.636831188432502e-17,6.1342348803300326e-22,2.3812513111821283e-18,2.0248982403468967e-18
5.533810582627707e-09,0.00448317063600724,2.80238909665769e-10,2.5908674339233599e-12,3.246527589814506e-12,1.2757405690189025e-11,5.7372466371599679e-14,0.0,0.0,5.5869894237792332e-11,2.3304866102686473e-15,3.1909140675594625e-18,1.1124597653089872e-18,2.0533513266230632e-18,1.274020515253931e-30,3.6476163045242898e-22,1.2748277958800993e-18,3.1715506843892557e-09,2.3741310457051884e-13,4.2328616217453462e-29,1.4885223465074737e-31,6.8995362146760518e-19,2.5456220817399626e-18,3.8356090853915637e-20,1.0334866031414905e-19,9.5387282033826953e-15,2.2113338940138129e-18,2.7220906670671266e-19,2.7524214329974298e-09,2.5081162959852703e-12,1.622013962211568e-13,2.5556554713928164e-09,3.296064692382382e-17,4.4569630792925992e-22,1.3935784839297344e-15,1.4194996665584345e-15,0.88168480800000004,0.0,0.0094599930259600014,0.10884999960563596,2.4230543919394504e-09,2.3402555672989015e-09,1.2773045438206245e-09,6.2261527282139162e-12,4.5390934045954768e-12,2.5672715963551073e-12,1.2845932272642288e-13,4.3299887410914973e-11,1.4186265099796903e-13,5.6756999334658308e-11,5.1823355136830885e-11,8.1938452598738532e-11,4.1943590235836596e-11,7.1252049228318197e-14,8.4532804846736801e-12,1.0150081214189783e-10,7.5199873545831471e-11,7.7131627405294575e-11,1.8634998116499805e-13,1.5099137881399019e-12,2.3555331186360006e-10,1.690687318551567e-14,3.3596053711768164e-21,1.3988043109306994e-12,2.3260020262556865e-14,3.0903032965672897e-14,3.5563796154739718e-16,1.5294546976656501e-12,8.7713904712330141e-10,3.36512731928542e-11,4.5914335802710904e-14,5.829723730672215e-10,1.3543265635950088e-11,4.2020260133672549e-13,4.3549474541484615e-23,3.1145468281052504e-16,3.4142533234534822e-16,2.4604923663277865e-16,1.4220271963358572e-16,1.0288958119975962e-17,1.1496710647098842e-19,1.9103786908455481e-17,3.8807828542578462e-15,3.6003907526977694e-15,1.1592606614886864e-20,6.5923142100578102e-21,5.0181240014504971e-15,1.3764513774271353e-16,9.829577253456214e-17,1.6096341780525378e-17,1.2496981414810904e-18,1.6957617023015212e-18,2.7871798491800088e-17,6.8658084391071012e-22,2.4801294567043956e-18,2.1850318600464085e-18
5.633245169331613e-09,0.0044831706369988815,2.8902973384686664e-10,2.7220389217634355e-12,3.4112960881212045e-12,1.3406094230742419e-11,6.1394056816569783e-14,0.0,0.0,5.8020921822693506e-11,2.4629681152362349e-15,3.5022675308521828e-18,1.1829024521340769e-18,2.1773344924846601e-18,1.3665073702357314e-30,3.7652569201515323e-22,1.3415256287958617e-18,3.2443970212018046e-09,2.4701658311179518e-13,4.8771575219543592e-29,1.6509773567455852e-31,7.3239855903817923e-19,2.6519948769791998e-18,4.0564469089298933e-20,1.1304156969071136e-19,9.8683400820226478e-15,2.4349706921577188e-18,2.8832379368084355e-19,2.842242784147622e-09,2.6089052050641521e-12,1.6852543015562021e-13,2.6102231779701151e-09,3.4477450091949675e-17,4.8332750987143185e-22,1.504991431608254e-15,1.5331297374774904e-15,0.88168480800000004,0.0,0.0094599929001637773,0.10884999959400725,2.460826716585477e-09,2.3735098560363178e-09,1.2912022952241095e-09,6.4668734608286483e-12,4.7077928632960023e-12,2.663868769078038e-12,1.3340483203222478e-13,4.4178462616360638e-11,1.474965832792048e-13,5.8464831716763595e-11,5.3730898408079667e-11,8.4013940017150804e-11,4.3459872009418319e-11,7.4039774329472158e-14,8.757986709348721e-12,1.0500491240344489e-10,7.7597380008419337e-11,7.9476237009098598e-11,1.9341289916644848e-13,1.552243198573058e-12,2.4510249772060599e-10,1.7676889345945826e-14,3.584368176744631e-21,1.4472174989995222e-12,2.4616168512005742e-14,3.2025018946540144e-14,3.7227985272167586e-16,1.5647487156190057e-12,8.8221033748350323e-10,3.4158519649874099e-11,4.7266552623049436e-14,5.946873008255335e-10,1.3830660874748657e-11,4.4412707981995808e-13,4.8584198406376682e-23,3.2853722503513302e-16,3.6030131137963999e-16,2.6155427004083105e-16,1.4738597527682187e-16,1.0890081857194992e-17,1.2221609443785378e-19,2.0659065854137714e-17,4.1111656530332137e-15,3.8142716250104643e-15,1.2547712657930175e-20,7.2343279718647824e-21,5.1900642976841558e-15,1.4255463822778648e-16,1.0248709457306678e-16,1.6801266257929189e-17,1.2950996434039448e-18,1.8403442885886339e-18,2.9427194088189093e-17,7.6689840761367044e-22,2.5812741323567966e-18,2.3541972761526337e-18
5.73267975603552e-09,0.004483170637996532,2.979179524738942e-10,2.8572502074230985e-12,3.5811410578366021e-12,1.4074929123959188e-11,6.561778733418814e-14,0.0,0.0,6.0215453921950352e-11,2.6005270307749113e-15,3.8374444905715614e-18,1.2563381828294989e-18,2.3060897991749985e-18,1.463639054825446e-30,3.8843786747443876e-22,1.4105706043107002e-18,3.3177484792577145e-09,2.5684180651737899e-13,5.6049813145684715e-29,1.8275926554118252e-31,7.7656846539458294e-19,2.7604520563513485e-18,4.2859908304062971e-20,1.2345198618258526e-19,1.0203024703582553e-14,2.6763204211325989e-18,3.0511818751086224e-19,2.9332238401510912e-09,2.7119908541560879e-12,1.7498354000624856e-13,2.66503396440986e-09,3.6031719845486987e-17,5.2326679453084389e-22,1.6228303260998201e-15,1.6533326081461746e-15,0.88168480800000004,0.0,0.0094599927743446929,0.10884999958226711,2.4983801994954176e-09,2.4064654695923229e-09,1.3048812911792244e-09,6.7131000596588731e-12,4.879838523258031e-12,2.7624632779235053e-12,1.3845330379813998e-13,4.5049895686642258e-11,1.5326381011544486e-13,6.0186601527504628e-11,5.5673058743112426e-11,8.6091433038045077e-11,4.5002473974403193e-11,7.6888356476940981e-14,9.0660612853090334e-12,1.0856120650732479e-10,8.0022840042712437e-11,8.1844929831551597e-11,2.0056243318675616e-13,1.5948612734734823e-12,2.5483361355839812e-10,1.8467995471078791e-14,3.771633833828605e-21,1.4960187597487058e-12,2.6019971193658733e-14,3.3157272244482673e-14,3.8939352428963303e-16,1.6006185026831199e-12,8.8714326526411718e-10,3.4656202171579287e-11,4.8639618313664728e-14,6.0630890619123079e-10,1.4115906007621368e-11,4.688658809440246e-13,5.1920730036510657e-23,3.4627180299551211e-16,3.7992111361760135e-16,2.7774924385358154e-16,1.526171446275482e-16,1.1512376905860709e-17,1.2979043692491176e-19,2.2311348153116383e-17,4.3497997987269053e-15,4.0358188497682188e-15,1.356312138166795e-20,7.9257721996982448e-21,5.3647473089767424e-15,1.4754360376090624e-16,1.0677615654642288e-16,1.7520445261372919e-17,1.3412455215338697e-18,1.9938964417359966e-18,3.1035189312566767e-17,8.5492932535872497e-22,2.6847061600919115e-18,2.5327030626436356e-18
5.832114342739426e-09,0.004483170639000133,3.0690215092225335e-10,2.9965439168380816e-12,3.7561122566055291e-12,1.4764130748517509e-11,7.0049821291084943e-14,0.0,0.0,6.245356833468956e-11,2.7432664234762915e-15,4.1977616807444913e-18,1.3328310445875277e-18,2.4396904599121605e-18,1.5655417759896588e-30,4.0049685610113338e-22,1.4820019724738755e-18,3.3916020563350628e-09,2.6689037619855245e-13,6.4253160503615664e-29,2.0192930637113859e-31,8.2249627426308823e-19,2.8709794857783154e-18,4.5244278425653802e-20,1.3461917240344279e-19,1.054275774087367e-14,2.9363985023785709e-18,3.2261052702527394e-19,3.0253538541604245e-09,2.817389070290191e-12,1.8157632592088284e-13,2.7200848350893278e-09,3.762349390544405e-17,5.6560061995214069e-22,1.7473176545496517e-15,1.7803377000289067e-15,0.88168480800000004,0.0,0.0094599926485024986,0.10884999957041681,2.5357141745206056e-09,2.439124514624487e-09,1.3183452447046311e-09,6.9648529631911876e-12,5.0552193701636983e-12,2.8630536435195489e-12,1.4360458541465699e-13,4.5914037379187132e-11,1.5916499244144685e-13,6.1921870067022566e-11,5.7649802496850628e-11,8.8170381045612378e-11,4.6571344386147479e-11,7.9797861171368898e-14,9.3773765350389379e-12,1.1216932863715291e-10,8.2475903715722719e-11,8.4237400201041721e-11,2.0779550186417352e-13,1.6377580087485042e-12,2.6474535669743467e-10,1.9280306754201875e-14,3.8910482124626133e-21,1.5451835883576495e-12,2.7471832178925619e-14,3.4299200467556951e-14,4.0698167602758713e-16,1.6370740770864279e-12,8.919430335611978e-10,3.5144414361287214e-11,5.0033928749199272e-14,6.1783545793000332e-10,1.4398942650130307e-11,4.9442523857667071e-13,5.3852563019407016e-23,3.6467181935663185e-16,4.0030215055954064e-16,2.9465180796122004e-16,1.5789348197670813e-16,1.2156059176774105e-17,1.3769994088388239e-19,2.4064893496003382e-17,4.5967582238787231e-15,4.2651003268456258e-15,1.4641517569360953e-20,8.6694793792067989e-21,5.5422092997022641e-15,1.5261296375507724e-16,1.1116384492197834e-16,1.8253887418195639e-17,1.3881438150705156e-18,2.1567590134102783e-18,3.2696482556667144e-17,9.512591800939342e-22,2.7904476336205771e-18,2.7208619191481239e-18
6.030983516147238e-09,0.004483170641024988,3.2515292454676769e-10,3.2875459051922601e-12,4.1216270517782081e-12,1.620450055728988e-11,7.9563732849855732e-14,0.0,0.0,6.7060840992097168e-11,3.0447000153810525e-15,4.9992925718425817e-18,1.495243969213082e-18,2.7217151270158232e-18,1.7841653616397183e-30,4.2505017712437586e-22,1.6321795724181308e-18,3.5408035222544733e-09,2.8766391540463432e-13,8.383269164802066e-29,2.4518413166268946e-31,9.1975625738373508e-19,3.0981878275286531e-18,5.0287316361128388e-20,1.5938763415684942e-19,1.1237272137991254e-14,3.5169708660593494e-18,3.5976332509920076e-19,3.2130183984944519e-09,3.0351860610100218e-12,1.9516829245328096e-13,2.8308949648922854e-09,4.0919667559831241e-17,6.5780175499132691e-22,2.0171358971450641e-15,2.0556814935978467e-15,0.88168480800000004,0.0,0.0094599923967478242,0.10884999954639037,2.6097211116158267e-09,2.5035614530838303e-09,1.3446425343056919e-09,7.485012903758665e-12,5.4159387567835722e-12,3.070213752310012e-12,1.5421449384870205e-13,4.7619912004235417e-11,1.7137137959723459e-13,6.5431176297644019e-11,6.1706894393078233e-11,9.2330532547260667e-11,4.9787677697241066e-11,8.5799653806548016e-14,1.0009224562042313e-11,1.1953960309439368e-10,8.7463471630509667e-11,8.9092488166378295e-11,2.2250002620083398e-13,1.7243483430731585e-12,2.8510541774118603e-10,2.0968973542972141e-14,4.0852064354647064e-21,1.6445078430955622e-12,3.0521226573018179e-14,3.6609749903841379e-14,4.43592105106458e-16,1.7117812687299396e-12,9.0116280807058677e-10,3.6092834009829958e-11,5.2887884855808525e-14,6.405972168866129e-10,1.4958201815376475e-11,5.4802864816741727e-13,5.6930442933688716e-23,4.0352168534247675e-16,4.4341797762420904e-16,3.3065030766375929e-16,1.6857084946935192e-16,1.3508188902204113e-17,1.5454920916122224e-19,2.7893335521761951e-17,5.1159193753221698e-15,4.7471187942528958e-15,1.6998337589013562e-20,1.032552713575448e-20,5.9056237523142276e-15,1.6299683367476332e-16,1.2023881048625756e-16,1.9763658553879118e-17,1.4842321172700842e-18,2.5117952190789351e-18,3.6181795086809995e-17,1.1713192219293525e-21,3.0089512358507129e-18,3.1274094625516978e-18
6.229852689555051e-09,0.004483170643073029,3.4377113865505758e-10,3.5953724416024803e-12,4.5082162066921943e-12,1.772890310829455e-11,8.9986270093290343e-14,0.0,0.0,7.1843302758344374e-11,3.3680980535888686e-15,5.91827633576865e-18,1.6706516027237879e-18,3.0239707605616267e-18,2.023388416802777e-30,4.5017569598250681e-22,1.7923668866490974e-18,3.6919772503323738e-09,3.0934982379091609e-13,1.0839274788194768e-28,2.9568361564904622e-31,1.0244374148766227e-18,3.3335039009404593e-18,5.5708642255992481e-20,1.8768953964260051e-19,1.195169025070399e-14,4.1855272968245123e-18,3.9993332833546704e-19,3.4051530742919939e-09,3.2624208919176278e-12,2.093059876187066e-13,2.942630102231911e-09,4.4366113544822287e-17,7.606393060132786e-22,2.3162600378724156e-15,2.3610343364770281e-15,0.88168480800000004,0.0,0.0094599921448978563,0.10884999952193677,2.6828429411724529e-09,2.5668380414127076e-09,1.3701224366997129e-09,8.0274891615856953e-12,5.7898465949686057e-12,3.2853275828607599e-12,1.6523183078958654e-13,4.9295150988306612e-11,1.8411926891781635e-13,6.8989357377987829e-11,6.5901857585858946e-11,9.6490377726748503e-11,5.3108433309467452e-11,9.2044849909520761e-14,1.065253616998455e-11,1.2711284920500343e-10,9.2557407454737899e-11,9.4039210968259047e-11,2.3750231405351564e-13,1.8119380948854051e-12,3.0617186564895118e-10,2.2743665989552391e-14,4.4246013657542942e-21,1.7450023871705064e-12,3.3767087433830683e-14,3.8952093977880746e-14,4.8213098776764623e-16,1.788944605385063e-12,9.0990674049771671e-10,3.7004656388538877e-11,5.5831657176356708e-14,6.6296182100341971e-10,1.5508132459145273e-11,6.0497915968967652e-13,6.3517906503956378e-23,4.4519349703994037e-16,4.8978968820964386e-16,3.6969103265500733e-16,1.793968680639213e-16,1.494758865273665e-17,1.7281663025025194e-19,3.2180639053428822e-17,5.6691473945591608e-15,5.2607910367713744e-15,1.9641027348236007e-20,1.2227310450609419e-20,6.280633033425017e-15,1.7371476121720293e-16,1.2971977354689307e-16,2.1330911542515179e-17,1.583439054619167e-18,2.9082478012167179e-18,3.9888882718699086e-17,1.4324502672151837e-21,3.236978313213301e-18,3.5764253774066446e-18
6.428721862962864e-09,0.00448317064514385,3.6274618449931081e-10,3.9203406176674766e-12,4.9162381239788712e-12,1.9338988398186816e-11,1.0136880667355563e-13,0.0,0.0,7.6801472961745688e-11,3.7142931935472693e-15,6.9668453362180384e-18,1.8595622885388435e-18,3.3470012029791012e-18,2.2842204687100979e-30,4.7586378492647726e-22,1.9628679913392294e-18,3.8450989669990562e-09,3.3196057302738589e-13,1.3896433978541417e-28,3.5431678352878898e-31,1.1367949001062132e-18,3.5768100440720493e-18,6.1523381814339985e-20,2.1989098887101915e-19,1.2685820203089608e-14,4.9514908613612088e-18,4.4327556951639012e-19,3.6016765361714063e-09,3.4992167470532614e-12,2.2399395642013551e-13,3.055267188345437e-09,4.7962857190818236e-17,8.7483352090849304e-22,2.6465269484949916e-15,2.6982955026924502e-15,0.88168480800000004,0.0,0.0094599918929507455,0.10884999949706428,2.7550756845163149e-09,2.6289719674930701e-09,1.3948121357012188e-09,8.5923956001133346e-12,6.1768260949811008e-12,3.5083661240115282e-12,1.7665333482562069e-13,5.0939003918311695e-11,1.9741177254053337e-13,7.2593113057034089e-11,7.0234338897729434e-11,1.0064619061138974e-10,5.6533153267768189e-11,9.8532877440125193e-14,1.1306340944223719e-11,1.3488621418084209e-10,9.7755129802061534e-11,9.9075394425746603e-11,2.5277871022837607e-13,1.900453151698429e-12,3.2793363330610852e-10,2.4605028323532145e-14,4.7243084689977796e-21,1.8464862964946695e-12,3.7211764939659453e-14,4.1321815316923798e-14,5.2261550491846306e-16,1.8686339226683016e-12,9.1820863670741783e-10,3.7880838324446061e-11,5.8868514819829422e-14,6.8492076836311076e-10,1.6048485549651846e-11,6.6531241960007237e-13,6.91657098965926e-23,4.8979319497192004e-16,5.3955908371496196e-16,4.1191515580752652e-16,1.9035104631897697e-16,1.647537711763432e-17,1.9257820636816479e-19,3.6964741154298203e-17,6.2568742812308931e-15,5.8065194278156391e-15,2.2593545817634074e-20,1.4401469876539293e-20,6.6675881241832192e-15,1.8477614377583573e-16,1.3961506472085394e-16,2.2956170530742989e-17,1.6858478835899388e-18,3.3489599096157128e-18,4.3823642751149338e-17,1.7406159579843301e-21,3.4747333176076406e-18,4.0705642588412678e-18
