Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216)
7.999465757060375e-09,0.011238093804579337,9.0192715116420742e-09,8.4807572447135204e-11,9.2765976531712186e-11,3.8210653179917748e-10,1.7788235007805993e-13,0.0,0.0,5.4562596790989403e-10,2.5775158103887187e-14,8.3134440814150988e-16,3.0912544309752773e-15,6.1020235768264408e-15,7.77420346296502e-26,1.0243614779769472e-18,2.9714033544085388e-15,1.2238457407259793e-07,9.2826371338328095e-12,7.3623458951329123e-26,1.8541395789185607e-26,9.9189565231276899e-16,1.2812991379728359e-14,8.6117904309075242e-17,3.6263167285144438e-17,5.198937344754921e-13,9.351601854612389e-20,4.7237787615455235e-16,2.7617518033450561e-07,8.7365531647695994e-11,9.3279472545784375e-12,1.580554783409353e-07,2.5431796529742747e-15,1.8628929198935255e-20,1.5385325353453981e-17,1.0742231381629683e-16,0.88168480800000004,0.0,0.0094597755029442888,0.10884999718443104,7.5523687638062122e-08,5.4658425188752728e-08,2.4870982779312037e-08,2.9757222370189685e-10,2.741116115338519e-10,1.3699597489273034e-10,9.859187464191232e-13,1.5363696472192974e-10,8.4535726258989478e-13,4.6352630827815123e-10,7.6323872564584985e-10,3.9879970697031774e-10,2.9264701343342208e-10,4.9285410195887033e-13,1.0195948039018805e-10
8.19422590474584e-09,0.011238093980482852,9.4895705498356066e-09,9.1395155882907981e-11,9.9883726940283345e-11,4.1183221010285917e-10,1.9616574026416313e-13,0.0,0.0,5.7729356961119922e-10,2.7922730638090464e-14,9.2542364723446241e-16,3.3543707599193066e-15,6.6017133719496026e-15,8.7979035949293866e-26,1.08452799397915e-18,3.2080422826560567e-15,1.2712891617772605e-07,9.9118319852459515e-12,8.8206160854008063e-26,2.1564573892045104e-26,1.0755404378887049e-15,1.3510854046758211e-14,9.4179814698240963e-17,4.1609314267575368e-17,5.487155490759439e-13,1.081917951012724e-19,5.203543006205722e-16,2.8647391921066887e-07,9.3226116245043007e-11,9.8358023903019991e-12,1.6254675136124259e-07,2.7409331942567411e-15,2.1243616718624789e-20,1.7419122281393416e-17,1.220064107776727e-16,0.88168480800000004,0.0,0.0094597700128110796,0.10884999707681166,7.613482598122172e-08,5.5040249360673132e-08,2.4930951251756586e-08,3.1459113768361946e-10,2.9051800719771539e-10,1.4519313513565328e-10,1.0454737437519217e-12,1.5429315977767035e-10,8.9406202811574399e-13,4.7299272141709073e-10,7.9854600173988288e-10,4.0365666167203962e-10,3.0894833933895164e-10,5.2261471667556818e-13,1.0399143793612727e-10
8.388986052431303e-09,0.01123809415723167,9.9719874419894308e-09,9.8320998303321958e-11,1.0735960198548657e-10,4.4308811918227687e-10,2.1583484405864938e-13,0.0,0.0,6.1001597369407029e-10,3.0195836510039721e-14,1.0273734787807982e-15,3.6319638703317886e-15,7.1267559726594227e-15,9.9222925324465162e-26,1.1462964669203962e-18,3.4568241737145145e-15,1.3191004632120758e-07,1.0565549973017734e-11,1.0520232970335256e-25,2.4982384342451385e-26,1.1636989050992193e-15,1.4224066615114674e-14,1.0275342282344e-16,4.7580259872509019e-17,5.781772954872658e-13,1.2478504937661868e-19,5.7205061086291333e-16,2.9684925625292834e-07,9.9310501514504715e-11,1.035813819619209e-11,1.6704150473196939e-07,2.9474645575147445e-15,2.4154918084550945e-20,1.9669188592814413e-17,1.3815066255141126e-16,0.88168480800000004,0.0,0.0094597645209112437,0.10884999696745234,7.6713891133254849e-08,5.5403232797050464e-08,2.4985939776231025e-08,3.3231809552822176e-10,3.0762859433342679e-10,1.537419455549264e-10,1.1076136748932738e-12,1.5489537159198742e-10,9.44811297019493e-13,4.8216054207121191e-10,8.3444166648846316e-10,4.0830121372421836e-10,3.2561674065517597e-10,5.5366629733344878e-13,1.0595048048636149e-10
8.583746200116768e-09,0.01123809433478855,1.046648057185378e-08,1.0559364150678662e-10,1.1520226278518738e-10,4.7591311759139048e-10,2.369585447213708e-13,0.0,0.0,6.4380194993948118e-10,3.2598857932985545e-14,1.1376218315436665e-15,3.9243789619279779e-15,7.6775857535849572e-15,1.1153817662085233e-25,1.2096420313448611e-18,3.7180016083163024e-15,1.3672600478293936e-07,1.1243999296203473e-11,1.2493531975503576e-25,2.8833726034485668e-26,1.2564715823477329e-15,1.4952273890501291e-14,1.1185519957709826e-16,5.4230403210094226e-17,6.0826217846845436e-13,1.434972907663853e-19,6.276638542569887e-16,3.0729787723511076e-07,1.0562037436526861e-10,1.0894982226083894e-11,1.7153879613078216e-07,3.1628130228556639e-15,2.7388569226645755e-20,2.2152974440809662e-17,1.5597823359043493e-16,0.88168480800000004,0.0,0.0094597590272041451,0.10884999685634376,7.7262429547272939e-08,5.5748309379956732e-08,2.5036361885964606e-08,3.5076940869508508e-10,3.2545951282008419e-10,1.6265045492354981e-10,1.1723987903434332e-12,1.5544798961843221e-10,9.9765285404541961e-13,4.910327297679817e-10,8.7090983061257585e-10,4.127416342624699e-10,3.4264280833786175e-10,5.8603889078966141e-13,1.0783800803647781e-10
8.778506347802232e-09,0.01123809451311818,1.0973005618087889e-08,1.1322159554415032e-10,1.2342032973834653e-10,5.1034592574628198e-10,2.5960737092976948e-13,0.0,0.0,6.7865999938422526e-10,3.5136233285687074e-14,1.2566069803364463e-15,4.2319557481492505e-15,8.2546204909218036e-15,1.249908841451734e-25,1.2745393479240524e-18,3.9918218014680827e-15,1.4157492723897708e-07,1.1947378041338522e-11,1.4776183722263162e-25,3.3160079020163581e-26,1.3539570136698779e-15,1.5695122115755123e-14,1.2150154353990627e-16,6.1617269646140357e-17,6.3895342390637421e-13,1.6454608947215253e-19,6.8739617458910778e-16,3.17816641544174e-07,1.1215733206789739e-10,1.1446359418878861e-11,1.7603773300624752e-07,3.3870079328475601e-15,3.0971836093649757e-20,2.4888880439934529e-17,1.7561857628816484e-16,0.88168480800000004,0.0,0.0094597535316493699,0.10884999674347658,7.7781926498060069e-08,5.6076366346915039e-08,2.5082596758172042e-08,3.6996129970939706e-10,3.4402681016584527e-10,1.7192666537869311e-10,1.2398890005828939e-12,1.5595505591723979e-10,1.052634226607789e-12,4.9961283625719243e-10,9.0793473504566335e-10,4.1698597173911995e-10,3.6001712870454179e-10,6.1976237219474947e-13,1.096555278387182e-10
8.973266495487696e-09,0.011238094692187122,1.1491515717859403e-08,1.2121333691106745e-10,1.3202238112840761e-10,5.4642511750178739e-10,2.8385348906362262e-13,0.0,0.0,7.1459836136396906e-10,3.7812456827242047e-14,1.384777425294415e-15,4.5550284645088754e-15,8.8582616809760389e-15,1.3964868985059077e-25,1.3409626959452791e-18,4.2785266995969058e-15,1.4645504091787517e-07,1.2675874633406319e-11,1.7407435511436992e-25,3.800558685983671e-26,1.4562517764613209e-15,1.6452259674154839e-14,1.3170877648379389e-16,6.9801594656476397e-17,6.702343192162914e-13,1.881659395813263e-19,7.5145475711922783e-16,3.2840257330737938e-07,1.1892288664298327e-10,1.2012292240650884e-11,1.805374700690364e-07,3.6200690705521267e-15,3.4933560340997168e-20,2.7896282594573352e-17,1.9720756730942683e-16,0.88168480800000004,0.0,0.0094597480342067473,0.10884999662884157,7.8273807083628692e-08,5.6388246650391801e-08,2.5124992071377821e-08,3.899099005938791e-10,3.6334643996505204e-10,1.8157853165431134e-10,1.3101438700249682e-12,1.5642029084842891e-10,1.109802680009998e-12,5.0790493634864875e-10,9.4550076451817235e-10,4.210420464124037e-10,3.7773030677872583e-10,6.5486644198482503e-13,1.1140463516073123e-10
9.16802664317316e-09,0.011238094871963668,1.2021961622086764e-08,1.2957730685142635e-10,1.4101695182110257e-10,5.8418911224014933e-10,3.0977069523223697e-13,0.0,0.0,7.5162502037104889e-10,4.063207843462605e-14,1.5225917737119959e-15,4.8939258900214682e-15,9.4888948831254395e-15,1.5558070945382163e-25,1.4088860598455255e-18,4.5783530884382204e-15,1.5136466082760478e-07,1.3429668270716952e-11,2.0430362582476149e-25,4.341713777759541e-26,1.5634505033454732e-15,1.7223337721491821e-14,1.424931396067557e-16,7.8847406811267694e-17,7.0208824996424028e-13,2.1460914438664566e-19,8.2005177227088695e-16,3.390528529376907e-07,1.2591846907086837e-10,1.2592800819434402e-11,1.8503720691037018e-07,3.8620070448764032e-15,3.930420464406204e-20,3.1195556977798984e-17,2.2088764135576015e-16,0.88168480800000004,0.0,0.0094597425348363316,0.10884999651242958,7.8739437393335814e-08,5.6684751195330964e-08,2.5163866624464201e-08,4.1063125142998863e-10,3.8343426048503203e-10,1.9161396037863508e-10,1.3832226114730221e-12,1.5684711721998725e-10,1.1692052130570868e-12,5.1591356373306152e-10,9.8359245987645738e-10,4.2491744673952687e-10,3.9577298753069532e-10,6.9138062312645387e-13,1.1308699605014439e-10
9.362786790858624e-09,0.011238095052417805,1.2564291842749301e-08,1.3832190976608994e-10,1.5041253205126133e-10,6.2367616744547122e-10,3.374344070615104e-13,0.0,0.0,7.8974771273176668e-10,4.3599703361844106e-14,1.6705186247989945e-15,5.24897138046618e-15,1.0146890084027229e-14,1.7285745784879196e-25,1.4782832100434798e-18,4.8915327103391648e-15,1.563021860625491e-07,1.4208929343847695e-11,2.3892129175611162e-25,4.9444444568773499e-26,1.6756459077452662e-15,1.8008010752006424e-14,1.5387079043704914e-16,8.8822109881488042e-17,7.3449873294013186e-13,2.4414672372019086e-19,8.9340431815278032e-16,3.4976480908124216e-07,1.3314543332595248e-10,1.3187903073081171e-11,1.8953618574111981e-07,4.1128236810273207e-15,4.4115897618509171e-20,3.4808104154997942e-17,2.4680792234622009e-16,0.88168480800000004,0.0,0.0094597370334984308,0.10884999639423164,7.9180125813102887e-08,5.6966640961299426e-08,2.5199512737503336e-08,4.321412990397368e-10,4.0430603337368246e-10,2.0204080943208511e-10,1.4591840810487477e-12,1.5723868290176192e-10,1.2308885540236832e-12,5.2364365154625408e-10,1.0221945292170128e-09,4.2861952738250983e-10,4.1413587513817763e-10,7.2933425859703696e-13,1.1470433193720564e-10
9.557546938544088e-09,0.011238095233521084,1.3118452792667265e-08,1.4745551172150397e-10,1.6021756629355321e-10,6.6492437173911957e-10,3.6692165525726529e-13,0.0,0.0,8.2897393310781353e-10,4.671999201963773e-14,1.829036457667026e-15,5.6204829123223131e-15,1.0832602080149019e-14,1.9155077417926291e-25,1.5491277783210577e-18,5.2182923897527144e-15,1.6126609619827632e-07,1.5013819838853213e-11,2.7844259417224475e-25,5.6140123215202872e-26,1.7929288127551716e-15,1.8805937102982355e-14,1.6585780034779551e-16,9.9796564062468487e-17,7.6744944590258488e-13,2.7706934307071131e-19,9.7173436209830465e-16,3.6053591095096083e-07,1.4060506023953386e-10,1.3797614830550181e-11,1.9403368924532939e-07,4.372512414052478e-15,4.9402478331706695e-20,3.8756373347395827e-17,2.7512435199971573e-16,0.88168480800000004,0.0,0.0094597315301535798,0.10884999627423883,7.9597124441812989e-08,5.7234639015418736e-08,2.5232198452675365e-08,4.5445589577994386e-10,4.2597742247965162e-10,2.1286688736151544e-10,1.538086773556969e-12,1.5759788194392846e-10,1.2948991569609793e-12,5.3110047743729988e-10,1.0612918579122848e-09,4.3215540858502186e-10,4.3280975038625018e-10,7.6875650908331488e-13,1.1625840591670382e-10
9.752307086229553e-09,0.011238095415246554,1.3684388918132923e-08,1.5698643905301766e-10,1.7044045221241004e-10,7.0797163835251022e-10,3.9831107496029499e-13,0.0,0.0,8.6931094082632367e-10,4.9997659774731403e-14,1.998633522817941e-15,6.0087731363002434e-15,1.1546370875933105e-14,2.1173374691001426e-25,1.6213933280029703e-18,5.5588541657945376e-15,1.6625494778020056e-07,1.5844493725000513e-11,3.2342918041984346e-25,6.3559770171973515e-26,1.9153881829399312e-15,1.9616779402495888e-14,1.7847015262669453e-16,1.1184516631187787e-16,8.0092425420806166e-13,3.1368826424938243e-19,1.0552686813924264e-15,3.7136376103072855e-07,1.4829856119546956e-10,1.442194994697395e-11,1.9852903854228094e-07,4.6410586836401552e-15,5.5199540391190822e-20,4.3063886331404264e-17,3.0599981580945735e-16,0.88168480800000004,0.0,0.0094597260247625686,0.10884999615244248,7.9991630596143999e-08,5.7489432421889652e-08,2.5262169551964837e-08,4.7759079844140049e-10,4.484639927775763e-10,2.240999528470092e-10,1.619988818256467e-12,1.5792737425726962e-10,1.3612831983272496e-12,5.3828961290357521e-10,1.1008695175998185e-09,4.3553197671730326e-10,4.5178548632158527e-10,8.096763508829472e-13,1.1775101056049059e-10
9.947067233915017e-09,0.011238095597568696,1.4262042824753771e-08,1.669229770580311e-10,1.8108953968667128e-10,7.5285569901492663e-10,4.3168289690769301e-13,0.0,0.0,9.1076576604294013e-10,5.3437476767638657e-14,2.1798077373703079e-15,6.4141494394680999e-15,1.2288522095118802e-14,2.3348063921333518e-25,1.6950534191788322e-18,5.9134354308227939e-15,1.7126737091089443e-07,1.6701097327321825e-11,3.744920095907946e-25,7.1762038297053056e-26,2.043111158714374e-15,2.044020496454045e-14,1.9172374104911145e-16,1.2504592980160375e-16,8.3490723452820758e-13,3.5433631736588796e-19,1.1442388033396768e-15,3.8224608813479287e-07,1.5622708166319932e-10,1.5060920412825266e-11,2.0302159125152959e-07,4.9184403285275101e-15,6.1544475598002972e-20,4.775526107041242e-17,3.3960426640421073e-16,0.88168480800000004,0.0,0.009459720517286432,0.10884999602883401,8.0364788383849911e-08,5.7731674053586493e-08,2.5289651406911747e-08,5.015616672459869e-10,4.7178120939140374e-10,2.3574771421773948e-10,1.7049479750109851e-12,1.5822960391925253e-10,1.4300865739162876e-12,5.4521687665993078e-10,1.1409127742023462e-09,4.387558858128962e-10,4.7105406227172637e-10,8.521225739963505e-13,1.1918395712317195e-10
9.999999999999999e-09,0.011238095780463326,1.4421057568493808e-08,1.6969475260427246e-10,1.8405854143848313e-10,7.6537684876091315e-10,4.4110611675903782e-13,0.0,0.0,9.2222662355588502e-10,5.4401018968139461e-14,2.2311150764661177e-15,6.5273169701228433e-15,1.2495173527738312e-14,2.3967122826020111e-25,1.7153106387350221e-18,6.0122559731298273e-15,1.7263357127975041e-07,1.693840848913795e-11,3.8950573131707552e-25,7.4134553746056471e-26,2.0787451666772329e-15,2.0666130873575496e-14,1.9543875177987627e-16,1.2884341824686596e-16,8.4422904348727734e-13,3.6612611882277044e-19,1.1693897423690733e-15,3.8521286536797293e-07,1.5842269023172105e-10,1.5237113346686049e-11,2.0424203325289209e-07,4.9953516276704534e-15,6.3368706433185841e-20,4.9099985908208518e-17,3.4923207984404208e-16,0.88168480800000004,0.0,0.009459719020075006,0.10884999599492487,8.046266148523611e-08,5.779542421908507e-08,2.5296717806278159e-08,5.0822309039232188e-10,4.7826403479768811e-10,2.3898606726767245e-10,1.7285744133255675e-12,1.5830733185413932e-10,1.4492103558031385e-12,5.4705512468916472e-10,1.1518744660800524e-09,4.3960655675170736e-10,4.7634040243723552e-10,8.6392633992833595e-13,1.1956333735040046e-10
1.0141827381600481e-08,0.011238095780463326,1.4851355396850893e-08,1.7727336877432936e-10,1.9217312990475636e-10,7.9961409823513226e-10,4.6711893841422029e-13,0.0,0.0,9.5334521574217158e-10,5.7044267748085554e-14,2.3730665842273699e-15,6.8369140150461651e-15,1.3059367402944635e-14,2.5686681496487602e-25,1.7700816692074025e-18,6.2822490740821509e-15,1.7630206593967351e-07,1.7583769684308484e-11,4.3229435664187525e-25,8.0808711402238331e-26,2.1761830929843823e-15,2.1275886135489881e-14,2.056343689060769e-16,1.3948056248479798e-16,8.6938269585055793e-13,3.9936889387390237e-19,1.2388809448128597e-15,3.9318074080750696e-07,1.6439170457286004e-10,1.5714536457490521e-11,2.0751073965563001e-07,5.2046279790290234e-15,6.8476517154368491e-20,5.2856235076271704e-17,3.7611484429479669e-16,0.88168480800000004,0.0,0.0094597150076864544,0.10884999590340499,8.071769032790294e-08,5.796198431089776e-08,2.5314850674434966e-08,5.2638406493531604e-10,4.9594443670934325e-10,2.4781782901366439e-10,1.7930216307961395e-12,1.5850681617156662e-10,1.5013548960592597e-12,5.5188829181465412e-10,1.1814070950425844e-09,4.4183355994136401e-10,4.9060657633558047e-10,8.9612378039652741e-13,1.2055906601451197e-10
1.0336587529285945e-08,0.011238095963907546,1.545226591073812e-08,1.8804581383920042e-10,2.0369947452641771e-10,8.4828418795658951e-10,5.0470259418671566e-13,0.0,0.0,9.9705587957921148e-10,6.0822911927142352e-14,2.5789270153597178e-15,7.2773639390083069e-15,1.3859204937136782e-14,2.8196866562039766e-25,1.8464518087370359e-18,6.665503629529327e-15,1.8135780025706274e-07,1.8492642891094285e-11,4.9755491493632529e-25,9.076477741060284e-26,2.3146875897531877e-15,2.2123500595619685e-14,2.202177484418479e-16,1.5523454478087298e-16,9.0433519794905729e-13,4.4916496044272449e-19,1.3394359514089189e-15,4.0416568104885236e-07,1.7279345353735822e-10,1.6382806647539405e-11,2.1199590895554867e-07,5.4995854463497409e-15,7.6036782416692753e-20,5.8393688498285603e-17,4.1571599600769399e-16,0.88168480800000004,0.0,0.0094597094959241717,0.10884999577614725,8.1051379026074348e-08,5.8180952752705288e-08,2.5337956851587044e-08,5.520734559449269e-10,5.2096893758446009e-10,2.6031790359005954e-10,1.8842667965382437e-12,1.5876107317685824e-10,1.5751334910841097e-12,5.5831004663106989e-10,1.2223381551128745e-09,4.4477119628076159e-10,5.1043425644680692e-10,9.417083824648045e-13,1.2187815842189081e-10
1.053134767697141e-08,0.011238096147879661,1.606471214219095e-08,1.9924846742515885e-10,2.1567677490736092e-10,8.9890312256712723e-10,5.4451882698382348e-13,0.0,0.0,1.0419041355672865e-09,6.4778342845188967e-14,2.7979153593476948e-15,7.7357912526934669e-15,1.4688319745764628e-14,3.0886353822269455e-25,1.9241377334704983e-18,7.0634034270293002e-15,1.8643340519584998e-07,1.9427842428497079e-11,5.7105099712536515e-25,1.0169850011188885e-25,2.4587065444200459e-15,2.2982731619172353e-14,2.3548950065873869e-16,1.7239720638253495e-16,9.3974956750216963e-13,5.0412809341004437e-19,1.4461492363262233e-15,4.1519897835160016e-07,1.8143329592637038e-10,1.7065737979964442e-11,2.1647655561401928e-07,5.8032701074915613e-15,8.4268315186230219e-20,6.4395666938027915e-17,4.5859958961071634e-16,0.88168480800000004,0.0,0.0094597039819613767,0.10884999564705271,8.1366848832512547e-08,5.8389139644122468e-08,2.53591437010169e-08,5.7864520565849533e-10,5.4686987261536956e-10,2.7325549276211474e-10,1.9787401042628137e-12,1.5899426860526234e-10,1.6514673970188966e-12,5.644884586602641e-10,1.2636918425563419e-09,4.4757476877282637e-10,5.3052847010726623e-10,9.8890460158140513e-13,1.2314304897497171e-10
1.0726107824656874e-08,0.011238096332359124,1.6688630468398472e-08,2.1088943924831218e-10,2.2811318138324172e-10,9.5150785424486642e-10,5.8665415813263168e-13,0.0,0.0,1.0878961556145003e-09,6.8915548254872519e-14,3.0305672333024005e-15,8.2124830506906019e-15,1.5546984230208312e-14,3.3762966476615233e-25,2.0031135518959035e-18,7.4761487461790142e-15,1.9152777303963682e-07,2.0389487478304162e-11,6.5362183424621414e-25,1.1368148951316223e-25,2.6083201855198685e-15,2.3853268296230001e-14,2.5146515544995157e-16,1.9106180219004951e-16,9.7561091202774292e-13,5.6468753356956782e-19,1.5592707190662112e-15,4.2627880403638264e-07,1.9031214579730451e-10,1.7763335970649243e-11,2.2095216578235033e-07,6.1156332846954411e-15,9.3216127531041413e-20,7.0891403988773994e-17,5.0496502763856175e-16,0.88168480800000004,0.0,0.0094596984657601153,0.1088499955161135,8.1665047549669176e-08,5.8587077425353756e-08,2.5378570557917289e-08,6.0611457973693653e-10,5.7366229950189362e-10,2.8663809948702308e-10,2.076497804533053e-12,1.5920814112277999e-10,1.7304013615224066e-12,5.7042994203758119e-10,1.3054542634129261e-09,4.5025003226063772e-10,5.5088073288319242e-10,1.0377404668610679e-12,1.2435553935311502e-10
1.0920867972342338e-08,0.011238096517326478,1.7323955964676184e-08,2.2297679264561258e-10,2.4101679260975352e-10,1.006135128623131e-09,6.3119665791316392e-13,0.0,0.0,1.1350379109140371e-09,7.3239570018247262e-14,3.2774274592602143e-15,8.7077215733168256e-15,1.6435458591635996e-14,3.6834609312518207e-25,2.0833536291987431e-18,7.903935972078465e-15,1.966398541391121e-07,2.1377691225199078e-11,7.461719728762898e-25,1.2678877078749202e-25,2.763607117672522e-15,2.4734805719447783e-14,2.6816015202404425e-16,2.1132558737886289e-16,1.011904631795279e-12,6.3129926104634862e-19,1.6790547640519827e-15,4.3740342587137246e-07,1.9943086668828556e-10,1.8475604738309929e-11,2.2542225380642964e-07,6.436620618487707e-15,1.0292724113398839e-19,7.791134349874118e-17,5.5501935742858286e-16,0.88168480800000004,0.0,0.0094596929472826868,0.10884999538332195,8.1946878120515325e-08,5.8775272105797362e-08,2.5396383528325049e-08,6.3449674351765657e-10,6.0136117247091538e-10,3.0047317458117863e-10,2.1775957641602108e-12,1.5940428685249616e-10,1.8119798400255751e-12,5.7614097774318976e-10,1.3476117456805348e-09,4.5280252702183606e-10,5.7148271575227721e-10,1.0882438140246229e-12,1.2551741274424681e-10
1.1115628120027802e-08,0.01123809670276328,1.7970622496203995e-08,2.3551854371742535e-10,2.5439565495571151e-10,1.0628214807579589e-09,6.7823593582107198e-13,0.0,0.0,1.1833351771915001e-09,7.7755504017317658e-14,3.539049985123821e-15,9.2217843030610151e-15,1.735399127953018e-14,4.0109261973226428e-25,2.1648326275629165e-18,8.3469577524277232e-15,2.0176865413569388e-07,2.2392561145735906e-11,8.4967477015079518e-25,1.4109885182844738e-25,2.9246443655292611e-15,2.5627045138503407e-14,2.855898395873976e-16,2.3328989160746158e-16,1.0486164298678824e-12,7.0444709001213278e-19,1.8057601192468788e-15,4.4857120296370196e-07,2.0879027427822124e-10,1.9202547084141105e-11,2.2988636080789124e-07,6.7661724335147055e-15,1.1345072816254139e-19,8.5487161557701621e-17,6.089773788794269e-16,0.88168480800000004,0.0,0.0094596874264916541,0.10884999524867059,8.2213200312389887e-08,5.8954204587289035e-08,2.5412716587818885e-08,6.6380676147953324e-10,6.2998134176800923e-10,3.1476811647026765e-10,2.2820894641685034e-12,1.5958417087694266e-10,1.8962469940708134e-12,5.816280866349949e-10,1.3901508427386286e-09,4.5523758362123862e-10,5.9232625138543303e-10,1.1404422843978296e-12,1.2663042907166082e-10
1.150514841539873e-08,0.01123809707497634,1.9297708581447409e-08,2.619970625353608e-10,2.8261105387120991e-10,1.182516484113655e-09,7.801709006261925e-13,0.0,0.0,1.2834183984180018e-09,8.7383761931371506e-14,4.10884292710439e-15,1.0307469133527744e-14,1.9282169367546374e-14,4.7299851003839148e-25,2.3314077313167202e-18,9.2794578281075376e-15,2.1207269418977429e-07,2.4502702489431949e-11,1.0937977204691283e-24,1.7365925074798511e-25,3.2642702777286987e-15,2.7442466402572496e-14,3.227142406579977e-16,2.82746185433856e-16,1.1232386315070187e-12,8.7243223315018753e-19,2.0809913025574284e-15,4.7103008781294278e-07,2.282341877373803e-10,2.0700457567425821e-11,2.3879492225997876e-07,7.4507063437320692e-15,1.3714160421830546e-19,1.0243942818583825e-16,7.2950308144870209e-16,0.88168480800000004,0.0,0.0094596763778203117,0.1088499949737593,8.2702552679208283e-08,5.9286088336778236e-08,2.5441423976877366e-08,7.2527011093117716e-10,6.9004444794386774e-10,3.4476693116900903e-10,2.5014840704898784e-12,1.5990041969433928e-10,2.0730224972812857e-12,5.9195666894253628e-10,1.4763212367142598e-09,4.5977568732755999e-10,6.3470614869753907e-10,1.2500341831987825e-12,1.2871679157562949e-10
1.1855716681232565e-08,0.011238097411407877,2.0530187135825656e-08,2.8746119305393126e-10,3.0970990369863055e-10,1.2976461148242588e-09,8.8138147664359401e-13,0.0,0.0,1.3774992626713722e-09,9.6757759359726027e-14,4.6778851646549176e-15,1.1351654148035685e-14,2.1122596820053509e-14,5.4547032415916745e-25,2.4853155608641405e-18,1.0172671774444434e-14,2.2139457345475446e-07,2.6493998853135396e-11,1.3622692752577502e-24,2.0793839239733308e-25,3.5903416350612483e-15,2.9110079196109609e-14,3.5879102163293366e-16,3.3417516169782477e-16,1.1916914732491985e-12,1.0514356740105088e-18,2.355053594632353e-15,4.9137591779420769e-07,2.4656414818933897e-10,2.2098764353301254e-11,2.4678807105606452e-07,8.0953823427374544e-15,1.6177740140026769e-19,1.1994133817408609e-16,8.5364410345841902e-16,0.88168480800000004,0.0,0.00945966642573331,0.10884999471990715,8.3097730760937442e-08,5.9557460355360037e-08,2.5463328832043448e-08,7.8390943309202117e-10,7.4739891111718107e-10,3.7341175005836472e-10,2.7111012764935775e-12,1.6014180047246288e-10,2.2417526836145652e-12,6.005519873349672e-10,1.5550495200904812e-09,4.6350770891000252e-10,6.7359571028613919e-10,1.3547375023992902e-12,1.3044447477864742e-10
1.22062849470664e-08,0.011238097749115173,2.179833554008157e-08,3.1452000143391476e-10,3.3847126050069496e-10,1.4200053583164039e-09,9.9214451963066607e-13,0.0,0.0,1.4754053983690531e-09,1.0683526571509926e-13,5.3037819836752217e-15,1.2460938365935239e-14,2.3063787379263489e-14,6.2578817688798623e-25,2.6428605840061418e-18,1.1118087593470562e-14,2.3075741370068016e-07,2.8573132154987086e-11,1.6849005019379544e-24,2.4750159161440639e-25,3.9361744747601194e-15,3.0808012161995018e-14,3.974829140787935e-16,3.9288359104255742e-16,1.2612911002041169e-12,1.2605324263466793e-18,2.6557588700665737e-15,5.1183973936233874e-07,2.6568468642359923e-10,2.3544604467340485e-11,2.5475579321763487e-07,8.7666731064623292e-15,1.8990639555582693e-19,1.3979550725129005e-16,9.9413883943832278e-16,0.88168480800000004,0.0,0.0094596564655798736,0.10884999445992094,8.3454233004255294e-08,5.9805280482031225e-08,2.548206597423621e-08,8.4578463167754989e-10,8.0796453160894579e-10,4.0365918294602432e-10,2.9325657226281439e-12,1.6034832589823238e-10,2.4198674088023883e-12,6.0852268710266474e-10,1.634815657755967e-09,4.6693310361348982e-10,7.1314874227632198e-10,1.4653539319995594e-12,1.3203979850776057e-10
1.2556853212900235e-08,0.011238098088021578,2.3101734816737946e-08,3.4321843767376035e-10,3.689400971047397e-10,1.5497992392899212e-09,1.1130369677763102e-12,0.0,0.0,1.5771640642137365e-09,1.1764794594369781e-13,5.9900852569548048e-15,1.3636781731970271e-14,2.5106823907176984e-14,7.1443640062372589e-25,2.8039099277694838e-18,1.2116714414050079e-14,2.4015708727883962e-07,3.0740556510219826e-11,2.0703523426483923e-24,2.929410446172542e-25,4.302166878200613e-15,3.2534756318397751e-14,4.3887634005954309e-16,4.5961922807825329e-16,1.3319658382769678e-12,1.5037018583531176e-18,2.9847666160297045e-15,5.3241470119242116e-07,2.8559913526155642e-10,2.5037955712448714e-11,2.6269621808433498e-07,9.4640834518339359e-15,2.2189412754533133e-19,1.6223402313800515e-16,1.152533597266278e-15,0.88168480800000004,0.0,0.0094596464971511158,0.10884999419376358,8.3775725862273826e-08,6.0031596992861218e-08,2.5498093076761151e-08,9.1097986607334502e-10,8.7182411000058916e-10,4.3555046052456609e-10,3.1661868367427453e-12,1.605250213843023e-10,2.6076134402602193e-12,6.1590554802398827e-10,1.7155496327548052e-09,4.7007608275719554e-10,7.5332396266780833e-10,1.5820375553280147e-12,1.3351177690745418e-10
