Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890)
2.634022901999999e-07,0.003534254919066649,2.1015298988296272e-16,1.9355563879029685e-17,2.4922028764113629e-15,1.4832325941513943e-16,1.0625561064636984e-16,0.0,0.0,4.1813773524732026e-14,5.2482235951287508e-18,8.5633964007658685e-26,6.4738822042674411e-27,8.4711424472659522e-27,-1.1510623371594117e-46,-5.4286686373048556e-32,4.6091676578844183e-28,6.6508560467910796e-15,2.9634360216534847e-18,2.5109842508394748e-42,4.4442853002132388e-33,1.059235778099826e-26,1.2115616813311784e-28,1.0582866750136367e-29,2.9824963474852315e-26,1.1343456096005242e-20,5.2529607099100977e-30,1.5548335817472914e-27,6.5827342566741978e-14,2.8564514261611934e-17,1.700464519453069e-17,4.74144318527002e-14,4.6322374712113457e-24,3.766940637349592e-35,3.8402988182078327e-27,1.5251098653086223e-27,0.88168480800000004,0.0,0.0094599999994862041,0.10884999999916101,6.4182322268048974e-14,4.7749417931309743e-14,4.5945492275295095e-14,6.5208536353947931e-16,4.5595286393731741e-16,2.189821423138428e-16,1.4627461739589523e-15,1.5971946403565858e-13,1.7477019199724345e-15,1.9821232078498984e-13,1.7423234559098473e-13,1.8890872777629185e-13,1.2127217680309379e-14,6.9952341230744571e-16,5.5630222789669454e-15,4.3870815413470281e-15,3.7305489988325506e-15,7.0072402531311045e-17,1.4214492471828227e-14,3.2575582738490091e-16,5.6535204406986479e-15,5.0826973087962106e-17,5.2839062625707564e-24,3.3283919730476368e-15,2.5761315318462927e-15,8.5985139368252169e-15
2.936012789999999e-07,0.0035342549190665058,2.1971333770191873e-16,2.2861412067877119e-17,3.2563239611499976e-15,1.7520612620967895e-16,1.5741995777790042e-16,0.0,0.0,4.91865373471539e-14,6.881447801851072e-18,1.1874311562590628e-25,8.7184683631954754e-27,1.0406273602556169e-26,-3.8392536398626568e-46,5.1124925859624619e-34,5.9620053142555807e-28,7.2259989723880907e-15,3.6388302276812905e-18,4.1039501055881041e-42,3.1687167830123384e-33,1.4241583112594277e-26,1.4113760627735645e-28,1.4917055504932752e-29,5.0425850577037206e-26,1.2952888149137245e-20,7.7977226111506458e-30,1.8901393450783128e-27,7.6620075472187423e-14,3.5063666830553933e-17,1.954783662991535e-17,4.8405228724036784e-14,5.3031139823812611e-24,5.0320203871800421e-35,5.121142809007604e-27,2.1205754522021926e-27,0.88168480800000004,0.0,0.0094599999994272425,0.1088499999990472,6.6335189029849815e-14,4.9926807642134331e-14,4.8521847923086611e-14,7.2791611613438219e-16,5.0705447736483333e-16,2.436883455443421e-16,1.6345986085932362e-15,1.7869817417741012e-13,1.9590253698456332e-15,2.2549337261379071e-13,1.9796307458940002e-13,2.116895885126701e-13,1.453664476341642e-14,7.825043298251759e-16,6.36166062128945e-15,5.3494242998032116e-15,4.5609321461350148e-15,8.6400277981581102e-17,1.6388065719049695e-14,3.6752962974606626e-16,6.8318357447104653e-15,5.6944831959160488e-17,6.0888511651978794e-24,3.9439170310046263e-15,3.3872302025030233e-15,1.0287878577836653e-14
3.539992565999999e-07,0.003534254919066225,2.381949894278788e-16,3.032100897899184e-17,5.0774868559017258e-15,2.3242387607570614e-16,3.0817542455223515e-16,0.0,0.0,6.5202977255194701e-14,1.1007742670595527e-17,2.0892915941598656e-25,1.4797284637238808e-26,1.4821950984750642e-26,-1.5365212565962089e-47,-1.0700395746078284e-33,9.4341079038459405e-28,8.3774889795587133e-15,5.1574172430465868e-18,9.5746201363058989e-42,9.2758010727072387e-35,2.3837834357737282e-26,1.8362831935502943e-28,2.6698305445686177e-29,1.2712263508365572e-25,1.6110464244863841e-20,1.5763154392567676e-29,2.7018265380856131e-27,9.9570885632653367e-14,4.967083073038651e-17,2.4785069942855457e-17,5.030900711308615e-14,6.6177555776980884e-24,8.4170936072046436e-35,8.5440497122443537e-27,3.7823201677370375e-27,0.88168480800000004,0.0,0.0094599999993092675,0.10884999999881871,7.0533588391135047e-14,5.4198467896242826e-14,5.3572541537325508e-14,8.8383089305094513e-16,6.11680410806427e-16,2.9440880793652052e-16,1.9858215252921374e-15,2.1605242199516049e-13,2.3930398411471895e-15,2.7993314723243775e-13,2.4524229896967318e-13,2.5657651985404001e-13,1.9644093416492318e-14,9.5254550845992785e-16,7.9391781615788563e-15,7.5377442578712345e-15,6.4519406979757344e-15,1.2436789203754333e-16,2.068490998983098e-14,4.5084396082909165e-16,9.4861159495315345e-15,6.9474737795124496e-17,7.6800380452067874e-24,5.2078828020556477e-15,5.350154309817525e-15,1.3772571033734875e-14
4.1439723419999986e-07,0.0035342549190659537,2.560037729704005e-16,3.8366597816673374e-17,7.276105472839933e-15,2.9416014511766531e-16,5.3166018626923934e-16,0.0,0.0,8.2898331463175815e-14,1.6353996783656984e-17,3.3491482827612428e-25,2.3318350711090583e-26,2.0008755378173967e-26,2.4230010840659805e-47,1.5490063154273049e-32,1.4077128891790725e-27,9.543230020085781e-15,6.9025038791521789e-18,1.92155247546968e-41,-3.1382381333387777e-33,3.6776324912686407e-26,2.2945674752540966e-28,4.3330412870715738e-29,2.6715219044666291e-25,1.923284885601219e-20,2.8526904494245444e-29,3.7376236102949942e-27,1.2432109278675862e-13,6.6450037940358039e-17,3.0219805074314148e-17,5.2142422016937682e-14,7.9159382804769612e-24,1.3132830680367811e-34,1.3307553406675786e-26,6.1829700699283772e-27,0.88168480800000004,0.0,0.0094599999991912109,0.1088499999985893,7.4631725966158194e-14,5.8375641865188255e-14,5.8507537797764838e-14,1.0462126863937443e-15,7.2018655522377844e-16,3.4718230497107793e-16,2.3493097286111307e-15,2.526478741375934e-13,2.8444695926427826e-15,3.341669909624168e-13,2.9224693645085578e-13,3.0056800144066838e-13,2.5119365810104105e-14,1.129091556004915e-15,9.4888840887075758e-15,1.0073567289616239e-14,8.6464202391722078e-15,1.6958672294304335e-16,2.4909261184245244e-14,5.3380344964621687e-16,1.2535864194219105e-14,8.2476066875741238e-17,9.2443098969576621e-24,6.5020496677131704e-15,7.7624437270558702e-15,1.7356476614417479e-14
5.351931893999998e-07,0.0035342549190654398,2.9054910844384118e-16,5.614412650896782e-17,1.2698735362871975e-14,4.3065299389221092e-16,1.2610818518544886e-15,0.0,0.0,1.2321344208271126e-13,3.1315300389001966e-17,7.2980677276447635e-25,5.0730803220189888e-26,3.2997643675632867e-26,1.0422196583371552e-47,1.3035572884808867e-33,2.7664750523059519e-27,1.1986473008673556e-14,1.1103917771192169e-17,6.0357140524572813e-41,-6.7222042806310952e-35,7.5015915473684901e-26,3.3087140851371952e-28,9.4415206141940125e-29,8.9563776465103501e-25,2.5636542123214123e-20,7.9065504543797802e-29,6.6738925886170699e-27,1.7908114839007554e-13,1.0683090452169675e-16,4.1663023522142507e-17,5.5732004171326962e-14,1.0574966039639559e-23,2.8409614815820089e-34,2.8717784655599579e-26,1.4270681311185753e-26,0.88168480800000004,0.0,0.0094599999989547941,0.10884999999812857,8.2706725460402939e-14,6.6483278784768359e-14,6.8102783364054454e-14,1.3965429817990277e-15,9.5374600947586553e-16,4.6123353785732466e-16,3.1300337763442109e-15,3.2388454145547538e-13,3.8170908202415276e-15,4.4183134718545821e-13,3.8530514799121266e-13,3.8596670582767637e-13,3.7081312065930851e-14,1.5098031342079505e-15,1.2499573295892482e-14,1.6155712612124624e-14,1.3919418774094637e-14,2.8356207593290349e-16,3.3118175343569778e-14,6.9846521525032081e-16,1.9811836314783819e-14,1.1049521244066927e-16,1.2284016267105388e-23,9.1022943566077993e-15,1.3892444225958385e-14,2.4579407075512906e-14
6.559891445999998e-07,0.0035342549190649614,3.239291612049465e-16,7.6117743752831374e-17,1.9383696650778044e-14,5.8411786221660409e-16,2.4272147332673406e-15,0.0,0.0,1.6999413851726358e-13,5.2587705877080972e-17,1.3594640666329397e-24,9.5932032178397215e-26,4.996257518888708e-26,-2.4051307632870561e-47,4.9700493378940582e-33,4.8285066817874682e-27,1.4597757169494631e-14,1.629729401711945e-17,1.4781206197903219e-40,-7.9016348151972723e-34,1.3216649467027247e-25,4.4508361583955955e-28,1.7503138250287926e-28,2.2189123909331346e-24,3.2391456962730719e-20,1.7886043453396068e-28,1.1108428643691662e-26,2.4073948806878492e-13,1.5672781187106542e-16,5.386060249155298e-17,5.9246410829193599e-14,1.3377295959435946e-23,5.4092334905575144e-34,5.4599250420316606e-26,2.8225438650737394e-26,0.88168480800000004,0.0,0.0094599999987179054,0.10884999999766547,9.0659256374485736e-14,7.4273413165942527e-14,7.7363772206520958e-14,1.7865544092555944e-15,1.2136181606162056e-15,5.8867488973506438e-16,3.9971519933425475e-15,3.9270626054130549e-13,4.8986444967983743e-15,5.4837457401786957e-13,4.7706709398326801e-13,4.6801776238445127e-13,5.0359798641404852e-14,1.9344527804104065e-15,1.5393352887444326e-14,2.3554065591960846e-14,2.0347632799202705e-14,4.3130045770121682e-16,4.1009313721841155e-14,8.6139441846158414e-16,2.8647796543148097e-14,1.417319449191536e-16,1.5206031247950962e-23,1.1680111458150597e-14,2.1718261616093121e-14,3.175743394279347e-14
7.767850997999997e-07,0.00353425491906452,3.5634559728544908e-16,9.8218516392413804e-17,2.7187264949698249e-14,7.5404463493859041e-16,4.1105000678526575e-15,0.0,0.0,2.2310131036821862e-13,8.105137204829014e-17,2.2948581470475375e-24,1.6537704345014866e-25,7.156558339126995e-26,6.3087261613529156e-47,4.0208461794224335e-33,7.7561762101505197e-27,1.7390720888971206e-14,2.2547979976425158e-17,3.1254573013044605e-40,5.3906360520353716e-34,2.1172701443806518e-25,5.7180699518891476e-28,2.9209796270650086e-28,4.6269686045895665e-24,3.962216892334032e-20,3.5696061340195401e-28,1.747257189324354e-26,3.0913969491165517e-13,2.1676808830004988e-16,6.6798972244018071e-17,6.2704703530173112e-14,1.6376508106825024e-23,9.4545512956775558e-34,9.5334713618415356e-26,5.0528415219860332e-26,0.88168480800000004,0.0,0.0094599999984804652,0.10884999999720019,9.8516593431678301e-14,8.1760603482220557e-14,8.6323811106514038e-14,2.2235455589360239e-15,1.5051593793034312e-15,7.3211086197535989e-16,4.9692639313712942e-15,4.5931362621609824e-13,6.1099216548318324e-15,6.5375529527422209e-13,5.6751286795762783e-13,5.4685477886174607e-13,6.4925095286989302e-14,2.4120870741395538e-15,1.8173553379162092e-14,3.2225551821381789e-14,2.7899500597880704e-14,6.1665705439310523e-16,4.8590530069996831e-14,1.0225420587102726e-15,3.903190829033071e-14,1.7685939669344178e-16,1.8013289254987962e-23,1.4200384426979954e-14,3.1176611348414288e-14,3.878177838262007e-14
8.975810549999997e-07,0.0035342549190641136,3.8785251883768763e-16,1.2238236836778215e-16,3.59728817329118e-14,9.3996012781993809e-16,6.3845137469477498e-15,0.0,0.0,2.8239818264738179e-13,1.175926202043981e-16,3.6199961072039025e-24,2.668034591298182e-25,9.8470876335028417e-26,3.8121258726785636e-47,6.4969957531413283e-33,1.170312455848163e-26,2.0366231898266096e-14,2.9925298978316939e-17,5.982257354374506e-40,-8.3006994234286816e-34,3.1729711293543499e-25,7.1075821087518231e-28,4.5218428595810723e-28,8.609555982815268e-24,4.7375632564257308e-20,6.53766810113451e-28,2.6191821368161564e-26,3.8413066177341996e-13,2.8761648902394252e-16,8.0465811924458158e-17,6.610788795744494e-14,1.9592996931496704e-23,1.5511715292857026e-33,1.5628951651842155e-25,8.4250341729931052e-26,0.88168480800000004,0.0,0.0094599999982423986,0.1088499999967328,1.0628047879271618e-13,8.8956971142126359e-14,9.5002117084260066e-14,2.7139016934718568e-15,1.8327636788892195e-15,8.9370812843168774e-16,6.0616783096709557e-15,5.2383263058715247e-13,7.4691365289539321e-15,7.579598783248174e-13,6.566411629716766e-13,6.2260754623281826e-13,8.0762370369050908e-14,2.9502556074654171e-15,2.0844697830594505e-14,4.2128475378044634e-14,3.6545478511324423e-14,8.4417808801471438e-16,5.5874109834188062e-14,1.1818885677986983e-15,5.0952759700682717e-14,2.1643979560909687e-16,2.0710340513395777e-23,1.6648807058239115e-14,4.2204500691385178e-14,4.560769665372498e-14
9.999999999999997e-07,0.00353425491906374,4.1386740618635089e-16,1.4444869667510346e-16,4.4113326113309136e-14,1.1098396159318867e-15,8.815785890133504e-15,0.0,0.0,3.3744091747826242e-13,1.5543779721963622e-16,5.1070467625120198e-24,3.8323762651113402e-25,1.258796066347564e-25,7.5633728872865898e-48,2.7844356988149286e-33,1.5945868700292053e-26,2.3030579216037533e-14,3.7105627234753538e-17,9.7913939498524828e-40,-5.2165344198788493e-34,4.294001937213351e-25,8.3798177312864931e-28,6.2583943656983489e-28,1.3574735937320415e-23,5.4364623083271327e-20,1.0300245056333396e-27,3.5724239917544895e-26,4.5278608053571499e-13,3.5656321020502064e-16,9.2616777357721025e-17,6.8949255238309402e-14,2.2492864808655097e-23,2.2602977948358479e-33,2.2761773985661842e-25,1.2399100581364892e-25,0.88168480800000004,0.0,0.0094599999980400171,0.10884999999633489,1.1278850494338518e-13,9.4837897753397527e-14,1.0214710960138763e-13,3.1748049045976586e-15,2.1409114156058393e-15,1.0460174595124164e-15,7.0895999977006983e-15,5.7695338185958214e-13,8.7470062178624425e-15,8.4538604308838721e-13,7.3117973834459207e-13,6.8449671752351136e-13,9.5180134164605981e-14,3.4577114198637851e-15,2.3026855426662317e-14,5.1465200825497316e-14,4.471624189801697e-14,1.0731860728001358e-15,6.1824216506161638e-14,1.3155754003684355e-15,6.2257168733458797e-14,2.5376579689521342e-16,2.2913619959997719e-23,1.8666046175611456e-14,5.2746760941587758e-14,5.1231873397838335e-14
1.0183770101999996e-06,0.00353425491906374,4.1846833098498847e-16,1.4855877364049488e-16,4.563578827143108e-14,1.1414914215896528e-15,9.30364910712144e-15,0.0,0.0,3.4777449917949662e-13,1.6293126049784845e-16,5.4131335013320846e-24,4.0745213842764642e-25,1.3127409032234598e-25,6.5168809739958019e-48,9.7462537282891707e-34,1.6800838544408705e-26,2.3522281272140304e-14,3.8486759874355555e-17,1.0639510317243084e-39,-7.9309728868335971e-35,4.5185997180387608e-25,8.6171189517546272e-28,6.6096867719522387e-28,1.464408976022976e-23,5.5659341076153813e-20,1.1117915042966224e-27,3.7662500056492407e-26,4.6559136717203345e-13,3.698241911331446e-16,9.4851217174530861e-17,6.9454738668778304e-14,2.3030128728421847e-23,2.4091134946932925e-33,2.4258348770268108e-25,1.3235450991457268e-25,0.88168480800000004,0.0,0.0094599999980036504,0.10884999999626332,1.1394888043071655e-13,9.5872176887972442e-14,1.0340896697360352e-13,3.2621162886766493e-15,2.1992978752773671e-15,1.0749044884732202e-15,7.2844234148921228e-15,5.8633476048250104e-13,8.9891249730712843e-15,8.6098275256364962e-13,7.444542419321404e-13,6.9537959752602707e-13,9.7862777942573378e-14,3.5539868247418127e-15,2.3410568997353611e-14,5.3230139372061075e-14,4.6262739312279067e-14,1.1179916461515872e-15,6.2870485108763089e-14,1.3394246535629399e-15,6.4401297885365499e-14,2.608479891549584e-16,2.3301045435348093e-23,1.902213475840216e-14,5.4751553407215374e-14,5.2224626398507618e-14
1.2599689205999997e-06,0.0035342549190630944,4.7713431239646707e-16,2.0669025165388228e-16,6.7094201073848301e-14,1.589489679263382e-15,1.7320661633667984e-14,0.0,0.0,4.9619203829690319e-13,2.8375495300713079e-16,1.0897611009837965e-23,8.5228443389006781e-25,2.1760032822519249e-25,2.1973037259055021e-46,-3.2162540997033588e-33,3.110752815460717e-26,3.0366401990698578e-14,5.9467231135921556e-17,2.8375813708365653e-39,1.347342284076807e-33,8.2402551085653716e-25,1.1984655500286468e-27,1.2526859063008996e-27,3.602526819541034e-23,7.3793967277491215e-20,2.8312534889417519e-27,7.0797511161153924e-26,6.472945239368175e-13,5.71241259118738e-16,1.2572510806832998e-16,7.5979510544511715e-14,3.0556639143239534e-23,5.2064751588866295e-33,5.2373885374978499e-25,2.9109047851990548e-25,0.88168480800000004,0.0,0.0094599999975238623,0.10884999999531815,1.2899577686042006e-13,1.0890955370212627e-13,1.1944811010319884e-13,4.5504233468233878e-15,3.0591031363248625e-15,1.5012752762515502e-15,1.015604459362007e-14,7.0557877240839034e-13,1.2563850284368876e-14,1.0634603717881276e-12,9.1615140693736174e-13,8.3251174472273063e-13,1.3580643580465554e-13,4.976412656110281e-15,2.8245456818742278e-14,7.8867540096587293e-14,6.879790218091647e-14,1.8287541825243458e-15,7.6053576674965523e-14,1.6490295145940624e-15,9.5835192488044519e-14,3.6551322937137746e-16,2.8182649461485801e-23,2.3548192358780356e-14,8.4147190240938733e-14,6.4842974855894707e-14
1.5015608309999996e-06,0.0035342549190625744,5.3256794777674421e-16,2.7213458333258777e-16,9.068746854952277e-14,2.0945078149094023e-15,2.8568081416768617e-14,0.0,0.0,6.6728652408306846e-13,4.5051915042730567e-16,1.9763770989678202e-23,1.5933783272386384e-24,3.3543492221544397e-25,2.3861328213094535e-47,-1.5399954684252171e-32,5.1630493162661316e-26,3.7908451032239326e-14,8.6064135506395559e-17,6.5062979828532141e-39,1.8345407418068223e-33,1.3587497033581313e-24,1.579903724619396e-27,2.1078059250542753e-27,7.5335094975723912e-23,9.3979393149483514e-20,6.2528498331602358e-27,1.1985481638098127e-25,8.5308244033682897e-13,8.2652654544860565e-16,1.5932162427847367e-16,8.2284263916757056e-14,3.893661399796364e-23,9.9881975345955608e-33,1.0039537304469967e-24,5.6687309112546361e-25,0.88168480800000004,0.0,0.0094599999970406863,0.10884999999436487,1.436577180534271e-13,1.2096591659838487e-13,1.3451120173717606e-13,6.1166842698736938e-15,4.0976003615820267e-15,2.018298031081225e-15,1.363069795938439e-14,8.175608007969178e-13,1.69151380942543e-14,1.2611512530214459e-12,1.0826431551293919e-12,9.5922679894283239e-13,1.7866579096286214e-13,6.7045691349588989e-15,3.2712748850797509e-14,1.0884494805922186e-13,9.5299202336146607e-14,2.7966915062742433e-15,8.8234083138117551e-14,1.9513016422765623e-15,1.3324808431708407e-13,4.9274322600484896e-16,3.2693009342671986e-23,2.7793137213176051e-14,1.1889489785243674e-13,7.6676206015817301e-14
1.7431527413999995e-06,0.0035342549190621763,5.8497036113278617e-16,3.4446322355578165e-16,1.1572979505188995e-13,2.6533810371483455e-15,4.3319958776480314e-14,0.0,0.0,8.6008193556452168e-13,6.6964652394436584e-16,3.3168188824572523e-23,2.7361626209305883e-24,4.9008036255415741e-25,-9.9863548061242996e-47,1.1077199922774657e-32,7.9580191907769148e-26,4.6136227374071136e-14,1.1881973370867702e-16,1.3223770234845027e-38,8.4797979178808244e-35,2.08542984139279e-24,2.0040553234792868e-27,3.2800706647843138e-27,1.4029236549841879e-22,1.1617027032339301e-19,1.2393091904405897e-26,1.883707714215203e-25,1.0818913257472417e-12,1.1408760348682348e-15,1.9554850228096492e-16,8.8375504393257094e-14,4.8151099752515304e-23,1.746257865573769e-32,1.7541401403319883e-24,1.0064407840716312e-24,0.88168480800000004,0.0,0.009459999996553831,0.10884999999340354,1.5793770058828482e-13,1.3212368295679056e-13,1.4865612817519438e-13,7.974524146136542e-15,5.3155800318046332e-15,2.6272029048661536e-15,1.7712808526793645e-14,9.2271591513603053e-13,2.2082648599925199e-14,1.4540441854594322e-12,1.2439895965598685e-12,1.0763903836463982e-12,2.2635583879958672e-13,8.7435246721483685e-15,3.6842970434326676e-14,1.4291284677915135e-13,1.2558779361390038e-13,4.0700886788996969e-15,9.9495242074574168e-14,2.2462256474873504e-15,1.7656227516504993e-13,6.42931114027198e-16,3.6862947240149653e-23,3.1777929369096657e-14,1.5858278435148105e-13,8.7783886876312486e-14
1.9847446517999994e-06,0.0035342549190618914,6.3453340075926458e-16,4.2328298488929274e-16,1.4169242466963824e-13,3.2632043293195872e-15,6.1736769539408653e-14,0.0,0.0,1.0736626150063372e-12,9.4719048879455528e-16,5.2465439053554151e-23,4.402886035940935e-24,6.8494369163888497e-25,1.070240879263228e-45,-2.6773195165315784e-32,1.1530194329828895e-25,5.5037796849295448e-14,1.582615064718573e-16,2.4881777673069338e-38,1.1897359741645037e-33,3.0333512854674844e-24,2.4690675384694358e-27,4.7772370412039602e-27,2.401248935412623e-22,1.4032973979083893e-19,2.2646021545908805e-26,2.7772805480122813e-25,1.3327256772705486e-12,1.5193441340296457e-15,2.3431734907542742e-16,9.426055962884788e-14,5.8184740837770025e-23,2.8411715731256356e-32,2.8524570312958848e-24,1.6651055337974963e-24,0.88168480800000004,0.0,0.0094599999960631384,0.10884999999243439,1.7184072867474353e-13,1.4245717008962894e-13,1.619368862847382e-13,1.0124996971988857e-14,6.7037855262608554e-15,3.3243489695437578e-15,2.2372187642734739e-14,1.0214479632635046e-12,2.8070405840339882e-14,1.6421495863718266e-12,1.4002716281898596e-12,1.1847840767303882e-12,2.7879343351018734e-13,1.1081566653921001e-14,4.0663625366664812e-14,1.8085391013788609e-13,1.5950314682626294e-13,5.6968488488857684e-15,1.0991200032076526e-13,2.5338194139187051e-15,2.2570363076412306e-13,8.1522417009194667e-16,4.0720216425376466e-23,3.5520865393140323e-14,2.0284240517231041e-13,9.8217782585694707e-14
2.2263365621999993e-06,0.0035342549190617175,6.8143284137901316e-16,5.0822636526234224e-16,1.6815753631399958e-13,3.9212612757130686e-15,8.3900346018285217e-14,0.0,0.0,1.3071555579634373e-12,1.2889519482426755e-15,7.9184702874744892e-23,6.7298220184198762e-24,9.2487417702577202e-25,-3.5659772568039229e-45,5.2186370899386969e-32,1.6031557304996941e-25,6.4600456349126427e-14,2.0490938282100116e-16,4.3749718416550228e-38,-2.2898382300631921e-33,4.2319824440036605e-24,2.9731931331354723e-27,6.6827276741956317e-27,3.8541160544263759e-22,1.6642418199655465e-19,3.8811766504933981e-26,3.9205641244693233e-25,1.6046381932532999e-12,1.9669128821762611e-15,2.75542368709343e-16,9.9945561276977612e-14,6.9023733772905272e-23,4.3643772389364266e-32,4.3797323587001104e-24,2.6056574186210397e-24,0.88168480800000004,0.0,0.009459999995568515,0.10884999999145764,1.8537112465445963e-13,1.5203416632381925e-13,1.7440593032971155e-13,1.2560893449153122e-14,8.2473245537341299e-15,4.1032403811204554e-15,2.7559173675798522e-14,1.1141467078403042e-12,3.4858994093839114e-14,1.8254937984997516e-12,1.5515858700623973e-12,1.2851254357067799e-12,3.3589433984010039e-13,1.3697123112804427e-14,4.4200032364499597e-14,2.224715606580215e-13,1.9689545824188237e-13,7.7220079416090386e-15,1.1955341057944929e-13,2.8141243045097494e-15,2.8059806568852027e-13,1.0080372039613433e-15,4.4290386250448705e-23,3.9036004084369624e-14,2.5133759082567434e-13,1.080169009715247e-13
2.4679284725999992e-06,0.003534254919061649,7.2583471922130765e-16,5.9894857048765257e-16,1.9478808318307194e-13,4.6250022396229012e-15,1.0983987609714486e-13,0.0,0.0,1.5597271734921556e-12,1.7005003529896038e-15,1.1501775342290377e-22,9.8658286243374875e-24,1.2123652243328807e-24,-3.5620830584237653e-45,2.5547743246477588e-32,2.1430440509430617e-25,7.4810692123962714e-14,2.5927522815057326e-16,7.3168166324628769e-38,-1.0105433927360125e-33,5.7109331625845548e-24,3.5147438627887561e-27,8.9554533138277625e-27,5.878696519318396e-22,1.9441717734408519e-19,6.312549440805521e-26,5.3091977648158831e-25,1.8967256900852053e-12,2.4884869759371803e-15,3.191401281337262e-16,1.0543678367665107e-13,8.065292217538602e-23,6.3961153924949444e-32,6.4159818484484802e-24,3.8968596633200633e-24,0.88168480800000004,0.0,0.0094599999950699225,0.10884999999047354,1.985338225461132e-13,1.6091699724392618e-13,1.8611299292749617e-13,1.527023098246024e-14,9.9293486954413422e-15,4.9562111349743154e-15,3.3217239392233293e-14,1.2011802187313913e-12,4.2415424130681228e-14,2.0041121210735974e-12,1.6980370600413145e-12,1.3780739038272652e-12,3.9757075303993345e-13,1.6564535685232106e-14,4.7475456317439863e-14,2.6758354506592473e-13,2.3762176566657432e-13,1.0185090798278152e-14,1.2848292117975661e-13,3.0871953565814573e-15,3.4116915856919569e-13,1.2194805243949379e-15,4.759695089980013e-23,4.2336050485685495e-14,3.037602886944194e-13,1.172163407634447e-13
2.9511122933999995e-06,0.0035342549190618073,8.0775924043955751e-16,7.964268194309957e-16,2.4738322584881297e-13,6.1599010030898755e-15,1.7306429958399245e-13,0.0,0.0,2.1189187359548485e-12,2.7543403949900998e-15,2.2094329895008844e-22,1.9160451073666593e-23,1.939676723525515e-24,1.0927103300660128e-46,1.0204415721397524e-32,3.5165896233245993e-25,9.7118692754170301e-14,3.9315716066921958e-16,1.7989880549702184e-37,-7.9892631673513339e-35,9.6263788345855173e-24,4.7037384237486017e-27,1.4751842727861301e-26,1.211892909890327e-21,2.5594520938538857e-19,1.4623706577825051e-25,8.8876782570560907e-25,2.5379756193975537e-12,3.7727798383269354e-15,4.1313086308872612e-16,1.1586149656114494e-13,1.0621827780221057e-22,1.2266365550319793e-31,1.2295798812475584e-23,7.8071670398735739e-24,0.88168480800000004,0.0,0.0094599999940607887,0.10884999998848426,2.2377522136616407e-13,1.7683134838875469e-13,2.0742598825387485e-13,2.1455229232056188e-14,1.3642858565196693e-14,6.8537562910257766e-15,4.5724800062553048e-14,1.3596266570623376e-12,5.9682426160302806e-14,2.3473311026182949e-12,1.9767778804773105e-12,1.5442449910788215e-12,5.342899486862512e-13,2.2952158254730569e-14,5.332992777451988e-14,3.6760126292522803e-13,3.2852552296408956e-13,1.6562621666184631e-14,1.444423789825147e-13,3.6118839064107065e-15,4.7902761283754923e-13,1.6906841963642917e-15,5.3506702239495807e-23,4.8343574890393021e-14,4.1924267212814162e-13,1.3396326310405736e-13
3.4342961141999993e-06,0.003534254919062335,8.8142649334995971e-16,1.0133288554465689e-15,2.9782055342338072e-13,7.8502208823160663e-15,2.5103561752971301e-13,0.0,0.0,2.7452543434455003e-12,4.149114451394531e-15,3.8512904084995416e-22,3.3546033724693877e-23,2.8821192213592154e-24,5.0691315864342112e-45,3.4644903867332432e-33,5.2954978953089344e-25,1.2184696614388226e-13,5.6378993073555299e-16,3.866213683225144e-37,-1.5283284241873591e-33,1.5011178095044986e-23,6.0240675490333613e-27,2.2274586609612762e-26,2.2143998419290409e-21,3.2459314764965189e-19,2.9555156794019744e-25,1.3570982669274993e-24,3.2500133702950344e-12,5.4094249485872236e-15,5.1566965327801231e-16,1.2558104842362731e-13,1.3474771578753402e-22,2.0968101557749689e-31,2.1005764670653737e-23,1.3980895033960252e-23,0.88168480800000004,0.0,0.0094599999930360459,0.10884999998646862,2.4760658668209618e-13,1.9061088603429183e-13,2.2621612246510734e-13,2.8538059287240538e-14,1.7701043350527707e-14,8.9485396606772482e-15,5.9411137030290088e-14,1.4993166619108067e-12,7.9475967091420049e-14,2.6722028569806599e-12,2.2374066718927311e-12,1.6876644961763773e-12,6.8820334218776697e-13,3.001361220264138e-14,5.8381182223953561e-14,4.7965952293982058e-13,4.3117915953685462e-13,2.5053918565951472e-14,1.5821081471439305e-13,4.1084966803486783e-15,6.3863011678835354e-13,2.2117993346634529e-15,5.860515357889631e-23,5.3639287747919833e-14,5.4725615355403242e-13,1.48725730744941e-13
