Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199)
9.999999999999999e-09,0.002516083336470252,8.4046700050953987e-15,6.058042615125303e-17,6.3363375137932124e-17,3.6893392090146739e-16,2.34757940722531e-19,0.0,0.0,4.8282558812516765e-14,9.5134652658480175e-19,8.4141291359135082e-26,8.4548802389342342e-26,1.5877774525004391e-25,7.7246044867269953e-44,5.2741302984981272e-31,6.233829801951005e-26,7.6686738345802636e-14,3.0612402595808801e-18,7.5483386865974729e-42,4.6126809859952961e-44,4.8355308888766234e-26,4.7634204746938743e-26,2.1669605855543191e-28,2.1776990602438281e-28,4.9209891595719369e-20,2.0298028266777321e-30,8.7336843807186275e-26,2.1534912735058834e-13,2.8855303655662149e-17,4.3547959668096022e-17,1.3158194650952027e-12,3.6844913474573954e-23,4.07552466185226e-34,1.0367439416876925e-26,4.1994634724685553e-27,0.88168480800000004,0.0,0.0094599999967024725,0.10884999999900796,1.5891382896787292e-12,1.4532649455923415e-12,1.1536783392593655e-12,3.7897810395897399e-15,2.8381941641189474e-15,1.3950340824026875e-15,1.786346955696877e-15,2.384755507528359e-13,2.0266324607668039e-15,2.0215917226657969e-13,1.7438339282841763e-13,3.0097729461258716e-13,5.9368878892160211e-15,8.5344567496935747e-16,7.1389274895606698e-15,8.1578546303606402e-15,6.4649762602481041e-15,1.2295035136850191e-16,2.8947081407548551e-15,1.380890964164493e-15,8.0885365530052793e-15,8.5733917672216063e-17,3.1499537165398483e-21,2.7124302919972528e-15
1.0244586519999999e-08,0.002516083336470252,8.7467269228765779e-15,6.4645799402520601e-17,6.7622625195763474e-17,3.9369193006794838e-16,2.5627165232512286e-19,0.0,0.0,5.0374244617286685e-14,1.0141831545688571e-18,9.2246630630527631e-26,9.1222766269840595e-26,1.7078124827627449e-25,8.5274996566878456e-44,5.5697438553551961e-31,6.5823559455591218e-26,8.0170895479140947e-14,3.2795034180184181e-18,8.7442164463424469e-42,5.1794660147160615e-44,5.1974469668601292e-26,5.0094702614196362e-26,2.2887792324894174e-28,2.4727815788150733e-28,5.2579707501987941e-20,2.2564006026391197e-30,9.2773234847898937e-26,2.2539947467513853e-13,3.0911201737049144e-17,4.5629158297392121e-17,1.344657806116733e-12,3.9787107620039171e-23,4.4564222872906843e-34,1.1282840694181154e-26,4.6777382146761646e-27,0.88168480800000004,0.0,0.0094599999966218009,0.10884999999896317,1.6226906698692121e-12,1.4813009912898159e-12,1.1759268521035126e-12,3.8793145746628893e-15,2.9024654784452226e-15,1.4260810531645186e-15,1.8369480553859604e-15,2.488028583106572e-13,2.0841625523054802e-15,2.1154258698884533e-13,1.8263095373016465e-13,3.1412368875359645e-13,6.3539879734005097e-15,8.7765484795592836e-16,7.5544893038083865e-15,8.5522612849243053e-15,6.777279566786738e-15,1.2863577212879009e-16,3.0946808247376867e-15,1.4333401997140096e-15,8.4825292947017336e-15,8.8966074768514879e-17,3.4438993353186733e-21,2.8893778323423955e-15
1.1943279639999999e-08,0.0025160833364710343,1.1226564965077208e-14,9.7469408225144146e-17,1.0202663367817481e-16,5.9358742228085387e-16,4.4824252976182087e-19,0.0,0.0,6.6105614718951815e-14,1.5278791107898812e-18,1.6583657342450335e-25,1.4756684652505362e-25,2.6994297748996239e-25,1.5811130751160297e-43,7.8245756579226814e-31,9.2839550241040558e-26,1.060668695020148e-13,5.074780945195257e-18,2.3119757287866928e-41,1.1125249304036601e-43,8.2204998018684572e-26,6.8702341117496317e-26,3.2421150097473209e-28,5.638783851558338e-28,7.9864937551755424e-20,4.4469295529064545e-30,1.3544639776343907e-25,3.0069556817039235e-13,4.7816997225147534e-17,6.1312779960218308e-17,1.5408830450538575e-12,6.4463235982729644e-23,7.8411404640653021e-34,1.9288387886893077e-26,9.3376545109186248e-27,0.88168480800000004,0.0,0.0094599999960614956,0.10884999999863013,1.8496293363270168e-12,1.6684756419076671e-12,1.3246430852078305e-12,4.5067095830177348e-15,3.3518294612171295e-15,1.6432999367225136e-15,2.1909207732906914e-15,3.2461853080549306e-13,2.4876187792590042e-15,2.8166415667814383e-13,2.4459447154199571e-13,4.1088012647026914e-13,9.7646125905140394e-15,1.0472962619358051e-15,1.0789960751089548e-14,1.1535987706314021e-14,9.1396423127115996e-15,1.7164742590527963e-16,4.7014812827105992e-15,1.8170131562679071e-15,1.1468595318287775e-14,1.1178267546711836e-16,6.0676729395198889e-21,4.3029255980944188e-15
1.364197276e-08,0.0025160833364717525,1.3857280092892558e-14,1.3875108362059184e-16,1.4532540957092352e-16,8.449940692398354e-16,7.2841549188278186e-19,0.0,0.0,8.3938975427503536e-14,2.1901175223775853e-18,2.7577728870704211e-25,2.2336171629059052e-25,3.9866599411418707e-25,2.6514446272389195e-43,1.0413472451699804e-30,1.247483513984627e-25,1.3473559249814698e-13,7.4002135956944566e-18,5.403079695825824e-41,2.1859441143220953e-43,1.223112153661989e-25,8.9863114270387414e-26,4.3876461068854769e-28,1.1557920178344212e-27,1.1430353958948671e-19,8.0209463078525866e-30,1.8671394158231358e-25,3.852265932538163e-13,6.9705610399819523e-17,7.909010492514404e-17,1.730196673224645e-12,9.7175602119791075e-23,1.2730715789577396e-33,3.0609460958784362e-26,1.700656189467883e-26,0.88168480800000004,0.0,0.0094599999955011279,0.10884999999826117,2.0663818313763118e-12,1.8435088175264141e-12,1.4641033780895367e-12,5.145054560679962e-15,3.8075873879909611e-15,1.8640710420275868e-15,2.5492646428824535e-15,4.0680422397227752e-13,2.8978223814891416e-15,3.6000820524238433e-13,3.1446005610627609e-13,5.1623963143780708e-13,1.4139619075674301e-14,1.2195530293293226e-15,1.4634158161755224e-14,1.4941342485750025e-14,1.1835489803527972e-14,2.2087445519537293e-16,6.6981087421482723e-15,2.2328169293081919e-15,1.4886849262066433e-14,1.350485248108181e-16,9.8865530200970132e-21,6.0493797958883881e-15
1.534066588e-08,0.0025160833364724113,1.6604201548862859e-14,1.8891017718166308e-16,1.9796855289425415e-16,1.1504669186618772e-15,1.1178738802536038e-18,0.0,0.0,1.0386472975904686e-13,3.0194899253296783e-18,4.3155532385830854e-25,3.2122133804656488e-25,5.589107475191222e-25,4.125500543874199e-43,1.3306781323249405e-30,1.6141629677349439e-25,1.659357761561235e-13,1.0307040227503753e-17,1.1469261633788407e-40,3.9923068866885653e-43,1.7359736903639144e-25,1.1344797812327476e-25,5.729726066492746e-28,2.1823619829589297e-27,1.5623460151042748e-19,1.3511356188918528e-29,2.4635200150495208e-25,4.7853779221293185e-13,9.7054855860138477e-17,9.8887614385540132e-17,1.9128630234625884e-12,1.3855912479710156e-22,1.9426969025449504e-33,4.5854447763487922e-26,2.8853014791338057e-26,0.88168480800000004,0.0,0.0094599999949407012,0.1088499999978591,2.2735460143883494e-12,2.0076324063285018e-12,1.5953374353699593e-12,5.7946975698810616e-15,4.2698316370947909e-15,2.0884867585788189e-15,2.9128854949706413e-15,4.9446443098827411e-13,3.3155178353105156e-15,4.4601795617882575e-13,3.918518801404075e-13,6.2913263481429891e-13,1.9554078847429842e-14,1.3948057639121759e-15,1.9068699536834492e-14,1.8760991690223828e-14,1.4859147339687543e-14,2.7641485968104431e-16,9.0820471416165967e-15,2.6785298186484267e-15,1.8731543860150716e-14,1.5879514226957671e-16,1.5157496510484443e-20,8.1331955504537383e-15
1.7039359e-08,0.0025160833364730184,1.9437873078456024e-14,2.4826211845106523e-16,2.6029652473782469e-16,1.5119283115839465e-15,1.6384439102869176e-18,0.0,0.0,1.2587090677720828e-13,4.0343977278821458e-18,6.4307050358778201e-25,4.4363190393300761e-25,7.52234369369477e-25,6.0597702304017235e-43,1.647870795761953e-30,2.0270312198942676e-25,1.9944773047790414e-13,1.3841907687769434e-17,2.2481579440595049e-40,6.8653333634240799e-43,2.3733331891930944e-25,1.393408791223859e-25,7.2725710031169509e-28,3.8537584620389815e-27,2.058979158483733e-19,2.1535664137208263e-29,3.1411087075271831e-25,5.8021498915150271e-13,1.3029896683364676e-16,1.2063498921277538e-16,2.0891426014766273e-12,1.8908745772035684e-22,2.8223064058966549e-33,6.561097896472392e-26,4.6227024703093669e-26,0.88168480800000004,0.0,0.0094599999943802051,0.10884999999742653,2.471687467979343e-12,2.1619431976117424e-12,1.7192491542565003e-12,6.4563218350855847e-15,4.7391331837786378e-15,2.3168328282154875e-15,3.2819463326127017e-15,5.8681858351673318e-13,3.740844844003347e-15,5.3917314966750259e-13,4.7641113206758335e-13,7.4862139815294991e-13,2.6072024021241425e-14,1.5731345798178007e-15,2.4069835475410028e-14,2.2988144402463115e-14,1.8205359942377234e-14,3.383643210637636e-16,1.1844830685684754e-14,3.1520663918032112e-15,2.2997222094092446e-14,1.8302903817350712e-16,2.213085666600894e-20,1.0554093506027089e-14
1.873805212e-08,0.0025160833364735774,2.2332766841429436e-14,3.1704518555754581e-16,3.3256855817094593e-16,1.9308308879325195e-15,2.3125057668273993e-18,0.0,0.0,1.4994382365471905e-13,5.2531509877437038e-18,9.2055224307374418e-25,5.9298253462113298e-25,9.7992517559892e-25,8.5045349650889671e-43,1.9906108754375446e-30,2.484747018212581e-25,2.350690404094441e-13,1.8047847892423804e-17,4.1237525942946373e-40,1.1223500350468516e-42,3.1476651767412341e-25,1.6743408660681345e-25,9.0212260240982163e-28,6.4375734811875272e-27,2.6345818041807454e-19,3.2792688576132803e-29,3.8974148314302612e-25,6.898754138488681e-13,1.6983789363791307e-16,1.4426448117167384e-16,2.2592923912627508e-12,2.4911535593513739e-22,3.9404483068398699e-33,9.044883041150992e-26,7.0650762485651606e-26,0.88168480800000004,0.0,0.0094599999938196483,0.10884999999696586,2.6613452085337298e-12,2.3074343749321143e-12,1.8366471789162299e-12,7.1304146569033736e-15,5.2159287112363168e-15,2.549351602595808e-15,3.6565383733475655e-15,6.8317285458552352e-13,4.1739355209822251e-15,6.3898277420020779e-13,5.6779262854230015e-13,8.7386706865739224e-13,3.3748687905490195e-14,1.7545986606234977e-15,2.9610817377871364e-14,2.7616442729627719e-14,2.1869191044763836e-14,4.068213011196211e-16,1.4974489723761321e-14,3.651478519487751e-15,2.7678664117830304e-14,2.0771974483224767e-16,3.1047939228698104e-20,1.3308502812977034e-14
2.043674524e-08,0.0025160833364740918,2.5266935309923008e-14,3.9542793451557593e-16,4.1497042622032999e-16,2.4082028189391649e-15,3.1629194302275475e-18,0.0,0.0,1.7606828303465171e-13,6.6939769561050333e-18,1.2745402072675505e-24,7.7157576145487882e-25,1.2430397014798906e-24,1.149555135954083e-42,2.3567241780634523e-30,2.9859705815370371e-25,2.7261335842632048e-13,2.2964550245752588e-17,7.1525326465546405e-40,1.759569146494693e-42,4.0712420162616427e-25,1.9762743992431139e-25,1.0980741425017921e-27,1.0262642399498191e-26,3.2901236138178785e-19,4.8059305412271077e-29,4.729861202678723e-25,8.0716533304862226e-13,2.1603990369753878e-16,1.6971078836300851e-16,2.4235657176845325e-12,3.1889545221172584e-22,5.3250916641193996e-33,1.2092369626316523e-25,1.0381096649841694e-25,0.88168480800000004,0.0,0.0094599999932590221,0.10884999999647925,2.8430330862134753e-12,2.4450038102518188e-12,1.9482529324243579e-12,7.817174614270444e-15,5.7003526575101987e-15,2.7861408344373558e-15,4.036865296987407e-15,7.8291274110186792e-13,4.6150259901080963e-15,7.4498325021094598e-13,6.6566412326226031e-13,1.0041214506289507e-12,4.2631192276710435e-14,1.9393003748046545e-15,3.566228541293366e-14,3.2639931019421939e-14,2.5845999555836129e-14,4.8188838653073688e-16,1.8455988558912007e-14,4.1749410304780621e-15,3.2770874757769167e-14,2.3284396199225306e-16,4.2141170211921465e-20,1.6389935555221143e-14
2.383413148e-08,0.0025160833364750116,3.1181995397389546e-14,5.8135414559381092e-16,6.1057658161704838e-16,3.540564576184608e-15,5.4856384143269701e-18,0.0,0.0,2.3440503353472305e-13,1.0314005393442561e-17,2.255465154260267e-24,1.2252541215029088e-24,1.8787648008411685e-24,1.9231980118678743e-42,3.1509956488944594e-30,4.1135302835734355e-25,3.5280636811690175e-13,3.5072397868123583e-17,1.8848347619263904e-39,3.9027765068254417e-42,6.4140616956429616e-25,2.6395521068670702e-25,1.555318448904889e-27,2.3306902807701594e-26,4.84188239280289e-19,9.412248761962889e-29,6.6124572185423495e-25,1.0633626818083148e-12,3.2974923844277341e-16,2.2580631275885577e-16,2.7354690569915144e-12,4.8826455149202312e-22,9.0028344685249079e-33,2.0093668060518508e-25,2.0382760112327693e-25,0.88168480800000004,0.0,0.0094599999921375685,0.1088499999954361,3.1844181767138427e-12,2.6995077507368673e-12,2.1565582181107512e-12,9.2289438002338812e-15,6.6919801362448481e-15,3.2724913850828842e-15,4.8153534247100114e-15,9.9046671279466395e-13,5.5218730462872287e-15,9.7384591386796771e-13,8.7961982644106297e-13,1.2770945725722471e-12,6.4163210083245466e-14,2.3187020521819218e-15,4.9170780212839966e-14,4.3850670751359041e-14,3.4721445337457985e-14,6.5226826269100084e-16,2.6402717845509975e-14,5.2872702325531463e-15,4.4168831255268363e-14,2.8443615884296321e-16,7.1730333390258596e-20,2.34958910410094e-14
2.7231517720000002e-08,0.0025160833364758018,3.7070033663224122e-14,8.0622897315460366e-16,8.4737433598663702e-16,4.9101755042235326e-15,8.7941364352869912e-18,0.0,0.0,3.0073797583739898e-13,1.5037387631881217e-17,3.6748371533453128e-24,1.8213644095552297e-24,2.6642014514397406e-24,2.9435095547253872e-42,4.0162574459217261e-30,5.3995190489449749e-25,4.3884539869463494e-13,5.0419596543584582e-17,4.3106838714521968e-39,7.7621372993110711e-42,9.4955776514906478e-25,3.376790314346917e-25,2.1033453014351671e-27,4.70394780625218e-26,6.7107611859749631e-19,1.6749291580702015e-28,8.7680860579750731e-25,1.3465248466436526e-12,4.7377406949071738e-16,2.8845234913872576e-16,3.0267686078017297e-12,6.9747866426534678e-22,1.4066952841143444e-32,3.098058233480488e-25,3.6263366218780524e-25,0.88168480800000004,0.0,0.0094599999910158373,0.10884999999431109,3.4994227600449025e-12,2.9308930612184533e-12,2.3483735176751251e-12,1.0691296906588456e-14,7.7130920197185341e-15,3.7754445207543479e-15,5.6179791325559961e-15,1.2059755371900505e-12,6.4621351394733539e-15,1.2226056420343156e-12,1.1158988988573969e-12,1.5631738097086571e-12,9.0896654998842431e-14,2.7115947780486053e-15,6.4334925048344961e-14,5.65804273718773e-14,4.4800084569151013e-14,8.503330784831814e-16,3.5525974502220451e-14,6.4766336560077996e-15,5.7155819054452741e-14,3.3786739710570442e-16,1.1252716269726006e-19,3.1776820637553196e-14
3.062890396e-08,0.00251608333647649,4.2855841994864242e-14,1.069589957418581e-15,1.1249305983030569e-15,6.5142362659740837e-15,1.3275808379141577e-17,0.0,0.0,3.7491501849676952e-13,2.1004352758439481e-17,5.6240823406815783e-24,2.5753915687658649e-24,3.6022840801805251e-24,4.2187561913991525e-42,4.9406178971011942e-30,6.8350669741257136e-25,5.2976237928127926e-13,6.9217577529386349e-17,8.8493308258660388e-39,1.4186553155789877e-41,1.3406407522611396e-24,4.1825919383030247e-25,2.7468563568730028e-27,8.6755876207817926e-26,8.8869488827095398e-19,2.7712325411195651e-28,1.1177868838570241e-24,1.654735879999793e-12,6.500589758584797e-16,3.5722085013719712e-16,3.2992734470019791e-12,9.4580260254109851e-22,2.0719052139721933e-32,4.5146749638477822e-25,5.9845984311470674e-25,0.88168480800000004,0.0,0.0094599999898938303,0.1088499999931159,3.7912251469239474e-12,3.1434729038289413e-12,2.5269294047358058e-12,1.2203334486451384e-14,8.7623874072516225e-15,4.2943267908540574e-15,6.4440188945552934e-15,1.426808280670554e-12,7.4354087081482809e-15,1.4885064835941088e-12,1.3723357238803399e-12,1.8589979933096619e-12,1.2296359487366833e-13,3.1176527679173165e-15,8.0897989079038085e-14,7.0794534313727986e-14,5.6053913352948878e-14,1.0768823485004565e-15,4.5658115019339092e-14,7.7321815384045658e-15,7.1700071180448063e-14,3.9317277985061645e-16,1.6594821562921522e-19,4.1118537526476135e-14
3.40262902e-08,0.0025160833364770963,4.8490896747718332e-14,1.3705674208136029e-15,1.4423742953307043e-15,8.3474685146324597e-15,1.9114941415050331e-17,0.0,0.0,4.5678204132021851e-13,2.8352351814558522e-17,8.1961557323717472e-24,3.5018113932848424e-24,4.6949398634271877e-24,5.7491894801515577e-42,5.9143902492382407e-30,8.4129081044929554e-25,6.247658826122434e-13,9.1643356214587894e-17,1.6697697280275518e-38,2.4249158381569e-41,1.8234451187098823e-24,5.0523950456333816e-25,3.4908717097423653e-27,1.4907373431180057e-25,1.1356736556406674e-18,4.3308615381669186e-28,1.3825685967588621e-24,1.9863744408220574e-12,8.6022541844399978e-16,4.3172222455261483e-16,3.5546751990938697e-12,1.231840973401563e-21,2.9152381197338792e-32,6.296761380902996e-25,9.309941649148682e-25,0.88168480800000004,0.0,0.0094599999887715509,0.10884999999186025,4.0626376668223172e-12,3.3406943538590525e-12,2.6947308202984494e-12,1.3763600006699699e-14,9.8381736289764542e-15,4.8283173938682071e-15,7.292128340490318e-15,1.6509740131807103e-12,8.440763933472955e-15,1.769141084422076e-12,1.6469627988750861e-12,2.1619486208879682e-12,1.6042173774658475e-13,3.5362712372680208e-15,9.8622887259590576e-14,8.6462641130222207e-14,6.8457765151499283e-14,1.3326692539169255e-15,5.6638800466740788e-14,9.0444555026937086e-15,8.777298031906876e-14,4.5029964851610718e-16,2.3319293926412676e-19,5.1400394283535844e-14
3.742367644e-08,0.0025160833364776375,5.3945384982812227e-14,1.7080518667955879e-15,1.7985721746387656e-15,1.0403134007745247e-14,2.6490980464966206e-17,0.0,0.0,5.46187261121279e-13,3.7216104418540903e-17,1.148510536068954e-23,4.6142715618453884e-24,5.9435654511223261e-24,7.5300053888760743e-42,6.929643833188015e-30,1.0127193236651525e-24,7.232100118914357e-13,1.1784639736804163e-16,2.9447868287631252e-38,3.9260802692357071e-41,2.4065289025280669e-24,5.9823080145659126e-25,4.3405852708820548e-27,2.4197787912317616e-25,1.4104247936879513e-18,6.465211544868459e-28,1.6698001160893747e-24,2.3400574377074407e-12,1.1056371605330425e-15,5.1160231487477035e-16,3.7945450182823941e-12,1.5538044241293942e-21,3.9553885257159057e-32,8.4805031136437485e-25,1.3810206224181247e-24,0.88168480800000004,0.0,0.0094599999876490044,0.10884999999055242,4.3161444969018928e-12,3.5253340259142185e-12,2.8537412360259284e-12,1.5370148193335467e-14,1.093834110891417e-14,5.3764329862810785e-15,8.1608161749301328e-15,1.8769526489905734e-12,9.4771164276112088e-15,2.0624045044312638e-12,1.9379940925071377e-12,2.4699617413683379e-12,2.0327224880782959e-13,3.9667629745976431e-15,1.1729853107472139e-13,1.0355790584344263e-13,8.1988722843774348e-14,1.618392420928186e-15,6.8322279376325394e-14,1.0405202336171247e-14,1.0534874651570324e-13,5.0914768173663392e-16,3.1525835781277187e-19,6.2502952508103615e-14
4.082106268e-08,0.002516083336478127,5.9203103185917974e-14,2.0807955785331351e-15,2.1922362384327584e-15,1.2673653094727045e-14,3.5577694994422827e-17,0.0,0.0,6.4298360301211672e-13,4.7727691431658308e-17,1.5585918410495965e-23,5.9257278608013074e-24,7.3492299401922269e-24,9.5534255554905098e-42,7.9798757242710131e-30,1.1973179906980299e-24,8.2457056813282452e-13,1.4795374350342834e-16,4.9134208934339609e-38,6.0780121137694458e-41,3.0982475145075676e-24,6.9690010465818421e-25,5.3012565237811375e-27,3.7484008614098194e-25,1.7112541209714645e-18,9.2959993273118966e-28,1.9783360083873279e-24,2.7146000579139142e-12,1.3874489533852939e-15,5.9653965207597798e-16,4.0203350093288732e-12,1.9096800657280697e-21,5.2106055733513337e-32,1.1101127641728165e-24,1.970128012821213e-24,0.88168480800000004,0.0,0.0094599999865262029,0.10884999998919945,4.5539354560116967e-12,3.6996314300541273e-12,3.0055030992187992e-12,1.7020816535824223e-14,1.2060610485837757e-14,5.9376046573654839e-15,9.0484731820101062e-15,2.1035855893337134e-12,1.054322616809335e-14,2.3664570847844613e-12,2.2438103017498595e-12,2.7814073346220812e-12,2.5147279752134712e-13,4.4083721750750087e-15,1.3674013624940594e-13,1.2205638314939472e-13,9.662571515165309e-14,1.9346907269888554e-15,8.0578967966092252e-14,1.1807214187766391e-14,1.2440406959249941e-13,5.6961355917390826e-16,4.1296214085147935e-19,7.4311818185366272e-14
4.421844892e-08,0.002516083336478578,6.4258162047198821e-14,2.4874749592353887e-15,2.6219900922515907e-15,1.5150984194504899e-14,4.6542800653124366e-17,0.0,0.0,7.4702998744591195e-13,6.0016645895038082e-17,2.0594448524215026e-23,7.4485391452952202e-24,8.9127700392998612e-24,1.1809799159483264e-41,9.0598243879641176e-30,1.3947037960916854e-24,9.2842745340478512e-13,1.8207372819720625e-16,7.8271882350600188e-38,9.0624040342310788e-41,3.9067744080260096e-24,8.0096279878250569e-25,6.3781313331816133e-27,5.5842423666541122e-25,2.0364301585824184e-18,1.295506528199249e-27,2.3072056824635196e-24,3.1089876188451235e-12,1.7066416868431855e-15,6.8624318310989844e-16,4.2333812331591179e-12,2.2973376001282611e-21,6.6988197000990352e-32,1.4193181166716788e-24,2.7204992920540825e-24,0.88168480800000004,0.0,0.0094599999854031447,0.10884999998780726,4.7779334110631557e-12,3.8653801384142788e-12,3.1512174843054125e-12,1.8713399123989775e-14,1.3202726701148132e-14,6.5107579541568628e-15,9.9533470615786444e-15,2.3300040851327306e-12,1.1637690693190414e-14,2.679696012157677e-12,2.5629468145517249e-12,3.0950098797552789e-12,3.0494685791014622e-13,4.8602732196202146e-15,1.5678781677871029e-13,1.4193658413823626e-13,1.1234924015509983e-13,2.2821413010420799e-15,9.3295199634387971e-14,1.3244214078604204e-14,1.449179037529063e-13,6.3159609641782401e-16,5.2696356992526607e-19,8.6719542897622738e-14
4.761583516e-08,0.0025160833364790006,6.9111488384882098e-14,2.9267543338770416e-15,3.0864371039919011e-15,1.78270121585982e-14,5.9547680528951587e-17,0.0,0.0,8.5819251847001788e-13,7.4210079329148939e-17,2.6607327159449741e-23,9.1945718119095809e-24,1.0634896229926734e-23,1.4289880496823752e-41,1.0165263406511976e-29,1.6045698420276447e-24,1.0344446683841964e-12,2.2030014388790164e-16,1.1989991847338403e-37,1.3087559175052018e-40,4.8401245779949411e-24,9.1017351999406523e-25,7.5764717871624425e-27,8.04883767283628e-25,2.3842544325068763e-18,1.7584196672743889e-27,2.6555874579392868e-24,3.5223440262377562e-12,2.0640617690375119e-15,7.8044946265424882e-16,4.4349086188743069e-12,2.7146385616810283e-21,8.4377721770999112e-32,1.7790815755032266e-24,3.6546786146217937e-24,0.88168480800000004,0.0,0.0094599999842798384,0.10884999998638087,4.9898271614435461e-12,4.0240281444838781e-12,3.2918303289831742e-12,2.0445720827916896e-14,1.4362537089214535e-14,7.094860412046404e-15,1.0873633271078961e-14,2.5555520732837104e-12,1.2759041717316279e-14,3.0007220695523809e-12,2.8940789442470892e-12,3.4097617125144425e-12,3.6359399158194427e-13,5.3216170831144312e-15,1.7730459322717751e-13,1.6317898800400771e-13,1.2914106085785337e-13,2.66125999496551e-15,1.063726178398239e-13,1.4710726498306457e-14,1.6687116590532359e-13,6.9498748238968188e-16,6.5778796860722574e-19,9.9627317358212634e-14
5.441060764e-08,0.002516083336479795,7.8240476804662363e-14,3.8978727709763604e-15,4.1138992790280778e-15,2.3743321116113699e-14,9.2291128271406888e-17,0.0,0.0,1.1013679640601337e-12,1.0880745725558e-16,4.2036306109499617e-23,1.3401671165770149e-23,1.4557484022191694e-23,1.988087170396527e-41,1.2439984384457181e-29,2.0608549060231766e-24,1.2519651865535376e-12,3.0938908864789433e-16,2.5557273999325248e-37,2.5232121210120418e-40,7.1126509729436924e-24,1.1432221069191853e-24,1.0358359232096907e-26,1.5419371659620198e-24,3.1413903755222621e-18,3.0369308372228316e-27,3.4082726378592202e-24,4.4030425864676128e-12,2.8964321478841157e-15,9.8144210557168971e-16,4.8077837788901425e-12,3.6298647839528564e-21,1.2738353004370769e-31,2.6638431551943093e-24,6.1658885773789312e-24,0.88168480800000004,0.0,0.0094599999820325301,0.10884999998344225,5.3830215964186128e-12,4.3244156854216604e-12,3.5605298680836601e-12,2.4020978129246187e-14,1.6726929833549493e-14,8.2919452455643395e-15,1.2753582604799505e-14,3.0022375772201675e-12,1.5076696600859031e-14,3.6614282529623962e-12,3.5876666420692939e-12,4.0397455514567021e-12,4.959198202944946e-13,6.2693719093800279e-15,2.1930111043086479e-13,2.0968050393436011e-13,1.6586195484646807e-13,3.5162774435212219e-15,1.3328859957289973e-13,1.7713886475741014e-14,2.1502827874585177e-13,8.2553798048530069e-16,9.7143124127789127e-19,1.2659278811866184e-13
6.046906623738318e-08,0.0025160833364804825,8.5782131185233934e-14,4.8613157753963788e-15,5.1339595817816719e-15,2.9613383034475944e-14,1.2983603275550912e-16,0.0,0.0,1.3410296128824823e-12,1.4729112693936259e-16,6.0150053651174454e-23,1.8015423175964025e-23,1.8596518427915788e-23,2.5527676042380717e-41,1.4527873630351666e-29,2.5079940129656068e-24,1.4511352286703929e-12,4.0339857856333581e-16,4.6026339109118075e-37,4.2193926105427882e-40,9.6364930440012513e-24,1.3665552370624405e-24,1.3299736976161847e-26,2.5589175461068897e-24,3.8778600172193763e-18,4.6640143168381818e-27,4.1395513357367267e-24,5.2457541952690402e-12,3.7740426160023626e-15,1.1737215532606274e-15,5.1114535163438356e-12,4.5264397536364938e-21,1.7592951807228624e-31,3.6568270019290879e-24,9.2512009757096087e-24,0.88168480800000004,0.0,0.0094599999800279826,0.10884999998074359,5.7055690904663252e-12,4.5776831269056938e-12,3.7887865688199653e-12,2.7322508524228493e-14,1.8875442471772873e-14,9.3869974279492766e-15,1.4465677914095928e-14,3.3939053765929299e-12,1.7220319713782155e-14,4.2662959309085901e-12,4.2359003463997513e-12,4.5990717213814906e-12,6.3009226145306883e-13,7.138574959613019e-15,2.5736775203907095e-13,2.5557452974289003e-13,2.0204636738024609e-13,4.3894273495839371e-15,1.578069215246436e-13,2.045009018090454e-14,2.6266629791264877e-13,9.4556452482720051e-16,1.310916090126542e-18,1.5153322746770068e-13
