Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317)
0.0,0.0014017797837210238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0014017797837210238,1.9550773786202278e-34,9.7177561438636824e-44,4.0265238936141768e-42,2.4999413460058838e-43,3.7134178246077804e-50,0.0,0.0,1.6803237813927729e-28,1.5052005339094043e-41,6.2429174752629383e-65,2.9131119701352189e-65,5.4173196560536586e-61,-2.7965121454254246e-103,1.8412210685057481e-65,2.215626182559991e-58,8.9243402503166926e-30,3.8738975112647478e-42,-7.2444814474039813e-115,1.0054540200112922e-99,9.9124062982036938e-66,2.1046591883874053e-66,6.839106409951771e-60,-1.4288435912333854e-75,1.619913280064508e-45,4.5983143999346669e-82,3.8344785145511157e-63,1.185278302027995e-37,5.2178635641162213e-41,6.0572775139764287e-42,2.0908120341995386e-29,2.0202524890155969e-57,1.5431401020919205e-87,1.8189965216423315e-70,-2.3378675333280283e-76,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9431731299376535e-29,1.94317309512153e-29,2.0908120399146201e-29,7.2678022193540214e-29,6.2364329326128548e-29,3.1182164583729879e-29,3.5123602926052808e-35,1.507901339611698e-36,4.0885599127764525e-35,1.0638757586617525e-36,1.4477652638237757e-36,1.4142901294793142e-36,6.867786777715798e-37,1.7625421560518889e-35,1.9984233620944446e-39,5.6452560147448011e-40,5.1878672407047665e-40,2.2431487186956414e-40,1.1117396976769174e-45,3.7438377093798509e-39,1.1262081552130978e-39,1.5621697917084218e-38,1.8423636937489225e-53,3.9448276491883397e-40,3.4453578883568303e-49,2.2045608965743891e-46,8.7636795657936195e-45,1.8079636430682056e-30,8.9243402825068445e-30,6.3961426160920097e-37,1.2963478800324161e-37,1.4730465163582598e-38,8.253072804202154e-45,1.4153719375680268e-43
3.0000000000000002e-15,0.0014017797837210238,6.4238242141950371e-34,3.6105516159000025e-43,2.646001579070878e-41,1.6428184366419293e-42,3.5012226709159479e-49,0.0,0.0,5.5210638570957119e-28,9.8913177973370721e-41,5.8901401822159359e-64,2.7466483856605466e-64,5.1077580204992771e-60,1.6539372024906616e-101,1.209945076958507e-64,1.4559828440960164e-57,2.9322829994749628e-29,2.5457039936648915e-41,5.1978958204222282e-113,1.2352713589654156e-98,9.3459833281510782e-65,1.9843918929636368e-65,4.4942426006759166e-59,8.4506163067778707e-74,1.064514405210858e-44,6.963161124247372e-81,3.6153648903521186e-62,7.788971445464848e-37,3.428881655991623e-40,3.9804965224284394e-41,6.8698104550136464e-29,1.9048092648288599e-56,2.3367547204776906e-86,2.2347668856257246e-69,7.9326410782727658e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.3847113616221039e-29,6.3847111328304445e-29,6.8698104925698914e-29,2.3879908143577668e-28,2.0491125237899413e-28,1.0245562566815935e-28,2.3081219126746581e-34,9.9090656350187705e-36,2.6867672853248378e-34,6.9911833921511592e-36,9.5138857096153025e-36,9.2939062704450131e-36,4.5131168743565924e-36,1.1582417031656907e-34,1.3132492908362798e-38,3.70973930054897e-39,3.4091695770321564e-39,1.4740689899149169e-39,1.0482115218001018e-44,2.4602359143950012e-38,7.400795981826498e-39,1.0265683473514121e-37,1.736893483560055e-52,2.5923146859677096e-39,3.2484797522959389e-48,2.0785856380658877e-45,8.2628957839160698e-44,5.9404515484673319e-30,2.9322830206284868e-29,4.2031792993929857e-36,8.5188572344549178e-37,9.6800172973767762e-38,7.7814671492100974e-44,9.3010317219967887e-43
7e-15,0.0014017797837210238,1.4244122568645697e-33,1.0693005081082045e-42,1.438044913848104e-40,8.9283553338186259e-42,5.6550073309941101e-48,0.0,0.0,1.2242359012877794e-27,5.3757162050807019e-40,9.5721081729948231e-63,4.4362526590287546e-63,8.2497955205599704e-59,3.1910689376563974e-100,6.5757815078410704e-64,7.9129475540493932e-57,6.5020173730490636e-29,1.3835344779735628e-40,6.2471888513273458e-111,6.2481309264404773e-97,1.5095182789648222e-63,3.2050779374492822e-64,2.4424263480686393e-58,1.6304824330586447e-72,5.7854031039041842e-44,1.1499709477232111e-78,5.8393536976183891e-61,4.2331357583662124e-36,1.8635222334398375e-39,2.1633128690269326e-40,1.5233054654776072e-28,3.0765522418232163e-55,3.8591646545378595e-84,1.130374636879504e-67,3.5672016904688139e-74,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4157401195229219e-28,1.4157399951796737e-28,1.523305485888602e-28,5.2951014219606392e-28,4.5436768657198565e-28,2.2718384045265257e-28,1.2544120837018624e-33,5.385360658301e-35,1.4601972868374281e-33,3.7995556086776953e-35,5.1705889639661466e-35,5.0510349743166649e-35,2.4527803759635265e-35,6.2947817825341963e-34,7.137212131069842e-38,2.0161613679749507e-38,1.8528084068951263e-38,8.0112385660518619e-39,1.6930175680478505e-43,1.3370836941336799e-37,4.0221700787020573e-38,5.5791626126687691e-37,2.8025028517817303e-51,1.408864462038912e-38,5.2467789627803847e-47,3.3572255590406675e-44,1.3345797667290734e-42,1.3172302894477883e-29,6.502017488013816e-29,2.2843361017256737e-35,4.6298127846229058e-36,5.2608695331499978e-37,1.2568226326614509e-42,5.0549655965537449e-42
1.5e-14,0.0014017797837210238,2.988469087026172e-33,3.2991516215316924e-42,6.3619149421557419e-40,3.9499001850898171e-41,5.2592661683040368e-47,0.0,0.0,2.5684949401342591e-27,2.3782168571203565e-39,8.987805993152811e-62,4.1257972664866595e-62,7.6724535461823041e-58,5.722134602766941e-99,2.909120628630466e-63,3.5006860239528503e-56,1.3641481725339455e-28,6.1207543170797112e-40,3.6843263352294817e-109,1.2016680819958253e-95,1.4038808541710009e-62,2.9807598002593817e-63,1.0804582906805513e-57,2.9238505113899257e-71,2.5594613981906835e-43,4.5115998487225853e-77,5.4306962629899005e-60,1.8727386004549922e-35,8.2442193793318343e-39,9.5704927639199798e-40,3.1959533032762762e-28,2.8612464496555791e-54,1.5140376048993332e-82,2.1740045429994707e-66,3.9010670602331411e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.9702774024990926e-28,2.9702768524048939e-28,3.1959533935744546e-28,1.1109296469684268e-27,9.5327830705009235e-28,4.7663914099042773e-28,5.5495043655905196e-33,2.3824827469389875e-34,6.459895712312077e-33,1.6809229730434711e-34,2.2874677524915425e-34,2.2345771066982331e-34,1.0851096458776612e-34,2.7848040509434108e-33,3.1574936253833374e-37,8.9194883722333944e-38,8.1968159712951927e-38,3.5441675730985704e-38,1.5745339295510459e-42,5.9152506055115392e-37,1.7794068298224199e-37,2.4682118478531222e-36,2.6022415850855969e-50,6.2328001011115659e-38,4.8795911541634603e-46,3.122275193345821e-43,1.2411797018739535e-41,2.7635997374200042e-29,1.3641482233943161e-28,1.0105899430355146e-34,2.0482284926359144e-35,2.327401749268102e-36,1.1688653994293786e-41,2.2363587075530526e-41
3.1e-14,0.0014017797837210238,6.1165713844774877e-33,1.1012284685524496e-41,2.6517600469882232e-39,1.6463835330219027e-40,4.4388175511415521e-46,0.0,0.0,5.257013048587437e-27,9.9128207806035017e-39,7.7275577093099019e-61,3.4821646775668705e-61,6.4755200597869271e-57,9.7906933982552493e-98,1.2125678162242661e-62,1.4591450972877242e-55,2.7920392850510627e-28,2.5512348513456937e-39,2.1000573623676593e-107,2.0430689102304859e-94,1.184874059845536e-61,2.5157186363905066e-62,4.5029583394804904e-57,5.0031397239740165e-70,1.0668271808760666e-42,1.5401563193837369e-75,4.5834786012080448e-59,7.8058942218481163e-35,3.4363313266693747e-38,3.9891447817695991e-39,6.5412449702631477e-28,2.4148793336835544e-53,5.1685675127287362e-81,3.6962907857390293e-65,5.2330937777985907e-72,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.0793492334728265e-28,6.0793469405874065e-28,6.5412453466411281e-28,2.2737581896145487e-27,1.951090556455844e-27,9.755452259820216e-28,2.3131177874065011e-32,9.9305950992526853e-34,2.6925827561598198e-32,7.006375268403791e-34,9.5345561334017685e-34,9.3140990596014091e-34,4.522922180019217e-34,1.1607486352762943e-32,1.3160908065783933e-36,3.7177898384747804e-37,3.4165683315790805e-37,1.4772670114811644e-37,1.3288971773819511e-41,2.4655729014924481e-36,7.4168666863487076e-37,1.0287856495334493e-35,2.18945713753993e-49,2.5979260195089669e-37,4.1183476250580443e-45,2.6351826836600292e-42,1.047546171033068e-40,5.6563353484481513e-29,2.7920394970456269e-28,4.2123114812064688e-34,8.5373663597944395e-35,9.7009580450085218e-36,9.865151570260922e-41,9.3218729237752507e-41
6.300000000000001e-14,0.0014017797837210238,1.2372730528230408e-32,3.9452187407497902e-41,1.080609406479122e-38,6.7090743009695821e-40,3.6329385892314572e-45,0.0,0.0,1.0634049388534373e-26,4.0395282781299432e-38,6.5561888395948846e-60,2.8499590996288948e-60,5.2998296154251275e-56,1.6175943838760929e-96,4.941245803332203e-62,5.9460823278587284e-55,5.6478144783387556e-28,1.0396405730388689e-38,1.2382977685321348e-105,3.3517521579053834e-93,9.6975616239837847e-61,2.0589165842097402e-61,1.8345097057476078e-56,8.2672798388881118e-69,4.3473724311664473e-42,5.0595480209524462e-74,3.7512938461719693e-58,3.1809398671238977e-34,1.400321678619356e-37,1.625595903310871e-38,1.3231812269833426e-27,1.9764337249306106e-52,1.697914120665848e-79,6.0641421890822789e-64,7.5430509935772011e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2297481955525088e-27,1.2297472611914528e-27,1.3231813803590025e-27,4.5993734080663014e-27,3.9466790897138389e-27,1.9733393319564892e-27,9.4259832334431824e-32,4.0467660096343493e-33,1.0972307737011559e-31,2.855133084620075e-33,3.885378004014363e-33,3.7955408103938651e-33,1.8431127200868685e-33,4.7300646221475819e-32,5.3630817328698262e-36,1.5150132235449399e-36,1.3922645528598677e-36,6.0199142865403311e-37,1.0876184813372084e-40,1.0047292628449824e-35,3.022405372441059e-36,4.192293201964492e-35,1.7808993637593593e-48,1.0586581731598064e-36,3.3706109123153862e-44,2.1567326596629429e-41,8.5734710514543615e-40,1.1441793430865618e-28,5.6478153422257436e-28,1.7165374674743674e-33,3.4790185697886701e-34,3.9531471559409485e-35,8.0740004731024848e-40,3.798991115110856e-40
1.2700000000000001e-13,0.0014017797837210238,2.4884867013840136e-32,1.4838584520062225e-40,4.3607699531710007e-38,2.7073922012656211e-39,2.9371643319712738e-44,0.0,0.0,2.1388122560588204e-26,1.6301322621915914e-37,5.6748405324394382e-59,2.3041244590934221e-59,4.2847460311158456e-55,2.6283346827881674e-95,1.9939887296441623e-61,2.3995023825900884e-54,1.1359336738066392e-27,4.1954077507942028e-38,7.552383452788736e-104,5.4240164567491043e-92,7.8402863739304372e-60,1.6644885074396879e-60,7.3992860735606792e-56,1.34369654595161e-67,1.7543562598123979e-41,1.6383887665502825e-72,3.0327841893288243e-57,1.283649477413861e-33,5.6509149184532184e-37,6.5599961578595746e-38,2.6612882731667354e-27,1.5978814928092602e-51,5.4981701179317617e-78,9.8140257689480582e-63,1.1376068433924381e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.4733703640202528e-27,2.4733665934687605e-27,2.661288892103543e-27,9.2504363836390067e-27,7.937712299202331e-27,3.9688552904872994e-27,3.8037318453286044e-31,1.6330486591833434e-32,4.4277309057691689e-31,1.1521729477492543e-32,1.5679213219499393e-32,1.5316681635640082e-32,7.4377718511519571e-33,1.9087553142844658e-31,2.1641977284933952e-35,6.1137122560081356e-36,5.6183717578463572e-36,2.4292841694071667e-36,8.7929711580234708e-40,4.0544957949998985e-35,1.2196706890784454e-35,1.6917280680846462e-34,1.4222716599797941e-47,4.2720773285382752e-36,2.7250126841137545e-43,1.7436373321203141e-40,6.9312630623152303e-39,2.3012657037355791e-28,1.1359340224221816e-27,6.9269858550497034e-33,1.4039375757837924e-33,1.59523655229675e-34,6.5275086753370995e-39,1.533288271568246e-39
2.55e-13,0.0014017797837210238,4.9908412799096403e-32,5.7446301812923669e-40,1.751838583174096e-37,1.0876029193541409e-38,2.3617024316327844e-43,0.0,0.0,4.2896270873316847e-26,6.5486121341292782e-37,5.164816116105565e-58,1.8526658268350703e-58,3.4451488870106873e-54,4.2364459935821513e-94,8.0100869194803539e-61,9.6392613408697633e-54,2.2782268751237984e-27,1.6853811603024785e-37,4.7095702666266494e-102,8.724541695491147e-91,6.3041601216353016e-59,1.3382013462306318e-59,2.9694214463575905e-55,2.1670910535475493e-66,7.0476077549515201e-41,5.2724518659418545e-71,2.4384783756535615e-56,5.1566834534454609e-33,2.2700881791532179e-36,2.6352851149370476e-37,5.3374767108566469e-27,1.2847710544203051e-50,1.7693276423951926e-76,1.5787968103822826e-61,1.7636088024102781e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.9605971973079003e-27,4.9605820502872604e-27,5.3374791972399968e-27,1.8551892537707104e-26,1.5919203331558616e-26,7.959598214808938e-27,1.5279825730643237e-30,6.5602929815828052e-32,1.7786469280244687e-30,4.6285222433150589e-32,6.298661799853926e-32,6.1530263041392494e-32,2.9879051788903009e-32,7.6675864051005357e-31,8.6936875746601599e-35,2.4559763711145442e-35,2.2569915438592777e-35,9.7587994338972269e-36,7.0698523639801337e-39,1.6287502962695631e-34,4.8996423833969134e-35,6.7956408458369401e-34,1.1163641943607597e-46,1.7161208009481115e-35,2.191012606054456e-42,1.4019496060963704e-39,5.5728882131376793e-38,4.6154174018641515e-28,2.2782282755764068e-27,2.7827127242513819e-32,5.6399070448571453e-33,6.4081307416009284e-34,5.2483330693950906e-38,6.1613641180168991e-39
5.11e-13,0.0014017797837210238,9.995259579871555e-32,2.2594123794785184e-39,7.0223755020088492e-37,4.359502087143983e-38,1.8941054380371851e-42,0.0,0.0,8.5912575373107405e-26,2.6250057696466306e-36,5.1074433461547582e-57,1.4858140967615319e-57,2.762860326182267e-53,6.8005425385189495e-93,3.2106608425668315e-60,3.8638209214593104e-53,4.5627682761304788e-27,6.7557597215673195e-37,2.9745298332137481e-100,1.3991978265373221e-89,5.055952288760638e-58,1.0729708359710853e-58,1.1878599307156616e-54,3.4828013921146976e-65,2.8249953357953968e-40,1.6917447184461355e-69,1.9555045319774831e-55,2.0670294489068171e-32,9.0995263538155123e-36,1.0563401799894826e-36,1.0689750969495162e-26,1.03032256657932e-49,5.6770056111907366e-75,2.5326638257780781e-60,2.7767996076119606e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.9349808502757696e-27,9.9349201347106021e-27,1.0689760935929018e-26,3.7152126043445472e-26,3.1879884181654829e-26,1.5939928259928146e-26,6.1244002227155825e-30,2.6296599836371845e-31,7.1291039560463417e-30,1.855324415222118e-31,2.5247854587593793e-31,2.4664089442411211e-31,1.1976857172866237e-31,3.07329085190408e-30,3.4845472556099663e-34,9.8444329856950527e-35,9.0468417770983034e-35,3.9116562336242644e-35,5.6695012240157424e-38,6.5285683865704713e-34,1.9639757333896872e-34,2.7236938612803468e-33,8.5451519214608197e-46,6.8784961929935643e-35,1.7570439207575177e-41,1.12426840844945e-38,4.4689073304882462e-37,9.2436367067909635e-28,4.562773889710298e-27,1.1154360141620955e-31,2.260728373766107e-32,2.5684555413817368e-33,4.2087619863122797e-37,2.4712176103953781e-38
