Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317)
1e-12,0.0014017797837210238,1.9553369440320047e-31,8.6591268299081292e-39,2.7172513600049923e-36,1.6866941437110501e-37,1.457564240288907e-41,0.0,0.0,1.6808046834654749e-25,1.0156832934619251e-35,5.4069022224491625e-56,1.1433121435461403e-56,2.1258212335665993e-52,1.0431768956588685e-91,1.2421540245022967e-59,1.4949597974641579e-52,8.9264273981346452e-27,2.6139211847886612e-36,1.8084125598722038e-98,2.1458394185441778e-88,3.8906312994772928e-57,8.2525434376812704e-58,4.5776580985486732e-54,5.3549891340290957e-64,1.0930396865934111e-39,5.1843703084973338e-68,1.5045434547394487e-54,7.9977019898314929e-32,3.5207653448065722e-35,4.0871666964957198e-36,2.091303908335044e-26,7.9274613128931305e-49,1.7396354648407354e-73,3.8861937150351224e-59,4.2238147242124666e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9436563408548268e-26,1.9436328492903495e-26,2.0913077644454845e-26,7.2671247411360827e-26,6.2358489637693195e-26,3.1179191320969011e-26,2.369304002488763e-29,1.0174626812492841e-30,2.7579872114874276e-29,7.1786207354858814e-31,9.7688407899303423e-31,9.5429771620131728e-31,4.6340547796807285e-31,1.1889416354213474e-29,1.3480251140226595e-33,3.808817393713751e-34,3.5002374516172373e-34,1.5134069005090923e-34,4.3619432335386225e-37,2.5258719242270015e-33,7.5988148599309061e-34,1.053613549049148e-32,6.0272351627772618e-45,2.6610417054941903e-34,1.3518358438275311e-40,8.6499046152457542e-38,3.438030186703861e-36,1.8083937493603102e-27,8.9264491176011333e-27,4.3158208440836796e-31,8.7471671965990421e-32,9.9362024967719209e-33,3.2380718288271188e-36,9.5727969737257666e-38
1.023e-12,0.0014017797837210238,2.0002932889788994e-31,8.9601358940387651e-39,2.8120270606706251e-36,1.7455225905513834e-37,1.5172115511665334e-41,0.0,0.0,1.7194521586881562e-25,1.0511090654035141e-35,5.6371918572552458e-56,1.1900990696790845e-56,2.2128136867809399e-52,1.0890438564283871e-91,1.2854771791559758e-59,1.5471014891253423e-52,9.1316710787197082e-27,2.7050907960167478e-36,1.8920717562227592e-98,2.2401873768784933e-88,4.0498456749861439e-57,8.5902329465551651e-58,4.737096458180901e-54,5.5904785141534421e-64,1.1311632520725912e-39,5.4202588652315112e-68,1.5661116327260725e-54,8.2766497780549442e-32,3.6435643065995691e-35,4.2297209089285288e-36,2.1393889035535862e-26,8.2518666117995066e-49,1.818788643574402e-73,4.0570675977478385e-59,4.4094202447837944e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9883468109653109e-26,1.9883225000548561e-26,2.1393928941583871e-26,7.4341880931733127e-26,6.3792043677547761e-26,3.1895966475169299e-26,2.4519376866298585e-29,1.0529502552909365e-30,2.8541769185739396e-29,7.4290007260095352e-31,1.0109563228819775e-30,9.8758218839124709e-31,4.7956835903863813e-31,1.2304080743892648e-29,1.3950396721711632e-33,3.9416611650600038e-34,3.622318689449283e-34,1.5661912550579129e-34,4.5404398420379108e-37,2.6139687482926638e-33,7.8638481930811068e-34,1.0903591845239652e-32,6.2705328301075626e-45,2.7538503312252357e-34,1.4071549100653449e-40,9.0038711443997726e-38,3.5787177274688221e-36,1.8499738962103468e-27,9.1316935557227888e-27,4.4663501919123026e-31,9.0522553211903665e-32,1.0282742742117472e-32,3.3705779627627129e-36,9.9068180889744349e-38
2.047e-12,0.0014017797837210238,4.0013627456141069e-31,3.5682040584202647e-38,1.1254947082451529e-35,6.9848284165910965e-37,1.2146078024684983e-40,0.0,0.0,3.4401062283509451e-25,4.2066455065903264e-35,6.9873995509796782e-55,9.5263313962690784e-56,1.771016734994759e-51,1.7406271165662588e-90,5.143483542219031e-59,6.1911993847055446e-52,1.8268756742888511e-26,1.0825556877598657e-35,1.2086904741625552e-96,3.5818920954372619e-87,3.2420181848365053e-56,6.8698177584851427e-57,1.8805194315567887e-53,8.977241314592882e-63,4.5268227408275026e-39,1.7351941153384135e-66,1.2533041648937689e-53,3.3122530106260288e-31,1.4581252758252523e-34,1.6927024910205106e-35,4.2800523488493508e-26,6.6041382287278995e-48,5.8219128123530586e-72,6.4937979892058809e-58,7.0370313269284617e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.977932250514105e-26,3.9778349630948593e-26,4.2800683182891149e-26,1.4867856689254963e-25,1.2757957507322185e-25,6.3789566112250415e-26,9.8096674603388746e-29,4.213834388560498e-30,1.141894286480973e-28,2.9730661911562471e-30,4.045771154612444e-30,3.9522341647133764e-30,1.9191941852353049e-30,4.9225860576033277e-29,5.5811035998890972e-33,1.5772827828056422e-33,1.449502906672816e-33,6.26709295297288e-34,3.6333737368484329e-36,1.0459679029487249e-32,3.1469238476158516e-33,4.3615948761458338e-32,4.2937844626351757e-44,1.1017603096918401e-33,1.12607094741338e-39,7.2053287362801157e-37,2.863423990815301e-35,3.7010598140807024e-27,1.826884669026628e-26,1.7874013668951754e-30,3.6226527770826787e-31,4.1137314033623164e-32,2.6971829115049448e-35,3.9740328129563455e-37
4.095e-12,0.0014017797837210238,8.0016417223018073e-31,1.4238495902370123e-37,4.5039042400584786e-35,2.793921358923767e-36,9.721337585629399e-40,0.0,0.0,6.881419405899443e-25,1.6831005489110258e-34,9.5508709387196461e-54,7.6228672949622317e-55,1.4167346885961919e-50,2.7752343057807412e-89,2.0570328855462237e-58,2.4767476908003389e-51,3.6540048760611539e-26,4.3309675078771882e-35,7.7476917771998896e-95,5.7177141201191127e-86,2.5946545344925148e-55,5.4870257154818762e-56,7.4042275540403809e-53,1.4447424456439543e-61,1.811038870399259e-38,5.5515089334907859e-65,1.0023843924581619e-52,1.3251322806491126e-30,5.8335042353962594e-34,6.7719907488353655e-35,8.5607226684332805e-26,5.2826800570684038e-47,1.8622566700127221e-70,1.0387791071226105e-56,1.12729805316876e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.956655130672912e-26,7.9562659372586058e-26,8.560786552048023e-26,2.9718084073986954e-25,2.5500765705317488e-25,1.2750294376636092e-25,3.9223107609613518e-28,1.6858330391610243e-29,4.5657688529758743e-28,1.1894626584667966e-29,1.6185906813379484e-29,1.5811729911480543e-29,7.6780970102427852e-30,1.968247049073029e-28,2.2314396163468859e-32,6.30910931882456e-33,5.79804921880503e-33,2.5067254564232761e-33,2.905659297423516e-35,4.1836196037080293e-32,1.2588859199179602e-32,1.7433913767180001e-31,2.6581961861555422e-43,4.4053326166843292e-33,9.0057921537459645e-39,5.762529729218108e-36,2.2893516119457343e-34,7.4026935860492139e-27,3.6540408581682777e-26,7.1508652469832602e-30,1.4493204485722119e-30,1.6447044001356846e-31,2.1569136821278606e-34,1.5974047996538918e-36
8.191e-12,0.0014017797837210238,1.5994767001055677e-30,5.6864562676043757e-37,1.8023924541354461e-34,1.1171214922386222e-35,7.7806557667215272e-39,0.0,0.0,1.3764065907717415e-24,6.7332947775373194e-34,1.3971890573765117e-52,6.0982355770907799e-54,1.1327420214531307e-49,4.4063249713465504e-88,8.222017740064257e-58,9.904990643555317e-51,7.3071119179856239e-26,1.7323018450111151e-34,4.9869665371649836e-93,9.1016037413887425e-85,2.0764341933619083e-54,4.3735620087044858e-55,2.8703535205815391e-52,2.336798832748975e-60,7.2437861525301686e-38,1.7748695882380568e-63,8.0112608027363004e-52,5.3002942085567933e-30,2.3332869904359728e-33,2.708676157142627e-34,1.7119437828460427e-25,4.2231978101049569e-46,5.9513668811892302e-69,1.660499266392538e-55,1.8137804001216205e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.5912309298089549e-25,1.5910752786463983e-25,1.7119693309322022e-25,5.9350257001926159e-25,5.0927725122891366e-25,2.5463509544006759e-25,1.5670656518840636e-27,6.7430757624062029e-29,1.8241465507715169e-27,4.7578698682792449e-29,6.4740755470505681e-29,6.324440461622635e-29,3.0710877824305737e-29,7.8636099002085045e-28,8.914254339284902e-32,2.5226358248603407e-32,2.3183394725335862e-32,1.0022074161498855e-32,2.3218013252293438e-34,1.6725888827127041e-31,5.0344970816082132e-32,6.9608803358127485e-31,1.4568014116512609e-42,1.7600768637150793e-32,7.1968413247038133e-38,4.6051423490584294e-35,1.8284271290127088e-33,1.4803809426899514e-26,7.3072558150886826e-26,2.8602295802385924e-29,5.7970776773593197e-30,6.5699408063758374e-31,1.7234100318662555e-33,6.4493555639752255e-36
1e-11,0.0014017797837210238,1.9518381084436685e-30,9.4459842120846846e-37,2.9975827036740876e-34,1.8562050782407415e-35,1.9817283966751138e-38,0.0,0.0,1.6803807208498997e-24,1.1194347182720674e-33,5.7897186111938327e-52,1.5521152890275334e-53,2.8809720685045477e-49,1.8760428758537868e-87,1.365670054971378e-57,1.6460759259369133e-50,8.9194917116421387e-26,2.8794588017228466e-34,7.5257700211016476e-92,3.8916673074879796e-84,5.2878003102172159e-54,1.1076211384426904e-54,4.6232937520469461e-52,1.0252289963885832e-59,1.2040709517960237e-37,1.3898968771288275e-62,2.0364109471285735e-51,8.8102759150322274e-30,3.8784255616001528e-33,4.5024261890839206e-34,2.0897080055410682e-25,1.0739221107306957e-45,4.6570626503815651e-68,7.148358732856304e-55,7.9029468340373471e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9424345264765295e-25,1.9421758334698949e-25,2.0897504647185089e-25,7.2377281113010698e-25,6.2105977931561523e-25,3.1052403701719038e-25,2.6016657808660333e-27,1.1208576913819989e-28,3.0284798486161495e-27,7.9090514194409287e-29,1.0761362928755161e-28,1.0512687174183141e-28,5.1048093135863948e-29,1.3055192163745138e-27,1.4797940053582312e-31,4.1916089511657974e-32,3.8522314470210092e-32,1.6651218652804722e-32,5.9002518660970695e-34,2.7788331854305971e-31,8.3670137405212075e-32,1.1548790586894098e-30,2.7036223760916472e-42,2.9221611666019822e-32,1.8291073182136339e-37,1.1704616825862578e-34,4.6432889573514683e-33,1.8070615503328544e-26,8.9197308568105104e-26,4.7543601711822223e-29,9.6361344292820084e-30,1.0905605426050899e-30,4.3792535209850854e-33,1.0825945725736598e-35
1.6383e-11,0.0014017797837210238,3.1951343325575974e-30,2.271136114388004e-36,7.2147741701224828e-34,4.4640384278546307e-35,6.228815063385394e-38,0.0,0.0,2.7529439448901884e-24,2.6935031263585981e-33,2.1288621951169475e-51,4.8769622326459408e-53,9.0495471875367136e-49,6.9408435653862402e-87,3.2832809103607026e-57,3.9592584065748108e-50,1.4608723454544032e-25,6.9271662946421262e-34,3.2320578923268231e-91,1.441182140122338e-83,1.6619005353825514e-53,3.4726300364656955e-54,1.0808488609671982e-51,3.8181853197742405e-59,2.8966503791890638e-37,5.6678474070022082e-62,6.395075018513371e-51,2.1195136740036476e-29,9.330398751064471e-33,1.0831617153086835e-33,3.4226372667142846e-25,3.3730805798318755e-45,1.8989441543207668e-67,2.6512099459466686e-54,2.9388380414846677e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.1816454482726193e-25,3.1810231753374338e-25,3.4227393961491289e-25,1.1834272881950737e-24,1.0154809383965524e-24,5.0772642180811039e-25,6.2522200225973265e-27,2.6964958256812893e-28,7.2779322754499139e-27,1.9027897102727278e-28,2.5888922551430899e-28,2.5290784889093979e-28,1.2280732217603864e-28,3.1373528033371621e-27,3.5558341332941248e-31,1.0080528500755471e-31,9.2645213713732556e-32,4.0041947944128839e-32,1.8526702834786223e-33,6.6821816565462996e-31,2.0125694687918467e-31,2.7737088614894231e-30,7.1029912075029171e-42,7.0225393342786528e-32,5.7436723787991376e-37,3.6754890781330159e-34,1.4575441002838639e-32,2.95974387127517e-26,1.4609298679536002e-25,1.143774080246646e-28,2.3182126274236406e-29,2.6203862621952444e-30,1.3750314323110833e-32,2.6268607418673479e-35
3.2767e-11,0.0014017797837210238,6.3746249042460925e-30,9.0644349147352443e-36,2.8897474535867476e-33,1.7818932356926217e-34,4.989279976465973e-37,0.0,0.0,5.5060508287265414e-24,1.0774436857477701e-32,3.3148001233839111e-50,3.8974160251668169e-52,7.2190554365795049e-48,1.0767092472087459e-85,1.3087808167370438e-56,1.5808832938519675e-49,2.9193559503005026e-25,2.7689635436251077e-33,2.1210697466415831e-89,2.2588659299622476e-82,1.33056328862173e-52,2.7367109708085311e-53,3.8646860808813187e-51,6.3613115048078468e-58,1.1578559470421917e-36,1.8060131749068672e-60,5.0933093180549082e-50,8.4723958654246403e-29,3.729596318503917e-32,4.3297543746236239e-33,6.8398311837797033e-25,2.6894280206789958e-44,6.0409232525559804e-66,4.2236330393873143e-53,4.8227110217649085e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.3596117999671332e-25,6.3571256027472006e-25,6.8402391588602415e-25,2.3525011132362035e-24,2.0186317430814047e-24,1.0092602674914464e-24,2.4879035195742995e-26,1.0779055155963693e-27,2.896074433213671e-26,7.6075482611581175e-28,1.0348655468455126e-27,1.0109745523147018e-27,4.9089189040634118e-28,1.2483931677885435e-26,1.4143592289697445e-30,4.0238535868510671e-31,3.6984192598210281e-31,1.5978368678765812e-31,1.4743888713448881e-32,2.6660915972822262e-30,8.0397090704193624e-31,1.100944253719338e-29,3.1672743649177053e-41,2.7946309925231833e-31,4.5724439874552253e-36,2.9263542771627996e-33,1.1576653590829968e-31,5.9150323040300119e-26,2.9195857274002853e-25,4.5721080371866806e-28,9.2669974273780013e-29,1.0420248813973031e-29,1.0940274437273945e-31,1.0880647237000328e-34
6.5535e-11,0.0014017797837210238,1.26866645369052e-29,3.6112509809560557e-35,1.1588452483484112e-32,7.0976274710113936e-34,4.0009503721087758e-36,0.0,0.0,1.101239298420929e-23,4.3099026911073867e-32,5.2107058831266206e-49,3.1085745843050984e-51,5.7422072663232348e-47,1.6222217532189604e-84,5.1989093751071032e-56,6.295334116278708e-49,5.8289868354243862e-25,1.1060118320355804e-32,1.4239215631275074e-87,3.4724182788478377e-81,1.0660265958798648e-51,2.12569987657697e-52,1.2706959441286497e-50,1.0980915863294058e-56,4.6247761648777675e-36,5.7301560383262909e-59,4.0384267734333524e-49,3.3842740910120131e-28,1.4897190110146312e-31,1.7295074309393366e-32,1.3657487850082045e-24,2.1370802564111281e-43,1.910420033863779e-64,6.6994848553688896e-52,8.0998688332141853e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2704114324766487e-24,1.2694193121090588e-24,1.3659115341059049e-24,4.6483267291659102e-24,3.9885781665985035e-24,1.9940712602868994e-24,9.8487603546929095e-26,4.305878736842122e-27,1.146469610209902e-25,3.0399855890233622e-27,4.133739348052416e-27,4.0384553098090041e-27,1.9607775958437899e-27,4.9417090959019599e-26,5.5943055049876961e-30,1.6028555123169359e-30,1.4734532166295827e-30,6.3606883434465447e-31,1.1672250041765638e-31,1.0609925985957089e-29,3.2073604620645834e-30,4.3365759707444985e-29,1.3317477447539779e-40,1.1064573503068147e-30,3.6222404407301726e-35,2.3188070617452354e-32,9.1293973736472833e-31,1.1811887753421768e-25,5.8299034026272047e-25,1.8263675627853264e-27,3.701942520438738e-28,4.1195779852310787e-29,8.657119826943322e-31,4.646296315552002e-34
9.999999999999999e-11,0.0014017797837210238,1.9228329464442153e-29,9.2498022650947063e-35,2.9989230722312221e-32,1.8170592390577205e-33,1.8805741706939532e-35,0.0,0.0,1.6804168161307163e-23,1.1109875726966948e-31,4.5582975161646424e-48,1.4448836900632204e-50,2.6605842876728736e-46,1.2952305067735266e-83,1.3250964594614728e-55,1.6084280711795259e-48,8.8739475067537875e-25,2.8442966600317443e-32,5.2915068079654783e-86,2.8739988353312135e-80,5.0029617008493606e-51,9.4562129581863478e-52,2.5577200069931999e-50,1.1099486401985846e-55,1.1893111175986286e-35,9.7528204826970552e-58,1.860647645954437e-48,8.7037794711845168e-28,3.8310645893508648e-31,4.4479980860489825e-32,2.0793196077094371e-24,9.8842620576777901e-43,3.231057815063146e-63,5.8586083164294641e-51,7.8290120209083372e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9353229986943787e-24,1.9327755512527797e-24,2.0797372699114945e-24,6.9771882049851182e-24,5.9867917707770535e-24,2.9928529207644858e-24,2.4966079071140581e-25,1.107489454459419e-26,2.9062897326077079e-25,7.8232322698952283e-27,1.0631271961776469e-26,1.0386835489016969e-26,5.0424704462797525e-27,1.2525949046685934e-25,1.4162135924653328e-29,4.1040895905469255e-30,3.7737038475076507e-30,1.6269648380569293e-30,5.3634587331382226e-31,2.7122201557698063e-29,8.2322667281951407e-30,1.0906118321140304e-28,3.4623030785472215e-40,2.805466022307842e-30,1.6664006983471014e-34,1.0672395593521284e-31,4.1666773989784101e-30,1.798538649543277e-25,8.8762994475103308e-25,4.6973261066942828e-27,9.5218772986376969e-28,1.0420492078934431e-28,3.9747285972168698e-30,1.3178292437840471e-33
1.31071e-10,0.0014017797837210238,2.5125792715958204e-29,1.4333087538545224e-34,4.6577960757380506e-32,2.8153128093923481e-33,3.2152605817327657e-35,0.0,0.0,2.2025588342000856e-23,1.7240209752708789e-31,8.1979515963993422e-48,2.4672347431042758e-50,4.5414896178655603e-46,2.3166638991000502e-83,2.0510079863012278e-55,2.4909243998297363e-48,1.1619050452318155e-24,4.4114009075486112e-32,9.9335535609468209e-86,5.1519291117962669e-80,8.5522003675114022e-51,1.6064841188526839e-51,3.7180021673664618e-50,2.0115976705692834e-55,1.8445684427985498e-35,1.8028628328082132e-57,3.1739912461202742e-48,1.349943743338791e-27,5.9418421452622292e-31,6.8987807103029174e-32,2.722620319508363e-24,1.6868526840708591e-42,5.97170285451212e-63,1.0536305969284919e-50,1.4156826616874194e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.534756257767383e-24,2.530806646753565e-24,2.7232677918095205e-24,9.0767110517914045e-24,7.7882278623317242e-24,3.8932778438081278e-24,3.8594693893097513e-25,1.7177319908373809e-26,4.492808549466035e-25,1.2135440528167964e-26,1.6488948904791708e-26,1.6110048039377356e-26,7.820688306598797e-27,1.9363317957488459e-25,2.1886234545556593e-29,6.3590103520349289e-30,5.8474333514105228e-30,2.5202806579131343e-30,9.1464611469658084e-31,4.2008402465562969e-29,1.2762336729499147e-29,1.6828713718475227e-28,5.3830483208594197e-40,4.337161900669773e-30,2.8421463192654265e-34,1.820335016397867e-31,7.0999976625501136e-30,2.3550939358134754e-25,1.1622696415755322e-24,7.2855620828380593e-27,1.4768684015406009e-27,1.6100912847988742e-28,6.7775794670799137e-30,2.0870085605274829e-33
2.62143e-10,0.0014017797837210238,4.9286094701130037e-29,5.6463244555419371e-34,1.8794699767764309e-31,1.1075696148632769e-32,2.5934241982162463e-34,0.0,0.0,4.4054003404281137e-23,6.8964756898961322e-31,1.2798952953421511e-46,1.9365486941835867e-49,3.551722265044492e-45,3.0177942046774059e-82,7.9826993840558722e-55,9.7206973107225587e-48,2.308355054576335e-24,1.7545024570703022e-31,7.3324909113837039e-84,7.1981347666569678e-79,6.8770796529152136e-50,1.1557230864624332e-50,9.5451892342087662e-50,4.0196878668722335e-54,7.3357887368484631e-35,5.5803993393969491e-56,2.4523027505777779e-47,5.3698160529282831e-27,2.3631895188256398e-30,2.7441990812648709e-31,5.4099830121055356e-24,1.3141293076720032e-41,1.824729468988325e-61,1.6297692984075054e-49,2.628514149230331e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.0453533996985572e-24,5.0297046021192862e-24,5.412544984931245e-24,1.73252729618291e-23,1.4865127283674898e-23,7.4294780154874862e-24,1.4832620579835403e-24,6.8341650569307002e-26,1.7267359416008563e-24,4.8346212418486844e-26,6.5589783474617905e-26,6.4091865779667051e-26,3.1104426803011775e-26,7.4402440107165809e-25,8.3835278646766471e-29,2.5034991394033778e-29,2.3034676064987735e-29,9.8979914394929588e-30,7.0274683845304332e-30,1.6466327996490908e-28,5.0532887355535583e-29,6.3475047274725239e-28,2.1020487964487191e-39,1.6678149653392846e-29,2.1894365667968746e-33,1.4036700742251516e-30,5.3772525527371866e-29,4.6812216930550216e-25,2.3097973593693293e-24,2.8983840515663682e-26,5.8763394811573675e-27,6.1551536283007601e-28,5.1977544603295862e-29,1.0075350545122328e-32
5.24287e-10,0.0014017797837210238,9.4899586129955514e-29,2.1921998720618673e-33,7.6267827267828399e-31,4.2886167841401014e-32,2.1031892176522157e-33,0.0,0.0,8.8118775246132826e-23,2.7588823229147732e-30,1.9594038475572948e-45,1.4859393998123305e-48,2.7177300626773416e-44,3.4068444070457369e-81,3.0267771547780281e-54,3.6916913516126845e-47,4.5559182529916431e-24,6.9387759154471968e-31,5.7682781817070636e-82,9.1928253158182719e-78,5.549660253098166e-49,7.665395002109388e-50,2.1882122524956257e-49,8.910767724723162e-53,2.9008469830482702e-34,1.674637661526152e-54,1.834264538302448e-46,2.1243151572219528e-26,9.346035194597075e-30,1.0856109958242176e-30,1.0681217740928947e-23,9.9820692202576859e-41,5.3388762890102039e-60,2.4428427536117031e-48,5.2540586588516501e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.9952047243226219e-24,9.9337833730099426e-24,1.0691247087098683e-23,3.1702320411196729e-23,2.7198201277975293e-23,1.3588516396299062e-23,5.4986050660788755e-24,2.7046758402570601e-25,6.4016610622658076e-24,1.9183609246980293e-25,2.5947452015366399e-25,2.5362101461650858e-25,1.2301289197012797e-25,2.7572123200942717e-24,3.0876068344354895e-28,9.7194541450645085e-29,8.9528682707869304e-29,3.8253667466897017e-29,5.2052729722729e-29,6.3293488675564599e-28,1.9829743686901082e-28,2.2731208450673919e-27,7.8603974094743646e-39,6.1900352195213187e-29,1.6302570790712593e-32,1.0471583038352522e-29,3.880451191933372e-28,9.248193511240235e-25,4.5615616483400617e-24,1.1468651860882408e-25,2.3259455289222762e-26,2.2576257158603632e-27,3.8354438108931065e-28,5.2698804124504985e-32
9.999999999999999e-10,0.0014017797837210238,1.6891427928339954e-28,7.7185753390588593e-33,2.8929665724475568e-30,1.5023231891703191e-31,1.574956655048073e-32,0.0,0.0,1.6811090070404172e-22,1.0270728920258904e-29,2.635274461053972e-44,1.0047957673307881e-47,1.8358791445880486e-43,2.8894399615140934e-80,1.0195881393014097e-53,1.2441076681411778e-46,8.4764065940977166e-24,2.5269093957420615e-30,4.281792102334374e-80,9.5997683726324281e-77,4.1293158500098489e-48,4.1732654593676739e-49,4.4164870663554824e-49,1.9762056084332313e-51,1.0561661838703045e-33,4.3270039420780285e-53,1.1909235545692102e-45,7.7405744514674358e-26,3.403566013958428e-29,3.9557306863322339e-30,1.9885510292290664e-23,6.6555767584683486e-40,1.3138468561365286e-58,3.1610350901288996e-47,1.0170664203674269e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8726021587271914e-23,1.8505598537626668e-23,1.9921321426812231e-23,5.1850749338313924e-23,4.4477607615785939e-23,2.2208841622987359e-23,1.7886656106970581e-23,9.8626148914517175e-25,2.0826734423429104e-23,7.0301911663290989e-25,9.4546837704368287e-25,9.246379185703589e-25,4.4797785585814376e-25,8.9638913150533481e-24,9.9194634737051706e-28,3.434493260549289e-28,3.1697114413406979e-28,1.3414165023635235e-28,3.3299819939680607e-28,2.1855180713230127e-27,7.1372686724466121e-28,6.9801249018224278e-27,2.5717563810820988e-38,2.0182631379439116e-28,1.0537594850828282e-31,6.7920569632075531e-29,2.3789281058923942e-27,1.7236737527232561e-24,8.4965381487535185e-24,4.1807126775522149e-25,8.4835360395649898e-26,7.1929330826786488e-27,2.4347931487758494e-27,2.6976553932325244e-31
1.0485750000000002e-09,0.0014017797837210238,1.7647191113270483e-28,8.2828729056786087e-33,3.1104900669942543e-30,1.6119342212106208e-31,1.7142996578548388e-32,0.0,0.0,1.762788874820317e-22,1.1037762716825308e-29,2.8843545844817277e-44,1.0922224379567852e-47,1.9955898434104683e-43,3.149693096121143e-80,1.0927917806507778e-53,1.3334475416352792e-46,8.876727210034698e-24,2.7140800635373214e-30,4.7131154217394132e-80,1.0486131788660654e-76,4.4942923016409909e-48,4.5211258572673309e-49,4.6440159526445755e-49,2.1688969622691798e-51,1.1343906767080939e-33,4.7517341135166451e-53,1.2937989682501388e-45,8.314050045403225e-26,3.6556714917786182e-29,4.2487982795374392e-30,2.0825359551575985e-23,7.2332501451641088e-40,1.4425520878191725e-58,3.458864182096837e-47,1.115554042895739e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9617524298187457e-23,1.9380865603318085e-23,2.0863803261556266e-23,5.3908103110724446e-23,4.6242005819869409e-23,2.3089062045566492e-23,1.9151598581343405e-23,1.0593511228974096e-24,2.2299677013853397e-23,7.5521595674180561e-25,1.0155151312808656e-24,9.9315537785685833e-25,4.8115999113899685e-25,9.5976545970745241e-24,1.0617063573455498e-27,3.6859437393495985e-28,3.4019526784684989e-28,1.439327611856565e-28,3.6168550916008436e-28,2.3440521626561494e-27,7.6635730740605555e-28,7.4607565474929844e-27,2.7540957028886121e-38,2.161141377232729e-28,1.1447122091545058e-31,7.3786679079978186e-29,2.5822169398719308e-27,1.8052446842674496e-24,8.8983381489796731e-24,4.4904984977796701e-25,9.1122869020692146e-26,7.6968767532178179e-27,2.6442459257451024e-27,2.9193019881811433e-31
2.0971510000000003e-09,0.0014017797837210238,3.0854057199714646e-28,2.9831194567600826e-32,1.2639895934075384e-29,5.7488631718365319e-31,1.3937556817712514e-31,0.0,0.0,3.5271249741474584e-22,4.4167817271082792e-29,3.9538160566709152e-43,7.442774242367821e-47,1.3606484735100164e-42,2.248386830279902e-79,3.6172069714021383e-53,4.4138313968199639e-46,1.6873125717707016e-23,1.0394194013442453e-29,3.7184505604592642e-78,1.0629670792896791e-75,3.6325436319401246e-47,2.3116286797952714e-48,9.3926636365845869e-49,5.5659983700865067e-50,4.3423623523199808e-33,1.2278059138877514e-51,8.2729379295078395e-45,3.1875771190626621e-25,1.4000232250942386e-28,1.6289610007439957e-29,3.9636324225489059e-23,4.8247157228074565e-39,3.4012877210293957e-57,4.4526800880935911e-46,2.3907695200278804e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.7813080586999791e-23,3.6933263747533931e-23,3.9777817516786879e-23,8.1846677950052546e-23,7.0191568554835477e-23,3.5017007294809673e-23,6.0595549864077163e-23,4.0673779131680144e-24,7.0568592952025414e-23,2.9278856953065669e-24,3.8934139095626663e-24,3.8116655126724826e-24,1.8427051023789696e-24,3.0339602681862353e-23,3.2771087851753257e-27,1.3496319102157021e-27,1.2495936245131008e-27,5.2063432885912494e-28,2.2729412183361966e-27,8.1136841647893135e-27,2.8927760350804612e-27,2.1569192002539075e-26,8.7752161704461614e-38,6.8707398199820446e-28,7.3454311941829385e-31,4.7633356879672871e-28,1.5267769802009551e-26,3.4430159618251535e-24,1.6952518847444596e-23,1.72305663593462e-24,3.4998377691023705e-25,2.3330626449182073e-26,1.6348110356865391e-26,1.6250230536993994e-30
