Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776)
9.999999999999999e-10,0.0017427421216980646,1.5437907624157201e-20,8.6737471075781081e-24,2.4050196502072727e-22,6.634471220691907e-23,1.8559732566218546e-24,0.0,0.0,8.9121746047185908e-18,1.0360024393570596e-23,5.4214560531157774e-32,2.8284591925910671e-35,1.7728967765954228e-32,3.8401594248162653e-57,1.7597197621082689e-38,2.7553939194539884e-34,6.5432082304922653e-17,1.9914239735343287e-22,2.7471634004619104e-53,4.6293533347947646e-57,4.6348423593930143e-35,2.084605290984066e-35,1.8103887801725519e-36,3.2918173392200799e-37,1.1261867465837384e-24,9.5914594836701784e-34,3.3577267054857738e-34,4.6111591961988847e-19,2.2404237636497502e-21,2.0619619562524542e-22,9.8022442383178037e-17,5.227100090145619e-29,1.2580636933448064e-37,6.7450913060035649e-29,1.0945845844105511e-28,0.88168480800000004,0.0,0.0094599999999997065,0.10884999999999996,1.1261347871274085e-16,1.1104404668511486e-16,9.727284460920656e-17,2.7455174343867959e-18,2.2876628434894657e-18,1.1443335154635182e-18,7.9533561987875165e-19,4.1478368929130497e-18,9.5308107365300798e-19,3.1581750383063985e-18,3.2200080570061263e-18,4.7338083643881866e-18,2.1303588471283622e-18,3.9439845227127758e-19,1.435507368095369e-20,1.7481742142655389e-20,1.43056038603368e-20,9.4300704555862036e-21,3.9226992295392658e-21,2.3892387308535756e-20,2.5278313843647175e-20,2.21362945720774e-21,1.5970212999549531e-30,2.6167697537806017e-21,4.9177045677102423e-24,7.3049037412878688e-22,6.3056794107206442e-22,2.4408036220008669e-19,6.3816552522916273e-17,2.7730146004752529e-18,1.0566073121850982e-20,6.8346407810857875e-19,1.9780898829270509e-19,2.6579902251366225e-23,2.5831609804520574e-30,9.4837985229181449e-23,1.1367352445098718e-22,2.9567038011505598e-24,9.5747601386262368e-25,8.9801752146683006e-31,2.680338684635247e-31,4.1511417757990714e-29,5.6373394081842978e-25,1.2072649131966689e-24,4.4278121869962978e-31
1.0485750000000002e-09,0.0017427421216980646,1.6274045291933391e-20,9.340702479049478e-24,2.5892902513738741e-22,7.1472957484624908e-23,2.0214195062596357e-24,0.0,0.0,9.3539525950171256e-18,1.1138349395629354e-23,5.958865969539315e-32,3.0793902960487737e-35,1.9276023709040347e-32,4.1939595334703681e-57,1.8848556736226579e-38,2.955127118976766e-34,6.8557039772070316e-17,2.1394059759544619e-22,3.0256544283324747e-53,5.0596074186327045e-57,5.0435683892184408e-35,2.2597763921816865e-35,1.9175280050005329e-36,3.6069740159184208e-37,1.2097888827849755e-24,1.0544325430747644e-33,3.6493248732904359e-34,4.9535322414597167e-19,2.406907848547657e-21,2.2151006408184073e-22,1.0269496795937344e-16,5.6781824919619643e-29,1.3824616414551241e-37,7.3963463412193215e-29,1.2011841546809957e-28,0.88168480800000004,0.0,0.0094599999999996926,0.10884999999999996,1.1800085293402174e-16,1.163155640246856e-16,1.0189014139096862e-16,2.8576466542475865e-18,2.3810127541314393e-18,1.1910411704604876e-18,8.5172184119015401e-19,4.4554265554764032e-18,1.0206040122054779e-18,3.3930503771149078e-18,3.4591410177771619e-18,5.0848477323168287e-18,2.2886373291950438e-18,4.223314324904061e-19,1.5428201029990326e-20,1.877713722988746e-20,1.5365863889062497e-20,1.0128768113755646e-20,4.2683244557612755e-21,2.5570145723578747e-20,2.7158278521975887e-20,2.3905095666501871e-21,1.7263521269709068e-30,2.8206140522750853e-21,5.3650461709138085e-24,7.9598660352055497e-22,6.8779530416446676e-22,2.5567491224986697e-19,6.6822576237811925e-17,2.9782138040513598e-18,1.1349855882805584e-20,7.3165296935833147e-19,2.1483171600064027e-19,2.8945126194430157e-23,2.8140914113262208e-30,1.0303365431055944e-22,1.234942573976052e-22,3.2386194145291118e-24,1.0438725945425317e-24,9.7982542717906445e-31,2.9360120496600286e-31,4.5609200017612426e-29,6.1777442008156909e-25,1.3231402190836059e-24,4.8710725847272569e-31
2.0971510000000003e-09,0.001742742121698065,3.8520199226326072e-20,4.2600696150341344e-23,1.2475621380115433e-21,3.3350167853369753e-22,1.9229224694863299e-23,0.0,0.0,1.9408443244402847e-17,4.599965241426677e-23,2.5588864702842881e-30,2.4769769568472128e-34,1.3575931593265715e-31,3.9407696414944561e-56,6.0343189620419954e-38,1.0331370786441247e-33,1.3289686926257403e-16,8.3320413041417161e-22,4.9274187146140075e-51,5.5585195653381927e-56,3.991196885572031e-34,1.2079945953809795e-34,4.9979491154884938e-36,7.0273934965658985e-36,4.6856743073296253e-24,4.7072044954390035e-32,2.4516971699168146e-33,1.9209328956133536e-18,9.3735342375996213e-21,8.6013289355661219e-22,1.983908266048502e-16,3.6078447681255133e-28,4.7964786557852172e-36,1.6365299046644852e-27,3.129764435658984e-27,0.88168480800000004,0.0,0.0094599999999993856,0.10884999999999989,2.2942849180429463e-16,2.2309162423912122e-16,1.9539486177576888e-16,4.5079186008457293e-18,3.7470779324235369e-18,1.8746462284392568e-18,2.7175769927011074e-18,1.7164637902537448e-17,3.2489137778685841e-18,1.3262486314302281e-17,1.3428293403305776e-17,1.958775599755446e-17,8.9046614986517069e-18,1.3413935037174345e-18,6.1659518096258538e-20,7.2319093329662359e-20,5.9235866812826394e-20,3.8991989399653281e-20,3.3399980921110775e-20,7.9393168491921955e-20,1.0628478797928643e-19,1.0726146276806549e-20,9.9776708046979492e-30,1.3094002468612709e-20,5.9312859066418983e-23,7.1936360000749856e-21,6.077745965860035e-21,4.9048616278566327e-19,1.2646344489701392e-16,1.1348974827888075e-17,4.3761531826970833e-20,2.2771922386123568e-18,1.3303058303923115e-18,2.596143039362726e-22,2.3339965347305362e-29,6.6752279455726706e-22,7.983515107950113e-22,5.2161115505501618e-23,9.7810457457503492e-24,1.0899268014350078e-29,4.7433102197825262e-30,1.4665380755961474e-27,1.1326553248781258e-23,2.4496759720335349e-23,2.4106329418916261e-29
4.194303e-09,0.0017427421216980653,9.3939313896223287e-20,2.0053163751737588e-22,7.3417899300047277e-21,1.6115219780576618e-21,2.2176196755715223e-22,0.0,0.0,4.1401239378489443e-17,1.9472885084923146e-22,1.2130849341996919e-28,1.8759435388377802e-33,8.6426383026748549e-31,3.0260954315003626e-55,1.6745699762271873e-37,3.3534116841446838e-33,2.5024638474811522e-16,3.1655456979327083e-21,8.0666318269492153e-49,7.3554484821737224e-48,3.1007440023796352e-33,5.5885465282370437e-34,1.482296739835014e-35,1.6283315720911253e-34,1.7607245977308562e-23,2.2670093934251017e-30,1.4553358571319383e-32,7.2409912248572884e-18,3.5610014862673029e-20,3.2494903227813333e-21,3.7113188976943995e-16,1.9884212380212103e-27,1.6053100294685802e-34,3.9239564824594618e-26,8.1414569806943652e-26,0.88168480800000004,0.0,0.0094599999999987697,0.10884999999999961,4.343915469752807e-16,4.1189459706273024e-16,3.6069817978856408e-16,6.3685414092358215e-18,5.2559794430873869e-18,2.6281257493765311e-18,7.6733839492716936e-18,6.3907454020240551e-17,9.1496620686606798e-18,5.0660482585910274e-17,5.0702591968166431e-17,7.2909431400897186e-17,3.3765726749955683e-17,3.7543637430447815e-18,2.4312058329243964e-19,2.7131162551842761e-19,2.2256453363448982e-19,1.4626453952267673e-19,2.5294550989422079e-19,2.1956162719336715e-19,4.0798210626319883e-19,4.0306973195746448e-20,6.2135541499846215e-29,5.9634909008518784e-20,7.125870387565642e-22,6.263691376199156e-20,4.4382576110281917e-20,9.0456590471665327e-19,2.2795240306805445e-16,4.1435225113883151e-17,1.629638223428108e-19,6.1376768949268665e-18,7.0479720479404357e-18,2.3350123672033248e-21,1.6483810858077939e-28,3.8553198060795788e-21,4.5994470367412492e-21,7.3116118322473422e-22,8.7157705852206177e-23,1.313547295971582e-28,6.6591956584180365e-29,4.1125182479481141e-26,2.0025914934990934e-22,4.3519627471741325e-22,9.2581832765802625e-28
8.388607e-09,0.0017427421216980662,2.2077649055545379e-19,9.2437449189053853e-22,5.3479808688176792e-20,7.6187371659308893e-21,3.1723809432171073e-21,0.0,0.0,9.168122321034587e-17,8.534373381298016e-22,5.9749454063726447e-27,1.3279121227741845e-32,4.7272723796548065e-30,1.7663198933490042e-54,3.8809116952995856e-37,1.0269422025587116e-32,4.4722467446072171e-16,1.150326070063998e-20,1.2073707755641785e-46,-8.8949609551868271e-48,2.3282994147869034e-32,2.2517796500304539e-33,6.7043431188009214e-35,4.4734148623029199e-33,6.2599036403425159e-23,1.1168173717648541e-28,7.2949689545191404e-32,2.5963174155188345e-17,1.2938640662612379e-19,1.1687538957502901e-20,6.5532868666250077e-16,9.1794720964745063e-27,4.9397650293014399e-33,9.6966434644913761e-25,1.9502050464743904e-24,0.88168480800000004,0.0,0.0094599999999975398,0.1088499999999987,7.835085310653574e-16,7.1148634858932532e-16,6.2310688692915111e-16,8.3329203292567191e-18,6.7656213526702927e-18,3.3702987737673964e-18,1.9100845849611666e-17,2.2413955959839738e-16,2.272653319447938e-17,1.8546539140702368e-16,1.8215981836995393e-16,2.5550029681384637e-16,1.2222526946833884e-16,9.1883060792446363e-18,9.3187964931835856e-19,9.7778520240002011e-19,8.0418739652838939e-19,5.290416818311478e-19,1.7969831103378527e-18,5.4868840415873749e-19,1.5137452698838068e-18,1.2485399090943006e-19,3.9363507682130422e-28,2.5587206892000257e-19,8.8300362550225572e-21,4.9544587328998945e-19,2.5719103141679985e-19,1.5588497463951398e-18,3.7859290397768283e-16,1.4075082276530992e-16,5.7136231130893049e-19,1.4105834896783033e-17,3.0832241731215663e-17,2.0044884434756519e-20,9.3917157291672536e-28,1.972566324498934e-20,2.348226980804416e-20,8.3971536115766527e-21,6.9856035997547528e-22,1.6302724143620864e-27,7.6537999242631603e-28,9.4824469452678691e-25,3.2137868183545745e-21,7.0005692797322419e-21,2.6171620256225257e-26
9.999999999999999e-09,0.0017427421216980666,2.6962202009657403e-19,1.3570686081074179e-21,9.1524940134126981e-20,1.1255687148554114e-20,6.4050155563239974e-21,0.0,0.0,1.1302381834936221e-16,1.2598455480262897e-21,1.545784116558982e-26,3.0020110357202821e-32,7.1433691738710774e-30,2.7615738413966545e-54,4.648573676818139e-37,1.6636233113443314e-32,5.1083887666230884e-16,1.5893060888432101e-20,3.9255866664624906e-46,-8.1180847765322308e-34,3.9695218890333792e-32,5.669455516211373e-33,1.1239440054500221e-34,1.0623673622675819e-32,8.5739239726002165e-23,2.8863865048117244e-28,1.0748861870440371e-31,3.5702917057635312e-17,1.7875294244036968e-19,1.6086168721150787e-20,7.451736974174152e-16,1.3231720945444812e-26,1.1454821053788737e-32,2.1685130608839316e-24,4.2831901416453636e-24,0.88168480800000004,0.0,0.0094599999999970662,0.10884999999999824,8.9778879785013193e-16,8.0296766098710041e-16,7.0334019750917531e-16,8.8815618703109859e-18,7.1669126265001224e-18,3.5620507876445921e-18,2.3672666118074278e-17,3.0574498110685838e-16,2.8154717215205978e-17,2.5682441594551127e-16,2.5060324041399014e-16,3.4838193049670553e-16,1.6860510244260883e-16,1.1311704024209127e-17,1.3111397782071616e-18,1.3505435910480055e-18,1.1118724772177327e-18,7.3261418701542097e-19,2.9480701326445867e-18,6.8489707050470055e-19,2.1085364125835627e-18,1.6253886955115495e-19,6.3269588560773569e-28,3.686420359475326e-19,1.6829535966220566e-20,8.3038099752048052e-19,3.915690918256684e-19,1.7589929329572862e-18,4.2167855971574531e-16,1.8992266489458218e-16,7.7956244999952504e-19,1.6999698685620831e-17,4.3728211429377564e-17,3.4630423227663964e-20,1.4258053752363445e-27,2.9621421441798e-20,3.5246908488814244e-20,1.52959632053485e-20,1.1735165769755451e-21,3.1079984993383007e-27,1.3943649231520706e-27,2.0405419271250698e-24,6.4163089286225214e-21,1.3981739068517361e-20,5.8287250919267537e-26
1.2582911e-08,0.0017427421216980666,3.4791679707064834e-19,2.0506364667315135e-21,1.5250769760433494e-19,1.7085374950702535e-20,1.1586623954259539e-20,0.0,0.0,1.4723398542413038e-16,1.9112795779817068e-21,3.0658028685540221e-26,5.6854337000464427e-32,1.1016144460127103e-29,4.3568720524511329e-54,5.8790634309290679e-37,2.684163079963518e-32,6.1280644299944908e-16,2.2929496564179952e-20,8.2826303702492554e-46,-2.1130609013783763e-33,6.6002467228749335e-32,1.1147667590604914e-32,1.8508772713438196e-34,2.0481958352107781e-32,1.2283080317707885e-22,5.7228389276578169e-28,1.6285126459746042e-31,5.1314806323569969e-17,2.578828433314061e-19,2.3136757374231415e-20,8.8918677589919291e-16,1.97270936613141e-26,2.1897841391635896e-32,4.0901544803573282e-24,8.0227452130358714e-24,0.88168480800000004,0.0,0.0094599999999963082,0.1088499999999975,1.0809692871294876e-15,9.4960357667411769e-16,8.3194662714090446e-16,9.7609825153342812e-18,7.810144690546004e-18,3.8694111807427148e-18,3.1000862815860033e-17,4.3655077514583013e-16,3.6855584239674236e-17,3.7120620203352945e-16,3.6031159068930103e-16,4.9726242913200301e-16,2.4294760037291188e-16,1.4715310661091741e-17,1.9190579947864257e-18,1.9480401312347628e-18,1.6050626421547741e-18,1.0589217128257087e-18,4.7931540642946029e-18,9.0322671609725235e-19,3.0619305164314588e-18,2.2294417575353789e-19,1.0158878150025958e-27,5.4940165716038704e-19,2.9651979528126447e-20,1.3672504121581907e-18,6.0696444875518944e-19,2.0798035844534888e-18,4.9074080222769302e-16,2.6874049017119752e-16,1.1132876358638443e-18,2.1638289403521955e-17,6.439923456839402e-17,5.8009666273356378e-20,2.2058334633459316e-27,4.5483388509966535e-20,5.4104514708765913e-20,2.6354104320929158e-20,1.9348265971927543e-21,5.4766540413891893e-27,2.4025684442085678e-27,3.7913913706485737e-24,1.154964982457671e-20,2.5171895808878524e-20,1.0976557787706701e-25
2.0971519e-08,0.0017427421216980653,5.62067522931975e-19,5.6244448768681922e-21,7.1324503357367801e-19,4.7672513571151429e-20,9.0289760034592222e-20,0.0,0.0,2.7373265682982591e-16,5.8446910716492051e-21,5.3677006868263355e-25,1.7626512400016082e-31,3.1521700401095027e-29,-8.9190239253741043e-52,8.896492986150945e-37,5.3891702388036771e-32,8.5443014570379126e-16,5.4802056352640009e-20,3.5867177272204512e-44,-1.2115419267656676e-34,2.6899364777300365e-31,1.1754150141134369e-32,9.9268747169549018e-34,2.7755846407285234e-31,2.8232506703124363e-22,9.9584944086673257e-27,4.3708995441222162e-31,1.2060265054624596e-16,6.1620554177322506e-19,5.4467283528381989e-20,1.2166197065874269e-15,4.9780256618844033e-26,2.4509892355349579e-31,4.1945452774396894e-23,7.5488913443419093e-23,0.88168480800000004,0.0,0.0094599999999938466,0.10884999999999433,1.5234143548511205e-15,1.2659760932944392e-15,1.1110241994060825e-15,1.2229072665801877e-17,9.5588325087915072e-18,4.6606616760822094e-18,5.5160295750978629e-17,9.9476170719007539e-16,6.5542307208063378e-17,8.9277680825821057e-16,8.4646543606082924e-16,1.1304722990464373e-15,5.765119981198023e-16,2.5440646799165027e-17,4.9238925835432005e-18,4.714402084441735e-18,3.9020605144899383e-18,2.6111487106329912e-18,1.8189098028297882e-17,1.6705040651910828e-18,7.5783634724935278e-18,4.4752866660152847e-19,3.713218665083302e-27,1.4785415589373003e-18,1.8076307371053717e-19,5.4054148659081477e-18,1.7809723736644976e-18,2.8080250146188315e-18,6.2547038913039545e-16,5.9070918054576369e-16,2.5588517843018427e-18,3.5010263900152367e-17,1.5551062458008495e-16,2.6201326134041397e-19,6.4418964120799697e-27,1.3714559491192031e-19,1.6301895051977707e-19,1.3095020997937558e-19,7.6817465071239936e-21,3.34030471321827e-26,1.194082164314078e-26,3.1990358480288292e-23,7.7645032729182034e-20,1.6934617285980697e-19,1.0026216867845567e-24
2.9360127e-08,0.001742742121698064,7.2928691121657893e-19,1.0199511475229627e-20,1.7768318919306657e-18,8.7359559944405678e-20,2.8635455628299386e-19,0.0,0.0,4.1166114494697495e-16,1.1760070319606484e-20,2.3168366805875704e-24,2.259042760641431e-31,5.8137399104094423e-29,-4.9363628915288544e-49,-3.8733038014983405e-32,7.8506396354970167e-32,1.032199322972787e-15,9.3317302386134526e-20,1.9659418824446627e-43,6.2963086570707653e-33,6.1370930178976678e-31,1.4862108324629831e-33,2.7461463079908443e-33,1.0799770508223101e-30,4.6554954077831999e-22,4.2883284568158919e-26,7.7964007036921461e-31,2.0304382804903419e-16,1.0490793683870787e-18,9.1713674803045743e-20,1.4463432037684136e-15,8.5433960380686214e-26,8.857898390118447e-31,1.4753601895593345e-22,2.5559288681033146e-22,0.88168480800000004,0.0,0.009459999999991385,0.10884999999999062,1.8533953391224496e-15,1.4784130404466739e-15,1.3004317734249984e-15,1.4626063859886423e-17,1.1244349179782063e-17,5.3882021314370128e-18,7.9393085140153681e-17,1.6376787950562932e-15,9.4325326763801858e-17,1.524848881091854e-15,1.4228193683764249e-15,1.8570422838274844e-15,9.7585769886634521e-16,3.5753066203607723e-17,8.8379416106937499e-18,8.1568923486602508e-18,6.7766984959685274e-18,4.6007638425496666e-18,3.9822995589182069e-17,2.4780448582867311e-18,1.3259247194990537e-17,6.9170986465560074e-19,8.0128093551897448e-27,2.7118389834390427e-18,5.0589401480744842e-19,1.2015458439629723e-17,3.3507841996702578e-18,3.3710507277178305e-18,7.0809021801703965e-16,9.5034205086886264e-16,4.2740095203217854e-18,4.7306590466136851e-17,2.6119652830350657e-16,6.3590795382544205e-19,1.2097808390772679e-26,2.6907645670046587e-19,3.1976335244236867e-19,3.2716190533650287e-19,1.7102785342912433e-20,9.3499424954776157e-26,2.9835011373349218e-26,1.0238803805327628e-22,2.2472209775433836e-19,4.9024330061188844e-19,3.2927797560740467e-24
3.7748735e-08,0.001742742121698061,8.5520482175759708e-19,1.5498934203713545e-20,3.467617204777489e-18,1.3389892997532854e-19,6.689893253968354e-19,0.0,0.0,5.5826750028095375e-16,1.9782113728844786e-20,6.7879147423865162e-24,6.1298596831666886e-31,8.954241024343087e-29,1.3541821283577436e-49,5.0050169060142723e-32,1.7760941469428936e-31,1.1644203092413947e-15,1.3677992626623631e-19,7.6611563022848439e-43,-3.4642125632213287e-33,1.1452960012972627e-30,2.7069723665685143e-32,5.876851782837441e-33,3.0119617696882811e-30,6.6190299570903538e-22,1.2542069829299449e-25,1.1715350528068088e-30,2.9491013481823764e-16,1.5374027608152241e-18,1.3312375524801157e-19,1.6080266120169572e-15,1.2431126865243358e-25,2.2629426378390775e-30,3.7058183973600518e-22,6.2406149338044964e-22,0.88168480800000004,0.0,0.0094599999999889234,0.10884999999998653,2.1004593438768482e-15,1.6232603903054389e-15,1.4318097464604448e-15,1.7009784036625917e-17,1.2917495920485209e-17,6.0813626216206144e-18,1.0364255172819397e-16,2.3338476508191124e-15,1.2313841760956869e-16,2.2382343515666739e-15,2.0617637554503452e-15,2.640568685461886e-15,1.4221962753388911e-15,4.5675514734537185e-17,1.3568767505852491e-17,1.2176837885357362e-17,1.0152310758631434e-17,6.9961550874919561e-18,7.0045264033515908e-17,3.314747911339519e-18,1.9917441765120095e-17,9.5087014845999573e-19,1.3974921489107959e-26,4.2191720086570232e-18,1.0719468267702846e-18,2.1308553568556479e-17,5.2466526815179343e-18,3.8709467313727043e-18,7.6038557367953019e-16,1.3311682227955795e-15,6.2213808066077076e-18,5.899331072207416e-17,3.7587722964295728e-16,1.2173552921964097e-18,1.8923196121563269e-26,4.4130368706428661e-19,5.2438769118894029e-19,6.3386919990002317e-19,3.0358938278788746e-20,1.9813717145783647e-25,5.7807445787952813e-26,2.3871826365200539e-22,4.8571577015769286e-19,1.0597660645120867e-18,7.8000265680867901e-24
5.4525951e-08,0.0017427421216980544,1.0368241746151562e-18,2.7171353356620153e-20,8.6374904353804248e-18,2.3792938233229808e-19,2.1313250562507565e-18,0.0,0.0,8.6640780308312047e-16,4.1056692384607141e-20,2.9556524583919132e-23,1.7980522881801355e-30,1.599856692100543e-28,-1.3467311630319282e-48,2.1070749481403231e-32,4.5067034350033569e-31,1.3593889175273912e-15,2.3185050347467261e-19,7.3612470215953375e-42,-2.1001055014820739e-33,2.6928605356298141e-30,4.7761038295651319e-32,1.6793161617564298e-32,1.3274493277665203e-29,1.0647757335559664e-21,5.4480847070576993e-25,2.0339287972068421e-30,4.9345459651422454e-16,2.605095243074247e-18,2.2223441414244581e-19,1.8307069246901535e-15,2.0495611987464348e-25,8.0872701564700276e-30,1.2989572555029336e-21,2.1064777824491333e-21,0.88168480800000004,0.0,0.0094599999999839951,0.10884999999997783,2.4629608810867884e-15,1.8208335913655602e-15,1.6159386892518039e-15,2.177394497513971e-17,1.6258239415913258e-17,7.4086469847910816e-18,1.5214831832888275e-16,3.7940222142322826e-15,1.8080115314988009e-16,3.7937363151837847e-15,3.4316933612772586e-15,4.2753371932486076e-15,2.3867099356573756e-15,6.4721526362731974e-17,2.4732364778455496e-17,2.1386203435829239e-17,1.7937256007094424e-17,1.2689810923590306e-17,1.5063650111612972e-16,5.0339809478611556e-18,3.5132033769555203e-17,1.4946541334108653e-18,2.9786220481155659e-26,7.8042168508911771e-18,2.9763664346246331e-18,4.6163152506869611e-17,9.6268253256596023e-18,4.9286075055545402e-18,8.2878491397283371e-16,2.1161279059710901e-15,1.0685014617937586e-17,8.174010278301756e-17,6.1731923363046744e-16,2.9714072633132024e-18,3.4684296901986665e-26,8.8034603405863271e-19,1.0460868293083061e-18,1.552092183311311e-18,6.5834730222629074e-20,5.5020658559140411e-25,1.415544011155242e-25,7.5219190920291905e-22,1.376974993367577e-18,3.0048347936997633e-18,2.501748065996634e-23
7.130316700000001e-08,0.0017427421216980473,1.1344061059446829e-18,4.003449243281878e-20,1.6890786168600561e-17,3.5507763975356914e-19,5.009871798464109e-18,0.0,0.0,1.1939392133204979e-15,7.0778952338261432e-20,8.6271310249515898e-23,3.8568777352020584e-30,2.3991253428633452e-28,-2.9364347842482325e-48,2.9238574805393775e-32,8.9462521356047916e-31,1.4739363745372188e-15,3.3705366807301778e-19,3.1250737679186063e-41,-2.1153767993851434e-33,5.0606529146133558e-30,7.3115754847297748e-32,3.5229882832082253e-32,3.8128908532739608e-29,1.4688569157899672e-21,1.5877650269703545e-24,2.9918831898965681e-30,7.098464657830213e-16,3.7857171439973361e-18,3.1862474971616674e-19,1.9393204331915759e-15,2.8677239325131958e-25,2.0557778129892384e-29,3.263733189470276e-21,5.1594527998402476e-21,0.88168480800000004,0.0,0.0094599999999790668,0.1088499999999685,2.6688505083119634e-15,1.9198018711271546e-15,1.7162616511974101e-15,2.6542067872614775e-17,1.9596733260125516e-17,8.6558314099342904e-18,2.006554017204147e-16,5.3214684004323032e-15,2.3851933165138742e-16,5.5020599924936447e-15,4.9052417169665187e-15,5.9714638376729884e-15,3.4345376451392115e-15,8.2635269075392969e-17,3.8370702034256088e-17,3.2295032986467018e-17,2.7242092136532845e-17,1.9769134926996738e-17,2.6216110983081424e-16,6.8073701360907632e-18,5.3011215254299612e-17,2.0698696927093225e-18,5.1557424104179047e-26,1.2216094438064971e-17,6.3143580413840959e-18,8.0598607167219222e-17,1.4767556787319608e-17,6.2362285985631911e-18,8.6191634999213129e-16,2.9214201387496799e-15,1.6161170980186899e-17,1.0400484854608063e-16,8.7213273979677921e-16,5.7566851415630808e-18,5.3172794842592139e-26,1.4675971772810361e-18,1.7440699510142494e-18,2.9875873952591548e-18,1.1501289124347336e-19,1.1673387334843252e-24,2.724831436235447e-25,1.7484650495571706e-21,2.9565558487528623e-18,6.452396476491847e-18,5.8782243960472623e-23
9.999999999999998e-08,0.0017427421216980317,1.2274731317195947e-18,6.2762853972874617e-20,4.0299830295132909e-17,5.6975421039985571e-19,1.6930827066116685e-17,0.0,0.0,1.7856925310128003e-15,1.4477467776232552e-19,4.9206601664307386e-22,1.2069871040374799e-29,3.8857650141003357e-28,-1.0088940238607e-48,9.6001923892085769e-33,2.3177442731515008e-30,1.5990729393232347e-15,5.3051906583729833e-19,5.1875324438727019e-40,-5.1206548940503233e-34,1.1686306741297663e-29,1.0869866281079177e-31,9.6202710569527811e-32,1.8537426778376579e-28,2.1057712552774238e-21,9.0225311621308023e-24,4.7565655298246112e-30,1.1013398951103594e-15,5.9521501799955571e-18,4.9037833831713482e-19,2.0323575530680877e-15,4.1635054149340168e-25,8.1838499790319366e-29,1.275203404171831e-20,1.9227699462527767e-20,0.88168480800000004,0.0,0.0094599999999706273,0.10884999999995201,2.8694393239224871e-15,2.0232941313702153e-15,1.8328896767387091e-15,3.4739765632734409e-17,2.5312867327824482e-17,1.0651872370807858e-17,2.8365999962113881e-16,7.9496452594808974e-15,3.3756813526705222e-16,8.5701361797806091e-15,7.5060494299466989e-15,8.8551855659086157e-15,5.3009298776301514e-15,1.1124418036915234e-16,6.6673546363220703e-17,5.4666002468499152e-17,4.6580112802708302e-17,3.5311290382390121e-17,5.2132258390673284e-16,9.8912908557602383e-18,8.8835056193048084e-17,3.0822430394532864e-18,1.0194541354488129e-25,2.1390676657186965e-17,1.752865181419271e-17,1.6022232713094103e-16,2.4479485930121746e-17,9.9084368160626178e-18,9.0227318974874443e-16,4.2953687467159291e-15,3.0174094310398314e-17,1.4257079272898329e-16,1.3227399967579182e-15,1.394921601460749e-17,8.8090493537535114e-26,2.8482647697147156e-18,3.3868336356029684e-18,6.9775948809721799e-18,2.2877625332984893e-19,3.2407996863410876e-24,6.3641399824440872e-25,5.7739318037103494e-21,8.3096646097036114e-18,1.8137187163476207e-17,1.9714192940752276e-22
