Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925)
1.266649744389597e-06,0.0037344024097613632,2.6005544646189221e-14,8.7347733855400502e-15,5.4636206025127314e-13,1.1531760545153772e-13,2.7516472024708183e-12,0.0,0.0,1.1319190210935021e-11,1.1376384319806952e-14,7.7824660170616832e-21,1.0578478898960903e-21,1.2205124710649901e-22,1.194360357261255e-42,2.205016925695422e-30,3.6641102147030022e-23,4.8629109628265066e-12,1.408807040959613e-14,5.381851049825895e-35,4.0383477984363687e-34,3.574880845887302e-22,4.7271368758450492e-25,1.5933096386799491e-24,3.8067923147456775e-20,1.5198749962605157e-17,1.7198155288973617e-24,2.1439120675287212e-23,2.0972099523886104e-11,1.5163651200370148e-13,4.1903507376448532e-15,1.5563911226807712e-12,1.1004414770384689e-20,3.7337533857898037e-30,1.9245599947526493e-22,1.698964284167974e-22,0.88168480800000004,0.0,0.0094599999614104688,0.10884999993902479,2.4717894489589544e-12,1.8652200971695374e-12,1.3441175199037026e-12,3.3820641485090696e-13,4.4017883113499112e-14,7.385404615711759e-14,6.1449553090939889e-14,3.3917711111930664e-12,3.8876725093166386e-13,1.0029339497055608e-11,9.7825843993362488e-12,6.6244773029809781e-12,1.0904727618453202e-11,1.0158665842027902e-13,3.1258158867002317e-13,1.8343166105185473e-12,1.3032011393460472e-12,1.558876624592375e-12,3.5022282052360095e-13,2.531080908636217e-14,5.7466051295369761e-12,9.2032408008184099e-15,2.6232270476521886e-22,8.7032629115327661e-14,8.4567598487580312e-13,9.9653080883405744e-14,9.3991106010965093e-15,2.0525801963786299e-13,2.9063660329089896e-13,8.0753199315292002e-13,5.4714040111686554e-13,1.1889814629831461e-12,1.3622201258056768e-12,2.3048667005538214e-12,1.0157939551936831e-22,6.8364976814799758e-15,3.3332316151745298e-14,1.0935665498833857e-13,2.4226610501869135e-15
1.3988908141884926e-06,0.003734402409771798,2.7317936438623147e-14,9.6518512457275702e-15,5.8070811898940445e-13,1.3487144116101517e-13,3.3209538198376523e-12,0.0,0.0,1.3422298464587115e-11,1.4930688729288753e-14,1.0511666907896572e-20,1.4097396793105651e-21,1.5031346752424754e-22,1.4821064343370885e-42,2.4603269709417816e-30,4.3735668284323293e-23,5.4542259185056874e-12,1.7281003323174205e-14,7.9477616412125852e-35,-1.3735030087031397e-34,4.7305677093188261e-22,5.5531891397533425e-25,1.8996044514391504e-24,5.1328252229759997e-20,1.7169480016176781e-17,2.6252765520065925e-24,2.6631066977854216e-23,2.4632250882306827e-11,1.859759706868142e-13,4.8935096863923483e-15,1.6575128998031857e-12,1.2435191430660012e-20,5.1007331472475571e-30,2.6284446240635934e-22,2.2969140961661745e-22,0.88168480800000004,0.0,0.009459999957061543,0.10884999993191559,2.6220112758610506e-12,1.9706815155641318e-12,1.3861276147315747e-12,3.9424299945770592e-13,4.8973724860592245e-14,8.4056467869688385e-14,6.8413785105091042e-14,3.5142424411326598e-12,4.5362817026381975e-13,1.0877552673215463e-11,1.0750931529257483e-11,7.0642477407941032e-12,1.2425510233774678e-11,1.1576048741126956e-13,3.3371611906476469e-13,2.1817167570055306e-12,1.5397783272212669e-12,1.8140949728492157e-12,3.7405072253496035e-13,2.7428099803619844e-14,6.8417751798476197e-12,1.0498029794499332e-14,2.8016161829712141e-22,9.0324735414869258e-14,1.0120387110700399e-12,1.0345380962181184e-13,1.0729745265518715e-14,2.2623499793475013e-13,2.9533208095187818e-13,8.2347175526769518e-13,6.11478731472844e-13,1.2211336472627121e-12,1.3994538831259361e-12,2.7014794361788237e-12,1.1595856030940118e-22,8.5082537001174916e-15,4.4176079501034768e-14,1.4220370377517591e-13,2.5152893560639497e-15
1.5311318839873882e-06,0.0037344024097832463,2.8518307013518321e-14,1.052013351131598e-14,6.113378245214377e-13,1.5534547781483007e-13,3.9230266332045316e-12,0.0,0.0,1.5658736425968112e-11,1.910913132067249e-14,1.3813659350200363e-20,1.8252772393595009e-21,1.8174888645805599e-22,1.6198847139279245e-42,2.7178707283204938e-30,5.1230528245486826e-23,6.0613457300279691e-12,2.0845317309711693e-14,1.1259462313099242e-34,3.5976702248125805e-33,6.094326262077254e-22,6.4259398306466382e-25,2.2228450192544198e-24,6.7117455587576218e-20,1.9198499600791985e-17,3.8397310869167797e-24,3.2315994904247466e-23,2.8499017506850726e-11,2.2430606644616675e-13,5.6401889552667778e-15,1.7553314461041085e-12,1.3908431222445618e-20,6.7387548656658381e-30,3.4716989936780947e-22,3.0130680286496271e-22,0.88168480800000004,0.0,0.0094599999526722572,0.10884999992473515,2.7610301802098013e-12,2.0685894148812444e-12,1.4222168922063386e-12,4.4915203937782154e-13,5.3786744362351648e-14,9.3753282081497757e-14,7.5177943852618448e-14,3.618983196163331e-12,5.1721731611372173e-13,1.166884308852207e-11,1.1694476625891734e-11,7.4717700910994334e-12,1.39948934072571e-11,1.2923860587945193e-13,3.532969877425172e-13,2.5507454773242883e-12,1.7890030914024947e-12,2.0764967208828555e-12,3.9612548894684574e-13,2.9402855376416653e-14,8.0030923011337073e-12,1.1729786117547657e-14,2.9668812033740295e-22,9.3136486189733666e-14,1.188928251475284e-12,1.0669922117201306e-13,1.1996005230427188e-14,2.456108155455408e-13,2.9903882593413085e-13,8.3605785896980908e-13,6.7110747199762307e-13,1.2465064968771534e-12,1.4288366724227915e-12,3.1116960130825778e-12,1.2964200584577742e-22,1.0356730574325439e-14,5.66746543770967e-14,1.79288197261951e-13,2.5943784773945723e-15
1.6633729537862838e-06,0.00373440240979564,2.9619049419682103e-14,1.1338984633500451e-14,6.3878334626242019e-13,1.7666235038653025e-13,4.5543809423244832e-12,0.0,0.0,1.8020822369032622e-11,2.394891957452955e-14,1.7742359373811925e-20,2.3077745698551249e-21,2.1638634494138126e-22,1.9136301985965611e-42,3.0251973920108949e-30,5.9085911092307333e-23,6.682945671931718e-12,2.4790411102684799e-14,1.5412543992336863e-34,4.6320747836817462e-34,7.67799091042168e-22,7.3423387882159854e-25,2.561216700938404e-24,8.5580417089185375e-20,2.1281137992927511e-17,5.4201611490955026e-24,3.8464618644544393e-23,3.2558907128043149e-11,2.6672763403093822e-13,6.4289449677520207e-15,1.8498403638303891e-12,1.542072922226764e-20,8.6597390937535947e-30,4.4604133941687018e-22,3.8545673375131528e-22,0.88168480800000004,0.0,0.0094599999482460912,0.10884999991748975,2.8894881513374179e-12,2.1595751013476533e-12,1.4533899557163109e-12,5.0232250455539284e-13,5.8454769214547888e-14,1.0289961982068581e-13,8.1738584852440119e-14,3.7090638392350078e-12,5.7881762337976764e-13,1.2404915626872343e-11,1.2612335779676125e-11,7.849928748176246e-12,1.5608998050890502e-11,1.4195582405647596e-13,3.714640809323479e-13,2.9399335695578568e-12,2.049699986203926e-12,2.3448955282212567e-12,4.1660531446492604e-13,3.123946665956771e-14,9.2252057335562892e-12,1.2892333713125863e-14,3.1202061670355882e-22,9.5551509321808719e-14,1.3755773565085991e-12,1.0948608122794339e-13,1.3191372716884955e-14,2.6347372398687956e-13,3.0196394416266439e-13,8.4598819325992889e-13,7.2618458668058932e-13,1.2665332574700182e-12,1.4520285537165942e-12,3.5335649000268799e-12,1.4255932925694675e-22,1.2376709921723083e-14,7.0785594928696338e-14,2.2038827728123667e-13,2.6622882889546879e-15
1.7956140235851794e-06,0.0037344024098089107,3.0630850358625289e-14,1.2108937880188882e-14,6.63478692812054e-13,1.987530215104481e-13,5.2120199632971168e-12,0.0,0.0,2.0501423731602088e-11,2.9485132628136922e-14,2.2351376055901409e-20,2.860240249700854e-21,2.5424817073801037e-22,2.1849327924722801e-42,3.3130024975133308e-30,6.7267508874918519e-23,7.3178037668132464e-12,2.9124888567748757e-14,2.0498730674803824e-34,-8.2049652896897529e-35,9.4924528306359009e-22,8.2995680159063413e-25,2.9133359168001752e-24,1.0684893302159559e-19,2.3413121806985972e-17,7.4256660868260287e-24,4.5050201070457548e-23,3.6799452730658243e-11,3.1333297376718528e-13,7.2583336538496135e-15,1.9410603936078391e-12,1.6968973792061181e-20,1.0872622611496261e-29,5.5991416648289237e-22,4.8277375669143885e-22,0.88168480800000004,0.0,0.0094599999437860634,0.10884999991018499,3.0080439076925628e-12,2.2441905214518704e-12,1.4804593757945928e-12,5.5334608393519944e-13,6.2980364865623582e-14,1.1148344856288491e-13,8.8099064285883876e-14,3.7869594288975457e-12,6.3794864362083194e-13,1.3087995950049906e-11,1.3503826385357703e-11,8.2012167984739643e-12,1.7264151197903675e-11,1.538934717762461e-13,3.8833818199342943e-13,3.3479323820515075e-12,2.3208112381538212e-12,2.6183438114359809e-12,4.3562674362572694e-13,3.2943594499845203e-14,1.0503189646254609e-11,1.3983815659340186e-14,3.2626131115983366e-22,9.7637112434267111e-14,1.5712861463921046e-12,1.1189225039859178e-13,1.4313822350201588e-14,2.7992746701236753e-13,3.0427187928548164e-13,8.5381987240484434e-13,7.7696511542397701e-13,1.2823419208578328e-12,1.4703358315419352e-12,3.9654699243311373e-12,1.5468866430766786e-22,1.4562980463648655e-14,8.6451205381850271e-14,2.6526870937455673e-13,2.7209174618977285e-15
1.927855093384075e-06,0.0037344024098229962,3.156273253043095e-14,1.283132885719041e-14,6.8577839705825162e-13,2.2155563135282159e-13,5.8933535092865093e-12,0.0,0.0,2.3093895058457821e-11,3.5750869701249061e-14,2.7693982489879462e-20,3.4854028175483567e-21,2.9535600007946578e-22,2.3687384556943203e-42,3.6056330296518004e-30,7.5745687479630969e-23,7.9647770596954201e-12,3.3856617654445486e-14,2.66055416621478e-34,1.1713210879868255e-34,1.1547734041547476e-21,9.2950200942558495e-25,3.277866612815283e-24,1.3104276324016482e-19,2.5590483787590183e-17,9.9168849342298705e-24,5.2048504030979074e-23,4.1209119025382045e-11,3.6420648438172267e-13,8.1269203715074626e-15,2.0290170401951916e-12,1.8550278099943295e-20,1.3383637844311969e-29,6.8910455165768065e-22,5.9381548921129557e-22,0.88168480800000004,0.0,0.009459999939294788,0.10884999990282572,3.117344932016069e-12,2.3229245319472809e-12,1.5040867638394268e-12,6.0197532754657341e-13,6.736901253655144e-14,1.1951459269819339e-13,9.426693567106961e-14,3.8546776330767851e-12,6.9431791755774731e-13,1.3720654040235915e-11,1.4368467670035659e-11,8.5278119333312643e-12,1.8956914924389573e-11,1.6506393339776018e-13,4.0402470812129037e-13,3.7735001369553865e-12,2.6013888065708988e-12,2.8960837983027499e-12,4.533089187208803e-13,3.4521730439968999e-14,1.1832514566397507e-11,1.5005265271706037e-14,3.3949938364014697e-22,9.9447972679741494e-14,1.7754131952306681e-12,1.1398099599330789e-13,1.5364340272630823e-14,2.9507986758479783e-13,3.0609336700146644e-13,8.6000015795538738e-13,8.2374696586143872e-13,1.2948190985292157e-12,1.4847850789917803e-12,4.4060646722651379e-12,1.6604068074045202e-22,1.6910479905142893e-14,1.0360385032664581e-13,3.1369266547085383e-13,2.7718089407162977e-15
2.0600961631829707e-06,0.0037344024098378416,3.2422412830134237e-14,1.3508024569133356e-14,7.0598357474066871e-13,2.4501449819576278e-13,6.5961232837604653e-12,0.0,0.0,2.5792025915172129e-11,4.2777380769937786e-14,3.3823157474667737e-20,4.1857467956468513e-21,3.3972880309117368e-22,2.7508114301706818e-42,3.9095499410446562e-30,8.449452980802291e-23,8.6227946161419055e-12,3.8992783079729677e-14,3.3815469876861969e-34,5.0994382723372762e-34,1.3853057530518613e-21,1.0326278641993833e-24,3.653724370475032e-24,1.5827120755080724e-19,2.7809459319651394e-17,1.295547862030171e-23,5.9437179089067377e-23,4.5777215654990125e-11,4.1942522802694626e-13,9.0332851544716113e-15,2.1137418724751101e-12,2.0161900183945308e-20,1.6196695715177782e-29,8.3380915353114899e-22,7.190734563991706e-22,0.88168480800000004,0.0,0.0094599999347745635,0.1088499998954164,3.2180238791801934e-12,2.3962162353738973e-12,1.5248132435363561e-12,6.4808392052646573e-13,7.1627828720858867e-14,1.2701592607345271e-13,1.0025210678738596e-13,3.9138521121104669e-12,7.4777465658054288e-13,1.430565976255978e-11,1.5205959728607362e-11,8.8316378820099773e-12,2.0684088132372189e-11,1.7549817985877884e-13,4.1861660477526949e-13,4.2154905873651988e-12,2.8905863960556022e-12,3.1775088786375566e-12,4.697568187503221e-13,3.5980844983960054e-14,1.3209021529773761e-11,1.5959449175254753e-14,3.5181341651117112e-22,1.0102851214873372e-13,1.9873684173892959e-12,1.1580370542592403e-13,1.6345721293255364e-14,3.0903773527340965e-13,3.0753122905465787e-13,8.6488029839259381e-13,8.6683836352153659e-13,1.3046655294728261e-12,1.4961877246182436e-12,4.8542230662895382e-12,1.7664558841066792e-22,1.9414374547970667e-14,1.2217020853542328e-13,3.654295724214214e-13,2.8162158469122184e-15
2.1923372329818663e-06,0.003734402409853395,3.3216704117012669e-14,1.4141218453866275e-14,7.2435488889845529e-13,2.6907926724222067e-13,7.3183488313090854e-12,0.0,0.0,2.8589996967712394e-11,5.0594184847375552e-14,4.0791606299988809e-20,4.9635410692487987e-21,3.8738048772400265e-22,2.9619791192400108e-42,4.2104775449888251e-30,9.3489247295317008e-23,9.290867645663295e-12,4.4539932714569922e-14,4.2205832309298239e-34,7.395037721091352e-35,1.6416912627155787e-21,1.1391100788323249e-24,4.0398352320511191e-24,1.8863423394596675e-19,3.0066532086954202e-17,1.660368014967265e-23,6.7193728526754075e-23,5.0493819666321241e-11,4.790594289969708e-13,9.9760257712549969e-15,2.1952824174096389e-12,2.1801277077722709e-20,1.9313697821780328e-29,9.9412114949924846e-22,8.589812645961534e-22,0.88168480800000004,0.0,0.0094599999302274074,0.1088499998879609,3.3106981899229988e-12,2.4644631594114275e-12,1.5430825885719023e-12,6.9163426654607934e-13,7.5764790414013684e-14,1.3401739532562852e-13,1.0606572747710953e-13,3.9658171242550077e-12,7.9827190943838886e-13,1.4845872944949009e-11,1.6016154708771439e-11,9.1144138422596218e-12,2.2442687030012286e-11,1.852372990081839e-13,4.3219679659225002e-13,4.6728434951996553e-12,3.1876504320168438e-12,3.4621328226790535e-12,4.8506405119531544e-13,3.7328120875649957e-14,1.4628898043317315e-11,1.685008066979438e-14,3.6327348301214171e-22,1.0241488372044425e-13,2.2066072569005584e-12,1.1740217399378676e-13,1.7261750477605385e-14,3.2190423250827822e-13,3.0866609636816488e-13,8.6873247932900621e-13,9.0654309190009514e-13,1.3124366625286875e-12,1.5051870677524605e-12,5.3089993602282221e-12,1.8654429509084838e-22,2.2070102356424066e-14,1.4207450223636424e-13,4.2025983306850884e-13,2.8551571926595796e-15
2.324578302780762e-06,0.0037344024098696096,3.3951627466305255e-14,1.4733283014781552e-14,7.4111386333898568e-13,2.9370424786968239e-13,8.0582905692854909e-12,0.0,0.0,3.1482344282284903e-11,5.9229177964704533e-14,4.8651712348718237e-20,5.8208476698781034e-21,4.3832088290227609e-22,3.2545622583313838e-42,4.5183803768195105e-30,1.0270534283388977e-22,9.9680885802045733e-12,5.0504024647075938e-14,5.1849149003582601e-34,1.3409390516669899e-33,1.9247114935621834e-21,1.2487402218727315e-24,4.4351491091706706e-24,2.2222276693493348e-19,3.2358492045223307e-17,2.0923901240923403e-23,7.5295464531527039e-23,5.5349709777845798e-11,5.431729799653254e-13,1.0953762201342223e-14,2.273698182179994e-12,2.3466070412439838e-20,2.2734707347182146e-29,1.1700390385500634e-21,1.0139195186871312e-21,0.88168480800000004,0.0,0.0094599999256551048,0.10884999988046273,3.3959601125358714e-12,2.5280275489203175e-12,1.5592604870669356e-12,7.3265358999544262e-13,7.9788286978902848e-14,1.4055258045037695e-13,1.1171955579280429e-13,4.011668672294123e-12,8.4583868336623417e-13,1.534416922662797e-11,1.6799041040177411e-11,9.3776915457620689e-12,2.4229935794976256e-11,1.943276344604775e-13,4.4484007745212997e-13,5.1445766343031048e-12,3.4919102686639746e-12,3.749565200950484e-12,4.9931502573541687e-13,3.8570769212254254e-14,1.6088654550092993e-11,1.7681369282952286e-14,3.7394277216245515e-22,1.036367721771839e-13,2.4326259317427825e-12,1.1881071713920721e-13,1.8116735309250499e-14,3.3377677803860363e-13,3.0956162894836917e-13,8.7177119134173182e-13,9.4315430000252449e-13,1.3185708424600556e-12,1.5122907766404424e-12,5.7695948130927797e-12,1.9578335175427028e-22,2.4873396357728648e-14,1.6324080871613083e-13,4.7797724703297542e-13,2.8894696082270368e-15
2.4568193725796576e-06,0.0037344024098864416,3.463244411567043e-14,1.528666580530575e-14,7.5644633215939459e-13,3.1884787349089948e-13,8.8144168398732431e-12,0.0,0.0,3.4463929589370635e-11,6.8708731497493362e-14,5.7455506550442959e-20,6.7595316223885582e-21,4.9255923260005816e-22,3.5812262167668864e-42,4.8294994420100601e-30,1.1212195947116545e-22,1.0653618530442625e-11,5.6890474528809034e-14,6.2813425793951602e-34,1.0180364961180873e-35,2.2350862540037353e-21,1.3613244328596715e-24,4.8387867700344701e-24,2.5911918175454986e-19,3.4682389022562066e-17,2.5978378511050687e-23,8.3722495992364215e-23,6.0336308864053154e-11,6.1182395025701696e-13,1.1965141144171491e-14,2.3490523223020633e-12,2.515413233840016e-20,2.6458142677470375e-29,1.3614767166765737e-21,1.1842203716117421e-21,0.88168480800000004,0.0,0.009459999921059236,0.10884999987292515,3.4743691260317287e-12,2.5872422765965679e-12,1.5736503451476524e-12,7.7121566827662584e-13,8.3706773192838838e-14,1.4665654870351302e-13,1.1722546595138993e-13,4.0523125752879538e-12,8.9055862749310602e-13,1.5803386360866902e-11,1.7554732901398625e-11,9.6228827213969554e-12,2.6043266599191583e-11,2.0281775382866552e-13,4.5661443167743967e-13,5.6297790652770236e-12,3.802768907180421e-12,4.0394918013997387e-12,5.12586444020129e-13,3.9715896132810502e-14,1.7585100766193044e-11,1.8457739963110653e-14,3.8387870407753714e-22,1.0471872954704771e-13,2.6649575471546875e-12,1.2005772106027881e-13,1.8915214139434153e-14,3.4474561957614292e-13,3.1026833091213403e-13,8.741685748034835e-13,9.7694891575589878e-13,1.3234125695700363e-12,1.5178977741952213e-12,6.2353310137820274e-12,2.0441180252920128e-22,2.7820294910053605e-14,1.8559468834163126e-13,5.3839007642762502e-13,2.9198451998397208e-15
2.721301512177449e-06,0.003734402409921794,3.5849932840026341e-14,1.6287191521568334e-14,7.8345026078836208e-13,3.7054279575362668e-13,1.0369955982724164e-11,0.0,0.0,4.0675746297895968e-11,9.0299894640204407e-14,7.810094217049765e-20,8.8876948494004998e-21,6.1096420378946559e-22,4.1833595068173289e-42,5.4644800569823758e-30,1.3148932402863699e-22,1.2046568258836056e-11,7.0949642871184187e-14,8.8955319100553324e-34,1.596405794372018e-34,2.940500740929195e-21,1.5946457014195855e-24,5.6681721950775175e-24,3.4313068978885312e-19,3.9415212763723942e-17,3.8536533055595189e-23,1.0148408453361908e-22,7.067024998010605e-11,7.6294393078701718e-13,1.40835596943947e-14,2.4908565180628734e-12,2.8592208205511623e-20,3.4799716370089054e-29,1.7902457999589567e-21,1.5720412546770269e-21,0.88168480800000004,0.0,0.0094599999118022329,0.10884999985774264,3.6127149883902615e-12,2.693828791405922e-12,1.5980290910686517e-12,8.4141532982452213e-13,9.1261455409065517e-14,1.5770997572995155e-13,1.2783956930664115e-13,4.120838258008456e-12,9.7197151477098319e-13,1.6615534804945533e-11,1.8985516543115995e-11,1.0064066584865678e-11,2.9738873790105693e-11,2.1819052628652311e-13,4.7779975324515606e-13,6.63727266550889e-12,4.442217544917351e-12,4.6258705195140625e-12,5.3646508601551415e-13,4.1740981318604581e-14,2.0676663703575052e-11,1.9863365009673473e-14,4.0175597944837262e-22,1.0654016638394046e-13,3.1468588403469504e-12,1.221564543698008e-13,2.0360771881522537e-14,3.6429791057584227e-13,3.112644202586699e-13,8.7754576316099497e-13,1.0370951885359166e-12,1.330240346718793e-12,1.5258047949125001e-12,7.1800049671657386e-12,2.2003267624268301e-22,3.4130542828729934e-14,2.3358042570396361e-13,6.666074262235056e-13,2.9709639117748654e-15
2.98578365177524e-06,0.0037344024099591664,3.6900955784739679e-14,1.7161577331850076e-14,8.0639933189582853e-13,4.2389760651054985e-13,1.1975802753028398e-11,0.0,0.0,4.7189952413334687e-11,1.1555139590197074e-13,1.0313837137127983e-19,1.1359850920597438e-20,7.4264263116719078e-22,4.8096830870673011e-42,6.1159466886399715e-30,1.5146185088278086e-22,1.3464227489042458e-11,8.6751453042361281e-14,1.2109149452752043e-33,-3.3663366034064684e-33,3.7626497278083814e-21,1.8377721548436951e-24,6.5224181445074567e-24,4.4119297430949591e-19,4.4245479403372182e-17,5.476222209394566e-23,1.2034508367583394e-22,8.1438049473716808e-11,9.327839768176923e-13,1.6321076382192953e-14,2.621289867912252e-12,3.2101280055394599e-20,4.4302834102437396e-29,2.2785602681476197e-21,2.0243590886141203e-21,0.88168480800000004,0.0,0.009459999902465906,0.10884999984243315,3.7295740307437824e-12,2.7864318150879853e-12,1.6177916378866105e-12,9.0325700463075308e-13,9.8489695737613437e-14,1.6743684497210618e-13,1.3799367837274799e-13,4.1760494445737415e-12,1.04369083772452e-12,1.7302973258051537e-11,2.0311330117705915e-11,1.0447179370453044e-11,3.3512698093828534e-11,2.3171587322146746e-13,4.9619557474169661e-13,7.6892606618834555e-12,5.1024041813207566e-12,5.2197646674957333e-12,5.5719922592371684e-13,4.3455006470768827e-14,2.3883211998091961e-11,2.1099880743372077e-14,4.1727907474009611e-22,1.0800492239473005e-13,3.6492017936944301e-12,1.238436452859415e-13,2.1632271790854615e-14,3.8113853121273112e-13,3.1188368860927968e-13,8.7964916220001769e-13,1.0887765584622507e-12,1.3344785360288637e-12,1.5307127776791094e-12,8.1393037811552319e-12,2.3377268493246858e-22,4.0975008412220934e-14,2.8550109065077252e-13,8.0366776023788071e-13,3.012054630348714e-15
3.2502657913730313e-06,0.0037344024099983057,3.7811681238068558e-14,1.7926963257132383e-14,8.2609500172690687e-13,4.7868785941536901e-13,1.3624601372686497e-11,0.0,0.0,5.3974914999489587e-11,1.4462768224845548e-13,1.3297390365761725e-19,1.4185790889922627e-20,8.8761283813834311e-22,5.4856347091477284e-42,6.8165757955206425e-30,1.7192742953882438e-22,1.4901987518026103e-11,1.0432367658834344e-13,1.5962050198681065e-33,-8.1248738694843621e-33,4.7055590892467398e-21,2.0895705509077026e-24,7.3968414338670586e-24,5.5374162849525632e-19,4.9156728381587219e-17,7.5121730079437256e-23,1.401840323231452e-22,9.2589568030934109e-11,1.1216416684865747e-12,1.8668038513462912e-14,2.7410158876823869e-12,3.5669353890191154e-20,5.4919541539685611e-29,2.823916284095231e-21,2.5426363228505817e-21,0.88168480800000004,0.0,0.0094599998930579212,0.108849999827013,3.8282920759572354e-12,2.8669710429731137e-12,1.6340615054014345e-12,9.5783753337132859e-13,1.0544442655517183e-13,1.7606078965756558e-13,1.4776231778890198e-13,4.2212507583322647e-12,1.1069852039214795e-12,1.7884182759555584e-11,2.1536082827307657e-11,1.0780180863772163e-11,3.7350490915973492e-11,2.4370495481584668e-13,5.121842036036142e-13,8.7805142017215427e-12,5.7804675844696292e-12,5.8201708457661357e-12,5.7521980691772048e-13,4.4904132530458722e-14,2.718781548196778e-11,2.2195748157606181e-14,4.3077062325961351e-22,1.092019889336164e-13,4.1693010122312861e-12,1.2522206535507235e-13,2.2758990736580074e-14,3.9574459751580412e-13,3.1226954178361042e-13,8.8096122457913856e-13,1.1334747969430466e-12,1.3371163319362073e-12,1.5337673895424189e-12,9.1104460782325051e-12,2.4594819674750445e-22,4.8332015580936675e-14,3.4089149534294395e-13,9.4853613078366694e-13,3.0456222421862818e-15
3.5147479309708226e-06,0.003734402410039008,3.8603587750281346e-14,1.8598635114910838e-14,8.4315622996338827e-13,5.3472379928723379e-13,1.5310407394820808e-11,0.0,0.0,6.1002410942119961e-11,1.7767599542019372e-13,1.6800990780259473e-19,1.7373699233340751e-20,1.0459009463247093e-21,6.1215482162722849e-42,7.4250406842010722e-30,1.9281282049272064e-22,1.6355977803298357e-11,1.2368883177234485e-13,2.0490644743223908e-33,1.9246363534377103e-33,5.7726813775492238e-21,2.3490528273824477e-24,8.2884056796834145e-24,6.811423521455937e-19,5.4135183773433577e-17,1.0005961282419022e-22,1.6091343676228604e-22,1.0408108960509056e-10,1.3297581951456972e-12,2.1115380784025697e-14,2.8507204961976588e-12,3.9286397725424899e-20,6.6594473524486779e-29,3.4234305863364486e-21,3.1280022255481517e-21,0.88168480800000004,0.0,0.0094599998835844835,0.10884999981149572,3.9117425720985973e-12,2.9371194124760711e-12,1.6476490501879441e-12,1.0062133482707797e-12,1.1217106959663289e-13,1.8377148254530825e-13,1.5720947732973306e-13,4.2588078422045078e-12,1.1630783769469093e-12,1.8375415295964239e-11,2.266446719784902e-11,1.1069985307888143e-11,4.1240234533979895e-11,2.5442183312778873e-13,5.2609762598699206e-13,9.9065307664550589e-12,6.4741163776319459e-12,6.4264177554350895e-12,5.9090100996528628e-13,4.6128925436468395e-14,3.0576427925576523e-11,2.3175132195778052e-14,4.4251076453049531e-22,1.1019500878812293e-13,4.7048399763227954e-12,1.2636520090351385e-13,2.3765795560854017e-14,4.085104279956945e-13,3.1251080294587436e-13,8.8177915263611982e-13,1.1724217214750962e-12,1.3387701604868301e-12,1.5356826347274959e-12,1.0091328014440806e-11,2.5682792313598485e-22,5.6183432646293445e-14,3.9935110881621672e-13,1.1003535416634852e-12,3.0734577784592313e-15
