Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925)
4.137909149982958e-08,0.00373440240972865,2.0353799942680668e-15,2.6822976833498722e-17,8.0653125423053431e-16,1.9029838094509284e-16,6.1978758354684704e-17,0.0,0.0,2.7439021078897476e-14,9.0373521031729296e-19,1.690826231383719e-25,1.1550169986044731e-26,1.2630729687193649e-25,4.3934416910361208e-45,1.0548707878735644e-31,4.9867897053471172e-27,2.5398713932309458e-13,2.5646148879498301e-17,1.7883196655861461e-42,6.010771601246032e-45,1.3279421280944303e-26,1.8596810231892837e-27,1.3314489621272042e-28,2.8669911417839531e-26,2.3451575042425232e-19,7.9505491237744606e-31,7.8422590352676194e-27,8.775111173732071e-14,2.7887759849690778e-16,2.1521971943794029e-17,2.8303391483511829e-13,1.4731367233503829e-22,4.6967864447080041e-35,2.6670881008554784e-27,1.1890618814425423e-27,0.88168480800000004,0.0,0.0094599999988394766,0.10884999999921403,3.3600361732376806e-13,2.7916755990032135e-13,2.2734389701690363e-13,1.0616227649394634e-15,7.8896770150956561e-16,3.7318121108550373e-16,9.4894627135093441e-16,1.3569482109970761e-13,1.0782517415505205e-15,1.2469119594876199e-13,1.0952353223739325e-13,1.6925121242558086e-13,7.0908154340587025e-14,4.3557821208641275e-16,4.6877362038076184e-15,3.0738950081192643e-15,2.4293466632542249e-15,2.3415866253730118e-15,4.0162462752626722e-15,4.3374871352579664e-16,6.8597184236725803e-15,3.3716166229504459e-17,3.0797167076871232e-24,1.4525643672706202e-15,1.7388149934959553e-16,1.2623694727405863e-15,3.0035671474487701e-17,1.8748619853122305e-16,9.7560663210890847e-14,7.1502486486704957e-14,9.6703156162098755e-17,5.7959241215813478e-14,5.6095937762068306e-14,6.2988024200386324e-16,3.2537936524547869e-25,3.5399088538064514e-18,4.0268357354855255e-18,1.1663300557979908e-17,2.7906644609204927e-17
4.648098462478697e-08,0.0037344024097286663,2.3597047419619089e-15,3.5464274492206317e-17,1.1565298056907143e-15,2.5238068758017341e-16,1.001486261092074e-16,0.0,0.0,3.3749243224396728e-14,1.2425393742368285e-18,2.5140198640381415e-25,1.6523655885385435e-26,1.6474601304667559e-25,5.7176946887750706e-45,1.1775283056105299e-31,6.8768982155988059e-27,2.8024330567406607e-13,3.1968439070219764e-17,3.6686256442302204e-42,1.0905543030442243e-44,1.9027080005117765e-26,2.2870720023724041e-27,2.0620914228158586e-28,5.1771203614279209e-26,2.8387391842520185e-19,1.2966220122277216e-30,9.9387584755866403e-27,1.0709702237003682e-13,3.4752616414209902e-16,2.6503644310408281e-17,3.067279078252125e-13,1.8166756718486829e-22,6.8570544879520973e-35,3.8473706814540926e-27,1.9391074214782071e-27,0.88168480800000004,0.0,0.0094599999986962821,0.10884999999905211,3.6404480999195227e-13,2.9819666072139035e-13,2.4332201043888974e-13,1.1955591780206261e-15,8.8551630051499494e-16,4.1754142876141897e-16,1.0820069849359981e-15,1.6169716844554519e-13,1.230291070354599e-15,1.5246751940886649e-13,1.3437586509536875e-13,2.0253751652073206e-13,8.759132384617332e-14,4.9571394242431649e-16,5.8972066587522643e-15,3.841296523806512e-15,3.0365095242353001e-15,2.9783040985414348e-15,5.2278207870523767e-15,5.1244884247996588e-16,8.7582892000910242e-15,3.907548807222177e-17,3.9955102098922751e-24,1.8588711408007419e-15,2.5753228416992792e-16,1.6716621860582605e-15,3.5430355038464409e-17,2.2479959484543049e-16,1.0078997143552644e-13,8.2548913039354225e-14,1.225997313183055e-16,6.696390507173589e-14,6.6251091999179484e-14,9.1491129089053016e-16,3.8369539947754538e-25,4.5481689726385042e-18,5.1729267745130608e-18,1.5793868525263931e-17,3.7438181759891437e-17
5.158287774974437e-08,0.003734402409728661,2.6781900106616546e-15,4.5334288457263178e-17,1.5904192139194896e-15,3.23584903918516e-16,1.5353761597135334e-16,0.0,0.0,4.0641805762496361e-14,1.6545911635902201e-18,3.57460770086912e-25,2.2841779870941252e-26,2.0803655862856984e-25,7.1797164761347359e-45,1.2959980340216515e-31,9.2832290432243781e-27,3.0561789034652363e-13,3.8904099654393482e-17,6.9441151947957428e-42,1.870961200111785e-44,2.6242322551709453e-26,2.7452974050980946e-27,3.0449667787876041e-28,8.7681807142065562e-26,3.3559674809486337e-19,2.0023962757739492e-30,1.2244669748295935e-26,1.2777894994412114e-13,4.2280566079245757e-16,3.1869960158759763e-17,3.286386190330014e-13,2.1799058867308382e-22,9.5746250569299122e-35,5.3206849980153874e-27,2.9882509030138829e-27,0.88168480800000004,0.0,0.0094599999985530529,0.10884999999888213,3.9010381719019965e-13,3.155482808608274e-13,2.580918347594165e-13,1.3322205444626614e-15,9.8350509973750296e-16,4.6265430580734682e-16,1.2170775554769955e-15,1.88409913191397e-13,1.3852981316681955e-15,1.8206490349583108e-13,1.6098034001812959e-13,2.369762006938512e-13,1.0563316403481319e-13,5.56819412175532e-16,7.2057043363615245e-15,4.6876905258502502e-15,3.7064990598583332e-15,3.6930858371895665e-15,6.5675880347235211e-15,5.9476868495166495e-16,1.0891819697498822e-14,4.4529143982951642e-17,5.006324938886884e-24,2.3064602731104091e-15,3.6398859789782505e-16,2.1328568774596729e-15,4.0934095287997539e-17,2.6978659238170554e-16,1.0368977731034265e-13,9.3455683401862836e-14,1.5330201739243756e-16,7.6035707182737388e-14,7.653732182205504e-14,1.2735825636954844e-15,4.4318780641185032e-25,5.6895660115968783e-18,6.4715041080913669e-18,2.061186273928448e-17,4.8263956643528344e-17
6.178666399965914e-08,0.0037344024097285956,3.2892958835412518e-15,6.8610985074023714e-17,2.7320325689752869e-15,4.9258568934786069e-16,3.1950104786686309e-16,0.0,0.0,5.6107502344960937e-14,2.7240766928733065e-18,6.5310229195070036e-25,4.0412828464480532e-26,3.0852953212873109e-25,1.0421151039116248e-44,1.5214017553183597e-31,1.6002234972129294e-26,3.5396562247514382e-13,5.45357513158097e-17,2.0650246417018629e-41,4.8278688999703429e-44,4.5743894692545229e-26,3.7454890206311742e-27,5.9428578613249578e-28,2.1642491655406714e-25,4.4442572727987307e-19,4.2169505674381158e-30,1.7472870239246449e-26,1.7277518930034923e-13,5.9237748492138659e-16,4.3640729326957474e-17,3.6775867542136919e-13,2.9517372580131303e-22,1.6903680760194857e-34,9.25867368046909e-27,6.2312662189900566e-27,0.88168480800000004,0.0,0.0094599999982664905,0.10884999999852238,4.3712298424668201e-13,3.4636914985002876e-13,2.8488053387131471e-13,1.6143219708631489e-15,1.1835939669973505e-15,5.5530405035960001e-16,1.4931348779033943e-15,2.4318327899269333e-13,1.7049167768354439e-15,2.4594425657991672e-13,2.1877058631790284e-13,3.083390129451854e-13,1.4541537598093741e-13,6.8217301129068289e-16,1.006675776644039e-14,6.6124492604114073e-15,5.2310041284694655e-15,5.3562723079493822e-15,9.5702322166933173e-15,7.6868937317734229e-16,1.5860257223423674e-14,5.5724913935922977e-17,7.2670960844923469e-24,3.3088764883550882e-15,6.5384218968072797e-16,3.1930864669776292e-15,5.2245357042984592e-17,3.8798105190057916e-16,1.0891174840241746e-13,1.1471600829695814e-13,2.3311315084597949e-16,9.4292000245222967e-14,9.7330977818664494e-14,2.2391115736320118e-15,5.6545406953861069e-25,8.3797990916811475e-18,9.5383633785285787e-18,3.2361592921201261e-17,7.3375585670173444e-17
7.097007162458245e-08,0.003734402409728488,3.8058857216880495e-15,9.332110795339983e-17,4.0902043394675553e-15,6.7345101842259575e-16,5.5659923599824091e-16,0.0,0.0,7.186202026761528e-14,3.9993533913523554e-18,1.0309114912821265e-24,6.3313562785607129e-26,4.1403108562998982e-25,1.3622813493113159e-44,1.7124393878627196e-31,2.4723501478329614e-26,3.950422420819101e-13,7.0516007317355036e-17,4.7035456472106972e-41,1.0046721835107401e-43,6.9971955329087093e-26,4.7323147021011844e-27,9.8351728886299412e-28,4.3019509773861252e-25,5.4673906769112889e-19,7.4259360678929968e-30,2.2898203349933966e-26,2.1703736044794564e-13,7.6562173853752168e-16,5.5286645702728506e-17,3.9835849494308835e-13,3.6838488175804373e-22,2.5953035402421672e-34,1.4082547650594915e-26,1.0819728408968723e-26,0.88168480800000004,0.0,0.0094599999980084469,0.10884999999817994,4.7456730740073215e-13,3.7074781203600379e-13,3.0661824057398097e-13,1.8792881463244594e-15,1.3680804662996352e-15,6.4172658372228682e-16,1.7481208864048555e-15,2.9334815276012752e-13,2.0047494738722379e-15,3.0792408513558005e-13,2.7524020747684361e-13,3.7453927338422195e-13,1.8498766213898192e-13,7.9895966185164778e-16,1.2857795946791072e-14,8.6039432695792383e-15,6.8089552141032184e-15,7.1179709172220608e-15,1.2563241942022661e-14,9.3411460014974677e-16,2.1125562101560087e-14,6.6154638203435432e-17,9.5166700227913192e-24,4.3111220889658674e-15,1.0113935234988622e-15,4.2782492500712813e-15,6.2781519548071045e-17,5.3284851709859379e-16,1.1314304150131332e-13,1.3318623419495572e-13,3.3268305023009639e-16,1.1079938300221624e-13,1.1620305247880758e-13,3.4210567637769625e-15,6.7934229544098878e-25,1.1275917525749448e-17,1.2852313200337558e-17,4.5413477605575804e-17,9.9280361286512764e-17
8.015347924950576e-08,0.0037344024097283445,4.2898202975078471e-15,1.2128583668726563e-16,5.7723656776078325e-15,8.7975863394044746e-16,9.0021790162446581e-16,0.0,0.0,8.9276617642342143e-14,5.6059538955025882e-18,1.5327805628891992e-24,9.4808349547740033e-26,5.3305141150126072e-25,1.7044184399013871e-44,1.8937942734083578e-31,3.6490290389938124e-26,4.3411568612332857e-13,8.8214167565972459e-17,9.5823304882834324e-41,1.9138235176030127e-43,1.0150751053148644e-25,5.7933247092996753e-27,1.515738818808417e-27,7.8172563638763199e-25,6.5164656223771825e-19,1.2162365722493022e-29,2.9047847160383834e-26,2.6453523181686381e-13,9.5738627295028303e-16,6.7805280497252036e-17,4.25312198765285e-13,4.4389420611801901e-22,3.7666466981495391e-34,2.0292467304588232e-26,1.7397915107687453e-26,0.88168480800000004,0.0,0.0094599999977502472,0.10884999999782344,5.0826704194960669e-13,3.9281488918761598e-13,3.267151248151262e-13,2.1563235142521931e-15,1.5566053554833456e-15,7.3146730531639182e-16,2.0089578796117083e-15,3.4381765767180584e-13,2.3176239972118134e-15,3.733709108915029e-13,3.3521128672060752e-13,4.4192072335193408e-13,2.2768992520041305e-13,9.1997141931266409e-16,1.5797641884687646e-14,1.0836280157512286e-14,8.5776057831160244e-15,9.1286741616842276e-15,1.5759891816022539e-14,1.106428007290633e-15,2.7136825351709522e-14,7.695082253660434e-17,1.1916638363578766e-23,5.3862762863681383e-15,1.4681861301305884e-15,5.4607511063948173e-15,7.3680979037403603e-17,7.2017547789600258e-16,1.1706416987692887e-13,1.5101914819156259e-13,4.669531018941821e-16,1.273346368273684e-13,1.3515362273796469e-13,4.9261543464660023e-15,7.9715872332017941e-25,1.4633062968955791e-17,1.6713577067696712e-17,6.0892586114054828e-17,1.2765470618989304e-16
8.933688687442907e-08,0.0037344024097281828,4.7418420899811772e-15,1.5222201221043953e-16,7.7804330753958578e-15,1.1098343565979941e-15,1.373278139184149e-15,0.0,0.0,1.082855064530155e-13,7.5763229131970384e-18,2.1762849914458797e-24,1.3697375037569166e-25,6.6500157465764624e-25,2.0604053431971961e-44,2.0667707837511603e-31,5.175332666036372e-26,4.7145087991664905e-13,1.0755168218030047e-16,1.7897534085216919e-40,3.4005949319363147e-43,1.4128994933608978e-25,6.9224589040850522e-27,2.2110599544959694e-27,1.3234876360969246e-24,7.5800746184041663e-19,1.8836828385284109e-29,3.5981104724426583e-26,3.1501238074018855e-13,1.1668105420794774e-15,8.1095761028896044e-17,4.4921019306019793e-13,5.2077309097835831e-22,5.2398506670497878e-34,2.8070381329771829e-26,2.6359870691030305e-26,0.88168480800000004,0.0,0.0094599999974918757,0.10884999999745551,5.3891591026875012e-13,4.1319113195968605e-13,3.455958164214398e-13,2.447139375778479e-15,1.7490722254969408e-15,8.2500752821213809e-16,2.2753838592876085e-15,3.94237422457587e-13,2.645305382337327e-15,4.4166235544680198e-13,3.9809717173856985e-13,5.0999758279153272e-13,2.7315037738548939e-13,1.0457613886503306e-15,1.8844711575938662e-14,1.3305707862285949e-14,1.0533185701926152e-14,1.1386436027632397e-14,1.9106324569102321e-14,1.2843999193310065e-15,3.3888960937007304e-14,8.8153748525897414e-17,1.4427081408228259e-23,6.5165530898594542e-15,2.0296424768443528e-15,6.7184763470328655e-15,8.497883774910195e-17,9.5461174213505345e-16,1.2078672608541466e-13,1.6821111189490482e-13,6.4466135227010252e-16,1.4385964636604537e-13,1.5412211196689077e-13,6.7740050189226329e-15,9.1928377623333125e-25,1.8461483611065697e-17,2.1147056410735108e-17,7.8885183352654339e-17,1.5794859220070905e-16
9.852029449935238e-08,0.0037344024097280023,5.1636969981252898e-15,1.8586653208514415e-16,1.0110188592877711e-14,1.3621167767597895e-15,1.9985169591563268e-15,0.0,0.0,1.28831480454183e-13,9.9417484795815514e-18,2.9790275884755814e-24,1.9210950353048085e-25,8.0938762955610505e-25,2.4268228439772383e-44,2.2324764238836399e-31,7.0900772131820352e-26,5.0728571425184474e-13,1.2846003818091687e-16,3.1177635348248254e-40,5.7017640188309482e-43,1.9025173307527225e-25,8.1149760513383737e-27,3.0843875790959025e-27,2.1161017594404286e-24,8.6495415594974002e-19,2.7911558867670837e-29,4.3770154814778602e-26,3.682617598877458e-13,1.3931453070800132e-15,9.5072835596741417e-17,4.7055527509498387e-13,5.983109036844492e-22,7.0535972435111e-34,3.7615442210739872e-26,3.8093753323964553e-26,0.88168480800000004,0.0,0.00945999999723331,0.10884999999707835,5.6708793922241549e-13,4.3234058822183034e-13,3.6357223685252908e-13,2.7535367029007015e-15,1.9453583345889992e-15,9.2283658952524639e-16,2.5472511189466584e-15,4.4435466593246843e-13,2.9898401085250538e-15,5.1228440587073439e-13,4.6340230715651295e-13,5.7841089987415593e-13,3.2104305063531733e-13,1.1769823586664127e-15,2.1966651769776268e-14,1.600905615650348e-14,1.2672260939796584e-14,1.3889173243816352e-14,2.2560266520397352e-14,1.4670149798360396e-15,4.1377260541707922e-14,9.9815839514958196e-17,1.701668396483725e-23,7.6870911785512457e-15,2.699744413948037e-15,8.032687475260928e-15,9.6721332823403873e-17,1.2397746897364128e-15,1.2438860962349638e-13,1.8476975410353092e-13,8.7479531284414766e-16,1.6034525109189964e-13,1.7306078453916043e-13,8.979299528388428e-15,1.0462184401440725e-24,2.2771049985846116e-17,2.6181031531198412e-17,9.9487315344508518e-17,1.8969414314959853e-16
9.999999999999998e-08,0.0037344024097278085,5.229008652700089e-15,1.9152428224294952e-16,1.0515131419509292e-14,1.404744670978205e-15,2.1150015363388602e-15,0.0,0.0,1.3228235397917565e-13,1.0361892548116312e-17,3.1244549372499221e-24,2.0237195633598607e-25,8.3378663886195748e-25,2.4867223693515755e-44,2.2585644352761141e-31,7.4372277032889963e-26,5.1293401127415893e-13,1.3197178864739222e-16,3.3903775926468364e-40,6.167530690261512e-43,1.9906200812230282e-25,8.3127770393543381e-27,3.2426608699863165e-27,2.2717749564722322e-24,8.8219509163284375e-19,2.9632504821893819e-29,4.5110656019198613e-26,3.7708942548293573e-13,1.4311511263544473e-15,9.7384160698569089e-17,4.7378544652088505e-13,6.1082808715942348e-22,7.3804970189557531e-34,3.9333160963877991e-26,4.026952117107121e-26,0.88168480800000004,0.0,0.0094599999971916281,0.10884999999701685,5.7142863369163435e-13,4.3533560900265556e-13,3.6640005730637423e-13,2.8044916549041874e-15,1.9773363398455526e-15,9.3903514790678999e-16,2.5915577037339637e-15,4.5238923939892524e-13,3.0470765263248825e-15,5.2385203814833784e-13,4.7412204565237068e-13,5.8944728016775425e-13,3.289677232177121e-13,1.1986802713193763e-15,2.2474891418041379e-14,1.6466335880443423e-14,1.3033875848163128e-14,1.4315202420940516e-14,2.312447201573408e-14,1.4968155096737212e-15,4.2652394521970787e-14,1.017418423379762e-16,1.7439586265577906e-23,7.878595373051362e-15,2.8180868171282183e-15,8.2486181488291938e-15,9.8658717165591256e-17,1.2906622440940587e-15,1.2496044703829828e-13,1.8737997903273863e-13,9.1738600828874774e-16,1.6299641161754208e-13,1.7610735447809336e-13,9.3688401114575651e-15,1.067161621626597e-24,2.3511102643360047e-17,2.7050426250533064e-17,1.0305809494861583e-16,1.9491722243632596e-16
1.077037021242757e-07,0.0037344024097278085,5.5579433905295607e-15,2.219759737777254e-16,1.2752635006995692e-14,1.635156841164403e-15,2.7981686505250782e-15,0.0,0.0,1.50864970814075e-13,1.2732454657436826e-17,3.9586249657199618e-24,2.6270767014244685e-25,9.6579672626343873e-25,2.8023929449506524e-44,2.3919002257879151e-31,9.4260459403425614e-26,5.4183210907138325e-13,1.5088007258382693e-16,5.1305993135825619e-40,9.1075234442880518e-43,2.4931843253290504e-25,9.3669467182148366e-27,4.1487400861886857e-27,3.2278807209055269e-24,9.7185338662219705e-19,3.990641760610454e-29,5.2497441759722761e-26,4.2411979374874999e-13,1.6357447993134859e-15,1.0966518980983715e-16,4.8977153005792613e-13,6.7598304693103123e-22,9.2501609272625996e-34,4.914580825994472e-26,5.2981175452050499e-26,0.88168480800000004,0.0,0.0094599999969745309,0.1088499999966937,5.9325203205782576e-13,4.5059573503625252e-13,3.808602347375078e-13,3.077443814072882e-15,2.145374495505575e-15,1.0254694927510329e-15,2.8244506995966809e-15,4.9400314117410112e-13,3.3534195605705575e-15,5.8481793046916659e-13,5.3071240185384649e-13,6.4691032938904911e-13,3.7108438100136773e-13,1.3143338016330262e-15,2.5138312791211611e-14,1.8943637224493545e-14,1.4991697346390415e-14,1.6634649858691011e-14,2.6088268789684916e-14,1.6534490026064917e-15,4.9597217942601093e-14,1.1199752316565113e-16,1.9660697175976876e-23,8.8855224171125029e-15,3.4813192245698831e-15,9.3875191178267498e-15,1.0896650094993622e-16,1.5783572846512241e-15,1.2790099144626078e-13,2.0071944594069365e-13,1.1663389871838657e-15,1.7677199267150042e-13,1.919411071425537e-13,1.155256784557309e-14,1.178590584805528e-24,2.7571372679470577e-17,3.1847544934008125e-17,1.2280656365302922e-16,2.2249314968161447e-16
1.2607051737412232e-07,0.003734402409727406,6.275156332366839e-15,3.0072575378338241e-16,1.892451120402679e-14,2.2383741275569524e-15,5.005300812961522e-15,0.0,0.0,1.992275029943097e-13,1.9706263632324496e-17,6.5189040345103316e-24,4.6099321536592888e-25,1.3134060915930467e-24,3.5727867711151541e-44,2.6954435815865598e-31,1.5468005219533142e-25,6.0779200548191597e-13,2.0005810492660319e-16,1.2156128705553591e-39,2.0663678526664783e-42,4.0143872164940632e-25,1.2037497458493659e-26,6.8935694788877209e-27,6.7161944818771528e-24,1.1838191603534776e-18,7.5073256500931745e-29,7.3125039877649849e-26,5.4315975932334084e-13,2.1675912661774206e-15,1.404651689340289e-16,5.2319908562621943e-13,8.303059464879545e-22,1.4981162756122508e-33,7.9141532474839263e-26,9.3718218622552496e-26,0.88168480800000004,0.0,0.009459999996456251,0.10884999999590697,6.4103124643649831e-13,4.8532073545012862e-13,4.1393126771066039e-13,3.7858773674684692e-15,2.5564563001624442e-15,1.2473016694721444e-15,3.3944849399268298e-15,5.9149796946848552e-13,4.1468118465064432e-15,7.3430070011446406e-13,6.7000891318109354e-13,7.8351392521066984e-13,4.7665591674239537e-13,1.6103034573858226e-15,3.1556582985302912e-14,2.549738177797234e-14,2.016023433522963e-14,2.2844410745806188e-14,3.3265995045412376e-14,2.0351751734015636e-15,6.8215199135909234e-14,1.3817409182717382e-16,2.50377112379918e-23,1.1326863953689323e-14,5.386138950885153e-15,1.2167949454457317e-14,1.3522135270021591e-16,2.4228493467158096e-15,1.3469177983155857e-13,2.3091503181161136e-13,1.9680183602492989e-15,2.0939150679824863e-13,2.2945554796039856e-13,1.7829565993183999e-14,1.4624199470967887e-24,3.8682014134695769e-17,4.5226865706482294e-17,1.7809865066261545e-16,2.899629338992016e-16
1.4260065109898427e-07,0.00373440240972704,6.8558863222630788e-15,3.7804523017549529e-16,2.5399674267621478e-14,2.8404860410911919e-15,7.7929960641578848e-15,0.0,0.0,2.4746866652384285e-13,2.7723093185225254e-17,9.6050086391807373e-24,7.2024893103159021e-25,1.6647110913895084e-24,4.2850359848066813e-44,2.9551843415733233e-31,2.257306802940053e-25,6.6441288279695097e-13,2.4905287457930861e-16,2.350104748788512e-39,3.8406420526173932e-34,5.8207103462396741e-25,1.4619747818714923e-26,1.0105652908917635e-26,1.1768349426819408e-23,1.3713761892231623e-18,1.2332665932799635e-28,9.5825553634622275e-26,6.5816853428560196e-13,2.6971427269800955e-15,1.6979073585660977e-16,5.4900628192483163e-13,9.6703820305116363e-22,2.1955798329479375e-33,1.1555216971925686e-25,1.4489645242587554e-25,0.88168480800000004,0.0,0.0094599999959888784,0.10884999999518377,6.8028545470966926e-13,5.1519015468321363e-13,4.4235542187730441e-13,4.5039423825470299e-15,2.9389741735903877e-15,1.468812844980821e-15,3.9251454787702285e-15,6.7699057851211382e-13,4.9494257144362709e-15,8.725788977403872e-13,7.9933914768861121e-13,9.0556440071049003e-13,5.7688067226731044e-13,1.9050234734961555e-15,3.7355990871260072e-14,3.2165946746076795e-14,2.5401688441903127e-14,2.9239165994191203e-14,3.9777946172003446e-14,2.3862841256283879e-15,8.74330630404803e-14,1.6417254100477445e-16,2.9914451164259312e-23,1.353685997362239e-14,7.4940997308197575e-15,1.470046690419067e-14,1.6124362502436732e-16,3.3777753249346645e-15,1.4050485027766546e-13,2.5633199572856626e-13,2.9828433140358329e-15,2.3842834963799371e-13,2.6288030804758107e-13,2.4781227122974816e-14,1.7437446572828886e-24,5.0453536211632853e-17,5.9836851886616718e-17,2.3852782133909084e-16,3.5153672662369612e-16
1.5913078482384622e-07,0.0037344024097266783,7.390345683222514e-15,4.6058426935034958e-16,3.2638121810167739e-14,3.4935362071544496e-15,1.1447367094101935e-14,0.0,0.0,3.0001708004473262e-13,3.7552071626265733e-17,1.3538800644113309e-23,1.0742605971730428e-24,2.0516220492375381e-24,5.0158657644702585e-44,3.2057453875123917e-31,3.1334410064962795e-25,7.1917266741867732e-13,3.0235672387895809e-16,4.1788695931030086e-39,2.5481265037987654e-32,8.0958306003146004e-25,1.7362350637830888e-26,1.4048029172233938e-26,1.9203233779890931e-23,1.5554694272925518e-18,1.9240062758047915e-28,1.2300895309298409e-25,7.8025144065408042e-13,3.2729963545036432e-15,2.0044413680133758e-16,5.7193552898435991e-13,1.1012947013523743e-21,3.101671584200233e-33,1.6277134670096995e-25,2.1203036866750933e-25,0.88168480800000004,0.0,0.0094599999955205325,0.10884999999444986,7.1711638855462147e-13,5.4416528818270865e-13,4.6974947044388968e-13,5.3106020629907969e-15,3.3334319620405519e-15,1.7142016038767148e-15,4.4725244869569449e-15,7.6027330002045418e-13,5.8503394959566015e-15,1.0133803647034364e-12,9.3130450220892146e-13,1.026497862279545e-12,6.811319793118322e-13,2.2310586684447756e-15,4.3136283933899312e-14,3.9554202742392782e-14,3.1187608348583648e-14,3.6382237015809687e-14,4.6282040120788222e-14,2.7425266929972169e-15,1.0896109626321706e-13,1.9288981288732873e-16,3.4784521440665522e-23,1.5731136241381592e-14,9.9757063063214868e-15,1.722400860750667e-14,1.8995093409573438e-16,4.5170703571470796e-15,1.460488585740986e-13,2.8024542930763617e-13,4.317997299416878e-15,2.6710307735310731e-13,2.9591416054509754e-13,3.2964506176477962e-14,2.0541035974845608e-24,6.3959379453238605e-17,7.7183475825678394e-17,3.101056602598259e-16,4.1296156523394259e-16
1.7566091854870818e-07,0.00373440240972634,7.8892625206561101e-15,5.4768869954894064e-16,4.0534617115197194e-14,4.193810400283639e-15,1.6058279317010962e-14,0.0,0.0,3.5675307074442487e-13,4.9345679503571772e-17,1.8423765160372745e-23,1.5411989221715283e-24,2.4737423545222404e-24,5.765735340202894e-44,3.4497795995498672e-31,4.1798307576444707e-25,7.7262088212365691e-13,3.5984926633361379e-16,6.9590884772209143e-39,2.2844002176326795e-32,1.0891914186730853e-24,2.0259321570744374e-26,1.8739679124368187e-26,2.9616621429549365e-23,1.7362322831810201e-18,2.8819466121774323e-28,1.5519906063963239e-25,9.0913943833359457e-13,3.893852370337378e-15,2.3229308160385353e-16,5.9279027798353121e-13,1.2331038155053526e-21,4.2561264053120581e-33,2.228544894992703e-25,2.9724909081808576e-25,0.88168480800000004,0.0,0.0094599999950511285,0.10884999999370769,7.5225436076545844e-13,5.7247949961704801e-13,4.9625908149705429e-13,6.2172248896971196e-15,3.7399486766719597e-15,1.9862884615190294e-15,5.0367698215257193e-15,8.4133479505677568e-13,6.8629290648498181e-15,1.1560240373464308e-12,1.0651394721885172e-12,1.1461656137044219e-12,7.8874697528188362e-13,2.592453288499157e-15,4.8876436557543733e-14,4.7653364972427043e-14,3.7505308155551249e-14,4.425863269466652e-14,5.2749085120987991e-14,3.1025482494836797e-15,1.327789347626121e-13,2.2470109622638627e-16,3.9626382914215683e-23,1.7893748289551487e-14,1.2829297326872379e-14,1.971689884515602e-14,2.2173228200683386e-16,5.8367357782086572e-15,1.5136684933517033e-13,3.0278153552157974e-13,6.0066640459032447e-15,2.9536361211276606e-13,3.2848943614036718e-13,4.2365038470480977e-14,2.3976998212985205e-24,7.9253471559802919e-17,9.7604526490614579e-17,3.9400746169921628e-16,4.7368443081478073e-16
