Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141)
1e-12,0.0021943791888704854,1.5763591405112801e-25,3.3713194896308954e-32,3.2879160020115501e-32,3.409341750154994e-31,1.0934874568106365e-38,0.0,0.0,5.1282059820180066e-22,1.9841534307420493e-31,2.5115101358106441e-47,2.8081020289142211e-48,7.1140792468295167e-50,5.8631435394371015e-81,1.3940113647907797e-54,4.9879260527090059e-44,4.5291718747490967e-28,5.0833605854210306e-37,5.3860819794040734e-82,1.5958819680786783e-73,3.5347726056945341e-47,1.6890413484918212e-47,1.1238351525744372e-44,4.5095641417411619e-61,1.6167650419525431e-39,5.2259014141336948e-59,4.4308581993510896e-46,8.1502109979884957e-27,5.1605924203531729e-36,2.1293897242718679e-30,3.0093554126380852e-21,2.7556334903163032e-47,3.9677587776059707e-63,9.0703465744453144e-51,1.5103083326791783e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.279668221205154e-21,3.2796321629929797e-21,3.0093409422504106e-21,2.2687020165252062e-22,1.9064321506776401e-22,9.5321603781753101e-23,5.031356958985088e-26,9.9426036705565208e-26,6.0008407289894905e-26,7.2766434656304296e-26,7.9030463734420267e-26,1.0901177536469483e-25,9.5464772113849386e-33,2.5112161508929572e-26,3.5778773912759911e-28,2.3270835254631905e-28,1.9406056595681121e-28,1.6099701666791684e-29,7.6812895798191315e-32,7.6304295830658572e-28,3.7596518568994289e-28,4.8632375709351488e-29
1.023e-12,0.0021943791888704854,1.6126069511587495e-25,3.4879167954344611e-32,3.4025964647770683e-32,3.5282571556634983e-31,1.1382358645669865e-38,0.0,0.0,5.2461219377169946e-22,2.0533583874317136e-31,2.6142532515740501e-47,2.9230347846051073e-48,7.4268812224269063e-50,6.1299174056663248e-81,1.4510567183681429e-54,5.1619161565768605e-44,4.6871424420440245e-28,5.2913830001023625e-37,5.6351502157953458e-82,1.6660506581338304e-73,3.6794237298905136e-47,1.758157716828501e-47,1.1629971071953835e-44,4.7147557508892417e-61,1.6829266517605174e-39,5.4636800724935513e-59,4.6121771159887005e-46,8.4344790067816541e-27,5.3717753332948531e-36,2.2036598727347997e-30,3.0785498004497019e-21,2.8767974521715234e-47,4.148291303707319e-63,9.4691664599475356e-51,1.5765983381286532e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.3550781660338111e-21,3.3550408501667178e-21,3.0785348253577598e-21,2.3208601252163479e-22,1.9502615819638e-22,9.7513075215198846e-23,5.2068373325433739e-26,1.0289387572875866e-25,6.2101340685112651e-26,7.5304430091040324e-26,8.1786936227609471e-26,1.128139510024856e-25,9.9371402726709332e-33,2.5988006677997397e-26,3.7026664714446575e-28,2.4082486643756194e-28,2.0082910434356701e-28,1.6661217072112818e-29,7.9956230638355798e-32,7.8965551369438764e-28,3.8907832033099727e-28,5.0328898785678185e-29
2.047e-12,0.0021943791888704854,3.2266717274624028e-25,1.3789331088037942e-31,1.3618940840258195e-31,1.412168464026149e-30,9.1123526951269708e-38,0.0,0.0,1.0496064083892179e-21,8.2178521089037176e-31,2.0834821949234856e-46,2.3449467494751399e-47,1.1887210545236441e-48,1.9610408972831731e-79,1.16131601247159e-53,2.0670422335528093e-43,1.8757509214350208e-27,4.2355125794523383e-36,3.5525629750065913e-80,2.6651786828096669e-72,2.9453141093771447e-46,1.4065151815894877e-46,4.6297840830738068e-44,1.5103581537025421e-59,1.3471039950361889e-38,1.7492861680290344e-57,3.6913866319818045e-45,3.3754796249536868e-26,4.2998629759576944e-35,8.8190500887045754e-30,6.1590713798415667e-21,4.6048758070876001e-46,1.3278777129949542e-61,1.5158164368360759e-49,2.492035319526541e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.7123452274389855e-21,6.7121958929449917e-21,6.1590114513659563e-21,4.6420976265984002e-22,3.9008421063716572e-22,1.9504208978352985e-22,2.0833393706261159e-25,4.1177959004648315e-25,2.4847708013868885e-25,3.0137086701266788e-25,3.2731141699916297e-25,4.514793310747198e-25,7.9542291920546587e-32,1.0398194898481374e-25,1.4816490871085279e-27,9.6376120832853121e-28,8.0370188280257042e-28,6.6664590257656498e-29,6.3995970755515373e-31,3.1592925904183654e-27,1.5570868412294371e-27,2.0161860628055827e-28
4.095e-12,0.0021943791888704854,6.4557977975362048e-25,5.483967098712866e-31,5.4501311167788946e-31,5.651151019416833e-30,7.2935204672862608e-37,0.0,0.0,2.0996423245079693e-21,3.2880872119554861e-30,1.6527782019299236e-45,1.8846214585651903e-46,1.9014212045628801e-47,6.262593362748763e-78,9.2895078977638072e-53,8.2796930206657678e-43,7.5042463878227311e-27,3.3891418231827227e-35,2.2563846982930285e-78,4.2584814132103982e-71,2.3569232276818239e-45,1.1241603186633595e-45,1.8329662694355837e-43,4.835636830675546e-58,1.0779117507274792e-37,5.5978198876986306e-56,2.9530233690341901e-44,1.3504789781871433e-25,3.4406332143787564e-34,3.528370477673354e-29,1.2319582968283749e-20,7.3669299281453634e-45,4.2475907681403648e-60,2.4253122449523296e-48,3.9632037246004276e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3426420061290184e-20,1.3425822625537829e-20,1.2319343218305066e-20,9.2808468815914052e-22,7.7988777974051807e-22,3.8994382775425635e-22,8.3316301704073006e-25,1.6474539256482446e-24,9.9369932346907159e-25,1.2057593179951029e-24,1.309524000528351e-24,1.8062833511706156e-24,6.3647547131434946e-31,4.1583961647873423e-25,5.9265890557906698e-27,3.8557028774363444e-27,3.2153595554814166e-27,2.6660613431241539e-28,5.1199240830817984e-30,1.2632583778471815e-26,6.2296310042093687e-27,8.0826325514633974e-28
8.191e-12,0.0021943791888704854,1.2918033536885331e-24,2.1878087252198211e-30,2.1812393298963394e-30,2.2615535757026524e-29,5.8379599644873337e-36,0.0,0.0,4.1999040722229226e-21,1.3154750401777565e-29,1.2998510821208763e-44,1.5207256679255008e-45,3.0390785213882953e-46,1.9944472711632107e-76,7.4265669707001599e-52,3.3195214496892103e-42,3.0015128853784086e-26,2.7112399500058401e-34,1.4386018839817883e-76,6.7917454622150559e-70,1.8857481110946657e-44,8.9723932686114695e-45,7.181831838348582e-43,1.5477221989289057e-56,8.6229933139419676e-37,1.790458713915097e-54,2.3611976614597199e-43,5.4020895648760697e-25,2.7524318762637419e-33,1.4113937749180693e-28,2.4638480230513976e-20,1.1778508138038301e-43,1.3575046309550269e-58,3.878610708609717e-47,6.3231429724817324e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.6852732824546278e-20,2.6850343238707999e-20,2.4637521318960498e-20,1.8543467011273321e-21,1.5582468261965486e-21,7.7912316492473728e-22,3.3299631890014514e-24,6.5899099039566188e-24,3.9715664989202655e-24,4.8233481712848923e-24,5.2382636817583555e-24,7.2252215626672175e-24,5.0916611241558452e-30,1.6620007005653409e-24,2.3696990955865213e-26,1.5422014859929471e-26,1.2860800013422984e-26,1.0655884611027855e-27,4.0944554016717958e-29,5.0473865082815421e-26,2.491899933018869e-26,3.2460751377527267e-27
1e-11,0.0021943791888704854,1.5775596830785359e-24,3.6356442634165016e-30,3.6279743975082243e-30,3.7613154322479542e-29,1.4870878589927836e-35,0.0,0.0,5.1276531893921973e-21,2.1871412310979673e-29,3.2339085049319955e-44,3.9158613133985432e-45,1.3080527740535814e-45,1.5508792794738921e-75,1.8885606651651385e-51,5.5306416091184986e-42,4.9890938858921902e-26,6.900854096120316e-34,2.1414820996572247e-75,2.9129988451105591e-69,4.800668197623883e-44,2.2764792814292688e-44,1.1688135026507819e-42,1.2142775556572231e-55,2.1947662015938615e-36,1.4032077701400677e-53,6.0058193915181566e-43,8.9802119238991672e-25,7.0056986724243689e-33,2.3462434476433579e-28,3.0077248843987215e-20,5.0722678314801778e-43,1.0623686224440662e-57,1.6709347758825754e-46,2.7244976762124632e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.2780847005947582e-20,3.2776875069759209e-20,3.0075654999250043e-20,2.2621208058894422e-21,1.9009105747580031e-21,9.504548753493022e-22,5.5306681619467888e-24,1.0954587961893948e-23,6.5962521636074088e-24,8.0184109044428194e-24,8.7078732505616162e-24,1.2010657236624865e-23,1.2959666843912244e-29,2.7603554724416963e-24,3.9375065631813735e-26,2.5634647387417855e-26,2.1377413298029642e-26,1.7698571509904533e-27,1.0416683561668461e-28,8.3803414324083842e-26,4.1423750369865308e-26,5.4188869075180409e-27
1.6383e-11,0.0021943791888704854,2.5858419663822314e-24,8.7442867400938984e-30,8.7327338980978644e-30,9.053178301418023e-29,4.674324983712887e-35,0.0,0.0,8.4011869731906895e-21,5.2627881612492682e-29,1.00581697154369e-43,1.2367022631836585e-44,4.8511467688473111e-45,6.319373888483496e-75,5.9318470268849629e-51,1.3332510032356272e-41,1.2002211368633739e-25,2.1683776757617652e-33,9.1900286223584297e-75,1.0794978115319969e-68,1.5085872682044002e-43,7.1430843837003126e-44,2.7588485081798245e-42,4.9527090416626002e-55,6.8963339365216967e-36,5.7226247959620906e-53,1.886575333456016e-42,2.1605504913199563e-24,2.2013217721563823e-32,5.6448313199515469e-28,4.9267774029061666e-20,1.8813596645094388e-42,4.3319118568950757e-57,6.1982202701627797e-46,1.010670138429928e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.3698012743860497e-20,5.3688457533882962e-20,4.9263939842416503e-20,3.7009389986459623e-21,3.1099889092343781e-21,1.5549934644261387e-21,1.3295786924970603e-23,2.6355218168535168e-23,1.5857373555369718e-23,1.9292089967874022e-23,2.095028224872149e-23,2.8895917549986755e-23,4.0721679286811674e-29,6.6358659803945844e-24,9.4694662456899069e-26,6.1669602292314639e-26,5.142801727572134e-26,4.2548472270285844e-27,3.2724468163801512e-28,2.0140568784924481e-25,9.9660248925009496e-26,1.3085585374301894e-26
3.2767e-11,0.0021943791888704854,5.180269278968351e-24,3.5000043699336716e-29,3.4989618733354965e-29,3.6264775435583068e-28,3.7453532813076353e-34,0.0,0.0,1.6806788347698799e-20,2.1056188874066512e-28,7.5565636887189231e-43,1.0201424576462961e-43,7.7247407944750303e-44,1.9826661342001332e-73,4.7299463667354085e-50,5.370211473552341e-41,4.797346563849888e-25,1.7335223412883523e-32,5.8768344422070923e-73,1.7044463192575596e-67,1.2067114042112601e-42,5.6588523713688481e-43,1.0218164433964355e-41,1.5845394538341421e-53,5.5131438080625078e-35,1.8266432108013141e-51,1.5052883131050714e-41,8.6390727577495908e-24,1.7598595150206889e-31,2.2571163259570132e-27,9.8492382168263441e-20,2.9996075183151093e-41,1.3783386655222209e-55,9.8918372289117391e-45,1.6175414363797027e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.073592062298349e-19,1.0732101418567767e-19,9.847705859174627e-20,7.3705526377452502e-21,6.193699038153424e-21,3.0968455784719011e-21,5.2986424752398434e-23,1.053751828744171e-22,6.3193365693618055e-23,7.7150346667121758e-23,8.3770740381010067e-23,1.1553260802688619e-22,3.2555069431947681e-28,2.6444281859642024e-23,3.7799900439152308e-25,2.4650705583939855e-25,2.0557084540195694e-25,1.6957985101125979e-26,2.6126948565447168e-27,8.0165258617907466e-25,3.9847627461740167e-25,5.3141801349275904e-26
6.5535e-11,0.0021943791888704854,1.0394398502986649e-23,1.4033896680587644e-28,1.4041938684546479e-28,1.454668918829237e-27,3.0055078458694512e-33,0.0,0.0,3.3630117012692092e-20,8.4260877714356406e-28,5.40399400134725e-42,8.6182529638001378e-43,1.2241842291522249e-42,6.1038982250478219e-72,3.7590934056342826e-49,2.1704455724590826e-40,1.9160229289594639e-24,1.3848565576584785e-31,3.7604467677442297e-71,2.6568684296416938e-66,9.6505351788822195e-42,4.4402342684364065e-42,3.5536370382884085e-41,5.0679103374294302e-52,4.4040040935801692e-34,5.8156657119251949e-50,1.1978500896830823e-40,3.4529591278363091e-23,1.4058962130666321e-30,9.0215002810848412e-27,1.9680586792746785e-19,4.7655621093531823e-40,4.3606391394521465e-54,1.57455065590816e-43,2.5925558875559005e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.1456425626342522e-19,2.14411725559527e-19,1.9674468178821939e-19,1.461672745931653e-20,1.2283049668565313e-20,6.1415092299030189e-21,2.1037792334780886e-22,4.2111502880278705e-22,2.5089184973125957e-22,3.0844187584241301e-22,3.3482369372233218e-22,4.6169981164774322e-22,2.600703466045847e-27,1.0498677928821143e-22,1.5057478284871314e-24,9.8461733391211407e-25,8.2112017066742294e-25,6.7342504105272531e-26,2.0816972367888753e-26,3.1751229524838771e-24,1.5925154676435195e-24,2.1886176126800135e-25
9.999999999999999e-11,0.0021943791888704854,1.5931200349126043e-23,3.6332696607585213e-28,3.6387422642722667e-28,3.7666215603099424e-27,1.4146272122980957e-32,0.0,0.0,5.1350136867499922e-20,2.1734510266889084e-27,2.152087348899719e-41,4.3752678502472161e-42,1.0688139012233821e-41,9.828791591832381e-71,1.7390997389923136e-48,5.6488384719862798e-40,4.9266071444138366e-24,6.4662991865014238e-31,1.2838480286032259e-69,2.2516687155463763e-65,4.514786466490033e-41,2.0092565665073415e-41,7.5853252679301424e-41,8.7596297434109669e-51,2.0561286174682828e-33,9.964087645048676e-49,5.5543398848048525e-40,8.8892464518659866e-23,6.5645370778889585e-30,2.3224860160699166e-26,2.9992611130812919e-19,4.1798086418178641e-39,7.3805266546489984e-53,1.3859632555896709e-42,2.3130775506143299e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.2707498892219179e-19,3.2668281682525166e-19,2.9976884938490628e-19,2.2047473574945301e-20,1.8527740223198771e-20,9.2638305217205934e-21,5.3581608767645807e-22,1.0838606605873856e-21,6.3895377602446423e-22,7.9437614130439954e-22,8.6196354613227291e-22,1.188284746674549e-21,1.2143285330845236e-26,2.673604917787899e-22,3.8554955331432157e-24,2.5321131243682471e-24,2.1117082630304119e-24,1.7156723452406307e-25,9.6748793334882267e-26,8.0553519239111573e-24,4.0991232861262371e-24,5.8988104972113028e-25
1.31071e-10,0.0021943791888704854,2.0922756135036304e-23,5.6435583957991195e-28,5.6532396734250091e-28,5.850900699246459e-27,2.4189930525828244e-32,0.0,0.0,6.7325147368261114e-20,3.3732363026391012e-27,3.6050615620457268e-41,7.5427181212818269e-42,1.9220114612556712e-41,1.8139395432678978e-70,2.9680476243712172e-48,8.7846906635199974e-40,7.6407189145685676e-24,1.1047338035211105e-30,2.4073656169254377e-69,4.0420776162572943e-65,7.7149533733812826e-41,3.4203506875719252e-41,1.1219986082762532e-40,1.6199756003329587e-50,3.5127452184894374e-33,1.842264886036232e-48,9.4818168737567911e-40,1.3790186055664802e-22,1.1215171933855725e-29,3.6029519810184066e-26,3.9289141181822723e-19,7.5183769366082783e-39,1.3641121513677212e-52,2.4934919940621629e-42,4.1646458714300249e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.2850603416926959e-19,4.2789781977657429e-19,3.9264753533867559e-19,2.8746464219329509e-20,2.4157474162645062e-20,1.207867586795776e-20,8.2920617048091083e-22,1.6813412793362399e-21,9.888006384024177e-22,1.2324571963506607e-21,1.3371923972632546e-21,1.8433179837619678e-21,2.0746145076128332e-26,4.1374417437837687e-22,5.9738478015711642e-24,3.9272166121170511e-24,3.2752034789831308e-24,2.6552825581645366e-25,1.6520309797046782e-25,1.2454991975302919e-23,6.3588885995768846e-24,9.2436357725709945e-25
2.62143e-10,0.0021943791888704854,4.2371981759011598e-23,2.2816610973238586e-27,2.2900101419189479e-27,2.3657068453244796e-26,1.9581733566078899e-31,0.0,0.0,1.3490766074514066e-19,1.3515094224217755e-26,2.2546496525157874e-40,6.8990177756046215e-41,2.9639977754504182e-40,5.0650841680275021e-69,2.3136208919366933e-47,3.5376642423483131e-39,3.0377708778594068e-23,8.7878931358339362e-30,1.5418225378721474e-67,5.8857196862984502e-64,6.1625510601877458e-40,2.54583892151743e-40,3.1295471735863918e-40,5.1725726403017717e-49,2.7936110384034179e-32,5.7782779101344273e-47,7.4280595432217454e-39,5.4987636214344934e-22,8.921393736597194e-29,1.4366645097095405e-25,7.8290868017728269e-19,1.1700065951732539e-37,4.174327445991249e-51,3.9091581250419835e-41,6.7169019230252039e-45,0.88168480800000004,0.0,0.0094599999999999979,0.10885,8.5452447121194736e-19,8.5210680978842095e-19,7.81940078876886e-19,5.562840215309567e-20,4.6750031432000689e-20,2.3374779587225543e-20,3.2222746840889643e-21,6.7004616945488319e-21,3.8417705567856772e-21,4.9192289164190912e-21,5.3319590322292006e-21,7.3454755896616529e-21,1.6502584951326041e-25,1.6073228211679356e-21,2.3517058575586777e-23,1.5620665824952058e-23,1.3028111770127603e-23,1.03259438683246e-24,1.3010614140633604e-24,4.7956560093967976e-23,2.5347395480975492e-23,4.0671411192321983e-24
5.24287e-10,0.0021943791888704854,8.6779059908201396e-23,9.315701440688991e-27,9.3829903992076238e-27,9.6592174818955425e-26,1.6022550322827621e-30,0.0,0.0,2.7083427246851539e-19,5.4235727801928533e-26,1.4586499317385306e-39,6.5829712301847758e-40,4.4205869416975785e-39,1.2797793165344313e-67,1.7594795598487979e-46,1.4050040875531244e-38,1.2006182290886637e-22,6.9520302613942897e-29,9.8763992222985494e-66,7.9695058124324966e-63,4.9135866274585739e-39,1.7846376048543976e-39,7.7055662356637991e-40,1.6479546959812265e-47,2.2089053903268513e-31,1.7779306355195871e-45,5.7035097673678784e-38,2.1857658785775827e-21,7.0576300172602375e-28,5.7108084276349097e-25,1.5544220452831773e-18,1.7735496263918716e-36,1.2246807484595302e-49,6.0102503483977553e-40,1.0910716486458626e-43,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.6991656751904319e-18,1.6896150595730735e-18,1.5506020822877181e-18,1.0440962130490176e-19,8.7750195354020114e-20,4.3874210496907739e-20,1.2190179127089082e-20,2.6604510262761604e-20,1.4528986041631593e-20,1.9591256462480377e-20,2.1194396702976498e-20,2.9161637351985497e-20,1.3054304435820712e-24,6.0771267413927923e-21,9.1261296509717162e-23,6.1806421706857254e-23,5.155526285963728e-23,3.9121733206469502e-24,1.0102146131934887e-23,1.7836046398764923e-22,1.0070645532104863e-22,1.8912523665705168e-23
9.999999999999999e-10,0.0021943791888704854,1.7241746242949974e-22,3.5963704126473082e-26,3.6449393015794214e-26,3.729004296067398e-25,1.2268607903151411e-29,0.0,0.0,5.2020610821046885e-19,2.0311890674189999e-25,1.1889913635272687e-38,5.8813567637345912e-39,5.6766326122155479e-38,2.5603960472879861e-66,1.1757144920545307e-45,5.1021885082327675e-38,4.3678784633622064e-22,5.0016013799771425e-28,5.7413485063034828e-64,8.8854414688053779e-62,3.5859788484691494e-38,1.0494529723584977e-38,1.6365693949928375e-39,4.7579099259073979e-46,1.5876272698941666e-30,4.8046760576102682e-44,3.8794918137926276e-37,8.0375214784016039e-21,5.0775582582795441e-27,2.1000134827102804e-24,2.9242299528840743e-18,2.3400613639604163e-35,3.0284012209904213e-48,8.1389213650759053e-39,1.636826776799563e-42,0.88168480800000004,0.0,0.0094599999999999927,0.10885,3.2055575931456709e-18,3.1708584742410326e-18,2.9103955796721352e-18,1.7800876524580403e-19,1.4960439996215239e-19,7.4799180315831786e-20,4.1003541123017318e-20,9.7619800940335432e-20,4.8843171717016468e-20,7.2290832126491927e-20,7.7934541810580694e-20,1.0697441806005558e-19,9.3907764965822934e-24,2.0419189782392013e-20,3.2198501104255673e-22,2.2550873883512756e-22,1.8815520896556032e-22,1.3197319103749146e-23,7.0373509301287098e-23,5.8298426560487984e-22,3.7015988049716666e-22,8.5811628433764666e-23
1.0485750000000002e-09,0.0021943791888704854,1.8116198991239826e-22,3.8684728631714628e-26,3.9213140290097634e-26,4.0111423388855832e-25,1.335774797437597e-29,0.0,0.0,5.4566943782552136e-19,2.1832135110858571e-25,1.2955048778519089e-38,6.4146827860375069e-39,6.2111343560591593e-38,2.8087699827636799e-66,1.2778005386615892e-45,5.4797075864049321e-38,4.6912870434931645e-22,5.4413272231592046e-28,6.3175121654245539e-64,9.7113563478676135e-62,3.9019701615539508e-38,1.1383895811262507e-38,1.7249978599959812e-39,5.2269123175074271e-46,1.7271846011035238e-30,5.2771265507361315e-44,4.2173878060400301e-37,8.6350435731550668e-21,5.523961771715353e-27,2.2561326196382512e-24,3.0641008815988961e-18,2.5608950671473787e-35,3.3251257220529706e-48,8.9086150968873602e-39,1.7928220515760397e-42,0.88168480800000004,0.0,0.0094599999999999927,0.10885,3.3593750995301427e-18,3.3221080698322748e-18,3.0492439381055782e-18,1.8552396541256288e-19,1.5592032571747136e-19,7.7956925445677394e-20,4.3945670219662193e-20,1.0487116414601443e-19,5.2346989290178928e-20,7.7671979767778549e-20,8.372827153543978e-20,1.1491987219499521e-19,1.0216370256947237e-23,2.1883656198522207e-20,3.4554418313462226e-22,2.4222436370664839e-22,2.0210341383298093e-22,1.4145424277276445e-23,7.6527811298397341e-23,6.2430035569188e-22,3.9767373891165192e-22,9.2642688367187787e-23
2.0971510000000003e-09,0.0021943791888704854,3.8885002435951578e-22,1.6476496990645497e-25,1.6881126439571441e-25,1.7083797385840022e-24,1.1457176003578917e-28,0.0,0.0,1.1067739625081661e-18,8.8394666368040198e-25,1.9144330981491392e-37,6.130266567581365e-38,7.8904618988861051e-37,5.1837503995395953e-65,8.5562564342805483e-45,2.1088060859665659e-37,1.7938823431598943e-21,4.1738607666799123e-27,4.0105767966827766e-62,1.0414635240084881e-60,3.0724162070771264e-37,6.3925343558491769e-38,3.6498986101972417e-39,1.6425489228912521e-44,1.3222340702434222e-29,1.469258991062844e-42,2.9164223915261004e-36,3.3705555132681278e-20,4.237219390584241e-26,8.8066263864663032e-24,5.9557142400691111e-18,3.3983965248652695e-34,7.9048064090703251e-47,1.2373130349175429e-37,2.9888511978383236e-41,0.88168480800000004,0.0,0.0094599999999999858,0.10885,6.5674436942909557e-18,6.4254806223458727e-18,5.8994793704632786e-18,3.0153252252625091e-19,2.5332314942812213e-19,1.2664978391010231e-19,1.4636450617401838e-19,4.0760026202926052e-19,1.7419066398065294e-19,3.0511190317542972e-19,3.2680227024816473e-19,4.4641364603319174e-19,7.8348187267236142e-23,7.2735363080465818e-20,1.2605469211366847e-21,9.3389414393077684e-22,7.7963284686853914e-22,4.7397270716939967e-23,5.5794061186685796e-22,1.9861920425943157e-21,1.55334418700594e-21,4.5944164760309542e-22
4.194303e-09,0.0021943791888704854,8.5807668620757456e-22,7.2123617976163715e-25,7.5098264958654203e-25,7.4778743097121375e-24,1.0151036910656378e-27,0.0,0.0,2.2710896568052586e-18,3.6156602863153681e-24,3.5164427605425787e-36,5.5128592411671873e-37,8.5531290977194673e-36,7.8423949547841912e-64,5.0260525630277537e-44,8.056210578326439e-37,6.5908068390720496e-21,3.0845814233223035e-26,2.4790995611219006e-60,9.8277548364478626e-60,2.3796771723588387e-36,3.1085463800374599e-37,7.5157514356669818e-39,5.0587498398113558e-43,9.7328087947436018e-29,3.6868592645650572e-41,1.8087297463258793e-35,1.2858358253755222e-19,3.1313641797391977e-25,3.3596511749945462e-23,1.1269491928451688e-17,3.9466144187219585e-33,1.5325077128540302e-45,1.5460795937454996e-36,5.0132730131437464e-40,0.88168480800000004,0.0,0.0094599999999999719,0.10885,1.2563667467526313e-17,1.2047186135177469e-17,1.1067388450071589e-17,4.3344721153238894e-19,3.6355208793812965e-19,1.817308136180725e-19,4.35714647088229e-19,1.5425136956342953e-18,5.1795483772505827e-19,1.1766981135905116e-18,1.2465375559934288e-18,1.6875668482027588e-18,5.7874198226245301e-22,2.1576521658303227e-19,4.3902990651883468e-21,3.5073559839973936e-21,2.9312415349685375e-21,1.4283883050666228e-22,3.8667519724578604e-21,5.5626324543390485e-21,5.9552338519017653e-21,2.1396503140100375e-21
8.388607e-09,0.0021943791888704854,1.8941223549119617e-21,3.1781164600673722e-24,3.3816398642480155e-24,3.2949091088756244e-23,9.1252103058264749e-27,0.0,0.0,4.743447906135243e-18,1.5026694716774594e-23,5.8502018343983909e-35,4.5405913229827083e-36,7.4024491160064769e-35,9.5339173128369494e-63,2.4444418768163953e-43,3.0172364566061198e-36,2.2527939982213262e-20,2.131850018806117e-25,-4.9111745158908212e-57,2.1382117680737565e-50,1.7887845327860855e-35,1.3125793589379191e-36,1.5355278782635389e-38,1.6036387918212415e-41,6.6732516082054218e-28,7.9723365002306647e-40,9.6004419632322131e-35,4.7047702698677064e-19,2.1641268469411708e-24,1.229129998185413e-22,2.0301655827880898e-17,3.7988884738670348e-32,2.2698142939595843e-44,1.6604618385155846e-35,7.8913004986926597e-39,0.88168480800000004,0.0,0.0094599999999999441,0.10884999999999997,2.3083472401588521e-17,2.1356565345106711e-17,1.9641098329752678e-17,5.48636503533984e-19,4.5791864699489722e-19,2.2878179750073295e-19,1.1404092715674566e-18,5.5640304657828327e-18,1.3540915899490166e-18,4.3828132875705325e-18,4.5591014822694644e-18,6.0742820061692887e-18,3.9961186085727965e-21,5.6175981240952351e-19,1.4598619497468246e-20,1.2650182453957859e-20,1.0595557065790604e-20,3.8326914004163327e-22,2.5295307270487552e-20,1.3585576664205699e-20,2.2121892297541693e-20,8.6287264768009145e-21
9.999999999999999e-09,0.0021943791888704854,2.2811972081172505e-21,5.1263246541207059e-24,5.5273154385739963e-24,5.3145157525314951e-23,2.2532845558300064e-26,0.0,0.0,5.7756552026910785e-18,2.4376895646065031e-23,1.9502877073019345e-34,1.0125512609185455e-35,1.5317437582690168e-34,2.2815948708662211e-62,3.7636057250559969e-43,4.4838806063761689e-36,3.125552450595089e-20,4.2452985557720541e-25,1.2822326993016349e-56,3.7811539500203937e-50,3.8996943928015241e-35,1.9896311420873196e-36,1.8464907607975114e-38,9.5879136364647764e-41,1.3163811785284156e-27,3.3982513055378994e-39,1.5837130592984868e-34,6.8837300221140748e-19,4.3094417145553639e-24,1.7979459685098538e-22,2.2866448818797811e-17,8.6020504445806962e-32,6.6144819243921346e-44,4.1815098243761418e-35,2.7711494603271742e-38,0.88168480800000004,0.0,0.0094599999999999337,0.10884999999999997,2.6241990655959371e-17,2.3886583058503405e-17,2.1980054815080263e-17,5.6686004583066591e-19,4.7198187559616888e-19,2.3572786608870645e-19,1.43331368663835e-18,8.0581551224670683e-18,1.7013523669550988e-18,6.4917880764118507e-18,6.6671491275087277e-18,8.7811836830593195e-18,7.9487849604168685e-21,7.0444763107755971e-19,2.07217301845223e-20,1.8474599827698249e-20,1.5503593932916036e-20,4.9040691320248315e-22,5.0180397908578398e-20,1.6652517145739729e-20,3.2852869022026475e-20,1.2480676539447918e-20
