Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383),S(1979),S(986),S(2393),S(1847),S(1351),S(1244),S(174)
1e-12,0.005717764376587323,3.734673783848525e-29,9.3589653987179551e-37,1.8360794010267415e-34,1.3207427273624814e-35,2.7950300392214854e-40,0.0,0.0,1.0330313777911231e-24,3.7726006225896039e-35,6.7901902934828213e-54,2.4443496363880922e-54,2.3327818181326532e-50,8.6335024593985003e-82,2.2332775616555166e-55,1.2358129230105229e-49,9.4083042692901165e-25,1.3956593941022776e-34,1.7923304014390542e-89,1.5925609362477147e-83,1.3341178361531849e-53,1.9844606203360298e-54,4.9080111967254726e-51,9.1961004023969406e-61,1.2807610386539686e-37,9.1570565608696057e-60,2.0907409462192925e-52,1.8364314185287424e-30,1.7656928521134353e-33,1.9228692308860121e-34,1.9454183016205502e-24,1.4806828860470847e-46,1.4018047945237917e-57,1.3100648543070991e-50,5.4490695892975081e-41,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9223468536820571e-24,1.9223393461078167e-24,1.9454150838185534e-24,4.4688892236059614e-25,3.8077095704046095e-25,1.9038548499732906e-25,3.6228593718608855e-29,2.3543640913791002e-29,4.2476367130840073e-29,1.5797235519903129e-29,1.8640875913790295e-29,2.3431389170053961e-29,6.232980825798667e-30,1.8034802098157735e-29,1.5523660510024326e-31,2.4625781601831777e-32,1.9477736540996627e-32,8.1370868122992833e-33,1.1768105789362728e-35,2.5825504748347746e-31,6.1920494700477531e-32,7.1860407226392889e-32,2.1144208225832019e-43,2.737402169971531e-32,1.5650850681694744e-38,2.1761645500190299e-36,5.9919368043688504e-36,1.4924482537417162e-26,9.4082299088204877e-25,1.1491343376145623e-29,1.8290016731561135e-31,2.1450874988201223e-30,1.7012777289532798e-34,4.3225554958289429e-35,3.5888696841728037e-43,2.6849589872642329e-37,3.1479914611372938e-37,7.986740607923419e-39,5.4846458767348864e-39,7.2461090005146145e-49,3.6540173088647621e-49,1.6676033022491591e-50,1.9795350108270141e-40,3.3899821233584649e-40,5.7173514970923374e-56,4.9456632493711377e-58,1.0146003164101334e-34,8.4279061575367377e-39,1.3539954915669855e-39,7.3576407614434393e-42,7.2282271215193258e-42,3.078587236265858e-56,3.1814803521029344e-43,9.9059382809209435e-61,3.455577823116052e-40,1.5113406103647053e-53,3.2499037747694877e-55,3.2718683603476478e-55,2.1948537553441231e-57,3.3064909918860431e-39
1.023e-12,0.005717764376587323,3.820547087074033e-29,9.6840438725370139e-37,1.9001237655663171e-34,1.3668086431210699e-35,2.9094122814191129e-40,0.0,0.0,1.0567843351756888e-24,3.9041842734115802e-35,7.0705182467515853e-54,2.5443788033592686e-54,2.4282444735774052e-50,8.9867956632194993e-82,2.3111707526019303e-55,1.2789165148189238e-49,9.6246327203741268e-25,1.4443382090044436e-34,1.8759427162222387e-89,1.6625848409969703e-83,1.3887130518544496e-53,2.0656680144829315e-54,5.0791374758372068e-51,9.6004734867707226e-61,1.325432343892105e-37,9.5806631050840175e-60,2.1762985776041403e-52,1.9004837606315763e-30,1.827277960829804e-33,1.9899364118818401e-34,1.9901498997013756e-24,1.5412756690770135e-46,1.4634099287808929e-57,1.3696552116248913e-50,5.6718029644222278e-41,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9665480109246905e-24,1.9665402414964113e-24,1.9901465696668329e-24,4.5716392672292514e-25,3.8952575692938107e-25,1.9476288516769585e-25,3.7492183934606338e-29,2.4364812315961729e-29,4.3957868795694849e-29,1.6348223023647465e-29,1.9291045450981367e-29,2.4248645363856357e-29,6.4503792258673886e-30,1.8663824533757153e-29,1.6065098475713795e-31,2.5484695152325498e-32,2.0157093285869993e-32,8.4208971043772157e-33,1.2249681569169215e-35,2.6726237268818512e-31,6.4080200211220686e-32,7.4366774736066369e-32,2.2006345425442534e-43,2.832878231658664e-32,1.6291317434286801e-38,2.2652179152191482e-36,6.2371396438057912e-36,1.5267645554341762e-26,9.6245557663120726e-25,1.1892146263167356e-29,1.8927948658705201e-31,2.2199042889275218e-30,1.7708975791972467e-34,4.4733490057768167e-35,3.7351206423459665e-43,2.7948332127873099e-37,3.2768139591210321e-37,8.3135787912209263e-39,5.7090835794224955e-39,7.5645202354655985e-49,3.8144349156923114e-49,1.7434233988987174e-50,2.0605534399005317e-40,3.5287546393740627e-40,5.981780059672675e-56,5.1744023987941006e-58,1.0499878037048089e-34,8.7727939483510637e-39,1.4094041435538928e-39,7.6587360794764372e-42,7.5240190510067695e-42,3.2210031878029991e-56,3.311736148428614e-43,1.0364090795767959e-60,3.5761028401837534e-40,1.5777590704295732e-53,3.3977208113970848e-55,3.4207014482825116e-55,2.2963846497491396e-57,3.4214888633583005e-39
2.047e-12,0.005717764376587323,7.6438205157718845e-29,3.8523983952558697e-36,7.6073809302143544e-34,5.4701415581112636e-35,2.3297852397330298e-39,0.0,0.0,2.1143102162246626e-24,1.5624961018805267e-34,6.3465451996772067e-53,2.0369193001578577e-53,1.9437102136471285e-49,7.1910819478174951e-81,9.2490188305756971e-55,5.1183339546029051e-49,1.9255854996687986e-24,5.7803530371611016e-34,2.3954279483297163e-87,2.6609839651665316e-82,1.1116426063155848e-52,1.6531596964012989e-53,2.0286625113640615e-50,1.5381672543769691e-59,5.3044812340534954e-37,6.0303534822066516e-58,1.7419914054118046e-51,7.605857004077574e-30,7.3129074900824908e-33,7.9638524110254934e-34,3.9816467574030117e-24,1.233707148303712e-45,2.3086689380253771e-56,4.3101319788011317e-49,4.4717089082379602e-40,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9344353741019727e-24,3.9344042806292716e-24,3.9816334305355964e-24,9.1455897625875293e-25,7.7924838052608576e-25,3.8962421708472176e-25,1.5003503146794944e-28,9.7509387712230331e-29,1.7590920373445543e-28,6.5426940624545153e-29,7.7203993686272724e-29,9.7044470951241089e-29,2.5814915437632302e-29,7.4688277326341262e-29,6.428862122967827e-31,1.0199018714221793e-31,8.066900456454794e-32,3.370046672747812e-32,9.8049679933592665e-35,1.0694112527857152e-30,2.5645241970201589e-31,2.9759979172618355e-31,1.6813308960809528e-42,1.1336690563144237e-31,1.3040229453013455e-37,1.8131700047351829e-35,4.9924016048368313e-35,3.0545593901848027e-26,1.9255547024493894e-24,4.7592960233185823e-29,7.5750789921902826e-31,8.8834571939372886e-30,1.4174640964958377e-33,1.7922198322586295e-34,2.834309710093388e-42,2.2370649569752261e-36,2.6228562185896944e-36,6.6554660643686293e-38,4.5681644004129258e-38,1.1898717370475281e-47,5.8514582430311728e-48,5.3526616361491351e-49,1.6525196371358566e-39,2.8374658777036851e-39,3.6741698658932874e-54,3.1804062840473912e-56,4.2018053296318017e-34,7.0219877973908454e-38,1.1282044609655748e-38,6.1316514847005012e-41,6.0217618914123347e-41,2.0275092712795123e-54,2.6680435808939329e-42,6.3676087918989527e-59,1.4311068714020042e-39,2.4889377773218028e-52,1.0651074843195976e-53,1.0795166820325164e-53,1.439866342938012e-55,1.3471821532689775e-38
4.095e-12,0.005717764376587323,1.5290545850236046e-28,1.536722985256956e-35,3.0460664492893495e-33,2.1886591930272967e-34,1.8657229325978411e-38,0.0,0.0,4.2293736131432525e-24,6.2516418584596287e-34,6.2561175820465973e-52,1.6303012765388388e-52,1.5553206549649954e-48,5.7502060531159063e-80,3.7001625745136443e-54,2.0478545667689067e-48,3.8517913199683038e-24,2.312720602827775e-33,3.0493098783627464e-85,4.2560878041393261e-81,8.8957121775943219e-52,1.3223111041663021e-52,8.0844770132263991e-50,2.4643070019884105e-58,2.1223231030960021e-36,3.7324617100153025e-56,1.3938351333452807e-50,3.0430845609151875e-29,2.9258959959808289e-32,3.1863177984610647e-33,7.9645137450731636e-24,9.8715604012737692e-45,3.5897875201757899e-55,1.3336191995916486e-47,3.4734519360932206e-39,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.870109987632981e-24,7.8699855856101358e-24,7.9644604257493953e-24,1.8290850949863695e-24,1.5584685202797339e-24,7.7923436741931214e-25,6.0019784143618379e-28,3.9013150751752772e-28,7.0370448255641354e-28,2.6177405999693529e-28,3.0889128078558181e-28,3.8827131325542497e-28,1.0328553474688955e-28,2.9878165478296249e-28,2.5717777697608924e-30,4.0805073128943116e-31,3.2274696181591318e-31,1.3483073627575305e-31,7.8451121453985374e-34,4.277170122980841e-30,1.0260548144395044e-30,1.1905231928167661e-30,1.2326708064406766e-41,4.5352470519474801e-31,1.0434062561785685e-36,1.4507942152543853e-34,3.9945496106674362e-34,6.1100426715575712e-26,3.8516681033454594e-24,1.9041692577769274e-28,3.0307650994446572e-30,3.5536563433322913e-29,1.1341213499547751e-32,7.1862850881353339e-34,2.0534903349397998e-41,1.7899224129863335e-35,2.0986020584219674e-35,5.3268355348508107e-37,3.652605894357535e-37,1.8398006299753592e-46,8.640775039845256e-47,1.582867662049122e-47,1.3273206853795329e-38,2.2910172955373811e-38,2.1742181261726561e-52,1.884574793650357e-54,1.6808817428296013e-33,5.6184247259387196e-37,9.0282287772505787e-38,4.9082684653636317e-40,4.8170512415595572e-40,1.2550142860198817e-52,2.1623282461284913e-41,3.7701028603222361e-57,5.7252451302334472e-39,3.8717200676431654e-51,3.271527187245502e-52,3.3600590158673915e-52,8.8467025289276473e-54,5.2207989645944963e-38
8.191e-12,0.005717764376587323,3.0584710268865763e-28,6.1384994461399621e-35,1.2204393570791375e-32,8.7560163455259193e-34,1.4949255872604311e-37,0.0,0.0,8.4595469433241623e-24,2.5009998192169804e-33,7.3524852623885434e-51,1.3048649180626354e-51,1.2442494309330866e-47,4.5938127913971152e-79,1.4799272840266806e-53,8.1923491172512286e-48,7.7040484268942898e-24,9.2518813526882252e-33,3.8622422062070206e-83,6.8016473850506e-80,7.1174178182154675e-51,1.0570176197255319e-51,3.2086594016385626e-49,3.9504953168925278e-57,8.4902004741775286e-36,2.2402530309901796e-54,1.1149459828593353e-49,1.2173487793885369e-28,1.1704847759511045e-31,1.2746476142446369e-32,1.5929740841704583e-23,7.8966689585445675e-44,5.4342832989962434e-54,4.000707370512761e-46,2.6246555044762156e-38,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.5741058783773549e-23,1.5740561146223498e-23,1.5929527553411164e-23,3.6570820238888158e-24,3.116008892509116e-24,1.5580048751455371e-24,2.4003095092946648e-27,1.5606642921534254e-27,2.814252965787856e-27,1.0472150370490906e-27,1.2356819136872749e-27,1.5532222217435246e-27,4.1318673283420031e-28,1.194885263428027e-27,1.0284931397929575e-29,1.6322812316920355e-30,1.2910479595636666e-30,5.3934191348596887e-31,6.2750299076072676e-33,1.7098164663654172e-29,4.1045671329652746e-30,4.7612132823056668e-30,8.4373830716956544e-41,1.8138424839649546e-30,8.3464219528584967e-36,1.160515866229016e-33,3.1951784230424739e-33,1.2220583684694864e-25,7.7035555321751184e-24,7.6172899382709431e-28,1.2124163227295113e-29,1.4211226350707063e-28,9.0712081346164171e-32,2.8873089236658638e-33,1.3800329131885487e-40,1.4317134943045784e-34,1.6786184999139905e-34,4.2634450248719643e-36,2.9176728982870593e-36,2.7567303199372434e-45,1.1969962272207852e-45,4.3953824796842517e-46,1.0698414216501544e-37,1.8655797625055565e-37,1.2086457426679746e-50,1.0504650723086057e-52,6.7221613299898296e-33,4.4940122203676308e-36,7.2234172407433632e-37,3.9295277750205724e-39,3.8513029833067845e-39,7.5335194782255453e-51,1.7736699793947324e-40,2.098049494917092e-55,2.2898520476074919e-38,5.8767486154832115e-50,9.6842379316885268e-51,1.0208526134911339e-50,5.2390349460451094e-52,1.9643547348779241e-37
1e-11,0.005717764376587323,3.7340014134233288e-28,1.0201545171539462e-34,2.032294290633417e-32,1.4557581844220551e-33,3.8134335896592061e-37,0.0,0.0,1.0327845747407696e-23,4.158023445217116e-33,3.2656332630936745e-50,3.3235492950816027e-51,3.1670521158156893e-47,1.1670634493136384e-78,2.4598431752841605e-53,1.3619744287897949e-47,9.4052627941588302e-24,1.5381186900208378e-32,1.1021484737880665e-81,2.926842091423886e-79,1.8119468888169481e-50,2.687573920341867e-51,5.2903484775266749e-49,1.7084871840464632e-56,1.4114882596110003e-35,2.9896104367793034e-53,2.8375496294832773e-49,2.0238045596067046e-28,1.9459226063411112e-31,2.1190623220142121e-32,1.9447138830908252e-23,2.0097911534012659e-43,2.155774012172422e-53,2.8234297833927748e-45,6.2156174400043796e-38,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9216912729219512e-23,1.9216085453213846e-23,1.9446784261891691e-23,4.463486508089546e-24,3.8031032394622322e-24,1.9015523322773955e-24,3.989189426773243e-27,2.5945398454183576e-27,4.6771418814969554e-27,1.7409976223452672e-27,2.054283010578211e-27,2.5821665904602241e-27,6.8691996964037167e-28,1.9858344711510101e-27,1.7092817738259854e-29,2.7134830234030414e-30,2.1462180660595828e-30,8.9658276844710395e-31,1.5968542935600351e-32,2.8403779597420493e-29,6.8236453809630166e-30,7.9130231133987745e-30,1.8107604459518192e-40,3.014702056558614e-30,2.1241807567440058e-35,2.9535224857210754e-33,8.1312884233119726e-33,1.4918930626970636e-25,9.4044434043446299e-24,1.2663320129418329e-27,2.0155970641907819e-29,2.3617354035725546e-28,2.3083374263824638e-31,4.8221707867931753e-33,2.9178524868146796e-40,3.6434508123512789e-34,4.2717791881054583e-34,1.0858998849103273e-35,7.4110570034549193e-36,1.078527966936938e-44,4.2635815079568169e-45,2.7976062237732478e-45,2.751226278695511e-37,4.8638318734297413e-37,1.4463863345611291e-49,1.263435400827599e-51,1.1171853598256441e-32,1.1436363457103339e-35,1.8389227728342015e-36,1.0012390212290522e-38,9.7947696652464399e-39,1.0054734707541687e-49,4.669125803543853e-40,2.515799018060456e-54,3.8059919798199574e-38,2.3519808898590858e-49,6.6998198885683388e-50,7.3846904639045609e-50,6.8436572135060407e-51,3.079315552408241e-37
1.6383e-11,0.005717764376587323,6.1175892836632887e-28,2.4537875113620713e-34,4.8968990672375986e-32,3.5028224507663236e-33,1.1994216662799823e-36,0.0,0.0,1.6920079725553183e-23,1.0004779556194923e-32,1.2194016776274612e-49,1.0446414070378484e-50,9.9516013350559602e-47,3.6640978839295425e-78,5.9174457921423657e-53,3.2770138635182639e-47,1.5407944555490813e-23,3.7008250089717009e-32,4.8547669304862593e-81,1.0854172961341445e-78,5.6939862464463799e-50,8.4409409003496425e-51,1.263552336497488e-48,6.3429109181515323e-56,3.3961397789197316e-35,1.2747891204209512e-52,8.9157027949894215e-49,4.8693585922946899e-28,4.6820307718355328e-31,5.0985532450065816e-32,3.1858167777888355e-23,6.3149614883494573e-43,7.8448853941222607e-53,1.1374176490301439e-44,1.8886214473987932e-37,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.1481354815334267e-23,3.1479364420333467e-23,3.185731470425279e-23,7.3088595443821121e-24,6.2274941828573313e-24,3.113748804843816e-24,9.595502590546467e-27,6.2425374443625556e-27,1.1250287237478812e-26,4.1889878058419451e-27,4.9426914138147185e-27,6.2127646587403178e-27,1.6527791462759666e-27,4.7766740471022537e-27,4.1114232061271547e-29,6.5284697765768104e-30,5.1636590775374313e-30,2.1570959675719926e-30,5.0171800900044685e-32,6.8295288786049771e-29,1.6417828054799153e-29,1.9034085662800264e-29,5.2228678599082167e-40,7.2518975523382309e-30,6.6742772950455026e-35,9.2800903421156613e-33,2.5548198391095382e-32,2.4439963536061982e-25,1.5405973137931137e-23,3.046808005760724e-27,4.8495952249134401e-29,5.6806581793311475e-28,7.2524864812600792e-31,1.1649270439828894e-32,8.3440008220582343e-40,1.1447496860495049e-33,1.3421665684913712e-33,3.4131204520782879e-35,2.3265822477908447e-35,3.9113765295364572e-44,1.5083931893218325e-44,1.1117975427511324e-44,8.6839402325487492e-37,1.5443070803241274e-36,6.1234484661027051e-49,5.3507744322416274e-51,2.6872453790819051e-32,3.5932232967376425e-35,5.7787441295142528e-36,3.1475580337826224e-38,3.0766106221808507e-38,4.2874373267678319e-49,1.4885651246077751e-39,1.0652427066526078e-53,9.1556443774496779e-38,8.5772796066681546e-49,2.6922872004065782e-49,2.9839293559089119e-49,2.914271082751844e-50,7.0134199737990684e-37
3.2767e-11,0.005717764376587323,1.2236966275232349e-27,9.8124569574166867e-34,1.9706739263858754e-31,1.4013241190856865e-32,9.6499446948353815e-36,0.0,0.0,3.3841889589464628e-23,4.0021433080451841e-32,3.2566603995668527e-48,8.367869746533076e-50,7.9565423020775563e-46,2.9135931387908734e-77,2.3649375627970587e-52,1.3106952544892349e-46,3.0813264867095896e-23,1.4802427098339793e-31,6.0449769168592175e-79,1.7274182319420477e-77,4.5547506422447735e-49,6.7277891018197538e-50,4.901254163876393e-48,1.0217627044679297e-54,1.3583702748725768e-34,6.6745516680047169e-51,7.1262013129614937e-48,1.9475231052019875e-27,1.8727018599315445e-30,2.03919142113383e-31,6.3706914683472748e-23,5.0475977211604596e-42,1.0486923682705912e-51,2.9735938833604166e-43,1.255705548022245e-36,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.2955541939025474e-23,6.2947582381471658e-23,6.3703503359841025e-23,1.459558832053029e-23,1.2436116269732583e-23,6.218064970711216e-24,3.833244954338761e-26,2.4966742119655674e-26,4.4943040564415265e-26,1.6755325082668537e-26,1.9768535827441594e-26,2.4847626602368105e-26,6.61072554111205e-27,1.9081929745712071e-26,1.6423725736208236e-28,2.6106084576066882e-29,2.0648355044329775e-29,8.6253674362339628e-30,4.0087434323600244e-31,2.7237858964210648e-28,6.566135269614663e-29,7.6042887388336295e-29,2.8627928223419506e-39,2.8977020736339056e-29,5.3342322896505483e-34,7.4167762848461761e-32,2.0415089554320271e-31,4.8871914731837264e-25,3.0805381260716729e-23,1.2185172727160936e-26,1.9395916480094639e-28,2.2689802337193361e-27,5.7941701224330124e-30,4.7391649674799321e-32,4.4703401039240775e-39,9.1470300647812227e-33,1.0724473604873616e-32,2.7339401545501014e-34,1.8490865714655733e-34,5.0967398833206108e-43,1.6914067342583333e-43,2.5058534202159768e-43,7.1447641619877759e-36,1.3174655587473113e-35,2.7653485616207993e-47,2.4423955332668719e-49,1.0734998950931034e-31,2.8710772381267043e-34,4.6224823851051598e-35,2.5240387836505245e-37,2.453966356948614e-37,2.2450801097724719e-47,1.3016479128993255e-38,4.8315065214918855e-52,3.6588926821659567e-37,1.1884411222318633e-47,6.8085766432212184e-48,8.284379604775198e-48,1.4747041336144863e-48,2.3005845129188768e-36
6.5535e-11,0.005717764376587323,2.4480274064142371e-27,3.9248687773640951e-33,7.9774993899262165e-31,5.6065809695043408e-32,7.8067191609440238e-35,0.0,0.0,6.7688485011720703e-23,1.6009639501813024e-31,1.1761973901364071e-46,6.7102176934945591e-49,6.3573000725977243e-45,2.3029946992660736e-76,9.4429978247792469e-52,5.2410480906265774e-46,6.1614020870476298e-23,5.919982249946392e-31,7.4671888803199798e-77,2.7345581348251807e-76,3.6428911776496103e-48,5.3423985581901358e-49,1.8479864543825092e-47,1.6567214081661733e-53,5.4325296725198229e-34,3.1285735315482175e-49,5.6931395815660631e-47,7.7879484275370604e-27,7.4895566584116666e-30,8.1545273733042466e-31,1.2737199711148287e-22,4.0308696880556547e-41,1.2590757534161735e-50,6.9543658985191886e-42,7.4787198720219083e-36,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2587830685195963e-22,1.2584648635325366e-22,1.2735836024820698e-22,2.9102052042840277e-23,2.4796231816686441e-23,1.2398143108628799e-23,1.5292727339097993e-25,9.9834822322190094e-26,1.7930021597386222e-25,6.70129562848947e-26,7.9052433792635893e-26,9.9358188176611646e-26,2.643847761333304e-26,7.6126584200206517e-26,6.5516633091632239e-28,1.0435701859945619e-28,8.2539250150277389e-29,3.4475710222363177e-29,3.1988406446160109e-30,1.0830921063416897e-27,2.6255300689074199e-28,3.0341158683555624e-28,1.3965409972230128e-38,1.1565877422386165e-28,4.2588582487680213e-33,5.921450402508816e-31,1.6293713062043794e-30,9.770858470801136e-25,6.1582504491505654e-23,4.8721835631081361e-26,7.756014453690686e-28,9.0493083856904217e-27,4.6226051401376454e-29,1.9589479305059997e-31,2.1506081147798653e-38,7.2997210984966067e-32,8.5585882803671253e-32,2.1924974718472096e-33,1.4600876505832212e-33,5.9324611652481454e-42,1.6914204351068712e-42,5.0394210036812017e-42,6.0255864917356702e-35,1.1826584576018795e-34,1.1139102307182694e-45,1.0047869277169418e-47,4.282645202924592e-31,2.2911486561208554e-33,3.6969535596324112e-34,2.0286487536143132e-36,1.9515059966571675e-36,1.0523582416369227e-45,1.2170075284965841e-37,1.9632303381451793e-50,1.4608022114282941e-36,1.5674937163817956e-46,1.527378692947972e-46,2.1894662763514831e-46,6.6158507334152867e-47,6.7097715785622076e-36
9.999999999999999e-11,0.005717764376587323,3.7367187553779119e-27,1.0118725834305369e-32,2.0960810212199509e-30,1.4457086288997251e-31,3.7272460121259368e-34,0.0,0.0,1.0329419237237777e-22,4.1271424841239578e-31,2.4101889019810468e-45,3.1532735003044379e-48,2.9692866509683927e-44,1.0554914624481441e-75,2.4270403574945051e-51,1.3498076498068305e-45,9.398911683408001e-23,1.5255372271498122e-30,4.8723391028011959e-75,2.3826798539597009e-75,1.704524420094172e-47,2.4680227390473165e-48,4.3598285208433221e-47,1.5092639602643968e-52,1.399905570452282e-33,6.9895142502558355e-48,2.6637222565757663e-46,2.0065444006578449e-26,1.9300053280628877e-29,2.1009952707930794e-30,1.9426607729449381e-22,1.8808695649515257e-40,7.6249800141818975e-50,7.9129596986599438e-41,2.4216086128942218e-35,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9200590930126082e-22,1.9192396231016257e-22,1.942309619175848e-22,4.4220151974985037e-23,3.7677388748189994e-23,1.883876389085097e-23,3.9250908708025542e-25,2.572022097462874e-25,4.6019889138420795e-25,1.7269917696725944e-25,2.0367673736052442e-25,2.5597289519503955e-25,6.8130032122288796e-26,1.9538627789515586e-25,1.6813349687984842e-27,2.6871200278032831e-28,2.1252893836988251e-28,8.8757828269472681e-29,1.4906120375593321e-29,2.7652216530204876e-27,6.7637732731782421e-28,7.7890776211207557e-28,3.9407447169224332e-38,2.970846116607729e-28,1.9865044650915885e-32,2.7619126107150135e-30,7.5952518691539765e-30,1.4901714617116652e-24,9.3907955065523319e-23,1.2550767353364678e-25,1.9982247563475e-27,2.3214631623376136e-26,2.1532692122045627e-28,5.3140727501086014e-31,6.076488299928276e-38,3.4021443915389097e-31,3.9888581506053067e-31,1.0307969453145258e-32,6.6797527973392111e-33,3.4977989514677226e-41,8.94405445986517e-42,5.1133709976661834e-41,3.0715255142966486e-34,6.5789450425175151e-34,2.2074918411949587e-44,2.0724208583976589e-46,1.0991665673317071e-30,1.067746024636259e-32,1.729726680573734e-33,9.5747154705657172e-36,9.0397142313325406e-36,2.3506395284764634e-44,7.1502883487930435e-37,3.9583003851909372e-49,3.7538949215636859e-36,1.138063023658084e-45,1.667276427502471e-45,3.0781782899272573e-45,1.4097911799502992e-45,1.2204366880077852e-35
1.31071e-10,0.005717764376587323,4.8985040129914441e-27,1.5702632191950007e-32,3.2665567228269541e-30,2.2436022914036108e-31,6.3836511691778975e-34,0.0,0.0,1.3539356661880098e-22,6.4045512532558986e-31,4.4769933837033827e-45,5.3910812337297186e-48,5.0730423009515805e-44,1.7994212578822563e-75,3.7637655107322879e-51,2.0941979868084902e-45,1.2317601968291597e-22,2.3671443745736739e-30,9.197547807461918e-75,4.2841944386591524e-75,2.9127777518414788e-47,4.2113730354287652e-48,6.6243126307230248e-47,2.7205432703488878e-52,2.1721978389576213e-33,1.300867590555326e-47,4.5518801048328896e-46,3.1133892146325877e-26,2.9947490986966067e-29,3.2599417979138732e-30,2.5457264817412043e-22,3.2131249847934274e-40,1.3363990932105935e-49,1.4419724837605954e-40,3.9305211530618451e-35,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.5162148265690388e-22,2.5149434546574413e-22,2.5451816941705495e-22,5.7849471081083117e-23,4.9290051653129706e-23,2.4645133492604206e-23,6.0849767066184491e-25,3.9907257372870814e-25,7.1343558784945844e-25,2.6797776576231983e-25,3.1602844884051473e-25,3.9716470026596879e-25,1.0571593927875957e-25,3.0290166866247844e-25,2.606449889664193e-27,4.1688184794161885e-28,3.2971766904364871e-28,1.376944216204589e-28,2.546050565112491e-29,4.2817006068825786e-27,1.0494495878717158e-27,1.2075786358105156e-27,6.2344036107213802e-38,4.6064422851852054e-28,3.3934385074567021e-32,4.7180085974230086e-30,1.2973632109148376e-29,1.9527300902396482e-24,1.2305010143967981e-22,1.9473189432200049e-25,3.1004481393566654e-27,3.5985000354498521e-26,3.6777529279012499e-28,8.3387958973557353e-31,9.6157606989634212e-38,5.8111699236545829e-31,6.8133299901970326e-31,1.7624256408923922e-32,1.1385402464388548e-32,6.1163209632045898e-41,1.5482472907080176e-41,9.2688784767884301e-41,5.2973566318431246e-34,1.1443823048608151e-33,4.097175535374673e-44,3.850172636380087e-46,1.7040003843506097e-30,1.8237915415966566e-32,2.9558265873479294e-33,1.637767032222384e-35,1.5429899000216876e-35,4.3749232509979237e-44,1.2499279161717209e-36,7.3498105631864919e-49,5.8211713932484913e-36,2.0227401303434303e-45,3.032668202986894e-45,5.6558422092389704e-45,2.6211073201173179e-45,1.7157872483251875e-35
