Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975)
9.999999999999999e-10,0.0030257426929553915,1.2439029698122505e-20,3.852231349292056e-24,1.1698508402184522e-22,2.9834636815018288e-23,5.132122805820991e-25,0.0,0.0,4.3862245920414117e-18,2.8040153010624255e-24,1.5596997816088809e-32,8.2601930156220991e-36,4.3818815764909483e-33,1.2912358451856059e-57,9.7385050789929979e-39,1.3466956234493398e-34,5.370365456141411e-17,9.0499386496564427e-23,3.7147824213689188e-54,1.2874088764706036e-57,2.1697734972969785e-35,1.1944140903810208e-35,1.1288214962403932e-36,7.0479160456012718e-38,4.9497220266737471e-25,2.7482318671508929e-34,1.0320474268901279e-34,2.6814329465595466e-19,1.0199670655114724e-21,9.4089830800675801e-23,8.0879912767493314e-17,1.6324598240449393e-29,3.6656453613923288e-38,3.4324542909319587e-29,4.3508144446486702e-29,0.88168480800000004,0.0,0.0094599999999997672,0.10884999999999999,9.2314727633480974e-17,9.1492756772742086e-17,8.0359081182427771e-17,1.5243094887218752e-18,1.2703559024154078e-18,6.3531584963147268e-19,2.5039845355870184e-19,1.9743911130445402e-18,2.9915921719113477e-19,1.4222040476662215e-18,1.3964530417360508e-18,2.2461158354585864e-18,7.8171192668594457e-19,1.240777460136526e-19,1.1270290807248379e-20,9.070430080752542e-21,7.2359632575613739e-21,4.6613168497359525e-21,1.7202247384519921e-21,1.7280394581530014e-20,1.4274269295840977e-20,8.5543946371819229e-22,8.991099287994112e-31,1.8689833469410199e-21,2.85678102611037e-24,2.9749102376569168e-22,1.4114526976698829e-22,1.2144129066804407e-19,5.2393260999509223e-17,1.3209101903509242e-18,3.0448427696254491e-21,6.0573340054860073e-19,9.8746768699224598e-20,1.9489544954247057e-23,6.0796228269185372e-31,1.652374828907492e-23,1.9745043914423416e-23,7.2004576692087655e-25,4.5252536136286323e-25,6.8305584124624817e-31,9.9064973558762884e-32,9.1122189504372399e-30,2.6936723985626705e-25,5.7448002228700286e-25,5.3604726285983303e-32,2.1176566029018873e-33,3.5916255040968121e-24
1.0485750000000002e-09,0.0030257426929553915,1.312228377578981e-20,4.1497594365071967e-24,1.2603675629181899e-22,3.2151201396900414e-23,5.5915204596878541e-25,0.0,0.0,4.6035748702532402e-18,3.0146507784057704e-24,1.7141634786430567e-32,8.9990847914657364e-36,4.7661414504564971e-33,1.4118175738664879e-57,1.0445775682371182e-38,1.4456511883287633e-34,5.6293078044494907e-17,9.72429789700403e-23,4.0912458799800031e-54,1.4081104835678604e-57,2.3613102515325433e-35,1.2965742954598584e-35,1.1972202167423383e-36,7.7232086316422447e-38,5.3182882052940578e-25,3.0206996224762079e-34,1.1222566715898691e-34,2.8810104957630253e-19,1.095969947799045e-21,1.0109581065925491e-22,8.476988517878363e-17,1.7746462783099485e-29,4.0277912862039622e-38,3.7625249477567219e-29,4.7712793600861203e-29,0.88168480800000004,0.0,0.0094599999999997551,0.10884999999999999,9.6761146922325204e-17,9.5878198010862263e-17,8.4210454367688796e-17,1.5912597337068576e-18,1.326109687496447e-18,6.6320210552968141e-19,2.6850264821458536e-19,2.1212158614114207e-18,3.2077693752876786e-19,1.5282129466298164e-18,1.5004293204409787e-18,2.413148025780284e-18,8.3995422137842841e-19,1.3304059363202009e-19,1.2111039766743394e-20,9.7449364438335552e-21,7.7741241107111309e-21,5.0081918444191696e-21,1.8716839290418034e-21,1.849333088781061e-20,1.5339580838485265e-20,9.2373543573729475e-22,9.7036275628340608e-31,2.0129412708756243e-21,3.1141699866455913e-24,3.2403426255582502e-22,1.5394429554436233e-22,1.2726772813282803e-19,5.4885660929406036e-17,1.4189338441241115e-18,3.2713464298665349e-21,6.4943262318890868e-19,1.0732363975671966e-19,2.1202573621960459e-23,6.6179146173804465e-31,1.796274451765913e-23,2.146419568588135e-23,7.8825911796662454e-25,4.9271528315420658e-25,7.4474207423238548e-31,1.0845712242826703e-31,1.0009038588477363e-29,2.9492220273582354e-25,6.2911705813670821e-25,5.8961764544340114e-32,2.3312481589815172e-33,3.8702251178633117e-24
2.0971510000000003e-09,0.0030257426929553915,3.2293873390968304e-20,1.9555076060272066e-23,6.3212785032651138e-22,1.5521837569627952e-22,5.532897833234054e-24,0.0,0.0,9.5528881249980233e-18,1.2450002685276948e-23,6.858868936817566e-31,7.9291481718306141e-35,3.544464189406628e-32,1.6915190872012033e-56,3.6434337675807443e-38,5.3695087832848662e-34,1.1103202680452374e-16,3.843759881552088e-22,6.3273034410157617e-52,1.7221158737827289e-56,1.894467179949244e-34,7.7371311126157349e-35,3.1513656356414356e-36,1.5440533392632582e-36,2.0938812464664554e-24,1.2360632824233005e-32,8.0534272484169051e-34,1.131739603002289e-18,4.3319842922511806e-21,3.9800792870249308e-22,1.6642307008300413e-16,1.2288565220761988e-28,1.3611379696545038e-36,7.640064767937342e-28,1.0887609677639153e-27,0.88168480800000004,0.0,0.0094599999999995087,0.10884999999999996,1.9047647850806004e-16,1.8706977455502922e-16,1.6427603309502398e-16,2.725671540260197e-18,2.2672602311819469e-18,1.133970223043199e-18,9.2126226216588645e-19,8.2933305111884621e-18,1.0981995506580187e-18,6.0435234645525255e-18,5.9057229804327016e-18,9.4347728444086952e-18,3.3178341783417212e-18,4.5456500789970965e-19,4.8162910121551889e-20,3.8158652149172898e-20,3.0462807525581002e-20,1.9683635158228787e-20,1.460398788753736e-20,5.7271681004682424e-20,6.1062739252244165e-20,4.4002769540775371e-21,5.1240745864455789e-30,9.147497893032844e-21,3.1473864035859413e-23,2.8672631807604365e-21,1.4365027768260814e-21,2.4855407950573921e-19,1.0565544286202615e-16,5.4867136178337949e-18,1.280485254250771e-20,2.2042210105196057e-18,7.218210296222842e-19,1.8111972059782531e-22,5.5773178363642534e-30,1.2454415606999909e-22,1.4851559362262106e-22,1.2640486426238709e-23,4.2475443416470185e-24,7.5958819331369317e-30,1.7481856858318994e-30,3.2092956834760488e-28,4.8628461284441851e-24,1.0573039028360171e-23,2.9143599508127415e-30,2.1275651718962431e-31,1.8649092328065397e-23
4.194303e-09,0.003025742692955392,8.5514573674280652e-20,9.8824851035644808e-23,3.8703594888403892e-21,8.0698515610737403e-22,6.6438881307611958e-23,0.0,0.0,2.0431590284644366e-17,5.2810412734841845e-23,3.0211882082281807e-29,6.7662296020714232e-34,2.4735625991116669e-31,1.71490463036496e-55,1.1473902714448195e-37,1.9194094789100943e-33,2.1607397180383235e-16,1.5019854791119553e-21,1.0320738125482773e-49,1.9414844369460362e-55,1.5089855359568901e-33,4.0173585388616062e-34,9.2753079337141198e-36,3.7150275265993311e-35,8.1177757461324063e-24,5.5230302894744125e-31,5.2966852195043346e-33,4.3705360080608759e-18,1.6926881320616193e-20,1.5432267588030922e-21,3.2095495925503818e-16,7.6634279460268388e-28,4.5207209873429266e-35,1.6948195437405993e-26,2.6756952504780592e-26,0.88168480800000004,0.0,0.0094599999999990161,0.10884999999999982,3.6925933062034062e-16,3.5656306238900625e-16,3.130343858191066e-16,4.2564087279887908e-18,3.5217048320658609e-18,1.7608284850801965e-18,2.8541925252136905e-18,3.1733021653081913e-17,3.3922799846255518e-18,2.3584166272631437e-17,2.2888032196679565e-17,3.60990323789231e-17,1.2946893225049652e-17,1.3975967782836469e-18,1.9041396381064447e-19,1.4707099465229579e-19,1.1756684469245511e-19,7.6407394093197659e-20,1.1124690725155452e-19,1.5745758603602494e-19,2.4104261839180686e-19,1.848339917116011e-20,2.9656776658888432e-29,4.2241463403404239e-20,3.4932907822459984e-22,2.5306928154628951e-20,1.1672978215049818e-20,4.7383359404900578e-19,1.9639228651063834e-16,2.0567217972789093e-17,4.9034192979698448e-20,6.6867276632479146e-18,4.2869932508022825e-18,1.6236732612428512e-21,4.2859319087067923e-29,7.8495081909362276e-22,9.3342561103354427e-22,1.8979949291661218e-22,3.6832632430597124e-23,8.469852244722264e-29,2.6318048996887854e-29,9.6409449783564652e-27,8.2397842799183903e-23,1.8102796907822482e-22,1.2021292594251932e-28,1.6700000707372666e-29,9.7413863637849509e-23
8.388607e-09,0.0030257426929553937,2.3379840737356463e-19,5.2088865317454699e-22,2.9319395334540631e-20,4.3708697360543456e-21,9.8920929210639363e-22,0.0,0.0,4.5751560600034327e-17,2.3356498461009576e-22,1.426581901404483e-27,5.4457675732776888e-33,1.554227185253447e-30,1.4306678265927914e-54,3.1271493196737723e-37,6.6483494608989766e-33,4.098650782569634e-16,5.7423553314100296e-21,1.6692192933160052e-47,-3.8316754883881717e-47,1.1796504731836201e-32,1.8073671429810605e-33,3.9231144217156222e-35,1.0893555739269976e-33,3.0553239014861672e-23,2.6195727484593666e-29,3.0496505027220051e-32,1.6355714472365321e-17,6.4708744292510131e-20,5.8144430340068059e-21,5.9851794605387447e-16,4.131790877649861e-27,1.4242858396947046e-33,4.0142035074245327e-25,6.5287622689807627e-25,0.88168480800000004,0.0,0.0094599999999980307,0.10884999999999936,6.9533380327144858e-16,6.5100263405330572e-16,5.7138983537117595e-16,6.0716945503253947e-18,4.9589275406168352e-18,2.4735241912531729e-18,7.7941853679159818e-18,1.1669495816695187e-16,9.2350124814646344e-18,8.9668247837142578e-17,8.6154782150064834e-17,1.3271547345732572e-16,4.936168842531854e-17,3.7641951637281746e-18,7.4424982688309279e-19,5.5305499586253306e-19,4.4325148916679599e-19,2.914896418909185e-19,8.1015225211348349e-19,3.8951322079675463e-19,9.3367440850156224e-19,6.4590813295499222e-20,1.8173925330450204e-28,1.9105802537183317e-19,4.1472132386961821e-21,2.1143934987512537e-19,7.6414820709464828e-20,8.6368527943740784e-19,3.4317068809955878e-16,7.2970683473997531e-17,1.802407699762968e-19,1.7573965137947594e-17,2.1443923122029673e-17,1.4533448828658133e-20,2.7250825259203528e-28,4.3918076823072572e-21,5.2070432602713051e-21,2.408193777752402e-21,3.0452525947542584e-22,1.0079059029661917e-27,3.3436494839639328e-28,2.4522824854462085e-25,1.350151970260733e-21,2.9826248439167894e-21,3.7625957337597941e-27,1.00340833837044e-27,5.3811432078464464e-22
9.999999999999999e-09,0.003025742692955396,3.0576786220003311e-19,9.3355670478587424e-22,7.1769496651667911e-20,7.934183970109216e-21,4.015792001341733e-21,0.0,0.0,5.7768136055634056e-17,3.979581606673824e-22,1.4228664211854922e-26,1.2440625322186392e-32,2.8665345083535028e-30,2.8981800553453553e-54,3.9027416066110131e-37,1.004880937711473e-32,4.7369367185830163e-16,8.6927678553031578e-21,4.9164550651563583e-46,-1.0452454852038665e-47,2.6631301706046683e-32,2.8245486380615369e-33,9.235286028739647e-35,7.706062391268496e-33,4.5594802929459554e-23,2.6016740927555353e-28,5.2943988499795565e-32,2.4353035732349609e-17,9.7948078654066751e-20,8.696245865754334e-21,6.8545778373981118e-16,6.9292875977956743e-27,8.9682000437600854e-33,2.1652834354991222e-24,3.3740231098889983e-24,0.88168480800000004,0.0,0.0094599999999976526,0.10884999999999906,8.0039788164785247e-16,7.3809714902981845e-16,6.4790518050787229e-16,6.5130140445723776e-18,5.2878000332510716e-18,2.6313336816978441e-18,9.9184967947674632e-18,1.7128804142770263e-16,1.1742448377299244e-17,1.3492063063003684e-16,1.2874338693508811e-16,1.9471578061236196e-16,7.453083760443447e-17,4.7475805244459208e-18,1.1482346343918534e-18,8.3199536527973395e-19,6.6840655598374181e-19,4.4482636476913789e-19,1.7013305310635391e-18,4.882191222368877e-19,1.4250841242199915e-18,8.8498405336213609e-20,3.5952265503559766e-28,3.1173106617697081e-19,1.2887474427290118e-20,4.7342181834091042e-19,1.3691336283449882e-19,9.797740484911342e-19,3.8166797918922998e-16,1.0448392901135029e-16,2.647940851584419e-19,2.1881622815374632e-17,3.4133765217283749e-17,3.56940280555795e-20,4.843592465633492e-28,7.7436151174264018e-21,9.1696021636263128e-21,6.6751823176662567e-21,6.7935335057796012e-22,3.1348372053820961e-27,9.2724318319524774e-28,1.165010642137429e-24,4.9373571047020162e-21,1.0931216140454143e-20,1.9834648479240064e-26,9.3109430452688724e-27,1.0023973853073621e-21
1.6777215e-08,0.003025742692955396,6.0845781355998385e-19,2.6691606880482237e-21,2.5030661540417285e-19,2.2920811488504916e-20,1.6745027970326588e-20,0.0,0.0,1.0830758572826048e-16,1.0893648495837958e-21,6.8071807545367899e-26,4.1859677570005753e-32,8.3858515680177574e-30,9.070259671792319e-54,7.1647364650442933e-37,2.4350502353983925e-32,7.4214469652074851e-16,2.110164639276509e-20,2.4892095527233964e-45,1.0673953271795407e-46,8.9023659483183626e-32,7.102622134832251e-33,3.1577277769858888e-34,3.553468315174661e-32,1.0885678345529745e-22,1.24420816867374e-27,1.4735386970356834e-31,5.7988260412476989e-17,2.3774644902377626e-19,2.0816564979938061e-20,1.0511103415346488e-15,1.8695031109293516e-26,4.0696480173129533e-32,9.5837588514647989e-24,1.4818653608227606e-23,0.88168480800000004,0.0,0.0094599999999960601,0.10884999999999782,1.2422775770007185e-15,1.1044002503319504e-15,9.6971428901870412e-16,8.3691205910219818e-18,6.6709757018608603e-18,3.295050630812049e-18,1.8852949946003241e-17,4.008962516973326e-16,2.2288250776086371e-17,3.2524361667363095e-16,3.0786302514757387e-16,4.5547737735239962e-16,1.8038753138052903e-16,8.8835138550714882e-18,2.847318530884198e-18,2.0051659423641563e-18,1.615366295884442e-18,1.0897316971995956e-18,5.4494582688497344e-18,9.0335752474241746e-19,3.4918606936308564e-18,1.8904922775644897e-19,1.107246107329984e-27,8.1925911317741833e-19,4.9647364305958268e-20,1.5752706628024086e-18,3.9135881913715915e-19,1.4680215132389964e-18,5.4358032374595018e-16,2.3702269537959835e-16,6.2040937947346123e-19,3.9998818450656511e-17,8.7504847377617987e-17,1.2469143275162828e-19,1.375364565630331e-27,2.1840684936149097e-20,2.5835377451343915e-20,2.4621331232010742e-20,2.2558095977141109e-21,1.2080309059053189e-26,3.4207772037925338e-27,5.0334418905002398e-24,2.0024465243568524e-20,4.4361491786285119e-20,8.7430670646061124e-26,4.4250866967373991e-26,2.9550843767050737e-21
2.5165823e-08,0.003025742692955397,1.0065143585506662e-18,6.184341011127564e-21,7.3923406977823805e-19,5.3606230112510216e-20,6.3276910259629797e-20,0.0,0.0,1.8088007635174053e-16,2.5186011711113393e-21,3.4500242561076559e-25,2.2051145067748707e-32,1.9370577762128824e-29,2.3230423572349108e-53,1.0838757057632523e-36,2.2280750261340243e-32,1.02750443133122e-15,4.2370545159336611e-20,1.6630834712342764e-44,1.6416989592496484e-32,2.3786914191217373e-31,-1.1143863648114476e-32,1.0328673596187424e-33,1.6858360756938663e-31,2.1380542857405083e-22,6.2932209560149985e-27,3.2328935505510179e-31,1.138549686119633e-16,4.7731834010811068e-19,4.1087940780434784e-20,1.4202959273746807e-15,3.985840960900738e-26,1.7609132079049808e-31,3.9825670789582038e-23,6.0061172547511745e-23,0.88168480800000004,0.0,0.0094599999999940895,0.1088499999999958,1.7013934215060443e-15,1.4548061972899517e-15,1.2785570998336952e-15,1.0310364390633067e-17,8.0679889276998162e-18,3.9382494864762949e-18,3.0242498388248806e-17,7.7064316608905281e-16,3.5727397863363727e-17,6.4697959919232366e-16,6.068229921612167e-16,8.7474487637795097e-16,3.6076046796267859e-16,1.3990062267545452e-17,5.8713056064651971e-18,4.0141886929768716e-18,3.2458312226361954e-18,2.2313804653556001e-18,1.4140670226399206e-17,1.4501568104999676e-18,7.0889800690166983e-18,3.3042557098344824e-19,2.7921518100862174e-27,1.7633779327123035e-18,1.6378082825792142e-19,4.2218208763870237e-18,8.7058745992100453e-19,1.9542077490697462e-18,6.8145154740242143e-16,4.4037055203304847e-16,1.1995206631829278e-18,6.1658372939076612e-17,1.7641881600492284e-16,3.6144348268041415e-19,3.0466280472136935e-27,4.9830874462965896e-20,5.8901978781051374e-20,7.3708623462933228e-20,6.0361316785831564e-21,3.9862940764944261e-26,1.024242808436358e-26,1.9325022069404689e-23,6.9916018884627009e-20,1.5499213769665246e-19,3.4569225987814727e-25,2.111649615143908e-25,7.1279916532958202e-21
3.3554431e-08,0.0030257426929553954,1.3959306964205752e-18,1.1020481330815075e-20,1.592205305882547e-18,9.6163713198494354e-20,1.634999829003807e-19,0.0,0.0,2.6192508259671632e-16,4.5882200359889315e-21,1.1098715176212072e-24,1.6457884740782955e-31,3.4306219236884868e-29,4.2924294815831289e-53,1.406503339242959e-36,9.2435660223324689e-32,1.273062368739986e-15,6.8727162800916409e-20,7.3567395425211e-44,-1.287971026832932e-32,4.965267189512103e-31,2.838863503942725e-32,2.4948269696941537e-33,5.4374443505884383e-31,3.3973567965684041e-22,2.021024407326196e-26,5.4919196422730001e-31,1.8125601016906639e-16,7.7414427083334509e-19,6.5660495413276169e-20,1.7216541966177107e-15,6.6347415621272415e-26,4.9912405743076405e-31,1.0999961960095232e-22,1.6242722456012534e-22,0.88168480800000004,0.0,0.0094599999999921188,0.10884999999999342,2.0872196283341065e-15,1.726926617862541e-15,1.5197563907129655e-15,1.2156927243753203e-17,9.379740599819284e-18,4.5204688881280209e-18,4.1730852047416327e-17,1.2042444140749778e-15,4.9286047521621456e-17,1.0404781304454858e-15,9.6845996157425454e-16,1.3655449141068418e-15,5.8297400853477967e-16,1.8990013155270703e-17,9.7483311263901335e-18,6.5170166031182363e-18,5.2877862492763063e-18,3.7003233240585939e-18,2.7391419061346713e-17,2.0230646232497285e-18,1.1613727630819187e-17,4.825063543444129e-19,5.3217986687627798e-27,3.0053788483712116e-18,3.8064718457811641e-19,8.3359090741306682e-18,1.4877313879897389e-18,2.3692333564979544e-18,7.7732610219050794e-16,6.6962544035330312e-16,1.8937211630279479e-18,8.2504827858521889e-17,2.8131709358931252e-16,7.6461616850982004e-19,5.1945616989822041e-27,8.8453822961417269e-20,1.04517449866294e-19,1.5729267980915028e-19,1.1907535108883548e-20,9.2661846129333003e-26,2.1859176435366537e-26,4.9743657308690197e-23,1.6825209834402274e-19,3.7313326126342308e-19,9.0673121189142255e-25,6.3961757469922139e-25,1.3171970417012985e-20
5.0331647e-08,0.0030257426929553902,2.1079409469720899e-18,2.344834546419569e-20,4.4296831908778593e-18,2.0647177461901208e-19,5.831689563433721e-19,0.0,0.0,4.40203854429398e-16,1.04007775595245e-20,5.375389987450067e-24,5.8904026903150561e-31,7.2037900257560253e-29,8.8974609351724775e-53,1.9559599343369319e-36,2.5494582276462365e-31,1.6887657836727218e-15,1.3130554015785254e-19,7.9676942747081183e-43,-1.154747175569759e-32,1.2991863644428942e-30,5.1750328881919752e-32,8.6546880157448681e-33,2.937238317137305e-30,6.2686695803793073e-22,9.7626160026503473e-26,1.0933577552519068e-30,3.3687259149581489e-16,1.4787274963648087e-18,1.2257909374746473e-19,2.2026055835989433e-15,1.2844283959158778e-25,2.0027890646830359e-30,4.2822912723871661e-22,6.1310210631570935e-22,0.88168480800000004,0.0,0.0094599999999881775,0.108849999999988,2.7229423584043442e-15,2.1420140758572208e-15,1.8912886880606255e-15,1.5803845749573857e-17,1.1959320990759351e-17,5.6267713586761613e-18,6.4776620841040868e-17,2.1737978339291169e-15,7.6498265328872145e-17,1.9602696843457111e-15,1.8038892858856588e-15,2.4603005962558828e-15,1.1066385357457672e-15,2.8714584690118774e-17,1.9316031474375918e-17,1.2540653367351752e-17,1.0233971904994888e-17,7.376597639902508e-18,6.5344724626551206e-17,3.2165857004062041e-18,2.2568267247106161e-17,8.0328454228213606e-19,1.2485177663462769e-26,6.131720451698705e-18,1.1675029888147852e-18,2.028723855001492e-17,2.9724867102451256e-18,3.1468402942392773e-18,9.095851666989537e-16,1.163478430450626e-15,3.52401100213219e-18,1.2294998230617654e-16,5.1480289665028456e-16,2.0754381034984287e-18,1.0355702930904575e-26,1.9073836620074913e-19,2.2531551553430134e-19,4.2389358414626917e-19,2.8952763338921321e-20,2.8425824416003814e-25,5.891475557237805e-26,1.7334757670937183e-22,5.3628878838531095e-19,1.1898339590765201e-18,3.2298424173694193e-24,2.7860004416339588e-24,2.9849160604897046e-20
6.7108863e-08,0.003025742692955384,2.6943373729913017e-18,3.9738323902852509e-20,9.3186355065452893e-18,3.5258069276256885e-19,1.470270602540305e-18,0.0,0.0,6.4061385238405083e-16,1.8994959290340651e-20,1.6663085363713769e-23,1.4027732854459786e-30,1.2074952351119668e-28,1.4048371833276459e-52,2.3722437965162179e-36,5.3831736762750667e-31,2.002885388595896e-15,2.0743278851386757e-19,3.4940905854890132e-42,-5.9311826241773018e-33,2.6129438831842749e-30,7.8022091756930392e-32,2.0313541140187697e-32,9.2860966694384203e-30,9.5672737519811678e-22,3.0210363875849588e-25,1.7596188523549728e-30,5.1976091521277602e-16,2.3355596425761341e-18,1.8964163226890499e-19,2.5256419125187853e-15,2.0172774162570923e-25,5.4521119054315778e-30,1.1450125508307801e-21,1.604496478097064e-21,0.88168480800000004,0.0,0.0094599999999842362,0.10884999999998171,3.1783210108365201e-15,2.399176885873358e-15,2.1278586253619188e-15,1.9433536646151621e-17,1.4518559383704846e-17,6.6726828285964525e-18,8.7876385567377034e-17,3.2653301873648414e-15,1.0379969973736929e-16,3.0559743132483531e-15,2.7843998805270767e-15,3.6881890191314009e-15,1.7370141790471557e-15,3.8032456867967872e-17,3.1535710765915751e-17,2.0042543695032187e-17,1.6446392213407314e-17,1.2189396586697425e-17,1.2150291656399563e-16,4.4730432080362176e-18,3.626496307186264e-17,1.1441904565990345e-18,2.2981053040501146e-26,1.0203734698228364e-17,2.633541110563795e-18,3.8176882331549236e-17,4.7819770479716471e-18,3.9459056346793446e-18,9.7645301556306167e-16,1.6945932666660792e-15,5.5387722891952792e-18,1.6207838833959073e-16,7.7538252623290314e-16,4.2937824849598263e-18,1.6638482368854735e-26,3.3229952369821702e-19,3.9251628094562163e-19,8.6246235725795443e-19,5.4453336101761023e-20,6.4126995496063496e-25,1.1987604779919817e-25,4.2637944625505302e-22,1.2382356463108087e-18,2.7478998355704371e-18,8.0531382684963485e-24,7.9726859734218723e-24,5.3951344267919357e-20
9.999999999999998e-08,0.0030257426929553677,3.4766846150811096e-18,7.9158433536199443e-20,2.7822773097474734e-17,7.1329097364546934e-19,6.5124384996714639e-18,0.0,0.0,1.0800553924889312e-15,4.6069650559963688e-20,1.2888531789074543e-22,5.6439512470933446e-30,2.3884581867926295e-28,3.9313967876152733e-51,2.9342120233498161e-36,1.765346253499224e-30,2.4293282410288603e-15,3.8443607987509378e-19,8.4951207129896683e-41,-1.8182572257419782e-34,7.3549513317078935e-30,1.2471327151154273e-31,7.3795434393683118e-32,6.358804504346253e-29,1.644282509785957e-21,2.3252307543807822e-24,3.2921425207685643e-30,9.2687021587638697e-16,4.3258593612800786e-18,3.382941329040694e-19,2.9007398255403038e-15,3.5722033500290519e-25,2.8645345386434567e-29,5.822206289176939e-21,7.7783289605484724e-21,0.88168480800000004,0.0,0.0094599999999765046,0.10884999999996815,3.7522721576167796e-15,2.6921317640836938e-15,2.41379151332699e-15,2.6592747012292159e-17,1.9541954855316792e-17,8.6194945159210356e-18,1.3323739295131639e-16,5.5450657065912634e-15,1.5757929215822043e-16,5.5133752327853343e-15,4.9410668010190886e-15,6.2357014153555606e-15,3.1717960173157169e-15,5.5381424430920287e-17,6.2091631902284225e-17,3.8646037511136345e-17,3.2076558238513453e-17,2.5138098993527667e-17,2.8552920211040829e-16,7.0459788198615295e-18,6.9973795127646077e-17,1.8377636301233251e-18,5.3362854828273661e-26,2.0564904926560455e-17,9.0403691114252591e-18,9.084635123239423e-17,8.8358385943306952e-18,6.4172833702066061e-18,1.0476842448953173e-15,2.7581207462266643e-15,1.1383995668154252e-17,2.3848557662220377e-16,1.3183168655390788e-15,1.2673726262826289e-17,3.0703946952061111e-26,7.3485883058618606e-19,8.6849963452809797e-19,2.3841368731912149e-18,1.2949268960413718e-19,2.2016698837370393e-24,3.3140162761934207e-25,1.744007909864726e-21,4.3936291127290484e-18,9.7539493407287427e-18,3.3745151132815394e-23,4.627952101892833e-23,1.3199380498720771e-19
1.00663295e-07,0.0030257426929553677,3.4874582200591974e-18,8.0055357212072284e-20,2.8317452148306302e-17,7.2157701675369919e-19,6.6591206275386765e-18,0.0,0.0,1.0895514525907508e-15,4.6754967220451685e-20,1.3237584314347833e-22,5.7655273919459804e-30,2.4153527533024907e-28,4.0581166141286577e-51,2.9420825143406653e-36,1.7992392040573227e-30,2.4353480080973515e-15,3.883837708902431e-19,8.7631613964476374e-41,-1.3755923526548417e-34,7.4800954540728889e-30,1.2558928278196377e-31,7.5291200605470721e-32,6.5253345485992762e-29,1.6587048834565282e-21,2.3881311744961312e-24,3.3261316093609563e-30,9.3574174992387766e-16,4.3702268241941112e-18,3.4152595496230023e-19,2.9047864821775388e-15,3.6051709207759954e-25,2.9336920769407764e-29,5.9611049021129954e-21,7.9604646722735289e-21,0.88168480800000004,0.0,0.0094599999999763484,0.10884999999996786,3.7595033723126079e-15,2.6951622070648188e-15,2.4171346962848251e-15,2.673771265258955e-17,1.9643341628132158e-17,8.6573423991539888e-18,1.3415317824502769e-16,5.5929446550030881e-15,1.5866732061328528e-16,5.5671460873986196e-15,4.9877525166685333e-15,6.288986660184279e-15,3.2034408563722437e-15,5.5718778256297856e-17,6.2797746631777473e-17,3.9074284971262443e-17,3.2438776861344585e-17,2.544709294553267e-17,2.8957175065492861e-16,7.0993600688497341e-18,7.0746997665983485e-17,1.8520943405975893e-18,5.4109127044048798e-26,2.0806251325340003e-17,9.2177005399303368e-18,9.2148247558884422e-17,8.9244896450602641e-18,6.4794494303199202e-18,1.0483051893169208e-15,2.7798719917631084e-15,1.1527694558882637e-17,2.4002230919405901e-16,1.3297028962667372e-15,1.2897636283614874e-17,3.1011414834623842e-26,7.4468042517447388e-19,8.8011743259422127e-19,2.4238407920507185e-18,1.3134718805098458e-19,2.2448606449447093e-24,3.3692089938498924e-25,1.7817725763188251e-21,4.4815021113671134e-18,9.9490705977008548e-18,3.4484463296783887e-23,4.7435384356032372e-23,1.3398712844188925e-19
