Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546)
1e-12,0.0013396618199268263,2.6496226225888772e-33,6.2052348633999879e-41,3.5205599328061888e-38,1.5897056221163701e-39,1.7717333565746652e-43,0.0,0.0,1.2678782979997235e-26,3.8801400602255544e-37,1.0837405876455611e-58,1.5854121700082222e-59,5.0029110370147816e-55,3.0926614744259387e-97,2.5972499541757778e-63,2.069891840886832e-55,1.9495479446216585e-28,3.3288884040245263e-38,6.9864827617280396e-98,4.3799108202106746e-93,2.9845099119028511e-60,4.7217526516949394e-61,6.6261565330921893e-57,1.5772668533869419e-67,7.2345924775671373e-42,2.6384297077422631e-65,2.9447564728189342e-57,2.0712127842745643e-33,4.7434165881680462e-37,5.7934768570286231e-38,5.0464469048166907e-28,1.7694437126068475e-51,3.3655405279054949e-71,3.4734129074943742e-56,3.4734087938515427e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.4589466401721147e-28,4.4588950488970726e-28,5.046463932953644e-28,5.4788124225479995e-27,4.725234382190246e-27,2.3626122109766054e-27,1.8460192372837006e-30,2.5087172747496721e-32,2.1351107161605552e-30,1.7199111884576578e-32,2.4731439791610906e-32,2.2385713410502422e-32,1.0947502717422714e-32,9.2729414078284233e-31,2.6059881421891732e-35,5.9881974054324086e-36,5.6245216633212983e-36,2.2448154341811003e-36,8.7150106031988553e-39,4.7311408876021505e-35,1.2497367002493271e-35,6.9357865136178859e-34,9.5796619671249411e-47,5.6387795199668598e-36,2.1694128216776445e-42,1.8883454757062191e-39,2.3204173560836871e-37,1.0721011308648906e-28,1.9495601401785266e-28,9.6043545885322064e-33,5.2875370366512395e-33,1.2151285295677414e-34,4.0752815231060663e-38,1.8122661690666603e-39,8.9775323250393358e-45,2.0993788189950961e-38,2.4281469479510453e-38,4.8140845039400095e-41,1.030284785853981e-42,1.32427378396542e-54,2.9774144384068788e-53
1.023e-12,0.0013396618199268263,2.7105408612267614e-33,6.4210640828916654e-41,3.6433835714779826e-38,1.6451510832889073e-39,1.8442442048344149e-43,0.0,0.0,1.2970311719434703e-26,4.0154745205203479e-37,1.1303035786230932e-58,1.6502907971589079e-59,5.2076390735042719e-55,3.2286410743500785e-97,2.6878355533402294e-63,2.1420863092178061e-55,1.9943734386747603e-28,3.4449949152070201e-38,7.3123778118206936e-98,4.5724864244762491e-93,3.1066447637602111e-60,4.9149635692581999e-61,6.856926836614343e-57,1.6466389671210594e-67,7.4869239273361063e-42,2.7604757500149742e-65,3.0652601725477257e-57,2.1434535357221557e-33,4.9088596683456963e-37,5.9955445174024908e-38,5.1624788456337229e-28,1.8418524648900234e-51,3.5212204679227602e-71,3.6313849378699328e-56,3.6313806510793682e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.5614710690166372e-28,4.561417678326032e-28,5.1624964676818196e-28,5.6047637423389216e-27,4.8338617934892477e-27,2.4169257429461017e-27,1.9104023334701638e-30,2.5962175613256141e-32,2.2095763856054179e-30,1.7798992065657811e-32,2.5594034792766352e-32,2.316649337392382e-32,1.1329334786321368e-32,9.5963510848372429e-31,2.696875900949289e-35,6.1970523058368935e-36,5.8206925537204361e-36,2.3231092325623856e-36,9.0716401415394174e-39,4.8961533921043013e-35,1.2933251890139533e-35,7.1776733907220091e-34,9.9662105458523369e-47,5.8354410138683796e-36,2.2581881235849857e-42,1.9656191122408091e-39,2.4153704042887639e-37,1.0967517894636508e-28,1.9943860595907568e-28,9.9393400281334802e-33,5.4719583991084199e-33,1.2575079217845496e-34,4.2420472593059183e-38,1.8754915168683896e-39,9.3389838191904379e-45,2.1852883365959149e-38,2.5275101229555043e-38,5.0110823183129125e-41,1.0724454762818704e-42,1.3824488245815066e-54,3.1083292540923422e-53
2.047e-12,0.0013396618199268263,5.4219850654570942e-33,2.5591348585715451e-40,1.4602468054003485e-37,6.5830304872725119e-39,1.4783117958681304e-42,0.0,0.0,2.5949681449962826e-26,1.6070333469892503e-36,1.5131845950661697e-57,1.3209908988895969e-58,4.1678751293988944e-54,5.1601469315409364e-96,1.0754748836825413e-62,8.5722873214568425e-55,3.989912306328026e-28,1.3786543223634541e-37,9.1693477915947677e-96,7.3114101086663262e-92,2.4872965518608119e-59,3.9304551031600448e-60,2.7209225112689218e-56,2.6559038446510421e-66,2.9961948691114549e-41,1.7242506946080124e-63,2.4529767774715078e-56,8.5779206226253861e-33,1.9644791257033413e-36,2.3993664414091153e-37,1.0328006247842987e-27,1.4740953587867615e-50,2.1992218510747881e-69,1.1338815484256173e-54,1.1338825040102416e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.1257688568574432e-28,9.1255551984502276e-28,1.0328076766782048e-27,1.1209020447146813e-26,9.6672768743098429e-27,4.833617825144496e-27,7.6430320546356e-30,1.0389874456498328e-31,8.8399584172471585e-30,7.1230977709001409e-32,1.024251725436339e-31,9.2710583894093221e-32,4.5338924265572414e-32,3.8392478836592885e-30,1.0789126037551782e-34,2.4797107326888468e-35,2.3291255090330645e-35,9.2955443404708092e-36,7.2592259670238541e-38,1.9592275175182837e-34,5.1754847492871865e-35,2.8708732839762995e-33,6.7992855462463321e-46,2.3345668189221787e-35,1.8070552821777956e-41,1.5729347151611804e-38,1.9324114156296698e-36,2.1941603780558624e-28,3.9899628118657124e-28,3.9776512768946792e-32,2.1898395041234101e-32,5.0307577679014482e-34,3.3945135994672814e-37,7.5167639204474095e-39,6.2406070628002787e-44,1.7487501309934788e-37,2.0226104791825437e-37,4.0096737729081764e-40,8.5821020497021035e-42,2.1573913414648962e-53,4.9746168596119777e-52
4.095e-12,0.0013396618199268263,1.084190820894752e-32,1.0215744282585479e-39,5.8595256946941067e-37,2.6330792459512267e-38,1.1862263733401461e-41,0.0,0.0,5.1908433886003528e-26,6.4298197074705919e-36,2.1927601284915047e-56,1.0570261607512038e-57,3.3340535874286471e-53,8.2265918197775927e-95,4.3012366450995256e-62,3.4293422978307094e-54,7.9803098176341391e-28,5.5155251693935984e-37,1.127118122793292e-93,1.1672191072693914e-90,1.9911753984683682e-58,3.1390572035363989e-59,1.0704483803438014e-55,4.3116360063925927e-65,1.1986743387453735e-40,1.0518642654477846e-61,1.961805343166395e-55,3.4317512671409905e-32,7.8592101624070575e-36,9.5990964992803643e-37,2.0657395730027876e-27,1.179172365939283e-49,1.3413651622139158e-67,3.4572284526304666e-53,3.4572399160924999e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.825329220764368e-27,1.8252437481940958e-27,2.0657677829599757e-27,2.2404289135482679e-26,1.9322655868260451e-26,9.661245576411498e-27,3.0559438559997351e-29,4.1566802079307351e-31,3.5345215506244425e-29,2.8497960287884264e-31,4.0977030344768241e-31,3.7090716834769195e-31,1.8138555353339493e-31,1.5350559636963483e-29,4.3135504709410068e-34,9.9181506925747793e-35,9.3159535235362317e-35,3.7177757587149958e-35,5.8050992353706587e-37,7.8368669799321548e-34,2.0703108457101047e-34,1.1472889548878202e-32,4.1883857112411285e-45,9.3340380698180854e-35,1.4451153377295095e-40,1.257892967994656e-37,1.5446914634361114e-35,4.3886511886975563e-28,7.9805118556650923e-28,1.5913397119024496e-31,8.7609088973632262e-32,2.011299596881611e-33,2.7145133465266129e-36,3.0161740614548981e-38,3.7414242641609509e-43,1.3985439283883308e-36,1.6175632771875218e-36,3.2060087402072294e-39,6.8634252374821832e-41,3.2863531210274398e-52,7.9554908934831965e-51
8.191e-12,0.0013396618199268263,2.1669906491988065e-32,4.0803794543409157e-39,2.3576888722861646e-36,1.0527116847400627e-37,9.5425777946320223e-41,0.0,0.0,1.0382599064130649e-25,2.5722660351748666e-35,3.373311241390621e-55,8.4558419738377487e-57,2.6656252761132196e-52,1.3059460556813873e-93,1.7192889071292356e-61,1.3715004272109243e-53,1.5958384871024226e-27,2.2060691628554624e-36,1.3379240167315763e-91,1.8583655883281253e-89,1.5943485828458159e-57,2.5016531499396224e-58,4.1432161526969486e-55,7.0927421814309129e-64,4.7943838011072329e-40,6.1516883753748599e-60,1.5678043034088327e-54,1.3726273433255127e-31,3.1434832849892606e-35,3.839433910192442e-36,4.1309515551535232e-27,9.4273905753168906e-49,7.841858247344054e-66,1.0102309566033878e-51,1.0102385118394808e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.650405101573783e-27,3.6500632720216861e-27,4.1310643696816902e-27,4.4741972698670078e-26,3.8587717585067643e-26,1.9293530211528363e-26,1.2208843960471025e-28,1.6626028620210724e-30,1.4120863243484501e-28,1.1399158678288969e-30,1.6389938336486297e-30,1.4835641524960183e-30,7.2549587246507071e-31,6.1326775424903857e-29,1.7230660123663676e-33,3.965150429511233e-34,3.7244809042448435e-34,1.4861736968412883e-34,4.6383067765786442e-36,3.1334805647572669e-33,8.2789276187226732e-34,4.5788946768673097e-32,2.2830058623056293e-44,3.7287724583803636e-34,1.1547083417739127e-39,1.0051267354338732e-36,1.2332117754253716e-34,8.7763277053586233e-28,1.5959192832539601e-27,6.3650903684897641e-31,3.5042267615602555e-31,8.0340267351920011e-33,2.1688623217706182e-35,1.213558705262314e-37,1.9827080950903755e-42,1.1175937460479011e-35,1.2926188188063664e-35,2.5607715304883164e-38,5.4846196872452767e-40,4.7944461860911781e-51,1.2709620706594251e-49
1e-11,0.0013396618199268263,2.64416538260753e-32,6.7778179501940429e-39,3.9435851711774812e-36,1.7490080513827181e-37,2.4474941107234215e-40,0.0,0.0,1.2675544566155975e-25,4.2764807272792119e-35,1.4865767721580689e-54,2.1520549022455285e-56,6.7793025359252862e-52,5.55873597268325e-93,2.8558518866682571e-61,2.2793057939617482e-53,1.9479503919990552e-27,3.6669048433358293e-36,3.4209906681472448e-90,7.9485384638045163e-89,4.0631699877590606e-57,6.3341229318285201e-58,6.6632741229185789e-55,3.1947502213326068e-63,7.9691611316571056e-40,7.8885162143562246e-59,3.9848687563761189e-54,2.2815922688801258e-31,5.2250646864051352e-35,6.3819380185745352e-36,5.0424654100667281e-27,2.3975096559758889e-48,1.0048803020222947e-64,6.8631891030947243e-51,6.8632887129103075e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.4560720049436727e-27,4.4555038881453141e-27,5.0426528972407292e-27,5.4560953466230952e-26,4.705596666052676e-26,2.3527438622088254e-26,2.0268514151933702e-28,2.7636261629480644e-30,2.3442835521415318e-28,1.8948801440803049e-30,2.7243487697057737e-30,2.4660180233060018e-30,1.2059115647830011e-30,1.0181084835467711e-28,2.8601140487096751e-33,6.5875650942074076e-34,6.1878680877351192e-34,2.4688215236324657e-34,1.1785898010251925e-35,5.2065575806154153e-33,1.3758004421540536e-33,7.5934799773854738e-32,4.2254486914441843e-44,6.1898252533209829e-34,2.9342694654087651e-39,2.5542411814980553e-36,3.130051560602096e-34,1.0712994591530049e-27,1.9480846659717236e-27,1.0580229638295756e-30,5.8248422557617771e-31,1.3335322206952795e-32,5.5108875767568525e-35,2.0297771418503891e-37,3.621752522063047e-42,2.840322277830159e-35,3.2851559462279945e-35,6.5037185817696958e-38,1.3938853887402088e-39,1.8116724716148939e-50,5.4660850142043092e-49
1.6383e-11,0.0013396618199268263,4.3278615259728602e-32,1.6295645434456339e-38,9.5393707299520944e-36,4.2058680338482039e-37,7.7163318677350159e-40,0.0,0.0,2.0766131155115443e-25,1.0289749041100126e-34,5.5416541471195483e-54,6.7618959797096352e-56,2.1294284265820482e-51,2.0564572368605239e-92,6.8661788620124077e-61,5.4824686773064184e-53,3.1903662510124364e-27,8.8214179160313373e-36,1.5019767083240713e-89,2.9437523242226741e-88,1.2774329206974775e-56,1.9856872858747712e-57,1.5555219962567368e-54,1.1964674670397653e-62,1.9171263785554192e-39,3.3552295267000763e-58,1.2513405187161182e-53,5.4888466192477819e-31,1.2569859647841026e-34,1.5353084355668447e-35,8.2587135780661663e-27,7.5306222761358264e-48,4.2738715435260709e-64,2.7515169119155626e-50,2.7515593540679826e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.2988425103112776e-27,7.2974759460320552e-27,8.2591645453387623e-27,8.9206920431040763e-26,7.693591903678743e-26,3.8466652212250656e-26,4.8706808697044943e-28,6.6485524923106848e-30,5.6335123553495115e-28,4.5587480132415739e-30,6.5539897629908756e-30,5.9325758217471943e-30,2.9010433304354878e-30,2.4465763525945475e-28,6.8721525318381047e-33,1.5840673333431104e-33,1.4879852826385439e-33,5.9360636896955289e-34,3.7005950439514783e-35,1.2521345083226001e-32,3.3090755793782872e-33,1.8230350056549343e-31,1.1079297546276351e-43,1.4873573174883148e-33,9.213395309610677e-39,8.0202431213696255e-36,9.8229914991222883e-34,1.7546463212001147e-27,3.1906892198067055e-27,2.5453216901519428e-30,1.4013061547905667e-30,3.2040777705155737e-32,1.7303119308419166e-34,4.9097784026252236e-37,9.4050695908118355e-42,8.9189160967169194e-35,1.0315760967970535e-34,2.0416284103234053e-37,4.376935521388131e-39,6.5123968418392521e-50,2.0268445295380086e-48
3.2767e-11,0.0013396618199268263,8.6307711675735779e-32,6.5019007097031958e-38,3.9013492249860252e-35,1.6782134969106321e-36,6.3026505359042031e-39,0.0,0.0,4.1533278190004315e-25,4.1160436143811896e-34,1.0151959570245123e-52,5.4027648440584533e-55,1.6984507069731345e-50,3.188089173192501e-91,2.7374545348123602e-60,2.1892064353538908e-52,6.3750787110934119e-27,3.5259366258077724e-35,1.5641423613877895e-87,4.6176497275138126e-87,1.024932969870343e-55,1.5638955540657807e-56,5.5322330316903213e-54,2.1105270614667172e-61,7.6627417964427755e-39,1.6539506911373236e-56,9.963416491527962e-53,2.1939944926617544e-30,5.0241955291719006e-34,6.136914261038067e-35,1.6503603566781898e-26,6.0058125122574614e-47,2.1036368862483718e-62,6.7682795579293032e-49,6.7684904801996113e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4588866346384451e-26,1.4583406649025521e-26,1.6505404935624451e-26,1.7730303049594406e-25,1.5291147393050419e-25,7.6450563760953783e-26,1.9378740102575275e-27,2.6576744412022933e-29,2.2414074864768978e-27,1.8225885048895524e-29,2.6197519777038607e-29,2.3714542704633626e-29,1.1595522228078389e-29,9.7337849667744932e-28,2.7326261856325152e-32,6.3198123997149157e-33,5.9369977421338449e-33,2.3673357523210388e-33,2.9441768535085018e-34,4.9980098655679215e-32,1.3215163212423065e-32,7.2239845031815844e-31,4.9231294000581959e-43,5.9158865994505546e-33,7.331253589633722e-38,6.3824737778088092e-35,7.7898907243226348e-33,3.5065887243618268e-27,6.3763687356945568e-27,1.0174578095866085e-29,5.6016011551929462e-30,1.2739374521838229e-31,1.3765032163737522e-33,2.0077980703706552e-36,4.1175480491901689e-41,7.0996396569872451e-34,8.2116573991756115e-34,1.6219776544908165e-36,3.4840580750773475e-38,7.9770995827389981e-49,3.2212056614414919e-47
6.5535e-11,0.0013396618199268263,1.7161920248699052e-31,2.5886134437881808e-37,1.627499126905757e-34,6.679687547807733e-36,5.2449382794373339e-38,0.0,0.0,8.3067902819436997e-25,1.6464518610676686e-33,2.1917599799974801e-51,4.3073514133430299e-54,1.3505938340434076e-49,4.797530478110937e-90,1.0877693987583076e-59,8.7179166943569538e-52,1.2727178586759022e-26,1.4082056991045591e-34,1.5085954554608284e-85,7.1103927710022641e-86,8.246052443179312e-55,1.2132613606695123e-55,1.8027211094920979e-53,3.9997557419767433e-60,3.060345609453254e-38,7.2141682953626618e-55,7.895498876098029e-52,8.7632201696842023e-30,2.0065876133453187e-33,2.4511969587954915e-34,3.295095670238825e-26,4.7747022657262244e-46,9.1481478085027758e-61,1.4721092002865312e-47,1.4722014258666168e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.9141561438762111e-26,2.9119776061443949e-26,3.2958141881089316e-26,3.5022207339012488e-25,3.0203289192968168e-25,1.5099619231292825e-25,7.6691718480575033e-27,1.0616231368386044e-28,8.8706409325607108e-27,7.2827217422074829e-29,1.0463773426099009e-28,9.4727683594514228e-29,4.6310758380104932e-29,3.8519376345359191e-27,1.0802061638845728e-31,2.5148066358374395e-32,2.3628828088786208e-32,9.4129269442841568e-33,2.3295114105032562e-33,1.9907245205092427e-31,5.26909170446007e-32,2.8360981088189562e-30,2.0642998097535539e-42,2.3398086820003649e-32,5.8024098338611649e-37,5.0525208737318728e-34,6.1242298738244137e-32,7.0021532224661408e-27,1.2732323672677176e-26,4.0642752734885627e-29,2.2376370220558176e-29,5.034879183454261e-31,1.0889265122149224e-32,8.3762508396515214e-36,1.7120242280846323e-40,5.6234192586957774e-33,6.504373588937967e-33,1.2797070929675485e-35,2.7595068197459982e-37,8.6272838994991396e-48,5.0852231774280538e-46
9.999999999999999e-11,0.0013396618199268263,2.5980530074438768e-31,6.6230947660531663e-37,4.4651596749975104e-34,1.7080169468730138e-35,2.6190620066824597e-37,0.0,0.0,1.267542280902374e-24,4.2440898599083521e-33,3.029863807222774e-50,2.0003095466220936e-53,6.2545717207298207e-49,3.8225413230770239e-89,2.7739810501451909e-59,2.2271040269900764e-51,1.9371996164110746e-26,3.620749195217224e-34,7.3552490383408264e-84,5.9051255549548426e-85,3.8980982546112773e-54,5.3863750999385615e-55,3.5903503052282151e-53,4.5881981434882943e-59,7.868539904330462e-38,1.4995307471451409e-53,3.6341908344668273e-51,2.2534894512154795e-29,5.1592963011420327e-33,6.3033287101646128e-34,5.016130053084742e-26,2.2102780603418273e-45,1.8904543095149012e-59,1.5603171594641121e-46,1.5605090142057135e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.4390593281488918e-26,4.4334662166840633e-26,5.0179736376738177e-26,5.2546210880752941e-25,4.5314224933801998e-25,2.2652068518407265e-25,1.9432080539667882e-26,2.7304099093062173e-28,2.247727340846894e-26,1.8740152855410231e-28,2.690791634470078e-28,2.4362616741335665e-28,1.1907325163121219e-28,9.7591012284100536e-27,2.7319426380016424e-31,6.4284506799124608e-32,6.0417709275372371e-32,2.4031955108085561e-32,1.06936839392152e-32,5.0960243592345305e-31,1.3511973106254164e-31,7.0947882042743035e-30,5.3533739448169746e-42,5.9227772348907247e-32,2.6650232035909302e-36,2.3214592567845176e-33,2.7799072573490967e-31,1.0661322389950876e-26,1.9385195520069671e-26,1.0452917453243234e-28,5.7552114497883651e-29,1.2729542668276172e-30,4.9970790177161814e-32,2.2996612576107611e-35,4.423777819524558e-40,2.5863763688464076e-32,2.9916794389444772e-32,5.8457724099420676e-35,1.2690828928882431e-36,4.749608692673346e-47,4.4085023283251963e-45
1.31071e-10,0.0013396618199268263,3.3930712169188774e-31,1.0260273618921161e-36,7.0233767325851765e-34,2.6456446090374712e-35,4.5073639907704042e-37,0.0,0.0,1.6613846753573397e-24,6.5859210005431677e-33,5.5637643126737731e-50,3.4153174197309566e-53,1.0675621972209107e-48,6.8361427883544865e-89,4.2941401164513523e-59,3.4489496750844386e-51,2.5362453931291817e-26,5.6154086749130493e-34,1.3850173916641293e-83,1.0587715276098637e-84,6.6689237681126438e-54,9.1485343047210562e-55,5.2019396492211626e-53,8.3639783103366592e-59,1.2203239017521519e-37,2.7863552245423425e-53,6.1987008840764202e-51,3.4950379598326384e-29,8.0015365924094563e-33,9.7761151789529504e-34,6.5676826226308175e-26,3.7724446700340654e-45,3.5122702052165585e-59,2.8342653377754181e-46,2.8346218396830258e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.8137950553659669e-26,5.805123626174215e-26,6.57054048106365e-26,6.8344508111143702e-25,5.8937085354618716e-25,2.9460777405682264e-25,3.0036616618502238e-26,4.2348600415372113e-28,3.4743969409018619e-26,2.9069293784420031e-28,4.1732694079326518e-28,3.7786161760152594e-28,1.8467033353474201e-28,1.5084546753588156e-26,4.2210215292620942e-31,9.9566919128576221e-32,9.3583742275471585e-32,3.7211349394389748e-32,1.8234180229353282e-32,7.8955244691731188e-31,2.0943122621273585e-31,1.0934096486760684e-29,8.3185508619954334e-42,9.1529068129222468e-32,4.5445029181994834e-36,3.9588123094692548e-33,4.7339447954931252e-31,1.3960148596331792e-26,2.5382914399232076e-26,1.6212427134576685e-28,8.9263867013211682e-29,1.9666460966169737e-30,8.5203695007694145e-32,3.6177209109211553e-35,6.8684868240111363e-40,4.4110905478028306e-32,5.1023636887415089e-32,9.9621866117037184e-35,2.1644147056054292e-36,8.2537217896099444e-47,7.9244251169166812e-45
2.62143e-10,0.0013396618199268263,6.6334255110140731e-31,4.0310917259846832e-36,3.1875887922939121e-33,1.037832372212464e-34,4.0660208343504008e-36,0.0,0.0,3.3228480510265522e-24,2.6344265526840984e-32,1.5515328571305046e-48,2.6753506440066351e-52,8.3395147268413244e-48,8.8712696642291753e-88,1.6734321702436648e-58,1.3451785281939337e-50,5.0360280856484912e-26,2.2323249855553683e-33,1.2624991451783586e-81,1.4909131942852615e-83,5.4435107756399402e-53,6.5558388867224938e-54,1.3083739211702626e-52,1.9493744136828226e-57,4.8509846511152265e-37,9.689946017195331e-52,4.7792502267911389e-50,1.3898650004737571e-28,3.1808957997597603e-32,3.8876475508276896e-33,1.3046011238818148e-25,2.9444036798200955e-44,1.2070353955480833e-57,4.9137900731497245e-45,4.9150302511413172e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1569797437540759e-25,1.1535450397109238e-25,1.3057314333380427e-25,1.3029828546974143e-24,1.1235048072547512e-24,5.6146644254856592e-25,1.153133589339941e-25,1.6846885786341304e-27,1.3339806656747866e-25,1.1578587616028983e-27,1.6595753883883291e-27,1.5030999332100088e-27,7.3413025789531652e-28,5.7898441251281149e-26,1.6131263279332292e-30,3.9045915596211383e-31,3.6723879221766839e-31,1.4549917885501988e-31,1.3979791607358483e-31,3.1053039543371418e-30,8.275151018403178e-31,4.071693902162255e-29,3.232911334712759e-41,3.505451166782451e-31,3.4882973976514842e-35,3.0412128467240351e-32,3.5429617688950736e-30,2.7744781042120632e-26,5.0441174284532429e-26,6.4494270469626019e-28,3.5513190574434923e-28,7.5096362754522752e-30,6.5274119455646002e-31,1.6477511071840081e-34,2.6646769462521111e-39,3.3962496881252534e-31,3.928834617745395e-31,7.5612560828799594e-34,1.6661710545061676e-35,7.112385500318313e-46,1.2049718115106686e-43
5.24287e-10,0.0013396618199268263,1.269039424866538e-30,1.5570768578823633e-35,1.533836082682586e-32,3.9965072342595623e-34,3.8858800438726151e-35,0.0,0.0,6.6459789189688965e-24,1.0538100700824263e-31,4.4115984839142835e-47,2.0454359096395839e-51,6.3673125683679759e-47,9.9538621198381139e-87,6.3601329604182041e-58,5.1018010261012702e-50,9.9288324404574296e-26,8.8204280240045798e-33,1.1673918778070341e-79,1.9351696139408451e-82,4.5083548189154755e-52,4.3216734819737573e-53,2.9080850741048403e-52,4.9735566286390582e-56,1.9165473519984082e-36,3.0763177045591278e-50,3.5608891154280549e-49,5.4952788447553239e-28,1.2568448607302686e-31,1.5371056279438828e-32,2.5740691461892244e-25,2.2444288119691289e-43,3.7435848232495963e-56,7.7780006284986708e-44,7.7819384123529004e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2911262246510281e-25,2.2776529073030667e-25,2.5784900450205135e-25,2.3791044201862325e-24,2.0509799105283539e-24,1.0245129179062634e-24,4.2665907240039916e-25,6.6657927179229265e-27,4.9365747826910919e-25,4.592557383104628e-27,6.5616609921662299e-27,5.9466128958935736e-27,2.900716215085132e-27,2.1414016706161632e-25,5.914736603525543e-30,1.5050024903475865e-30,1.4172784477619416e-30,5.5774476517890654e-31,1.0312504819925551e-30,1.2013747860347136e-29,3.2348770832556306e-30,1.4228137430000765e-28,1.1984890571745013e-40,1.2908434387271667e-30,2.5793121853447935e-34,2.2523331411868496e-31,2.4995302717228235e-29,5.4797934828889619e-26,9.9604489593845532e-26,2.5517527275318056e-27,1.4053485130137034e-27,2.7487257966915625e-29,4.8073918037335605e-30,8.0119507479607511e-34,9.8980943380811251e-39,2.5264272146085234e-30,2.9230799393963447e-30,5.4840092531045672e-33,1.2389996206046185e-34,5.5977138511499069e-45,1.7534270250074437e-42
9.999999999999999e-10,0.0013396618199268263,2.2334079834273076e-30,5.4323427728531237e-35,7.1240593072331744e-32,1.3862330659095359e-33,3.5560901651392052e-34,0.0,0.0,1.2677179576683129e-23,3.922601533030498e-31,1.0991577807395469e-45,1.3750708183472233e-50,4.2838957670357414e-46,8.3632751945329406e-86,2.1511105323151785e-57,1.7146220835993121e-49,1.8436528297446731e-25,3.2066132341037048e-32,9.6977817297758622e-78,2.0805443306823598e-81,3.4899809020887279e-51,2.3339744275111882e-52,5.6093776779336744e-52,1.2157660015684383e-54,6.966157373006065e-36,8.0944746835107433e-49,2.2965561427165117e-48,2.0002536929401225e-27,4.5691832470120514e-31,5.5949796077372277e-32,4.7864598306536458e-25,1.5056698590505933e-42,9.4160620188022254e-55,1.0236139107108783e-42,1.0246500919109995e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.2891730014180267e-25,4.2408749406953818e-25,4.8022190844028004e-25,3.8780115544285933e-24,3.3420950461502849e-24,1.6682993262587272e-24,1.3836307205680161e-24,2.429649988945183e-26,1.6013448337161911e-24,1.6817921333533872e-26,2.3884081103033931e-26,2.1670346498937269e-26,1.0545372490959939e-26,6.9400513865418253e-25,1.8850076234323004e-29,5.254247552935832e-30,4.9588766245323135e-30,1.9289462409422151e-30,6.5480539607544159e-30,4.1970445866376851e-29,1.1570043569025931e-29,4.1823070865486802e-28,3.8593909841341627e-40,4.148099775196927e-30,1.6454432323053382e-33,1.4412210038170435e-30,1.4713378282230178e-28,1.0208429413922596e-25,1.8549079619339775e-25,9.3004219285417099e-27,5.1236860246528136e-27,8.7281335845003351e-29,3.042207198649962e-29,3.8029327755043414e-33,3.2269241445380634e-38,1.6304561791910811e-29,1.886933168253599e-29,3.4034322644564756e-32,7.9898545339585643e-34,3.6868217325368222e-44,2.1719106330892984e-41
