Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546)
1.0485750000000002e-09,0.0013396618199268263,2.3318795466010903e-30,5.8280457320316748e-35,7.694876361071406e-32,1.4869728760180262e-33,3.879523448355192e-34,0.0,0.0,1.3293024785766066e-23,4.2155335010715304e-31,1.2068879778034541e-45,1.494593219606265e-50,4.6563073178718864e-46,9.1156094955239301e-86,2.3058169377570708e-57,1.8376075164686053e-49,1.9305248147972696e-25,3.4439748549128607e-32,1.0676100887497888e-77,2.2732284794510052e-81,3.8003076932129542e-51,2.5281677307794805e-52,5.8852063566348795e-52,1.3348292359005374e-54,7.4817724744862621e-36,8.8895883224099136e-49,2.494697029667811e-48,2.1483871392536937e-27,4.9074057406450589e-31,6.0093286555212131e-32,5.0123667903075967e-25,1.6364957991641553e-42,1.0339309332380762e-54,1.1201929024716417e-42,1.1213308671489617e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.4931933291817359e-25,4.4413393178976704e-25,5.0292838021801054e-25,4.0310647904045353e-24,3.4739306649221822e-24,1.7340362827550206e-24,1.4813469860678917e-24,2.6096769381471227e-26,1.7144506628418245e-24,1.8066251847713861e-26,2.5652871438562717e-26,2.3275895138070218e-26,1.1325967468605329e-26,7.4300409599844064e-25,2.0170902283991589e-29,5.6370825372966236e-30,5.3205088091407264e-30,2.0689594667426519e-30,7.1113741327506811e-30,4.5029320872195284e-29,1.2421146465197143e-29,4.4640786361234751e-28,4.1310953754416664e-40,4.4398538927930817e-30,1.7871219252755114e-33,1.5653853676815967e-30,1.596053290510237e-28,1.0691269887800672e-25,1.9426063713336213e-25,9.9895277684894489e-27,5.5033650425225606e-27,9.3386902295632471e-29,3.3037584049188406e-29,4.1094398686716609e-33,3.4553556716851211e-38,1.7711445537136324e-29,2.0497601623494117e-29,3.6949591878304826e-32,8.6791835567436678e-34,4.0061244857220757e-44,2.3757799560389332e-41
2.0971510000000003e-09,0.0013396618199268263,3.9939762877091603e-30,2.0656143473356333e-34,3.8567098438858336e-31,5.2116411599210386e-33,3.8873003419608356e-33,0.0,0.0,2.6590014082845978e-23,1.686431312962393e-30,3.0253105344346339e-44,1.0090636675992601e-49,3.1519061848305503e-45,6.4094268573364739e-85,7.6817400547148092e-57,6.0492397630518163e-49,3.6552673737139588e-25,1.3145531161537145e-31,9.0119731820194951e-76,2.4038626163971694e-80,3.233548603486338e-50,1.2807437529312507e-51,1.1126069824855913e-51,3.5955120101513686e-53,2.8546388600571008e-35,2.291041776570491e-47,1.5782584060744631e-47,8.2199884636828709e-27,1.8731393889184168e-30,2.2992359123908276e-31,9.5170989230202721e-25,1.1023597822228494e-41,2.4472919530278059e-53,1.4372178317028899e-41,1.4401507017613465e-41,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.647446764941055e-25,8.4550916809872087e-25,9.5791651336270269e-25,6.0887879301024344e-24,5.2447235794946676e-24,2.6152074579990963e-24,4.6658162415048723e-24,1.0011568496719157e-25,5.40221357681232e-24,6.9941238538626674e-26,9.8150714541459187e-26,8.9255518160807232e-26,4.3230771498455639e-26,2.3380401353003961e-24,6.1341426063233446e-29,2.0252501088189149e-29,1.91859758400582e-29,7.3205781771017021e-30,4.4090714015103378e-29,1.5912734151952286e-28,4.6434034635963638e-29,1.1950903547120938e-27,1.2764499197217541e-39,1.3731927214588164e-29,1.1186375641719403e-32,9.8549625949638374e-30,8.8030322012815362e-28,2.0372803224807707e-25,3.699477204671029e-25,3.831831748325696e-26,2.1121337323552413e-26,2.8163217974122886e-28,2.0330415843848722e-28,2.1246539776237058e-32,1.1164401799283716e-37,1.1336831159640494e-28,1.3125181777625617e-28,2.2549193514192248e-31,5.5452378956232388e-33,2.5491829020333761e-43,2.9232956408374194e-40
4.194303e-09,0.0013396618199268263,6.1316520680929562e-30,6.7293412845880882e-34,1.8633957759316789e-30,1.664804856550164e-32,3.7701979385053736e-32,0.0,0.0,5.3193942061960909e-23,6.7472669230426881e-30,1.5573961031902302e-39,7.8117605227815169e-41,3.8517711312537094e-40,3.20825632565323e-84,2.2265669326592111e-56,4.1000750998221334e-41,6.5920778492654146e-25,4.8138007037647139e-31,3.8157366324364627e-69,1.5348230746022322e-40,2.1966637157367468e-42,3.9199489759472561e-41,2.3235455481375611e-44,9.2619963216232743e-52,1.0445165673333036e-34,5.1360765541919175e-46,8.5965745894642432e-47,3.0229828914424207e-26,6.8593030122869726e-30,8.4556305750563768e-31,1.7249871017662561e-24,6.5247937589530913e-41,4.7123425251258407e-52,1.6012536247831487e-40,1.6078286527837171e-40,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.606374005783498e-24,1.5397639408225331e-24,1.7460480514792991e-24,7.9502802200800809e-24,6.8444138269367595e-24,3.4088891782712385e-24,1.2976577706691263e-23,3.6994812913577207e-25,1.5031647559211639e-23,2.6274560704806497e-25,3.6095722322904321e-25,3.2956131471447716e-25,1.5830767213537471e-25,6.4951707216398769e-24,1.5954132462627015e-28,6.9072016483647027e-29,6.5776329195338794e-29,2.446727788426924e-29,2.364370385781977e-28,5.0736226648611843e-28,1.6738542971619681e-28,2.6611878628147615e-27,3.4194187003930233e-39,3.6913338832092245e-29,6.1146232105640529e-32,5.4419063299911727e-29,4.089596168558562e-27,3.7159929636741964e-25,6.7413959153284063e-25,1.4156268077056468e-25,7.8095455375832665e-26,7.1894333519278301e-28,1.0725633961347677e-27,1.0417967008483836e-31,3.3813770300158022e-37,6.4545045600433935e-28,7.4759855017901321e-28,1.2538226167690133e-30,3.1425669778809063e-32,1.4049240113149657e-42,3.2790559174941155e-39
8.388607e-09,0.0013396618199268263,8.1705504976197482e-30,1.9643506593736105e-33,8.7870441497222343e-30,4.7126537548297342e-32,3.566155258849724e-31,0.0,0.0,1.0643172544480588e-22,2.6998951430455882e-29,-1.9264158792123093e-38,2.8219411166004526e-39,-7.5120440914751372e-40,1.0493530956772782e-83,5.2710313043573686e-56,9.8171247942301131e-40,1.094568873552285e-24,1.6434322269104421e-30,-1.5566694142561674e-67,-1.1793820518943477e-39,7.4600263996168736e-41,6.4602161080686511e-40,-1.3983180534103658e-43,2.1558770766128983e-50,3.5602249251158805e-34,9.9159670647135348e-45,3.8732691084800193e-46,1.0391952487486524e-25,2.3417661773739028e-29,2.9067250113269766e-30,2.8876298384139985e-24,3.2069664882347559e-40,7.0802707716890813e-51,1.5340989206951368e-39,1.5467930932393213e-39,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.801959214613974e-24,2.5976304868152797e-24,2.9500413806090717e-24,9.0394725335861484e-24,7.7786050345312588e-24,3.8706289986064533e-24,3.1862971097867917e-23,1.2817096809935456e-24,3.6924159222149065e-23,9.35700000506684e-25,1.2408328675955979e-24,1.1403215387412497e-24,5.4046010932691373e-25,1.5930157621361426e-23,3.4707087460000762e-28,2.2156097542103555e-28,2.1226601910804415e-28,7.6851883392760912e-29,1.073208758331289e-27,1.3746574419054571e-27,5.7381750251099879e-28,5.1386554463541108e-27,7.8849441955144487e-39,8.5458967477457308e-29,2.8831176274700859e-31,2.6073466698096701e-28,1.6480748099003968e-26,6.2843560174581145e-25,1.138479893264216e-24,4.9027677855757851e-25,2.7079965198475606e-25,1.5014818526950306e-27,4.7029834084885604e-27,4.6416739242167203e-31,1.0134529466974859e-36,3.2584225927517792e-27,3.7756212328081773e-27,6.7461361648364021e-30,1.5681736712745524e-31,6.651250318964243e-42,3.5418949388443703e-38
9.999999999999999e-09,0.0013396618199268263,8.4211093936288226e-30,2.5682743448567106e-33,1.533402772217527e-29,6.0705259421644236e-32,9.5436498141719231e-31,0.0,0.0,1.2689879444543992e-22,4.2568258005603668e-29,-1.679474048184637e-38,1.8433221513490127e-39,-6.1488760817171141e-40,-8.0582254661691099e-69,-2.6805630492388429e-41,2.7613621660340149e-40,1.1930577744599096e-24,2.2989990729888817e-30,-9.3382125243634036e-67,-8.6727032003827335e-40,6.1803714515633268e-41,4.6483671052375319e-40,-6.7352890346285814e-44,9.8858640616419078e-50,4.9734638454090832e-34,4.0250937674986558e-44,5.850422737587962e-46,1.4596062806934293e-25,3.2758981829106558e-29,4.0826311102635276e-30,3.1566419781867939e-24,5.0024477980076087e-40,2.1608432086821171e-50,3.7141521970181244e-39,3.7656805925386387e-39,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.1120581708053116e-24,2.8477170029071085e-24,3.2358572728035188e-24,9.1117562013754049e-24,7.8404028070128133e-24,3.9010418692920404e-24,3.9415712085932148e-23,1.8086301857523941e-24,4.5680959081091413e-23,1.3434100902725418e-24,1.7428063667824495e-24,1.6078572470873576e-24,7.5604718726448273e-25,1.9698548234918997e-23,4.0285544479976873e-28,3.0512563755283283e-28,2.9302613008324268e-28,1.0512331978528889e-28,1.6635233198447585e-27,1.6827546105204879e-27,8.1402877148689879e-28,5.9682704328312009e-27,9.4840994695252059e-39,1.0263408329311247e-28,4.6325949078227964e-31,4.2288553268007529e-28,2.5238137716202268e-26,6.8955620274077153e-25,1.2485714862793424e-24,6.9168719434397802e-25,3.8231682068627616e-25,1.6993372073298827e-27,7.0539630593537698e-27,7.3390399332803053e-31,1.4330674993853543e-36,5.5010383531453761e-27,6.3751750276403835e-27,1.2790152574624527e-29,2.6130277644853005e-31,1.0697636693568188e-41,1.0535636659955192e-37
1.6777215e-08,0.0013396618199268263,9.4749128471725226e-30,5.1082634475221383e-33,4.2869405666588815e-29,1.178148022587267e-31,3.4683864375578113e-30,0.0,0.0,2.1297942594696222e-22,1.0804982461330917e-28,-6.4088328766364064e-39,-2.2725646190332258e-39,-4.1564856785039618e-41,-4.1949601749113995e-68,-1.3954505598168433e-40,-2.6913844515545241e-39,1.6072835136586443e-24,5.0561895676388517e-30,-4.2065915008465965e-66,4.4541275033063526e-40,7.9838412210817345e-42,-2.9719280305376129e-40,2.3747975438169211e-43,4.2396731208727375e-49,1.0917280164081754e-33,1.6783410195862305e-43,1.4165957949975509e-45,3.2277757786753775e-25,7.2046811923340388e-29,9.0282703505384231e-30,4.2880562941545861e-24,1.2553903504227164e-39,8.2711138122737347e-50,1.288304505251353e-38,1.3097902864550395e-38,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.4162758863993812e-24,3.899533715624172e-24,4.4379450017551725e-24,9.4157676731866643e-24,8.1003125811204204e-24,4.0289526665981107e-24,7.1181116003799399e-23,4.0247584354464423e-24,8.2510407487545952e-23,3.058161821236075e-24,3.8540122168088697e-24,3.5742242448581523e-24,1.6627657707538389e-24,3.5547688321826182e-23,6.3747482438400107e-28,6.5658284362829022e-28,6.3268792301816376e-28,2.2402764839475095e-28,4.1462750141909005e-27,2.9785531851669693e-27,1.8243120576079789e-27,9.4574745751958109e-27,1.6209844902423839e-38,1.7486938066165991e-28,1.1990566344068091e-30,1.1048614871982991e-27,6.207006653463492e-26,9.4661792131101413e-25,1.7115959598596624e-24,1.5387814109775524e-24,8.5133699669639438e-25,2.5314795073533038e-27,1.69417400042322e-26,1.868365256168064e-30,3.1978871558530903e-36,1.4933057215443963e-26,1.7308407933358467e-26,3.8210145507858247e-29,7.0074869890936302e-31,2.7715974512934104e-41,3.9949995105373643e-37
3.3554431e-08,0.0013396618199268263,1.000711784842979e-29,1.2027106226413012e-32,2.275331768430972e-28,2.671324406394779e-31,3.6500387241879823e-29,0.0,0.0,4.2619922514136417e-22,4.3243626892528757e-28,-7.8351582190655953e-39,-8.635070040546721e-39,-1.2267090622090455e-39,-1.5316743951654725e-67,-5.7655624275234016e-40,-9.9579608658382214e-40,2.0351904577300568e-24,1.369887746304547e-29,3.3897381665033508e-65,6.0097589018932588e-41,-1.0285048282990452e-40,-2.4723016848497331e-40,-1.9818757903914006e-43,6.7305464826423789e-48,2.9378334566887213e-33,2.6155947787789041e-42,4.2352511156097087e-45,8.8369882016970104e-25,1.951981806905187e-28,2.4717095551556223e-29,5.4949005457975979e-24,3.8931575666224727e-39,7.9292043036422516e-49,9.9844805782044118e-38,1.0319324316138403e-37,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.0614881638152068e-24,5.0567016128375228e-24,5.7684228370695046e-24,9.4940695498204664e-24,8.1664167805385107e-24,4.0613801892983283e-24,1.5038940834483473e-22,1.1154438131617496e-23,1.7435228759832168e-22,8.8868031140362331e-24,1.0551259342725251e-23,9.8847907048220493e-24,4.5048902492958974e-24,7.4998075765713723e-23,1.0341249597364147e-27,1.757543159324326e-27,1.7018229724740411e-27,5.9392326350355651e-28,1.4111376290079746e-26,5.0020088132870514e-27,5.2157247803435703e-27,1.7721669450648162e-26,3.2153978218231915e-38,3.329401513661572e-28,4.6717918715255224e-30,4.3176429097047288e-27,2.3276564818695878e-25,1.2324578616133743e-24,2.2231451015919079e-24,4.2624606427034623e-24,2.3629713840251713e-24,3.4695750432687454e-27,5.0472225969838178e-26,6.9874029626238722e-30,1.0882066003722365e-35,6.4264719659592249e-26,7.4500522011257095e-26,2.3866631651508349e-28,2.8914179242959686e-30,1.0808811776268315e-40,4.9477093559463139e-36
6.7108863e-08,0.0013396618199268263,1.0153562497458279e-29,2.6285565289911922e-32,1.2986829417584612e-27,5.7013796326864324e-31,4.1357151658075293e-28,0.0,0.0,8.5277533349009615e-22,1.7305557487595164e-27,4.1989300785583757e-38,-1.5611439870893685e-39,5.3810641118628551e-40,3.0107773761225484e-67,9.6288002701862882e-40,2.1951046931164304e-40,2.2609091005905191e-24,3.2901418569023159e-29,-4.4920419449905914e-65,-6.3087180098829285e-41,1.0855841996563851e-41,1.2681777476096148e-40,1.3762859098798112e-44,8.9426846207283582e-47,6.9585888717747859e-33,4.0549200786842778e-41,1.0715241745263944e-44,2.1409080197147887e-24,4.6881783072213587e-28,5.9879773638048896e-29,6.1577401919373467e-24,9.917669398928253e-39,6.9426633609115654e-48,7.7366091288134689e-37,8.2557131078393561e-37,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.1865138666152905e-24,5.7179906906216011e-24,6.5347500893471227e-24,9.5181845514064818e-24,8.185606055759253e-24,4.0708567710240109e-24,3.0889774283099619e-22,2.7302548883595604e-23,3.5814534050478628e-22,2.2710598513897107e-23,2.5561336947100708e-23,2.4147850702734806e-23,1.0819230251822302e-23,1.5368014281300914e-22,1.6087682084528976e-27,4.2363620879693787e-27,4.1177182510110128e-27,1.4262068045053213e-27,4.5083313614293835e-26,6.7034648223360541e-27,1.322817393428194e-26,3.4116695543441179e-26,6.8364288540762514e-38,6.2360379278363707e-28,1.872071371669519e-29,1.6341892413819323e-26,8.8880024363426529e-25,1.3992366489724484e-24,2.5170978692577681e-24,1.0429749841520751e-23,5.7951695459372488e-24,4.0146929800372587e-27,1.2797897258308633e-25,2.5442886587602471e-29,3.9453082989268147e-35,2.6691781001757274e-25,3.0946261459707317e-25,1.6351696698940034e-27,1.1423739447263293e-29,4.3331990166829605e-40,6.7269818146165825e-35
9.999999999999998e-08,0.0013396618199268263,1.0168771592478414e-29,4.0135556537178833e-32,4.314224374734225e-27,8.6806150228001956e-31,2.5343069219882606e-27,0.0,0.0,1.270960826027277e-21,4.2761626535883688e-27,4.3825135666292014e-37,1.3531332175047524e-39,3.7039243028339128e-40,1.8634195924136681e-67,6.6202601238267808e-40,1.8083878567381489e-40,2.29461543414836e-24,5.2297090493965696e-29,-9.6537161957479723e-65,-5.5565018481307463e-41,5.5743839215367186e-41,8.9693972131438769e-41,1.8580964107187515e-44,6.0179038180328463e-46,1.0853630484542271e-32,3.5248888091057813e-40,1.7330985272773906e-44,3.4155756491764475e-24,7.4518705408065066e-28,9.5528906335023985e-29,6.2611967945224512e-24,1.5831437417140458e-38,3.4020526381615616e-47,3.5755027363022709e-36,4.0267531348728227e-36,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.4139880084660419e-24,5.8261814565558244e-24,6.6613890036604223e-24,9.5352275897512117e-24,8.1988545526468715e-24,4.0774040953257353e-24,4.6423659619912107e-22,4.3745204897736764e-23,5.3826397493919661e-22,3.7136996824059226e-23,4.077870483240816e-23,3.8650078632470846e-23,1.7196302055253366e-23,2.3027651445967566e-22,2.1006483675524029e-27,6.7880528154073172e-27,6.6125655631380827e-27,2.2862478011903928e-27,9.4280983785478515e-26,7.2867190474718203e-27,2.1609924919470185e-26,5.0110035612794336e-26,1.1734894752696945e-37,9.00457126380793e-28,5.101609351584968e-29,3.8765533324857064e-26,2.1424181047444221e-24,1.4289301246074449e-24,2.5655409395351034e-24,1.6711774439482077e-23,9.3047875282596903e-24,4.1090263205506383e-27,2.0739732607576537e-25,5.8985839970044417e-29,9.308983780096588e-35,6.693857483745449e-25,7.7611454674750197e-25,6.6862012005926305e-27,2.7691075464236712e-29,1.1810543735766842e-39,5.1338537056264552e-34
1.34217727e-07,0.0013396618199268263,1.0184594112123023e-29,5.4544156016466198e-32,7.4513908859057186e-27,1.178001116856589e-30,4.7405774179418822e-27,0.0,0.0,1.7060128894143773e-21,6.9244408848562261e-27,8.5049575090412437e-37,4.3849512355053115e-39,1.9591408334699798e-40,6.6978571425750803e-68,3.490377280413073e-40,1.4060736669460562e-40,2.3296812368250246e-24,7.2475043202297099e-29,-1.5023574962726622e-64,-4.7739467401141378e-41,1.0244229279603157e-40,5.1072864457997999e-41,2.3593396539498995e-44,1.1348189476986736e-45,1.4905769836225907e-32,6.7700994611246879e-40,2.4213559928869046e-44,4.7416541292440785e-24,1.0327030081835352e-27,1.3261586658245688e-28,6.3688260863771099e-24,2.1983723961339783e-38,6.2190514077262861e-47,6.4903505450295738e-36,7.3570474246091632e-36,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.650636807971155e-24,5.9387358535855829e-24,6.7931356136225191e-24,9.5529580206977153e-24,8.2126373978449836e-24,4.0842154912205291e-24,6.2584069267786343e-22,6.0851038443314439e-23,7.2564728919462848e-22,5.214525144810549e-23,5.6609831009591338e-23,5.3737221293166446e-23,2.3830578700332622e-23,3.0996222840128189e-22,2.6123674060515427e-27,9.4426602465795173e-27,9.2080369277506237e-27,3.1809766162318955e-27,1.4546293127952965e-25,7.8934975193529283e-27,3.0329734970218892e-26,6.6748431065991604e-26,1.683092925092097e-37,1.1884767162194607e-27,8.4614034788867522e-29,6.2093581334870269e-26,3.446597821419808e-24,1.4598212197665895e-24,2.6159378520465705e-24,2.3247170363932049e-23,1.2955958054635846e-23,4.2071643840868682e-27,2.9001884015118306e-25,9.3881672899569677e-29,1.4888991042577698e-34,1.0880863254008641e-24,1.2615878345315611e-24,1.1940954722364711e-26,4.4614517875061997e-29,1.9589470328742461e-39,9.7749398994668532e-34
2.68435455e-07,0.0013396618199268263,1.0189695367403975e-29,1.0895322869978526e-31,4.002688763711416e-26,2.3943363548515355e-30,5.1227624378934109e-26,0.0,0.0,3.4125097662534943e-21,2.7702928386919826e-26,1.6098784620404179e-35,2.2099794791704538e-39,-2.8805961451028669e-41,2.1710096058776349e-68,7.7929900619235647e-41,-4.8733162728196747e-41,2.3414792356926136e-24,1.5202440674914142e-28,1.95009465825144e-64,1.3431711240817526e-41,3.107122402689963e-41,-1.9902269587049675e-41,-1.1580699877662524e-44,1.5614065607494513e-44,2.9599699116375176e-32,1.2594404173196671e-38,5.1399843014264067e-44,9.9736396702763657e-24,2.1661846308797805e-27,2.7892686291814444e-28,6.4055495178902742e-24,4.4342631330516677e-38,6.027042724564843e-46,6.0764207888582658e-35,7.6887356135809489e-35,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.7577510373960465e-24,5.9796364921360119e-24,6.8420551566680192e-24,9.6217418505339132e-24,8.2660984760941079e-24,4.1104026240828848e-24,1.2593873627111547e-21,1.2832907598346228e-22,1.4602584537764586e-21,1.1183599220923622e-22,1.1906180981767947e-22,1.1316685895212124e-22,4.997902773795243e-23,6.1824561246102269e-22,4.5710739393645786e-27,2.0225022526975435e-26,1.9797069515851953e-26,6.8466717465415434e-27,4.9536955078632807e-25,9.2047088925473792e-27,6.5307303331625395e-26,1.3143483369079956e-25,4.8548602677234991e-37,2.3160461635674718e-27,4.5032097320684007e-28,2.3979766038259078e-25,1.3447734983763007e-23,1.482459745453221e-24,2.6345903412236047e-24,4.9058574195023865e-23,2.7496208264185022e-23,4.2631992276593659e-27,6.1673656374389604e-25,3.5630752115185227e-28,5.7285789633777393e-34,4.3929824851696039e-24,5.0936118003481188e-24,9.0295745204833017e-26,1.7499024285980747e-28,1.042679910721787e-38,1.4743456897794242e-32
5.36870911e-07,0.0013396618199268263,1.0190501566773424e-29,2.096094245280837e-31,1.9388414486825606e-25,4.8271993028704137e-30,5.0157996899267042e-25,0.0,0.0,6.8254745789892566e-21,1.1082241986410721e-25,3.232272321379747e-34,7.842546451375633e-39,7.3823960066303622e-41,2.5586851168038284e-68,9.8119031653383522e-41,2.8826194039316075e-41,2.3435292588823726e-24,3.1126709217729315e-28,1.7942397815390857e-62,-9.9067514431323675e-42,1.1187536004626572e-40,1.1261105393818722e-41,-7.9418926490342418e-45,2.351009052895731e-43,5.4631799445131697e-32,2.5274531353439592e-37,1.058212598640397e-43,2.0445786144636714e-23,4.4351326588629313e-27,5.7172189171175728e-28,6.4093373105959559e-24,8.2440321068982554e-38,6.1850908272630949e-45,6.1223869495162216e-34,9.3579907825857287e-34,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.7716998918435187e-24,5.9851426069460655e-24,6.8498690181493952e-24,9.7591550593290727e-24,8.3729070425180197e-24,4.1618057746266912e-24,2.5251253566876953e-21,2.6302933871894939e-22,2.9279103819080531e-21,2.3141669403928598e-22,2.4402729063449917e-22,2.3150833116822854e-22,1.0229748223937431e-22,1.2182258015271321e-21,8.4980909977259595e-27,4.3025072518364296e-26,4.2364291029393566e-26,1.472417503348875e-26,1.7864866085322649e-24,1.1561796070790233e-26,1.3663717546134899e-25,2.5856581139782642e-25,1.5889228784934239e-36,4.5869742444012209e-27,2.7812136952903853e-27,9.3890802709163945e-25,5.2239734994621957e-23,1.5183594057624133e-24,2.6375566238021541e-24,1.0071446587992864e-22,5.7267038432556454e-23,4.3121931150112554e-27,1.2709531215589343e-24,1.3866776837711508e-27,2.2095823706912275e-33,1.7645897896788489e-23,2.0460511713439167e-23,6.9098432771795363e-25,6.9085035829279945e-28,6.4400433285912998e-38,2.2543034150551334e-31
9.999999999999997e-07,0.0013396618199268263,1.0191052552540989e-29,3.590015667854873e-31,7.5523447610971199e-25,9.0248572354402888e-30,3.8863674839035464e-24,0.0,0.0,1.2713711140680684e-20,3.9763959867313164e-25,5.6787464101129011e-33,1.166879532082013e-38,1.5363356134706385e-41,3.1033585550493315e-68,1.1955172914961452e-40,4.5321423212543086e-43,2.3454388876077603e-24,5.8628251748802035e-28,1.224355827948526e-60,-1.2866835536603271e-41,9.2555278815970267e-41,1.9268637096013832e-43,-3.5834705986593015e-45,3.1621569785714048e-42,8.665768801835986e-32,4.440347363584265e-36,1.997720755336923e-43,3.8523358026732187e-23,8.3534243998790423e-27,1.0769678128637382e-27,6.4103168684123706e-24,1.3118255234913172e-37,5.5329761162539089e-44,5.4220125575758943e-33,1.1106472066735627e-32,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.7740332032382801e-24,5.9881942876783925e-24,6.8556675173817532e-24,9.9957950104633909e-24,8.5568422415750493e-24,4.2473658403042297e-24,4.7042401941192964e-21,4.9424707654268051e-22,5.4546494107532531e-21,4.377456880829776e-22,4.596246375280505e-22,4.3365932885757997e-22,1.9256366337691776e-22,2.1996160955802984e-21,1.5339764653442265e-26,8.6543046216141901e-26,8.6025524536185982e-26,3.0186186160343707e-26,6.0287643011862252e-24,1.559940938427148e-26,2.6407136067401754e-25,4.7058073088707594e-25,5.091644380585009e-36,8.5633314912214493e-27,1.6847860777246838e-26,3.3247765179901099e-24,1.7914735114852117e-22,1.6125564765570378e-24,2.6397636109040889e-24,1.8983591491912837e-22,1.1227513207219468e-22,4.3914402799751575e-27,2.400705368715644e-24,4.9341780924190221e-27,7.5513503545851903e-33,6.3384838921987241e-23,7.3495644385816602e-23,4.6192273028166494e-24,2.4564633106788728e-27,3.9013262796960261e-37,2.9844344727772641e-30
1.0737418230000002e-06,0.0013396618199268263,1.0191140283361429e-29,3.8278856089489065e-31,8.4461559629972259e-25,9.6932301699637685e-30,4.4253109615333209e-24,0.0,0.0,1.3651266799842445e-20,4.433081220620708e-25,6.5314800359537416e-33,1.2278030572040828e-38,6.0549546328586426e-42,3.1900842935742582e-68,1.2296435474951421e-40,-4.0644792244487056e-42,2.345742948628344e-24,6.3007190428581988e-28,1.416447250713165e-60,-1.3338155525933175e-41,8.9479034968911725e-41,-1.5696848897953598e-42,-2.8894999649165177e-45,3.6282180746970796e-42,9.1757016613080733e-32,5.1071191481767385e-36,2.1473141318785811e-43,4.140176307116089e-23,8.9773151959684541e-27,1.1574156969936456e-27,6.4104728387040926e-24,1.3894354399715547e-37,6.3154831250626985e-44,6.1878497750426375e-33,1.2725899533333738e-32,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.7744047252177083e-24,5.9886801921610965e-24,6.8565907845964763e-24,1.0033474054612732e-23,8.5861293608998584e-24,4.2609891590914057e-24,5.0512101954757776e-21,5.3106276767940827e-22,5.8569699443967273e-21,4.705984639502652e-22,4.9395316875510534e-22,4.6584686240911997e-22,2.0693631435140819e-22,2.3558781639255392e-21,1.6429131527013014e-26,9.3472204392470991e-26,9.2977493284621852e-26,3.2648128013753344e-26,6.704241826046554e-24,1.624229918190451e-26,2.8436209462552255e-25,5.0433884938508195e-25,5.6493659212104428e-36,9.1964677792333356e-27,1.9087625507985023e-26,3.7046669116965467e-24,1.9935424203499028e-22,1.6275550242333546e-24,2.6401150188724062e-24,2.040262956934015e-22,1.2103380692352033e-22,4.4040584258675649e-27,2.5805903990936061e-24,5.4990295635105748e-27,8.401894443763268e-33,7.0667631070868364e-23,8.1940174127518926e-23,5.2447025861684224e-24,2.7375933906366923e-27,4.4199740264318467e-37,3.423737464398487e-30
