Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518)
1e-12,0.0019293224364078188,4.308923841612664e-27,6.7578160115970924e-34,5.563598887016343e-32,7.3078990623136749e-33,2.9057777721984994e-37,0.0,0.0,5.6921052674427911e-23,1.4163717719248363e-32,1.184517168817717e-49,3.6380239499021424e-50,1.8411783856698162e-46,5.2188372525386164e-79,3.8798714954333965e-51,5.9133861662339247e-46,6.2814604001821214e-23,5.3892250018053486e-32,1.8947932754443044e-86,1.3024713043326364e-77,6.4568386541001469e-50,2.3246830970890716e-50,2.9193181494536313e-47,5.7710410391097529e-56,9.9211707235295822e-35,1.6590656752162795e-61,1.9694864421204265e-48,3.2303713908313379e-28,6.4849868427179777e-31,6.6529855800178926e-32,1.1565062456421624e-22,7.628774739351955e-43,5.3472755386264842e-66,4.3051340250538023e-53,1.3224933956041494e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.20698274519281e-22,1.206969158316047e-22,1.1565027294024876e-22,2.4610382431419209e-23,2.0816583394076767e-23,1.0408286558560894e-23,6.1062850138974628e-27,4.293336983796426e-27,7.234868205031013e-27,3.1352397923624924e-27,3.6523175849832286e-27,4.5084646298697768e-27,1.9375459761554143e-27,3.0533626019288921e-27,1.1805822350560031e-29,5.7913804849431263e-30,4.9411744393844555e-30,2.6275142242041313e-30,2.8719147818036673e-33,2.4287812699265578e-29,1.0242300112052711e-29,4.7639781494900876e-30,6.6349756723098329e-41,1.8618608926736036e-30,1.7304226612792285e-36,4.6404735812916156e-34,1.2131772443642253e-33,1.0733411676550687e-24,6.2813907767621953e-23,2.346953511062125e-27,4.0049429633213393e-29,2.7742226237975087e-28,6.9294357935325845e-32,1.1750000868555254e-33,7.9235535173909149e-41,2.3296933880276481e-34,2.7602749533090252e-34,7.171226877526867e-37
1.023e-12,0.0019293224364078188,4.4079999840185397e-27,6.9923324230498325e-34,5.7576543872360634e-32,7.5627888943075971e-33,3.0246900643432277e-37,0.0,0.0,5.8229866821049034e-23,1.4657730991759157e-32,1.2335626920475755e-49,3.786902779143872e-50,1.9165230357545379e-46,5.4483059147514069e-79,4.015191901680442e-51,6.1196380616931921e-46,6.4258904257857251e-23,5.5771935996260246e-32,1.9824331992818395e-86,1.3597388734949002e-77,6.7210673315767419e-50,2.419809645916652e-50,3.0210358633581723e-47,6.024805962363952e-56,1.0267207155855027e-34,1.7345531755673709e-61,2.0500813062378456e-48,3.3430421499918711e-28,6.7111740742523796e-31,6.8850322534111742e-32,1.1830978217845306e-22,7.9409574089614535e-43,5.5905759975250161e-66,4.4944290473186467e-53,1.3805822869449505e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2347350424735755e-22,1.2347209817079836e-22,1.1830941829041309e-22,2.517617354894614e-23,2.1295155477814202e-23,1.0647572421221846e-23,6.3192552366066214e-27,4.4430823979842461e-27,7.4872002286816991e-27,3.2445926594786528e-27,3.7797052265739469e-27,4.6657133786777986e-27,2.0051248572020069e-27,3.1598553614598505e-27,1.2217579452298449e-29,5.9933744397334749e-30,5.1135146446702923e-30,2.7191575378093467e-30,2.9894385381508287e-33,2.5134903949655353e-29,1.0599536237763213e-29,4.9301461131446907e-30,6.9036580366877381e-41,1.9267991473366832e-30,1.8012352265558894e-36,4.8303713454904813e-34,1.2628240717813122e-33,1.0980205032559866e-24,6.4258183740140595e-23,2.4288118157510152e-27,4.1446296355287938e-29,2.8709792572708104e-28,7.2129989567988831e-32,1.2160192172864182e-33,8.2439604251233985e-41,2.4250282455436837e-34,2.8732299045286717e-34,7.4647170761432482e-37
2.047e-12,0.0019293224364078188,8.8189377721434596e-27,2.7779068726998367e-33,2.3045532240867948e-31,3.0266629313529433e-32,2.4215132373452108e-36,0.0,0.0,1.1650105620552983e-22,5.8661999260658255e-32,1.1443957335257246e-48,3.032008078744923e-49,1.5339632325377278e-45,8.7124618268019398e-78,1.6065971978631969e-50,2.449160509714809e-45,1.2855866013988432e-22,2.2319891661121847e-31,1.2581356745645163e-84,2.1748821368337656e-76,5.3800437411236108e-49,1.9356739403661956e-49,1.2019066068566796e-46,9.6521061853671686e-55,4.1089249023822799e-34,5.5533077996050572e-60,1.6407508298626589e-47,1.3378792964709477e-27,2.6858073916348794e-30,2.7553771770158496e-31,2.3669396201152701e-22,6.3553487910056511e-42,1.7895971291716542e-64,7.1944521872172674e-52,2.1936627515839336e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.4702663559779054e-22,2.4702100865056029e-22,2.3669250578749527e-22,5.0354939897620193e-23,4.2592532501961047e-23,2.129624498005077e-23,2.5283813988139181e-26,1.7781083494262046e-26,2.9956822576874325e-26,1.298491213955988e-26,1.5126310096807061e-26,1.867204052184003e-26,8.0244956891549701e-27,1.2642798831869921e-26,4.8885438317589635e-29,2.3984575310619912e-29,2.0463549793252631e-29,1.0881573685913766e-29,2.3925318431612252e-32,1.0056660400124386e-28,4.2418643062206189e-29,1.9735299664659173e-29,4.8806902080890736e-40,7.7104599081559521e-30,1.4417575893921663e-35,3.8662935657822949e-33,1.0110849628910341e-32,2.1967273191011588e-24,1.2855577673857759e-22,9.7199942679047736e-27,1.6586702571005359e-28,1.1486638824255715e-27,5.7723763648401166e-31,4.8918528415876264e-33,5.7461113814277944e-40,1.9407485574288212e-33,2.2994421325854292e-33,5.9827322142395886e-36
4.095e-12,0.0019293224364078188,1.7640395763004983e-26,1.107328639388738e-32,9.222887475859687e-31,1.2109496730232072e-31,1.9382463666949777e-35,0.0,0.0,2.3304546427942031e-22,2.3471182169146849e-31,1.1669608574884929e-47,2.4273379346477765e-48,1.2272328791381688e-44,1.3905015664427944e-76,6.4254909256810458e-50,9.7993121504794291e-45,2.5714615965436654e-22,8.9298195961836126e-31,8.0180579996888105e-83,3.4741504156815653e-75,4.3051781430113467e-48,1.546838466097207e-48,4.7526799589337199e-46,1.5461429854744838e-53,1.6439092583450412e-33,1.7769976975852593e-58,1.3124898918276951e-46,5.3526022706504899e-27,1.0745471233338199e-29,1.1023743295240221e-30,4.7343775712559252e-22,5.0837324190046988e-41,5.7247906107441608e-63,1.1510533921144008e-50,3.4975141929996774e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.9411320934498417e-22,4.9409069815409818e-22,4.7343193144192958e-22,1.0066756027413645e-22,8.5149382776410078e-23,4.2574606369948231e-23,1.0110995525603427e-25,7.1138353375229686e-26,1.1979709855551352e-25,5.1951077713555407e-26,6.05175050449e-26,7.4702839707085122e-26,3.2104675269907452e-26,5.0558389123791126e-26,1.9550872749574232e-28,9.5951368699578646e-29,8.1865667433875854e-29,4.3531565269769966e-29,1.9138336970837679e-31,4.0216552492380545e-28,1.6970493726816015e-28,7.8996693852660041e-29,3.1602265427179142e-39,3.0843657859838332e-29,1.1535729151922381e-34,3.0933829213550601e-32,8.0944427490569149e-32,4.3939004618538478e-24,2.5713462448898882e-22,3.8887334178417153e-26,6.6360033004791342e-28,4.5932146217581261e-27,4.6168148217942089e-30,1.9774311525751427e-32,3.6501516979360183e-39,1.5523315661049886e-32,1.8392339472209755e-32,4.7992850983231593e-35
8.191e-12,0.0019293224364078188,3.5281640820434031e-26,4.4214327191158307e-32,3.6914455787940952e-30,4.8441706509312776e-31,1.55154315246812e-34,0.0,0.0,4.6614239597812116e-22,9.389888716054785e-31,1.3355724617800766e-46,1.9437042847811507e-47,9.8143548840669762e-44,2.2121587140571639e-75,2.5684690978338079e-49,3.9202315100249302e-44,5.1427311867016782e-22,3.5720141346872357e-30,5.1207192072943374e-81,5.53790346185405e-74,3.4443906445051626e-47,1.2341937879420922e-47,1.857808634884528e-45,2.4778746680226518e-52,6.5757666619546904e-33,5.6831145743400996e-57,1.0493332532550929e-45,2.1410673763317675e-26,4.2982922999113141e-29,4.4095517036554741e-30,9.4682710951455501e-22,4.0642469703469635e-40,1.8297750130520799e-61,1.8405915268718276e-49,5.5857754957493143e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.882076135539674e-22,9.8811757697021953e-22,9.4680380963953378e-22,2.0111347461751499e-22,1.701117397319447e-22,8.5055530449056377e-23,4.040788802279322e-25,2.8455371633881135e-25,4.7875902885561238e-25,2.0781405936280961e-25,2.4207298460883757e-25,2.9881132283076785e-25,1.2842176250466467e-25,2.0205183588442927e-25,7.8146402626879568e-28,3.837592088116854e-28,3.2742574619947004e-28,1.7410001194310807e-28,1.5300586295016958e-30,1.6072242731295291e-27,6.7879590294472191e-28,3.1630521508403915e-28,1.8232036567084466e-38,1.2334072504571901e-28,9.2269727124136316e-34,2.4741282127140513e-31,6.4817791271570254e-31,8.7872849024114295e-24,5.1422698366455679e-22,1.5554705017980564e-25,2.6544157177720099e-27,1.8354131940605742e-26,3.6900225741195841e-29,8.0721074264351561e-32,2.0664876215596975e-38,1.2408687880285789e-31,1.4702016092518575e-31,3.8585695119546131e-34
1e-11,0.0019293224364078188,4.3071426634889796e-26,7.3466692873629722e-32,6.1403459576060061e-30,8.0531320181737711e-31,3.9525975949603342e-34,0.0,0.0,5.6909691244191571e-22,1.5611333350752257e-30,4.8196551953772766e-46,4.9536260836461169e-47,2.4968802107131388e-43,9.4489552593692984e-75,4.2665268162993992e-49,6.5172133733321982e-44,6.2779092264588077e-22,5.9379192785897258e-30,7.6284941867613886e-80,2.373186786743712e-73,8.7681289745899048e-47,3.1299959797041821e-47,3.0165863543846364e-45,1.071105400636869e-51,1.0931140163130857e-32,4.453091655489355e-56,2.6686208766572815e-45,3.5591477119938875e-26,7.1452439784796174e-29,7.3301034583616668e-30,1.1558129643242155e-21,1.0335363722151021e-39,1.4321959168278728e-60,7.9280160923607599e-49,2.4067294085614632e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2063550683003754e-21,1.2062054147349249e-21,1.1557742379401789e-21,2.453176211087215e-22,2.0750219387667117e-22,1.0375053387883902e-22,6.7106549855673162e-25,4.7301479889478567e-25,7.9508596794150876e-25,3.4546697305849415e-25,4.0240368540937567e-25,4.9671465075687153e-25,2.1348118210071699e-25,3.35551154483566e-25,1.2980239797684335e-27,6.3784229943666397e-28,5.4421551663018919e-28,2.8936059925846324e-28,3.8910161757053328e-30,2.6691596077226909e-27,1.128322037093644e-27,5.2635246115417848e-28,3.4773029131955522e-38,2.0496984747534755e-28,2.3480284422379552e-33,6.2955398288505265e-31,1.6520347366693193e-30,1.0726775454737375e-23,6.277142423115435e-22,2.5856216424053381e-25,4.4124663698689032e-27,3.0477130759187509e-26,9.3803981258448794e-29,1.3704879797202594e-31,3.9215252264348529e-38,3.154961992295693e-31,3.7380332121820983e-31,9.8889860455800472e-34
1.6383e-11,0.0019293224364078188,7.0557442584956747e-26,1.7668275155312933e-31,1.4781214458411094e-29,1.9375851977880144e-30,1.2424643203820362e-33,0.0,0.0,9.3236870823428753e-22,3.7563506431611263e-30,1.7113132303476182e-45,1.5574041142880541e-46,7.844079581902753e-43,3.4983765844624867e-74,1.0258070440935034e-48,1.5680582767190838e-43,1.0283349485038002e-21,1.4285941685184305e-29,3.2738567887193639e-79,8.7928703025445227e-73,2.7552773397437274e-46,9.8192748022677093e-47,7.1052973458546091e-45,3.9761570157094374e-51,2.6298939531846973e-32,1.8160417252054996e-55,8.3822266810664399e-45,8.5627998858641541e-26,1.7190624058248256e-28,1.7635179108051885e-29,1.8932130258223154e-21,3.2462803316825007e-39,5.8400240795040267e-60,2.9407303544829427e-48,8.9278755201761804e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9760815490335533e-21,1.9757215388101684e-21,1.8931198674830289e-21,4.0129057138698065e-22,3.394332435205568e-22,1.6971526958492106e-22,1.6131194426102007e-24,1.1379938425403271e-24,1.9112356927537112e-24,8.3117097975808178e-25,9.6812555561934427e-25,1.1950103622838586e-24,5.1361068750790439e-25,8.0659933061307916e-25,3.1206896421167951e-27,1.5343665489995372e-27,1.3091514506596413e-27,6.9605398169843641e-28,1.2221581138346467e-29,6.4161652687001073e-27,2.7144609615118687e-27,1.2674976085647355e-27,9.3137404776826659e-38,4.9299565646833741e-28,7.377264962122558e-33,1.977927136328895e-30,5.1941121868052663e-30,1.7570207293043902e-23,1.0281504899310662e-21,6.2204777676105769e-25,1.0615693187079771e-26,7.3252753456261793e-26,2.9458710534171327e-28,3.3579941180623566e-31,1.0466967477356967e-37,9.9087800812050245e-31,1.174000619256005e-30,3.1167122438134558e-33
3.2767e-11,0.0019293224364078188,1.4108225562734694e-25,7.062466024241784e-31,5.9242588408077331e-29,7.7489136829302785e-30,9.9582649452157877e-33,0.0,0.0,1.8649510215095171e-21,1.5027088640659616e-29,2.3964838963244806e-44,1.2492966576474611e-45,6.2627282213195335e-42,5.468897278750084e-73,4.0902317046317757e-48,6.2695208414555108e-43,2.0556908297958468e-21,5.7121252309183614e-29,2.0942501145008792e-77,1.3854803702733151e-71,2.2035912435093928e-45,7.7690264775411825e-46,2.6112456621242565e-44,6.3977044761184893e-50,1.0515244125560773e-31,5.7943099526036039e-54,6.6851910435271032e-44,3.4236090548397175e-25,6.873540177655814e-28,7.0509591166267671e-29,3.7844150065815726e-21,2.5885747867539647e-38,1.8588631679040017e-58,4.6911536473142456e-47,1.4273364135701565e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9505707293685748e-21,3.9491319176158419e-21,3.7840427387047779e-21,7.9880627979870246e-22,6.7568060125912932e-22,3.3783493601693651e-22,6.4264238925368103e-24,4.5497619606516349e-24,7.6139657207024066e-24,3.3236755360760624e-24,3.8707921702629864e-24,4.7776944932256742e-24,2.0536306771594396e-24,3.2132911987571611e-24,1.2440443114897374e-26,6.1315233630250762e-27,5.2316973736757751e-27,2.7811857258870464e-27,9.7460961017284744e-29,2.5560845723967017e-26,1.0851019253374e-26,5.0873486175441635e-27,4.3024664054807393e-37,1.9688661121422435e-27,5.8942341722260707e-32,1.5799707130927405e-29,4.1684502225227052e-29,3.51206732726006e-23,2.0549537187637435e-21,2.4868245759017192e-24,4.2442854050076931e-26,2.9167967457304754e-25,2.346647288442672e-27,1.4461638242107346e-30,4.9020603328139899e-37,7.8972075410065938e-30,9.3565539644122909e-30,2.5408179120646987e-32
6.5535e-11,0.0019293224364078188,2.8202442531275335e-25,2.8229338566526608e-30,2.3790170267017195e-28,3.0982687044974471e-29,7.9958711060058055e-32,0.0,0.0,3.7306335511267806e-21,6.0118882295163943e-29,3.5561782070735798e-43,1.0037839018040465e-44,4.9899383326773739e-41,8.3618255910436117e-72,1.6256976004915791e-47,2.5032942945420132e-42,4.107336067487389e-21,2.2829390863653954e-28,1.3400507439387603e-75,2.1511628322849687e-70,1.7617574633337094e-44,6.080820341001863e-45,8.9700976991141595e-44,1.0350029722396278e-48,4.2024302578369315e-31,1.8432510525296097e-52,5.3151634028592725e-43,1.368169382626106e-24,2.7471163277824056e-27,2.8177586786512089e-28,7.5605499598126507e-21,2.0573369990225954e-37,5.8850638698916312e-57,7.4608880615028227e-46,2.2816310338332747e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.8945207286397526e-21,7.8887755784933772e-21,7.559063878778625e-21,1.5826449742402065e-21,1.338728296807466e-21,6.693430376821164e-22,2.5498371318055832e-23,1.818047421387023e-23,3.0209377718125024e-23,1.3285983439313943e-23,1.5468747454977275e-23,1.9091092767465421e-23,8.2076312103686023e-24,1.2748879040362462e-23,4.9424666919272903e-26,2.4477698764479618e-26,2.0886781834120044e-26,1.1100141900685967e-26,7.7471106793225773e-28,1.0141678451136988e-25,4.3347709443141338e-26,2.0481645558146441e-26,1.8581192785100968e-36,7.8503859575223282e-27,4.7031249025373236e-31,1.2601457252159156e-28,3.3547915470984653e-28,7.0160148025461317e-23,4.1043935412831426e-21,9.9358963685814e-24,1.6960385840918639e-25,1.156132527354882e-24,1.8613093238375008e-26,6.6044524214525516e-30,2.2245564951097061e-36,6.2702230620448782e-29,7.4287196882968058e-29,2.1084700747385643e-31
9.999999999999999e-11,0.0019293224364078188,4.3003849162305644e-25,7.2698956685822557e-30,6.1715123054938306e-28,7.9807127353281539e-29,3.7676591982021729e-31,0.0,0.0,5.6940225394647224e-21,1.5500847629890444e-28,3.0328073199861891e-42,4.7240190830625275e-44,2.3189919775544576e-40,6.8481665895627809e-71,4.1473988272722568e-47,6.4220667858797529e-42,6.2588011642845903e-21,5.8765538105902126e-28,4.5732505902503233e-74,1.8105628482446791e-69,8.2375624468229563e-44,2.7400086294127653e-44,1.8910522829491569e-43,9.3900474197102051e-48,1.0816922018455823e-30,3.1530083195663767e-51,2.4607775744601674e-42,3.5212890952880083e-24,7.0713998748279787e-27,7.2521276576939693e-28,1.1519100904568955e-20,9.5188009137718797e-37,9.9741834141324834e-56,6.556860231007829e-45,2.0250538449910047e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2032170632337224e-20,1.2017404075790464e-20,1.1515282862888159e-20,2.3841918928989932e-21,2.0167960824806588e-21,1.0083450393687696e-21,6.4872629631590925e-23,4.6784637598260745e-23,7.6854871653487353e-23,3.4209689598487384e-23,3.9812210971768745e-23,4.9127212704174557e-23,2.1127320096792451e-23,3.2432981275610903e-23,1.2601203155711287e-25,6.2893769398946014e-26,5.3672461634073792e-26,2.8510107434542599e-26,3.5855611002176826e-27,2.5801110034798331e-25,1.1150021092496373e-25,5.3305433977533165e-26,4.9372393357330216e-36,2.0131864488988904e-26,2.1915442400820387e-30,5.8672618909708577e-28,1.5859384080127411e-27,1.0688522856658017e-22,6.2512412065125423e-21,2.5563260800046567e-23,4.3647229328662193e-25,2.9365475601360875e-24,8.5812837305184344e-26,2.0442551523239361e-29,6.4512065305937626e-36,2.8960394331978477e-28,3.4309583521552419e-28,1.0508263351652495e-30
1.31071e-10,0.0019293224364078188,5.6347661883406556e-25,1.1278935287281356e-29,9.5905351056490538e-28,1.2382349714348637e-28,6.443445295224344e-31,0.0,0.0,7.4640634289656141e-21,2.4055365474922277e-28,5.4463559905822318e-42,8.0778977227515536e-44,3.9597626823602815e-40,1.2268110179012183e-70,6.420771199745852e-47,9.954931433445545e-42,8.1983970448180547e-21,9.1162811599704342e-28,8.5753337883694503e-74,3.2488950757687708e-69,1.4075651425264693e-43,4.661990095913771e-44,2.7872047542271396e-43,1.6922314532066462e-47,1.6780040355731018e-30,5.829345361549031e-51,4.2000514989350793e-42,5.462376650550391e-24,1.0969842181233115e-26,1.1249814544327877e-27,1.5087826754112642e-20,1.6245484369311561e-36,1.8435589794819274e-55,1.1795405971374837e-44,3.6449926882375492e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.5762358363594564e-20,1.5739458799118995e-20,1.5081906395610264e-20,3.1068051036823148e-21,2.6280899797286428e-21,1.3139632373785188e-21,1.0036944031082636e-22,7.257195692268837e-23,1.189068705528242e-22,5.3072897898840726e-23,6.1758410157325921e-23,7.6205474202897601e-23,3.2774720456289784e-23,5.017865777499882e-23,1.9505732407596756e-25,9.7526751574588141e-26,8.3229515371615166e-26,4.4205596745509078e-26,6.1196078535367162e-27,3.9918452229370853e-25,1.7294127790716899e-25,8.2896843522833187e-26,7.7131377630643298e-36,3.1203903353088664e-26,3.7432747405583285e-30,1.0020684388756202e-27,2.7132565411731721e-27,1.3999374379922503e-22,8.186674364973089e-21,3.9651693710246902e-23,6.7706040122443728e-25,4.5416331682470657e-24,1.4639497129328339e-25,3.2917920076601267e-29,1.0261629952979521e-35,4.9416112060923995e-28,5.854330817447816e-28,1.8080872575705675e-30
2.62143e-10,0.0019293224364078188,1.1246344167099467e-24,4.5020191036260338e-29,3.8960941318656318e-27,4.9442261988283312e-28,5.2299077983002945e-30,0.0,0.0,1.4939128463131516e-20,9.6282464572013711e-28,8.4378506799451291e-41,6.4995065358280561e-43,3.1172597442105022e-39,1.6741893416826154e-69,2.5046746413641601e-46,3.9199665802205696e-41,1.6331892109930982e-20,3.6341466675283089e-27,5.485695427162695e-72,4.6714046210046644e-68,1.1230525594928637e-42,3.4403629935314817e-43,7.6640629140177325e-43,2.8229165744688623e-46,6.6883027496394134e-30,1.8224874608385886e-49,3.2792204762202645e-41,2.1767268188759753e-23,4.3730556441340759e-26,4.4829842058183775e-27,3.0043066933988546e-20,1.2666246181213856e-35,5.6565913428608325e-54,1.8431629584114323e-43,5.8145206066476222e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.1418190814088037e-20,3.1327237141306975e-20,3.0019575862247408e-20,5.990539006076855e-21,5.067855551676487e-21,2.5336208937218823e-21,3.8904468354807721e-22,2.8909167028726154e-22,4.608495530274889e-22,2.1172108968005201e-22,2.4610290227440933e-22,3.0355430880957477e-22,1.3065296912167582e-22,1.9446170280703231e-22,7.6000686655258498e-25,3.8711422664789455e-25,3.3044188645533523e-25,1.7530519677267054e-25,4.7759323909224572e-26,1.5469974637075295e-24,6.8824629962347618e-25,3.3809707872887612e-25,3.1286579690552381e-35,1.2329020388924266e-25,2.9653911316794058e-29,7.9230196279400492e-27,2.2102156811735416e-26,2.7868348612116358e-22,1.6285378070392025e-20,1.5787446305863466e-22,2.6974029603080122e-24,1.7532166605074888e-23,1.1326897470136476e-24,1.8278485323228386e-28,5.0369359349381865e-35,3.8389399058620187e-27,4.5475481634923955e-27,1.6402668620151652e-29
5.24287e-10,0.0019293224364078188,2.2398282078639525e-24,1.7932426753899031e-28,1.6070099012933217e-26,1.970597199973618e-27,4.305776989055596e-29,0.0,0.0,2.9921653265661901e-20,3.8561048268984019e-27,1.299925576992293e-39,5.2007142749369487e-42,2.4159675038511759e-38,2.0351345248821577e-68,9.5396706475982347e-46,1.5126315097073573e-40,3.2406676414720048e-20,1.4438508117018439e-26,3.5026553359794438e-70,6.2035809926125607e-67,8.9356949988216157e-42,2.3773535617322199e-42,1.8812926958549641e-42,4.8827373792957642e-45,2.656513945321665e-29,5.5731703287780904e-48,2.5016773308424848e-40,8.641754629310395e-23,1.7374193038335316e-25,1.7797714896231404e-26,5.9561497556087969e-20,9.6379486115650107e-35,1.6677373571343813e-52,2.8161151443275199e-42,9.2454573270723577e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.2413705418572461e-20,6.2054973444819536e-20,5.9469030788637838e-20,1.1167684340843248e-20,9.448799484859856e-21,4.7233135918851071e-21,1.4648939846700701e-21,1.1468998245647833e-21,1.7349291231382451e-21,8.4232409231613616e-22,9.7703772874991553e-22,1.2041850362495264e-21,5.1907515704181597e-22,7.3194576285501018e-22,2.891522501748817e-24,1.5257394057223135e-24,1.3029568903071082e-24,6.8973351738623162e-25,3.644331204810327e-25,5.8212533923814857e-24,2.726077870207107e-24,1.3878583822781446e-24,1.2497524616718246e-34,4.8178608669529232e-25,2.3301070607538324e-28,6.19849694016575e-26,1.8117074089661018e-25,5.521871826298711e-22,3.2223583074803487e-20,6.2571075626330169e-22,1.07034322883545e-23,6.5474978690507794e-23,8.4954870303773344e-24,1.1269452587677246e-27,2.7285591778169006e-34,2.9027544350380341e-26,3.4379361167930619e-26,1.6188559302221537e-28
9.999999999999999e-10,0.0019293224364078188,4.2368570136750119e-24,6.6190495142496556e-28,6.3454299865010967e-26,7.2817246481412059e-27,3.3478206213661147e-28,0.0,0.0,5.7225014924915247e-20,1.4386751407736661e-26,1.7847722794339491e-38,3.7563001410864775e-41,1.6712593955503895e-37,1.9252226235358664e-67,3.2413467138010398e-45,5.2443736119282101e-40,6.0896334977896468e-20,5.3042104128460228e-26,2.0179911255383969e-68,6.7469454371730083e-66,6.4981112310471614e-41,1.3692613801876691e-41,4.0593523759139428e-42,8.1816997070162539e-44,9.7536944188519193e-29,1.4892048160067558e-46,1.6818354056409564e-39,3.1701839606649543e-22,6.3826732594800845e-25,6.528968374684642e-26,1.117425238656552e-19,6.4504005113522984e-34,4.1585380932030844e-51,3.77018689314781e-41,1.3327880373945262e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1753678445753115e-19,1.1623738955144657e-19,1.1140886640875413e-19,1.8821421121681985e-20,1.5927255854725034e-20,7.960388499050221e-21,4.8886261486973345e-21,4.2016392821169123e-21,5.7879248116753943e-21,3.1022546393481421e-21,3.5841559262043259e-21,4.4108466807157146e-21,1.9068269109915664e-21,2.4409419730542877e-21,9.8442224778690512e-24,5.5291090078119883e-24,4.7254757097635979e-24,2.4918614021893225e-24,2.4597093568076131e-24,1.938540906614994e-23,9.9667112884290226e-24,5.2544816582594409e-24,4.5918195240377028e-34,1.7207216741948545e-24,1.6626779869640078e-27,4.3773791746222864e-25,1.354535559897035e-24,1.0347195105431982e-21,6.0235636877717885e-20,2.2879751681382278e-21,3.922251950173091e-23,2.1501546949603608e-22,5.5437873870079279e-23,6.9035684092179897e-27,1.5146273066990168e-33,1.9247832369084679e-25,2.2789633596797143e-25,1.6159841697154767e-27
1.0485750000000002e-09,0.0019293224364078188,4.4407733965408847e-24,7.1118120984077811e-28,6.8292695192424117e-26,7.8240432641864737e-27,3.645699962394261e-28,0.0,0.0,6.0012958059953058e-20,1.546203452521342e-26,1.9537416474841487e-38,4.0867510847495066e-41,1.8172420846694667e-37,2.1010261499974941e-67,3.4749107880478607e-45,5.6254213710085367e-40,6.3805410754060473e-20,5.6983912900252878e-26,2.2204714111172571e-68,7.3725305692569868e-66,7.0703903459575003e-41,1.4848013730331497e-41,4.2817538006361294e-42,8.9672745524553901e-44,1.0478386704960844e-28,1.6355765915317565e-46,1.8280228278775626e-39,3.4056502245203163e-22,6.8569996093917604e-25,7.0139083252259638e-26,1.1707072249169076e-19,7.0106371865288499e-34,4.566136695017752e-51,4.1264049259135429e-41,1.4594383455000734e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2316539575114187e-19,1.2176994986066541e-19,1.1671243708108632e-19,1.9602943308650272e-20,1.6588770293401721e-20,8.2909258474421017e-21,5.2382230482305104e-21,4.5135583786112181e-21,6.2017757376973728e-21,3.3330158889294665e-21,3.8503684670458605e-21,4.738278534333224e-21,2.0485300838039754e-21,2.6154473805382762e-21,1.0554161876918569e-23,5.9378926198249193e-24,5.0749487148214801e-24,2.6758764743111918e-24,2.6736577735621781e-24,2.0770443450018591e-23,1.0706051538306852e-23,5.649302118559649e-24,4.9330776093841695e-34,1.8472292452782424e-24,1.8086611494362661e-27,4.7610600799589574e-25,1.4743477073114341e-24,1.0839908313361764e-21,6.3095944486457976e-20,2.4577087970422628e-21,4.2134600233999672e-23,2.3028503190210565e-22,6.0231155619240087e-23,7.4934187381623821e-27,1.6414244411407066e-33,2.0916826406763536e-25,2.4765633212303141e-25,1.7644620090069731e-27
