Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172)
1e-12,0.0013537590091496894,2.3447910124435751e-33,5.3298703521688275e-41,2.9112970115897344e-38,1.3763241772766314e-39,1.4457018817385076e-43,0.0,0.0,1.1645157362107139e-26,3.4553343820946864e-37,7.9270748103225458e-59,1.2844121521049828e-59,4.1152701456670871e-55,2.1196141860859192e-97,2.0326205773589247e-63,1.6966577816777322e-55,1.7486533499641645e-28,2.906451752722724e-38,1.5190491572104337e-103,3.1688608936638872e-93,2.4218545942011802e-60,3.7745095355658634e-61,2.7464001032035896e-57,1.1582946674741367e-67,6.1994122953548578e-42,4.5432313024238556e-71,2.4091874606795621e-57,1.8450610389383073e-33,4.1483516224058119e-37,5.0739251704572556e-38,4.5391429179822731e-28,1.4620705889356484e-51,5.6269345568881168e-77,6.054845627463407e-62,5.8954803488951586e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.0049178009715668e-28,4.0048720474734941e-28,4.5391581717593121e-28,5.0320868637338451e-27,4.3405412768408167e-27,2.1702660531859283e-27,1.6771225562011035e-30,2.2310439413434553e-32,1.9394950447084404e-30,1.5282145682331454e-32,2.2001973330502591e-32,1.9881985460200139e-32,9.6888811449794243e-33,8.4251047530611782e-31,2.3281656955389066e-35,5.2753522680598411e-36,4.9543128066247841e-36,1.9710043645237232e-36,7.7010912568313895e-39,4.2232519301439617e-35,1.1063974640197284e-35,6.3422310003191668e-34,8.4229960186369713e-47,5.0495578694212829e-36,1.9265236786023814e-42,1.669982748733859e-39,2.098536880688622e-37,9.7803884223980047e-29,1.7486650564612957e-28,8.5164436086010364e-33
1.023e-12,0.0013537590091496894,2.3987008677066955e-33,5.5152556196943759e-41,3.0128396619909462e-38,1.4243273822367609e-39,1.5048634686387357e-43,0.0,0.0,1.191291950007851e-26,3.575852148498254e-37,8.2694943964861141e-59,1.336972892193773e-59,4.2836743613718316e-55,2.2128104621439546e-97,2.1035133476268602e-63,1.7558336436888797e-55,1.7888597377035136e-28,3.0078243340763043e-38,1.5893291505467944e-103,3.3081892080364363e-93,2.520963941814087e-60,3.9289600275982059e-61,2.8420540661417924e-57,1.2092374912908105e-67,6.4156382780904379e-42,4.7499480218419152e-71,2.5077749229041995e-57,1.9094139670540833e-33,4.2930397672978878e-37,5.2508959777176485e-38,4.6435105510885397e-28,1.521901104575721e-51,5.8829592999103034e-77,6.3210738565393082e-62,6.1546579446779136e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.0970027778138643e-28,4.0969554285116863e-28,4.6435263368902924e-28,5.147768755017216e-27,4.4403252809931592e-27,2.2201578953533424e-27,1.7356151276940631e-30,2.3088594060748302e-32,2.0071383235203423e-30,1.5815164883986825e-32,2.2769368759223736e-32,2.0575439222265566e-32,1.0026814465564239e-32,8.7189448660153638e-31,2.4093640330202098e-35,5.4593447673407453e-36,5.1271083248702688e-36,2.039748297646618e-36,8.0162299857707761e-39,4.3705503354172701e-35,1.1449865543976371e-35,6.5634176948210842e-34,8.7629197497240451e-47,5.2256694520528638e-36,2.0053596474404661e-42,1.7383207107561618e-39,2.1844104578413934e-37,1.0005273141588193e-28,1.7888718525023635e-28,8.8134844024393729e-33
2.047e-12,0.0013537590091496894,4.7982165103194634e-33,2.1981743725009036e-40,1.2057846590507837e-37,5.6994256648722918e-39,1.2046442510049234e-42,0.0,0.0,2.3834158445648064e-26,1.431092039654727e-36,1.1561583596299507e-57,1.0701140154439074e-58,3.4283976861569083e-54,3.5366904534558709e-96,8.4167436956811977e-63,7.0260159687452032e-55,3.578767513252505e-28,1.2037035772848529e-37,1.0189166003485049e-101,5.2898698650990174e-92,2.0183764772876468e-59,3.1419893398087804e-60,1.1280788531824603e-56,1.948381825794804e-66,2.5674783434889611e-41,1.5205854242828379e-69,2.0068548485921747e-56,7.6413177965106882e-33,1.7180349485052636e-36,2.1013654133424557e-37,9.28976860480377e-28,1.2180312232514332e-50,1.8831171902854133e-75,1.0117453697826327e-60,9.9198829577528264e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.1965478843881046e-28,8.1963584021969768e-28,9.2898317756154706e-28,1.0295116339523312e-26,8.8802787059203383e-27,4.4401203751775765e-27,6.943778943357912e-30,9.2398924542039381e-32,8.0300846003976431e-30,6.3291789637672548e-32,9.1121142348699333e-32,8.2341417894525802e-32,4.0126387341093507e-32,3.488233665223067e-30,9.6389432753560794e-35,2.1845244873464903e-35,2.0515929308056912e-35,8.161728862302959e-36,6.4146985883856142e-38,1.7489059372183165e-34,4.5818847025108943e-35,2.6252001138372284e-33,5.9864428101391705e-46,2.0906270624937868e-35,1.6047411665825959e-41,1.3910511953939183e-38,1.7476401550291247e-36,2.0017536938413646e-28,3.5788159935243756e-28,3.5270957054900017e-32
4.095e-12,0.0013537590091496894,9.5946697110397885e-33,8.7749728170589676e-40,4.8245304116629354e-37,2.2796676660488729e-38,9.640341005062164e-42,0.0,0.0,4.7676647894148131e-26,5.7258698070261189e-36,1.7157484585226368e-56,8.5615761236554333e-58,2.7425270155945424e-53,5.6386601344593038e-95,3.3661980986038491e-62,2.8103278565408756e-54,7.1579810425132471e-28,4.815613212674731e-37,6.5496169176014104e-100,8.445162994241263e-91,1.6157838745365105e-58,2.5094017384169563e-59,4.4404649832317578e-56,3.1566021033243536e-65,1.0271609687442355e-40,4.8647627413472084e-68,1.6050222663201472e-55,3.0570495402345519e-32,6.8732800605213782e-36,8.4068982390912507e-37,1.858080302399139e-27,9.743447154583434e-50,6.0234772681332706e-74,1.6183905194439036e-59,1.6180972526874246e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.6394685367190057e-27,1.6393927355488231e-27,1.85810557290672e-27,2.0577779982101565e-26,1.7749781850412392e-26,8.8748150961126791e-27,2.7763793851904985e-29,3.6966101630172874e-31,3.2107298100731068e-29,2.5321682505122148e-31,3.6454686366045699e-31,3.294235736038148e-31,1.6053218109325573e-31,1.3947194300390153e-29,3.853731333141775e-34,8.7375096403547809e-35,8.2059062840802225e-35,3.2643092963078307e-35,5.1297801680585539e-37,6.9956004003878772e-34,1.8328613982721792e-34,1.0491202676284585e-32,3.6943641668527225e-45,8.3587981642505654e-35,1.2833316700069215e-40,1.1124483547298255e-37,1.397005094268927e-35,4.0042084474150941e-28,7.1581749794836307e-28,1.4110887588312915e-31
8.191e-12,0.0013537590091496894,1.9177274925409373e-32,3.5049589779209759e-39,1.9301661747523844e-36,9.1142683909576824e-38,7.7138294778090766e-41,0.0,0.0,9.5361673005863536e-26,2.2906490138984983e-35,2.6365445088297173e-55,6.8470936131539145e-57,2.1927096208957953e-52,8.9520575572283355e-94,1.3455511056339468e-61,1.123611238552446e-53,1.4314000823018394e-27,1.9261272458193196e-36,4.2302176693316375e-98,1.3446529556480018e-89,1.293764799195176e-57,1.999936294013464e-58,1.7205745509115406e-55,5.1724549529952656e-64,4.1083859129686501e-40,1.5552235644787095e-66,1.2826915716049283e-54,1.2227570898655879e-31,2.749143546998331e-35,3.3625867376097154e-36,3.7156946998145147e-27,7.7898991506220316e-49,1.9249375987088306e-72,2.5868674442968648e-58,2.6939290435801953e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.2787150295813987e-27,3.278411877732866e-27,3.7157957595763715e-27,4.1095093529551728e-26,3.5447270721209354e-26,1.7723332817768447e-26,1.1092116970047366e-28,1.4785853861495763e-30,1.2827464379386514e-28,1.0128664935674325e-30,1.4581126273996145e-30,1.317639552616381e-30,6.420893723841989e-31,5.5721038396898759e-29,1.5394133174304995e-33,3.4931623236606636e-34,3.2807025859826943e-34,1.3049059882225161e-34,4.0987827350974586e-36,2.7971219421531953e-33,7.329427221589235e-34,4.1871762854321401e-32,2.0176531824045763e-44,3.3392440527483391e-34,1.0254499136091547e-39,8.8892369912308063e-37,1.1153252450186396e-34,8.0091259023539735e-28,1.431477639304803e-27,5.6441401695188017e-31
1e-11,0.0013537590091496894,2.3400356871605281e-32,5.8220703908234644e-39,3.2091415121410244e-36,1.5142905979741877e-37,1.9640038403648117e-40,0.0,0.0,1.1642182376890659e-25,3.8082826766579641e-35,1.1168442246245037e-54,1.7420194948968578e-56,5.5766340544109437e-52,3.8110156417908242e-93,2.2350761363919167e-61,1.8668151196878843e-53,1.7472334832657815e-27,3.2015971472710102e-36,6.4177141201470153e-97,5.7518027073299098e-89,3.2971196934008691e-57,5.0640777564200422e-58,2.7701354863057765e-55,2.315992918599249e-63,6.8289234796609106e-40,1.217770391354934e-65,3.2602556845724599e-54,2.0324810444928157e-31,4.5696099017386652e-35,5.5893306449349391e-36,4.5355878137991525e-27,1.981105565456747e-48,1.5062533675029998e-71,1.1135291218963434e-57,1.2367447197944625e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.0023524987884156e-27,4.0018486620807294e-27,4.5357557663516212e-27,5.0114360085041076e-26,4.3226872495290453e-26,2.1612934688788024e-26,1.8414869260492779e-28,2.4577521217986286e-30,2.1295925862839523e-28,1.6836887589371956e-30,2.4236917054886748e-30,2.1902184624018359e-30,1.067277096160456e-30,9.2506006161816475e-29,2.5553114324998741e-33,5.8034503338019791e-34,5.4505977106320862e-34,2.1677089740435961e-34,1.0415181573600337e-35,4.6476890214344537e-33,1.2180171058713122e-33,6.9440048750127782e-32,3.737874321652458e-44,5.543309598292176e-34,2.6058542952210222e-39,2.2589983439415443e-36,2.8309087892374742e-34,9.7779062299704437e-28,1.7473623750460707e-27,9.3818871946967626e-31
1.6383e-11,0.0013537590091496894,3.8301369620399343e-32,1.3997925641545726e-38,7.7219660442315066e-36,3.6414765420985373e-37,6.172129411046434e-40,0.0,0.0,1.9073190797040124e-25,9.1632056558694966e-35,4.1272976938296967e-54,5.4727052785621404e-56,1.7516705728886997e-51,1.4099359756092633e-92,5.373737425130512e-61,4.4891868019916426e-53,2.8616417742292098e-27,7.7020528581422872e-36,2.7569798857882783e-96,2.1302292958842132e-88,1.036589486737264e-56,1.5875805205033186e-57,6.4734784661959956e-55,8.6628170219282249e-63,1.6428255313932161e-39,4.9658794056234689e-65,1.0238028892461762e-53,4.889566728509176e-31,1.0993068576314422e-34,1.3446326974651304e-35,7.4285550589975737e-27,6.2227330925260516e-48,6.1418131107400343e-71,4.1298137517303211e-57,4.6500153875284649e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.5556847077151099e-27,6.5544727607498353e-27,7.4289590406724728e-27,8.1938560429810844e-26,7.0676954376970752e-26,3.5337273407813954e-26,4.4252972007818936e-28,5.9127113664906659e-30,5.1176627714072521e-28,4.0506641706868885e-30,5.8307073248598573e-30,5.2690858925624521e-30,2.5675386997336162e-30,2.2230061602553655e-28,6.1398762022554368e-33,1.395522942099491e-33,1.3107004886219186e-33,5.2120823618246633e-34,3.270239759690816e-35,1.1177357162425204e-32,2.9295869186055158e-33,1.6671388450078115e-31,9.8076208842943672e-44,1.3320286036769955e-33,8.1822617954026389e-39,7.0932639370185206e-36,8.8842917426641271e-34,1.6018992372135127e-27,2.8619517991679678e-27,2.2570410833011251e-30
3.2767e-11,0.0013537590091496894,7.6385805115999991e-32,5.585346159478022e-38,3.0895007898175629e-35,1.4530750040010012e-36,4.9388093760767473e-39,0.0,0.0,3.8147311592307298e-25,3.6654102427869655e-34,6.5171512206279621e-53,4.3690641354995946e-55,1.3971949978894422e-50,2.1866012809333254e-91,2.1425362441108223e-60,1.7910107045397013e-52,5.7182812707297264e-27,3.0785562189770008e-35,1.8276100434298849e-94,3.342220567513298e-87,8.3168263972610061e-56,1.2505553237407546e-56,2.3117652853913333e-54,1.5093794554128599e-61,6.5664315513824347e-39,1.5819862174072862e-63,8.1521082001139097e-53,1.9544667639271494e-30,4.3939947194715762e-34,5.3747905965572829e-35,1.4844814099774683e-26,4.9629736671171623e-47,1.9536960649925569e-69,6.5777101369961048e-56,8.5236992203445971e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.3103536486045333e-26,1.3098694450326573e-26,1.4846427811976041e-26,1.6286794511389537e-25,1.4048129235493816e-25,7.0235882079859186e-26,1.7607750174367405e-27,2.363549688071407e-29,2.0362858348095937e-27,1.6194657544691127e-29,2.3306610687325628e-29,2.1062509274278647e-29,1.0262604326969928e-29,8.8448221227243786e-28,2.4415963783260462e-32,5.567701212488361e-33,5.2297274339368174e-33,2.0786368337539084e-33,2.6019381038814292e-34,4.4616216565163576e-32,1.1699833002086174e-32,6.6067151527796912e-31,4.3629635207817443e-43,5.2984611881310453e-33,6.5111066317518385e-38,5.6451730416539782e-35,7.0459644145539399e-33,3.203884971837729e-27,5.7195196266997077e-27,9.0223636479121083e-30
6.5535e-11,0.0013537590091496894,1.5190528406747368e-31,2.2238789460896681e-37,1.2362740683846362e-34,5.7840843622886327e-36,3.9524834562980759e-38,0.0,0.0,7.6295847641530879e-25,1.4661945432797632e-33,1.0314704303456173e-51,3.4790437108301833e-54,1.1111125890224934e-49,3.2927467425615966e-90,8.5144726603183275e-60,7.1233020020124162e-52,1.1416225958562841e-26,1.229554107020981e-34,1.2490368022984507e-92,5.1484273196433664e-86,6.6910756675350813e-55,9.7047560693013074e-56,7.591556263938576e-54,2.8078590883186595e-60,2.6225558415787101e-38,5.0171566796153299e-62,6.4607425396432634e-52,7.8066267383768288e-30,1.754931161031117e-33,2.1468248378934082e-34,2.9639581746384193e-26,3.9459906994686438e-46,6.1776374864190222e-68,1.0428847380867771e-54,1.706185000831859e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.6174934867622032e-26,2.6155613572948053e-26,2.9646018614063813e-26,3.2175220863755392e-25,2.7751812108974107e-25,1.3874040426814717e-25,6.9691083769923465e-27,9.4414800422771676e-29,8.0597809476812715e-27,6.4711554546865654e-29,9.3092390262867541e-29,8.4135447510099895e-29,4.0988132025978162e-29,3.5005543236039729e-27,9.6527983630562943e-32,2.2156070780696867e-32,2.0814630224807026e-32,8.2652349961930201e-33,2.0589571642206834e-33,1.7771403275185546e-31,4.6650626253397635e-32,2.594136136778665e-30,1.8307326332123156e-42,2.0959103546415528e-32,5.1538302931661977e-37,4.4694567103680646e-34,5.5401230986860238e-32,6.4079047643695363e-27,1.1421165231099215e-26,3.6041368375686072e-29
9.999999999999999e-11,0.0013537590091496894,2.2999300036437153e-31,5.6906187840614488e-37,3.1883503336862312e-34,1.4792146088416136e-35,1.8512465243608283e-37,0.0,0.0,1.164206489416168e-24,3.779436346933338e-33,9.0478988328935137e-51,1.6136529347582273e-53,5.1461547495821377e-49,2.626660660103501e-89,2.1716423390691578e-59,1.8176788387649198e-51,1.7377173396334382e-26,3.1615099142705465e-34,4.7776059905805174e-91,4.2784691368326369e-85,3.1628812680104823e-54,4.3107270310457321e-55,1.528562230431172e-53,3.1513609753639593e-59,6.7431544728843915e-38,8.5321440120195048e-61,2.9742885541602904e-51,2.0075505581140582e-29,4.5123937283546941e-33,5.520769128384495e-34,4.5121537766822198e-26,1.8269510356977257e-45,1.0445430650197858e-66,9.1123462087088816e-54,2.077461530002993e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9872340546931023e-26,3.9822733466868876e-26,4.5138054423336011e-26,4.8283356402737436e-25,4.1643751305119823e-25,2.0817227813239621e-25,1.7661508913298527e-26,2.4283345806435948e-28,2.0426382673930923e-26,1.6652112587086062e-28,2.3939614431053152e-28,2.163898943402817e-28,1.0539135929694202e-28,8.8704737528925448e-27,2.4417542826234104e-31,5.6639581877690531e-32,5.3224681828018773e-32,2.1102686115525107e-32,9.4535753377612907e-33,4.5495267396569692e-31,1.1963642572386293e-31,6.4909548860663004e-30,4.7497224428462493e-42,5.306599789473831e-32,2.3675619985437098e-36,2.0540424685398849e-33,2.5153557580776708e-31,9.7779512061431938e-27,1.7389845836273695e-26,9.2699805414807324e-29
1.31071e-10,0.0013537590091496894,3.0039089483879243e-31,8.8159654692673464e-37,4.9481925399588519e-34,2.2913123482656899e-35,3.16386278466408e-37,0.0,0.0,1.5259409159923958e-24,5.8648776955861828e-33,1.627489569624955e-50,2.7547547372231171e-53,8.7838392112316011e-49,4.6978076198093705e-89,3.3618289374832805e-59,2.81417637391107e-51,2.2751106309115455e-26,4.9032130591146286e-34,8.9721254591691095e-91,7.6714659749484946e-85,5.4110763259462284e-54,7.3220414659418837e-55,2.2222001992123529e-53,5.7392512377234167e-59,1.0457970085050325e-37,1.5771762148628392e-60,5.0732279570730672e-51,3.1136185532497398e-29,6.9983104389106467e-33,8.5624584668394097e-34,5.9078881608720638e-26,3.1182496844093179e-45,1.9305301194177119e-66,1.638715361778184e-53,3.796524921346047e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.2220870703954381e-26,5.2143960283175682e-26,5.9104485429571226e-26,6.2805215660875019e-25,5.4167657957185498e-25,2.7076672910689446e-25,2.7300956963888097e-26,3.7663633378122515e-28,3.1575162080177924e-26,2.5830482500354155e-28,3.7129238519302012e-28,3.3562035763523547e-28,1.6345236827811477e-28,1.3711581154239572e-26,3.7728303749356045e-31,8.7727270062651819e-32,8.2443097999885668e-32,3.2675947213124629e-32,1.6119995801132256e-32,7.0488976438076365e-31,1.8543482338371576e-31,1.0004027723992202e-29,7.3812597234246905e-42,8.2011110742460277e-32,4.0373444663474216e-36,3.502877651920653e-33,4.2835525455230207e-31,1.281612654321992e-26,2.2770750379531389e-26,1.4377870566847152e-28
2.62143e-10,0.0013537590091496894,5.8749063158949686e-31,3.4646853973675181e-36,1.9808787059153598e-33,8.9913489900199874e-35,2.5330701859274531e-36,0.0,0.0,3.051952196307874e-24,2.3460015969747373e-32,2.5424471502664543e-49,2.1556238710414151e-52,6.8634977270735125e-48,6.1091243463118048e-88,1.3105730935275408e-58,1.0965043768798911e-50,4.5179428629825356e-26,1.9493608108694591e-33,6.9033102853132599e-89,1.0814366320816293e-83,4.416443150262967e-53,5.2522247365233676e-54,5.7372383412145937e-53,1.3107077330452349e-57,4.1575541106775726e-37,4.8737563672547823e-59,3.9129034682988742e-50,1.2382648822643284e-28,2.7823045433810645e-32,3.4052294313851662e-33,1.1736260838189106e-25,2.4346607247825921e-44,5.8961114104075209e-65,2.5305244316245792e-52,9.3102229701587282e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.0392815587614041e-25,1.0362348546158928e-25,1.1746388640540512e-25,1.1979739261265936e-24,1.0331022936161229e-24,5.1628739344383469e-25,1.0485579382583196e-25,1.4984059467976847e-27,1.212833815839909e-25,1.0289004568251024e-27,1.4766036286336566e-27,1.3351499084812457e-27,6.4983429129414507e-28,5.2651073786389469e-26,1.4424940105377474e-30,3.440746907468128e-31,3.2355818328887787e-31,1.2777715693945935e-31,1.2364087037471735e-31,2.7727002906211036e-30,7.3278782517391947e-31,3.7272566318929998e-29,2.870249444553093e-41,3.1425825980531102e-31,3.1001918499287992e-35,2.6922855344883731e-32,3.2074188545349212e-30,2.563321626988261e-26,4.5257110511628079e-26,5.7203686637996499e-28
5.24287e-10,0.0013537590091496894,1.1247618894523774e-30,1.3390534649115613e-35,7.9244792408458744e-33,3.4646041907218335e-34,2.0268699889791548e-35,0.0,0.0,6.104156651650297e-24,9.3843477717835533e-32,3.8882355881225865e-48,1.6477919869415134e-51,5.2429943270009928e-47,6.8764761737678952e-87,4.9844192136025765e-58,4.158558911209477e-50,8.9090665138608198e-26,7.703608132628612e-33,5.6970414642972695e-87,1.4057904058742515e-82,3.6574042328179035e-52,3.4677028498471214e-53,1.3358677280631263e-52,3.3125273164553085e-56,1.6428500018492424e-36,1.4580906910714591e-57,2.9173418450461482e-49,4.8964882025167045e-28,1.0995287966576089e-31,1.3465331140758955e-32,2.3159815235483753e-25,1.8571211866999443e-43,1.7237026934510898e-63,3.7811420907383697e-51,2.4226537193574808e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.0582690653199625e-25,2.0463152286185488e-25,2.3199437079340003e-25,2.1893435554942415e-24,1.8876531441280948e-24,9.4292400225827715e-25,3.8826582865729379e-25,5.9294487772086606e-27,4.4917163438673458e-25,4.0814211857443068e-27,5.8389474686570972e-27,5.2828028881346776e-27,2.5680558241727489e-27,1.9488213561284319e-25,5.2934170068628662e-30,1.3265138207447521e-30,1.2489433084748666e-30,4.8988355007420402e-31,9.1275924315253462e-31,1.0729800694527402e-29,2.8651810593364243e-30,1.3035881266555618e-28,1.0648840791366818e-40,1.1583149888236648e-30,2.2939058629869699e-34,1.9956785690578956e-31,2.2646561893187989e-29,5.126940566487357e-26,8.9394403410192347e-26,2.2638758133055273e-27
9.999999999999999e-10,0.0013537590091496894,1.9820245498485989e-30,4.6763651018827087e-35,2.9371812945917721e-32,1.20308247347552e-33,1.4845532416014428e-34,0.0,0.0,1.1643629669865078e-23,3.4931327157958204e-31,5.214846766261685e-47,1.108970870303398e-50,3.530713979342037e-46,5.8031158057753747e-86,1.687883645595354e-57,1.3994546963280359e-49,1.6548677132555666e-25,2.8014493306051315e-32,4.4143729945051236e-85,1.5140248975695467e-81,2.8312481972534275e-51,1.8765743765404376e-52,2.7716843784754492e-52,8.1473525574272877e-55,5.9731656004648839e-36,3.747437022638913e-56,1.8836699782000138e-48,1.7827166141215813e-27,3.9984823142533452e-31,4.9024557160419541e-32,4.307699578049414e-25,1.2473752974523936e-42,4.2370515499961396e-62,4.866421307552553e-50,5.7599225874151712e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.8539999064065893e-25,3.8111315131691802e-25,4.3218302109231893e-25,3.5737269337576147e-24,3.0802940304723684e-24,1.5376018449230137e-24,1.2606832077138164e-24,2.1617528969899339e-26,1.4588425971886819e-24,1.4948707677129204e-26,2.1258428870490747e-26,1.9255739493382279e-26,9.3388375452658219e-27,6.323686339906342e-25,1.6892276016777807e-29,4.632598451522309e-30,4.3710785200845866e-30,1.694582955695695e-30,5.8029206007960326e-30,3.7503251285813553e-29,1.0251124935736536e-29,3.8365242751677509e-28,3.4330787536876798e-40,3.7277741801311205e-30,1.4649728828959637e-33,1.2788022157876004e-30,1.334639361836495e-28,9.7795511204485009e-26,1.6656889332263791e-25,8.2551946363614134e-27
1.0485750000000002e-09,0.0013537590091496894,2.0695595420156129e-30,5.0171376112862242e-35,3.1561797736587461e-32,1.2905520534378973e-33,1.6154444569756797e-34,0.0,0.0,1.2209264625941084e-23,3.753992630005321e-31,5.7076314437917458e-47,1.2053821738591542e-50,3.8376986247125294e-46,6.3254556771925176e-86,1.8093374039637825e-57,1.4998898577865932e-49,1.7328756898723722e-25,3.0088435467184217e-32,4.8593068733707537e-85,1.6542672968794394e-81,3.0830009139558787e-51,2.0327824972924874e-52,2.9182954523661754e-52,8.9454536163374959e-55,6.4153336307746641e-36,4.1151988408839615e-56,2.0462223599485778e-48,1.9147516186037616e-27,4.2944941262433765e-31,5.2655505660681303e-32,4.5110736807066649e-25,1.3557816031647778e-42,4.6520956904918276e-62,5.3247218318363234e-50,6.3233299343699841e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.0373617771265056e-25,3.9913367020583791e-25,4.5262426126921137e-25,3.7150861621140897e-24,3.202074454917724e-24,1.5983243313958235e-24,1.3497656464692653e-24,2.3219437043380524e-26,1.5619399836761333e-24,1.6058365057354308e-26,2.2832910352169985e-26,2.0682514451392481e-26,1.0030201292109189e-26,6.7704033028378019e-25,1.807663418316515e-29,4.9701823748963201e-30,4.6898793893144445e-30,1.8175946741647392e-30,6.3022544175038682e-30,4.0237085262332453e-29,1.1005302819872849e-29,4.0951620954795365e-28,3.674894840942633e-40,3.9901413641638471e-30,1.591138049828994e-33,1.3890027126894811e-30,1.4477948559297656e-28,1.0254628651772354e-25,1.7444917165746809e-25,8.8669675158705748e-27
2.0971510000000003e-09,0.0013537590091496894,3.5526916314529085e-30,1.7812179723973009e-34,1.2377267399874914e-31,4.5318856615245104e-33,1.269597730604443e-33,0.0,0.0,2.4422065926433382e-23,1.5017855214373411e-30,7.7825420181838649e-46,8.1592004766407853e-50,2.6020241588730063e-45,4.4745323034222712e-85,6.0409011227367493e-57,4.9520272992685574e-49,3.2832879500302963e-25,1.1491372500528329e-31,3.9481056263754091e-83,1.752559109771024e-80,2.6240676739040892e-50,1.0321456719480543e-51,6.1457677129334984e-52,2.457977884195537e-53,2.4491908776548921e-35,1.0544296897966982e-54,1.2969236158763359e-47,7.3294119533660414e-27,1.6401526648773744e-30,2.0155730554174882e-31,8.5698392349831457e-25,9.1522514419384972e-42,1.0957738449286791e-60,6.7962863353355328e-49,1.5533590939545733e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.7732397274072128e-25,7.6023726471661657e-25,8.6255425220211617e-25,5.6234543691897476e-24,4.8445840941359291e-24,2.4156402468796362e-24,4.2590968084706825e-24,8.91170908117444e-26,4.9305923307564199e-24,6.2188937487724071e-26,8.7400906089576358e-26,7.9346075494491358e-26,3.8307293998383343e-26,2.1343001680887649e-24,5.5081383185203215e-29,1.7863586929096007e-29,1.6917415500075024e-29,6.4325997874128218e-30,3.9146099916190127e-29,1.4232267652257227e-28,4.1160625242867421e-29,1.0977072194309525e-27,1.1372411153775451e-39,1.2367016194418579e-29,9.9748266695446395e-33,8.7618825891875286e-30,7.995176093651677e-28,2.0510036130221425e-25,3.3258593885052667e-25,3.4044418443216158e-26
4.194303e-09,0.0013537590091496894,5.4720030106802789e-30,5.8168300671604988e-34,4.6672003337504495e-31,1.4516758451743508e-32,9.626057146627869e-33,0.0,0.0,4.8856559503052142e-23,6.0084769229309529e-30,3.8897149404624735e-39,-2.0485615494599165e-39,-1.4581449661711799e-39,2.2579689930759352e-84,1.7569459713682583e-56,-1.0773483123568205e-39,5.9284824153196505e-25,4.2124405340094559e-31,4.3716968672020466e-69,5.7698779564891177e-40,-5.7329613246170588e-41,-1.040491072854724e-39,-2.0767951058891235e-43,6.4897719244156783e-52,8.971063687735259e-35,2.3436151977000528e-53,7.0822214482592165e-47,2.6976648200964475e-26,6.0123752968193626e-30,7.4184584135426463e-31,1.5547783492597024e-24,5.4350785934444135e-41,2.0948457707053669e-59,7.5059676582380014e-48,3.3752265051560822e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4450319712076128e-24,1.3857774239423501e-24,1.5737113142726428e-24,7.3601409817576988e-24,6.3372433269028173e-24,3.1561828033961496e-24,1.1870117335620847e-23,3.2957092299839086e-25,1.3748006356152843e-23,2.3376807048004378e-25,3.2168504443168519e-25,2.9320711557881511e-25,1.4042434454719782e-25,5.9413330090694192e-24,1.4359574010869705e-28,6.0950092781615237e-29,5.8019194671093808e-29,2.1506095464236e-29,2.1038288375123347e-28,4.5448880513657254e-28,1.4846901472664987e-28,2.4446667571696871e-27,3.050872250123379e-39,3.331630474955413e-29,5.4609492360970579e-32,4.8484515336071136e-29,3.7156585125835106e-27,4.1014539181328659e-25,6.0726667331714583e-25,1.2598689950025305e-25
