Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129)
9.999999999999999e-10,0.002378124717471178,1.1322649796682373e-30,1.3385027194840824e-35,2.4082121621400146e-32,3.624772081879654e-34,6.5999951362113312e-35,0.0,0.0,4.4245824685836867e-24,6.7645915813033163e-32,2.0416093080941496e-46,1.3997379126754508e-51,4.7960739879223785e-47,3.4202624188499286e-85,4.0148465089176156e-58,3.1515620935843088e-50,9.4015297165757201e-26,8.255119147810934e-33,4.6266867794505765e-79,1.5430382214918746e-82,6.604384891972362e-52,4.3479006988005546e-53,1.4017400811668932e-52,5.9817141153110752e-56,1.5904058216555832e-36,1.4570326198404335e-49,2.5667595282871169e-49,5.8322030832226272e-28,1.1889540768638695e-31,1.4625402570422495e-32,2.4719291141046129e-25,2.2373801079273468e-43,1.4712314451386006e-55,3.5204373210928406e-43,5.8331909565708374e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.180034493330495e-25,2.1658685361778491e-25,2.475434836018965e-25,1.5593663411420818e-24,1.3456445436894517e-24,6.7197841384956259e-25,3.0499345779424517e-25,6.9414813077468957e-27,3.5285615752604919e-25,4.7343327056135272e-27,6.713625666861376e-27,6.1611660880176909e-27,2.5368580710813183e-27,1.5313786418828316e-25,1.0319375782025146e-29,1.6871261730746117e-30,1.5269864194718763e-30,5.5403455279166031e-31,1.971961634238205e-30,1.9875719285400059e-29,4.4518707262915524e-30,1.7019510849847393e-28,1.9339258599077523e-40,2.272035531339052e-30,8.2389208689744814e-34,4.3628731466814156e-31,3.3037406958371638e-29,3.4842907088971817e-26,9.3895048925534763e-26,2.603889560922636e-27,9.6974456608189722e-28,4.4171069617261924e-29,8.5020237434057454e-30,2.4939746830524378e-33,1.1549366839281166e-38,1.8560269936364444e-30,2.1472600976571763e-30,1.2521489621373274e-32,3.6901782034749556e-34,1.8069491893989163e-44,5.4128280121976579e-44,5.4369060886886793e-42,9.2556490845127817e-36,4.1849663854202094e-35,4.3827544335235075e-44,2.132697983235578e-46,8.243415769827835e-32,1.5833115159809557e-32
1.0485750000000002e-09,0.002378124717471178,1.1854673877068835e-30,1.4375644935308703e-35,2.6047761663235561e-32,3.8928725411268746e-34,7.205190384817438e-35,0.0,0.0,4.6395216748868689e-24,7.2697557007200154e-32,2.2425203745346332e-46,1.5222815950041287e-51,5.2157944948647758e-47,3.703241207663953e-85,4.3086896036248145e-58,3.3819118270697239e-50,9.8516672474807898e-26,8.8689969358713657e-33,5.0937805435189441e-79,1.6867297502826421e-82,7.1879038205257684e-52,4.7174893293041426e-53,1.4764470909306635e-52,6.566106104730274e-56,1.7086688918185144e-36,1.6005229099110601e-49,2.7902989581028685e-49,6.2657361217454333e-28,1.2773686085155898e-31,1.5712572059531086e-32,2.5901236595187884e-25,2.4331584888760911e-43,1.6159637944667548e-55,3.8543769977267696e-43,6.3838327014270676e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2846999615713926e-25,2.2694844680095171e-25,2.5938888313787767e-25,1.6267473336703493e-24,1.4037798946307834e-24,7.0098734871664036e-25,3.2703779214679907e-25,7.4575868022832983e-27,3.7836113429303396e-25,5.0866986904807808e-27,7.212678512104949e-27,6.6192228855765665e-27,2.7255071492565795e-27,1.6420402409101745e-25,1.1062059106922516e-29,1.8113681621209185e-30,1.6394442909660789e-30,5.9470060004936155e-31,2.1433835262051601e-30,2.1329623447938379e-29,4.781777496034408e-30,1.8214896913881687e-28,2.0736818310214785e-40,2.4358374402819861e-30,8.9554164722063233e-34,4.7423936584526092e-31,3.5882283225303132e-29,3.651058878536732e-26,9.8387522686942796e-26,2.7974841556501715e-27,1.0418509096208437e-27,4.7348283778515313e-29,9.2409421766793031e-30,2.6919290911654311e-33,1.2381155264606632e-38,2.0176412299786145e-30,2.3342370992413784e-30,1.3604951110669984e-32,4.0082775381368803e-34,1.9652853881156221e-44,5.8819452759710194e-44,5.9498089470846041e-42,1.0096705353883788e-35,4.5725899739923668e-35,4.8131666833208152e-44,2.3433816016142912e-46,8.8368012357486403e-32,1.7209583184004758e-32
2.0971510000000003e-09,0.002378124717471178,2.2340962558568318e-30,5.4830817283228891e-35,1.4317660166579332e-31,1.4799662047869012e-33,7.9015079215811993e-34,0.0,0.0,9.2802498449416887e-24,2.9082286656967868e-31,6.2652260366884707e-45,1.1074920829683656e-50,3.7897606281707111e-46,1.7933648157373338e-84,1.5536386643624819e-57,1.209505361435328e-49,1.9182968034122172e-25,3.4672288742527331e-32,4.8174729777048646e-77,1.8651667627653258e-81,5.824052593641468e-51,2.6975405431935313e-52,2.997503851964019e-52,1.7231436953668136e-54,6.6783649509730166e-36,4.5143452833883869e-48,1.9276919885907512e-48,2.4444443088209735e-27,4.9937204470492472e-31,6.1299171417802484e-32,5.031220317238732e-25,1.7657593785280351e-42,4.3197623946358553e-54,5.4183672984494972e-42,8.4739698946419667e-41,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.4709478491851271e-25,4.4126419614010745e-25,5.0455648530041857e-25,2.713495320928248e-24,2.3410336056208144e-24,1.1678843807212911e-24,1.1205997631319186e-24,2.9128704747752098e-26,1.2967102263617783e-24,1.9977779298928709e-26,2.8138686729778737e-26,2.5844610074119887e-26,1.0655038373015879e-26,5.6216133263317102e-25,3.7122051335662184e-29,6.7779067633418585e-30,6.1373905058025167e-30,2.19217671748529e-30,1.4561063132304083e-29,7.6750864533209206e-29,1.8420808288985102e-29,5.5387751262877183e-28,7.0303948667775564e-40,8.2442726015574936e-30,6.1126140344491576e-33,3.2470414337143248e-30,2.2261460683768203e-28,7.1044414784890599e-26,1.9133694096893988e-25,1.0924642195645444e-26,4.0706545662137546e-27,1.5838761715701142e-28,6.2598076296991834e-29,1.3683699480615646e-32,4.1806828018170763e-38,1.3971807788300813e-29,1.6167088518453723e-29,8.8929558929861302e-32,2.5012361639434487e-33,1.3729386391988147e-43,3.862390646196039e-43,7.8048154998693975e-41,1.0071889716502838e-34,5.2042363874939851e-34,1.2590049046187347e-42,7.9650022488654565e-45,2.966619358730064e-31,1.1695960962236353e-31
4.194303e-09,0.002378124717471178,3.9966104369225628e-30,2.0062873414486034e-34,7.5648911941883834e-31,5.3822321578933132e-33,8.3784576712565474e-33,0.0,0.0,1.8564974968204901e-23,1.1635344809373239e-30,1.5650189769308283e-43,7.4269738166163946e-50,2.5387263034500866e-45,7.2201805766814745e-84,5.131128373215416e-57,3.9395818856882175e-49,3.642053607644395e-25,1.32651893699873e-31,4.0932783748192719e-75,1.8355197112554797e-80,4.6957627011773535e-50,1.3337255867486832e-51,5.753271669167615e-52,4.4747681332637787e-53,2.5539286249355715e-35,1.1330148789754187e-46,1.1935435061703476e-47,9.3157597443148449e-27,1.9105355931955863e-30,2.3360995556271317e-31,9.5086443195275636e-25,1.1805253747403714e-41,9.8270927588047813e-53,6.7686840227627973e-41,1.0062209143803502e-39,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.5692284751585093e-25,8.3547169378894103e-25,9.5608341928015087e-25,4.0097490378880209e-24,3.4582434892353283e-24,1.7229426670797781e-24,3.465009247466368e-24,1.1125678720741418e-25,4.0106348512667649e-24,7.7095833151073255e-26,1.0723595451014732e-25,9.8644523792511931e-26,4.0764801539851887e-26,1.7361263295838043e-24,1.102137650606428e-28,2.4341079894615079e-29,2.2061946420667192e-29,7.6936596399473449e-30,8.8293047480081305e-29,2.5297935432016249e-28,6.9196964724982931e-29,1.4183352141840543e-27,2.1202161495010749e-39,2.4896801705931341e-29,3.7417985720858147e-32,1.99933255951871e-29,1.178876704995005e-27,1.3468999528422152e-25,3.624073509675325e-25,4.1711545553025615e-26,1.5554976950989287e-26,4.6669885853527247e-28,3.7702614677597691e-28,6.9527195498390022e-32,1.2896391993199064e-37,8.7898822647866191e-29,1.0173518980496169e-28,5.1981564404583007e-31,1.3206742324030764e-32,8.5034293765999935e-43,2.2628038608751976e-42,9.0900905853047878e-40,9.3634951907891412e-34,5.2796567531865448e-33,2.9100058843406307e-41,2.6917652408690089e-43,8.8028025512058436e-31,7.0891342729249991e-31
8.388607e-09,0.002378124717471178,6.5549700998738081e-30,6.8514628439592031e-34,3.730719116735327e-30,1.8182697541313243e-32,8.3223794683446204e-32,0.0,0.0,3.7145501286127736e-23,4.6558430296312552e-30,-5.0094635996431267e-39,8.5536813224917853e-40,-5.8590025781267895e-41,2.3632234819318441e-83,1.4701042855289835e-56,4.226248739329215e-40,6.6004214686703239e-25,4.8778495375273544e-31,-2.8079614027215128e-68,-5.1962009558253665e-40,2.2895982976672403e-41,3.776044987039542e-40,-1.768661397657712e-44,1.1109729828202543e-51,9.3828773456454293e-35,2.4646558834485744e-45,6.3180008540529016e-47,3.4019067294925159e-26,7.0253829758441014e-30,8.5308616928232096e-31,1.7092310878562521e-24,6.9179969105232289e-41,1.8020540295035821e-51,7.3150613573195667e-40,1.0770688467484514e-38,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.579836487163627e-24,1.5066616190097276e-24,1.7266750861554904e-24,5.1116363056142484e-24,4.4070026717730724e-24,2.1925233650365052e-24,9.439434124345274e-24,4.0789338803381429e-25,1.0929091886602005e-23,2.8787991019891249e-25,3.9159909802507988e-25,3.6120356678698858e-25,1.4989909433403708e-25,4.7227002315902867e-24,2.7797471619932304e-28,8.3026446401017348e-29,7.5385935623638211e-29,2.5487350662229374e-29,4.6018512912701991e-28,7.2585771019356907e-28,2.5066119576562391e-28,3.0031772578221201e-27,5.5070866711139727e-39,6.4930170399233918e-29,1.9877641013707483e-31,1.0732925342398581e-28,5.2277026731712779e-27,2.4340172084709297e-25,6.5399819825099449e-25,1.5282682702971015e-25,5.7061977121452113e-26,1.1562858640038289e-27,1.934944755939804e-27,3.3241503005178196e-31,3.709334601059594e-37,4.9068515707777287e-28,5.6808611737789877e-28,2.7493391935074279e-30,5.6736416503010914e-32,4.5437422766822852e-42,1.1981462608840079e-41,9.4344815865326026e-39,7.5704002699332867e-33,4.5035246071763081e-32,5.9236117882845898e-40,8.9508331934952622e-42,2.2114329893866481e-30,3.6829114454857022e-30
9.999999999999999e-09,0.002378124717471178,7.117426943033427e-30,9.6011776155428195e-34,6.4109066132205167e-30,2.5297175141447182e-32,2.1951766784883306e-31,0.0,0.0,4.429013339397233e-23,7.3409729206842449e-30,-4.8364965907189632e-39,6.4704606447825667e-40,-1.8098660366710241e-40,3.0703630399978966e-83,1.8486352589057445e-56,2.9969823619416578e-40,7.4545399560796736e-25,7.1613322449329273e-31,-1.247650352501734e-67,-4.0182135337656578e-40,1.7130206852063414e-41,2.57524220744259e-40,-1.4715275093310327e-44,5.7687972605221634e-51,1.3764112192431137e-34,1.0840718998052631e-44,1.0399665744678226e-46,4.969507496920473e-26,1.0314195503610564e-29,1.2461830881240078e-30,1.9232074618889707e-24,1.2056360338817031e-40,6.3832266422688564e-51,1.893872493309465e-39,2.991610842712023e-38,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.7989296128129492e-24,1.6977684327462983e-24,1.9469855464389459e-24,5.2260813845260156e-24,4.505394444539651e-24,2.2409888676721053e-24,1.2000788065524908e-23,5.9754325835809067e-25,1.3895948975318048e-23,4.2744519333745252e-25,5.7204523027331756e-25,5.2866583545324399e-25,2.2007123157052977e-25,6.0009220901967413e-24,3.3684213775680012e-28,1.181318826706646e-28,1.0738904921090816e-28,3.5818516775961635e-29,7.6051771506975485e-28,9.1676673931223481e-28,3.6772219063359804e-28,3.4945403870268477e-27,6.8068557512626676e-39,8.039684816293593e-29,3.3499674982817303e-31,1.8246530645080584e-28,8.106993641999838e-27,2.7451436382287385e-25,7.3718231411159619e-25,2.2378137902877606e-25,8.3619292360965799e-26,1.3827817168591874e-27,3.1436041854282769e-27,5.4465710378904921e-31,5.0406607194854735e-37,8.6401906763181733e-28,1.0004467832321016e-27,4.9353496517569658e-30,8.4583937046153043e-32,7.6689724274284702e-42,2.151432917760763e-41,2.5337733390251857e-38,1.6208609311751478e-32,9.8463566948573744e-32,2.6053221013737114e-39,6.4275288613547853e-41,2.668863605321197e-30,6.0554637326501752e-30
1.6777215e-08,0.002378124717471178,9.4830143288009047e-30,2.1165959264524838e-33,1.7683269658108945e-29,5.5219325919557694e-32,7.9274398918978427e-31,0.0,0.0,7.4339108343451473e-23,1.863412274483807e-29,-4.1090299780515529e-39,-2.2911725665327967e-40,-6.9576352251715761e-40,6.0444586330770701e-83,3.4406651304104542e-56,-2.1730801441177753e-40,1.1046801201255719e-24,1.6765229777607873e-30,-5.3140567908662563e-67,9.3617935896405054e-41,-7.1195599263338961e-42,-2.4751077754145849e-40,-2.2183842356741142e-45,2.535872756443039e-50,3.2190759523131248e-34,4.6068860476414159e-44,2.7566378347823052e-46,1.1562540627276806e-25,2.4146320624773947e-29,2.8994745786714208e-30,2.8231517285825417e-24,3.3667347665734928e-40,2.5650774502301786e-50,6.782566135437524e-39,1.1043813336563165e-37,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.7203939716301184e-24,2.5015276427327466e-24,2.8735697851007399e-24,5.7074157985870278e-24,4.9192116810984829e-24,2.4448256296814538e-24,2.2773359592440906e-23,1.3951748391765146e-24,2.6373990250477325e-23,1.0144304479375166e-24,1.3309676248503955e-24,1.2329805489582537e-24,5.1520200417610597e-25,1.1376882115761925e-23,5.8442740863153865e-28,2.6577872566191363e-28,2.4198810819301257e-28,7.9269452676439102e-29,2.0236599196343121e-27,1.7196941045040033e-27,8.6005865376466461e-28,5.5611210223487214e-27,1.2273439326169558e-38,1.4544677734863298e-28,9.0791380324692813e-31,4.9847337252417239e-28,2.0216748334560543e-26,4.0536827138304522e-25,1.0870390143530697e-24,5.2220284053838313e-25,1.9531435073652101e-25,2.3353805499242019e-27,8.2269977557247413e-27,1.4373072305820262e-30,1.0639967244763702e-36,2.4341910732291687e-27,2.818874187370692e-27,1.4129297290728757e-29,2.0170535555659169e-31,2.081310092748359e-41,6.1607767775671597e-41,9.2223810637046008e-38,5.2539287111236726e-32,3.2317300634115814e-31,1.1071456035607968e-38,2.9695951222604468e-40,4.5927304905384373e-30,1.6033971116544354e-29
3.3554431e-08,0.002378124717471178,1.1862363496855602e-29,5.7964173914432951e-33,8.6172392357825377e-29,1.4787803833924459e-31,7.7078738006175892e-30,0.0,0.0,1.4880195382699375e-22,7.459377518360285e-29,-8.6120671395223408e-39,-3.3355670974695911e-39,-8.6817722467598177e-40,-6.0721636696808968e-66,-3.1737413095634626e-39,-1.8234059711027825e-40,1.6399527355199772e-24,5.2060079379234472e-30,3.2957031602180143e-66,2.3107210397114255e-41,-2.2320165668556167e-41,-6.2672816754534768e-41,-5.8201025650824659e-44,5.0311279833836203e-49,9.9591228820267939e-34,7.5452433614104869e-43,9.7709461716897033e-46,3.5358406482982354e-25,7.4980092357423252e-29,8.8664877002469291e-30,4.1159789928832446e-24,1.3099578471707997e-39,2.8516904978612244e-49,5.5097247279143228e-38,1.1840537067864509e-36,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.2061734264507196e-24,3.6729224184930699e-24,4.2328149584299775e-24,5.8964302276025093e-24,5.0811179885877586e-24,2.5241572073784589e-24,5.0302766028667298e-23,4.3033806594511776e-24,5.8265947730225009e-23,3.2626949123474187e-24,4.0700390989902866e-24,3.7924525819012843e-24,1.5998069853617228e-24,2.5089281353694478e-23,1.0373911576283926e-27,7.8148284519646334e-28,7.1410768387384047e-28,2.2813659639528874e-28,7.5719626751087125e-27,3.2486101582001847e-27,2.7156962534691706e-27,9.9820151612749205e-27,2.4392738085407455e-38,2.8823584754209268e-28,3.6563657676787579e-30,2.047609316298172e-27,7.3985231803215909e-26,5.9763356659815924e-25,1.5984853608898139e-24,1.6085143511383768e-24,6.0295498675005796e-25,3.8061210998822178e-27,2.8728439030647228e-26,5.6060225782059089e-30,3.2588205107196086e-36,1.1019988261268135e-26,1.2763846396165249e-26,7.7328934550312958e-29,6.4291825883358067e-31,8.3934531416490386e-41,3.372643107258922e-40,9.167740565438308e-37,3.3026684410647849e-31,2.0781092094775223e-30,2.0106684628409384e-37,1.007818625611015e-38,7.9200007185318701e-30,5.8618532239311737e-29
6.7108863e-08,0.002378124717471178,1.3118972189708848e-29,1.4132556132379776e-32,4.5314970393938754e-28,3.5282658436383753e-31,8.0436248655499073e-29,0.0,0.0,2.9785146075015772e-22,2.9861857852973865e-28,9.6119944486839297e-40,4.2526425248191353e-40,4.1019528492265561e-40,9.7080770967680698e-67,1.1684876729157591e-40,3.7037355027344993e-40,2.1008884577101768e-24,1.424903519729882e-29,-3.2422917251495639e-66,-1.0450396016455397e-40,6.1995311098716424e-41,1.738179956084978e-40,-1.9904874044823119e-46,8.334877370401478e-48,2.7052302192282847e-33,1.1391714886775329e-41,2.8440278458945362e-45,9.5172618742492484e-25,2.0522297312085588e-28,2.3864955550657243e-29,5.172887786563449e-24,4.0580252610681197e-39,2.651117140664936e-48,4.1359336739870777e-37,1.4066280127296551e-35,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.6413138087975645e-24,4.6502731267263438e-24,5.3774936956833923e-24,5.9353922784813082e-24,5.1137633015466299e-24,2.5401105306438676e-24,1.056488956005427e-22,1.1690739815068739e-23,1.223857414635736e-22,9.2958320118838637e-24,1.0954815693460455e-23,1.0270516513781285e-23,4.3786209911986822e-24,5.2573346325157705e-23,1.633036351261439e-27,2.0656854914668569e-27,1.8952268792974894e-27,5.9602084300427105e-28,2.5025440306186729e-26,4.8878885921684263e-27,7.6581823364790283e-27,1.8465974415259479e-26,4.6973582743642012e-38,5.3395294759946067e-28,1.3830421276148963e-29,7.7782740701442791e-27,2.7262427378550104e-25,7.6014630660033204e-25,2.0270841921744891e-24,4.363570272698719e-24,1.6398794411472916e-24,5.0605986228415832e-27,8.3200465037500832e-26,2.0351838996604731e-29,1.088645199925725e-35,4.7084803871985565e-26,5.4542032284196868e-26,4.7210945871678865e-28,2.0205677816804767e-30,3.1769491635938632e-40,2.059340381581352e-39,9.6765951482974377e-36,2.0383637632861567e-30,1.303363479608765e-29,3.612580569489494e-36,3.478503557936963e-37,1.1784386994204322e-29,1.8525937951873509e-28
9.999999999999998e-08,0.002378124717471178,1.3321637316587915e-29,2.2624693297624467e-32,1.474775190324554e-27,5.6005595419795937e-31,4.7965902346614461e-28,0.0,0.0,4.4401700745013669e-22,7.3808765610538866e-28,1.0958023185114717e-37,2.3078426526821463e-39,5.2876351287047942e-40,-3.2247614112486603e-67,-2.6889861776827712e-40,3.6516722210376797e-40,2.2248908460103838e-24,2.4180851057380998e-29,-2.6379699278159129e-65,-6.3072822548270042e-41,1.2533505185574265e-40,1.539148934052879e-40,1.4424196572697003e-44,6.3234547462635244e-47,4.5413238050100198e-33,8.991374923864029e-41,4.9094220846287559e-45,1.5996242125779107e-24,3.4826610313910986e-28,4.0110338227905124e-29,5.4390428943208041e-24,7.1410335659095795e-39,1.2757671219123285e-47,1.737182958211079e-36,9.8271879236737718e-35,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.0892030968433717e-24,4.9028521521850118e-24,5.6768751775135699e-24,5.9441723831357331e-24,5.1206135179803787e-24,2.5434842673456065e-24,1.5991854424017018e-22,1.9749898713104448e-23,1.8525935676804734e-22,1.6168809397279792e-23,1.841183822383807e-23,1.7317066987259084e-23,7.4303249883622633e-24,7.9364016973869672e-23,2.0521178463772616e-27,3.4656253364532234e-27,3.1886968994005121e-27,9.9767271946601844e-28,5.1048503618953793e-26,5.4949327784555475e-27,1.3281271203472242e-26,2.6709318666895894e-26,7.1850409257727951e-38,7.531892725876768e-28,3.3574679931648578e-29,1.8069872348138656e-26,6.4359663708011552e-25,8.0328289320587292e-25,2.1384846023464268e-24,7.3667208848680198e-24,2.7738640459408692e-24,5.3919477809061005e-27,1.4361855351639617e-25,4.5838863844626409e-29,2.4665974371671819e-35,1.1948819693625008e-25,1.3842003821939635e-25,1.8026145328702175e-27,4.287840634277567e-30,7.7142354394463389e-40,7.863460634283615e-39,5.8055390853709025e-35,7.4695447539576369e-30,4.8206723082113674e-29,3.2451047242551842e-35,5.9046675815424545e-36,1.4075924007057818e-29,3.5841204950825573e-28
1.34217727e-07,0.002378124717471178,1.353247648532715e-29,3.1459341706613708e-32,2.537605641864429e-27,7.7564345436148441e-31,8.9498355057669015e-28,0.0,0.0,5.9607781257784152e-22,1.195281730041642e-27,2.2258016851743527e-37,4.2663506165189815e-39,6.5211392349302519e-40,-1.6679216859304604e-66,-6.7020425560445063e-40,3.5975090840252417e-40,2.3538945916153015e-24,3.4513244361831453e-29,-5.0450302101546491e-65,-1.9970653223645113e-41,1.9122945853054688e-40,1.3320904436022341e-40,2.9637237580651011e-44,1.2034847221403932e-46,6.4514720940378701e-33,1.7160279315757629e-40,7.0581193524787678e-45,2.2736537466899128e-24,4.9707855593422384e-28,5.7010941860445949e-29,5.7159327694533293e-24,1.0348388073411037e-38,2.3271850414796111e-47,3.1141565568574102e-36,1.8587372170871743e-34,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.555156991492129e-24,5.1656183842879265e-24,5.988331537751906e-24,5.9533066135546015e-24,5.12774002247978e-24,2.5469940761257033e-24,2.1637703704133718e-22,2.8134105650754762e-23,2.5066883786903535e-22,2.3318992860096901e-23,2.6169622978354487e-23,2.46478242180956e-23,1.0605112599375902e-23,1.0723522903943434e-22,2.4881020505908489e-27,4.9220286049740362e-27,4.5343361222273125e-27,1.4155243205768533e-27,7.8121148633930935e-26,6.1264607260394172e-27,1.9131154706967835e-26,3.528513965993467e-26,9.7730586591985377e-38,9.8126800142365666e-28,5.4115278831932071e-29,2.8776559084753513e-26,1.0295313358945698e-24,8.4815929696717367e-25,2.254378097391959e-24,1.0490996819357367e-23,3.9535853681022033e-24,5.7366611616667449e-27,2.0647346964266717e-25,7.2353850489564327e-29,3.9001262772607145e-35,1.9481181793927895e-25,2.2568107478359414e-25,3.1867825353171029e-27,6.6465588356179035e-30,1.2434522947536037e-39,1.3901677017078085e-38,1.0838543642302298e-34,1.3119780208766831e-29,8.4798438738466265e-29,6.2452648577204606e-35,1.1685606526266945e-35,1.6459885008959836e-29,5.3854844281756937e-28
2.68435455e-07,0.002378124717471178,1.3617991247596194e-29,6.5818528017867087e-32,1.4182332885902758e-26,1.6266209426627042e-30,9.9997717781668559e-27,0.0,0.0,1.1926049577704461e-21,4.7832861728838228e-27,3.823724514446606e-36,3.2485386398556035e-39,1.3106849506637455e-40,-8.5614191271222426e-67,-4.5870291256215157e-40,6.2874150235009476e-41,2.4346385763097497e-24,7.6432236698891143e-29,1.4246744915295507e-64,1.2197576035289741e-41,2.271179943462811e-40,1.8495236910192941e-41,6.4594534917749949e-45,1.7217282357241448e-45,1.3848157447067842e-32,2.7927522621357407e-39,1.5770550005379611e-44,4.9918066494384248e-24,1.1008123536665894e-27,1.2516080100021206e-28,5.8761264403162105e-24,2.2922863102753516e-38,2.1722395513999137e-46,2.5469553835317846e-35,2.6515181566537095e-33,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.9014037294000341e-24,5.3225367996477575e-24,6.177222224627852e-24,5.983608329191552e-24,5.1510641905189134e-24,2.5584147571557185e-24,4.3777625279490538e-22,6.2016118951422216e-23,5.0716997389797385e-22,5.2847042600526945e-23,5.7450919036573253e-23,5.4212242919450655e-23,2.3483367467202255e-23,2.1525376466992945e-22,3.9953370803619416e-27,1.0910334516469804e-26,1.0096539430918892e-26,3.1499085753370747e-27,2.4809683845336272e-25,7.0106411046404169e-27,4.3379010699611952e-26,6.8636807913650709e-26,2.3716449552992153e-37,1.8505652972661542e-27,2.4042824313915724e-28,1.075013008763371e-25,3.9571499715969807e-24,8.7884078680984832e-25,2.3241591815550417e-24,2.3122885817874647e-23,8.7472424021253985e-24,5.9643988922167117e-27,4.6181431787976698e-25,2.6273203353090507e-28,1.4580372995327694e-34,7.9257745461892154e-25,9.1820101029035655e-25,2.3016862501524139e-26,2.3249057553742279e-29,5.5253616157085292e-39,1.0040976288636542e-37,1.2600028605707627e-33,9.0007922151005521e-29,5.8559045134202121e-28,9.9946763589030092e-34,3.6274014898179206e-34,2.3977093446096672e-29,1.5651243839855424e-27
5.36870911e-07,0.002378124717471178,1.3629470695158525e-29,1.3185108012341691e-31,7.3891199141756425e-26,3.3300106019860112e-30,1.0487326339351399e-25,0.0,0.0,2.3856793785006664e-21,1.9138128743118097e-26,6.9573726057343802e-35,-4.8027514307073651e-40,2.1131539607756173e-41,-7.6761457460874276e-67,-3.9620677854093377e-40,1.6944357640440144e-41,2.4492589986268373e-24,1.6077506763123659e-28,1.5399516146055257e-63,8.5289743691816143e-42,2.5019491938084181e-40,5.9445425116931331e-42,-1.1875665945857859e-45,2.6550142863784204e-44,2.7405459416955914e-32,5.0691787875655804e-38,3.3289212495850799e-44,1.0452749448550531e-23,2.3155309991851861e-27,2.6205884966312974e-28,5.9019215412176147e-24,4.6020377214554266e-38,2.2620801110338485e-45,2.3267195340373838e-34,3.9406621150853338e-32,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.9743776348574301e-24,5.3493768877894552e-24,6.2107920526388369e-24,6.0438997384692754e-24,5.1974817824770014e-24,2.5807470876708062e-24,8.8032876613555015e-22,1.2997597471305751e-22,1.0198880369045041e-21,1.1252236161509018e-22,1.2028350616447244e-22,1.1337893458451508e-22,4.9386750470482534e-23,4.2619826907896985e-22,6.9525934509377315e-27,2.3412304866552606e-26,2.1806995868500372e-26,6.8418331639473321e-27,8.3608521430161886e-25,8.1081049014986167e-27,9.2858986845857269e-26,1.3425334105474271e-25,6.772082325589759e-37,3.5893425045258373e-27,1.264271306732563e-27,4.0929515768680722e-25,1.5278382721927218e-23,8.9547508825511634e-25,2.3364650017086766e-24,4.8511003027685388e-23,1.851128302994738e-23,6.0478196701105116e-27,9.7556336822056824e-25,9.8821556127575634e-28,5.5493273184648519e-34,3.196683579683436e-24,3.7034321315742017e-24,1.7208937507225941e-25,8.5448074130500219e-29,2.9056928770280841e-38,7.5074341782869682e-37,1.4689448421141628e-32,6.5260875833892413e-28,4.2616344284339267e-27,1.4428202587584242e-32,9.9866480076053073e-33,3.8714961550655637e-29,4.864136457564348e-27
