Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129)
1e-12,0.002378124717471178,1.2033553630249334e-33,1.40193834889884e-41,9.9103966615480107e-39,3.7794831063738121e-40,2.756838083737408e-44,0.0,0.0,4.4252567333909736e-27,6.6915178510474854e-38,7.2304441391662889e-60,1.4841035156385463e-60,5.1616056739582476e-56,7.2944099229975153e-94,4.4272421209770211e-64,3.4672150031947447e-56,9.6576939680926589e-29,8.35745570222471e-39,2.3483477775934751e-99,2.6593038451731886e-94,6.2804959926885888e-61,6.7322624506087112e-62,9.2442668379508454e-58,1.2277271922131533e-68,1.6104709463113451e-42,3.041323547994754e-66,2.9347664986423381e-58,5.9171067357369155e-34,1.2036932801009881e-37,1.4838340426234884e-38,2.5455401104782829e-28,2.4113608907280214e-52,3.6152961394775403e-72,7.6277842754972811e-57,5.9102202630021596e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2281962404642545e-28,2.2281816090178685e-28,2.5455437527615312e-28,1.9123610463801037e-27,1.6507502638579015e-27,8.2537393974391588e-28,3.6002324038151101e-31,7.0339427264424459e-33,4.1641575260172635e-31,4.7702159459073152e-33,6.8113734963127056e-33,6.2455855825403934e-33,2.568308659477348e-33,1.8097193384332502e-31,1.2438929658950433e-35,1.8061062090508502e-36,1.6340481609836981e-36,6.0389408521500909e-37,2.3081905390508716e-39,2.1983845134115862e-35,4.6010166366186413e-36,2.3131327989430359e-34,2.5673471402341709e-47,2.7157380393862482e-36,9.5987009598409332e-43,5.0667389769543854e-40,4.3262120576035777e-38,3.5813462374996889e-29,9.6576814914494426e-29,2.6390952269281007e-33,9.8226803945903082e-34,5.3376812633465759e-35,9.9747602717685705e-39,1.5241613165674519e-39,1.8023107067987875e-45,2.1304005077450391e-39,2.4640973545770333e-39,1.553813110412564e-41,4.7649619382163902e-43,4.1284576752741502e-55,6.0982973468306323e-54,5.8338967835226695e-55,4.9182862469786618e-45,1.0326577272749956e-44,4.5481151956526294e-60,1.5540070981978827e-62,9.9255971184701012e-38,1.851330883427801e-41
1.023e-12,0.002378124717471178,1.231023752624022e-33,1.4507050217958041e-41,1.0256164127718661e-38,3.9113055646850955e-40,2.8696682139118896e-44,0.0,0.0,4.5270085734095025e-27,6.9249096716670334e-38,7.5392050323356249e-60,1.5448364135259728e-60,5.3728291436396578e-56,7.5928908568255114e-94,4.5816558704143946e-64,3.5881461944901436e-56,9.8797544304564532e-29,8.6489521993301623e-39,2.4578931028642768e-99,2.7762298989585974e-94,6.5375092478202014e-61,7.0077510142309885e-62,9.566427780924129e-58,1.2817198527910426e-68,1.6666419436733022e-42,3.1820150093243143e-66,3.0548625640805578e-58,6.1234871590887228e-34,1.2456764370853458e-37,1.5355881027557918e-38,2.6040699302215031e-28,2.5100387029432894e-52,3.7825266420119738e-72,7.9747430796778475e-57,6.1787316462141991e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2794295458126862e-28,2.2794144040434388e-28,2.6040736995419887e-28,1.9563278381944657e-27,1.6887023966426892e-27,8.4434996455709813e-28,3.7257999384099808e-31,7.2792768823446416e-33,4.3093934336047624e-31,4.9365946198584884e-33,7.0489446959049856e-33,6.4634229216337569e-33,2.6578877137143379e-33,1.872838026213687e-31,1.2872768344786871e-35,1.8691000096560737e-36,1.6910408833315092e-36,6.2495677463579401e-37,2.4026457666509325e-39,2.2750599193804424e-35,4.7614930592473871e-36,2.3938072287825945e-34,2.6715527744140179e-47,2.810456310825714e-36,9.9914969499417187e-43,5.274078991752892e-40,4.5032466566639092e-38,3.6636925185715967e-29,9.8797415186470187e-29,2.7311432009759478e-33,1.0165281875279838e-33,5.5238461392328093e-35,1.0382944994943096e-38,1.5773289006917785e-39,1.8753653379311453e-45,2.2175803803783053e-39,2.5649327125883993e-39,1.6173976221634625e-41,4.9599510693225975e-43,4.309868672518574e-55,6.3655839278340375e-54,6.0989364686951894e-55,5.1195705225676205e-45,1.0749285391664394e-44,4.7583861827468568e-60,1.6258530736258535e-62,1.0271777158349098e-37,1.9270906163992277e-41
2.047e-12,0.002378124717471178,2.4627537627122152e-33,5.7830515638170041e-41,4.1118670663732548e-38,1.565260288213632e-39,2.3009290140004422e-43,0.0,0.0,9.0571783793648076e-27,2.7714185270929833e-37,9.5830615265707065e-59,1.2365938253024707e-59,4.3004575692185666e-55,6.0715946711119894e-93,1.8334214436406e-63,1.4359455749449385e-55,1.9765873367612763e-28,3.4613174546003775e-38,3.1024255374719863e-97,4.4413453115864567e-93,5.2333636982806552e-60,5.6064882695379572e-61,3.8102546587490916e-57,2.0609352040887686e-67,6.669912701922638e-42,2.00187268164491e-64,2.4449767346360228e-57,2.4506190812185245e-33,4.9852068723696955e-37,6.1454223734400324e-38,5.2098042802710604e-28,2.0090529469651072e-51,2.3602978048479383e-70,2.508324072652522e-55,1.8226232217434329e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.5603508883235119e-28,4.5602902920535949e-28,5.2098193647312848e-28,3.9131590744034954e-27,3.3778381585695081e-27,1.6889141435104913e-27,1.4908204365638015e-30,2.9131696341947816e-32,1.7243367317123764e-30,1.9756385967466341e-32,2.8209871096688885e-32,2.5866635584879914e-32,1.0636887471882192e-32,7.4938580749314907e-31,5.1507285659053517e-35,7.4796799247219475e-36,6.7671331274041143e-36,2.5008743710038038e-36,1.9229185723836175e-38,9.1039765798283988e-35,1.9055067527395771e-35,9.5769732736135051e-34,1.9360264846117493e-46,1.1245458648785891e-35,7.996589215483262e-42,4.2210565170888453e-39,3.603654190521941e-37,7.329741217205781e-29,1.9765821695721239e-28,1.0930044257057226e-32,4.0681518924418903e-33,2.210229549935563e-34,8.3098055320492002e-38,6.3172694852717423e-39,1.3392874709037233e-44,1.7748392185889575e-38,2.0528430269196519e-38,1.294383415062885e-40,3.9692011436245238e-42,6.7758872691336137e-54,9.3678318265025439e-53,1.7975117977580054e-53,4.1026636094647306e-44,8.6376557525018785e-44,2.8066771748752597e-58,9.5938494167409174e-61,4.1100109144896696e-37,1.5423179677647163e-40
4.095e-12,0.002378124717471178,4.9257546144164007e-33,2.3090914111259186e-40,1.6509729157517295e-37,6.2620148169308846e-39,1.8473616407216954e-42,0.0,0.0,1.8117521705382539e-26,1.1088581690555778e-36,1.3455319729545135e-57,9.895223939530122e-59,3.4407106752500015e-54,4.8484772581475519e-92,7.3339825902426214e-63,5.7447440843320792e-55,3.9536515213110468e-28,1.3848259157736369e-37,3.8610002173313799e-95,7.0971651083679062e-92,4.1882086286380038e-59,4.4815266799630792e-60,1.510029591141846e-56,3.3254793244629728e-66,2.6685399781010142e-41,1.2378689046109811e-62,1.9559199291949068e-56,9.8045505103037456e-33,1.9945132922160608e-36,2.4586890848931291e-37,1.0420812957321076e-27,1.6073983777498731e-50,1.4403885525602999e-68,7.7538229267214586e-54,5.039712811265828e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.1218955407846847e-28,9.1216531130482252e-28,1.0420873305069651e-27,7.8242360588185022e-27,6.7538743891349433e-27,3.3769174612792931e-27,5.9625889236169313e-30,1.165517299617786e-31,6.8965496363426234e-30,7.9043371030161005e-32,1.1286336058689879e-31,1.0348861262816525e-31,4.2556736291247873e-32,2.9971872276421415e-30,2.0599657678955982e-34,2.9921396811476243e-35,2.7070971923691121e-35,1.0003997506859909e-35,1.5382022277695783e-37,3.6417120696586872e-34,7.6233007915828561e-35,3.8291681363817584e-33,1.3008047311392817e-45,4.4975475247935476e-35,6.3968029515340312e-41,3.3766067607680013e-38,2.8819612669403918e-36,1.4661234875906774e-28,3.9536308491088699e-28,4.3729518603848493e-32,1.6276105885301106e-32,8.8394840086674422e-34,6.6472454965139336e-37,2.5312817881463919e-38,8.8008664919737625e-44,1.4198045149380139e-37,1.6421979897122545e-37,1.0352915671856166e-39,3.1744230653388517e-41,1.0466929550664955e-52,1.2899400314222346e-51,4.9620187584081545e-52,3.2903221803949663e-43,6.9649315488237853e-43,1.5513391834928755e-56,5.3071934207298238e-59,1.6437496201525155e-36,1.2337515869445501e-39
8.191e-12,0.002378124717471178,9.8499203375481834e-33,9.2267254686031655e-40,6.6510515980232551e-37,2.5046002885473664e-38,1.4877905910069204e-41,0.0,0.0,3.6238223211228235e-26,4.4360153829721684e-36,2.0666308217162373e-56,7.9164463221643216e-58,2.7518567596262763e-53,3.8630098749448041e-91,2.932677594181144e-62,2.2977458626359679e-54,7.9071415818585897e-28,5.5395177606335079e-37,4.6845780589458624e-93,1.1321274814276299e-90,3.35145715071092e-58,3.5777351738742936e-59,5.9281128737064098e-56,5.4065731319270303e-65,1.0674563319853317e-40,7.4167522103658141e-61,1.5639199431359686e-55,3.9219379702629345e-32,7.9783615242729782e-36,9.8350515949392701e-37,2.0840990543877653e-27,1.2855782235713353e-49,8.4738537581142155e-67,2.3219820917076311e-52,1.2675061981785651e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8243792871024108e-27,1.8242823200006873e-27,2.0841231919244874e-27,1.5636061732820822e-26,1.3497017502701891e-26,6.748429927550437e-27,2.383545067032276e-29,4.6622322107210893e-31,2.756899121981399e-29,3.1619182156319596e-31,4.5146699542147353e-31,4.1396829648121739e-31,1.7023352406502869e-31,1.1981194820158177e-29,8.2340238478646004e-34,1.1965998218858442e-34,1.0826086071737854e-34,4.0004271318504486e-35,1.2297854066042316e-36,1.4562095315292028e-33,3.0491410014802166e-34,1.5297707474851035e-32,7.8553438380296996e-45,1.797804138165513e-34,5.1143324456346356e-40,2.6996653814613186e-37,2.3029747106554768e-35,2.9321807590056344e-28,7.9070588979893151e-28,1.7492405061602605e-31,6.5106818891412296e-32,3.5332585207733978e-33,5.3144000759966034e-36,1.015611660637731e-37,5.1675719115739709e-43,1.1352158260062912e-36,1.3130337105637223e-36,8.2749784800743866e-39,2.5368752197869781e-40,1.565541749459771e-51,1.6111565562057242e-50,1.2442080696343573e-50,2.644139641493641e-42,5.6569679927628975e-42,7.7940411653643904e-55,2.6707688128473826e-57,6.5703798624030023e-36,9.8638429052954479e-39
1e-11,0.002378124717471178,1.2023059554265036e-32,1.533251373611339e-39,1.1139132688987822e-36,4.1630395356829878e-38,3.8218683275762967e-41,0.0,0.0,4.4241251225442449e-26,7.3750272969559584e-36,9.5403539197959198e-56,2.0150861101252239e-57,7.0019859843728014e-53,9.7777070510996715e-91,4.8733809600529642e-62,3.8192202869957792e-54,9.6526383748445107e-28,9.2087305368910114e-37,1.2391757193650169e-91,4.8572562596143748e-90,8.5338454190258023e-58,9.0803850595433287e-59,9.666382010873141e-56,2.3914095211584369e-64,1.7745062272862547e-40,9.8692550517344651e-60,3.9778797368972769e-55,6.5196540066789623e-32,1.3262992297297778e-35,1.6349349112305066e-36,2.5441441550584669e-27,3.2710726917517064e-49,1.1058132064579752e-65,1.6342030269196072e-51,7.2575162876322739e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2271429792736835e-27,2.2269817977013742e-27,2.5441842761785563e-27,1.9077058665513623e-26,1.6467262829085411e-26,8.2335005781212156e-27,3.9595450595145937e-29,7.7503266393676171e-31,4.5797665144390894e-29,5.2563873763983972e-31,7.5049850471075743e-31,6.8816485292829447e-31,2.8299117622264691e-31,1.9903051905220552e-29,1.3677143839070126e-33,1.9886592735149982e-34,1.7992168713325743e-34,6.6478534867011609e-35,3.1275239680392015e-36,2.4198216410494783e-33,5.0682781704766768e-34,2.5396016563218872e-32,1.5381199553941261e-44,2.9863524620062141e-34,1.3006869760345701e-39,6.8659407005156943e-37,5.8527890813226972e-35,3.5794523055256734e-28,9.6525009379911359e-28,2.9078718435454451e-31,1.0823143672365924e-31,5.8688749864851134e-33,1.3515149937833138e-35,1.6937169289545326e-37,9.9497222414072685e-43,2.8873330715309834e-36,3.3396040846711075e-36,2.1036652220583954e-38,6.447907145750293e-40,6.1094762259588319e-51,5.1999766368905739e-50,7.093261930278341e-50,6.7721571145875018e-42,1.4698499745223478e-41,8.2985360154124433e-54,2.8523330854120448e-56,1.0913815907198379e-35,2.5085395072041538e-38
1.6383e-11,0.002378124717471178,1.9690913407390338e-32,3.6876596937615744e-39,2.6975186643452632e-36,1.001479062162365e-37,1.2057588721452645e-40,0.0,0.0,7.2479685617222051e-26,1.7745239042096098e-35,3.5911152446629867e-55,6.3319611535148357e-57,2.1998434210772497e-52,3.0647531305050181e-90,1.1721092173076634e-61,9.1876952735566809e-54,1.5811569292273546e-27,2.2155433218401038e-36,5.4462746686211727e-91,1.8001256807522603e-89,2.6819740563665851e-57,2.8496313318374406e-58,2.2856747905033021e-55,8.9217308829302842e-64,4.2693096997604328e-40,4.2075635405158768e-59,1.2495461474641013e-54,1.5685613907421635e-31,3.1909646926494725e-35,3.9334844443065624e-36,4.167398924312799e-27,1.0276827910322909e-48,4.7086432846452744e-65,6.5811332379151127e-51,2.8393079803930225e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.6482820876922745e-27,3.6478943273660966e-27,4.1674954430075883e-27,3.1218508870808342e-26,2.6947680694373433e-26,1.347352598585658e-26,9.5204118102136716e-29,1.8646571381242008e-30,1.1011697175609582e-28,1.2646656394182899e-30,1.8056218456690206e-30,1.6556588384460896e-30,6.8085303013203144e-31,4.7855077208677219e-29,3.2883022724567535e-33,4.7834163104132199e-34,4.3277467497878244e-34,1.5989214693451895e-34,9.8236352105153822e-36,5.819896873259492e-33,1.2192740608124216e-33,6.1027584783811371e-32,4.1935946394551235e-44,7.1801081010748656e-34,4.0855441169854099e-39,2.1566513039666638e-36,1.8378198217845002e-34,5.8633297413672491e-28,1.581123866122586e-27,6.9960663302948262e-31,2.6039530384540174e-31,1.4110024738081502e-32,4.2451239693555962e-35,4.0863901891348227e-37,2.6823390320636629e-42,9.0696240489682978e-36,1.049029435439329e-35,6.6065819432122103e-38,2.0247861144326206e-39,2.214260710682865e-50,1.7863016202955465e-49,2.7731465795668345e-49,2.1337737839163569e-41,4.6601262142103436e-41,3.4829558077615606e-53,1.1974328857078485e-55,2.6239494333914169e-35,7.8794166481848189e-38
3.2767e-11,0.002378124717471178,3.9343590331567988e-32,1.4735772339678046e-38,1.108399588157592e-35,4.0026384869532677e-37,9.8919340964701727e-40,0.0,0.0,1.4496284783902917e-25,7.0983410475189219e-35,7.7224699118700934e-54,5.0625843323073901e-56,1.7570514276621587e-51,2.4113880926936616e-89,4.6802985703364456e-61,3.671704406462534e-53,3.161022165438659e-27,8.859194705291258e-36,5.9473015215644581e-89,2.8444412041768269e-88,2.1466214083659218e-56,2.259602979433922e-57,8.5217648953196608e-55,1.5137565524078198e-62,1.7071440556990926e-39,2.1921726261059594e-57,9.9698770467111154e-54,6.2719206413302003e-31,1.2759568821124847e-34,1.5728107138237351e-35,8.3310581502073827e-27,8.2080704252949584e-48,2.407069870864131e-63,1.711913959867809e-49,5.6752221479468406e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.2941820218485132e-27,7.2926319967313369e-27,8.3314439356945377e-27,6.2219453474406918e-26,5.3707265796601854e-26,2.6852382999711034e-26,3.7968236513068534e-28,7.4560118863537463e-30,4.3915818298616204e-28,5.0573533459988229e-30,7.2198108746650257e-30,6.6202718121619872e-30,2.7224967494381273e-30,1.908463225103737e-28,1.3109645588311888e-32,1.9108015293793199e-33,1.7287869905884288e-33,6.3851032229911441e-34,7.8346709399845436e-35,2.3237862956401721e-32,4.8735695276232452e-33,2.4278861435865794e-31,2.0005472251757286e-43,2.8629132679705614e-33,3.258606522771287e-38,1.7202147282424864e-35,1.4628359954923032e-33,1.1721767711172863e-27,3.1608900094676999e-27,2.7974358331901482e-30,1.0412233700865614e-30,5.6251280754686694e-32,3.385519545751e-34,1.6534648013140512e-36,1.2516807550000531e-41,7.2355854520105027e-35,8.3690075366560527e-35,5.2632026847680265e-37,1.6121424326195757e-38,2.8705076052744224e-49,1.7622094977442032e-48,5.5026369689318616e-48,1.7361487164512621e-40,3.9414605517058712e-40,1.3859779526635937e-51,4.7963301258587731e-54,1.0461292228717227e-34,6.2842372517288445e-37
6.5535e-11,0.002378124717471178,7.8532060565787718e-32,5.8843107077461898e-38,4.6656304702504754e-35,1.5983610824709449e-36,8.3018059781719004e-39,0.0,0.0,2.8993012058468354e-25,2.8393934633600312e-34,2.1443211182808391e-52,4.0437897903076147e-55,1.4010613830526357e-50,1.8671284602652582e-88,1.8655439869278432e-60,1.465420723332434e-52,6.3166766748347367e-27,3.5411237429427283e-35,6.0377764615927202e-87,4.4406059164318001e-87,1.7188486495129635e-55,1.7761983223610133e-56,2.9954551126661544e-54,2.6961815954290045e-61,6.8236076360109839e-39,1.0199447025751964e-55,7.9333492254060538e-53,2.5067874304700551e-30,5.1001488899961224e-34,6.2862751918007046e-35,1.6646631127577062e-26,6.5447405634365933e-47,1.1033471209934338e-61,3.9735376350967132e-48,1.0345048610816404e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4578367172341829e-26,1.4572175493577722e-26,1.66481718832344e-26,1.235724087153066e-25,1.0666541478788709e-25,5.3327767657153845e-26,1.5096585739682655e-27,2.980167457087387e-29,1.7461571073552908e-27,2.0217955349588337e-29,2.8856439848145119e-29,2.6460901255611036e-29,1.0882137692949195e-29,7.5879490528785073e-28,5.209049177708198e-32,7.6224594069516912e-33,6.8964496243519491e-33,2.5455146216236885e-33,6.2289208200849569e-34,9.2614578941512034e-32,1.946528068648544e-32,9.60663977368917e-31,8.7863729243455441e-43,1.137867460054299e-32,2.5911261887948084e-37,1.3679904444035652e-34,1.1584724284933136e-32,2.3423221651158657e-27,6.3161488471683217e-27,1.1181277752410034e-29,4.1618291679694519e-30,2.234963674966218e-31,2.6914724985177946e-33,6.7634244013713165e-36,5.4181310954595833e-41,5.7562179057167031e-34,6.657961265489165e-34,4.1753296748312396e-36,1.2774753137456551e-37,3.3153648942716065e-48,1.5841775806533053e-47,9.9426428825684818e-47,1.4347624807398791e-39,3.4895764588591264e-39,5.0203498027811992e-50,1.7600967472324302e-52,4.1569404614546072e-34,4.9964811300808217e-36
9.999999999999999e-11,0.002378124717471178,1.1950563977874219e-31,1.512797441116539e-37,1.2978717971099511e-34,4.1087042649467337e-36,4.2051936182073154e-38,0.0,0.0,4.4240699551771148e-25,7.3191482329089695e-34,3.7498827229998119e-51,1.8862128673269585e-54,6.5203307634956038e-50,8.2613857564174743e-88,4.7812474569091061e-60,3.7608392428415477e-52,9.6272052358501803e-27,9.1169867023786186e-35,3.072215005757754e-85,3.7739523749635971e-86,8.0589309228830301e-55,8.0621976268649831e-56,6.4654861767451128e-54,2.8520728099012772e-60,1.7567881810510033e-38,2.2542429374233681e-54,3.6783921227337214e-52,6.453258059904735e-30,1.3130857006218809e-33,1.6182845005693791e-34,2.5368215802095129e-26,3.0455584436180042e-46,2.4107432811956178e-60,4.4731397985420384e-47,9.7653459606166794e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2223803344282589e-26,2.2207878810241622e-26,2.5372177294182391e-26,1.8676593127792595e-25,1.6121051480329934e-25,8.0592770147346722e-26,3.8538141947957385e-27,7.6723794521031484e-29,4.4576072852569673e-27,5.2066292149397624e-29,7.4285530824846178e-29,6.8121697391296354e-29,2.8017179914772514e-29,1.9369037497515738e-27,1.3283038030582476e-31,1.9561832879510865e-32,1.7698952101258734e-32,6.5260615267363982e-33,2.8837185859146479e-33,2.3732138936923071e-31,5.0053747865592143e-32,2.4331795982768006e-30,2.3393896255781853e-42,2.9028158043532757e-32,1.1998946362170672e-36,6.3360341157828543e-34,5.326057519189976e-32,3.5698308668493242e-27,9.6258480296108978e-27,2.8785668826086123e-29,1.0714791702984493e-29,5.6984996522139378e-31,1.2458904714196499e-32,1.805141779299766e-35,1.4316431390652148e-40,2.6678655755558281e-33,3.0858486460737407e-33,1.9255261888596058e-35,5.8792654946727289e-37,1.934140357435419e-47,7.7666519730281671e-47,9.3087913310172141e-46,7.0908015755652065e-39,1.908703024576365e-38,9.1766817300373279e-49,3.2983402991506003e-51,1.0600974546837156e-33,2.3133344967159307e-35
1.31071e-10,0.002378124717471178,1.5644427548817814e-31,2.3461352473806856e-37,2.0473159919130283e-34,6.3718370960131844e-36,7.2478464415510451e-38,0.0,0.0,5.7986844861633648e-25,1.1357751466469252e-33,6.9371737701408767e-51,3.2221206213745764e-54,1.1135471309549384e-49,1.4025957595928445e-87,7.4098220257699177e-60,5.8302124858320514e-52,1.2611723817579786e-26,1.4143756991443834e-34,5.7874564077457919e-85,6.7759273524639227e-86,1.3774662717918033e-54,1.3729172366172772e-55,9.5937999789211565e-54,5.1802158083427452e-60,2.7254095153781763e-38,4.1945450445845488e-54,6.2793383657977086e-52,1.0011093223901978e-29,2.0370727363948541e-33,2.5104833129514252e-34,3.3230927463837504e-26,5.2011766939299502e-46,4.4846151700797143e-60,8.14755581172906e-47,1.7636402505043006e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.9116342073380843e-26,2.9091643143683206e-26,3.3237071306181961e-26,2.4373636329716712e-25,2.1038419252211195e-25,1.0517280474397472e-25,5.9671250694433649e-27,1.1902517821380235e-28,6.9020427553739859e-27,8.0778309346753625e-29,1.1524091413362549e-28,1.0567987515807075e-28,4.3464819458491429e-29,2.9989963047010113e-27,2.0561926980173559e-31,3.0325456067263258e-32,2.7437659614967445e-32,1.0114617246706137e-32,4.9219063213815879e-33,3.6777794839431847e-31,7.7629963264461298e-32,3.7606867173027364e-30,3.656291866782473e-42,4.493957832663548e-32,2.0480315304777999e-36,1.0814841163901989e-33,9.0832325185526934e-32,4.6764585433779851e-27,1.2609618907245406e-26,4.4656437288299676e-29,1.6622440010701089e-29,8.8209579823768249e-31,2.1264472286323385e-32,2.8227806670735137e-35,2.2338456299165954e-40,4.5540720645517021e-33,5.2675823421177226e-33,3.2850171907858697e-35,1.0027886493122901e-36,3.3789250602610283e-47,1.3340296593526626e-46,1.6804531059600052e-45,1.2189852517544542e-38,3.3148498013438408e-38,1.699707775968388e-48,6.1131940589527905e-51,1.6410421320866498e-33,3.9484150023937659e-35
2.62143e-10,0.002378124717471178,3.1043200455892878e-31,9.3251308721144336e-37,9.5689754477804619e-34,2.5315831345388683e-35,6.7239061411123079e-37,0.0,0.0,1.1597601499770898e-24,4.5431866651793427e-33,2.304643578774753e-49,2.5523629348859261e-53,8.7932383693836885e-49,9.978548419287194e-87,2.922690837886828e-59,2.3027219119394475e-51,2.5137104693705628e-26,5.6409113813128787e-34,5.4509217015714027e-83,9.9232654220941293e-85,1.1056042021914547e-53,1.0282776782860433e-54,2.7120883819412101e-53,1.099379851835226e-58,1.086936900288036e-37,1.5429253759436572e-52,4.9185271349693464e-51,3.9916008239162694e-29,8.1243949040135341e-33,1.0009741057497866e-33,6.6213173976050963e-26,4.1063770836450806e-45,1.6303884461668045e-58,1.4941475778394181e-45,2.8568272351328566e-44,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.8071215959909369e-26,5.7972960602354891e-26,6.6237596581305664e-26,4.7430922251438517e-25,4.093890386957643e-25,2.0462091218759965e-25,2.33147413148057e-26,4.746489356545628e-28,2.696860505189055e-26,3.2236337496274076e-28,4.5948590052785187e-28,4.2141016296937935e-28,1.7334939570814621e-28,1.1715846098808347e-26,8.0125248792461851e-31,1.2002142814848669e-31,1.0859698736794897e-31,3.9934219836192527e-32,3.8426424519160445e-32,1.4500235631348914e-30,3.0870897436481691e-31,1.4418010153846036e-29,1.4645433667176296e-41,1.7530669028569761e-31,1.5998804291059445e-35,8.4518009052026881e-33,6.984804421033954e-31,9.3202288497677382e-27,2.5128736020072573e-26,1.7807654317422619e-28,6.6290677245813875e-29,3.4363443545087791e-30,1.6597229035088444e-31,1.2196737535011547e-34,8.8840598199663678e-40,3.5643260875643593e-32,4.1229038791885729e-32,2.5434446623844856e-34,7.7279814307523939e-36,3.0797026697937806e-46,1.0701249540607606e-45,2.7019006698808077e-44,1.0825343136908826e-37,3.4432804418410105e-37,5.4699306681483848e-47,2.0665915894197719e-49,6.3958933248465997e-33,3.0831213399958579e-34
5.24287e-10,0.002378124717471178,6.1123405562730551e-31,3.6835400683108832e-36,4.8318792905376944e-33,9.9916479891779644e-35,6.7309349338775824e-36,0.0,0.0,2.3196030625496167e-24,1.8173319057485139e-32,7.4012681236691573e-48,1.9962215865338184e-52,6.8559531537297957e-48,6.4894613345445591e-86,1.1371320444308468e-58,8.9566167638314861e-51,4.9931658413427413e-26,2.2431861742321327e-33,5.2264220804076394e-81,1.3581375961556179e-83,8.8976749497958032e-53,7.2838209493535199e-54,6.7010661259762555e-53,2.5854650928795049e-57,4.3221169100364253e-37,5.1778963425251356e-51,3.7755494206087132e-50,1.5864531634120631e-28,3.2307775991822738e-32,3.9783483414505535e-33,1.3144060717451034e-25,3.2004977470512698e-44,5.3813841516497112e-57,2.5004215093216032e-44,4.4055201944700567e-43,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1550067240400852e-25,1.151119266400434e-25,1.3153709040662791e-25,8.9947927786674486e-25,7.7630347930749633e-25,3.878831501867307e-25,8.9105111363851051e-26,1.8870686855668855e-27,1.0307645577097888e-25,1.2834818613694835e-27,1.8262159670290741e-27,1.6752458957969203e-27,6.893476454305238e-28,4.4762853878259458e-26,3.0460023896031177e-30,4.7037827116652604e-31,4.2564475355069851e-31,1.5577686181682395e-31,2.931634357147786e-31,5.6370963132212122e-30,1.2209713098287196e-30,5.3126515460915141e-29,5.6524377475235068e-41,6.6786265416006223e-31,1.2220135524489757e-34,6.4608794408319624e-32,5.1764780119841533e-30,1.8510681400090971e-26,4.9898586332417252e-26,7.0794585651461787e-28,2.6358038689625497e-28,1.3055432349277945e-29,1.2655213317153462e-30,5.5533370834001824e-34,3.4033541336331919e-39,2.7327880602878263e-31,3.1612493852954316e-31,1.9107492105075678e-33,5.749133802114048e-35,2.5630404065738906e-45,8.1858857006867137e-45,4.1385807065267878e-43,1.0188729430555177e-36,3.8882474485560789e-36,1.6756755575047499e-45,6.9395128890914573e-48,2.4321717111642872e-32,2.3528530250907308e-33
