Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134)
3.535688370228371e-07,0.002241221466986525,3.9239080800277638e-15,8.5532856278090696e-16,1.5555504698430173e-13,8.2584326204341613e-15,2.6993386034407521e-13,0.0,0.0,1.4760610093837746e-12,7.0872505692900185e-16,2.926797848992062e-16,2.710336006505798e-23,1.2128984786556516e-23,1.8458528441934801e-44,3.3147199332098426e-31,2.2369614688383159e-24,8.4106916000518176e-13,1.6450443634425038e-15,3.8259497006084849e-30,-1.1242458768840573e-32,8.1805835348022088e-24,3.2151716109556512e-26,9.9503498765587832e-26,8.8744163557953162e-22,3.1563443004152783e-18,1.2961326277298396e-17,8.3770702997543517e-25,2.2469624506921274e-12,1.4607721689501972e-14,6.6649276980806482e-16,4.5546389189968319e-13,2.0373075955620089e-21,7.2526591279166868e-23,3.1388477433969965e-15,3.6376563398659227e-15,0.88168480800000004,0.0,0.0094599999893008706,0.10884999998224697,7.3982768472891099e-13,6.0508013606698154e-13,5.491372199702745e-13,2.8905178224080544e-14,1.0446862208180501e-14,7.3473606762434462e-15,2.3437963052931746e-14,1.9129263946811797e-12,5.311117027616958e-14,3.2301982455781961e-12,2.8186850600934872e-12,2.7090007258367961e-12,2.4761903956949854e-12,1.5937590119182501e-14,1.194152992291411e-13,2.0123027388207734e-13,1.5848558381380967e-13,2.1087623606841209e-13,2.1648624066782328e-13,8.3279652361272637e-15,4.6886613568841144e-13,1.3334461529520062e-15,1.6412224967563573e-22,3.4629992489698346e-14,1.2055274291418266e-13,6.0163279696098425e-14,2.1891352975392584e-15,4.194807894917111e-14,1.7748762449644179e-13,7.095363079088763e-13,1.1281087616342977e-13,4.1800864624007201e-13,7.7437414828219248e-13,1.9966751745583274e-13,2.3715633224186031e-23,1.198355716379729e-15,2.1071842897020043e-15,6.6575489948304411e-15,1.2851754015788702e-16,2.2745162140601233e-19,8.075338558249743e-21,1.7939236238606993e-16,5.2217647239835852e-14,8.8197419329541351e-14,1.8986138472175346e-18,6.7726127207077719e-18,3.3107148753930784e-15,7.1755514186374764e-15,3.5517864616368855e-15,3.4348241360309598e-16,1.7342476034164047e-16
3.895945403724149e-07,0.002241221466985898,4.1557323218591879e-15,9.6551003100089151e-16,1.7600229097127338e-13,9.6125757168169365e-15,3.4614761859321563e-13,0.0,0.0,1.7454027208012661e-12,9.2124177855718586e-16,4.424449330385652e-16,3.7079203272489529e-23,1.5108886479550034e-23,4.0472309805174035e-44,3.106794157108163e-31,2.7507868627868115e-24,9.1377016663029914e-13,2.0418414276485494e-15,6.6435507446537232e-30,2.512140518051179e-32,1.0892981936327744e-23,3.7374957645468492e-26,1.2218465033294526e-25,1.2493840183639018e-21,3.4762249638522403e-18,1.9601476459846938e-17,1.0633280259118677e-24,2.6111081822744641e-12,1.7283380180035909e-14,7.5973887706888337e-16,4.7447591886840303e-13,2.2448538452552762e-21,9.8482803895797662e-23,4.2580948687212183e-15,4.9956383836940206e-15,0.88168480800000004,0.0,0.0094599999881582932,0.10884999998022242,7.8367162756475494e-13,6.419655804890823e-13,5.7960309144786845e-13,3.5597458705222374e-14,1.194011406235471e-14,8.8665354744041394e-15,2.6834234238688571e-14,2.0602093576883322e-12,6.5563004428957054e-14,3.5852107770662231e-12,3.1185347686781292e-12,2.9610742270301081e-12,2.7770212024642022e-12,1.929349511774331e-14,1.3142021217317935e-13,2.4091183406298891e-13,1.8870613124515268e-13,2.5389835263623523e-13,2.3865554388492775e-13,9.2273229079691688e-15,5.6724870187463814e-13,1.619729149835654e-15,1.8091249154056983e-22,3.7609751939628908e-14,1.4811619368989898e-13,6.5440846396866603e-14,2.6645869897453114e-15,4.9999766303885837e-14,1.8436536668494567e-13,7.5027834936518176e-13,1.4198585758699346e-13,4.565447408608319e-13,8.4712490341928983e-13,2.4356927902525345e-13,2.886573093620035e-23,1.494481939990297e-15,2.805054522475657e-15,8.7462710776528483e-15,1.3979342731702107e-16,2.7945796886468267e-19,1.0608900977063285e-20,2.5520078716736338e-16,6.3893454240871927e-14,1.079187245007351e-13,2.7045887851057805e-18,9.8761147927899043e-18,4.3284808860146995e-15,9.4443451610204001e-15,5.054026947486049e-15,4.5388817123223485e-16,2.2870555614658525e-16
4.2562024372199273e-07,0.0022412214669853426,4.3803472261977101e-15,1.0764348826403225e-15,1.9591130885083459e-13,1.1043190651044626e-14,4.3163384973298429e-13,0.0,0.0,2.0343235414584116e-12,1.1706302862990265e-15,6.4221625451197622e-16,4.9172568805166366e-23,1.8611290374969577e-23,8.0671195362508491e-45,3.9133690155323288e-31,3.3101209495929376e-24,9.8751528970123255e-13,2.5088738704656368e-15,1.0879576571844129e-29,-3.8101593401475389e-32,1.4143430288747364e-23,4.2913888794600135e-26,1.4692133413440372e-25,1.6975696505038612e-21,3.8008215259145076e-18,2.8466824895001654e-17,1.3212789704280966e-24,2.9972212058808893e-12,2.0182355065101823e-14,8.5677987888015427e-16,4.9331318653624923e-13,2.4554629746896417e-21,1.2960416120387666e-22,5.599108827105307e-15,6.6523557675425064e-15,0.88168480800000004,0.0,0.0094599999870055365,0.10884999997817991,8.2708443016825413e-13,6.7797550438032103e-13,6.0843210608040633e-13,4.3110656721161122e-14,1.3514268275766044e-14,1.0530585761611206e-14,3.0417469917621521e-14,2.1992889694626105e-12,7.9569248803319998e-14,3.9388405295707796e-12,3.4160026845981615e-12,3.2069479727564154e-12,3.082654128907436e-12,2.2979142272440119e-14,1.4312858529089852e-13,2.8383625071949071e-13,2.2111723999127296e-13,3.003416070248178e-13,2.6027669688182857e-13,1.0123066740257209e-14,6.7466434523336199e-13,1.9350615747288559e-15,1.9728760553465229e-22,4.0422072570005942e-14,1.7817614248107578e-13,7.0421433921738749e-14,3.1891879372571476e-15,5.8383459477711043e-14,1.9078227202053478e-13,7.8777172856322687e-13,1.7362062118559191e-13,4.9348064876783098e-13,9.1688022264049735e-13,2.9098754711592216e-13,3.4548110796160986e-23,1.8317597977173991e-15,3.6588894506149004e-15,1.1258922113995065e-14,1.5043478870441438e-16,3.3617479611896969e-19,1.3656683539292668e-20,3.5363178440458723e-16,7.652209022683496e-14,1.2924946969348065e-13,3.7521794313949865e-18,1.3980512030930161e-17,5.4633214226731486e-15,1.1984502909720538e-14,6.9158762365471722e-15,5.7779795207915357e-16,2.9067114824902963e-16
4.6164594707157055e-07,0.002241221466984857,4.5980620099956929e-15,1.1877273456251367e-15,2.1526905738702275e-13,1.2547929334599351e-14,5.2613338659689269e-13,0.0,0.0,2.3423624186166209e-12,1.4594377526003779e-15,9.0138018747711025e-16,6.3558687379455355e-23,2.2704195326230858e-23,2.804163066271035e-44,3.9684985076508889e-31,3.91342385682601e-24,1.0622939807344453e-12,3.0557150198504552e-15,1.6978681797073631e-29,-1.0635593500901284e-32,1.7978894303093819e-23,4.8762830005138012e-26,1.7351433708360852e-25,2.2404832150118785e-21,4.1301629069609715e-18,3.9979971151515841e-17,1.6124158167154989e-24,3.404902171588608e-12,2.3307816619674916e-14,9.5758121958732936e-16,5.1197697827906247e-13,2.6691569958364399e-21,1.6620485197565433e-22,7.1752309508550174e-15,8.635777977581969e-15,0.88168480800000004,0.0,0.0094599999858428034,0.1088499999761199,8.7004602346476878e-13,7.1314109032218076e-13,6.357308578311878e-13,5.1434604049989982e-14,1.5165700264625651e-14,1.2330450648863727e-14,3.4179432250572194e-14,2.3307128879812074e-12,9.5112389972385473e-14,4.2908222682757617e-12,3.7110832263811212e-12,3.4468253956124821e-12,3.393044152139893e-12,2.6974478315454097e-14,1.5455002497108296e-13,3.2993950269012385e-13,2.5564313922870666e-13,3.50059178106016e-13,2.8136740485933663e-13,1.1014530193472119e-14,7.9099436956746987e-13,2.2777336563903628e-15,2.1326100235431887e-22,4.3078129544013046e-14,2.106413541223116e-13,7.5124861245336993e-14,3.760100282875258e-15,6.7045405129807304e-14,1.9678070609682734e-13,8.2239810251852104e-13,2.0740711207630803e-13,5.2880635762512836e-13,9.8361477463123216e-13,3.4172761876846054e-13,4.0732032912535715e-23,2.2123380023601523e-15,4.6869557483713311e-15,1.4233424418335565e-14,1.604839695010115e-16,3.9742995757691869e-19,1.7264686418809774e-20,4.790801225283323e-16,9.0050716117041137e-14,1.5210040330755542e-13,5.0885946862741165e-18,1.9299254634571423e-17,6.7026446797706548e-15,1.4767350282559327e-14,9.1640880542328538e-15,7.1379954171761817e-16,3.5861868827213438e-16
4.976716504211484e-07,0.0022412214669844397,4.8091829394067088e-15,1.2990531686111762e-15,2.3407150797842322e-13,1.4124533670359105e-14,6.2939446604327244e-13,0.0,0.0,2.6690713452449151e-12,1.7901575679583636e-15,1.2297738525666723e-15,8.0407529990371458e-23,2.7458240120183649e-23,-2.6145931820736114e-44,4.481302983314593e-31,4.558762354932002e-24,1.138096109292308e-12,3.6923802619683659e-15,2.544249962889258e-29,-6.2200042207115382e-32,2.244579223037246e-23,5.4916119640880225e-26,2.0200001197653193e-25,2.8863518374544373e-21,4.4642839546984472e-18,5.4585451783051447e-17,1.9371887905384291e-24,3.8337604883204383e-12,2.666289861766462e-14,1.0621083317796445e-15,5.3046949127435674e-13,2.8859621001130841e-21,2.0857039329940236e-22,8.9985639079334741e-15,1.0973453201003732e-14,0.88168480800000004,0.0,0.0094599999846703055,0.10884999997404272,9.1254001496917803e-13,7.474928514676033e-13,6.6159938908350185e-13,6.055454759653442e-14,1.6890767831198842e-14,1.425682828900345e-14,3.8111813321703185e-14,2.4549929663522766e-12,1.1216594718004437e-13,4.6409039034657401e-12,4.0037709776889208e-12,3.680906639095637e-12,3.7081432097566941e-12,3.1258781891967432e-14,1.6569393038416782e-13,3.7915937767038652e-13,2.9221237757899727e-13,4.0290796436046777e-13,3.0194496794563881e-13,1.1901080929598693e-14,9.1611737362298666e-13,2.6459647678458394e-15,2.2884578681488883e-22,4.5588325054234342e-14,2.4542338798449698e-13,7.9569563959540282e-14,4.3743547314937733e-15,7.5938005250332414e-14,2.0239809273587183e-13,8.5448659699604078e-13,2.4306452894698162e-13,5.6252815706320707e-13,1.0473351587623758e-12,3.9560641992064148e-13,4.7385335225453958e-23,2.6382703896684158e-15,5.9072152232861199e-15,1.770478083925098e-14,1.6998035888174079e-16,4.6305658046548223e-19,2.1475368490261292e-20,6.3625559576322639e-16,1.0442965359905554e-13,1.7638761267390158e-13,6.7644700960135632e-18,2.6064227298931452e-17,8.0345625559250385e-15,1.7765696509950128e-14,1.1822248915036985e-14,8.6055025790724156e-16,4.3188085524567054e-16
5.69723057120304e-07,0.002241221466983806,5.212791414678804e-15,1.5206601844333355e-15,2.7005778578233012e-13,1.7484767641440648e-14,8.6120798440009882e-13,0.0,0.0,3.3767753167865345e-12,2.5870357595450476e-15,2.1356337173765031e-15,1.2215050980495362e-22,3.9247350103581776e-23,5.0724252083041907e-44,4.4387965385529129e-31,5.9714805880026805e-24,1.2927197312092565e-12,5.2772406865608154e-15,5.1820279162891439e-29,5.3683823108647744e-33,3.3456642655888789e-23,6.8114069941792003e-26,2.6415839604401198e-25,4.5189305109694915e-21,5.1466840229282713e-18,9.4953668600864786e-17,2.6906622412061235e-24,4.7534930097922116e-12,3.4074292829500214e-14,1.2822029842402929e-15,5.6694473850959193e-13,3.3287906560581451e-21,3.115991442104257e-22,1.3429271759689589e-14,1.6819451900078399e-14,0.88168480800000004,0.0,0.0094599999822968309,0.10884999996983873,9.9606642446944237e-13,8.1387146853940356e-13,7.0941362534788304e-13,8.1103962018616255e-14,2.0547033302114304e-14,1.8451290635855404e-14,4.645396856284395e-14,2.6839986761567155e-12,1.5066023613474473e-13,5.3344376087951177e-12,4.5819558264263106e-12,4.132460730402617e-12,4.3522759771922284e-12,4.0609438230266457e-14,1.871860199354117e-13,4.8670945115422749e-13,3.7121537566075354e-13,5.1744830984486203e-13,3.416286505259187e-13,1.365711395986415e-14,1.1922485685250879e-12,3.4517525815983526e-15,2.5890101743968544e-22,5.0209671081606465e-14,3.2159833134077909e-13,8.7751216510374225e-14,5.720571292775706e-15,9.4253652716113378e-14,2.1261793103559215e-13,9.1214147201172545e-13,3.1897399898577129e-13,6.2524997779064018e-13,1.1658869124553852e-12,5.1210303587330191e-13,6.1966657223505369e-23,3.6339430942834314e-15,8.9940686554135383e-15,2.6263395673060366e-14,1.8746095303234978e-16,6.0678345860720131e-19,3.1856808909537104e-20,1.0660524672983009e-15,1.3555470203032059e-13,2.2896046360926584e-13,1.1352660524699931e-17,4.4944794513850671e-17,1.0931491722679858e-14,2.4306229054033744e-14,1.8448861157227892e-14,1.1812171959108042e-15,5.9182660815916982e-16
6.417744638194596e-07,0.002241221466983432,5.5933450345407806e-15,1.7393536721620199e-15,3.0404023503343008e-13,2.1107685593759594e-14,1.1251698625045568e-12,0.0,0.0,4.1541278960332665e-12,3.580107927291058e-15,3.4466537310742919e-15,1.7567992824044931e-22,5.4601692816702329e-23,4.5263523666087191e-44,5.1693801875087635e-31,7.541159877374274e-24,1.4512825047231014e-12,7.3515775478310126e-15,9.5424091408389739e-29,3.1629273680423651e-34,4.7535458254419161e-23,8.2465454778205215e-26,3.3319696004802861e-25,6.6577871785374865e-21,5.8476373858341722e-18,1.5353852385351595e-16,3.5870451522959454e-24,5.7534810357807039e-12,4.244088077622257e-14,1.5167915613457293e-15,6.0274617201208514e-13,3.7837042770811538e-21,4.4041312150616597e-22,1.8963807758583614e-14,2.4401351168366184e-14,0.88168480800000004,0.0,0.0094599999798867015,0.1088499999655712,1.0775690256185328e-12,8.7733340351114876e-13,7.5254527623758847e-13,1.0456535944411907e-13,2.4453671256648693e-14,2.3038095948357032e-14,5.5376339205499455e-14,2.8897162022747836e-12,1.9469214031249973e-13,6.0177402338519787e-12,5.1505433172956397e-12,4.563126705127957e-12,5.0146470688534864e-12,5.0859928671914375e-14,2.0767683154064886e-13,6.0602641009832536e-13,4.5763597667200511e-13,6.4290685988889902e-13,3.7946055800793354e-13,1.5386904753838857e-14,1.5020569089776246e-12,4.3374925616941361e-15,2.8755388985760063e-22,5.4356039476478312e-14,4.0605106439834793e-13,9.509051492897743e-14,7.2027159696750528e-15,1.1306269359500544e-13,2.2165605441999614e-13,9.6248003186601062e-13,3.9956458579364675e-13,6.8194885116325836e-13,1.2730837156885304e-12,6.3923612478320082e-13,7.8019995517434286e-23,4.833266357819607e-15,1.3054349633060696e-14,3.7154495664856783e-14,2.0314177517689351e-16,7.66129161573867e-19,4.5067539585197807e-20,1.6864431827108111e-15,1.6956043031140836e-13,2.8639911787604604e-13,1.7984360871979237e-17,7.2818129921983663e-17,1.4072233003494533e-14,3.141707143073126e-14,2.6927662263851099e-14,1.5304131110355272e-15,7.6585694815664806e-16
7.138258705186153e-07,0.0022412214669833078,5.9527969159496037e-15,1.9537551147662594e-15,3.3625000328740276e-13,2.4978491793486472e-14,1.4195364676388107e-12,0.0,0.0,4.9980427424172902e-12,4.787358780298374e-15,5.255065986327759e-15,2.4223150252845668e-22,7.4181136649670368e-23,9.1027717102270819e-44,5.7394739900547894e-31,9.2625817808681501e-24,1.6136746876656797e-12,1.0008765446365397e-14,1.6275516709792161e-28,-1.3503134347799197e-33,6.5031870834357631e-23,9.7930196320119649e-26,4.0881575489659351e-25,9.3637388673226904e-21,6.5666161656658631e-18,2.3459097650327376e-16,4.6309732872649896e-24,6.8309346212284858e-12,5.1786362478348306e-14,1.7656045149292138e-15,6.3787726192093867e-13,4.2503605313642981e-21,5.9632280020637008e-22,2.5656954982955695e-14,3.3922252091780591e-14,0.88168480800000004,0.0,0.0094599999774414092,0.10884999996124317,1.1569801143553377e-12,9.3808264164152196e-13,7.9157154253459522e-13,1.3070635139425591e-13,2.8582322835646253e-14,2.7944784228713857e-14,6.4813480764738165e-14,3.0750698322948614e-12,2.4382512030447108e-13,6.6893684401806009e-12,5.7095367591233462e-12,4.974338559337186e-12,5.6948292017902549e-12,6.1845773698028047e-14,2.2723494160441267e-13,7.3667952264092247e-13,5.5103992901065921e-13,7.7830914017522978e-13,4.1556744871754639e-13,1.7086843881939563e-14,1.8445426831641285e-12,5.2887349601968557e-15,3.1490040149316943e-22,5.808748875649444e-14,4.9817705394347958e-13,1.0169409108569652e-13,8.7963794610452435e-15,1.3216725111692189e-13,2.296761342873676e-13,1.0067342656074475e-12,4.8341002946111477e-13,7.3304521586987924e-13,1.3697064032436139e-12,7.7592613189199191e-13,9.5280995199229098e-23,6.2491546939748896e-15,1.8213757152774268e-14,5.0549270240583588e-14,2.1725065735843197e-16,9.3995303523112182e-19,6.1315216590747986e-20,2.5447136521169189e-15,2.0615394526034942e-13,3.4820884363526431e-13,2.7169339201088703e-17,1.1211511522521331e-16,1.7388186564010241e-14,3.8939033755993773e-14,3.735171632195262e-14,1.9002103797124122e-15,9.5004906045372311e-16
7.858772772177709e-07,0.002241221466983424,6.2929162370305047e-15,2.1628927093218212e-15,3.669017244878129e-13,2.9083658094739492e-14,1.742766333052228e-12,0.0,0.0,5.905643060676959e-12,6.2259755703199749e-15,7.6570225301184398e-15,3.2301207584621638e-22,9.8671444804016977e-23,7.3645136374946748e-44,6.3150561637642746e-31,1.1131346460082003e-23,1.7797871729161717e-12,1.3345991089864728e-14,2.6135075701938901e-28,6.2860070193048042e-34,8.6285711279353141e-23,1.1447018510213713e-25,4.9081834736762209e-25,1.2696509142999483e-20,7.3031383372119283e-18,3.4258657485584596e-16,5.8263731750164387e-24,7.9832032037981569e-12,6.2133768257393158e-14,2.0283742771297027e-15,6.723427675587e-13,4.7284487238223609e-21,7.8028243417780479e-22,3.3548133782497311e-14,4.5577209874019618e-14,0.88168480800000004,0.0,0.0094599999749622726,0.1088499999568574,1.2342566600036284e-12,9.9630691052602662e-13,8.2699145936631766e-13,1.5927738095888012e-13,3.2906590206350321e-14,3.3105905340668941e-14,7.4704402821905357e-14,3.2425789680105031e-12,2.9758823424207887e-13,7.3481248871100696e-12,6.2589497940811923e-12,5.3674380819873813e-12,6.3923743754895446e-12,7.3417924876211372e-14,2.4592465991273757e-13,8.7826533015370446e-13,6.5103825855944033e-13,9.2276618702378745e-13,4.5006825423239837e-13,1.8753942717288773e-14,2.2187284826886673e-12,6.2923377556345286e-15,3.4103061995235858e-22,6.1455627708039464e-14,5.9741442594062866e-13,1.0765353535856636e-13,1.0479315160225382e-14,1.5141789722570537e-13,2.368088730841273e-13,1.045822301927163e-12,5.6939966871489277e-13,7.789990931121049e-13,1.4566163622769143e-12,9.212311420913029e-13,1.1350872873257061e-22,7.8930173524911323e-15,2.4587226961337848e-14,6.6573518793532689e-14,2.2998329277542964e-16,1.1271949162017238e-18,8.0752437559605098e-20,3.6910402268252641e-15,2.4507973197589531e-13,4.139580455441379e-13,3.9448971949094795e-17,1.6544853803693499e-16,2.0824860167677708e-14,4.6745400241110499e-14,4.9783654060699043e-14,2.2842909311186218e-15,1.1412785510385655e-15
8.579286839169266e-07,0.0022412214669837744,6.6153064150348216e-15,2.3661037628605264e-15,3.9617272857989161e-13,3.3410783287363074e-14,2.0935103633380433e-12,0.0,0.0,6.8742452155814398e-12,7.9124113934840271e-15,1.0751300929964704e-14,4.1920490637042625e-22,1.2877523055219498e-22,9.9981299555903749e-44,6.8844360807300639e-31,1.3143395372167057e-23,1.9495115921892267e-12,1.7462973792657384e-14,3.9973037127415534e-28,9.4009568211225178e-34,1.1162726993263427e-22,1.3204919786893691e-25,5.7901541387854839e-25,1.6714858595916504e-20,8.0567598784552049e-18,4.8217167343703541e-16,7.1762978443380571e-24,9.2077665139607e-12,7.3505458125943705e-14,2.3048353284138475e-15,7.0614925745914171e-13,5.2176842049449431e-21,9.9294284775735174e-22,4.2663691104585724e-14,5.9553172168332661e-14,0.88168480800000004,0.0,0.0094599999724504676,0.10884999995241634,1.3093751909951376e-12,1.0521790272955144e-12,8.5923879769469953e-13,1.900261650983363e-13,3.7402300092199733e-14,3.8464332684573074e-14,8.4993238990904879e-14,3.3944270644703204e-12,3.5550418035654678e-13,7.9930376370516058e-12,6.7988048473697483e-12,5.7436723996487694e-12,7.1068206692082374e-12,8.5446049842019392e-14,2.6380577313046014e-13,1.030405452492827e-12,7.5727919402524891e-13,1.0754723017787741e-12,4.8307354588881987e-13,2.0385780161250851e-14,2.6236688425354592e-12,7.3367858007451673e-15,3.6602828139351394e-22,6.4505084899998251e-14,7.0324071942541271e-13,1.1304802140529154e-13,1.22320079169299e-14,1.706998265689424e-13,2.4316320659488315e-13,1.0804712505641324e-12,6.5667688627854767e-13,8.2026603458821906e-13,1.5346695922092506e-12,1.074325333495796e-12,1.3249185237377807e-22,9.7748770048439118e-15,3.2278321065272101e-14,8.5313075658810975e-14,2.415088442701749e-16,1.3268690070560748e-18,1.0348332211413788e-19,5.1775713899575064e-15,2.8611379594887912e-13,4.8326837004927566e-13,5.538627952503789e-17,2.3556116257232362e-16,2.4340108292195953e-14,5.4738137683244998e-14,6.4263139562338618e-14,2.6777659826286893e-15,1.3371280479558029e-15
9.299800906160822e-07,0.0022412214669843508,6.9214122541090899e-15,2.5629654002398507e-15,4.2421535602384146e-13,3.7948478003126547e-14,2.4705778310909954e-12,0.0,0.0,7.9013423840817889e-12,9.8624375521517268e-15,1.4638291336846118e-14,5.3197411513194446e-22,1.6520623919613556e-22,1.1066342297969536e-43,7.5550370288704402e-31,1.5295885601192278e-23,2.1227389337855302e-12,2.2460964836521852e-14,5.8742779000021797e-28,6.5080694013073492e-34,1.4137764490759821e-22,1.506327670656024e-25,6.7327856674681883e-25,2.1476794710727957e-20,8.8270162890247097e-18,6.5812090025667736e-16,8.6839598048579526e-24,1.0502226833947803e-11,8.592312732865701e-14,2.5947246618706231e-15,7.39303639436691e-13,5.7177683357072756e-21,1.23469380325065e-21,5.3018736652611498e-14,7.6028945770601236e-14,0.88168480800000004,0.0,0.0094599999699070333,0.1088499999479222,1.3823267222300879e-12,1.1058577091296007e-12,8.8869149613490608e-13,2.227053521084716e-13,4.2047370324036117e-14,4.397096975579923e-14,9.5628934007543298e-14,3.5325117444846429e-12,4.1710413514689797e-13,8.6233367296998217e-12,7.3291343160683824e-12,6.1041964427512048e-12,7.837698777885509e-12,9.7817960979011025e-14,2.8093371632635194e-13,1.1927446904562535e-12,8.6944313713897512e-13,1.235699222935895e-12,5.1468587567905817e-13,2.1980442335073968e-14,3.0584514739232073e-12,8.4121499522141622e-15,3.8997104773393576e-22,6.7274642922459268e-14,8.1516989635521381e-13,1.1794635102282724e-13,1.4037613999962759e-14,1.8992571577236139e-13,2.4883166469066574e-13,1.1112731061781209e-12,7.4458039840173022e-13,8.572814709336618e-13,1.6046859701288733e-12,1.234482754878585e-12,1.5204795495391856e-22,1.1903496754461504e-14,4.1379324837530504e-14,1.0681979982545082e-13,2.5197431409844094e-16,1.538058234408734e-18,1.295707774015955e-19,7.0576829139228659e-15,3.2905925090976255e-13,5.5580725270533848e-13,7.555782778882065e-17,3.2528234053625917e-16,2.790129852508749e-14,6.2841318267653528e-14,8.0812367936025805e-14,3.0768485043421229e-15,1.5357251184012234e-15
9.999999999999997e-07,0.0022412214669851444,7.2045186301563625e-15,2.7479738835091433e-15,4.5042118760867842e-13,4.2550040478872962e-14,2.8612299056819237e-12,0.0,0.0,8.9532995884355259e-12,1.2024392727286031e-14,1.9271288378666886e-14,6.5853782837397438e-22,2.0735531506935673e-22,1.2232491282583152e-43,8.2105363596860178e-31,1.7520412080171162e-23,2.2943346081236348e-12,2.8258984438428776e-14,8.2706502560840605e-28,1.2353577418463176e-34,1.748097022436766e-22,1.6962370373088393e-25,7.7060803651981864e-25,2.6871515747519679e-20,9.5910288447511775e-18,8.6857266021663288e-16,1.0303323055214752e-23,1.1824992425608092e-11,9.9012802655285776e-14,2.8890592496800461e-15,7.7090504361263194e-13,6.2138470383323689e-21,1.497653986298074e-21,6.4274419897579954e-14,9.4597299106863727e-14,0.88168480800000004,0.0,0.0094599999674058986,0.10884999994350579,1.4511479783720488e-12,1.1560595398018707e-12,9.1494863957061228e-13,2.5608641532667949e-13,4.6685454217115674e-14,4.9424696107381645e-14,1.0625284366614149e-13,3.6550808918177983e-12,4.8006745181578012e-13,9.2213025181790829e-12,7.8354249956345715e-12,6.4405162370687202e-12,8.5632636266900108e-12,1.1007967194738845e-13,2.9690581706369736e-13,1.359961882357563e-12,9.8384347080544523e-13,1.3979905181003557e-12,5.4416241174533921e-13,2.3493135690309118e-14,3.5087316781117059e-12,9.478767749552781e-15,4.1229629308547226e-22,6.9729920372350992e-14,9.2936119726740832e-13,1.2228793743028413e-13,1.5829341822955981e-14,2.0849478386263294e-13,2.5375800444212451e-13,1.1379793268438835e-12,8.3012516316584066e-13,8.8957011787926041e-13,1.6657640684470024e-12,1.3962861899800233e-12,1.7145365428774915e-22,1.4215749434535153e-14,5.1651873573270108e-14,1.303932572976792e-13,2.6125026109161108e-16,1.7535157940125139e-18,1.5816518454433374e-19,9.3131813707268029e-15,3.7246092540161728e-13,6.2911676711895947e-13,9.9771917576279205e-17,4.3399766366014394e-16,3.1382115536102587e-14,7.0765977728220659e-14,9.8886009549767642e-14,3.4672630807554946e-15,1.7299770172241873e-15
