Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173)
2.3488102300000005e-07,0.0027113218211506813,1.0694441005560472e-17,8.7786696559234797e-19,2.1519044740568877e-16,8.2532431292225059e-18,1.2683735625022578e-16,0.0,0.0,7.5322057778921078e-15,9.5392422297138716e-19,4.7349947111134211e-26,2.1851678054097724e-28,3.5352534791505451e-27,-2.3592244463344108e-48,-8.7597427766490689e-33,2.3805735282970801e-29,6.4885058289959064e-15,3.5626276142653507e-18,3.8241351168029682e-45,4.5377251420288854e-34,3.5331772344781429e-28,2.0315488733443175e-30,8.7670011683319603e-31,5.4503343076921374e-27,1.1271159377485487e-20,1.9017914101744859e-31,5.0382289968179962e-29,7.3729884364296891e-15,3.9761337796110315e-17,2.7352212700980758e-18,6.3968434664839722e-15,2.9790526418011747e-24,1.0191974961960461e-36,1.5197768816497854e-28,1.2763815941632568e-29,0.88168480800000004,0.0,0.0094599999998769835,0.10884999999978737,9.010220622749356e-15,6.4884390637565528e-15,6.1742530529660089e-15,1.2749000168602201e-16,9.0229449768947474e-17,3.6252531055663337e-17,6.2693190838879456e-16,3.3175606907121473e-14,7.4742414102628621e-16,3.9086917810177297e-14,3.3495959406832019e-14,3.7155878043951146e-14,2.3879763141026065e-14,2.4316583851498436e-16,6.661324269793944e-16,4.5760062664637161e-16,3.9373501458111168e-16,3.8080100776735754e-16,3.593926799915099e-15,4.7061890062588014e-17,7.8601658569870586e-16,1.2483745515580497e-17,8.3450042023405983e-25,3.2271326417116202e-16,3.373958094845917e-16,1.7489894683511335e-15,7.168693276385325e-17,4.1787032411205109e-17,2.5277215513162358e-15,1.5436269274010789e-14,1.261204846148254e-16,1.4969773154523352e-15,8.5917469206444116e-15
3.019898870000001e-07,0.002711321821150597,1.1459671886484636e-17,1.188304455398996e-18,3.7407944598571169e-16,1.1594726487812811e-17,3.0200437520642377e-16,0.0,0.0,1.053780964689516e-14,1.7154066459823307e-18,8.8467990421253758e-26,4.7420614443031713e-28,5.012906224359449e-27,-4.2515440180691738e-49,-1.29799267203666e-33,4.3234258628540888e-29,7.0368169893414514e-15,5.0029945338255843e-18,1.0672240456379544e-44,3.6902065424463453e-35,6.9641546011789403e-28,2.8044695224944554e-30,1.6492177086287963e-30,1.6417595924813013e-26,1.3552492844760585e-20,4.539740155569053e-31,7.1710860166083554e-29,1.0167053556869667e-14,5.5807307236215272e-17,3.6887096841848591e-18,6.5733066804711134e-15,3.5933993875392879e-24,1.8507964822347134e-36,2.7483367487715169e-28,2.5548838609078622e-29,0.88168480800000004,0.0,0.009459999999841694,0.10884999999971687,9.4572929004951425e-15,6.9492306356358623e-15,6.7694783488749621e-15,1.6373805323790619e-16,1.1408041124571049e-16,4.5437567903931844e-17,8.0933722566806486e-16,4.2983396300743954e-14,9.7590360233324928e-16,5.2270829433395294e-14,4.443890438584367e-14,4.8010171166069233e-14,3.212968212165696e-14,3.1246843691647773e-16,9.4580229825014054e-16,7.0815597145367539e-16,6.1587065128219269e-16,6.2448235179871519e-16,5.2928575882890059e-15,6.1588850447473821e-17,1.2070037944457067e-15,1.6624639820883069e-17,1.2269732564241839e-24,4.9727161089446601e-16,6.6953580069582738e-16,2.8010432629784604e-15,9.7697708683632758e-17,7.225486555263084e-17,2.7122972565299346e-15,1.9648514036334488e-14,2.5403302521094388e-16,1.966662419617125e-15,1.1525805499607447e-14
3.690987510000001e-07,0.002711321821150512,1.2188147028709731e-17,1.4986421917199174e-18,5.6016604572742768e-16,1.5160864999830263e-17,5.7796714484852029e-16,0.0,0.0,1.3845257859066988e-14,2.7429882457549148e-18,1.4452126565663888e-25,8.7603136349009594e-28,6.6125402514220754e-27,2.8896594956673462e-48,8.7502740652566267e-33,6.8311548133137986e-29,7.5702647816996553e-15,6.5595386854935245e-18,2.3780824137697161e-44,-1.4128948568461158e-34,1.1970223181812319e-27,3.6313886626729632e-30,2.6547907223432723e-30,3.7365392918453663e-26,1.5503041621171396e-20,8.9386961979083194e-31,9.5878934861984479e-29,1.314869041358779e-14,7.3139914668829838e-17,4.6672407770789808e-18,6.7389382214205469e-15,4.1171819056468153e-24,2.9676241692141447e-36,4.3955398031685688e-28,4.4709057652530618e-29,0.88168480800000004,0.0,0.0094599999998063004,0.10884999999964584,9.8842569029483739e-15,7.3948671449006453e-15,7.346658827154598e-15,2.0183375061728591e-16,1.3811259986619385e-16,5.4991751471865743e-17,9.9298403095432357e-16,5.2558584761228668e-14,1.2153288669972116e-15,6.5452855246677561e-14,5.5320620415723386e-14,5.8626188518194338e-14,4.0419609255629361e-14,3.8429896937809006e-16,1.2322174040042304e-15,1.0076178460361094e-15,8.8327542932895435e-16,9.2919654013856679e-16,7.0529119436973699e-15,7.6102899600824945e-17,1.7101277679993685e-15,2.0905538121010268e-17,1.6333766700166941e-24,6.9403350670795803e-16,1.1295004960264619e-15,4.0065690402535313e-15,1.2455291586872707e-16,1.1109973418790802e-16,2.8888594336721328e-15,2.3652547643426996e-14,4.5044242148718418e-16,2.4523648628319805e-15,1.4565604875813768e-14
5.033164790000001e-07,0.002711321821150346,1.3609336840363142e-17,2.1161790309728564e-18,9.7108099452184026e-16,2.293992680895577e-17,1.4826977333497247e-15,0.0,0.0,2.1351965516829456e-14,5.7258840370378991e-18,3.0768559583361457e-25,2.2661821784158727e-27,1.0172147038884926e-26,1.7548366804978443e-49,5.7197202378939025e-34,1.3263992489408359e-28,8.6389446189386798e-15,1.0016313119579406e-17,8.3465493185709654e-44,-2.9953803372887904e-36,2.8138195850349306e-27,5.4333792733413397e-30,5.2463563862283477e-30,1.28474902191805e-25,1.8990242347453912e-20,2.5912751185072971e-30,1.5321621597000993e-28,1.9661952925488147e-14,1.1161751185972837e-16,6.6966133773163226e-18,7.0651381413536078e-15,5.0510578675350967e-24,6.1860063968307819e-36,9.1344294079511854e-28,1.1063668246008579e-28,0.88168480800000004,0.0,0.0094599999997351542,0.10884999999950279,1.0733802577591108e-14,8.2609699932386209e-15,8.4675556132458099e-15,2.8528047666939207e-16,1.8686267277219747e-16,7.5488127534163112e-17,1.3653222977841651e-15,7.1191137886914297e-14,1.7386607150607888e-15,9.1758111941849596e-14,7.687628676111241e-14,7.9314428537192254e-14,5.7071246313612845e-14,5.3796391191826671e-16,1.8037032037374931e-15,1.748723615209132e-15,1.5495525325084379e-15,1.7237590358927235e-15,1.0584662864078667e-14,1.0506491855051567e-16,2.9660763711725823e-15,3.0027467358327303e-17,2.4486864911841944e-24,1.1300812822632484e-15,2.4404785378110297e-15,6.7125148302818574e-15,1.8165688698471388e-16,2.0845150680636416e-16,3.2216334177044136e-15,3.1105482593053883e-14,1.0824689583692671e-15,3.4616601241035139e-15,2.0895802363220758e-14
6.375342070000001e-07,0.0027113218211501804,1.4993770137881738e-17,2.7284301868205957e-18,1.4087101459913561e-15,3.1566577175378167e-17,2.8785871495526226e-15,0.0,0.0,3.0037487251379282e-14,1.0077511097580037e-17,5.453467107624734e-25,4.5766616480072786e-27,1.4214816300748098e-26,-1.2115996715235052e-48,7.3039065264388999e-34,2.1477330336902508e-28,9.7123063129634871e-15,1.3932418242610599e-17,2.114400275555635e-43,-6.6132259952811854e-34,5.4008099669873784e-27,7.4394553242654737e-30,8.5698538739810714e-30,3.0627753461564982e-25,2.217849155732547e-20,5.7219537539928621e-30,2.2387523520541556e-28,2.6900869137423071e-14,1.5519310852054264e-16,8.8214019904064504e-18,7.3862490625931789e-15,5.9027463532421559e-24,1.0865329989832404e-35,1.6015869078566459e-27,2.2399840401686523e-28,0.88168480800000004,0.0,0.0094599999996635101,0.10884999999935846,1.1580006242414883e-14,9.0984317606029756e-15,9.5530537017949633e-15,3.7966715193820549e-16,2.3657525382710002e-16,9.8017157899799287e-17,1.7448997518169621e-15,8.9260125007083528e-14,2.3298859175334911e-15,1.1798341785530256e-13,9.8155062108493631e-14,9.9345980826820657e-14,7.3816066588766989e-14,7.0655624354893826e-16,2.3662517970315474e-15,2.6755867356602189e-15,2.3878945061251395e-15,2.7662860389873319e-15,1.4074606731037823e-14,1.3393849521220051e-16,4.5580259724334367e-15,4.0006548211459859e-17,3.2542208613184567e-24,1.6066243273740176e-15,4.2686664377296313e-15,9.7002224728347938e-15,2.4402920723033804e-16,3.280381776222681e-16,3.529404547108473e-15,3.7881552066693314e-14,2.0418943566002183e-15,4.5124653514165794e-15,2.7501606476602699e-14
7.717519350000002e-07,0.002711321821150019,1.6350942389708213e-17,3.334205026927097e-18,1.849050446141663e-15,4.1021895545560995e-17,4.780260807390471e-15,0.0,0.0,3.9887413807369986e-14,1.5986312591774956e-17,8.6674537099687429e-25,7.9873405264232521e-27,1.8743052358582956e-26,3.6667831281681811e-49,-6.628375810689558e-34,3.119031024516836e-28,1.0792865347128287e-14,1.8309651445343518e-17,4.4733531795402238e-43,8.2026864684070875e-36,9.1747834238152278e-27,9.6409454740190922e-30,1.2504856810894823e-29,5.9925011053849988e-25,2.5292435780727069e-20,1.0823757593419078e-29,3.0841153523993116e-28,3.4855141316297585e-14,2.0388915157224842e-16,1.1040253310841268e-17,7.7037512680887363e-15,6.7338812746605689e-24,1.7211823281605624e-35,2.5340908816866944e-27,4.0053260395260416e-28,0.88168480800000004,0.0,0.0094599999995913491,0.10884999999921301,1.2425638556956972e-14,9.9112734852958899e-15,1.0612830593167813e-14,4.8652419890905714e-16,2.8727349510924811e-16,1.227976061840697e-16,2.1320310857796603e-15,1.0690805295262313e-13,2.9993081776958242e-15,1.4412723094098797e-13,1.1915813778004828e-13,1.1878601863738579e-13,9.0651256581860647e-14,8.919553656203082e-16,2.9139880774602905e-15,3.7830114712350908e-15,3.3944285029819775e-15,4.0575811170150408e-15,1.747523971229519e-14,1.62723456931452e-16,6.4897822311514371e-15,5.097167841310842e-17,4.0391170619221494e-24,2.1056693805465692e-15,6.604687767206115e-15,1.2845930191113655e-14,3.1253437632575793e-16,4.6553709605382883e-16,3.8150167801957156e-15,4.4064209023574436e-14,3.328009302688273e-15,5.59304699902968e-15,3.4306776182955973e-14
9.059696630000003e-07,0.0027113218211498613,1.7683067262962956e-17,3.9327860171592611e-18,2.2808210896249144e-15,5.1289495775006889e-17,7.1859367742764654e-15,0.0,0.0,5.0887374478665201e-14,2.3643639387178914e-17,1.2813666171503202e-24,1.2658899181417532e-26,2.3759581477147641e-26,-6.6596593502909802e-49,-1.1739727191904753e-33,4.2176315469844537e-28,1.1879820788574821e-14,2.3150427149081741e-17,8.4175044416073867e-43,1.1798022538642801e-34,1.4360450901375417e-26,1.2039207135895916e-29,1.6957364987106555e-29,1.034133978082792e-24,2.8414863916258076e-20,1.8513684347151122e-29,4.0701206419195983e-28,4.3515292924580381e-14,2.5773337472553432e-16,1.3351936032590599e-17,8.0172745496575352e-15,7.5672068985362412e-24,2.5424107821910744e-35,3.7399165600112457e-27,6.5699898668168609e-28,0.88168480800000004,0.0,0.0094599999995186781,0.10884999999906657,1.3269674044596966e-14,1.0700854576182313e-14,1.1652888983688905e-14,6.0706229681353386e-16,3.3893075557423106e-16,1.5000016795329399e-16,2.5265764681138229e-15,1.2423029825634294e-13,3.7549885954924576e-15,1.7019143576915837e-13,1.3988864915958293e-13,1.3766544399348782e-13,1.0757742349829872e-13,1.0955910643112808e-15,3.4455758224110187e-15,5.0660269897303458e-15,4.5661529565372837e-15,5.597323279371215e-15,2.0775109540115875e-14,1.9142129354869465e-16,8.7643938140224283e-15,6.3020128511819523e-17,4.8007608828276071e-24,2.6154342771195533e-15,9.4354804011645985e-15,1.6068569703791313e-14,3.8782279900357189e-16,6.1813173044004646e-16,4.0809849845922309e-15,4.9728038159215108e-14,4.9262175940374416e-15,6.6931460501858961e-15,4.1244643311496647e-14
9.999999999999997e-07,0.0027113218211495533,1.8601882351983051e-17,4.3476746889754737e-18,2.5771304006221246e-15,5.895947363086679e-17,9.1656696874088465e-15,0.0,0.0,5.92715909597422e-14,3.0142980883569094e-17,1.6321006376069683e-24,1.6753403586717368e-26,2.7566693154828503e-26,-1.8718861294310374e-48,-1.0156665053419766e-33,5.0614497661718003e-28,1.2644883831725925e-14,2.681912167468054e-17,1.2448360065168631e-42,-2.9761904280143272e-35,1.8946895413350474e-26,1.383517322416769e-29,2.0379608724340948e-29,1.4356877098387581e-24,3.0611140238217988e-20,2.5795518111635327e-29,4.8491602574563286e-28,4.9998599836149312e-14,2.9853582815193366e-16,1.502615253581843e-17,8.2344706522090138e-15,8.1533465995316167e-24,3.2383186255982062e-35,4.7612691955767384e-27,8.9337906578114074e-28,0.88168480800000004,0.0,0.0094599999994674673,0.10884999999896343,1.3859721597492765e-14,1.12404734421129e-14,1.2371296665122372e-14,7.0009351192073072e-16,3.7566484462957694e-16,1.7056249656614473e-16,2.8072003979719197e-15,1.3619588740729492e-13,4.3386462023919165e-15,1.8840455482756281e-13,1.5425119121895183e-13,1.5056584626054557e-13,1.1948989733480243e-13,1.2496197803972368e-15,3.8086474366173358e-15,6.0671620411697713e-15,5.4844083956121172e-15,6.8231682088795118e-15,2.3028667280738463e-14,2.1147487551395816e-16,1.0563126600111177e-14,7.2139188789440331e-17,5.320907309420926e-24,2.9761294128001973e-15,1.1706467295908574e-14,1.8352684235161533e-14,4.4482470607128715e-16,7.3325987087110748e-16,4.2566320055423217e-15,5.3416757699117865e-14,6.2209026006406522e-15,7.4715390737394256e-15,4.6158591790868333e-14
1.1744051190000002e-06,0.0027113218211495533,2.0275717195246254e-17,5.1070222347717923e-18,3.1106278620056696e-15,7.4208002609452667e-17,1.3465512311582701e-14,0.0,0.0,7.6283583973287872e-14,4.4898896021887189e-17,2.4255296675214414e-24,2.631127468509676e-26,3.5270602651810081e-26,-2.5613088055873838e-48,3.8243598452131109e-34,6.7842553763033626e-28,1.4071077123763111e-14,3.4231632792492293e-17,2.3473460130854264e-42,-5.3021051630198656e-34,2.9806224850603082e-26,1.7415410293742227e-29,2.7374815225131649e-29,2.4217313361935326e-24,3.4712845161865446e-20,4.4288682456377602e-29,6.4975001163177702e-28,6.2921028703848789e-14,3.8096691384847579e-16,1.8249298069225871e-17,8.6317727153958746e-15,9.248060660761881e-24,4.8149203550913561e-35,7.0741557270898923e-27,1.4775286170406552e-27,0.88168480800000004,0.0,0.0094599999993718441,0.10884999999877096,1.49505965438429e-14,1.2212546910395372e-14,1.3685107820809764e-14,8.9242496976369998e-16,4.4491891526191921e-16,2.1213333328123346e-16,3.3363918693893753e-15,1.5807652725520291e-13,5.5464489318104904e-15,2.220844898227833e-13,1.8054326923493855e-13,1.7380062609018604e-13,1.4170369449515559e-13,1.5613169390199378e-15,4.4623285444126965e-15,8.1415276072174636e-15,7.3974496481462041e-15,9.4156762511399102e-15,2.7085667535201427e-14,2.4855808584387043e-16,1.4349240781742503e-14,9.0611799495994639e-17,6.2573117249664172e-24,3.646073115997767e-15,1.6529572805319196e-14,2.2599692995397594e-14,5.6035715025767946e-16,9.628706543102562e-16,4.561573506302309e-15,5.9721611026828469e-14,8.977594581444241e-15,8.9224955506367134e-15,5.5327257022416307e-14
1.4428405750000003e-06,0.0027113218211492584,2.2781172534136827e-17,6.2487881969597601e-18,3.8861022526458318e-15,1.0020919297785285e-16,2.1620309984441361e-14,0.0,0.0,1.0610816971741396e-13,7.5333660416366409e-17,4.0544145030763297e-24,4.6659236982140508e-26,4.8770573967764718e-26,-8.9936278880632552e-49,-1.3723062357297441e-33,9.7668916518440274e-28,1.62847921825776e-14,4.7195173192049345e-17,5.264132613922916e-42,2.5618549565468822e-34,5.3558518138856258e-26,2.3543786373644422e-29,3.9459848443297245e-29,4.6657559509968638e-24,4.1133445404100808e-20,8.9093796187566251e-29,9.5418738714511822e-28,8.5049931233509424e-14,5.2510692928918429e-16,2.3503754766207785e-17,9.2298102539541857e-15,1.096208077428099e-23,8.0548938856095767e-35,1.1824103092603931e-26,2.8386962310785128e-27,0.88168480800000004,0.0,0.0094599999992231003,0.10884999999847197,1.6620675563179028e-14,1.36393374018631e-14,1.5669464697248314e-14,1.2420711192461185e-15,5.5410137575061734e-16,2.8532205541061122e-16,4.1710444473824917e-15,1.9110862818667372e-13,7.7457757313910586e-15,2.7366486249909057e-13,2.2014219881917639e-13,2.0788375452507787e-13,1.7619415633002067e-13,2.1110618081908111e-15,5.4197688240071463e-15,1.1865329019407688e-14,1.0866691444453277e-14,1.4203420469948792e-14,3.302584606481118e-14,3.0535023160556843e-16,2.1324565593237922e-14,1.2325705482851233e-16,7.6283953908742843e-24,4.6628843709383033e-15,2.5441916438045785e-14,2.9047973746194807e-14,7.6474372277496713e-16,1.3510816248063944e-15,4.9862019579242814e-15,6.8300952935473382e-14,1.4023793620061907e-14,1.1143631537901224e-14,6.9379360745749864e-14
1.7112760310000004e-06,0.0027113218211489787,2.5204153649540008e-17,7.3573405704685699e-18,4.6137649807177563e-15,1.2918407750248833e-16,3.1533979548353474e-14,0.0,0.0,1.4023370588984675e-13,1.1647863379983e-16,6.2492406772706175e-24,7.4776449401766904e-26,6.4285400129316878e-26,-7.1081744815974371e-48,1.7294619347780861e-33,1.318312063255462e-27,1.8520429990412776e-14,6.2061055809029428e-17,1.0317912787780672e-41,-1.2933786717143254e-33,8.7544298809564501e-26,3.041116602378086e-29,5.3372945039375847e-29,7.955805659876338e-24,4.7636859622079982e-20,1.602530937752993e-28,1.326388926286513e-27,1.0983500467571761e-13,6.9037515579909024e-16,2.9105325509200214e-17,9.8116271256434937e-15,1.2698348530685996e-23,1.2403026953027328e-34,1.8194787616755994e-26,4.9121533066175491e-27,0.88168480800000004,0.0,0.0094599999990725644,0.10884999999816986,1.8278353927839433e-14,1.4986359283252256e-14,1.7613390591652853e-14,1.6606013522285756e-15,6.6599610574881851e-16,3.702370483967061e-16,5.0267900388350344e-15,2.2344770724881623e-13,1.0383119933577892e-14,3.2492809790961521e-13,2.5871026093847174e-13,2.400375904958609e-13,2.110469253774458e-13,2.7501986506541359e-15,6.3227500043543935e-15,1.620088137351773e-14,1.4962344894231354e-14,1.9931226026267345e-14,3.862777157431879e-14,3.6179208032829263e-16,2.9694256280709175e-14,1.6129808117349149e-16,8.9214085773444537e-24,5.6547620198340789e-15,3.6062686433939783e-14,3.5336581447693174e-14,1.0032015313684082e-15,1.7747379494243651e-15,5.366857849142491e-15,7.5812673697401154e-14,1.9887048390005905e-14,1.3314885209811456e-14,8.3129466052034328e-14
1.9797114870000006e-06,0.0027113218211487094,2.7547957623205399e-17,8.4331626958758928e-18,5.3023786398544286e-15,1.6103250953547649e-16,4.3097320295423641e-14,0.0,0.0,1.7853041619844645e-13,1.6980090009493431e-16,9.0916074820905338e-24,1.1167906365266715e-25,8.1840964219821027e-26,1.3922945021479222e-47,-6.272122127417055e-33,1.6982784376361179e-27,2.0778294898245294e-14,7.8848806977690074e-17,1.829459706735115e-41,2.6887263291145452e-33,1.336788565687649e-25,3.799151996647821e-29,6.8705701775563696e-29,1.2470651458035107e-23,5.4191198337865356e-20,2.6617130052536446e-28,1.7680780425114689e-27,1.3721376230895021e-13,8.7698806877416856e-16,3.5044419393031515e-17,1.0378089900840226e-14,1.4448103174203758e-23,1.7988932525054245e-34,2.6374729374783512e-26,7.8866145631705484e-27,0.88168480800000004,0.0,0.0094599999989203407,0.10884999999786477,1.9923228484404322e-14,1.6259003825776224e-14,1.9516671832305663e-14,2.1505118192210002e-15,7.8017041477221162e-16,4.67254095834901e-16,5.9002508455953054e-15,2.5509234394288633e-13,1.3474983334374685e-14,3.7586169359420999e-13,2.962718972776709e-13,2.7038286000355754e-13,2.4625888493924887e-13,3.4817704770401573e-15,7.1751722643310694e-15,2.1114522494750384e-14,1.9675934566954529e-14,2.656018109019926e-14,4.3916371780784409e-14,4.1786988011221521e-16,3.9453513830242722e-14,2.0492942863260437e-16,1.014209825087604e-23,6.6260847174724791e-15,4.8291448931055159e-14,4.1495191962417607e-14,1.2769942464768051e-15,2.2276227140364174e-15,5.7115302509935418e-15,8.2481825038765381e-14,2.641623016181923e-14,1.5413483953337093e-14,9.6428630390155413e-14
2.2481469430000007e-06,0.0027113218211484527,2.9814599439880576e-17,9.477150941038724e-18,5.9542612741276307e-15,1.9566185259519083e-16,5.6218271135556988e-14,0.0,0.0,2.2087093631295196e-13,2.366771389347463e-16,1.266202031321093e-23,1.5830136764653092e-25,1.0145556203440545e-25,-4.2459156559939449e-47,6.0660156738659074e-33,2.1205205027083387e-27,2.3057956233630479e-14,9.7577285276031646e-17,3.023326274583133e-41,-5.1172981147164894e-33,1.9382055712144205e-25,4.6288075627566613e-29,8.6039207056981599e-29,1.837412495234725e-23,6.0801264181234614e-20,4.160999069172195e-28,2.2844188069010759e-27,1.6712745520523604e-13,1.0851551366225894e-15,4.1312084719759764e-17,1.0929390773148886e-14,1.6212672031478686e-23,2.4924557628016326e-34,3.6526548944751332e-26,1.1960822450170206e-26,0.88168480800000004,0.0,0.0094599999987665211,0.10884999999755682,2.155411733250213e-14,1.7461943713805513e-14,2.1378539866076665e-14,2.712638433151927e-15,8.9626942116680552e-16,5.7651014909599335e-16,6.7886849556879171e-15,2.8603833907416879e-13,1.7027221967535713e-14,4.2644951018496904e-13,3.3285175171288995e-13,2.9903506267802865e-13,2.8182739698967375e-13,4.3069871143475686e-15,7.980056802612807e-15,2.6575962287650364e-14,2.4999915493518697e-14,3.4047230656314335e-14,4.8910070404621295e-14,4.7356551010235701e-16,5.059237107875113e-14,2.5423561972002184e-16,1.1294719840969649e-23,7.581107523741394e-15,6.2038464389655729e-14,4.7552680533237907e-14,1.5866931057808751e-15,2.7040476225942301e-15,6.025270266498843e-15,8.8447718197509994e-14,3.3493927610305683e-14,1.7429422602077299e-14,1.0921081205000131e-13
2.516582399000001e-06,0.0027113218211482085,3.2008447951238709e-17,1.0490094132872445e-17,6.5697109511891012e-15,2.3298362677081354e-16,7.0814186162008522e-14,0.0,0.0,2.6713212815238356e-13,3.1841763391387805e-16,1.7040360427466417e-23,2.1547861281171305e-25,1.2315182502883472e-25,1.022643584724863e-46,-1.5117217569055505e-32,2.5655515060750513e-27,2.5359432091755198e-14,1.182647927679826e-16,4.6985354028064669e-41,9.610627300036629e-33,2.697822261454155e-25,5.5245713512187096e-29,1.036753537122545e-28,2.5810286099256157e-23,6.7476806125679109e-20,6.1990285283530762e-28,2.8676168234091457e-27,1.9951881325949161e-13,1.3150797001193569e-15,4.7899751108776045e-17,1.1466292246453557e-14,1.7994730320177707e-23,3.3299145219779771e-34,4.8779235342383484e-26,1.733369290736544e-26,0.88168480800000004,0.0,0.009459999998611187,0.10884999999724619,2.3170780994690965e-14,1.8600007280960012e-14,2.3201304808368265e-14,3.3468098666556302e-15,1.0139846112534478e-15,6.9799560346268247e-16,7.689718540027443e-15,3.1632062975365538e-13,2.1039195732991783e-14,4.7667368807794523e-13,3.6847355973020347e-13,3.2610070763735566e-13,3.1774915371691558e-13,5.2259183305854435e-15,8.7402193000484763e-15,3.2557374254490209e-14,3.0926540732966133e-14,4.2349830527168338e-14,5.3626083901091988e-14,5.2885949017902209e-16,6.3099520629242476e-14,3.0923102394016721e-16,1.2383249496798742e-23,8.518535586787064e-15,7.7221387922013414e-14,5.3499813227299612e-14,1.9324220486980624e-15,3.1989552437214236e-15,6.3120623721820561e-15,9.3815563606352604e-14,4.1022517348579446e-14,1.9357296330587024e-14,1.2143983320123848e-13
3.053453311000001e-06,0.0027113218211477575,3.6190509934419112e-17,1.2426278738507437e-17,7.7001099604267047e-15,3.1537316798060533e-16,1.0412168272678263e-13,0.0,0.0,3.7094917377344582e-13,5.3151597677722468e-16,2.8546931051143835e-23,3.6440007480356876e-25,1.7285873925757818e-25,1.9116308670530197e-49,3.8829757536342992e-35,3.5647223071962399e-27,3.0026246255321364e-14,1.6558966680018653e-16,1.0027537234043611e-40,1.1343673585920671e-35,4.7635231641406766e-25,7.5203314858529672e-29,1.44459167432873e-28,4.5787362745254447e-23,8.1021081640529332e-20,1.2318033540650629e-27,4.2656329130076431e-27,2.7151041593112201e-13,1.8410093562384915e-15,6.2002289638097836e-17,1.2497806396672328e-14,2.1610461911466078e-23,5.4626295801056867e-34,7.9964624807078984e-26,3.2788944456054924e-26,0.88168480800000004,0.0,0.009459999998296274,0.10884999999661743,2.6358312961602046e-14,2.0696943682211512e-14,2.6737708146149045e-14,4.8268440910248607e-15,1.2531732900388983e-15,9.7705789906987198e-16,9.5211516804600615e-15,3.7504282461824226e-13,3.0415282409966029e-14,5.759689825711971e-13,4.369395652153224e-13,3.7586051980671008e-13,3.9063980901537104e-13,7.3407522971457202e-15,1.013731580693262e-14,4.5978599200285476e-14,4.455770001855633e-14,6.1242194603048173e-14,6.2292961507470001e-14,6.3817347839826017e-16,9.21730141703428e-14,4.3606404890413819e-16,1.4383706315808823e-23,1.0333215988338781e-14,1.1159453877489481e-13,6.5010971642999136e-14,2.7306330371668966e-15,4.2285182012872442e-15,6.8181207948408681e-15,1.0311469454313934e-13,5.7102639638985981e-14,2.293367867013059e-14,1.4413603421233672e-13
3.5903242230000013e-06,0.0027113218211473524,4.0119071636346545e-17,1.4249690997244964e-17,8.7105592918041456e-15,4.075566805758492e-16,1.4242292767971181e-13,0.0,0.0,4.8905701493582802e-13,8.1899154802425599e-16,4.4268745153793787e-23,5.6427185397266553e-25,2.3111885073883522e-25,3.0162039755606673e-47,-3.2065420438638796e-34,4.6715637976410503e-27,3.4776846633214153e-14,2.2096817093846766e-16,1.8826712245955311e-40,-1.2623497294487702e-35,7.6773318829400954e-25,9.7711666467020484e-29,1.8927667244751798e-28,7.3410726255566774e-23,9.4818836030163851e-20,2.1892473423617007e-27,5.9619804822794228e-27,3.5274742906094761e-13,2.4563842308875749e-15,7.7287334972172395e-17,1.3476080692443277e-14,2.5293911100751713e-23,8.2472704289439322e-34,1.2065456442970019e-25,5.5907553167611382e-26,0.88168480800000004,0.0,0.0094599999979761932,0.10884999999597951,2.9481858804746063e-14,2.2581369402436898e-14,3.0135168783022246e-14,6.5789162627667694e-15,1.495676866045305e-15,1.3028336362343595e-15,1.1378618632507941e-14,4.3142334168398546e-13,4.1530883593062037e-14,6.7361909290698198e-13,5.0186100686687057e-13,4.2041454038170184e-13,4.6490354703310388e-13,9.8146731270101801e-15,1.138762031532738e-14,6.1182090243741839e-14,6.0512668250991153e-14,8.2915262626840736e-14,7.0048315744435789e-14,7.4567047896052051e-16,1.2657430816793904e-13,5.8477362530601233e-16,1.6173776962266619e-23,1.2071680345221827e-14,1.508310145089429e-13,7.6037011434351761e-14,3.6676397524726488e-15,5.2874079825878148e-15,7.2522827804033192e-15,1.1096388046646634e-13,7.4048044470820836e-14,2.6130980715123304e-14,1.6443374116005199e-13
