Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138)
5.84041513182225e-08,0.002895540339134848,3.2869946938548642e-16,9.2462998863860937e-18,1.3750705186158155e-17,5.2257147616147484e-26,2.1753897750838847e-19,0.0,0.0,3.8410560392062063e-14,2.137543839187313e-18,1.1887924770169758e-25,2.6781004941675003e-26,4.9112748877877322e-26,8.7356560090366156e-47,1.2765967793205183e-32,4.4527096109593872e-27,3.4205590712398289e-14,4.7881886167409607e-18,2.1211402245050372e-43,1.5484691209288923e-33,2.96845906837279e-27,2.4490918984392148e-27,1.1419888977379491e-29,5.7476755348069535e-29,4.0893560866486869e-20,8.3504432146213813e-31,1.4482870452092504e-26,1.4119833871049743e-13,4.5566540569537884e-17,3.6179856934821139e-17,3.0857488678936755e-13,2.538083950421603e-23,2.8811109967856832e-37,9.6097206942590879e-27,8.9733532722043171e-28,0.88168480800000004,0.0,0.0094599999987612007,0.10884999999879388,3.8109069243863958e-13,2.9481925613598042e-13,2.489516608771493e-13,1.5884148389096493e-15,1.1804887951463889e-15,5.9063620911249042e-16,1.9167455814203187e-15,2.7613580071521681e-13,2.1626331771924011e-15,2.7532843289823532e-13,2.478957081651669e-13,3.4864625954916332e-13,1.4647491182264495e-14,9.5798636488620275e-16
6.909918912342893e-08,0.0028955403391346503,3.8073786583903975e-16,1.3147738968391732e-17,1.9925207729397061e-17,8.2527503960413351e-26,3.7872215532190632e-19,0.0,0.0,4.9975592251610313e-14,3.2922754682843641e-18,2.1254422099912512e-25,4.2693567828401416e-26,7.3173300681098232e-26,1.2875975457190112e-46,1.6158007588983141e-32,5.9671736266718776e-27,4.264619468439004e-14,7.2591680789643488e-18,5.3106884866042965e-43,-5.8024260619148361e-33,4.7216472422914803e-27,3.2370281115360675e-27,1.5405419652366995e-29,1.3878370311673951e-28,5.8530464522228132e-20,1.6316261347747521e-30,1.9533659506957085e-26,1.8557376372344964e-13,6.9044496698162407e-17,4.7581105301746765e-17,3.3422608517677015e-13,3.7079232214562693e-23,5.5077884227958585e-37,1.5650872712480197e-26,1.6797484140307132e-27,0.88168480800000004,0.0,0.0094599999985343283,0.10884999999845454,4.1547474675413057e-13,3.1798133119701226e-13,2.7102804473585645e-13,1.868668140120721e-15,1.3863638293135429e-15,6.9357760889522787e-16,2.2863388097219307e-15,3.4638084915946295e-13,2.5776230017117794e-15,3.5831984179867472e-13,3.2311303111473396e-13,4.398185815146483e-13,2.1798181598563211e-14,1.1427815108754119e-15
7.811758771682238e-08,0.0028955403391344617,4.1910267486760992e-16,1.6855363091839641e-17,2.5914290223420597e-17,1.1477832468273573e-25,5.6423870292669408e-19,0.0,0.0,6.0481783886435804e-14,4.5102045443877697e-18,3.2247188853183458e-25,5.9729691429064718e-26,9.7127386694404552e-26,1.6719446505470559e-46,1.9004706754697211e-32,7.3529062763906217e-27,4.9702816653709901e-14,9.764373743615239e-18,1.0220023082022207e-42,2.5074171769338281e-34,6.5954312332849235e-27,3.9531304721108379e-27,1.9104254092190515e-29,2.6248781043410776e-28,7.5055488658275461e-20,2.6438080955595422e-30,2.4157230207131434e-26,2.2583476872931088e-13,9.2832874898330962e-17,5.7843135178512601e-17,3.5233592542158712e-13,4.8152684439963106e-23,8.721573055469726e-37,2.2181871413563633e-26,2.6246477550619048e-27,0.88168480800000004,0.0,0.0094599999983430161,0.10884999999815785,4.4058039998397899e-13,3.356762398105182e-13,2.883615061130947e-13,2.1058294424414877e-15,1.5606823102274727e-15,7.807383834272796e-16,2.5992405238305412e-15,4.0628393282369108e-13,2.928696143959978e-15,4.3182522978405664e-13,3.8981428733608887e-13,5.1802860070826478e-13,2.8859780057620336e-14,1.2992332150648373e-15
8.713598631021583e-08,0.0028955403391342565,4.5285136177082984e-16,2.089685717111356e-17,3.2560205365844351e-17,1.5360438224067417e-25,8.0107182611498119e-19,0.0,0.0,7.1616698218542355e-14,5.9669524437470722e-18,4.6515136770421925e-25,8.0309987251947925e-26,1.243437992602772e-25,2.0792074480160317e-46,2.1817765610410598e-32,8.8287218141017953e-27,5.6663265639897676e-14,1.265062708559031e-17,1.8072551127127834e-42,1.027926369623085e-32,8.856137282168634e-27,4.712184484564388e-27,2.3094900552803158e-29,4.5998021570398339e-28,9.2779543666509016e-20,4.0455507776397739e-30,2.9080828315836661e-26,2.6846239449746367e-13,1.2022503226252554e-16,6.8608755007090365e-17,3.6794588085044819e-13,6.0109605970628098e-23,1.3005154566346077e-36,3.0119396000216389e-26,3.8726356031214925e-27,0.88168480800000004,0.0,0.0094599999981517021,0.10884999999785389,4.6295231770583512e-13,3.5224794986968731e-13,3.0491023903830557e-13,2.3436987871709993e-15,1.7356219792820421e-15,8.6820980321247777e-16,2.9132738642780954e-15,4.6644182788568623e-13,3.2808301365955356e-15,5.0781018358966475e-13,4.5881819861372469e-13,5.9693387305141277e-13,3.6797652210614677e-14,1.4562509965864399e-15
9.615438490360929e-08,0.002895540339134046,4.8246931711716398e-16,2.5231963892482205e-17,3.981201619670886e-17,1.9937153159003478e-25,1.0943383735639293e-18,0.0,0.0,8.333468633214438e-14,7.675862257669478e-18,6.4463958126195313e-25,1.0463730834019493e-25,1.5473724879937587e-25,2.5007845684029227e-46,2.4587694554497039e-32,1.0387720897798087e-26,6.3511557215038677e-14,1.5912429191896734e-17,2.9886200516676778e-42,2.4112765614982397e-33,1.1525557177920687e-26,5.5109182647327348e-27,2.7363856443109626e-29,7.5788641269184335e-28,1.1145450221295074e-19,5.9147571157637372e-30,3.4280362626715059e-26,3.1328821783855859e-13,1.5116624343651319e-16,7.9811729023777979e-17,3.8159202828521677e-13,7.2771286460546237e-23,1.8493266651924782e-36,3.9541508284406533e-26,5.4602417952550508e-27,0.88168480800000004,0.0,0.0094599999979603812,0.10884999999754444,4.8319722656467e-13,3.680629095367267e-13,3.2092722259217664e-13,2.5822298669958766e-15,1.9111548544659505e-15,9.5597905176924558e-16,3.2284254212865457e-15,5.2662193417496783e-13,3.6340309489689409e-15,5.8572729260757938e-13,5.2961078618644804e-13,6.7619110913540672e-13,4.5548148010777599e-14,1.6138269755544122e-15
9.999999999999998e-08,0.0028955403391336064,4.9396387669722727e-16,2.7160939105444793e-17,4.3077165064749488e-17,2.2108434642756175e-25,1.2377373577948759e-18,0.0,0.0,8.8499286067672935e-14,8.4843837820175368e-18,7.3334813453822125e-25,1.1619805048564098e-25,1.6864432920317276e-25,2.683396174522019e-46,2.5754529670702861e-32,1.107642189441753e-26,6.6396189793617886e-14,1.7416191108723064e-17,3.6407182937926649e-42,-5.2415309306094196e-33,1.2793257017437616e-26,5.8629446681796888e-27,2.9266332549895133e-29,9.229293317207403e-28,1.1965450332695223e-19,6.8739485800929164e-30,3.6576597494296034e-26,3.3303701174101474e-13,1.654262059950161e-16,8.4708160843799741e-17,3.8692521300458887e-13,7.8346688394250771e-23,2.1230770976468652e-36,4.402878450233064e-26,6.2488983995187757e-27,0.88168480800000004,0.0,0.0094599999978787989,0.10884999999741117,4.9130859136219215e-13,3.746463780557619e-13,3.2764292663925678e-13,2.684143594295946e-15,1.986183288058497e-15,9.9349477139442744e-16,3.3631453728315486e-15,5.5224713577282745e-13,3.7849596047787142e-15,6.1942725232869674e-13,5.6023551691859424e-13,7.1002959783051793e-13,4.9511732012836243e-14,1.6811868282488595e-15
1.1419118209039618e-07,0.0028955403391336064,5.3129664564881333e-16,3.4645982677363784e-17,5.5955701283566881e-17,3.1309478978086805e-25,1.8688142568206008e-18,0.0,0.0,1.0837833134824664e-13,1.1899721416314401e-17,1.1297713038685421e-24,1.6528864711938457e-25,2.2474971646918297e-25,3.3668464436950288e-46,2.9987170384116838e-32,1.373510517452956e-26,7.6865484088594012e-14,2.3540839069456116e-17,7.0141337481793842e-42,3.3583089347068626e-34,1.8171727976847304e-26,7.2183345446222992e-27,3.670150641707784e-29,1.7833292870409553e-27,1.5086600400095519e-19,1.1386069713442045e-29,4.5436076769677238e-26,4.090296682149767e-13,2.2348046276001467e-16,1.0332541283494924e-16,4.04652922889372e-13,9.9632813500781118e-23,3.3569794810684545e-36,6.312342916341593e-26,9.7861691599186195e-27,0.88168480800000004,0.0,0.0094599999975777307,0.10884999999691422,5.1916793875745773e-13,3.9840619764932566e-13,3.5202788547572663e-13,3.0613226544197531e-15,2.2639922694576123e-15,1.1324032731299133e-15,3.8619490789072294e-15,6.4644418862805485e-13,4.343449467206474e-15,7.4568253678249247e-13,6.7497788111244175e-13,8.3484179907504379e-13,6.5249598944123874e-14,1.9305902555212048e-15
1.3020147962160048e-07,0.00289554033913321,5.6572760947845039e-16,4.3685939424191978e-17,7.191927749458606e-17,4.4050072233744577e-25,2.7883735023602991e-18,0.0,0.0,1.3227642228903434e-13,1.6609789124634103e-17,1.721565565700796e-24,2.3344945002353557e-25,2.9684555130495539e-25,4.1483292518970348e-46,3.4650338713309069e-32,1.6945688768692193e-26,8.8414661427482739e-14,3.1517266942147542e-17,1.3178425612283319e-41,1.9397602996027076e-33,2.5630697356219672e-26,8.8488396559774546e-27,4.5859386489109329e-29,3.3780254782786287e-27,1.8739128548665689e-19,1.8647969346059317e-29,5.6124828742356589e-26,5.0039362618481064e-13,2.990395303996117e-16,1.252524375388031e-16,4.2188804991840368e-13,1.2462806199974559e-22,5.2114738891383616e-36,8.9684813071654732e-26,1.5069435487147238e-26,0.88168480800000004,0.0,0.0094599999972380562,0.10884999999634637,5.476892353505392e-13,4.2450665869047857e-13,3.7896821693442068e-13,3.4887991063093036e-15,2.5791152709385473e-15,1.2899694981755862e-15,4.427787499275263e-15,7.5186809427433599e-13,4.9764389177340407e-15,8.9080149796105569e-13,8.0682721355163324e-13,9.7525923760843052e-13,8.4903979880494792e-14,2.2135119735393018e-15
1.4621177715280477e-07,0.002895540339132812,5.9429134864334955e-16,5.3247137865676781e-17,8.9252370547890462e-17,5.9452937005342445e-25,3.9479793536278059e-18,0.0,0.0,1.5764878780145639e-13,2.2285310272406635e-17,2.4863985390199049e-24,3.1603366131681672e-25,3.7800996961127641e-25,4.9405542162409612e-46,3.9235483458255285e-32,2.0369818810984804e-26,9.9789734265143465e-14,4.0603462522691462e-17,2.2690596329883954e-41,-2.7814724781683853e-32,3.4658644398074662e-26,1.0581834212928929e-26,5.582863433750009e-29,5.8798022630738613e-27,2.2483338505998532e-19,2.8716617760080374e-29,6.7512313936255543e-26,5.9745670719353538e-13,3.8506167987116174e-16,1.4803818999873e-16,4.3717893899808503e-13,1.5030172686297757e-22,7.6088165499465559e-36,1.2187890792222402e-25,2.1866085528985054e-26,0.88168480800000004,0.0,0.0094599999968983731,0.1088499999957734,5.741927614258276e-13,4.5012478709803878e-13,4.054495048562125e-13,3.9182932407358505e-15,2.8960073097646015e-15,1.4484209449928811e-15,4.9968419983644971e-15,8.5627286564621385e-13,5.6124632903423229e-15,1.0378075075218196e-12,9.4029223322277982e-13,1.115016832109139e-12,1.0632979148373189e-13,2.498042012124988e-15
1.6222207468400905e-07,0.0028955403391324247,6.1876670067655107e-16,6.3249001060302285e-17,1.0784378760787148e-16,7.7678789820819395e-25,5.3664651394521947e-18,0.0,0.0,1.8443715173993369e-13,2.8982638614177945e-17,3.444335461603266e-24,4.1391582860860185e-25,4.6807324457912137e-25,5.7444180766425773e-46,4.3785118249564066e-32,2.4000716710037835e-26,1.1109493746832922e-13,5.0787553057379273e-17,3.6536827857823511e-41,-1.404293848541815e-32,4.5349470156706215e-26,1.2413949109054871e-26,6.6612700772549068e-29,9.5830946624747127e-27,2.6293828410291648e-19,4.2145669012888373e-29,7.957399269692122e-26,7.0003359283130148e-13,4.8143077116642164e-16,1.7160137962039827e-16,4.5119137921083546e-13,1.7645437874606154e-22,1.059985806137297e-35,1.6001016199163333e-25,3.0315449732322732e-26,0.88168480800000004,0.0,0.0094599999965586726,0.10884999999519707,5.9938676506871254e-13,4.7539598667654754e-13,4.3154339164557915e-13,4.3498049995023728e-15,3.2146605413424302e-15,1.6077532092362678e-15,5.5690698245441485e-15,9.5960782199614e-13,6.2514765025491111e-15,1.1860636258548479e-12,1.0747481890071978e-12,1.2539947437463093e-12,1.2933065702158449e-13,2.7841594746922271e-15
1.7823237221521334e-07,0.0028955403391320465,6.4039653237546218e-16,7.363615022399082e-17,1.2761857979979048e-16,9.8885564705858094e-25,7.0613519953988813e-18,0.0,0.0,2.1260179261738986e-13,3.675639047706939e-17,4.615169267462603e-24,5.2794901362889086e-25,5.6695419004538063e-25,6.5646680198072418e-46,4.8334652268476907e-32,2.7833809106748861e-26,1.2241580453384406e-13,6.2067493493061173e-17,5.5811336525916807e-41,7.8709639617386943e-33,5.7794688265759072e-26,1.4342697240782257e-26,7.8225587651189348e-29,1.4822051394609867e-26,3.0160996055567383e-19,5.951700926558205e-29,9.229275178477885e-26,8.0799127592561905e-13,5.8812509223516889e-16,1.95887245291847e-16,4.6436932236524959e-13,2.0300483940996878e-22,1.423314062688426e-35,2.0437075445307021e-25,4.0550722905235334e-26,0.88168480800000004,0.0,0.0094599999962189617,0.1088499999946185,6.2373922772377155e-13,5.0041567401508833e-13,4.5730747436755353e-13,4.7833415347751209e-15,3.5350788081020145e-15,1.767968087401105e-15,6.1444637460550026e-15,1.0618351841532897e-12,6.8934723314504327e-15,1.3351436261636084e-12,1.209776526251271e-12,1.3921106931019044e-12,1.537594943080961e-13,3.0718608673083865e-15
1.9424266974641763e-07,0.0028955403391316783,6.6005183324626815e-16,8.4370535135822181e-17,1.4852757830798833e-16,1.2322938754909094e-24,9.0492909855868701e-18,0.0,0.0,2.4211557933533871e-13,4.5659969873085517e-17,6.0185986782433151e-24,6.5897044848817533e-25,6.7464090413554939e-25,7.4093315572527217e-46,5.291269478034022e-32,3.1866185487347475e-26,1.3382071328071737e-13,7.4448921226979058e-17,8.1712906359633589e-41,-5.7726174266060408e-33,7.2084019265849695e-26,1.6366291369670633e-26,9.0689206988945077e-29,2.1970528814442597e-26,3.4084376612087288e-19,8.1439837958224702e-29,1.0565674070563743e-25,9.2123333366490473e-13,7.0519643613292599e-16,2.2085903574796348e-16,4.7700657149355952e-13,2.2994112903317199e-22,1.8556444950977289e-35,2.5524338457800143e-25,5.2703181023764008e-26,0.88168480800000004,0.0,0.0094599999958792386,0.10884999999403844,6.4755653736827294e-13,5.2524377735645172e-13,4.8278025988419786e-13,5.2189072298350239e-15,3.8572715205434433e-15,1.9290707511604754e-15,6.7230467667732584e-15,1.1629347745435244e-12,7.5384830311987613e-15,1.4847636624137542e-12,1.3450987464204957e-12,1.5293157292062614e-12,1.7950699686748564e-13,3.3611572227608314e-15
2.1025296727762191e-07,0.0028955403391313227,6.7835915099798892e-16,9.5425744680591754e-17,1.7053943260605321e-16,1.508652294392372e-24,1.1346383349660229e-17,0.0,0.0,2.7296003839254333e-13,5.5745913530705188e-17,7.6743684426660194e-24,8.0780522529035353e-25,7.9117385257468409e-25,8.2840047198113653e-46,5.7542327162480941e-32,3.6096108113275727e-26,1.4536435246555147e-13,8.7943197392232426e-17,1.1555336753816395e-40,-9.9152663381164105e-33,8.8305766468685849e-26,1.8483470510912935e-26,1.0402888456033864e-28,3.1442913478039873e-26,3.8068144445346725e-19,1.0854998666674618e-28,1.1965796308335602e-25,1.0396898738053942e-12,8.3275115312648578e-16,2.4649242031189736e-16,4.8929393558275789e-13,2.5728701196970734e-22,2.3617218596700293e-35,3.1290315004300089e-25,6.6903495551695969e-26,0.88168480800000004,0.0,0.0094599999955395035,0.10884999999345739,6.7103439765739405e-13,5.499055483060703e-13,5.0797724108864811e-13,5.6565314085221844e-15,4.1812624784253374e-15,2.0910730438148581e-15,7.3048537476841928e-15,1.2629076729826216e-12,8.1865420938600908e-15,1.6347380906575062e-12,1.4805330200880542e-12,1.6655934663984123e-12,2.0649172577354746e-13,3.6520660253320916e-15
2.262632648088262e-07,0.0028955403391309805,6.9575876681583584e-16,1.0678403430674008e-16,1.9363630698544575e-16,1.8194730097808678e-24,1.3968363716166169e-17,0.0,0.0,3.0512295086995586e-13,6.7066104841851418e-17,9.6023570119545854e-24,9.7526902539882365e-25,9.1663510553035012e-25,9.1929257343647557e-46,6.2241802824213522e-32,4.0522665383255023e-26,1.5708958007982933e-13,1.0256625024267958e-16,1.5876010300201309e-40,2.4784670137142597e-33,1.0654709853083678e-25,2.0693286344198157e-26,1.1827403259662875e-28,4.3695084003300261e-26,4.2119014838391172e-19,1.4150941412835369e-28,1.3429116121586142e-25,1.1633099167201042e-12,9.7093901421184112e-16,2.7277203817246179e-16,5.0134770601248008e-13,2.850863736161558e-22,2.9463189380935857e-35,3.7761889887644428e-25,8.3283370870693207e-26,0.88168480800000004,0.0,0.0094599999951997561,0.10884999999287563,6.9428893154782142e-13,5.7440316599998329e-13,5.3289882646783211e-13,6.0962566655128282e-15,4.507084546047727e-15,2.2539911300119914e-15,7.8899310502153983e-15,1.3617688340845411e-12,8.8376902545430714e-15,1.7849518517669915e-12,1.6159673714812746e-12,1.8009491702173758e-12,2.3465423033852005e-13,3.9446107204069291e-15
2.422735623400305e-07,0.00289554033913065,7.1256021078104817e-16,1.1843316435550752e-16,2.1780924119526969e-16,2.166294472712189e-24,1.6930804827615741e-17,0.0,0.0,3.3859553132651697e-13,7.9672026372624053e-17,1.1822677661254464e-23,1.1621715472661093e-24,1.0511356742073753e-24,1.0140432209641906e-45,6.7025188628303683e-32,4.514540432277875e-26,1.6902923073140302e-13,1.1833728872401225e-16,2.1288217887582152e-40,-8.6755311097205767e-33,1.2689440594818514e-25,2.2994975083823881e-26,1.3345818356353983e-28,5.9226818703046462e-26,4.6244288835050613e-19,1.8100553089647268e-28,1.4955244242973561e-25,1.2920517744167863e-12,1.1199408598191582e-15,2.9968742544860431e-16,5.1324297667176064e-13,3.1338867495988325e-22,3.614276594193982e-35,4.4965496615520121e-25,1.0197623520823065e-25,0.88168480800000004,0.0,0.0094599999948599932,0.10884999999229335,7.1739338546756359e-13,5.9873451851148774e-13,5.5754398719975176e-13,6.538119797834807e-15,4.8347710933610642e-15,2.417841815249704e-15,8.4783387019211964e-15,1.4595343811833795e-12,9.4919881864366705e-15,1.9353276208758203e-12,1.7513280140821314e-12,1.9353920928394451e-12,2.6395045975826348e-13,4.2388211984051744e-15
2.7429415740243906e-07,0.0028955403391300316,7.4507942753425301e-16,1.425760975156301e-16,2.6938198029982398e-16,2.9740869976287928e-24,2.3938952314649767e-17,0.0,0.0,4.0944658806986947e-13,1.0894543802717693e-16,1.7222152627699739e-23,1.5975074794198088e-24,1.3478140542478708e-24,1.2166370200113786e-45,7.6881513487305431e-32,5.4979181911116301e-26,1.9363955769975412e-13,1.5341347949981542e-16,3.6068700115838099e-40,-1.8236423307527411e-32,1.7424920733350702e-25,2.7871594026651019e-26,1.6678704307180858e-28,1.0235481367889295e-25,5.4747805057128787e-19,2.8248283995609679e-28,1.819483159361727e-25,1.5647648869156644e-12,1.4512358445116476e-15,3.5540076822489585e-16,5.3671340122591649e-13,3.7170963103808164e-22,5.2200779177330516e-35,6.1672597184425476e-25,1.4684722095985405e-25,0.88168480800000004,0.0,0.0094599999941804274,0.10884999999112754,7.632969225771036e-13,6.4689024162937853e-13,6.0600656995594047e-13,7.4284364178725703e-15,5.4958921102031063e-15,2.7484184610635723e-15,9.6654206530716672e-15,1.6518370257423995e-12,1.0810302888451153e-14,2.2363859514080201e-12,2.021666706517068e-12,2.2015761124080914e-12,3.2582983171020448e-13,4.8323770550696166e-15
3.0631475246484763e-07,0.002895540339129466,7.768925775866133e-16,1.6781323270230544e-16,3.2528138037438252e-16,3.9443324540952227e-24,3.2495448106118902e-17,0.0,0.0,4.8547129060292693e-13,1.4397353137388117e-16,2.404011191868224e-23,2.1202167146473004e-24,1.6824393848785191e-24,1.438454025271328e-45,8.7163238073732663e-32,6.5597711517043505e-26,2.1931615597688989e-13,1.9336532194266881e-16,5.7389724003260796e-40,-2.2097357744932016e-33,2.3105034659712531e-25,3.3108467475718151e-26,2.0431695179836141e-28,1.6576966101393694e-25,6.3625630137700258e-19,4.1897584860859122e-28,2.1682481394598888e-25,1.85756140516473e-12,1.8284587219424418e-15,4.135890143226303e-16,5.5996080781522416e-13,4.3257977348082864e-22,7.219664513983294e-35,8.1616527043290547e-25,2.0263528276717555e-25,0.88168480800000004,0.0,0.0094599999935008096,0.1088499999899607,8.089897003281105e-13,6.9441323450594689e-13,6.5341202486177612e-13,8.327867517281339e-15,6.1649558959711208e-15,3.0829681282481052e-15,1.0866681223621237e-14,1.8398898061107443e-12,1.2142044178517866e-14,2.5375935851793205e-12,2.2912745624251583e-12,2.4641645691530368e-12,3.9196057316230352e-13,5.4330244194327562e-15
3.383353475272562e-07,0.002895540339128957,8.0825288437672173e-16,1.9413270075690067e-16,3.8558029488240839e-16,5.0893327208851075e-24,4.2726104102024864e-17,0.0,0.0,5.6664467802441806e-13,1.8516032744857167e-16,3.2450403310773769e-23,2.7366429580697531e-24,2.0564330403388747e-24,1.6963407467446628e-45,9.6301379746340601e-32,7.7003827531656788e-26,2.4610465045885551e-13,2.3840785780233829e-16,8.6970740366780891e-40,2.0557836359265051e-33,2.9796864207466702e-25,3.8701672965675807e-26,2.4638191118061642e-28,2.5533059302390091e-25,7.2911563986750434e-19,5.9691796570569585e-28,2.5416919435744376e-25,2.1702231879885978e-12,2.2536340212061553e-15,4.7423333651118436e-16,5.8303346507686549e-13,4.9624205059616248e-22,9.6554679038765802e-35,1.0499686319952986e-24,2.7051101246088793e-25,0.88168480800000004,0.0,0.0094599999928211328,0.10884999998879297,8.5450632592311565e-13,7.413095553203382e-13,6.9978212876335623e-13,9.2368332760144768e-15,6.8423234055170744e-15,3.4216711864150485e-15,1.2082761279868275e-14,2.0237874943679703e-12,1.3487825678777844e-14,2.8388199959828654e-12,2.5600710116858921e-12,2.7232080462141447e-12,4.6227418938682412e-13,6.0410838079497616e-15
3.703559425896648e-07,0.0028955403391285025,8.393429634529429e-16,2.2152556675330369e-16,4.503560611860789e-16,6.4213978737065542e-24,5.475852375560452e-17,0.0,0.0,6.5294323402941227e-13,2.3290840486643541e-16,4.2631937404165578e-23,3.4531008505389076e-24,2.471250267061749e-24,1.9582983773565559e-45,1.1100354536035883e-31,8.9201356052580454e-26,2.7403470782783403e-13,2.8875964410825792e-16,1.2673247820889535e-39,3.3162899128956022e-33,3.7566963086293856e-25,4.4647430728237968e-26,2.9334186968739447e-28,3.7759351453240109e-25,8.2628856438880464e-19,8.2303330601754968e-28,2.9397071065088106e-25,2.5025392530003714e-12,2.7288185232880546e-15,5.3731741238100713e-16,6.0595818664516179e-13,5.6286385404965514e-22,1.2571248176160354e-34,1.3201042303518306e-24,3.5168126378635595e-25,0.88168480800000004,0.0,0.0094599999921413918,0.10884999998762442,8.9986099347165022e-13,7.8757378569284655e-13,7.4512891917205443e-13,1.0155754834863403e-14,7.5283578570096456e-15,3.7647093069829042e-15,1.3314313509814026e-14,2.2036319839334241e-12,1.484827402776666e-14,3.13995578793919e-12,2.8279968260941082e-12,2.9787673385649941e-12,5.3672000896878552e-13,6.6568814771570967e-15
4.343971327144819e-07,0.002895540339127755,9.0089180125001164e-16,2.7951368497748473e-16,5.9366543677600651e-16,9.6960527085992288e-24,8.4755922891772697e-17,0.0,0.0,8.4082476532492253e-13,3.4968594789819786e-16,6.9072162937891352e-23,5.2111314295974887e-24,3.4293504211796154e-24,2.5467213963596959e-45,1.3296549129073695e-31,1.1598989052628486e-25,3.33337160090897e-13,4.0628298550642156e-16,2.4585357610861515e-39,-6.6119349836061911e-35,5.6603507479904231e-25,5.7581828175665505e-26,4.0347108092708297e-28,7.5335777789309358e-25,1.0338867219469523e-18,1.4493343565209435e-27,3.809099569276761e-25,3.225310544861096e-12,3.8376047877045992e-15,6.7074735511886643e-16,6.5139374106677912e-13,7.0521397086704169e-22,2.0029649652596215e-34,1.9770205949806078e-24,5.5905840424945147e-25,0.88168480800000004,0.0,0.0094599999907817207,0.10884999998528506,9.9008151622796592e-13,8.7823440678595932e-13,8.3283794747548712e-13,1.2025182897194413e-14,8.927905240562814e-15,4.4645294915611479e-15,1.5826490614877675e-14,2.5515165988101799e-12,1.7615714048161214e-14,3.741592398446788e-12,3.3610768910626829e-12,3.4796240867681156e-12,6.9790676263298458e-13,7.9130196843327477e-15
4.984383228392991e-07,0.0028955403391272205,9.6180226094047066e-16,3.4174476557337772e-16,7.5585128048651242e-16,1.3867085183929252e-23,1.2355546140715407e-16,0.0,0.0,1.0489321578304217e-12,4.9749079710801687e-16,1.0492687714095408e-22,7.4441902375910595e-24,4.5687393259122079e-24,3.1737270763694101e-45,1.5854577406993239e-31,1.4600885799772345e-25,3.972417353474152e-13,5.4771709094597003e-16,4.3504075281851343e-39,-2.2695925582638641e-34,8.0734104344282139e-25,7.1882304109416698e-26,5.3805092563957368e-28,1.3659391992812999e-24,1.2595300350001045e-18,2.3590621552612392e-27,4.7758347804656132e-25,4.0242391906120305e-12,5.1715740567065726e-15,8.1376466101389569e-16,6.963143076741805e-13,8.5998242185790004e-22,2.9978422117986128e-34,2.8020800087622965e-24,8.353381475216026e-25,0.88168480800000004,0.0,0.0094599999894217756,0.10884999998294294,1.0796364701584638e-12,9.6646112699806279e-13,9.1671404577629821e-13,1.3939580341747358e-14,1.0366549225013349e-14,5.1839042166628743e-15,1.8408521563069709e-14,2.8842366336361452e-12,2.0449448109595085e-14,4.3418034544049931e-12,3.8902137394479901e-12,3.9671034388179725e-12,8.7533091463183941e-13,9.2040933898572251e-15
6.265207030889334e-07,0.002895540339126771,1.0815099176782018e-15,4.7884241418626766e-16,1.13917326202743e-15,2.5295647484729251e-23,2.3206341633635798e-16,0.0,0.0,1.5250623814131019e-12,8.987244743915941e-16,2.1186121921338654e-22,1.3532195853960429e-23,7.4393448077671184e-24,4.9357770201970741e-45,2.1463743062603059e-31,2.1598029584758488e-25,5.3864615100146675e-13,9.0939168623885089e-16,1.1283092787379782e-38,-1.1266571213223218e-34,1.4628928380039561e-24,1.0446808365577951e-25,8.9576802504746849e-28,3.7185820780081416e-24,1.7644430718863222e-18,5.3113369520881684e-27,7.0000942150103124e-25,5.8442458545871506e-12,8.5815696833924644e-15,1.12811854776871e-15,7.8457488681707229e-13,1.2064362480035387e-21,5.9054791624455283e-34,5.0151203502309396e-24,1.6416405634730748e-24,0.88168480800000004,0.0,0.0094599999867009763,0.10884999997825083,1.2565284584487105e-12,1.1359024732446523e-12,1.0736430824331163e-12,1.791691242787874e-14,1.3372858306674007e-14,6.6871825296897365e-15,2.380327264570865e-14,3.5067343024320346e-12,2.6336022829741234e-14,5.5356242817032595e-12,4.9357794016901467e-12,4.9033048473680635e-12,1.2783478004617817e-12,1.1901610579414046e-14
