Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138)
1.31071e-10,0.002895540339134352,2.4948070826406664e-19,2.2156178041076532e-23,2.2361320534957482e-23,1.8177108259198571e-33,1.5044269886992319e-27,0.0,0.0,1.868998812037204e-17,3.9881286035066572e-24,2.2245359753453223e-34,2.0210380228401821e-34,1.3615952563022797e-34,2.589672689563071e-57,4.559687414258004e-39,2.6357380246724386e-32,4.824787957697131e-19,2.1603284526908822e-25,1.1668237047501316e-59,2.0108613365890538e-60,6.1374978344567467e-36,1.6256220245589242e-33,4.1536978766905064e-34,3.1996450810687278e-42,2.5493946411317515e-27,2.4207413347185704e-42,2.5283350420382766e-33,1.5069327590792662e-18,2.0631893091763484e-24,3.6111566891087782e-22,1.2467351651948485e-15,4.3700753209083934e-32,4.7953966495806297e-49,5.989478033250025e-36,3.92617974141262e-38,0.88168480800000004,0.0,0.0094599999999972206,0.10884999999999997,1.5090320742463235e-15,1.5068240118764711e-15,1.2448020877742178e-15,8.1335440743413773e-18,6.7020558458280082e-18,3.3519008903695149e-18,1.7355112519224034e-19,4.0657689690202706e-18,2.0909430793954483e-19,2.9176362639833128e-18,2.5884283236839932e-18,4.8689957274243519e-18,7.2720153209596671e-22,8.5902593856125212e-20
2.62143e-10,0.0028955403391343598,5.0854639480554741e-19,9.0085140078719076e-23,9.1762371377606463e-23,1.4508346459361423e-32,1.2327042789731232e-26,0.0,0.0,3.7936408101310149e-17,1.6156576920929631e-23,1.6541144739541415e-33,1.9103643551244783e-33,2.0706382082341956e-33,7.4549981127296495e-56,3.5585820718535746e-38,1.0435130889892155e-31,1.9237160634898833e-18,1.7231166544740342e-24,1.434771941652568e-57,1.2106905229911073e-58,9.3021017084006403e-35,1.2283613350567617e-32,1.279979935160836e-33,1.0552574258680883e-40,2.0302714417558328e-26,7.634552963344948e-41,1.9921371686935497e-32,6.0139136586152318e-18,1.6456045714537783e-23,1.4419851663931068e-21,2.4884759514103422e-15,6.7974191768508863e-31,1.505672131302389e-47,9.4426074647623258e-35,6.3696193697160785e-37,0.88168480800000004,0.0,0.0094599999999944399,0.10884999999999991,3.0120448698654044e-15,3.003263175468146e-15,2.4807930292043842e-15,1.5878467735094904e-17,1.3080080912128337e-17,6.5433075906574674e-18,6.7146635701432072e-19,1.620147465553608e-17,8.0715098476739547e-19,1.1647693237497531e-17,1.0334300644685448e-17,1.9408133832848034e-17,5.7978154021001308e-21,3.3246603473598966e-19
5.24287e-10,0.0028955403391343754,1.0548678592960737e-18,3.7194419134490758e-22,3.8535914261681824e-22,1.1555966501192417e-31,1.0322691557594963e-25,0.0,0.0,7.8088881912248478e-17,6.6252013937845924e-23,1.2785841954428817e-32,1.9308297489713369e-32,3.0130812548241602e-32,1.9797528773280236e-54,2.7128610189526726e-37,4.1100590534842406e-31,7.6455923196994339e-18,1.3703085750979927e-23,1.6977173205676959e-55,7.4349848179999626e-57,1.34554687993638e-33,8.8358064445610828e-32,3.6290707790754674e-33,3.5491548716261819e-39,1.6095520369700269e-25,2.3741222074533858e-39,1.546699577353199e-31,2.394587046265467e-17,1.3086161156842904e-22,5.7481782081686842e-21,4.9570544118636416e-15,1.0295035348619521e-29,4.6486819301353975e-46,1.4675052650917445e-33,1.0468679657427031e-35,0.88168480800000004,0.0,0.0094599999999888801,0.1088499999999997,6.0001170521386973e-15,5.9653900544264907e-15,4.9267129678625926e-15,3.0356117902865642e-17,2.4984581879253864e-17,1.2503789587469997e-17,2.5197475914246025e-18,6.4317822551525338e-17,3.0163650222593472e-18,4.6408598638465987e-17,4.1182383758895892e-17,7.7094491721653184e-17,4.6067818386126993e-20,1.2483750884892702e-18
9.999999999999999e-10,0.0028955403391344053,2.145122714783176e-18,1.4664904305216923e-21,1.5640315806930953e-21,8.4285596086930071e-31,8.2424183005692744e-25,0.0,0.0,1.569183208218928e-16,2.5830127224875287e-22,1.0638401141075639e-31,1.8643860926562608e-31,3.7248112330742664e-31,4.2630780043816003e-53,1.8217836362554724e-36,1.5107293245118003e-30,2.8104820899974636e-17,9.9565884444052359e-23,1.7207665129329567e-53,4.0262021300078898e-55,1.6483379203985867e-32,5.4006437537055724e-31,9.3631032971891087e-33,1.132423530226463e-37,1.1623522594684466e-24,6.5432781533200596e-38,1.0737352814614912e-30,8.8343450609557694e-17,9.5076083738247307e-22,2.125284075473244e-20,9.3833290716400437e-15,1.356553023904858e-28,1.2689739353524386e-44,2.0272584212842938e-32,1.6067905482929664e-34,0.88168480800000004,0.0,0.0094599999999787909,0.10884999999999898,1.1358226374995352e-14,1.1231803908495423e-14,9.2731583201553651e-15,5.371623861175323e-17,4.4103258544730507e-17,2.2085591961256804e-17,8.3616185987429518e-18,2.3592348583641636e-16,9.9412807273680484e-18,1.714256451962259e-16,1.5216930602855382e-16,2.831175280090449e-16,3.3416352845689998e-19,4.1468463239663729e-18
1.0485750000000002e-09,0.0028955403391344053,2.2564485133324827e-18,1.5782544217685423e-21,1.684385688484044e-21,9.1712010242370916e-31,8.9786458047769319e-25,0.0,0.0,1.6496758580947146e-16,2.7791140004104017e-22,1.1594130978465229e-31,2.0350426627839431e-31,4.07438474368103e-31,4.6781651776588002e-53,1.980104762084591e-36,1.6230219570147198e-30,3.0193910389408129e-17,1.0833332499437581e-22,1.8947402474688075e-53,4.4297253143433844e-55,1.802910153055821e-32,5.8618805509589467e-31,9.9486047015387309e-33,1.244431129350007e-37,1.2646047982556949e-24,7.1871694021924243e-38,1.1675809365098062e-30,9.4919080150133286e-17,1.0344806535193402e-21,2.2836020073353834e-20,9.8352954707055323e-15,1.4845582491469409e-28,1.3938019548982191e-44,2.2192768672563442e-32,1.7601701905136672e-34,0.88168480800000004,0.0,0.0094599999999777605,0.10884999999999891,1.1905342304889561e-14,1.1769556824563304e-14,9.7169733577675875e-15,5.6101537864525854e-17,4.605546443152682e-17,2.3063988705316138e-17,8.958131378886633e-18,2.5344612047970682e-16,1.0648383077683591e-17,1.8419112151607259e-16,1.6350216796263734e-16,3.0415451667166316e-16,3.6358094844897062e-19,4.4428088901844524e-18
1.5728630000000002e-09,0.0028955403391344356,3.5632388371997096e-18,3.4837436343944128e-21,3.7850885170230265e-21,2.6120691891054948e-30,2.6835446177180146e-24,0.0,0.0,2.5835596146889762e-16,6.0939142460318912e-22,3.6862611513995704e-31,6.4773130561593408e-31,1.3887733458379856e-30,1.9283876538553832e-52,5.3766408143868222e-36,3.4451725125832667e-30,6.3598429468367087e-17,3.0766754647728764e-22,1.0019480837492822e-52,2.1856474416478038e-54,6.1223169140371843e-32,1.5142228439507937e-30,1.7730430903423034e-32,5.6178487545893321e-37,3.5786760529660023e-24,3.2090636768935813e-37,3.2303221485326502e-30,2.0045022670873656e-16,2.9378032495637561e-21,4.8298156877768662e-20,1.465531110149739e-14,5.2026609731817316e-28,6.3882530989088964e-44,7.9524633159273454e-32,6.8616853528440477e-34,0.88168480800000004,0.0,0.0094599999999666409,0.1088499999999978,1.7740534075468458e-14,1.7456486043719322e-14,1.4408254031653843e-14,7.930224956142291e-17,6.4925341390065658e-17,3.2528115916210594e-17,1.7601315717429473e-17,5.330496816723233e-16,2.0828911907527163e-17,3.8930380904311536e-16,3.4565332139530675e-16,6.4022207792551019e-16,1.0315577145424327e-18,8.7352119682579796e-18
2.0971510000000003e-09,0.0028955403391344647,4.9716033133540535e-18,6.143047530987954e-21,6.7745649761445578e-21,5.4911403305597388e-30,5.8795611388778878e-24,0.0,0.0,3.5819061442254252e-16,1.0689628752284267e-21,8.6366729547359274e-31,1.4744302830133598e-30,3.2965918684236782e-30,5.8372192026916402e-52,1.083225406678463e-35,5.8979620201624221e-30,1.0761538713572e-16,6.4498027667287685e-22,4.9482622780670731e-52,8.9948407444044581e-54,1.4491209097502297e-31,2.9279199516037164e-30,2.6982328895204584e-32,2.0066078994367738e-36,7.4778901329495527e-24,9.3758199572458279e-37,6.6156551709712436e-30,3.3999903303278569e-16,6.1584299181014387e-21,8.2034616642987691e-20,1.941778558219698e-14,1.2634458926482275e-27,1.9561034530770286e-43,1.9692399606113236e-31,1.8845124618226198e-33,0.88168480800000004,0.0,0.0094599999999555213,0.10884999999999632,2.3506569118708194e-14,2.3028959429004051e-14,1.9003088002438896e-14,1.0048567040710696e-16,8.2026036623063536e-17,4.1109411805977671e-17,2.8017567299090135e-17,9.0077033383341098e-16,3.3030624513858109e-17,6.6082789648302884e-16,5.8685299527103458e-16,1.0826810966566693e-15,2.1605785696842426e-18,1.3912389090080619e-17
3.1457270000000003e-09,0.0028955403391345185,8.0157961853373467e-18,1.339287802829555e-20,1.5099136073966366e-20,1.492268928022769e-29,1.7037272405091557e-23,0.0,0.0,5.727949681634318e-16,2.3140702756377171e-21,2.8144106216122198e-30,4.4347025486912547e-30,1.0380936057883015e-29,2.9461493340155276e-51,2.7472347867948812e-35,1.2363373428376039e-29,2.1981757001076712e-16,1.7437433928277249e-21,5.8454991109131097e-51,7.8754884347417462e-53,4.5464481380803592e-31,6.9937413479417917e-30,4.9111950417800615e-32,1.3619484154364938e-35,2.0108136518796063e-23,3.9675009389148622e-36,1.7219394253443144e-29,6.9730035397884751e-16,1.6648579943587139e-20,1.6862135617406017e-19,2.8809787516274885e-14,4.1151107913793701e-27,9.4435612531377885e-43,6.6188324527306714e-31,7.931296675234664e-33,0.88168480800000004,0.0,0.0094599999999332822,0.10884999999999266,3.4879017662117027e-14,3.3913656603396054e-14,2.7974005442919888e-14,1.3934460595300935e-16,1.1309666039672087e-16,5.6705693058278021e-17,5.1990227697472121e-17,1.835937975353304e-15,6.0951363422060351e-17,1.3569351014789383e-15,1.2054435964310713e-15,2.2094206265141891e-15,5.8325516858908991e-18,2.5837749336267059e-17
4.194303e-09,0.00289554033913457,1.1404609684810222e-17,2.3841411595345069e-20,2.7377182540940822e-20,3.1087320879459456e-29,3.7431975243374757e-23,0.0,0.0,8.1058785740461076e-16,4.0977623268859571e-21,6.8168322498395744e-30,9.9158454372307375e-30,2.3855278837981458e-29,8.6320021697016285e-51,5.3869713048749765e-35,2.136559052829894e-29,3.6908558786497809e-16,3.6156249762463238e-21,2.5344568125759811e-50,2.9704406721494741e-52,1.0423105638726011e-30,1.306173661311194e-29,7.7144037905219543e-32,4.8078658348179729e-35,4.1493903336450101e-23,1.1263255505895202e-35,3.4533079209633137e-29,1.1753639914135805e-15,3.4518531060561517e-20,2.8482224944134111e-19,3.7995785221843209e-14,9.702907459046427e-27,2.9054502413855458e-42,1.6010070582538978e-30,2.2044406591840938e-32,0.88168480800000004,0.0,0.009459999999911043,0.10884999999998783,4.600430741494533e-14,4.4399620878978164e-14,3.6610366199737699e-14,1.737539300889871e-16,1.4014704166476616e-16,7.0287015491636383e-17,7.999813657951522e-17,3.0764198126297318e-15,9.3336746120672921e-17,2.289796489215177e-15,2.0348077766839573e-15,3.7065572063190982e-15,1.2077623841118311e-17,3.9785572051142789e-17
6.291455e-09,0.0028955403391346646,1.9181013174269085e-17,5.7135462117846049e-20,6.7999479917636686e-20,9.6922861590046987e-29,1.3349588363361631e-22,0.0,0.0,1.359831053181012e-15,9.7599254350877026e-21,3.1044993339720573e-29,3.5014712860394349e-29,8.7161777478284728e-29,4.5202731575551423e-50,1.442189491233638e-34,4.866929753392291e-29,7.8013772911434695e-16,1.1128999286751278e-20,3.9067433970209033e-49,2.9180211389674787e-51,3.8066385326053377e-30,3.193917778786072e-29,1.5505089544302643e-31,4.3607082377121143e-34,1.2600098084816467e-22,7.0462463626877146e-35,9.7469232579273832e-29,2.5077851037110046e-15,1.0623145517061762e-19,6.1056516230152675e-19,5.5718395435590766e-14,3.7589909912892559e-26,2.032999449441668e-41,6.6769018190427883e-30,1.193071219854438e-31,0.88168480800000004,0.0,0.009459999999866563,0.10884999999997466,6.7477790472018053e-14,6.4164567553344216e-14,5.2876808074811439e-14,2.3560206992856046e-16,1.8767666542571545e-16,9.4135480519341277e-17,1.4263764120572261e-16,6.4740141690065241e-15,1.651306574963203e-16,4.8972416390890514e-15,4.3551085651912831e-15,7.8208610317152799e-15,3.7034908974460237e-17,7.102167721886999e-17
8.388607e-09,0.002895540339134747,2.8150796125513149e-17,1.0845651662861029e-19,1.3259246969353387e-19,2.1804344984479084e-28,3.3232454098170359e-22,0.0,0.0,2.0037471433420924e-15,1.8502986783015665e-20,9.0101191651828438e-29,8.4710343370253045e-29,2.132803370177242e-28,1.3875241043769281e-49,2.8603548342466779e-34,8.8912813399575328e-29,1.3307850868507801e-15,2.4762959542934577e-20,2.0700192566059465e-48,1.2656805083366969e-50,9.3463291247417373e-30,5.9517730878277264e-29,2.6359511270809108e-31,1.844602092675321e-33,2.7707518475892244e-22,2.3968337970573186e-34,2.0173636524484851e-28,4.3170945173062736e-15,2.3634020246131846e-19,1.0555600569941549e-18,7.2611502042256149e-14,9.5480010197651435e-26,7.2130172592617488e-41,1.7901070747730839e-29,3.7494054511237267e-31,0.88168480800000004,0.0,0.009459999999822083,0.10884999999995705,8.7960575091743894e-14,8.243392473967714e-14,6.7902303400617156e-14,2.9195266006879597e-16,2.2988547279767706e-16,1.1528983485221884e-16,2.1067024045372436e-16,1.1000288498456804e-14,2.4249452460784383e-16,8.4478505691319944e-15,7.5178395903524141e-15,1.3321821158157143e-14,8.2133627757489108e-17,1.0498804269252452e-16
9.999999999999999e-09,0.002895540339134818,3.5742472620025274e-17,1.6169262850448254e-19,2.0110379924760234e-19,3.5943055052149149e-28,5.873302651417504e-22,0.0,0.0,2.5607371546922358e-15,2.762826276037143e-20,1.7479288785474936e-28,1.4544403160439348e-28,3.6676996099405415e-28,2.7522263351341228e-49,4.306200374498092e-34,1.2912503498120161e-28,1.8408548877843475e-15,4.0483045315513006e-20,6.0316564780090618e-48,3.2048729338263752e-50,1.6149697933547277e-29,8.6395799523151607e-29,3.6919617779431882e-31,4.5972318810569013e-33,4.4890067128057233e-22,5.1006650324412706e-34,3.1285575697904656e-28,6.0144667175616947e-15,3.8633250021054882e-19,1.4751589176924289e-18,8.5051662341411002e-14,1.680037861568321e-25,1.571642387011614e-40,3.2724093628493305e-29,7.6275066816274934e-31,0.88168480800000004,0.0,0.0094599999997879054,0.10884999999994073,1.0305584530444464e-13,9.5540742732814302e-14,7.8680652638631227e-14,3.3384966341978253e-16,2.6085875301795714e-16,1.3079784853847204e-16,2.644554168202955e-16,1.517390790432446e-14,3.0339211432994746e-16,1.1786063597179896e-14,1.0493984568045591e-14,1.8410474549556264e-14,1.3393284909695251e-16,1.3185927921958547e-16
1.0485759000000001e-08,0.002895540339134818,3.8150256057014983e-17,1.8009369694095723e-19,2.2497517112258666e-19,4.1028940504685026e-28,6.8162975275102503e-22,0.0,0.0,2.7392504567545963e-15,3.0789482324396105e-20,2.0702535974823775e-28,1.6759627512012236e-28,4.2268560931328853e-28,3.2737244560289054e-49,4.8027700856746162e-34,1.4283082061279803e-28,2.0094421967432558e-15,4.6115872403426056e-20,7.6812732848683315e-48,3.9924582339021601e-50,1.8634747893221228e-29,9.5467809301647516e-29,4.0481411569166228e-31,5.711763695883182e-33,5.1020063297422731e-22,6.1550105539607422e-34,3.5163814288825743e-28,6.5785038823295331e-15,4.4007503383294706e-19,1.6148897543713538e-18,8.8709725442685491e-14,1.9464668900847633e-25,1.9050870295610625e-40,3.8249220448798955e-29,9.122829700996774e-31,0.88168480800000004,0.0,0.0094599999997776029,0.10884999999993533,1.0749672374637293e-13,9.9333149833199431e-14,8.1799097253111405e-14,3.4624077016269028e-16,2.6994705805909108e-16,1.3534554499790672e-16,2.8092666064590439e-16,1.6550662371530442e-14,3.2199761815122074e-16,1.2896367719012526e-14,1.1484226511062097e-14,2.0091385691602266e-14,1.52470841968048e-16,1.4009136537721975e-16
1.2582911000000002e-08,0.0028955403391348815,4.9022301186335176e-17,2.7406381492789431e-19,3.4859834911047433e-19,6.8928219912254813e-28,1.2366173937950653e-21,0.0,0.0,3.5630521349078664e-15,4.7075695667212272e-20,4.106871960909188e-28,2.9229160542335377e-28,7.342959693175331e-28,6.5378629432191259e-49,7.2543483615126375e-34,2.1075319783912803e-28,2.8045910215248586e-15,7.6697155957276052e-20,2.3015834639602369e-47,1.0349832212148342e-49,3.2637479732095315e-29,1.3935182884212503e-28,5.7976387248480656e-31,1.4671786350054287e-32,8.3910994141685079e-22,1.3333943594891695e-33,5.4941916870470399e-28,9.2670320396678602e-15,7.3180942362640557e-19,2.2834018241337463e-18,1.0404962368427505e-13,3.4590621633174387e-25,4.2216077936308884e-40,7.0965942202006201e-29,1.8994906280774608e-30,0.88168480800000004,0.0,0.0094599999997331229,0.1088499999999098,1.2613244089045347e-13,1.1498485116370386e-13,9.4675911777956731e-14,4.0000288452278946e-16,3.0936132872788568e-16,1.550627350102052e-16,3.5191087651323314e-16,2.3023899298281461e-14,4.0210736216488668e-16,1.8195872103066238e-14,1.6213877050813078e-14,2.8014229182420087e-14,2.527795676327516e-16,1.7557346432126674e-16
1.6777215000000004e-08,0.0028955403391349816,7.2877848807032948e-17,5.3481759085724116e-19,6.9995502869920688e-19,1.5615695078394535e-27,3.1978570688807094e-21,0.0,0.0,5.4637783746209201e-15,9.324375050298685e-20,1.2100877541777518e-27,6.9730296586716415e-28,1.7209958485627248e-27,1.8773753908294404e-48,1.3563809236493555e-33,3.8818520186934055e-28,4.7055627847398528e-15,1.7042219775289608e-19,1.3618359164985867e-46,4.661325838910281e-49,7.8122974628702165e-29,2.4931451102256175e-28,1.0307206133017718e-30,6.7746190323739372e-32,1.8238971544484005e-21,4.5108492272319889e-33,1.0890323248835614e-27,1.5840850242412135e-14,1.6256721603313987e-18,3.9297115441953557e-18,1.325855107361185e-13,8.384593178242283e-25,1.4822934253722987e-39,1.8583933793755352e-28,6.0892264943065064e-30,0.88168480800000004,0.0,0.009459999999644161,0.10884999999984829,1.6086710750986354e-13,1.4294861757357547e-13,1.1772276676417731e-13,5.0711946713174725e-16,3.8757721638539884e-16,1.9416929185253118e-16,4.9474534664800178e-16,3.8410214723754993e-14,5.629885146709938e-16,3.1182802277274523e-14,2.7820188285530498e-14,4.6940822088157418e-14,5.5815837514394934e-16,2.4699222740162682e-16
2.0971519000000006e-08,0.0028955403391350484,9.8695056295495922e-17,9.0189767849954299e-19,1.2070767965540284e-18,2.9482418227858771e-27,6.7467467069873302e-21,0.0,0.0,7.681232598354156e-15,1.6037789882125403e-19,2.7930942551854687e-27,1.3631164431789228e-27,3.283953956924898e-27,4.1408797193530078e-48,2.1516313305727063e-33,6.1946312120189539e-28,6.9539251083863344e-15,3.1584669750413492e-19,5.1101700815632111e-46,1.4610444796891351e-48,1.5278003324022997e-28,3.8613337270802092e-28,1.6141079188063956e-30,2.1919847760678555e-31,3.3074279427538624e-21,1.1537372698369028e-32,1.8176412887423712e-27,2.3864538365851321e-14,3.0121357650992428e-18,5.9562543635371895e-18,1.5849493012400171e-13,1.6391246296899953e-24,3.8910449770566735e-39,3.8890348735133334e-28,1.5023261057910756e-29,0.88168480800000004,0.0,0.0094599999995551992,0.10884999999977467,1.9250989530414393e-13,1.6714546089756355e-13,1.3775845822269046e-13,6.1527246772980473e-16,4.667214884302053e-16,2.3373909205600388e-16,6.3700915229431322e-16,5.6493131916980296e-14,7.2319202140186574e-16,4.7063787817385172e-14,4.2037877435327116e-14,6.9330231365407158e-14,1.0279870410486173e-15,3.1812667682063231e-16
2.631903790260322e-08,0.002895540339135097,1.3318124405701017e-16,1.534392494114316e-18,2.1012355015628722e-18,5.6292384885127294e-27,1.4603368381648131e-20,0.0,0.0,1.0930907689837524e-14,2.8150141086819318e-19,6.569770274906085e-27,2.6841987857547872e-27,6.2251350284277215e-27,8.8930689586856237e-48,3.3549169417669152e-33,9.8567539992752173e-28,1.0215841631514583e-14,5.8888548574992913e-19,2.0710881049947799e-45,-1.9553172135113714e-33,3.0047974963926492e-28,5.9501282086614935e-28,2.5360675686998123e-30,7.6497234383009583e-31,5.9909775279147996e-21,3.0430044968182791e-32,2.9972030050647547e-27,3.5958806597481192e-14,5.6142026234410447e-18,9.0349511113754649e-18,1.8813437855478879e-13,3.1743198262198809e-24,1.0492630642261482e-38,8.1717538650536102e-28,3.8091440626673315e-29,0.88168480800000004,0.0,0.0094599999994417743,0.10884999999966598,2.288834858333155e-13,1.9360003545715913e-13,1.5984753668364075e-13,7.5373235547159347e-16,5.6818847762889844e-16,2.8447353098720452e-16,8.1837242078961011e-16,8.2610304244290693e-14,9.2742112342151042e-16,7.1003652646060584e-14,6.3510924461832303e-14,1.0189337453220105e-13,1.9005648387316227e-15,4.0880773631125746e-16
3.166655680520643e-08,0.0028955403391351135,1.6829194461788765e-16,2.3571940453862223e-18,3.2888554824875999e-18,9.5075627207956922e-27,2.746347667473446e-20,0.0,0.0,1.4616070971050874e-14,4.4791608286726912e-19,1.3097566287613256e-26,4.6315159985906409e-27,1.0315245677920333e-26,1.6068606291288572e-47,4.7226779569751546e-33,1.4240731692384906e-27,1.3816903560001853e-14,9.7160757683039709e-19,6.3409430039166485e-45,5.5706141812776002e-32,5.1753612571886313e-28,8.3803619658838768e-28,3.6417122979487405e-30,2.1428218231506261e-30,9.6007273368352904e-21,6.6898708631925599e-32,4.4302681373566737e-27,4.9910478676893555e-14,9.2599666211742799e-18,1.2610284824859181e-17,2.1440311753814555e-13,5.330656457772733e-24,2.3341073644205589e-38,1.4784595043257702e-27,8.1023887926331364e-29,0.88168480800000004,0.0,0.0094599999993283512,0.10884999999954338,2.6134050477440537e-13,2.1612915220905827e-13,1.7890498081868423e-13,8.9228448950400445e-16,6.6978442403360753e-16,3.3527670460727151e-16,1.0002419398577912e-15,1.1137710334878988e-13,1.1321957862821602e-15,9.8566201007324137e-14,8.8280991649999924e-14,1.3801882148122414e-13,3.1087385263948327e-15,4.997377774674385e-16
3.7014075707809646e-08,0.0028955403391350983,2.0305716602048364e-16,3.3720060005661814e-18,4.7800209231906118e-18,1.4756766474738154e-26,4.6773625510834233e-20,0.0,0.0,1.8698642692652893e-14,6.6521817287477392e-19,2.3273853616958652e-26,7.3028268304528764e-27,1.5610741353833191e-26,2.5759485336595347e-47,6.2095895895452224e-33,1.926419241314485e-27,1.7660425602187599e-14,1.4740355214527087e-18,1.5920705301499452e-44,5.9156545591370478e-32,8.1449383401173062e-28,1.1113286784298016e-27,4.9140496083578954e-30,5.0243654895943679e-30,1.414529294647163e-20,1.2894253106868419e-31,6.0857470498384149e-27,6.5500492173315958e-14,1.4043995340859649e-17,1.6624462240300809e-17,2.3773691454890314e-13,8.1298013524888717e-24,4.5214220681631628e-38,2.4161810682347193e-27,1.5186436054851938e-28,0.88168480800000004,0.0,0.0094599999992149245,0.10884999999940941,2.9041286198256042e-13,2.3563649590194216e-13,1.9567654190216578e-13,1.0309414193576559e-15,7.7144905608001824e-16,3.8611271258390865e-16,1.1826953416981897e-15,1.4209972087768818e-13,1.3375212646372254e-15,1.2924164277529107e-13,1.1589739778820846e-13,1.768569016580182e-13,4.6750261461091941e-15,5.9096138024962171e-16
4.236159461041286e-08,0.0028955403391350606,2.3684122672135232e-16,4.575588663961519e-18,6.5766361041540783e-18,2.1526032312408322e-26,7.3978515876760071e-20,0.0,0.0,2.3146509025583411e-14,9.3835965471724697e-19,3.8008283596057287e-26,1.0780739718407608e-26,2.2135529036275417e-26,3.7873943300604475e-47,7.78174831194514e-33,2.4857130005301312e-27,2.1673652354626847e-14,2.1029122820414681e-18,3.4798259036861882e-44,5.5277621258719667e-33,1.2002461803463281e-27,1.411626216532255e-27,6.3387395887170145e-30,1.0429796278959999e-29,1.9599450722876763e-20,2.2588797668429477e-31,7.9381540331556065e-27,8.2557238858599399e-14,2.0029577090186141e-17,2.1029083809813195e-17,2.5850588378667054e-13,1.1564698985509302e-23,7.9251261183715539e-38,3.6669984917939231e-27,2.5951632090524779e-28,0.88168480800000004,0.0,0.0094599999991014962,0.10884999999926601,3.1654781199612054e-13,2.5278691311381286e-13,2.1069820038541325e-13,1.1698925079998405e-15,8.7333346691234901e-16,4.3705535221895863e-16,1.3655899017984465e-15,1.7427968461993786e-13,1.543216954710067e-15,1.6260675050601698e-13,1.4598300838147374e-13,2.1778258515865072e-13,6.6105777606114806e-15,6.8240893149360584e-16
4.770911351301607e-08,0.0028955403391350038,2.6920772257032237e-16,5.9615631250127131e-18,8.6755019066125048e-18,2.9951972774116825e-26,1.105511038824291e-19,0.0,0.0,2.793080461830147e-14,1.2719896801216378e-18,5.8235577404151642e-26,1.5141867357907196e-26,2.9896835449723799e-26,5.2307228106075952e-47,9.4120304395832187e-33,3.0962717240633368e-27,2.5797809224863168e-14,2.8630212353063664e-18,6.8611979073622871e-44,3.1162824259756919e-33,1.6830346966784348e-27,1.7361281906460415e-27,7.9041877884076372e-30,1.9737052616418343e-29,2.5916426375140747e-20,3.6819420136179285e-31,9.9661977789748395e-27,1.009359229583234e-13,2.7261295163146101e-17,2.578088454739179e-17,2.7704467712209508e-13,1.5610240730170387e-23,1.2877658980071455e-37,5.2638700194686029e-27,4.1327446046428923e-28,0.88168480800000004,0.0,0.0094599999989880661,0.10884999999911474,3.4014635317058999e-13,2.6810792744176126e-13,2.2438534682753332e-13,1.3091632804137338e-15,9.7549634167165132e-16,4.881367044282685e-16,1.5488697754730058e-15,2.0753081549821343e-13,1.7492605376274202e-15,1.9828594469822594e-13,1.7820086815268993e-13,2.6029999870007816e-13,8.9194883064822109e-15,7.7404977064783453e-16
5.3056632415619286e-08,0.0028955403391349313,2.998648466704617e-16,7.5218113806440779e-18,1.1070232432774813e-17,4.0159204919613299e-26,1.5793722103572532e-19,0.0,0.0,3.302590174290496e-14,1.6704224883309584e-18,8.4884649449707215e-26,2.0455165131276419e-26,3.8892827374078875e-26,6.890691062304455e-47,1.1078512890870312e-32,3.7531939408422929e-27,2.9985767289668871e-14,3.7576491508629065e-18,1.2451809117171442e-43,7.3819395369824732e-33,2.2702759116539544e-27,2.0825154073915535e-27,9.6002582874698352e-30,3.4651039444664042e-29,3.3037951144104945e-20,5.670928671585224e-31,1.2152197224463297e-26,1.2051415328796188e-13,3.576949802229901e-17,3.0841628121531843e-17,2.9365151023435486e-13,2.0231133858861927e-23,1.9722651190343273e-37,7.2363461412904128e-27,6.2265646361027913e-28,0.88168480800000004,0.0,0.0094599999988746342,0.10884999999895703,3.6156327788813872e-13,2.8202174857061705e-13,2.3706421246955033e-13,1.4486735720373694e-15,1.0778889086331808e-15,5.3933436935696894e-16,1.7325827575066514e-15,2.4154995855830404e-13,1.9557315411047051e-15,2.3594935799740037e-13,2.1225333302160785e-13,3.0401232270780953e-13,1.1600851815562057e-14,8.6590580908272858e-16
